,Concept_ID,sv,ka
314,Spiel::N,lek,თამაში
315,Spiel::N,spel,თამაში
316,Gesellschaft::N,sällskap,საზოგადოება
317,Hilfe::N,hjälp,შველა
318,Hilfe::N,hjälp,დახმარება
319,Freund::N,vän,მეგობარი
320,Kamerad::N,kamrat,ამხანაგი
321,Angelegenheit::N,ärende,საქმე
322,Angelegenheit::N,angelägenhet,საქმე
323,Anzahl::N,antal,ოდენობა
324,Art::N,art,სახეობა
325,Art::N,slag,სახეობა
326,Stück::N,stycke,ნატეხი
327,Teil::N,del,წილი
328,Hälfte::N,halva,ნახევარი
329,Kreis::N,krets,წრე
330,Kreis::N,cirkel,წრე
331,Kreuz::N,kors,ჯვარი
332,Kreuz::N,kryss,ჯვარი
333,Linie::N,linje,ხაზი
334,Strich::N,streck,შტრიხი
335,Abstand::N,avstånd,მანძილი
336,Entfernung::N,avstånd,სიშორე
337,Gegend::N,trakt,არე
338,Gegend::N,trakt,მხარე
339,Platz::N,plats,ფართობი
340,Ort::N,plats,ადგილი
341,Ort::N,ställe,ადგილი
342,Seite::N,sida,მხარე
343,Mitte::N,mitt,შუა
344,Gegenstand::N,föremål,საგანი
345,Sache::N,sak,ნივთი
346,Rand::N,rand,კიდე
347,Kante::N,kant,ნაწიბული
348,Ecke::N,vrå,კუთხე
349,Ecke::N,hörn,კუთხე
350,Spitze::N,spets,წვეტი
351,Ende::N,ända,ბოლო
352,Loch::N,hål,ხვრელი
353,Winkel::N,vinkel,კუთხე
354,Muster::N,mönster,მოხატულობა
355,Größe::N,storlek,ზომა
356,Größe::N,storlek,სიდიდე
357,Länge::N,längd,სიგრძე
358,Höhe::N,höjd,სიმაღლე
359,Gewicht::N,tyngd,წონა
360,Menge::N,mängd,რაოდენობა
361,Haufen::N,hög,გროვა
362,Reihe::N,rad,რიგი
363,Reihe::N,rad,წყება
364,Boot::N,båt,გემი
365,Ruder::N,åra,ხოფი
366,Ruder::N,åra,ნიჩაბი
367,Schlitten::N,släde,მარხილი
368,Ski::N,skida,თხილამური
369,Lagerfeuer::N,lägereld,კოცონი
370,Last::N,last,ტვირთი
371,Last::N,börda,ტვირთი
372,Gang::N,gång,სვლა
373,Schritt::N,steg,ბიჯი
374,Norden::N,norr,ჩრდილოეთი
375,Süden::N,söder,სამხრეთი
376,Westen::N,väster,დასავლეთი
377,Osten::N,öster,აღმოსავლეთი
378,Holz::N,trä,ხე
379,Brett::N,bräda,დაფა
380,Brett::N,bräda,ფიცარი
381,Platte::N,platta,თლილი ქვა
382,Stütze::N,stöd,საყრდენი
383,Stütze::N,stötta,საყრდენი
384,Stange::N,stång,ჭოკი
385,Stock::N,käpp,კეტი
386,Stock::N,pinne,კეტი
387,Stab::N,stav,ლატანი
388,Rohr::N,rör,მილაკი
389,Haus::N,hus,სახლი
390,Heim::N,hem,ოჯახის კერა
391,Ofen::N,ugn,ღუმელი
392,Fußboden::N,golv,იატაკი
393,Tisch::N,bord,სუფრა
394,Tisch::N,bord,მაგიდა
395,Stuhl::N,stol,სკამი
396,Wiege::N,vagga,აკვანი
397,Bett::N,säng,საწოლი
398,Bett::N,säng,სარეცელი
399,Regal::N,hylla,თაროები
400,Kiste::N,låda,ყუთი
401,Kiste::N,låda,სკივრი
402,Fenster::N,fönster,ფანჯარა
403,Fenster::N,fönster,სარკმელი
404,Tür::N,dörr,ბჭე
405,Tür::N,dörr,კარი
406,Tor::N,port,ჭიშკარი
407,Zaun::N,staket,ღობე
408,Zaun::N,staket,გალავანი
409,Zaun::N,stängsel,ღობე
410,Zaun::N,stängsel,გალავანი
411,Dach::N,tak,სახურავი
412,Leiter::N,stege,კიბე
413,Besen::N,kvast,ცოცხი
414,Spaten::N,spade,ნიჩაბი
415,Schaufel::N,skovel,ბარი
416,Schaufel::N,skyffel,ბარი
417,Gabel::N,gaffel,ჩანგალი
418,Löffel::N,sked,კოვზი
419,Messer::N,kniv,დანა
420,Nagel::N,spik,ლურსმანი
421,Netz::N,nät,ბადე
422,Haken::N,krok,კავი
423,Haken::N,krok,კაუჭი
424,Griff::N,tag,ტარი
425,Griff::N,handtag,ტარი
426,Schloss::N,las,კლიტე
427,Schloss::N,las,საკეტი
428,Bild::N,bild,სურათი
429,Figur::N,figur,ფიგურა
430,Puppe::N,docka,თოჯინა
431,Beutel::N,påse,პარკი
432,Bündel::N,bunt,გალა
433,Bündel::N,bunt,ასხმა
434,Bündel::N,knippa,გალა
435,Bündel::N,knippa,ასხმა
436,Tasche::N,väska,ჩანთა
437,Eimer::N,hink,ჩამჩა
438,Eimer::N,ämbar,ჩამჩა
439,Deckel::N,lock,ხუფი
440,Deckel::N,lock,სარქველი
441,Geschirr::N,servis,ჭურჭელი
442,Geschirr::N,porslin,ჭურჭელი
443,Sack::N,säck,ტომარა
444,Tasse::N,kopp,ფინჯანი
445,Topf::N,gryta,ქოთანი
446,Topf::N,kastrull,ქოთანი
447,Kessel::N,kittel,ქვაბი
448,Essen::N,mål,ჭამა
449,Nahrung::N,näring,საზრდო
450,Nahrung::N,näring,საკვები
451,Speise::N,maträtt,საჭმელი
452,Fleisch::N,kött,ხორცი
453,Getreide::N,säd,მარცვლოვანი
454,Getreide::N,spannmål,მარცვლოვანი
455,Brei::N,gröt,ფაფა
456,Brot::N,bröd,პური
457,Scheibe::N,skiva,ნაჭერი
458,Fett::N,fett,ქონი
459,Fett::N,fett,ცხიმი
460,Butter::N,smör,კარაქი
461,Öl::N,olja,ზეთი
462,Salz::N,salt,მარილი
463,Suppe::N,soppa,სუფი
464,Honig::N,honung,თაფლი
465,Milch::N,mjölk,რძე
466,Tee::N,te,ჩაი
467,Leder::N,läder,ტყავი
468,Wolle::N,ull,მატყლი
469,Wolle::N,ylle,მატყლი
470,Stoff::N,tyg,ქსოვილი
471,Stoff::N,stoff,ქსოვილი
472,Nadel::N,nål,ნემსი
473,Faden::N,tråd,ძაფი
474,Faden::N,tråd,მკედი
475,Knopf::N,knapp,ღილი
476,Knoten::N,knut,ნასკვი
477,Farbe::N,färg,საღებავი
478,Kleidung::N,klädsel,ტანსაცმელი
479,Hemd::N,skjorta,ხალათი
480,Hemd::N,skjorta,პერანგი
481,Kragen::N,krage,საყელო
482,Ärmel::N,ärm,სახელო
483,Hose::N,byxor,შარვალი
484,Gürtel::N,bälte,ქამარი
485,Mütze::N,mössa,ქუდი
486,Schuh::N,sko,ფეხსაცმელი
487,Stiefel::N,stövel,ჩექმა
488,Ring::N,ring,ბეჭედი
489,Band::N,band,ბაფთი
490,Kamm::N,kam,სავარცხელი
491,Spiegel::N,spegel,სარკე
492,Riemen::N,rem,ღვედი
493,Schnur::N,snöre,ლარი
494,Leine::N,lina,ჯაჭვი
495,Decke::N,täcke,საბანი
496,Kissen::N,dyna,ბალიში
497,Kissen::N,kudde,ბალიში
498,Tuch::N,sjal,მაუდი
499,Tuch::N,sjal,თავშალი
500,Handtuch::N,handduk,ხელსახოცი
501,Kraft::N,kraft,ძალა
502,Stärke::N,styrka,ღონე
503,Gesundheit::N,hälsa,ჯანმრთელობა
504,Krankheit::N,sjukdom,სენი
505,Krankheit::N,sjukdom,ავადმყოფობა
506,Schmerz::N,smärta,ტკივილი
507,Wunde::N,sår,იარი
508,Wunde::N,sår,ჭრილობა
509,Fieber::N,feber,ციება
510,Arznei::N,medicin,წამალი
511,Arznei::N,läkemedel,წამალი
512,Brücke::N,bro,ხიდი
513,Brunnen::N,brunn,ჭა
514,Weide::N,bete,საძოვარი
515,Pfad::N,stig,ბილიკი
516,Weg::N,väg,გზა
517,Straße::N,gata,შარაგზა
518,Dorf::N,by,დაბა
519,Dorf::N,by,სოფელი
520,Stadt::N,stad,ქალაქი
521,Brief::N,brev,წერილი
522,Buch::N,bok,წიგნი
523,Buchstabe::N,bokstav,ასო
524,Zeitung::N,tidning,გაზეთი
525,Leben::N,liv,სიცოცხლე
526,Tod::N,död,სიკვდილი
527,Grab::N,grav,სამარე
528,Grab::N,grav,საფლავი
529,Kirche::N,kyrka,ეკლესია
530,Sünde::N,synd,ცოდვა
531,Gott::N,gud,ღმერთი
532,Arbeiter::N,arbetare,მუშა
533,Chef::N,chef,გამგე
534,Meister::N,mästare,ოსტატი
535,Arzt::N,läkare,ექიმი
536,Arzt::N,läkare,მკურნალი
537,Lehrer::N,lärare,მასწავლებელი
538,Geld::N,pengar,ფული
539,Geschäft::N,rörelse,საქმე
540,Geschäft::N,rörelse,ბიზნესი
541,Laden::N,affär,დუქანი
542,Laden::N,affär,მაღაზია
543,Preis::N,pris,ფასი
544,Ware::N,vara,საქონელი
545,Nutzen::N,gagn,ხეირი
546,Nutzen::N,nytta,ხეირი
547,Reichtum::N,rikedom,სიმდიდრე
548,Welt::N,värld,მსოფლიო
549,Land::N,land,მხარე
550,Land::N,land,ქვეყანა
551,Staat::N,stat,სახელმწიფო
552,König::N,kung,მეფე
553,König::N,konung,მეფე
554,Macht::N,makt,ძლიერება
555,Grenze::N,gräns,ზღვარი
556,Krieg::N,krig,ომი
557,Feind::N,fiende,მტერი
558,Gewalt::N,våld,სისასტიკე
559,Kampf::N,kamp,ბრძოლა
560,Kampf::N,strid,ბრძოლა
561,Bogen[Waffe]::N,båge,მშვილდი
562,Pfeil::N,pil,ისარი
563,Pfeil::N,pil,მახვილი
564,Gewehr::N,gevär,თოფი
565,Gewehr::N,gevär,შაშხანა
566,Fehler::N,fel,შეცდომა
567,Lüge::N,lögn,სიცრუე
568,Schaden::N,skada,ვნება
569,Unglück::N,otur,ხიფათი
570,Unglück::N,otur,უბედურება
571,Unglück::N,olycka,ხიფათი
572,Unglück::N,olycka,უბედურება
573,Schuld::N,skuld,ბრალი
574,Alter::N,ålder,ასაკი
575,Schluss::N,slut,ბოლო
576,Schluss::N,slut,დასასრული
577,Zeit::N,tid,დრო
578,Tag::N,dag,დღე
579,Morgen::N,morgon,დილა
580,Mittag::N,middag,შუადღე
581,Abend::N,kväll,საღამო
582,Nacht::N,natt,ღამე
583,Woche::N,vecka,კვირა
584,Monat::N,månad,თვე
585,Jahr::N,år,წელი
586,Frühling::N,vår,გაზაფხული
587,Sommer::N,sommar,ზაფხული
588,Herbst::N,höst,შემოდგომა
589,Winter::N,vinter,ზამთარი
590,Januar::N,januari,იანვარი
591,Februar::N,februari,თებერვალი
592,März::N,mars,მარტი
593,April::N,april,აპრილი
594,Mai::N,maj,მაისი
595,Juni::N,juni,ივნისი
596,Juli::N,juli,ივლისი
597,August::N,augusti,აგვისტო
598,September::N,september,სექტემბერი
599,Oktober::N,oktober,ოქტომბერი
600,November::N,november,ნოემბერი
601,Dezember::N,december,დეკემბერი
602,Montag::N,måndag,ორშაბათი
603,Dienstag::N,tisdag,სამშაბათი
604,Mittwoch::N,onsdag,ოთხშაბათი
605,Donnerstag::N,torsdag,ხუთშაბათი
606,Freitag::N,fredag,პარასკევი
607,Samstag::N,lördag,შაბათი
608,Sonntag::N,söndag,კვირა
609,groß::A,stor,დიდი
610,klein::A,liten,მცირე
611,klein::A,liten,პატარა
612,lang::A,lång,გრძელი
613,kurz::A,kort,მოკლე
614,breit::A,bred,ფართო
615,breit::A,bred,განიერი
616,schmal::A,smal,ვიწრო
617,schmal::A,smal,წვრილი
618,dicht::A,tät,მჭიდრო
619,dick[Gegenstand]::A,tjock,სქელი
620,dünn::A,tunn,წვრილი
621,fein::A,fin,თხელი
622,fest::A,fast,მყარი
623,flach::A,platt,ბრტყელი
624,glatt::A,glatt,გლუ
625,hart::A,hård,მაგარი
626,weich::A,mjuk,რბილი
627,rund::A,rund,მრგვალი
628,spitz::A,toppig,წვეტიანი
629,spitz::A,spetsig,წვეტიანი
630,scharf::A,vass,მჭრელი
631,scharf::A,skarp,მჭრელი
632,stumpf::A,slö,ბლაგვი
633,schwer::A,tung,მძიმე
634,schön::A,skön,ლამაზი
635,schön::A,vacker,ლამაზი
636,heiß::A,het,ცხელი
637,warm::A,varm,თბილი
638,kalt::A,kall,ცივი
639,kühl::A,sval,გრილი
640,kühl::A,kylig,გრილი
641,frisch::A,färsk,სუფთა
642,feucht::A,fuktig,ნოტიო
643,nass::A,våt,სველი
644,trocken::A,torr,მშრალი
645,voll::A,full,სავსე
646,leer::A,tom,ცარიელი
647,offen::A,öppen,ღია
648,offen::A,öppen,გაშლილი
649,geschlossen::A,stängd,დახურული
650,sauber::A,ren,სუფთა
651,sauber::A,ren,წმინდა
652,schmutzig::A,snuskig,ტალახიანი
653,roh::A,rå,უმი
654,reif::A,mogen,მწიფე
655,lecker::A,läcker,გემრიელი
656,süß::A,söt,ტკბილი
657,bitter::A,besk,მწარე
658,bitter::A,bitter,მწარე
659,sauer::A,sur,მჟავე
660,hell::A,ljus,ნათელი
661,dunkel::A,mörk,ბნელი
662,schwarz::A,svart,შავი
663,weiß::A,vit,თეთრი
664,rot::A,röd,წითელი
665,gelb::A,gul,ყვითელი
666,blau::A,blå,ლურჯი
667,blau::A,blå,ცისფერი
668,grün::A,grön,მწვანე
669,grau::A,grå,რუხი
670,grau::A,grå,ნაცრისფერი
671,bunt::A,brokig,ჭრელი
672,bunt::A,brokig,ფერადი
673,billig::A,billig,იაფი
674,teuer::A,dyr,ძვირი
675,wertvoll::A,värdefull,ღირსიანი
676,blind::A,blind,ბრმა
677,taub::A,döv,ყრუ
678,kräftig::A,kraftig,ძალავანი
679,stark::A,stark,ძლიერი
680,stark::A,stark,ღონიერი
681,schwach::A,svag,სუსტი
682,fett::A,fet,სქელი
683,schlank::A,slank,გამხდარი
684,hübsch::A,snygg,ეშხიანი
685,hübsch::A,snygg,მშვენიერი
686,hübsch::A,vacker,ეშხიანი
687,hübsch::A,vacker,მშვენიერი
688,böse::A,ond,ავი
689,böse::A,ond,ბოროტი
690,böse::A,elak,ავი
691,böse::A,elak,ბოროტი
692,dumm::A,dum,ბოთე
693,dumm::A,dum,სულელი
694,faul::A,lat,ზანტი
695,faul::A,lat,ზარმაცი
696,fleißig::A,flitig,ბეჯითი
697,fleißig::A,flitig,მუყაითი
698,geizig::A,snål,ძუნწი
699,geizig::A,girig,ძუნწი
700,klug::A,klok,ჭკვიანი
701,geschickt::A,händig,მარჯვე
702,geschickt::A,händig,გაწაფული
703,geschickt::A,skicklig,მარჯვე
704,geschickt::A,skicklig,გაწაფული
705,lieb::A,kär,სატრფიალო
706,lieb::A,snäll,სატრფიალო
707,lustig::A,rolig,მხიარული
708,lustig::A,lustig,მხიარული
709,sanft::A,mild,ალერსიანი
710,sanft::A,mild,გრძნობიერი
711,hungrig::A,hungrig,მშიერი
712,krank::A,sjuk,სნეული
713,krank::A,sjuk,ავადმყოფი
714,nackt::A,naken,ტიტველი
715,traurig::A,ledsen,მწუხარე
716,traurig::A,ledsen,სევდიანი
717,traurig::A,sorgsen,მწუხარე
718,traurig::A,sorgsen,სევდიანი
719,lebendig::A,levande,ცოცხალი
720,gut::A,bra,კარგი
721,schlecht::A,dålig,უხეირო
722,richtig::A,riktig,ნამდვილი
723,schlimm::A,illa,ცუდი
724,wahr::A,sann,სწორი
725,wahr::A,sann,ჭეშმარიტი
726,alt::A,gammal,ძველი
727,neu::A,ny,ახალი
728,ehemalig::A,forn,ყოფილი
729,ehemalig::A,tidigare,ყოფილი
730,alt[Lebewesen]::A,gammal,ბებერი
731,jung::A,ung,ნორჩი
732,jung::A,ung,ახალგაზრდა
733,arm::A,fattig,ღარიბი
734,reich::A,rik,მდიდარი
735,bekannt::A,känd,ცნობილი
736,berühmt::A,berömd,გამოჩენილი
737,fremd::A,främmande,უცხო
738,fremd::A,främmande,გარეშე
739,verschieden::A,åtskillig,სხვაგვარი
740,nah::A,nära,ახლო
741,fern::A,fjärran,შორი
742,fern::A,fjärran,შორეული
743,linker::A,vänster,მარცხენა
744,rechter::A,höger,მარჯვენა
745,anderer::A,annan,სხვა
746,erster::A,första,პირველი
747,zweiter::A,andra,მეორე
748,dritter::A,tredje,მესამე
749,letzter::A,sist,ბოლო
750,letzter::A,sist,უკანასკნელი
751,allein::ADV,allena,მარტო
752,auf einmal::ADV,på en gång,ერთდროულად
753,zusammen::ADV,tillsammans,ერთად
754,lange::ADV,länge,დიდხანს
755,plötzlich::ADV,plötsligt,მოულოდნელად
