,Concept_ID,fr,no
81,Schatten::N,ombre,skygge
82,Wetter::N,temps,vær
83,Nebel::N,brume,tåke
84,Nebel::N,brouillard,tåke
85,Wolke::N,nuage,sky
86,Regen::N,pluie,regn
87,Schnee::N,neige,snø
88,Eis::N,glace,is
89,Frost::N,gel,frost
90,Frost::N,gelée,frost
91,Kälte::N,froid,kulde
92,Hitze::N,chaleur,hete
93,Raureif::N,givre,rimfrost
94,Regenbogen::N,arc-en-ciel,regnbue
95,Donner::N,tonnerre,torden
96,Strömung::N,courant,strømning
97,Tropfen::N,goutte,dråpe
98,Schaum::N,écume,skum
99,Schaum::N,mousse,skum
100,Schmutz::N,boue,søl
101,Schmutz::N,boue,skitt
102,Schmutz::N,saleté,søl
103,Schmutz::N,saleté,skitt
104,See::N,lac,sjø
105,Sumpf::N,marais,sump
106,Sumpf::N,marais,myrlende
107,Sumpf::N,marécage,sump
108,Sumpf::N,marécage,myrlende
109,Moor::N,tourbière,myr
110,Moor::N,tourbière,myrhei
111,Wiese::N,pré,eng
112,Wald::N,bois,skog
113,Wald::N,forêt,skog
114,Hügel::N,coteau,haug
115,Hügel::N,coteau,bakke
116,Hügel::N,colline,haug
117,Hügel::N,colline,bakke
118,Anhöhe::N,éminence,haug
119,Anhöhe::N,éminence,bakke
120,Anhöhe::N,élévation,haug
121,Anhöhe::N,élévation,bakke
122,Berg::N,mont,berg
123,Berg::N,mont,fjell
124,Berg::N,montagne,berg
125,Berg::N,montagne,fjell
126,Gipfel::N,cime,topp
127,Gipfel::N,sommet,topp
128,Höhle::N,caverne,hule
129,Abhang::N,pente,li
130,Abhang::N,pente,skråning
131,Abhang::N,versant,li
132,Abhang::N,versant,skråning
133,Quelle::N,source,kilde
134,Quelle::N,fontaine,kilde
135,Bach::N,ruisseau,bekk
136,Fluss::N,fleuve,elv
137,Fluss::N,rivière,elv
138,Ufer::N,bord,bredd
139,Ufer::N,rivage,bredd
140,Küste::N,côte,kyst
141,Festland::N,terre ferme,fastland
142,Meer::N,mer,hav
143,Bucht::N,baie,bukt
144,Insel::N,île,øy
145,Blume::N,fleur,blomst
146,Gras::N,herbe,gress
147,Wurzel::N,racine,rot
148,Baum::N,arbre,tre
149,Stamm::N,tronc,stamme
150,Rinde::N,écorce,bark
151,Ast::N,branche,gren
152,Zweig::N,rameau,kvist
153,Blatt::N,feuille,blad
154,Birke::N,bouleau,bjørk
155,Kiefer[Baum]::N,pin,furu
156,Weide[Baum]::N,saule,selje
157,Weide[Baum]::N,saule,piletre
158,Tanne::N,sapin,gran
159,Horn::N,corne,horn
160,Feder::N,plume,fjær
161,Fell::N,peau,skinn
162,Flügel::N,aile,vinge
163,Klaue::N,serre,klauv
164,Kralle::N,ongle,klo
165,Kralle::N,griffe,klo
166,Schwanz::N,queue,hale
167,Ei::N,œuf,egg
168,Nest::N,nid,rede
169,Bau::N,terrier,hi
170,Tier::N,animal,dyr
171,Herde::N,troupeau,flokk
172,Kuh::N,vache,ku
173,Bulle::N,taureau,tyr
174,Pferd::N,cheval,hest
175,Schaf::N,mouton,får
176,Schwein::N,porc,gris
177,Schwein::N,cochon,gris
178,Hund::N,chien,hund
179,Katze::N,chat,katt
180,Bär::N,ours,bjørn
181,Eichhörnchen::N,écureuil,ekorn
182,Elch::N,élan,elg
183,Fuchs::N,renard,rev
184,Hase::N,lièvre,hare
185,Maus::N,souris,mus
186,Wolf::N,loup,ulv
187,Wolf::N,loup,varg
188,Vogel::N,oiseau,fugl
189,Schwarm::N,nuée,sverm
190,Schwarm::N,volée,sverm
191,Huhn::N,poule,høne
192,Hahn::N,coq,hane
193,Gans::N,oie,gås
194,Adler::N,aigle,ørn
195,Ente::N,canard,and
196,Eule::N,hibou,ugle
197,Kranich::N,grue,trane
198,Krähe::N,corneille,kråke
199,Kuckuck::N,coucou,gjøk
200,Schwan::N,cygne,svane
201,Fisch::N,poisson,fisk
202,Barsch::N,perche,abbor
203,Hecht::N,brochet,gjedde
204,Schlange[Tier]::N,serpent,orm
205,Schlange[Tier]::N,serpent,slange
206,Wurm::N,ver,orm
207,Wurm::N,ver,mark
208,Spinne::N,araignée,edderkopp
209,Ameise::N,fourmi,maur
210,Laus::N,pou,lus
211,Mücke::N,moucheron,mygg
212,Fliege::N,mouche,flue
213,Schmetterling::N,papillon,sommerfugl
214,Beere::N,baie,bær
215,Apfel::N,pomme,eple
216,Pilz::N,champignon,sopp
217,Zwiebel::N,oignon,løk
218,Saat::N,semence,sæd
219,Korn::N,grain,korn
220,Heu::N,foin,høy
221,Schale::N,pelure,skall
222,Grube::N,fosse,grop
223,Falle::N,piège,felle
224,Schlinge::N,lacs,snare
225,Spur::N,trace,spor
226,Asche::N,cendre,aske
227,Dreck::N,crotte,møkk
228,Dreck::N,crotte,skitt
229,Eisen::N,fer,jern
230,Gold::N,or,gull
231,Silber::N,argent,sølv
232,Kohle::N,charbon,kol
233,Kohle::N,charbon,kull
234,Glas::N,verre,glass
235,Lehm::N,glaise,leire
236,Sand::N,sable,sand
237,Mensch::N,homme,menneske
238,Mann::N,homme,mann
239,Frau::N,femme,kvinne
240,Kind::N,enfant,barn
241,Junge::N,garçon,gutt
242,Mädchen::N,fille,pike
243,Mädchen::N,fille,jente
244,Mädchen::N,jeune fille,pike
245,Mädchen::N,jeune fille,jente
246,Familie::N,famille,familie
247,Großvater::N,grand-père,bestefar
248,Großmutter::N,grand-mère,bestemor
249,Eltern::N,parents,foreldre
250,Vater::N,père,far
251,Mutter::N,mère,mor
252,Sohn::N,fils,sønn
253,Tochter::N,fille,datter
254,Bruder::N,frère,bror
255,Schwester::N,sœur,søster
256,Onkel::N,oncle,onkel
257,Tante::N,tante,tante
258,Ehemann::N,mari,ektemann
259,Ehemann::N,époux,ektemann
260,Ehefrau::N,femme,hustru
261,Ehefrau::N,épouse,hustru
262,Freude::N,joie,glede
263,Freude::N,plaisir,glede
264,Gelächter::N,rires,latter
265,Glück::N,bonheur,lykke
266,Kummer::N,peine,sorg
267,Kummer::N,chagrin,sorg
268,Wunsch::N,désir,ønske
269,Lust::N,envie,lyst
270,Geist::N,esprit,ånd
271,Gedanke::N,idée,tanke
272,Gedanke::N,pensée,tanke
273,Gedächtnis::N,mémoire,minne
274,Gedächtnis::N,mémoire,hukommelse
275,Verstand::N,raison,forstand
276,Sinn::N,sens,mening
277,Sinn::N,sens,betydning
278,Grund::N,cause,grunn
279,Grund::N,raison,grunn
280,Wahrheit::N,vérité,sannhet
281,Gespräch::N,conversation,samtale
282,Märchen::N,conte,eventyr
283,Märchen::N,conte de fées,eventyr
284,Erzählung::N,conte,fortelling
285,Erzählung::N,narration,fortelling
286,Nachricht::N,message,melding
287,Neuigkeit::N,nouvelle,nyhet
288,Name::N,nom,navn
289,Rätsel::N,énigme,gåte
290,Rätsel::N,devinette,gåte
291,Rede::N,parole,tale
292,Rede::N,discours,tale
293,Sprache::N,langue,språk
294,Sprache::N,langage,språk
295,Stimme::N,voix,stemme
296,Wort::N,mot,ord
297,Zeichen::N,signe,tegn
298,Ruf::N,cri,rop
299,Ruf::N,appel,rop
300,Lärm::N,bruit,bråk
301,Laut::N,son,lyd
302,Ton::N,ton,tone
303,Lied::N,chant,vise
304,Lied::N,chanson,vise
305,Ruhe::N,calme,ro
306,Ruhe::N,tranquillité,ro
307,Leute::N,gens,folk
308,Volk::N,peuple,folk
309,Arbeit::N,travail,arbeid
310,Gast::N,hôte,gjest
311,Gast::N,invité,gjest
312,Geschenk::N,cadeau,gave
313,Geschenk::N,présent,gave
314,Spiel::N,jeu,lek
315,Spiel::N,jeu,spill
316,Gesellschaft::N,compagnie,selskap
317,Hilfe::N,aide,hjelp
318,Hilfe::N,secours,hjelp
319,Freund::N,ami,venn
320,Kamerad::N,copain,kamerat
321,Kamerad::N,camarade,kamerat
322,Angelegenheit::N,affaire,sak
323,Angelegenheit::N,affaire,anliggende
324,Anzahl::N,nombre,antall
325,Art::N,sorte,art
326,Art::N,sorte,slag
327,Art::N,espèce,art
328,Art::N,espèce,slag
329,Stück::N,morceau,stykke
330,Teil::N,part,del
331,Teil::N,partie,del
332,Hälfte::N,moitié,halvdel
333,Kreis::N,cercle,ring
334,Kreis::N,cercle,sirkel
335,Kreuz::N,croix,kors
336,Kreuz::N,croix,kryss
337,Linie::N,ligne,linje
338,Strich::N,trait,strek
339,Abstand::N,écart,avstand
340,Entfernung::N,distance,avstand
341,Gegend::N,région,strøk
342,Gegend::N,contrée,strøk
343,Platz::N,place,plass
344,Ort::N,lieu,sted
345,Ort::N,endroit,sted
346,Seite::N,côté,side
347,Mitte::N,milieu,midte
348,Gegenstand::N,objet,gjenstand
349,Sache::N,chose,sak
350,Rand::N,bord,rand
351,Kante::N,arête,kant
352,Ecke::N,coin,hjørne
353,Ecke::N,tournant,hjørne
354,Spitze::N,cime,spiss
355,Spitze::N,pointe,spiss
356,Ende::N,bout,ende
357,Loch::N,trou,hull
358,Winkel::N,coin,vinkel
359,Winkel::N,réduit,vinkel
360,Muster::N,dessin,mønster
361,Größe::N,grandeur,størrelse
362,Länge::N,longueur,lengde
363,Höhe::N,hauteur,høyde
364,Höhe::N,altitude,høyde
365,Gewicht::N,poids,vekt
366,Menge::N,quantité,mengde
367,Haufen::N,tas,haug
368,Haufen::N,tas,bunke
369,Reihe::N,file,rekke
370,Reihe::N,rangée,rekke
371,Boot::N,canot,båt
372,Boot::N,bateau,båt
373,Ruder::N,rame,åre
374,Ruder::N,aviron,åre
375,Schlitten::N,traîneau,slede
376,Schlitten::N,traîneau,kjelke
377,Ski::N,ski,ski
378,Lagerfeuer::N,feu de camp,leirbål
379,Last::N,charge,bør
380,Last::N,charge,last
381,Last::N,fardeau,bør
382,Last::N,fardeau,last
383,Gang::N,tour,gang
384,Gang::N,marche,gang
385,Schritt::N,pas,steg
386,Schritt::N,pas,skritt
387,Norden::N,nord,nord
388,Süden::N,sud,sør
389,Westen::N,ouest,vest
390,Westen::N,occident,vest
391,Osten::N,est,øst
392,Osten::N,orient,øst
393,Holz::N,bois,tre
394,Brett::N,planche,fjøl
395,Brett::N,planche,brett
396,Platte::N,plaque,plate
397,Stütze::N,appui,støtte
398,Stütze::N,soutien,støtte
399,Stange::N,barre,stang
400,Stange::N,perche,stang
401,Stock::N,canne,pinne
402,Stab::N,bâton,stav
403,Stab::N,bâton,kjepp
404,Rohr::N,tube,rør
405,Rohr::N,tuyau,rør
406,Haus::N,maison,hus
407,Heim::N,maison,hjem
408,Ofen::N,poêle,ovn
409,Fußboden::N,plancher,gulv
410,Tisch::N,table,bord
411,Stuhl::N,chaise,stol
412,Wiege::N,berceau,vogge
413,Bett::N,lit,seng
414,Regal::N,étagère,reol
415,Regal::N,étagère,hylle
416,Kiste::N,caisse,kasse
417,Fenster::N,fenêtre,vindu
418,Tür::N,porte,dør
419,Tor::N,porte,port
420,Tor::N,portail,port
421,Zaun::N,clôture,gjerde
422,Dach::N,toit,tak
423,Leiter::N,échelle,stige
424,Besen::N,balai,kost
425,Spaten::N,bêche,spade
426,Schaufel::N,pelle,skuffe
427,Gabel::N,fourchette,gaffel
428,Löffel::N,cuiller,skje
429,Messer::N,couteau,kniv
430,Nagel::N,clou,spiker
431,Netz::N,filet,nett
432,Haken::N,croc,krok
433,Haken::N,crochet,krok
434,Griff::N,prise,tak
435,Griff::N,prise,håndtak
436,Griff::N,manche,tak
437,Griff::N,manche,håndtak
438,Schloss::N,serrure,lås
439,Bild::N,image,bilde
440,Bild::N,tableau,bilde
441,Figur::N,figure,figur
442,Puppe::N,poupée,dukke
443,Beutel::N,sac,pose
444,Beutel::N,petit sac,pose
445,Bündel::N,paquet,bylt
446,Bündel::N,faisceau,bylt
447,Tasche::N,sac,veske
448,Eimer::N,seau,bøtte
449,Deckel::N,couvercle,lokk
450,Geschirr::N,vaisselle,kjøkkentøy
451,Sack::N,sac,sekk
452,Tasse::N,tasse,kopp
453,Topf::N,pot,gryte
454,Topf::N,marmite,gryte
455,Kessel::N,chaudron,kjele
456,Essen::N,repas,mål
457,Essen::N,manger,mål
458,Nahrung::N,nourriture,mat
459,Nahrung::N,nourriture,næring
460,Speise::N,plat,matrett
461,Fleisch::N,viande,kjøtt
462,Getreide::N,blé,korn
463,Getreide::N,céréales,korn
464,Brei::N,purée,grøt
465,Brei::N,bouillie,grøt
466,Brot::N,pain,brød
467,Scheibe::N,tranche,skive
468,Fett::N,graisse,fett
469,Butter::N,beurre,smør
470,Öl::N,huile,olje
471,Salz::N,sel,salt
472,Suppe::N,soupe,suppe
473,Suppe::N,potage,suppe
474,Honig::N,miel,honning
475,Milch::N,lait,melk
476,Tee::N,thé,te
477,Leder::N,cuir,lær
478,Leder::N,cuir,skinn
479,Wolle::N,laine,ull
480,Stoff::N,tissu,tøy
481,Stoff::N,tissu,stoff
482,Stoff::N,étoffe,tøy
483,Stoff::N,étoffe,stoff
484,Nadel::N,aiguille,nål
485,Faden::N,fil,tråd
486,Knopf::N,bouton,knapp
487,Knoten::N,nœud,knute
488,Farbe::N,peinture,farge
489,Kleidung::N,vêtements,påkledning
490,Kleidung::N,habillement,påkledning
491,Hemd::N,chemise,skjorte
492,Kragen::N,col,krage
493,Ärmel::N,manche,erme
494,Hose::N,pantalon,bukse
495,Gürtel::N,ceinture,belte
496,Mütze::N,bonnet,lue
497,Mütze::N,casquette,lue
498,Schuh::N,soulier,sko
499,Schuh::N,chaussure,sko
500,Stiefel::N,botte,støvel
501,Ring::N,bague,ring
502,Band::N,ruban,band
503,Kamm::N,peigne,kam
504,Spiegel::N,glace,speil
505,Spiegel::N,miroir,speil
506,Riemen::N,lanière,rem
507,Riemen::N,courroie,rem
508,Schnur::N,corde,snor
509,Schnur::N,ficelle,snor
510,Leine::N,laisse,line
511,Decke::N,couverture,teppe
512,Kissen::N,oreiller,pute
513,Tuch::N,drap,tøy
514,Tuch::N,fichu,tøy
515,Handtuch::N,serviette,håndkle
516,Handtuch::N,essuie-mains,håndkle
517,Kraft::N,force,kraft
518,Stärke::N,vigueur,styrke
519,Gesundheit::N,santé,helse
520,Gesundheit::N,santé,sunnhet
521,Krankheit::N,maladie,syke
522,Krankheit::N,maladie,sykdom
523,Schmerz::N,douleur,smerte
524,Wunde::N,plaie,sår
525,Wunde::N,blessure,sår
526,Fieber::N,fièvre,feber
527,Arznei::N,remède,medisin
528,Arznei::N,remède,legemiddel
529,Arznei::N,médecine,medisin
530,Arznei::N,médecine,legemiddel
531,Brücke::N,pont,bro
532,Brunnen::N,puits,brønn
533,Weide::N,pâturage,beite
534,Pfad::N,sentier,sti
535,Weg::N,voie,vei
536,Weg::N,chemin,vei
537,Straße::N,route,gate
538,Dorf::N,village,landsby
539,Stadt::N,cité,by
540,Stadt::N,ville,by
541,Brief::N,lettre,brev
542,Buch::N,livre,bok
543,Buchstabe::N,lettre,bokstav
544,Buchstabe::N,caractère,bokstav
545,Zeitung::N,journal,avis
546,Leben::N,vie,liv
547,Tod::N,mort,død
548,Grab::N,tombe,grav
549,Kirche::N,église,kirke
550,Sünde::N,péché,synd
551,Gott::N,dieu,gud
552,Arbeiter::N,ouvrier,arbeider
553,Arbeiter::N,travailleur,arbeider
554,Chef::N,chef,sjef
555,Chef::N,patron,sjef
556,Meister::N,maître,mester
557,Arzt::N,médecin,lege
558,Lehrer::N,professeur,lærer
559,Lehrer::N,instituteur,lærer
560,Geld::N,argent,penger
561,Geschäft::N,affaire,forretning
562,Geschäft::N,commerce,forretning
563,Laden::N,magasin,butikk
564,Laden::N,boutique,butikk
565,Preis::N,prix,pris
566,Ware::N,marchandise,vare
567,Nutzen::N,profit,nytte
568,Reichtum::N,richesse,rikdom
569,Welt::N,monde,verden
570,Land::N,pays,land
571,Staat::N,État,stat
572,König::N,roi,konge
573,Macht::N,pouvoir,makt
574,Macht::N,puissance,makt
575,Grenze::N,frontière,grense
576,Krieg::N,guerre,krig
577,Feind::N,ennemi,fiende
578,Gewalt::N,violence,vold
579,Kampf::N,lutte,kamp
580,Kampf::N,combat,kamp
581,Bogen[Waffe]::N,arc,bue
582,Pfeil::N,flèche,pil
583,Gewehr::N,fusil,gevær
584,Fehler::N,faute,feil
585,Fehler::N,erreur,feil
586,Lüge::N,mensonge,løgn
587,Schaden::N,dégât,skade
588,Schaden::N,dommage,skade
589,Unglück::N,malheur,uhell
590,Schuld::N,faute,skyld
591,Schuld::N,culpabilité,skyld
592,Alter::N,âge,alder
593,Schluss::N,fin,slutt
594,Zeit::N,temps,tid
595,Tag::N,jour,dag
596,Tag::N,journée,dag
597,Morgen::N,matin,morgen
598,Morgen::N,matinée,morgen
599,Mittag::N,midi,middag
600,Abend::N,soir,aften
601,Abend::N,soirée,aften
602,Nacht::N,nuit,natt
603,Woche::N,semaine,uke
604,Monat::N,mois,måned
605,Jahr::N,an,år
606,Jahr::N,année,år
607,Frühling::N,printemps,vår
608,Sommer::N,été,sommer
609,Herbst::N,automne,høst
610,Winter::N,hiver,vinter
611,Januar::N,janvier,januar
612,Februar::N,février,februar
613,März::N,mars,mars
614,April::N,avril,april
615,Mai::N,mai,mai
616,Juni::N,juin,juni
617,Juli::N,juillet,juli
618,August::N,août,august
619,September::N,septembre,september
620,Oktober::N,octobre,oktober
621,November::N,novembre,november
622,Dezember::N,décembre,desember
623,Montag::N,lundi,mandag
624,Dienstag::N,mardi,tirsdag
625,Mittwoch::N,mercredi,onsdag
626,Donnerstag::N,jeudi,torsdag
627,Freitag::N,vendredi,fredag
628,Samstag::N,samedi,lørdag
629,Sonntag::N,dimanche,søndag
630,groß::A,grand,stor
631,klein::A,petit,liten
632,lang::A,long,lang
633,kurz::A,court,kort
634,breit::A,large,bred
635,schmal::A,étroit,smal
636,dicht::A,dense,tett
637,dick[Gegenstand]::A,épais,tykk
638,dünn::A,mince,tynn
639,fein::A,fin,fin
640,fein::A,menu,fin
641,fest::A,ferme,fast
642,fest::A,solide,fast
643,flach::A,plat,flat
644,glatt::A,poli,glatt
645,glatt::A,lisse,glatt
646,hart::A,dur,hard
647,weich::A,mou,myk
648,weich::A,mou,bløt
649,rund::A,rond,rund
650,spitz::A,aigu,spiss
651,spitz::A,pointu,spiss
652,scharf::A,tranchant,kvass
653,stumpf::A,mousse,stubb
654,stumpf::A,émoussé,stubb
655,schwer::A,lourd,tung
656,schwer::A,pesant,tung
657,schön::A,beau,pen
658,schön::A,beau,vakker
659,heiß::A,chaud,het
660,heiß::A,très chaud,het
661,warm::A,chaud,varm
662,kalt::A,froid,kald
663,kühl::A,frais,kjølig
664,frisch::A,frais,fersk
665,feucht::A,humide,fuktig
666,nass::A,mouillé,våt
667,trocken::A,sec,tørr
668,voll::A,plein,full
669,voll::A,rempli,full
670,leer::A,vide,tom
671,offen::A,ouvert,åpen
672,geschlossen::A,clos,lukket
673,geschlossen::A,fermé,lukket
674,sauber::A,net,ren
675,sauber::A,propre,ren
676,schmutzig::A,sale,skitten
677,schmutzig::A,crasseux,skitten
678,roh::A,cru,rå
679,roh::A,brut,rå
680,reif::A,mûr,moden
681,lecker::A,délicieux,lekker
682,lecker::A,appétissant,lekker
683,süß::A,doux,søt
684,bitter::A,amer,besk
685,bitter::A,amer,bitter
686,sauer::A,aigre,sur
687,hell::A,clair,lys
688,dunkel::A,sombre,mørk
689,schwarz::A,noir,svart
690,weiß::A,blanc,hvit
691,rot::A,rouge,rød
692,gelb::A,jaune,gul
693,blau::A,bleu,blå
694,grün::A,vert,grønn
695,grau::A,gris,grå
696,bunt::A,multicolore,broket
697,billig::A,bon marché,billig
698,teuer::A,cher,dyr
699,wertvoll::A,précieux,verdifull
700,blind::A,aveugle,blind
701,taub::A,sourd,døv
702,kräftig::A,fort,kraftig
703,kräftig::A,vigoureux,kraftig
704,stark::A,fort,sterk
705,stark::A,puissant,sterk
706,schwach::A,faible,svak
707,fett::A,gras,fet
708,schlank::A,svelte,slank
709,hübsch::A,joli,pen
710,böse::A,mauvais,slem
711,dumm::A,sot,dum
712,dumm::A,bête,dum
713,faul::A,fainéant,lat
714,faul::A,fainéant,doven
715,faul::A,paresseux,lat
716,faul::A,paresseux,doven
717,fleißig::A,appliqué,flittig
718,geizig::A,avare,gjerrig
719,klug::A,intelligent,klok
720,geschickt::A,habile,hendig
721,geschickt::A,habile,skikket
722,lieb::A,cher,kjær
723,lieb::A,cher,snill
724,lieb::A,gentil,kjær
725,lieb::A,gentil,snill
726,lustig::A,gai,morsom
727,lustig::A,joyeux,morsom
728,sanft::A,doux,blid
729,hungrig::A,affamé,sulten
730,krank::A,malade,syk
731,nackt::A,nu,naken
732,traurig::A,triste,sørgmodig
733,lebendig::A,vivant,levende
734,gut::A,bon,god
735,schlecht::A,mauvais,dårlig
736,richtig::A,juste,riktig
737,richtig::A,correct,riktig
738,schlimm::A,grave,slem
739,schlimm::A,mauvais,slem
740,wahr::A,vrai,sann
741,wahr::A,véritable,sann
742,alt::A,vieux,gammel
743,neu::A,neuf,ny
744,neu::A,nouveau,ny
745,ehemalig::A,ancien,forhenværende
746,alt[Lebewesen]::A,âgé,gammel
747,alt[Lebewesen]::A,vieux,gammel
748,jung::A,jeune,ung
749,arm::A,pauvre,fattig
750,reich::A,riche,rik
751,bekannt::A,connu,kjent
752,berühmt::A,fameux,berømt
753,berühmt::A,célèbre,berømt
754,fremd::A,étranger,fremmed
755,verschieden::A,différent,forskjellig
756,nah::A,lié,nær
757,nah::A,proche,nær
758,fern::A,éloigné,fjern
759,fern::A,lointain,fjern
760,linker::A,gauche,venstre
761,rechter::A,droit,høyre
762,anderer::A,autre,annen
763,erster::A,premier,første
764,zweiter::A,second,annen
765,zweiter::A,deuxième,annen
766,dritter::A,troisième,tredje
767,letzter::A,dernier,sist
768,allein::ADV,seul,alene
769,auf einmal::ADV,à la fois,med ett
770,zusammen::ADV,ensemble,sammen
771,lange::ADV,longtemps,lenge
772,plötzlich::ADV,tout à coup,plutselig
773,sofort::ADV,immédiatement,straks
774,später::ADV,plus tard,senere
775,jetzt::ADV,maintenant,nå
776,heute::ADV,aujourd'hui,i dag
777,morgen::ADV,demain,i morgen
778,bald::ADV,bientôt,snart
779,dann::ADV,puis,så
780,dann::ADV,ensuite,så
781,gestern::ADV,hier,i går
782,einst::ADV,jadis,engang
783,einst::ADV,autrefois,engang
784,damals::ADV,alors,den gang
785,damals::ADV,à l'époque,den gang
786,danach::ADV,après,deretter
787,danach::ADV,ensuite,deretter
788,vorher::ADV,auparavant,før
789,vorher::ADV,auparavant,i forveien
790,zuerst::ADV,d'abord,først
791,zuerst::ADV,premièrement,først
792,einmal::ADV,une fois,en gang
793,manchmal::ADV,parfois,somme tider
794,manchmal::ADV,quelquefois,somme tider
795,oft::ADV,souvent,ofte
796,immer::ADV,toujours,alltid
797,niemals::ADV,ne ... jamais,aldri
798,hier::ADV,ici,her
799,hierhin::ADV,par ici,hit
800,von hier::ADV,d'ici,herfra
801,dort::ADV,là,der
802,dort::ADV,là-bas,der
803,dorthin::ADV,y,dit
804,dorthin::ADV,par là,dit
805,geradeaus::ADV,tout droit,rett fram
806,vorwärts::ADV,en avant,fram
807,vorwärts::ADV,en avant,framover
808,rückwärts::ADV,en arrière,baklengs
809,zurück::ADV,de retour,tilbake
810,unten::ADV,en bas,nede
811,unten::ADV,au-dessous,nede
812,hinab::ADV,en bas,ned
813,hinab::ADV,en bas,nedover
814,hinab::ADV,vers le bas,ned
815,hinab::ADV,vers le bas,nedover
816,oben::ADV,dessus,oppe
817,oben::ADV,dessus,ovenpå
818,oben::ADV,en haut,oppe
819,oben::ADV,en haut,ovenpå
820,hinauf::ADV,en haut,opp
821,hinauf::ADV,en haut,oppover
822,hinauf::ADV,vers le haut,opp
823,hinauf::ADV,vers le haut,oppover
824,überall::ADV,partout,overalt
825,nicht::ADV,ne ... pas,ikke
826,ein wenig::ADV,un peu,litt
827,kaum::ADV,à peine,neppe
828,sehr::ADV,très,svært
829,so::ADV,si,så
830,so::ADV,ainsi,så
831,noch::ADV,encore,enda
832,nur::ADV,seulement,bare
833,nur::ADV,ne ... que,bare
834,schon::ADV,déjà,alt
835,schon::ADV,déjà,allerede
836,wieder::ADV,de nouveau,igjen
837,vergebens::ADV,en vain,forgjeves
838,vor::PRP,devant,foran
839,vor::PRP,devant,utenfor
840,hinter::PRP,derrière,bak
841,hinter::PRP,derrière,bakom
842,unter::PRP,sous,under
843,unter::PRP,au-dessous de,under
844,durch::PRP,par,gjennom
845,durch::PRP,par,igjennom
846,durch::PRP,à travers,gjennom
847,durch::PRP,à travers,igjennom
848,neben::PRP,à côté de,ved siden av
849,zwischen::PRP,entre,mellom
850,wegen::PRP,à cause de,på grunn av
851,dies::PRN,ceci,dette
852,das::PRN,ce,det
853,das::PRN,cela,det
854,alles::PRN,tout,alt
855,ich::PRN,je,jeg
856,ich::PRN,moi,jeg
857,du::PRN,tu,du
858,du::PRN,toi,du
859,er::PRN,il,han
860,er::PRN,lui,han
861,wir::PRN,nous,vi
862,ihr::PRN,vous,dere
863,sie::PRN,ils,de
864,sie::PRN,elles,de
865,was::FPRN,que,hva
866,was::FPRN,quoi,hva
867,wer::FPRN,qui,hvem
868,wo::FADV,où,hvor
869,wohin::FADV,où,hvor ... hen
