,Concept_ID,hr,az
86,Licht::N,svjetlo,işıq
87,Schatten::N,hlad,kölgə
88,Schatten::N,sjena,kölgə
89,Wetter::N,vrijeme,hava
90,Nebel::N,magla,duman
91,Wolke::N,oblak,bulud
92,Regen::N,kiša,yağış
93,Regen::N,kiša,yağmur
94,Schnee::N,snijeg,qar
95,Eis::N,led,buz
96,Frost::N,mraz,ayaz
97,Kälte::N,studen,soyuq
98,Kälte::N,hladnoća,soyuq
99,Hitze::N,vrućina,coşğunluq
100,Raureif::N,inje,qırov
101,Regenbogen::N,duga,göy qurşağı
102,Donner::N,grom,göy gurultusu
103,Donner::N,grmljavina,göy gurultusu
104,Strömung::N,struja,axın
105,Strömung::N,strujanje,axın
106,Tropfen::N,kap,damcı
107,Tropfen::N,kaplja,damcı
108,Schaum::N,pjena,köpük
109,Schmutz::N,nečistoća,çamır
110,Schmutz::N,prljavština,çamır
111,See::N,jezero,göl
112,Sumpf::N,bara,bataqlıq
113,Moor::N,močvara,bataqlıq
114,Wiese::N,livada,çəmən
115,Wald::N,šuma,meşə
116,Hügel::N,brijeg,təpə
117,Hügel::N,brežuljak,təpə
118,Anhöhe::N,uzvišica,təpə
119,Berg::N,brdo,dağ
120,Gipfel::N,vrh,zirvə
121,Höhle::N,pećina,mağara
122,Höhle::N,spilja,mağara
123,Abhang::N,obronak,yamac
124,Abhang::N,nizbrdica,yamac
125,Quelle::N,izvor,bulaq
126,Quelle::N,vrelo,bulaq
127,Bach::N,potok,kiçik çay
128,Fluss::N,rijeka,çay
129,Ufer::N,obala,kənar
130,Küste::N,obala,sahil
131,Küste::N,morska obala,sahil
132,Festland::N,kopno,materik
133,Meer::N,more,dəniz
134,Bucht::N,zaliv,körfəz
135,Insel::N,ada,ada
136,Insel::N,otok,ada
137,Blume::N,cvijet,çiçək
138,Gras::N,trava,ot
139,Wurzel::N,korijen,kök
140,Baum::N,drvo,ağac
141,Baum::N,stablo,ağac
142,Stamm::N,deblo,gövdə
143,Stamm::N,stablo,gövdə
144,Rinde::N,kora,qabıq
145,Ast::N,grana,şax
146,Zweig::N,grana,budaq
147,Blatt::N,list,yarpaq
148,Birke::N,breza,tozağacı
149,Kiefer[Baum]::N,bor,şam
150,Weide[Baum]::N,iva,söyüd
151,Weide[Baum]::N,vŕba,söyüd
152,Tanne::N,jela,küknar
153,Horn::N,rog,buynuz
154,Feder::N,pero,tük
155,Feder::N,pero,lələk
156,Fell::N,koža,xəz
157,Flügel::N,krilo,qanad
158,Klaue::N,papak,pəncə
159,Kralle::N,pandža,dırnaq
160,Schwanz::N,rep,quyruq
161,Ei::N,jaje,yumurta
162,Nest::N,gnijezdo,yuva
163,Bau::N,jazbina,yuva
164,Tier::N,životinja,heyvan
165,Herde::N,krdo,sürü
166,Herde::N,stado,sürü
167,Kuh::N,krava,inək
168,Bulle::N,bik,öküz
169,Pferd::N,konj,at
170,Schaf::N,ovca,qoyun
171,Schwein::N,svinja,donuz
172,Hund::N,pas,it
173,Hund::N,pas,köpək
174,Hund::N,pseto,it
175,Hund::N,pseto,köpək
176,Katze::N,mačka,pişik
177,Bär::N,medvjed,ayı
178,Eichhörnchen::N,vjeverica,dələ
179,Elch::N,los,sığın
180,Fuchs::N,lisica,tülkü
181,Hase::N,zec,dovşan
182,Maus::N,miš,siçan
183,Wolf::N,vuk,qurd
184,Wolf::N,kurjak,qurd
185,Vogel::N,ptica,quş
186,Schwarm::N,roj,sürü
187,Schwarm::N,jato,sürü
188,Huhn::N,kokoš,toyuq
189,Hahn::N,kokot,xoruz
190,Hahn::N,pijevac,xoruz
191,Gans::N,guska,qaz
192,Adler::N,orao,qartal
193,Adler::N,orao,qaraquş
194,Ente::N,patka,ördək
195,Eule::N,sova,bayquş
196,Kranich::N,ždral,durna
197,Krähe::N,vrana,qarğa
198,Kuckuck::N,kukavica,ququ
199,Schwan::N,labud,qu quşu
200,Fisch::N,riba,balıq
201,Barsch::N,grgeč,tar
202,Hecht::N,štuka,durnabalığı
203,Schlange[Tier]::N,guja,ilan
204,Schlange[Tier]::N,zmija,ilan
205,Wurm::N,crv,qurd
206,Spinne::N,pauk,hörümçək
207,Ameise::N,mrav,qarışqa
208,Laus::N,uš,bit
209,Mücke::N,komarac,ağcaqanad
210,Fliege::N,muha,milçək
211,Schmetterling::N,leptir,kəpənək
212,Beere::N,boba,gilə
213,Beere::N,bobica,gilə
214,Apfel::N,jabuka,alma
215,Pilz::N,pečurka,göbələk
216,Zwiebel::N,luk,soğan
217,Zwiebel::N,kapula,soğan
218,Saat::N,sjemenje,əkin
219,Korn::N,zrno,taxıl
220,Heu::N,sijeno,quru ot
221,Schale::N,kora,qabıq
222,Schale::N,ljuska,qabıq
223,Grube::N,jama,çuxur
224,Falle::N,zamka,tələ
225,Falle::N,zamka,duzaq
226,Falle::N,klopka,tələ
227,Falle::N,klopka,duzaq
228,Schlinge::N,uzao,ilmək
229,Schlinge::N,petlja,ilmək
230,Spur::N,trag,iz
231,Spur::N,slijed,iz
232,Asche::N,pepeo,kül
233,Dreck::N,blato,kir
234,Eisen::N,željezo,dəmir
235,Gold::N,zlato,altun
236,Silber::N,srebro,gümüş
237,Kohle::N,ugalj,kömür
238,Kohle::N,ugljen,kömür
239,Glas::N,staklo,şüşə
240,Lehm::N,glina,gil
241,Lehm::N,glina,palçıq
242,Lehm::N,ilovača,gil
243,Lehm::N,ilovača,palçıq
244,Sand::N,pijesak,qum
245,Mensch::N,čovjek,adam
246,Mensch::N,čovjek,insan
247,Mann::N,muškarac,kişi
248,Frau::N,žena,qadın
249,Kind::N,čedo,uşaq
250,Kind::N,dijete,uşaq
251,Junge::N,momče,oğlan
252,Junge::N,dječak,oğlan
253,Mädchen::N,djevojka,qız
254,Mädchen::N,djevojčica,qız
255,Familie::N,obitelj,ailə
256,Familie::N,porodica,ailə
257,Großvater::N,djed,baba
258,Großmutter::N,baka,nənə
259,Eltern::N,roditelji,valideyn
260,Vater::N,otac,ata
261,Mutter::N,majka,ana
262,Sohn::N,sin,oğul
263,Tochter::N,kći,qız
264,Tochter::N,kćerka,qız
265,Bruder::N,brat,qardaş
266,Schwester::N,sestra,bacı
267,Onkel::N,čika,əmi
268,Onkel::N,čika,dayı
269,Onkel::N,ujak,əmi
270,Onkel::N,ujak,dayı
271,Tante::N,ujna,bibi
272,Tante::N,tetka,bibi
273,Ehemann::N,muž,ər
274,Ehemann::N,suprug,ər
275,Ehefrau::N,žena,arvad
276,Ehefrau::N,supruga,arvad
277,Freude::N,radost,nəşə
278,Freude::N,radost,sevinc
279,Gelächter::N,grohot,gülüş
280,Gelächter::N,grohot,qəhqəhə
281,Glück::N,sreća,səadət
282,Glück::N,sreća,xoşbəxtlik
283,Kummer::N,jad,qəm
284,Kummer::N,jad,kədər
285,Kummer::N,briga,qəm
286,Kummer::N,briga,kədər
287,Wunsch::N,želja,arzu
288,Lust::N,volja,həvəs
289,Geist::N,duh,ruh
290,Gedanke::N,misao,fikir
291,Gedanke::N,misao,düşüncə
292,Gedächtnis::N,pamćenje,xatir
293,Gedächtnis::N,pamćenje,hafizə
294,Verstand::N,um,ağıl
295,Verstand::N,razum,ağıl
296,Sinn::N,smisao,məna
297,Sinn::N,značenje,məna
298,Grund::N,razlog,səbəb
299,Wahrheit::N,istina,haqq
300,Wahrheit::N,istina,doğruluq
301,Gespräch::N,razgovor,söhbət
302,Gespräch::N,razgovor,qonuşma
303,Märchen::N,bajka,nağıl
304,Erzählung::N,priča,hekayə
305,Erzählung::N,pripovijest,hekayə
306,Nachricht::N,vijest,xəbər
307,Neuigkeit::N,novost,xəbər
308,Neuigkeit::N,novost,yenilik
309,Name::N,ime,ad
310,Rätsel::N,zagonetka,tapmaca
311,Rede::N,govor,nitq
312,Rede::N,besjeda,nitq
313,Sprache::N,jezik,dil
314,Stimme::N,glas,səs
315,Wort::N,riječ,söz
316,Wort::N,riječ,kəlmə
317,Zeichen::N,znak,nişan
318,Ruf::N,povik,çığırtı
319,Ruf::N,poklik,çığırtı
320,Lärm::N,buka,gurultu
321,Lärm::N,galama,gurultu
322,Laut::N,zvuk,səs
323,Ton::N,ton,ton
324,Lied::N,pjesma,mahnı
325,Ruhe::N,tišina,sakitlik
326,Ruhe::N,počinak,sakitlik
327,Leute::N,ljudi,xalq
328,Volk::N,puk,millət
329,Volk::N,narod,millət
330,Arbeit::N,rad,iş
331,Arbeit::N,rad,əmək
332,Arbeit::N,posao,iş
333,Arbeit::N,posao,əmək
334,Gast::N,gost,qonaq
335,Gast::N,gost,müsafir
336,Geschenk::N,dar,hədiyyə
337,Geschenk::N,poklon,hədiyyə
338,Spiel::N,igra,oyun
339,Spiel::N,igra,tamaşa
340,Gesellschaft::N,društvo,cəmiyyet
341,Gesellschaft::N,kompanija,cəmiyyet
342,Hilfe::N,pomoć,kömək
343,Hilfe::N,pomoć,yardım
344,Freund::N,prijatelj,dost
345,Kamerad::N,drug,yoldaş
346,Kamerad::N,drugar,yoldaş
347,Angelegenheit::N,posao,iş
348,Anzahl::N,broj,say
349,Anzahl::N,brojnost,say
350,Art::N,vid,çeşid
351,Art::N,vrst,çeşid
352,Stück::N,komad,dənə
353,Stück::N,komad,parça
354,Teil::N,dio,qisim
355,Hälfte::N,polovina,yarım
356,Kreis::N,krug,dairə
357,Kreuz::N,križ,xaç
358,Linie::N,crta,xətt
359,Strich::N,crta,cızıq
360,Abstand::N,razmak,məsafə
361,Abstand::N,odstojanje,məsafə
362,Entfernung::N,udaljenost,məsafə
363,Entfernung::N,udaljenost,uzaqlıq
364,Gegend::N,kraj,bölgə
365,Gegend::N,predeo,bölgə
366,Platz::N,mjesto,yer
367,Ort::N,mjesto,yer
368,Seite::N,bok,yan
369,Seite::N,bok,tərəf
370,Seite::N,strana,yan
371,Seite::N,strana,tərəf
372,Mitte::N,sredina,orta
373,Gegenstand::N,predmet,şey
374,Sache::N,posao,şey
375,Rand::N,rub,kənar
376,Rand::N,kraj,kənar
377,Kante::N,brid,tiyə
378,Kante::N,brid,kənar
379,Kante::N,ivica,tiyə
380,Kante::N,ivica,kənar
381,Ecke::N,ugao,bucaq
382,Spitze::N,vrh,uc
383,Spitze::N,šiljak,uc
384,Ende::N,konac,son
385,Ende::N,konac,axır
386,Loch::N,rupa,deşik
387,Winkel::N,kut,guşə
388,Winkel::N,ugao,guşə
389,Muster::N,uzor,ülgü
390,Größe::N,veličina,böyüklük
391,Länge::N,duljina,uzunluq
392,Höhe::N,visina,yüksəklik
393,Gewicht::N,težina,çəki
394,Gewicht::N,težina,ağırlıq
395,Menge::N,mnoštvo,miqdar
396,Menge::N,količina,miqdar
397,Haufen::N,hrpa,yığın
398,Haufen::N,gomila,yığın
399,Reihe::N,red,səf
400,Reihe::N,red,sıra
401,Boot::N,čun,qayıq
402,Boot::N,čamac,qayıq
403,Ruder::N,veslo,kürək
404,Schlitten::N,saone,kirşə
405,Ski::N,ski,xizək
406,Ski::N,smučka,xizək
407,Lagerfeuer::N,logorska vatra,düşərgə tonqalı
408,Last::N,tovar,yük
409,Gang::N,hod,yeriş
410,Schritt::N,korak,addım
411,Norden::N,sjever,şimal
412,Süden::N,jug,cənub
413,Westen::N,zapad,qərb
414,Osten::N,istok,şərq
415,Holz::N,drvo,ağac
416,Holz::N,drvo,taxta
417,Brett::N,daska,taxta
418,Platte::N,ploča,lövhə
419,Stütze::N,potpora,dayaq
420,Stütze::N,potpora,dəstək
421,Stange::N,motka,şüvül
422,Stock::N,štap,dəyənək
423,Stock::N,palica,dəyənək
424,Stab::N,štap,əsa
425,Stab::N,štap,şüvül
426,Stab::N,šipka,əsa
427,Stab::N,šipka,şüvül
428,Rohr::N,cijev,boru
429,Rohr::N,cijev,truba
430,Haus::N,kuća,ev
431,Heim::N,dom,ev
432,Ofen::N,peć,peç
433,Ofen::N,peć,soba
434,Fußboden::N,pod,döşəmə
435,Tisch::N,stol,masa
436,Tisch::N,trpeza,masa
437,Stuhl::N,stolac,stul
438,Stuhl::N,stolica,stul
439,Wiege::N,kolijevka,beşik
440,Bett::N,krevet,yataq
441,Bett::N,postelja,yataq
442,Regal::N,polica,rəf
443,Kiste::N,sanduk,yeşik
444,Kiste::N,sanduk,sandıq
445,Fenster::N,prozor,pəncərə
446,Tür::N,vrata,qapı
447,Tor::N,vrata,darvaza
448,Tor::N,kapija,darvaza
449,Zaun::N,plot,çəpər
450,Zaun::N,ograda,çəpər
451,Dach::N,krov,dam
452,Leiter::N,ljestve,nərdivan
453,Leiter::N,ljestvice,nərdivan
454,Besen::N,metla,süpürgə
455,Spaten::N,ašov,kürək
456,Schaufel::N,lopata,kürək
457,Gabel::N,viljuška,çəngəl
458,Löffel::N,žlica,qaşıq
459,Messer::N,nož,bıçaq
460,Nagel::N,čavao,mıx
461,Netz::N,mreža,tor
462,Haken::N,kuka,çəngəl
463,Griff::N,držak,qulp
464,Griff::N,držak,tutacaq
465,Griff::N,ručica,qulp
466,Griff::N,ručica,tutacaq
467,Schloss::N,brava,qıfıl
468,Bild::N,slika,rəsm
469,Figur::N,figura,şəkil
470,Figur::N,figura,heykəl
471,Puppe::N,lutka,kukla
472,Puppe::N,lutka,gəlincik
473,Beutel::N,kesa,kisə
474,Beutel::N,kesa,torba
475,Bündel::N,snop,bağlama
476,Bündel::N,svežanj,bağlama
477,Tasche::N,torba,çanta
478,Tasche::N,taška,çanta
479,Eimer::N,kabao,vedrə
480,Eimer::N,kabao,çəllək
481,Deckel::N,poklopac,qapaq
482,Geschirr::N,suđe,qab-qazan
483,Geschirr::N,posuđe,qab-qazan
484,Sack::N,džak,çuval
485,Sack::N,vreća,çuval
486,Tasse::N,šalica,fincan
487,Topf::N,lonac,qazan
488,Kessel::N,kazan,qazan
489,Essen::N,obrok,yemək
490,Nahrung::N,hrana,qida
491,Speise::N,jelo,xörək
492,Fleisch::N,meso,ət
493,Getreide::N,žito,taxıl
494,Getreide::N,žitarice,taxıl
495,Brei::N,kaša,aş
496,Brei::N,kaša,sıyıq
497,Brot::N,kruh,çörək
498,Scheibe::N,kriška,dilim
499,Fett::N,mast,yağ
500,Fett::N,salo,yağ
501,Butter::N,buter,kərə yağı
502,Butter::N,maslac,kərə yağı
503,Öl::N,ulje,yağ
504,Salz::N,sol,duz
505,Suppe::N,supa,şorba
506,Honig::N,med,bal
507,Milch::N,mlijeko,süd
508,Tee::N,čaj,çay
509,Leder::N,koža,dəri
510,Wolle::N,vuna,yun
511,Stoff::N,štof,qumaş
512,Stoff::N,tkanina,qumaş
513,Nadel::N,igla,iynə
514,Faden::N,nit,sap
515,Faden::N,konac,sap
516,Knopf::N,dugme,düymə
517,Knoten::N,čvor,düyün
518,Knoten::N,uzao,düyün
519,Farbe::N,farba,boya
520,Kleidung::N,odjeća,geyim
521,Hemd::N,košulja,köynək
522,Kragen::N,ovratnik,yaxa
523,Ärmel::N,rukav,qol
524,Hose::N,hlače,şalvar
525,Gürtel::N,pas,kəmər
526,Gürtel::N,pojas,kəmər
527,Mütze::N,kapa,şapka
528,Schuh::N,cipela,tufli
529,Schuh::N,cipela,ayaqqabı
530,Stiefel::N,čizma,çəkmə
531,Ring::N,prsten,üzük
532,Band::N,vrpca,lent
533,Kamm::N,češalj,daraq
534,Spiegel::N,zrcalo,güzgü
535,Spiegel::N,ogledalo,güzgü
536,Riemen::N,kaiš,qayış
537,Riemen::N,remen,qayış
538,Schnur::N,vrpca,ip
539,Leine::N,uzica,kəmsik
540,Decke::N,ćebe,ədyal
541,Decke::N,ćebe,yorğan
542,Decke::N,pokrivač,ədyal
543,Decke::N,pokrivač,yorğan
544,Kissen::N,jastuk,yastıq
545,Tuch::N,rubac,şarf
546,Tuch::N,rubac,kaşne
547,Tuch::N,marama,şarf
548,Tuch::N,marama,kaşne
549,Handtuch::N,ručnik,dəsmal
550,Kraft::N,snaga,güc
551,Stärke::N,jakost,qüvvət
552,Gesundheit::N,zdravlje,sağlamlıq
553,Krankheit::N,bolest,xəstəlik
554,Schmerz::N,bol,ağrı
555,Schmerz::N,bol,sancı
556,Wunde::N,rana,yara
557,Fieber::N,groznica,isitmə
558,Fieber::N,groznica,qızdırma
559,Arznei::N,lijek,ilaç
560,Arznei::N,lijek,dərman
561,Brücke::N,most,körpü
562,Brücke::N,ćuprija,körpü
563,Brunnen::N,bunar,quyu
564,Brunnen::N,zdenac,quyu
565,Weide::N,paša,otlaq
566,Weide::N,pašnjak,otlaq
567,Pfad::N,staza,cığır
568,Weg::N,put,yol
569,Straße::N,drum,küçə
570,Straße::N,cesta,küçə
571,Dorf::N,selo,kənd
572,Stadt::N,grad,şəhər
573,Stadt::N,varoš,şəhər
574,Brief::N,list,məktub
575,Brief::N,pismo,məktub
576,Buch::N,knjiga,kitab
577,Buchstabe::N,slovo,hərf
578,Zeitung::N,novine,qəzet
579,Leben::N,život,həyat
580,Tod::N,smrt,ölüm
581,Grab::N,raka,qəbir
582,Kirche::N,crkva,kilsə
583,Sünde::N,grijeh,günah
584,Gott::N,bog,tanrı
585,Arbeiter::N,radnik,işçi
586,Chef::N,šef,şef
587,Chef::N,šef,rəis
588,Meister::N,majstor,usta
589,Arzt::N,liječnik,həkim
590,Arzt::N,liječnik,doktor
591,Lehrer::N,učitelj,müəllim
592,Geld::N,novac,pul
593,Geschäft::N,posao,ticarət
594,Geschäft::N,trgovina,ticarət
595,Laden::N,dućan,dükan
596,Preis::N,cijena,qiymət
597,Ware::N,roba,mal
598,Nutzen::N,korist,fayda
599,Reichtum::N,bogatstvo,zənginlik
600,Welt::N,svijet,aləm
601,Welt::N,svijet,dünya
602,Land::N,zemlja,ölkə
603,Staat::N,država,dövlət
604,König::N,kralj,kral
605,König::N,kralj,məlik
606,Macht::N,moć,qüdrət
607,Macht::N,vlast,qüdrət
608,Grenze::N,granica,hüdud
609,Grenze::N,granica,sərhət
610,Krieg::N,rat,hərb
611,Krieg::N,rat,müharibə
612,Feind::N,neprijatelj,düşmən
613,Gewalt::N,sila,cəbr
614,Gewalt::N,nasilje,cəbr
615,Kampf::N,boj,savaş
616,Kampf::N,borba,savaş
617,Bogen[Waffe]::N,luk,yay
618,Pfeil::N,strijela,ox
619,Gewehr::N,puška,tüfəng
620,Fehler::N,pogreška,xəta
621,Fehler::N,griješka,xəta
622,Lüge::N,laž,yalan
623,Schaden::N,šteta,ziyan
624,Unglück::N,nesreća,bəla
625,Schuld::N,krivnja,təqsir
626,Alter::N,dob,yaş
627,Schluss::N,kraj,son
628,Schluss::N,konac,son
629,Zeit::N,doba,vaxt
630,Zeit::N,doba,zaman
631,Zeit::N,vrijeme,vaxt
632,Zeit::N,vrijeme,zaman
633,Tag::N,dan,gün
634,Morgen::N,jutro,sabah
635,Mittag::N,podne,günorta
636,Abend::N,veče,axşam
637,Abend::N,večer,axşam
638,Nacht::N,noć,gecə
639,Woche::N,sedmica,həftə
640,Monat::N,mjesec,ay
641,Jahr::N,godina,il
642,Frühling::N,proljeće,yaz
643,Frühling::N,proljeće,bahar
644,Sommer::N,ljeto,yay
645,Herbst::N,jesen,payız
646,Winter::N,zima,qış
647,Januar::N,januar,Janvar
648,Januar::N,siječanj,Janvar
649,Februar::N,veljača,Fevral
650,Februar::N,februar,Fevral
651,März::N,mart,Mart
652,März::N,ožujak,Mart
653,April::N,april,Aprel
654,April::N,travanj,Aprel
655,Mai::N,maj,May
656,Mai::N,svibanj,May
657,Juni::N,juni,İyun
658,Juni::N,lipanj,İyun
659,Juli::N,juli,İyul
660,Juli::N,srpanj,İyul
661,August::N,august,Avqust
662,August::N,kolovoz,Avqust
663,September::N,rujan,Sentyabr
664,September::N,septembar,Sentyabr
665,Oktober::N,oktobar,Oktyabr
666,Oktober::N,listopad,Oktyabr
667,November::N,studeni,Noyabr
668,November::N,novembar,Noyabr
669,Dezember::N,prosinac,Dekabr
670,Montag::N,ponedjeljak,bazar ertəsi
671,Montag::N,ponedjeljnik,bazar ertəsi
672,Dienstag::N,utorak,çərşənbə axşamı
673,Dienstag::N,utornik,çərşənbə axşamı
674,Mittwoch::N,srijeda,çərşənbə
675,Donnerstag::N,četvrtak,cüme axşamı
676,Freitag::N,petak,cüme
677,Samstag::N,subota,şənbə
678,Sonntag::N,nedjelja,bazar
679,groß::A,velik,böyük
680,klein::A,mali,kiçik
681,klein::A,malen,kiçik
682,lang::A,dug,uzun
683,lang::A,dugačak,uzun
684,kurz::A,kratak,qısa
685,breit::A,širok,enli
686,breit::A,širok,geniş
687,schmal::A,uski,dar
688,schmal::A,uzak,dar
689,dicht::A,gust,sıx
690,dick[Gegenstand]::A,debeo,qalın
691,dünn::A,tanak,nazik
692,fein::A,fin,incə
693,fein::A,tanak,incə
694,fest::A,čvrst,bərk
695,fest::A,čvrst,möhkəm
696,flach::A,ravan,düz
697,flach::A,plosnat,düz
698,glatt::A,gladak,hamar
699,hart::A,tvrd,sərt
700,weich::A,mek,yumşaq
701,weich::A,mekan,yumşaq
702,rund::A,okrugao,yuvarlaq
703,spitz::A,oštar,uclu
704,spitz::A,oštar,sivri
705,spitz::A,šiljast,uclu
706,spitz::A,šiljast,sivri
707,scharf::A,oštar,kəskin
708,scharf::A,bridak,kəskin
709,stumpf::A,tup,küt
710,schwer::A,težak,ağır
711,schön::A,krasan,gözəl
712,schön::A,krasan,gəşəng
713,heiß::A,vruć,isti
714,warm::A,topao,ilıq
715,kalt::A,hladan,soyuq
716,kühl::A,hladan,sərin
717,frisch::A,svjež,təzə
718,feucht::A,vlažan,nəm
719,nass::A,mokar,yaş
720,trocken::A,suh,quru
721,voll::A,pun,dolu
722,leer::A,prazan,boş
723,offen::A,otvoren,açıq
724,geschlossen::A,zatvoren,qapalı
725,sauber::A,čist,təmiz
726,schmutzig::A,nečist,kirli
727,schmutzig::A,blatan,kirli
728,roh::A,sirov,çiy
729,reif::A,zreo,yetişmiş
730,lecker::A,tečan,dadlı
731,lecker::A,tečan,ləzzətli
732,lecker::A,ukusan,dadlı
733,lecker::A,ukusan,ləzzətli
734,süß::A,sladak,şirin
735,bitter::A,gorak,acı
736,sauer::A,kiseo,turş
737,hell::A,vedar,aydın
738,hell::A,svijetao,aydın
739,dunkel::A,taman,qaranlıq
740,schwarz::A,crn,qara
741,weiß::A,bio,ağ
742,weiß::A,bijel,ağ
743,rot::A,crven,qırmızı
744,gelb::A,žut,sarı
745,blau::A,plav,göy
746,blau::A,plav,mavi
747,blau::A,modar,göy
748,blau::A,modar,mavi
749,grün::A,zelen,yaşıl
750,grau::A,siv,boz
751,bunt::A,šaren,əlvan
752,bunt::A,šaren,rəngli
753,billig::A,jeftin,ucuz
754,teuer::A,skup,bahalı
755,wertvoll::A,vrijedan,qiymətli
756,wertvoll::A,dragocjen,qiymətli
757,blind::A,slijep,kor
758,taub::A,gluh,kar
759,kräftig::A,snažan,güclü
760,stark::A,jak,qüvvətli
761,stark::A,snažan,qüvvətli
762,schwach::A,slab,zəif
763,schwach::A,slab,gücsüz
764,fett::A,pretio,şişman
765,schlank::A,vitak,zərif
766,hübsch::A,zgodan,göyçək
767,böse::A,zao,fəna
768,böse::A,opak,fəna
769,dumm::A,glup,axmaq
770,faul::A,lijen,tənbəl
771,fleißig::A,radin,çalışqan
772,fleißig::A,marljiv,çalışqan
773,geizig::A,škrt,xəsis
774,klug::A,razborit,ağıllı
775,geschickt::A,vješt,bacarıqlı
776,lieb::A,drag,əziz
777,lieb::A,drag,sevimli
778,lustig::A,veseo,məzəli
779,lustig::A,veseo,gülməli
780,sanft::A,blag,mülayim
781,hungrig::A,gladan,ac
782,krank::A,bolestan,xəstə
783,nackt::A,nag,çılpaq
784,traurig::A,tužan,qəmgin
785,traurig::A,tužan,kədərli
786,traurig::A,žalostan,qəmgin
787,traurig::A,žalostan,kədərli
788,lebendig::A,živ,canlı
789,gut::A,dobar,yaxşı
790,schlecht::A,loš,pis
791,schlecht::A,rđav,pis
792,richtig::A,tačan,doğru
793,richtig::A,ispravan,doğru
794,schlimm::A,zao,fəna
795,schlimm::A,zločest,fəna
796,wahr::A,istinit,gərçək
797,alt::A,star,əski
798,alt::A,star,köhnə
799,neu::A,nov,yeni
800,ehemalig::A,bivši,əvvəlki
801,alt[Lebewesen]::A,star,qoca
802,jung::A,mlad,gənc
803,arm::A,ubog,kasıb
804,arm::A,ubog,yoxsul
805,arm::A,siromašan,kasıb
806,arm::A,siromašan,yoxsul
807,reich::A,bogat,zəngin
808,bekannt::A,poznat,tanış
809,berühmt::A,čuven,məşhur
810,berühmt::A,slavan,məşhur
811,fremd::A,tuđ,yad
812,fremd::A,stran,yad
813,verschieden::A,razan,dürlü
814,verschieden::A,različan,dürlü
815,nah::A,blizak,yaxın
816,fern::A,dalek,uzaq
817,fern::A,daljnji,uzaq
818,linker::A,lijevi,sol
819,rechter::A,desni,sağ
820,anderer::A,drugi,başqa
821,anderer::A,drugačiji,başqa
822,erster::A,prvi,birinci
