,Concept_ID,fr,nl
336,Kreis::N,cercle,kring
337,Kreis::N,cercle,cirkel
338,Kreuz::N,croix,kruis
339,Linie::N,ligne,lijn
340,Strich::N,trait,haal
341,Strich::N,trait,streep
342,Abstand::N,écart,afstand
343,Entfernung::N,distance,afstand
344,Gegend::N,région,streek
345,Gegend::N,contrée,streek
346,Platz::N,place,ruimte
347,Ort::N,lieu,oord
348,Ort::N,lieu,plaats
349,Ort::N,endroit,oord
350,Ort::N,endroit,plaats
351,Seite::N,côté,zij
352,Seite::N,côté,kant
353,Seite::N,côté,zijde
354,Mitte::N,milieu,midden
355,Gegenstand::N,objet,voorwerp
356,Sache::N,chose,zaak
357,Rand::N,bord,rand
358,Rand::N,bord,boord
359,Kante::N,arête,kant
360,Ecke::N,coin,hoek
361,Ecke::N,tournant,hoek
362,Spitze::N,cime,punt
363,Spitze::N,cime,spits
364,Spitze::N,pointe,punt
365,Spitze::N,pointe,spits
366,Ende::N,bout,einde
367,Ende::N,bout,uiteinde
368,Loch::N,trou,gat
369,Winkel::N,coin,hoek
370,Winkel::N,réduit,hoek
371,Muster::N,dessin,dessin
372,Muster::N,dessin,patroon
373,Größe::N,grandeur,grootte
374,Länge::N,longueur,lengte
375,Höhe::N,hauteur,hoogte
376,Höhe::N,altitude,hoogte
377,Gewicht::N,poids,gewicht
378,Menge::N,quantité,hoeveelheid
379,Haufen::N,tas,hoop
380,Reihe::N,file,rij
381,Reihe::N,file,reeks
382,Reihe::N,rangée,rij
383,Reihe::N,rangée,reeks
384,Boot::N,canot,boot
385,Boot::N,bateau,boot
386,Ruder::N,rame,roeiriem
387,Ruder::N,aviron,roeiriem
388,Schlitten::N,traîneau,slee
389,Schlitten::N,traîneau,slede
390,Ski::N,ski,ski
391,Lagerfeuer::N,feu de camp,kampvuur
392,Last::N,charge,last
393,Last::N,charge,vracht
394,Last::N,fardeau,last
395,Last::N,fardeau,vracht
396,Gang::N,tour,wandeling
397,Gang::N,marche,wandeling
398,Schritt::N,pas,stap
399,Schritt::N,pas,schrede
400,Norden::N,nord,noorden
401,Süden::N,sud,zuiden
402,Westen::N,ouest,westen
403,Westen::N,occident,westen
404,Osten::N,est,oosten
405,Osten::N,orient,oosten
406,Holz::N,bois,hout
407,Brett::N,planche,plank
408,Platte::N,plaque,plaat
409,Stütze::N,appui,stut
410,Stütze::N,appui,steun
411,Stütze::N,soutien,stut
412,Stütze::N,soutien,steun
413,Stange::N,barre,stang
414,Stange::N,perche,stang
415,Stock::N,canne,stok
416,Stab::N,bâton,staf
417,Rohr::N,tube,pijp
418,Rohr::N,tuyau,pijp
419,Haus::N,maison,huis
420,Heim::N,maison,tehuis
421,Ofen::N,poêle,kachel
422,Fußboden::N,plancher,vloer
423,Tisch::N,table,tafel
424,Stuhl::N,chaise,stoel
425,Wiege::N,berceau,wieg
426,Bett::N,lit,bed
427,Regal::N,étagère,rek
428,Kiste::N,caisse,kist
429,Fenster::N,fenêtre,raam
430,Fenster::N,fenêtre,venster
431,Tür::N,porte,deur
432,Tor::N,porte,poort
433,Tor::N,portail,poort
434,Zaun::N,clôture,omheining
435,Dach::N,toit,dak
436,Leiter::N,échelle,ladder
437,Besen::N,balai,bezem
438,Spaten::N,bêche,schop
439,Schaufel::N,pelle,schep
440,Gabel::N,fourchette,vork
441,Löffel::N,cuiller,lepel
442,Messer::N,couteau,mes
443,Nagel::N,clou,spijker
444,Netz::N,filet,net
445,Haken::N,croc,haak
446,Haken::N,crochet,haak
447,Griff::N,prise,handvat
448,Griff::N,manche,handvat
449,Schloss::N,serrure,slot
450,Bild::N,image,beeld
451,Bild::N,tableau,beeld
452,Figur::N,figure,figuur
453,Puppe::N,poupée,pop
454,Beutel::N,sac,zak
455,Beutel::N,sac,buidel
456,Beutel::N,petit sac,zak
457,Beutel::N,petit sac,buidel
458,Bündel::N,paquet,pak
459,Bündel::N,paquet,bundel
460,Bündel::N,faisceau,pak
461,Bündel::N,faisceau,bundel
462,Tasche::N,sac,tas
463,Eimer::N,seau,emmer
464,Deckel::N,couvercle,deksel
465,Geschirr::N,vaisselle,vaatwerk
466,Sack::N,sac,zak
467,Tasse::N,tasse,kop
468,Topf::N,pot,pan
469,Topf::N,marmite,pan
470,Kessel::N,chaudron,ketel
471,Essen::N,repas,eten
472,Essen::N,manger,eten
473,Nahrung::N,nourriture,voedsel
474,Speise::N,plat,spijs
475,Fleisch::N,viande,vlees
476,Getreide::N,blé,graan
477,Getreide::N,céréales,graan
478,Brei::N,purée,pap
479,Brei::N,purée,brij
480,Brei::N,bouillie,pap
481,Brei::N,bouillie,brij
482,Brot::N,pain,brood
483,Scheibe::N,tranche,plak
484,Scheibe::N,tranche,snede
485,Fett::N,graisse,vet
486,Butter::N,beurre,boter
487,Öl::N,huile,olie
488,Salz::N,sel,zout
489,Suppe::N,soupe,soep
490,Suppe::N,potage,soep
491,Honig::N,miel,honing
492,Milch::N,lait,melk
493,Tee::N,thé,thee
494,Leder::N,cuir,leer
495,Leder::N,cuir,leder
496,Wolle::N,laine,wol
497,Stoff::N,tissu,stof
498,Stoff::N,étoffe,stof
499,Nadel::N,aiguille,naald
500,Faden::N,fil,draad
501,Knopf::N,bouton,knoop
502,Knoten::N,nœud,knoop
503,Farbe::N,peinture,verf
504,Kleidung::N,vêtements,kledij
505,Kleidung::N,vêtements,kleding
506,Kleidung::N,habillement,kledij
507,Kleidung::N,habillement,kleding
508,Hemd::N,chemise,hemd
509,Kragen::N,col,kraag
510,Ärmel::N,manche,mouw
511,Hose::N,pantalon,broek
512,Hose::N,pantalon,pantalon
513,Gürtel::N,ceinture,riem
514,Gürtel::N,ceinture,gordel
515,Mütze::N,bonnet,muts
516,Mütze::N,casquette,muts
517,Schuh::N,soulier,schoen
518,Schuh::N,chaussure,schoen
519,Stiefel::N,botte,laars
520,Ring::N,bague,ring
521,Band::N,ruban,lint
522,Kamm::N,peigne,kam
523,Spiegel::N,glace,spiegel
524,Spiegel::N,miroir,spiegel
525,Riemen::N,lanière,riem
526,Riemen::N,courroie,riem
527,Schnur::N,corde,koord
528,Schnur::N,ficelle,koord
529,Leine::N,laisse,lijn
530,Decke::N,couverture,deken
531,Kissen::N,oreiller,kussen
532,Tuch::N,drap,doek
533,Tuch::N,fichu,doek
534,Handtuch::N,serviette,handdoek
535,Handtuch::N,essuie-mains,handdoek
536,Kraft::N,force,kracht
537,Stärke::N,vigueur,sterkte
538,Gesundheit::N,santé,gezondheid
539,Krankheit::N,maladie,ziekte
540,Schmerz::N,douleur,pijn
541,Wunde::N,plaie,wond
542,Wunde::N,blessure,wond
543,Fieber::N,fièvre,koorts
544,Arznei::N,remède,medicament
545,Arznei::N,remède,geneesmiddel
546,Arznei::N,médecine,medicament
547,Arznei::N,médecine,geneesmiddel
548,Brücke::N,pont,brug
549,Brunnen::N,puits,put
550,Brunnen::N,puits,bron
551,Weide::N,pâturage,wei
552,Weide::N,pâturage,weide
553,Pfad::N,sentier,pad
554,Weg::N,voie,weg
555,Weg::N,chemin,weg
556,Straße::N,route,baan
557,Straße::N,route,straat
558,Dorf::N,village,dorp
559,Stadt::N,cité,stad
560,Stadt::N,ville,stad
561,Brief::N,lettre,brief
562,Buch::N,livre,boek
563,Buchstabe::N,lettre,letter
564,Buchstabe::N,caractère,letter
565,Zeitung::N,journal,krant
566,Zeitung::N,journal,dagblad
567,Leben::N,vie,leven
568,Tod::N,mort,dood
569,Grab::N,tombe,graf
570,Kirche::N,église,kerk
571,Sünde::N,péché,zonde
572,Gott::N,dieu,god
573,Arbeiter::N,ouvrier,arbeider
574,Arbeiter::N,travailleur,arbeider
575,Chef::N,chef,chef
576,Chef::N,patron,chef
577,Meister::N,maître,meester
578,Arzt::N,médecin,arts
579,Arzt::N,médecin,dokter
580,Lehrer::N,professeur,leraar
581,Lehrer::N,professeur,onderwijzer
582,Lehrer::N,instituteur,leraar
583,Lehrer::N,instituteur,onderwijzer
584,Geld::N,argent,geld
585,Geschäft::N,affaire,zaak
586,Geschäft::N,commerce,zaak
587,Laden::N,magasin,winkel
588,Laden::N,boutique,winkel
589,Preis::N,prix,prijs
590,Ware::N,marchandise,waar
591,Nutzen::N,profit,nut
592,Nutzen::N,profit,voordeel
593,Reichtum::N,richesse,rijkdom
594,Welt::N,monde,wereld
595,Land::N,pays,land
596,Staat::N,État,staat
597,König::N,roi,koning
598,Macht::N,pouvoir,macht
599,Macht::N,puissance,macht
600,Grenze::N,frontière,grens
601,Krieg::N,guerre,oorlog
602,Feind::N,ennemi,vijand
603,Gewalt::N,violence,geweld
604,Kampf::N,lutte,strijd
605,Kampf::N,lutte,gevecht
606,Kampf::N,combat,strijd
607,Kampf::N,combat,gevecht
608,Bogen[Waffe]::N,arc,boog
609,Pfeil::N,flèche,pijl
610,Gewehr::N,fusil,geweer
611,Fehler::N,faute,fout
612,Fehler::N,erreur,fout
613,Lüge::N,mensonge,leugen
614,Schaden::N,dégât,schade
615,Schaden::N,dommage,schade
616,Unglück::N,malheur,tegenspoed
617,Schuld::N,faute,schuld
618,Schuld::N,culpabilité,schuld
619,Alter::N,âge,leeftijd
620,Schluss::N,fin,slot
621,Zeit::N,temps,tijd
622,Tag::N,jour,dag
623,Tag::N,journée,dag
624,Morgen::N,matin,morgen
625,Morgen::N,matin,ochtend
626,Morgen::N,matinée,morgen
627,Morgen::N,matinée,ochtend
628,Mittag::N,midi,middag
629,Abend::N,soir,avond
630,Abend::N,soirée,avond
631,Nacht::N,nuit,nacht
632,Woche::N,semaine,week
633,Monat::N,mois,maand
634,Jahr::N,an,jaar
635,Jahr::N,année,jaar
636,Frühling::N,printemps,lente
637,Frühling::N,printemps,voorjaar
638,Sommer::N,été,zomer
639,Herbst::N,automne,herfst
640,Winter::N,hiver,winter
641,Januar::N,janvier,januari
642,Februar::N,février,februari
643,März::N,mars,maart
644,April::N,avril,april
645,Mai::N,mai,mei
646,Juni::N,juin,juni
647,Juli::N,juillet,juli
648,August::N,août,augustus
649,September::N,septembre,september
650,Oktober::N,octobre,oktober
651,November::N,novembre,november
652,Dezember::N,décembre,december
653,Montag::N,lundi,maandag
654,Dienstag::N,mardi,dinsdag
655,Mittwoch::N,mercredi,woensdag
656,Donnerstag::N,jeudi,donderdag
657,Freitag::N,vendredi,vrijdag
658,Samstag::N,samedi,zaterdag
659,Sonntag::N,dimanche,zondag
660,groß::A,grand,groot
661,klein::A,petit,klein
662,lang::A,long,lang
663,kurz::A,court,kort
664,breit::A,large,breed
665,schmal::A,étroit,smal
666,dicht::A,dense,dicht
667,dick[Gegenstand]::A,épais,dik
668,dünn::A,mince,dun
669,fein::A,fin,fijn
670,fein::A,menu,fijn
671,fest::A,ferme,vast
672,fest::A,solide,vast
673,flach::A,plat,plat
674,glatt::A,poli,glad
675,glatt::A,lisse,glad
676,hart::A,dur,hard
677,weich::A,mou,week
678,rund::A,rond,rond
679,spitz::A,aigu,spits
680,spitz::A,aigu,puntig
681,spitz::A,pointu,spits
682,spitz::A,pointu,puntig
683,scharf::A,tranchant,scherp
684,stumpf::A,mousse,stomp
685,stumpf::A,émoussé,stomp
686,schwer::A,lourd,zwaar
687,schwer::A,pesant,zwaar
688,schön::A,beau,mooi
689,schön::A,beau,fraai
690,heiß::A,chaud,heet
691,heiß::A,très chaud,heet
692,warm::A,chaud,warm
693,kalt::A,froid,koud
694,kühl::A,frais,koel
695,frisch::A,frais,fris
696,feucht::A,humide,vochtig
697,nass::A,mouillé,nat
698,trocken::A,sec,droog
699,voll::A,plein,vol
700,voll::A,rempli,vol
701,leer::A,vide,leeg
702,offen::A,ouvert,open
703,geschlossen::A,clos,gesloten
704,geschlossen::A,fermé,gesloten
705,sauber::A,net,net
706,sauber::A,net,schoon
707,sauber::A,propre,net
708,sauber::A,propre,schoon
709,schmutzig::A,sale,vuil
710,schmutzig::A,crasseux,vuil
711,roh::A,cru,rauw
712,roh::A,brut,rauw
713,reif::A,mûr,rijp
714,lecker::A,délicieux,lekker
715,lecker::A,appétissant,lekker
716,süß::A,doux,zoet
717,bitter::A,amer,bitter
718,sauer::A,aigre,zuur
719,hell::A,clair,licht
720,hell::A,clair,helder
721,dunkel::A,sombre,donker
722,schwarz::A,noir,zwart
723,weiß::A,blanc,wit
724,rot::A,rouge,rood
725,gelb::A,jaune,geel
726,blau::A,bleu,blauw
727,grün::A,vert,groen
728,grau::A,gris,grijs
729,bunt::A,multicolore,bont
730,billig::A,bon marché,goedkoop
731,teuer::A,cher,duur
732,wertvoll::A,précieux,kostbaar
733,wertvoll::A,précieux,waardevol
734,blind::A,aveugle,blind
735,taub::A,sourd,doof
736,kräftig::A,fort,krachtig
737,kräftig::A,vigoureux,krachtig
738,stark::A,fort,sterk
739,stark::A,puissant,sterk
740,schwach::A,faible,zwak
741,fett::A,gras,vet
742,schlank::A,svelte,slank
743,hübsch::A,joli,leuk
744,böse::A,mauvais,kwaad
745,dumm::A,sot,dom
746,dumm::A,bête,dom
747,faul::A,fainéant,lui
748,faul::A,paresseux,lui
749,fleißig::A,appliqué,vlijtig
750,geizig::A,avare,gierig
751,klug::A,intelligent,slim
752,klug::A,intelligent,schrander
753,klug::A,intelligent,verstandig
754,geschickt::A,habile,handig
755,geschickt::A,habile,vaardig
756,lieb::A,cher,lief
757,lieb::A,gentil,lief
758,lustig::A,gai,vrolijk
759,lustig::A,joyeux,vrolijk
760,sanft::A,doux,zacht
761,hungrig::A,affamé,hongerig
762,krank::A,malade,ziek
763,nackt::A,nu,naakt
764,traurig::A,triste,treurig
765,traurig::A,triste,bedroefd
766,lebendig::A,vivant,levend
767,gut::A,bon,goed
768,schlecht::A,mauvais,slecht
769,richtig::A,juste,juist
770,richtig::A,correct,juist
771,schlimm::A,grave,erg
772,schlimm::A,grave,kwaad
773,schlimm::A,mauvais,erg
774,schlimm::A,mauvais,kwaad
775,wahr::A,vrai,waar
776,wahr::A,véritable,waar
777,alt::A,vieux,oud
778,neu::A,neuf,nieuw
779,neu::A,nouveau,nieuw
780,ehemalig::A,ancien,voormalig
781,alt[Lebewesen]::A,âgé,oud
782,alt[Lebewesen]::A,vieux,oud
783,jung::A,jeune,jong
784,arm::A,pauvre,arm
785,reich::A,riche,rijk
786,bekannt::A,connu,bekend
787,berühmt::A,fameux,beroemd
788,berühmt::A,célèbre,beroemd
789,fremd::A,étranger,vreemd
790,verschieden::A,différent,verscheiden
791,verschieden::A,différent,verschillend
792,nah::A,lié,nabij
793,nah::A,lié,nabijgelegen
794,nah::A,proche,nabij
795,nah::A,proche,nabijgelegen
796,fern::A,éloigné,ver
797,fern::A,lointain,ver
798,linker::A,gauche,linker
799,rechter::A,droit,rechter
800,anderer::A,autre,andere
801,erster::A,premier,eerste
802,zweiter::A,second,tweede
803,zweiter::A,deuxième,tweede
804,dritter::A,troisième,derde
805,letzter::A,dernier,laatste
806,allein::ADV,seul,alleen
807,auf einmal::ADV,à la fois,ineens
808,auf einmal::ADV,à la fois,tegelijk
809,zusammen::ADV,ensemble,samen
810,zusammen::ADV,ensemble,bijeen
811,lange::ADV,longtemps,lang
812,plötzlich::ADV,tout à coup,eensklaps
813,plötzlich::ADV,tout à coup,plotsklaps
814,sofort::ADV,immédiatement,terstond
815,sofort::ADV,immédiatement,aanstonds
816,sofort::ADV,immédiatement,onmiddelijk
817,später::ADV,plus tard,later
818,jetzt::ADV,maintenant,nu
819,jetzt::ADV,maintenant,nou
820,jetzt::ADV,maintenant,thans
821,heute::ADV,aujourd'hui,heden
822,heute::ADV,aujourd'hui,vandaag
823,morgen::ADV,demain,morgen
824,bald::ADV,bientôt,gauw
825,bald::ADV,bientôt,weldra
826,dann::ADV,puis,dan
827,dann::ADV,puis,toen
828,dann::ADV,ensuite,dan
829,dann::ADV,ensuite,toen
830,gestern::ADV,hier,gisteren
831,einst::ADV,jadis,eens
832,einst::ADV,autrefois,eens
833,damals::ADV,alors,toen
834,damals::ADV,alors,destijds
835,damals::ADV,à l'époque,toen
836,damals::ADV,à l'époque,destijds
837,danach::ADV,après,daarna
838,danach::ADV,ensuite,daarna
839,vorher::ADV,auparavant,vooraf
840,vorher::ADV,auparavant,van tevoren
841,zuerst::ADV,d'abord,eerst
842,zuerst::ADV,d'abord,het eerst
843,zuerst::ADV,premièrement,eerst
844,zuerst::ADV,premièrement,het eerst
845,einmal::ADV,une fois,eens
846,einmal::ADV,une fois,eenmaal
847,manchmal::ADV,parfois,soms
848,manchmal::ADV,quelquefois,soms
849,oft::ADV,souvent,vaak
850,oft::ADV,souvent,dikwijls
851,immer::ADV,toujours,altijd
852,niemals::ADV,ne ... jamais,nooit
853,hier::ADV,ici,hier
854,hierhin::ADV,par ici,hierheen
855,von hier::ADV,d'ici,van hier
856,von hier::ADV,d'ici,hiervandaan
857,dort::ADV,là,daar
858,dort::ADV,là,ginds
859,dort::ADV,là-bas,daar
860,dort::ADV,là-bas,ginds
