,Concept_ID,myv,sv
215,Schmetterling::N,нимиляв,fjäril
216,Beere::N,умарь,bär
217,Apfel::N,умарь,äpple
218,Pilz::N,панго,svamp
219,Zwiebel::N,чурька,lök
220,Saat::N,видьметь,sådd
221,Korn::N,сюро,korn
222,Heu::N,тикше,hö
223,Schale::N,кедь,skal
224,Schale::N,ваткавкс,skal
225,Grube::N,латко,grop
226,Falle::N,тувор,fälla
227,Falle::N,кундамка,fälla
228,Schlinge::N,килькш,snara
229,Spur::N,челькс,spår
230,Spur::N,пильгеки,spår
231,Asche::N,кулов,aska
232,Dreck::N,рудаз,lort
233,Eisen::N,кшни,järn
234,Gold::N,сырне,guld
235,Silber::N,сия,silver
236,Kohle::N,сэдь,kol
237,Kohle::N,уголия,kol
238,Glas::N,сулика,glas
239,Lehm::N,сёвонь,lera
240,Sand::N,човар,sand
241,Mensch::N,ломань,människa
242,Mann::N,аля,man
243,Mann::N,цёраломань,man
244,Frau::N,ава,kvinna
245,Kind::N,эйкакш,barn
246,Junge::N,цёрыне,pojke
247,Mädchen::N,тейтерне,flicka
248,Familie::N,семия,familj
249,Großvater::N,покштя,morfar
250,Großmutter::N,баба,farmor
251,Eltern::N,тетят-ават,föräldrar
252,Vater::N,тетя,far
253,Mutter::N,ава,mor
254,Sohn::N,цёра,son
255,Tochter::N,тейтерь,dotter
256,Bruder::N,леля,bror
257,Bruder::N,ялакс,bror
258,Schwester::N,сазор,syster
259,Onkel::N,леля,morbror
260,Tante::N,патя,tant
261,Ehemann::N,мирде,äkta man
262,Ehefrau::N,ни,hustru
263,Freude::N,кеняркс,fröjd
264,Freude::N,кеняркс,glädje
265,Gelächter::N,ракамо,åtlöje
266,Gelächter::N,пейдема,åtlöje
267,Glück::N,уцяска,lycka
268,Kummer::N,рискс,sorg
269,Kummer::N,мелявкс,sorg
270,Wunsch::N,мель,önskan
271,Wunsch::N,бажамо,önskan
272,Lust::N,бажамо,lust
273,Geist::N,ойме,ande
274,Gedanke::N,мель,tanke
275,Gedächtnis::N,мель,minne
276,Verstand::N,прев,förstånd
277,Sinn::N,толк,mening
278,Sinn::N,толк,betydelse
279,Sinn::N,смысла,mening
280,Sinn::N,смысла,betydelse
281,Grund::N,тувтал,skäl
282,Grund::N,тувтал,grund
283,Wahrheit::N,видечи,sanning
284,Gespräch::N,кортнема,samtal
285,Märchen::N,ёвкс,saga
286,Erzählung::N,ёвтнема,berättelse
287,Nachricht::N,куля,meddelande
288,Neuigkeit::N,куля,nyhet
289,Name::N,лем,namn
290,Rätsel::N,содамоёвкс,gåta
291,Rede::N,кортамо,tal
292,Sprache::N,кель,språk
293,Stimme::N,ваигель,stämma
294,Wort::N,вал,ord
295,Zeichen::N,теште,tecken
296,Ruf::N,тердема,rop
297,Lärm::N,шалнома,bråk
298,Lärm::N,шалнома,oväsen
299,Laut::N,вайгель,ljud
300,Ton::N,гайнема,ton
301,Lied::N,моро,sång
302,Ruhe::N,оймамо,ro
303,Ruhe::N,оймамо,lugn
304,Leute::N,ломанть,folk
305,Volk::N,народ,folk
306,Arbeit::N,тев,arbete
307,Gast::N,инже,gäst
308,Geschenk::N,казне,gåva
309,Geschenk::N,казне,present
310,Spiel::N,налксема,lek
311,Spiel::N,налксема,spel
312,Gesellschaft::N,община,sällskap
313,Hilfe::N,лездамо,hjälp
314,Freund::N,оя,vän
315,Freund::N,ялга,vän
316,Kamerad::N,оя,kamrat
317,Kamerad::N,ялга,kamrat
318,Angelegenheit::N,тев,ärende
319,Angelegenheit::N,тев,angelägenhet
320,Anzahl::N,ламоксчи,antal
321,Art::N,вид,art
322,Art::N,вид,slag
323,Stück::N,пакш,stycke
324,Stück::N,пелькс,stycke
325,Teil::N,часть,del
326,Teil::N,пелькс,del
327,Hälfte::N,пель,halva
328,Hälfte::N,пелькс,halva
329,Kreis::N,кирькс,krets
330,Kreis::N,кирькс,cirkel
331,Kreuz::N,крёст,kors
332,Kreuz::N,крёст,kryss
333,Linie::N,кикс,linje
334,Strich::N,межа,streck
335,Abstand::N,ютко,avstånd
336,Entfernung::N,ютко,avstånd
337,Gegend::N,тарка,trakt
338,Gegend::N,пертьпелькс,trakt
339,Platz::N,васолкс,plats
340,Ort::N,тарка,plats
341,Ort::N,тарка,ställe
342,Seite::N,ён,sida
343,Seite::N,чире,sida
344,Mitte::N,куншка,mitt
345,Gegenstand::N,предмет,föremål
346,Sache::N,тев,sak
347,Sache::N,веща,sak
348,Rand::N,пе,rand
349,Rand::N,чире,rand
350,Kante::N,ирдез,kant
351,Ecke::N,ужо,vrå
352,Ecke::N,ужо,hörn
353,Spitze::N,пряне,spets
354,Spitze::N,пе,spets
355,Ende::N,пе,ända
356,Loch::N,варя,hål
357,Winkel::N,ужо,vinkel
358,Muster::N,сёрма,mönster
359,Größe::N,сэрь,storlek
360,Größe::N,покшолма,storlek
361,Länge::N,кувалмо,längd
362,Höhe::N,сэрь,höjd
363,Höhe::N,пандо,höjd
364,Gewicht::N,сталмо,tyngd
365,Menge::N,лововкс,mängd
366,Haufen::N,мар,hög
367,Haufen::N,валявкс,hög
368,Reihe::N,ряд,rad
369,Boot::N,венч,båt
370,Ruder::N,милё,åra
371,Schlitten::N,нурдт,släde
372,Ski::N,сокс,skida
373,Lagerfeuer::N,толбандя,lägereld
374,Last::N,сталмо,last
375,Last::N,сталмо,börda
376,Last::N,кандома,last
377,Last::N,кандома,börda
378,Gang::N,молема,gång
379,Gang::N,якамо,gång
380,Schritt::N,эскелькс,steg
381,Norden::N,якшамо ёнкс,norr
382,Süden::N,лембе ёнкс,söder
383,Westen::N,чивалгома,väster
384,Osten::N,чилисема,öster
385,Holz::N,чувто,trä
386,Brett::N,лаз,bräda
387,Platte::N,плита,platta
388,Stütze::N,неже,stöd
389,Stütze::N,неже,stötta
390,Stange::N,олга,stång
391,Stock::N,мандо,käpp
392,Stock::N,мандо,pinne
393,Stab::N,олога,stav
394,Rohr::N,турба,rör
395,Haus::N,кудо,hus
396,Heim::N,кудо,hem
397,Ofen::N,каштомо,ugn
398,Fußboden::N,киякс,golv
399,Tisch::N,столь,bord
400,Stuhl::N,стул,stol
401,Wiege::N,лавсь,vagga
402,Wiege::N,нурямот,vagga
403,Bett::N,ацамо,säng
404,Regal::N,лався,hylla
405,Regal::N,лавсяланго,hylla
406,Kiste::N,горобия,låda
407,Kiste::N,сундук,låda
408,Fenster::N,вальма,fönster
409,Tür::N,кенкш,dörr
410,Tor::N,ортат,port
411,Zaun::N,пирявт,staket
412,Zaun::N,пирявт,stängsel
413,Zaun::N,пирвякс,staket
414,Zaun::N,пирвякс,stängsel
415,Dach::N,кудопря,tak
416,Leiter::N,кузтема,stege
417,Besen::N,тенсть,kvast
418,Spaten::N,койме,spade
419,Schaufel::N,кече,skovel
420,Schaufel::N,кече,skyffel
421,Schaufel::N,келей койме,skovel
422,Schaufel::N,келей койме,skyffel
423,Gabel::N,сянгине,gaffel
424,Löffel::N,пенч,sked
425,Messer::N,пеель,kniv
426,Nagel::N,эске,spik
427,Netz::N,алтыма,nät
428,Haken::N,кечказ,krok
429,Griff::N,кедне,tag
430,Griff::N,кедне,handtag
431,Schloss::N,замок,las
432,Schloss::N,панжома,las
433,Bild::N,картина,bild
434,Figur::N,рунго,figur
435,Puppe::N,няка,docka
436,Beutel::N,кескав,påse
437,Bündel::N,керькс,bunt
438,Bündel::N,керькс,knippa
439,Tasche::N,юдма,väska
440,Eimer::N,ведра,hink
441,Eimer::N,ведра,ämbar
442,Deckel::N,велькс,lock
443,Geschirr::N,кедьге,servis
444,Geschirr::N,кедьге,porslin
445,Sack::N,кескав,säck
446,Tasse::N,чакш,kopp
447,Topf::N,кастрюля,gryta
448,Topf::N,кастрюля,kastrull
449,Kessel::N,котёл,kittel
450,Essen::N,ярсамо,mål
451,Nahrung::N,ярсамопель,näring
452,Speise::N,ярсамопель,maträtt
453,Fleisch::N,сывель,kött
454,Getreide::N,сюро,säd
455,Getreide::N,сюро,spannmål
456,Brei::N,каша,gröt
457,Brot::N,кши,bröd
458,Scheibe::N,кочом,skiva
459,Scheibe::N,сускомо,skiva
460,Fett::N,куя,fett
461,Butter::N,ой,smör
462,Öl::N,ой,olja
463,Salz::N,сал,salt
464,Suppe::N,ям,soppa
465,Honig::N,медь,honung
466,Milch::N,ловсо,mjölk
467,Tee::N,чай,te
468,Leder::N,киське,läder
469,Wolle::N,пона,ull
470,Wolle::N,пона,ylle
471,Stoff::N,коцт,tyg
472,Stoff::N,коцт,stoff
473,Nadel::N,салмукс,nål
474,Faden::N,суре,tråd
475,Knopf::N,пов,knapp
476,Knoten::N,сюлмо,knut
477,Farbe::N,артомапель,färg
478,Kleidung::N,оршамот,klädsel
479,Hemd::N,панар,skjorta
480,Kragen::N,сиве,krage
481,Ärmel::N,ожа,ärm
482,Hose::N,понкст,byxor
483,Gürtel::N,каркс,bälte
484,Mütze::N,чапка,mössa
485,Schuh::N,туфля,sko
486,Stiefel::N,кем,stövel
487,Ring::N,суркс,ring
488,Band::N,лента,band
489,Kamm::N,сурсеме,kam
490,Spiegel::N,чавачамо,spegel
491,Riemen::N,кшнань каркс,rem
492,Schnur::N,пикс,snöre
493,Leine::N,ведьме,lina
494,Decke::N,вельтямо,täcke
495,Kissen::N,тодов,dyna
496,Kissen::N,тодов,kudde
497,Tuch::N,паця,sjal
498,Handtuch::N,нардамо,handduk
499,Kraft::N,вий,kraft
500,Stärke::N,виевчи,styrka
501,Gesundheit::N,шумбрачи,hälsa
502,Krankheit::N,орма,sjukdom
503,Krankheit::N,сэредема,sjukdom
504,Schmerz::N,сэредькс,smärta
505,Wunde::N,керявкс,sår
506,Fieber::N,маштыкс,feber
507,Arznei::N,ормаменькс,medicin
508,Arznei::N,ормаменькс,läkemedel
509,Brücke::N,сэдь,bro
510,Brücke::N,мадамо,bro
511,Brunnen::N,лисьма,brunn
512,Weide::N,ракшань ванома тарка,bete
513,Pfad::N,ян,stig
514,Weg::N,ки,väg
515,Straße::N,ки,gata
516,Dorf::N,веле,by
517,Stadt::N,ош,stad
518,Brief::N,сёрма,brev
519,Buch::N,книга,bok
520,Buchstabe::N,буква,bokstav
521,Zeitung::N,газета,tidning
522,Leben::N,эрямо,liv
523,Tod::N,кулома,död
524,Grab::N,калмо,grav
525,Kirche::N,церькова,kyrka
526,Sünde::N,чумочи,synd
527,Gott::N,паз,gud
528,Arbeiter::N,робочей,arbetare
529,Chef::N,прявт,chef
530,Meister::N,кол тевень тенця,mästare
531,Arzt::N,врач,läkare
532,Lehrer::N,учитель,lärare
533,Lehrer::N,тонавтыця,lärare
534,Geld::N,ярмак,pengar
535,Geschäft::N,ладязь тев,rörelse
536,Laden::N,лавка,affär
537,Preis::N,питне,pris
538,Ware::N,миевкс,vara
539,Ware::N,рамавкс,vara
540,Nutzen::N,паро,gagn
541,Nutzen::N,паро,nytta
542,Nutzen::N,лезэ,gagn
543,Nutzen::N,лезэ,nytta
544,Reichtum::N,сюпавчи,rikedom
545,Welt::N,мир,värld
546,Welt::N,мастор ланго,värld
547,Land::N,мастор,land
548,Staat::N,государства,stat
549,König::N,король,kung
550,König::N,король,konung
551,Macht::N,азорксчи,makt
552,Grenze::N,буен тешкс,gräns
553,Krieg::N,война,krig
554,Feind::N,душман,fiende
555,Gewalt::N,нарьгамо,våld
556,Kampf::N,тюрема,kamp
557,Kampf::N,тюрема,strid
558,Bogen[Waffe]::N,нал,båge
559,Pfeil::N,нал,pil
560,Gewehr::N,ружия,gevär
561,Gewehr::N,винтовка,gevär
562,Fehler::N,ильведькс,fel
563,Fehler::N,ильведевкс,fel
564,Lüge::N,манчема,lögn
565,Lüge::N,кенгелема,lögn
566,Schaden::N,зыян,skada
567,Unglück::N,зыян,otur
568,Unglück::N,зыян,olycka
569,Schuld::N,чумочи,skuld
570,Alter::N,шка,ålder
571,Schluss::N,пе,slut
572,Zeit::N,шка,tid
573,Zeit::N,пинге,tid
574,Tag::N,чи,dag
575,Morgen::N,валске,morgon
576,Mittag::N,чикуншка,middag
577,Abend::N,чокшнэ,kväll
578,Nacht::N,ве,natt
579,Woche::N,недля,vecka
580,Monat::N,ков,månad
581,Jahr::N,ие,år
582,Frühling::N,тундо,vår
583,Sommer::N,кизэ,sommar
584,Herbst::N,сёксь,höst
585,Winter::N,теле,vinter
586,Januar::N,якшамков,januari
587,Februar::N,февраль,februari
588,März::N,март,mars
589,April::N,апрель,april
590,Mai::N,май,maj
591,Juni::N,июнь,juni
592,Juli::N,июль,juli
593,August::N,август,augusti
594,September::N,сентября,september
595,Oktober::N,октября,oktober
596,November::N,ноября,november
597,Dezember::N,декабря,december
598,Montag::N,пондельник,måndag
599,Dienstag::N,овторник,tisdag
600,Mittwoch::N,серёда,onsdag
601,Donnerstag::N,цетьверьг,torsdag
602,Freitag::N,пеця,fredag
603,Samstag::N,субута,lördag
604,Samstag::N,шлямочи,lördag
605,Sonntag::N,недлячи,söndag
606,groß::A,ине,stor
607,groß::A,покш,stor
608,klein::A,вишка,liten
609,lang::A,кувака,lång
610,kurz::A,нурькине,kort
611,breit::A,келей,bred
612,schmal::A,теине,smal
613,dicht::A,тусто,tät
614,dick[Gegenstand]::A,эчке,tjock
615,dünn::A,човине,tunn
616,fein::A,човине,fin
617,fest::A,кеме,fast
618,flach::A,лапужа,platt
619,glatt::A,валаня,glatt
620,hart::A,калгодо,hård
621,weich::A,чевте,mjuk
622,rund::A,кеверь,rund
623,spitz::A,пшти,toppig
624,spitz::A,пшти,spetsig
625,scharf::A,пшти,vass
626,scharf::A,пшти,skarp
627,stumpf::A,ношка,slö
628,schwer::A,стака,tung
629,schön::A,мазый,skön
630,schön::A,мазый,vacker
631,heiß::A,пси,het
632,warm::A,лембе,varm
633,kalt::A,якшамо,kall
634,kühl::A,экше,sval
635,kühl::A,экше,kylig
636,frisch::A,свежа,färsk
637,feucht::A,летьке,fuktig
638,nass::A,начко,våt
639,trocken::A,коське,torr
640,voll::A,пешксе,full
641,leer::A,чаво,tom
642,offen::A,панжадо,öppen
643,offen::A,виде,öppen
644,geschlossen::A,пекстазь,stängd
645,geschlossen::A,сёлгозь,stängd
646,sauber::A,ванькс,ren
647,schmutzig::A,ливезев,snuskig
648,roh::A,верек,rå
649,reif::A,кенерезь,mogen
650,lecker::A,тантей,läcker
651,süß::A,ламбамо,söt
652,bitter::A,сэпей,besk
653,bitter::A,сэпей,bitter
654,sauer::A,чапамо,sur
655,hell::A,валдо,ljus
656,dunkel::A,чопода,mörk
657,schwarz::A,раужо,svart
658,weiß::A,ашо,vit
659,rot::A,якстере,röd
660,gelb::A,ожо,gul
661,blau::A,сэнь,blå
662,grün::A,пиже,grön
663,grau::A,шержев,grå
664,bunt::A,сёрмав,brokig
665,billig::A,аволь питней,billig
666,teuer::A,питней,dyr
667,wertvoll::A,питней,värdefull
668,blind::A,сокор,blind
669,taub::A,амариця,döv
670,kräftig::A,пек виев,kraftig
671,stark::A,виев,stark
672,schwach::A,лавшо,svag
673,fett::A,куя,fet
674,schlank::A,виде ронга,slank
675,hübsch::A,мазый,snygg
676,hübsch::A,мазый,vacker
677,böse::A,кежей,ond
678,böse::A,кежей,elak
679,dumm::A,чавола,dum
680,dumm::A,превтеме,dum
681,faul::A,нузякс,lat
682,fleißig::A,мелень путыця,flitig
683,geizig::A,скупой,snål
684,geizig::A,скупой,girig
685,klug::A,превей,klok
686,geschickt::A,маштозь теезь,händig
687,geschickt::A,маштозь теезь,skicklig
688,lieb::A,вадря,kär
689,lieb::A,вадря,snäll
690,lustig::A,весёла,rolig
691,lustig::A,весёла,lustig
692,sanft::A,сэтьме,mild
693,hungrig::A,вачо,hungrig
694,krank::A,сэредиця,sjuk
695,nackt::A,штапо,naken
696,traurig::A,нусманя,ledsen
697,traurig::A,нусманя,sorgsen
698,lebendig::A,эриця,levande
699,gut::A,паро,bra
700,schlecht::A,берянь,dålig
701,richtig::A,виде,riktig
702,schlimm::A,берянь,illa
703,wahr::A,алкуксонь,sann
704,alt::A,ташто,gammal
705,neu::A,од,ny
706,ehemalig::A,икелень,forn
707,ehemalig::A,икелень,tidigare
708,alt[Lebewesen]::A,сыре,gammal
709,jung::A,од,ung
710,arm::A,кажов,fattig
711,reich::A,сюпав,rik
712,bekannt::A,содавикс,känd
713,berühmt::A,содавикс,berömd
714,fremd::A,лия,främmande
715,fremd::A,асодавикс,främmande
716,verschieden::A,эрьва,åtskillig
717,nah::A,а васолонь,nära
718,fern::A,умонь,fjärran
719,fern::A,кезэрень,fjärran
720,linker::A,керш,vänster
721,rechter::A,вить,höger
722,anderer::A,лия,annan
723,erster::A,васень,första
724,erster::A,васенце,första
725,zweiter::A,омбоце,andra
726,dritter::A,колмоце,tredje
727,letzter::A,меельце,sist
728,allein::ADV,башка,allena
729,allein::ADV,ськамонзо,allena
730,auf einmal::ADV,вейсэ,på en gång
731,zusammen::ADV,вейс,tillsammans
732,zusammen::ADV,вейсэ,tillsammans
733,lange::ADV,кувать,länge
734,plötzlich::ADV,апак учо,plötsligt
735,sofort::ADV,курок,strax
736,sofort::ADV,курок,genast
737,sofort::ADV,нейке,strax
738,sofort::ADV,нейке,genast
739,später::ADV,мейле,senare
740,jetzt::ADV,ней,nu
741,heute::ADV,течи,i dag
742,morgen::ADV,ванды,i morgon
743,bald::ADV,курок,snart
744,dann::ADV,мейле,då
745,dann::ADV,седе мейле,då
746,gestern::ADV,исяк,i går
747,einst::ADV,весть,en gång
748,einst::ADV,зярдо-бути,en gång
749,damals::ADV,сестэ,då
750,damals::ADV,сестэ,den gången
751,danach::ADV,мейле,därefter
752,danach::ADV,седе мейле,därefter
753,vorher::ADV,васняяк,före
754,vorher::ADV,васняяк,förut
755,zuerst::ADV,васня,först
756,einmal::ADV,весть,en gång
757,manchmal::ADV,лиясто,ibland
758,oft::ADV,сеетьстэ,ofta
759,immer::ADV,свал,alltid
760,niemals::ADV,а зярдояк,aldrig
761,hier::ADV,тесэ,här
762,hierhin::ADV,тей,hit
763,von hier::ADV,тестэ,härifrån
764,dort::ADV,тосо,där
765,dorthin::ADV,тов,dit
766,geradeaus::ADV,витьстэ,rätt fram
767,vorwärts::ADV,икелев,fram
768,vorwärts::ADV,икелев,framåt
769,rückwärts::ADV,мекев,baklänges
770,zurück::ADV,мекев,tillbaka
771,unten::ADV,ало,nere
772,unten::ADV,ало,nedanför
773,hinab::ADV,алов,ned
774,hinab::ADV,алов,nedåt
775,oben::ADV,вере,ovan
776,oben::ADV,вере,ovanpå
777,hinauf::ADV,верев,upp
778,hinauf::ADV,верев,uppåt
779,überall::ADV,эрьва косо,överallt
780,nicht::ADV,а,ej
781,nicht::ADV,а,inte
782,ein wenig::ADV,аламошка,litet
783,kaum::ADV,ансяк,knappt
784,kaum::ADV,ансяк,knappast
785,sehr::ADV,пек,mycket
786,sehr::ADV,вельть,mycket
787,so::ADV,истя,så
788,noch::ADV,таго,än
789,noch::ADV,таго,ännu
790,nur::ADV,ансяк,bara
791,nur::ADV,ансяк,endast
792,schon::ADV,уш,redan
793,wieder::ADV,таго,åter
794,vergebens::ADV,стяко,förgäves
795,vor::PRP,икеле,utanför
796,hinter::PRP,вельде,bakom
797,unter::PRP,ало,under
798,durch::PRP,пачк,genom
799,durch::PRP,пачк,igenom
800,neben::PRP,вакссо,bredvid
801,neben::PRP,вакссо,vid sidan av
802,zwischen::PRP,ютксо,mellan
803,wegen::PRP,кис,på grund av
804,wegen::PRP,коряс,på grund av
805,wegen::PRP,кувалт,på grund av
806,dies::PRN,те,detta
807,das::PRN,те,det
808,das::PRN,тона,det
809,alles::PRN,весе,allt
810,alles::PRN,весемесь,allt
811,ich::PRN,мон,jag
812,du::PRN,тон,du
813,er::PRN,сон,han
814,wir::PRN,минь,vi
815,ihr::PRN,тынь,ni
816,sie::PRN,сынь,de
817,was::FPRN,мезе,vad
818,wer::FPRN,ки,vem
819,wo::FADV,косо,var
820,wohin::FADV,ков,vart
821,wohin::FADV,козо,vart
822,wie::FADV,кода,hur
823,warum::FADV,мекс,varför
824,wieviel::FNUM,зяро,hur mycket
825,eins::NUM,вейке,en
826,eins::NUM,вейке,ett
827,zwei::NUM,кавто,två
828,drei::NUM,колмо,tre
829,vier::NUM,ниле,fyra
830,fünf::NUM,вете,fem
831,sechs::NUM,кото,sex
832,sieben::NUM,сисем,sju
833,acht::NUM,кавксо,åtta
834,neun::NUM,вейксэ,nio
835,zehn::NUM,кемень,tio
836,elf::NUM,кевейкее,elva
837,zwölf::NUM,кемгавтово,tolv
838,zwanzig::NUM,комсь,tjugo
839,dreißig::NUM,колоньгемень,trettio
840,vierzig::NUM,ниленьгемень,fyrtio
