,Concept_ID,la,lt
65,Mond::N,luna,mėnulis
66,Stern::N,sidus,žvaigždė
67,Stern::N,stella,žvaigždė
68,Luft::N,aer,oras
69,Wind::N,ventus,vėjas
70,Welle::N,unda,banga
71,Welle::N,unda,vilnis
72,Wasser::N,aqua,vanduo
73,Stein::N,lapis,akmuo
74,Boden::N,solum,žemė
75,Boden::N,solum,dugnas
76,Erde::N,terra,žemė
77,Staub::N,pulvis,dulkės
78,Rauch::N,fumus,dūmai
79,Funke::N,scintilla,kibirkštis
80,Feuer::N,ignis,ugnis
81,Licht::N,lux,šviesa
82,Licht::N,lumen,šviesa
83,Schatten::N,umbra,paūksmė
84,Wetter::N,caelum,oras
85,Wetter::N,tempestas,oras
86,Nebel::N,nebula,migla
87,Nebel::N,nebula,rūkas
88,Wolke::N,nubes,debesis
89,Regen::N,imber,lietus
90,Regen::N,pluvia,lietus
91,Schnee::N,nix,sniegas
92,Eis::N,glacies,ledas
93,Frost::N,gelu,šalna
94,Kälte::N,frigus,šaltis
95,Hitze::N,calor,karštis
96,Hitze::N,aestus,karštis
97,Raureif::N,pruina,šerkšnas
98,Regenbogen::N,arcus,vaivorykštė
99,Donner::N,tonitrus,perkūnas
100,Donner::N,tonitrus,griaustinis
101,Strömung::N,fluctus,tėkmė
102,Tropfen::N,gutta,lašas
103,Schaum::N,spuma,putos
104,Schmutz::N,sordes,purvas
105,Schmutz::N,squalor,purvas
106,See::N,lacus,ežeras
107,Sumpf::N,palus,klampynė
108,Sumpf::N,palus,liūnas
109,Moor::N,palus,pelkė
110,Wiese::N,pratum,pieva
111,Wald::N,silva,miškas
112,Hügel::N,collis,kalva
113,Anhöhe::N,specula,kauburys
114,Berg::N,mons,kalnas
115,Gipfel::N,vertex,viršūnė
116,Höhle::N,caverna,ola
117,Höhle::N,spelunca,ola
118,Abhang::N,declivum,šlaitas
119,Abhang::N,declivum,nuokalnė
120,Quelle::N,fons,versmė
121,Quelle::N,fons,šaltinis
122,Bach::N,rivus,upelis
123,Fluss::N,flumen,upė
124,Ufer::N,ripa,krantas
125,Küste::N,litus,pajūris
126,Festland::N,continens,sausuma
127,Meer::N,mare,jūra
128,Bucht::N,sinus,įlanka
129,Bucht::N,sinus,užutekis
130,Insel::N,insula,sala
131,Blume::N,flos,gėlė
132,Gras::N,herba,žolė
133,Gras::N,gramen,žolė
134,Wurzel::N,radix,šaknis
135,Baum::N,arbor,medis
136,Stamm::N,truncus,kamienas
137,Rinde::N,cortex,žievė
138,Ast::N,ramus,šaka
139,Zweig::N,ramus,šakelė
140,Blatt::N,folium,lapas
141,Birke::N,betulla,beržas
142,Kiefer[Baum]::N,pinus,pušis
143,Weide[Baum]::N,salix,karklas
144,Tanne::N,abies,eglė
145,Tanne::N,abies,kėnis
146,Horn::N,cornu,ragas
147,Feder::N,penna,plunksna
148,Fell::N,pellis,kailis
149,Flügel::N,ala,sparnas
150,Klaue::N,unguis,kanopa
151,Kralle::N,unguis,nagas
152,Schwanz::N,cauda,uodega
153,Ei::N,ovum,kiaušinis
154,Nest::N,nidus,gūžta
155,Nest::N,nidus,lizdas
156,Bau::N,cavum,ola
157,Bau::N,latibulum,ola
158,Tier::N,bestia,gyvūnas
159,Herde::N,grex,banda
160,Herde::N,grex,kaimenė
161,Kuh::N,vacca,karvė
162,Bulle::N,taurus,bulius
163,Pferd::N,equus,arklys
164,Schaf::N,ovis,avis
165,Schwein::N,sus,kiaulė
166,Schwein::N,porcus,kiaulė
167,Hund::N,canis,šuo
168,Katze::N,felis,katė
169,Bär::N,ursus,lokys
170,Eichhörnchen::N,sciurus,voveraitė
171,Elch::N,alces,briedis
172,Fuchs::N,vulpes,lapė
173,Hase::N,lepus,kiškas
174,Maus::N,mus,pelė
175,Wolf::N,lupus,vilkas
176,Vogel::N,avis,paukštis
177,Schwarm::N,examen,spiečius
178,Huhn::N,gallina,višta
179,Hahn::N,gallus,gaidys
180,Gans::N,anser,žąsis
181,Adler::N,aquila,erelis
182,Ente::N,anas,antis
183,Eule::N,ulula,pelėda
184,Eule::N,noctua,pelėda
185,Kranich::N,grus,gervė
186,Krähe::N,cornix,varna
187,Kuckuck::N,cuculus,gegužė
188,Schwan::N,olor,gulbė
189,Schwan::N,cycnus,gulbė
190,Fisch::N,piscis,žuvis
191,Barsch::N,perca,ešerys
192,Hecht::N,esox,lydeka
193,Schlange[Tier]::N,serpens,gyvatė
194,Wurm::N,vermis,kirmėlė
195,Spinne::N,aranea,voras
196,Ameise::N,formica,skruzdė
197,Laus::N,pediculus,utėlė
198,Mücke::N,culex,uodas
199,Fliege::N,musca,musė
200,Schmetterling::N,papilio,drugys
201,Schmetterling::N,papilio,peteliškė
202,Beere::N,baca,uoga
203,Apfel::N,malum,obuolys
204,Pilz::N,fungus,grybas
205,Zwiebel::N,cepa,svogūnas
206,Saat::N,seges,sėkla
207,Korn::N,granum,grūdai
208,Heu::N,faenum,šienas
209,Schale::N,putamen,žievelė
210,Grube::N,fovea,duobė
211,Falle::N,pedica,pinklės
212,Falle::N,pedica,žabangai
213,Schlinge::N,laqueus,kilpa
214,Spur::N,vestigium,vėžė
215,Spur::N,vestigium,pėdos
216,Spur::N,vestigium,pėdsakas
217,Asche::N,cinis,pelenai
218,Dreck::N,lutum,purvas
219,Eisen::N,ferrum,geležis
220,Gold::N,aurum,auksas
221,Silber::N,argentum,sidabras
222,Kohle::N,carbo,anglis
223,Glas::N,vitrum,stiklas
224,Lehm::N,lutum,molis
225,Sand::N,arena,smėlis
226,Mensch::N,homo,žmogus
227,Mann::N,vir,vyras
228,Mann::N,vir,vyriškis
229,Frau::N,mulier,moteris
230,Kind::N,puer,vaikas
231,Kind::N,infans,vaikas
232,Junge::N,puer,vaikinas
233,Junge::N,puer,berniukas
234,Mädchen::N,puella,mergytė
235,Mädchen::N,puella,mergaitė
236,Familie::N,familia,šeima
237,Großvater::N,avus,senelis
238,Großmutter::N,avia,senelė
239,Eltern::N,parentes,tėvai
240,Vater::N,pater,tėvas
241,Mutter::N,mater,motina
242,Sohn::N,filius,sūnus
243,Tochter::N,filia,duktė
244,Bruder::N,frater,brolis
245,Schwester::N,soror,sesuo
246,Onkel::N,patruus,dėdė
247,Onkel::N,avunculus,dėdė
248,Tante::N,amita,teta
249,Ehemann::N,maritus,vyras
250,Ehefrau::N,uxor,žmona
251,Freude::N,gaudium,džiaugsmas
252,Freude::N,laetitia,džiaugsmas
253,Gelächter::N,risus,juokas
254,Glück::N,felicitas,laimė
255,Kummer::N,aegritudo,vargas
256,Kummer::N,aegritudo,rūpestis
257,Wunsch::N,voluntas,troškimas
258,Wunsch::N,voluntas,pageidavimas
259,Wunsch::N,desiderium,troškimas
260,Wunsch::N,desiderium,pageidavimas
261,Lust::N,libido,noras
262,Lust::N,libido,geidulys
263,Lust::N,voluptas,noras
264,Lust::N,voluptas,geidulys
265,Geist::N,mens,dvasia
266,Geist::N,animus,dvasia
267,Gedanke::N,sententia,mintis
268,Gedächtnis::N,memoria,atmintis
269,Verstand::N,ratio,protas
270,Verstand::N,ingenium,protas
271,Sinn::N,sensus,prasmė
272,Grund::N,causa,priežastis
273,Wahrheit::N,veritas,tiesa
274,Wahrheit::N,veritas,teisybė
275,Gespräch::N,sermo,pokalbis
276,Märchen::N,fabula,pasaka
277,Erzählung::N,fabula,apsakymas
278,Erzählung::N,fabula,pasakojimas
279,Erzählung::N,narratio,apsakymas
280,Erzählung::N,narratio,pasakojimas
281,Nachricht::N,nuntius,žinia
282,Neuigkeit::N,novitas,naujiena
283,Name::N,nomen,vardas
284,Rätsel::N,aenigma,mįslė
285,Rede::N,oratio,kalba
286,Sprache::N,lingua,kalba
287,Stimme::N,vox,balsas
288,Wort::N,verbum,žodis
289,Wort::N,vocabulum,žodis
290,Zeichen::N,signum,žymė
291,Zeichen::N,signum,ženklas
292,Ruf::N,clamor,šauksmas
293,Lärm::N,strepitus,triukšmas
294,Laut::N,sonus,garsas
295,Ton::N,sonus,tonas
296,Ton::N,sonus,garsas
297,Lied::N,carmen,daina
298,Lied::N,carmen,giesmė
299,Ruhe::N,quies,ramybė
300,Ruhe::N,quies,ramumas
301,Leute::N,homines,žmonės
302,Volk::N,populus,tauta
303,Arbeit::N,labor,darbas
304,Arbeit::N,labor,triūsas
305,Gast::N,hospes,svečias
306,Gast::N,conviva,svečias
307,Geschenk::N,munus,dovana
308,Spiel::N,ludus,žaismas
309,Spiel::N,ludus,žaidimas
310,Gesellschaft::N,societas,draugija
311,Gesellschaft::N,societas,kompanija
312,Hilfe::N,auxilium,pagalba
313,Hilfe::N,subsidium,pagalba
314,Freund::N,amicus,draugas
315,Freund::N,amicus,bičiulis
316,Kamerad::N,socius,draugas
317,Angelegenheit::N,res,dalykas
318,Angelegenheit::N,res,reikalas
319,Anzahl::N,numerus,kiekis
320,Anzahl::N,numerus,skaičius
321,Art::N,genus,rūšis
322,Stück::N,frustum,gabalas
323,Stück::N,fragmentum,gabalas
324,Teil::N,pars,dalis
325,Hälfte::N,dimidium,pusė
326,Kreis::N,orbis,ratas
327,Kreis::N,orbis,apskritis
328,Kreis::N,orbis,apskritimas
329,Kreis::N,circus,ratas
330,Kreis::N,circus,apskritis
331,Kreis::N,circus,apskritimas
332,Kreuz::N,crux,kryžius
333,Linie::N,linea,linija
334,Strich::N,lineamentum,brėžis
335,Strich::N,lineamentum,brūkšnys
336,Abstand::N,intervallum,atstumas
337,Entfernung::N,spatium,atstumas
338,Gegend::N,loca,vietovė
339,Gegend::N,regio,vietovė
340,Platz::N,locus,vieta
341,Ort::N,locus,vieta
342,Ort::N,locus,vietovė
343,Seite::N,latus,pusė
344,Seite::N,latus,šonas
345,Mitte::N,medium,vidurys
346,Gegenstand::N,res,dalykas
347,Sache::N,res,daiktas
348,Rand::N,margo,kraštas
349,Rand::N,margo,pakraštys
350,Kante::N,angulus,kraštas
351,Ecke::N,angulus,kertė
352,Ecke::N,angulus,kampas
353,Spitze::N,cacumen,priekis
354,Spitze::N,cacumen,priešakys
355,Ende::N,caput,galas
356,Loch::N,foramen,skylė
357,Winkel::N,angulus,kampas
358,Winkel::N,angulus,kampelis
359,Muster::N,exemplum,raštas
360,Größe::N,magnitudo,dydis
361,Größe::N,magnitudo,didumas
362,Länge::N,longitudo,ilgis
363,Länge::N,longitudo,ilgumas
364,Höhe::N,altitudo,aukštis
365,Höhe::N,altitudo,aukštuma
366,Gewicht::N,pondus,svoris
367,Gewicht::N,pondus,svarstis
368,Menge::N,copia,kiekis
369,Menge::N,copia,daugybė
370,Haufen::N,acervus,krūva
371,Haufen::N,acervus,šūsnis
372,Reihe::N,ordo,greta
373,Boot::N,navicula,valtis
374,Boot::N,navicula,laivelis
375,Ruder::N,remus,irklas
376,Schlitten::N,sclodia,rogės
377,Schlitten::N,sclodia,rogutės
378,Ski::N,narta,slidė
379,Lagerfeuer::N,ignis,laužas
380,Last::N,onus,našta
381,Last::N,onus,nešulys
382,Gang::N,cursus,eisena
383,Schritt::N,gradus,žingsnis
384,Norden::N,septentriones,šiaurė
385,Norden::N,septentriones,žiemiai
386,Süden::N,meridies,pietūs
387,Westen::N,occidens,vakarai
388,Osten::N,oriens,rytai
389,Holz::N,lignum,mediena
390,Brett::N,tabula,lenta
391,Platte::N,lamina,plokštė
392,Stütze::N,adminiculum,atrama
393,Stütze::N,adminiculum,atspara
394,Stange::N,pertica,lazda
395,Stange::N,pertica,kartis
396,Stock::N,baculum,lazda
397,Stab::N,scipio,kartis
398,Rohr::N,tubus,vamzdis
399,Haus::N,aedes,namas
400,Heim::N,domicilium,namai
401,Ofen::N,fornax,krosnis
402,Fußboden::N,solum,grindys
403,Tisch::N,mensa,stalas
404,Stuhl::N,sella,kėdė
405,Wiege::N,cunae,lopšys
406,Bett::N,lectus,lova
407,Bett::N,lectus,patalai
408,Regal::N,foruli,lentyna
409,Kiste::N,cista,dėžė
410,Fenster::N,fenestra,langas
411,Tür::N,ianua,durys
412,Tor::N,porta,vartai
413,Zaun::N,saepes,tvora
414,Dach::N,tectum,stogas
415,Leiter::N,scalae,kopėčios
416,Besen::N,scopae,šluota
417,Spaten::N,pala,lopeta
418,Spaten::N,pala,kastuvas
419,Schaufel::N,pala,semtuvas
420,Gabel::N,fuscinula,šakutė
421,Löffel::N,coclear,šaukštas
422,Messer::N,culter,peilis
423,Nagel::N,clavus,vinis
424,Netz::N,rete,tinklas
425,Haken::N,hamus,vagis
426,Haken::N,hamus,kablys
427,Griff::N,manubrium,kotas
428,Griff::N,manubrium,rankena
429,Schloss::N,claustra,spyna
430,Schloss::N,claustra,užraktas
431,Bild::N,tabula,paveikslas
432,Bild::N,pictura,paveikslas
433,Figur::N,statunculum,figūra
434,Puppe::N,pupa,lėlė
435,Beutel::N,sacculus,krepšys
436,Beutel::N,sacculus,maišelis
437,Bündel::N,fascis,ryšulys
438,Tasche::N,sacculus,krepšelis
439,Eimer::N,situla,kibiras
440,Deckel::N,operculum,dangtis
441,Geschirr::N,vasa,indai
442,Sack::N,saccus,maišas
443,Tasse::N,pocillum,puodukas
444,Topf::N,olla,puodas
445,Kessel::N,aenum,katilas
446,Essen::N,cena,valgis
447,Nahrung::N,cibus,penas
448,Nahrung::N,cibus,maistas
449,Nahrung::N,alimenta,penas
450,Nahrung::N,alimenta,maistas
451,Speise::N,cibus,patiekalas
452,Fleisch::N,caro,mėsa
453,Getreide::N,frumentum,javai
454,Brei::N,puls,košė
455,Brot::N,panis,duona
456,Scheibe::N,frustum,riekė
457,Fett::N,pingue,taukai
458,Fett::N,pingue,riebalai
459,Butter::N,butȳrum,sviestas
460,Öl::N,oleum,aliejus
461,Salz::N,sal,druska
462,Suppe::N,ius,sriuba
463,Honig::N,mel,medus
464,Milch::N,lac,pienas
465,Tee::N,thea,arbata
466,Leder::N,corium,oda
467,Wolle::N,lana,vilna
468,Stoff::N,textum,audeklas
469,Nadel::N,acus,adata
470,Faden::N,filum,gija
471,Faden::N,filum,siūlas
472,Knopf::N,bulla,saga
473,Knoten::N,nodus,mazgas
474,Farbe::N,pigmentum,dažai
475,Kleidung::N,vestimenta,rūbai
476,Kleidung::N,vestimenta,drabužiai
477,Hemd::N,tunica,marškiniai
478,Kragen::N,collare,apykaklė
479,Ärmel::N,manica,rankovė
480,Hose::N,bracae,kelnės
481,Gürtel::N,cingulum,juosta
482,Gürtel::N,cingulum,diržas
483,Mütze::N,pilleus,kepurė
484,Schuh::N,calceus,batas
485,Stiefel::N,pero,auliniai batai
486,Stiefel::N,caliga,auliniai batai
487,Ring::N,anulus,žiedas
488,Band::N,redimiculum,kaspinas
489,Kamm::N,pecten,šukos
490,Spiegel::N,speculum,veidrodis
491,Riemen::N,lorum,diržas
492,Schnur::N,linum,virvė
493,Leine::N,retinaculum,pavadėlis
494,Decke::N,lodix,antklodė
495,Kissen::N,pulvinus,pagalvė
496,Kissen::N,pulvinus,priegalvis
497,Tuch::N,velum,skarelė
498,Handtuch::N,mantele,rankšluostis
499,Kraft::N,vis,jėga
500,Stärke::N,robur,stiprumas
501,Gesundheit::N,valetudo,sveikata
502,Krankheit::N,morbus,liga
503,Schmerz::N,dolor,skausmas
504,Wunde::N,vulnus,žaizda
505,Fieber::N,febris,karštis
506,Arznei::N,remedium,vaistas
507,Brücke::N,pons,tiltas
508,Brunnen::N,puteus,šulinys
509,Weide::N,pascua,ganykla
510,Weide::N,pascua,gluosnis
511,Pfad::N,semita,takas
512,Weg::N,iter,kelias
513,Straße::N,via,gatvė
514,Dorf::N,vicus,kaimas
515,Dorf::N,vicus,sodžius
516,Stadt::N,urbs,miestas
517,Stadt::N,oppidum,miestas
518,Brief::N,epistula,laiškas
519,Buch::N,liber,knyga
520,Buchstabe::N,littera,raidė
521,Zeitung::N,diurnum,laikraštis
522,Leben::N,vita,gyvybė
523,Leben::N,vita,gyvenimas
524,Tod::N,mors,mirtis
525,Grab::N,sepulcrum,kapas
526,Kirche::N,ecclesia,bažnyčia
527,Sünde::N,peccatum,nuodėmė
528,Sünde::N,peccatum,nusidėjimas
529,Gott::N,deus,dievas
530,Arbeiter::N,operarius,darbininkas
531,Chef::N,praefectus,šefas
532,Chef::N,praefectus,vadovas
533,Chef::N,praefectus,viršininkas
534,Meister::N,magister,meistras
535,Arzt::N,medicus,gydytojas
536,Lehrer::N,magister,mokytojas
537,Geld::N,aes,pinigai
538,Geld::N,pecunia,pinigai
539,Geschäft::N,negotium,biznis
540,Laden::N,taberna,krautuvė
541,Laden::N,taberna,parduotuvė
542,Preis::N,pretium,kaina
543,Ware::N,merx,prekė
544,Nutzen::N,utilitas,nauda
545,Nutzen::N,utilitas,pelnas
546,Reichtum::N,opes,turtas
547,Reichtum::N,divitiae,turtas
548,Welt::N,mundus,pasaulis
549,Land::N,terra,žemė
550,Land::N,terra,šalis
551,Staat::N,res publica,valstija
552,König::N,rex,karalius
553,Macht::N,potestas,galia
554,Macht::N,potestas,valdžia
555,Grenze::N,limes,riba
556,Grenze::N,limes,siena
557,Krieg::N,bellum,karas
558,Feind::N,inimicus,priešas
559,Gewalt::N,vis,jėga
560,Gewalt::N,vis,smurtas
561,Gewalt::N,vis,prievarta
562,Kampf::N,pugna,kova
563,Bogen[Waffe]::N,arcus,lankas
564,Pfeil::N,sagitta,strėlė
565,Gewehr::N,sclopetum,šautuvas
566,Fehler::N,error,klaida
567,Lüge::N,mendacium,melas
568,Schaden::N,damnum,nuostolis
569,Schaden::N,damnum,apgadinimas
570,Schaden::N,detrimentum,nuostolis
571,Schaden::N,detrimentum,apgadinimas
572,Unglück::N,miseria,nelaimė
573,Unglück::N,calamitas,nelaimė
574,Schuld::N,culpa,kaltė
575,Alter::N,aetas,amžius
576,Schluss::N,finis,pabaiga
577,Zeit::N,tempus,laikas
578,Tag::N,dies,diena
579,Morgen::N,mane,rytas
580,Mittag::N,meridies,vidurdienis
581,Abend::N,vesper,vakaras
582,Nacht::N,nox,naktis
583,Woche::N,septimana,savaitė
584,Monat::N,mensis,mėnuo
585,Jahr::N,annus,metai
586,Frühling::N,ver,pavasaris
587,Sommer::N,aestas,vasara
588,Herbst::N,autumnus,ruduo
589,Winter::N,hiems,žiema
590,Januar::N,Ianuarius,sausis
591,Februar::N,Februarius,vasaris
592,März::N,Martius,kovas
593,April::N,Aprilis,balandis
594,Mai::N,Maius,gegužė
595,Juni::N,Iunius,birželis
596,Juli::N,Iulius,liepa
597,August::N,Augustus,rugpjūtis
598,September::N,September,rugsėjis
599,Oktober::N,Octobris,spalis
600,November::N,Novembris,lapkritis
601,Dezember::N,December,gruodis
602,Montag::N,dies lunae,pirmadienis
603,Dienstag::N,dies Martis ,antradienis
604,Mittwoch::N,dies Mercurii,trečiadienis
605,Donnerstag::N,dies Iovis,ketvirtadienis
606,Freitag::N,dies Veneris,penktadienis
607,Samstag::N,dies Saturni,šeštadienis
608,Sonntag::N,dominicus,sekmadienis
609,Sonntag::N,dies solis,sekmadienis
610,groß::A,magnus,didis
611,groß::A,magnus,didelis
612,klein::A,parvus,mažas
613,lang::A,longus,ilgas
614,kurz::A,brevis,trumpas
615,breit::A,latus,platus
616,schmal::A,angustus,smulkus
617,dicht::A,densus,tankus
618,dick[Gegenstand]::A,crassus,storas
619,dünn::A,tenuis,plonas
620,fein::A,subtilis,smulkus
621,fest::A,solidus,kietas
622,fest::A,solidus,tvirtas
623,fest::A,stabilis,kietas
624,fest::A,stabilis,tvirtas
625,flach::A,planus,lėkštas
626,flach::A,planus,plokščias
627,glatt::A,levis,slidus
628,hart::A,durus,kietas
629,weich::A,mollis,minkštas
630,rund::A,rotundus,apvalus
631,rund::A,rotundus,apskritas
632,spitz::A,acutus,aštrus
633,spitz::A,acutus,smailus
634,scharf::A,acer,aštrus
635,stumpf::A,hebes,bukas
636,stumpf::A,hebes,atšipęs
637,schwer::A,gravis,sunkus
638,schön::A,pulcher,gražus
639,schön::A,formosus,gražus
640,heiß::A,fervidus,karštas
641,warm::A,calidus,šiltas
642,kalt::A,frigidus,šaltas
643,kühl::A,frigidus,vėsus
644,kühl::A,frigidus,bejausmis
645,frisch::A,recens,šviežias
646,feucht::A,umidus,drėgnas
647,nass::A,madidus,šlapias
648,trocken::A,aridus,sausas
649,voll::A,plenus,pilnas
650,leer::A,vacuus,tuščias
651,offen::A,apertus,atviras
652,geschlossen::A,clausus,uždaras
653,geschlossen::A,clausus,uždarytas
654,sauber::A,lautus,švarus
655,schmutzig::A,sordidus,nešvarus
656,schmutzig::A,sordidus,purvinas
657,roh::A,crudus,žalias
658,reif::A,maturus,prinokęs
659,reif::A,maturus,pribrendęs
660,lecker::A,delicatus,gardus
661,süß::A,dulcis,saldus
662,bitter::A,amarus,kartus
663,bitter::A,acerbus,kartus
664,sauer::A,acidus,gižus
665,sauer::A,acidus,rūgštus
666,hell::A,clarus,šviesus
667,hell::A,clarus,skaistus
668,dunkel::A,obscurus,tamsus
669,schwarz::A,niger,juodas
670,weiß::A,albus,baltas
671,rot::A,ruber,raudonas
672,gelb::A,flavus,geltonas
673,blau::A,caeruleus,mėlynas
674,grün::A,viridis,žalias
675,grau::A,canus,pilkas
676,bunt::A,varius,margas
677,bunt::A,varius,spalvotas
678,billig::A,vilis,pigus
679,teuer::A,carus,brangus
680,wertvoll::A,pretiosus,vertingas
681,blind::A,caecus,aklas
682,taub::A,surdus,kurčias
683,kräftig::A,robustus,stiprus
684,stark::A,firmus,stiprus
685,stark::A,validus,stiprus
686,schwach::A,debilis,silpnas
687,schwach::A,infirmus,silpnas
688,fett::A,crassus,riebus
689,schlank::A,procerus,laibas
690,schlank::A,procerus,lieknas
691,hübsch::A,pulcher,gražus
692,böse::A,improbus,blogas
693,dumm::A,stultus,paikas
694,dumm::A,stultus,kvailas
695,dumm::A,stupidus,paikas
696,dumm::A,stupidus,kvailas
697,faul::A,piger,tingus
698,fleißig::A,sedulus,stropus
699,fleißig::A,sedulus,kruopštus
700,geizig::A,avarus,šykštus
701,klug::A,prudens,sumanus
702,klug::A,prudens,protingas
703,geschickt::A,sollers,apsukrus
704,lieb::A,carus,mielas
705,lustig::A,iocosus,smagus
706,lustig::A,iocosus,linksmas
707,sanft::A,clemens,švelnus
708,sanft::A,clemens,minkštas
709,hungrig::A,impastus,alkanas
710,krank::A,aeger,ligotas
711,krank::A,aeger,sergantis
712,nackt::A,nudus,nuogas
713,traurig::A,maestus,liūdnas
714,lebendig::A,vivus,gyvas
715,gut::A,bonus,geras
716,schlecht::A,malus,blogas
717,schlecht::A,malus,prastas
718,richtig::A,rectus,tikras
719,richtig::A,rectus,teisingas
720,schlimm::A,malus,blogas
721,schlimm::A,malus,prastas
722,wahr::A,verus,tikras
723,alt::A,antiquus,senas
724,neu::A,novus,naujas
725,ehemalig::A,pristinus,buvęs
726,alt[Lebewesen]::A,vetus,pagyvenęs
727,jung::A,iuvenis,jaunas
728,arm::A,pauper,neturtingas
729,reich::A,dives,turtingas
730,bekannt::A,notus,žinomas
731,bekannt::A,notus,pažįstamas
732,berühmt::A,celeber,žymus
733,berühmt::A,celeber,garsus
734,berühmt::A,illustris,žymus
735,berühmt::A,illustris,garsus
736,fremd::A,peregrinus,svetimas
737,verschieden::A,varius,įvairus
738,nah::A,propinquus,artimas
739,fern::A,longinquus,tolimas
740,linker::A,sinister,kairys
741,rechter::A,dexter,dešinys
742,anderer::A,alius,kitas
743,erster::A,primus,pirmas
744,zweiter::A,secundus,antras
745,dritter::A,tertius,trečias
746,letzter::A,ultimus,paskutinis
747,allein::ADV,solum,vienas
748,auf einmal::ADV,simul,iš karto
749,zusammen::ADV,una,kartu
750,zusammen::ADV,una,drauge
751,lange::ADV,diu,ilgai
752,plötzlich::ADV,subito,staiga
753,plötzlich::ADV,repente,staiga
754,sofort::ADV,statim,tuojau
755,später::ADV,postea,vėliau
756,später::ADV,postea,paskiau
757,jetzt::ADV,nunc,dabãr
758,heute::ADV,hodie,šiandien
759,morgen::ADV,cras,rytoj
760,bald::ADV,mox,greitai
761,bald::ADV,mox,netrukus
762,dann::ADV,deinde,po to
763,gestern::ADV,heri,vakar
764,einst::ADV,olim,kadaise
765,einst::ADV,olim,kitą kartą
766,damals::ADV,tum,anuomet
767,damals::ADV,tum,anuokart
768,danach::ADV,postea,po to
769,danach::ADV,postea,paskui
770,vorher::ADV,antea,anksčiau
771,zuerst::ADV,primo,pirma
772,zuerst::ADV,primo,iš pradžių̃
773,einmal::ADV,semel,kartą
774,einmal::ADV,semel,vieną kartą
775,manchmal::ADV,interdum,kai kada
776,oft::ADV,saepe,dažnai
777,immer::ADV,semper,visada
778,immer::ADV,semper,visuomet
779,niemals::ADV,numquam,niekada
780,niemals::ADV,numquam,niekuomet
781,hier::ADV,hic,čia
782,hierhin::ADV,huc,šen
783,hierhin::ADV,huc,čionai
784,von hier::ADV,hinc,iš čia
785,dort::ADV,ibi,ten
786,dort::ADV,ibi,tenai
787,dorthin::ADV,eo,ten
788,dorthin::ADV,eo,ten link
789,geradeaus::ADV,recte,tiesiai
790,vorwärts::ADV,porro,pirmyn
791,rückwärts::ADV,retro,atbulai
792,zurück::ADV,retro,atgal
793,unten::ADV,infra,žemai
794,unten::ADV,infra,apačioje
795,hinab::ADV,pessum,žemyn
796,oben::ADV,supra,viršuj
797,hinauf::ADV,sursum,aukštyn
798,hinauf::ADV,sursum,į viršų
799,überall::ADV,ubique,visur
800,nicht::ADV,non,ne
801,ein wenig::ADV,paulum,truputį
802,kaum::ADV,vix,vos
803,kaum::ADV,aegre,vos
804,sehr::ADV,valde,labai
