,Concept_ID,hi,en
69,Haut::N,त्वचा,skin
70,Blut::N,लहू,blood
71,Blut::N,ख़ून,blood
72,Ader::N,रग,vein
73,Ader::N,शिरा,vein
74,Sehne::N,कंडरा,sinew
75,Sehne::N,स्नायु,sinew
76,Knochen::N,अस्थि,bone
77,Gehirn::N,दिमाग़,brain
78,Gehirn::N,मस्तिष्क,brain
79,Herz::N,दिल,heart
80,Herz::N,हृदय,heart
81,Magen::N,मेदा,stomach
82,Magen::N,अमाशय,stomach
83,Leber::N,जिगर,liver
84,Leber::N,यकृत्,liver
85,Atem::N,दम,breath
86,Atem::N,साँस,breath
87,Atem::N,श्वास,breath
88,Hunger::N,भूख,hunger
89,Hunger::N,क्षुधा,hunger
90,Träne::N,आँसू,tear
91,Träne::N,अश्रु,tear
92,Geschmack::N,स्वाद,flavour
93,Geschmack::N,स्वाद,flavor
94,Geschmack::N,ज़ायक़ा,flavour
95,Geschmack::N,ज़ायक़ा,flavor
96,Geruch::N,बू,odour
97,Geruch::N,बू,odor
98,Geruch::N,गंध,odour
99,Geruch::N,गंध,odor
100,Schlaf::N,नींद,sleep
101,Schlaf::N,निद्रा,sleep
102,Traum::N,सपना,dream
103,Traum::N,स्वप्न,dream
104,Himmel::N,आकाश,sky
105,Himmel::N,आसमान,sky
106,Sonne::N,रवि,sun
107,Sonne::N,सूरज,sun
108,Sonne::N,सूर्य,sun
109,Mond::N,चाँद,moon
110,Mond::N,चंद्र,moon
111,Stern::N,तारा,star
112,Stern::N,सितारा,star
113,Luft::N,हवा,air
114,Luft::N,वायु,air
115,Wind::N,पाद,wind
116,Welle::N,लहर,wave
117,Welle::N,तरंग,wave
118,Wasser::N,जल,water
119,Wasser::N,पानी,water
120,Stein::N,पत्थर,stone
121,Boden::N,मिट्टी,soil
122,Boden::N,मिट्टी,ground
123,Erde::N,भूमि,earth
124,Erde::N,ज़मीन,earth
125,Staub::N,धूल,dust
126,Rauch::N,धूआँ,smoke
127,Rauch::N,धुम्र,smoke
128,Funke::N,चिनगारी,spark
129,Funke::N,स्फुलिंग,spark
130,Feuer::N,आग,fire
131,Feuer::N,आतिश,fire
132,Feuer::N,अग्नि,fire
133,Licht::N,रोशनी,light
134,Licht::N,प्रकाश,light
135,Schatten::N,छाया,shadow
136,Schatten::N,परछाई,shadow
137,Wetter::N,ऋतु,weather
138,Wetter::N,मौसम,weather
139,Nebel::N,धुँध,fog
140,Nebel::N,कुहरा,fog
141,Wolke::N,मेघ,cloud
142,Wolke::N,अभ्र,cloud
143,Regen::N,मेंह,rain
144,Regen::N,बारिश,rain
145,Schnee::N,हिम,snow
146,Schnee::N,बर्फ़,snow
147,Eis::N,हिम,ice
148,Eis::N,बर्फ़,ice
149,Frost::N,ठंड,frost
150,Kälte::N,सर्दी,chill
151,Kälte::N,शीतलता,chill
152,Hitze::N,ताप,heat
153,Hitze::N,गरमी,heat
154,Raureif::N,पाला,hoarfrost
155,Regenbogen::N,इंद्र-धनुष,rainbow
156,Donner::N,गरज,thunder
157,Donner::N,मेघ-गर्जन,thunder
158,Strömung::N,बहाव,current
159,Strömung::N,प्रवाह,current
160,Tropfen::N,बूँद,drop
161,Schaum::N,झाग,foam
162,Schmutz::N,गंद,dirt
163,Schmutz::N,कीचड़,dirt
164,See::N,झील,lake
165,See::N,सरोवर,lake
166,Sumpf::N,दलदल,swamp
167,Sumpf::N,धँसान,swamp
168,Moor::N,झाबर,moor
169,Moor::N,धँसान,moor
170,Wiese::N,घास-स्थल,meadow
171,Wald::N,जंगल,forest
172,Hügel::N,टीला,hill
173,Hügel::N,पहाड़,hill
174,Anhöhe::N,टीला,elevation
175,Anhöhe::N,पहाड़ी,elevation
176,Berg::N,पहाड़,mountain
177,Gipfel::N,शिखर,summit
178,Höhle::N,गुहा,cave
179,Höhle::N,गुफ़ा,cave
180,Abhang::N,ढाल,slope
181,Abhang::N,ढलान,slope
182,Quelle::N,चश्मा,source
183,Bach::N,सोता,brook
184,Bach::N,नदिका,brook
185,Fluss::N,नदी,river
186,Fluss::N,सरिता,river
187,Ufer::N,तट,shore
188,Ufer::N,किनारा,shore
189,Küste::N,समुद्र-तट,coast
190,Festland::N,महाद्वीप,land
191,Meer::N,सागर,sea
192,Meer::N,समुद्र,sea
193,Bucht::N,खाड़ी,cove
194,Insel::N,टापू,island
195,Insel::N,द्वीप,island
196,Blume::N,फूल,flower
197,Blume::N,पुष्प,flower
198,Gras::N,घास,grass
199,Wurzel::N,मूल,root
200,Baum::N,पेड़,tree
201,Baum::N,वृक्ष,tree
202,Stamm::N,धड़,trunk
203,Rinde::N,छाल,bark
204,Rinde::N,वल्कल,bark
205,Ast::N,डाल,limb
206,Ast::N,शाखा,limb
207,Zweig::N,टहनी,branch
208,Blatt::N,पत्र,leaf
209,Blatt::N,पत्ता,leaf
210,Birke::N,भूर्ज,birch
211,Kiefer[Baum]::N,पाइन-वृक्ष,pine
212,Weide[Baum]::N,बेंत,willow
213,Tanne::N,फ़र,fir
214,Horn::N,सींग,horn
215,Horn::N,विषाण,horn
216,Feder::N,पर,feather
217,Feder::N,पंख,feather
218,Fell::N,खाल,fur
219,Fell::N,पशु-चर्म,fur
220,Flügel::N,पंख,wing
221,Flügel::N,डैना,wing
222,Klaue::N,पंजा,claw
223,Kralle::N,पंजा,claw
224,Kralle::N,नाख़ून,claw
225,Schwanz::N,पूँछ,tail
226,Ei::N,अंडा,egg
227,Nest::N,नीड़,nest
228,Nest::N,घोंसला,nest
229,Bau::N,बिल,lair
230,Bau::N,माँद,lair
231,Tier::N,पशु,animal
232,Tier::N,जानवर,animal
233,Herde::N,गल्ला,flock
234,Kuh::N,गौ,cow
235,Kuh::N,गाय,cow
236,Bulle::N,साँड़,bull
237,Pferd::N,अश्व,horse
238,Pferd::N,घोड़ा,horse
239,Schaf::N,भेड़,sheep
240,Schwein::N,शूकर,pig
241,Hund::N,श्वान,dog
242,Hund::N,कुत्ता,dog
243,Katze::N,बिल्ली,cat
244,Bär::N,रीछ,bear
245,Bär::N,भालू,bear
246,Eichhörnchen::N,गिलहरी,squirrel
247,Elch::N,एल्क,elk
248,Fuchs::N,लोमड़ी,fox
249,Hase::N,खरहा,hare
250,Hase::N,ख़रगोश,hare
251,Maus::N,मूष,mouse
252,Maus::N,चूहा,mouse
253,Wolf::N,वृक,wolf
254,Wolf::N,भेड़िया,wolf
255,Vogel::N,पक्षी,bird
256,Vogel::N,चिड़िया,bird
257,Schwarm::N,झुंड,swarm
258,Huhn::N,मुर्ग़ी,chicken
259,Hahn::N,मुर्ग़ा,cock
260,Gans::N,हंस,goose
261,Gans::N,हंसिनी,goose
262,Adler::N,उक़ाब,eagle
263,Ente::N,बतख़,duck
264,Ente::N,बत्तक,duck
265,Eule::N,उल्लू,owl
266,Kranich::N,सारस,crane
267,Kranich::N,क्रौंंच,crane
268,Krähe::N,काक,crow
269,Kuckuck::N,कोयल,cuckoo
270,Kuckuck::N,कोकिल,cuckoo
271,Schwan::N,हंस,swan
272,Schwan::N,मराल,swan
273,Fisch::N,मछली,fish
274,Fisch::N,मत्स्य,fish
275,Barsch::N,पर्च,perch
276,Hecht::N,पाइक,pike
277,Schlange[Tier]::N,सर्प,snake
278,Wurm::N,कृमि,worm
279,Wurm::N,कीड़ा,worm
280,Spinne::N,लूता,spider
281,Spinne::N,मकड़ी,spider
282,Ameise::N,चींटी,ant
283,Laus::N,जूँ,louse
284,Mücke::N,डाँस,midge
285,Fliege::N,मक्खी,fly
286,Fliege::N,मक्षिका,fly
287,Schmetterling::N,तितली,butterfly
288,Beere::N,बेरी,berry
289,Apfel::N,सेब,apple
290,Pilz::N,खुंबी,mushroom
291,Zwiebel::N,प्याज़,onion
292,Saat::N,बीज,seed
293,Korn::N,दाना,grain
294,Heu::N,मूखी घास,hay
295,Schale::N,बकला,husk
296,Schale::N,छिलका,husk
297,Grube::N,गड्ढा,pit
298,Falle::N,जाल,trap
299,Falle::N,फँदा,trap
300,Schlinge::N,फँदा,noose
301,Spur::N,सुराग़,track
302,Spur::N,पद-चिह्न,track
303,Asche::N,राख,ashes
304,Dreck::N,मैल,filth
305,Dreck::N,गंदगी,filth
306,Eisen::N,लोहा,iron
307,Gold::N,सोना,gold
308,Gold::N,स्वर्ण,gold
309,Silber::N,रजत,silver
310,Silber::N,चाँदी,silver
311,Kohle::N,कोयला,coal
312,Glas::N,काँच,glass
313,Lehm::N,चिकनी मिट्टी,clay
314,Sand::N,रेत,sand
315,Sand::N,बालू,sand
316,Mensch::N,मानव,human
317,Mensch::N,इनसान,human
318,Mensch::N,मनुष्य,human
319,Mann::N,आदमी,man
320,Mann::N,पुरुष,man
321,Frau::N,औरत,woman
322,Frau::N,महिला,woman
323,Frau::N,स्त्री,woman
324,Kind::N,बाल,child
325,Kind::N,बच्चा,child
326,Junge::N,लड़का,boy
327,Mädchen::N,लड़की,girl
328,Mädchen::N,कुमारी,girl
329,Familie::N,परिवार,family
330,Großvater::N,दादा,grandfather
331,Großmutter::N,नानी,grandmother
332,Eltern::N,माँ-बाप,parents
333,Eltern::N,माता-पिता,parents
334,Vater::N,बाप,father
335,Vater::N,पिता,father
336,Mutter::N,माँ,mother
337,Mutter::N,माता,mother
338,Sohn::N,बेटा,son
339,Sohn::N,पुत्र,son
340,Tochter::N,बेटी,daughter
341,Tochter::N,पुत्री,daughter
342,Bruder::N,भाई,brother
343,Bruder::N,भ्राता,brother
344,Schwester::N,बहन,sister
345,Schwester::N,भगिनी,sister
346,Onkel::N,ताऊ,uncle
347,Onkel::N,काका,uncle
348,Tante::N,बूआ,aunt
349,Tante::N,फूफी,aunt
350,Tante::N,ख़ाला,aunt
351,Ehemann::N,पति,husband
352,Ehemann::N,शौहर,husband
353,Ehefrau::N,बीवी,wife
354,Freude::N,आनंद,joy
355,Freude::N,प्रसन्नता,joy
356,Gelächter::N,हँसी,laughter
357,Gelächter::N,क़हक़हा,laughter
358,Glück::N,आनंद,happiness
359,Glück::N,ख़ुशी,happiness
360,Kummer::N,शोक,grief
361,Kummer::N,दुःख,grief
362,Wunsch::N,इच्छा,wish
363,Wunsch::N,अभिलाषा,wish
364,Lust::N,चाह,desire
365,Lust::N,कामना,desire
366,Geist::N,जान,spirit
367,Geist::N,प्राण,spirit
368,Gedanke::N,विचार,thought
369,Gedächtnis::N,याददाश्त,memory
370,Gedächtnis::N,स्मरण-शक्ति,memory
371,Verstand::N,समझ,mind
372,Verstand::N,अक़्ल,mind
373,Verstand::N,बुद्धि,mind
374,Sinn::N,अर्थ,meaning
375,Grund::N,वजह,reason
376,Grund::N,कारण,reason
377,Wahrheit::N,सत्य,truth
378,Wahrheit::N,सच्चाई,truth
379,Gespräch::N,चर्चा,talk
380,Gespräch::N,वार्ता,talk
381,Gespräch::N,बात-चीत,talk
382,Märchen::N,क़िस्सा,fairy tale
383,Erzählung::N,कथा,story
384,Erzählung::N,कहानी,story
385,Nachricht::N,सूचना,message
386,Nachricht::N,समाचार,message
387,Neuigkeit::N,ख़बर,news
388,Neuigkeit::N,समाचार,news
389,Name::N,नाम,name
390,Rätsel::N,पहेली,puzzle
391,Rede::N,वचन,speech
392,Rede::N,भाषण,speech
393,Sprache::N,भाषा,language
394,Sprache::N,ज़बान,language
395,Stimme::N,स्वर,voice
396,Stimme::N,आवाज़,voice
397,Wort::N,शब्द,word
398,Wort::N,लफ़्ज़,word
399,Zeichen::N,निशान,sign
400,Ruf::N,पुकार,call
401,Ruf::N,आह्वान,call
402,Lärm::N,शोर,noise
403,Lärm::N,हुल्लड़,noise
404,Laut::N,स्वर,sound
405,Laut::N,ध्वनि,sound
406,Ton::N,सुर,tone
407,Ton::N,स्वर,tone
408,Lied::N,गीत,song
409,Ruhe::N,आराम,calm
410,Ruhe::N,ख़ामोशी,calm
411,Leute::N,लोग,people
412,Volk::N,क़ौम,nation
413,Volk::N,प्रजा,nation
414,Arbeit::N,काम,work
415,Gast::N,अतिथि,guest
416,Gast::N,मेहमान,guest
417,Geschenk::N,उपहार,gift
418,Geschenk::N,तोहफ़ा,gift
419,Spiel::N,खेल,game
420,Spiel::N,क्रीड़ा,game
421,Gesellschaft::N,साथ,company
422,Hilfe::N,मदद,help
423,Hilfe::N,सहायता,help
424,Freund::N,मित्र,friend
425,Kamerad::N,साथी,companion
426,Kamerad::N,कामरेड,companion
427,Angelegenheit::N,बात,matter
428,Angelegenheit::N,मामला,matter
429,Anzahl::N,तादाद,count
430,Anzahl::N,संख्या,count
431,Art::N,तरह,sort
432,Art::N,क़िस्म,sort
433,Stück::N,फाँक,piece
434,Stück::N,टुकड़ा,piece
435,Teil::N,भाग,part
436,Teil::N,हिस्सा,part
437,Hälfte::N,अर्धभाग,half
438,Kreis::N,चक्कर,circle
439,Kreuz::N,सलीब,cross
440,Kreuz::N,क्रूस,cross
441,Linie::N,लाइन,line
442,Strich::N,लकीर,stroke
443,Abstand::N,अंतर,gap
444,Abstand::N,फ़ासला,gap
445,Entfernung::N,दूरी,distance
446,Entfernung::N,फ़ासला,distance
447,Gegend::N,इलाक़ा,area
448,Platz::N,जगह,space
449,Platz::N,स्थान,space
450,Ort::N,स्थल,place
451,Ort::N,स्थान,place
452,Seite::N,ओर,side
453,Seite::N,तरफ़,side
454,Mitte::N,बीच,middle
455,Mitte::N,मध्य,middle
456,Gegenstand::N,चीज़,item
457,Gegenstand::N,पदार्थ,item
458,Sache::N,चीज़,thing
459,Sache::N,वस्तु,thing
460,Rand::N,छोर,fringe
461,Rand::N,उपांत,fringe
462,Kante::N,कोर,edge
463,Kante::N,किनारा,edge
464,Ecke::N,कोना,corner
465,Ecke::N,नुक्कड़,corner
466,Spitze::N,नोक,tip
467,Ende::N,छोर,end
468,Ende::N,सिरा,end
469,Loch::N,छेद,hole
470,Loch::N,सूराख़,hole
471,Winkel::N,कोण,angle
472,Winkel::N,कोना,angle
473,Muster::N,नमूना,pattern
474,Muster::N,डिज़ाइन,pattern
475,Größe::N,परिमाण,size
476,Größe::N,विस्तार,size
477,Länge::N,लंबाई,length
478,Höhe::N,ऊँचाई,height
479,Höhe::N,उच्चता,height
480,Gewicht::N,भार,weight
481,Gewicht::N,वज़न,weight
482,Menge::N,मात्रा,amount
483,Haufen::N,ढेर,heap
484,Haufen::N,अंबार,heap
485,Reihe::N,क़तार,row
486,Reihe::N,पंक्ति,row
487,Boot::N,नाव,boat
488,Boot::N,नौका,boat
489,Ruder::N,चप्पू,oar
490,Schlitten::N,बर्फ़-गाड़ी,sleigh
491,Ski::N,स्की,ski
492,Lagerfeuer::N,अलाव,campfire
493,Lagerfeuer::N,कैंप-फ़ायर,campfire
494,Last::N,भार,load
495,Gang::N,चाल,walk
496,Schritt::N,डग,step
497,Schritt::N,क़दम,step
498,Norden::N,उत्तर,north
499,Süden::N,दक्खिन,south
500,Westen::N,पश्चिम,west
501,Osten::N,पूरब,east
502,Holz::N,काठ,wood
503,Holz::N,काष्ठ,wood
504,Brett::N,पटरा,board
505,Brett::N,तख़्ता,board
506,Platte::N,फलक,slab
507,Platte::N,तख़्ता,slab
508,Stütze::N,टेक,bracket
509,Stütze::N,थूनी,bracket
510,Stange::N,छड़,pole
511,Stange::N,बाँस,pole
512,Stock::N,लाठी,stick
513,Stab::N,लग्गा,staff
514,Rohr::N,नल,pipe
515,Haus::N,घर,house
516,Haus::N,मकान,house
517,Heim::N,घर,home
518,Heim::N,गृह,home
519,Ofen::N,चूल्हा,stove
520,Fußboden::N,फ़र्श,floor
521,Tisch::N,मेज़,table
522,Stuhl::N,कुरसी,chair
523,Wiege::N,पालना,cradle
524,Wiege::N,हिंडोला,cradle
525,Bett::N,खाट,bed
526,Bett::N,पलंग,bed
527,Regal::N,शेल्फ़,shelf
528,Kiste::N,पेटी,box
529,Kiste::N,डिब्बा,box
530,Fenster::N,खिड़की,window
531,Tür::N,द्वार,door
532,Tür::N,दरवाज़ा,door
533,Tor::N,फाटक,gate
534,Zaun::N,बाड़ा,fence
535,Dach::N,छत,roof
536,Dach::N,छप्पर,roof
537,Leiter::N,सीढ़ी,ladder
538,Besen::N,झाड़ू,broom
539,Besen::N,बुहारी,broom
540,Spaten::N,कुदाल,spade
541,Schaufel::N,बेलचा,shovel
542,Schaufel::N,फावड़ा,shovel
543,Gabel::N,काँटा,fork
544,Löffel::N,चम्मच,spoon
545,Messer::N,छुरा,knife
546,Messer::N,चाक़ू,knife
547,Nagel::N,कील,nail
548,Nagel::N,मेख़,nail
549,Netz::N,जाल,net
550,Haken::N,अंकुश,hook
551,Griff::N,मूठ,handle
552,Griff::N,हत्था,handle
553,Schloss::N,ताला,lock
554,Bild::N,चित्र,picture
555,Figur::N,मूर्ति,figure
556,Puppe::N,पुतली,doll
557,Puppe::N,गुड़िया,doll
558,Beutel::N,झोला,pouch
559,Bündel::N,पुलिंदा,bundle
560,Tasche::N,बेग,bag
561,Tasche::N,बस्ता,bag
562,Eimer::N,बाल्टी,bucket
563,Deckel::N,ढक्कन,cover
564,Geschirr::N,बरतन-भाँड़े,dishes
565,Sack::N,बोरा,sack
566,Tasse::N,प्याला,cup
567,Topf::N,देग़चा,pot
568,Kessel::N,देग़,kettle
569,Kessel::N,बटलोई,kettle
570,Essen::N,खाना,meal
571,Nahrung::N,भोजन,food
572,Speise::N,खाना,dish
573,Speise::N,व्यंजन,dish
574,Fleisch::N,मांस,meat
575,Fleisch::N,गोश्त,meat
576,Getreide::N,अनाज,corn
577,Brei::N,भरता,mush
578,Brei::N,दलिया,mush
579,Brot::N,रोटी,bread
580,Scheibe::N,कतला,slice
581,Fett::N,वसा,fat
582,Fett::N,चरबी,fat
583,Butter::N,मक्खन,butter
584,Öl::N,तेल,oil
585,Salz::N,नमक,salt
586,Suppe::N,सूप,soup
587,Suppe::N,शोरबा,soup
588,Honig::N,शहद,honey
589,Milch::N,दूध,milk
590,Tee::N,चाय,tea
591,Leder::N,चमड़ा,leather
592,Wolle::N,ऊन,wool
593,Stoff::N,कपड़ा,cloth
594,Nadel::N,सूई,needle
595,Faden::N,डोरा,thread
596,Knopf::N,बटन,button
597,Knopf::N,घुंडी,button
598,Knoten::N,गाँठ,knot
599,Knoten::N,गुत्थी,knot
600,Farbe::N,रंग,paint
601,Farbe::N,वर्ण,paint
602,Kleidung::N,पहनावा,clothes
603,Hemd::N,कुरता,shirt
604,Hemd::N,क़मीज़,shirt
605,Kragen::N,गरदनी,collar
606,Kragen::N,गरेबान,collar
607,Ärmel::N,आस्तीन,sleeve
608,Hose::N,पैंट,trousers
609,Hose::N,पतलून,trousers
610,Gürtel::N,पेटी,belt
611,Gürtel::N,मेखला,belt
612,Mütze::N,टोपी,cap
613,Schuh::N,जूता,shoe
614,Stiefel::N,बूट,boot
615,Ring::N,अँगूठी,ring
616,Band::N,पट्टी,ribbon
617,Kamm::N,कंघी,comb
618,Spiegel::N,आईना,mirror
619,Spiegel::N,दर्पण,mirror
620,Riemen::N,तसमा,strap
621,Riemen::N,पट्टा,strap
622,Schnur::N,डोरी,string
623,Schnur::N,सुतली,string
624,Leine::N,रस्सी,leash
625,Decke::N,रज़ाई,blanket
626,Kissen::N,तकिया,pillow
627,Kissen::N,गाद्दा,pillow
628,Tuch::N,रूमाल,scarf
629,Tuch::N,वस्त्र,scarf
630,Handtuch::N,अँगोछा,towel
631,Kraft::N,ज़ोर,force
632,Kraft::N,शक्ति,force
633,Stärke::N,बल,strength
634,Stärke::N,ताक़त,strength
635,Gesundheit::N,स्वास्थ्य,health
636,Gesundheit::N,तंदुरुस्ती,health
637,Krankheit::N,रोग,illness
638,Krankheit::N,बीमारी,illness
639,Schmerz::N,दर्द,pain
640,Schmerz::N,पीड़ा,pain
641,Wunde::N,घाव,wound
642,Wunde::N,ज़ख़्म,wound
643,Fieber::N,ज्वर,fever
644,Fieber::N,बुख़ार,fever
645,Arznei::N,दवा,medicine
646,Arznei::N,औषाधि,medicine
647,Brücke::N,पुल,bridge
648,Brücke::N,सेतु,bridge
649,Brunnen::N,कुआँ,well
650,Weide::N,चरागाह,pasture
651,Pfad::N,पथ,path
652,Pfad::N,पगडंडी,path
653,Weg::N,मार्ग,way
654,Straße::N,राह,road
655,Straße::N,रास्ता,road
656,Dorf::N,गाँव,village
657,Dorf::N,ग्राम,village
658,Stadt::N,शहर,town
659,Brief::N,ख़त,letter
660,Brief::N,पत्र,letter
661,Brief::N,चिट्ठी,letter
662,Buch::N,किताब,book
663,Buch::N,पुस्तक,book
664,Buchstabe::N,अक्षर,character
665,Zeitung::N,अख़बार,newspaper
666,Zeitung::N,समाचार-पत्र,newspaper
667,Leben::N,जीवन,life
668,Leben::N,ज़िंदगी,life
669,Tod::N,मौत,death
670,Tod::N,मृत्यु,death
671,Grab::N,क़ब्र,grave
672,Kirche::N,चर्च,church
673,Kirche::N,गिरजा,church
674,Sünde::N,पाप,sin
675,Sünde::N,गुनाह,sin
676,Gott::N,देव,god
677,Gott::N,ईश्वर,god
678,Arbeiter::N,मज़दूर,worker
679,Chef::N,अध्यक्ष,boss
680,Meister::N,शिल्पज्ञ,master
681,Arzt::N,वैद्य,doctor
682,Arzt::N,डॉक्टर,doctor
683,Arzt::N,चिकित्सक,doctor
684,Lehrer::N,शिक्षक,teacher
685,Lehrer::N,अध्यापक,teacher
686,Geld::N,धन,money
687,Geld::N,पैसा,money
688,Geschäft::N,सौदा,business
689,Geschäft::N,व्यापार,business
690,Laden::N,दुकान,shop
691,Preis::N,दाम,price
692,Preis::N,मूल्य,price
693,Ware::N,माल,ware
694,Ware::N,पण्य,ware
695,Nutzen::N,लाभ,profit
696,Nutzen::N,फ़ायदा,profit
697,Reichtum::N,धन,wealth
698,Reichtum::N,दौलत,wealth
699,Welt::N,विश्व,world
700,Welt::N,दुनिया,world
701,Land::N,देश,country
702,Land::N,मुल्क,country
703,Staat::N,राज्य,state
704,Staat::N,राष्ट्र,state
705,König::N,राजा,king
706,König::N,बादशाह,king
707,Macht::N,शासन,power
708,Macht::N,सत्ता,power
709,Grenze::N,सरहद,border
710,Krieg::N,जंग,war
711,Krieg::N,युद्ध,war
712,Feind::N,शत्रु,enemy
713,Feind::N,दुश्मन,enemy
714,Gewalt::N,हिंसा,violence
715,Kampf::N,लड़ाई,fight
716,Kampf::N,संघर्ष,fight
717,Bogen[Waffe]::N,कमान,bow
718,Pfeil::N,बान,arrow
719,Gewehr::N,बंदूक़,gun
720,Fehler::N,भूल,mistake
721,Fehler::N,ग़लती,mistake
722,Lüge::N,झूठ,lie
723,Lüge::N,असत्य,lie
724,Schaden::N,हानि,damage
725,Schaden::N,नुक़सान,damage
726,Unglück::N,मुसीबत,misfortune
727,Unglück::N,विपात्ति,misfortune
728,Schuld::N,दोष,fault
729,Schuld::N,क़सूर,fault
730,Alter::N,आयु,age
731,Alter::N,उम्र,age
732,Schluss::N,अंत,conclusion
733,Schluss::N,समाप्ति,conclusion
734,Zeit::N,काल,time
735,Zeit::N,वक़्त,time
736,Tag::N,दिन,day
737,Tag::N,रोज़,day
738,Morgen::N,सुबह,morning
739,Mittag::N,दोपहर,noon
740,Mittag::N,मध्याह्न,noon
741,Abend::N,शाम,evening
742,Abend::N,संध्या,evening
743,Nacht::N,रात,night
744,Nacht::N,रात्रि,night
745,Woche::N,हफ़्ता,week
746,Monat::N,मास,month
747,Monat::N,महीना,month
748,Jahr::N,बरस,year
749,Jahr::N,वर्ष,year
750,Frühling::N,वसंत,spring
751,Sommer::N,गरमी,summer
752,Sommer::N,ग्रीष्म,summer
753,Herbst::N,शरत्,autumn
754,Herbst::N,पतझड़,autumn
755,Winter::N,जाड़ा,winter
756,Winter::N,सर्दियाँ,winter
757,Januar::N,जनवरी,January
758,Februar::N,फ़रवरी,February
759,März::N,मार्च,March
760,April::N,अप्रैल,April
761,Mai::N,मई,May
762,Juni::N,जून,June
763,Juli::N,जुलाई,July
764,August::N,अगस्त,August
765,September::N,सितंबर,September
766,Oktober::N,अक्तूबर,October
767,November::N,नवंबर,November
768,Dezember::N,दिसंबर,December
769,Montag::N,पीर,Monday
770,Montag::N,सोमवार,Monday
771,Dienstag::N,मंगलवार,Tuesday
772,Mittwoch::N,बुधवार,Wednesday
773,Donnerstag::N,गुरुवार,Thursday
774,Donnerstag::N,बृहस्पतिवार,Thursday
775,Freitag::N,शुक्रवार,Friday
776,Samstag::N,सनीचर,Saturday
777,Samstag::N,शनिवार,Saturday
778,Sonntag::N,इतवार,Sunday
779,Sonntag::N,रविवार,Sunday
780,groß::A,बड़ा,big
781,klein::A,कम,little
782,klein::A,छोटा,little
783,lang::A,लंबा,long
784,lang::A,दीर्घ,long
785,kurz::A,लधु,short
786,kurz::A,छोटा,short
787,breit::A,चौड़ा,wide
788,schmal::A,तंग,narrow
789,schmal::A,सँकरा,narrow
790,dicht::A,सघन,dense
791,dick[Gegenstand]::A,मोटा,thick
792,dünn::A,महीन,thin
793,dünn::A,बारीक,thin
794,fein::A,कोमल,delicate
795,fein::A,सूक्ष्म,delicate
796,fest::A,दृढ़,firm
797,fest::A,मज़बूत,firm
798,flach::A,चपटा,flat
799,glatt::A,चौरस,smooth
800,glatt::A,चिकना,smooth
801,hart::A,कठोर,hard
802,hart::A,सख़्त,hard
803,weich::A,नरम,soft
804,weich::A,मुलायम,soft
805,rund::A,गोल,round
806,rund::A,वर्तुल,round
807,spitz::A,नुकीला,pointed
808,scharf::A,पैना,sharp
