,Concept_ID,mdf,lv
158,Wasser::N,ведь,ūdens
159,Stein::N,кев,из
160,Stein::N,кев,akmens
161,Boden::N,мода,му
162,Boden::N,мода,augsne
163,Boden::N,потмакс,му
164,Boden::N,потмакс,augsne
165,Erde::N,мода,му
166,Erde::N,мода,му-ва
167,Erde::N,мода,zeme
168,Erde::N,мастор,му
169,Erde::N,мастор,му-ва
170,Erde::N,мастор,zeme
171,Staub::N,пуль,бус
172,Staub::N,пуль,putekļi
173,Rauch::N,качам,тшын
174,Rauch::N,качам,dūmi
175,Funke::N,ця́тка,кинь
176,Funke::N,ця́тка,би кинь
177,Funke::N,ця́тка,dzirkstele
178,Feuer::N,тол,би
179,Feuer::N,тол,uguns
180,Licht::N,ва́лда,югӧр
181,Licht::N,ва́лда,gaisma
182,Schatten::N,цильф,вуджӧр
183,Schatten::N,цильф,ēna
184,Wetter::N,уша,поводдя
185,Wetter::N,уша,laiks
186,Nebel::N,тума́н,ру
187,Nebel::N,тума́н,онь
188,Nebel::N,тума́н,migla
189,Wolke::N,ковол,кымӧр
190,Wolke::N,ковол,mākonis
191,Regen::N,пизем,зэр
192,Regen::N,пизем,lietus
193,Schnee::N,лов,лым
194,Schnee::N,лов,sniegs
195,Eis::N,эй,йи
196,Eis::N,эй,ledus
197,Frost::N,ке́льме,кӧдзыд
198,Frost::N,ке́льме,sals
199,Kälte::N,якшама,кӧдзыд
200,Kälte::N,якшама,saltums
201,Kälte::N,якшама,aukstums
202,Hitze::N,пси,пӧсь
203,Hitze::N,пси,гожӧд
204,Hitze::N,пси,karstums
205,Raureif::N,леш,пуж
206,Raureif::N,леш,гыӧр
207,Raureif::N,леш,sarma
208,Regenbogen::N,а́тямъёнга,ӧшкамӧшка
209,Regenbogen::N,а́тямъёнга,varavīksne
210,Donner::N,атям,гым
211,Donner::N,атям,pērkons
212,Strömung::N,шудема́,ва ныр
213,Strömung::N,шудема́,визувтӧм
214,Strömung::N,шудема́,straume
215,Strömung::N,шудема́,strāvojums
216,Tropfen::N,путькс,войт
217,Tropfen::N,путькс,lāse
218,Tropfen::N,пътняфкс,войт
219,Tropfen::N,пътняфкс,lāse
220,Schaum::N,шов,быг
221,Schaum::N,шов,быгзьӧм
222,Schaum::N,шов,putas
223,Schmutz::N,ърда́з,няйт
224,Schmutz::N,ърда́з,dubļi
225,See::N,эрьхке,ты
226,See::N,эрьхке,ezers
227,Sumpf::N,шяй,гыбад
228,Sumpf::N,шяй,кад
229,Sumpf::N,шяй,dumbrājs
230,Sumpf::N,шяй,staignājs
231,Moor::N,шяй,нюр
232,Moor::N,шяй,purvs
233,Moor::N,шяй,muklājs
234,Wiese::N,луга,видз
235,Wiese::N,луга,pļava
236,Wald::N,вирь,вӧр
237,Wald::N,вирь,mežs
238,Hügel::N,губо́р,дзиб
239,Hügel::N,губо́р,мыльк
240,Hügel::N,губо́р,нӧрыс
241,Hügel::N,губо́р,paugurs
242,Hügel::N,пандоня,дзиб
243,Hügel::N,пандоня,мыльк
244,Hügel::N,пандоня,нӧрыс
245,Hügel::N,пандоня,paugurs
246,Anhöhe::N,губо́р,мыльк
247,Anhöhe::N,губо́р,нӧрыс
248,Anhöhe::N,губо́р,paugurs
249,Berg::N,панда,чой
250,Berg::N,панда,керӧс
251,Berg::N,панда,kalns
252,Gipfel::N,пря,чук
253,Gipfel::N,пря,virsotne
254,Höhle::N,у́нда,рудӧг
255,Höhle::N,у́нда,ala
256,Abhang::N,па́нда ша́ма,ньывк
257,Abhang::N,па́нда ша́ма,бокша
258,Abhang::N,па́нда ша́ма,nogāze
259,Quelle::N,эшиня,ӧшмӧс
260,Quelle::N,эшиня,avots
261,Bach::N,шудерькс,шор
262,Bach::N,шудерькс,urga
263,Bach::N,шудерькс,strauts
264,Fluss::N,ляй,ю
265,Fluss::N,ляй,upe
266,Ufer::N,търва́,вадор
267,Ufer::N,търва́,krasts
268,Küste::N,ляйтърва́,вадор
269,Küste::N,ляйтърва́,piekraste
270,Festland::N,мода,му
271,Festland::N,мода,sauszeme
272,Meer::N,моря,саридз
273,Meer::N,моря,jūra
274,Bucht::N,ведьуське,куръя
275,Bucht::N,ведьуське,līcis
276,Insel::N,цёнга,ді
277,Insel::N,цёнга,sala
278,Blume::N,панчф,дзоридз
279,Blume::N,панчф,puķe
280,Blume::N,панчф,zieds
281,Gras::N,тише,турун
282,Gras::N,тише,zāle
283,Wurzel::N,юр,вуж
284,Wurzel::N,юр,sakne
285,Wurzel::N,ункс,вуж
286,Wurzel::N,ункс,sakne
287,Baum::N,шуфта,пу
288,Baum::N,шуфта,koks
289,Stamm::N,ро́нга,пучер
290,Stamm::N,ро́нга,stumbrs
291,Rinde::N,кер,кырсь
292,Rinde::N,кер,miza
293,Ast::N,морга,ув
294,Ast::N,морга,zars
295,Zweig::N,тарад,вож
296,Zweig::N,тарад,nozare
297,Blatt::N,лопа,кор
298,Blatt::N,лопа,lapa
299,Birke::N,ке́лу,кыдз
300,Birke::N,ке́лу,bērzs
301,Kiefer[Baum]::N,пиче,пожӧм
302,Kiefer[Baum]::N,пиче,priede
303,Weide[Baum]::N,каль,бадь
304,Weide[Baum]::N,каль,kārkls
305,Tanne::N,куз,коз
306,Tanne::N,куз,egle
307,Horn::N,сюра,сюр
308,Horn::N,сюра,rags
309,Feder::N,толга,гӧн
310,Feder::N,толга,тывборд
311,Feder::N,толга,spalva
312,Fell::N,кедь,ку
313,Fell::N,кедь,āda
314,Flügel::N,паця,борд
315,Flügel::N,паця,spārns
316,Klaue::N,кенже,гыж
317,Klaue::N,кенже,nags
318,Kralle::N,кенже,гыж
319,Kralle::N,кенже,nags
320,Schwanz::N,пула,бӧж
321,Schwanz::N,пула,ļipa
322,Ei::N,ал,кольк
323,Ei::N,ал,ola
324,Nest::N,пиза,поз
325,Nest::N,пиза,ligzda
326,Bau::N,пиза,горс
327,Bau::N,пиза,пырмӧс
328,Bau::N,пиза,гу
329,Bau::N,пиза,ala
330,Tier::N,жува́та,пемӧс
331,Tier::N,жува́та,dzīvnieks
332,Herde::N,нал,стада
333,Herde::N,нал,кельӧб
334,Herde::N,нал,ganāmpulks
335,Herde::N,стада,стада
336,Herde::N,стада,кельӧб
337,Herde::N,стада,ganāmpulks
338,Kuh::N,скал,мӧс
339,Kuh::N,скал,govs
340,Kuh::N,тракс,мӧс
341,Kuh::N,тракс,govs
342,Bulle::N,бука,ӧш
343,Bulle::N,бука,bullis
344,Pferd::N,лишме,вӧв
345,Pferd::N,лишме,zirgs
346,Schaf::N,уча́,ыж
347,Schaf::N,уча́,aita
348,Schwein::N,тува,порсь
349,Schwein::N,тува,cūka
350,Hund::N,пине,пон
351,Hund::N,пине,suns
352,Katze::N,катоня,кань
353,Katze::N,катоня,kaķis
354,Katze::N,аваката,кань
355,Katze::N,аваката,kaķis
356,Bär::N,офта,ош
357,Bär::N,офта,lācis
358,Eichhörnchen::N,ур,ур
359,Eichhörnchen::N,ур,vāvere
360,Elch::N,ся́рда,йӧра
361,Elch::N,ся́рда,alnis
362,Fuchs::N,келазь,руч
363,Fuchs::N,келазь,lapsa
364,Hase::N,ну́мол,кӧч
365,Hase::N,ну́мол,zaķis
366,Maus::N,шеер,шыр
367,Maus::N,шеер,pele
368,Wolf::N,върьгаз,кӧин
369,Wolf::N,върьгаз,vilks
370,Vogel::N,нармонь,кай
371,Vogel::N,нармонь,лэбач
372,Vogel::N,нармонь,putns
373,Schwarm::N,ко́вол,чукӧр
374,Schwarm::N,ко́вол,spiets
375,Schwarm::N,ме́швеле,чукӧр
376,Schwarm::N,ме́швеле,spiets
377,Huhn::N,сараз,курӧг
378,Huhn::N,сараз,vista
379,Hahn::N,а́тякш,петук
380,Hahn::N,а́тякш,gailis
381,Gans::N,маци,дзодзӧг
382,Gans::N,маци,zoss
383,Adler::N,куцькан,кутш
384,Adler::N,куцькан,ērglis
385,Ente::N,яксярга,утка
386,Ente::N,яксярга,pīle
387,Eule::N,ко́рож,сюзь
388,Eule::N,ко́рож,pūce
389,Kranich::N,ка́рга,тури
390,Kranich::N,ка́рга,dzērve
391,Krähe::N,ва́рси,рака
392,Krähe::N,ва́рси,vārna
393,Kuckuck::N,ку́ку,кӧк
394,Kuckuck::N,ку́ку,dzeguze
395,Schwan::N,ло́ксти,юсь
396,Schwan::N,ло́ксти,gulbis
397,Fisch::N,кал,чери
398,Fisch::N,кал,zivs
399,Barsch::N,о́кунь,ёкыш
400,Barsch::N,о́кунь,asaris
401,Hecht::N,щу́ка,сир
402,Hecht::N,щу́ка,līdaka
403,Schlange[Tier]::N,куй,кый
404,Schlange[Tier]::N,куй,čūska
405,Wurm::N,сукс,номыр
406,Wurm::N,сукс,tārps
407,Spinne::N,унжа́,черань
408,Spinne::N,унжа́,zirneklis
409,Ameise::N,панжам,кодзувкот
410,Ameise::N,панжам,skudra
411,Laus::N,си,той
412,Laus::N,си,uts
413,Mücke::N,ся́ське,ном
414,Mücke::N,ся́ське,ods
415,Fliege::N,кару,гут
416,Fliege::N,кару,muša
417,Schmetterling::N,ме́лав,бобув
418,Schmetterling::N,ме́лав,tauriņš
419,Beere::N,и́мож,тусь
420,Beere::N,и́мож,вотӧс
421,Beere::N,и́мож,oga
422,Apfel::N,марь,яблӧг
423,Apfel::N,марь,ābols
424,Pilz::N,панга,тшак
425,Pilz::N,панга,sēne
426,Zwiebel::N,шурьхкя́,луккок
427,Zwiebel::N,шурьхкя́,йӧнгыль
428,Zwiebel::N,шурьхкя́,sīpols
429,Saat::N,видьмот,тусь
430,Saat::N,видьмот,кӧйдыс
431,Saat::N,видьмот,sēkla
432,Korn::N,сёра,тусь
433,Korn::N,сёра,grauds
434,Heu::N,тише,турун
435,Heu::N,тише,siens
436,Schale::N,кедь,кор
437,Schale::N,кедь,čaula
438,Schale::N,кедь,čaumala
439,Grube::N,лотка,гу
440,Grube::N,лотка,bedre
441,Falle::N,туфкс,лэч
442,Falle::N,туфкс,slazds
443,Falle::N,туфкс,lamatas
444,Falle::N,кунда́ма,лэч
445,Falle::N,кунда́ма,slazds
446,Falle::N,кунда́ма,lamatas
447,Schlinge::N,килькш,лэч
448,Schlinge::N,килькш,cilpa
449,Spur::N,пильгоки́,туй
450,Spur::N,пильгоки́,pēda
451,Asche::N,кулу,пӧм
452,Asche::N,кулу,pelni
453,Dreck::N,ърда́з,няйт
454,Dreck::N,ърда́з,dubļi
455,Eisen::N,кшни,кӧрт
456,Eisen::N,кшни,dzelzs
457,Gold::N,ока,зарни
458,Gold::N,ока,zelts
459,Gold::N,золота,зарни
460,Gold::N,золота,zelts
461,Silber::N,сия́,эзысь
462,Silber::N,сия́,sudrabs
463,Kohle::N,седь,шом
464,Kohle::N,седь,ogle
465,Kohle::N,седьвальмя,шом
466,Kohle::N,седьвальмя,ogle
467,Glas::N,кля́нцек,стеклӧ
468,Glas::N,кля́нцек,stikls
469,Lehm::N,сёвонь,сёй
470,Lehm::N,сёвонь,māls
471,Sand::N,шува́р,лыа
472,Sand::N,шува́р,smiltis
473,Mensch::N,ломань,морт
474,Mensch::N,ломань,cilvēks
475,Mann::N,аля,аймӧрт
476,Mann::N,аля,мужичӧй
477,Mann::N,аля,vīrietis
478,Mann::N,цёраломань,аймӧрт
479,Mann::N,цёраломань,мужичӧй
480,Mann::N,цёраломань,vīrietis
481,Frau::N,ава,ань
482,Frau::N,ава,нывбаба
483,Frau::N,ава,sieviete
484,Kind::N,идь,кага
485,Kind::N,идь,bērns
486,Kind::N,шаба,кага
487,Kind::N,шаба,bērns
488,Junge::N,цёраня,пи
489,Junge::N,цёраня,zēns
490,Junge::N,цёраня,puika
491,Junge::N,цёраня,puisis
492,Mädchen::N,стирня́,ныв
493,Mädchen::N,стирня́,meiča
494,Mädchen::N,стирня́,skuķis
495,Mädchen::N,стирня́,meitene
496,Familie::N,тнал,семья
497,Familie::N,тнал,ģimene
498,Familie::N,семья,семья
499,Familie::N,семья,ģimene
500,Großvater::N,атя,пӧль
501,Großvater::N,атя,vecaistēvs
502,Großvater::N,щя́тя,пӧль
503,Großvater::N,щя́тя,vecaistēvs
504,Großmutter::N,баба,баб
505,Großmutter::N,баба,vecāmāte
506,Eltern::N,тя́дят-а́лят,ай-мам
507,Eltern::N,тя́дят-а́лят,бать-мам
508,Eltern::N,тя́дят-а́лят,vecāki
509,Vater::N,аля,бать
510,Vater::N,аля,ай
511,Vater::N,аля,tēvs
512,Mutter::N,ава,мам
513,Mutter::N,ава,māte
514,Mutter::N,тядя,мам
515,Mutter::N,тядя,māte
516,Sohn::N,цёра,пи
517,Sohn::N,цёра,dēls
518,Tochter::N,стирь,ныв
519,Tochter::N,стирь,meita
520,Bruder::N,дуган,вок
521,Bruder::N,дуган,brālis
522,Bruder::N,пяльне,вок
523,Bruder::N,пяльне,brālis
524,Schwester::N,ака,чой
525,Schwester::N,ака,māsa
526,Schwester::N,сазор,чой
527,Schwester::N,сазор,māsa
528,Onkel::N,оця,дядь
529,Onkel::N,оця,tēvocis
530,Onkel::N,патя,дядь
531,Onkel::N,патя,tēvocis
532,Onkel::N,щеня́,дядь
533,Onkel::N,щеня́,tēvocis
534,Tante::N,ака,тьӧт
535,Tante::N,ака,tante
536,Tante::N,щака,тьӧт
537,Tante::N,щака,tante
538,Ehemann::N,мирде,верӧс
539,Ehemann::N,мирде,vīrs
540,Ehefrau::N,ърьвя́,гӧтыр
541,Ehefrau::N,ърьвя́,sieva
542,Freude::N,ке́нярдема,радлун
543,Freude::N,ке́нярдема,prieks
544,Gelächter::N,рахсема,серам
545,Gelächter::N,рахсема,smiekli
546,Glück::N,паваз,шуд
547,Glück::N,паваз,laime
548,Kummer::N,ризф,шог
549,Kummer::N,ризф,bēdas
550,Kummer::N,ризф,raizes
551,Kummer::N,пичефкс,шог
552,Kummer::N,пичефкс,bēdas
553,Kummer::N,пичефкс,raizes
554,Wunsch::N,мяль,кӧсйӧм
555,Wunsch::N,мяль,vēlme
556,Wunsch::N,мяль,vēlējums
557,Wunsch::N,таколдома,кӧсйӧм
558,Wunsch::N,таколдома,vēlme
559,Wunsch::N,таколдома,vēlējums
560,Lust::N,таколдома,кыскӧм
561,Lust::N,таколдома,радейтӧм
562,Lust::N,таколдома,kāre
563,Geist::N,вайме,лов
564,Geist::N,вайме,gars
565,Gedanke::N,мяль,мӧвп
566,Gedanke::N,мяль,doma
567,Gedächtnis::N,прявий,паметь
568,Gedächtnis::N,прявий,atmiņa
569,Verstand::N,прявий,вежӧр
570,Verstand::N,прявий,prāts
571,Sinn::N,ён,мог
572,Sinn::N,ён,вежӧртас
573,Sinn::N,ён,nozīme
574,Grund::N,туфта́л,помка
575,Grund::N,туфта́л,pamats
576,Grund::N,туфта́л,iemesls
577,Wahrheit::N,ви́де,збыль
578,Wahrheit::N,ви́де,збыльтор
579,Wahrheit::N,ви́де,taisnība
580,Wahrheit::N,ви́де,patiesība
581,Wahrheit::N,видеши́,збыль
582,Wahrheit::N,видеши́,збыльтор
583,Wahrheit::N,видеши́,taisnība
584,Wahrheit::N,видеши́,patiesība
585,Gespräch::N,корхтама,сёрни
586,Gespräch::N,корхтама,saruna
587,Märchen::N,ёфкс,мойд
588,Märchen::N,ёфкс,pasaka
589,Erzählung::N,азкс,висьт
590,Erzählung::N,азкс,stāsts
591,Erzählung::N,азкс,nostāsts
592,Nachricht::N,куля́,юӧртӧм
593,Nachricht::N,куля́,ziņa
594,Neuigkeit::N,куля́,выльтор
595,Neuigkeit::N,куля́,jaunums
596,Name::N,лем,ним
597,Name::N,лем,vārds
598,Rätsel::N,со́дама ёфкс,нӧдкыв
599,Rätsel::N,со́дама ёфкс,mīkla
600,Rede::N,вал,сёрни
601,Rede::N,вал,runa
602,Rede::N,корхтама,сёрни
603,Rede::N,корхтама,runa
604,Sprache::N,кяль,кыв
605,Sprache::N,кяль,valoda
606,Stimme::N,вайгяль,гӧлӧс
607,Stimme::N,вайгяль,вом шы
608,Stimme::N,вайгяль,balss
609,Wort::N,вал,кыв
610,Wort::N,вал,vārds
611,Zeichen::N,тя́ште,пас
612,Zeichen::N,тя́ште,zīme
613,Zeichen::N,тя́штькс,пас
614,Zeichen::N,тя́штькс,zīme
615,Ruf::N,тердема,чукӧстчӧм
616,Ruf::N,тердема,корӧм
617,Ruf::N,тердема,sauciens
618,Lärm::N,гайф,шы
619,Lärm::N,гайф,зык
620,Lärm::N,гайф,зычитӧм
621,Lärm::N,гайф,troksnis
622,Lärm::N,жалакодома,шы
623,Lärm::N,жалакодома,зык
624,Lärm::N,жалакодома,зычитӧм
625,Lärm::N,жалакодома,troksnis
626,Laut::N,вайгяль,шы
627,Laut::N,вайгяль,skaņa
628,Ton::N,вайгяль,шы
629,Ton::N,вайгяль,tonis
630,Lied::N,мора,сьылан
631,Lied::N,мора,сьыланкыв
632,Lied::N,мора,dziesma
633,Ruhe::N,сетьме,чӧв
634,Ruhe::N,сетьме,miers
635,Leute::N,ломатть,йӧз
636,Leute::N,ломатть,войтыр
637,Leute::N,ломатть,ļaudis
638,Leute::N,ломатть,cilvēki
639,Volk::N,наро́д,йӧз
640,Volk::N,наро́д,войтыр
641,Volk::N,наро́д,tauta
642,Arbeit::N,тев,удж
643,Arbeit::N,тев,darbs
644,Gast::N,и́нжи,гӧсть
645,Gast::N,и́нжи,viešņa
646,Gast::N,и́нжи,ciemiņš
647,Gast::N,ко́нак,гӧсть
648,Gast::N,ко́нак,viešņa
649,Gast::N,ко́нак,ciemiņš
650,Geschenk::N,казне,козин
651,Geschenk::N,казне,dāvana
652,Spiel::N,налхкома,ворсан
653,Spiel::N,налхкома,rotaļa
654,Spiel::N,налхксема,ворсан
655,Spiel::N,налхксема,rotaļa
656,Gesellschaft::N,кружок,котыр
657,Gesellschaft::N,кружок,biedrība
658,Gesellschaft::N,кружок,kompānija
659,Hilfe::N,лездома,отсӧг
660,Hilfe::N,лездома,palīdzība
661,Freund::N,я́лга,ёрт
662,Freund::N,я́лга,draugs
663,Kamerad::N,я́лга,ёрт
664,Kamerad::N,я́лга,biedrs
665,Angelegenheit::N,тев,мог
666,Angelegenheit::N,тев,делӧ
667,Angelegenheit::N,тев,darīšana
668,Anzahl::N,лувкс,лыд
669,Anzahl::N,лувкс,тшӧт
670,Anzahl::N,лувкс,skaits
671,Anzahl::N,лувкс,daudzums
672,Art::N,вид,сикас
673,Art::N,вид,suga
674,Art::N,вид,šķira
675,Stück::N,пакш,тор
676,Stück::N,пакш,gabals
677,Teil::N,часть,юкӧн
678,Teil::N,часть,daļa
679,Teil::N,пялькс,юкӧн
680,Teil::N,пялькс,daļa
681,Hälfte::N,пяле,пӧв
682,Hälfte::N,пяле,джын
683,Hälfte::N,пяле,puse
684,Kreis::N,шаркс,кытш
685,Kreis::N,шаркс,aplis
686,Kreis::N,шаркс,riņķis
687,Kreuz::N,крёз,перна
688,Kreuz::N,крёз,крест
689,Kreuz::N,крёз,krusts
690,Linie::N,межа,визь
691,Linie::N,межа,līnija
692,Linie::N,китькс,визь
693,Linie::N,китькс,līnija
694,Strich::N,межа,визь
695,Strich::N,межа,svītra
696,Abstand::N,ётка,кост
697,Abstand::N,ётка,коласт
698,Abstand::N,ётка,atstarpe
699,Entfernung::N,ётка,ылна
700,Entfernung::N,ётка,attālums
701,Entfernung::N,ётка,atstatums
702,Gegend::N,ва́ста,му-ва
703,Gegend::N,ва́ста,apvidus
704,Gegend::N,ва́ста,apgabals
705,Gegend::N,перьфпя́ль,му-ва
706,Gegend::N,перьфпя́ль,apvidus
707,Gegend::N,перьфпя́ль,apgabals
708,Platz::N,ва́ста,ылдӧс
709,Platz::N,ва́ста,йир
710,Platz::N,ва́ста,гӧгӧртас
711,Platz::N,ва́ста,vieta
712,Ort::N,ва́ста,ин
713,Ort::N,ва́ста,места
714,Ort::N,ва́ста,vieta
715,Seite::N,пяле,бок
716,Seite::N,пяле,ӧтарладор
717,Seite::N,пяле,sāns
718,Mitte::N,кучка́,шӧр
719,Mitte::N,кучка́,vidus
720,Gegenstand::N,веща,кӧлуй
721,Gegenstand::N,веща,priekšmets
722,Sache::N,тев,добра
723,Sache::N,тев,lieta
724,Sache::N,веща,добра
725,Sache::N,веща,lieta
726,Rand::N,пе,дор
727,Rand::N,пе,mala
728,Rand::N,пе,apmale
729,Kante::N,и́рдез,дор
730,Kante::N,и́рдез,šķautne
731,Ecke::N,ужа,пельӧс
732,Ecke::N,ужа,kakts
733,Ecke::N,ужа,stūris
734,Spitze::N,пря,йыв
735,Spitze::N,пря,smaile
736,Spitze::N,пря,galotne
737,Ende::N,пе,пом
738,Ende::N,пе,gals
739,Ende::N,пе,uzgalis
740,Loch::N,варя,розь
741,Loch::N,варя,caurums
742,Winkel::N,ужа,пельӧс
743,Winkel::N,ужа,leņķis
744,Muster::N,сёрма,сер
745,Muster::N,сёрма,piemērs
746,Größe::N,серь,ыджда
747,Größe::N,серь,lielums
748,Länge::N,кува́лма,кузьта
749,Länge::N,кува́лма,garums
750,Höhe::N,серь,джуджда
751,Höhe::N,серь,augstums
752,Gewicht::N,сталма,сьӧкта
753,Gewicht::N,сталма,сьӧкталун
754,Gewicht::N,сталма,svars
755,Gewicht::N,сталма,smagums
756,Menge::N,лувкс,лун
757,Menge::N,лувкс,числӧ
758,Menge::N,лувкс,masa
759,Menge::N,лувкс,daudzums
760,Haufen::N,мар,чукӧр
761,Haufen::N,мар,čupa
762,Haufen::N,мар,grēda
763,Haufen::N,мар,kaudze
764,Reihe::N,ряд,рад
765,Reihe::N,ряд,rinda
766,Reihe::N,ряд,virkne
767,Boot::N,венеж,пыж
768,Boot::N,венеж,laiva
769,Ruder::N,миле,пелыс
770,Ruder::N,миле,ӧпаснӧй
771,Ruder::N,миле,airis
772,Ruder::N,миле,irklis
773,Schlitten::N,ну́рда,дадь
774,Schlitten::N,ну́рда,ragavas
775,Ski::N,сокс,лызь
776,Ski::N,сокс,slēpe
777,Lagerfeuer::N,то́лмар,бипур
778,Lagerfeuer::N,то́лмар,ugunskurs
779,Last::N,канкс,сьӧкыдтор
780,Last::N,канкс,krava
781,Last::N,сталма,сьӧкыдтор
