,Concept_ID,ba,lv
244,Abhang::N,ипкен,nogāze
245,Quelle::N,шишмә,ӧшмӧс
246,Quelle::N,шишмә,avots
247,Bach::N,шишмә,шор
248,Bach::N,шишмә,urga
249,Bach::N,шишмә,strauts
250,Fluss::N,йылға,ю
251,Fluss::N,йылға,upe
252,Ufer::N,яр,вадор
253,Ufer::N,яр,krasts
254,Küste::N,яр буйы,вадор
255,Küste::N,яр буйы,piekraste
256,Festland::N,ҡоро ер,му
257,Festland::N,ҡоро ер,sauszeme
258,Meer::N,диңгез,саридз
259,Meer::N,диңгез,jūra
260,Bucht::N,бухта,куръя
261,Bucht::N,бухта,līcis
262,Insel::N,үтрау,ді
263,Insel::N,үтрау,sala
264,Blume::N,сәскә,дзоридз
265,Blume::N,сәскә,puķe
266,Blume::N,сәскә,zieds
267,Gras::N,үлән,турун
268,Gras::N,үлән,zāle
269,Wurzel::N,тамыр,вуж
270,Wurzel::N,тамыр,sakne
271,Baum::N,ағас,пу
272,Baum::N,ағас,koks
273,Stamm::N,олон,пучер
274,Stamm::N,олон,stumbrs
275,Stamm::N,көбәк,пучер
276,Stamm::N,көбәк,stumbrs
277,Rinde::N,ҡабыҡ,кырсь
278,Rinde::N,ҡабыҡ,miza
279,Ast::N,ботаҡ,ув
280,Ast::N,ботаҡ,zars
281,Zweig::N,ботаҡ,вож
282,Zweig::N,ботаҡ,nozare
283,Zweig::N,тармаҡ,вож
284,Zweig::N,тармаҡ,nozare
285,Blatt::N,япраҡ,кор
286,Blatt::N,япраҡ,lapa
287,Birke::N,ҡайын,кыдз
288,Birke::N,ҡайын,bērzs
289,Kiefer[Baum]::N,ҡарғай,пожӧм
290,Kiefer[Baum]::N,ҡарғай,priede
291,Weide[Baum]::N,тал,бадь
292,Weide[Baum]::N,тал,kārkls
293,Tanne::N,шыршы,коз
294,Tanne::N,шыршы,egle
295,Horn::N,мөғөҙ,сюр
296,Horn::N,мөғөҙ,rags
297,Feder::N,ҡауырһын,гӧн
298,Feder::N,ҡауырһын,тывборд
299,Feder::N,ҡауырһын,spalva
300,Fell::N,тире,ку
301,Fell::N,тире,āda
302,Flügel::N,ҡанат,борд
303,Flügel::N,ҡанат,spārns
304,Klaue::N,тырнаҡ,гыж
305,Klaue::N,тырнаҡ,nags
306,Kralle::N,аяҡ,гыж
307,Kralle::N,аяҡ,nags
308,Schwanz::N,ҡойроҡ,бӧж
309,Schwanz::N,ҡойроҡ,ļipa
310,Ei::N,йомортҡа,кольк
311,Ei::N,йомортҡа,ola
312,Nest::N,оя,поз
313,Nest::N,оя,ligzda
314,Bau::N,оң,горс
315,Bau::N,оң,пырмӧс
316,Bau::N,оң,гу
317,Bau::N,оң,ala
318,Tier::N,жайуан,пемӧс
319,Tier::N,жайуан,dzīvnieks
320,Tier::N,йыртҡыс,пемӧс
321,Tier::N,йыртҡыс,dzīvnieks
322,Herde::N,көтөү,стада
323,Herde::N,көтөү,кельӧб
324,Herde::N,көтөү,ganāmpulks
325,Kuh::N,һыйыр,мӧс
326,Kuh::N,һыйыр,govs
327,Bulle::N,үгеҙ,ӧш
328,Bulle::N,үгеҙ,bullis
329,Pferd::N,ат,вӧв
330,Pferd::N,ат,zirgs
331,Schaf::N,һарыҡ,ыж
332,Schaf::N,һарыҡ,aita
333,Schwein::N,сусҡа,порсь
334,Schwein::N,сусҡа,cūka
335,Hund::N,эт,пон
336,Hund::N,эт,suns
337,Katze::N,бесәй,кань
338,Katze::N,бесәй,kaķis
339,Bär::N,айыу,ош
340,Bär::N,айыу,lācis
341,Eichhörnchen::N,тейен,ур
342,Eichhörnchen::N,тейен,vāvere
343,Elch::N,мышы,йӧра
344,Elch::N,мышы,alnis
345,Fuchs::N,төлкө,руч
346,Fuchs::N,төлкө,lapsa
347,Hase::N,ҡуян,кӧч
348,Hase::N,ҡуян,zaķis
349,Maus::N,сысҡан,шыр
350,Maus::N,сысҡан,pele
351,Wolf::N,бүре,кӧин
352,Wolf::N,бүре,vilks
353,Vogel::N,ҡош,кай
354,Vogel::N,ҡош,лэбач
355,Vogel::N,ҡош,putns
356,Schwarm::N,көтөү,чукӧр
357,Schwarm::N,көтөү,spiets
358,Huhn::N,тауыҡ,курӧг
359,Huhn::N,тауыҡ,vista
360,Hahn::N,әтәс,петук
361,Hahn::N,әтәс,gailis
362,Gans::N,ҡаҙ,дзодзӧг
363,Gans::N,ҡаҙ,zoss
364,Adler::N,бөркөт,кутш
365,Adler::N,бөркөт,ērglis
366,Ente::N,өйрәк,утка
367,Ente::N,өйрәк,pīle
368,Eule::N,өкө,сюзь
369,Eule::N,өкө,pūce
370,Eule::N,ябалаҡ,сюзь
371,Eule::N,ябалаҡ,pūce
372,Kranich::N,торна,тури
373,Kranich::N,торна,dzērve
374,Krähe::N,ҡарға,рака
375,Krähe::N,ҡарға,vārna
376,Kuckuck::N,кәкүк,кӧк
377,Kuckuck::N,кәкүк,dzeguze
378,Schwan::N,аҡҡош,юсь
379,Schwan::N,аҡҡош,gulbis
380,Fisch::N,балыҡ,чери
381,Fisch::N,балыҡ,zivs
382,Barsch::N,алабуға,ёкыш
383,Barsch::N,алабуға,asaris
384,Hecht::N,суртан,сир
385,Hecht::N,суртан,līdaka
386,Schlange[Tier]::N,йылан,кый
387,Schlange[Tier]::N,йылан,čūska
388,Wurm::N,селяүсен,номыр
389,Wurm::N,селяүсен,tārps
390,Spinne::N,үрмәксе,черань
391,Spinne::N,үрмәксе,zirneklis
392,Ameise::N,ҡырмыҫҡа,кодзувкот
393,Ameise::N,ҡырмыҫҡа,skudra
394,Laus::N,бет,той
395,Laus::N,бет,uts
396,Mücke::N,серәкәй,ном
397,Mücke::N,серәкәй,ods
398,Fliege::N,себен,гут
399,Fliege::N,себен,muša
400,Schmetterling::N,күбәләк,бобув
401,Schmetterling::N,күбәләк,tauriņš
402,Beere::N,еләк,тусь
403,Beere::N,еләк,вотӧс
404,Beere::N,еләк,oga
405,Apfel::N,алма,яблӧг
406,Apfel::N,алма,ābols
407,Pilz::N,бәшмәк,тшак
408,Pilz::N,бәшмәк,sēne
409,Zwiebel::N,һуган,луккок
410,Zwiebel::N,һуган,йӧнгыль
411,Zwiebel::N,һуган,sīpols
412,Saat::N,орлоҡ,тусь
413,Saat::N,орлоҡ,кӧйдыс
414,Saat::N,орлоҡ,sēkla
415,Korn::N,иген,тусь
416,Korn::N,иген,grauds
417,Heu::N,бесән,турун
418,Heu::N,бесән,siens
419,Schale::N,ҡабыҡ,кор
420,Schale::N,ҡабыҡ,čaula
421,Schale::N,ҡабыҡ,čaumala
422,Grube::N,соҡор,гу
423,Grube::N,соҡор,bedre
424,Falle::N,тоҙак,лэч
425,Falle::N,тоҙак,slazds
426,Falle::N,тоҙак,lamatas
427,Falle::N,ҡапҡан,лэч
428,Falle::N,ҡапҡан,slazds
429,Falle::N,ҡапҡан,lamatas
430,Schlinge::N,тоҙак,лэч
431,Schlinge::N,тоҙак,cilpa
432,Spur::N,әҫер,туй
433,Spur::N,әҫер,pēda
434,Asche::N,көл,пӧм
435,Asche::N,көл,pelni
436,Dreck::N,батҡаҡ,няйт
437,Dreck::N,батҡаҡ,dubļi
438,Eisen::N,тимер,кӧрт
439,Eisen::N,тимер,dzelzs
440,Gold::N,алтын,зарни
441,Gold::N,алтын,zelts
442,Silber::N,көмөш,эзысь
443,Silber::N,көмөш,sudrabs
444,Kohle::N,күмер,шом
445,Kohle::N,күмер,ogle
446,Glas::N,быяла,стеклӧ
447,Glas::N,быяла,stikls
448,Lehm::N,балсыҡ,сёй
449,Lehm::N,балсыҡ,māls
450,Sand::N,ҡом,лыа
451,Sand::N,ҡом,smiltis
452,Mensch::N,кеше,морт
453,Mensch::N,кеше,cilvēks
454,Mann::N,ир,аймӧрт
455,Mann::N,ир,мужичӧй
456,Mann::N,ир,vīrietis
457,Frau::N,ҡатын,ань
458,Frau::N,ҡатын,нывбаба
459,Frau::N,ҡатын,sieviete
460,Kind::N,бала,кага
461,Kind::N,бала,bērns
462,Junge::N,малай,пи
463,Junge::N,малай,zēns
464,Junge::N,малай,puika
465,Junge::N,малай,puisis
466,Mädchen::N,ҡыҙ,ныв
467,Mädchen::N,ҡыҙ,meiča
468,Mädchen::N,ҡыҙ,skuķis
469,Mädchen::N,ҡыҙ,meitene
470,Mädchen::N,ҡыҙыҡай,ныв
471,Mädchen::N,ҡыҙыҡай,meiča
472,Mädchen::N,ҡыҙыҡай,skuķis
473,Mädchen::N,ҡыҙыҡай,meitene
474,Familie::N,ғаилә,семья
475,Familie::N,ғаилә,ģimene
476,Großvater::N,олатай,пӧль
477,Großvater::N,олатай,vecaistēvs
478,Großmutter::N,әбәй,баб
479,Großmutter::N,әбәй,vecāmāte
480,Eltern::N,ата-әсә,ай-мам
481,Eltern::N,ата-әсә,бать-мам
482,Eltern::N,ата-әсә,vecāki
483,Vater::N,атай,бать
484,Vater::N,атай,ай
485,Vater::N,атай,tēvs
486,Mutter::N,әсә,мам
487,Mutter::N,әсә,māte
488,Sohn::N,ул,пи
489,Sohn::N,ул,dēls
490,Tochter::N,ҡыҙ,ныв
491,Tochter::N,ҡыҙ,meita
492,Bruder::N,агай,вок
493,Bruder::N,агай,brālis
494,Schwester::N,алай,чой
495,Schwester::N,алай,māsa
496,Schwester::N,һеңле,чой
497,Schwester::N,һеңле,māsa
498,Onkel::N,ағай,дядь
499,Onkel::N,ағай,tēvocis
500,Tante::N,апай,тьӧт
501,Tante::N,апай,tante
502,Ehemann::N,ир,верӧс
503,Ehemann::N,ир,vīrs
504,Ehefrau::N,ҡатын,гӧтыр
505,Ehefrau::N,ҡатын,sieva
506,Freude::N,шатлыҡ,радлун
507,Freude::N,шатлыҡ,prieks
508,Freude::N,ҡыуаныс,радлун
509,Freude::N,ҡыуаныс,prieks
510,Gelächter::N,көлөү,серам
511,Gelächter::N,көлөү,smiekli
512,Glück::N,бәхет,шуд
513,Glück::N,бәхет,laime
514,Kummer::N,ҡайғы,шог
515,Kummer::N,ҡайғы,bēdas
516,Kummer::N,ҡайғы,raizes
517,Wunsch::N,теләк,кӧсйӧм
518,Wunsch::N,теләк,vēlme
519,Wunsch::N,теләк,vēlējums
520,Lust::N,әүәҫлек,кыскӧм
521,Lust::N,әүәҫлек,радейтӧм
522,Lust::N,әүәҫлек,kāre
523,Geist::N,аң,лов
524,Geist::N,аң,gars
525,Geist::N,рух,лов
526,Geist::N,рух,gars
527,Gedanke::N,уй,мӧвп
528,Gedanke::N,уй,doma
529,Gedanke::N,фекер,мӧвп
530,Gedanke::N,фекер,doma
531,Gedächtnis::N,хәтер,паметь
532,Gedächtnis::N,хәтер,atmiņa
533,Verstand::N,аҡыл,вежӧр
534,Verstand::N,аҡыл,prāts
535,Sinn::N,мәғәня,мог
536,Sinn::N,мәғәня,вежӧртас
537,Sinn::N,мәғәня,nozīme
538,Grund::N,сәбәп,помка
539,Grund::N,сәбәп,pamats
540,Grund::N,сәбәп,iemesls
541,Wahrheit::N,дөрөҫлөк,збыль
542,Wahrheit::N,дөрөҫлөк,збыльтор
543,Wahrheit::N,дөрөҫлөк,taisnība
544,Wahrheit::N,дөрөҫлөк,patiesība
545,Gespräch::N,әңгәмә,сёрни
546,Gespräch::N,әңгәмә,saruna
547,Märchen::N,әкиәт,мойд
548,Märchen::N,әкиәт,pasaka
549,Erzählung::N,хикәйә,висьт
550,Erzählung::N,хикәйә,stāsts
551,Erzählung::N,хикәйә,nostāsts
552,Nachricht::N,хәбәр,юӧртӧм
553,Nachricht::N,хәбәр,ziņa
554,Neuigkeit::N,яңылыҡ,выльтор
555,Neuigkeit::N,яңылыҡ,jaunums
556,Name::N,исем,ним
557,Name::N,исем,vārds
558,Rätsel::N,йомаҡ,нӧдкыв
559,Rätsel::N,йомаҡ,mīkla
560,Rede::N,телмәр,сёрни
561,Rede::N,телмәр,runa
562,Sprache::N,тел,кыв
563,Sprache::N,тел,valoda
564,Sprache::N,телмәр,кыв
565,Sprache::N,телмәр,valoda
566,Stimme::N,тауыш,гӧлӧс
567,Stimme::N,тауыш,вом шы
568,Stimme::N,тауыш,balss
569,Wort::N,һүҙ,кыв
570,Wort::N,һүҙ,vārds
571,Zeichen::N,билдә,пас
572,Zeichen::N,билдә,zīme
573,Ruf::N,саҡырыу,чукӧстчӧм
574,Ruf::N,саҡырыу,корӧм
575,Ruf::N,саҡырыу,sauciens
576,Lärm::N,шаулау,шы
577,Lärm::N,шаулау,зык
578,Lärm::N,шаулау,зычитӧм
579,Lärm::N,шаулау,troksnis
580,Laut::N,тауыш,шы
581,Laut::N,тауыш,skaņa
582,Ton::N,яңғырау,шы
583,Ton::N,яңғырау,tonis
584,Lied::N,йыр,сьылан
585,Lied::N,йыр,сьыланкыв
586,Lied::N,йыр,dziesma
587,Ruhe::N,ял,чӧв
588,Ruhe::N,ял,miers
589,Ruhe::N,тыныслыҡ,чӧв
590,Ruhe::N,тыныслыҡ,miers
591,Leute::N,кешеләр,йӧз
592,Leute::N,кешеләр,войтыр
593,Leute::N,кешеләр,ļaudis
594,Leute::N,кешеләр,cilvēki
595,Volk::N,халҡ,йӧз
596,Volk::N,халҡ,войтыр
597,Volk::N,халҡ,tauta
598,Arbeit::N,эш,удж
599,Arbeit::N,эш,darbs
600,Gast::N,ҡунаҡ,гӧсть
601,Gast::N,ҡунаҡ,viešņa
602,Gast::N,ҡунаҡ,ciemiņš
603,Geschenk::N,бүләк,козин
604,Geschenk::N,бүләк,dāvana
605,Spiel::N,уйын,ворсан
606,Spiel::N,уйын,rotaļa
607,Gesellschaft::N,йәмғиәт,котыр
608,Gesellschaft::N,йәмғиәт,biedrība
609,Gesellschaft::N,йәмғиәт,kompānija
610,Hilfe::N,ярҙам,отсӧг
611,Hilfe::N,ярҙам,palīdzība
612,Freund::N,дуҫ,ёрт
613,Freund::N,дуҫ,draugs
614,Kamerad::N,иптәш,ёрт
615,Kamerad::N,иптәш,biedrs
616,Angelegenheit::N,әш,мог
617,Angelegenheit::N,әш,делӧ
618,Angelegenheit::N,әш,darīšana
619,Anzahl::N,һан,лыд
620,Anzahl::N,һан,тшӧт
621,Anzahl::N,һан,skaits
622,Anzahl::N,һан,daudzums
623,Art::N,төр,сикас
624,Art::N,төр,suga
625,Art::N,төр,šķira
626,Stück::N,киҫәк,тор
627,Stück::N,киҫәк,gabals
628,Teil::N,өлөш,юкӧн
629,Teil::N,өлөш,daļa
630,Hälfte::N,ярты,пӧв
631,Hälfte::N,ярты,джын
632,Hälfte::N,ярты,puse
633,Kreis::N,түңәрәк,кытш
634,Kreis::N,түңәрәк,aplis
635,Kreis::N,түңәрәк,riņķis
636,Kreuz::N,тәре,перна
637,Kreuz::N,тәре,крест
638,Kreuz::N,тәре,krusts
639,Linie::N,һыҙыҡ,визь
640,Linie::N,һыҙыҡ,līnija
641,Strich::N,һыҙат,визь
642,Strich::N,һыҙат,svītra
643,Abstand::N,ара,кост
644,Abstand::N,ара,коласт
645,Abstand::N,ара,atstarpe
646,Entfernung::N,алыҫлыҡ,ылна
647,Entfernung::N,алыҫлыҡ,attālums
648,Entfernung::N,алыҫлыҡ,atstatums
649,Gegend::N,урын,му-ва
650,Gegend::N,урын,apvidus
651,Gegend::N,урын,apgabals
652,Platz::N,арауыҡ,ылдӧс
653,Platz::N,арауыҡ,йир
654,Platz::N,арауыҡ,гӧгӧртас
655,Platz::N,арауыҡ,vieta
656,Ort::N,ерҙәр,ин
657,Ort::N,ерҙәр,места
658,Ort::N,ерҙәр,vieta
659,Ort::N,урындар,ин
660,Ort::N,урындар,места
661,Ort::N,урындар,vieta
662,Ort::N,эш урыны,ин
663,Ort::N,эш урыны,места
664,Ort::N,эш урыны,vieta
665,Seite::N,яҡ,бок
666,Seite::N,яҡ,ӧтарладор
667,Seite::N,яҡ,sāns
668,Mitte::N,урталыҡ,шӧр
669,Mitte::N,урталыҡ,vidus
670,Gegenstand::N,нәмә,кӧлуй
671,Gegenstand::N,нәмә,priekšmets
672,Sache::N,нәмә,добра
673,Sache::N,нәмә,lieta
674,Sache::N,әйбер,добра
675,Sache::N,әйбер,lieta
676,Rand::N,сит,дор
677,Rand::N,сит,mala
678,Rand::N,сит,apmale
679,Kante::N,ҡабырға,дор
680,Kante::N,ҡабырға,šķautne
681,Kante::N,ян,дор
682,Kante::N,ян,šķautne
683,Ecke::N,мөйөш,пельӧс
684,Ecke::N,мөйөш,kakts
685,Ecke::N,мөйөш,stūris
686,Spitze::N,ос,йыв
687,Spitze::N,ос,smaile
688,Spitze::N,ос,galotne
689,Ende::N,аҙаҡ,пом
690,Ende::N,аҙаҡ,gals
691,Ende::N,аҙаҡ,uzgalis
692,Loch::N,тишек,розь
693,Loch::N,тишек,caurums
694,Winkel::N,мөйөш,пельӧс
695,Winkel::N,мөйөш,leņķis
696,Muster::N,биҙәк,сер
697,Muster::N,биҙәк,piemērs
698,Größe::N,ҙурлыҡ,ыджда
699,Größe::N,ҙурлыҡ,lielums
700,Länge::N,оҙонлоҡ,кузьта
701,Länge::N,оҙонлоҡ,garums
702,Höhe::N,бейеклек,джуджда
703,Höhe::N,бейеклек,augstums
704,Gewicht::N,үлсәү,сьӧкта
705,Gewicht::N,үлсәү,сьӧкталун
706,Gewicht::N,үлсәү,svars
707,Gewicht::N,үлсәү,smagums
708,Menge::N,һан,лун
709,Menge::N,һан,числӧ
710,Menge::N,һан,masa
711,Menge::N,һан,daudzums
712,Haufen::N,өйөм,чукӧр
713,Haufen::N,өйөм,čupa
714,Haufen::N,өйөм,grēda
715,Haufen::N,өйөм,kaudze
716,Reihe::N,рәт,рад
717,Reihe::N,рәт,rinda
718,Reihe::N,рәт,virkne
719,Boot::N,кәмә,пыж
720,Boot::N,кәмә,laiva
721,Ruder::N,ишкәк,пелыс
722,Ruder::N,ишкәк,ӧпаснӧй
723,Ruder::N,ишкәк,airis
724,Ruder::N,ишкәк,irklis
725,Schlitten::N,сана,дадь
726,Schlitten::N,сана,ragavas
727,Ski::N,саңгы,лызь
728,Ski::N,саңгы,slēpe
729,Lagerfeuer::N,костер,бипур
730,Lagerfeuer::N,костер,ugunskurs
731,Last::N,ауырлыҡ,сьӧкыдтор
732,Last::N,ауырлыҡ,krava
733,Gang::N,барыу,мунӧм
734,Gang::N,барыу,ветлӧм
735,Gang::N,барыу,eja
736,Gang::N,барыу,gājums
737,Schritt::N,аҙым,воськов
738,Schritt::N,аҙым,воськовтӧм
739,Schritt::N,аҙым,solis
740,Norden::N,төньяҡ,войвыв
741,Norden::N,төньяҡ,ziemeļi
742,Süden::N,көньяҡ,лунвыв
