,Concept_ID,nl,be
279,Leute::N,mensen,людзі
280,Volk::N,volk,народ
281,Arbeit::N,werk,праца
282,Arbeit::N,werk,работа
283,Arbeit::N,arbeid,праца
284,Arbeit::N,arbeid,работа
285,Gast::N,gast,госць
286,Geschenk::N,cadeau,падарунак
287,Geschenk::N,geschenk,падарунак
288,Spiel::N,spel,гульня
289,Gesellschaft::N,gezelschap,таварыства
290,Hilfe::N,hulp,дапамога
291,Freund::N,vriend,друг
292,Freund::N,vriend,сябар
293,Kamerad::N,maat,прыяцель
294,Kamerad::N,metgezel,прыяцель
295,Angelegenheit::N,zaak,справа
296,Angelegenheit::N,aangelegenheid,справа
297,Anzahl::N,tal,колькасць
298,Anzahl::N,aantal,колькасць
299,Art::N,slag,від
300,Art::N,soort,від
301,Stück::N,stuk,кусок
302,Stück::N,stuk,кавалак
303,Teil::N,deel,частка
304,Hälfte::N,helft,палова
305,Hälfte::N,helft,палавіна
306,Kreis::N,kring,круг
307,Kreis::N,cirkel,круг
308,Kreuz::N,kruis,крыж
309,Linie::N,lijn,лінія
310,Strich::N,haal,рыса
311,Strich::N,streep,рыса
312,Abstand::N,afstand,прамежак
313,Entfernung::N,afstand,адлегласць
314,Gegend::N,streek,мясцовасць
315,Platz::N,ruimte,месца
316,Ort::N,oord,месца
317,Ort::N,plaats,месца
318,Seite::N,zij,бок
319,Seite::N,kant,бок
320,Seite::N,zijde,бок
321,Mitte::N,midden,сярэдзіна
322,Gegenstand::N,voorwerp,прадмет
323,Sache::N,zaak,рэч
324,Rand::N,rand,край
325,Rand::N,boord,край
326,Kante::N,kant,руб
327,Kante::N,kant,кант
328,Ecke::N,hoek,вугал
329,Spitze::N,punt,кончык
330,Spitze::N,spits,кончык
331,Ende::N,einde,канец
332,Ende::N,uiteinde,канец
333,Loch::N,gat,дзірка
334,Winkel::N,hoek,вугал
335,Muster::N,dessin,узор
336,Muster::N,patroon,узор
337,Größe::N,grootte,памер
338,Länge::N,lengte,даўжыня
339,Höhe::N,hoogte,вышыня
340,Gewicht::N,gewicht,вага
341,Menge::N,hoeveelheid,колькасць
342,Haufen::N,hoop,куча
343,Reihe::N,rij,рад
344,Reihe::N,reeks,рад
345,Boot::N,boot,лодка
346,Ruder::N,roeiriem,вясло
347,Schlitten::N,slee,сані
348,Schlitten::N,slede,сані
349,Ski::N,ski,лыжа
350,Lagerfeuer::N,kampvuur,вогнішча
351,Last::N,last,цяжар
352,Last::N,vracht,цяжар
353,Gang::N,wandeling,ход
354,Schritt::N,stap,шаг
355,Schritt::N,stap,крок
356,Schritt::N,schrede,шаг
357,Schritt::N,schrede,крок
358,Norden::N,noorden,поўнач
359,Süden::N,zuiden,поўдзень
360,Westen::N,westen,захад
361,Osten::N,oosten,усход
362,Holz::N,hout,дрэва
363,Holz::N,hout,драўніна
364,Brett::N,plank,дошка
365,Platte::N,plaat,пліта
366,Stütze::N,stut,падпорка
367,Stütze::N,steun,падпорка
368,Stange::N,stang,жэрдка
369,Stock::N,stok,палка
370,Stab::N,staf,шост
371,Rohr::N,pijp,труба
372,Haus::N,huis,дом
373,Heim::N,tehuis,дом
374,Heim::N,tehuis,хата
375,Ofen::N,kachel,печ
376,Fußboden::N,vloer,падлога
377,Tisch::N,tafel,стол
378,Stuhl::N,stoel,стул
379,Stuhl::N,stoel,крэсла
380,Wiege::N,wieg,калыска
381,Bett::N,bed,ложак
382,Bett::N,bed,пасцель
383,Regal::N,rek,паліца
384,Kiste::N,kist,скрынка
385,Fenster::N,raam,акно
386,Fenster::N,venster,акно
387,Tür::N,deur,дзверы
388,Tor::N,poort,вароты
389,Zaun::N,omheining,агароджа
390,Dach::N,dak,дах
391,Leiter::N,ladder,лесвіца
392,Besen::N,bezem,мятла
393,Spaten::N,schop,лапата
394,Spaten::N,schop,жалязняк
395,Schaufel::N,schep,шуфлік
396,Schaufel::N,schep,лапатка
397,Gabel::N,vork,відэлец
398,Löffel::N,lepel,лыжка
399,Messer::N,mes,нож
400,Nagel::N,spijker,цвік
401,Netz::N,net,сетка
402,Haken::N,haak,крук
403,Griff::N,handvat,ручка
404,Schloss::N,slot,замок
405,Bild::N,beeld,карціна
406,Figur::N,figuur,фігура
407,Puppe::N,pop,лялька
408,Beutel::N,zak,мяшок
409,Beutel::N,buidel,мяшок
410,Bündel::N,pak,вязка
411,Bündel::N,bundel,вязка
412,Tasche::N,tas,торба
413,Eimer::N,emmer,вядро
414,Deckel::N,deksel,накрыўка
415,Geschirr::N,vaatwerk,пасуда
416,Sack::N,zak,мех
417,Tasse::N,kop,кубак
418,Topf::N,pan,каструля
419,Kessel::N,ketel,кацёл
420,Essen::N,eten,ежа
421,Nahrung::N,voedsel,харч
422,Speise::N,spijs,страва
423,Fleisch::N,vlees,мяса
424,Getreide::N,graan,збожжа
425,Brei::N,pap,каша
426,Brei::N,brij,каша
427,Brot::N,brood,хлеб
428,Scheibe::N,plak,луста
429,Scheibe::N,plak,скібка
430,Scheibe::N,snede,луста
431,Scheibe::N,snede,скібка
432,Fett::N,vet,тлушч
433,Butter::N,boter,масла
434,Öl::N,olie,алей
435,Salz::N,zout,соль
436,Suppe::N,soep,суп
437,Honig::N,honing,мёд
438,Milch::N,melk,малако
439,Tee::N,thee,чай
440,Tee::N,thee,гарбата
441,Leder::N,leer,скура
442,Leder::N,leder,скура
443,Wolle::N,wol,воўна
444,Stoff::N,stof,тканіна
445,Nadel::N,naald,іголка
446,Faden::N,draad,нітка
447,Knopf::N,knoop,гузік
448,Knoten::N,knoop,вузел
449,Farbe::N,verf,фарба
450,Kleidung::N,kledij,адзенне
451,Kleidung::N,kleding,адзенне
452,Hemd::N,hemd,кашуля
453,Kragen::N,kraag,каўнер
454,Ärmel::N,mouw,рукаў
455,Hose::N,broek,штаны
456,Hose::N,pantalon,штаны
457,Gürtel::N,riem,пояс
458,Gürtel::N,gordel,пояс
459,Mütze::N,muts,шапка
460,Schuh::N,schoen,чаравік
461,Stiefel::N,laars,бот
462,Ring::N,ring,кольца
463,Band::N,lint,стужка
464,Kamm::N,kam,расчоска
465,Spiegel::N,spiegel,люстра
466,Riemen::N,riem,рэмень
467,Schnur::N,koord,вяроўка
468,Leine::N,lijn,павадок
469,Decke::N,deken,коўдра
470,Kissen::N,kussen,падушка
471,Tuch::N,doek,хустка
472,Handtuch::N,handdoek,ручнік
473,Kraft::N,kracht,сіла
474,Stärke::N,sterkte,моц
475,Gesundheit::N,gezondheid,здароўе
476,Krankheit::N,ziekte,хвароба
477,Schmerz::N,pijn,боль
478,Wunde::N,wond,рана
479,Fieber::N,koorts,гарачка
480,Fieber::N,koorts,ліхаманка
481,Arznei::N,medicament,лекі
482,Arznei::N,geneesmiddel,лекі
483,Brücke::N,brug,мост
484,Brunnen::N,put,калодзеж
485,Brunnen::N,bron,калодзеж
486,Weide::N,wei,паша
487,Weide::N,weide,паша
488,Pfad::N,pad,сцежка
489,Weg::N,weg,шлях
490,Weg::N,weg,дарога
491,Straße::N,baan,вуліца
492,Straße::N,straat,вуліца
493,Dorf::N,dorp,вёска
494,Stadt::N,stad,горад
495,Brief::N,brief,ліст
496,Brief::N,brief,пісьмо
497,Buch::N,boek,кніга
498,Buchstabe::N,letter,літара
499,Zeitung::N,krant,газета
500,Zeitung::N,dagblad,газета
501,Leben::N,leven,жыццё
502,Tod::N,dood,смерць
503,Grab::N,graf,магіла
504,Kirche::N,kerk,касцёл
505,Kirche::N,kerk,царква
506,Sünde::N,zonde,грэх
507,Gott::N,god,бог
508,Arbeiter::N,arbeider,рабочы
509,Chef::N,chef,начальнік
510,Meister::N,meester,майстар
511,Arzt::N,arts,урач
512,Arzt::N,dokter,урач
513,Lehrer::N,leraar,настаўнік
514,Lehrer::N,onderwijzer,настаўнік
515,Geld::N,geld,грошы
516,Geschäft::N,zaak,заняцце
517,Laden::N,winkel,крама
518,Laden::N,winkel,магазін
519,Preis::N,prijs,цана
520,Ware::N,waar,тавар
521,Nutzen::N,nut,выгада
522,Nutzen::N,voordeel,выгада
523,Reichtum::N,rijkdom,багацце
524,Welt::N,wereld,свет
525,Land::N,land,краіна
526,Staat::N,staat,дзяржава
527,König::N,koning,кароль
528,Macht::N,macht,улада
529,Grenze::N,grens,граніца
530,Krieg::N,oorlog,вайна
531,Feind::N,vijand,вораг
532,Gewalt::N,geweld,насілле
533,Kampf::N,strijd,барацьба
534,Kampf::N,gevecht,барацьба
535,Bogen[Waffe]::N,boog,лук
536,Pfeil::N,pijl,страла
537,Gewehr::N,geweer,ружжо
538,Fehler::N,fout,памылка
539,Lüge::N,leugen,хлусня
540,Schaden::N,schade,шкода
541,Unglück::N,tegenspoed,ліха
542,Unglück::N,tegenspoed,бядота
543,Schuld::N,schuld,віна
544,Alter::N,leeftijd,узрост
545,Schluss::N,slot,канец
546,Zeit::N,tijd,час
547,Tag::N,dag,дзень
548,Morgen::N,morgen,ранак
549,Morgen::N,morgen,раніца
550,Morgen::N,ochtend,ранак
551,Morgen::N,ochtend,раніца
552,Mittag::N,middag,паўдня
553,Mittag::N,middag,поўдзень
554,Abend::N,avond,вечар
555,Nacht::N,nacht,ноч
556,Woche::N,week,тыдзень
557,Monat::N,maand,месяц
558,Jahr::N,jaar,год
559,Frühling::N,lente,вясна
560,Frühling::N,voorjaar,вясна
561,Sommer::N,zomer,лета
562,Herbst::N,herfst,восень
563,Winter::N,winter,зіма
564,Januar::N,januari,студзень
565,Februar::N,februari,люты
566,März::N,maart,сакавік
567,April::N,april,красавік
568,Mai::N,mei,май
569,Mai::N,mei,травень
570,Juni::N,juni,чэрвень
571,Juli::N,juli,ліпень
572,August::N,augustus,жнівень
573,September::N,september,верасень
574,Oktober::N,oktober,кастрычнік
575,November::N,november,лістапад
576,Dezember::N,december,снежань
577,Montag::N,maandag,панядзелак
578,Dienstag::N,dinsdag,аўторак
579,Mittwoch::N,woensdag,серада
580,Donnerstag::N,donderdag,чацвер
581,Freitag::N,vrijdag,пятніца
582,Samstag::N,zaterdag,субота
583,Sonntag::N,zondag,нядзеля
584,groß::A,groot,вялікі
585,klein::A,klein,маленькі
586,lang::A,lang,доўгі
587,kurz::A,kort,кароткі
588,breit::A,breed,шырокі
589,schmal::A,smal,вузкі
590,dicht::A,dicht,густы
591,dick[Gegenstand]::A,dik,тоўсты
592,dünn::A,dun,тонкі
593,fein::A,fijn,тонкі
594,fest::A,vast,моцны
595,flach::A,plat,плоскі
596,glatt::A,glad,гладкі
597,hart::A,hard,цвёрды
598,weich::A,week,мяккі
599,rund::A,rond,круглы
600,spitz::A,spits,спічасты
601,spitz::A,spits,востраканцовы
602,spitz::A,puntig,спічасты
603,spitz::A,puntig,востраканцовы
604,scharf::A,scherp,востры
605,stumpf::A,stomp,тупы
606,schwer::A,zwaar,цяжкі
607,schön::A,mooi,прыгожы
608,schön::A,fraai,прыгожы
609,heiß::A,heet,гарачы
610,warm::A,warm,цёплы
611,kalt::A,koud,холадны
612,kühl::A,koel,халаднаваты
613,frisch::A,fris,свежы
614,feucht::A,vochtig,вільготны
615,nass::A,nat,мокры
616,trocken::A,droog,сухі
617,voll::A,vol,поўны
618,leer::A,leeg,пусты
619,offen::A,open,адкрыты
620,offen::A,open,адчынены
621,geschlossen::A,gesloten,закрыты
622,geschlossen::A,gesloten,зачынены
623,sauber::A,net,чысты
624,sauber::A,schoon,чысты
625,schmutzig::A,vuil,брудны
626,roh::A,rauw,сыры
627,reif::A,rijp,спелы
628,lecker::A,lekker,смачны
629,süß::A,zoet,салодкі
630,bitter::A,bitter,горкі
631,sauer::A,zuur,кіслы
632,hell::A,licht,светлы
633,hell::A,helder,светлы
634,dunkel::A,donker,цёмны
635,schwarz::A,zwart,чорны
636,weiß::A,wit,белы
637,rot::A,rood,чырвоны
638,gelb::A,geel,жоўты
639,blau::A,blauw,сіні
640,grün::A,groen,зялёны
641,grau::A,grijs,шэры
642,bunt::A,bont,пяресты
643,billig::A,goedkoop,танны
644,teuer::A,duur,дарагі
645,wertvoll::A,kostbaar,цэнны
646,wertvoll::A,kostbaar,каштоўны
647,wertvoll::A,waardevol,цэнны
648,wertvoll::A,waardevol,каштоўны
649,blind::A,blind,сляпы
650,taub::A,doof,глухі
651,kräftig::A,krachtig,магутны
652,stark::A,sterk,сільны
653,schwach::A,zwak,слабы
654,fett::A,vet,тлусты
655,schlank::A,slank,стройны
656,hübsch::A,leuk,чароўны
657,böse::A,kwaad,злы
658,dumm::A,dom,дурны
659,faul::A,lui,лянівы
660,fleißig::A,vlijtig,руплівы
661,geizig::A,gierig,прагны
662,klug::A,slim,разумны
663,klug::A,schrander,разумны
664,klug::A,verstandig,разумны
665,geschickt::A,handig,умелы
666,geschickt::A,vaardig,умелы
667,lieb::A,lief,мілы
668,lustig::A,vrolijk,вясёлы
669,sanft::A,zacht,ласкавы
670,hungrig::A,hongerig,галодны
671,krank::A,ziek,хворы
672,nackt::A,naakt,голы
673,traurig::A,treurig,сумны
674,traurig::A,bedroefd,сумны
675,lebendig::A,levend,жывы
676,gut::A,goed,добры
677,schlecht::A,slecht,кепскі
678,richtig::A,juist,правільны
679,schlimm::A,erg,агідны
680,schlimm::A,kwaad,агідны
681,wahr::A,waar,сапраўдны
682,alt::A,oud,стары
683,neu::A,nieuw,новы
684,ehemalig::A,voormalig,былы
685,alt[Lebewesen]::A,oud,стары
686,jung::A,jong,малады
687,arm::A,arm,бедны
688,reich::A,rijk,багаты
689,bekannt::A,bekend,знаёмы
690,berühmt::A,beroemd,славуты
691,fremd::A,vreemd,чужы
692,verschieden::A,verscheiden,розны
693,verschieden::A,verschillend,розны
694,nah::A,nabij,блізкі
695,nah::A,nabijgelegen,блізкі
696,fern::A,ver,далёкі
697,linker::A,linker,левы
698,rechter::A,rechter,правы
699,anderer::A,andere,іншы
700,anderer::A,andere,другі
701,erster::A,eerste,першы
702,zweiter::A,tweede,другі
703,dritter::A,derde,трэці
704,letzter::A,laatste,апошні
705,allein::ADV,alleen,сам
706,allein::ADV,alleen,адзін
707,auf einmal::ADV,ineens,адразу
708,auf einmal::ADV,tegelijk,адразу
709,zusammen::ADV,samen,разам
710,zusammen::ADV,bijeen,разам
711,lange::ADV,lang,доўга
712,plötzlich::ADV,eensklaps,раптам
713,plötzlich::ADV,plotsklaps,раптам
714,sofort::ADV,terstond,зараз
715,sofort::ADV,aanstonds,зараз
716,sofort::ADV,onmiddelijk,зараз
717,später::ADV,later,пазней
718,jetzt::ADV,nu,цяпер
719,jetzt::ADV,nou,цяпер
720,jetzt::ADV,thans,цяпер
721,heute::ADV,heden,сёння
722,heute::ADV,vandaag,сёння
723,morgen::ADV,morgen,заўтра
724,bald::ADV,gauw,хутка
725,bald::ADV,gauw,неўзабаве
726,bald::ADV,weldra,хутка
727,bald::ADV,weldra,неўзабаве
728,dann::ADV,dan,потым
729,dann::ADV,toen,потым
730,gestern::ADV,gisteren,учора
731,einst::ADV,eens,аднойчы
732,damals::ADV,toen,тады
733,damals::ADV,destijds,тады
734,danach::ADV,daarna,затым
735,vorher::ADV,vooraf,раней
736,vorher::ADV,van tevoren,раней
737,zuerst::ADV,eerst,спярша
738,zuerst::ADV,eerst,спачатку
739,zuerst::ADV,het eerst,спярша
740,zuerst::ADV,het eerst,спачатку
741,einmal::ADV,eens,адзін раз
742,einmal::ADV,eenmaal,адзін раз
743,manchmal::ADV,soms,часам
744,oft::ADV,vaak,часта
745,oft::ADV,dikwijls,часта
746,immer::ADV,altijd,заўсёды
747,niemals::ADV,nooit,ніколі
748,hier::ADV,hier,тут
749,hierhin::ADV,hierheen,сюды
750,von hier::ADV,van hier,адсюль
751,von hier::ADV,van hier,адгэтуль
752,von hier::ADV,hiervandaan,адсюль
753,von hier::ADV,hiervandaan,адгэтуль
754,dort::ADV,daar,там
755,dort::ADV,ginds,там
756,dorthin::ADV,daarheen,туды
757,geradeaus::ADV,rechtuit,прама
758,geradeaus::ADV,rechtdoor,прама
759,vorwärts::ADV,vooruit,наперад
760,vorwärts::ADV,voorwaarts,наперад
761,rückwärts::ADV,achteruit,назад
762,rückwärts::ADV,achterwaarts,назад
763,zurück::ADV,terug,назад
764,unten::ADV,beneden,унізе
765,unten::ADV,onderaan,унізе
766,hinab::ADV,omlaag,уніз
767,hinab::ADV,naar beneden,уніз
768,oben::ADV,boven,угары
769,oben::ADV,boven,наверсе
770,hinauf::ADV,omhoog,угару
771,hinauf::ADV,naar boven,угару
772,überall::ADV,alom,усюды
773,überall::ADV,overal,усюды
774,nicht::ADV,niet,не
775,ein wenig::ADV,wat,трошкі
776,kaum::ADV,amper,ледзьве
777,kaum::ADV,nauwelijks,ледзьве
778,sehr::ADV,erg,вельмі
779,sehr::ADV,zeer,вельмі
780,so::ADV,zo,так
781,noch::ADV,nog,яшчэ
782,nur::ADV,maar,толькі
783,nur::ADV,alleen,толькі
784,schon::ADV,al,ужо
785,schon::ADV,reeds,ужо
786,wieder::ADV,weer,зноў
787,wieder::ADV,terug,зноў
788,vergebens::ADV,vergeefs,дарма
789,vergebens::ADV,vergeefs,дарэмна
790,vergebens::ADV,tevergeefs,дарма
791,vergebens::ADV,tevergeefs,дарэмна
792,vor::PRP,voor,перад
793,hinter::PRP,achter,за
794,hinter::PRP,achter,ззаду
795,unter::PRP,onder,пад
796,unter::PRP,beneden,пад
797,durch::PRP,door,праз
798,neben::PRP,naast,каля
799,zwischen::PRP,tussen,між
800,zwischen::PRP,tussen,паміж
801,wegen::PRP,wegens,з-за
802,wegen::PRP,vanwege,з-за
803,dies::PRN,dit,гэта
804,das::PRN,dat,тое
805,alles::PRN,alles,усё
806,ich::PRN,ik,я
807,du::PRN,je,ты
808,du::PRN,jij,ты
809,er::PRN,hij,ён
810,wir::PRN,we,мы
811,wir::PRN,wij,мы
812,ihr::PRN,jullie,вы
813,sie::PRN,ze,яны
814,sie::PRN,zij,яны
815,was::FPRN,wat,што
816,wer::FPRN,wie,хто
817,wo::FADV,waar,дзе
818,wohin::FADV,waarheen,куды
819,wie::FADV,hoe,як
820,warum::FADV,waarom,чаму
821,wieviel::FNUM,hoeveel,колькі
822,eins::NUM,één,адзін
823,zwei::NUM,twee,два
824,drei::NUM,drie,тры
825,vier::NUM,vier,чатыры
826,fünf::NUM,vijf,пяць
827,sechs::NUM,zes,шесць
828,sieben::NUM,zeven,сем
829,acht::NUM,acht,восем
830,neun::NUM,negen,дзевяць
831,zehn::NUM,tien,дзесяць
832,elf::NUM,elf,адзінаццаць
833,zwölf::NUM,twaalf,дванаццаць
834,zwanzig::NUM,twintig,дваццаць
835,dreißig::NUM,dertig,трыццаць
836,vierzig::NUM,veertig,сорак
