,Concept_ID,de,lez
322,Norden::N,Norden,кефер
323,Norden::N,Norden,кефер пад
324,Süden::N,Süden,кьибле
325,Westen::N,Westen,рагъакӏидай пад
326,Osten::N,Osten,рагъэкъечӏдай пад
327,Holz::N,Holz,кӏарас
328,Brett::N,Brett,кьул
329,Brett::N,Brett,тахта
330,Platte::N,Platte,
331,Stütze::N,Stütze,даях
332,Stange::N,Stange,юрк
333,Stock::N,Stock,лаш
334,Stab::N,Stab,юрк
335,Rohr::N,Rohr,турба
336,Haus::N,Haus,ужагъ
337,Heim::N,Heim,кӏвал
338,Ofen::N,Ofen,пич
339,Fußboden::N,Fußboden,кӏвалин ччил
340,Tisch::N,Tisch,стол
341,Stuhl::N,Stuhl,стул
342,Wiege::N,Wiege,кьеб
343,Bett::N,Bett,тахт
344,Regal::N,Regal,кьацӏ
345,Kiste::N,Kiste,ящик
346,Fenster::N,Fenster,дакӏар
347,Tür::N,Tür,рак
348,Tor::N,Tor,варар
349,Zaun::N,Zaun,пару
350,Dach::N,Dach,къав
351,Leiter::N,Leiter,гурар
352,Besen::N,Besen,таран кул
353,Spaten::N,Spaten,ппер
354,Schaufel::N,Schaufel,хекендаз
355,Gabel::N,Gabel,шиш
356,Löffel::N,Löffel,тӏур
357,Messer::N,Messer,чукӏул
358,Nagel::N,Nagel,мих
359,Netz::N,Netz,чил
360,Haken::N,Haken,къармах
361,Griff::N,Griff,ттум
362,Schloss::N,Schloss,куьлег
363,Bild::N,Bild,шикил
364,Bild::N,Bild,суьрет
365,Figur::N,Figur,фигура
366,Puppe::N,Puppe,нини
367,Beutel::N,Beutel,тагъар
368,Bündel::N,Bündel,галгам
369,Tasche::N,Tasche,чанта
370,Eimer::N,Eimer,ведре
371,Deckel::N,Deckel,кьил
372,Deckel::N,Deckel,къалпагъ
373,Geschirr::N,Geschirr,къаб-къажах
374,Sack::N,Sack,чувал
375,Tasse::N,Tasse,сукӏра
376,Topf::N,Topf,къажгъан
377,Kessel::N,Kessel,къажгъан
378,Essen::N,Essen,тӏуьн
379,Nahrung::N,Nahrung,тӏуьн
380,Speise::N,Speise,хуьрек
381,Fleisch::N,Fleisch,як
382,Getreide::N,Getreide,техил
383,Brei::N,Brei,хапӏа
384,Brei::N,Brei,хешил
385,Brot::N,Brot,фу
386,Scheibe::N,Scheibe,чӏук
387,Fett::N,Fett,ягълу
388,Butter::N,Butter,гъери
389,Öl::N,Öl,ягълу
390,Salz::N,Salz,кьел
391,Suppe::N,Suppe,суп
392,Suppe::N,Suppe,шурпа
393,Honig::N,Honig,вирт
394,Milch::N,Milch,нек
395,Tee::N,Tee,чай
396,Leder::N,Leder,тумаж
397,Wolle::N,Wolle,йис
398,Stoff::N,Stoff,парча
399,Nadel::N,Nadel,раб
400,Faden::N,Faden,гъал
401,Knopf::N,Knopf,дуьгме
402,Knoten::N,Knoten,тӏвал
403,Farbe::N,Farbe,ранг
404,Kleidung::N,Kleidung,партал
405,Hemd::N,Hemd,перем
406,Kragen::N,Kragen,хев
407,Ärmel::N,Ärmel,хел
408,Hose::N,Hose,шалвар
409,Gürtel::N,Gürtel,чӏул
410,Mütze::N,Mütze,бармак
411,Mütze::N,Mütze,бапӏах
412,Schuh::N,Schuh,ботинка
413,Stiefel::N,Stiefel,чекме
414,Ring::N,Ring,тупӏал
415,Band::N,Band,тасма
416,Kamm::N,Kamm,регъ
417,Spiegel::N,Spiegel,гуьзгуь
418,Riemen::N,Riemen,къайиш
419,Schnur::N,Schnur,еб
420,Leine::N,Leine,
421,Decke::N,Decke,яргъан
422,Kissen::N,Kissen,хъуьцуьган
423,Tuch::N,Tuch,шал
424,Handtuch::N,Handtuch,дасмал
425,Kraft::N,Kraft,гуж
426,Stärke::N,Stärke,къуват
427,Gesundheit::N,Gesundheit,сагъвал
428,Krankheit::N,Krankheit,тӏал
429,Schmerz::N,Schmerz,тӏал
430,Schmerz::N,Schmerz,тӏарвал
431,Wunde::N,Wunde,хер
432,Fieber::N,Fieber,ифин
433,Arznei::N,Arznei,дарман
434,Brücke::N,Brücke,муьгъ
435,Brunnen::N,Brunnen,къуй
436,Weide::N,Weide,уьруьш
437,Pfad::N,Pfad,рехъ
438,Weg::N,Weg,рехъ
439,Straße::N,Straße,рехъ
440,Dorf::N,Dorf,хуьр
441,Stadt::N,Stadt,шегьер
442,Brief::N,Brief,кагъаз
443,Buch::N,Buch,улуб
444,Buchstabe::N,Buchstabe,гьарф
445,Zeitung::N,Zeitung,газета
446,Leben::N,Leben,уьмуьр
447,Tod::N,Tod,кьиникь
448,Grab::N,Grab,сур
449,Kirche::N,Kirche,килиса
450,Sünde::N,Sünde,гунагь
451,Gott::N,Gott,аллагь
452,Arbeiter::N,Arbeiter,фяле
453,Chef::N,Chef,гьаким
454,Meister::N,Meister,устӏар
455,Arzt::N,Arzt,доктор
456,Lehrer::N,Lehrer,муаллим
457,Geld::N,Geld,пул
458,Geschäft::N,Geschäft,
459,Laden::N,Laden,магазин
460,Preis::N,Preis,къимет
461,Ware::N,Ware,мал
462,Ware::N,Ware,товар
463,Nutzen::N,Nutzen,хийир
464,Nutzen::N,Nutzen,менфят
465,Reichtum::N,Reichtum,девлет
466,Welt::N,Welt,дуьнья
467,Land::N,Land,уьлкве
468,Staat::N,Staat,пачагьлугъ
469,Staat::N,Staat,государство
470,König::N,König,пачагь
471,Macht::N,Macht,власть
472,Grenze::N,Grenze,сергьят
473,Krieg::N,Krieg,дяве
474,Feind::N,Feind,душман
475,Gewalt::N,Gewalt,гуж
476,Kampf::N,Kampf,женг
477,Bogen[Waffe]::N,Bogen,чӏемерук
478,Pfeil::N,Pfeil,хьел
479,Gewehr::N,Gewehr,тфенг
480,Fehler::N,Fehler,гъалатӏ
481,Lüge::N,Lüge,ттаб
482,Schaden::N,Schaden,зиян
483,Schaden::N,Schaden,зарар
484,Unglück::N,Unglück,бала
485,Unglück::N,Unglück,бедбахтвал
486,Schuld::N,Schuld,тахсир
487,Alter::N,Alter,яш
488,Schluss::N,Schluss,эхир
489,Zeit::N,Zeit,вяде
490,Tag::N,Tag,югъ
491,Morgen::N,Morgen,пакама
492,Mittag::N,Mittag,нисин
493,Abend::N,Abend,няни
494,Nacht::N,Nacht,йиф
495,Woche::N,Woche,гьафте
496,Monat::N,Monat,варз
497,Jahr::N,Jahr,йис
498,Frühling::N,Frühling,гатфар
499,Sommer::N,Sommer,гад
500,Herbst::N,Herbst,зул
501,Winter::N,Winter,кьуьд
502,Januar::N,Januar,январь
503,Februar::N,Februar,февраль
504,März::N,März,март
505,April::N,April,апрель
506,Mai::N,Mai,май
507,Juni::N,Juni,июнь
508,Juli::N,Juli,июль
509,August::N,August,август
510,September::N,September,сентябрь
511,Oktober::N,Oktober,октябрь
512,November::N,November,ноябрь
513,Dezember::N,Dezember,декабрь
514,Montag::N,Montag,ислен
515,Dienstag::N,Dienstag,саласа
516,Mittwoch::N,Mittwoch,арбе
517,Donnerstag::N,Donnerstag,хемис югъ
518,Freitag::N,Freitag,жуьмя
519,Freitag::N,Freitag,жуьмя югъ
520,Samstag::N,Samstag,киш
521,Sonntag::N,Sonntag,гьяд
522,groß::A,groß,еке
523,groß::A,groß,чӏехи
524,klein::A,klein,гъвечӏи
525,lang::A,lang,яргъи
526,kurz::A,kurz,куьруь
527,breit::A,breit,гьяркьуь
528,schmal::A,schmal,гуьтӏуь
529,dicht::A,dicht,къалин
530,dick[Gegenstand]::A,dick,
531,dünn::A,dünn,кьелечӏ
532,fein::A,fein,шуькӏуь
533,fest::A,fest,кӏеви
534,flach::A,flach,кьулу
535,glatt::A,glatt,цӏалцӏам
536,hart::A,hart,кӏеви
537,weich::A,weich,хъуьтуьл
538,rund::A,rund,элкъвей
539,spitz::A,spitz,хци
540,scharf::A,scharf,хци
541,stumpf::A,stumpf,къуьруь
542,schwer::A,schwer,залан
543,schön::A,schön,иер
544,heiß::A,heiß,кудай
545,warm::A,warm,чими
546,kalt::A,kalt,мекьи
547,kühl::A,kühl,къайи
548,frisch::A,frisch,таза
549,frisch::A,frisch,михьи
550,feucht::A,feucht,ламу
551,nass::A,nass,кьежей
552,trocken::A,trocken,кьуру
553,voll::A,voll,ацӏай
554,leer::A,leer,буш
555,leer::A,leer,ичӏи
556,offen::A,offen,ахъа
557,geschlossen::A,geschlossen,кӏеви
558,sauber::A,sauber,михьи
559,schmutzig::A,schmutzig,чиркин
560,schmutzig::A,schmutzig,кьацӏай
561,roh::A,roh,чиг
562,roh::A,roh,ицӏи
563,reif::A,reif,дигмиш хьайи
564,lecker::A,lecker,дадлу
565,süß::A,süß,ширин
566,bitter::A,bitter,туькьуьл
567,sauer::A,sauer,цуру
568,hell::A,hell,экуь
569,dunkel::A,dunkel,мичӏи
570,schwarz::A,schwarz,чӏулав
571,weiß::A,weiß,лацу
572,rot::A,rot,яру
573,gelb::A,gelb,хъипи
574,blau::A,blau,вили
575,grün::A,grün,къацу
576,grau::A,grau,рехи
577,bunt::A,bunt,цӏару
578,bunt::A,bunt,яру-цӏару
579,billig::A,billig,ужуз
580,teuer::A,teuer,багьа
581,wertvoll::A,wertvoll,масан
582,blind::A,blind,буьркьуь
583,taub::A,taub,биши
584,kräftig::A,kräftig,гужлу
585,stark::A,stark,къуватлу
586,schwach::A,schwach,такьатсуз
587,fett::A,fett,куьк
588,schlank::A,schlank,шумал
589,hübsch::A,hübsch,гуьрчег
590,böse::A,böse,пис
591,dumm::A,dumm,ахмакь
592,faul::A,faul,тенпел
593,fleißig::A,fleißig,сяй ийидай
594,fleißig::A,fleißig,сяйи ийидай
595,geizig::A,geizig,мискьи
596,klug::A,klug,акьуллу
597,geschickt::A,geschickt,магьир
598,lieb::A,lieb,играми
599,lustig::A,lustig,шад
600,sanft::A,sanft,назик
601,sanft::A,sanft,милайим
602,hungrig::A,hungrig,гишин
603,krank::A,krank,кефсуз
604,nackt::A,nackt,кьецӏил
605,traurig::A,traurig,пашман
606,lebendig::A,lebendig,ччан алай
607,gut::A,gut,хъсан
608,gut::A,gut,вижевай
609,schlecht::A,schlecht,пис
610,richtig::A,richtig,дуьз
611,schlimm::A,schlimm,нифретлу
612,wahr::A,wahr,гьакъикъи
613,alt::A,alt,эски
614,alt::A,alt,куьгьне
615,neu::A,neu,цӏийи
616,ehemalig::A,ehemalig,виликан
617,alt[Lebewesen]::A,alt,кьуьзуь
618,jung::A,jung,жегьил
619,arm::A,arm,кесиб
620,reich::A,reich,девлетлу
621,bekannt::A,bekannt,чидай
622,berühmt::A,berühmt,машгьур
623,fremd::A,fremd,ччара
624,verschieden::A,verschieden,жуьреба-жуьре
625,nah::A,nah,мукьвал
626,fern::A,fern,яргъал
627,linker::A,linker,чапла
628,rechter::A,rechter,эрчӏи
629,anderer::A,anderer,маса
630,anderer::A,anderer,муькуь
631,erster::A,erster,сад лагьай
632,zweiter::A,zweiter,кьвед лагьай
633,dritter::A,dritter,пуд лагьай
634,letzter::A,letzter,эхиримжи
635,allein::ADV,allein,кьилди
636,auf einmal::ADV,auf einmal,
637,zusammen::ADV,zusammen,санал
638,lange::ADV,lange,яргъалди
639,plötzlich::ADV,plötzlich,садлагьана
640,sofort::ADV,sofort,гьасятда
641,später::ADV,später,гуьгъуьнлай
642,jetzt::ADV,jetzt,гила
643,heute::ADV,heute,къе
644,morgen::ADV,morgen,пака
645,bald::ADV,bald,мукьва
646,bald::ADV,bald,мукьвара
647,dann::ADV,dann,ахпа
648,gestern::ADV,gestern,накь
649,einst::ADV,einst,садра
650,damals::ADV,damals,а чӏавуз
651,danach::ADV,danach,ахпа
652,vorher::ADV,vorher,вилик
653,zuerst::ADV,zuerst,сифте
654,einmal::ADV,einmal,садра
655,manchmal::ADV,manchmal,гагь-гагь
656,oft::ADV,oft,гзаф вахтара
657,immer::ADV,immer,гьамиша
658,niemals::ADV,niemals,са чӏавузни
659,niemals::ADV,niemals,са вахтундани
660,hier::ADV,hier,ина
661,hierhin::ADV,hierhin,иниз
662,von hier::ADV,von hier,инай
663,dort::ADV,dort,ана
664,dorthin::ADV,dorthin,аниз
665,geradeaus::ADV,geradeaus,дуьз
666,vorwärts::ADV,vorwärts,вилик
667,vorwärts::ADV,vorwärts,виликди
668,rückwärts::ADV,rückwärts,кьулухъ
669,zurück::ADV,zurück,
670,unten::ADV,unten,агъада
671,hinab::ADV,hinab,агъуз
672,oben::ADV,oben,винел
673,hinauf::ADV,hinauf,виниз
674,überall::ADV,überall,вирина
675,nicht::ADV,nicht,ваъ
676,ein wenig::ADV,ein wenig,са тӏимил
677,kaum::ADV,kaum,жизви
678,sehr::ADV,sehr,лап
679,so::ADV,so,икӏ
680,noch::ADV,noch,гьеле
681,nur::ADV,nur,анжах
682,schon::ADV,schon,хъувуна
683,schon::ADV,schon,мадни дардиз
684,schon::ADV,schon,мадни гуьтӏуьз
685,schon::ADV,schon,мадни гуьтӏуь я
686,wieder::ADV,wieder,
687,vergebens::ADV,vergebens,нагьакь
688,vergebens::ADV,vergebens,нагьакьа
689,vor::PRP,vor,вилик
690,hinter::PRP,hinter,кьулухъ
691,unter::PRP,unter,кӏаник
692,durch::PRP,durch,арадай
693,durch::PRP,durch,-кай хкатна
694,neben::PRP,neben,патав
695,neben::PRP,neben,мукьув
696,zwischen::PRP,zwischen,ара
697,zwischen::PRP,zwischen,арада
698,wegen::PRP,wegen,гъиляй
699,dies::PRN,dies,и
700,dies::PRN,dies,им
701,das::PRN,das,а
702,das::PRN,das,ам
703,alles::PRN,alles,вири
704,alles::PRN,alles,михьиз
705,ich::PRN,ich,за
706,ich::PRN,ich,зун
707,du::PRN,du,вун
708,er::PRN,er,ам
709,er::PRN,er,гьа
710,wir::PRN,wir,чун
711,ihr::PRN,ihr,куьн
712,sie::PRN,sie,абур
713,was::FPRN,was,вуч
714,wer::FPRN,wer,вуж
715,wo::FADV,wo,гьина
716,wohin::FADV,wohin,гьиниз
717,wie::FADV,wie,гьикӏ
718,warum::FADV,warum,вучиз
719,wieviel::FNUM,wieviel,шумуд
720,eins::NUM,eins,са
721,zwei::NUM,zwei,кьвед
722,drei::NUM,drei,пуд
723,vier::NUM,vier,кьуд
724,fünf::NUM,fünf,вад
725,sechs::NUM,sechs,ругуд
726,sieben::NUM,sieben,ирид
727,acht::NUM,acht,муьжуьд
728,neun::NUM,neun,кӏуьд
729,zehn::NUM,zehn,цӏуд
730,elf::NUM,elf,цӏусад
731,zwölf::NUM,zwölf,цӏикьвед
732,zwanzig::NUM,zwanzig,къад
733,dreißig::NUM,dreißig,къанницӏуд
734,vierzig::NUM,vierzig,яхцӏур
735,fünfzig::NUM,fünfzig,яхцӏурни цӏуд
736,sechzig::NUM,sechzig,пудкъад
737,siebzig::NUM,siebzig,пудкъанни цӏуд
738,achtzig::NUM,achtzig,кьудкъад
739,neunzig::NUM,neunzig,кьудкъанни цӏуд
740,hundert::NUM,hundert,виш
741,tausend::NUM,tausend,агъзур
742,und::CNJ,und,ва
743,oder::CNJ,oder,я
744,stehen::V,stehen,акъвазун
745,sitzen::V,sitzen,ацукьун
746,liegen::V,liegen,къаткун
747,hängen::V,hängen,куьрс хьун
748,werden::V,werden,хьун
749,passieren::V,passieren,хьун
750,beginnen::V,beginnen,башламиш хьун
751,enden::V,enden,куьтягь хьун
752,wechseln::V,wechseln,дегиш хьун
753,aufgehen[Sonne]::V,aufgehen,экъечӏун
754,untergehen[Sonne]::V,untergehen,акӏун
755,scheinen[Sonne]::V,scheinen,ишигь гун
756,donnern::V,donnern,къукърумар авун
757,wehen::V,wehen,
758,strömen::V,strömen,авахьун
759,fließen::V,fließen,авахьун
760,sich drehen::V,sich drehen,элкъуьн
761,schwanken::V,schwanken,юзун
762,schwingen::V,schwingen,галтад хьун
763,fallen::V,fallen,аватун
764,brennen::V,brennen,кун
765,brennen::V,brennen,ккун
766,rauchen::V,rauchen,
767,regnen::V,regnen,къун
768,gefrieren::V,gefrieren,муркӏади кьун
769,tauen::V,tauen,цӏурун
770,schmelzen::V,schmelzen,цӏурун
771,trocknen::V,trocknen,кьурун
