,Concept_ID,lv,hu
222,Tropfen::N,войт,csepp
223,Tropfen::N,lāse,csepp
224,Schaum::N,быг,hab
225,Schaum::N,быг,tajték
226,Schaum::N,быгзьӧм,hab
227,Schaum::N,быгзьӧм,tajték
228,Schaum::N,putas,hab
229,Schaum::N,putas,tajték
230,Schmutz::N,няйт,piszok
231,Schmutz::N,dubļi,piszok
232,See::N,ты,tó
233,See::N,ezers,tó
234,Sumpf::N,гыбад,mocsár
235,Sumpf::N,кад,mocsár
236,Sumpf::N,dumbrājs,mocsár
237,Sumpf::N,staignājs,mocsár
238,Moor::N,нюр,láp
239,Moor::N,purvs,láp
240,Moor::N,muklājs,láp
241,Wiese::N,видз,rét
242,Wiese::N,видз,mező
243,Wiese::N,pļava,rét
244,Wiese::N,pļava,mező
245,Wald::N,вӧр,erdő
246,Wald::N,mežs,erdő
247,Hügel::N,дзиб,domb
248,Hügel::N,мыльк,domb
249,Hügel::N,нӧрыс,domb
250,Hügel::N,paugurs,domb
251,Anhöhe::N,мыльк,magaslat
252,Anhöhe::N,нӧрыс,magaslat
253,Anhöhe::N,paugurs,magaslat
254,Berg::N,чой,hegy
255,Berg::N,керӧс,hegy
256,Berg::N,kalns,hegy
257,Gipfel::N,чук,csúcs
258,Gipfel::N,virsotne,csúcs
259,Höhle::N,рудӧг,barlang
260,Höhle::N,ala,barlang
261,Abhang::N,ньывк,lejtő
262,Abhang::N,бокша,lejtő
263,Abhang::N,nogāze,lejtő
264,Quelle::N,ӧшмӧс,forrás
265,Quelle::N,avots,forrás
266,Bach::N,шор,patak
267,Bach::N,urga,patak
268,Bach::N,strauts,patak
269,Fluss::N,ю,folyó
270,Fluss::N,upe,folyó
271,Ufer::N,вадор,part
272,Ufer::N,krasts,part
273,Küste::N,вадор,tengerpart
274,Küste::N,piekraste,tengerpart
275,Festland::N,му,szárazföld
276,Festland::N,sauszeme,szárazföld
277,Meer::N,саридз,tenger
278,Meer::N,jūra,tenger
279,Bucht::N,куръя,öböl
280,Bucht::N,līcis,öböl
281,Insel::N,ді,sziget
282,Insel::N,sala,sziget
283,Blume::N,дзоридз,virág
284,Blume::N,puķe,virág
285,Blume::N,zieds,virág
286,Gras::N,турун,fű
287,Gras::N,zāle,fű
288,Wurzel::N,вуж,gyökér
289,Wurzel::N,sakne,gyökér
290,Baum::N,пу,fa
291,Baum::N,koks,fa
292,Stamm::N,пучер,tő
293,Stamm::N,пучер,törzs
294,Stamm::N,stumbrs,tő
295,Stamm::N,stumbrs,törzs
296,Rinde::N,кырсь,kéreg
297,Rinde::N,miza,kéreg
298,Ast::N,ув,ág
299,Ast::N,zars,ág
300,Zweig::N,вож,gally
301,Zweig::N,nozare,gally
302,Blatt::N,кор,levél
303,Blatt::N,lapa,levél
304,Birke::N,кыдз,nyír
305,Birke::N,bērzs,nyír
306,Kiefer[Baum]::N,пожӧм,fenyő
307,Kiefer[Baum]::N,priede,fenyő
308,Weide[Baum]::N,бадь,fűz
309,Weide[Baum]::N,kārkls,fűz
310,Tanne::N,коз,fenyő
311,Tanne::N,egle,fenyő
312,Horn::N,сюр,szarv
313,Horn::N,rags,szarv
314,Feder::N,гӧн,toll
315,Feder::N,тывборд,toll
316,Feder::N,spalva,toll
317,Fell::N,ку,szőr
318,Fell::N,ку,bunda
319,Fell::N,āda,szőr
320,Fell::N,āda,bunda
321,Flügel::N,борд,szárny
322,Flügel::N,spārns,szárny
323,Klaue::N,гыж,köröm
324,Klaue::N,nags,köröm
325,Kralle::N,гыж,karom
326,Kralle::N,nags,karom
327,Schwanz::N,бӧж,farok
328,Schwanz::N,ļipa,farok
329,Ei::N,кольк,tojás
330,Ei::N,ola,tojás
331,Nest::N,поз,fészek
332,Nest::N,ligzda,fészek
333,Bau::N,горс,odú
334,Bau::N,пырмӧс,odú
335,Bau::N,гу,odú
336,Bau::N,ala,odú
337,Tier::N,пемӧс,állat
338,Tier::N,dzīvnieks,állat
339,Herde::N,стада,nyáj
340,Herde::N,стада,csorda
341,Herde::N,кельӧб,nyáj
342,Herde::N,кельӧб,csorda
343,Herde::N,ganāmpulks,nyáj
344,Herde::N,ganāmpulks,csorda
345,Kuh::N,мӧс,tehén
346,Kuh::N,govs,tehén
347,Bulle::N,ӧш,bika
348,Bulle::N,bullis,bika
349,Pferd::N,вӧв,ló
350,Pferd::N,zirgs,ló
351,Schaf::N,ыж,juh
352,Schaf::N,ыж,birka
353,Schaf::N,aita,juh
354,Schaf::N,aita,birka
355,Schwein::N,порсь,sertés
356,Schwein::N,cūka,sertés
357,Hund::N,пон,eb
358,Hund::N,пон,kutya
359,Hund::N,suns,eb
360,Hund::N,suns,kutya
361,Katze::N,кань,macska
362,Katze::N,kaķis,macska
363,Bär::N,ош,medve
364,Bär::N,lācis,medve
365,Eichhörnchen::N,ур,mókus
366,Eichhörnchen::N,vāvere,mókus
367,Elch::N,йӧра,jávorszarvas
368,Elch::N,alnis,jávorszarvas
369,Fuchs::N,руч,róka
370,Fuchs::N,lapsa,róka
371,Hase::N,кӧч,nyúl
372,Hase::N,zaķis,nyúl
373,Maus::N,шыр,egér
374,Maus::N,pele,egér
375,Wolf::N,кӧин,farkas
376,Wolf::N,vilks,farkas
377,Vogel::N,кай,madár
378,Vogel::N,лэбач,madár
379,Vogel::N,putns,madár
380,Schwarm::N,чукӧр,raj
381,Schwarm::N,spiets,raj
382,Huhn::N,курӧг,tyúk
383,Huhn::N,vista,tyúk
384,Hahn::N,петук,kakas
385,Hahn::N,gailis,kakas
386,Gans::N,дзодзӧг,lúd
387,Gans::N,дзодзӧг,liba
388,Gans::N,zoss,lúd
389,Gans::N,zoss,liba
390,Adler::N,кутш,sas
391,Adler::N,ērglis,sas
392,Ente::N,утка,kacsa
393,Ente::N,pīle,kacsa
394,Eule::N,сюзь,bagoly
395,Eule::N,pūce,bagoly
396,Kranich::N,тури,daru
397,Kranich::N,dzērve,daru
398,Krähe::N,рака,varjú
399,Krähe::N,vārna,varjú
400,Kuckuck::N,кӧк,kakukk
401,Kuckuck::N,dzeguze,kakukk
402,Schwan::N,юсь,hattyú
403,Schwan::N,gulbis,hattyú
404,Fisch::N,чери,hal
405,Fisch::N,zivs,hal
406,Barsch::N,ёкыш,sügér
407,Barsch::N,asaris,sügér
408,Hecht::N,сир,csuka
409,Hecht::N,līdaka,csuka
410,Schlange[Tier]::N,кый,kígyó
411,Schlange[Tier]::N,čūska,kígyó
412,Wurm::N,номыр,kukac
413,Wurm::N,tārps,kukac
414,Spinne::N,черань,pók
415,Spinne::N,zirneklis,pók
416,Ameise::N,кодзувкот,hangya
417,Ameise::N,skudra,hangya
418,Laus::N,той,tetű
419,Laus::N,uts,tetű
420,Mücke::N,ном,szúnyog
421,Mücke::N,ods,szúnyog
422,Fliege::N,гут,légy
423,Fliege::N,muša,légy
424,Schmetterling::N,бобув,lepke
425,Schmetterling::N,бобув,pillangó
426,Schmetterling::N,tauriņš,lepke
427,Schmetterling::N,tauriņš,pillangó
428,Beere::N,тусь,bogyó
429,Beere::N,вотӧс,bogyó
430,Beere::N,oga,bogyó
431,Apfel::N,яблӧг,alma
432,Apfel::N,ābols,alma
433,Pilz::N,тшак,gomba
434,Pilz::N,sēne,gomba
435,Zwiebel::N,луккок,hagyma
436,Zwiebel::N,йӧнгыль,hagyma
437,Zwiebel::N,sīpols,hagyma
438,Saat::N,тусь,vetőmag
439,Saat::N,кӧйдыс,vetőmag
440,Saat::N,sēkla,vetőmag
441,Korn::N,тусь,mag
442,Korn::N,тусь,szem
443,Korn::N,grauds,mag
444,Korn::N,grauds,szem
445,Heu::N,турун,széna
446,Heu::N,siens,széna
447,Schale::N,кор,héj
448,Schale::N,čaula,héj
449,Schale::N,čaumala,héj
450,Grube::N,гу,verem
451,Grube::N,bedre,verem
452,Falle::N,лэч,csapda
453,Falle::N,slazds,csapda
454,Falle::N,lamatas,csapda
455,Schlinge::N,лэч,tőr
456,Schlinge::N,cilpa,tőr
457,Spur::N,туй,nyom
458,Spur::N,pēda,nyom
459,Asche::N,пӧм,hamu
460,Asche::N,pelni,hamu
461,Dreck::N,няйт,sár
462,Dreck::N,няйт,piszok
463,Dreck::N,dubļi,sár
464,Dreck::N,dubļi,piszok
465,Eisen::N,кӧрт,vas
466,Eisen::N,dzelzs,vas
467,Gold::N,зарни,arany
468,Gold::N,zelts,arany
469,Silber::N,эзысь,ezüst
470,Silber::N,sudrabs,ezüst
471,Kohle::N,шом,szén
472,Kohle::N,ogle,szén
473,Glas::N,стеклӧ,üveg
474,Glas::N,stikls,üveg
475,Lehm::N,сёй,agyag
476,Lehm::N,сёй,vályog
477,Lehm::N,māls,agyag
478,Lehm::N,māls,vályog
479,Sand::N,лыа,homok
480,Sand::N,smiltis,homok
481,Mensch::N,морт,ember
482,Mensch::N,cilvēks,ember
483,Mann::N,аймӧрт,úr
484,Mann::N,аймӧрт,férfi
485,Mann::N,мужичӧй,úr
486,Mann::N,мужичӧй,férfi
487,Mann::N,vīrietis,úr
488,Mann::N,vīrietis,férfi
489,Frau::N,ань,nő
490,Frau::N,ань,asszony
491,Frau::N,нывбаба,nő
492,Frau::N,нывбаба,asszony
493,Frau::N,sieviete,nő
494,Frau::N,sieviete,asszony
495,Kind::N,кага,gyerek
496,Kind::N,кага,gyermek
497,Kind::N,bērns,gyerek
498,Kind::N,bērns,gyermek
499,Junge::N,пи,fiú
500,Junge::N,zēns,fiú
501,Junge::N,puika,fiú
502,Junge::N,puisis,fiú
503,Mädchen::N,ныв,lány
504,Mädchen::N,meiča,lány
505,Mädchen::N,skuķis,lány
506,Mädchen::N,meitene,lány
507,Familie::N,семья,család
508,Familie::N,ģimene,család
509,Großvater::N,пӧль,nagyapa
510,Großvater::N,vecaistēvs,nagyapa
511,Großmutter::N,баб,nagyanya
512,Großmutter::N,vecāmāte,nagyanya
513,Eltern::N,ай-мам,szülők
514,Eltern::N,бать-мам,szülők
515,Eltern::N,vecāki,szülők
516,Vater::N,бать,apa
517,Vater::N,бать,atya
518,Vater::N,ай,apa
519,Vater::N,ай,atya
520,Vater::N,tēvs,apa
521,Vater::N,tēvs,atya
522,Mutter::N,мам,anya
523,Mutter::N,māte,anya
524,Sohn::N,пи,fiú
525,Sohn::N,dēls,fiú
526,Tochter::N,ныв,lány
527,Tochter::N,meita,lány
528,Bruder::N,вок,fivér
529,Bruder::N,вок,testvér
530,Bruder::N,brālis,fivér
531,Bruder::N,brālis,testvér
532,Schwester::N,чой,nővér
533,Schwester::N,чой,lánytestvér
534,Schwester::N,māsa,nővér
535,Schwester::N,māsa,lánytestvér
536,Onkel::N,дядь,nagybácsi
537,Onkel::N,tēvocis,nagybácsi
538,Tante::N,тьӧт,nagynéni
539,Tante::N,tante,nagynéni
540,Ehemann::N,верӧс,férj
541,Ehemann::N,vīrs,férj
542,Ehefrau::N,гӧтыр,feleség
543,Ehefrau::N,sieva,feleség
544,Freude::N,радлун,öröm
545,Freude::N,prieks,öröm
546,Gelächter::N,серам,nevetés
547,Gelächter::N,серам,hahotázás
548,Gelächter::N,smiekli,nevetés
549,Gelächter::N,smiekli,hahotázás
550,Glück::N,шуд,boldogság
551,Glück::N,laime,boldogság
552,Kummer::N,шог,bánat
553,Kummer::N,bēdas,bánat
554,Kummer::N,raizes,bánat
555,Wunsch::N,кӧсйӧм,óhaj
556,Wunsch::N,vēlme,óhaj
557,Wunsch::N,vēlējums,óhaj
558,Lust::N,кыскӧм,kedv
559,Lust::N,радейтӧм,kedv
560,Lust::N,kāre,kedv
561,Geist::N,лов,elme
562,Geist::N,лов,szellem
563,Geist::N,gars,elme
564,Geist::N,gars,szellem
565,Gedanke::N,мӧвп,gondolat
566,Gedanke::N,doma,gondolat
567,Gedächtnis::N,паметь,emlékezet
568,Gedächtnis::N,atmiņa,emlékezet
569,Verstand::N,вежӧр,ész
570,Verstand::N,вежӧр,értelem
571,Verstand::N,prāts,ész
572,Verstand::N,prāts,értelem
573,Sinn::N,мог,értelem
574,Sinn::N,вежӧртас,értelem
575,Sinn::N,nozīme,értelem
576,Grund::N,помка,ok
577,Grund::N,помка,alap
578,Grund::N,pamats,ok
579,Grund::N,pamats,alap
580,Grund::N,iemesls,ok
581,Grund::N,iemesls,alap
582,Wahrheit::N,збыль,igaz
583,Wahrheit::N,збыль,igazság
584,Wahrheit::N,збыльтор,igaz
585,Wahrheit::N,збыльтор,igazság
586,Wahrheit::N,taisnība,igaz
587,Wahrheit::N,taisnība,igazság
588,Wahrheit::N,patiesība,igaz
589,Wahrheit::N,patiesība,igazság
590,Gespräch::N,сёрни,beszélgetés
591,Gespräch::N,saruna,beszélgetés
592,Märchen::N,мойд,mese
593,Märchen::N,pasaka,mese
594,Erzählung::N,висьт,elbeszélés
595,Erzählung::N,stāsts,elbeszélés
596,Erzählung::N,nostāsts,elbeszélés
597,Nachricht::N,юӧртӧм,hír
598,Nachricht::N,юӧртӧм,híradás
599,Nachricht::N,ziņa,hír
600,Nachricht::N,ziņa,híradás
601,Neuigkeit::N,выльтор,újság
602,Neuigkeit::N,jaunums,újság
603,Name::N,ним,név
604,Name::N,vārds,név
605,Rätsel::N,нӧдкыв,rejtvény
606,Rätsel::N,mīkla,rejtvény
607,Rede::N,сёрни,beszéd
608,Rede::N,сёрни,szónoklat
609,Rede::N,runa,beszéd
610,Rede::N,runa,szónoklat
611,Sprache::N,кыв,nyelv
612,Sprache::N,valoda,nyelv
613,Stimme::N,гӧлӧс,hang
614,Stimme::N,вом шы,hang
615,Stimme::N,balss,hang
616,Wort::N,кыв,szó
617,Wort::N,vārds,szó
618,Zeichen::N,пас,jel
619,Zeichen::N,zīme,jel
620,Ruf::N,чукӧстчӧм,kiáltás
621,Ruf::N,корӧм,kiáltás
622,Ruf::N,sauciens,kiáltás
623,Lärm::N,шы,zaj
624,Lärm::N,зык,zaj
625,Lärm::N,зычитӧм,zaj
626,Lärm::N,troksnis,zaj
627,Laut::N,шы,hang
628,Laut::N,skaņa,hang
629,Ton::N,шы,hang
630,Ton::N,tonis,hang
631,Lied::N,сьылан,dal
632,Lied::N,сьылан,ének
633,Lied::N,сьыланкыв,dal
634,Lied::N,сьыланкыв,ének
635,Lied::N,dziesma,dal
636,Lied::N,dziesma,ének
637,Ruhe::N,чӧв,csend
638,Ruhe::N,чӧв,nyugalom
639,Ruhe::N,miers,csend
640,Ruhe::N,miers,nyugalom
641,Leute::N,йӧз,emberek
642,Leute::N,войтыр,emberek
643,Leute::N,ļaudis,emberek
644,Leute::N,cilvēki,emberek
645,Volk::N,йӧз,nép
646,Volk::N,войтыр,nép
647,Volk::N,tauta,nép
648,Arbeit::N,удж,dolog
649,Arbeit::N,darbs,dolog
650,Gast::N,гӧсть,vendég
651,Gast::N,viešņa,vendég
652,Gast::N,ciemiņš,vendég
653,Geschenk::N,козин,ajándék
654,Geschenk::N,dāvana,ajándék
655,Spiel::N,ворсан,játék
656,Spiel::N,rotaļa,játék
657,Gesellschaft::N,котыр,társaság
658,Gesellschaft::N,biedrība,társaság
659,Gesellschaft::N,kompānija,társaság
660,Hilfe::N,отсӧг,segítség
661,Hilfe::N,palīdzība,segítség
662,Freund::N,ёрт,barát
663,Freund::N,draugs,barát
664,Kamerad::N,ёрт,társ
665,Kamerad::N,biedrs,társ
666,Angelegenheit::N,мог,ügy
667,Angelegenheit::N,делӧ,ügy
668,Angelegenheit::N,darīšana,ügy
669,Anzahl::N,лыд,szám
670,Anzahl::N,тшӧт,szám
671,Anzahl::N,skaits,szám
672,Anzahl::N,daudzums,szám
673,Art::N,сикас,faj
674,Art::N,сикас,fajta
675,Art::N,suga,faj
676,Art::N,suga,fajta
677,Art::N,šķira,faj
678,Art::N,šķira,fajta
679,Stück::N,тор,darab
680,Stück::N,gabals,darab
681,Teil::N,юкӧн,rész
682,Teil::N,daļa,rész
683,Hälfte::N,пӧв,fél
684,Hälfte::N,джын,fél
685,Hälfte::N,puse,fél
686,Kreis::N,кытш,kör
687,Kreis::N,aplis,kör
688,Kreis::N,riņķis,kör
689,Kreuz::N,перна,kereszt
690,Kreuz::N,крест,kereszt
691,Kreuz::N,krusts,kereszt
692,Linie::N,визь,vonal
693,Linie::N,līnija,vonal
694,Strich::N,визь,vonás
695,Strich::N,svītra,vonás
696,Abstand::N,кост,köz
697,Abstand::N,коласт,köz
698,Abstand::N,atstarpe,köz
699,Entfernung::N,ылна,távolság
700,Entfernung::N,attālums,távolság
701,Entfernung::N,atstatums,távolság
702,Gegend::N,му-ва,táj
703,Gegend::N,му-ва,vidék
704,Gegend::N,apvidus,táj
705,Gegend::N,apvidus,vidék
706,Gegend::N,apgabals,táj
707,Gegend::N,apgabals,vidék
708,Platz::N,ылдӧс,hely
709,Platz::N,йир,hely
710,Platz::N,гӧгӧртас,hely
711,Platz::N,vieta,hely
712,Ort::N,ин,hely
713,Ort::N,места,hely
714,Ort::N,vieta,hely
715,Seite::N,бок,fél
716,Seite::N,бок,oldal
717,Seite::N,ӧтарладор,fél
718,Seite::N,ӧтарладор,oldal
719,Seite::N,sāns,fél
720,Seite::N,sāns,oldal
721,Mitte::N,шӧр,közép
722,Mitte::N,vidus,közép
723,Gegenstand::N,кӧлуй,tárgy
724,Gegenstand::N,priekšmets,tárgy
725,Sache::N,добра,dolog
726,Sache::N,lieta,dolog
727,Rand::N,дор,szél
728,Rand::N,дор,perem
729,Rand::N,дор,szegély
730,Rand::N,mala,szél
731,Rand::N,mala,perem
732,Rand::N,mala,szegély
733,Rand::N,apmale,szél
734,Rand::N,apmale,perem
735,Rand::N,apmale,szegély
736,Kante::N,дор,él
737,Kante::N,šķautne,él
738,Ecke::N,пельӧс,sarok
739,Ecke::N,пельӧс,szöglet
740,Ecke::N,kakts,sarok
741,Ecke::N,kakts,szöglet
742,Ecke::N,stūris,sarok
743,Ecke::N,stūris,szöglet
744,Spitze::N,йыв,csúcs
745,Spitze::N,smaile,csúcs
746,Spitze::N,galotne,csúcs
747,Ende::N,пом,vég
748,Ende::N,gals,vég
749,Ende::N,uzgalis,vég
750,Loch::N,розь,lyuk
751,Loch::N,caurums,lyuk
752,Winkel::N,пельӧс,szög
753,Winkel::N,leņķis,szög
754,Muster::N,сер,minta
755,Muster::N,piemērs,minta
756,Größe::N,ыджда,nagyság
757,Größe::N,lielums,nagyság
758,Länge::N,кузьта,hossz
759,Länge::N,кузьта,hosszúság
760,Länge::N,garums,hossz
761,Länge::N,garums,hosszúság
762,Höhe::N,джуджда,magasság
763,Höhe::N,augstums,magasság
764,Gewicht::N,сьӧкта,súly
765,Gewicht::N,сьӧкталун,súly
766,Gewicht::N,svars,súly
767,Gewicht::N,smagums,súly
768,Menge::N,лун,sokaság
769,Menge::N,лун,mennyiség
770,Menge::N,числӧ,sokaság
771,Menge::N,числӧ,mennyiség
772,Menge::N,masa,sokaság
773,Menge::N,masa,mennyiség
774,Menge::N,daudzums,sokaság
775,Menge::N,daudzums,mennyiség
776,Haufen::N,чукӧр,halom
777,Haufen::N,čupa,halom
778,Haufen::N,grēda,halom
779,Haufen::N,kaudze,halom
780,Reihe::N,рад,sor
781,Reihe::N,rinda,sor
782,Reihe::N,virkne,sor
783,Boot::N,пыж,csónak
784,Boot::N,laiva,csónak
785,Ruder::N,пелыс,evező
786,Ruder::N,ӧпаснӧй,evező
787,Ruder::N,airis,evező
788,Ruder::N,irklis,evező
789,Schlitten::N,дадь,szánkó
790,Schlitten::N,ragavas,szánkó
791,Ski::N,лызь,sí
792,Ski::N,slēpe,sí
793,Lagerfeuer::N,бипур,tábortűz
794,Lagerfeuer::N,ugunskurs,tábortűz
795,Last::N,сьӧкыдтор,teher
796,Last::N,krava,teher
797,Gang::N,мунӧм,járás
798,Gang::N,ветлӧм,járás
799,Gang::N,eja,járás
800,Gang::N,gājums,járás
801,Schritt::N,воськов,lépés
802,Schritt::N,воськовтӧм,lépés
803,Schritt::N,solis,lépés
804,Norden::N,войвыв,észak
805,Norden::N,ziemeļi,észak
806,Süden::N,лунвыв,dél
807,Süden::N,dienvidi,dél
808,Westen::N,рытыв,nyugat
809,Westen::N,rietumi,nyugat
810,Osten::N,асыв,kelet
811,Osten::N,austrumi,kelet
812,Holz::N,пу,fa
813,Holz::N,koks,fa
