,Concept_ID,hi,nl
124,Staub::N,धूल,stof
125,Rauch::N,धूआँ,rook
126,Rauch::N,धुम्र,rook
127,Funke::N,चिनगारी,vonk
128,Funke::N,स्फुलिंग,vonk
129,Feuer::N,आग,vuur
130,Feuer::N,आतिश,vuur
131,Feuer::N,अग्नि,vuur
132,Licht::N,रोशनी,licht
133,Licht::N,प्रकाश,licht
134,Schatten::N,छाया,schaduw
135,Schatten::N,परछाई,schaduw
136,Wetter::N,ऋतु,weer
137,Wetter::N,मौसम,weer
138,Nebel::N,धुँध,mist
139,Nebel::N,धुँध,nevel
140,Nebel::N,कुहरा,mist
141,Nebel::N,कुहरा,nevel
142,Wolke::N,मेघ,wolk
143,Wolke::N,अभ्र,wolk
144,Regen::N,मेंह,regen
145,Regen::N,बारिश,regen
146,Schnee::N,हिम,sneeuw
147,Schnee::N,बर्फ़,sneeuw
148,Eis::N,हिम,ijs
149,Eis::N,बर्फ़,ijs
150,Frost::N,ठंड,vorst
151,Kälte::N,सर्दी,kou
152,Kälte::N,सर्दी,koude
153,Kälte::N,शीतलता,kou
154,Kälte::N,शीतलता,koude
155,Hitze::N,ताप,hitte
156,Hitze::N,गरमी,hitte
157,Raureif::N,पाला,rijp
158,Regenbogen::N,इंद्र-धनुष,regenboog
159,Donner::N,गरज,donder
160,Donner::N,मेघ-गर्जन,donder
161,Strömung::N,बहाव,stroming
162,Strömung::N,प्रवाह,stroming
163,Tropfen::N,बूँद,druppel
164,Schaum::N,झाग,schuim
165,Schmutz::N,गंद,vuil
166,Schmutz::N,कीचड़,vuil
167,See::N,झील,meer
168,See::N,सरोवर,meer
169,Sumpf::N,दलदल,moeras
170,Sumpf::N,धँसान,moeras
171,Moor::N,झाबर,veen
172,Moor::N,धँसान,veen
173,Wiese::N,घास-स्थल,wei
174,Wiese::N,घास-स्थल,weide
175,Wald::N,जंगल,bos
176,Hügel::N,टीला,heuvel
177,Hügel::N,पहाड़,heuvel
178,Anhöhe::N,टीला,hoogte
179,Anhöhe::N,पहाड़ी,hoogte
180,Berg::N,पहाड़,berg
181,Gipfel::N,शिखर,top
182,Höhle::N,गुहा,hol
183,Höhle::N,गुफ़ा,hol
184,Abhang::N,ढाल,helling
185,Abhang::N,ढलान,helling
186,Quelle::N,चश्मा,bron
187,Bach::N,सोता,beek
188,Bach::N,नदिका,beek
189,Fluss::N,नदी,stroom
190,Fluss::N,सरिता,stroom
191,Ufer::N,तट,wal
192,Ufer::N,तट,oever
193,Ufer::N,किनारा,wal
194,Ufer::N,किनारा,oever
195,Küste::N,समुद्र-तट,kust
196,Festland::N,महाद्वीप,vasteland
197,Meer::N,सागर,zee
198,Meer::N,समुद्र,zee
199,Bucht::N,खाड़ी,baai
200,Bucht::N,खाड़ी,inham
201,Insel::N,टापू,eiland
202,Insel::N,द्वीप,eiland
203,Blume::N,फूल,bloem
204,Blume::N,पुष्प,bloem
205,Gras::N,घास,gras
206,Wurzel::N,मूल,wortel
207,Baum::N,पेड़,boom
208,Baum::N,वृक्ष,boom
209,Stamm::N,धड़,stam
210,Rinde::N,छाल,schors
211,Rinde::N,वल्कल,schors
212,Ast::N,डाल,tak
213,Ast::N,शाखा,tak
214,Zweig::N,टहनी,twijg
215,Blatt::N,पत्र,blad
216,Blatt::N,पत्ता,blad
217,Birke::N,भूर्ज,berk
218,Kiefer[Baum]::N,पाइन-वृक्ष,den
219,Weide[Baum]::N,बेंत,wilg
220,Tanne::N,फ़र,spar
221,Horn::N,सींग,hoorn
222,Horn::N,विषाण,hoorn
223,Feder::N,पर,veer
224,Feder::N,पर,pluim
225,Feder::N,पंख,veer
226,Feder::N,पंख,pluim
227,Fell::N,खाल,vel
228,Fell::N,पशु-चर्म,vel
229,Flügel::N,पंख,vleugel
230,Flügel::N,डैना,vleugel
231,Klaue::N,पंजा,klauw
232,Kralle::N,पंजा,klauw
233,Kralle::N,नाख़ून,klauw
234,Schwanz::N,पूँछ,staart
235,Ei::N,अंडा,ei
236,Nest::N,नीड़,nest
237,Nest::N,घोंसला,nest
238,Bau::N,बिल,hol
239,Bau::N,माँद,hol
240,Tier::N,पशु,dier
241,Tier::N,जानवर,dier
242,Herde::N,गल्ला,kudde
243,Kuh::N,गौ,koe
244,Kuh::N,गाय,koe
245,Bulle::N,साँड़,stier
246,Pferd::N,अश्व,paard
247,Pferd::N,घोड़ा,paard
248,Schaf::N,भेड़,schaap
249,Schwein::N,शूकर,varken
250,Hund::N,श्वान,hond
251,Hund::N,कुत्ता,hond
252,Katze::N,बिल्ली,kat
253,Bär::N,रीछ,beer
254,Bär::N,भालू,beer
255,Eichhörnchen::N,गिलहरी,eekhoorntje
256,Elch::N,एल्क,eland
257,Fuchs::N,लोमड़ी,vos
258,Hase::N,खरहा,haas
259,Hase::N,ख़रगोश,haas
260,Maus::N,मूष,muis
261,Maus::N,चूहा,muis
262,Wolf::N,वृक,wolf
263,Wolf::N,भेड़िया,wolf
264,Vogel::N,पक्षी,vogel
265,Vogel::N,चिड़िया,vogel
266,Schwarm::N,झुंड,zwerm
267,Huhn::N,मुर्ग़ी,kip
268,Huhn::N,मुर्ग़ी,hoen
269,Hahn::N,मुर्ग़ा,haan
270,Gans::N,हंस,gans
271,Gans::N,हंसिनी,gans
272,Adler::N,उक़ाब,arend
273,Ente::N,बतख़,eend
274,Ente::N,बत्तक,eend
275,Eule::N,उल्लू,uil
276,Kranich::N,सारस,kraanvogel
277,Kranich::N,क्रौंंच,kraanvogel
278,Krähe::N,काक,kraai
279,Kuckuck::N,कोयल,koekoek
280,Kuckuck::N,कोकिल,koekoek
281,Schwan::N,हंस,zwaan
282,Schwan::N,मराल,zwaan
283,Fisch::N,मछली,vis
284,Fisch::N,मत्स्य,vis
285,Barsch::N,पर्च,baars
286,Hecht::N,पाइक,snoek
287,Schlange[Tier]::N,सर्प,slang
288,Wurm::N,कृमि,worm
289,Wurm::N,कीड़ा,worm
290,Spinne::N,लूता,spin
291,Spinne::N,मकड़ी,spin
292,Ameise::N,चींटी,mier
293,Laus::N,जूँ,luis
294,Mücke::N,डाँस,mug
295,Fliege::N,मक्खी,vlieg
296,Fliege::N,मक्षिका,vlieg
297,Schmetterling::N,तितली,vlinder
298,Beere::N,बेरी,bes
299,Apfel::N,सेब,appel
300,Pilz::N,खुंबी,paddestoel
301,Zwiebel::N,प्याज़,ui
302,Saat::N,बीज,zaad
303,Korn::N,दाना,graan
304,Korn::N,दाना,korrel
305,Heu::N,मूखी घास,hooi
306,Schale::N,बकला,schil
307,Schale::N,छिलका,schil
308,Grube::N,गड्ढा,kuil
309,Falle::N,जाल,val
310,Falle::N,फँदा,val
311,Schlinge::N,फँदा,strop
312,Spur::N,सुराग़,spoor
313,Spur::N,पद-चिह्न,spoor
314,Asche::N,राख,as
315,Dreck::N,मैल,drek
316,Dreck::N,गंदगी,drek
317,Eisen::N,लोहा,ijzer
318,Gold::N,सोना,goud
319,Gold::N,स्वर्ण,goud
320,Silber::N,रजत,zilver
321,Silber::N,चाँदी,zilver
322,Kohle::N,कोयला,kool
323,Glas::N,काँच,glas
324,Lehm::N,चिकनी मिट्टी,klei
325,Sand::N,रेत,zand
326,Sand::N,बालू,zand
327,Mensch::N,मानव,mens
328,Mensch::N,इनसान,mens
329,Mensch::N,मनुष्य,mens
330,Mann::N,आदमी,man
331,Mann::N,पुरुष,man
332,Frau::N,औरत,vrouw
333,Frau::N,महिला,vrouw
334,Frau::N,स्त्री,vrouw
335,Kind::N,बाल,kind
336,Kind::N,बच्चा,kind
337,Junge::N,लड़का,jongen
338,Mädchen::N,लड़की,meisje
339,Mädchen::N,कुमारी,meisje
340,Familie::N,परिवार,gezin
341,Familie::N,परिवार,familie
342,Großvater::N,दादा,grootvader
343,Großmutter::N,नानी,grootmoeder
344,Eltern::N,माँ-बाप,ouders
345,Eltern::N,माता-पिता,ouders
346,Vater::N,बाप,vader
347,Vater::N,पिता,vader
348,Mutter::N,माँ,moeder
349,Mutter::N,माता,moeder
350,Sohn::N,बेटा,zoon
351,Sohn::N,पुत्र,zoon
352,Tochter::N,बेटी,dochter
353,Tochter::N,पुत्री,dochter
354,Bruder::N,भाई,broer
355,Bruder::N,भाई,broeder
356,Bruder::N,भ्राता,broer
357,Bruder::N,भ्राता,broeder
358,Schwester::N,बहन,zus
359,Schwester::N,बहन,zuster
360,Schwester::N,भगिनी,zus
361,Schwester::N,भगिनी,zuster
362,Onkel::N,ताऊ,oom
363,Onkel::N,काका,oom
364,Tante::N,बूआ,tante
365,Tante::N,फूफी,tante
366,Tante::N,ख़ाला,tante
367,Ehemann::N,पति,echtgenoot
368,Ehemann::N,शौहर,echtgenoot
369,Ehefrau::N,बीवी,echtgenote
370,Freude::N,आनंद,vreugde
371,Freude::N,प्रसन्नता,vreugde
372,Gelächter::N,हँसी,gelach
373,Gelächter::N,क़हक़हा,gelach
374,Glück::N,आनंद,geluk
375,Glück::N,ख़ुशी,geluk
376,Kummer::N,शोक,verdriet
377,Kummer::N,दुःख,verdriet
378,Wunsch::N,इच्छा,wens
379,Wunsch::N,इच्छा,verlangen
380,Wunsch::N,अभिलाषा,wens
381,Wunsch::N,अभिलाषा,verlangen
382,Lust::N,चाह,zin
383,Lust::N,चाह,lust
384,Lust::N,कामना,zin
385,Lust::N,कामना,lust
386,Geist::N,जान,geest
387,Geist::N,प्राण,geest
388,Gedanke::N,विचार,gedachte
389,Gedächtnis::N,याददाश्त,geheugen
390,Gedächtnis::N,स्मरण-शक्ति,geheugen
391,Verstand::N,समझ,verstand
392,Verstand::N,अक़्ल,verstand
393,Verstand::N,बुद्धि,verstand
394,Sinn::N,अर्थ,betekenis
395,Grund::N,वजह,reden
396,Grund::N,कारण,reden
397,Wahrheit::N,सत्य,waarheid
398,Wahrheit::N,सच्चाई,waarheid
399,Gespräch::N,चर्चा,gesprek
400,Gespräch::N,वार्ता,gesprek
401,Gespräch::N,बात-चीत,gesprek
402,Märchen::N,क़िस्सा,sprookje
403,Erzählung::N,कथा,verhaal
404,Erzählung::N,कहानी,verhaal
405,Nachricht::N,सूचना,tijding
406,Nachricht::N,समाचार,tijding
407,Neuigkeit::N,ख़बर,nieuws
408,Neuigkeit::N,ख़बर,nieuwtje
409,Neuigkeit::N,समाचार,nieuws
410,Neuigkeit::N,समाचार,nieuwtje
411,Name::N,नाम,naam
412,Rätsel::N,पहेली,raadsel
413,Rede::N,वचन,rede
414,Rede::N,भाषण,rede
415,Sprache::N,भाषा,taal
416,Sprache::N,ज़बान,taal
417,Stimme::N,स्वर,stem
418,Stimme::N,आवाज़,stem
419,Wort::N,शब्द,woord
420,Wort::N,लफ़्ज़,woord
421,Zeichen::N,निशान,teken
422,Ruf::N,पुकार,roep
423,Ruf::N,आह्वान,roep
424,Lärm::N,शोर,lawaai
425,Lärm::N,हुल्लड़,lawaai
426,Laut::N,स्वर,klank
427,Laut::N,स्वर,geluid
428,Laut::N,ध्वनि,klank
429,Laut::N,ध्वनि,geluid
430,Ton::N,सुर,toon
431,Ton::N,सुर,klank
432,Ton::N,स्वर,toon
433,Ton::N,स्वर,klank
434,Lied::N,गीत,lied
435,Ruhe::N,आराम,rust
436,Ruhe::N,आराम,stilte
437,Ruhe::N,ख़ामोशी,rust
438,Ruhe::N,ख़ामोशी,stilte
439,Leute::N,लोग,lui
440,Leute::N,लोग,mensen
441,Volk::N,क़ौम,volk
442,Volk::N,प्रजा,volk
443,Arbeit::N,काम,werk
444,Arbeit::N,काम,arbeid
445,Gast::N,अतिथि,gast
446,Gast::N,मेहमान,gast
447,Geschenk::N,उपहार,cadeau
448,Geschenk::N,उपहार,geschenk
449,Geschenk::N,तोहफ़ा,cadeau
450,Geschenk::N,तोहफ़ा,geschenk
451,Spiel::N,खेल,spel
452,Spiel::N,क्रीड़ा,spel
453,Gesellschaft::N,साथ,gezelschap
454,Hilfe::N,मदद,hulp
455,Hilfe::N,सहायता,hulp
456,Freund::N,मित्र,vriend
457,Kamerad::N,साथी,maat
458,Kamerad::N,साथी,metgezel
459,Kamerad::N,कामरेड,maat
460,Kamerad::N,कामरेड,metgezel
461,Angelegenheit::N,बात,zaak
462,Angelegenheit::N,बात,aangelegenheid
463,Angelegenheit::N,मामला,zaak
464,Angelegenheit::N,मामला,aangelegenheid
465,Anzahl::N,तादाद,tal
466,Anzahl::N,तादाद,aantal
467,Anzahl::N,संख्या,tal
468,Anzahl::N,संख्या,aantal
469,Art::N,तरह,slag
470,Art::N,तरह,soort
471,Art::N,क़िस्म,slag
472,Art::N,क़िस्म,soort
473,Stück::N,फाँक,stuk
474,Stück::N,टुकड़ा,stuk
475,Teil::N,भाग,deel
476,Teil::N,हिस्सा,deel
477,Hälfte::N,अर्धभाग,helft
478,Kreis::N,चक्कर,kring
479,Kreis::N,चक्कर,cirkel
480,Kreuz::N,सलीब,kruis
481,Kreuz::N,क्रूस,kruis
482,Linie::N,लाइन,lijn
483,Strich::N,लकीर,haal
484,Strich::N,लकीर,streep
485,Abstand::N,अंतर,afstand
486,Abstand::N,फ़ासला,afstand
487,Entfernung::N,दूरी,afstand
488,Entfernung::N,फ़ासला,afstand
489,Gegend::N,इलाक़ा,streek
490,Platz::N,जगह,ruimte
491,Platz::N,स्थान,ruimte
492,Ort::N,स्थल,oord
493,Ort::N,स्थल,plaats
494,Ort::N,स्थान,oord
495,Ort::N,स्थान,plaats
496,Seite::N,ओर,zij
497,Seite::N,ओर,kant
498,Seite::N,ओर,zijde
499,Seite::N,तरफ़,zij
500,Seite::N,तरफ़,kant
501,Seite::N,तरफ़,zijde
502,Mitte::N,बीच,midden
503,Mitte::N,मध्य,midden
504,Gegenstand::N,चीज़,voorwerp
505,Gegenstand::N,पदार्थ,voorwerp
506,Sache::N,चीज़,zaak
507,Sache::N,वस्तु,zaak
508,Rand::N,छोर,rand
509,Rand::N,छोर,boord
510,Rand::N,उपांत,rand
511,Rand::N,उपांत,boord
512,Kante::N,कोर,kant
513,Kante::N,किनारा,kant
514,Ecke::N,कोना,hoek
515,Ecke::N,नुक्कड़,hoek
516,Spitze::N,नोक,punt
517,Spitze::N,नोक,spits
518,Ende::N,छोर,einde
519,Ende::N,छोर,uiteinde
520,Ende::N,सिरा,einde
521,Ende::N,सिरा,uiteinde
522,Loch::N,छेद,gat
523,Loch::N,सूराख़,gat
524,Winkel::N,कोण,hoek
525,Winkel::N,कोना,hoek
526,Muster::N,नमूना,dessin
527,Muster::N,नमूना,patroon
528,Muster::N,डिज़ाइन,dessin
529,Muster::N,डिज़ाइन,patroon
530,Größe::N,परिमाण,grootte
531,Größe::N,विस्तार,grootte
532,Länge::N,लंबाई,lengte
533,Höhe::N,ऊँचाई,hoogte
534,Höhe::N,उच्चता,hoogte
535,Gewicht::N,भार,gewicht
536,Gewicht::N,वज़न,gewicht
537,Menge::N,मात्रा,hoeveelheid
538,Haufen::N,ढेर,hoop
539,Haufen::N,अंबार,hoop
540,Reihe::N,क़तार,rij
541,Reihe::N,क़तार,reeks
542,Reihe::N,पंक्ति,rij
543,Reihe::N,पंक्ति,reeks
544,Boot::N,नाव,boot
545,Boot::N,नौका,boot
546,Ruder::N,चप्पू,roeiriem
547,Schlitten::N,बर्फ़-गाड़ी,slee
548,Schlitten::N,बर्फ़-गाड़ी,slede
549,Ski::N,स्की,ski
550,Lagerfeuer::N,अलाव,kampvuur
551,Lagerfeuer::N,कैंप-फ़ायर,kampvuur
552,Last::N,भार,last
553,Last::N,भार,vracht
554,Gang::N,चाल,wandeling
555,Schritt::N,डग,stap
556,Schritt::N,डग,schrede
557,Schritt::N,क़दम,stap
558,Schritt::N,क़दम,schrede
559,Norden::N,उत्तर,noorden
560,Süden::N,दक्खिन,zuiden
561,Westen::N,पश्चिम,westen
562,Osten::N,पूरब,oosten
563,Holz::N,काठ,hout
564,Holz::N,काष्ठ,hout
565,Brett::N,पटरा,plank
566,Brett::N,तख़्ता,plank
567,Platte::N,फलक,plaat
568,Platte::N,तख़्ता,plaat
569,Stütze::N,टेक,stut
570,Stütze::N,टेक,steun
571,Stütze::N,थूनी,stut
572,Stütze::N,थूनी,steun
573,Stange::N,छड़,stang
574,Stange::N,बाँस,stang
575,Stock::N,लाठी,stok
576,Stab::N,लग्गा,staf
577,Rohr::N,नल,pijp
578,Haus::N,घर,huis
579,Haus::N,मकान,huis
580,Heim::N,घर,tehuis
581,Heim::N,गृह,tehuis
582,Ofen::N,चूल्हा,kachel
583,Fußboden::N,फ़र्श,vloer
584,Tisch::N,मेज़,tafel
585,Stuhl::N,कुरसी,stoel
586,Wiege::N,पालना,wieg
587,Wiege::N,हिंडोला,wieg
588,Bett::N,खाट,bed
589,Bett::N,पलंग,bed
590,Regal::N,शेल्फ़,rek
591,Kiste::N,पेटी,kist
592,Kiste::N,डिब्बा,kist
593,Fenster::N,खिड़की,raam
594,Fenster::N,खिड़की,venster
595,Tür::N,द्वार,deur
596,Tür::N,दरवाज़ा,deur
597,Tor::N,फाटक,poort
598,Zaun::N,बाड़ा,omheining
599,Dach::N,छत,dak
600,Dach::N,छप्पर,dak
601,Leiter::N,सीढ़ी,ladder
602,Besen::N,झाड़ू,bezem
603,Besen::N,बुहारी,bezem
604,Spaten::N,कुदाल,schop
605,Schaufel::N,बेलचा,schep
606,Schaufel::N,फावड़ा,schep
607,Gabel::N,काँटा,vork
608,Löffel::N,चम्मच,lepel
609,Messer::N,छुरा,mes
610,Messer::N,चाक़ू,mes
611,Nagel::N,कील,spijker
612,Nagel::N,मेख़,spijker
613,Netz::N,जाल,net
614,Haken::N,अंकुश,haak
615,Griff::N,मूठ,handvat
616,Griff::N,हत्था,handvat
617,Schloss::N,ताला,slot
618,Bild::N,चित्र,beeld
619,Figur::N,मूर्ति,figuur
620,Puppe::N,पुतली,pop
621,Puppe::N,गुड़िया,pop
622,Beutel::N,झोला,zak
623,Beutel::N,झोला,buidel
624,Bündel::N,पुलिंदा,pak
625,Bündel::N,पुलिंदा,bundel
626,Tasche::N,बेग,tas
627,Tasche::N,बस्ता,tas
628,Eimer::N,बाल्टी,emmer
629,Deckel::N,ढक्कन,deksel
630,Geschirr::N,बरतन-भाँड़े,vaatwerk
631,Sack::N,बोरा,zak
632,Tasse::N,प्याला,kop
633,Topf::N,देग़चा,pan
634,Kessel::N,देग़,ketel
635,Kessel::N,बटलोई,ketel
636,Essen::N,खाना,eten
637,Nahrung::N,भोजन,voedsel
638,Speise::N,खाना,spijs
639,Speise::N,व्यंजन,spijs
640,Fleisch::N,मांस,vlees
641,Fleisch::N,गोश्त,vlees
642,Getreide::N,अनाज,graan
643,Brei::N,भरता,pap
644,Brei::N,भरता,brij
645,Brei::N,दलिया,pap
646,Brei::N,दलिया,brij
647,Brot::N,रोटी,brood
648,Scheibe::N,कतला,plak
649,Scheibe::N,कतला,snede
650,Fett::N,वसा,vet
651,Fett::N,चरबी,vet
652,Butter::N,मक्खन,boter
653,Öl::N,तेल,olie
654,Salz::N,नमक,zout
655,Suppe::N,सूप,soep
656,Suppe::N,शोरबा,soep
657,Honig::N,शहद,honing
658,Milch::N,दूध,melk
659,Tee::N,चाय,thee
660,Leder::N,चमड़ा,leer
661,Leder::N,चमड़ा,leder
662,Wolle::N,ऊन,wol
663,Stoff::N,कपड़ा,stof
664,Nadel::N,सूई,naald
665,Faden::N,डोरा,draad
666,Knopf::N,बटन,knoop
667,Knopf::N,घुंडी,knoop
668,Knoten::N,गाँठ,knoop
669,Knoten::N,गुत्थी,knoop
670,Farbe::N,रंग,verf
671,Farbe::N,वर्ण,verf
672,Kleidung::N,पहनावा,kledij
673,Kleidung::N,पहनावा,kleding
674,Hemd::N,कुरता,hemd
675,Hemd::N,क़मीज़,hemd
676,Kragen::N,गरदनी,kraag
677,Kragen::N,गरेबान,kraag
678,Ärmel::N,आस्तीन,mouw
679,Hose::N,पैंट,broek
680,Hose::N,पैंट,pantalon
681,Hose::N,पतलून,broek
682,Hose::N,पतलून,pantalon
683,Gürtel::N,पेटी,riem
684,Gürtel::N,पेटी,gordel
685,Gürtel::N,मेखला,riem
686,Gürtel::N,मेखला,gordel
687,Mütze::N,टोपी,muts
688,Schuh::N,जूता,schoen
689,Stiefel::N,बूट,laars
690,Ring::N,अँगूठी,ring
691,Band::N,पट्टी,lint
692,Kamm::N,कंघी,kam
693,Spiegel::N,आईना,spiegel
694,Spiegel::N,दर्पण,spiegel
695,Riemen::N,तसमा,riem
696,Riemen::N,पट्टा,riem
697,Schnur::N,डोरी,koord
698,Schnur::N,सुतली,koord
699,Leine::N,रस्सी,lijn
700,Decke::N,रज़ाई,deken
701,Kissen::N,तकिया,kussen
702,Kissen::N,गाद्दा,kussen
703,Tuch::N,रूमाल,doek
704,Tuch::N,वस्त्र,doek
705,Handtuch::N,अँगोछा,handdoek
706,Kraft::N,ज़ोर,kracht
707,Kraft::N,शक्ति,kracht
708,Stärke::N,बल,sterkte
709,Stärke::N,ताक़त,sterkte
710,Gesundheit::N,स्वास्थ्य,gezondheid
711,Gesundheit::N,तंदुरुस्ती,gezondheid
712,Krankheit::N,रोग,ziekte
713,Krankheit::N,बीमारी,ziekte
714,Schmerz::N,दर्द,pijn
715,Schmerz::N,पीड़ा,pijn
716,Wunde::N,घाव,wond
717,Wunde::N,ज़ख़्म,wond
718,Fieber::N,ज्वर,koorts
719,Fieber::N,बुख़ार,koorts
720,Arznei::N,दवा,medicament
721,Arznei::N,दवा,geneesmiddel
722,Arznei::N,औषाधि,medicament
723,Arznei::N,औषाधि,geneesmiddel
724,Brücke::N,पुल,brug
725,Brücke::N,सेतु,brug
726,Brunnen::N,कुआँ,put
727,Brunnen::N,कुआँ,bron
728,Weide::N,चरागाह,wei
729,Weide::N,चरागाह,weide
730,Pfad::N,पथ,pad
731,Pfad::N,पगडंडी,pad
732,Weg::N,मार्ग,weg
733,Straße::N,राह,baan
734,Straße::N,राह,straat
735,Straße::N,रास्ता,baan
736,Straße::N,रास्ता,straat
737,Dorf::N,गाँव,dorp
738,Dorf::N,ग्राम,dorp
739,Stadt::N,शहर,stad
740,Brief::N,ख़त,brief
741,Brief::N,पत्र,brief
742,Brief::N,चिट्ठी,brief
743,Buch::N,किताब,boek
744,Buch::N,पुस्तक,boek
745,Buchstabe::N,अक्षर,letter
746,Zeitung::N,अख़बार,krant
747,Zeitung::N,अख़बार,dagblad
748,Zeitung::N,समाचार-पत्र,krant
749,Zeitung::N,समाचार-पत्र,dagblad
750,Leben::N,जीवन,leven
751,Leben::N,ज़िंदगी,leven
752,Tod::N,मौत,dood
753,Tod::N,मृत्यु,dood
754,Grab::N,क़ब्र,graf
755,Kirche::N,चर्च,kerk
756,Kirche::N,गिरजा,kerk
757,Sünde::N,पाप,zonde
758,Sünde::N,गुनाह,zonde
759,Gott::N,देव,god
760,Gott::N,ईश्वर,god
761,Arbeiter::N,मज़दूर,arbeider
762,Chef::N,अध्यक्ष,chef
763,Meister::N,शिल्पज्ञ,meester
764,Arzt::N,वैद्य,arts
765,Arzt::N,वैद्य,dokter
766,Arzt::N,डॉक्टर,arts
767,Arzt::N,डॉक्टर,dokter
768,Arzt::N,चिकित्सक,arts
769,Arzt::N,चिकित्सक,dokter
770,Lehrer::N,शिक्षक,leraar
771,Lehrer::N,शिक्षक,onderwijzer
772,Lehrer::N,अध्यापक,leraar
773,Lehrer::N,अध्यापक,onderwijzer
774,Geld::N,धन,geld
775,Geld::N,पैसा,geld
776,Geschäft::N,सौदा,zaak
