,Concept_ID,en,myv
93,Hitze::N,heat,пси
94,Raureif::N,hoarfrost,лекш
95,Regenbogen::N,rainbow,пурьгинечирьке
96,Regenbogen::N,rainbow,пурьгинеёнкс
97,Donner::N,thunder,пурьгине
98,Strömung::N,current,чудема
99,Strömung::N,current,чудевкс
100,Tropfen::N,drop,петнявкс
101,Schaum::N,foam,чов
102,Schmutz::N,dirt,рудаз
103,See::N,lake,эрьке
104,Sumpf::N,swamp,чей
105,Moor::N,moor,чей
106,Wiese::N,meadow,луга
107,Wald::N,forest,вирь
108,Hügel::N,hill,губорь
109,Hügel::N,hill,пандыне
110,Anhöhe::N,elevation,губорь
111,Anhöhe::N,elevation,пандыне
112,Berg::N,mountain,пандо
113,Gipfel::N,summit,пря
114,Höhle::N,cave,пещера
115,Abhang::N,slope,пандочама
116,Quelle::N,source,ушодкс
117,Bach::N,brook,чудикерькс
118,Fluss::N,river,лей
119,Ufer::N,shore,чире
120,Küste::N,coast,лейчире
121,Festland::N,land,мода
122,Meer::N,sea,моря
123,Bucht::N,cove,усия
124,Insel::N,island,усия
125,Blume::N,flower,цеця
126,Gras::N,grass,тикше
127,Wurzel::N,root,юр
128,Wurzel::N,root,ундокс
129,Baum::N,tree,чувто
130,Stamm::N,trunk,рунго
131,Rinde::N,bark,суд
132,Rinde::N,bark,керь
133,Ast::N,limb,морго
134,Zweig::N,branch,тарад
135,Blatt::N,leaf,лопа
136,Birke::N,birch,килей
137,Kiefer[Baum]::N,pine,пиче
138,Weide[Baum]::N,willow,каль
139,Tanne::N,fir,куз
140,Horn::N,horn,сюро
141,Feder::N,feather,толга
142,Fell::N,fur,пона
143,Flügel::N,wing,сёлмо
144,Klaue::N,claw,кенже
145,Kralle::N,claw,кенже
146,Schwanz::N,tail,пуло
147,Ei::N,egg,ал
148,Nest::N,nest,пизэ
149,Bau::N,lair,варя
150,Bau::N,lair,пизе
151,Tier::N,animal,ракша
152,Herde::N,flock,стада
153,Kuh::N,cow,скал
154,Bulle::N,bull,бука
155,Pferd::N,horse,лишме
156,Schaf::N,sheep,реве
157,Schwein::N,pig,туво
158,Hund::N,dog,пине
159,Hund::N,dog,киска
160,Katze::N,cat,псака
161,Bär::N,bear,овто
162,Eichhörnchen::N,squirrel,ур
163,Elch::N,elk,сярдо
164,Fuchs::N,fox,ривезь
165,Hase::N,hare,нумоло
166,Maus::N,mouse,чеерь
167,Wolf::N,wolf,верьгиз
168,Vogel::N,bird,нармунь
169,Schwarm::N,swarm,полк
170,Schwarm::N,swarm,стада
171,Huhn::N,chicken,сараз
172,Hahn::N,cock,атякш
173,Gans::N,goose,гала
174,Gans::N,goose,мацей
175,Adler::N,eagle,куцькан
176,Adler::N,eagle,тумоатякш
177,Ente::N,duck,яксярго
178,Eule::N,owl,корж
179,Kranich::N,crane,карго
180,Krähe::N,crow,варака
181,Kuckuck::N,cuckoo,куко
182,Schwan::N,swan,локсей
183,Fisch::N,fish,кал
184,Barsch::N,perch,окунь
185,Hecht::N,pike,щука
186,Schlange[Tier]::N,snake,гуй
187,Wurm::N,worm,сукс
188,Spinne::N,spider,шанжав
189,Ameise::N,ant,коткудав
190,Laus::N,louse,сий
191,Mücke::N,midge,сеське
192,Fliege::N,fly,карво
193,Schmetterling::N,butterfly,нимиляв
194,Beere::N,berry,умарь
195,Apfel::N,apple,умарь
196,Pilz::N,mushroom,панго
197,Zwiebel::N,onion,чурька
198,Saat::N,seed,видьметь
199,Korn::N,grain,сюро
200,Heu::N,hay,тикше
201,Schale::N,husk,кедь
202,Schale::N,husk,ваткавкс
203,Grube::N,pit,латко
204,Falle::N,trap,тувор
205,Falle::N,trap,кундамка
206,Schlinge::N,noose,килькш
207,Spur::N,track,челькс
208,Spur::N,track,пильгеки
209,Asche::N,ashes,кулов
210,Dreck::N,filth,рудаз
211,Eisen::N,iron,кшни
212,Gold::N,gold,сырне
213,Silber::N,silver,сия
214,Kohle::N,coal,сэдь
215,Kohle::N,coal,уголия
216,Glas::N,glass,сулика
217,Lehm::N,clay,сёвонь
218,Sand::N,sand,човар
219,Mensch::N,human,ломань
220,Mann::N,man,аля
221,Mann::N,man,цёраломань
222,Frau::N,woman,ава
223,Kind::N,child,эйкакш
224,Junge::N,boy,цёрыне
225,Mädchen::N,girl,тейтерне
226,Familie::N,family,семия
227,Großvater::N,grandfather,покштя
228,Großmutter::N,grandmother,баба
229,Eltern::N,parents,тетят-ават
230,Vater::N,father,тетя
231,Mutter::N,mother,ава
232,Sohn::N,son,цёра
233,Tochter::N,daughter,тейтерь
234,Bruder::N,brother,леля
235,Bruder::N,brother,ялакс
236,Schwester::N,sister,сазор
237,Onkel::N,uncle,леля
238,Tante::N,aunt,патя
239,Ehemann::N,husband,мирде
240,Ehefrau::N,wife,ни
241,Freude::N,joy,кеняркс
242,Gelächter::N,laughter,ракамо
243,Gelächter::N,laughter,пейдема
244,Glück::N,happiness,уцяска
245,Kummer::N,grief,рискс
246,Kummer::N,grief,мелявкс
247,Wunsch::N,wish,мель
248,Wunsch::N,wish,бажамо
249,Lust::N,desire,бажамо
250,Geist::N,spirit,ойме
251,Gedanke::N,thought,мель
252,Gedächtnis::N,memory,мель
253,Verstand::N,mind,прев
254,Sinn::N,meaning,толк
255,Sinn::N,meaning,смысла
256,Grund::N,reason,тувтал
257,Wahrheit::N,truth,видечи
258,Gespräch::N,talk,кортнема
259,Märchen::N,fairy tale,ёвкс
260,Erzählung::N,story,ёвтнема
261,Nachricht::N,message,куля
262,Neuigkeit::N,news,куля
263,Name::N,name,лем
264,Rätsel::N,puzzle,содамоёвкс
265,Rede::N,speech,кортамо
266,Sprache::N,language,кель
267,Stimme::N,voice,ваигель
268,Wort::N,word,вал
269,Zeichen::N,sign,теште
270,Ruf::N,call,тердема
271,Lärm::N,noise,шалнома
272,Laut::N,sound,вайгель
273,Ton::N,tone,гайнема
274,Lied::N,song,моро
275,Ruhe::N,calm,оймамо
276,Leute::N,people,ломанть
277,Volk::N,nation,народ
278,Arbeit::N,work,тев
279,Gast::N,guest,инже
280,Geschenk::N,gift,казне
281,Spiel::N,game,налксема
282,Gesellschaft::N,company,община
283,Hilfe::N,help,лездамо
284,Freund::N,friend,оя
285,Freund::N,friend,ялга
286,Kamerad::N,companion,оя
287,Kamerad::N,companion,ялга
288,Angelegenheit::N,matter,тев
289,Anzahl::N,count,ламоксчи
290,Art::N,sort,вид
291,Stück::N,piece,пакш
292,Stück::N,piece,пелькс
293,Teil::N,part,часть
294,Teil::N,part,пелькс
295,Hälfte::N,half,пель
296,Hälfte::N,half,пелькс
297,Kreis::N,circle,кирькс
298,Kreuz::N,cross,крёст
299,Linie::N,line,кикс
300,Strich::N,stroke,межа
301,Abstand::N,gap,ютко
302,Entfernung::N,distance,ютко
303,Gegend::N,area,тарка
304,Gegend::N,area,пертьпелькс
305,Platz::N,space,васолкс
306,Ort::N,place,тарка
307,Seite::N,side,ён
308,Seite::N,side,чире
309,Mitte::N,middle,куншка
310,Gegenstand::N,item,предмет
311,Sache::N,thing,тев
312,Sache::N,thing,веща
313,Rand::N,fringe,пе
314,Rand::N,fringe,чире
315,Kante::N,edge,ирдез
316,Ecke::N,corner,ужо
317,Spitze::N,tip,пряне
318,Spitze::N,tip,пе
319,Ende::N,end,пе
320,Loch::N,hole,варя
321,Winkel::N,angle,ужо
322,Muster::N,pattern,сёрма
323,Größe::N,size,сэрь
324,Größe::N,size,покшолма
325,Länge::N,length,кувалмо
326,Höhe::N,height,сэрь
327,Höhe::N,height,пандо
328,Gewicht::N,weight,сталмо
329,Menge::N,amount,лововкс
330,Haufen::N,heap,мар
331,Haufen::N,heap,валявкс
332,Reihe::N,row,ряд
333,Boot::N,boat,венч
334,Ruder::N,oar,милё
335,Schlitten::N,sleigh,нурдт
336,Ski::N,ski,сокс
337,Lagerfeuer::N,campfire,толбандя
338,Last::N,load,сталмо
339,Last::N,load,кандома
340,Gang::N,walk,молема
341,Gang::N,walk,якамо
342,Schritt::N,step,эскелькс
343,Norden::N,north,якшамо ёнкс
344,Süden::N,south,лембе ёнкс
345,Westen::N,west,чивалгома
346,Osten::N,east,чилисема
347,Holz::N,wood,чувто
348,Brett::N,board,лаз
349,Platte::N,slab,плита
350,Stütze::N,bracket,неже
351,Stange::N,pole,олга
352,Stock::N,stick,мандо
353,Stab::N,staff,олога
354,Rohr::N,pipe,турба
355,Haus::N,house,кудо
356,Heim::N,home,кудо
357,Ofen::N,stove,каштомо
358,Fußboden::N,floor,киякс
359,Tisch::N,table,столь
360,Stuhl::N,chair,стул
361,Wiege::N,cradle,лавсь
362,Wiege::N,cradle,нурямот
363,Bett::N,bed,ацамо
364,Regal::N,shelf,лався
365,Regal::N,shelf,лавсяланго
366,Kiste::N,box,горобия
367,Kiste::N,box,сундук
368,Fenster::N,window,вальма
369,Tür::N,door,кенкш
370,Tor::N,gate,ортат
371,Zaun::N,fence,пирявт
372,Zaun::N,fence,пирвякс
373,Dach::N,roof,кудопря
374,Leiter::N,ladder,кузтема
375,Besen::N,broom,тенсть
376,Spaten::N,spade,койме
377,Schaufel::N,shovel,кече
378,Schaufel::N,shovel,келей койме
379,Gabel::N,fork,сянгине
380,Löffel::N,spoon,пенч
381,Messer::N,knife,пеель
382,Nagel::N,nail,эске
383,Netz::N,net,алтыма
384,Haken::N,hook,кечказ
385,Griff::N,handle,кедне
386,Schloss::N,lock,замок
387,Schloss::N,lock,панжома
388,Bild::N,picture,картина
389,Figur::N,figure,рунго
390,Puppe::N,doll,няка
391,Beutel::N,pouch,кескав
392,Bündel::N,bundle,керькс
393,Tasche::N,bag,юдма
394,Eimer::N,bucket,ведра
395,Deckel::N,cover,велькс
396,Geschirr::N,dishes,кедьге
397,Sack::N,sack,кескав
398,Tasse::N,cup,чакш
399,Topf::N,pot,кастрюля
400,Kessel::N,kettle,котёл
401,Essen::N,meal,ярсамо
402,Nahrung::N,food,ярсамопель
403,Speise::N,dish,ярсамопель
404,Fleisch::N,meat,сывель
405,Getreide::N,corn,сюро
406,Brei::N,mush,каша
407,Brot::N,bread,кши
408,Scheibe::N,slice,кочом
409,Scheibe::N,slice,сускомо
410,Fett::N,fat,куя
411,Butter::N,butter,ой
412,Öl::N,oil,ой
413,Salz::N,salt,сал
414,Suppe::N,soup,ям
415,Honig::N,honey,медь
416,Milch::N,milk,ловсо
417,Tee::N,tea,чай
418,Leder::N,leather,киське
419,Wolle::N,wool,пона
420,Stoff::N,cloth,коцт
421,Nadel::N,needle,салмукс
422,Faden::N,thread,суре
423,Knopf::N,button,пов
424,Knoten::N,knot,сюлмо
425,Farbe::N,paint,артомапель
426,Kleidung::N,clothes,оршамот
427,Hemd::N,shirt,панар
428,Kragen::N,collar,сиве
429,Ärmel::N,sleeve,ожа
430,Hose::N,trousers,понкст
431,Gürtel::N,belt,каркс
432,Mütze::N,cap,чапка
433,Schuh::N,shoe,туфля
434,Stiefel::N,boot,кем
435,Ring::N,ring,суркс
436,Band::N,ribbon,лента
437,Kamm::N,comb,сурсеме
438,Spiegel::N,mirror,чавачамо
439,Riemen::N,strap,кшнань каркс
440,Schnur::N,string,пикс
441,Leine::N,leash,ведьме
442,Decke::N,blanket,вельтямо
443,Kissen::N,pillow,тодов
444,Tuch::N,scarf,паця
445,Handtuch::N,towel,нардамо
446,Kraft::N,force,вий
447,Stärke::N,strength,виевчи
448,Gesundheit::N,health,шумбрачи
449,Krankheit::N,illness,орма
450,Krankheit::N,illness,сэредема
451,Schmerz::N,pain,сэредькс
452,Wunde::N,wound,керявкс
453,Fieber::N,fever,маштыкс
454,Arznei::N,medicine,ормаменькс
455,Brücke::N,bridge,сэдь
456,Brücke::N,bridge,мадамо
457,Brunnen::N,well,лисьма
458,Weide::N,pasture,ракшань ванома тарка
459,Pfad::N,path,ян
460,Weg::N,way,ки
461,Straße::N,road,ки
462,Dorf::N,village,веле
463,Stadt::N,town,ош
464,Brief::N,letter,сёрма
465,Buch::N,book,книга
466,Buchstabe::N,character,буква
467,Zeitung::N,newspaper,газета
468,Leben::N,life,эрямо
469,Tod::N,death,кулома
470,Grab::N,grave,калмо
471,Kirche::N,church,церькова
472,Sünde::N,sin,чумочи
473,Gott::N,god,паз
474,Arbeiter::N,worker,робочей
475,Chef::N,boss,прявт
476,Meister::N,master,кол тевень тенця
477,Arzt::N,doctor,врач
478,Lehrer::N,teacher,учитель
479,Lehrer::N,teacher,тонавтыця
480,Geld::N,money,ярмак
481,Geschäft::N,business,ладязь тев
482,Laden::N,shop,лавка
483,Preis::N,price,питне
484,Ware::N,ware,миевкс
485,Ware::N,ware,рамавкс
486,Nutzen::N,profit,паро
487,Nutzen::N,profit,лезэ
488,Reichtum::N,wealth,сюпавчи
489,Welt::N,world,мир
490,Welt::N,world,мастор ланго
491,Land::N,country,мастор
492,Staat::N,state,государства
493,König::N,king,король
494,Macht::N,power,азорксчи
495,Grenze::N,border,буен тешкс
496,Krieg::N,war,война
497,Feind::N,enemy,душман
498,Gewalt::N,violence,нарьгамо
499,Kampf::N,fight,тюрема
500,Bogen[Waffe]::N,bow,нал
501,Pfeil::N,arrow,нал
502,Gewehr::N,gun,ружия
503,Gewehr::N,gun,винтовка
504,Fehler::N,mistake,ильведькс
505,Fehler::N,mistake,ильведевкс
506,Lüge::N,lie,манчема
507,Lüge::N,lie,кенгелема
508,Schaden::N,damage,зыян
509,Unglück::N,misfortune,зыян
510,Schuld::N,fault,чумочи
511,Alter::N,age,шка
512,Schluss::N,conclusion,пе
513,Zeit::N,time,шка
514,Zeit::N,time,пинге
515,Tag::N,day,чи
516,Morgen::N,morning,валске
517,Mittag::N,noon,чикуншка
518,Abend::N,evening,чокшнэ
519,Nacht::N,night,ве
520,Woche::N,week,недля
521,Monat::N,month,ков
522,Jahr::N,year,ие
523,Frühling::N,spring,тундо
524,Sommer::N,summer,кизэ
525,Herbst::N,autumn,сёксь
526,Winter::N,winter,теле
527,Januar::N,January,якшамков
528,Februar::N,February,февраль
529,März::N,March,март
530,April::N,April,апрель
531,Mai::N,May,май
532,Juni::N,June,июнь
533,Juli::N,July,июль
534,August::N,August,август
535,September::N,September,сентября
536,Oktober::N,October,октября
537,November::N,November,ноября
538,Dezember::N,December,декабря
539,Montag::N,Monday,пондельник
540,Dienstag::N,Tuesday,овторник
541,Mittwoch::N,Wednesday,серёда
542,Donnerstag::N,Thursday,цетьверьг
543,Freitag::N,Friday,пеця
544,Samstag::N,Saturday,субута
545,Samstag::N,Saturday,шлямочи
546,Sonntag::N,Sunday,недлячи
547,groß::A,big,ине
548,groß::A,big,покш
549,klein::A,little,вишка
550,lang::A,long,кувака
551,kurz::A,short,нурькине
552,breit::A,wide,келей
553,schmal::A,narrow,теине
554,dicht::A,dense,тусто
555,dick[Gegenstand]::A,thick,эчке
556,dünn::A,thin,човине
557,fein::A,delicate,човине
558,fest::A,firm,кеме
559,flach::A,flat,лапужа
560,glatt::A,smooth,валаня
561,hart::A,hard,калгодо
562,weich::A,soft,чевте
563,rund::A,round,кеверь
564,spitz::A,pointed,пшти
565,scharf::A,sharp,пшти
566,stumpf::A,blunt,ношка
567,schwer::A,heavy,стака
568,schön::A,beautiful,мазый
569,heiß::A,hot,пси
570,warm::A,warm,лембе
571,kalt::A,cold,якшамо
572,kühl::A,cool,экше
573,frisch::A,fresh,свежа
574,feucht::A,damp,летьке
575,nass::A,wet,начко
576,trocken::A,dry,коське
577,voll::A,full,пешксе
578,leer::A,empty,чаво
579,offen::A,open,панжадо
580,offen::A,open,виде
581,geschlossen::A,closed,пекстазь
582,geschlossen::A,closed,сёлгозь
583,sauber::A,clean,ванькс
584,schmutzig::A,dirty,ливезев
585,roh::A,raw,верек
586,reif::A,ripe,кенерезь
587,lecker::A,delicious,тантей
588,süß::A,sweet,ламбамо
589,bitter::A,bitter,сэпей
590,sauer::A,sour,чапамо
591,hell::A,bright,валдо
592,dunkel::A,dark,чопода
593,schwarz::A,black,раужо
594,weiß::A,white,ашо
595,rot::A,red,якстере
596,gelb::A,yellow,ожо
597,blau::A,blue,сэнь
598,grün::A,green,пиже
599,grau::A,grey,шержев
600,bunt::A,colourful,сёрмав
601,bunt::A,colorful,сёрмав
602,billig::A,cheap,аволь питней
603,teuer::A,dear,питней
604,wertvoll::A,precious,питней
605,blind::A,blind,сокор
606,taub::A,deaf,амариця
607,kräftig::A,powerful,пек виев
608,stark::A,strong,виев
609,schwach::A,weak,лавшо
610,fett::A,fat,куя
611,schlank::A,slim,виде ронга
612,hübsch::A,pretty,мазый
613,böse::A,evil,кежей
614,dumm::A,stupid,чавола
615,dumm::A,stupid,превтеме
616,faul::A,lazy,нузякс
617,fleißig::A,diligent,мелень путыця
618,geizig::A,stingy,скупой
619,klug::A,clever,превей
620,geschickt::A,skilful,маштозь теезь
621,geschickt::A,skillful,маштозь теезь
622,lieb::A,dear,вадря
623,lustig::A,merry,весёла
624,sanft::A,gentle,сэтьме
625,hungrig::A,hungry,вачо
626,krank::A,sick,сэредиця
627,nackt::A,naked,штапо
628,traurig::A,sad,нусманя
629,lebendig::A,living,эриця
630,gut::A,good,паро
631,schlecht::A,bad,берянь
632,richtig::A,correct,виде
633,schlimm::A,nasty,берянь
634,wahr::A,true,алкуксонь
635,alt::A,old,ташто
636,neu::A,new,од
637,ehemalig::A,former,икелень
638,alt[Lebewesen]::A,aged,сыре
639,jung::A,young,од
640,arm::A,poor,кажов
641,reich::A,rich,сюпав
642,bekannt::A,familiar,содавикс
643,berühmt::A,famous,содавикс
644,fremd::A,foreign,лия
645,fremd::A,foreign,асодавикс
646,verschieden::A,different,эрьва
647,nah::A,near,а васолонь
648,fern::A,far,умонь
649,fern::A,far,кезэрень
650,linker::A,left,керш
651,rechter::A,right,вить
652,anderer::A,other,лия
653,erster::A,first,васень
654,erster::A,first,васенце
655,zweiter::A,second,омбоце
656,dritter::A,third,колмоце
657,letzter::A,last,меельце
658,allein::ADV,alone,башка
659,allein::ADV,alone,ськамонзо
660,auf einmal::ADV,at once,вейсэ
661,zusammen::ADV,together,вейс
662,zusammen::ADV,together,вейсэ
663,lange::ADV,long,кувать
664,plötzlich::ADV,suddenly,апак учо
665,sofort::ADV,instantly,курок
666,sofort::ADV,instantly,нейке
667,später::ADV,later,мейле
668,jetzt::ADV,now,ней
669,heute::ADV,today,течи
670,morgen::ADV,tomorrow,ванды
671,bald::ADV,soon,курок
672,dann::ADV,then,мейле
673,dann::ADV,then,седе мейле
674,gestern::ADV,yesterday,исяк
675,einst::ADV,once,весть
676,einst::ADV,once,зярдо-бути
677,damals::ADV,at that time,сестэ
678,danach::ADV,afterwards,мейле
679,danach::ADV,afterwards,седе мейле
680,vorher::ADV,before,васняяк
681,zuerst::ADV,at first,васня
682,einmal::ADV,once,весть
683,manchmal::ADV,sometimes,лиясто
684,oft::ADV,often,сеетьстэ
685,immer::ADV,always,свал
686,niemals::ADV,never,а зярдояк
687,hier::ADV,here,тесэ
688,hierhin::ADV,hither,тей
689,hierhin::ADV,to here,тей
690,hierhin::ADV,here,тей
691,von hier::ADV,hence,тестэ
692,dort::ADV,there,тосо
693,dorthin::ADV,thither,тов
694,dorthin::ADV,there,тов
695,dorthin::ADV,to there,тов
696,geradeaus::ADV,ahead,витьстэ
697,vorwärts::ADV,forward,икелев
698,rückwärts::ADV,backward,мекев
699,zurück::ADV,back,мекев
700,unten::ADV,below,ало
701,hinab::ADV,down,алов
702,oben::ADV,above,вере
703,hinauf::ADV,up,верев
704,überall::ADV,everywhere,эрьва косо
705,nicht::ADV,not,а
706,ein wenig::ADV,a little,аламошка
707,kaum::ADV,hardly,ансяк
708,sehr::ADV,very,пек
709,sehr::ADV,very,вельть
710,so::ADV,so,истя
711,noch::ADV,still,таго
712,nur::ADV,only,ансяк
713,schon::ADV,already,уш
714,wieder::ADV,again,таго
715,vergebens::ADV,in vain,стяко
716,vor::PRP,in front of,икеле
717,hinter::PRP,behind,вельде
718,unter::PRP,under,ало
719,durch::PRP,through,пачк
720,neben::PRP,next to,вакссо
721,zwischen::PRP,between,ютксо
722,wegen::PRP,because of,кис
723,wegen::PRP,because of,коряс
724,wegen::PRP,because of,кувалт
725,dies::PRN,this,те
726,das::PRN,that,те
727,das::PRN,that,тона
728,alles::PRN,everything,весе
729,alles::PRN,everything,весемесь
730,ich::PRN,I,мон
731,du::PRN,you,тон
732,du::PRN,thou,тон
733,er::PRN,he,сон
734,wir::PRN,we,минь
735,ihr::PRN,you,тынь
736,sie::PRN,they,сынь
737,was::FPRN,what,мезе
738,wer::FPRN,who,ки
739,wo::FADV,where,косо
740,wohin::FADV,where ... to,ков
741,wohin::FADV,where ... to,козо
742,wohin::FADV,where to,ков
743,wohin::FADV,where to,козо
744,wohin::FADV,where,ков
745,wohin::FADV,where,козо
746,wie::FADV,how,кода
747,warum::FADV,why,мекс
748,wieviel::FNUM,how much,зяро
749,eins::NUM,one,вейке
750,zwei::NUM,two,кавто
751,drei::NUM,three,колмо
752,vier::NUM,four,ниле
753,fünf::NUM,five,вете
754,sechs::NUM,six,кото
755,sieben::NUM,seven,сисем
756,acht::NUM,eight,кавксо
757,neun::NUM,nine,вейксэ
758,zehn::NUM,ten,кемень
759,elf::NUM,eleven,кевейкее
760,zwölf::NUM,twelve,кемгавтово
761,zwanzig::NUM,twenty,комсь
762,dreißig::NUM,thirty,колоньгемень
763,vierzig::NUM,forty,ниленьгемень
764,fünfzig::NUM,fifty,ведьгемень
765,sechzig::NUM,sixty,кодгемень
766,siebzig::NUM,seventy,сизьгемень
767,achtzig::NUM,eighty,кавксоньгемень
768,neunzig::NUM,ninety,вейксэньгемень
769,hundert::NUM,a hundred,сядо
770,tausend::NUM,a thousand,тыща
771,und::CNJ,and,ды
772,oder::CNJ,or,или
773,stehen::V,stand,аштемс стядо
774,sitzen::V,sit,аштемс озадо
775,liegen::V,lie,мадезь аштемс
776,hängen::V,hang,нурьгемс
777,werden::V,become,арамс
778,passieren::V,happen,лисэмс
779,beginnen::V,begin,ушодомс
780,enden::V,end,лоткамс
781,wechseln::V,change,полавтнемс
782,aufgehen[Sonne]::V,rise,лисемс
783,aufgehen[Sonne]::V,rise,стямс
784,untergehen[Sonne]::V,set,валгомс
785,scheinen[Sonne]::V,shine,валдомтомс
786,donnern::V,thunder,цярномс
787,donnern::V,thunder,галдордомс
788,wehen::V,blow,пувамс
789,strömen::V,stream,чудемс
790,fließen::V,flow,чудемс
791,sich drehen::V,revolve,велямс
792,schwanken::V,sway,лыкамс
793,schwanken::V,sway,якамс
794,schwingen::V,swing,нурсемс
795,schwingen::V,swing,лыкамс
796,fallen::V,fall,прамс
797,fallen::V,fall,сяворемс
798,brennen::V,burn,паломс
799,rauchen::V,smoke,качадомс
800,regnen::V,rain,пиземс
801,gefrieren::V,freeze,кельмемс
802,tauen::V,thaw,соламс
803,schmelzen::V,melt,соламс
804,trocknen::V,dry,коськемс
805,sieden::V,boil,лакамс
806,sieden::V,boil,пиксемс
807,faulen::V,rot,наксадомс
808,verfaulen::V,decay,наксадомс
809,reißen::V,snap,сезневемс
810,versinken::V,sink,ваямс
811,vergehen::V,pass,ютамс
812,erscheinen::V,appear,лисемс
813,verschwinden::V,disappear,ёмамс
814,sinken::V,drop,явамс
815,abnehmen::V,decrease,киремемс
816,zunehmen::V,increase,ламолгадомс
817,zunehmen::V,increase,раштамс
818,steigen::V,rise,куземс
819,steigen::V,rise,кепсевемс
820,wachsen::V,grow,касомс
821,glänzen::V,shine,цитнемс
822,funkeln::V,sparkle,пиндолдомс
823,funkeln::V,sparkle,цивтёрдомс
824,lärmen::V,be noisy,шалномс
825,läuten::V,chime,гайгезевемс
826,klingeln::V,ring,чавомс баягас
827,klirren::V,tinkle,калдордомс
828,klirren::V,tinkle,кальцяемс
829,brausen::V,roar,лакамс
830,rauschen::V,rustle,лажномс
831,klingen::V,sound,гайгемс
832,bellen::V,bark,онгомс
833,heulen::V,howl,урномс
834,blasen::V,blow,пувамс
835,pfeifen::V,whistle,вешкемс
836,schreien::V,shout,пижнемс
837,stöhnen::V,groan,кувсемс
838,zittern::V,tremble,тарномс
839,leben::V,be alive,эрямс
840,geboren werden::V,be born,чачомс
841,atmen::V,breathe,лексемс
842,trinken::V,drink,симемс
843,essen::V,eat,ярсамс
844,schlucken::V,swallow,нилемс
845,schlucken::V,swallow,порнемс
846,müde werden::V,get tired,сиземс
847,einschlafen::V,fall asleep,матедевемс
848,schlafen::V,sleep,удомс
849,aufwachen::V,wake up,сыргоземс
850,aufstehen::V,get up,стямс
851,sich erholen::V,relax,оймсемс
852,krank werden::V,fall ill,сэредезевемс
853,krank sein::V,be ill,сэредемс
854,schmerzen::V,ache,сэредемс
855,husten::V,cough,козомс
856,genesen::V,recover,пичкамс
857,sterben::V,die,куломс
