,Concept_ID,sv,fr
77,Staub::N,damm,poussière
78,Rauch::N,rök,fumée
79,Funke::N,gnista,étincelle
80,Feuer::N,eld,feu
81,Licht::N,ljus,lumière
82,Schatten::N,skugga,ombre
83,Wetter::N,väder,temps
84,Nebel::N,dimma,brume
85,Nebel::N,dimma,brouillard
86,Nebel::N,töcken,brume
87,Nebel::N,töcken,brouillard
88,Wolke::N,sky,nuage
89,Wolke::N,moln,nuage
90,Regen::N,regn,pluie
91,Schnee::N,snö,neige
92,Eis::N,is,glace
93,Frost::N,frost,gel
94,Frost::N,frost,gelée
95,Kälte::N,köld,froid
96,Hitze::N,hetta,chaleur
97,Raureif::N,rimfrost,givre
98,Regenbogen::N,regnbåge,arc-en-ciel
99,Donner::N,åska,tonnerre
100,Donner::N,dunder,tonnerre
101,Strömung::N,strömning,courant
102,Tropfen::N,dropper,goutte
103,Schaum::N,skum,écume
104,Schaum::N,skum,mousse
105,Schmutz::N,lort,boue
106,Schmutz::N,lort,saleté
107,Schmutz::N,smuts,boue
108,Schmutz::N,smuts,saleté
109,See::N,sjö,lac
110,Sumpf::N,träsk,marais
111,Sumpf::N,träsk,marécage
112,Moor::N,myr,tourbière
113,Moor::N,mosse,tourbière
114,Wiese::N,äng,pré
115,Wald::N,skog,bois
116,Wald::N,skog,forêt
117,Hügel::N,höjd,coteau
118,Hügel::N,höjd,colline
119,Hügel::N,kulle,coteau
120,Hügel::N,kulle,colline
121,Anhöhe::N,höjd,éminence
122,Anhöhe::N,höjd,élévation
123,Anhöhe::N,backe,éminence
124,Anhöhe::N,backe,élévation
125,Berg::N,berg,mont
126,Berg::N,berg,montagne
127,Berg::N,fjäll,mont
128,Berg::N,fjäll,montagne
129,Gipfel::N,topp,cime
130,Gipfel::N,topp,sommet
131,Höhle::N,håla,caverne
132,Höhle::N,grotta,caverne
133,Abhang::N,slänt,pente
134,Abhang::N,slänt,versant
135,Abhang::N,sluttning,pente
136,Abhang::N,sluttning,versant
137,Quelle::N,källa,source
138,Quelle::N,källa,fontaine
139,Bach::N,bäck,ruisseau
140,Fluss::N,älv,fleuve
141,Fluss::N,älv,rivière
142,Fluss::N,flod,fleuve
143,Fluss::N,flod,rivière
144,Ufer::N,strand,bord
145,Ufer::N,strand,rivage
146,Küste::N,kust,côte
147,Festland::N,fastland,terre ferme
148,Meer::N,hav,mer
149,Bucht::N,vik,baie
150,Bucht::N,bukt,baie
151,Insel::N,ö,île
152,Blume::N,blomma,fleur
153,Blume::N,blomster,fleur
154,Gras::N,gräs,herbe
155,Wurzel::N,rot,racine
156,Baum::N,träd,arbre
157,Stamm::N,stam,tronc
158,Rinde::N,bark,écorce
159,Ast::N,gren,branche
160,Zweig::N,kvist,rameau
161,Blatt::N,löv,feuille
162,Blatt::N,blad,feuille
163,Birke::N,björk,bouleau
164,Kiefer[Baum]::N,tall,pin
165,Weide[Baum]::N,pil,saule
166,Weide[Baum]::N,vide,saule
167,Tanne::N,gran,sapin
168,Horn::N,horn,corne
169,Feder::N,fjäder,plume
170,Fell::N,fäll,peau
171,Fell::N,skinn,peau
172,Flügel::N,vinge,aile
173,Klaue::N,klöv,serre
174,Kralle::N,klo,ongle
175,Kralle::N,klo,griffe
176,Schwanz::N,svans,queue
177,Schwanz::N,stjärt,queue
178,Ei::N,ägg,œuf
179,Nest::N,rede,nid
180,Nest::N,näste,nid
181,Bau::N,bo,terrier
182,Tier::N,djur,animal
183,Herde::N,flock,troupeau
184,Kuh::N,ko,vache
185,Bulle::N,tjur,taureau
186,Pferd::N,häst,cheval
187,Schaf::N,får,mouton
188,Schwein::N,svin,porc
189,Schwein::N,svin,cochon
190,Hund::N,hund,chien
191,Katze::N,katt,chat
192,Bär::N,björn,ours
193,Eichhörnchen::N,ekorre,écureuil
194,Elch::N,älg,élan
195,Fuchs::N,räv,renard
196,Hase::N,hare,lièvre
197,Maus::N,mus,souris
198,Wolf::N,varg,loup
199,Vogel::N,fågel,oiseau
200,Schwarm::N,svärm,nuée
201,Schwarm::N,svärm,volée
202,Huhn::N,höns,poule
203,Hahn::N,tupp,coq
204,Gans::N,gås,oie
205,Adler::N,örn,aigle
206,Ente::N,anka,canard
207,Eule::N,uggla,hibou
208,Kranich::N,trana,grue
209,Krähe::N,kråka,corneille
210,Kuckuck::N,gök,coucou
211,Schwan::N,svan,cygne
212,Fisch::N,fisk,poisson
213,Barsch::N,abborre,perche
214,Hecht::N,gädda,brochet
215,Schlange[Tier]::N,orm,serpent
216,Wurm::N,mask,ver
217,Spinne::N,spindel,araignée
218,Ameise::N,myra,fourmi
219,Laus::N,lus,pou
220,Mücke::N,mygga,moucheron
221,Fliege::N,fluga,mouche
222,Schmetterling::N,fjäril,papillon
223,Beere::N,bär,baie
224,Apfel::N,äpple,pomme
225,Pilz::N,svamp,champignon
226,Zwiebel::N,lök,oignon
227,Saat::N,sådd,semence
228,Korn::N,korn,grain
229,Heu::N,hö,foin
230,Schale::N,skal,pelure
231,Grube::N,grop,fosse
232,Falle::N,fälla,piège
233,Schlinge::N,snara,lacs
234,Spur::N,spår,trace
235,Asche::N,aska,cendre
236,Dreck::N,lort,crotte
237,Eisen::N,järn,fer
238,Gold::N,guld,or
239,Silber::N,silver,argent
240,Kohle::N,kol,charbon
241,Glas::N,glas,verre
242,Lehm::N,lera,glaise
243,Sand::N,sand,sable
244,Mensch::N,människa,homme
245,Mann::N,man,homme
246,Frau::N,kvinna,femme
247,Kind::N,barn,enfant
248,Junge::N,pojke,garçon
249,Mädchen::N,flicka,fille
250,Mädchen::N,flicka,jeune fille
251,Familie::N,familj,famille
252,Großvater::N,morfar,grand-père
253,Großmutter::N,farmor,grand-mère
254,Eltern::N,föräldrar,parents
255,Vater::N,far,père
256,Mutter::N,mor,mère
257,Sohn::N,son,fils
258,Tochter::N,dotter,fille
259,Bruder::N,bror,frère
260,Schwester::N,syster,sœur
261,Onkel::N,morbror,oncle
262,Tante::N,tant,tante
263,Ehemann::N,äkta man,mari
264,Ehemann::N,äkta man,époux
265,Ehefrau::N,hustru,femme
266,Ehefrau::N,hustru,épouse
267,Freude::N,fröjd,joie
268,Freude::N,fröjd,plaisir
269,Freude::N,glädje,joie
270,Freude::N,glädje,plaisir
271,Gelächter::N,åtlöje,rires
272,Glück::N,lycka,bonheur
273,Kummer::N,sorg,peine
274,Kummer::N,sorg,chagrin
275,Wunsch::N,önskan,désir
276,Lust::N,lust,envie
277,Geist::N,ande,esprit
278,Gedanke::N,tanke,idée
279,Gedanke::N,tanke,pensée
280,Gedächtnis::N,minne,mémoire
281,Verstand::N,förstånd,raison
282,Sinn::N,mening,sens
283,Sinn::N,betydelse,sens
284,Grund::N,skäl,cause
285,Grund::N,skäl,raison
286,Grund::N,grund,cause
287,Grund::N,grund,raison
288,Wahrheit::N,sanning,vérité
289,Gespräch::N,samtal,conversation
290,Märchen::N,saga,conte
291,Märchen::N,saga,conte de fées
292,Erzählung::N,berättelse,conte
293,Erzählung::N,berättelse,narration
294,Nachricht::N,meddelande,message
295,Neuigkeit::N,nyhet,nouvelle
296,Name::N,namn,nom
297,Rätsel::N,gåta,énigme
298,Rätsel::N,gåta,devinette
299,Rede::N,tal,parole
300,Rede::N,tal,discours
301,Sprache::N,språk,langue
302,Sprache::N,språk,langage
303,Stimme::N,stämma,voix
304,Wort::N,ord,mot
305,Zeichen::N,tecken,signe
306,Ruf::N,rop,cri
307,Ruf::N,rop,appel
308,Lärm::N,bråk,bruit
309,Lärm::N,oväsen,bruit
310,Laut::N,ljud,son
311,Ton::N,ton,ton
312,Lied::N,sång,chant
313,Lied::N,sång,chanson
314,Ruhe::N,ro,calme
315,Ruhe::N,ro,tranquillité
316,Ruhe::N,lugn,calme
317,Ruhe::N,lugn,tranquillité
318,Leute::N,folk,gens
319,Volk::N,folk,peuple
320,Arbeit::N,arbete,travail
321,Gast::N,gäst,hôte
322,Gast::N,gäst,invité
323,Geschenk::N,gåva,cadeau
324,Geschenk::N,gåva,présent
325,Geschenk::N,present,cadeau
326,Geschenk::N,present,présent
327,Spiel::N,lek,jeu
328,Spiel::N,spel,jeu
329,Gesellschaft::N,sällskap,compagnie
330,Hilfe::N,hjälp,aide
331,Hilfe::N,hjälp,secours
332,Freund::N,vän,ami
333,Kamerad::N,kamrat,copain
334,Kamerad::N,kamrat,camarade
335,Angelegenheit::N,ärende,affaire
336,Angelegenheit::N,angelägenhet,affaire
337,Anzahl::N,antal,nombre
338,Art::N,art,sorte
339,Art::N,art,espèce
340,Art::N,slag,sorte
341,Art::N,slag,espèce
342,Stück::N,stycke,morceau
343,Teil::N,del,part
344,Teil::N,del,partie
345,Hälfte::N,halva,moitié
346,Kreis::N,krets,cercle
347,Kreis::N,cirkel,cercle
348,Kreuz::N,kors,croix
349,Kreuz::N,kryss,croix
350,Linie::N,linje,ligne
351,Strich::N,streck,trait
352,Abstand::N,avstånd,écart
353,Entfernung::N,avstånd,distance
354,Gegend::N,trakt,région
355,Gegend::N,trakt,contrée
356,Platz::N,plats,place
357,Ort::N,plats,lieu
358,Ort::N,plats,endroit
359,Ort::N,ställe,lieu
360,Ort::N,ställe,endroit
361,Seite::N,sida,côté
362,Mitte::N,mitt,milieu
363,Gegenstand::N,föremål,objet
364,Sache::N,sak,chose
365,Rand::N,rand,bord
366,Kante::N,kant,arête
367,Ecke::N,vrå,coin
368,Ecke::N,vrå,tournant
369,Ecke::N,hörn,coin
370,Ecke::N,hörn,tournant
371,Spitze::N,spets,cime
372,Spitze::N,spets,pointe
373,Ende::N,ända,bout
374,Loch::N,hål,trou
375,Winkel::N,vinkel,coin
376,Winkel::N,vinkel,réduit
377,Muster::N,mönster,dessin
378,Größe::N,storlek,grandeur
379,Länge::N,längd,longueur
380,Höhe::N,höjd,hauteur
381,Höhe::N,höjd,altitude
382,Gewicht::N,tyngd,poids
383,Menge::N,mängd,quantité
384,Haufen::N,hög,tas
385,Reihe::N,rad,file
386,Reihe::N,rad,rangée
387,Boot::N,båt,canot
388,Boot::N,båt,bateau
389,Ruder::N,åra,rame
390,Ruder::N,åra,aviron
391,Schlitten::N,släde,traîneau
392,Ski::N,skida,ski
393,Lagerfeuer::N,lägereld,feu de camp
394,Last::N,last,charge
395,Last::N,last,fardeau
396,Last::N,börda,charge
397,Last::N,börda,fardeau
398,Gang::N,gång,tour
399,Gang::N,gång,marche
400,Schritt::N,steg,pas
401,Norden::N,norr,nord
402,Süden::N,söder,sud
403,Westen::N,väster,ouest
404,Westen::N,väster,occident
405,Osten::N,öster,est
406,Osten::N,öster,orient
407,Holz::N,trä,bois
408,Brett::N,bräda,planche
409,Platte::N,platta,plaque
410,Stütze::N,stöd,appui
411,Stütze::N,stöd,soutien
412,Stütze::N,stötta,appui
413,Stütze::N,stötta,soutien
414,Stange::N,stång,barre
415,Stange::N,stång,perche
416,Stock::N,käpp,canne
417,Stock::N,pinne,canne
418,Stab::N,stav,bâton
419,Rohr::N,rör,tube
420,Rohr::N,rör,tuyau
421,Haus::N,hus,maison
422,Heim::N,hem,maison
423,Ofen::N,ugn,poêle
424,Fußboden::N,golv,plancher
425,Tisch::N,bord,table
426,Stuhl::N,stol,chaise
427,Wiege::N,vagga,berceau
428,Bett::N,säng,lit
429,Regal::N,hylla,étagère
430,Kiste::N,låda,caisse
431,Fenster::N,fönster,fenêtre
432,Tür::N,dörr,porte
433,Tor::N,port,porte
434,Tor::N,port,portail
435,Zaun::N,staket,clôture
436,Zaun::N,stängsel,clôture
437,Dach::N,tak,toit
438,Leiter::N,stege,échelle
439,Besen::N,kvast,balai
440,Spaten::N,spade,bêche
441,Schaufel::N,skovel,pelle
442,Schaufel::N,skyffel,pelle
443,Gabel::N,gaffel,fourchette
444,Löffel::N,sked,cuiller
445,Messer::N,kniv,couteau
446,Nagel::N,spik,clou
447,Netz::N,nät,filet
448,Haken::N,krok,croc
449,Haken::N,krok,crochet
450,Griff::N,tag,prise
451,Griff::N,tag,manche
452,Griff::N,handtag,prise
453,Griff::N,handtag,manche
454,Schloss::N,las,serrure
455,Bild::N,bild,image
456,Bild::N,bild,tableau
457,Figur::N,figur,figure
458,Puppe::N,docka,poupée
459,Beutel::N,påse,sac
460,Beutel::N,påse,petit sac
461,Bündel::N,bunt,paquet
462,Bündel::N,bunt,faisceau
463,Bündel::N,knippa,paquet
464,Bündel::N,knippa,faisceau
465,Tasche::N,väska,sac
466,Eimer::N,hink,seau
467,Eimer::N,ämbar,seau
468,Deckel::N,lock,couvercle
469,Geschirr::N,servis,vaisselle
470,Geschirr::N,porslin,vaisselle
471,Sack::N,säck,sac
472,Tasse::N,kopp,tasse
473,Topf::N,gryta,pot
474,Topf::N,gryta,marmite
475,Topf::N,kastrull,pot
476,Topf::N,kastrull,marmite
477,Kessel::N,kittel,chaudron
478,Essen::N,mål,repas
479,Essen::N,mål,manger
480,Nahrung::N,näring,nourriture
481,Speise::N,maträtt,plat
482,Fleisch::N,kött,viande
483,Getreide::N,säd,blé
484,Getreide::N,säd,céréales
485,Getreide::N,spannmål,blé
486,Getreide::N,spannmål,céréales
487,Brei::N,gröt,purée
488,Brei::N,gröt,bouillie
489,Brot::N,bröd,pain
490,Scheibe::N,skiva,tranche
491,Fett::N,fett,graisse
492,Butter::N,smör,beurre
493,Öl::N,olja,huile
494,Salz::N,salt,sel
495,Suppe::N,soppa,soupe
496,Suppe::N,soppa,potage
497,Honig::N,honung,miel
498,Milch::N,mjölk,lait
499,Tee::N,te,thé
500,Leder::N,läder,cuir
501,Wolle::N,ull,laine
502,Wolle::N,ylle,laine
503,Stoff::N,tyg,tissu
504,Stoff::N,tyg,étoffe
505,Stoff::N,stoff,tissu
506,Stoff::N,stoff,étoffe
507,Nadel::N,nål,aiguille
508,Faden::N,tråd,fil
509,Knopf::N,knapp,bouton
510,Knoten::N,knut,nœud
511,Farbe::N,färg,peinture
512,Kleidung::N,klädsel,vêtements
513,Kleidung::N,klädsel,habillement
514,Hemd::N,skjorta,chemise
515,Kragen::N,krage,col
516,Ärmel::N,ärm,manche
517,Hose::N,byxor,pantalon
518,Gürtel::N,bälte,ceinture
519,Mütze::N,mössa,bonnet
520,Mütze::N,mössa,casquette
521,Schuh::N,sko,soulier
522,Schuh::N,sko,chaussure
523,Stiefel::N,stövel,botte
524,Ring::N,ring,bague
525,Band::N,band,ruban
526,Kamm::N,kam,peigne
527,Spiegel::N,spegel,glace
528,Spiegel::N,spegel,miroir
529,Riemen::N,rem,lanière
530,Riemen::N,rem,courroie
531,Schnur::N,snöre,corde
532,Schnur::N,snöre,ficelle
533,Leine::N,lina,laisse
534,Decke::N,täcke,couverture
535,Kissen::N,dyna,oreiller
536,Kissen::N,kudde,oreiller
537,Tuch::N,sjal,drap
538,Tuch::N,sjal,fichu
539,Handtuch::N,handduk,serviette
540,Handtuch::N,handduk,essuie-mains
541,Kraft::N,kraft,force
542,Stärke::N,styrka,vigueur
543,Gesundheit::N,hälsa,santé
544,Krankheit::N,sjukdom,maladie
545,Schmerz::N,smärta,douleur
546,Wunde::N,sår,plaie
547,Wunde::N,sår,blessure
548,Fieber::N,feber,fièvre
549,Arznei::N,medicin,remède
550,Arznei::N,medicin,médecine
551,Arznei::N,läkemedel,remède
552,Arznei::N,läkemedel,médecine
553,Brücke::N,bro,pont
554,Brunnen::N,brunn,puits
555,Weide::N,bete,pâturage
556,Pfad::N,stig,sentier
557,Weg::N,väg,voie
558,Weg::N,väg,chemin
559,Straße::N,gata,route
560,Dorf::N,by,village
561,Stadt::N,stad,cité
562,Stadt::N,stad,ville
563,Brief::N,brev,lettre
564,Buch::N,bok,livre
565,Buchstabe::N,bokstav,lettre
566,Buchstabe::N,bokstav,caractère
567,Zeitung::N,tidning,journal
568,Leben::N,liv,vie
569,Tod::N,död,mort
570,Grab::N,grav,tombe
571,Kirche::N,kyrka,église
572,Sünde::N,synd,péché
573,Gott::N,gud,dieu
574,Arbeiter::N,arbetare,ouvrier
575,Arbeiter::N,arbetare,travailleur
576,Chef::N,chef,chef
577,Chef::N,chef,patron
578,Meister::N,mästare,maître
579,Arzt::N,läkare,médecin
580,Lehrer::N,lärare,professeur
581,Lehrer::N,lärare,instituteur
582,Geld::N,pengar,argent
583,Geschäft::N,rörelse,affaire
584,Geschäft::N,rörelse,commerce
585,Laden::N,affär,magasin
586,Laden::N,affär,boutique
587,Preis::N,pris,prix
588,Ware::N,vara,marchandise
589,Nutzen::N,gagn,profit
590,Nutzen::N,nytta,profit
591,Reichtum::N,rikedom,richesse
592,Welt::N,värld,monde
593,Land::N,land,pays
594,Staat::N,stat,État
595,König::N,kung,roi
596,König::N,konung,roi
597,Macht::N,makt,pouvoir
598,Macht::N,makt,puissance
599,Grenze::N,gräns,frontière
600,Krieg::N,krig,guerre
601,Feind::N,fiende,ennemi
602,Gewalt::N,våld,violence
603,Kampf::N,kamp,lutte
604,Kampf::N,kamp,combat
605,Kampf::N,strid,lutte
606,Kampf::N,strid,combat
607,Bogen[Waffe]::N,båge,arc
608,Pfeil::N,pil,flèche
609,Gewehr::N,gevär,fusil
610,Fehler::N,fel,faute
611,Fehler::N,fel,erreur
612,Lüge::N,lögn,mensonge
613,Schaden::N,skada,dégât
614,Schaden::N,skada,dommage
615,Unglück::N,otur,malheur
616,Unglück::N,olycka,malheur
617,Schuld::N,skuld,faute
618,Schuld::N,skuld,culpabilité
619,Alter::N,ålder,âge
620,Schluss::N,slut,fin
621,Zeit::N,tid,temps
622,Tag::N,dag,jour
623,Tag::N,dag,journée
624,Morgen::N,morgon,matin
625,Morgen::N,morgon,matinée
626,Mittag::N,middag,midi
627,Abend::N,kväll,soir
628,Abend::N,kväll,soirée
629,Nacht::N,natt,nuit
630,Woche::N,vecka,semaine
631,Monat::N,månad,mois
632,Jahr::N,år,an
633,Jahr::N,år,année
634,Frühling::N,vår,printemps
635,Sommer::N,sommar,été
636,Herbst::N,höst,automne
637,Winter::N,vinter,hiver
638,Januar::N,januari,janvier
639,Februar::N,februari,février
640,März::N,mars,mars
641,April::N,april,avril
642,Mai::N,maj,mai
643,Juni::N,juni,juin
644,Juli::N,juli,juillet
645,August::N,augusti,août
646,September::N,september,septembre
647,Oktober::N,oktober,octobre
648,November::N,november,novembre
649,Dezember::N,december,décembre
650,Montag::N,måndag,lundi
651,Dienstag::N,tisdag,mardi
652,Mittwoch::N,onsdag,mercredi
653,Donnerstag::N,torsdag,jeudi
654,Freitag::N,fredag,vendredi
655,Samstag::N,lördag,samedi
656,Sonntag::N,söndag,dimanche
657,groß::A,stor,grand
658,klein::A,liten,petit
659,lang::A,lång,long
660,kurz::A,kort,court
661,breit::A,bred,large
662,schmal::A,smal,étroit
663,dicht::A,tät,dense
664,dick[Gegenstand]::A,tjock,épais
665,dünn::A,tunn,mince
666,fein::A,fin,fin
667,fein::A,fin,menu
668,fest::A,fast,ferme
669,fest::A,fast,solide
670,flach::A,platt,plat
671,glatt::A,glatt,poli
672,glatt::A,glatt,lisse
673,hart::A,hård,dur
674,weich::A,mjuk,mou
675,rund::A,rund,rond
676,spitz::A,toppig,aigu
677,spitz::A,toppig,pointu
678,spitz::A,spetsig,aigu
679,spitz::A,spetsig,pointu
680,scharf::A,vass,tranchant
681,scharf::A,skarp,tranchant
682,stumpf::A,slö,mousse
683,stumpf::A,slö,émoussé
684,schwer::A,tung,lourd
685,schwer::A,tung,pesant
686,schön::A,skön,beau
687,schön::A,vacker,beau
688,heiß::A,het,chaud
689,heiß::A,het,très chaud
690,warm::A,varm,chaud
691,kalt::A,kall,froid
692,kühl::A,sval,frais
693,kühl::A,kylig,frais
694,frisch::A,färsk,frais
695,feucht::A,fuktig,humide
696,nass::A,våt,mouillé
697,trocken::A,torr,sec
698,voll::A,full,plein
699,voll::A,full,rempli
700,leer::A,tom,vide
701,offen::A,öppen,ouvert
702,geschlossen::A,stängd,clos
703,geschlossen::A,stängd,fermé
704,sauber::A,ren,net
705,sauber::A,ren,propre
706,schmutzig::A,snuskig,sale
707,schmutzig::A,snuskig,crasseux
708,roh::A,rå,cru
709,roh::A,rå,brut
710,reif::A,mogen,mûr
711,lecker::A,läcker,délicieux
712,lecker::A,läcker,appétissant
713,süß::A,söt,doux
714,bitter::A,besk,amer
715,bitter::A,bitter,amer
716,sauer::A,sur,aigre
717,hell::A,ljus,clair
718,dunkel::A,mörk,sombre
719,schwarz::A,svart,noir
720,weiß::A,vit,blanc
721,rot::A,röd,rouge
722,gelb::A,gul,jaune
723,blau::A,blå,bleu
724,grün::A,grön,vert
725,grau::A,grå,gris
726,bunt::A,brokig,multicolore
727,billig::A,billig,bon marché
728,teuer::A,dyr,cher
729,wertvoll::A,värdefull,précieux
730,blind::A,blind,aveugle
731,taub::A,döv,sourd
732,kräftig::A,kraftig,fort
733,kräftig::A,kraftig,vigoureux
734,stark::A,stark,fort
735,stark::A,stark,puissant
736,schwach::A,svag,faible
737,fett::A,fet,gras
738,schlank::A,slank,svelte
739,hübsch::A,snygg,joli
740,hübsch::A,vacker,joli
741,böse::A,ond,mauvais
742,böse::A,elak,mauvais
743,dumm::A,dum,sot
744,dumm::A,dum,bête
745,faul::A,lat,fainéant
746,faul::A,lat,paresseux
747,fleißig::A,flitig,appliqué
748,geizig::A,snål,avare
749,geizig::A,girig,avare
750,klug::A,klok,intelligent
751,geschickt::A,händig,habile
752,geschickt::A,skicklig,habile
753,lieb::A,kär,cher
754,lieb::A,kär,gentil
755,lieb::A,snäll,cher
756,lieb::A,snäll,gentil
757,lustig::A,rolig,gai
758,lustig::A,rolig,joyeux
759,lustig::A,lustig,gai
760,lustig::A,lustig,joyeux
761,sanft::A,mild,doux
762,hungrig::A,hungrig,affamé
763,krank::A,sjuk,malade
764,nackt::A,naken,nu
765,traurig::A,ledsen,triste
766,traurig::A,sorgsen,triste
767,lebendig::A,levande,vivant
768,gut::A,bra,bon
769,schlecht::A,dålig,mauvais
770,richtig::A,riktig,juste
771,richtig::A,riktig,correct
772,schlimm::A,illa,grave
773,schlimm::A,illa,mauvais
774,wahr::A,sann,vrai
775,wahr::A,sann,véritable
776,alt::A,gammal,vieux
777,neu::A,ny,neuf
778,neu::A,ny,nouveau
779,ehemalig::A,forn,ancien
780,ehemalig::A,tidigare,ancien
781,alt[Lebewesen]::A,gammal,âgé
782,alt[Lebewesen]::A,gammal,vieux
783,jung::A,ung,jeune
784,arm::A,fattig,pauvre
785,reich::A,rik,riche
786,bekannt::A,känd,connu
787,berühmt::A,berömd,fameux
788,berühmt::A,berömd,célèbre
789,fremd::A,främmande,étranger
790,verschieden::A,åtskillig,différent
791,nah::A,nära,lié
792,nah::A,nära,proche
793,fern::A,fjärran,éloigné
794,fern::A,fjärran,lointain
795,linker::A,vänster,gauche
796,rechter::A,höger,droit
797,anderer::A,annan,autre
798,erster::A,första,premier
799,zweiter::A,andra,second
800,zweiter::A,andra,deuxième
801,dritter::A,tredje,troisième
802,letzter::A,sist,dernier
803,allein::ADV,allena,seul
804,auf einmal::ADV,på en gång,à la fois
805,zusammen::ADV,tillsammans,ensemble
806,lange::ADV,länge,longtemps
807,plötzlich::ADV,plötsligt,tout à coup
808,sofort::ADV,strax,immédiatement
809,sofort::ADV,genast,immédiatement
810,später::ADV,senare,plus tard
811,jetzt::ADV,nu,maintenant
812,heute::ADV,i dag,aujourd'hui
813,morgen::ADV,i morgon,demain
814,bald::ADV,snart,bientôt
815,dann::ADV,då,puis
816,dann::ADV,då,ensuite
817,gestern::ADV,i går,hier
818,einst::ADV,en gång,jadis
819,einst::ADV,en gång,autrefois
820,damals::ADV,då,alors
821,damals::ADV,då,à l'époque
822,damals::ADV,den gången,alors
823,damals::ADV,den gången,à l'époque
824,danach::ADV,därefter,après
825,danach::ADV,därefter,ensuite
826,vorher::ADV,före,auparavant
827,vorher::ADV,förut,auparavant
828,zuerst::ADV,först,d'abord
829,zuerst::ADV,först,premièrement
830,einmal::ADV,en gång,une fois
831,manchmal::ADV,ibland,parfois
832,manchmal::ADV,ibland,quelquefois
833,oft::ADV,ofta,souvent
834,immer::ADV,alltid,toujours
835,niemals::ADV,aldrig,ne ... jamais
836,hier::ADV,här,ici
837,hierhin::ADV,hit,par ici
838,von hier::ADV,härifrån,d'ici
839,dort::ADV,där,là
840,dort::ADV,där,là-bas
841,dorthin::ADV,dit,y
842,dorthin::ADV,dit,par là
843,geradeaus::ADV,rätt fram,tout droit
844,vorwärts::ADV,fram,en avant
845,vorwärts::ADV,framåt,en avant
846,rückwärts::ADV,baklänges,en arrière
847,zurück::ADV,tillbaka,de retour
848,unten::ADV,nere,en bas
849,unten::ADV,nere,au-dessous
850,unten::ADV,nedanför,en bas
851,unten::ADV,nedanför,au-dessous
852,hinab::ADV,ned,en bas
853,hinab::ADV,ned,vers le bas
854,hinab::ADV,nedåt,en bas
855,hinab::ADV,nedåt,vers le bas
856,oben::ADV,ovan,dessus
857,oben::ADV,ovan,en haut
858,oben::ADV,ovanpå,dessus
859,oben::ADV,ovanpå,en haut
860,hinauf::ADV,upp,en haut
861,hinauf::ADV,upp,vers le haut
862,hinauf::ADV,uppåt,en haut
863,hinauf::ADV,uppåt,vers le haut
864,überall::ADV,överallt,partout
865,nicht::ADV,ej,ne ... pas
866,nicht::ADV,inte,ne ... pas
867,ein wenig::ADV,litet,un peu
868,kaum::ADV,knappt,à peine
