,Concept_ID,sv,en
103,See::N,sjö,lake
104,Sumpf::N,träsk,swamp
105,Moor::N,myr,moor
106,Moor::N,mosse,moor
107,Wiese::N,äng,meadow
108,Wald::N,skog,forest
109,Hügel::N,höjd,hill
110,Hügel::N,kulle,hill
111,Anhöhe::N,höjd,elevation
112,Anhöhe::N,backe,elevation
113,Berg::N,berg,mountain
114,Berg::N,fjäll,mountain
115,Gipfel::N,topp,summit
116,Höhle::N,håla,cave
117,Höhle::N,grotta,cave
118,Abhang::N,slänt,slope
119,Abhang::N,sluttning,slope
120,Quelle::N,källa,source
121,Bach::N,bäck,brook
122,Fluss::N,älv,river
123,Fluss::N,flod,river
124,Ufer::N,strand,shore
125,Küste::N,kust,coast
126,Festland::N,fastland,land
127,Meer::N,hav,sea
128,Bucht::N,vik,cove
129,Bucht::N,bukt,cove
130,Insel::N,ö,island
131,Blume::N,blomma,flower
132,Blume::N,blomster,flower
133,Gras::N,gräs,grass
134,Wurzel::N,rot,root
135,Baum::N,träd,tree
136,Stamm::N,stam,trunk
137,Rinde::N,bark,bark
138,Ast::N,gren,limb
139,Zweig::N,kvist,branch
140,Blatt::N,löv,leaf
141,Blatt::N,blad,leaf
142,Birke::N,björk,birch
143,Kiefer[Baum]::N,tall,pine
144,Weide[Baum]::N,pil,willow
145,Weide[Baum]::N,vide,willow
146,Tanne::N,gran,fir
147,Horn::N,horn,horn
148,Feder::N,fjäder,feather
149,Fell::N,fäll,fur
150,Fell::N,skinn,fur
151,Flügel::N,vinge,wing
152,Klaue::N,klöv,claw
153,Kralle::N,klo,claw
154,Schwanz::N,svans,tail
155,Schwanz::N,stjärt,tail
156,Ei::N,ägg,egg
157,Nest::N,rede,nest
158,Nest::N,näste,nest
159,Bau::N,bo,lair
160,Tier::N,djur,animal
161,Herde::N,flock,flock
162,Kuh::N,ko,cow
163,Bulle::N,tjur,bull
164,Pferd::N,häst,horse
165,Schaf::N,får,sheep
166,Schwein::N,svin,pig
167,Hund::N,hund,dog
168,Katze::N,katt,cat
169,Bär::N,björn,bear
170,Eichhörnchen::N,ekorre,squirrel
171,Elch::N,älg,elk
172,Fuchs::N,räv,fox
173,Hase::N,hare,hare
174,Maus::N,mus,mouse
175,Wolf::N,varg,wolf
176,Vogel::N,fågel,bird
177,Schwarm::N,svärm,swarm
178,Huhn::N,höns,chicken
179,Hahn::N,tupp,cock
180,Gans::N,gås,goose
181,Adler::N,örn,eagle
182,Ente::N,anka,duck
183,Eule::N,uggla,owl
184,Kranich::N,trana,crane
185,Krähe::N,kråka,crow
186,Kuckuck::N,gök,cuckoo
187,Schwan::N,svan,swan
188,Fisch::N,fisk,fish
189,Barsch::N,abborre,perch
190,Hecht::N,gädda,pike
191,Schlange[Tier]::N,orm,snake
192,Wurm::N,mask,worm
193,Spinne::N,spindel,spider
194,Ameise::N,myra,ant
195,Laus::N,lus,louse
196,Mücke::N,mygga,midge
197,Fliege::N,fluga,fly
198,Schmetterling::N,fjäril,butterfly
199,Beere::N,bär,berry
200,Apfel::N,äpple,apple
201,Pilz::N,svamp,mushroom
202,Zwiebel::N,lök,onion
203,Saat::N,sådd,seed
204,Korn::N,korn,grain
205,Heu::N,hö,hay
206,Schale::N,skal,husk
207,Grube::N,grop,pit
208,Falle::N,fälla,trap
209,Schlinge::N,snara,noose
210,Spur::N,spår,track
211,Asche::N,aska,ashes
212,Dreck::N,lort,filth
213,Eisen::N,järn,iron
214,Gold::N,guld,gold
215,Silber::N,silver,silver
216,Kohle::N,kol,coal
217,Glas::N,glas,glass
218,Lehm::N,lera,clay
219,Sand::N,sand,sand
220,Mensch::N,människa,human
221,Mann::N,man,man
222,Frau::N,kvinna,woman
223,Kind::N,barn,child
224,Junge::N,pojke,boy
225,Mädchen::N,flicka,girl
226,Familie::N,familj,family
227,Großvater::N,morfar,grandfather
228,Großmutter::N,farmor,grandmother
229,Eltern::N,föräldrar,parents
230,Vater::N,far,father
231,Mutter::N,mor,mother
232,Sohn::N,son,son
233,Tochter::N,dotter,daughter
234,Bruder::N,bror,brother
235,Schwester::N,syster,sister
236,Onkel::N,morbror,uncle
237,Tante::N,tant,aunt
238,Ehemann::N,äkta man,husband
239,Ehefrau::N,hustru,wife
240,Freude::N,fröjd,joy
241,Freude::N,glädje,joy
242,Gelächter::N,åtlöje,laughter
243,Glück::N,lycka,happiness
244,Kummer::N,sorg,grief
245,Wunsch::N,önskan,wish
246,Lust::N,lust,desire
247,Geist::N,ande,spirit
248,Gedanke::N,tanke,thought
249,Gedächtnis::N,minne,memory
250,Verstand::N,förstånd,mind
251,Sinn::N,mening,meaning
252,Sinn::N,betydelse,meaning
253,Grund::N,skäl,reason
254,Grund::N,grund,reason
255,Wahrheit::N,sanning,truth
256,Gespräch::N,samtal,talk
257,Märchen::N,saga,fairy tale
258,Erzählung::N,berättelse,story
259,Nachricht::N,meddelande,message
260,Neuigkeit::N,nyhet,news
261,Name::N,namn,name
262,Rätsel::N,gåta,puzzle
263,Rede::N,tal,speech
264,Sprache::N,språk,language
265,Stimme::N,stämma,voice
266,Wort::N,ord,word
267,Zeichen::N,tecken,sign
268,Ruf::N,rop,call
269,Lärm::N,bråk,noise
270,Lärm::N,oväsen,noise
271,Laut::N,ljud,sound
272,Ton::N,ton,tone
273,Lied::N,sång,song
274,Ruhe::N,ro,calm
275,Ruhe::N,lugn,calm
276,Leute::N,folk,people
277,Volk::N,folk,nation
278,Arbeit::N,arbete,work
279,Gast::N,gäst,guest
280,Geschenk::N,gåva,gift
281,Geschenk::N,present,gift
282,Spiel::N,lek,game
283,Spiel::N,spel,game
284,Gesellschaft::N,sällskap,company
285,Hilfe::N,hjälp,help
286,Freund::N,vän,friend
287,Kamerad::N,kamrat,companion
288,Angelegenheit::N,ärende,matter
289,Angelegenheit::N,angelägenhet,matter
290,Anzahl::N,antal,count
291,Art::N,art,sort
292,Art::N,slag,sort
293,Stück::N,stycke,piece
294,Teil::N,del,part
295,Hälfte::N,halva,half
296,Kreis::N,krets,circle
297,Kreis::N,cirkel,circle
298,Kreuz::N,kors,cross
299,Kreuz::N,kryss,cross
300,Linie::N,linje,line
301,Strich::N,streck,stroke
302,Abstand::N,avstånd,gap
303,Entfernung::N,avstånd,distance
304,Gegend::N,trakt,area
305,Platz::N,plats,space
306,Ort::N,plats,place
307,Ort::N,ställe,place
308,Seite::N,sida,side
309,Mitte::N,mitt,middle
310,Gegenstand::N,föremål,item
311,Sache::N,sak,thing
312,Rand::N,rand,fringe
313,Kante::N,kant,edge
314,Ecke::N,vrå,corner
315,Ecke::N,hörn,corner
316,Spitze::N,spets,tip
317,Ende::N,ända,end
318,Loch::N,hål,hole
319,Winkel::N,vinkel,angle
320,Muster::N,mönster,pattern
321,Größe::N,storlek,size
322,Länge::N,längd,length
323,Höhe::N,höjd,height
324,Gewicht::N,tyngd,weight
325,Menge::N,mängd,amount
326,Haufen::N,hög,heap
327,Reihe::N,rad,row
328,Boot::N,båt,boat
329,Ruder::N,åra,oar
330,Schlitten::N,släde,sleigh
331,Ski::N,skida,ski
332,Lagerfeuer::N,lägereld,campfire
333,Last::N,last,load
334,Last::N,börda,load
335,Gang::N,gång,walk
336,Schritt::N,steg,step
337,Norden::N,norr,north
338,Süden::N,söder,south
339,Westen::N,väster,west
340,Osten::N,öster,east
341,Holz::N,trä,wood
342,Brett::N,bräda,board
343,Platte::N,platta,slab
344,Stütze::N,stöd,bracket
345,Stütze::N,stötta,bracket
346,Stange::N,stång,pole
347,Stock::N,käpp,stick
348,Stock::N,pinne,stick
349,Stab::N,stav,staff
350,Rohr::N,rör,pipe
351,Haus::N,hus,house
352,Heim::N,hem,home
353,Ofen::N,ugn,stove
354,Fußboden::N,golv,floor
355,Tisch::N,bord,table
356,Stuhl::N,stol,chair
357,Wiege::N,vagga,cradle
358,Bett::N,säng,bed
359,Regal::N,hylla,shelf
360,Kiste::N,låda,box
361,Fenster::N,fönster,window
362,Tür::N,dörr,door
363,Tor::N,port,gate
364,Zaun::N,staket,fence
365,Zaun::N,stängsel,fence
366,Dach::N,tak,roof
367,Leiter::N,stege,ladder
368,Besen::N,kvast,broom
369,Spaten::N,spade,spade
370,Schaufel::N,skovel,shovel
371,Schaufel::N,skyffel,shovel
372,Gabel::N,gaffel,fork
373,Löffel::N,sked,spoon
374,Messer::N,kniv,knife
375,Nagel::N,spik,nail
376,Netz::N,nät,net
377,Haken::N,krok,hook
378,Griff::N,tag,handle
379,Griff::N,handtag,handle
380,Schloss::N,las,lock
381,Bild::N,bild,picture
382,Figur::N,figur,figure
383,Puppe::N,docka,doll
384,Beutel::N,påse,pouch
385,Bündel::N,bunt,bundle
386,Bündel::N,knippa,bundle
387,Tasche::N,väska,bag
388,Eimer::N,hink,bucket
389,Eimer::N,ämbar,bucket
390,Deckel::N,lock,cover
391,Geschirr::N,servis,dishes
392,Geschirr::N,porslin,dishes
393,Sack::N,säck,sack
394,Tasse::N,kopp,cup
395,Topf::N,gryta,pot
396,Topf::N,kastrull,pot
397,Kessel::N,kittel,kettle
398,Essen::N,mål,meal
399,Nahrung::N,näring,food
400,Speise::N,maträtt,dish
401,Fleisch::N,kött,meat
402,Getreide::N,säd,corn
403,Getreide::N,spannmål,corn
404,Brei::N,gröt,mush
405,Brot::N,bröd,bread
406,Scheibe::N,skiva,slice
407,Fett::N,fett,fat
408,Butter::N,smör,butter
409,Öl::N,olja,oil
410,Salz::N,salt,salt
411,Suppe::N,soppa,soup
412,Honig::N,honung,honey
413,Milch::N,mjölk,milk
414,Tee::N,te,tea
415,Leder::N,läder,leather
416,Wolle::N,ull,wool
417,Wolle::N,ylle,wool
418,Stoff::N,tyg,cloth
419,Stoff::N,stoff,cloth
420,Nadel::N,nål,needle
421,Faden::N,tråd,thread
422,Knopf::N,knapp,button
423,Knoten::N,knut,knot
424,Farbe::N,färg,paint
425,Kleidung::N,klädsel,clothes
426,Hemd::N,skjorta,shirt
427,Kragen::N,krage,collar
428,Ärmel::N,ärm,sleeve
429,Hose::N,byxor,trousers
430,Gürtel::N,bälte,belt
431,Mütze::N,mössa,cap
432,Schuh::N,sko,shoe
433,Stiefel::N,stövel,boot
434,Ring::N,ring,ring
435,Band::N,band,ribbon
436,Kamm::N,kam,comb
437,Spiegel::N,spegel,mirror
438,Riemen::N,rem,strap
439,Schnur::N,snöre,string
440,Leine::N,lina,leash
441,Decke::N,täcke,blanket
442,Kissen::N,dyna,pillow
443,Kissen::N,kudde,pillow
444,Tuch::N,sjal,scarf
445,Handtuch::N,handduk,towel
446,Kraft::N,kraft,force
447,Stärke::N,styrka,strength
448,Gesundheit::N,hälsa,health
449,Krankheit::N,sjukdom,illness
450,Schmerz::N,smärta,pain
451,Wunde::N,sår,wound
452,Fieber::N,feber,fever
453,Arznei::N,medicin,medicine
454,Arznei::N,läkemedel,medicine
455,Brücke::N,bro,bridge
456,Brunnen::N,brunn,well
457,Weide::N,bete,pasture
458,Pfad::N,stig,path
459,Weg::N,väg,way
460,Straße::N,gata,road
461,Dorf::N,by,village
462,Stadt::N,stad,town
463,Brief::N,brev,letter
464,Buch::N,bok,book
465,Buchstabe::N,bokstav,character
466,Zeitung::N,tidning,newspaper
467,Leben::N,liv,life
468,Tod::N,död,death
469,Grab::N,grav,grave
470,Kirche::N,kyrka,church
471,Sünde::N,synd,sin
472,Gott::N,gud,god
473,Arbeiter::N,arbetare,worker
474,Chef::N,chef,boss
475,Meister::N,mästare,master
476,Arzt::N,läkare,doctor
477,Lehrer::N,lärare,teacher
478,Geld::N,pengar,money
479,Geschäft::N,rörelse,business
480,Laden::N,affär,shop
481,Preis::N,pris,price
482,Ware::N,vara,ware
483,Nutzen::N,gagn,profit
484,Nutzen::N,nytta,profit
485,Reichtum::N,rikedom,wealth
486,Welt::N,värld,world
487,Land::N,land,country
488,Staat::N,stat,state
489,König::N,kung,king
490,König::N,konung,king
491,Macht::N,makt,power
492,Grenze::N,gräns,border
493,Krieg::N,krig,war
494,Feind::N,fiende,enemy
495,Gewalt::N,våld,violence
496,Kampf::N,kamp,fight
497,Kampf::N,strid,fight
498,Bogen[Waffe]::N,båge,bow
499,Pfeil::N,pil,arrow
500,Gewehr::N,gevär,gun
501,Fehler::N,fel,mistake
502,Lüge::N,lögn,lie
503,Schaden::N,skada,damage
504,Unglück::N,otur,misfortune
505,Unglück::N,olycka,misfortune
506,Schuld::N,skuld,fault
507,Alter::N,ålder,age
508,Schluss::N,slut,conclusion
509,Zeit::N,tid,time
510,Tag::N,dag,day
511,Morgen::N,morgon,morning
512,Mittag::N,middag,noon
513,Abend::N,kväll,evening
514,Nacht::N,natt,night
515,Woche::N,vecka,week
516,Monat::N,månad,month
517,Jahr::N,år,year
518,Frühling::N,vår,spring
519,Sommer::N,sommar,summer
520,Herbst::N,höst,autumn
521,Winter::N,vinter,winter
522,Januar::N,januari,January
523,Februar::N,februari,February
524,März::N,mars,March
525,April::N,april,April
526,Mai::N,maj,May
527,Juni::N,juni,June
528,Juli::N,juli,July
529,August::N,augusti,August
530,September::N,september,September
531,Oktober::N,oktober,October
532,November::N,november,November
533,Dezember::N,december,December
534,Montag::N,måndag,Monday
535,Dienstag::N,tisdag,Tuesday
536,Mittwoch::N,onsdag,Wednesday
537,Donnerstag::N,torsdag,Thursday
538,Freitag::N,fredag,Friday
539,Samstag::N,lördag,Saturday
540,Sonntag::N,söndag,Sunday
541,groß::A,stor,big
542,klein::A,liten,little
543,lang::A,lång,long
544,kurz::A,kort,short
545,breit::A,bred,wide
546,schmal::A,smal,narrow
547,dicht::A,tät,dense
548,dick[Gegenstand]::A,tjock,thick
549,dünn::A,tunn,thin
550,fein::A,fin,delicate
551,fest::A,fast,firm
552,flach::A,platt,flat
553,glatt::A,glatt,smooth
554,hart::A,hård,hard
555,weich::A,mjuk,soft
556,rund::A,rund,round
557,spitz::A,toppig,pointed
558,spitz::A,spetsig,pointed
559,scharf::A,vass,sharp
560,scharf::A,skarp,sharp
561,stumpf::A,slö,blunt
562,schwer::A,tung,heavy
563,schön::A,skön,beautiful
564,schön::A,vacker,beautiful
565,heiß::A,het,hot
566,warm::A,varm,warm
567,kalt::A,kall,cold
568,kühl::A,sval,cool
569,kühl::A,kylig,cool
570,frisch::A,färsk,fresh
571,feucht::A,fuktig,damp
572,nass::A,våt,wet
573,trocken::A,torr,dry
574,voll::A,full,full
575,leer::A,tom,empty
576,offen::A,öppen,open
577,geschlossen::A,stängd,closed
578,sauber::A,ren,clean
579,schmutzig::A,snuskig,dirty
580,roh::A,rå,raw
581,reif::A,mogen,ripe
582,lecker::A,läcker,delicious
583,süß::A,söt,sweet
584,bitter::A,besk,bitter
585,bitter::A,bitter,bitter
586,sauer::A,sur,sour
587,hell::A,ljus,bright
588,dunkel::A,mörk,dark
589,schwarz::A,svart,black
590,weiß::A,vit,white
591,rot::A,röd,red
592,gelb::A,gul,yellow
593,blau::A,blå,blue
594,grün::A,grön,green
595,grau::A,grå,grey
596,bunt::A,brokig,colourful
597,bunt::A,brokig,colorful
598,billig::A,billig,cheap
599,teuer::A,dyr,dear
600,wertvoll::A,värdefull,precious
601,blind::A,blind,blind
602,taub::A,döv,deaf
603,kräftig::A,kraftig,powerful
604,stark::A,stark,strong
605,schwach::A,svag,weak
606,fett::A,fet,fat
607,schlank::A,slank,slim
608,hübsch::A,snygg,pretty
609,hübsch::A,vacker,pretty
610,böse::A,ond,evil
611,böse::A,elak,evil
612,dumm::A,dum,stupid
613,faul::A,lat,lazy
614,fleißig::A,flitig,diligent
615,geizig::A,snål,stingy
616,geizig::A,girig,stingy
617,klug::A,klok,clever
618,geschickt::A,händig,skilful
619,geschickt::A,händig,skillful
620,geschickt::A,skicklig,skilful
621,geschickt::A,skicklig,skillful
622,lieb::A,kär,dear
623,lieb::A,snäll,dear
624,lustig::A,rolig,merry
625,lustig::A,lustig,merry
626,sanft::A,mild,gentle
627,hungrig::A,hungrig,hungry
628,krank::A,sjuk,sick
629,nackt::A,naken,naked
630,traurig::A,ledsen,sad
631,traurig::A,sorgsen,sad
632,lebendig::A,levande,living
633,gut::A,bra,good
634,schlecht::A,dålig,bad
635,richtig::A,riktig,correct
636,schlimm::A,illa,nasty
637,wahr::A,sann,true
638,alt::A,gammal,old
639,neu::A,ny,new
640,ehemalig::A,forn,former
641,ehemalig::A,tidigare,former
642,alt[Lebewesen]::A,gammal,aged
643,jung::A,ung,young
644,arm::A,fattig,poor
645,reich::A,rik,rich
646,bekannt::A,känd,familiar
647,berühmt::A,berömd,famous
648,fremd::A,främmande,foreign
649,verschieden::A,åtskillig,different
650,nah::A,nära,near
651,fern::A,fjärran,far
652,linker::A,vänster,left
653,rechter::A,höger,right
654,anderer::A,annan,other
655,erster::A,första,first
656,zweiter::A,andra,second
657,dritter::A,tredje,third
658,letzter::A,sist,last
659,allein::ADV,allena,alone
660,auf einmal::ADV,på en gång,at once
661,zusammen::ADV,tillsammans,together
662,lange::ADV,länge,long
663,plötzlich::ADV,plötsligt,suddenly
664,sofort::ADV,strax,instantly
665,sofort::ADV,genast,instantly
666,später::ADV,senare,later
667,jetzt::ADV,nu,now
668,heute::ADV,i dag,today
669,morgen::ADV,i morgon,tomorrow
670,bald::ADV,snart,soon
671,dann::ADV,då,then
672,gestern::ADV,i går,yesterday
673,einst::ADV,en gång,once
674,damals::ADV,då,at that time
675,damals::ADV,den gången,at that time
676,danach::ADV,därefter,afterwards
677,vorher::ADV,före,before
678,vorher::ADV,förut,before
679,zuerst::ADV,först,at first
680,einmal::ADV,en gång,once
681,manchmal::ADV,ibland,sometimes
682,oft::ADV,ofta,often
683,immer::ADV,alltid,always
684,niemals::ADV,aldrig,never
685,hier::ADV,här,here
686,hierhin::ADV,hit,hither
687,hierhin::ADV,hit,to here
688,hierhin::ADV,hit,here
689,von hier::ADV,härifrån,hence
690,dort::ADV,där,there
691,dorthin::ADV,dit,thither
692,dorthin::ADV,dit,there
693,dorthin::ADV,dit,to there
694,geradeaus::ADV,rätt fram,ahead
695,vorwärts::ADV,fram,forward
696,vorwärts::ADV,framåt,forward
697,rückwärts::ADV,baklänges,backward
698,zurück::ADV,tillbaka,back
699,unten::ADV,nere,below
700,unten::ADV,nedanför,below
701,hinab::ADV,ned,down
702,hinab::ADV,nedåt,down
703,oben::ADV,ovan,above
704,oben::ADV,ovanpå,above
705,hinauf::ADV,upp,up
706,hinauf::ADV,uppåt,up
707,überall::ADV,överallt,everywhere
708,nicht::ADV,ej,not
709,nicht::ADV,inte,not
710,ein wenig::ADV,litet,a little
711,kaum::ADV,knappt,hardly
712,kaum::ADV,knappast,hardly
713,sehr::ADV,mycket,very
714,so::ADV,så,so
715,noch::ADV,än,still
716,noch::ADV,ännu,still
717,nur::ADV,bara,only
718,nur::ADV,endast,only
719,schon::ADV,redan,already
720,wieder::ADV,åter,again
721,vergebens::ADV,förgäves,in vain
722,vor::PRP,utanför,in front of
723,hinter::PRP,bakom,behind
724,unter::PRP,under,under
725,durch::PRP,genom,through
726,durch::PRP,igenom,through
727,neben::PRP,bredvid,next to
728,neben::PRP,vid sidan av,next to
729,zwischen::PRP,mellan,between
730,wegen::PRP,på grund av,because of
731,dies::PRN,detta,this
732,das::PRN,det,that
733,alles::PRN,allt,everything
734,ich::PRN,jag,I
735,du::PRN,du,you
736,du::PRN,du,thou
737,er::PRN,han,he
738,wir::PRN,vi,we
739,ihr::PRN,ni,you
740,sie::PRN,de,they
741,was::FPRN,vad,what
742,wer::FPRN,vem,who
743,wo::FADV,var,where
744,wohin::FADV,vart,where ... to
745,wohin::FADV,vart,where to
746,wohin::FADV,vart,where
747,wie::FADV,hur,how
748,warum::FADV,varför,why
749,wieviel::FNUM,hur mycket,how much
750,eins::NUM,en,one
751,eins::NUM,ett,one
752,zwei::NUM,två,two
753,drei::NUM,tre,three
754,vier::NUM,fyra,four
755,fünf::NUM,fem,five
756,sechs::NUM,sex,six
757,sieben::NUM,sju,seven
758,acht::NUM,åtta,eight
759,neun::NUM,nio,nine
760,zehn::NUM,tio,ten
761,elf::NUM,elva,eleven
762,zwölf::NUM,tolv,twelve
763,zwanzig::NUM,tjugo,twenty
764,dreißig::NUM,trettio,thirty
765,vierzig::NUM,fyrtio,forty
766,fünfzig::NUM,femtio,fifty
767,sechzig::NUM,sextio,sixty
768,siebzig::NUM,sjuttio,seventy
769,achtzig::NUM,åttio,eighty
770,neunzig::NUM,nittio,ninety
771,hundert::NUM,hundra,a hundred
772,tausend::NUM,tusen,a thousand
773,und::CNJ,och,and
774,oder::CNJ,eller,or
775,stehen::V,stå,stand
776,sitzen::V,sitta,sit
777,liegen::V,ligga,lie
778,hängen::V,hänga,hang
779,werden::V,bli,become
780,passieren::V,ske,happen
781,passieren::V,hända,happen
782,beginnen::V,börja,begin
783,enden::V,ända,end
784,wechseln::V,växla,change
785,aufgehen[Sonne]::V,gå upp,rise
786,untergehen[Sonne]::V,gå ned,set
787,scheinen[Sonne]::V,skina,shine
788,donnern::V,dundra,thunder
789,wehen::V,blåsa,blow
790,strömen::V,forsa,stream
791,strömen::V,strömma,stream
792,fließen::V,flyta,flow
793,sich drehen::V,snurra,revolve
794,schwanken::V,vackla,sway
795,schwingen::V,svinga,swing
796,fallen::V,falla,fall
797,brennen::V,brinna,burn
798,rauchen::V,ryka,smoke
799,regnen::V,regna,rain
800,gefrieren::V,frysa,freeze
801,tauen::V,töa,thaw
802,schmelzen::V,smälta,melt
803,trocknen::V,torka,dry
804,sieden::V,koka,boil
805,sieden::V,sjuda,boil
806,faulen::V,ruttna,rot
807,verfaulen::V,ruttna,decay
808,reißen::V,brista,snap
809,versinken::V,sjunka,sink
810,vergehen::V,förgå,pass
811,erscheinen::V,synas,appear
812,erscheinen::V,visa sig,appear
813,verschwinden::V,försvinna,disappear
814,sinken::V,sjunka,drop
815,abnehmen::V,avta,decrease
816,abnehmen::V,minskas,decrease
817,zunehmen::V,tilltaga,increase
818,steigen::V,stiga,rise
819,wachsen::V,växa,grow
820,glänzen::V,glimma,shine
821,funkeln::V,tindra,sparkle
822,funkeln::V,gnistra,sparkle
823,lärmen::V,bråka,be noisy
824,lärmen::V,väsnas,be noisy
825,läuten::V,ringa,chime
826,klingeln::V,ringa,ring
827,klirren::V,klirra,tinkle
828,brausen::V,brusa,roar
829,rauschen::V,susa,rustle
830,klingen::V,låta,sound
831,klingen::V,klinga,sound
832,bellen::V,skälla,bark
833,heulen::V,yla,howl
834,heulen::V,tjuta,howl
835,blasen::V,blåsa,blow
836,pfeifen::V,vissla,whistle
837,schreien::V,skrika,shout
838,stöhnen::V,stöna,groan
839,zittern::V,darra,tremble
840,zittern::V,skälva,tremble
841,leben::V,leva,be alive
842,geboren werden::V,födas,be born
843,atmen::V,andas,breathe
844,trinken::V,dricka,drink
845,essen::V,äta,eat
846,schlucken::V,svälja,swallow
847,müde werden::V,tröttna,get tired
848,einschlafen::V,somna,fall asleep
849,schlafen::V,sova,sleep
850,aufwachen::V,vakna,wake up
851,aufstehen::V,stiga upp,get up
852,sich erholen::V,repa sig,relax
853,sich erholen::V,hämta sig,relax
854,krank werden::V,insjukna,fall ill
855,krank sein::V,vara sjuk,be ill
856,schmerzen::V,smärta,ache
857,schmerzen::V,göra ont,ache
858,husten::V,hosta,cough
859,genesen::V,tillfriskna,recover
860,sterben::V,dö,die
861,umkommen::V,omkomma,perish
862,sich bewegen::V,röra sig,move
863,sich rühren::V,röra på sig,budge
864,sich erheben::V,resa sig,stand up
865,sich setzen::V,sätta sig,sit down
866,hinfallen::V,falla omkull,tumble
867,laufen::V,löpa,walk
868,schreiten::V,skrida,pace
869,spazierengehen::V,promenera,go for a walk
870,eilen::V,ila,rush
871,sich beeilen::V,skynda sig,hurry
872,sausen::V,susa,dash
873,rennen::V,löpa,run
874,rennen::V,springa,run
875,springen::V,hoppa,jump
876,klettern::V,klättra,climb
877,schaukeln::V,gunga,seesaw
878,kriechen::V,kräla,creep
879,schwimmen::V,simma,swim
880,tauchen::V,dyka,dive
881,rudern::V,ro,row
882,fahren::V,köra,drive
883,fliegen::V,flyga,fly
884,gehen::V,gå,go
885,weggehen::V,gå bort,go away
886,abfahren::V,resa,depart
887,abfahren::V,avresa,depart
888,anhalten::V,stanna,stop
889,hineingehen::V,gå in,go in
890,eintreten::V,träda in,enter
891,kommen::V,komma,come
892,ankommen::V,ankomma,arrive
893,zurückkommen::V,återkomma,come back
894,bleiben::V,bli,stay
895,bleiben::V,förbli,stay
896,warten::V,vänta,wait
897,erwarten::V,vänta,wait for
898,suchen::V,leta,seek
