,Concept_ID,lv,os
59,Brust::N,krūts,риу
60,Schulter::N,пельпом,уӕхск
61,Schulter::N,plecs,уӕхск
62,Arm::N,ки,цонг
63,Arm::N,roka,цонг
64,Arm::N,delms,цонг
65,Ellenbogen::N,гырддза,рæмбын
66,Ellenbogen::N,elkonis,рæмбын
67,Hand::N,ки,къух
68,Hand::N,roka,къух
69,Hand::N,plauksta,къух
70,Handfläche::N,ки пыдӧс,армытъӕпӕн
71,Handfläche::N,delna,армытъӕпӕн
72,Handfläche::N,plauksta,армытъӕпӕн
73,Finger::N,чунь,ӕнруылдз
74,Finger::N,pirksts,ӕнруылдз
75,Fingernagel::N,гыж,ных
76,Fingernagel::N,nags,ных
77,Nagel[Anatomie]::N,гыж,ных
78,Nagel[Anatomie]::N,nags,ных
79,Zeh::N,кок чунь,къух
80,Zeh::N,pirksts,къух
81,Fuß::N,кок,фад
82,Fuß::N,kāja,фад
83,Ferse::N,кокбӧр,зӕвӕт
84,Ferse::N,papēdis,зӕвӕт
85,Knie::N,пидзӧс,уӕраг
86,Knie::N,celis,уӕраг
87,Oberschenkel::N,лядьвей,агъд
88,Oberschenkel::N,бек,агъд
89,Oberschenkel::N,ciska,агъд
90,Oberschenkel::N,augšstilbs,агъд
91,Bein::N,кок,зӕнг
92,Bein::N,kāja,зӕнг
93,Körper::N,туша,буар
94,Körper::N,вывтыр,буар
95,Körper::N,miesa,буар
96,Körper::N,ķermenis,буар
97,Haut::N,ку,царм
98,Haut::N,āda,царм
99,Blut::N,вир,туг
100,Blut::N,asins,туг
101,Ader::N,сӧн,дадзин
102,Ader::N,сӧн,тугдадзин
103,Ader::N,asinsvads,дадзин
104,Ader::N,asinsvads,тугдадзин
105,Sehne::N,вез,хъиутæ
106,Sehne::N,вез,нуар
107,Sehne::N,dzīsla,хъиутæ
108,Sehne::N,dzīsla,нуар
109,Knochen::N,лы,стӕг
110,Knochen::N,kauls,стӕг
111,Gehirn::N,вем,магъз
112,Gehirn::N,smadzenes,магъз
113,Herz::N,сьӧлӧм,зӕрдӕ
114,Herz::N,sirds,зӕрдӕ
115,Magen::N,кынӧм,ахсӕн
116,Magen::N,kuņģis,ахсӕн
117,Leber::N,мус,игæр
118,Leber::N,aknas,игæр
119,Atem::N,лов,улӕфт
120,Atem::N,elpa,улӕфт
121,Hunger::N,тшыг,стонг
122,Hunger::N,bads,стонг
123,Hunger::N,izsalkums,стонг
124,Träne::N,синва,цæссыг
125,Träne::N,asara,цæссыг
126,Geschmack::N,кӧр,ад
127,Geschmack::N,чӧсмӧс,ад
128,Geschmack::N,garša,ад
129,Geruch::N,зын,смаг
130,Geruch::N,дук,смаг
131,Geruch::N,smaka,смаг
132,Schlaf::N,узьӧм,хуыссӕг
133,Schlaf::N,miegs,хуыссӕг
134,Traum::N,вӧт,фын
135,Traum::N,вӧтасьӧм,фын
136,Traum::N,sapnis,фын
137,Himmel::N,енэж,арв
138,Himmel::N,енэж,уӕларв
139,Himmel::N,debess,арв
140,Himmel::N,debess,уӕларв
141,Sonne::N,шонді,хур
142,Sonne::N,saule,хур
143,Mond::N,тӧлысь,мӕй
144,Mond::N,mēness,мӕй
145,Stern::N,кодзув,стъалы
146,Stern::N,zvaigzne,стъалы
147,Luft::N,сынӧд,уӕлдӕф
148,Luft::N,gaiss,уӕлдӕф
149,Wind::N,тӧв,дымгӕ
150,Wind::N,vējš,дымгӕ
151,Welle::N,гы,уылӕн
152,Welle::N,vilnis,уылӕн
153,Wasser::N,ва,дон
154,Wasser::N,ūdens,дон
155,Stein::N,из,дур
156,Stein::N,akmens,дур
157,Boden::N,му,зӕхх
158,Boden::N,augsne,зӕхх
159,Erde::N,му,сыджыт
160,Erde::N,му-ва,сыджыт
161,Erde::N,zeme,сыджыт
162,Staub::N,бус,рыг
163,Staub::N,putekļi,рыг
164,Rauch::N,тшын,фӕздӕг
165,Rauch::N,dūmi,фӕздӕг
166,Funke::N,кинь,цӕхӕр
167,Funke::N,би кинь,цӕхӕр
168,Funke::N,dzirkstele,цӕхӕр
169,Feuer::N,би,зынг
170,Feuer::N,uguns,зынг
171,Licht::N,югӧр,рухс
172,Licht::N,gaisma,рухс
173,Schatten::N,вуджӧр,аууон
174,Schatten::N,ēna,аууон
175,Wetter::N,поводдя,боныхъӕд
176,Wetter::N,laiks,боныхъӕд
177,Nebel::N,ру,мигъ
178,Nebel::N,онь,мигъ
179,Nebel::N,migla,мигъ
180,Wolke::N,кымӧр,ӕврагъ
181,Wolke::N,mākonis,ӕврагъ
182,Regen::N,зэр,уарын
183,Regen::N,lietus,уарын
184,Schnee::N,лым,мит
185,Schnee::N,sniegs,мит
186,Eis::N,йи,их
187,Eis::N,ledus,их
188,Frost::N,кӧдзыд,ихæн
189,Frost::N,sals,ихæн
190,Kälte::N,кӧдзыд,уазал
191,Kälte::N,saltums,уазал
192,Kälte::N,aukstums,уазал
193,Hitze::N,пӧсь,ӕнтӕф
194,Hitze::N,гожӧд,ӕнтӕф
195,Hitze::N,karstums,ӕнтӕф
196,Raureif::N,пуж,халас
197,Raureif::N,гыӧр,халас
198,Raureif::N,sarma,халас
199,Regenbogen::N,ӧшкамӧшка,арвырон
200,Regenbogen::N,ӧшкамӧшка,арвырдын
201,Regenbogen::N,varavīksne,арвырон
202,Regenbogen::N,varavīksne,арвырдын
203,Donner::N,гым,æрвнæрын
204,Donner::N,pērkons,æрвнæрын
205,Strömung::N,ва ныр,цыд
206,Strömung::N,визувтӧм,цыд
207,Strömung::N,straume,цыд
208,Strömung::N,strāvojums,цыд
209,Tropfen::N,войт,æртах
210,Tropfen::N,lāse,æртах
211,Schaum::N,быг,фынк
212,Schaum::N,быгзьӧм,фынк
213,Schaum::N,putas,фынк
214,Schmutz::N,няйт,цъыф
215,Schmutz::N,dubļi,цъыф
216,See::N,ты,цад
217,See::N,ezers,цад
218,Sumpf::N,гыбад,цъыфдзаст
219,Sumpf::N,кад,цъыфдзаст
220,Sumpf::N,dumbrājs,цъыфдзаст
221,Sumpf::N,staignājs,цъыфдзаст
222,Moor::N,нюр,цъыфдзаст
223,Moor::N,purvs,цъыфдзаст
224,Moor::N,muklājs,цъыфдзаст
225,Wiese::N,видз,уыгӕрдӕн
226,Wiese::N,pļava,уыгӕрдӕн
227,Wald::N,вӧр,хъӕд
228,Wald::N,mežs,хъӕд
229,Hügel::N,дзиб,обау
230,Hügel::N,дзиб,къуыбыр
231,Hügel::N,мыльк,обау
232,Hügel::N,мыльк,къуыбыр
233,Hügel::N,нӧрыс,обау
234,Hügel::N,нӧрыс,къуыбыр
235,Hügel::N,paugurs,обау
236,Hügel::N,paugurs,къуыбыр
237,Anhöhe::N,мыльк,уæлвæз
238,Anhöhe::N,мыльк,уæлхох
239,Anhöhe::N,нӧрыс,уæлвæз
240,Anhöhe::N,нӧрыс,уæлхох
241,Anhöhe::N,paugurs,уæлвæз
242,Anhöhe::N,paugurs,уæлхох
243,Berg::N,чой,хох
244,Berg::N,керӧс,хох
245,Berg::N,kalns,хох
246,Gipfel::N,чук,цъупп
247,Gipfel::N,virsotne,цъупп
248,Höhle::N,рудӧг,лӕгӕт
249,Höhle::N,ala,лӕгӕт
250,Abhang::N,ньывк,къул
251,Abhang::N,бокша,къул
252,Abhang::N,nogāze,къул
253,Quelle::N,ӧшмӧс,суадон
254,Quelle::N,avots,суадон
255,Bach::N,шор,мӕсчъыдон
256,Bach::N,urga,мӕсчъыдон
257,Bach::N,strauts,мӕсчъыдон
258,Fluss::N,ю,дон
259,Fluss::N,ю,цӕугӕдон
260,Fluss::N,upe,дон
261,Fluss::N,upe,цӕугӕдон
262,Ufer::N,вадор,был
263,Ufer::N,krasts,был
264,Küste::N,вадор,донбыл
265,Küste::N,piekraste,донбыл
266,Festland::N,му,сурзæхх
267,Festland::N,sauszeme,сурзæхх
268,Meer::N,саридз,денджыз
269,Meer::N,jūra,денджыз
270,Bucht::N,куръя,донбакæлæн
271,Bucht::N,līcis,донбакæлæн
272,Insel::N,ді,сакъадах
273,Insel::N,sala,сакъадах
274,Blume::N,дзоридз,дидинӕг
275,Blume::N,puķe,дидинӕг
276,Blume::N,zieds,дидинӕг
277,Gras::N,турун,кӕрдӕг
278,Gras::N,zāle,кӕрдӕг
279,Wurzel::N,вуж,уидаг
280,Wurzel::N,sakne,уидаг
281,Baum::N,пу,бӕлас
282,Baum::N,koks,бӕлас
283,Stamm::N,пучер,хӕтӕл
284,Stamm::N,stumbrs,хӕтӕл
285,Rinde::N,кырсь,цъар
286,Rinde::N,miza,цъар
287,Ast::N,ув,арх
288,Ast::N,zars,арх
289,Zweig::N,вож,къалиу
290,Zweig::N,nozare,къалиу
291,Blatt::N,кор,сыф
292,Blatt::N,lapa,сыф
293,Birke::N,кыдз,бæрз
294,Birke::N,bērzs,бæрз
295,Kiefer[Baum]::N,пожӧм,нӕзы
296,Kiefer[Baum]::N,priede,нӕзы
297,Weide[Baum]::N,бадь,хӕрис
298,Weide[Baum]::N,kārkls,хӕрис
299,Tanne::N,коз,наз
300,Tanne::N,egle,наз
301,Horn::N,сюр,сыкъа
302,Horn::N,rags,сыкъа
303,Feder::N,гӧн,сис
304,Feder::N,тывборд,сис
305,Feder::N,spalva,сис
306,Fell::N,ку,царм
307,Fell::N,āda,царм
308,Flügel::N,борд,базыр
309,Flügel::N,spārns,базыр
310,Klaue::N,гыж,ных
311,Klaue::N,nags,ных
312,Kralle::N,гыж,дзӕмбы
313,Kralle::N,nags,дзӕмбы
314,Schwanz::N,бӧж,къӕдзил
315,Schwanz::N,ļipa,къӕдзил
316,Ei::N,кольк,айк
317,Ei::N,ola,айк
318,Nest::N,поз,ахстон
319,Nest::N,ligzda,ахстон
320,Bau::N,горс,хуынкъ
321,Bau::N,пырмӧс,хуынкъ
322,Bau::N,гу,хуынкъ
323,Bau::N,ala,хуынкъ
324,Tier::N,пемӧс,сырд
325,Tier::N,пемӧс,цӕрӕгой
326,Tier::N,dzīvnieks,сырд
327,Tier::N,dzīvnieks,цӕрӕгой
328,Herde::N,стада,дзуг
329,Herde::N,стада,рӕгъау
330,Herde::N,кельӧб,дзуг
331,Herde::N,кельӧб,рӕгъау
332,Herde::N,ganāmpulks,дзуг
333,Herde::N,ganāmpulks,рӕгъау
334,Kuh::N,мӧс,хъуг
335,Kuh::N,govs,хъуг
336,Bulle::N,ӧш,гал
337,Bulle::N,bullis,гал
338,Pferd::N,вӧв,бӕх
339,Pferd::N,zirgs,бӕх
340,Schaf::N,ыж,фыс
341,Schaf::N,aita,фыс
342,Schwein::N,порсь,хуы
343,Schwein::N,cūka,хуы
344,Hund::N,пон,куыдз
345,Hund::N,suns,куыдз
346,Katze::N,кань,гӕды
347,Katze::N,kaķis,гӕды
348,Bär::N,ош,арс
349,Bär::N,lācis,арс
350,Eichhörnchen::N,ур,æхсæрæг
351,Eichhörnchen::N,vāvere,æхсæрæг
352,Elch::N,йӧра,цæгатаг саг
353,Elch::N,alnis,цæгатаг саг
354,Fuchs::N,руч,рувас
355,Fuchs::N,lapsa,рувас
356,Hase::N,кӧч,тæрхъус
357,Hase::N,zaķis,тæрхъус
358,Maus::N,шыр,мыст
359,Maus::N,pele,мыст
360,Wolf::N,кӧин,бирӕгъ
361,Wolf::N,vilks,бирӕгъ
362,Vogel::N,кай,цъиу
363,Vogel::N,кай,маргъ
364,Vogel::N,лэбач,цъиу
365,Vogel::N,лэбач,маргъ
366,Vogel::N,putns,цъиу
367,Vogel::N,putns,маргъ
368,Schwarm::N,чукӧр,бал
369,Schwarm::N,spiets,бал
370,Huhn::N,курӧг,карк
371,Huhn::N,vista,карк
372,Hahn::N,петук,уасӕг
373,Hahn::N,gailis,уасӕг
374,Gans::N,дзодзӧг,хъаз
375,Gans::N,zoss,хъаз
376,Adler::N,кутш,цӕргӕс
377,Adler::N,ērglis,цӕргӕс
378,Ente::N,утка,ацц
379,Ente::N,pīle,ацц
380,Eule::N,сюзь, уыг
381,Eule::N,сюзь,сидахъ
382,Eule::N,pūce, уыг
383,Eule::N,pūce,сидахъ
384,Kranich::N,тури,зырнæг
385,Kranich::N,тури,хърихъупп
386,Kranich::N,dzērve,зырнæг
387,Kranich::N,dzērve,хърихъупп
388,Krähe::N,рака,халон
389,Krähe::N,vārna,халон
390,Kuckuck::N,кӧк,гаккук
391,Kuckuck::N,dzeguze,гаккук
392,Schwan::N,юсь,доныхъаз
393,Schwan::N,gulbis,доныхъаз
394,Fisch::N,чери,кӕсаг
395,Fisch::N,zivs,кӕсаг
396,Barsch::N,ёкыш,окунь
397,Barsch::N,asaris,окунь
398,Hecht::N,сир,хихор кӕсаг
399,Hecht::N,līdaka,хихор кӕсаг
400,Schlange[Tier]::N,кый,калм
401,Schlange[Tier]::N,čūska,калм
402,Wurm::N,номыр,зулкъ
403,Wurm::N,номыр,къуыдыргалм
404,Wurm::N,tārps,зулкъ
405,Wurm::N,tārps,къуыдыргалм
406,Spinne::N,черань,хӕлуарӕг
407,Spinne::N,zirneklis,хӕлуарӕг
408,Ameise::N,кодзувкот,мæлдзыг
409,Ameise::N,skudra,мæлдзыг
410,Laus::N,той,сыст
411,Laus::N,uts,сыст
412,Mücke::N,ном,къогъо
413,Mücke::N,ods,къогъо
414,Fliege::N,гут,бындз
415,Fliege::N,muša,бындз
416,Schmetterling::N,бобув,гæлæбу
417,Schmetterling::N,tauriņš,гæлæбу
418,Beere::N,тусь,гагадыргъ
419,Beere::N,вотӧс,гагадыргъ
420,Beere::N,oga,гагадыргъ
421,Apfel::N,яблӧг,фӕткъуы
422,Apfel::N,ābols,фӕткъуы
423,Pilz::N,тшак,зокъо
424,Pilz::N,тшак,къозо
425,Pilz::N,sēne,зокъо
426,Pilz::N,sēne,къозо
427,Zwiebel::N,луккок,хъӕдындз
428,Zwiebel::N,йӧнгыль,хъӕдындз
429,Zwiebel::N,sīpols,хъӕдындз
430,Saat::N,тусь,тауинаг
431,Saat::N,тусь,мыггаг
432,Saat::N,кӧйдыс,тауинаг
433,Saat::N,кӧйдыс,мыггаг
434,Saat::N,sēkla,тауинаг
435,Saat::N,sēkla,мыггаг
436,Korn::N,тусь,мыггаг
437,Korn::N,тусь,тауинаг
438,Korn::N,grauds,мыггаг
439,Korn::N,grauds,тауинаг
440,Heu::N,турун,хос
441,Heu::N,siens,хос
442,Schale::N,кор,цъар
443,Schale::N,čaula,цъар
444,Schale::N,čaumala,цъар
445,Grube::N,гу,урм
446,Grube::N,гу,къахт
447,Grube::N,гу,дзыхъхъ
448,Grube::N,bedre,урм
449,Grube::N,bedre,къахт
450,Grube::N,bedre,дзыхъхъ
451,Falle::N,лэч,цъысым
452,Falle::N,лэч,къӕппӕг
453,Falle::N,slazds,цъысым
454,Falle::N,slazds,къӕппӕг
455,Falle::N,lamatas,цъысым
456,Falle::N,lamatas,къӕппӕг
457,Schlinge::N,лэч,цасм
458,Schlinge::N,cilpa,цасм
459,Spur::N,туй,фæд
460,Spur::N,pēda,фæд
461,Asche::N,пӧм,фӕнык
462,Asche::N,пӧм,ӕртхутӕг
463,Asche::N,pelni,фӕнык
464,Asche::N,pelni,ӕртхутӕг
465,Dreck::N,няйт,цъыф
466,Dreck::N,dubļi,цъыф
467,Eisen::N,кӧрт,ӕфсӕйнаг
468,Eisen::N,dzelzs,ӕфсӕйнаг
469,Gold::N,зарни,сыгъзӕрин
470,Gold::N,zelts,сыгъзӕрин
471,Silber::N,эзысь,ӕвзист
472,Silber::N,sudrabs,ӕвзист
473,Kohle::N,шом,ӕвзалы
474,Kohle::N,ogle,ӕвзалы
475,Glas::N,стеклӧ,авг
476,Glas::N,stikls,авг
477,Lehm::N,сёй,ӕлыг
478,Lehm::N,māls,ӕлыг
479,Sand::N,лыа,змис
480,Sand::N,smiltis,змис
481,Mensch::N,морт,лӕг
482,Mensch::N,морт,адӕймаг
483,Mensch::N,морт,удгоймаг
484,Mensch::N,cilvēks,лӕг
485,Mensch::N,cilvēks,адӕймаг
486,Mensch::N,cilvēks,удгоймаг
487,Mann::N,аймӧрт,лӕг
488,Mann::N,аймӧрт,нӕлгоймаг
489,Mann::N,мужичӧй,лӕг
490,Mann::N,мужичӧй,нӕлгоймаг
491,Mann::N,vīrietis,лӕг
492,Mann::N,vīrietis,нӕлгоймаг
493,Frau::N,ань,сылгоймаг
494,Frau::N,нывбаба,сылгоймаг
495,Frau::N,sieviete,сылгоймаг
496,Kind::N,кага,сывӕллон
497,Kind::N,bērns,сывӕллон
498,Junge::N,пи,лӕппу
499,Junge::N,zēns,лӕппу
500,Junge::N,puika,лӕппу
501,Junge::N,puisis,лӕппу
502,Mädchen::N,ныв,чызг
503,Mädchen::N,meiča,чызг
504,Mädchen::N,skuķis,чызг
505,Mädchen::N,meitene,чызг
506,Familie::N,семья,бинонтæ
507,Familie::N,ģimene,бинонтæ
508,Großvater::N,пӧль,фыдыфыд
509,Großvater::N,пӧль,мадыфыд
510,Großvater::N,vecaistēvs,фыдыфыд
511,Großvater::N,vecaistēvs,мадыфыд
512,Großmutter::N,баб,фыды мад
513,Großmutter::N,баб,мады мад
514,Großmutter::N,vecāmāte,фыды мад
515,Großmutter::N,vecāmāte,мады мад
516,Eltern::N,ай-мам,ныййарджытæ
517,Eltern::N,бать-мам,ныййарджытæ
518,Eltern::N,vecāki,ныййарджытæ
519,Vater::N,бать,фыд
520,Vater::N,ай,фыд
521,Vater::N,tēvs,фыд
522,Mutter::N,мам,мад
523,Mutter::N,māte,мад
524,Sohn::N,пи,фырт
525,Sohn::N,dēls,фырт
526,Tochter::N,ныв,чызг
527,Tochter::N,meita,чызг
528,Bruder::N,вок,ӕфсымӕр
529,Bruder::N,brālis,ӕфсымӕр
530,Schwester::N,чой,хо
531,Schwester::N,māsa,хо
532,Onkel::N,дядь,фыдыфсымӕр
533,Onkel::N,tēvocis,фыдыфсымӕр
534,Tante::N,тьӧт,мадыхо
535,Tante::N,tante,мадыхо
536,Ehemann::N,верӧс,мой
537,Ehemann::N,vīrs,мой
538,Ehefrau::N,гӧтыр,ус
539,Ehefrau::N,sieva,ус
540,Freude::N,радлун,цин
541,Freude::N,радлун,циндзинад
542,Freude::N,prieks,цин
543,Freude::N,prieks,циндзинад
544,Gelächter::N,серам,худын
545,Gelächter::N,серам,худт
546,Gelächter::N,серам,худæг
547,Gelächter::N,smiekli,худын
548,Gelächter::N,smiekli,худт
549,Gelächter::N,smiekli,худæг
550,Glück::N,шуд,амонд
551,Glück::N,laime,амонд
552,Kummer::N,шог,хъыг
553,Kummer::N,bēdas,хъыг
554,Kummer::N,raizes,хъыг
555,Wunsch::N,кӧсйӧм,бӕллиц
556,Wunsch::N,vēlme,бӕллиц
557,Wunsch::N,vēlējums,бӕллиц
558,Lust::N,кыскӧм,монц
559,Lust::N,радейтӧм,монц
560,Lust::N,kāre,монц
561,Geist::N,лов,уд
562,Geist::N,gars,уд
563,Gedanke::N,мӧвп,хъуыды
564,Gedanke::N,doma,хъуыды
565,Gedächtnis::N,паметь,мысæн
566,Gedächtnis::N,паметь,мысын
567,Gedächtnis::N,паметь,зæрдылдарын
568,Gedächtnis::N,atmiņa,мысæн
569,Gedächtnis::N,atmiņa,мысын
570,Gedächtnis::N,atmiņa,зæрдылдарын
571,Verstand::N,вежӧр,зонд
572,Verstand::N,prāts,зонд
573,Sinn::N,мог,нысаниуæг
574,Sinn::N,вежӧртас,нысаниуæг
575,Sinn::N,nozīme,нысаниуæг
576,Grund::N,помка,ӕфсон
577,Grund::N,pamats,ӕфсон
578,Grund::N,iemesls,ӕфсон
579,Wahrheit::N,збыль,æцæг
580,Wahrheit::N,збыльтор,æцæг
581,Wahrheit::N,taisnība,æцæг
582,Wahrheit::N,patiesība,æцæг
583,Gespräch::N,сёрни,ныхас
584,Gespräch::N,saruna,ныхас
585,Märchen::N,мойд,аргъау
586,Märchen::N,pasaka,аргъау
587,Erzählung::N,висьт,радзырд
588,Erzählung::N,stāsts,радзырд
589,Erzählung::N,nostāsts,радзырд
590,Nachricht::N,юӧртӧм,уац
591,Nachricht::N,ziņa,уац
592,Neuigkeit::N,выльтор,хабар
593,Neuigkeit::N,jaunums,хабар
594,Name::N,ним,ном
595,Name::N,vārds,ном
596,Rätsel::N,нӧдкыв,уыци-уыци
597,Rätsel::N,нӧдкыв,базон-базон
598,Rätsel::N,mīkla,уыци-уыци
599,Rätsel::N,mīkla,базон-базон
600,Rede::N,сёрни,раныхас
601,Rede::N,runa,раныхас
602,Sprache::N,кыв,ӕвзаг
603,Sprache::N,valoda,ӕвзаг
604,Stimme::N,гӧлӧс,хъӕлӕс
605,Stimme::N,вом шы,хъӕлӕс
606,Stimme::N,balss,хъӕлӕс
607,Wort::N,кыв,дзырд
608,Wort::N,vārds,дзырд
609,Zeichen::N,пас,нысан
610,Zeichen::N,zīme,нысан
611,Ruf::N,чукӧстчӧм,сидт
612,Ruf::N,корӧм,сидт
613,Ruf::N,sauciens,сидт
614,Lärm::N,шы,уынæр
615,Lärm::N,зык,уынæр
616,Lärm::N,зычитӧм,уынæр
617,Lärm::N,troksnis,уынæр
618,Laut::N,шы,зӕл
619,Laut::N,шы,мыр
620,Laut::N,skaņa,зӕл
621,Laut::N,skaņa,мыр
622,Ton::N,шы,мыр
623,Ton::N,tonis,мыр
624,Lied::N,сьылан,зарӕг
625,Lied::N,сьыланкыв,зарӕг
626,Lied::N,dziesma,зарӕг
627,Ruhe::N,чӧв,æнцой
628,Ruhe::N,miers,æнцой
629,Leute::N,йӧз,адӕм
630,Leute::N,войтыр,адӕм
631,Leute::N,ļaudis,адӕм
632,Leute::N,cilvēki,адӕм
633,Volk::N,йӧз,адӕм
634,Volk::N,войтыр,адӕм
635,Volk::N,tauta,адӕм
636,Arbeit::N,удж,фӕллой
637,Arbeit::N,darbs,фӕллой
638,Gast::N,гӧсть,уазӕг
639,Gast::N,viešņa,уазӕг
640,Gast::N,ciemiņš,уазӕг
641,Geschenk::N,козин,хуын
642,Geschenk::N,dāvana,хуын
643,Spiel::N,ворсан,хъазт
644,Spiel::N,rotaļa,хъазт
645,Gesellschaft::N,котыр,дзыллæ
646,Gesellschaft::N,котыр,æхсæнад
647,Gesellschaft::N,biedrība,дзыллæ
648,Gesellschaft::N,biedrība,æхсæнад
649,Gesellschaft::N,kompānija,дзыллæ
650,Gesellschaft::N,kompānija,æхсæнад
651,Hilfe::N,отсӧг,æххуыс
652,Hilfe::N,отсӧг,ахъаз
653,Hilfe::N,palīdzība,æххуыс
654,Hilfe::N,palīdzība,ахъаз
655,Freund::N,ёрт,лымӕн
656,Freund::N,draugs,лымӕн
657,Kamerad::N,ёрт,ӕмбал
658,Kamerad::N,biedrs,ӕмбал
659,Angelegenheit::N,мог,хъуыддаг
660,Angelegenheit::N,делӧ,хъуыддаг
661,Angelegenheit::N,darīšana,хъуыддаг
662,Anzahl::N,лыд,бӕрц
663,Anzahl::N,тшӧт,бӕрц
664,Anzahl::N,skaits,бӕрц
665,Anzahl::N,daudzums,бӕрц
666,Art::N,сикас,хуыз
667,Art::N,сикас,хуызад
668,Art::N,suga,хуыз
669,Art::N,suga,хуызад
670,Art::N,šķira,хуыз
671,Art::N,šķira,хуызад
672,Stück::N,тор,кæрдих
673,Stück::N,тор,комдзаг
674,Stück::N,gabals,кæрдих
675,Stück::N,gabals,комдзаг
676,Teil::N,юкӧн,хай
677,Teil::N,daļa,хай
678,Hälfte::N,пӧв,æрдæг
679,Hälfte::N,пӧв,æмбис
680,Hälfte::N,джын,æрдæг
681,Hälfte::N,джын,æмбис
682,Hälfte::N,puse,æрдæг
683,Hälfte::N,puse,æмбис
684,Kreis::N,кытш,зиллакк
685,Kreis::N,aplis,зиллакк
686,Kreis::N,riņķis,зиллакк
687,Kreuz::N,перна,дзуар
688,Kreuz::N,крест,дзуар
689,Kreuz::N,krusts,дзуар
690,Linie::N,визь,хахх
691,Linie::N,līnija,хахх
692,Strich::N,визь,хахх
693,Strich::N,svītra,хахх
694,Abstand::N,кост,æхсæнуат
695,Abstand::N,коласт,æхсæнуат
696,Abstand::N,atstarpe,æхсæнуат
697,Entfernung::N,ылна,дæрддзæг
698,Entfernung::N,ылна,дардцæг
699,Entfernung::N,attālums,дæрддзæг
700,Entfernung::N,attālums,дардцæг
701,Entfernung::N,atstatums,дæрддзæг
702,Entfernung::N,atstatums,дардцæг
703,Gegend::N,му-ва,ран
704,Gegend::N,apvidus,ран
705,Gegend::N,apgabals,ран
706,Platz::N,ылдӧс,бууат
707,Platz::N,йир,бууат
708,Platz::N,гӧгӧртас,бууат
709,Platz::N,vieta,бууат
710,Ort::N,ин,ран
711,Ort::N,ин,бынат
712,Ort::N,места,ран
713,Ort::N,места,бынат
714,Ort::N,vieta,ран
715,Ort::N,vieta,бынат
716,Seite::N,бок,фахс
717,Seite::N,ӧтарладор,фахс
718,Seite::N,sāns,фахс
719,Mitte::N,шӧр,астӕу
720,Mitte::N,vidus,астӕу
721,Gegenstand::N,кӧлуй,дзаума
722,Gegenstand::N,priekšmets,дзаума
723,Sache::N,добра,дзаума
724,Sache::N,lieta,дзаума
725,Rand::N,дор,кӕрон
726,Rand::N,mala,кӕрон
727,Rand::N,apmale,кӕрон
728,Kante::N,дор,фӕрск
729,Kante::N,šķautne,фӕрск
730,Ecke::N,пельӧс,тигъ
731,Ecke::N,пельӧс,фисын
732,Ecke::N,kakts,тигъ
733,Ecke::N,kakts,фисын
734,Ecke::N,stūris,тигъ
735,Ecke::N,stūris,фисын
736,Spitze::N,йыв,бырынкъ
737,Spitze::N,smaile,бырынкъ
