,Concept_ID,hu,tr
115,Moor::N,láp,cılgıt
116,Wiese::N,rét,çimen
117,Wiese::N,mező,çimen
118,Wald::N,erdő,koru
119,Wald::N,erdő,orman
120,Hügel::N,domb,tepe
121,Anhöhe::N,magaslat,tümsek
122,Anhöhe::N,magaslat,yükseklik
123,Berg::N,hegy,dağ
124,Gipfel::N,csúcs,zirve
125,Höhle::N,barlang,in
126,Höhle::N,barlang,mağara
127,Abhang::N,lejtő,bayır
128,Quelle::N,forrás,pınar
129,Quelle::N,forrás,kaynak
130,Bach::N,patak,çay
131,Bach::N,patak,dere
132,Fluss::N,folyó,nehir
133,Ufer::N,part,kıyı
134,Ufer::N,part,sahil
135,Küste::N,tengerpart,kıyı
136,Küste::N,tengerpart,sahil
137,Festland::N,szárazföld,kara
138,Meer::N,tenger,deniz
139,Bucht::N,öböl,koy
140,Bucht::N,öböl,körfez
141,Insel::N,sziget,ada
142,Blume::N,virág,çiçek
143,Gras::N,fű,ot
144,Gras::N,fű,çim
145,Wurzel::N,gyökér,kök
146,Baum::N,fa,ağaç
147,Stamm::N,tő,gövde
148,Stamm::N,törzs,gövde
149,Rinde::N,kéreg,kabuk
150,Ast::N,ág,dal
151,Ast::N,ág,budak
152,Zweig::N,gally,dal
153,Blatt::N,levél,yaprak
154,Birke::N,nyír,huş
155,Kiefer[Baum]::N,fenyő,çam
156,Weide[Baum]::N,fűz,söğüt
157,Tanne::N,fenyő,çam
158,Tanne::N,fenyő,köknar
159,Horn::N,szarv,boynuz
160,Feder::N,toll,tüy
161,Fell::N,szőr,post
162,Fell::N,bunda,post
163,Flügel::N,szárny,kanat
164,Klaue::N,köröm,pençe
165,Kralle::N,karom,tırnak
166,Schwanz::N,farok,kuyruk
167,Ei::N,tojás,yumurta
168,Nest::N,fészek,yuva
169,Bau::N,odú,in
170,Tier::N,állat,hayvan
171,Herde::N,nyáj,sürü
172,Herde::N,csorda,sürü
173,Kuh::N,tehén,inek
174,Bulle::N,bika,boğa
175,Pferd::N,ló,at
176,Pferd::N,ló,beygir
177,Schaf::N,juh,koyun
178,Schaf::N,birka,koyun
179,Schwein::N,sertés,domuz
180,Hund::N,eb,it
181,Hund::N,eb,köpek
182,Hund::N,kutya,it
183,Hund::N,kutya,köpek
184,Katze::N,macska,kedi
185,Bär::N,medve,ayı
186,Eichhörnchen::N,mókus,sincap
187,Elch::N,jávorszarvas,büyük kuzey geyiği
188,Fuchs::N,róka,tilki
189,Hase::N,nyúl,tavşan
190,Maus::N,egér,fare
191,Maus::N,egér,sıçan
192,Wolf::N,farkas,kurt
193,Vogel::N,madár,kuş
194,Schwarm::N,raj,sürü
195,Huhn::N,tyúk,tavuk
196,Hahn::N,kakas,horoz
197,Gans::N,lúd,kaz
198,Gans::N,liba,kaz
199,Adler::N,sas,kartal
200,Adler::N,sas,karakuş
201,Ente::N,kacsa,ördek
202,Eule::N,bagoly,baykuş
203,Kranich::N,daru,turna
204,Krähe::N,varjú,karga
205,Kuckuck::N,kakukk,guguk
206,Schwan::N,hattyú,kuğu
207,Fisch::N,hal,balık
208,Barsch::N,sügér,hani
209,Barsch::N,sügér,levrek
210,Hecht::N,csuka,turnabalığı
211,Schlange[Tier]::N,kígyó,yılan
212,Wurm::N,kukac,kurt
213,Wurm::N,kukac,solucan
214,Spinne::N,pók,örümcek
215,Ameise::N,hangya,karınca
216,Laus::N,tetű,bit
217,Mücke::N,szúnyog,sivrisinek
218,Fliege::N,légy,sinek
219,Schmetterling::N,lepke,kelebek
220,Schmetterling::N,pillangó,kelebek
221,Beere::N,bogyó,tane
222,Apfel::N,alma,elma
223,Pilz::N,gomba,mantar
224,Zwiebel::N,hagyma,soğan
225,Saat::N,vetőmag,ekin
226,Korn::N,mag,tane
227,Korn::N,szem,tane
228,Heu::N,széna,kuru ot
229,Schale::N,héj,kabuk
230,Grube::N,verem,çukur
231,Falle::N,csapda,tuzak
232,Schlinge::N,tőr,ilmik
233,Spur::N,nyom,iz
234,Asche::N,hamu,kül
235,Dreck::N,sár,pislik
236,Dreck::N,piszok,pislik
237,Eisen::N,vas,demir
238,Gold::N,arany,altın
239,Silber::N,ezüst,gümüş
240,Kohle::N,szén,kömür
241,Glas::N,üveg,cam
242,Lehm::N,agyag,balçık
243,Lehm::N,vályog,balçık
244,Sand::N,homok,kum
245,Mensch::N,ember,insan
246,Mann::N,úr,adam
247,Mann::N,úr,erkek
248,Mann::N,férfi,adam
249,Mann::N,férfi,erkek
250,Frau::N,nő,bayan
251,Frau::N,asszony,bayan
252,Kind::N,gyerek,çocuk
253,Kind::N,gyermek,çocuk
254,Junge::N,fiú,erkek çocuk
255,Mädchen::N,lány,kız
256,Familie::N,család,aile
257,Großvater::N,nagyapa,dede
258,Großvater::N,nagyapa,büyükbaba
259,Großmutter::N,nagyanya,nine
260,Großmutter::N,nagyanya,büyükanne
261,Eltern::N,szülők,ebeveyn
262,Eltern::N,szülők,ana baba
263,Vater::N,apa,ata
264,Vater::N,apa,baba
265,Vater::N,atya,ata
266,Vater::N,atya,baba
267,Mutter::N,anya,ana
268,Mutter::N,anya,anne
269,Sohn::N,fiú,oğul
270,Tochter::N,lány,kız
271,Tochter::N,lány,kız evlât
272,Bruder::N,fivér,abi
273,Bruder::N,fivér,erkek kardeş
274,Bruder::N,testvér,abi
275,Bruder::N,testvér,erkek kardeş
276,Schwester::N,nővér,abla
277,Schwester::N,nővér,kız kardeş
278,Schwester::N,lánytestvér,abla
279,Schwester::N,lánytestvér,kız kardeş
280,Onkel::N,nagybácsi,dayı
281,Tante::N,nagynéni,hala
282,Tante::N,nagynéni,teyze
283,Ehemann::N,férj,koca
284,Ehefrau::N,feleség,karı
285,Freude::N,öröm,neşe
286,Freude::N,öröm,sevinç
287,Gelächter::N,nevetés,gülme
288,Gelächter::N,nevetés,kahkaha
289,Gelächter::N,hahotázás,gülme
290,Gelächter::N,hahotázás,kahkaha
291,Glück::N,boldogság,mutluluk
292,Kummer::N,bánat,dert
293,Kummer::N,bánat,keder
294,Wunsch::N,óhaj,arzu
295,Wunsch::N,óhaj,istek
296,Lust::N,kedv,arzu
297,Lust::N,kedv,heves
298,Geist::N,elme,tin
299,Geist::N,szellem,tin
300,Gedanke::N,gondolat,fikir
301,Gedanke::N,gondolat,düşünce
302,Gedächtnis::N,emlékezet,bellek
303,Verstand::N,ész,zekâ
304,Verstand::N,értelem,zekâ
305,Sinn::N,értelem,anlam
306,Grund::N,ok,sebep
307,Grund::N,alap,sebep
308,Wahrheit::N,igaz,doğruluk
309,Wahrheit::N,igaz,gerçeklik
310,Wahrheit::N,igazság,doğruluk
311,Wahrheit::N,igazság,gerçeklik
312,Gespräch::N,beszélgetés,görüşme
313,Märchen::N,mese,masal
314,Erzählung::N,elbeszélés,öykü
315,Erzählung::N,elbeszélés,hikâye
316,Nachricht::N,hír,haber
317,Nachricht::N,híradás,haber
318,Neuigkeit::N,újság,haber
319,Name::N,név,ad
320,Name::N,név,isim
321,Rätsel::N,rejtvény,bilmece
322,Rede::N,beszéd,söylev
323,Rede::N,beszéd,konuşma
324,Rede::N,szónoklat,söylev
325,Rede::N,szónoklat,konuşma
326,Sprache::N,nyelv,dil
327,Sprache::N,nyelv,lisan
328,Stimme::N,hang,ses
329,Wort::N,szó,kelime
330,Zeichen::N,jel,işaret
331,Ruf::N,kiáltás,çağırma
332,Lärm::N,zaj,şamata
333,Lärm::N,zaj,gürültü
334,Laut::N,hang,ses
335,Ton::N,hang,ses
336,Lied::N,dal,türkü
337,Lied::N,ének,türkü
338,Ruhe::N,csend,sakinlik
339,Ruhe::N,nyugalom,sakinlik
340,Leute::N,emberek,halk
341,Leute::N,emberek,insanlar
342,Volk::N,nép,ulus
343,Volk::N,nép,millet
344,Arbeit::N,dolog,iş
345,Arbeit::N,dolog,çalışma
346,Gast::N,vendég,konuk
347,Gast::N,vendég,misafir
348,Geschenk::N,ajándék,hediye
349,Geschenk::N,ajándék,armağan
350,Spiel::N,játék,oyun
351,Gesellschaft::N,társaság,çevre
352,Gesellschaft::N,társaság,arkadaşlık
353,Hilfe::N,segítség,yardım
354,Freund::N,barát,dost
355,Freund::N,barát,arkadaş
356,Kamerad::N,társ,arkadaş
357,Angelegenheit::N,ügy,iş
358,Angelegenheit::N,ügy,husus
359,Anzahl::N,szám,sayı
360,Art::N,faj,çeşit
361,Art::N,fajta,çeşit
362,Stück::N,darab,tane
363,Stück::N,darab,parça
364,Teil::N,rész,kısım
365,Hälfte::N,fél,yarı
366,Kreis::N,kör,daire
367,Kreuz::N,kereszt,haç
368,Linie::N,vonal,hat
369,Linie::N,vonal,çizgi
370,Strich::N,vonás,çizgi
371,Abstand::N,köz,aralık
372,Entfernung::N,távolság,mesafe
373,Entfernung::N,távolság,uzaklık
374,Gegend::N,táj,yöre
375,Gegend::N,vidék,yöre
376,Platz::N,hely,yer
377,Ort::N,hely,yer
378,Seite::N,fél,yan
379,Seite::N,fél,taraf
380,Seite::N,oldal,yan
381,Seite::N,oldal,taraf
382,Mitte::N,közép,orta
383,Mitte::N,közép,merkez
384,Gegenstand::N,tárgy,şey
385,Sache::N,dolog,iş
386,Sache::N,dolog,şey
387,Rand::N,szél,kenar
388,Rand::N,perem,kenar
389,Rand::N,szegély,kenar
390,Kante::N,él,kenar
391,Ecke::N,sarok,köşe
392,Ecke::N,szöglet,köşe
393,Spitze::N,csúcs,uç
394,Spitze::N,csúcs,baş
395,Ende::N,vég,uç
396,Loch::N,lyuk,oyuk
397,Loch::N,lyuk,delik
398,Winkel::N,szög,köşe
399,Muster::N,minta,örnek
400,Größe::N,nagyság,büyüklük
401,Länge::N,hossz,uzunluk
402,Länge::N,hosszúság,uzunluk
403,Höhe::N,magasság,yükseklik
404,Gewicht::N,súly,ağırlık
405,Menge::N,sokaság,miktar
406,Menge::N,mennyiség,miktar
407,Haufen::N,halom,küme
408,Haufen::N,halom,yığın
409,Reihe::N,sor,sıra
410,Boot::N,csónak,kayık
411,Boot::N,csónak,sandal
412,Ruder::N,evező,kürek
413,Schlitten::N,szánkó,kızak
414,Ski::N,sí,kayak
415,Lagerfeuer::N,tábortűz,kamp ateşi
416,Last::N,teher,yük
417,Gang::N,járás,gidiş
418,Gang::N,járás,yürüyüş
419,Schritt::N,lépés,adım
420,Norden::N,észak,kuzey
421,Süden::N,dél,güney
422,Westen::N,nyugat,batı
423,Osten::N,kelet,doğu
424,Holz::N,fa,ağaç
425,Holz::N,fa,tahta
426,Brett::N,deszka,tahta
427,Platte::N,lap,levha
428,Platte::N,lemez,levha
429,Stütze::N,támasz,dayak
430,Stütze::N,támasz,destek
431,Stütze::N,támaszték,dayak
432,Stütze::N,támaszték,destek
433,Stange::N,rúd,çubuk
434,Stange::N,pózna,çubuk
435,Stock::N,pálca,sopa
436,Stock::N,pálca,değnek
437,Stab::N,bot,sırık
438,Stab::N,bot,baston
439,Rohr::N,cső,boru
440,Haus::N,ház,ev
441,Heim::N,otthon,ev
442,Heim::N,otthon,yurt
443,Ofen::N,kályha,soba
444,Fußboden::N,padló,taban
445,Fußboden::N,padló,döşeme
446,Tisch::N,asztal,masa
447,Stuhl::N,szék,iskemle
448,Stuhl::N,szék,sandalye
449,Wiege::N,bölcső,beşik
450,Bett::N,ágy,yatak
451,Regal::N,polc,raf
452,Regal::N,állvány,raf
453,Kiste::N,láda,sandık
454,Fenster::N,ablak,pencere
455,Tür::N,ajtó,kapı
456,Tor::N,kapu,kapı
457,Zaun::N,kerítés,çit
458,Dach::N,tető,dam
459,Dach::N,tető,çatı
460,Leiter::N,létra,merdiven
461,Besen::N,seprű,süpürge
462,Spaten::N,ásó,bel
463,Schaufel::N,lapát,kürek
464,Gabel::N,villa,çatal
465,Löffel::N,kanál,kaşık
466,Messer::N,kés,bıçak
467,Nagel::N,szeg,çivi
468,Netz::N,háló,ağ
469,Haken::N,kampó,çengel
470,Griff::N,nyél,kulp
471,Griff::N,nyél,tutamak
472,Griff::N,fogantyú,kulp
473,Griff::N,fogantyú,tutamak
474,Schloss::N,zár,kilit
475,Bild::N,kép,imaj
476,Bild::N,kép,resim
477,Figur::N,alak,şekil
478,Figur::N,alak,heykel
479,Puppe::N,bábu,kukla
480,Beutel::N,zacskó,kese
481,Beutel::N,zacskó,torba
482,Bündel::N,köteg,deste
483,Tasche::N,táska,çanta
484,Eimer::N,vödör,kova
485,Deckel::N,fedő,kapak
486,Deckel::N,fedél,kapak
487,Geschirr::N,edény,kap kacak
488,Sack::N,zsák,torba
489,Tasse::N,csésze,fincan
490,Topf::N,fazék,tencere
491,Kessel::N,üst,kazan
492,Kessel::N,bogrács,kazan
493,Essen::N,evés,yemek
494,Essen::N,étkezés,yemek
495,Nahrung::N,ennivaló,gıda
496,Nahrung::N,ennivaló,besin
497,Speise::N,étel,yemek
498,Fleisch::N,hús,et
499,Getreide::N,gabona,tahıl
500,Getreide::N,gabona,hububat
501,Brei::N,pép,ezme
502,Brei::N,kása,ezme
503,Brot::N,kenyér,ekmek
504,Scheibe::N,szelet,dilim
505,Fett::N,háj,yağ
506,Fett::N,zsír,yağ
507,Butter::N,vaj,tereyağı
508,Öl::N,olaj,yağ
509,Öl::N,olaj,akar yağ
510,Salz::N,só,tuz
511,Suppe::N,leves,çorba
512,Honig::N,méz,bal
513,Milch::N,tej,süt
514,Tee::N,tea,çay
515,Leder::N,bőr,deri
516,Leder::N,bőr,meşin
517,Wolle::N,gyapjú,yün
518,Stoff::N,szövet,kumaş
519,Nadel::N,tű,iğne
520,Faden::N,fonál,tire
521,Faden::N,fonál,iplik
522,Knopf::N,gomb,düğme
523,Knoten::N,csomó,düğüm
524,Farbe::N,szín,boya
525,Farbe::N,festék,boya
526,Kleidung::N,ruha,giyim
527,Kleidung::N,ruházat,giyim
528,Hemd::N,ing,gömlek
529,Kragen::N,gallér,yaka
530,Ärmel::N,ujj,yen
531,Ärmel::N,ujj,elbise kolu
532,Hose::N,gatya,pantolon
533,Hose::N,nadrág,pantolon
534,Gürtel::N,öv,kuşak
535,Mütze::N,sapka,bere
536,Mütze::N,sapka,kasket
537,Schuh::N,cipő,kundura
538,Schuh::N,cipő,ayakkabı
539,Stiefel::N,csizma,çizme
540,Ring::N,gyűrű,yüzük
541,Band::N,szalag,bağ
542,Band::N,szalag,şerit
543,Kamm::N,fésű,tarak
544,Spiegel::N,tükör,ayna
545,Riemen::N,szíj,kayış
546,Schnur::N,zsinór,ip
547,Schnur::N,zsinór,sicim
548,Leine::N,póráz,kayış
549,Decke::N,takaró,örtü
550,Decke::N,takaró,yorgan
551,Kissen::N,párna,yastık
552,Tuch::N,kendő,bez
553,Handtuch::N,törülköző,havlu
554,Kraft::N,erő,güç
555,Kraft::N,erő,kuvvet
556,Stärke::N,erő,kuvvet
557,Stärke::N,erősség,kuvvet
558,Gesundheit::N,egészség,sağlık
559,Krankheit::N,kór,hastalık
560,Krankheit::N,betegség,hastalık
561,Schmerz::N,fájdalom,ağrı
562,Schmerz::N,fájdalom,sancı
563,Wunde::N,seb,yara
564,Fieber::N,láz,ateş
565,Arznei::N,orvosság,ilâç
566,Arznei::N,gyógyszer,ilâç
567,Brücke::N,híd,köprü
568,Brunnen::N,kút,kuyu
569,Brunnen::N,kút,çeşme
570,Weide::N,legelő,otlak
571,Pfad::N,ösvény,patika
572,Pfad::N,ösvény,keçiyolu
573,Weg::N,út,yol
574,Straße::N,út,yol
575,Straße::N,út,cadde
576,Dorf::N,falu,köy
577,Stadt::N,város,kent
578,Stadt::N,város,şehir
579,Brief::N,levél,mektup
580,Buch::N,könyv,kitap
581,Buchstabe::N,betű,harf
582,Zeitung::N,újság,gazete
583,Zeitung::N,hírlap,gazete
584,Leben::N,élet,hayat
585,Tod::N,halál,ölüm
586,Grab::N,sír,kabir
587,Kirche::N,templom,kilise
588,Sünde::N,bűn,günah
589,Sünde::N,vétek,günah
590,Gott::N,isten,tanrı
591,Arbeiter::N,munkás,işçi
592,Chef::N,főnök,şef
593,Chef::N,főnök,müdür
594,Meister::N,mester,usta
595,Arzt::N,orvos,hekim
596,Arzt::N,orvos,doktor
597,Lehrer::N,tanár,hoca
598,Lehrer::N,tanár,öğretmen
599,Lehrer::N,tanító,hoca
600,Lehrer::N,tanító,öğretmen
601,Geld::N,pénz,para
602,Geschäft::N,üzlet,ticaret
603,Laden::N,bolt,dükkân
604,Preis::N,ár,fiyat
605,Ware::N,áru,mal
606,Nutzen::N,haszon,fayda
607,Reichtum::N,gazdagság,servet
608,Reichtum::N,gazdagság,zenginlik
609,Welt::N,világ,dünya
610,Land::N,ország,ülke
611,Staat::N,állam,devlet
612,König::N,király,kral
613,Macht::N,hatalom,kudret
614,Macht::N,hatalom,iktidar
615,Grenze::N,határ,had
616,Grenze::N,határ,sınır
617,Krieg::N,háború,savaş
618,Feind::N,ellenség,düşman
619,Gewalt::N,erőszak,zor
620,Gewalt::N,erőszak,cebir
621,Kampf::N,harc,savaş
622,Bogen[Waffe]::N,íj,yay
623,Pfeil::N,nyíl,ok
624,Gewehr::N,puska,tüfek
625,Gewehr::N,fegyver,tüfek
626,Fehler::N,hiba,hata
627,Fehler::N,hiba,yanlış
628,Lüge::N,hazugság,yalan
629,Schaden::N,kár,zarar
630,Unglück::N,csapás,felâket
631,Unglück::N,csapás,talihsizlik
632,Unglück::N,balszerencse,felâket
633,Unglück::N,balszerencse,talihsizlik
634,Schuld::N,bűn,suç
635,Schuld::N,bűn,kabahat
636,Alter::N,kor,yaş
637,Schluss::N,vég,son
638,Schluss::N,befejezés,son
639,Zeit::N,idő,zaman
640,Tag::N,nap,gün
641,Morgen::N,reggel,sabah
642,Mittag::N,dél,öğle
643,Abend::N,este,akşam
644,Nacht::N,éj,gece
645,Nacht::N,éjszaka,gece
646,Woche::N,hét,hafta
647,Monat::N,hó,ay
648,Monat::N,hónap,ay
649,Jahr::N,év,yıl
650,Jahr::N,év,sene
651,Frühling::N,tavasz,ilkbahar
652,Sommer::N,nyár,yaz
653,Herbst::N,ősz,güz
654,Herbst::N,ősz,sonbahar
655,Winter::N,tél,kış
656,Januar::N,január,ocak
657,Februar::N,február,şubat
658,März::N,március,mart
659,April::N,április,nisan
660,Mai::N,május,mayıs
661,Juni::N,június,haziran
662,Juli::N,július,temmuz
663,August::N,augusztus,ağustos
664,September::N,szeptember,eylül
665,Oktober::N,október,ekim
666,November::N,november,kasım
667,Dezember::N,december,aralık
668,Montag::N,hétfő,pazartesi
669,Dienstag::N,kedd,salı
670,Mittwoch::N,szerda,çarşamba
671,Donnerstag::N,csütörtök,perşembe
672,Freitag::N,péntek,cuma
673,Samstag::N,szombat,cumartesi
674,Sonntag::N,vasárnap,pazar
675,groß::A,nagy,büyük
676,klein::A,pici,ufak
677,klein::A,pici,küçük
678,klein::A,kicsi,ufak
679,klein::A,kicsi,küçük
680,lang::A,hosszú,uzun
681,kurz::A,rövid,kısa
682,breit::A,széles,enli
683,breit::A,széles,geniş
684,schmal::A,keskeny,dar
685,dicht::A,sűrű,sık
686,dicht::A,sűrű,yoğun
687,dick[Gegenstand]::A,vastag,kalın
688,dick[Gegenstand]::A,vastag,iri
689,dünn::A,vékony,ince
690,fein::A,vékony,ince
691,fein::A,vékony,narin
692,fest::A,szilárd,sabit
693,fest::A,szilárd,sağlam
694,flach::A,sík,düz
695,flach::A,sík,yassı
696,flach::A,lapos,düz
697,flach::A,lapos,yassı
698,glatt::A,sima,düz
699,hart::A,kemény,katı
700,weich::A,puha,yumuşak
701,rund::A,kerek,yuvarlak
702,spitz::A,hegyes,sivri
703,scharf::A,éles,keskin
704,stumpf::A,tompa,kör
705,stumpf::A,életlen,kör
706,schwer::A,nehéz,ağır
707,schwer::A,súlyos,ağır
708,schön::A,szép,güzel
709,heiß::A,forró,kızgın
710,warm::A,meleg,sıcak
711,kalt::A,hideg,soğuk
712,kühl::A,hűs,serin
713,kühl::A,hűvös,serin
714,frisch::A,üde,taze
715,frisch::A,friss,taze
716,feucht::A,nedves,nemli
717,feucht::A,nedves,rutubetli
718,nass::A,vizes,yaş
719,nass::A,vizes,ıslak
720,trocken::A,száraz,kuru
721,voll::A,telt,dolu
722,voll::A,telt,dolmuş
723,leer::A,üres,boş
724,offen::A,nyílt,açık
725,offen::A,nyitott,açık
726,geschlossen::A,zárt,kapalı
727,geschlossen::A,csukott,kapalı
728,sauber::A,tiszta,pak
729,sauber::A,tiszta,temiz
730,schmutzig::A,piszkos,pis
731,schmutzig::A,piszkos,kirli
732,schmutzig::A,szennyes,pis
733,schmutzig::A,szennyes,kirli
734,roh::A,nyers,çiğ
735,reif::A,érett,olgun
736,lecker::A,finom,lezzetli
737,süß::A,édes,tatlı
738,süß::A,édes,şekerli
739,bitter::A,keserű,acı
740,sauer::A,savanyú,ekşi
741,hell::A,világos,aydınlık
742,dunkel::A,sötét,karanlık
743,schwarz::A,fekete,kara
744,schwarz::A,fekete,siyah
745,weiß::A,fehér,ak
746,weiß::A,fehér,beyaz
747,rot::A,vörös,kırmızı
748,gelb::A,sárga,sarı
749,blau::A,kék,mavi
750,grün::A,zöld,yeşil
751,grau::A,ősz,boz
752,grau::A,szürke,boz
753,bunt::A,tarka,renkli
754,bunt::A,színes,renkli
755,billig::A,olcsó,ucuz
756,teuer::A,drága,pahalı
757,wertvoll::A,értékes,değerli
758,blind::A,vak,kör
759,taub::A,süket,sağır
760,kräftig::A,erős,dinç
761,kräftig::A,erős,kuvvetli
762,stark::A,erős,güçlü
763,stark::A,erős,kuvvetli
764,schwach::A,gyenge,zayıf
765,schwach::A,gyenge,güçsüz
766,schwach::A,erőtlen,zayıf
767,schwach::A,erőtlen,güçsüz
768,fett::A,hájas,şişman
769,schlank::A,karcsú,narin
770,hübsch::A,csinos,güzel
771,hübsch::A,csinos,sevimli
772,böse::A,rossz,kötü
773,böse::A,gonosz,kötü
774,dumm::A,buta,aptal
775,dumm::A,ostoba,aptal
776,faul::A,lusta,tembel
777,fleißig::A,szorgalmas,çalışkan
778,geizig::A,fukar,cimri
779,geizig::A,fösvény,cimri
780,klug::A,okos,zekî
781,klug::A,okos,akıllı
782,klug::A,eszes,zekî
783,klug::A,eszes,akıllı
784,geschickt::A,ügyes,becerikli
785,lieb::A,drága,sevimli
786,lieb::A,kedves,sevimli
787,lustig::A,víg,neşeli
788,lustig::A,vidám,neşeli
789,sanft::A,enyhe,nazik
790,hungrig::A,éhes,aç
791,krank::A,beteg,hasta
792,krank::A,beteg,rahatsız
793,nackt::A,csupasz,çıplak
794,nackt::A,meztelen,çıplak
795,traurig::A,bús,kederli
796,traurig::A,bús,üzüntülü
797,traurig::A,szomorú,kederli
798,traurig::A,szomorú,üzüntülü
799,lebendig::A,élő,canlı
800,gut::A,jó,iyi
801,schlecht::A,rossz,kötü
802,richtig::A,helyes,doğru
803,schlimm::A,rossz,kötü
804,wahr::A,igaz,doğru
805,wahr::A,igaz,gerçek
806,alt::A,ó,eski
807,alt::A,régi,eski
808,neu::A,új,yeni
809,ehemalig::A,volt,önceki
810,ehemalig::A,egykori,önceki
811,alt[Lebewesen]::A,öreg,yaşlı
812,jung::A,fiatal,genç
813,arm::A,szegény,fakir
814,reich::A,gazdag,zengin
815,bekannt::A,ismert,bilinen
816,bekannt::A,ismeretes,bilinen
817,berühmt::A,híres,ünlü
818,berühmt::A,híres,meşhur
819,fremd::A,idegen,yabancı
820,verschieden::A,különböző,ayrı
821,verschieden::A,különböző,farklı
822,nah::A,közeli,yakın
823,nah::A,közeli,bitişik
824,fern::A,távoli,uzak
825,linker::A,bal,sol
826,rechter::A,jobb,sağ
827,anderer::A,más,diğer
828,anderer::A,másik,diğer
829,erster::A,első,ilk
830,erster::A,első,birinci
831,zweiter::A,második,ikinci
832,dritter::A,harmadik,üçüncü
833,letzter::A,utolsó,son
834,letzter::A,utolsó,sonuncu
835,allein::ADV,egyedül,yalnız
836,allein::ADV,egyedül,tek başına
837,auf einmal::ADV,egyszerre,birden
