,Concept_ID,uk,sv
64,Stern::N,зірка,stjärna
65,Luft::N,повітря,luft
66,Wind::N,вітер,vind
67,Welle::N,хвиля,våg
68,Welle::N,хвиля,bölja
69,Wasser::N,вода,vatten
70,Stein::N,камінь,sten
71,Boden::N,ґрунт,mark
72,Erde::N,земля,jord
73,Staub::N,пил,damm
74,Rauch::N,дим,rök
75,Funke::N,іскра,gnista
76,Feuer::N,вогонь,eld
77,Licht::N,світло,ljus
78,Schatten::N,тінь,skugga
79,Wetter::N,погода,väder
80,Nebel::N,туман,dimma
81,Nebel::N,туман,töcken
82,Wolke::N,хмара,sky
83,Wolke::N,хмара,moln
84,Regen::N,дощ,regn
85,Schnee::N,сніг,snö
86,Eis::N,лід,is
87,Frost::N,мороз,frost
88,Kälte::N,холод,köld
89,Hitze::N,жар,hetta
90,Raureif::N,іній,rimfrost
91,Regenbogen::N,райдуга,regnbåge
92,Donner::N,грім,åska
93,Donner::N,грім,dunder
94,Strömung::N,струмина,strömning
95,Tropfen::N,крапля,dropper
96,Schaum::N,піна,skum
97,Schmutz::N,бруд,lort
98,Schmutz::N,бруд,smuts
99,See::N,озеро,sjö
100,Sumpf::N,драговина,träsk
101,Moor::N,болото,myr
102,Moor::N,болото,mosse
103,Wiese::N,луг,äng
104,Wiese::N,лука,äng
105,Wald::N,ліс,skog
106,Hügel::N,горб,höjd
107,Hügel::N,горб,kulle
108,Anhöhe::N,височина,höjd
109,Anhöhe::N,височина,backe
110,Berg::N,гора,berg
111,Berg::N,гора,fjäll
112,Gipfel::N,вершина,topp
113,Höhle::N,печера,håla
114,Höhle::N,печера,grotta
115,Abhang::N,схил,slänt
116,Abhang::N,схил,sluttning
117,Quelle::N,джерело,källa
118,Bach::N,струмок,bäck
119,Fluss::N,річка,älv
120,Fluss::N,річка,flod
121,Ufer::N,берег,strand
122,Küste::N,узбережжя,kust
123,Festland::N,суша,fastland
124,Meer::N,море,hav
125,Bucht::N,бухта,vik
126,Bucht::N,бухта,bukt
127,Bucht::N,затока,vik
128,Bucht::N,затока,bukt
129,Insel::N,острів,ö
130,Blume::N,квітка,blomma
131,Blume::N,квітка,blomster
132,Gras::N,трава,gräs
133,Wurzel::N,корінь,rot
134,Baum::N,дерево,träd
135,Stamm::N,стовбур,stam
136,Rinde::N,кора,bark
137,Ast::N,гілка,gren
138,Zweig::N,галузь,kvist
139,Blatt::N,лист,löv
140,Blatt::N,лист,blad
141,Birke::N,береза,björk
142,Kiefer[Baum]::N,сосна,tall
143,Weide[Baum]::N,верба,pil
144,Weide[Baum]::N,верба,vide
145,Tanne::N,ялиця,gran
146,Horn::N,ріг,horn
147,Feder::N,перо,fjäder
148,Fell::N,хутро,fäll
149,Fell::N,хутро,skinn
150,Flügel::N,крило,vinge
151,Klaue::N,кіготь,klöv
152,Kralle::N,лапа,klo
153,Schwanz::N,хвіст,svans
154,Schwanz::N,хвіст,stjärt
155,Ei::N,яйце,ägg
156,Nest::N,гніздо,rede
157,Nest::N,гніздо,näste
158,Bau::N,лігво,bo
159,Tier::N,тварина,djur
160,Herde::N,стадо,flock
161,Kuh::N,корова,ko
162,Bulle::N,бик,tjur
163,Bulle::N,бугай,tjur
164,Pferd::N,кінь,häst
165,Schaf::N,вівця,får
166,Schwein::N,свиня,svin
167,Hund::N,собака,hund
168,Katze::N,кішка,katt
169,Bär::N,ведмідь,björn
170,Eichhörnchen::N,білка,ekorre
171,Elch::N,лось,älg
172,Fuchs::N,лисиця,räv
173,Hase::N,заєць,hare
174,Maus::N,миша,mus
175,Wolf::N,вовк,varg
176,Vogel::N,птах,fågel
177,Schwarm::N,зграя,svärm
178,Huhn::N,курка,höns
179,Hahn::N,півень,tupp
180,Gans::N,гуска,gås
181,Adler::N,орел,örn
182,Ente::N,качка,anka
183,Eule::N,сова,uggla
184,Kranich::N,журавель,trana
185,Krähe::N,ворона,kråka
186,Kuckuck::N,зозуля,gök
187,Schwan::N,лебідь,svan
188,Fisch::N,риба,fisk
189,Barsch::N,окунь,abborre
190,Hecht::N,щука,gädda
191,Schlange[Tier]::N,змія,orm
192,Wurm::N,черв’як,mask
193,Spinne::N,павук,spindel
194,Ameise::N,мурашка,myra
195,Laus::N,воша,lus
196,Mücke::N,комар,mygga
197,Fliege::N,муха,fluga
198,Schmetterling::N,метелик,fjäril
199,Beere::N,ягода,bär
200,Apfel::N,яблуко,äpple
201,Pilz::N,гриб,svamp
202,Zwiebel::N,цибуля,lök
203,Saat::N,сім’я,sådd
204,Korn::N,зерно,korn
205,Heu::N,сіно,hö
206,Schale::N,шкірка,skal
207,Grube::N,яма,grop
208,Falle::N,пастка,fälla
209,Schlinge::N,петля,snara
210,Spur::N,слід,spår
211,Asche::N,зола,aska
212,Asche::N,попіл,aska
213,Dreck::N,бруд,lort
214,Eisen::N,залізо,järn
215,Gold::N,золото,guld
216,Silber::N,срібло,silver
217,Kohle::N,вугілля,kol
218,Glas::N,скло,glas
219,Lehm::N,глина,lera
220,Sand::N,пісок,sand
221,Mensch::N,людина,människa
222,Mann::N,чоловік,man
223,Frau::N,жінка,kvinna
224,Kind::N,дитина,barn
225,Junge::N,хлопець,pojke
226,Mädchen::N,дівчина,flicka
227,Familie::N,сім’я,familj
228,Familie::N,родина,familj
229,Großvater::N,дідусь,morfar
230,Großmutter::N,бабуся,farmor
231,Eltern::N,батьки,föräldrar
232,Vater::N,батько,far
233,Mutter::N,мати,mor
234,Sohn::N,син,son
235,Tochter::N,дочка,dotter
236,Bruder::N,брат,bror
237,Schwester::N,сестра,syster
238,Onkel::N,дядько,morbror
239,Tante::N,тітка,tant
240,Ehemann::N,чоловік,äkta man
241,Ehefrau::N,жінка,hustru
242,Ehefrau::N,дружина,hustru
243,Freude::N,радощі,fröjd
244,Freude::N,радощі,glädje
245,Gelächter::N,сміх,åtlöje
246,Glück::N,щастя,lycka
247,Kummer::N,горе,sorg
248,Wunsch::N,бажання,önskan
249,Lust::N,бажання,lust
250,Geist::N,дух,ande
251,Gedanke::N,думка,tanke
252,Gedächtnis::N,пам’ять,minne
253,Verstand::N,розум,förstånd
254,Sinn::N,зміст,mening
255,Sinn::N,зміст,betydelse
256,Sinn::N,значення,mening
257,Sinn::N,значення,betydelse
258,Grund::N,причина,skäl
259,Grund::N,причина,grund
260,Wahrheit::N,правда,sanning
261,Gespräch::N,розмова,samtal
262,Märchen::N,байка,saga
263,Erzählung::N,повість,berättelse
264,Erzählung::N,оповідання,berättelse
265,Nachricht::N,повідомлення,meddelande
266,Neuigkeit::N,новина,nyhet
267,Name::N,ім’я,namn
268,Rätsel::N,загадка,gåta
269,Rede::N,промова,tal
270,Sprache::N,мова,språk
271,Stimme::N,голос,stämma
272,Wort::N,слово,ord
273,Zeichen::N,знак,tecken
274,Ruf::N,оклик,rop
275,Lärm::N,шум,bråk
276,Lärm::N,шум,oväsen
277,Laut::N,звук,ljud
278,Ton::N,тон,ton
279,Lied::N,пісня,sång
280,Ruhe::N,спокій,ro
281,Ruhe::N,спокій,lugn
282,Leute::N,люди,folk
283,Volk::N,народ,folk
284,Arbeit::N,робота,arbete
285,Gast::N,гість,gäst
286,Geschenk::N,подарунок,gåva
287,Geschenk::N,подарунок,present
288,Spiel::N,гра,lek
289,Spiel::N,гра,spel
290,Gesellschaft::N,товариство,sällskap
291,Hilfe::N,допомога,hjälp
292,Freund::N,друг,vän
293,Freund::N,приятель,vän
294,Kamerad::N,товариш,kamrat
295,Angelegenheit::N,справа,ärende
296,Angelegenheit::N,справа,angelägenhet
297,Anzahl::N,число,antal
298,Art::N,рід,art
299,Art::N,рід,slag
300,Stück::N,кусок,stycke
301,Teil::N,частина,del
302,Hälfte::N,половина,halva
303,Kreis::N,круг,krets
304,Kreis::N,круг,cirkel
305,Kreis::N,коло,krets
306,Kreis::N,коло,cirkel
307,Kreuz::N,хрест,kors
308,Kreuz::N,хрест,kryss
309,Linie::N,лінія,linje
310,Strich::N,штрих,streck
311,Abstand::N,проміжок,avstånd
312,Entfernung::N,відстань,avstånd
313,Gegend::N,місцевість,trakt
314,Platz::N,площа,plats
315,Ort::N,місце,plats
316,Ort::N,місце,ställe
317,Seite::N,сторона,sida
318,Mitte::N,середина,mitt
319,Gegenstand::N,предмет,föremål
320,Sache::N,річ,sak
321,Rand::N,край,rand
322,Kante::N,ребро,kant
323,Ecke::N,ріг,vrå
324,Ecke::N,ріг,hörn
325,Spitze::N,кінчик,spets
326,Ende::N,кінець,ända
327,Loch::N,діра,hål
328,Winkel::N,куток,vinkel
329,Muster::N,узор,mönster
330,Größe::N,розмір,storlek
331,Länge::N,довжина,längd
332,Höhe::N,висота,höjd
333,Gewicht::N,вага,tyngd
334,Menge::N,кількість,mängd
335,Haufen::N,купа,hög
336,Reihe::N,ряд,rad
337,Boot::N,човен,båt
338,Ruder::N,весло,åra
339,Schlitten::N,сани,släde
340,Ski::N,лижа,skida
341,Lagerfeuer::N,вогнище,lägereld
342,Last::N,тягар,last
343,Last::N,тягар,börda
344,Last::N,вантаж,last
345,Last::N,вантаж,börda
346,Gang::N,хід,gång
347,Schritt::N,крок,steg
348,Norden::N,північ,norr
349,Süden::N,південь,söder
350,Westen::N,захід,väster
351,Osten::N,схід,öster
352,Holz::N,дрова,trä
353,Brett::N,дошка,bräda
354,Platte::N,плита,platta
355,Stütze::N,підпірка,stöd
356,Stütze::N,підпірка,stötta
357,Stange::N,жердина,stång
358,Stock::N,палиця,käpp
359,Stock::N,палиця,pinne
360,Stab::N,палиця,stav
361,Rohr::N,труба,rör
362,Haus::N,дім,hus
363,Haus::N,хата,hus
364,Heim::N,житло,hem
365,Ofen::N,піч,ugn
366,Fußboden::N,підлога,golv
367,Tisch::N,стіл,bord
368,Stuhl::N,стілець,stol
369,Wiege::N,колиска,vagga
370,Bett::N,ліжко,säng
371,Bett::N,постіль,säng
372,Regal::N,полиця,hylla
373,Kiste::N,ящик,låda
374,Fenster::N,вікно,fönster
375,Tür::N,двері,dörr
376,Tor::N,ворота,port
377,Zaun::N,паркан,staket
378,Zaun::N,паркан,stängsel
379,Zaun::N,огорожа,staket
380,Zaun::N,огорожа,stängsel
381,Dach::N,дах,tak
382,Leiter::N,драбина,stege
383,Besen::N,мітла,kvast
384,Spaten::N,заступ,spade
385,Schaufel::N,совок,skovel
386,Schaufel::N,совок,skyffel
387,Schaufel::N,лопата,skovel
388,Schaufel::N,лопата,skyffel
389,Gabel::N,виделка,gaffel
390,Löffel::N,ложка,sked
391,Messer::N,ніж,kniv
392,Nagel::N,цвях,spik
393,Netz::N,сіть,nät
394,Haken::N,крюк,krok
395,Griff::N,ручка,tag
396,Griff::N,ручка,handtag
397,Griff::N,держак,tag
398,Griff::N,держак,handtag
399,Schloss::N,замок,las
400,Bild::N,картина,bild
401,Figur::N,фігура,figur
402,Puppe::N,лялька,docka
403,Beutel::N,мішечок,påse
404,Beutel::N,торбинка,påse
405,Bündel::N,в’язка,bunt
406,Bündel::N,в’язка,knippa
407,Tasche::N,сумка,väska
408,Eimer::N,відро,hink
409,Eimer::N,відро,ämbar
410,Deckel::N,кришка,lock
411,Geschirr::N,посуд,servis
412,Geschirr::N,посуд,porslin
413,Sack::N,мішок,säck
414,Tasse::N,чашка,kopp
415,Topf::N,горщик,gryta
416,Topf::N,горщик,kastrull
417,Kessel::N,котел,kittel
418,Essen::N,їжа,mål
419,Nahrung::N,харч,näring
420,Speise::N,страва,maträtt
421,Fleisch::N,м’ясо,kött
422,Getreide::N,хліб,säd
423,Getreide::N,хліб,spannmål
424,Getreide::N,збіжжя,säd
425,Getreide::N,збіжжя,spannmål
426,Brei::N,каша,gröt
427,Brot::N,хліб,bröd
428,Scheibe::N,скибочка,skiva
429,Fett::N,жир,fett
430,Butter::N,масло,smör
431,Öl::N,олія,olja
432,Salz::N,сіль,salt
433,Suppe::N,суп,soppa
434,Honig::N,мед,honung
435,Milch::N,молоко,mjölk
436,Tee::N,чай,te
437,Leder::N,шкіра,läder
438,Wolle::N,шерсть,ull
439,Wolle::N,шерсть,ylle
440,Stoff::N,тканина,tyg
441,Stoff::N,тканина,stoff
442,Nadel::N,голка,nål
443,Faden::N,нитка,tråd
444,Knopf::N,ґудзик,knapp
445,Knoten::N,вузол,knut
446,Farbe::N,фарба,färg
447,Kleidung::N,одяг,klädsel
448,Kleidung::N,убрання,klädsel
449,Hemd::N,сорочка,skjorta
450,Kragen::N,комір,krage
451,Ärmel::N,рукав,ärm
452,Hose::N,брюки,byxor
453,Gürtel::N,пояс,bälte
454,Mütze::N,шапка,mössa
455,Schuh::N,ботинок,sko
456,Stiefel::N,чобіт,stövel
457,Ring::N,кільце,ring
458,Band::N,стрічка,band
459,Kamm::N,гребінець,kam
460,Spiegel::N,дзеркало,spegel
461,Riemen::N,ремінь,rem
462,Schnur::N,вірьовка,snöre
463,Leine::N,шворка,lina
464,Decke::N,ковдра,täcke
465,Kissen::N,подушка,dyna
466,Kissen::N,подушка,kudde
467,Tuch::N,хустка,sjal
468,Handtuch::N,рушник,handduk
469,Kraft::N,сила,kraft
470,Stärke::N,сила,styrka
471,Gesundheit::N,здоров’я,hälsa
472,Krankheit::N,хвороба,sjukdom
473,Schmerz::N,біль,smärta
474,Wunde::N,рана,sår
475,Fieber::N,гарячка,feber
476,Arznei::N,ліки,medicin
477,Arznei::N,ліки,läkemedel
478,Brücke::N,міст,bro
479,Brunnen::N,колодязь,brunn
480,Weide::N,пасовище,bete
481,Pfad::N,стежка,stig
482,Weg::N,шлях,väg
483,Weg::N,дорога,väg
484,Straße::N,вулиця,gata
485,Dorf::N,село,by
486,Stadt::N,місто,stad
487,Brief::N,лист,brev
488,Buch::N,книга,bok
489,Buch::N,книжка,bok
490,Buchstabe::N,буква,bokstav
491,Buchstabe::N,літера,bokstav
492,Zeitung::N,газета,tidning
493,Leben::N,життя,liv
494,Tod::N,смерть,död
495,Grab::N,могила,grav
496,Kirche::N,церква,kyrka
497,Sünde::N,гріх,synd
498,Gott::N,бог,gud
499,Arbeiter::N,робітник,arbetare
500,Chef::N,хазяїн,chef
501,Meister::N,умілець,mästare
502,Arzt::N,лікар,läkare
503,Lehrer::N,вчитель,lärare
504,Geld::N,гроші,pengar
505,Geschäft::N,заняття,rörelse
506,Laden::N,магазин,affär
507,Laden::N,крамниця,affär
508,Preis::N,ціна,pris
509,Ware::N,товар,vara
510,Nutzen::N,вигода,gagn
511,Nutzen::N,вигода,nytta
512,Nutzen::N,користь,gagn
513,Nutzen::N,користь,nytta
514,Reichtum::N,багатство,rikedom
515,Welt::N,світ,värld
516,Land::N,країна,land
517,Staat::N,держава,stat
518,König::N,король,kung
519,König::N,король,konung
520,Macht::N,влада,makt
521,Grenze::N,кордон,gräns
522,Krieg::N,війна,krig
523,Feind::N,ворог,fiende
524,Gewalt::N,насильство,våld
525,Kampf::N,бій,kamp
526,Kampf::N,бій,strid
527,Kampf::N,боротьба,kamp
528,Kampf::N,боротьба,strid
529,Bogen[Waffe]::N,лук,båge
530,Pfeil::N,стріла,pil
531,Gewehr::N,рушниця,gevär
532,Gewehr::N,гвинтівка,gevär
533,Fehler::N,помилка,fel
534,Lüge::N,брехня,lögn
535,Schaden::N,шкода,skada
536,Schaden::N,збиток,skada
537,Unglück::N,нещастя,otur
538,Unglück::N,нещастя,olycka
539,Schuld::N,провина,skuld
540,Alter::N,вік,ålder
541,Alter::N,літа,ålder
542,Schluss::N,кінець,slut
543,Zeit::N,час,tid
544,Tag::N,день,dag
545,Morgen::N,ранок,morgon
546,Mittag::N,південь,middag
547,Abend::N,вечір,kväll
548,Nacht::N,ніч,natt
549,Woche::N,тиждень,vecka
550,Monat::N,місяць,månad
551,Jahr::N,рік,år
552,Frühling::N,весна,vår
553,Sommer::N,літо,sommar
554,Herbst::N,осінь,höst
555,Winter::N,зима,vinter
556,Januar::N,січень,januari
557,Februar::N,лютий,februari
558,März::N,березень,mars
559,April::N,квітень,april
560,Mai::N,травень,maj
561,Juni::N,червень,juni
562,Juli::N,липень,juli
563,August::N,серпень,augusti
564,September::N,вересень,september
565,Oktober::N,жовтень,oktober
566,November::N,листопад,november
567,Dezember::N,грудень,december
568,Montag::N,понеділок,måndag
569,Dienstag::N,вівторок,tisdag
570,Mittwoch::N,середа,onsdag
571,Donnerstag::N,четвер,torsdag
572,Freitag::N,п’ятниця,fredag
573,Samstag::N,субота,lördag
574,Sonntag::N,неділя,söndag
575,groß::A,великий,stor
576,klein::A,малий,liten
577,klein::A,маленький,liten
578,lang::A,довгий,lång
579,kurz::A,короткий,kort
580,breit::A,широкий,bred
581,schmal::A,вузький,smal
582,dicht::A,густий,tät
583,dick[Gegenstand]::A,товстий,tjock
584,dünn::A,тонкий,tunn
585,fein::A,дрібний,fin
586,fest::A,міцний,fast
587,flach::A,плоский,platt
588,glatt::A,рівний,glatt
589,glatt::A,гладенький,glatt
590,hart::A,твердий,hård
591,weich::A,м’який,mjuk
592,rund::A,круглий,rund
593,spitz::A,гострокінцевий,toppig
594,spitz::A,гострокінцевий,spetsig
595,scharf::A,гострий,vass
596,scharf::A,гострий,skarp
597,stumpf::A,тупий,slö
598,schwer::A,важкий,tung
599,schön::A,вродливий,skön
600,schön::A,вродливий,vacker
601,heiß::A,жаркий,het
602,heiß::A,гарячий,het
603,warm::A,теплий,varm
604,kalt::A,холодний,kall
605,kühl::A,прохолодний,sval
606,kühl::A,прохолодний,kylig
607,frisch::A,свіжий,färsk
608,feucht::A,вогкий,fuktig
609,nass::A,мокрий,våt
610,trocken::A,сухий,torr
611,voll::A,повний,full
612,leer::A,пустий,tom
613,offen::A,відкритий,öppen
614,geschlossen::A,закритий,stängd
615,geschlossen::A,зачинений,stängd
616,sauber::A,чистий,ren
617,sauber::A,охайний,ren
618,schmutzig::A,брудний,snuskig
619,roh::A,сирий,rå
620,reif::A,зрілий,mogen
621,lecker::A,смачний,läcker
622,süß::A,солодкий,söt
623,bitter::A,гіркий,besk
624,bitter::A,гіркий,bitter
625,sauer::A,кислий,sur
626,hell::A,світлий,ljus
627,dunkel::A,темний,mörk
628,schwarz::A,чорний,svart
629,weiß::A,сивий,vit
630,rot::A,червоний,röd
631,gelb::A,жовтий,gul
632,blau::A,синій,blå
633,grün::A,зелений,grön
634,grau::A,сірий,grå
635,bunt::A,барвистий,brokig
636,billig::A,дешевий,billig
637,teuer::A,дорогий,dyr
638,wertvoll::A,цінний,värdefull
639,blind::A,сліпий,blind
640,taub::A,глухий,döv
641,kräftig::A,могутній,kraftig
642,stark::A,сильний,stark
643,schwach::A,слабкий,svag
644,fett::A,жирний,fet
645,fett::A,товстий,fet
646,schlank::A,тонкий,slank
647,schlank::A,стрункий,slank
648,hübsch::A,чарівний,snygg
649,hübsch::A,чарівний,vacker
650,böse::A,злий,ond
651,böse::A,злий,elak
652,böse::A,лихий,ond
653,böse::A,лихий,elak
654,dumm::A,дурний,dum
655,faul::A,ледачий,lat
656,fleißig::A,старанний,flitig
657,geizig::A,скупий,snål
658,geizig::A,скупий,girig
659,klug::A,мудрий,klok
660,klug::A,розумний,klok
661,geschickt::A,умілий,händig
662,geschickt::A,умілий,skicklig
663,lieb::A,милий,kär
664,lieb::A,милий,snäll
665,lustig::A,веселий,rolig
666,lustig::A,веселий,lustig
667,sanft::A,лагідний,mild
668,hungrig::A,голодний,hungrig
669,krank::A,слабий,sjuk
670,nackt::A,голий,naken
671,traurig::A,сумний,ledsen
672,traurig::A,сумний,sorgsen
673,lebendig::A,живий,levande
674,gut::A,добрий,bra
675,schlecht::A,поганий,dålig
676,schlecht::A,кепський,dålig
677,richtig::A,правильний,riktig
678,schlimm::A,бридкий,illa
679,wahr::A,справжній,sann
680,alt::A,старий,gammal
681,neu::A,новий,ny
682,ehemalig::A,колишній,forn
683,ehemalig::A,колишній,tidigare
684,alt[Lebewesen]::A,старий,gammal
685,jung::A,молодий,ung
686,arm::A,бідний,fattig
687,reich::A,багатий,rik
688,bekannt::A,знайомий,känd
689,berühmt::A,славетний,berömd
690,fremd::A,чужий,främmande
691,verschieden::A,різний,åtskillig
692,nah::A,близький,nära
693,fern::A,далекий,fjärran
694,linker::A,лівий,vänster
695,rechter::A,правий,höger
696,anderer::A,інакший,annan
697,erster::A,перший,första
698,zweiter::A,другий,andra
699,dritter::A,третій,tredje
700,letzter::A,останній,sist
701,allein::ADV,сам,allena
702,allein::ADV,один,allena
703,auf einmal::ADV,відразу,på en gång
704,zusammen::ADV,разом,tillsammans
705,zusammen::ADV,спільно,tillsammans
706,lange::ADV,довго,länge
707,plötzlich::ADV,раптом,plötsligt
708,sofort::ADV,зараз,strax
709,sofort::ADV,зараз,genast
710,später::ADV,пізніше,senare
711,jetzt::ADV,тепер,nu
712,heute::ADV,сьогодні,i dag
713,morgen::ADV,завтра,i morgon
714,bald::ADV,незабаром,snart
715,dann::ADV,потім,då
716,gestern::ADV,вчора,i går
717,einst::ADV,колись,en gång
718,damals::ADV,тоді,då
719,damals::ADV,тоді,den gången
720,danach::ADV,згодом,därefter
721,vorher::ADV,раніше,före
722,vorher::ADV,раніше,förut
723,zuerst::ADV,спершу,först
724,zuerst::ADV,спочатку,först
725,einmal::ADV,один раз,en gång
726,manchmal::ADV,іноді,ibland
727,manchmal::ADV,інколи,ibland
728,oft::ADV,часто,ofta
729,immer::ADV,завжди,alltid
730,niemals::ADV,ніколи,aldrig
731,hier::ADV,тут,här
732,hierhin::ADV,сюди,hit
733,von hier::ADV,звідси,härifrån
734,dort::ADV,там,där
735,dorthin::ADV,туди,dit
736,geradeaus::ADV,прямо,rätt fram
737,vorwärts::ADV,вперед,fram
738,vorwärts::ADV,вперед,framåt
739,rückwärts::ADV,назад,baklänges
740,zurück::ADV,назад,tillbaka
741,unten::ADV,внизу,nere
742,unten::ADV,внизу,nedanför
743,hinab::ADV,вниз,ned
744,hinab::ADV,вниз,nedåt
745,oben::ADV,вгорі,ovan
746,oben::ADV,вгорі,ovanpå
747,hinauf::ADV,вгору,upp
748,hinauf::ADV,вгору,uppåt
749,überall::ADV,скрізь,överallt
750,nicht::ADV,не,ej
751,nicht::ADV,не,inte
752,ein wenig::ADV,трохи,litet
753,ein wenig::ADV,небагато,litet
754,kaum::ADV,ледве,knappt
755,kaum::ADV,ледве,knappast
756,sehr::ADV,дуже,mycket
757,so::ADV,так,så
758,noch::ADV,ще,än
759,noch::ADV,ще,ännu
760,nur::ADV,лише,bara
761,nur::ADV,лише,endast
762,nur::ADV,тільки,bara
763,nur::ADV,тільки,endast
764,schon::ADV,вже,redan
765,wieder::ADV,знову,åter
766,vergebens::ADV,дарма,förgäves
767,vor::PRP,перед,utanför
768,hinter::PRP,ззаду,bakom
769,hinter::PRP,позаду,bakom
770,unter::PRP,під,under
771,durch::PRP,крізь,genom
772,durch::PRP,крізь,igenom
773,neben::PRP,біля,bredvid
774,neben::PRP,біля,vid sidan av
775,zwischen::PRP,між,mellan
776,wegen::PRP,з-за,på grund av
777,wegen::PRP,через,på grund av
778,dies::PRN,це,detta
779,das::PRN,то,det
780,alles::PRN,все,allt
781,ich::PRN,я,jag
782,du::PRN,ти,du
783,er::PRN,він,han
784,wir::PRN,ми,vi
785,ihr::PRN,ви,ni
786,sie::PRN,вони,de
787,was::FPRN,що,vad
788,wer::FPRN,хто,vem
789,wo::FADV,де,var
790,wohin::FADV,куди,vart
791,wie::FADV,як,hur
792,warum::FADV,чому,varför
793,wieviel::FNUM,скільки,hur mycket
794,eins::NUM,один,en
795,eins::NUM,один,ett
796,zwei::NUM,два,två
797,drei::NUM,три,tre
798,vier::NUM,чотири,fyra
799,fünf::NUM,п’ять,fem
800,sechs::NUM,шість,sex
801,sieben::NUM,сім,sju
802,acht::NUM,вісім,åtta
803,neun::NUM,дев’ять,nio
804,zehn::NUM,десять,tio
805,elf::NUM,одинадцять,elva
806,zwölf::NUM,дванадцять,tolv
807,zwanzig::NUM,двадцять,tjugo
808,dreißig::NUM,тридцять,trettio
809,vierzig::NUM,сорок,fyrtio
810,fünfzig::NUM,п’ятдесят,femtio
811,sechzig::NUM,шістдесят,sextio
812,siebzig::NUM,сімдесят,sjuttio
813,achtzig::NUM,вісімдесят,åttio
814,neunzig::NUM,дев’яносто,nittio
815,hundert::NUM,сто,hundra
816,tausend::NUM,тисяча,tusen
817,und::CNJ,і,och
818,oder::CNJ,або,eller
819,stehen::V,стояти,stå
820,sitzen::V,сидіти,sitta
821,liegen::V,лежати,ligga
822,hängen::V,висіти,hänga
823,werden::V,стати,bli
824,werden::V,робитися,bli
825,passieren::V,трапитися,ske
826,passieren::V,трапитися,hända
827,beginnen::V,початися,börja
828,enden::V,кінчитися,ända
829,wechseln::V,мінятися,växla
830,aufgehen[Sonne]::V,зійти,gå upp
831,untergehen[Sonne]::V,зайти,gå ned
832,scheinen[Sonne]::V,світити,skina
833,donnern::V,гриміти,dundra
834,wehen::V,віяти,blåsa
835,strömen::V,литися,forsa
836,strömen::V,литися,strömma
837,fließen::V,текти,flyta
838,sich drehen::V,обертатися,snurra
839,schwanken::V,коливатися,vackla
840,schwingen::V,хитатися,svinga
841,schwingen::V,гойдатися,svinga
842,fallen::V,падати,falla
843,brennen::V,горіти,brinna
844,rauchen::V,диміти,ryka
845,regnen::V,дощити,regna
846,gefrieren::V,змерзнути,frysa
847,tauen::V,танути,töa
848,schmelzen::V,плавитися,smälta
849,trocknen::V,сохнути,torka
850,sieden::V,кипіти,koka
851,sieden::V,кипіти,sjuda
852,faulen::V,гнити,ruttna
853,verfaulen::V,згнити,ruttna
854,reißen::V,рватися,brista
855,versinken::V,тонути,sjunka
856,vergehen::V,проходити,förgå
857,erscheinen::V,з’явитися,synas
