,Concept_ID,ru,da
204,Mann::N,мужчина,mand
205,Frau::N,женщина,kvinde
206,Kind::N,ребенок,barn
207,Junge::N,мальчик,dreng
208,Mädchen::N,девочка,pige
209,Familie::N,семья,familie
210,Großvater::N,дедушка,bedstefar
211,Großmutter::N,бабушка,bedstemor
212,Eltern::N,родители,forældre
213,Vater::N,отец,far
214,Mutter::N,мать,mor
215,Sohn::N,сын,søn
216,Tochter::N,дочь,datter
217,Bruder::N,брат,bror
218,Schwester::N,сестра,søster
219,Onkel::N,дядя,onkel
220,Tante::N,тетя,tante
221,Ehemann::N,муж,ægtemand
222,Ehefrau::N,жена,hustru
223,Freude::N,радость,glæde
224,Gelächter::N,смех,latter
225,Glück::N,счастье,lykke
226,Kummer::N,горе,sorg
227,Wunsch::N,желание,ønske
228,Lust::N,влечение,lyst
229,Geist::N,дух,ånd
230,Gedanke::N,мысль,tanke
231,Gedächtnis::N,память,hukommelse
232,Verstand::N,ум,forstand
233,Sinn::N,смысл,mening
234,Sinn::N,смысл,betydning
235,Grund::N,повод,grund
236,Wahrheit::N,правда,sandhed
237,Gespräch::N,беседа,samtale
238,Märchen::N,сказка,eventyr
239,Erzählung::N,рассказ,fortælling
240,Nachricht::N,сообщение,efterretning
241,Neuigkeit::N,новость,nyhed
242,Name::N,имя,navn
243,Rätsel::N,загадка,gåde
244,Rede::N,речь,tale
245,Sprache::N,язык,sprog
246,Stimme::N,голос,stemme
247,Wort::N,слово,ord
248,Zeichen::N,знак,tegn
249,Ruf::N,зов,råb
250,Lärm::N,шум,larm
251,Laut::N,звук,lyd
252,Ton::N,звучание,tone
253,Lied::N,песня,sang
254,Ruhe::N,покой,ro
255,Ruhe::N,покой,hvile
256,Leute::N,люди,folk
257,Leute::N,люди,mennesker
258,Volk::N,народ,folk
259,Arbeit::N,работа,arbejde
260,Gast::N,гость,gæst
261,Geschenk::N,подарок,gave
262,Spiel::N,игра,leg
263,Gesellschaft::N,общество,selskab
264,Hilfe::N,помощь,hjælp
265,Freund::N,друг,ven
266,Kamerad::N,приятель,kammerat
267,Angelegenheit::N,дело,sag
268,Angelegenheit::N,дело,anliggende
269,Anzahl::N,количество,antal
270,Art::N,вид,art
271,Stück::N,кусок,stykke
272,Teil::N,часть,del
273,Hälfte::N,половина,halvdel
274,Kreis::N,круг,cirkel
275,Kreuz::N,крест,kors
276,Kreuz::N,крест,kryds
277,Linie::N,линия,linie
278,Strich::N,черта,streg
279,Abstand::N,промежуток,afstand
280,Entfernung::N,расстояние,afstand
281,Gegend::N,местность,egn
282,Platz::N,пространство,plads
283,Ort::N,место,sted
284,Seite::N,сторона,side
285,Mitte::N,середина,midte
286,Gegenstand::N,предмет,genstand
287,Sache::N,вещь,sag
288,Rand::N,край,rand
289,Kante::N,ребро,kant
290,Ecke::N,угол,hjørne
291,Spitze::N,кончик,spids
292,Ende::N,конец,ende
293,Loch::N,дыра,hul
294,Winkel::N,угол,vinkel
295,Muster::N,узор,mønster
296,Größe::N,размер,størrelse
297,Länge::N,длина,længde
298,Höhe::N,высота,højde
299,Gewicht::N,вес,vægt
300,Menge::N,количество,mængde
301,Haufen::N,куча,bunke
302,Reihe::N,ряд,række
303,Boot::N,лодка,båd
304,Ruder::N,весло,åre
305,Schlitten::N,сани,kælk
306,Schlitten::N,сани,slæde
307,Ski::N,лыжа,ski
308,Lagerfeuer::N,костер,lejrbål
309,Last::N,тяжесть,last
310,Last::N,тяжесть,byrde
311,Gang::N,ход,gang
312,Schritt::N,шаг,skridt
313,Norden::N,север,nord
314,Süden::N,юг,syd
315,Westen::N,запад,vest
316,Osten::N,восток,øst
317,Holz::N,древесина,træ
318,Brett::N,доска,bræt
319,Platte::N,плита,plade
320,Stütze::N,подпорка,støtte
321,Stange::N,жердь,stang
322,Stock::N,палка,stok
323,Stab::N,шест,stav
324,Rohr::N,труба,rør
325,Haus::N,дом,hus
326,Heim::N,дом,hjem
327,Ofen::N,печь,ovn
328,Fußboden::N,пол,gulv
329,Tisch::N,стол,bord
330,Stuhl::N,стул,stol
331,Wiege::N,колыбель,vugge
332,Bett::N,постель,seng
333,Regal::N,полка,reol
334,Kiste::N,ящик,kasse
335,Fenster::N,окно,vindue
336,Tür::N,дверь,dør
337,Tor::N,ворота,port
338,Zaun::N,забор,stakit
339,Dach::N,крыша,tag
340,Leiter::N,лестница,stige
341,Besen::N,метла,kost
342,Spaten::N,лопата,spade
343,Schaufel::N,совок,skovl
344,Gabel::N,вилка,gaffel
345,Löffel::N,ложка,ske
346,Messer::N,нож,kniv
347,Nagel::N,гвоздь,søm
348,Netz::N,сеть,net
349,Haken::N,крюк,krog
350,Griff::N,ручка,tag
351,Griff::N,ручка,håndtag
352,Schloss::N,замок,lås
353,Bild::N,картина,billede
354,Figur::N,фигура,figur
355,Puppe::N,кукла,dukke
356,Beutel::N,мешок,pose
357,Bündel::N,связка,bylt
358,Bündel::N,связка,bundt
359,Tasche::N,сумка,taske
360,Eimer::N,ведро,spand
361,Deckel::N,крышка,låg
362,Geschirr::N,посуда,husgeråd
363,Sack::N,мешок,sæk
364,Tasse::N,чашка,kop
365,Topf::N,кастрюля,gryde
366,Kessel::N,котел,kedel
367,Essen::N,еда,måltid
368,Nahrung::N,пища,mad
369,Nahrung::N,пища,næring
370,Speise::N,блюдо,ret
371,Speise::N,кушанье,ret
372,Fleisch::N,мясо,kød
373,Getreide::N,хлеб,korn
374,Brei::N,каша,grød
375,Brot::N,хлеб,brød
376,Scheibe::N,ломоть,skive
377,Fett::N,жир,fedt
378,Butter::N,масло,smør
379,Öl::N,масло,olie
380,Salz::N,соль,salt
381,Suppe::N,суп,suppe
382,Honig::N,мед,honning
383,Milch::N,молоко,mælk
384,Tee::N,чай,te
385,Leder::N,кожа,skind
386,Wolle::N,шерсть,uld
387,Stoff::N,ткань,stof
388,Nadel::N,игла,nål
389,Faden::N,нитка,tråd
390,Knopf::N,пуговица,knap
391,Knoten::N,узел,knude
392,Farbe::N,краска,farve
393,Kleidung::N,одежда,påklædning
394,Hemd::N,рубашка,skjorte
395,Kragen::N,воротник,krave
396,Ärmel::N,рукав,ærme
397,Hose::N,брюки,bukser
398,Gürtel::N,пояс,bælte
399,Mütze::N,шапка,hue
400,Schuh::N,ботинок,sko
401,Stiefel::N,сапог,støvle
402,Ring::N,кольцо,ring
403,Band::N,лента,bånd
404,Kamm::N,расческа,kam
405,Spiegel::N,зеркало,spejl
406,Riemen::N,ремень,rem
407,Schnur::N,веревка,snor
408,Leine::N,поводок,snor
409,Decke::N,одеяло,tæppe
410,Kissen::N,подушка,pude
411,Tuch::N,платок,sjaltørklæde
412,Handtuch::N,полотенце,håndklæde
413,Kraft::N,сила,kraft
414,Stärke::N,крепость,styrke
415,Gesundheit::N,здоровье,sundhed
416,Krankheit::N,болезнь,sygdom
417,Schmerz::N,боль,smerte
418,Wunde::N,рана,sår
419,Fieber::N,лихорадка,feber
420,Fieber::N,температура,feber
421,Arznei::N,лекарство,medicin
422,Arznei::N,лекарство,lægemiddel
423,Brücke::N,мост,bro
424,Brunnen::N,колодец,brønd
425,Weide::N,пастбище,græsgang
426,Pfad::N,тропа,sti
427,Weg::N,путь,vej
428,Weg::N,дорога,vej
429,Straße::N,улица,gade
430,Straße::N,дорога,gade
431,Dorf::N,деревня,landsby
432,Stadt::N,город,by
433,Brief::N,письмо,brev
434,Buch::N,книга,bog
435,Buchstabe::N,буква,bogstav
436,Zeitung::N,газета,avis
437,Leben::N,жизнь,liv
438,Tod::N,смерть,død
439,Grab::N,могила,grav
440,Kirche::N,церковь,kirke
441,Sünde::N,грех,synd
442,Gott::N,бог,gud
443,Arbeiter::N,рабочий,arbejder
444,Chef::N,начальник,chef
445,Meister::N,мастер,mester
446,Arzt::N,врач,læge
447,Lehrer::N,учитель,lærer
448,Geld::N,деньги,penge
449,Geschäft::N,занятие,forretning
450,Laden::N,магазин,butik
451,Laden::N,магазин,forretning
452,Preis::N,цена,pris
453,Ware::N,товар,vare
454,Nutzen::N,выгода,nytte
455,Reichtum::N,богатство,rigdom
456,Welt::N,мир,verden
457,Land::N,страна,land
458,Staat::N,государство,stat
459,König::N,король,konge
460,Macht::N,власть,magt
461,Grenze::N,граница,grænse
462,Krieg::N,война,krig
463,Feind::N,враг,fjende
464,Gewalt::N,насилие,vold
465,Kampf::N,борьба,kamp
466,Bogen[Waffe]::N,лук,bue
467,Pfeil::N,стрела,pil
468,Gewehr::N,ружье,gevær
469,Fehler::N,ошибка,fejl
470,Lüge::N,ложь,løgn
471,Schaden::N,вред,skade
472,Unglück::N,беда,uheld
473,Unglück::N,беда,ulykke
474,Schuld::N,вина,skyld
475,Alter::N,возраст,alder
476,Schluss::N,окончание,slut
477,Schluss::N,окончание,slutning
478,Zeit::N,время,tid
479,Tag::N,день,dag
480,Morgen::N,утро,morgen
481,Mittag::N,полдень,middag
482,Abend::N,вечер,aften
483,Nacht::N,ночь,nat
484,Woche::N,неделя,uge
485,Monat::N,месяц,måned
486,Jahr::N,год,år
487,Frühling::N,весна,forår
488,Sommer::N,лето,sommer
489,Herbst::N,осень,efterår
490,Winter::N,зима,vinter
491,Januar::N,январь,januar
492,Februar::N,февраль,februar
493,März::N,март,marts
494,April::N,апрель,april
495,Mai::N,май,maj
496,Juni::N,июнь,juni
497,Juli::N,июль,juli
498,August::N,август,august
499,September::N,сентябрь,september
500,Oktober::N,октябрь,oktober
501,November::N,ноябрь,november
502,Dezember::N,декабрь,december
503,Montag::N,понедельник,mandag
504,Dienstag::N,вторник,tirsdag
505,Mittwoch::N,среда,onsdag
506,Donnerstag::N,четверг,torsdag
507,Freitag::N,пятница,fredag
508,Samstag::N,суббота,lørdag
509,Sonntag::N,воскресенье,søndag
510,groß::A,большой,stor
511,klein::A,маленький,lille
512,lang::A,длинный,lang
513,kurz::A,короткий,kort
514,breit::A,широкий,bred
515,schmal::A,узкий,smal
516,dicht::A,густой,tæt
517,dick[Gegenstand]::A,толстый,tyk
518,dünn::A,тонкий,tynd
519,fein::A,тонкий,fin
520,fest::A,крепкий,fast
521,flach::A,плоский,flad
522,glatt::A,гладкий,glat
523,hart::A,твердый,hård
524,weich::A,мягкий,blød
525,rund::A,круглый,rund
526,spitz::A,остроконечный,spids
527,scharf::A,острый,skarp
528,stumpf::A,тупой,sløv
529,stumpf::A,тупой,stump
530,schwer::A,тяжелый,tung
531,schön::A,красивый,skøn
532,heiß::A,жаркий,hed
533,warm::A,теплый,varm
534,kalt::A,холодный,kold
535,kühl::A,прохладный,kølig
536,frisch::A,свежий,frisk
537,feucht::A,влажный,fugtig
538,nass::A,мокрый,våd
539,trocken::A,сухой,tør
540,voll::A,полный,fuld
541,voll::A,наполненный,fuld
542,leer::A,пустой,tom
543,offen::A,открытый,åben
544,geschlossen::A,закрытый,lukket
545,sauber::A,чистый,ren
546,schmutzig::A,грязный,snavset
547,roh::A,сырой,rå
548,reif::A,зрелый,moden
549,lecker::A,вкусный,lækker
550,süß::A,сладкий,sød
551,bitter::A,горький,bitter
552,sauer::A,кислый,sur
553,hell::A,светлый,lys
554,dunkel::A,темный,mørk
555,schwarz::A,черный,sort
556,weiß::A,белый,hvid
557,rot::A,красный,rød
558,gelb::A,желтый,gul
559,blau::A,синий,blå
560,grün::A,зеленый,grøn
561,grau::A,серый,grå
562,bunt::A,пестрый,broget
563,billig::A,дешевый,billig
564,teuer::A,дорогой,dyr
565,wertvoll::A,ценный,værdifuld
566,blind::A,слепой,blind
567,taub::A,глухой,døv
568,kräftig::A,могучий,kraftig
569,stark::A,сильный,stærk
570,schwach::A,слабый,svag
571,fett::A,жирный,fed
572,schlank::A,стройный,slank
573,hübsch::A,прелестный,køn
574,böse::A,злой,ond
575,böse::A,злой,slem
576,dumm::A,глупый,dum
577,faul::A,ленивый,doven
578,fleißig::A,прилежный,flittig
579,geizig::A,жадный,gerrig
580,klug::A,умный,klog
581,geschickt::A,искусный,dygtig
582,geschickt::A,искусный,behændig
583,lieb::A,милый,rar
584,lustig::A,веселый,lystig
585,sanft::A,нежный,blid
586,hungrig::A,голодный,sulten
587,krank::A,больной,syg
588,nackt::A,голый,nøgen
589,traurig::A,грустный,bedrøvet
590,lebendig::A,живой,levende
591,gut::A,хороший,god
592,schlecht::A,плохой,dårlig
593,richtig::A,правильный,rigtig
594,schlimm::A,отвратительный,slem
595,schlimm::A,мерзкий,slem
596,wahr::A,настоящий,sand
597,alt::A,старый,gammel
598,neu::A,новый,ny
599,ehemalig::A,бывший,forhenværende
600,alt[Lebewesen]::A,пожилой,gammel
601,jung::A,молодой,ung
602,arm::A,бедный,fattig
603,reich::A,богатый,rig
604,bekannt::A,знакомый,kendt
605,berühmt::A,знаменитый,berømt
606,fremd::A,чужой,fremmed
607,verschieden::A,разный,forskellig
608,nah::A,близкий,nær
609,fern::A,далекий,fjern
610,linker::A,левый,venstre
611,rechter::A,правый,højre
612,anderer::A,другой,anden
613,erster::A,первый,første
614,zweiter::A,второй,anden
615,dritter::A,третий,tredje
616,letzter::A,последний,sidste
617,allein::ADV,один,alene
618,auf einmal::ADV,сразу,på én gang
619,zusammen::ADV,вместе,sammen
620,lange::ADV,долго,længe
621,plötzlich::ADV,вдруг,pludselig
622,sofort::ADV,тотчас,straks
623,später::ADV,позже,senere
624,jetzt::ADV,сейчас,nu
625,heute::ADV,сегодня,i dag
626,morgen::ADV,завтра,i morgen
627,bald::ADV,скоро,snart
628,dann::ADV,потом,så
629,gestern::ADV,вчера,i går
630,einst::ADV,однажды,engang
631,damals::ADV,тогда,dengang
632,danach::ADV,затем,derefter
633,vorher::ADV,раньше,før
634,vorher::ADV,раньше,forud
635,zuerst::ADV,сперва,først
636,einmal::ADV,раз,en gang
637,manchmal::ADV,иногда,sommetider
638,oft::ADV,часто,ofte
639,immer::ADV,всегда,altid
640,niemals::ADV,никогда,aldrig
641,hier::ADV,здесь,her
642,hierhin::ADV,сюда,hid
643,hierhin::ADV,сюда,herhen
644,von hier::ADV,отсюда,herfra
645,dort::ADV,там,der
646,dorthin::ADV,туда,derhen
647,geradeaus::ADV,прямо,lige ud
648,vorwärts::ADV,вперед,fremad
649,rückwärts::ADV,назад,baglæns
650,zurück::ADV,обратно,tilbage
651,unten::ADV,внизу,nede
652,unten::ADV,внизу,forneden
653,hinab::ADV,вниз,ned
654,hinab::ADV,вниз,nedad
655,oben::ADV,наверху,oppe
656,oben::ADV,наверху,ovenpå
657,hinauf::ADV,вверх,op
658,hinauf::ADV,вверх,opad
659,überall::ADV,везде,overalt
660,nicht::ADV,не,ikke
661,ein wenig::ADV,немного,lidt
662,kaum::ADV,едва,knap
663,kaum::ADV,едва,næppe
664,sehr::ADV,очень,meget
665,so::ADV,так,så
666,noch::ADV,еще,endnu
667,nur::ADV,только,kun
668,nur::ADV,только,bare
669,schon::ADV,уже,alt
670,schon::ADV,уже,allerede
671,wieder::ADV,опять,igen
672,vergebens::ADV,напрасно,forgæves
673,vor::PRP,перед,foran
674,vor::PRP,перед,uden for
675,hinter::PRP,за,bag
676,hinter::PRP,за,bagved
677,hinter::PRP,позади,bag
678,hinter::PRP,позади,bagved
679,unter::PRP,под,under
680,durch::PRP,сквозь,gennem
681,durch::PRP,сквозь,igennem
682,neben::PRP,возле,ved siden af
683,zwischen::PRP,между,mellem
684,wegen::PRP,из-за,på grund af
685,dies::PRN,это,dette
686,das::PRN,то,det
687,alles::PRN,все,alt
688,ich::PRN,я,jeg
689,du::PRN,ты,du
690,er::PRN,он,han
691,wir::PRN,мы,vi
692,ihr::PRN,вы,I
693,sie::PRN,они,de
694,was::FPRN,что,hvad
695,wer::FPRN,кто,hvem
696,wo::FADV,где,hvor
697,wohin::FADV,куда,hvorhen
698,wie::FADV,как,hvordan
699,warum::FADV,почему,hvorfor
700,wieviel::FNUM,сколько,hvor meget
701,eins::NUM,один,én
702,zwei::NUM,два,to
703,drei::NUM,три,tre
704,vier::NUM,четыре,fire
705,fünf::NUM,пять,fem
706,sechs::NUM,шесть,seks
707,sieben::NUM,семь,syv
708,acht::NUM,восемь,otte
709,neun::NUM,девять,ni
710,zehn::NUM,десять,ti
711,elf::NUM,одиннадцать,elleve
712,zwölf::NUM,двенадцать,tolv
713,zwanzig::NUM,двадцать,tyve
714,dreißig::NUM,тридцать,tredive
715,vierzig::NUM,сорок,fyrre
716,vierzig::NUM,сорок,fyrretyve
717,fünfzig::NUM,пятьдесят,halvtreds
718,sechzig::NUM,шестьдесят,tres
719,siebzig::NUM,семьдесят,halvfjerds
720,achtzig::NUM,восемьдесят,firs
721,neunzig::NUM,девяносто,halvfems
722,hundert::NUM,сто,hundrede
723,tausend::NUM,тысяча,tusind
724,und::CNJ,и,og
725,oder::CNJ,или,eller
726,oder::CNJ,либо,eller
727,stehen::V,стоять,stå
728,sitzen::V,сидеть,sidde
729,liegen::V,лежать,ligge
730,hängen::V,висеть,hænge
731,werden::V,стать,blive
732,passieren::V,случиться,ske
733,passieren::V,случиться,hænde
734,beginnen::V,начаться,begynde
735,enden::V,кончиться,ende
736,wechseln::V,меняться,veksle
737,aufgehen[Sonne]::V,взойти,gå op
738,aufgehen[Sonne]::V,взойти,stå op
739,untergehen[Sonne]::V,зайти,gå ned
740,scheinen[Sonne]::V,светить,skinne
741,donnern::V,греметь,tordne
742,wehen::V,дуть,blæse
743,strömen::V,литься,strømme
744,fließen::V,течь,flyde
745,sich drehen::V,вращаться,dreje sig
746,schwanken::V,колебаться,vakle
747,schwingen::V,качаться,svinge
748,fallen::V,падать,falde
749,brennen::V,гореть,brænde
750,rauchen::V,дымить,ryge
751,regnen::V,дождить,regne
752,gefrieren::V,замерзнуть,fryse
753,tauen::V,таять,tø
754,schmelzen::V,плавиться,smelte
755,trocknen::V,сохнуть,tørre
756,sieden::V,кипеть,koge
757,faulen::V,гнить,rådne
758,verfaulen::V,сгнить,rådne
759,reißen::V,рваться,briste
760,versinken::V,тонуть,synke
761,versinken::V,тонуть,synke ned
762,vergehen::V,проходить,forløbe
763,erscheinen::V,появиться,vise sig
764,verschwinden::V,исчезнуть,forsvinde
765,sinken::V,спадать,synke
766,abnehmen::V,уменьшиться,aftage
767,zunehmen::V,увеличиваться,tiltage
768,steigen::V,подниматься,stige
769,wachsen::V,расти,gro
770,wachsen::V,расти,vokse
771,glänzen::V,блестеть,glinse
772,funkeln::V,сверкать,tindre
773,lärmen::V,шуметь,larme
774,läuten::V,звонить,ringe
775,klingeln::V,звонить,ringe
776,klirren::V,звякать,klirre
777,brausen::V,бушевать,bruse
778,rauschen::V,шелестеть,suse
779,klingen::V,звучать,lyde
780,klingen::V,звучать,klinge
781,bellen::V,лаять,gø
782,heulen::V,выть,hyle
783,blasen::V,дунуть,blæse
784,pfeifen::V,свистеть,fløjte
785,schreien::V,кричать,skrige
786,stöhnen::V,стонать,stønne
787,zittern::V,дрожать,dirre
788,zittern::V,дрожать,skælve
789,leben::V,жить,leve
790,geboren werden::V,родиться,fødes
791,atmen::V,дышать,ånde
792,trinken::V,пить,drikke
793,essen::V,есть,spise
794,essen::V,кушать,spise
795,schlucken::V,глотать,synke
796,müde werden::V,устать,blive træt
797,einschlafen::V,заснуть,falde i søvn
798,schlafen::V,спать,sove
799,aufwachen::V,проснуться,vågne
800,aufstehen::V,встать,stå op
801,sich erholen::V,отдыхать,komme sig
802,krank werden::V,заболеть,blive syg
803,krank sein::V,болеть,være syg
804,schmerzen::V,болеть,smerte
805,husten::V,кашлять,hoste
806,genesen::V,поправиться,komme sig
807,sterben::V,умереть,dø
808,umkommen::V,погибнуть,omkomme
809,sich bewegen::V,двигаться,bevæge sig
810,sich rühren::V,шевельнуться,røre på sig
811,sich erheben::V,встать,rejse sig
812,sich setzen::V,сесть,sætte sig
813,hinfallen::V,упасть,
814,laufen::V,ходить,løbe
815,schreiten::V,шагать,skride
816,spazierengehen::V,гулять,gå en tur
817,eilen::V,спешить,ile
818,sich beeilen::V,торопиться,skynde sig
819,sausen::V,мчаться,suse
820,rennen::V,бегать,løbe
821,rennen::V,бегать,rende
822,springen::V,прыгать,hoppe
823,springen::V,прыгать,springe
824,klettern::V,лазать,klatre
825,schaukeln::V,раскачиваться,gynge
826,kriechen::V,ползать,krybe
827,schwimmen::V,плавать,svømme
828,tauchen::V,нырять,dykke
829,rudern::V,грести,ro
830,fahren::V,ехать,køre
831,fliegen::V,летать,flyve
832,gehen::V,идти,gå
833,weggehen::V,уйти,gå bort
834,abfahren::V,отправиться,køre bort
835,anhalten::V,остановиться,standse
836,hineingehen::V,входить,gå ind
837,eintreten::V,войти,træde ind
838,kommen::V,прийти,komme
839,ankommen::V,прибыть,ankomme
840,zurückkommen::V,возвратиться,komme tilbage
841,bleiben::V,остаться,blive
842,bleiben::V,остаться,forblive
843,warten::V,ждать,vente
844,erwarten::V,ожидать,vente
845,erwarten::V,ожидать,afvente
846,suchen::V,искать,søge
847,finden::V,найти,finde
848,versuchen::V,пытаться,forsøge
849,vorbereiten::V,подготовить,forberede
850,lieben::V,любить,elske
851,mögen::V,любить,holde af
852,mögen::V,любить,kunne lide
853,lachen::V,смеяться,le
854,rühren::V,растрогать,røre
855,weinen::V,плакать,græde
856,schimpfen::V,ругаться,skænde
857,sich ärgern::V,сердиться,ærgre sig
858,sich fürchten::V,бояться,være bange
