,Concept_ID,de,de
74,Wolke::N,Wolke,Wolke
75,Regen::N,Regen,Regen
76,Schnee::N,Schnee,Schnee
77,Eis::N,Eis,Eis
78,Frost::N,Frost,Frost
79,Kälte::N,Kälte,Kälte
80,Hitze::N,Hitze,Hitze
81,Raureif::N,Raureif,Raureif
82,Regenbogen::N,Regenbogen,Regenbogen
83,Donner::N,Donner,Donner
84,Strömung::N,Strömung,Strömung
85,Tropfen::N,Tropfen,Tropfen
86,Schaum::N,Schaum,Schaum
87,Schmutz::N,Schmutz,Schmutz
88,See::N,See,See
89,Sumpf::N,Sumpf,Sumpf
90,Moor::N,Moor,Moor
91,Wiese::N,Wiese,Wiese
92,Wald::N,Wald,Wald
93,Hügel::N,Hügel,Hügel
94,Anhöhe::N,Anhöhe,Anhöhe
95,Berg::N,Berg,Berg
96,Gipfel::N,Gipfel,Gipfel
97,Höhle::N,Höhle,Höhle
98,Abhang::N,Abhang,Abhang
99,Quelle::N,Quelle,Quelle
100,Bach::N,Bach,Bach
101,Fluss::N,Fluss,Fluss
102,Ufer::N,Ufer,Ufer
103,Küste::N,Küste,Küste
104,Festland::N,Festland,Festland
105,Meer::N,Meer,Meer
106,Bucht::N,Bucht,Bucht
107,Insel::N,Insel,Insel
108,Blume::N,Blume,Blume
109,Gras::N,Gras,Gras
110,Wurzel::N,Wurzel,Wurzel
111,Baum::N,Baum,Baum
112,Stamm::N,Stamm,Stamm
113,Rinde::N,Rinde,Rinde
114,Ast::N,Ast,Ast
115,Zweig::N,Zweig,Zweig
116,Blatt::N,Blatt,Blatt
117,Birke::N,Birke,Birke
118,Kiefer[Baum]::N,Kiefer,Kiefer
119,Weide[Baum]::N,Weide,Weide
120,Tanne::N,Tanne,Tanne
121,Horn::N,Horn,Horn
122,Feder::N,Feder,Feder
123,Fell::N,Fell,Fell
124,Flügel::N,Flügel,Flügel
125,Klaue::N,Klaue,Klaue
126,Kralle::N,Kralle,Kralle
127,Schwanz::N,Schwanz,Schwanz
128,Ei::N,Ei,Ei
129,Nest::N,Nest,Nest
130,Bau::N,Bau,Bau
131,Tier::N,Tier,Tier
132,Herde::N,Herde,Herde
133,Kuh::N,Kuh,Kuh
134,Bulle::N,Bulle,Bulle
135,Pferd::N,Pferd,Pferd
136,Schaf::N,Schaf,Schaf
137,Schwein::N,Schwein,Schwein
138,Hund::N,Hund,Hund
139,Katze::N,Katze,Katze
140,Bär::N,Bär,Bär
141,Eichhörnchen::N,Eichhörnchen,Eichhörnchen
142,Elch::N,Elch,Elch
143,Fuchs::N,Fuchs,Fuchs
144,Hase::N,Hase,Hase
145,Maus::N,Maus,Maus
146,Wolf::N,Wolf,Wolf
147,Vogel::N,Vogel,Vogel
148,Schwarm::N,Schwarm,Schwarm
149,Huhn::N,Huhn,Huhn
150,Hahn::N,Hahn,Hahn
151,Gans::N,Gans,Gans
152,Adler::N,Adler,Adler
153,Ente::N,Ente,Ente
154,Eule::N,Eule,Eule
155,Kranich::N,Kranich,Kranich
156,Krähe::N,Krähe,Krähe
157,Kuckuck::N,Kuckuck,Kuckuck
158,Schwan::N,Schwan,Schwan
159,Fisch::N,Fisch,Fisch
160,Barsch::N,Barsch,Barsch
161,Hecht::N,Hecht,Hecht
162,Schlange[Tier]::N,Schlange,Schlange
163,Wurm::N,Wurm,Wurm
164,Spinne::N,Spinne,Spinne
165,Ameise::N,Ameise,Ameise
166,Laus::N,Laus,Laus
167,Mücke::N,Mücke,Mücke
168,Fliege::N,Fliege,Fliege
169,Schmetterling::N,Schmetterling,Schmetterling
170,Beere::N,Beere,Beere
171,Apfel::N,Apfel,Apfel
172,Pilz::N,Pilz,Pilz
173,Zwiebel::N,Zwiebel,Zwiebel
174,Saat::N,Saat,Saat
175,Korn::N,Korn,Korn
176,Heu::N,Heu,Heu
177,Schale::N,Schale,Schale
178,Grube::N,Grube,Grube
179,Falle::N,Falle,Falle
180,Schlinge::N,Schlinge,Schlinge
181,Spur::N,Spur,Spur
182,Asche::N,Asche,Asche
183,Dreck::N,Dreck,Dreck
184,Eisen::N,Eisen,Eisen
185,Gold::N,Gold,Gold
186,Silber::N,Silber,Silber
187,Kohle::N,Kohle,Kohle
188,Glas::N,Glas,Glas
189,Lehm::N,Lehm,Lehm
190,Sand::N,Sand,Sand
191,Mensch::N,Mensch,Mensch
192,Mann::N,Mann,Mann
193,Frau::N,Frau,Frau
194,Kind::N,Kind,Kind
195,Junge::N,Junge,Junge
196,Mädchen::N,Mädchen,Mädchen
197,Familie::N,Familie,Familie
198,Großvater::N,Großvater,Großvater
199,Großmutter::N,Großmutter,Großmutter
200,Eltern::N,Eltern,Eltern
201,Vater::N,Vater,Vater
202,Mutter::N,Mutter,Mutter
203,Sohn::N,Sohn,Sohn
204,Tochter::N,Tochter,Tochter
205,Bruder::N,Bruder,Bruder
206,Schwester::N,Schwester,Schwester
207,Onkel::N,Onkel,Onkel
208,Tante::N,Tante,Tante
209,Ehemann::N,Ehemann,Ehemann
210,Ehefrau::N,Ehefrau,Ehefrau
211,Freude::N,Freude,Freude
212,Gelächter::N,Gelächter,Gelächter
213,Glück::N,Glück,Glück
214,Kummer::N,Kummer,Kummer
215,Wunsch::N,Wunsch,Wunsch
216,Lust::N,Lust,Lust
217,Geist::N,Geist,Geist
218,Gedanke::N,Gedanke,Gedanke
219,Gedächtnis::N,Gedächtnis,Gedächtnis
220,Verstand::N,Verstand,Verstand
221,Sinn::N,Sinn,Sinn
222,Grund::N,Grund,Grund
223,Wahrheit::N,Wahrheit,Wahrheit
224,Gespräch::N,Gespräch,Gespräch
225,Märchen::N,Märchen,Märchen
226,Erzählung::N,Erzählung,Erzählung
227,Nachricht::N,Nachricht,Nachricht
228,Neuigkeit::N,Neuigkeit,Neuigkeit
229,Name::N,Name,Name
230,Rätsel::N,Rätsel,Rätsel
231,Rede::N,Rede,Rede
232,Sprache::N,Sprache,Sprache
233,Stimme::N,Stimme,Stimme
234,Wort::N,Wort,Wort
235,Zeichen::N,Zeichen,Zeichen
236,Ruf::N,Ruf,Ruf
237,Lärm::N,Lärm,Lärm
238,Laut::N,Laut,Laut
239,Ton::N,Ton,Ton
240,Lied::N,Lied,Lied
241,Ruhe::N,Ruhe,Ruhe
242,Leute::N,Leute,Leute
243,Volk::N,Volk,Volk
244,Arbeit::N,Arbeit,Arbeit
245,Gast::N,Gast,Gast
246,Geschenk::N,Geschenk,Geschenk
247,Spiel::N,Spiel,Spiel
248,Gesellschaft::N,Gesellschaft,Gesellschaft
249,Hilfe::N,Hilfe,Hilfe
250,Freund::N,Freund,Freund
251,Kamerad::N,Kamerad,Kamerad
252,Angelegenheit::N,Angelegenheit,Angelegenheit
253,Anzahl::N,Anzahl,Anzahl
254,Art::N,Art,Art
255,Stück::N,Stück,Stück
256,Teil::N,Teil,Teil
257,Hälfte::N,Hälfte,Hälfte
258,Kreis::N,Kreis,Kreis
259,Kreuz::N,Kreuz,Kreuz
260,Linie::N,Linie,Linie
261,Strich::N,Strich,Strich
262,Abstand::N,Abstand,Abstand
263,Entfernung::N,Entfernung,Entfernung
264,Gegend::N,Gegend,Gegend
265,Platz::N,Platz,Platz
266,Ort::N,Ort,Ort
267,Seite::N,Seite,Seite
268,Mitte::N,Mitte,Mitte
269,Gegenstand::N,Gegenstand,Gegenstand
270,Sache::N,Sache,Sache
271,Rand::N,Rand,Rand
272,Kante::N,Kante,Kante
273,Ecke::N,Ecke,Ecke
274,Spitze::N,Spitze,Spitze
275,Ende::N,Ende,Ende
276,Loch::N,Loch,Loch
277,Winkel::N,Winkel,Winkel
278,Muster::N,Muster,Muster
279,Größe::N,Größe,Größe
280,Länge::N,Länge,Länge
281,Höhe::N,Höhe,Höhe
282,Gewicht::N,Gewicht,Gewicht
283,Menge::N,Menge,Menge
284,Haufen::N,Haufen,Haufen
285,Reihe::N,Reihe,Reihe
286,Boot::N,Boot,Boot
287,Ruder::N,Ruder,Ruder
288,Schlitten::N,Schlitten,Schlitten
289,Ski::N,Ski,Ski
290,Lagerfeuer::N,Lagerfeuer,Lagerfeuer
291,Last::N,Last,Last
292,Gang::N,Gang,Gang
293,Schritt::N,Schritt,Schritt
294,Norden::N,Norden,Norden
295,Süden::N,Süden,Süden
296,Westen::N,Westen,Westen
297,Osten::N,Osten,Osten
298,Holz::N,Holz,Holz
299,Brett::N,Brett,Brett
300,Platte::N,Platte,Platte
301,Stütze::N,Stütze,Stütze
302,Stange::N,Stange,Stange
303,Stock::N,Stock,Stock
304,Stab::N,Stab,Stab
305,Rohr::N,Rohr,Rohr
306,Haus::N,Haus,Haus
307,Heim::N,Heim,Heim
308,Ofen::N,Ofen,Ofen
309,Fußboden::N,Fußboden,Fußboden
310,Tisch::N,Tisch,Tisch
311,Stuhl::N,Stuhl,Stuhl
312,Wiege::N,Wiege,Wiege
313,Bett::N,Bett,Bett
314,Regal::N,Regal,Regal
315,Kiste::N,Kiste,Kiste
316,Fenster::N,Fenster,Fenster
317,Tür::N,Tür,Tür
318,Tor::N,Tor,Tor
319,Zaun::N,Zaun,Zaun
320,Dach::N,Dach,Dach
321,Leiter::N,Leiter,Leiter
322,Besen::N,Besen,Besen
323,Spaten::N,Spaten,Spaten
324,Schaufel::N,Schaufel,Schaufel
325,Gabel::N,Gabel,Gabel
326,Löffel::N,Löffel,Löffel
327,Messer::N,Messer,Messer
328,Nagel::N,Nagel,Nagel
329,Netz::N,Netz,Netz
330,Haken::N,Haken,Haken
331,Griff::N,Griff,Griff
332,Schloss::N,Schloss,Schloss
333,Bild::N,Bild,Bild
334,Figur::N,Figur,Figur
335,Puppe::N,Puppe,Puppe
336,Beutel::N,Beutel,Beutel
337,Bündel::N,Bündel,Bündel
338,Tasche::N,Tasche,Tasche
339,Eimer::N,Eimer,Eimer
340,Deckel::N,Deckel,Deckel
341,Geschirr::N,Geschirr,Geschirr
342,Sack::N,Sack,Sack
343,Tasse::N,Tasse,Tasse
344,Topf::N,Topf,Topf
345,Kessel::N,Kessel,Kessel
346,Essen::N,Essen,Essen
347,Nahrung::N,Nahrung,Nahrung
348,Speise::N,Speise,Speise
349,Fleisch::N,Fleisch,Fleisch
350,Getreide::N,Getreide,Getreide
351,Brei::N,Brei,Brei
352,Brot::N,Brot,Brot
353,Scheibe::N,Scheibe,Scheibe
354,Fett::N,Fett,Fett
355,Butter::N,Butter,Butter
356,Öl::N,Öl,Öl
357,Salz::N,Salz,Salz
358,Suppe::N,Suppe,Suppe
359,Honig::N,Honig,Honig
360,Milch::N,Milch,Milch
361,Tee::N,Tee,Tee
362,Leder::N,Leder,Leder
363,Wolle::N,Wolle,Wolle
364,Stoff::N,Stoff,Stoff
365,Nadel::N,Nadel,Nadel
366,Faden::N,Faden,Faden
367,Knopf::N,Knopf,Knopf
368,Knoten::N,Knoten,Knoten
369,Farbe::N,Farbe,Farbe
370,Kleidung::N,Kleidung,Kleidung
371,Hemd::N,Hemd,Hemd
372,Kragen::N,Kragen,Kragen
373,Ärmel::N,Ärmel,Ärmel
374,Hose::N,Hose,Hose
375,Gürtel::N,Gürtel,Gürtel
376,Mütze::N,Mütze,Mütze
377,Schuh::N,Schuh,Schuh
378,Stiefel::N,Stiefel,Stiefel
379,Ring::N,Ring,Ring
380,Band::N,Band,Band
381,Kamm::N,Kamm,Kamm
382,Spiegel::N,Spiegel,Spiegel
383,Riemen::N,Riemen,Riemen
384,Schnur::N,Schnur,Schnur
385,Leine::N,Leine,Leine
386,Decke::N,Decke,Decke
387,Kissen::N,Kissen,Kissen
388,Tuch::N,Tuch,Tuch
389,Handtuch::N,Handtuch,Handtuch
390,Kraft::N,Kraft,Kraft
391,Stärke::N,Stärke,Stärke
392,Gesundheit::N,Gesundheit,Gesundheit
393,Krankheit::N,Krankheit,Krankheit
394,Schmerz::N,Schmerz,Schmerz
395,Wunde::N,Wunde,Wunde
396,Fieber::N,Fieber,Fieber
397,Arznei::N,Arznei,Arznei
398,Brücke::N,Brücke,Brücke
399,Brunnen::N,Brunnen,Brunnen
400,Weide::N,Weide,Weide
401,Pfad::N,Pfad,Pfad
402,Weg::N,Weg,Weg
403,Straße::N,Straße,Straße
404,Dorf::N,Dorf,Dorf
405,Stadt::N,Stadt,Stadt
406,Brief::N,Brief,Brief
407,Buch::N,Buch,Buch
408,Buchstabe::N,Buchstabe,Buchstabe
409,Zeitung::N,Zeitung,Zeitung
410,Leben::N,Leben,Leben
411,Tod::N,Tod,Tod
412,Grab::N,Grab,Grab
413,Kirche::N,Kirche,Kirche
414,Sünde::N,Sünde,Sünde
415,Gott::N,Gott,Gott
416,Arbeiter::N,Arbeiter,Arbeiter
417,Chef::N,Chef,Chef
418,Meister::N,Meister,Meister
419,Arzt::N,Arzt,Arzt
420,Lehrer::N,Lehrer,Lehrer
421,Geld::N,Geld,Geld
422,Geschäft::N,Geschäft,Geschäft
423,Laden::N,Laden,Laden
424,Preis::N,Preis,Preis
425,Ware::N,Ware,Ware
426,Nutzen::N,Nutzen,Nutzen
427,Reichtum::N,Reichtum,Reichtum
428,Welt::N,Welt,Welt
429,Land::N,Land,Land
430,Staat::N,Staat,Staat
431,König::N,König,König
432,Macht::N,Macht,Macht
433,Grenze::N,Grenze,Grenze
434,Krieg::N,Krieg,Krieg
435,Feind::N,Feind,Feind
436,Gewalt::N,Gewalt,Gewalt
437,Kampf::N,Kampf,Kampf
438,Bogen[Waffe]::N,Bogen,Bogen
439,Pfeil::N,Pfeil,Pfeil
440,Gewehr::N,Gewehr,Gewehr
441,Fehler::N,Fehler,Fehler
442,Lüge::N,Lüge,Lüge
443,Schaden::N,Schaden,Schaden
444,Unglück::N,Unglück,Unglück
445,Schuld::N,Schuld,Schuld
446,Alter::N,Alter,Alter
447,Schluss::N,Schluss,Schluss
448,Zeit::N,Zeit,Zeit
449,Tag::N,Tag,Tag
450,Morgen::N,Morgen,Morgen
451,Mittag::N,Mittag,Mittag
452,Abend::N,Abend,Abend
453,Nacht::N,Nacht,Nacht
454,Woche::N,Woche,Woche
455,Monat::N,Monat,Monat
456,Jahr::N,Jahr,Jahr
457,Frühling::N,Frühling,Frühling
458,Sommer::N,Sommer,Sommer
459,Herbst::N,Herbst,Herbst
460,Winter::N,Winter,Winter
461,Januar::N,Januar,Januar
462,Februar::N,Februar,Februar
463,März::N,März,März
464,April::N,April,April
465,Mai::N,Mai,Mai
466,Juni::N,Juni,Juni
467,Juli::N,Juli,Juli
468,August::N,August,August
469,September::N,September,September
470,Oktober::N,Oktober,Oktober
471,November::N,November,November
472,Dezember::N,Dezember,Dezember
473,Montag::N,Montag,Montag
474,Dienstag::N,Dienstag,Dienstag
475,Mittwoch::N,Mittwoch,Mittwoch
476,Donnerstag::N,Donnerstag,Donnerstag
477,Freitag::N,Freitag,Freitag
478,Samstag::N,Samstag,Samstag
479,Sonntag::N,Sonntag,Sonntag
480,groß::A,groß,groß
481,klein::A,klein,klein
482,lang::A,lang,lang
483,kurz::A,kurz,kurz
484,breit::A,breit,breit
485,schmal::A,schmal,schmal
486,dicht::A,dicht,dicht
487,dick[Gegenstand]::A,dick,dick
488,dünn::A,dünn,dünn
489,fein::A,fein,fein
490,fest::A,fest,fest
491,flach::A,flach,flach
492,glatt::A,glatt,glatt
493,hart::A,hart,hart
494,weich::A,weich,weich
495,rund::A,rund,rund
496,spitz::A,spitz,spitz
497,scharf::A,scharf,scharf
498,stumpf::A,stumpf,stumpf
499,schwer::A,schwer,schwer
500,schön::A,schön,schön
501,heiß::A,heiß,heiß
502,warm::A,warm,warm
503,kalt::A,kalt,kalt
504,kühl::A,kühl,kühl
505,frisch::A,frisch,frisch
506,feucht::A,feucht,feucht
507,nass::A,nass,nass
508,trocken::A,trocken,trocken
509,voll::A,voll,voll
510,leer::A,leer,leer
511,offen::A,offen,offen
512,geschlossen::A,geschlossen,geschlossen
513,sauber::A,sauber,sauber
514,schmutzig::A,schmutzig,schmutzig
515,roh::A,roh,roh
516,reif::A,reif,reif
517,lecker::A,lecker,lecker
518,süß::A,süß,süß
519,bitter::A,bitter,bitter
520,sauer::A,sauer,sauer
521,hell::A,hell,hell
522,dunkel::A,dunkel,dunkel
523,schwarz::A,schwarz,schwarz
524,weiß::A,weiß,weiß
525,rot::A,rot,rot
526,gelb::A,gelb,gelb
527,blau::A,blau,blau
528,grün::A,grün,grün
529,grau::A,grau,grau
530,bunt::A,bunt,bunt
531,billig::A,billig,billig
532,teuer::A,teuer,teuer
533,wertvoll::A,wertvoll,wertvoll
534,blind::A,blind,blind
535,taub::A,taub,taub
536,kräftig::A,kräftig,kräftig
537,stark::A,stark,stark
538,schwach::A,schwach,schwach
539,fett::A,fett,fett
540,schlank::A,schlank,schlank
541,hübsch::A,hübsch,hübsch
542,böse::A,böse,böse
543,dumm::A,dumm,dumm
544,faul::A,faul,faul
545,fleißig::A,fleißig,fleißig
546,geizig::A,geizig,geizig
547,klug::A,klug,klug
548,geschickt::A,geschickt,geschickt
549,lieb::A,lieb,lieb
550,lustig::A,lustig,lustig
551,sanft::A,sanft,sanft
552,hungrig::A,hungrig,hungrig
553,krank::A,krank,krank
554,nackt::A,nackt,nackt
555,traurig::A,traurig,traurig
556,lebendig::A,lebendig,lebendig
557,gut::A,gut,gut
558,schlecht::A,schlecht,schlecht
559,richtig::A,richtig,richtig
560,schlimm::A,schlimm,schlimm
561,wahr::A,wahr,wahr
562,alt::A,alt,alt
563,neu::A,neu,neu
564,ehemalig::A,ehemalig,ehemalig
565,alt[Lebewesen]::A,alt,alt
566,jung::A,jung,jung
567,arm::A,arm,arm
568,reich::A,reich,reich
569,bekannt::A,bekannt,bekannt
570,berühmt::A,berühmt,berühmt
571,fremd::A,fremd,fremd
572,verschieden::A,verschieden,verschieden
573,nah::A,nah,nah
574,fern::A,fern,fern
575,linker::A,linker,linker
576,rechter::A,rechter,rechter
577,anderer::A,anderer,anderer
578,erster::A,erster,erster
579,zweiter::A,zweiter,zweiter
580,dritter::A,dritter,dritter
581,letzter::A,letzter,letzter
582,allein::ADV,allein,allein
583,auf einmal::ADV,auf einmal,auf einmal
584,zusammen::ADV,zusammen,zusammen
585,lange::ADV,lange,lange
586,plötzlich::ADV,plötzlich,plötzlich
587,sofort::ADV,sofort,sofort
588,später::ADV,später,später
589,jetzt::ADV,jetzt,jetzt
590,heute::ADV,heute,heute
591,morgen::ADV,morgen,morgen
592,bald::ADV,bald,bald
593,dann::ADV,dann,dann
594,gestern::ADV,gestern,gestern
595,einst::ADV,einst,einst
596,damals::ADV,damals,damals
597,danach::ADV,danach,danach
598,vorher::ADV,vorher,vorher
599,zuerst::ADV,zuerst,zuerst
600,einmal::ADV,einmal,einmal
601,manchmal::ADV,manchmal,manchmal
602,oft::ADV,oft,oft
603,immer::ADV,immer,immer
604,niemals::ADV,niemals,niemals
605,hier::ADV,hier,hier
606,hierhin::ADV,hierhin,hierhin
607,von hier::ADV,von hier,von hier
608,dort::ADV,dort,dort
609,dorthin::ADV,dorthin,dorthin
610,geradeaus::ADV,geradeaus,geradeaus
611,vorwärts::ADV,vorwärts,vorwärts
612,rückwärts::ADV,rückwärts,rückwärts
613,zurück::ADV,zurück,zurück
614,unten::ADV,unten,unten
615,hinab::ADV,hinab,hinab
616,oben::ADV,oben,oben
617,hinauf::ADV,hinauf,hinauf
618,überall::ADV,überall,überall
619,nicht::ADV,nicht,nicht
620,ein wenig::ADV,ein wenig,ein wenig
621,kaum::ADV,kaum,kaum
622,sehr::ADV,sehr,sehr
623,so::ADV,so,so
624,noch::ADV,noch,noch
625,nur::ADV,nur,nur
626,schon::ADV,schon,schon
627,wieder::ADV,wieder,wieder
628,vergebens::ADV,vergebens,vergebens
629,vor::PRP,vor,vor
630,hinter::PRP,hinter,hinter
631,unter::PRP,unter,unter
632,durch::PRP,durch,durch
633,neben::PRP,neben,neben
634,zwischen::PRP,zwischen,zwischen
635,wegen::PRP,wegen,wegen
636,dies::PRN,dies,dies
637,das::PRN,das,das
638,alles::PRN,alles,alles
639,ich::PRN,ich,ich
640,du::PRN,du,du
641,er::PRN,er,er
642,wir::PRN,wir,wir
643,ihr::PRN,ihr,ihr
644,sie::PRN,sie,sie
645,was::FPRN,was,was
646,wer::FPRN,wer,wer
647,wo::FADV,wo,wo
648,wohin::FADV,wohin,wohin
649,wie::FADV,wie,wie
650,warum::FADV,warum,warum
651,wieviel::FNUM,wieviel,wieviel
652,eins::NUM,eins,eins
653,zwei::NUM,zwei,zwei
654,drei::NUM,drei,drei
655,vier::NUM,vier,vier
656,fünf::NUM,fünf,fünf
657,sechs::NUM,sechs,sechs
658,sieben::NUM,sieben,sieben
659,acht::NUM,acht,acht
660,neun::NUM,neun,neun
661,zehn::NUM,zehn,zehn
662,elf::NUM,elf,elf
663,zwölf::NUM,zwölf,zwölf
664,zwanzig::NUM,zwanzig,zwanzig
665,dreißig::NUM,dreißig,dreißig
666,vierzig::NUM,vierzig,vierzig
667,fünfzig::NUM,fünfzig,fünfzig
668,sechzig::NUM,sechzig,sechzig
669,siebzig::NUM,siebzig,siebzig
670,achtzig::NUM,achtzig,achtzig
671,neunzig::NUM,neunzig,neunzig
672,hundert::NUM,hundert,hundert
673,tausend::NUM,tausend,tausend
674,und::CNJ,und,und
675,oder::CNJ,oder,oder
676,stehen::V,stehen,stehen
677,sitzen::V,sitzen,sitzen
678,liegen::V,liegen,liegen
679,hängen::V,hängen,hängen
680,werden::V,werden,werden
681,passieren::V,passieren,passieren
682,beginnen::V,beginnen,beginnen
683,enden::V,enden,enden
684,wechseln::V,wechseln,wechseln
685,aufgehen[Sonne]::V,aufgehen,aufgehen
686,untergehen[Sonne]::V,untergehen,untergehen
687,scheinen[Sonne]::V,scheinen,scheinen
688,donnern::V,donnern,donnern
689,wehen::V,wehen,wehen
690,strömen::V,strömen,strömen
691,fließen::V,fließen,fließen
692,sich drehen::V,sich drehen,sich drehen
693,schwanken::V,schwanken,schwanken
694,schwingen::V,schwingen,schwingen
695,fallen::V,fallen,fallen
696,brennen::V,brennen,brennen
697,rauchen::V,rauchen,rauchen
698,regnen::V,regnen,regnen
699,gefrieren::V,gefrieren,gefrieren
700,tauen::V,tauen,tauen
701,schmelzen::V,schmelzen,schmelzen
702,trocknen::V,trocknen,trocknen
703,sieden::V,sieden,sieden
704,faulen::V,faulen,faulen
705,verfaulen::V,verfaulen,verfaulen
706,reißen::V,reißen,reißen
707,versinken::V,versinken,versinken
708,vergehen::V,vergehen,vergehen
709,erscheinen::V,erscheinen,erscheinen
710,verschwinden::V,verschwinden,verschwinden
711,sinken::V,sinken,sinken
712,abnehmen::V,abnehmen,abnehmen
713,zunehmen::V,zunehmen,zunehmen
714,steigen::V,steigen,steigen
715,wachsen::V,wachsen,wachsen
716,glänzen::V,glänzen,glänzen
717,funkeln::V,funkeln,funkeln
718,lärmen::V,lärmen,lärmen
719,läuten::V,läuten,läuten
720,klingeln::V,klingeln,klingeln
721,klirren::V,klirren,klirren
722,brausen::V,brausen,brausen
723,rauschen::V,rauschen,rauschen
724,klingen::V,klingen,klingen
725,bellen::V,bellen,bellen
726,heulen::V,heulen,heulen
727,blasen::V,blasen,blasen
728,pfeifen::V,pfeifen,pfeifen
729,schreien::V,schreien,schreien
730,stöhnen::V,stöhnen,stöhnen
731,zittern::V,zittern,zittern
732,leben::V,leben,leben
733,geboren werden::V,geboren werden,geboren werden
734,atmen::V,atmen,atmen
735,trinken::V,trinken,trinken
736,essen::V,essen,essen
737,schlucken::V,schlucken,schlucken
738,müde werden::V,müde werden,müde werden
739,einschlafen::V,einschlafen,einschlafen
740,schlafen::V,schlafen,schlafen
741,aufwachen::V,aufwachen,aufwachen
742,aufstehen::V,aufstehen,aufstehen
743,sich erholen::V,sich erholen,sich erholen
744,krank werden::V,krank werden,krank werden
745,krank sein::V,krank sein,krank sein
746,schmerzen::V,schmerzen,schmerzen
747,husten::V,husten,husten
748,genesen::V,genesen,genesen
749,sterben::V,sterben,sterben
750,umkommen::V,umkommen,umkommen
751,sich bewegen::V,sich bewegen,sich bewegen
752,sich rühren::V,sich rühren,sich rühren
753,sich erheben::V,sich erheben,sich erheben
754,sich setzen::V,sich setzen,sich setzen
755,hinfallen::V,hinfallen,hinfallen
756,laufen::V,laufen,laufen
757,schreiten::V,schreiten,schreiten
758,spazierengehen::V,spazierengehen,spazierengehen
759,eilen::V,eilen,eilen
760,sich beeilen::V,sich beeilen,sich beeilen
761,sausen::V,sausen,sausen
762,rennen::V,rennen,rennen
763,springen::V,springen,springen
764,klettern::V,klettern,klettern
765,schaukeln::V,schaukeln,schaukeln
766,kriechen::V,kriechen,kriechen
767,schwimmen::V,schwimmen,schwimmen
768,tauchen::V,tauchen,tauchen
769,rudern::V,rudern,rudern
770,fahren::V,fahren,fahren
771,fliegen::V,fliegen,fliegen
772,gehen::V,gehen,gehen
773,weggehen::V,weggehen,weggehen
774,abfahren::V,abfahren,abfahren
775,anhalten::V,anhalten,anhalten
776,hineingehen::V,hineingehen,hineingehen
777,eintreten::V,eintreten,eintreten
778,kommen::V,kommen,kommen
779,ankommen::V,ankommen,ankommen
