,Concept_ID,no,sq
413,Leiter::N,stige,shkallë
414,Besen::N,kost,fshesë
415,Spaten::N,spade,lopatë
416,Schaufel::N,skuffe,qyrek
417,Gabel::N,gaffel,pirun
418,Löffel::N,skje,lugë
419,Messer::N,kniv,thikë
420,Nagel::N,spiker,gozhdë
421,Netz::N,nett,rrjetë
422,Haken::N,krok,grep
423,Haken::N,krok,grremç
424,Griff::N,tak,dorak
425,Griff::N,tak,dorezë
426,Griff::N,håndtak,dorak
427,Griff::N,håndtak,dorezë
428,Schloss::N,lås,bravë
429,Bild::N,bilde,tablo
430,Bild::N,bilde,pikturë
431,Figur::N,figur,figurë
432,Puppe::N,dukke,kukull
433,Beutel::N,pose,qese
434,Beutel::N,pose,trastë
435,Bündel::N,bylt,deng
436,Tasche::N,veske,çantë
437,Eimer::N,bøtte,kovë
438,Deckel::N,lokk,kapak
439,Deckel::N,lokk,mbulesë
440,Geschirr::N,kjøkkentøy,enë
441,Sack::N,sekk,thes
442,Sack::N,sekk,torbë
443,Tasse::N,kopp,filxhan
444,Topf::N,gryte,kusi
445,Topf::N,gryte,tenxhere
446,Kessel::N,kjele,kazan
447,Essen::N,mål,ngrënie
448,Nahrung::N,mat,ushqim
449,Nahrung::N,næring,ushqim
450,Speise::N,matrett,gatesë
451,Fleisch::N,kjøtt,mish
452,Getreide::N,korn,drithë
453,Brei::N,grøt,qull
454,Brot::N,brød,bukë
455,Scheibe::N,skive,fetë
456,Fett::N,fett,lyrë
457,Fett::N,fett,yndyrë
458,Butter::N,smør,gjalpë
459,Öl::N,olje,vaj
460,Salz::N,salt,kripë
461,Suppe::N,suppe,supë
462,Suppe::N,suppe,çorbë
463,Honig::N,honning,mjaltë
464,Milch::N,melk,qumësht
465,Tee::N,te,çaj
466,Leder::N,lær,lëkurë
467,Leder::N,skinn,lëkurë
468,Wolle::N,ull,lesh
469,Stoff::N,tøy,pëlhurë
470,Stoff::N,stoff,pëlhurë
471,Nadel::N,nål,gjilpërë
472,Faden::N,tråd,pe
473,Faden::N,tråd,fije
474,Knopf::N,knapp,kopsë
475,Knoten::N,knute,komb
476,Farbe::N,farge,bojë
477,Kleidung::N,påkledning,veshje
478,Hemd::N,skjorte,këmishë
479,Kragen::N,krage,jakë
480,Ärmel::N,erme,mëngë
481,Hose::N,bukse,brekë
482,Gürtel::N,belte,rrip
483,Mütze::N,lue,kësulë
484,Schuh::N,sko,këpucë
485,Stiefel::N,støvel,çizme
486,Ring::N,ring,unazë
487,Band::N,band,shirit
488,Kamm::N,kam,krehër
489,Spiegel::N,speil,pasqyrë
490,Riemen::N,rem,rrip
491,Schnur::N,snor,litar
492,Schnur::N,snor,cikomë
493,Leine::N,line,rrip
494,Decke::N,teppe,batanije
495,Kissen::N,pute,jastëk
496,Tuch::N,tøy,shami
497,Handtuch::N,håndkle,peshqir
498,Kraft::N,kraft,forcë
499,Stärke::N,styrke,koll
500,Gesundheit::N,helse,shëndet
501,Gesundheit::N,sunnhet,shëndet
502,Krankheit::N,syke,sëmundje
503,Krankheit::N,sykdom,sëmundje
504,Schmerz::N,smerte,dhimbje
505,Wunde::N,sår,plagë
506,Fieber::N,feber,ethe
507,Arznei::N,medisin,ilaç
508,Arznei::N,legemiddel,ilaç
509,Brücke::N,bro,urë
510,Brunnen::N,brønn,pus
511,Weide::N,beite,kullotë
512,Pfad::N,sti,ravë
513,Pfad::N,sti,shteg
514,Weg::N,vei,udhë
515,Weg::N,vei,shteg
516,Straße::N,gate,rrugë
517,Dorf::N,landsby,fshat
518,Dorf::N,landsby,katund
519,Stadt::N,by,qytet
520,Brief::N,brev,letër
521,Buch::N,bok,libër
522,Buchstabe::N,bokstav,shkronjë
523,Zeitung::N,avis,gazetë
524,Leben::N,liv,jetë
525,Tod::N,død,mortje
526,Grab::N,grav,varr
527,Kirche::N,kirke,kishë
528,Sünde::N,synd,mëkat
529,Sünde::N,synd,gjynah
530,Gott::N,gud,hy
531,Gott::N,gud,zot
532,Arbeiter::N,arbeider,punëtor
533,Chef::N,sjef,shef
534,Chef::N,sjef,drejtues
535,Meister::N,mester,mjeshtër
536,Arzt::N,lege,mjek
537,Arzt::N,lege,doktor
538,Lehrer::N,lærer,mësues
539,Lehrer::N,lærer,arsimtar
540,Geld::N,penger,para
541,Geld::N,penger,holla
542,Geschäft::N,forretning,ujdi
543,Geschäft::N,forretning,biznes
544,Laden::N,butikk,dyqan
545,Preis::N,pris,çmim
546,Ware::N,vare,mall
547,Nutzen::N,nytte,dobi
548,Nutzen::N,nytte,leverdi
549,Reichtum::N,rikdom,kamje
550,Reichtum::N,rikdom,pasuri
551,Welt::N,verden,botë
552,Land::N,land,vend
553,Staat::N,stat,shtet
554,König::N,konge,mbret
555,Macht::N,makt,fuqi
556,Macht::N,makt,pushtet
557,Grenze::N,grense,kufi
558,Krieg::N,krig,luftë
559,Feind::N,fiende,armik
560,Gewalt::N,vold,dhunë
561,Kampf::N,kamp,luftim
562,Bogen[Waffe]::N,bue,hark
563,Pfeil::N,pil,shigjetë
564,Gewehr::N,gevær,pushkë
565,Fehler::N,feil,gafë
566,Fehler::N,feil,gabim
567,Lüge::N,løgn,gënjeshtër
568,Schaden::N,skade,dëm
569,Schaden::N,skade,zarar
570,Unglück::N,uhell,fatkeqësi
571,Schuld::N,skyld,faj
572,Alter::N,alder,moshë
573,Schluss::N,slutt,fund
574,Zeit::N,tid,kohë
575,Tag::N,dag,ditë
576,Morgen::N,morgen,mëngjes
577,Mittag::N,middag,mesditë
578,Abend::N,aften,mbrëmje
579,Nacht::N,natt,natë
580,Woche::N,uke,javë
581,Monat::N,måned,muaj
582,Jahr::N,år,vit
583,Frühling::N,vår,pranverë
584,Sommer::N,sommer,verë
585,Herbst::N,høst,vjeshtë
586,Winter::N,vinter,dimër
587,Januar::N,januar,janar
588,Februar::N,februar,shkurt
589,März::N,mars,mars
590,April::N,april,prill
591,Mai::N,mai,maj
592,Juni::N,juni,qershor
593,Juli::N,juli,korrik
594,August::N,august,gusht
595,September::N,september,shtator
596,Oktober::N,oktober,tetor
597,November::N,november,nëntor
598,Dezember::N,desember,dhjetor
599,Montag::N,mandag,hënë
600,Dienstag::N,tirsdag,martë
601,Mittwoch::N,onsdag,mërkurë
602,Donnerstag::N,torsdag,enjte
603,Freitag::N,fredag,premte
604,Samstag::N,lørdag,shtunë
605,Sonntag::N,søndag,diel
606,groß::A,stor,madh
607,klein::A,liten,vogël
608,lang::A,lang,gjatë
609,kurz::A,kort,shkurtër
610,breit::A,bred,gjerë
611,schmal::A,smal,ngushtë
612,dicht::A,tett,dendur
613,dick[Gegenstand]::A,tykk,trashë
614,dünn::A,tynn,hollë
615,fein::A,fin,imët
616,fest::A,fast,fortë
617,flach::A,flat,sheshtë
618,glatt::A,glatt,rrafshët
619,hart::A,hard,fortë
620,weich::A,myk,butë
621,weich::A,bløt,butë
622,rund::A,rund,rrumbullakët
623,spitz::A,spiss,majëmprehtë
624,scharf::A,kvass,mprehtë
625,stumpf::A,stubb,topitur
626,schwer::A,tung,rëndë
627,schön::A,pen,bukur
628,schön::A,vakker,bukur
629,heiß::A,het,nxehtë
630,warm::A,varm,ngrohtë
631,kalt::A,kald,ftohtë
632,kühl::A,kjølig,freskët
633,frisch::A,fersk,pastër
634,feucht::A,fuktig,lagësht
635,nass::A,våt,lagur
636,trocken::A,tørr,thatë
637,voll::A,full,plotë
638,leer::A,tom,bosh
639,leer::A,tom,zbrazët
640,offen::A,åpen,hapur
641,geschlossen::A,lukket,mbyllur
642,sauber::A,ren,dëlirë
643,schmutzig::A,skitten,ndyrë
644,roh::A,rå,gjallë
645,reif::A,moden,arrirë
646,lecker::A,lekker,shijshëm
647,süß::A,søt,ëmbël
648,bitter::A,besk,hidhur
649,bitter::A,bitter,hidhur
650,sauer::A,sur,thartë
651,hell::A,lys,me dritë
652,dunkel::A,mørk,errët
653,schwarz::A,svart,i zi
654,weiß::A,hvit,bardhë
655,rot::A,rød,kuq
656,gelb::A,gul,verdhë
657,blau::A,blå,blu
658,blau::A,blå,kaltër
659,grün::A,grønn,blertë
660,grün::A,grønn,gjelbër
661,grau::A,grå,hirtë
662,grau::A,grå,bojë hiri
663,bunt::A,broket,shumëngjyrëshëm
664,billig::A,billig,lirë
665,teuer::A,dyr,shtrenjtë
666,wertvoll::A,verdifull,çmuar
667,wertvoll::A,verdifull,vlershëm
668,blind::A,blind,qorr
669,blind::A,blind,verbër
670,taub::A,døv,shurdhër
671,kräftig::A,kraftig,fuqishëm
672,stark::A,sterk,fortë
673,schwach::A,svak,dobët
674,fett::A,fet,dhjamur
675,schlank::A,slank,hollë
676,hübsch::A,pen,bukur
677,hübsch::A,pen,hijshëm
678,böse::A,slem,keq
679,dumm::A,dum,teveqel
680,faul::A,lat,dembel
681,faul::A,doven,dembel
682,fleißig::A,flittig,zellshëm
683,geizig::A,gjerrig,kurnac
684,geizig::A,gjerrig,dorështrënguar
685,klug::A,klok,mençur
686,geschickt::A,hendig,aftë
687,geschickt::A,skikket,aftë
688,lieb::A,kjær,dashur
689,lieb::A,snill,dashur
690,lustig::A,morsom,gëzuar
691,sanft::A,blid,butë
692,hungrig::A,sulten,uritur
693,krank::A,syk,sëmurë
694,nackt::A,naken,lakuriq
695,nackt::A,naken,zhveshur
696,traurig::A,sørgmodig,trishtuar
697,lebendig::A,levende,gjallë
698,gut::A,god,mirë
699,schlecht::A,dårlig,keq
700,richtig::A,riktig,drejtë
701,schlimm::A,slem,keq
702,wahr::A,sann,vërtetë
703,alt::A,gammel,vjetër
704,neu::A,ny,i ri
705,ehemalig::A,forhenværende,dikurshëm
706,alt[Lebewesen]::A,gammel,plak
707,jung::A,ung,i ri
708,arm::A,fattig,varfër
709,arm::A,fattig,vobektë
710,reich::A,rik,pasur
711,bekannt::A,kjent,njohur
712,berühmt::A,berømt,famshëm
713,fremd::A,fremmed,huaj
714,verschieden::A,forskjellig,ndryshëm
715,nah::A,nær,afërt
716,fern::A,fjern,largët
717,linker::A,venstre,majtë
718,rechter::A,høyre,djathtë
719,anderer::A,annen,tjetër
720,erster::A,første,parë
721,zweiter::A,annen,dytë
722,dritter::A,tredje,i tretë
723,letzter::A,sist,fundit
724,allein::ADV,alene,vetëm
725,auf einmal::ADV,med ett,njëkohësisht
726,zusammen::ADV,sammen,bashkë
727,zusammen::ADV,sammen,së bashku
728,lange::ADV,lenge,për një kohë të gjatë
729,plötzlich::ADV,plutselig,befas
730,sofort::ADV,straks,menjëherë
731,sofort::ADV,straks,aty për aty
732,später::ADV,senere,më vonë
733,jetzt::ADV,nå,tash
734,heute::ADV,i dag,sot
735,morgen::ADV,i morgen,nesër
736,bald::ADV,snart,shpejt
737,bald::ADV,snart,së shpejti
738,dann::ADV,så,pastaj
739,gestern::ADV,i går,dje
740,einst::ADV,engang,dikur
741,damals::ADV,den gang,atëherë
742,danach::ADV,deretter,mandej
743,vorher::ADV,før,më parë
744,vorher::ADV,i forveien,më parë
745,zuerst::ADV,først,së pari
746,einmal::ADV,en gang,njëherë
747,manchmal::ADV,somme tider,nganjëherë
748,oft::ADV,ofte,shpesh
749,immer::ADV,alltid,përherë
750,immer::ADV,alltid,gjithnjë
751,niemals::ADV,aldri,kurrë
752,niemals::ADV,aldri,asnjëherë
753,hier::ADV,her,këtu
754,hierhin::ADV,hit,knej
755,von hier::ADV,herfra,që këtej
756,von hier::ADV,herfra,prej këtej
757,dort::ADV,der,aty
758,dort::ADV,der,atje
759,dorthin::ADV,dit,anej
760,geradeaus::ADV,rett fram,drejt
761,vorwärts::ADV,fram,mbroth
762,vorwärts::ADV,fram,përpara
763,vorwärts::ADV,framover,mbroth
764,vorwärts::ADV,framover,përpara
765,rückwärts::ADV,baklengs,mbrapsht
766,zurück::ADV,tilbake,prapa
767,zurück::ADV,tilbake,mbrapsht
768,unten::ADV,nede,poshtë
769,hinab::ADV,ned,përposh
770,hinab::ADV,nedover,përposh
771,oben::ADV,oppe,lart
772,oben::ADV,oppe,sipër
773,oben::ADV,ovenpå,lart
774,oben::ADV,ovenpå,sipër
775,hinauf::ADV,opp,lart
776,hinauf::ADV,opp,përpjetë
777,hinauf::ADV,oppover,lart
778,hinauf::ADV,oppover,përpjetë
779,überall::ADV,overalt,kudo
780,nicht::ADV,ikke,s'
781,nicht::ADV,ikke,nuk
782,ein wenig::ADV,litt,një tis
783,kaum::ADV,neppe,mezi
784,sehr::ADV,svært,fort
785,sehr::ADV,svært,shumë
786,so::ADV,så,ashtu
787,so::ADV,så,kështu
788,noch::ADV,enda,ende
789,noch::ADV,enda,akoma
790,nur::ADV,bare,vetëm
791,schon::ADV,alt,tashmë
792,schon::ADV,allerede,tashmë
793,wieder::ADV,igjen,përsëri
794,vergebens::ADV,forgjeves,kot
795,vor::PRP,foran,para
796,vor::PRP,utenfor,para
797,hinter::PRP,bak,prapa
798,hinter::PRP,bak,mbrapa
799,hinter::PRP,bakom,prapa
800,hinter::PRP,bakom,mbrapa
801,unter::PRP,under,nën
802,durch::PRP,gjennom,nëpër
803,durch::PRP,igjennom,nëpër
804,neben::PRP,ved siden av,pranë
805,neben::PRP,ved siden av,përbri
806,zwischen::PRP,mellom,midis
807,zwischen::PRP,mellom,ndërmjet
808,wegen::PRP,på grunn av,për
809,dies::PRN,dette,ky
810,das::PRN,det,ky
811,alles::PRN,alt,gjithçka
812,ich::PRN,jeg,unë
813,du::PRN,du,ti
814,er::PRN,han,ai
815,wir::PRN,vi,ne
816,ihr::PRN,dere,ju
817,sie::PRN,de,ata
818,was::FPRN,hva,ç'
819,was::FPRN,hva,çfarë
820,wer::FPRN,hvem,kush
821,wo::FADV,hvor,ku
822,wohin::FADV,hvor ... hen,për ku
823,wie::FADV,hvordan,si
824,warum::FADV,hvorfor,pse
825,warum::FADV,hvorfor,përse
826,wieviel::FNUM,hvor mye,sa
827,eins::NUM,en,një
828,eins::NUM,ett,një
829,zwei::NUM,to,dy
830,drei::NUM,tre,tre
831,vier::NUM,fire,katër
