,Concept_ID,zh,se
77,Bart::N,胡子,siämu
78,Bart::N,胡子,seäm
79,Bart::N,胡子,ся̄м
80,Kinn::N,下巴,gaejpie
81,Kinn::N,下巴,gájbbe
82,Kinn::N,下巴,gáibi
83,Kinn::N,下巴,käibi
84,Kinn::N,下巴,käi´bb
85,Kinn::N,下巴,ка̄ййп
86,Kiefer[Anatomie]::N,颌,gaejpie
87,Kiefer[Anatomie]::N,颌,oalol
88,Kiefer[Anatomie]::N,颌,oaloldákte
89,Kiefer[Anatomie]::N,颌,gáibi
90,Kiefer[Anatomie]::N,颌,uá'lultähti
91,Kiefer[Anatomie]::N,颌,vuâl'lõš
92,Kiefer[Anatomie]::N,颌,вуаллнешш
93,Kehle::N,嗓子,gealoe
94,Kehle::N,嗓子,tjåttå
95,Kehle::N,嗓子,njiello
96,Kehle::N,嗓子,čotta
97,Kehle::N,嗓子,čuudâ
98,Kehle::N,嗓子,čoodd
99,Kehle::N,嗓子,чонт
100,Kehle::N,嗓子,кэ̄ҏс
101,Hals::N,颈,tjeapohke
102,Hals::N,颈,tjiebet
103,Hals::N,颈,čeabet
104,Hals::N,颈,čiäppát
105,Hals::N,颈,čeäppat
106,Hals::N,颈,ча̄пэх
107,Genick::N,后颈,tjovrese
108,Genick::N,后颈,nisske
109,Genick::N,后颈,niehkki
110,Genick::N,后颈,niski
111,Genick::N,后颈,niek'ki
112,Genick::N,后颈,nji´šǩǩmaadd
113,Genick::N,后颈,нышшькмоант
114,Kopf::N,头,åejjie
115,Kopf::N,头,oajvve
116,Kopf::N,头,oaivi
117,Kopf::N,头,uái'vi
118,Kopf::N,头,vuei´vv
119,Kopf::N,头,вуэййв
120,Rücken::N,背,rudtje
121,Rücken::N,背,hárddo
122,Rücken::N,背,tjavelk
123,Rücken::N,背,sealgi
124,Rücken::N,背,selgi
125,Rücken::N,背,čielgi
126,Rücken::N,背,seä´lǧǧ
127,Rücken::N,背,се̄лльк
128,Bauch::N,肚子,tjåejjie
129,Bauch::N,肚子,tjoajvve
130,Bauch::N,肚子,čoavji
131,Bauch::N,肚子,čuáv'ji
132,Bauch::N,肚子,čåu´jj
133,Bauch::N,肚子,чо̄ввьй
134,Nabel::N,肚脐,naepie
135,Nabel::N,肚脐,náhpe
136,Nabel::N,肚脐,náhpi
137,Nabel::N,肚脐,nääpi
138,Nabel::N,肚脐,nää´pp
139,Nabel::N,肚脐,на̄бпь
140,Busen::N,胸脯,boenge
141,Busen::N,胸脯,bållå
142,Busen::N,胸脯,čižži
143,Busen::N,胸脯,njamma
144,Busen::N,胸脯,njižže
145,Busen::N,胸脯,nje´ǯǯ
146,Busen::N,胸脯,раннҍт
147,Brust::N,胸,mïelke
148,Brust::N,胸,radde
149,Brust::N,胸,mielgga
150,Brust::N,胸,raddi
151,Brust::N,胸,radde
152,Brust::N,胸,râ´dd
153,Brust::N,胸,раннҍт
154,Schulter::N,肩膀,åelkie
155,Schulter::N,肩膀,oalgge
156,Schulter::N,肩膀,hárdu
157,Schulter::N,肩膀,ärdee
158,Schulter::N,肩膀,uál'gi
159,Schulter::N,肩膀,a´rddi
160,Schulter::N,肩膀,vuä´lǧǧ
161,Schulter::N,肩膀,вуэллык
162,Arm::N,臂膀,gïete
163,Arm::N,臂膀,giehta
164,Arm::N,臂膀,giehta
165,Arm::N,臂膀,kietâ
166,Arm::N,臂膀,kie'tâkaaṿâ
167,Arm::N,臂膀,ǩiõtt
168,Arm::N,臂膀,кӣдт
169,Ellenbogen::N,肘,gernjere
170,Ellenbogen::N,肘,garŋŋel
171,Ellenbogen::N,肘,gargŋil
172,Ellenbogen::N,肘,käŋŋir
173,Ellenbogen::N,肘,kõõnjâr
174,Ellenbogen::N,肘,карьнэль
175,Hand::N,手,gïete
176,Hand::N,手,giehta
177,Hand::N,手,giehta
178,Hand::N,手,kietâ
179,Hand::N,手,ǩiõtt
180,Hand::N,手,кӣдт
181,Handfläche::N,手掌,gïeten-låapoe
182,Handfläche::N,手掌,giehtavuodo
183,Handfläche::N,手掌,tjårmmåvuodo
184,Handfläche::N,手掌,giehtaloahpu
185,Handfläche::N,手掌,kiämád
186,Handfläche::N,手掌,kuámmir
187,Handfläche::N,手掌,kuä´m'mer
188,Handfläche::N,手掌,ǩiõttǩeä´m'men
189,Handfläche::N,手掌,ко̄а̄ллдэгк
190,Handfläche::N,手掌,кӣдткоалдэгк
191,Finger::N,手指,soerme
192,Finger::N,手指,tjuvdde
193,Finger::N,手指,suorbma
194,Finger::N,手指,čuvde
195,Finger::N,手指,suor'mâ
196,Finger::N,手指,suõrmm
197,Finger::N,手指,це̄ххп
198,Fingernagel::N,指甲,gadtse
199,Fingernagel::N,指甲,guehpere
200,Fingernagel::N,指甲,gadtsa
201,Fingernagel::N,指甲,gazza
202,Fingernagel::N,指甲,kozzâ
203,Fingernagel::N,指甲,kõʒʒ
204,Fingernagel::N,指甲,кэ̄ннц
205,Nagel[Anatomie]::N,指甲,gadtse
206,Nagel[Anatomie]::N,指甲,guehpere
207,Nagel[Anatomie]::N,指甲,gadtsa
208,Nagel[Anatomie]::N,指甲,gazza
209,Nagel[Anatomie]::N,指甲,kozzâ
210,Nagel[Anatomie]::N,指甲,kõʒʒ
211,Nagel[Anatomie]::N,指甲,кэ̄ннц
212,Zeh::N,脚趾,tjiehtjere
213,Zeh::N,脚趾,juolggetjuvdde
214,Zeh::N,脚趾,juolgesuorbma
215,Zeh::N,脚趾,jyel'gisuor'mâ
216,Zeh::N,脚趾,jue´lǧǧsuõrmm
217,Zeh::N,脚趾,ю̄лльк-це̄һп
218,Fuß::N,脚,juelkie
219,Fuß::N,脚,juolgge
220,Fuß::N,脚,juolgi
221,Fuß::N,脚,jyel'gi
222,Fuß::N,脚,jue´lǧǧ
223,Fuß::N,脚,ла̄бпь
224,Ferse::N,后跟,båetskie
225,Ferse::N,后跟,boasske
226,Ferse::N,后跟,šušmi
227,Ferse::N,后跟,šušme
228,Ferse::N,后跟,jue´lǧǧkädd
229,Ferse::N,后跟,ка̄ннт
230,Knie::N,膝,boelve
231,Knie::N,膝,buolvva
232,Knie::N,膝,čibbi
233,Knie::N,膝,veaŋki
234,Knie::N,膝,iidâ
235,Knie::N,膝,puõlvv
236,Knie::N,膝,пуллв
237,Oberschenkel::N,大腿,ruaksja
238,Oberschenkel::N,大腿,tjibbe
239,Oberschenkel::N,大腿,gassaváhkká
240,Oberschenkel::N,大腿,badjeváhkáa
241,Oberschenkel::N,大腿,čuár'bpeeḷi
242,Oberschenkel::N,大腿,če´bb
243,Oberschenkel::N,大腿,чуаррбе̄лль
244,Bein::N,腿,juelkie
245,Bein::N,腿,juolgge
246,Bein::N,腿,juolgi
247,Bein::N,腿,jyel'gi
248,Bein::N,腿,jue´lǧǧ
249,Bein::N,腿,ю̄лльк
250,Körper::N,身体,kråahpe
251,Körper::N,身体,rumáj
252,Körper::N,身体,rumaš
253,Körper::N,身体,ruumâš
254,Körper::N,身体,rå´pp
255,Körper::N,身体,лышшьк
256,Körper::N,身体,роаӈӈьк
257,Haut::N,皮肤,njaltja
258,Haut::N,皮肤,lijkke
259,Haut::N,皮肤,tjuobma
260,Haut::N,皮肤,liiki
261,Haut::N,皮肤,liške
262,Haut::N,皮肤,le´šǩǩ
263,Haut::N,皮肤,лышшьк
264,Blut::N,血,vïrre
265,Blut::N,血,maelie
266,Blut::N,血,varra
267,Blut::N,血,varra
268,Blut::N,血,vorrâ
269,Blut::N,血,võrr
270,Blut::N,血,вэ̄рр
271,Ader::N,血管,åerie
272,Ader::N,血管,aajroe
273,Ader::N,血管,suodna
274,Ader::N,血管,varrasuotna
275,Ader::N,血管,suoṇâ
276,Ader::N,血管,suõnn
277,Ader::N,血管,сӯнн
278,Sehne::N,腱,soene
279,Sehne::N,腱,gåårtenje
280,Sehne::N,腱,suodna
281,Sehne::N,腱,suotna
282,Sehne::N,腱,suoṇâ
283,Sehne::N,腱,suõnn
284,Sehne::N,腱,сӯнн
285,Knochen::N,骨,måara
286,Knochen::N,骨,måaroe
287,Knochen::N,骨,dákte
288,Knochen::N,骨,dákti
289,Knochen::N,骨,tähti
290,Knochen::N,骨,tä´htt
291,Knochen::N,骨,та̄ххт
292,Knochen::N,骨,та̄ффьт
293,Gehirn::N,脑,aajla
294,Gehirn::N,脑,vuojŋam
295,Gehirn::N,脑,vuoigŋašat
296,Gehirn::N,脑,vuoi'ŋâšeh
297,Gehirn::N,脑,vuo'ivâšneh
298,Gehirn::N,脑,vuõivâšn
299,Gehirn::N,脑,вуэййвэшна
300,Herz::N,心,vaajmoe
301,Herz::N,心,tsåhke
302,Herz::N,心,váibmu
303,Herz::N,心,váimu
304,Herz::N,心,čââ´đ
305,Herz::N,心,кӯттҌк
306,Magen::N,胃,tjåejjie
307,Magen::N,胃,tjoajvve
308,Magen::N,胃,čoavji
309,Magen::N,胃,čuáv'ji
310,Magen::N,胃,čåu´jj
311,Magen::N,胃,чо̄ввьй
312,Leber::N,肝,mueksie
313,Leber::N,肝,librre
314,Leber::N,肝,vuoivvas
315,Leber::N,肝,vuoivâs
316,Leber::N,肝,vuõivâs
317,Leber::N,肝,вуйвас
318,Atem::N,呼吸,voejngehtasse
319,Atem::N,呼吸,båssånis
320,Atem::N,呼吸,vuojŋadahka
321,Atem::N,呼吸,vuoiŋŋahat
322,Atem::N,呼吸,vuo'iŋâstim
323,Atem::N,呼吸,jiõg'g
324,Atem::N,呼吸,вӯйнас
325,Atem::N,呼吸,вӯййнмушш
326,Hunger::N,饿,nielkie
327,Hunger::N,饿,nielgge
328,Hunger::N,饿,nealgi
329,Hunger::N,饿,nelgi
330,Hunger::N,饿,neä´lǧǧ
331,Hunger::N,饿,не̄лльк
332,Träne::N,眼泪,gïknjele
333,Träne::N,眼泪,ganjál
334,Träne::N,眼泪,ganjal
335,Träne::N,眼泪,koonjâl
336,Träne::N,眼泪,kõõnjâl
337,Träne::N,眼泪,кэ̄нял
338,Geschmack::N,味道,aelmie
339,Geschmack::N,味道,muosse
340,Geschmack::N,味道,smáhkka
341,Geschmack::N,味道,máhku
342,Geschmack::N,味道,smáhkka
343,Geschmack::N,味道,mááhu
344,Geschmack::N,味道,smakkâ
345,Geschmack::N,味道,njõõd
346,Geschmack::N,味道,smääkk
347,Geschmack::N,味道,ня̄лльк
348,Geruch::N,气味,haaje
349,Geruch::N,气味,habjja
350,Geruch::N,气味,hádja
351,Geruch::N,气味,opsâ
352,Geruch::N,气味,haajâ
353,Geruch::N,气味,õpss
354,Geruch::N,气味,haajj
355,Geruch::N,气味,апс
356,Geruch::N,气味,лэ̄гк
357,Schlaf::N,睡眠,nahkerh
358,Schlaf::N,睡眠,nager
359,Schlaf::N,睡眠,oados
360,Schlaf::N,睡眠,nagir
361,Schlaf::N,睡眠,naṿer
362,Schlaf::N,睡眠,nââ´er
363,Schlaf::N,睡眠,нагерь
364,Traum::N,梦,nahkere
365,Traum::N,梦,niehko
366,Traum::N,梦,niehku
367,Traum::N,梦,naṿer
368,Traum::N,梦,nââ´er
369,Traum::N,梦,нагерь
370,Himmel::N,天空,elmie
371,Himmel::N,天空,almme
372,Himmel::N,天空,albmi
373,Himmel::N,天空,alme
374,Himmel::N,天空,â´lmm
375,Himmel::N,天空,алльм
376,Sonne::N,太阳,biejjie
377,Sonne::N,太阳,bæjvásj
378,Sonne::N,太阳,beaivváš
379,Sonne::N,太阳,peivi
380,Sonne::N,太阳,piäiváš
381,Sonne::N,太阳,pei´vv
382,Sonne::N,太阳,пе̄ййв
383,Mond::N,月亮,aske
384,Mond::N,月亮,mánno
385,Mond::N,月亮,mánnu
386,Mond::N,月亮,máánu
387,Mond::N,月亮,mään
388,Mond::N,月亮,ма̄нн
389,Stern::N,星,daasta
390,Stern::N,星,naestie
391,Stern::N,星,násste
392,Stern::N,星,násti
393,Stern::N,星,täsni
394,Stern::N,星,tä´snn
395,Stern::N,星,та̄ссьт
396,Luft::N,空气,elmie
397,Luft::N,空气,ájmmo
398,Luft::N,空气,áibmu
399,Luft::N,空气,áimu
400,Luft::N,空气,šõŋŋ
401,Luft::N,空气,вӯйнас
402,Wind::N,风,bïegke
403,Wind::N,风,biegga
404,Wind::N,风,biegga
405,Wind::N,风,pieg'gâ
406,Wind::N,风,piõg'g
407,Wind::N,风,пӣӈӈк
408,Welle::N,波,baaroe
409,Welle::N,波,bárro
410,Welle::N,波,bárru
411,Welle::N,波,pááṛu
412,Welle::N,波,päärr
413,Welle::N,波,нэ̄ммп
414,Wasser::N,水,tjaetsie
415,Wasser::N,水,tjáhtje
416,Wasser::N,水,čáhci
417,Wasser::N,水,čääci
418,Wasser::N,水,čää´cc
419,Wasser::N,水,ча̄дзь
420,Stein::N,石头,gierkie
421,Stein::N,石头,giergge
422,Stein::N,石头,geađgi
423,Stein::N,石头,keđgi
424,Stein::N,石头,ǩeä´dǧǧ
425,Stein::N,石头,ке̄ддҌк
426,Boden::N,地面,betnie
427,Boden::N,地面,ednam
428,Boden::N,地面,bodni
429,Boden::N,地面,vuođđu
430,Boden::N,地面,ponne
431,Boden::N,地面,vuáđ̣u
432,Boden::N,地面,vuâđđ
433,Boden::N,地面,лаввьн
434,Boden::N,地面,е̄ммьне
435,Erde::N,地,jåarta
436,Erde::N,地,mueltie
437,Erde::N,地,ednam
438,Erde::N,地,mållde
439,Erde::N,地,eana
440,Erde::N,地,eennâm
441,Erde::N,地,mädd
442,Erde::N,地,jânnam
443,Erde::N,地,е̄ммьне
444,Staub::N,灰尘,heblie
445,Staub::N,灰尘,tsumhtsie
446,Staub::N,灰尘,dubme
447,Staub::N,灰尘,dopmu
448,Staub::N,灰尘,kovjâ
449,Staub::N,灰尘,põõ´l
450,Staub::N,灰尘,кэ̄ббьй
451,Rauch::N,烟,soeve
452,Rauch::N,烟,suovva
453,Rauch::N,烟,suovva
454,Rauch::N,烟,suoṿâ
455,Rauch::N,烟,suõvv
456,Rauch::N,烟,сӯвв
457,Funke::N,火花,naestie
458,Funke::N,火花,tjuonam
459,Funke::N,火花,čuotnan
460,Funke::N,火花,čuođâlm
461,Funke::N,火花,iiskâr
462,Funke::N,火花,čuõzzâm
463,Funke::N,火花,чӯссэм
464,Feuer::N,火,dålle
465,Feuer::N,火,dållå
466,Feuer::N,火,dolla
467,Feuer::N,火,tullâ
468,Feuer::N,火,toll
469,Feuer::N,火,то̄лл
470,Licht::N,光,tjoevke
471,Licht::N,光,tjuovgga
472,Licht::N,光,čuovga
473,Licht::N,光,čuovggas
474,Licht::N,光,čuoṿâ
475,Licht::N,光,toll
476,Licht::N,光,čuõvv
477,Licht::N,光,то̄лл
478,Schatten::N,影子,skugkie
479,Schatten::N,影子,soejvene
480,Schatten::N,影子,irkes
481,Schatten::N,影子,sieges
482,Schatten::N,影子,itku
483,Schatten::N,影子,suoivâ
484,Schatten::N,影子,õõtt
485,Schatten::N,影子,ǩeeu´niǩ
486,Schatten::N,影子,кывьнэхь
487,Wetter::N,天气,vïerhtse
488,Wetter::N,天气,dálkke
489,Wetter::N,天气,dálki
490,Wetter::N,天气,šoŋŋâ
491,Wetter::N,天气,šõŋŋ
492,Wetter::N,天气,шэ̄ӈӈ
493,Nebel::N,雾,såavla
494,Nebel::N,雾,mearhka
495,Nebel::N,雾,murkko
496,Nebel::N,雾,mierkká
497,Nebel::N,雾,mierká
498,Nebel::N,雾,miär'kká
499,Nebel::N,雾,oṃo
500,Nebel::N,雾,sue´lnn
501,Nebel::N,雾,цӣгк
502,Nebel::N,雾,сулльн
503,Wolke::N,云,balve
504,Wolke::N,云,balvva
505,Wolke::N,云,balva
506,Wolke::N,云,polvâ
507,Wolke::N,云,põlvv
508,Wolke::N,云,пэллв
509,Regen::N,雨,ebrie
510,Regen::N,雨,harvve
511,Regen::N,雨,arvi
512,Regen::N,雨,arve
513,Regen::N,雨,â´brr
514,Regen::N,雨,аббьр
515,Schnee::N,雪,lopme
516,Schnee::N,雪,moehtege
517,Schnee::N,雪,muohta
518,Schnee::N,雪,muohta
519,Schnee::N,雪,muotâ
520,Schnee::N,雪,muõtt
521,Schnee::N,雪,вэ̄дз
522,Schnee::N,雪,куэллт
523,Eis::N,冰,jïenge
524,Eis::N,冰,jiegŋa
525,Eis::N,冰,jiekŋa
526,Eis::N,冰,jieŋ̣â
527,Eis::N,冰,jiõŋŋ
528,Eis::N,冰,ӣӈӈ
529,Frost::N,霜冻,baajkoe
530,Frost::N,霜冻,tjoasskem
531,Frost::N,霜冻,buolaš
532,Frost::N,霜冻,puolâš
533,Frost::N,霜冻,puõlâš
534,Frost::N,霜冻,мӯнь
535,Kälte::N,寒冷,jueskie
536,Kälte::N,寒冷,tjåetskeme
537,Kälte::N,寒冷,tjoasskem
538,Kälte::N,寒冷,čoaskin
539,Kälte::N,寒冷,ko'lmâsvuotâ
540,Kälte::N,寒冷,ijss
541,Kälte::N,寒冷,čuä´cǩǩem
542,Kälte::N,寒冷,tuârggnjõs
543,Kälte::N,寒冷,кэ̄лмас
544,Hitze::N,炎热,baahke
545,Hitze::N,炎热,báhkka
546,Hitze::N,炎热,báhkka
547,Hitze::N,炎热,pakkâ
548,Hitze::N,炎热,kuṃe
549,Hitze::N,炎热,paašt
550,Hitze::N,炎热,жоарр
551,Raureif::N,霜,jyjse
552,Raureif::N,霜,ridne
553,Raureif::N,霜,goarre
554,Raureif::N,霜,ritni
555,Raureif::N,霜,suhči
556,Raureif::N,霜,riṇe
557,Raureif::N,霜,ай
558,Regenbogen::N,虹,aatjan goengere
559,Regenbogen::N,虹,aatjan joekse
560,Regenbogen::N,虹,ádjájuoksa
561,Regenbogen::N,虹,arvedávgi
562,Regenbogen::N,虹,bajándávgi
563,Regenbogen::N,虹,äijihtävgi
564,Regenbogen::N,虹,teârmmazjohss
565,Regenbogen::N,虹,тӣрмесью̄ккс
566,Donner::N,雷,raejrie
567,Donner::N,雷,átjek
568,Donner::N,雷,átjárájdde
569,Donner::N,雷,áddjá
570,Donner::N,雷,baján
571,Donner::N,雷,juuṛâ
572,Donner::N,雷,tie´rmes
573,Donner::N,雷,тӣрмесь
574,Donner::N,雷,ча̄ркнэгк
575,Strömung::N,水流,njuvvie
576,Strömung::N,水流,ájggedáhpe
577,Strömung::N,水流,rávdnji
578,Strömung::N,水流,virde
579,Strömung::N,水流,ve´rdd
580,Strömung::N,水流,выррьт
581,Tropfen::N,滴,gåajhkohts
582,Tropfen::N,滴,gåjkudis
583,Tropfen::N,滴,goaikkanas
584,Tropfen::N,滴,čalme
585,Tropfen::N,滴,čâ´lmm
586,Tropfen::N,滴,ча̄лльм
587,Schaum::N,泡沫,sapte
588,Schaum::N,泡沫,såpptå
589,Schaum::N,泡沫,sokta
590,Schaum::N,泡沫,suptâ
591,Schaum::N,泡沫,soptt
592,Schaum::N,泡沫,со̄ппт
593,Schmutz::N,赃物,haaskoe
594,Schmutz::N,赃物,duolvva
595,Schmutz::N,赃物,duolva
596,Schmutz::N,赃物,durdi
597,Schmutz::N,赃物,stänži
598,Schmutz::N,赃物,sähss
599,Schmutz::N,赃物,са̄ккьс
600,Schmutz::N,赃物,не̄шшь
601,See::N,湖,jaevrie
602,See::N,湖,jávrre
603,See::N,湖,jávri
604,See::N,湖,jävri
605,See::N,湖,jâu´rr
606,See::N,湖,я̄ввьр
607,Sumpf::N,沼泽,pluevie
608,Sumpf::N,沼泽,áhpe
609,Sumpf::N,沼泽,sæmssa
610,Sumpf::N,沼泽,jeaggi
611,Sumpf::N,沼泽,jeggi
612,Sumpf::N,沼泽,jeä´ǧ'ǧ
613,Sumpf::N,沼泽,ла̄ммьп
614,Moor::N,沼泽,pluevie
615,Moor::N,沼泽,jiegge
616,Moor::N,沼泽,suotnju
617,Moor::N,沼泽,karrii
618,Moor::N,沼泽,kä´rev
619,Moor::N,沼泽,veättaǩ
620,Moor::N,沼泽,ла̄ммьп
621,Wiese::N,草地,ïentje
622,Wiese::N,草地,giedde
623,Wiese::N,草地,gieddi
624,Wiese::N,草地,nijtto
625,Wiese::N,草地,пуэшенҍ
626,Wald::N,森林,skåake
627,Wald::N,森林,skåajje
628,Wald::N,森林,miehtsie
629,Wald::N,森林,vuovdde
630,Wald::N,森林,miehttse
631,Wald::N,森林,vuovdi
632,Wald::N,森林,meahcci
633,Wald::N,森林,mecci
634,Wald::N,森林,vyemi
635,Wald::N,森林,vue´mm
636,Wald::N,森林,meä´c'c
637,Wald::N,森林,ля̄ммт
638,Hügel::N,丘陵,deava
639,Hügel::N,丘陵,dievvá
640,Hügel::N,丘陵,dievvá
641,Hügel::N,丘陵,čummâ
642,Hügel::N,丘陵,pä´rcc
643,Hügel::N,丘陵,teä´rmm
644,Hügel::N,丘陵,ка̄ннҌт
645,Anhöhe::N,山丘,deava
646,Anhöhe::N,山丘,jalladahke
647,Anhöhe::N,山丘,dievásj
648,Anhöhe::N,山丘,aláš
649,Anhöhe::N,山丘,luohkká
650,Anhöhe::N,山丘,tiävá
651,Anhöhe::N,山丘,poorááš
652,Anhöhe::N,山丘,ču´lpp
653,Anhöhe::N,山丘,škâu´ŋŋ
654,Anhöhe::N,山丘,ка̄ннҌт
655,Berg::N,山,bïerje
656,Berg::N,山,várre
657,Berg::N,山,várri
658,Berg::N,山,vääṛi
659,Berg::N,山,vää´rr
660,Berg::N,山,те̄ррьм
661,Gipfel::N,峰,dalvese
662,Gipfel::N,峰,tjåhkkå
663,Gipfel::N,峰,čohkka
664,Gipfel::N,峰,čokke
665,Gipfel::N,峰,čå´ǩǩ
666,Gipfel::N,峰,ла̄ддҍв
667,Höhle::N,洞穴,beajoe
668,Höhle::N,洞穴,rájgge
669,Höhle::N,洞穴,sluoggo
670,Höhle::N,洞穴,biedju
671,Höhle::N,洞穴,kuovđâšm
672,Höhle::N,洞穴,skuõrr
673,Höhle::N,洞穴,вуэӈӈк
674,Abhang::N,斜坡,boelte
675,Abhang::N,斜坡,brijrie
676,Abhang::N,斜坡,bállte
677,Abhang::N,斜坡,vielti
678,Abhang::N,斜坡,luohkká
679,Abhang::N,斜坡,viel'tti
680,Abhang::N,斜坡,vie´ltt
681,Abhang::N,斜坡,луэххк
682,Quelle::N,泉,aajege
683,Quelle::N,泉,gaaltije
684,Quelle::N,泉,ája
685,Quelle::N,泉,ája
686,Quelle::N,泉,gáldu
687,Quelle::N,泉,aajâ
688,Quelle::N,泉,käldee
689,Quelle::N,泉,lädd
690,Quelle::N,泉,käivv
691,Quelle::N,泉,ка̄ййв
692,Bach::N,溪,johketje
693,Bach::N,溪,jåhkå
694,Bach::N,溪,jågåsj
695,Bach::N,溪,jogaš
696,Bach::N,溪,aajâ
697,Bach::N,溪,vuäjj
698,Bach::N,溪,вуэйй
699,Fluss::N,河流,johke
700,Fluss::N,河流,ædno
701,Fluss::N,河流,jåhkå
702,Fluss::N,河流,johka
703,Fluss::N,河流,juuhâ
704,Fluss::N,河流,jokk
705,Fluss::N,河流,jeänn
706,Fluss::N,河流,ё̄гк
707,Ufer::N,岸,beala
708,Ufer::N,岸,gádde
709,Ufer::N,岸,gáddi
710,Ufer::N,岸,riddo
711,Ufer::N,岸,redd
712,Ufer::N,岸,рыннт
713,Küste::N,海岸,mïere
714,Küste::N,海岸,gaedtie
715,Küste::N,海岸,merragádde
716,Küste::N,海岸,merraguovllo
717,Küste::N,海岸,gáddi
718,Küste::N,海岸,riddo
719,Küste::N,海岸,miârr'redd
720,Küste::N,海岸,рыннт
721,Festland::N,大陆,gaedtie
722,Festland::N,大陆,gádde
723,Festland::N,大陆,nannán
724,Festland::N,大陆,kušknjâs
725,Festland::N,大陆,eennâm
726,Festland::N,大陆,jânnam
727,Festland::N,大陆,ма̄ннтэр
728,Meer::N,海,mearoe
729,Meer::N,海,merra
730,Meer::N,海,nuorre
731,Meer::N,海,áhpi
732,Meer::N,海,mearra
733,Meer::N,海,meeṛâ
734,Meer::N,海,miârr
735,Meer::N,海,ме̄рр
736,Bucht::N,海湾,loekte
737,Bucht::N,海湾,oagge
738,Bucht::N,海湾,luokta
739,Bucht::N,海湾,luokta
740,Bucht::N,海湾,čuáj̣á
741,Bucht::N,海湾,luhtt
742,Bucht::N,海湾,вӯнн
743,Bucht::N,海湾,лӯххт
744,Insel::N,岛,sååle
745,Insel::N,岛,suoloj
746,Insel::N,岛,suolu
747,Insel::N,岛,suálui
748,Insel::N,岛,suâl
749,Insel::N,岛,суэл
750,Blume::N,花,rïesege
751,Blume::N,花,giedjek
752,Blume::N,花,rássi
753,Blume::N,花,kukká
754,Blume::N,花,heä´rvvrää´ss
755,Blume::N,花,ывьнэнч
756,Gras::N,草,kraesie
757,Gras::N,草,rásse
758,Gras::N,草,rássi
759,Gras::N,草,rääsi
760,Gras::N,草,rää´ss
761,Gras::N,草,ра̄ссь
762,Wurzel::N,根,roehtse
763,Wurzel::N,根,ruohttsa
764,Wurzel::N,根,ruohtas
