,Concept_ID,pt,no
245,Kind::N,filho,barn
246,Kind::N,criança,barn
247,Junge::N,rapaz,gutt
248,Junge::N,menino,gutt
249,Mädchen::N,menina,pike
250,Mädchen::N,menina,jente
251,Mädchen::N,rapariga,pike
252,Mädchen::N,rapariga,jente
253,Familie::N,família,familie
254,Großvater::N,avô,bestefar
255,Großmutter::N,avó,bestemor
256,Eltern::N,pais,foreldre
257,Vater::N,pai,far
258,Mutter::N,mãe,mor
259,Sohn::N,filho,sønn
260,Tochter::N,filha,datter
261,Bruder::N,irmão,bror
262,Schwester::N,irmã,søster
263,Onkel::N,tio,onkel
264,Tante::N,tia,tante
265,Ehemann::N,esposo,ektemann
266,Ehefrau::N,esposa,hustru
267,Freude::N,prazer,glede
268,Freude::N,alegria,glede
269,Gelächter::N,risada,latter
270,Gelächter::N,gargalhada,latter
271,Glück::N,felicidade,lykke
272,Kummer::N,aflição,sorg
273,Kummer::N,desgosto,sorg
274,Wunsch::N,desejo,ønske
275,Lust::N,vontade,lyst
276,Geist::N,mente,ånd
277,Geist::N,espírito,ånd
278,Gedanke::N,ideia,tanke
279,Gedanke::N,pensamento,tanke
280,Gedächtnis::N,memória,minne
281,Gedächtnis::N,memória,hukommelse
282,Verstand::N,razão,forstand
283,Verstand::N,inteligência,forstand
284,Sinn::N,sentido,mening
285,Sinn::N,sentido,betydning
286,Sinn::N,significado,mening
287,Sinn::N,significado,betydning
288,Grund::N,causa,grunn
289,Grund::N,motivo,grunn
290,Wahrheit::N,verdade,sannhet
291,Gespräch::N,conversa,samtale
292,Gespräch::N,conversação,samtale
293,Märchen::N,conto,eventyr
294,Erzählung::N,conto,fortelling
295,Erzählung::N,narrativa,fortelling
296,Nachricht::N,mensagem,melding
297,Neuigkeit::N,notícia,nyhet
298,Neuigkeit::N,novidade,nyhet
299,Name::N,nome,navn
300,Rätsel::N,adivinha,gåte
301,Rede::N,oração,tale
302,Rede::N,discurso,tale
303,Sprache::N,língua,språk
304,Stimme::N,voz,stemme
305,Wort::N,palavra,ord
306,Zeichen::N,marca,tegn
307,Ruf::N,grito,rop
308,Ruf::N,chamada,rop
309,Lärm::N,ruído,bråk
310,Lärm::N,barulho,bråk
311,Laut::N,som,lyd
312,Ton::N,tom,tone
313,Lied::N,canção,vise
314,Ruhe::N,calma,ro
315,Ruhe::N,silêncio,ro
316,Leute::N,gente,folk
317,Leute::N,pessoas,folk
318,Volk::N,povo,folk
319,Volk::N,nação,folk
320,Arbeit::N,trabalho,arbeid
321,Gast::N,hóspede,gjest
322,Gast::N,convidado,gjest
323,Geschenk::N,prenda,gave
324,Geschenk::N,presente,gave
325,Spiel::N,jogo,lek
326,Spiel::N,jogo,spill
327,Gesellschaft::N,companhia,selskap
328,Hilfe::N,ajuda,hjelp
329,Hilfe::N,socorro,hjelp
330,Freund::N,amigo,venn
331,Kamerad::N,camarada,kamerat
332,Angelegenheit::N,assunto,sak
333,Angelegenheit::N,assunto,anliggende
334,Anzahl::N,número,antall
335,Anzahl::N,quantidade,antall
336,Art::N,tipo,art
337,Art::N,tipo,slag
338,Art::N,espécie,art
339,Art::N,espécie,slag
340,Stück::N,pedaço,stykke
341,Teil::N,peça,del
342,Teil::N,parte,del
343,Hälfte::N,metade,halvdel
344,Kreis::N,círculo,ring
345,Kreis::N,círculo,sirkel
346,Kreuz::N,cruz,kors
347,Kreuz::N,cruz,kryss
348,Linie::N,linha,linje
349,Strich::N,traço,strek
350,Abstand::N,distância,avstand
351,Entfernung::N,distância,avstand
352,Gegend::N,área,strøk
353,Gegend::N,região,strøk
354,Platz::N,lugar,plass
355,Ort::N,sítio,sted
356,Seite::N,lado,side
357,Mitte::N,meio,midte
358,Gegenstand::N,objecto,gjenstand
359,Sache::N,coisa,sak
360,Rand::N,bordo,rand
361,Rand::N,margem,rand
362,Kante::N,borda,kant
363,Kante::N,aresta,kant
364,Ecke::N,esquina,hjørne
365,Spitze::N,ponta,spiss
366,Ende::N,cabo,ende
367,Ende::N,extremo,ende
368,Loch::N,furo,hull
369,Loch::N,buraco,hull
370,Winkel::N,canto,vinkel
371,Winkel::N,ângulo,vinkel
372,Muster::N,padrão,mønster
373,Muster::N,desenho,mønster
374,Größe::N,tamanho,størrelse
375,Länge::N,comprimento,lengde
376,Höhe::N,altura,høyde
377,Höhe::N,altitude,høyde
378,Gewicht::N,peso,vekt
379,Menge::N,quantidade,mengde
380,Haufen::N,pilha,haug
381,Haufen::N,pilha,bunke
382,Reihe::N,fila,rekke
383,Boot::N,barco,båt
384,Ruder::N,remo,åre
385,Schlitten::N,trenó,slede
386,Schlitten::N,trenó,kjelke
387,Ski::N,esqui,ski
388,Lagerfeuer::N,fogueira,leirbål
389,Last::N,carga,bør
390,Last::N,carga,last
391,Gang::N,curso,gang
392,Gang::N,caminhada,gang
393,Schritt::N,passo,steg
394,Schritt::N,passo,skritt
395,Norden::N,norte,nord
396,Süden::N,sul,sør
397,Westen::N,oeste,vest
398,Westen::N,ocidente,vest
399,Osten::N,este,øst
400,Osten::N,leste,øst
401,Osten::N,oriente,øst
402,Holz::N,madeira,tre
403,Brett::N,tábua,fjøl
404,Brett::N,tábua,brett
405,Brett::N,prancha,fjøl
406,Brett::N,prancha,brett
407,Platte::N,laje,plate
408,Platte::N,chapa,plate
409,Stütze::N,apoio,støtte
410,Stütze::N,suporte,støtte
411,Stange::N,vara,stang
412,Stange::N,barra,stang
413,Stock::N,pau,pinne
414,Stock::N,bengala,pinne
415,Stab::N,bastão,stav
416,Stab::N,bastão,kjepp
417,Rohr::N,cano,rør
418,Haus::N,casa,hus
419,Heim::N,lar,hjem
420,Heim::N,casa,hjem
421,Ofen::N,estufa,ovn
422,Ofen::N,aquecedor,ovn
423,Fußboden::N,piso,gulv
424,Tisch::N,mesa,bord
425,Stuhl::N,cadeira,stol
426,Wiege::N,berço,vogge
427,Bett::N,cama,seng
428,Regal::N,estante,reol
429,Regal::N,estante,hylle
430,Regal::N,prateleira,reol
431,Regal::N,prateleira,hylle
432,Kiste::N,caixa,kasse
433,Fenster::N,janela,vindu
434,Tür::N,porta,dør
435,Tor::N,portão,port
436,Zaun::N,cerca,gjerde
437,Zaun::N,vedação,gjerde
438,Dach::N,telhado,tak
439,Leiter::N,escada,stige
440,Leiter::N,escada móvel,stige
441,Besen::N,vassoura,kost
442,Spaten::N,pá,spade
443,Schaufel::N,pá,skuffe
444,Gabel::N,garfo,gaffel
445,Löffel::N,colher,skje
446,Messer::N,faca,kniv
447,Nagel::N,cravo,spiker
448,Netz::N,rede,nett
449,Haken::N,gancho,krok
450,Griff::N,asa,tak
451,Griff::N,asa,håndtak
452,Griff::N,cabo,tak
453,Griff::N,cabo,håndtak
454,Schloss::N,fechadura,lås
455,Bild::N,imagem,bilde
456,Figur::N,figura,figur
457,Puppe::N,boneca,dukke
458,Beutel::N,saco,pose
459,Beutel::N,bolsa,pose
460,Bündel::N,fardo,bylt
461,Tasche::N,saco,veske
462,Tasche::N,bolso,veske
463,Eimer::N,balde,bøtte
464,Deckel::N,tampa,lokk
465,Geschirr::N,louça,kjøkkentøy
466,Sack::N,saca,sekk
467,Tasse::N,chávena,kopp
468,Topf::N,tacho,gryte
469,Topf::N,panela,gryte
470,Kessel::N,caldeira,kjele
471,Essen::N,refeição,mål
472,Nahrung::N,comida,mat
473,Nahrung::N,comida,næring
474,Nahrung::N,alimento,mat
475,Nahrung::N,alimento,næring
476,Speise::N,prato,matrett
477,Fleisch::N,carne,kjøtt
478,Getreide::N,cereais,korn
479,Brei::N,puré,grøt
480,Brot::N,pão,brød
481,Scheibe::N,fatia,skive
482,Fett::N,banha,fett
483,Fett::N,gordura,fett
484,Butter::N,manteiga,smør
485,Öl::N,azeite,olje
486,Salz::N,sal,salt
487,Suppe::N,sopa,suppe
488,Suppe::N,caldo,suppe
489,Honig::N,mel,honning
490,Milch::N,leite,melk
491,Tee::N,chá,te
492,Leder::N,couro,lær
493,Leder::N,couro,skinn
494,Wolle::N,lã,ull
495,Stoff::N,pano,tøy
496,Stoff::N,pano,stoff
497,Stoff::N,tecido,tøy
498,Stoff::N,tecido,stoff
499,Nadel::N,agulha,nål
500,Faden::N,fio,tråd
501,Knopf::N,botão,knapp
502,Knoten::N,nó,knute
503,Farbe::N,corante,farge
504,Kleidung::N,roupa,påkledning
505,Kleidung::N,vestuário,påkledning
506,Hemd::N,camisa,skjorte
507,Kragen::N,gola,krage
508,Ärmel::N,manga,erme
509,Hose::N,calça,bukse
510,Gürtel::N,cinto,belte
511,Mütze::N,boné,lue
512,Mütze::N,barrete,lue
513,Schuh::N,sapato,sko
514,Stiefel::N,bota,støvel
515,Ring::N,anel,ring
516,Band::N,fita,band
517,Band::N,faixa,band
518,Kamm::N,pente,kam
519,Spiegel::N,espelho,speil
520,Riemen::N,correia,rem
521,Schnur::N,corda,snor
522,Schnur::N,cordel,snor
523,Leine::N,trela,line
524,Decke::N,cobertor,teppe
525,Kissen::N,almofada,pute
526,Tuch::N,pano,tøy
527,Handtuch::N,toalha,håndkle
528,Kraft::N,força,kraft
529,Stärke::N,força,styrke
530,Gesundheit::N,saúde,helse
531,Gesundheit::N,saúde,sunnhet
532,Krankheit::N,doença,syke
533,Krankheit::N,doença,sykdom
534,Krankheit::N,enfermidade,syke
535,Krankheit::N,enfermidade,sykdom
536,Schmerz::N,dor,smerte
537,Wunde::N,chaga,sår
538,Wunde::N,ferida,sår
539,Fieber::N,febre,feber
540,Arznei::N,remédio,medisin
541,Arznei::N,remédio,legemiddel
542,Brücke::N,ponte,bro
543,Brunnen::N,poço,brønn
544,Weide::N,pastagem,beite
545,Pfad::N,senda,sti
546,Pfad::N,trilho,sti
547,Weg::N,caminho,vei
548,Straße::N,via,gate
549,Straße::N,estrada,gate
550,Dorf::N,aldeia,landsby
551,Stadt::N,cidade,by
552,Brief::N,carta,brev
553,Buch::N,livro,bok
554,Buchstabe::N,letra,bokstav
555,Zeitung::N,jornal,avis
556,Leben::N,vida,liv
557,Tod::N,morte,død
558,Grab::N,túmulo,grav
559,Grab::N,sepultura,grav
560,Kirche::N,igreja,kirke
561,Sünde::N,pecado,synd
562,Gott::N,deus,gud
563,Arbeiter::N,operário,arbeider
564,Arbeiter::N,trabalhador,arbeider
565,Chef::N,chefe,sjef
566,Chef::N,patrão,sjef
567,Meister::N,mestre,mester
568,Arzt::N,médico,lege
569,Lehrer::N,professor,lærer
570,Geld::N,dinheiro,penger
571,Geschäft::N,negócio,forretning
572,Laden::N,loja,butikk
573,Preis::N,preço,pris
574,Ware::N,mercadoria,vare
575,Nutzen::N,proveito,nytte
576,Reichtum::N,riqueza,rikdom
577,Welt::N,mundo,verden
578,Land::N,país,land
579,Staat::N,Estado,stat
580,König::N,rei,konge
581,Macht::N,poder,makt
582,Macht::N,potência,makt
583,Grenze::N,fronteira,grense
584,Krieg::N,guerra,krig
585,Feind::N,inimigo,fiende
586,Gewalt::N,violência,vold
587,Kampf::N,luta,kamp
588,Kampf::N,combate,kamp
589,Bogen[Waffe]::N,arco,bue
590,Pfeil::N,seta,pil
591,Pfeil::N,flecha,pil
592,Gewehr::N,espingarda,gevær
593,Fehler::N,erro,feil
594,Fehler::N,falha,feil
595,Lüge::N,mentira,løgn
596,Schaden::N,dano,skade
597,Schaden::N,estrago,skade
598,Unglück::N,desgraça,uhell
599,Schuld::N,culpa,skyld
600,Alter::N,idade,alder
601,Schluss::N,fim,slutt
602,Zeit::N,tempo,tid
603,Tag::N,dia,dag
604,Morgen::N,manhã,morgen
605,Mittag::N,meio-dia,middag
606,Abend::N,noite,aften
607,Abend::N,tardinha,aften
608,Nacht::N,noite,natt
609,Woche::N,semana,uke
610,Monat::N,mês,måned
611,Jahr::N,ano,år
612,Frühling::N,primavera,vår
613,Sommer::N,verão,sommer
614,Herbst::N,outono,høst
615,Winter::N,inverno,vinter
616,Januar::N,Janeiro,januar
617,Februar::N,Fevereiro,februar
618,März::N,Março,mars
619,April::N,Abril,april
620,Mai::N,Maio,mai
621,Juni::N,Junho,juni
622,Juli::N,Julho,juli
623,August::N,Agosto,august
624,September::N,Setembro,september
625,Oktober::N,Outubro,oktober
626,November::N,Novembro,november
627,Dezember::N,Dezembro,desember
628,Montag::N,segunda-feira,mandag
629,Dienstag::N,terça-feira,tirsdag
630,Mittwoch::N,quarta-feira,onsdag
631,Donnerstag::N,quinta-feira,torsdag
632,Freitag::N,sexta-feira,fredag
633,Samstag::N,sábado,lørdag
634,Sonntag::N,domingo,søndag
635,groß::A,grande,stor
636,klein::A,pequeno,liten
637,lang::A,comprido,lang
638,kurz::A,curto,kort
639,breit::A,largo,bred
640,schmal::A,estreito,smal
641,dicht::A,denso,tett
642,dick[Gegenstand]::A,grosso,tykk
643,dünn::A,delgado,tynn
644,fein::A,fino,fin
645,fein::A,subtil,fin
646,fest::A,firme,fast
647,fest::A,sólido,fast
648,flach::A,plano,flat
649,glatt::A,liso,glatt
650,hart::A,duro,hard
651,weich::A,mole,myk
652,weich::A,mole,bløt
653,rund::A,redondo,rund
654,spitz::A,agudo,spiss
655,scharf::A,afiado,kvass
656,stumpf::A,rombo,stubb
657,schwer::A,pesado,tung
658,schön::A,belo,pen
659,schön::A,belo,vakker
660,schön::A,bonito,pen
661,schön::A,bonito,vakker
662,heiß::A,quente,het
663,warm::A,quente,varm
664,kalt::A,frio,kald
665,kühl::A,fresco,kjølig
666,frisch::A,fresco,fersk
667,feucht::A,húmido,fuktig
668,nass::A,molhado,våt
669,trocken::A,seco,tørr
670,voll::A,cheio,full
671,leer::A,vazio,tom
672,offen::A,aberto,åpen
673,geschlossen::A,fechado,lukket
674,sauber::A,limpo,ren
675,schmutzig::A,sujo,skitten
676,roh::A,cru,rå
677,reif::A,maduro,moden
678,lecker::A,delicioso,lekker
679,süß::A,doce,søt
680,bitter::A,amargo,besk
681,bitter::A,amargo,bitter
682,sauer::A,azedo,sur
683,hell::A,claro,lys
684,dunkel::A,escuro,mørk
685,dunkel::A,sombrio,mørk
686,schwarz::A,preto,svart
687,weiß::A,branco,hvit
688,rot::A,vermelho,rød
689,gelb::A,amarelo,gul
690,blau::A,azul,blå
691,grün::A,verde,grønn
692,grau::A,cinzento,grå
693,bunt::A,colorido,broket
694,billig::A,barato,billig
695,teuer::A,caro,dyr
696,wertvoll::A,valioso,verdifull
697,wertvoll::A,precioso,verdifull
698,blind::A,cego,blind
699,taub::A,surdo,døv
700,kräftig::A,forte,kraftig
701,kräftig::A,poderoso,kraftig
702,stark::A,forte,sterk
703,stark::A,robusto,sterk
704,schwach::A,débil,svak
705,fett::A,gordo,fet
706,schlank::A,esbelto,slank
707,hübsch::A,giro,pen
708,hübsch::A,bonito,pen
709,böse::A,mau,slem
710,dumm::A,parvo,dum
711,dumm::A,estúpido,dum
712,faul::A,preguiçoso,lat
713,faul::A,preguiçoso,doven
714,fleißig::A,aplicado,flittig
715,fleißig::A,diligente,flittig
716,geizig::A,avarento,gjerrig
717,klug::A,prudente,klok
718,klug::A,inteligente,klok
719,geschickt::A,hábil,hendig
720,geschickt::A,hábil,skikket
721,lieb::A,caro,kjær
722,lieb::A,caro,snill
723,lieb::A,querido,kjær
724,lieb::A,querido,snill
725,lustig::A,alegre,morsom
726,sanft::A,suave,blid
727,sanft::A,brando,blid
728,hungrig::A,faminto,sulten
729,krank::A,doente,syk
730,krank::A,enfermo,syk
731,nackt::A,nu,naken
732,nackt::A,despido,naken
733,traurig::A,triste,sørgmodig
734,lebendig::A,vivo,levende
735,gut::A,bom,god
736,schlecht::A,mau,dårlig
737,schlecht::A,ruim,dårlig
738,richtig::A,justo,riktig
739,richtig::A,correcto,riktig
740,schlimm::A,mau,slem
741,schlimm::A,grave,slem
742,wahr::A,verdadeiro,sann
743,alt::A,velho,gammel
744,alt::A,antigo,gammel
745,neu::A,novo,ny
746,ehemalig::A,antigo,forhenværende
747,alt[Lebewesen]::A,velho,gammel
748,jung::A,jovem,ung
749,arm::A,pobre,fattig
750,reich::A,rico,rik
751,bekannt::A,conhecido,kjent
752,berühmt::A,famoso,berømt
753,berühmt::A,célebre,berømt
754,fremd::A,alheio,fremmed
755,fremd::A,estranho,fremmed
756,verschieden::A,diverso,forskjellig
757,verschieden::A,diferente,forskjellig
758,nah::A,próximo,nær
759,fern::A,remoto,fjern
760,fern::A,distante,fjern
761,linker::A,esquerdo,venstre
762,rechter::A,direito,høyre
763,anderer::A,outro,annen
764,erster::A,primeiro,første
765,zweiter::A,segundo,annen
766,dritter::A,terceiro,tredje
767,letzter::A,final,sist
768,letzter::A,último,sist
769,allein::ADV,só,alene
770,auf einmal::ADV,de vez,med ett
771,zusammen::ADV,juntos,sammen
772,lange::ADV,muito tempo,lenge
773,plötzlich::ADV,de repente,plutselig
774,sofort::ADV,imediatamente,straks
775,später::ADV,mais tarde,senere
776,jetzt::ADV,agora,nå
777,heute::ADV,hoje,i dag
778,morgen::ADV,amanhã,i morgen
779,bald::ADV,logo,snart
780,bald::ADV,breve,snart
781,dann::ADV,então,så
782,dann::ADV,depois,så
783,gestern::ADV,ontem,i går
784,einst::ADV,antigamente,engang
785,damals::ADV,então,den gang
786,danach::ADV,logo,deretter
787,danach::ADV,depois,deretter
788,vorher::ADV,antes,før
789,vorher::ADV,antes,i forveien
790,zuerst::ADV,primeiro,først
791,einmal::ADV,uma vez,en gang
792,manchmal::ADV,às vezes,somme tider
793,oft::ADV,muitas vezes,ofte
794,immer::ADV,sempre,alltid
795,niemals::ADV,nunca,aldri
796,hier::ADV,cá,her
797,hier::ADV,aqui,her
798,hierhin::ADV,para cá,hit
799,von hier::ADV,daqui,herfra
800,dort::ADV,lá,der
801,dort::ADV,ali,der
802,dorthin::ADV,lá,dit
803,dorthin::ADV,para lá,dit
804,geradeaus::ADV,em frente,rett fram
805,vorwärts::ADV,avante,fram
806,vorwärts::ADV,avante,framover
807,rückwärts::ADV,para trás,baklengs
808,zurück::ADV,atrás,tilbake
809,unten::ADV,debaixo,nede
810,unten::ADV,em baixo,nede
811,hinab::ADV,para baixo,ned
812,hinab::ADV,para baixo,nedover
813,oben::ADV,em cima,oppe
814,oben::ADV,em cima,ovenpå
815,hinauf::ADV,para cima,opp
816,hinauf::ADV,para cima,oppover
817,überall::ADV,em toda parte,overalt
818,nicht::ADV,não,ikke
819,ein wenig::ADV,um pouco,litt
820,ein wenig::ADV,um bocado,litt
821,kaum::ADV,apenas,neppe
822,sehr::ADV,muito,svært
823,so::ADV,tão,så
824,so::ADV,assim,så
825,noch::ADV,ainda,enda
826,nur::ADV,só,bare
827,nur::ADV,apenas,bare
828,nur::ADV,somente,bare
829,schon::ADV,já,alt
830,schon::ADV,já,allerede
831,wieder::ADV,outra vez,igjen
832,vergebens::ADV,em vão,forgjeves
833,vor::PRP,diante de,foran
834,vor::PRP,diante de,utenfor
835,hinter::PRP,atrás de,bak
836,hinter::PRP,atrás de,bakom
837,unter::PRP,sob,under
838,unter::PRP,debaixo de,under
839,durch::PRP,por,gjennom
840,durch::PRP,por,igjennom
841,durch::PRP,através de,gjennom
842,durch::PRP,através de,igjennom
843,neben::PRP,junto de,ved siden av
844,neben::PRP,ao lado de,ved siden av
845,zwischen::PRP,entre,mellom
846,wegen::PRP,por,på grunn av
847,wegen::PRP,por causa de,på grunn av
848,dies::PRN,isto,dette
849,das::PRN,isso,det
850,das::PRN,aquilo,det
851,alles::PRN,todo,alt
852,ich::PRN,eu,jeg
853,du::PRN,tu,du
854,er::PRN,ele,han
855,wir::PRN,nós,vi
856,ihr::PRN,vós,dere
857,ihr::PRN,vocês,dere
858,sie::PRN,eles,de
859,was::FPRN,quê,hva
860,wer::FPRN,quem,hvem
861,wo::FADV,onde,hvor
862,wohin::FADV,aonde,hvor ... hen
863,wohin::FADV,para onde,hvor ... hen
864,wie::FADV,como,hvordan
