,Concept_ID,en,ka
80,Feuer::N,fire,ცეცხლი
81,Licht::N,light,შუქი
82,Licht::N,light,სინათლე
83,Schatten::N,shadow,ლანდი
84,Schatten::N,shadow,ჩრდილი
85,Wetter::N,weather,ამინდი
86,Nebel::N,fog,ნისლი
87,Wolke::N,cloud,ღრუბელი
88,Regen::N,rain,წვიმა
89,Schnee::N,snow,თოვლი
90,Eis::N,ice,თოში
91,Eis::N,ice,ყინული
92,Frost::N,frost,ყინვა
93,Kälte::N,chill,სიცივე
94,Hitze::N,heat,სიცხე
95,Raureif::N,hoarfrost,ჭირხლი
96,Raureif::N,hoarfrost,თრთვილი
97,Regenbogen::N,rainbow,ცისარტყელა
98,Donner::N,thunder,ქუხილი
99,Strömung::N,current,დინება
100,Tropfen::N,drop,წვეთი
101,Schaum::N,foam,ქაფი
102,Schaum::N,foam,დორბლი
103,Schmutz::N,dirt,ჭუჭყი
104,Schmutz::N,dirt,ტალახი
105,See::N,lake,ტბა
106,Sumpf::N,swamp,ჭაობი
107,Moor::N,moor,ტორფნარი
108,Wiese::N,meadow,ველი
109,Wiese::N,meadow,მდელო
110,Wald::N,forest,ტყე
111,Hügel::N,hill,ბორცვი
112,Anhöhe::N,elevation,მაღლობი
113,Berg::N,mountain,მთა
114,Gipfel::N,summit,მწვერვალი
115,Höhle::N,cave,მღვიმე
116,Höhle::N,cave,გამოქვებული
117,Abhang::N,slope,ფერდობი
118,Quelle::N,source,წყარო
119,Quelle::N,source,სათავე
120,Bach::N,brook,რუ
121,Bach::N,brook,ნაკადული
122,Fluss::N,river,მდინარე
123,Ufer::N,shore,კიდე
124,Ufer::N,shore,ნაპირი
125,Küste::N,coast,ნაპირი
126,Festland::N,land,ხმელეთი
127,Meer::N,sea,ზღვა
128,Bucht::N,cove,ყურე
129,Insel::N,island,კუნძული
130,Blume::N,flower,ყვავილი
131,Gras::N,grass,ბალახი
132,Wurzel::N,root,ძირი
133,Wurzel::N,root,ფესვი
134,Baum::N,tree,ხე
135,Stamm::N,trunk,ტანი
136,Rinde::N,bark,ქერქი
137,Ast::N,limb,ტოტი
138,Zweig::N,branch,შტო
139,Blatt::N,leaf,ფოთოლი
140,Birke::N,birch,არყი
141,Kiefer[Baum]::N,pine,ფიჭვი
142,Weide[Baum]::N,willow,ტირიფი
143,Tanne::N,fir,ნაძვი
144,Horn::N,horn,რქა
145,Feder::N,feather,ფრთა
146,Fell::N,fur,ტყავი
147,Flügel::N,wing,ფრთა
148,Klaue::N,claw,კლანჭი
149,Kralle::N,claw,ტორი
150,Schwanz::N,tail,კუდი
151,Ei::N,egg,კვერცხი
152,Nest::N,nest,ბუდე
153,Bau::N,lair,სორო
154,Tier::N,animal,ნადირი
155,Tier::N,animal,ცხოველი
156,Herde::N,flock,ფარა
157,Kuh::N,cow,ფური
158,Kuh::N,cow,ძროხა
159,Bulle::N,bull,ხარი
160,Pferd::N,horse,რაში
161,Pferd::N,horse,ცხენი
162,Schaf::N,sheep,ცხვარი
163,Schwein::N,pig,ღორი
164,Hund::N,dog,ძაღლი
165,Katze::N,cat,კატა
166,Bär::N,bear,დათვი
167,Eichhörnchen::N,squirrel,ციყვი
168,Elch::N,elk,ცხენ-ირემი
169,Fuchs::N,fox,მელა
170,Hase::N,hare,კურდღელი
171,Maus::N,mouse,თაგვი
172,Wolf::N,wolf,მგელი
173,Vogel::N,bird,ჩიტი
174,Vogel::N,bird,ფრინველი
175,Schwarm::N,swarm,გუნდი
176,Huhn::N,chicken,დედალი
177,Hahn::N,cock,მამალი
178,Gans::N,goose,ბატი
179,Adler::N,eagle,არწივი
180,Ente::N,duck,იხვი
181,Eule::N,owl,ბუ
182,Kranich::N,crane,წერო
183,Krähe::N,crow,ყვავი
184,Kuckuck::N,cuckoo,გუგული
185,Schwan::N,swan,გედი
186,Fisch::N,fish,თევზი
187,Barsch::N,perch,ქორჭილა
188,Hecht::N,pike,ქარიყლაპია
189,Schlange[Tier]::N,snake,გველი
190,Wurm::N,worm,ჭია
191,Spinne::N,spider,ობობა
192,Ameise::N,ant,ჭიანჭველა
193,Laus::N,louse,ტილი
194,Laus::N,louse,მკბენარი
195,Mücke::N,midge,კოღო
196,Fliege::N,fly,ბუზი
197,Schmetterling::N,butterfly,პეპელა
198,Beere::N,berry,კენკრა
199,Apfel::N,apple,ვაშლი
200,Pilz::N,mushroom,სოკო
201,Zwiebel::N,onion,ხახვი
202,Saat::N,seed,თესლი
203,Korn::N,grain,მარცვალი
204,Heu::N,hay,თივა
205,Schale::N,husk,ჩენჩო
206,Grube::N,pit,ორმო
207,Falle::N,trap,ხაფანგი
208,Schlinge::N,noose,მახე
209,Spur::N,track,კვალი
210,Asche::N,ashes,ფერფლი
211,Dreck::N,filth,ტალახი
212,Dreck::N,filth,სიბინძურე
213,Eisen::N,iron,რკინა
214,Gold::N,gold,ოქრო
215,Silber::N,silver,ვერცხლი
216,Kohle::N,coal,ნახშირი
217,Glas::N,glass,მინა
218,Lehm::N,clay,თიხა
219,Sand::N,sand,ქვიშა
220,Mensch::N,human,ადამიანი
221,Mann::N,man,კაცი
222,Frau::N,woman,ქალი
223,Kind::N,child,ბავშვი
224,Junge::N,boy,ვაჟი
225,Mädchen::N,girl,გოგო
226,Familie::N,family,ოჯახი
227,Großvater::N,grandfather,პაპა
228,Großvater::N,grandfather,ბაბუა
229,Großmutter::N,grandmother,ბებია
230,Großmutter::N,grandmother,დიდედა
231,Eltern::N,parents,მშობლები
232,Vater::N,father,მამა
233,Mutter::N,mother,დედა
234,Sohn::N,son,ვაჟიშვილი
235,Tochter::N,daughter,ქალიშვილი
236,Bruder::N,brother,ძმა
237,Schwester::N,sister,და
238,Onkel::N,uncle,ბიძა
239,Tante::N,aunt,დეიდა
240,Tante::N,aunt,მამიდა
241,Ehemann::N,husband,ქმარი
242,Ehefrau::N,wife,ცოლი
243,Freude::N,joy,სიხარული
244,Gelächter::N,laughter,სიცილი
245,Glück::N,happiness,ბედნიერება
246,Kummer::N,grief,მწუხარება
247,Wunsch::N,wish,წადილი
248,Wunsch::N,wish,სურვილი
249,Lust::N,desire,წადილი
250,Geist::N,spirit,სული
251,Gedanke::N,thought,ფიქრი
252,Gedächtnis::N,memory,მეხსიერება
253,Verstand::N,mind,ჭკუა
254,Verstand::N,mind,გონება
255,Sinn::N,meaning,მნიშვნელობა
256,Grund::N,reason,მიზეზი
257,Wahrheit::N,truth,სიმართლე
258,Wahrheit::N,truth,ჭეშმარიტება
259,Gespräch::N,talk,ბაასი
260,Gespräch::N,talk,საუბარი
261,Märchen::N,fairy tale,არაკი
262,Märchen::N,fairy tale,ზღაპარი
263,Erzählung::N,story,თქმულება
264,Nachricht::N,message,ცნობა
265,Nachricht::N,message,ამბავი
266,Neuigkeit::N,news,სიახლე
267,Name::N,name,სახელი
268,Rätsel::N,puzzle,გამოცანა
269,Rede::N,speech,სიტყვა
270,Sprache::N,language,ენა
271,Stimme::N,voice,ხმა
272,Wort::N,word,სიტყვა
273,Zeichen::N,sign,ნიშანი
274,Ruf::N,call,ძახილი
275,Lärm::N,noise,ხმაური
276,Laut::N,sound,ხმა
277,Laut::N,sound,ბგერა
278,Ton::N,tone,ტონი
279,Lied::N,song,სიმღერა
280,Ruhe::N,calm,სიწყნარე
281,Leute::N,people,ადამიანები
282,Volk::N,nation,ერი
283,Volk::N,nation,ხალხი
284,Arbeit::N,work,მუშაობა
285,Gast::N,guest,სტუმარი
286,Geschenk::N,gift,საჩუქარი
287,Spiel::N,game,თამაში
288,Gesellschaft::N,company,საზოგადოება
289,Hilfe::N,help,შველა
290,Hilfe::N,help,დახმარება
291,Freund::N,friend,მეგობარი
292,Kamerad::N,companion,ამხანაგი
293,Angelegenheit::N,matter,საქმე
294,Anzahl::N,count,ოდენობა
295,Art::N,sort,სახეობა
296,Stück::N,piece,ნატეხი
297,Teil::N,part,წილი
298,Hälfte::N,half,ნახევარი
299,Kreis::N,circle,წრე
300,Kreuz::N,cross,ჯვარი
301,Linie::N,line,ხაზი
302,Strich::N,stroke,შტრიხი
303,Abstand::N,gap,მანძილი
304,Entfernung::N,distance,სიშორე
305,Gegend::N,area,არე
306,Gegend::N,area,მხარე
307,Platz::N,space,ფართობი
308,Ort::N,place,ადგილი
309,Seite::N,side,მხარე
310,Mitte::N,middle,შუა
311,Gegenstand::N,item,საგანი
312,Sache::N,thing,ნივთი
313,Rand::N,fringe,კიდე
314,Kante::N,edge,ნაწიბული
315,Ecke::N,corner,კუთხე
316,Spitze::N,tip,წვეტი
317,Ende::N,end,ბოლო
318,Loch::N,hole,ხვრელი
319,Winkel::N,angle,კუთხე
320,Muster::N,pattern,მოხატულობა
321,Größe::N,size,ზომა
322,Größe::N,size,სიდიდე
323,Länge::N,length,სიგრძე
324,Höhe::N,height,სიმაღლე
325,Gewicht::N,weight,წონა
326,Menge::N,amount,რაოდენობა
327,Haufen::N,heap,გროვა
328,Reihe::N,row,რიგი
329,Reihe::N,row,წყება
330,Boot::N,boat,გემი
331,Ruder::N,oar,ხოფი
332,Ruder::N,oar,ნიჩაბი
333,Schlitten::N,sleigh,მარხილი
334,Ski::N,ski,თხილამური
335,Lagerfeuer::N,campfire,კოცონი
336,Last::N,load,ტვირთი
337,Gang::N,walk,სვლა
338,Schritt::N,step,ბიჯი
339,Norden::N,north,ჩრდილოეთი
340,Süden::N,south,სამხრეთი
341,Westen::N,west,დასავლეთი
342,Osten::N,east,აღმოსავლეთი
343,Holz::N,wood,ხე
344,Brett::N,board,დაფა
345,Brett::N,board,ფიცარი
346,Platte::N,slab,თლილი ქვა
347,Stütze::N,bracket,საყრდენი
348,Stange::N,pole,ჭოკი
349,Stock::N,stick,კეტი
350,Stab::N,staff,ლატანი
351,Rohr::N,pipe,მილაკი
352,Haus::N,house,სახლი
353,Heim::N,home,ოჯახის კერა
354,Ofen::N,stove,ღუმელი
355,Fußboden::N,floor,იატაკი
356,Tisch::N,table,სუფრა
357,Tisch::N,table,მაგიდა
358,Stuhl::N,chair,სკამი
359,Wiege::N,cradle,აკვანი
360,Bett::N,bed,საწოლი
361,Bett::N,bed,სარეცელი
362,Regal::N,shelf,თაროები
363,Kiste::N,box,ყუთი
364,Kiste::N,box,სკივრი
365,Fenster::N,window,ფანჯარა
366,Fenster::N,window,სარკმელი
367,Tür::N,door,ბჭე
368,Tür::N,door,კარი
369,Tor::N,gate,ჭიშკარი
370,Zaun::N,fence,ღობე
371,Zaun::N,fence,გალავანი
372,Dach::N,roof,სახურავი
373,Leiter::N,ladder,კიბე
374,Besen::N,broom,ცოცხი
375,Spaten::N,spade,ნიჩაბი
376,Schaufel::N,shovel,ბარი
377,Gabel::N,fork,ჩანგალი
378,Löffel::N,spoon,კოვზი
379,Messer::N,knife,დანა
380,Nagel::N,nail,ლურსმანი
381,Netz::N,net,ბადე
382,Haken::N,hook,კავი
383,Haken::N,hook,კაუჭი
384,Griff::N,handle,ტარი
385,Schloss::N,lock,კლიტე
386,Schloss::N,lock,საკეტი
387,Bild::N,picture,სურათი
388,Figur::N,figure,ფიგურა
389,Puppe::N,doll,თოჯინა
390,Beutel::N,pouch,პარკი
391,Bündel::N,bundle,გალა
392,Bündel::N,bundle,ასხმა
393,Tasche::N,bag,ჩანთა
394,Eimer::N,bucket,ჩამჩა
395,Deckel::N,cover,ხუფი
396,Deckel::N,cover,სარქველი
397,Geschirr::N,dishes,ჭურჭელი
398,Sack::N,sack,ტომარა
399,Tasse::N,cup,ფინჯანი
400,Topf::N,pot,ქოთანი
401,Kessel::N,kettle,ქვაბი
402,Essen::N,meal,ჭამა
403,Nahrung::N,food,საზრდო
404,Nahrung::N,food,საკვები
405,Speise::N,dish,საჭმელი
406,Fleisch::N,meat,ხორცი
407,Getreide::N,corn,მარცვლოვანი
408,Brei::N,mush,ფაფა
409,Brot::N,bread,პური
410,Scheibe::N,slice,ნაჭერი
411,Fett::N,fat,ქონი
412,Fett::N,fat,ცხიმი
413,Butter::N,butter,კარაქი
414,Öl::N,oil,ზეთი
415,Salz::N,salt,მარილი
416,Suppe::N,soup,სუფი
417,Honig::N,honey,თაფლი
418,Milch::N,milk,რძე
419,Tee::N,tea,ჩაი
420,Leder::N,leather,ტყავი
421,Wolle::N,wool,მატყლი
422,Stoff::N,cloth,ქსოვილი
423,Nadel::N,needle,ნემსი
424,Faden::N,thread,ძაფი
425,Faden::N,thread,მკედი
426,Knopf::N,button,ღილი
427,Knoten::N,knot,ნასკვი
428,Farbe::N,paint,საღებავი
429,Kleidung::N,clothes,ტანსაცმელი
430,Hemd::N,shirt,ხალათი
431,Hemd::N,shirt,პერანგი
432,Kragen::N,collar,საყელო
433,Ärmel::N,sleeve,სახელო
434,Hose::N,trousers,შარვალი
435,Gürtel::N,belt,ქამარი
436,Mütze::N,cap,ქუდი
437,Schuh::N,shoe,ფეხსაცმელი
438,Stiefel::N,boot,ჩექმა
439,Ring::N,ring,ბეჭედი
440,Band::N,ribbon,ბაფთი
441,Kamm::N,comb,სავარცხელი
442,Spiegel::N,mirror,სარკე
443,Riemen::N,strap,ღვედი
444,Schnur::N,string,ლარი
445,Leine::N,leash,ჯაჭვი
446,Decke::N,blanket,საბანი
447,Kissen::N,pillow,ბალიში
448,Tuch::N,scarf,მაუდი
449,Tuch::N,scarf,თავშალი
450,Handtuch::N,towel,ხელსახოცი
451,Kraft::N,force,ძალა
452,Stärke::N,strength,ღონე
453,Gesundheit::N,health,ჯანმრთელობა
454,Krankheit::N,illness,სენი
455,Krankheit::N,illness,ავადმყოფობა
456,Schmerz::N,pain,ტკივილი
457,Wunde::N,wound,იარი
458,Wunde::N,wound,ჭრილობა
459,Fieber::N,fever,ციება
460,Arznei::N,medicine,წამალი
461,Brücke::N,bridge,ხიდი
462,Brunnen::N,well,ჭა
463,Weide::N,pasture,საძოვარი
464,Pfad::N,path,ბილიკი
465,Weg::N,way,გზა
466,Straße::N,road,შარაგზა
467,Dorf::N,village,დაბა
468,Dorf::N,village,სოფელი
469,Stadt::N,town,ქალაქი
470,Brief::N,letter,წერილი
471,Buch::N,book,წიგნი
472,Buchstabe::N,character,ასო
473,Zeitung::N,newspaper,გაზეთი
474,Leben::N,life,სიცოცხლე
475,Tod::N,death,სიკვდილი
476,Grab::N,grave,სამარე
477,Grab::N,grave,საფლავი
478,Kirche::N,church,ეკლესია
479,Sünde::N,sin,ცოდვა
480,Gott::N,god,ღმერთი
481,Arbeiter::N,worker,მუშა
482,Chef::N,boss,გამგე
483,Meister::N,master,ოსტატი
484,Arzt::N,doctor,ექიმი
485,Arzt::N,doctor,მკურნალი
486,Lehrer::N,teacher,მასწავლებელი
487,Geld::N,money,ფული
488,Geschäft::N,business,საქმე
489,Geschäft::N,business,ბიზნესი
490,Laden::N,shop,დუქანი
491,Laden::N,shop,მაღაზია
492,Preis::N,price,ფასი
493,Ware::N,ware,საქონელი
494,Nutzen::N,profit,ხეირი
495,Reichtum::N,wealth,სიმდიდრე
496,Welt::N,world,მსოფლიო
497,Land::N,country,მხარე
498,Land::N,country,ქვეყანა
499,Staat::N,state,სახელმწიფო
500,König::N,king,მეფე
501,Macht::N,power,ძლიერება
502,Grenze::N,border,ზღვარი
503,Krieg::N,war,ომი
504,Feind::N,enemy,მტერი
505,Gewalt::N,violence,სისასტიკე
506,Kampf::N,fight,ბრძოლა
507,Bogen[Waffe]::N,bow,მშვილდი
508,Pfeil::N,arrow,ისარი
509,Pfeil::N,arrow,მახვილი
510,Gewehr::N,gun,თოფი
511,Gewehr::N,gun,შაშხანა
512,Fehler::N,mistake,შეცდომა
513,Lüge::N,lie,სიცრუე
514,Schaden::N,damage,ვნება
515,Unglück::N,misfortune,ხიფათი
516,Unglück::N,misfortune,უბედურება
517,Schuld::N,fault,ბრალი
518,Alter::N,age,ასაკი
519,Schluss::N,conclusion,ბოლო
520,Schluss::N,conclusion,დასასრული
521,Zeit::N,time,დრო
522,Tag::N,day,დღე
523,Morgen::N,morning,დილა
524,Mittag::N,noon,შუადღე
525,Abend::N,evening,საღამო
526,Nacht::N,night,ღამე
527,Woche::N,week,კვირა
528,Monat::N,month,თვე
529,Jahr::N,year,წელი
530,Frühling::N,spring,გაზაფხული
531,Sommer::N,summer,ზაფხული
532,Herbst::N,autumn,შემოდგომა
533,Winter::N,winter,ზამთარი
534,Januar::N,January,იანვარი
535,Februar::N,February,თებერვალი
536,März::N,March,მარტი
537,April::N,April,აპრილი
538,Mai::N,May,მაისი
539,Juni::N,June,ივნისი
540,Juli::N,July,ივლისი
541,August::N,August,აგვისტო
542,September::N,September,სექტემბერი
543,Oktober::N,October,ოქტომბერი
544,November::N,November,ნოემბერი
545,Dezember::N,December,დეკემბერი
546,Montag::N,Monday,ორშაბათი
547,Dienstag::N,Tuesday,სამშაბათი
548,Mittwoch::N,Wednesday,ოთხშაბათი
549,Donnerstag::N,Thursday,ხუთშაბათი
550,Freitag::N,Friday,პარასკევი
551,Samstag::N,Saturday,შაბათი
552,Sonntag::N,Sunday,კვირა
553,groß::A,big,დიდი
554,klein::A,little,მცირე
555,klein::A,little,პატარა
556,lang::A,long,გრძელი
557,kurz::A,short,მოკლე
558,breit::A,wide,ფართო
559,breit::A,wide,განიერი
560,schmal::A,narrow,ვიწრო
561,schmal::A,narrow,წვრილი
562,dicht::A,dense,მჭიდრო
563,dick[Gegenstand]::A,thick,სქელი
564,dünn::A,thin,წვრილი
565,fein::A,delicate,თხელი
566,fest::A,firm,მყარი
567,flach::A,flat,ბრტყელი
568,glatt::A,smooth,გლუ
569,hart::A,hard,მაგარი
570,weich::A,soft,რბილი
571,rund::A,round,მრგვალი
572,spitz::A,pointed,წვეტიანი
573,scharf::A,sharp,მჭრელი
574,stumpf::A,blunt,ბლაგვი
575,schwer::A,heavy,მძიმე
576,schön::A,beautiful,ლამაზი
577,heiß::A,hot,ცხელი
578,warm::A,warm,თბილი
579,kalt::A,cold,ცივი
580,kühl::A,cool,გრილი
581,frisch::A,fresh,სუფთა
582,feucht::A,damp,ნოტიო
583,nass::A,wet,სველი
584,trocken::A,dry,მშრალი
585,voll::A,full,სავსე
586,leer::A,empty,ცარიელი
587,offen::A,open,ღია
588,offen::A,open,გაშლილი
589,geschlossen::A,closed,დახურული
590,sauber::A,clean,სუფთა
591,sauber::A,clean,წმინდა
592,schmutzig::A,dirty,ტალახიანი
593,roh::A,raw,უმი
594,reif::A,ripe,მწიფე
595,lecker::A,delicious,გემრიელი
596,süß::A,sweet,ტკბილი
597,bitter::A,bitter,მწარე
598,sauer::A,sour,მჟავე
599,hell::A,bright,ნათელი
600,dunkel::A,dark,ბნელი
601,schwarz::A,black,შავი
602,weiß::A,white,თეთრი
603,rot::A,red,წითელი
604,gelb::A,yellow,ყვითელი
605,blau::A,blue,ლურჯი
606,blau::A,blue,ცისფერი
607,grün::A,green,მწვანე
608,grau::A,grey,რუხი
609,grau::A,grey,ნაცრისფერი
610,bunt::A,colourful,ჭრელი
611,bunt::A,colourful,ფერადი
612,bunt::A,colorful,ჭრელი
613,bunt::A,colorful,ფერადი
614,billig::A,cheap,იაფი
615,teuer::A,dear,ძვირი
616,wertvoll::A,precious,ღირსიანი
617,blind::A,blind,ბრმა
618,taub::A,deaf,ყრუ
619,kräftig::A,powerful,ძალავანი
620,stark::A,strong,ძლიერი
621,stark::A,strong,ღონიერი
622,schwach::A,weak,სუსტი
623,fett::A,fat,სქელი
624,schlank::A,slim,გამხდარი
625,hübsch::A,pretty,ეშხიანი
626,hübsch::A,pretty,მშვენიერი
627,böse::A,evil,ავი
628,böse::A,evil,ბოროტი
629,dumm::A,stupid,ბოთე
630,dumm::A,stupid,სულელი
631,faul::A,lazy,ზანტი
632,faul::A,lazy,ზარმაცი
633,fleißig::A,diligent,ბეჯითი
634,fleißig::A,diligent,მუყაითი
635,geizig::A,stingy,ძუნწი
636,klug::A,clever,ჭკვიანი
637,geschickt::A,skilful,მარჯვე
638,geschickt::A,skilful,გაწაფული
639,geschickt::A,skillful,მარჯვე
640,geschickt::A,skillful,გაწაფული
641,lieb::A,dear,სატრფიალო
642,lustig::A,merry,მხიარული
643,sanft::A,gentle,ალერსიანი
644,sanft::A,gentle,გრძნობიერი
645,hungrig::A,hungry,მშიერი
646,krank::A,sick,სნეული
647,krank::A,sick,ავადმყოფი
648,nackt::A,naked,ტიტველი
649,traurig::A,sad,მწუხარე
650,traurig::A,sad,სევდიანი
651,lebendig::A,living,ცოცხალი
652,gut::A,good,კარგი
653,schlecht::A,bad,უხეირო
654,richtig::A,correct,ნამდვილი
655,schlimm::A,nasty,ცუდი
656,wahr::A,true,სწორი
657,wahr::A,true,ჭეშმარიტი
658,alt::A,old,ძველი
659,neu::A,new,ახალი
660,ehemalig::A,former,ყოფილი
661,alt[Lebewesen]::A,aged,ბებერი
662,jung::A,young,ნორჩი
663,jung::A,young,ახალგაზრდა
664,arm::A,poor,ღარიბი
665,reich::A,rich,მდიდარი
666,bekannt::A,familiar,ცნობილი
667,berühmt::A,famous,გამოჩენილი
668,fremd::A,foreign,უცხო
669,fremd::A,foreign,გარეშე
670,verschieden::A,different,სხვაგვარი
671,nah::A,near,ახლო
672,fern::A,far,შორი
673,fern::A,far,შორეული
674,linker::A,left,მარცხენა
675,rechter::A,right,მარჯვენა
676,anderer::A,other,სხვა
677,erster::A,first,პირველი
678,zweiter::A,second,მეორე
679,dritter::A,third,მესამე
680,letzter::A,last,ბოლო
681,letzter::A,last,უკანასკნელი
682,allein::ADV,alone,მარტო
683,auf einmal::ADV,at once,ერთდროულად
684,zusammen::ADV,together,ერთად
685,lange::ADV,long,დიდხანს
686,plötzlich::ADV,suddenly,მოულოდნელად
687,sofort::ADV,instantly,ახლავე
688,später::ADV,later,მოგვიანებით
689,jetzt::ADV,now,ახლა
690,heute::ADV,today,დღეს
691,morgen::ADV,tomorrow,ხვალ
692,bald::ADV,soon,მალე
693,dann::ADV,then,მერე
694,gestern::ADV,yesterday,გუშინ
695,einst::ADV,once,ოდესღაც
696,damals::ADV,at that time,მაშინ
697,danach::ADV,afterwards,მერმე
698,danach::ADV,afterwards,შემდეგ
699,vorher::ADV,before,ადრე
700,vorher::ADV,before,წინათ
701,zuerst::ADV,at first,ჯერ
702,einmal::ADV,once,ერთხელ
703,manchmal::ADV,sometimes,ხან
704,manchmal::ADV,sometimes,ზოგჯერ
705,oft::ADV,often,ხშირად
706,immer::ADV,always,მუდამ
707,immer::ADV,always,ყოველთვის
708,niemals::ADV,never,არასდროს
709,hier::ADV,here,აქ
710,hierhin::ADV,hither,აქეთ
711,hierhin::ADV,to here,აქეთ
712,hierhin::ADV,here,აქეთ
713,von hier::ADV,hence,აქედან
714,dort::ADV,there,იქ
715,dorthin::ADV,thither,იქით
716,dorthin::ADV,there,იქით
717,dorthin::ADV,to there,იქით
718,geradeaus::ADV,ahead,პირდაპირ
719,vorwärts::ADV,forward,წინ
720,rückwärts::ADV,backward,უკან
721,zurück::ADV,back,უკანვე
722,unten::ADV,below,დაბლა
723,unten::ADV,below,ქვევით
724,hinab::ADV,down,ძირს
725,oben::ADV,above,ზემოთ
726,hinauf::ADV,up,ზევით
727,überall::ADV,everywhere,ყველგან
728,nicht::ADV,not,არ
729,ein wenig::ADV,a little,ცოტა
730,kaum::ADV,hardly,ძლივს
731,sehr::ADV,very,მეტად
732,sehr::ADV,very,ძალიან
733,so::ADV,so,ისე
734,noch::ADV,still,ჯერ
735,nur::ADV,only,მხოლოდ
736,schon::ADV,already,უკვე
737,wieder::ADV,again,ისევ
738,wieder::ADV,again,კიდევ
739,vergebens::ADV,in vain,ამაოდ
740,vergebens::ADV,in vain,ტყუილად
741,vor::PRP,in front of,წინ
742,hinter::PRP,behind,უკან
743,hinter::PRP,behind,მიღმა
744,unter::PRP,under,ქვეშ
745,unter::PRP,under,ქვევით
746,durch::PRP,through,გავლით
747,neben::PRP,next to,გვერდით
748,zwischen::PRP,between,შუა
749,zwischen::PRP,between,შორის
750,wegen::PRP,because of,გამო
751,wegen::PRP,because of,შედეგად
752,dies::PRN,this,ეს
753,das::PRN,that,ეგ
754,alles::PRN,everything,ყველაფერი
755,ich::PRN,I,მე
756,du::PRN,you,შენ
757,du::PRN,thou,შენ
758,er::PRN,he,ის
759,er::PRN,he,იგი
760,wir::PRN,we,ჩვენ
761,ihr::PRN,you,თქვენ
762,sie::PRN,they,ისინი
763,was::FPRN,what,რა
764,wer::FPRN,who,ვინ
765,wo::FADV,where,სად
766,wohin::FADV,where ... to,საით
767,wohin::FADV,where to,საით
768,wohin::FADV,where,საით
769,wie::FADV,how,როგორ
770,warum::FADV,why,რაზე
771,warum::FADV,why,რატომ
772,wieviel::FNUM,how much,რამდენი
773,eins::NUM,one,ერთი
774,zwei::NUM,two,ორი
775,drei::NUM,three,სამი
776,vier::NUM,four,ოთხი
777,fünf::NUM,five,ხუთი
778,sechs::NUM,six,ექვსი
779,sieben::NUM,seven,შვიდი
