,Concept_ID,lt,uk
302,Angelegenheit::N,reikalas,справа
303,Anzahl::N,kiekis,число
304,Anzahl::N,skaičius,число
305,Art::N,rūšis,рід
306,Stück::N,gabalas,кусок
307,Teil::N,dalis,частина
308,Hälfte::N,pusė,половина
309,Kreis::N,ratas,круг
310,Kreis::N,ratas,коло
311,Kreis::N,apskritis,круг
312,Kreis::N,apskritis,коло
313,Kreis::N,apskritimas,круг
314,Kreis::N,apskritimas,коло
315,Kreuz::N,kryžius,хрест
316,Linie::N,linija,лінія
317,Strich::N,brėžis,штрих
318,Strich::N,brūkšnys,штрих
319,Abstand::N,atstumas,проміжок
320,Entfernung::N,atstumas,відстань
321,Gegend::N,vietovė,місцевість
322,Platz::N,vieta,площа
323,Ort::N,vieta,місце
324,Ort::N,vietovė,місце
325,Seite::N,pusė,сторона
326,Seite::N,šonas,сторона
327,Mitte::N,vidurys,середина
328,Gegenstand::N,dalykas,предмет
329,Sache::N,daiktas,річ
330,Rand::N,kraštas,край
331,Rand::N,pakraštys,край
332,Kante::N,kraštas,ребро
333,Ecke::N,kertė,ріг
334,Ecke::N,kampas,ріг
335,Spitze::N,priekis,кінчик
336,Spitze::N,priešakys,кінчик
337,Ende::N,galas,кінець
338,Loch::N,skylė,діра
339,Winkel::N,kampas,куток
340,Winkel::N,kampelis,куток
341,Muster::N,raštas,узор
342,Größe::N,dydis,розмір
343,Größe::N,didumas,розмір
344,Länge::N,ilgis,довжина
345,Länge::N,ilgumas,довжина
346,Höhe::N,aukštis,висота
347,Höhe::N,aukštuma,висота
348,Gewicht::N,svoris,вага
349,Gewicht::N,svarstis,вага
350,Menge::N,kiekis,кількість
351,Menge::N,daugybė,кількість
352,Haufen::N,krūva,купа
353,Haufen::N,šūsnis,купа
354,Reihe::N,greta,ряд
355,Boot::N,valtis,човен
356,Boot::N,laivelis,човен
357,Ruder::N,irklas,весло
358,Schlitten::N,rogės,сани
359,Schlitten::N,rogutės,сани
360,Ski::N,slidė,лижа
361,Lagerfeuer::N,laužas,вогнище
362,Last::N,našta,тягар
363,Last::N,našta,вантаж
364,Last::N,nešulys,тягар
365,Last::N,nešulys,вантаж
366,Gang::N,eisena,хід
367,Schritt::N,žingsnis,крок
368,Norden::N,šiaurė,північ
369,Norden::N,žiemiai,північ
370,Süden::N,pietūs,південь
371,Westen::N,vakarai,захід
372,Osten::N,rytai,схід
373,Holz::N,mediena,дрова
374,Brett::N,lenta,дошка
375,Platte::N,plokštė,плита
376,Stütze::N,atrama,підпірка
377,Stütze::N,atspara,підпірка
378,Stange::N,lazda,жердина
379,Stange::N,kartis,жердина
380,Stock::N,lazda,палиця
381,Stab::N,kartis,палиця
382,Rohr::N,vamzdis,труба
383,Haus::N,namas,дім
384,Haus::N,namas,хата
385,Heim::N,namai,житло
386,Ofen::N,krosnis,піч
387,Fußboden::N,grindys,підлога
388,Tisch::N,stalas,стіл
389,Stuhl::N,kėdė,стілець
390,Wiege::N,lopšys,колиска
391,Bett::N,lova,ліжко
392,Bett::N,lova,постіль
393,Bett::N,patalai,ліжко
394,Bett::N,patalai,постіль
395,Regal::N,lentyna,полиця
396,Kiste::N,dėžė,ящик
397,Fenster::N,langas,вікно
398,Tür::N,durys,двері
399,Tor::N,vartai,ворота
400,Zaun::N,tvora,паркан
401,Zaun::N,tvora,огорожа
402,Dach::N,stogas,дах
403,Leiter::N,kopėčios,драбина
404,Besen::N,šluota,мітла
405,Spaten::N,lopeta,заступ
406,Spaten::N,kastuvas,заступ
407,Schaufel::N,semtuvas,совок
408,Schaufel::N,semtuvas,лопата
409,Gabel::N,šakutė,виделка
410,Löffel::N,šaukštas,ложка
411,Messer::N,peilis,ніж
412,Nagel::N,vinis,цвях
413,Netz::N,tinklas,сіть
414,Haken::N,vagis,крюк
415,Haken::N,kablys,крюк
416,Griff::N,kotas,ручка
417,Griff::N,kotas,держак
418,Griff::N,rankena,ручка
419,Griff::N,rankena,держак
420,Schloss::N,spyna,замок
421,Schloss::N,užraktas,замок
422,Bild::N,paveikslas,картина
423,Figur::N,figūra,фігура
424,Puppe::N,lėlė,лялька
425,Beutel::N,krepšys,мішечок
426,Beutel::N,krepšys,торбинка
427,Beutel::N,maišelis,мішечок
428,Beutel::N,maišelis,торбинка
429,Bündel::N,ryšulys,в’язка
430,Tasche::N,krepšelis,сумка
431,Eimer::N,kibiras,відро
432,Deckel::N,dangtis,кришка
433,Geschirr::N,indai,посуд
434,Sack::N,maišas,мішок
435,Tasse::N,puodukas,чашка
436,Topf::N,puodas,горщик
437,Kessel::N,katilas,котел
438,Essen::N,valgis,їжа
439,Nahrung::N,penas,харч
440,Nahrung::N,maistas,харч
441,Speise::N,patiekalas,страва
442,Fleisch::N,mėsa,м’ясо
443,Getreide::N,javai,хліб
444,Getreide::N,javai,збіжжя
445,Brei::N,košė,каша
446,Brot::N,duona,хліб
447,Scheibe::N,riekė,скибочка
448,Fett::N,taukai,жир
449,Fett::N,riebalai,жир
450,Butter::N,sviestas,масло
451,Öl::N,aliejus,олія
452,Salz::N,druska,сіль
453,Suppe::N,sriuba,суп
454,Honig::N,medus,мед
455,Milch::N,pienas,молоко
456,Tee::N,arbata,чай
457,Leder::N,oda,шкіра
458,Wolle::N,vilna,шерсть
459,Stoff::N,audeklas,тканина
460,Nadel::N,adata,голка
461,Faden::N,gija,нитка
462,Faden::N,siūlas,нитка
463,Knopf::N,saga,ґудзик
464,Knoten::N,mazgas,вузол
465,Farbe::N,dažai,фарба
466,Kleidung::N,rūbai,одяг
467,Kleidung::N,rūbai,убрання
468,Kleidung::N,drabužiai,одяг
469,Kleidung::N,drabužiai,убрання
470,Hemd::N,marškiniai,сорочка
471,Kragen::N,apykaklė,комір
472,Ärmel::N,rankovė,рукав
473,Hose::N,kelnės,брюки
474,Gürtel::N,juosta,пояс
475,Gürtel::N,diržas,пояс
476,Mütze::N,kepurė,шапка
477,Schuh::N,batas,ботинок
478,Stiefel::N,auliniai batai,чобіт
479,Ring::N,žiedas,кільце
480,Band::N,kaspinas,стрічка
481,Kamm::N,šukos,гребінець
482,Spiegel::N,veidrodis,дзеркало
483,Riemen::N,diržas,ремінь
484,Schnur::N,virvė,вірьовка
485,Leine::N,pavadėlis,шворка
486,Decke::N,antklodė,ковдра
487,Kissen::N,pagalvė,подушка
488,Kissen::N,priegalvis,подушка
489,Tuch::N,skarelė,хустка
490,Handtuch::N,rankšluostis,рушник
491,Kraft::N,jėga,сила
492,Stärke::N,stiprumas,сила
493,Gesundheit::N,sveikata,здоров’я
494,Krankheit::N,liga,хвороба
495,Schmerz::N,skausmas,біль
496,Wunde::N,žaizda,рана
497,Fieber::N,karštis,гарячка
498,Arznei::N,vaistas,ліки
499,Brücke::N,tiltas,міст
500,Brunnen::N,šulinys,колодязь
501,Weide::N,ganykla,пасовище
502,Weide::N,gluosnis,пасовище
503,Pfad::N,takas,стежка
504,Weg::N,kelias,шлях
505,Weg::N,kelias,дорога
506,Straße::N,gatvė,вулиця
507,Dorf::N,kaimas,село
508,Dorf::N,sodžius,село
509,Stadt::N,miestas,місто
510,Brief::N,laiškas,лист
511,Buch::N,knyga,книга
512,Buch::N,knyga,книжка
513,Buchstabe::N,raidė,буква
514,Buchstabe::N,raidė,літера
515,Zeitung::N,laikraštis,газета
516,Leben::N,gyvybė,життя
517,Leben::N,gyvenimas,життя
518,Tod::N,mirtis,смерть
519,Grab::N,kapas,могила
520,Kirche::N,bažnyčia,церква
521,Sünde::N,nuodėmė,гріх
522,Sünde::N,nusidėjimas,гріх
523,Gott::N,dievas,бог
524,Arbeiter::N,darbininkas,робітник
525,Chef::N,šefas,хазяїн
526,Chef::N,vadovas,хазяїн
527,Chef::N,viršininkas,хазяїн
528,Meister::N,meistras,умілець
529,Arzt::N,gydytojas,лікар
530,Lehrer::N,mokytojas,вчитель
531,Geld::N,pinigai,гроші
532,Geschäft::N,biznis,заняття
533,Laden::N,krautuvė,магазин
534,Laden::N,krautuvė,крамниця
535,Laden::N,parduotuvė,магазин
536,Laden::N,parduotuvė,крамниця
537,Preis::N,kaina,ціна
538,Ware::N,prekė,товар
539,Nutzen::N,nauda,вигода
540,Nutzen::N,nauda,користь
541,Nutzen::N,pelnas,вигода
542,Nutzen::N,pelnas,користь
543,Reichtum::N,turtas,багатство
544,Welt::N,pasaulis,світ
545,Land::N,žemė,країна
546,Land::N,šalis,країна
547,Staat::N,valstija,держава
548,König::N,karalius,король
549,Macht::N,galia,влада
550,Macht::N,valdžia,влада
551,Grenze::N,riba,кордон
552,Grenze::N,siena,кордон
553,Krieg::N,karas,війна
554,Feind::N,priešas,ворог
555,Gewalt::N,jėga,насильство
556,Gewalt::N,smurtas,насильство
557,Gewalt::N,prievarta,насильство
558,Kampf::N,kova,бій
559,Kampf::N,kova,боротьба
560,Bogen[Waffe]::N,lankas,лук
561,Pfeil::N,strėlė,стріла
562,Gewehr::N,šautuvas,рушниця
563,Gewehr::N,šautuvas,гвинтівка
564,Fehler::N,klaida,помилка
565,Lüge::N,melas,брехня
566,Schaden::N,nuostolis,шкода
567,Schaden::N,nuostolis,збиток
568,Schaden::N,apgadinimas,шкода
569,Schaden::N,apgadinimas,збиток
570,Unglück::N,nelaimė,нещастя
571,Schuld::N,kaltė,провина
572,Alter::N,amžius,вік
573,Alter::N,amžius,літа
574,Schluss::N,pabaiga,кінець
575,Zeit::N,laikas,час
576,Tag::N,diena,день
577,Morgen::N,rytas,ранок
578,Mittag::N,vidurdienis,південь
579,Abend::N,vakaras,вечір
580,Nacht::N,naktis,ніч
581,Woche::N,savaitė,тиждень
582,Monat::N,mėnuo,місяць
583,Jahr::N,metai,рік
584,Frühling::N,pavasaris,весна
585,Sommer::N,vasara,літо
586,Herbst::N,ruduo,осінь
587,Winter::N,žiema,зима
588,Januar::N,sausis,січень
589,Februar::N,vasaris,лютий
590,März::N,kovas,березень
591,April::N,balandis,квітень
592,Mai::N,gegužė,травень
593,Juni::N,birželis,червень
594,Juli::N,liepa,липень
595,August::N,rugpjūtis,серпень
596,September::N,rugsėjis,вересень
597,Oktober::N,spalis,жовтень
598,November::N,lapkritis,листопад
599,Dezember::N,gruodis,грудень
600,Montag::N,pirmadienis,понеділок
601,Dienstag::N,antradienis,вівторок
602,Mittwoch::N,trečiadienis,середа
603,Donnerstag::N,ketvirtadienis,четвер
604,Freitag::N,penktadienis,п’ятниця
605,Samstag::N,šeštadienis,субота
606,Sonntag::N,sekmadienis,неділя
607,groß::A,didis,великий
608,groß::A,didelis,великий
609,klein::A,mažas,малий
610,klein::A,mažas,маленький
611,lang::A,ilgas,довгий
612,kurz::A,trumpas,короткий
613,breit::A,platus,широкий
614,schmal::A,smulkus,вузький
615,dicht::A,tankus,густий
616,dick[Gegenstand]::A,storas,товстий
617,dünn::A,plonas,тонкий
618,fein::A,smulkus,дрібний
619,fest::A,kietas,міцний
620,fest::A,tvirtas,міцний
621,flach::A,lėkštas,плоский
622,flach::A,plokščias,плоский
623,glatt::A,slidus,рівний
624,glatt::A,slidus,гладенький
625,hart::A,kietas,твердий
626,weich::A,minkštas,м’який
627,rund::A,apvalus,круглий
628,rund::A,apskritas,круглий
629,spitz::A,aštrus,гострокінцевий
630,spitz::A,smailus,гострокінцевий
631,scharf::A,aštrus,гострий
632,stumpf::A,bukas,тупий
633,stumpf::A,atšipęs,тупий
634,schwer::A,sunkus,важкий
635,schön::A,gražus,вродливий
636,heiß::A,karštas,жаркий
637,heiß::A,karštas,гарячий
638,warm::A,šiltas,теплий
639,kalt::A,šaltas,холодний
640,kühl::A,vėsus,прохолодний
641,kühl::A,bejausmis,прохолодний
642,frisch::A,šviežias,свіжий
643,feucht::A,drėgnas,вогкий
644,nass::A,šlapias,мокрий
645,trocken::A,sausas,сухий
646,voll::A,pilnas,повний
647,leer::A,tuščias,пустий
648,offen::A,atviras,відкритий
649,geschlossen::A,uždaras,закритий
650,geschlossen::A,uždaras,зачинений
651,geschlossen::A,uždarytas,закритий
652,geschlossen::A,uždarytas,зачинений
653,sauber::A,švarus,чистий
654,sauber::A,švarus,охайний
655,schmutzig::A,nešvarus,брудний
656,schmutzig::A,purvinas,брудний
657,roh::A,žalias,сирий
658,reif::A,prinokęs,зрілий
659,reif::A,pribrendęs,зрілий
660,lecker::A,gardus,смачний
661,süß::A,saldus,солодкий
662,bitter::A,kartus,гіркий
663,sauer::A,gižus,кислий
664,sauer::A,rūgštus,кислий
665,hell::A,šviesus,світлий
666,hell::A,skaistus,світлий
667,dunkel::A,tamsus,темний
668,schwarz::A,juodas,чорний
669,weiß::A,baltas,сивий
670,rot::A,raudonas,червоний
671,gelb::A,geltonas,жовтий
672,blau::A,mėlynas,синій
673,grün::A,žalias,зелений
674,grau::A,pilkas,сірий
675,bunt::A,margas,барвистий
676,bunt::A,spalvotas,барвистий
677,billig::A,pigus,дешевий
678,teuer::A,brangus,дорогий
679,wertvoll::A,vertingas,цінний
680,blind::A,aklas,сліпий
681,taub::A,kurčias,глухий
682,kräftig::A,stiprus,могутній
683,stark::A,stiprus,сильний
684,schwach::A,silpnas,слабкий
685,fett::A,riebus,жирний
686,fett::A,riebus,товстий
687,schlank::A,laibas,тонкий
688,schlank::A,laibas,стрункий
689,schlank::A,lieknas,тонкий
690,schlank::A,lieknas,стрункий
691,hübsch::A,gražus,чарівний
692,böse::A,blogas,злий
693,böse::A,blogas,лихий
694,dumm::A,paikas,дурний
695,dumm::A,kvailas,дурний
696,faul::A,tingus,ледачий
697,fleißig::A,stropus,старанний
698,fleißig::A,kruopštus,старанний
699,geizig::A,šykštus,скупий
700,klug::A,sumanus,мудрий
701,klug::A,sumanus,розумний
702,klug::A,protingas,мудрий
703,klug::A,protingas,розумний
704,geschickt::A,apsukrus,умілий
705,lieb::A,mielas,милий
706,lustig::A,smagus,веселий
707,lustig::A,linksmas,веселий
708,sanft::A,švelnus,лагідний
709,sanft::A,minkštas,лагідний
710,hungrig::A,alkanas,голодний
711,krank::A,ligotas,слабий
712,krank::A,sergantis,слабий
713,nackt::A,nuogas,голий
714,traurig::A,liūdnas,сумний
715,lebendig::A,gyvas,живий
716,gut::A,geras,добрий
717,schlecht::A,blogas,поганий
718,schlecht::A,blogas,кепський
719,schlecht::A,prastas,поганий
720,schlecht::A,prastas,кепський
721,richtig::A,tikras,правильний
722,richtig::A,teisingas,правильний
723,schlimm::A,blogas,бридкий
724,schlimm::A,prastas,бридкий
725,wahr::A,tikras,справжній
726,alt::A,senas,старий
727,neu::A,naujas,новий
728,ehemalig::A,buvęs,колишній
729,alt[Lebewesen]::A,pagyvenęs,старий
730,jung::A,jaunas,молодий
731,arm::A,neturtingas,бідний
732,reich::A,turtingas,багатий
733,bekannt::A,žinomas,знайомий
734,bekannt::A,pažįstamas,знайомий
735,berühmt::A,žymus,славетний
736,berühmt::A,garsus,славетний
737,fremd::A,svetimas,чужий
738,verschieden::A,įvairus,різний
739,nah::A,artimas,близький
740,fern::A,tolimas,далекий
741,linker::A,kairys,лівий
742,rechter::A,dešinys,правий
743,anderer::A,kitas,інакший
744,erster::A,pirmas,перший
745,zweiter::A,antras,другий
746,dritter::A,trečias,третій
747,letzter::A,paskutinis,останній
748,allein::ADV,vienas,сам
749,allein::ADV,vienas,один
750,auf einmal::ADV,iš karto,відразу
751,zusammen::ADV,kartu,разом
752,zusammen::ADV,kartu,спільно
753,zusammen::ADV,drauge,разом
754,zusammen::ADV,drauge,спільно
755,lange::ADV,ilgai,довго
756,plötzlich::ADV,staiga,раптом
757,sofort::ADV,tuojau,зараз
758,später::ADV,vėliau,пізніше
759,später::ADV,paskiau,пізніше
760,jetzt::ADV,dabãr,тепер
761,heute::ADV,šiandien,сьогодні
762,morgen::ADV,rytoj,завтра
763,bald::ADV,greitai,незабаром
764,bald::ADV,netrukus,незабаром
765,dann::ADV,po to,потім
766,gestern::ADV,vakar,вчора
767,einst::ADV,kadaise,колись
768,einst::ADV,kitą kartą,колись
769,damals::ADV,anuomet,тоді
770,damals::ADV,anuokart,тоді
771,danach::ADV,po to,згодом
772,danach::ADV,paskui,згодом
773,vorher::ADV,anksčiau,раніше
774,zuerst::ADV,pirma,спершу
775,zuerst::ADV,pirma,спочатку
776,zuerst::ADV,iš pradžių̃,спершу
777,zuerst::ADV,iš pradžių̃,спочатку
778,einmal::ADV,kartą,один раз
779,einmal::ADV,vieną kartą,один раз
780,manchmal::ADV,kai kada,іноді
781,manchmal::ADV,kai kada,інколи
782,oft::ADV,dažnai,часто
783,immer::ADV,visada,завжди
784,immer::ADV,visuomet,завжди
785,niemals::ADV,niekada,ніколи
786,niemals::ADV,niekuomet,ніколи
787,hier::ADV,čia,тут
788,hierhin::ADV,šen,сюди
789,hierhin::ADV,čionai,сюди
790,von hier::ADV,iš čia,звідси
791,dort::ADV,ten,там
792,dort::ADV,tenai,там
793,dorthin::ADV,ten,туди
794,dorthin::ADV,ten link,туди
795,geradeaus::ADV,tiesiai,прямо
796,vorwärts::ADV,pirmyn,вперед
797,rückwärts::ADV,atbulai,назад
798,zurück::ADV,atgal,назад
799,unten::ADV,žemai,внизу
800,unten::ADV,apačioje,внизу
801,hinab::ADV,žemyn,вниз
802,oben::ADV,viršuj,вгорі
803,hinauf::ADV,aukštyn,вгору
804,hinauf::ADV,į viršų,вгору
805,überall::ADV,visur,скрізь
