,Concept_ID,myv,lv
158,Wind::N,варма,vējš
159,Welle::N,толкун,гы
160,Welle::N,толкун,vilnis
161,Wasser::N,ведь,ва
162,Wasser::N,ведь,ūdens
163,Stein::N,кев,из
164,Stein::N,кев,akmens
165,Boden::N,мода,му
166,Boden::N,мода,augsne
167,Erde::N,мастор,му
168,Erde::N,мастор,му-ва
169,Erde::N,мастор,zeme
170,Staub::N,пуль,бус
171,Staub::N,пуль,putekļi
172,Rauch::N,качамо,тшын
173,Rauch::N,качамо,dūmi
174,Funke::N,сятко,кинь
175,Funke::N,сятко,би кинь
176,Funke::N,сятко,dzirkstele
177,Feuer::N,тол,би
178,Feuer::N,тол,uguns
179,Licht::N,валдо,югӧр
180,Licht::N,валдо,gaisma
181,Schatten::N,сулей,вуджӧр
182,Schatten::N,сулей,ēna
183,Schatten::N,сулейкс,вуджӧр
184,Schatten::N,сулейкс,ēna
185,Wetter::N,ушо,поводдя
186,Wetter::N,ушо,laiks
187,Nebel::N,сув,ру
188,Nebel::N,сув,онь
189,Nebel::N,сув,migla
190,Wolke::N,пель,кымӧр
191,Wolke::N,пель,mākonis
192,Regen::N,пиземс,зэр
193,Regen::N,пиземс,lietus
194,Schnee::N,лов,лым
195,Schnee::N,лов,sniegs
196,Eis::N,эй,йи
197,Eis::N,эй,ledus
198,Frost::N,кельме,кӧдзыд
199,Frost::N,кельме,sals
200,Kälte::N,якшамо,кӧдзыд
201,Kälte::N,якшамо,saltums
202,Kälte::N,якшамо,aukstums
203,Hitze::N,пси,пӧсь
204,Hitze::N,пси,гожӧд
205,Hitze::N,пси,karstums
206,Raureif::N,лекш,пуж
207,Raureif::N,лекш,гыӧр
208,Raureif::N,лекш,sarma
209,Regenbogen::N,пурьгинечирьке,ӧшкамӧшка
210,Regenbogen::N,пурьгинечирьке,varavīksne
211,Regenbogen::N,пурьгинеёнкс,ӧшкамӧшка
212,Regenbogen::N,пурьгинеёнкс,varavīksne
213,Donner::N,пурьгине,гым
214,Donner::N,пурьгине,pērkons
215,Strömung::N,чудема,ва ныр
216,Strömung::N,чудема,визувтӧм
217,Strömung::N,чудема,straume
218,Strömung::N,чудема,strāvojums
219,Strömung::N,чудевкс,ва ныр
220,Strömung::N,чудевкс,визувтӧм
221,Strömung::N,чудевкс,straume
222,Strömung::N,чудевкс,strāvojums
223,Tropfen::N,петнявкс,войт
224,Tropfen::N,петнявкс,lāse
225,Schaum::N,чов,быг
226,Schaum::N,чов,быгзьӧм
227,Schaum::N,чов,putas
228,Schmutz::N,рудаз,няйт
229,Schmutz::N,рудаз,dubļi
230,See::N,эрьке,ты
231,See::N,эрьке,ezers
232,Sumpf::N,чей,гыбад
233,Sumpf::N,чей,кад
234,Sumpf::N,чей,dumbrājs
235,Sumpf::N,чей,staignājs
236,Moor::N,чей,нюр
237,Moor::N,чей,purvs
238,Moor::N,чей,muklājs
239,Wiese::N,луга,видз
240,Wiese::N,луга,pļava
241,Wald::N,вирь,вӧр
242,Wald::N,вирь,mežs
243,Hügel::N,губорь,дзиб
244,Hügel::N,губорь,мыльк
245,Hügel::N,губорь,нӧрыс
246,Hügel::N,губорь,paugurs
247,Hügel::N,пандыне,дзиб
248,Hügel::N,пандыне,мыльк
249,Hügel::N,пандыне,нӧрыс
250,Hügel::N,пандыне,paugurs
251,Anhöhe::N,губорь,мыльк
252,Anhöhe::N,губорь,нӧрыс
253,Anhöhe::N,губорь,paugurs
254,Anhöhe::N,пандыне,мыльк
255,Anhöhe::N,пандыне,нӧрыс
256,Anhöhe::N,пандыне,paugurs
257,Berg::N,пандо,чой
258,Berg::N,пандо,керӧс
259,Berg::N,пандо,kalns
260,Gipfel::N,пря,чук
261,Gipfel::N,пря,virsotne
262,Höhle::N,пещера,рудӧг
263,Höhle::N,пещера,ala
264,Abhang::N,пандочама,ньывк
265,Abhang::N,пандочама,бокша
266,Abhang::N,пандочама,nogāze
267,Quelle::N,ушодкс,ӧшмӧс
268,Quelle::N,ушодкс,avots
269,Bach::N,чудикерькс,шор
270,Bach::N,чудикерькс,urga
271,Bach::N,чудикерькс,strauts
272,Fluss::N,лей,ю
273,Fluss::N,лей,upe
274,Ufer::N,чире,вадор
275,Ufer::N,чире,krasts
276,Küste::N,лейчире,вадор
277,Küste::N,лейчире,piekraste
278,Festland::N,мода,му
279,Festland::N,мода,sauszeme
280,Meer::N,моря,саридз
281,Meer::N,моря,jūra
282,Bucht::N,усия,куръя
283,Bucht::N,усия,līcis
284,Insel::N,усия,ді
285,Insel::N,усия,sala
286,Blume::N,цеця,дзоридз
287,Blume::N,цеця,puķe
288,Blume::N,цеця,zieds
289,Gras::N,тикше,турун
290,Gras::N,тикше,zāle
291,Wurzel::N,юр,вуж
292,Wurzel::N,юр,sakne
293,Wurzel::N,ундокс,вуж
294,Wurzel::N,ундокс,sakne
295,Baum::N,чувто,пу
296,Baum::N,чувто,koks
297,Stamm::N,рунго,пучер
298,Stamm::N,рунго,stumbrs
299,Rinde::N,суд,кырсь
300,Rinde::N,суд,miza
301,Rinde::N,керь,кырсь
302,Rinde::N,керь,miza
303,Ast::N,морго,ув
304,Ast::N,морго,zars
305,Zweig::N,тарад,вож
306,Zweig::N,тарад,nozare
307,Blatt::N,лопа,кор
308,Blatt::N,лопа,lapa
309,Birke::N,килей,кыдз
310,Birke::N,килей,bērzs
311,Kiefer[Baum]::N,пиче,пожӧм
312,Kiefer[Baum]::N,пиче,priede
313,Weide[Baum]::N,каль,бадь
314,Weide[Baum]::N,каль,kārkls
315,Tanne::N,куз,коз
316,Tanne::N,куз,egle
317,Horn::N,сюро,сюр
318,Horn::N,сюро,rags
319,Feder::N,толга,гӧн
320,Feder::N,толга,тывборд
321,Feder::N,толга,spalva
322,Fell::N,пона,ку
323,Fell::N,пона,āda
324,Flügel::N,сёлмо,борд
325,Flügel::N,сёлмо,spārns
326,Klaue::N,кенже,гыж
327,Klaue::N,кенже,nags
328,Kralle::N,кенже,гыж
329,Kralle::N,кенже,nags
330,Schwanz::N,пуло,бӧж
331,Schwanz::N,пуло,ļipa
332,Ei::N,ал,кольк
333,Ei::N,ал,ola
334,Nest::N,пизэ,поз
335,Nest::N,пизэ,ligzda
336,Bau::N,варя,горс
337,Bau::N,варя,пырмӧс
338,Bau::N,варя,гу
339,Bau::N,варя,ala
340,Bau::N,пизе,горс
341,Bau::N,пизе,пырмӧс
342,Bau::N,пизе,гу
343,Bau::N,пизе,ala
344,Tier::N,ракша,пемӧс
345,Tier::N,ракша,dzīvnieks
346,Herde::N,стада,стада
347,Herde::N,стада,кельӧб
348,Herde::N,стада,ganāmpulks
349,Kuh::N,скал,мӧс
350,Kuh::N,скал,govs
351,Bulle::N,бука,ӧш
352,Bulle::N,бука,bullis
353,Pferd::N,лишме,вӧв
354,Pferd::N,лишме,zirgs
355,Schaf::N,реве,ыж
356,Schaf::N,реве,aita
357,Schwein::N,туво,порсь
358,Schwein::N,туво,cūka
359,Hund::N,пине,пон
360,Hund::N,пине,suns
361,Hund::N,киска,пон
362,Hund::N,киска,suns
363,Katze::N,псака,кань
364,Katze::N,псака,kaķis
365,Bär::N,овто,ош
366,Bär::N,овто,lācis
367,Eichhörnchen::N,ур,ур
368,Eichhörnchen::N,ур,vāvere
369,Elch::N,сярдо,йӧра
370,Elch::N,сярдо,alnis
371,Fuchs::N,ривезь,руч
372,Fuchs::N,ривезь,lapsa
373,Hase::N,нумоло,кӧч
374,Hase::N,нумоло,zaķis
375,Maus::N,чеерь,шыр
376,Maus::N,чеерь,pele
377,Wolf::N,верьгиз,кӧин
378,Wolf::N,верьгиз,vilks
379,Vogel::N,нармунь,кай
380,Vogel::N,нармунь,лэбач
381,Vogel::N,нармунь,putns
382,Schwarm::N,полк,чукӧр
383,Schwarm::N,полк,spiets
384,Schwarm::N,стада,чукӧр
385,Schwarm::N,стада,spiets
386,Huhn::N,сараз,курӧг
387,Huhn::N,сараз,vista
388,Hahn::N,атякш,петук
389,Hahn::N,атякш,gailis
390,Gans::N,гала,дзодзӧг
391,Gans::N,гала,zoss
392,Gans::N,мацей,дзодзӧг
393,Gans::N,мацей,zoss
394,Adler::N,куцькан,кутш
395,Adler::N,куцькан,ērglis
396,Adler::N,тумоатякш,кутш
397,Adler::N,тумоатякш,ērglis
398,Ente::N,яксярго,утка
399,Ente::N,яксярго,pīle
400,Eule::N,корж,сюзь
401,Eule::N,корж,pūce
402,Kranich::N,карго,тури
403,Kranich::N,карго,dzērve
404,Krähe::N,варака,рака
405,Krähe::N,варака,vārna
406,Kuckuck::N,куко,кӧк
407,Kuckuck::N,куко,dzeguze
408,Schwan::N,локсей,юсь
409,Schwan::N,локсей,gulbis
410,Fisch::N,кал,чери
411,Fisch::N,кал,zivs
412,Barsch::N,окунь,ёкыш
413,Barsch::N,окунь,asaris
414,Hecht::N,щука,сир
415,Hecht::N,щука,līdaka
416,Schlange[Tier]::N,гуй,кый
417,Schlange[Tier]::N,гуй,čūska
418,Wurm::N,сукс,номыр
419,Wurm::N,сукс,tārps
420,Spinne::N,шанжав,черань
421,Spinne::N,шанжав,zirneklis
422,Ameise::N,коткудав,кодзувкот
423,Ameise::N,коткудав,skudra
424,Laus::N,сий,той
425,Laus::N,сий,uts
426,Mücke::N,сеське,ном
427,Mücke::N,сеське,ods
428,Fliege::N,карво,гут
429,Fliege::N,карво,muša
430,Schmetterling::N,нимиляв,бобув
431,Schmetterling::N,нимиляв,tauriņš
432,Beere::N,умарь,тусь
433,Beere::N,умарь,вотӧс
434,Beere::N,умарь,oga
435,Apfel::N,умарь,яблӧг
436,Apfel::N,умарь,ābols
437,Pilz::N,панго,тшак
438,Pilz::N,панго,sēne
439,Zwiebel::N,чурька,луккок
440,Zwiebel::N,чурька,йӧнгыль
441,Zwiebel::N,чурька,sīpols
442,Saat::N,видьметь,тусь
443,Saat::N,видьметь,кӧйдыс
444,Saat::N,видьметь,sēkla
445,Korn::N,сюро,тусь
446,Korn::N,сюро,grauds
447,Heu::N,тикше,турун
448,Heu::N,тикше,siens
449,Schale::N,кедь,кор
450,Schale::N,кедь,čaula
451,Schale::N,кедь,čaumala
452,Schale::N,ваткавкс,кор
453,Schale::N,ваткавкс,čaula
454,Schale::N,ваткавкс,čaumala
455,Grube::N,латко,гу
456,Grube::N,латко,bedre
457,Falle::N,тувор,лэч
458,Falle::N,тувор,slazds
459,Falle::N,тувор,lamatas
460,Falle::N,кундамка,лэч
461,Falle::N,кундамка,slazds
462,Falle::N,кундамка,lamatas
463,Schlinge::N,килькш,лэч
464,Schlinge::N,килькш,cilpa
465,Spur::N,челькс,туй
466,Spur::N,челькс,pēda
467,Spur::N,пильгеки,туй
468,Spur::N,пильгеки,pēda
469,Asche::N,кулов,пӧм
470,Asche::N,кулов,pelni
471,Dreck::N,рудаз,няйт
472,Dreck::N,рудаз,dubļi
473,Eisen::N,кшни,кӧрт
474,Eisen::N,кшни,dzelzs
475,Gold::N,сырне,зарни
476,Gold::N,сырне,zelts
477,Silber::N,сия,эзысь
478,Silber::N,сия,sudrabs
479,Kohle::N,сэдь,шом
480,Kohle::N,сэдь,ogle
481,Kohle::N,уголия,шом
482,Kohle::N,уголия,ogle
483,Glas::N,сулика,стеклӧ
484,Glas::N,сулика,stikls
485,Lehm::N,сёвонь,сёй
486,Lehm::N,сёвонь,māls
487,Sand::N,човар,лыа
488,Sand::N,човар,smiltis
489,Mensch::N,ломань,морт
490,Mensch::N,ломань,cilvēks
491,Mann::N,аля,аймӧрт
492,Mann::N,аля,мужичӧй
493,Mann::N,аля,vīrietis
494,Mann::N,цёраломань,аймӧрт
495,Mann::N,цёраломань,мужичӧй
496,Mann::N,цёраломань,vīrietis
497,Frau::N,ава,ань
498,Frau::N,ава,нывбаба
499,Frau::N,ава,sieviete
500,Kind::N,эйкакш,кага
501,Kind::N,эйкакш,bērns
502,Junge::N,цёрыне,пи
503,Junge::N,цёрыне,zēns
504,Junge::N,цёрыне,puika
505,Junge::N,цёрыне,puisis
506,Mädchen::N,тейтерне,ныв
507,Mädchen::N,тейтерне,meiča
508,Mädchen::N,тейтерне,skuķis
509,Mädchen::N,тейтерне,meitene
510,Familie::N,семия,семья
511,Familie::N,семия,ģimene
512,Großvater::N,покштя,пӧль
513,Großvater::N,покштя,vecaistēvs
514,Großmutter::N,баба,баб
515,Großmutter::N,баба,vecāmāte
516,Eltern::N,тетят-ават,ай-мам
517,Eltern::N,тетят-ават,бать-мам
518,Eltern::N,тетят-ават,vecāki
519,Vater::N,тетя,бать
520,Vater::N,тетя,ай
521,Vater::N,тетя,tēvs
522,Mutter::N,ава,мам
523,Mutter::N,ава,māte
524,Sohn::N,цёра,пи
525,Sohn::N,цёра,dēls
526,Tochter::N,тейтерь,ныв
527,Tochter::N,тейтерь,meita
528,Bruder::N,леля,вок
529,Bruder::N,леля,brālis
530,Bruder::N,ялакс,вок
531,Bruder::N,ялакс,brālis
532,Schwester::N,сазор,чой
533,Schwester::N,сазор,māsa
534,Onkel::N,леля,дядь
535,Onkel::N,леля,tēvocis
536,Tante::N,патя,тьӧт
537,Tante::N,патя,tante
538,Ehemann::N,мирде,верӧс
539,Ehemann::N,мирде,vīrs
540,Ehefrau::N,ни,гӧтыр
541,Ehefrau::N,ни,sieva
542,Freude::N,кеняркс,радлун
543,Freude::N,кеняркс,prieks
544,Gelächter::N,ракамо,серам
545,Gelächter::N,ракамо,smiekli
546,Gelächter::N,пейдема,серам
547,Gelächter::N,пейдема,smiekli
548,Glück::N,уцяска,шуд
549,Glück::N,уцяска,laime
550,Kummer::N,рискс,шог
551,Kummer::N,рискс,bēdas
552,Kummer::N,рискс,raizes
553,Kummer::N,мелявкс,шог
554,Kummer::N,мелявкс,bēdas
555,Kummer::N,мелявкс,raizes
556,Wunsch::N,мель,кӧсйӧм
557,Wunsch::N,мель,vēlme
558,Wunsch::N,мель,vēlējums
559,Wunsch::N,бажамо,кӧсйӧм
560,Wunsch::N,бажамо,vēlme
561,Wunsch::N,бажамо,vēlējums
562,Lust::N,бажамо,кыскӧм
563,Lust::N,бажамо,радейтӧм
564,Lust::N,бажамо,kāre
565,Geist::N,ойме,лов
566,Geist::N,ойме,gars
567,Gedanke::N,мель,мӧвп
568,Gedanke::N,мель,doma
569,Gedächtnis::N,мель,паметь
570,Gedächtnis::N,мель,atmiņa
571,Verstand::N,прев,вежӧр
572,Verstand::N,прев,prāts
573,Sinn::N,толк,мог
574,Sinn::N,толк,вежӧртас
575,Sinn::N,толк,nozīme
576,Sinn::N,смысла,мог
577,Sinn::N,смысла,вежӧртас
578,Sinn::N,смысла,nozīme
579,Grund::N,тувтал,помка
580,Grund::N,тувтал,pamats
581,Grund::N,тувтал,iemesls
582,Wahrheit::N,видечи,збыль
583,Wahrheit::N,видечи,збыльтор
584,Wahrheit::N,видечи,taisnība
585,Wahrheit::N,видечи,patiesība
586,Gespräch::N,кортнема,сёрни
587,Gespräch::N,кортнема,saruna
588,Märchen::N,ёвкс,мойд
589,Märchen::N,ёвкс,pasaka
590,Erzählung::N,ёвтнема,висьт
591,Erzählung::N,ёвтнема,stāsts
592,Erzählung::N,ёвтнема,nostāsts
593,Nachricht::N,куля,юӧртӧм
594,Nachricht::N,куля,ziņa
595,Neuigkeit::N,куля,выльтор
596,Neuigkeit::N,куля,jaunums
597,Name::N,лем,ним
598,Name::N,лем,vārds
599,Rätsel::N,содамоёвкс,нӧдкыв
600,Rätsel::N,содамоёвкс,mīkla
601,Rede::N,кортамо,сёрни
602,Rede::N,кортамо,runa
603,Sprache::N,кель,кыв
604,Sprache::N,кель,valoda
605,Stimme::N,ваигель,гӧлӧс
606,Stimme::N,ваигель,вом шы
607,Stimme::N,ваигель,balss
608,Wort::N,вал,кыв
609,Wort::N,вал,vārds
610,Zeichen::N,теште,пас
611,Zeichen::N,теште,zīme
612,Ruf::N,тердема,чукӧстчӧм
613,Ruf::N,тердема,корӧм
614,Ruf::N,тердема,sauciens
615,Lärm::N,шалнома,шы
616,Lärm::N,шалнома,зык
617,Lärm::N,шалнома,зычитӧм
618,Lärm::N,шалнома,troksnis
619,Laut::N,вайгель,шы
620,Laut::N,вайгель,skaņa
621,Ton::N,гайнема,шы
622,Ton::N,гайнема,tonis
623,Lied::N,моро,сьылан
624,Lied::N,моро,сьыланкыв
625,Lied::N,моро,dziesma
626,Ruhe::N,оймамо,чӧв
627,Ruhe::N,оймамо,miers
628,Leute::N,ломанть,йӧз
629,Leute::N,ломанть,войтыр
630,Leute::N,ломанть,ļaudis
631,Leute::N,ломанть,cilvēki
632,Volk::N,народ,йӧз
633,Volk::N,народ,войтыр
634,Volk::N,народ,tauta
635,Arbeit::N,тев,удж
636,Arbeit::N,тев,darbs
637,Gast::N,инже,гӧсть
638,Gast::N,инже,viešņa
639,Gast::N,инже,ciemiņš
640,Geschenk::N,казне,козин
641,Geschenk::N,казне,dāvana
642,Spiel::N,налксема,ворсан
643,Spiel::N,налксема,rotaļa
644,Gesellschaft::N,община,котыр
645,Gesellschaft::N,община,biedrība
646,Gesellschaft::N,община,kompānija
647,Hilfe::N,лездамо,отсӧг
648,Hilfe::N,лездамо,palīdzība
649,Freund::N,оя,ёрт
650,Freund::N,оя,draugs
651,Freund::N,ялга,ёрт
652,Freund::N,ялга,draugs
653,Kamerad::N,оя,ёрт
654,Kamerad::N,оя,biedrs
655,Kamerad::N,ялга,ёрт
656,Kamerad::N,ялга,biedrs
657,Angelegenheit::N,тев,мог
658,Angelegenheit::N,тев,делӧ
659,Angelegenheit::N,тев,darīšana
660,Anzahl::N,ламоксчи,лыд
661,Anzahl::N,ламоксчи,тшӧт
662,Anzahl::N,ламоксчи,skaits
663,Anzahl::N,ламоксчи,daudzums
664,Art::N,вид,сикас
665,Art::N,вид,suga
666,Art::N,вид,šķira
667,Stück::N,пакш,тор
668,Stück::N,пакш,gabals
669,Stück::N,пелькс,тор
670,Stück::N,пелькс,gabals
671,Teil::N,часть,юкӧн
672,Teil::N,часть,daļa
673,Teil::N,пелькс,юкӧн
674,Teil::N,пелькс,daļa
675,Hälfte::N,пель,пӧв
676,Hälfte::N,пель,джын
677,Hälfte::N,пель,puse
678,Hälfte::N,пелькс,пӧв
679,Hälfte::N,пелькс,джын
680,Hälfte::N,пелькс,puse
681,Kreis::N,кирькс,кытш
682,Kreis::N,кирькс,aplis
683,Kreis::N,кирькс,riņķis
684,Kreuz::N,крёст,перна
685,Kreuz::N,крёст,крест
686,Kreuz::N,крёст,krusts
687,Linie::N,кикс,визь
688,Linie::N,кикс,līnija
689,Strich::N,межа,визь
690,Strich::N,межа,svītra
691,Abstand::N,ютко,кост
692,Abstand::N,ютко,коласт
693,Abstand::N,ютко,atstarpe
694,Entfernung::N,ютко,ылна
695,Entfernung::N,ютко,attālums
696,Entfernung::N,ютко,atstatums
697,Gegend::N,тарка,му-ва
698,Gegend::N,тарка,apvidus
699,Gegend::N,тарка,apgabals
700,Gegend::N,пертьпелькс,му-ва
701,Gegend::N,пертьпелькс,apvidus
702,Gegend::N,пертьпелькс,apgabals
703,Platz::N,васолкс,ылдӧс
704,Platz::N,васолкс,йир
705,Platz::N,васолкс,гӧгӧртас
706,Platz::N,васолкс,vieta
707,Ort::N,тарка,ин
708,Ort::N,тарка,места
709,Ort::N,тарка,vieta
710,Seite::N,ён,бок
711,Seite::N,ён,ӧтарладор
712,Seite::N,ён,sāns
713,Seite::N,чире,бок
714,Seite::N,чире,ӧтарладор
715,Seite::N,чире,sāns
716,Mitte::N,куншка,шӧр
717,Mitte::N,куншка,vidus
718,Gegenstand::N,предмет,кӧлуй
719,Gegenstand::N,предмет,priekšmets
720,Sache::N,тев,добра
721,Sache::N,тев,lieta
722,Sache::N,веща,добра
723,Sache::N,веща,lieta
724,Rand::N,пе,дор
725,Rand::N,пе,mala
726,Rand::N,пе,apmale
727,Rand::N,чире,дор
728,Rand::N,чире,mala
729,Rand::N,чире,apmale
730,Kante::N,ирдез,дор
731,Kante::N,ирдез,šķautne
732,Ecke::N,ужо,пельӧс
733,Ecke::N,ужо,kakts
734,Ecke::N,ужо,stūris
735,Spitze::N,пряне,йыв
736,Spitze::N,пряне,smaile
737,Spitze::N,пряне,galotne
738,Spitze::N,пе,йыв
739,Spitze::N,пе,smaile
740,Spitze::N,пе,galotne
741,Ende::N,пе,пом
742,Ende::N,пе,gals
743,Ende::N,пе,uzgalis
744,Loch::N,варя,розь
745,Loch::N,варя,caurums
746,Winkel::N,ужо,пельӧс
747,Winkel::N,ужо,leņķis
748,Muster::N,сёрма,сер
749,Muster::N,сёрма,piemērs
750,Größe::N,сэрь,ыджда
751,Größe::N,сэрь,lielums
752,Größe::N,покшолма,ыджда
753,Größe::N,покшолма,lielums
754,Länge::N,кувалмо,кузьта
755,Länge::N,кувалмо,garums
756,Höhe::N,сэрь,джуджда
757,Höhe::N,сэрь,augstums
758,Höhe::N,пандо,джуджда
759,Höhe::N,пандо,augstums
760,Gewicht::N,сталмо,сьӧкта
761,Gewicht::N,сталмо,сьӧкталун
762,Gewicht::N,сталмо,svars
763,Gewicht::N,сталмо,smagums
764,Menge::N,лововкс,лун
765,Menge::N,лововкс,числӧ
766,Menge::N,лововкс,masa
767,Menge::N,лововкс,daudzums
768,Haufen::N,мар,чукӧр
769,Haufen::N,мар,čupa
770,Haufen::N,мар,grēda
771,Haufen::N,мар,kaudze
772,Haufen::N,валявкс,чукӧр
773,Haufen::N,валявкс,čupa
774,Haufen::N,валявкс,grēda
775,Haufen::N,валявкс,kaudze
776,Reihe::N,ряд,рад
777,Reihe::N,ряд,rinda
778,Reihe::N,ряд,virkne
779,Boot::N,венч,пыж
780,Boot::N,венч,laiva
781,Ruder::N,милё,пелыс
782,Ruder::N,милё,ӧпаснӧй
783,Ruder::N,милё,airis
784,Ruder::N,милё,irklis
785,Schlitten::N,нурдт,дадь
786,Schlitten::N,нурдт,ragavas
787,Ski::N,сокс,лызь
788,Ski::N,сокс,slēpe
789,Lagerfeuer::N,толбандя,бипур
790,Lagerfeuer::N,толбандя,ugunskurs
791,Last::N,сталмо,сьӧкыдтор
792,Last::N,сталмо,krava
