,Concept_ID,,da
80,Kälte::N,,kulde
81,Hitze::N,,hede
82,Raureif::N,,rimfrost
83,Regenbogen::N,,regnbue
84,Donner::N,,torden
85,Strömung::N,,strømning
86,Tropfen::N,,dråbe
87,Schaum::N,,skum
88,Schmutz::N,,snavs
89,See::N,,sø
90,Sumpf::N,,sump
91,Moor::N,,mose
92,Wiese::N,,eng
93,Wald::N,,skov
94,Hügel::N,,høj
95,Hügel::N,,bakke
96,Anhöhe::N,,høj
97,Anhöhe::N,,bakke
98,Berg::N,,bjerg
99,Gipfel::N,,top
100,Höhle::N,,hule
101,Abhang::N,,skrænt
102,Abhang::N,,skråning
103,Quelle::N,,kilde
104,Bach::N,,bæk
105,Fluss::N,,flod
106,Ufer::N,,bred
107,Küste::N,,kyst
108,Festland::N,,fastland
109,Meer::N,,hav
110,Bucht::N,,bugt
111,Insel::N,,ø
112,Blume::N,,blomst
113,Gras::N,,græs
114,Wurzel::N,,rod
115,Baum::N,,træ
116,Stamm::N,,stamme
117,Rinde::N,,bark
118,Ast::N,,gren
119,Zweig::N,,kvist
120,Blatt::N,,blad
121,Birke::N,,birk
122,Kiefer[Baum]::N,,fyrretræ
123,Weide[Baum]::N,,piletræ
124,Tanne::N,,gran
125,Horn::N,,horn
126,Feder::N,,fjer
127,Fell::N,,skind
128,Flügel::N,,vinge
129,Klaue::N,,klov
130,Kralle::N,,klo
131,Schwanz::N,,hale
132,Ei::N,,æg
133,Nest::N,,rede
134,Bau::N,,bo
135,Tier::N,,dyr
136,Herde::N,,flok
137,Kuh::N,,ko
138,Bulle::N,,tyr
139,Pferd::N,,hest
140,Schaf::N,,får
141,Schwein::N,,gris
142,Hund::N,,hund
143,Katze::N,,kat
144,Bär::N,,bjørn
145,Eichhörnchen::N,,egern
146,Elch::N,,elg
147,Fuchs::N,,ræv
148,Hase::N,,hare
149,Maus::N,,mus
150,Wolf::N,,ulv
151,Vogel::N,,fugl
152,Schwarm::N,,sværm
153,Huhn::N,,høne
154,Hahn::N,,hane
155,Gans::N,,gås
156,Adler::N,,ørn
157,Ente::N,,and
158,Eule::N,,ugle
159,Kranich::N,,trane
160,Krähe::N,,krage
161,Kuckuck::N,,gøg
162,Schwan::N,,svane
163,Fisch::N,,fisk
164,Barsch::N,,aborre
165,Hecht::N,,gedde
166,Schlange[Tier]::N,,slange
167,Wurm::N,,orm
168,Spinne::N,,edderkop
169,Ameise::N,,myre
170,Laus::N,,lus
171,Mücke::N,,myg
172,Fliege::N,,flue
173,Schmetterling::N,,sommerfugl
174,Beere::N,,bær
175,Apfel::N,,æble
176,Pilz::N,,svamp
177,Zwiebel::N,,løg
178,Saat::N,,sæd
179,Korn::N,,korn
180,Heu::N,,hø
181,Schale::N,,skræl
182,Grube::N,,grav
183,Falle::N,,fælde
184,Schlinge::N,,snare
185,Spur::N,,spor
186,Asche::N,,aske
187,Dreck::N,,snavs
188,Eisen::N,,jern
189,Gold::N,,guld
190,Silber::N,,sølv
191,Kohle::N,,kul
192,Glas::N,,glas
193,Lehm::N,,ler
194,Sand::N,,sand
195,Mensch::N,,mennesge
196,Mann::N,,mand
197,Frau::N,,kvinde
198,Kind::N,,barn
199,Junge::N,,dreng
200,Mädchen::N,,pige
201,Familie::N,,familie
202,Großvater::N,,bedstefar
203,Großmutter::N,,bedstemor
204,Eltern::N,,forældre
205,Vater::N,,far
206,Mutter::N,,mor
207,Sohn::N,,søn
208,Tochter::N,,datter
209,Bruder::N,,bror
210,Schwester::N,,søster
211,Onkel::N,,onkel
212,Tante::N,,tante
213,Ehemann::N,,ægtemand
214,Ehefrau::N,,hustru
215,Freude::N,,glæde
216,Gelächter::N,,latter
217,Glück::N,,lykke
218,Kummer::N,,sorg
219,Wunsch::N,,ønske
220,Lust::N,,lyst
221,Geist::N,,ånd
222,Gedanke::N,,tanke
223,Gedächtnis::N,,hukommelse
224,Verstand::N,,forstand
225,Sinn::N,,mening
226,Sinn::N,,betydning
227,Grund::N,,grund
228,Wahrheit::N,,sandhed
229,Gespräch::N,,samtale
230,Märchen::N,,eventyr
231,Erzählung::N,,fortælling
232,Nachricht::N,,efterretning
233,Neuigkeit::N,,nyhed
234,Name::N,,navn
235,Rätsel::N,,gåde
236,Rede::N,,tale
237,Sprache::N,,sprog
238,Stimme::N,,stemme
239,Wort::N,,ord
240,Zeichen::N,,tegn
241,Ruf::N,,råb
242,Lärm::N,,larm
243,Laut::N,,lyd
244,Ton::N,,tone
245,Lied::N,,sang
246,Ruhe::N,,ro
247,Ruhe::N,,hvile
248,Leute::N,,folk
249,Leute::N,,mennesker
250,Volk::N,,folk
251,Arbeit::N,,arbejde
252,Gast::N,,gæst
253,Geschenk::N,,gave
254,Spiel::N,,leg
255,Gesellschaft::N,,selskab
256,Hilfe::N,,hjælp
257,Freund::N,,ven
258,Kamerad::N,,kammerat
259,Angelegenheit::N,,sag
260,Angelegenheit::N,,anliggende
261,Anzahl::N,,antal
262,Art::N,,art
263,Stück::N,,stykke
264,Teil::N,,del
265,Hälfte::N,,halvdel
266,Kreis::N,,cirkel
267,Kreuz::N,,kors
268,Kreuz::N,,kryds
269,Linie::N,,linie
270,Strich::N,,streg
271,Abstand::N,,afstand
272,Entfernung::N,,afstand
273,Gegend::N,,egn
274,Platz::N,,plads
275,Ort::N,,sted
276,Seite::N,,side
277,Mitte::N,,midte
278,Gegenstand::N,,genstand
279,Sache::N,,sag
280,Rand::N,,rand
281,Kante::N,,kant
282,Ecke::N,,hjørne
283,Spitze::N,,spids
284,Ende::N,,ende
285,Loch::N,,hul
286,Winkel::N,,vinkel
287,Muster::N,,mønster
288,Größe::N,,størrelse
289,Länge::N,,længde
290,Höhe::N,,højde
291,Gewicht::N,,vægt
292,Menge::N,,mængde
293,Haufen::N,,bunke
294,Reihe::N,,række
295,Boot::N,,båd
296,Ruder::N,,åre
297,Schlitten::N,,kælk
298,Schlitten::N,,slæde
299,Ski::N,,ski
300,Lagerfeuer::N,,lejrbål
301,Last::N,,last
302,Last::N,,byrde
303,Gang::N,,gang
304,Schritt::N,,skridt
305,Norden::N,,nord
306,Süden::N,,syd
307,Westen::N,,vest
308,Osten::N,,øst
309,Holz::N,,træ
310,Brett::N,,bræt
311,Platte::N,,plade
312,Stütze::N,,støtte
313,Stange::N,,stang
314,Stock::N,,stok
315,Stab::N,,stav
316,Rohr::N,,rør
317,Haus::N,,hus
318,Heim::N,,hjem
319,Ofen::N,,ovn
320,Fußboden::N,,gulv
321,Tisch::N,,bord
322,Stuhl::N,,stol
323,Wiege::N,,vugge
324,Bett::N,,seng
325,Regal::N,,reol
326,Kiste::N,,kasse
327,Fenster::N,,vindue
328,Tür::N,,dør
329,Tor::N,,port
330,Zaun::N,,stakit
331,Dach::N,,tag
332,Leiter::N,,stige
333,Besen::N,,kost
334,Spaten::N,,spade
335,Schaufel::N,,skovl
336,Gabel::N,,gaffel
337,Löffel::N,,ske
338,Messer::N,,kniv
339,Nagel::N,,søm
340,Netz::N,,net
341,Haken::N,,krog
342,Griff::N,,tag
343,Griff::N,,håndtag
344,Schloss::N,,lås
345,Bild::N,,billede
346,Figur::N,,figur
347,Puppe::N,,dukke
348,Beutel::N,,pose
349,Bündel::N,,bylt
350,Bündel::N,,bundt
351,Tasche::N,,taske
352,Eimer::N,,spand
353,Deckel::N,,låg
354,Geschirr::N,,husgeråd
355,Sack::N,,sæk
356,Tasse::N,,kop
357,Topf::N,,gryde
358,Kessel::N,,kedel
359,Essen::N,,måltid
360,Nahrung::N,,mad
361,Nahrung::N,,næring
362,Speise::N,,ret
363,Fleisch::N,,kød
364,Getreide::N,,korn
365,Brei::N,,grød
366,Brot::N,,brød
367,Scheibe::N,,skive
368,Fett::N,,fedt
369,Butter::N,,smør
370,Öl::N,,olie
371,Salz::N,,salt
372,Suppe::N,,suppe
373,Honig::N,,honning
374,Milch::N,,mælk
375,Tee::N,,te
376,Leder::N,,skind
377,Wolle::N,,uld
378,Stoff::N,,stof
379,Nadel::N,,nål
380,Faden::N,,tråd
381,Knopf::N,,knap
382,Knoten::N,,knude
383,Farbe::N,,farve
384,Kleidung::N,,påklædning
385,Hemd::N,,skjorte
386,Kragen::N,,krave
387,Ärmel::N,,ærme
388,Hose::N,,bukser
389,Gürtel::N,,bælte
390,Mütze::N,,hue
391,Schuh::N,,sko
392,Stiefel::N,,støvle
393,Ring::N,,ring
394,Band::N,,bånd
395,Kamm::N,,kam
396,Spiegel::N,,spejl
397,Riemen::N,,rem
398,Schnur::N,,snor
399,Leine::N,,snor
400,Decke::N,,tæppe
401,Kissen::N,,pude
402,Tuch::N,,sjaltørklæde
403,Handtuch::N,,håndklæde
404,Kraft::N,,kraft
405,Stärke::N,,styrke
406,Gesundheit::N,,sundhed
407,Krankheit::N,,sygdom
408,Schmerz::N,,smerte
409,Wunde::N,,sår
410,Fieber::N,,feber
411,Arznei::N,,medicin
412,Arznei::N,,lægemiddel
413,Brücke::N,,bro
414,Brunnen::N,,brønd
415,Weide::N,,græsgang
416,Pfad::N,,sti
417,Weg::N,,vej
418,Straße::N,,gade
419,Dorf::N,,landsby
420,Stadt::N,,by
421,Brief::N,,brev
422,Buch::N,,bog
423,Buchstabe::N,,bogstav
424,Zeitung::N,,avis
425,Leben::N,,liv
426,Tod::N,,død
427,Grab::N,,grav
428,Kirche::N,,kirke
429,Sünde::N,,synd
430,Gott::N,,gud
431,Arbeiter::N,,arbejder
432,Chef::N,,chef
433,Meister::N,,mester
434,Arzt::N,,læge
435,Lehrer::N,,lærer
436,Geld::N,,penge
437,Geschäft::N,,forretning
438,Laden::N,,butik
439,Laden::N,,forretning
440,Preis::N,,pris
441,Ware::N,,vare
442,Nutzen::N,,nytte
443,Reichtum::N,,rigdom
444,Welt::N,,verden
445,Land::N,,land
446,Staat::N,,stat
447,König::N,,konge
448,Macht::N,,magt
449,Grenze::N,,grænse
450,Krieg::N,,krig
451,Feind::N,,fjende
452,Gewalt::N,,vold
453,Kampf::N,,kamp
454,Bogen[Waffe]::N,,bue
455,Pfeil::N,,pil
456,Gewehr::N,,gevær
457,Fehler::N,,fejl
458,Lüge::N,,løgn
459,Schaden::N,,skade
460,Unglück::N,,uheld
461,Unglück::N,,ulykke
462,Schuld::N,,skyld
463,Alter::N,,alder
464,Schluss::N,,slut
465,Schluss::N,,slutning
466,Zeit::N,,tid
467,Tag::N,,dag
468,Morgen::N,,morgen
469,Mittag::N,,middag
470,Abend::N,,aften
471,Nacht::N,,nat
472,Woche::N,,uge
473,Monat::N,,måned
474,Jahr::N,,år
475,Frühling::N,,forår
476,Sommer::N,,sommer
477,Herbst::N,,efterår
478,Winter::N,,vinter
479,Januar::N,,januar
480,Februar::N,,februar
481,März::N,,marts
482,April::N,,april
483,Mai::N,,maj
484,Juni::N,,juni
485,Juli::N,,juli
486,August::N,,august
487,September::N,,september
488,Oktober::N,,oktober
489,November::N,,november
490,Dezember::N,,december
491,Montag::N,,mandag
492,Dienstag::N,,tirsdag
493,Mittwoch::N,,onsdag
494,Donnerstag::N,,torsdag
495,Freitag::N,,fredag
496,Samstag::N,,lørdag
497,Sonntag::N,,søndag
498,groß::A,,stor
499,klein::A,,lille
500,lang::A,,lang
501,kurz::A,,kort
502,breit::A,,bred
503,schmal::A,,smal
504,dicht::A,,tæt
505,dick[Gegenstand]::A,,tyk
506,dünn::A,,tynd
507,fein::A,,fin
508,fest::A,,fast
509,flach::A,,flad
510,glatt::A,,glat
511,hart::A,,hård
512,weich::A,,blød
513,rund::A,,rund
514,spitz::A,,spids
515,scharf::A,,skarp
516,stumpf::A,,sløv
517,stumpf::A,,stump
518,schwer::A,,tung
519,schön::A,,skøn
520,heiß::A,,hed
521,warm::A,,varm
522,kalt::A,,kold
523,kühl::A,,kølig
524,frisch::A,,frisk
525,feucht::A,,fugtig
526,nass::A,,våd
527,trocken::A,,tør
528,voll::A,,fuld
529,leer::A,,tom
530,offen::A,,åben
531,geschlossen::A,,lukket
532,sauber::A,,ren
533,schmutzig::A,,snavset
534,roh::A,,rå
535,reif::A,,moden
536,lecker::A,,lækker
537,süß::A,,sød
538,bitter::A,,bitter
539,sauer::A,,sur
540,hell::A,,lys
541,dunkel::A,,mørk
542,schwarz::A,,sort
543,weiß::A,,hvid
544,rot::A,,rød
545,gelb::A,,gul
546,blau::A,,blå
547,grün::A,,grøn
548,grau::A,,grå
549,bunt::A,,broget
550,billig::A,,billig
551,teuer::A,,dyr
552,wertvoll::A,,værdifuld
553,blind::A,,blind
554,taub::A,,døv
555,kräftig::A,,kraftig
556,stark::A,,stærk
557,schwach::A,,svag
558,fett::A,,fed
559,schlank::A,,slank
560,hübsch::A,,køn
561,böse::A,,ond
562,böse::A,,slem
563,dumm::A,,dum
564,faul::A,,doven
565,fleißig::A,,flittig
566,geizig::A,,gerrig
567,klug::A,,klog
568,geschickt::A,,dygtig
569,geschickt::A,,behændig
570,lieb::A,,rar
571,lustig::A,,lystig
572,sanft::A,,blid
573,hungrig::A,,sulten
574,krank::A,,syg
575,nackt::A,,nøgen
576,traurig::A,,bedrøvet
577,lebendig::A,,levende
578,gut::A,,god
579,schlecht::A,,dårlig
580,richtig::A,,rigtig
581,schlimm::A,,slem
582,wahr::A,,sand
583,alt::A,,gammel
584,neu::A,,ny
585,ehemalig::A,,forhenværende
586,alt[Lebewesen]::A,,gammel
587,jung::A,,ung
588,arm::A,,fattig
589,reich::A,,rig
590,bekannt::A,,kendt
591,berühmt::A,,berømt
592,fremd::A,,fremmed
593,verschieden::A,,forskellig
594,nah::A,,nær
595,fern::A,,fjern
596,linker::A,,venstre
597,rechter::A,,højre
598,anderer::A,,anden
599,erster::A,,første
600,zweiter::A,,anden
601,dritter::A,,tredje
602,letzter::A,,sidste
603,allein::ADV,,alene
604,auf einmal::ADV,,på én gang
605,zusammen::ADV,,sammen
606,lange::ADV,,længe
607,plötzlich::ADV,,pludselig
608,sofort::ADV,,straks
609,später::ADV,,senere
610,jetzt::ADV,,nu
611,heute::ADV,,i dag
612,morgen::ADV,,i morgen
613,bald::ADV,,snart
614,dann::ADV,,så
615,gestern::ADV,,i går
616,einst::ADV,,engang
617,damals::ADV,,dengang
618,danach::ADV,,derefter
619,vorher::ADV,,før
620,vorher::ADV,,forud
621,zuerst::ADV,,først
622,einmal::ADV,,en gang
623,manchmal::ADV,,sommetider
624,oft::ADV,,ofte
625,immer::ADV,,altid
626,niemals::ADV,,aldrig
627,hier::ADV,,her
628,hierhin::ADV,,hid
629,hierhin::ADV,,herhen
630,von hier::ADV,,herfra
631,dort::ADV,,der
632,dorthin::ADV,,derhen
633,geradeaus::ADV,,lige ud
634,vorwärts::ADV,,fremad
635,rückwärts::ADV,,baglæns
636,zurück::ADV,,tilbage
637,unten::ADV,,nede
638,unten::ADV,,forneden
639,hinab::ADV,,ned
640,hinab::ADV,,nedad
641,oben::ADV,,oppe
642,oben::ADV,,ovenpå
643,hinauf::ADV,,op
644,hinauf::ADV,,opad
645,überall::ADV,,overalt
646,nicht::ADV,,ikke
647,ein wenig::ADV,,lidt
648,kaum::ADV,,knap
649,kaum::ADV,,næppe
650,sehr::ADV,,meget
651,so::ADV,,så
652,noch::ADV,,endnu
653,nur::ADV,,kun
654,nur::ADV,,bare
655,schon::ADV,,alt
656,schon::ADV,,allerede
657,wieder::ADV,,igen
658,vergebens::ADV,,forgæves
659,vor::PRP,,foran
660,vor::PRP,,uden for
661,hinter::PRP,,bag
662,hinter::PRP,,bagved
663,unter::PRP,,under
664,durch::PRP,,gennem
665,durch::PRP,,igennem
666,neben::PRP,,ved siden af
667,zwischen::PRP,,mellem
668,wegen::PRP,,på grund af
669,dies::PRN,,dette
670,das::PRN,,det
671,alles::PRN,,alt
672,ich::PRN,,jeg
673,du::PRN,,du
674,er::PRN,,han
675,wir::PRN,,vi
676,ihr::PRN,,I
677,sie::PRN,,de
678,was::FPRN,,hvad
679,wer::FPRN,,hvem
680,wo::FADV,,hvor
681,wohin::FADV,,hvorhen
682,wie::FADV,,hvordan
683,warum::FADV,,hvorfor
684,wieviel::FNUM,,hvor meget
685,eins::NUM,,én
686,zwei::NUM,,to
687,drei::NUM,,tre
688,vier::NUM,,fire
689,fünf::NUM,,fem
690,sechs::NUM,,seks
691,sieben::NUM,,syv
692,acht::NUM,,otte
693,neun::NUM,,ni
694,zehn::NUM,,ti
695,elf::NUM,,elleve
696,zwölf::NUM,,tolv
697,zwanzig::NUM,,tyve
698,dreißig::NUM,,tredive
699,vierzig::NUM,,fyrre
700,vierzig::NUM,,fyrretyve
701,fünfzig::NUM,,halvtreds
702,sechzig::NUM,,tres
703,siebzig::NUM,,halvfjerds
704,achtzig::NUM,,firs
705,neunzig::NUM,,halvfems
706,hundert::NUM,,hundrede
707,tausend::NUM,,tusind
708,und::CNJ,,og
709,oder::CNJ,,eller
710,stehen::V,,stå
711,sitzen::V,,sidde
712,liegen::V,,ligge
713,hängen::V,,hænge
714,werden::V,,blive
715,passieren::V,,ske
716,passieren::V,,hænde
717,beginnen::V,,begynde
718,enden::V,,ende
719,wechseln::V,,veksle
720,aufgehen[Sonne]::V,,gå op
721,aufgehen[Sonne]::V,,stå op
722,untergehen[Sonne]::V,,gå ned
723,scheinen[Sonne]::V,,skinne
724,donnern::V,,tordne
725,wehen::V,,blæse
726,strömen::V,,strømme
727,fließen::V,,flyde
728,sich drehen::V,,dreje sig
729,schwanken::V,,vakle
730,schwingen::V,,svinge
731,fallen::V,,falde
732,brennen::V,,brænde
733,rauchen::V,,ryge
734,regnen::V,,regne
735,gefrieren::V,,fryse
736,tauen::V,,tø
737,schmelzen::V,,smelte
738,trocknen::V,,tørre
739,sieden::V,,koge
740,faulen::V,,rådne
741,verfaulen::V,,rådne
742,reißen::V,,briste
743,versinken::V,,synke
744,versinken::V,,synke ned
745,vergehen::V,,forløbe
746,erscheinen::V,,vise sig
747,verschwinden::V,,forsvinde
748,sinken::V,,synke
749,abnehmen::V,,aftage
750,zunehmen::V,,tiltage
751,steigen::V,,stige
752,wachsen::V,,gro
753,wachsen::V,,vokse
754,glänzen::V,,glinse
755,funkeln::V,,tindre
756,lärmen::V,,larme
757,läuten::V,,ringe
758,klingeln::V,,ringe
759,klirren::V,,klirre
760,brausen::V,,bruse
761,rauschen::V,,suse
762,klingen::V,,lyde
763,klingen::V,,klinge
764,bellen::V,,gø
765,heulen::V,,hyle
766,blasen::V,,blæse
767,pfeifen::V,,fløjte
768,schreien::V,,skrige
769,stöhnen::V,,stønne
770,zittern::V,,dirre
771,zittern::V,,skælve
772,leben::V,,leve
773,geboren werden::V,,fødes
774,atmen::V,,ånde
775,trinken::V,,drikke
776,essen::V,,spise
777,schlucken::V,,synke
778,müde werden::V,,blive træt
779,einschlafen::V,,falde i søvn
780,schlafen::V,,sove
781,aufwachen::V,,vågne
782,aufstehen::V,,stå op
783,sich erholen::V,,komme sig
784,krank werden::V,,blive syg
785,krank sein::V,,være syg
786,schmerzen::V,,smerte
787,husten::V,,hoste
788,genesen::V,,komme sig
789,sterben::V,,dø
790,umkommen::V,,omkomme
791,sich bewegen::V,,bevæge sig
792,sich rühren::V,,røre på sig
793,sich erheben::V,,rejse sig
794,sich setzen::V,,sætte sig
795,laufen::V,,løbe
796,schreiten::V,,skride
797,spazierengehen::V,,gå en tur
798,eilen::V,,ile
799,sich beeilen::V,,skynde sig
800,sausen::V,,suse
801,rennen::V,,løbe
802,rennen::V,,rende
803,springen::V,,hoppe
804,springen::V,,springe
805,klettern::V,,klatre
806,schaukeln::V,,gynge
807,kriechen::V,,krybe
808,schwimmen::V,,svømme
809,tauchen::V,,dykke
810,rudern::V,,ro
811,fahren::V,,køre
812,fliegen::V,,flyve
813,gehen::V,,gå
814,weggehen::V,,gå bort
815,abfahren::V,,køre bort
816,anhalten::V,,standse
817,hineingehen::V,,gå ind
818,eintreten::V,,træde ind
819,kommen::V,,komme
820,ankommen::V,,ankomme
821,zurückkommen::V,,komme tilbage
822,bleiben::V,,blive
823,bleiben::V,,forblive
824,warten::V,,vente
825,erwarten::V,,vente
826,erwarten::V,,afvente
827,suchen::V,,søge
828,finden::V,,finde
829,versuchen::V,,forsøge
830,vorbereiten::V,,forberede
831,lieben::V,,elske
832,mögen::V,,holde af
833,mögen::V,,kunne lide
834,lachen::V,,le
835,rühren::V,,røre
836,weinen::V,,græde
837,schimpfen::V,,skænde
838,sich ärgern::V,,ærgre sig
839,sich fürchten::V,,være bange
840,fürchten::V,,være bange for
841,fliehen::V,,flygte
842,flüchten::V,,flygte
843,sehen::V,,se
844,anschauen::V,,se på
845,anschauen::V,,betragte
846,ansehen::V,,anse
847,hören::V,,høre
848,zuhören::V,,høre til
849,probieren::V,,smage
850,probieren::V,,smage på
851,riechen::V,,lugte
852,fühlen::V,,føle
853,scheinen::V,,synes
854,zu sehen sein::V,,synes
855,vernehmen::V,,erfare
856,frieren::V,,fryse
857,tun::V,,gøre
858,können::V,,kunne
859,wollen::V,,ville
860,anfangen::V,,begynde
861,beenden::V,,afslutte
862,aufhören::V,,ophøre
863,aufhören::V,,holde op
864,gelingen::V,,lykkes
865,geraten::V,,blive
866,öffnen::V,,åbne
867,schließen::V,,lukke
868,stellen::V,,stille
869,setzen::V,,sætte
870,legen::V,,lægge
871,berühren::V,,berøre
872,verbinden::V,,forbinde
873,bedecken::V,,dække
874,bedecken::V,,bedække
875,aufhängen::V,,hænge
876,aufhängen::V,,hænge op
877,anzünden::V,,tænde
878,anzünden::V,,antænde
879,aufheben::V,,løfte
880,aufheben::V,,tage op
881,zurücklassen::V,,lade tilbage
882,verlieren::V,,miste
883,fallen lassen::V,,tabe
884,fallen lassen::V,,droppe
885,machen::V,,gøre
886,herstellen::V,,fremstille
887,bauen::V,,bygge
888,reparieren::V,,reparere
889,verbessern::V,,rette
890,verbessern::V,,forbedre
891,ändern::V,,ændre
892,graben::V,,grave
893,beugen::V,,bøje
894,biegen::V,,bøje
895,drehen::V,,dreje
896,wenden::V,,vende
897,umdrehen::V,,dreje om
898,heben::V,,hæve
899,hochheben::V,,løfte
900,ergreifen::V,,gribe fat i
901,halten::V,,holde
902,drücken::V,,trykke
903,schieben::V,,skyde
904,schieben::V,,skubbe
905,kratzen::V,,klø
906,kratzen::V,,kradse
907,lecken::V,,slikke
908,beißen::V,,bide
909,abreißen::V,,rive af
910,abschneiden::V,,skære af
911,binden::V,,binde
912,stecken::V,,stikke
913,brechen::V,,brække
914,klopfen::V,,banke
915,hauen::V,,hugge
916,kleben::V,,klistre
917,reiben::V,,gnide
918,streichen::V,,smøre
919,schleifen::V,,slibe
920,schneiden::V,,skære
921,schneiden::V,,klippe
922,rütteln::V,,ruske
923,schütteln::V,,ryste
924,schwenken::V,,svinge
925,schütten::V,,hælde
926,füllen::V,,fylde
927,einwickeln::V,,pakke ind
928,tragen::V,,bære
929,schleppen::V,,slæbe
930,ziehen::V,,trække
931,aufbewahren::V,,opbevare
932,werfen::V,,kaste
933,fangen::V,,fange
934,packen::V,,gribe
935,verstecken::V,,gemme
936,teilen::V,,dele
937,schicken::V,,sende
938,bringen::V,,bringe
939,hinzufügen::V,,tilføje
940,bekommen::V,,få
941,erhalten::V,,få
942,nehmen::V,,tage
943,wählen::V,,vælge
944,auswählen::V,,udvælge
945,bewahren::V,,bevare
946,behindern::V,,hindre
947,behindern::V,,forhindre
948,verderben::V,,ødelægge
949,beschädigen::V,,beskadige
950,zerbrechen::V,,brække itu
951,zerreißen::V,,rive itu
952,zerstören::V,,ødelægge
953,verbrennen::V,,brænde
954,geben::V,,give
955,reichen::V,,række
956,schenken::V,,forære
957,versprechen::V,,love
958,wünschen::V,,ønske
959,loben::V,,rose
960,küssen::V,,kysse
961,wiegen::V,,vugge
962,zudecken::V,,dække til
963,wecken::V,,vække
964,zeigen::V,,vise
965,führen::V,,føre
966,lehren::V,,lære
967,unterrichten::V,,undervise
968,aufziehen::V,,opdrage
969,leiten::V,,lede
970,antreiben::V,,skynde på
971,lassen::V,,få til at
972,einladen::V,,indbyde
973,einladen::V,,invitere
974,vereinigen::V,,forene
975,besuchen::V,,besøge
976,treffen::V,,møde
977,sich versammeln::V,,forsamles
978,spielen::V,,lege
979,spielen::V,,spille
980,singen::V,,synge
981,tanzen::V,,danse
982,sich trennen::V,,skilles
983,verlassen::V,,forlade
984,retten::V,,redde
985,bewachen::V,,bevogte
986,schützen::V,,skærme
987,schützen::V,,beskytte
988,verteidigen::V,,forsvare
989,sich schlagen::V,,slås
990,schießen::V,,skyde
991,siegen::V,,sejre
992,ärgern::V,,ærgre
993,schlagen::V,,slå
994,treten::V,,sparke
995,stechen::V,,stikke
996,stoßen::V,,støde
997,stehlen::V,,stjæle
998,stören::V,,forstyrre
999,belästigen::V,,genere
1000,belästigen::V,,ulejlige
1001,verbergen::V,,skjule
1002,täuschen::V,,villede
1003,betrügen::V,,bedrage
1004,töten::V,,dræbe
1005,wohnen::V,,bo
1006,arbeiten::V,,arbejde
1007,sammeln::V,,samle
1008,pflücken::V,,plukke
1009,jagen::V,,jage
1010,fischen::V,,fiske
1011,fassen::V,,fange
1012,hüten::V,,vogte
1013,treiben::V,,drive
1014,anbinden::V,,binde fast
1015,füttern::V,,fodre
1016,melken::V,,malke
1017,hacken::V,,hakke
1018,gießen::V,,hælde
1019,reifen::V,,modne
1020,zubereiten::V,,tilberede
1021,kochen::V,,koge
1022,backen::V,,bage
1023,braten::V,,stege
1024,umrühren::V,,røre om
1025,stricken::V,,strikke
1026,nähen::V,,sy
1027,färben::V,,farve
1028,reinigen::V,,rense
1029,reinigen::V,,gøre ren
1030,waschen::V,,vaske
1031,abwischen::V,,tørre af
