,Concept_ID,se,hy
97,Kiefer[Anatomie]::N,vuâl'lõš,ծնոտ
98,Kiefer[Anatomie]::N,вуаллнешш,ծնոտ
99,Kehle::N,gealoe,կոկորդ
100,Kehle::N,tjåttå,կոկորդ
101,Kehle::N,njiello,կոկորդ
102,Kehle::N,čotta,կոկորդ
103,Kehle::N,čuudâ,կոկորդ
104,Kehle::N,čoodd,կոկորդ
105,Kehle::N,чонт,կոկորդ
106,Kehle::N,кэ̄ҏс,կոկորդ
107,Hals::N,tjeapohke,վիզ
108,Hals::N,tjeapohke,պարանոց
109,Hals::N,tjiebet,վիզ
110,Hals::N,tjiebet,պարանոց
111,Hals::N,čeabet,վիզ
112,Hals::N,čeabet,պարանոց
113,Hals::N,čiäppát,վիզ
114,Hals::N,čiäppát,պարանոց
115,Hals::N,čeäppat,վիզ
116,Hals::N,čeäppat,պարանոց
117,Hals::N,ча̄пэх,վիզ
118,Hals::N,ча̄пэх,պարանոց
119,Genick::N,tjovrese,ծոծրակ
120,Genick::N,nisske,ծոծրակ
121,Genick::N,niehkki,ծոծրակ
122,Genick::N,niski,ծոծրակ
123,Genick::N,niek'ki,ծոծրակ
124,Genick::N,nji´šǩǩmaadd,ծոծրակ
125,Genick::N,нышшькмоант,ծոծրակ
126,Kopf::N,åejjie,գլուխ
127,Kopf::N,oajvve,գլուխ
128,Kopf::N,oaivi,գլուխ
129,Kopf::N,uái'vi,գլուխ
130,Kopf::N,vuei´vv,գլուխ
131,Kopf::N,вуэййв,գլուխ
132,Rücken::N,rudtje,մեջք
133,Rücken::N,hárddo,մեջք
134,Rücken::N,tjavelk,մեջք
135,Rücken::N,sealgi,մեջք
136,Rücken::N,selgi,մեջք
137,Rücken::N,čielgi,մեջք
138,Rücken::N,seä´lǧǧ,մեջք
139,Rücken::N,се̄лльк,մեջք
140,Bauch::N,tjåejjie,փոր
141,Bauch::N,tjåejjie,որովայն
142,Bauch::N,tjoajvve,փոր
143,Bauch::N,tjoajvve,որովայն
144,Bauch::N,čoavji,փոր
145,Bauch::N,čoavji,որովայն
146,Bauch::N,čuáv'ji,փոր
147,Bauch::N,čuáv'ji,որովայն
148,Bauch::N,čåu´jj,փոր
149,Bauch::N,čåu´jj,որովայն
150,Bauch::N,чо̄ввьй,փոր
151,Bauch::N,чо̄ввьй,որովայն
152,Nabel::N,naepie,պորտ
153,Nabel::N,náhpe,պորտ
154,Nabel::N,náhpi,պորտ
155,Nabel::N,nääpi,պորտ
156,Nabel::N,nää´pp,պորտ
157,Nabel::N,на̄бпь,պորտ
158,Busen::N,boenge,ծոց
159,Busen::N,bållå,ծոց
160,Busen::N,čižži,ծոց
161,Busen::N,njamma,ծոց
162,Busen::N,njižže,ծոց
163,Busen::N,nje´ǯǯ,ծոց
164,Busen::N,раннҍт,ծոց
165,Brust::N,mïelke,կուրծք
166,Brust::N,radde,կուրծք
167,Brust::N,mielgga,կուրծք
168,Brust::N,raddi,կուրծք
169,Brust::N,radde,կուրծք
170,Brust::N,râ´dd,կուրծք
171,Brust::N,раннҍт,կուրծք
172,Schulter::N,åelkie,ուս
173,Schulter::N,oalgge,ուս
174,Schulter::N,hárdu,ուս
175,Schulter::N,ärdee,ուս
176,Schulter::N,uál'gi,ուս
177,Schulter::N,a´rddi,ուս
178,Schulter::N,vuä´lǧǧ,ուս
179,Schulter::N,вуэллык,ուս
180,Arm::N,gïete,թեւ
181,Arm::N,gïete,բազուկ
182,Arm::N,giehta,թեւ
183,Arm::N,giehta,բազուկ
184,Arm::N,giehta,թեւ
185,Arm::N,giehta,բազուկ
186,Arm::N,kietâ,թեւ
187,Arm::N,kietâ,բազուկ
188,Arm::N,kie'tâkaaṿâ,թեւ
189,Arm::N,kie'tâkaaṿâ,բազուկ
190,Arm::N,ǩiõtt,թեւ
191,Arm::N,ǩiõtt,բազուկ
192,Arm::N,кӣдт,թեւ
193,Arm::N,кӣдт,բազուկ
194,Ellenbogen::N,gernjere,արմունկ
195,Ellenbogen::N,garŋŋel,արմունկ
196,Ellenbogen::N,gargŋil,արմունկ
197,Ellenbogen::N,käŋŋir,արմունկ
198,Ellenbogen::N,kõõnjâr,արմունկ
199,Ellenbogen::N,карьнэль,արմունկ
200,Hand::N,gïete,ձեռք
201,Hand::N,giehta,ձեռք
202,Hand::N,giehta,ձեռք
203,Hand::N,kietâ,ձեռք
204,Hand::N,ǩiõtt,ձեռք
205,Hand::N,кӣдт,ձեռք
206,Handfläche::N,gïeten-låapoe,ափ
207,Handfläche::N,giehtavuodo,ափ
208,Handfläche::N,tjårmmåvuodo,ափ
209,Handfläche::N,giehtaloahpu,ափ
210,Handfläche::N,kiämád,ափ
211,Handfläche::N,kuámmir,ափ
212,Handfläche::N,kuä´m'mer,ափ
213,Handfläche::N,ǩiõttǩeä´m'men,ափ
214,Handfläche::N,ко̄а̄ллдэгк,ափ
215,Handfläche::N,кӣдткоалдэгк,ափ
216,Finger::N,soerme,մատ
217,Finger::N,tjuvdde,մատ
218,Finger::N,suorbma,մատ
219,Finger::N,čuvde,մատ
220,Finger::N,suor'mâ,մատ
221,Finger::N,suõrmm,մատ
222,Finger::N,це̄ххп,մատ
223,Fingernagel::N,gadtse,եղունգ
224,Fingernagel::N,guehpere,եղունգ
225,Fingernagel::N,gadtsa,եղունգ
226,Fingernagel::N,gazza,եղունգ
227,Fingernagel::N,kozzâ,եղունգ
228,Fingernagel::N,kõʒʒ,եղունգ
229,Fingernagel::N,кэ̄ннц,եղունգ
230,Nagel[Anatomie]::N,gadtse,եղունգ
231,Nagel[Anatomie]::N,guehpere,եղունգ
232,Nagel[Anatomie]::N,gadtsa,եղունգ
233,Nagel[Anatomie]::N,gazza,եղունգ
234,Nagel[Anatomie]::N,kozzâ,եղունգ
235,Nagel[Anatomie]::N,kõʒʒ,եղունգ
236,Nagel[Anatomie]::N,кэ̄ннц,եղունգ
237,Zeh::N,tjiehtjere,ոտքի մատ
238,Zeh::N,juolggetjuvdde,ոտքի մատ
239,Zeh::N,juolgesuorbma,ոտքի մատ
240,Zeh::N,jyel'gisuor'mâ,ոտքի մատ
241,Zeh::N,jue´lǧǧsuõrmm,ոտքի մատ
242,Zeh::N,ю̄лльк-це̄һп,ոտքի մատ
243,Fuß::N,juelkie,ոտք
244,Fuß::N,juolgge,ոտք
245,Fuß::N,juolgi,ոտք
246,Fuß::N,jyel'gi,ոտք
247,Fuß::N,jue´lǧǧ,ոտք
248,Fuß::N,ла̄бпь,ոտք
249,Ferse::N,båetskie,գարշապար
250,Ferse::N,boasske,գարշապար
251,Ferse::N,šušmi,գարշապար
252,Ferse::N,šušme,գարշապար
253,Ferse::N,jue´lǧǧkädd,գարշապար
254,Ferse::N,ка̄ннт,գարշապար
255,Knie::N,boelve,ծունկ
256,Knie::N,buolvva,ծունկ
257,Knie::N,čibbi,ծունկ
258,Knie::N,veaŋki,ծունկ
259,Knie::N,iidâ,ծունկ
260,Knie::N,puõlvv,ծունկ
261,Knie::N,пуллв,ծունկ
262,Oberschenkel::N,ruaksja,ազդր
263,Oberschenkel::N,tjibbe,ազդր
264,Oberschenkel::N,gassaváhkká,ազդր
265,Oberschenkel::N,badjeváhkáa,ազդր
266,Oberschenkel::N,čuár'bpeeḷi,ազդր
267,Oberschenkel::N,če´bb,ազդր
268,Oberschenkel::N,чуаррбе̄лль,ազդր
269,Bein::N,juelkie,ոտք
270,Bein::N,juolgge,ոտք
271,Bein::N,juolgi,ոտք
272,Bein::N,jyel'gi,ոտք
273,Bein::N,jue´lǧǧ,ոտք
274,Bein::N,ю̄лльк,ոտք
275,Körper::N,kråahpe,մարմին
276,Körper::N,rumáj,մարմին
277,Körper::N,rumaš,մարմին
278,Körper::N,ruumâš,մարմին
279,Körper::N,rå´pp,մարմին
280,Körper::N,лышшьк,մարմին
281,Körper::N,роаӈӈьк,մարմին
282,Haut::N,njaltja,մաշկ
283,Haut::N,lijkke,մաշկ
284,Haut::N,tjuobma,մաշկ
285,Haut::N,liiki,մաշկ
286,Haut::N,liške,մաշկ
287,Haut::N,le´šǩǩ,մաշկ
288,Haut::N,лышшьк,մաշկ
289,Blut::N,vïrre,արյուն
290,Blut::N,maelie,արյուն
291,Blut::N,varra,արյուն
292,Blut::N,varra,արյուն
293,Blut::N,vorrâ,արյուն
294,Blut::N,võrr,արյուն
295,Blut::N,вэ̄рр,արյուն
296,Ader::N,åerie,երակ
297,Ader::N,aajroe,երակ
298,Ader::N,suodna,երակ
299,Ader::N,varrasuotna,երակ
300,Ader::N,suoṇâ,երակ
301,Ader::N,suõnn,երակ
302,Ader::N,сӯнн,երակ
303,Sehne::N,soene,ջիղ
304,Sehne::N,soene,ձգտան
305,Sehne::N,gåårtenje,ջիղ
306,Sehne::N,gåårtenje,ձգտան
307,Sehne::N,suodna,ջիղ
308,Sehne::N,suodna,ձգտան
309,Sehne::N,suotna,ջիղ
310,Sehne::N,suotna,ձգտան
311,Sehne::N,suoṇâ,ջիղ
312,Sehne::N,suoṇâ,ձգտան
313,Sehne::N,suõnn,ջիղ
314,Sehne::N,suõnn,ձգտան
315,Sehne::N,сӯнн,ջիղ
316,Sehne::N,сӯнн,ձգտան
317,Knochen::N,måara,ոսկոր
318,Knochen::N,måaroe,ոսկոր
319,Knochen::N,dákte,ոսկոր
320,Knochen::N,dákti,ոսկոր
321,Knochen::N,tähti,ոսկոր
322,Knochen::N,tä´htt,ոսկոր
323,Knochen::N,та̄ххт,ոսկոր
324,Knochen::N,та̄ффьт,ոսկոր
325,Gehirn::N,aajla,խելք
326,Gehirn::N,vuojŋam,խելք
327,Gehirn::N,vuoigŋašat,խելք
328,Gehirn::N,vuoi'ŋâšeh,խելք
329,Gehirn::N,vuo'ivâšneh,խելք
330,Gehirn::N,vuõivâšn,խելք
331,Gehirn::N,вуэййвэшна,խելք
332,Herz::N,vaajmoe,սիրտ
333,Herz::N,tsåhke,սիրտ
334,Herz::N,váibmu,սիրտ
335,Herz::N,váimu,սիրտ
336,Herz::N,čââ´đ,սիրտ
337,Herz::N,кӯттҌк,սիրտ
338,Magen::N,tjåejjie,ստամոքս
339,Magen::N,tjoajvve,ստամոքս
340,Magen::N,čoavji,ստամոքս
341,Magen::N,čuáv'ji,ստամոքս
342,Magen::N,čåu´jj,ստամոքս
343,Magen::N,чо̄ввьй,ստամոքս
344,Leber::N,mueksie,լյարդ
345,Leber::N,librre,լյարդ
346,Leber::N,vuoivvas,լյարդ
347,Leber::N,vuoivâs,լյարդ
348,Leber::N,vuõivâs,լյարդ
349,Leber::N,вуйвас,լյարդ
350,Atem::N,voejngehtasse,շունչ
351,Atem::N,båssånis,շունչ
352,Atem::N,vuojŋadahka,շունչ
353,Atem::N,vuoiŋŋahat,շունչ
354,Atem::N,vuo'iŋâstim,շունչ
355,Atem::N,jiõg'g,շունչ
356,Atem::N,вӯйнас,շունչ
357,Atem::N,вӯййнмушш,շունչ
358,Hunger::N,nielkie,քաղց
359,Hunger::N,nielgge,քաղց
360,Hunger::N,nealgi,քաղց
361,Hunger::N,nelgi,քաղց
362,Hunger::N,neä´lǧǧ,քաղց
363,Hunger::N,не̄лльк,քաղց
364,Träne::N,gïknjele,արտասուք
365,Träne::N,ganjál,արտասուք
366,Träne::N,ganjal,արտասուք
367,Träne::N,koonjâl,արտասուք
368,Träne::N,kõõnjâl,արտասուք
369,Träne::N,кэ̄нял,արտասուք
370,Geschmack::N,aelmie,համ
371,Geschmack::N,aelmie,բուրմունք
372,Geschmack::N,muosse,համ
373,Geschmack::N,muosse,բուրմունք
374,Geschmack::N,smáhkka,համ
375,Geschmack::N,smáhkka,բուրմունք
376,Geschmack::N,máhku,համ
377,Geschmack::N,máhku,բուրմունք
378,Geschmack::N,smáhkka,համ
379,Geschmack::N,smáhkka,բուրմունք
380,Geschmack::N,mááhu,համ
381,Geschmack::N,mááhu,բուրմունք
382,Geschmack::N,smakkâ,համ
383,Geschmack::N,smakkâ,բուրմունք
384,Geschmack::N,njõõd,համ
385,Geschmack::N,njõõd,բուրմունք
386,Geschmack::N,smääkk,համ
387,Geschmack::N,smääkk,բուրմունք
388,Geschmack::N,ня̄лльк,համ
389,Geschmack::N,ня̄лльк,բուրմունք
390,Geruch::N,haaje,հոտ
391,Geruch::N,haaje,բուրում
392,Geruch::N,habjja,հոտ
393,Geruch::N,habjja,բուրում
394,Geruch::N,hádja,հոտ
395,Geruch::N,hádja,բուրում
396,Geruch::N,opsâ,հոտ
397,Geruch::N,opsâ,բուրում
398,Geruch::N,haajâ,հոտ
399,Geruch::N,haajâ,բուրում
400,Geruch::N,õpss,հոտ
401,Geruch::N,õpss,բուրում
402,Geruch::N,haajj,հոտ
403,Geruch::N,haajj,բուրում
404,Geruch::N,апс,հոտ
405,Geruch::N,апс,բուրում
406,Geruch::N,лэ̄гк,հոտ
407,Geruch::N,лэ̄гк,բուրում
408,Schlaf::N,nahkerh,քուն
409,Schlaf::N,nager,քուն
410,Schlaf::N,oados,քուն
411,Schlaf::N,nagir,քուն
412,Schlaf::N,naṿer,քուն
413,Schlaf::N,nââ´er,քուն
414,Schlaf::N,нагерь,քուն
415,Traum::N,nahkere,երազ
416,Traum::N,niehko,երազ
417,Traum::N,niehku,երազ
418,Traum::N,naṿer,երազ
419,Traum::N,nââ´er,երազ
420,Traum::N,нагерь,երազ
421,Himmel::N,elmie,երկինք
422,Himmel::N,almme,երկինք
423,Himmel::N,albmi,երկինք
424,Himmel::N,alme,երկինք
425,Himmel::N,â´lmm,երկինք
426,Himmel::N,алльм,երկինք
427,Sonne::N,biejjie,արեւ
428,Sonne::N,bæjvásj,արեւ
429,Sonne::N,beaivváš,արեւ
430,Sonne::N,peivi,արեւ
431,Sonne::N,piäiváš,արեւ
432,Sonne::N,pei´vv,արեւ
433,Sonne::N,пе̄ййв,արեւ
434,Mond::N,aske,լուսին
435,Mond::N,mánno,լուսին
436,Mond::N,mánnu,լուսին
437,Mond::N,máánu,լուսին
438,Mond::N,mään,լուսին
439,Mond::N,ма̄нн,լուսին
440,Stern::N,daasta,աստղ
441,Stern::N,naestie,աստղ
442,Stern::N,násste,աստղ
443,Stern::N,násti,աստղ
444,Stern::N,täsni,աստղ
445,Stern::N,tä´snn,աստղ
446,Stern::N,та̄ссьт,աստղ
447,Luft::N,elmie,օդ
448,Luft::N,ájmmo,օդ
449,Luft::N,áibmu,օդ
450,Luft::N,áimu,օդ
451,Luft::N,šõŋŋ,օդ
452,Luft::N,вӯйнас,օդ
453,Wind::N,bïegke,քամի
454,Wind::N,biegga,քամի
455,Wind::N,biegga,քամի
456,Wind::N,pieg'gâ,քամի
457,Wind::N,piõg'g,քամի
458,Wind::N,пӣӈӈк,քամի
459,Welle::N,baaroe,ալիք
460,Welle::N,bárro,ալիք
461,Welle::N,bárru,ալիք
462,Welle::N,pááṛu,ալիք
463,Welle::N,päärr,ալիք
464,Welle::N,нэ̄ммп,ալիք
465,Wasser::N,tjaetsie,ջուր
466,Wasser::N,tjáhtje,ջուր
467,Wasser::N,čáhci,ջուր
468,Wasser::N,čääci,ջուր
469,Wasser::N,čää´cc,ջուր
470,Wasser::N,ча̄дзь,ջուր
471,Stein::N,gierkie,քար
472,Stein::N,giergge,քար
473,Stein::N,geađgi,քար
474,Stein::N,keđgi,քար
475,Stein::N,ǩeä´dǧǧ,քար
476,Stein::N,ке̄ддҌк,քար
477,Boden::N,betnie,գետին
478,Boden::N,ednam,գետին
479,Boden::N,bodni,գետին
480,Boden::N,vuođđu,գետին
481,Boden::N,ponne,գետին
482,Boden::N,vuáđ̣u,գետին
483,Boden::N,vuâđđ,գետին
484,Boden::N,лаввьн,գետին
485,Boden::N,е̄ммьне,գետին
486,Erde::N,jåarta,հող
487,Erde::N,mueltie,հող
488,Erde::N,ednam,հող
489,Erde::N,mållde,հող
490,Erde::N,eana,հող
491,Erde::N,eennâm,հող
492,Erde::N,mädd,հող
493,Erde::N,jânnam,հող
494,Erde::N,е̄ммьне,հող
495,Staub::N,heblie,փոշի
496,Staub::N,tsumhtsie,փոշի
497,Staub::N,dubme,փոշի
498,Staub::N,dopmu,փոշի
499,Staub::N,kovjâ,փոշի
500,Staub::N,põõ´l,փոշի
501,Staub::N,кэ̄ббьй,փոշի
502,Rauch::N,soeve,ծուխ
503,Rauch::N,suovva,ծուխ
504,Rauch::N,suovva,ծուխ
505,Rauch::N,suoṿâ,ծուխ
506,Rauch::N,suõvv,ծուխ
507,Rauch::N,сӯвв,ծուխ
508,Funke::N,naestie,կայծ
509,Funke::N,tjuonam,կայծ
510,Funke::N,čuotnan,կայծ
511,Funke::N,čuođâlm,կայծ
512,Funke::N,iiskâr,կայծ
513,Funke::N,čuõzzâm,կայծ
514,Funke::N,чӯссэм,կայծ
515,Feuer::N,dålle,կրակ
516,Feuer::N,dålle,հրդեհ
517,Feuer::N,dållå,կրակ
518,Feuer::N,dållå,հրդեհ
519,Feuer::N,dolla,կրակ
520,Feuer::N,dolla,հրդեհ
521,Feuer::N,tullâ,կրակ
522,Feuer::N,tullâ,հրդեհ
523,Feuer::N,toll,կրակ
524,Feuer::N,toll,հրդեհ
525,Feuer::N,то̄лл,կրակ
526,Feuer::N,то̄лл,հրդեհ
527,Licht::N,tjoevke,լույս
528,Licht::N,tjuovgga,լույս
529,Licht::N,čuovga,լույս
530,Licht::N,čuovggas,լույս
531,Licht::N,čuoṿâ,լույս
532,Licht::N,toll,լույս
533,Licht::N,čuõvv,լույս
534,Licht::N,то̄лл,լույս
535,Schatten::N,skugkie,ստվեր
536,Schatten::N,soejvene,ստվեր
537,Schatten::N,irkes,ստվեր
538,Schatten::N,sieges,ստվեր
539,Schatten::N,itku,ստվեր
540,Schatten::N,suoivâ,ստվեր
541,Schatten::N,õõtt,ստվեր
542,Schatten::N,ǩeeu´niǩ,ստվեր
543,Schatten::N,кывьнэхь,ստվեր
544,Wetter::N,vïerhtse,եղանակ
545,Wetter::N,dálkke,եղանակ
546,Wetter::N,dálki,եղանակ
547,Wetter::N,šoŋŋâ,եղանակ
548,Wetter::N,šõŋŋ,եղանակ
549,Wetter::N,шэ̄ӈӈ,եղանակ
550,Nebel::N,såavla,մեգ
551,Nebel::N,såavla,մառախուղ
552,Nebel::N,mearhka,մեգ
553,Nebel::N,mearhka,մառախուղ
554,Nebel::N,murkko,մեգ
555,Nebel::N,murkko,մառախուղ
556,Nebel::N,mierkká,մեգ
557,Nebel::N,mierkká,մառախուղ
558,Nebel::N,mierká,մեգ
559,Nebel::N,mierká,մառախուղ
560,Nebel::N,miär'kká,մեգ
561,Nebel::N,miär'kká,մառախուղ
562,Nebel::N,oṃo,մեգ
563,Nebel::N,oṃo,մառախուղ
564,Nebel::N,sue´lnn,մեգ
565,Nebel::N,sue´lnn,մառախուղ
566,Nebel::N,цӣгк,մեգ
567,Nebel::N,цӣгк,մառախուղ
568,Nebel::N,сулльн,մեգ
569,Nebel::N,сулльн,մառախուղ
570,Wolke::N,balve,ամպ
571,Wolke::N,balvva,ամպ
572,Wolke::N,balva,ամպ
573,Wolke::N,polvâ,ամպ
574,Wolke::N,põlvv,ամպ
575,Wolke::N,пэллв,ամպ
576,Regen::N,ebrie,անձրև
577,Regen::N,harvve,անձրև
578,Regen::N,arvi,անձրև
579,Regen::N,arve,անձրև
580,Regen::N,â´brr,անձրև
581,Regen::N,аббьр,անձրև
582,Schnee::N,lopme,ձյուն
583,Schnee::N,moehtege,ձյուն
584,Schnee::N,muohta,ձյուն
585,Schnee::N,muohta,ձյուն
586,Schnee::N,muotâ,ձյուն
587,Schnee::N,muõtt,ձյուն
588,Schnee::N,вэ̄дз,ձյուն
589,Schnee::N,куэллт,ձյուն
590,Eis::N,jïenge,սառույց
591,Eis::N,jiegŋa,սառույց
592,Eis::N,jiekŋa,սառույց
593,Eis::N,jieŋ̣â,սառույց
594,Eis::N,jiõŋŋ,սառույց
595,Eis::N,ӣӈӈ,սառույց
596,Frost::N,baajkoe,սառնամանիք
597,Frost::N,tjoasskem,սառնամանիք
598,Frost::N,buolaš,սառնամանիք
599,Frost::N,puolâš,սառնամանիք
600,Frost::N,puõlâš,սառնամանիք
601,Frost::N,мӯнь,սառնամանիք
602,Kälte::N,jueskie,դող
603,Kälte::N,tjåetskeme,դող
604,Kälte::N,tjoasskem,դող
605,Kälte::N,čoaskin,դող
606,Kälte::N,ko'lmâsvuotâ,դող
607,Kälte::N,ijss,դող
608,Kälte::N,čuä´cǩǩem,դող
609,Kälte::N,tuârggnjõs,դող
610,Kälte::N,кэ̄лмас,դող
611,Hitze::N,baahke,շոգ
612,Hitze::N,báhkka,շոգ
613,Hitze::N,báhkka,շոգ
614,Hitze::N,pakkâ,շոգ
615,Hitze::N,kuṃe,շոգ
616,Hitze::N,paašt,շոգ
617,Hitze::N,жоарр,շոգ
618,Raureif::N,jyjse,ցօղեղեամ
619,Raureif::N,ridne,ցօղեղեամ
620,Raureif::N,goarre,ցօղեղեամ
621,Raureif::N,ritni,ցօղեղեամ
622,Raureif::N,suhči,ցօղեղեամ
623,Raureif::N,riṇe,ցօղեղեամ
624,Raureif::N,ай,ցօղեղեամ
625,Regenbogen::N,aatjan goengere,ծիածան
626,Regenbogen::N,aatjan joekse,ծիածան
627,Regenbogen::N,ádjájuoksa,ծիածան
628,Regenbogen::N,arvedávgi,ծիածան
629,Regenbogen::N,bajándávgi,ծիածան
630,Regenbogen::N,äijihtävgi,ծիածան
631,Regenbogen::N,teârmmazjohss,ծիածան
632,Regenbogen::N,тӣрмесью̄ккс,ծիածան
633,Donner::N,raejrie,որոտ
634,Donner::N,átjek,որոտ
635,Donner::N,átjárájdde,որոտ
636,Donner::N,áddjá,որոտ
637,Donner::N,baján,որոտ
638,Donner::N,juuṛâ,որոտ
639,Donner::N,tie´rmes,որոտ
640,Donner::N,тӣрмесь,որոտ
641,Donner::N,ча̄ркнэгк,որոտ
642,Strömung::N,njuvvie,հոսանք
643,Strömung::N,ájggedáhpe,հոսանք
644,Strömung::N,rávdnji,հոսանք
645,Strömung::N,virde,հոսանք
646,Strömung::N,ve´rdd,հոսանք
647,Strömung::N,выррьт,հոսանք
648,Tropfen::N,gåajhkohts,կաթիլ
649,Tropfen::N,gåjkudis,կաթիլ
650,Tropfen::N,goaikkanas,կաթիլ
651,Tropfen::N,čalme,կաթիլ
652,Tropfen::N,čâ´lmm,կաթիլ
653,Tropfen::N,ча̄лльм,կաթիլ
654,Schaum::N,sapte,փրփուր
655,Schaum::N,såpptå,փրփուր
656,Schaum::N,sokta,փրփուր
657,Schaum::N,suptâ,փրփուր
658,Schaum::N,soptt,փրփուր
659,Schaum::N,со̄ппт,փրփուր
660,Schmutz::N,haaskoe,կեղտ
661,Schmutz::N,duolvva,կեղտ
662,Schmutz::N,duolva,կեղտ
663,Schmutz::N,durdi,կեղտ
664,Schmutz::N,stänži,կեղտ
665,Schmutz::N,sähss,կեղտ
666,Schmutz::N,са̄ккьс,կեղտ
667,Schmutz::N,не̄шшь,կեղտ
668,See::N,jaevrie,լիճ
669,See::N,jávrre,լիճ
670,See::N,jávri,լիճ
671,See::N,jävri,լիճ
672,See::N,jâu´rr,լիճ
673,See::N,я̄ввьр,լիճ
674,Sumpf::N,pluevie,ճահիճ
675,Sumpf::N,áhpe,ճահիճ
676,Sumpf::N,sæmssa,ճահիճ
677,Sumpf::N,jeaggi,ճահիճ
678,Sumpf::N,jeggi,ճահիճ
679,Sumpf::N,jeä´ǧ'ǧ,ճահիճ
680,Sumpf::N,ла̄ммьп,ճահիճ
681,Moor::N,pluevie,ճահիճ
682,Moor::N,jiegge,ճահիճ
683,Moor::N,suotnju,ճահիճ
684,Moor::N,karrii,ճահիճ
685,Moor::N,kä´rev,ճահիճ
686,Moor::N,veättaǩ,ճահիճ
687,Moor::N,ла̄ммьп,ճահիճ
688,Wiese::N,ïentje,մարգագետին
689,Wiese::N,giedde,մարգագետին
