,Concept_ID,da,ka
393,Schloss::N,lås,კლიტე
394,Schloss::N,lås,საკეტი
395,Bild::N,billede,სურათი
396,Figur::N,figur,ფიგურა
397,Puppe::N,dukke,თოჯინა
398,Beutel::N,pose,პარკი
399,Bündel::N,bylt,გალა
400,Bündel::N,bylt,ასხმა
401,Bündel::N,bundt,გალა
402,Bündel::N,bundt,ასხმა
403,Tasche::N,taske,ჩანთა
404,Eimer::N,spand,ჩამჩა
405,Deckel::N,låg,ხუფი
406,Deckel::N,låg,სარქველი
407,Geschirr::N,husgeråd,ჭურჭელი
408,Sack::N,sæk,ტომარა
409,Tasse::N,kop,ფინჯანი
410,Topf::N,gryde,ქოთანი
411,Kessel::N,kedel,ქვაბი
412,Essen::N,måltid,ჭამა
413,Nahrung::N,mad,საზრდო
414,Nahrung::N,mad,საკვები
415,Nahrung::N,næring,საზრდო
416,Nahrung::N,næring,საკვები
417,Speise::N,ret,საჭმელი
418,Fleisch::N,kød,ხორცი
419,Getreide::N,korn,მარცვლოვანი
420,Brei::N,grød,ფაფა
421,Brot::N,brød,პური
422,Scheibe::N,skive,ნაჭერი
423,Fett::N,fedt,ქონი
424,Fett::N,fedt,ცხიმი
425,Butter::N,smør,კარაქი
426,Öl::N,olie,ზეთი
427,Salz::N,salt,მარილი
428,Suppe::N,suppe,სუფი
429,Honig::N,honning,თაფლი
430,Milch::N,mælk,რძე
431,Tee::N,te,ჩაი
432,Leder::N,skind,ტყავი
433,Wolle::N,uld,მატყლი
434,Stoff::N,stof,ქსოვილი
435,Nadel::N,nål,ნემსი
436,Faden::N,tråd,ძაფი
437,Faden::N,tråd,მკედი
438,Knopf::N,knap,ღილი
439,Knoten::N,knude,ნასკვი
440,Farbe::N,farve,საღებავი
441,Kleidung::N,påklædning,ტანსაცმელი
442,Hemd::N,skjorte,ხალათი
443,Hemd::N,skjorte,პერანგი
444,Kragen::N,krave,საყელო
445,Ärmel::N,ærme,სახელო
446,Hose::N,bukser,შარვალი
447,Gürtel::N,bælte,ქამარი
448,Mütze::N,hue,ქუდი
449,Schuh::N,sko,ფეხსაცმელი
450,Stiefel::N,støvle,ჩექმა
451,Ring::N,ring,ბეჭედი
452,Band::N,bånd,ბაფთი
453,Kamm::N,kam,სავარცხელი
454,Spiegel::N,spejl,სარკე
455,Riemen::N,rem,ღვედი
456,Schnur::N,snor,ლარი
457,Leine::N,snor,ჯაჭვი
458,Decke::N,tæppe,საბანი
459,Kissen::N,pude,ბალიში
460,Tuch::N,sjaltørklæde,მაუდი
461,Tuch::N,sjaltørklæde,თავშალი
462,Handtuch::N,håndklæde,ხელსახოცი
463,Kraft::N,kraft,ძალა
464,Stärke::N,styrke,ღონე
465,Gesundheit::N,sundhed,ჯანმრთელობა
466,Krankheit::N,sygdom,სენი
467,Krankheit::N,sygdom,ავადმყოფობა
468,Schmerz::N,smerte,ტკივილი
469,Wunde::N,sår,იარი
470,Wunde::N,sår,ჭრილობა
471,Fieber::N,feber,ციება
472,Arznei::N,medicin,წამალი
473,Arznei::N,lægemiddel,წამალი
474,Brücke::N,bro,ხიდი
475,Brunnen::N,brønd,ჭა
476,Weide::N,græsgang,საძოვარი
477,Pfad::N,sti,ბილიკი
478,Weg::N,vej,გზა
479,Straße::N,gade,შარაგზა
480,Dorf::N,landsby,დაბა
481,Dorf::N,landsby,სოფელი
482,Stadt::N,by,ქალაქი
483,Brief::N,brev,წერილი
484,Buch::N,bog,წიგნი
485,Buchstabe::N,bogstav,ასო
486,Zeitung::N,avis,გაზეთი
487,Leben::N,liv,სიცოცხლე
488,Tod::N,død,სიკვდილი
489,Grab::N,grav,სამარე
490,Grab::N,grav,საფლავი
491,Kirche::N,kirke,ეკლესია
492,Sünde::N,synd,ცოდვა
493,Gott::N,gud,ღმერთი
494,Arbeiter::N,arbejder,მუშა
495,Chef::N,chef,გამგე
496,Meister::N,mester,ოსტატი
497,Arzt::N,læge,ექიმი
498,Arzt::N,læge,მკურნალი
499,Lehrer::N,lærer,მასწავლებელი
500,Geld::N,penge,ფული
501,Geschäft::N,forretning,საქმე
502,Geschäft::N,forretning,ბიზნესი
503,Laden::N,butik,დუქანი
504,Laden::N,butik,მაღაზია
505,Laden::N,forretning,დუქანი
506,Laden::N,forretning,მაღაზია
507,Preis::N,pris,ფასი
508,Ware::N,vare,საქონელი
509,Nutzen::N,nytte,ხეირი
510,Reichtum::N,rigdom,სიმდიდრე
511,Welt::N,verden,მსოფლიო
512,Land::N,land,მხარე
513,Land::N,land,ქვეყანა
514,Staat::N,stat,სახელმწიფო
515,König::N,konge,მეფე
516,Macht::N,magt,ძლიერება
517,Grenze::N,grænse,ზღვარი
518,Krieg::N,krig,ომი
519,Feind::N,fjende,მტერი
520,Gewalt::N,vold,სისასტიკე
521,Kampf::N,kamp,ბრძოლა
522,Bogen[Waffe]::N,bue,მშვილდი
523,Pfeil::N,pil,ისარი
524,Pfeil::N,pil,მახვილი
525,Gewehr::N,gevær,თოფი
526,Gewehr::N,gevær,შაშხანა
527,Fehler::N,fejl,შეცდომა
528,Lüge::N,løgn,სიცრუე
529,Schaden::N,skade,ვნება
530,Unglück::N,uheld,ხიფათი
531,Unglück::N,uheld,უბედურება
532,Unglück::N,ulykke,ხიფათი
533,Unglück::N,ulykke,უბედურება
534,Schuld::N,skyld,ბრალი
535,Alter::N,alder,ასაკი
536,Schluss::N,slut,ბოლო
537,Schluss::N,slut,დასასრული
538,Schluss::N,slutning,ბოლო
539,Schluss::N,slutning,დასასრული
540,Zeit::N,tid,დრო
541,Tag::N,dag,დღე
542,Morgen::N,morgen,დილა
543,Mittag::N,middag,შუადღე
544,Abend::N,aften,საღამო
545,Nacht::N,nat,ღამე
546,Woche::N,uge,კვირა
547,Monat::N,måned,თვე
548,Jahr::N,år,წელი
549,Frühling::N,forår,გაზაფხული
550,Sommer::N,sommer,ზაფხული
551,Herbst::N,efterår,შემოდგომა
552,Winter::N,vinter,ზამთარი
553,Januar::N,januar,იანვარი
554,Februar::N,februar,თებერვალი
555,März::N,marts,მარტი
556,April::N,april,აპრილი
557,Mai::N,maj,მაისი
558,Juni::N,juni,ივნისი
559,Juli::N,juli,ივლისი
560,August::N,august,აგვისტო
561,September::N,september,სექტემბერი
562,Oktober::N,oktober,ოქტომბერი
563,November::N,november,ნოემბერი
564,Dezember::N,december,დეკემბერი
565,Montag::N,mandag,ორშაბათი
566,Dienstag::N,tirsdag,სამშაბათი
567,Mittwoch::N,onsdag,ოთხშაბათი
568,Donnerstag::N,torsdag,ხუთშაბათი
569,Freitag::N,fredag,პარასკევი
570,Samstag::N,lørdag,შაბათი
571,Sonntag::N,søndag,კვირა
572,groß::A,stor,დიდი
573,klein::A,lille,მცირე
574,klein::A,lille,პატარა
575,lang::A,lang,გრძელი
576,kurz::A,kort,მოკლე
577,breit::A,bred,ფართო
578,breit::A,bred,განიერი
579,schmal::A,smal,ვიწრო
580,schmal::A,smal,წვრილი
581,dicht::A,tæt,მჭიდრო
582,dick[Gegenstand]::A,tyk,სქელი
583,dünn::A,tynd,წვრილი
584,fein::A,fin,თხელი
585,fest::A,fast,მყარი
586,flach::A,flad,ბრტყელი
587,glatt::A,glat,გლუ
588,hart::A,hård,მაგარი
589,weich::A,blød,რბილი
590,rund::A,rund,მრგვალი
591,spitz::A,spids,წვეტიანი
592,scharf::A,skarp,მჭრელი
593,stumpf::A,sløv,ბლაგვი
594,stumpf::A,stump,ბლაგვი
595,schwer::A,tung,მძიმე
596,schön::A,skøn,ლამაზი
597,heiß::A,hed,ცხელი
598,warm::A,varm,თბილი
599,kalt::A,kold,ცივი
600,kühl::A,kølig,გრილი
601,frisch::A,frisk,სუფთა
602,feucht::A,fugtig,ნოტიო
603,nass::A,våd,სველი
604,trocken::A,tør,მშრალი
605,voll::A,fuld,სავსე
606,leer::A,tom,ცარიელი
607,offen::A,åben,ღია
608,offen::A,åben,გაშლილი
609,geschlossen::A,lukket,დახურული
610,sauber::A,ren,სუფთა
611,sauber::A,ren,წმინდა
612,schmutzig::A,snavset,ტალახიანი
613,roh::A,rå,უმი
614,reif::A,moden,მწიფე
615,lecker::A,lækker,გემრიელი
616,süß::A,sød,ტკბილი
617,bitter::A,bitter,მწარე
618,sauer::A,sur,მჟავე
619,hell::A,lys,ნათელი
620,dunkel::A,mørk,ბნელი
621,schwarz::A,sort,შავი
622,weiß::A,hvid,თეთრი
623,rot::A,rød,წითელი
624,gelb::A,gul,ყვითელი
625,blau::A,blå,ლურჯი
626,blau::A,blå,ცისფერი
627,grün::A,grøn,მწვანე
628,grau::A,grå,რუხი
629,grau::A,grå,ნაცრისფერი
630,bunt::A,broget,ჭრელი
631,bunt::A,broget,ფერადი
632,billig::A,billig,იაფი
633,teuer::A,dyr,ძვირი
634,wertvoll::A,værdifuld,ღირსიანი
635,blind::A,blind,ბრმა
636,taub::A,døv,ყრუ
637,kräftig::A,kraftig,ძალავანი
638,stark::A,stærk,ძლიერი
639,stark::A,stærk,ღონიერი
640,schwach::A,svag,სუსტი
641,fett::A,fed,სქელი
642,schlank::A,slank,გამხდარი
643,hübsch::A,køn,ეშხიანი
644,hübsch::A,køn,მშვენიერი
645,böse::A,ond,ავი
646,böse::A,ond,ბოროტი
647,böse::A,slem,ავი
648,böse::A,slem,ბოროტი
649,dumm::A,dum,ბოთე
650,dumm::A,dum,სულელი
651,faul::A,doven,ზანტი
652,faul::A,doven,ზარმაცი
653,fleißig::A,flittig,ბეჯითი
654,fleißig::A,flittig,მუყაითი
655,geizig::A,gerrig,ძუნწი
656,klug::A,klog,ჭკვიანი
657,geschickt::A,dygtig,მარჯვე
658,geschickt::A,dygtig,გაწაფული
659,geschickt::A,behændig,მარჯვე
660,geschickt::A,behændig,გაწაფული
661,lieb::A,rar,სატრფიალო
662,lustig::A,lystig,მხიარული
663,sanft::A,blid,ალერსიანი
664,sanft::A,blid,გრძნობიერი
665,hungrig::A,sulten,მშიერი
666,krank::A,syg,სნეული
667,krank::A,syg,ავადმყოფი
668,nackt::A,nøgen,ტიტველი
669,traurig::A,bedrøvet,მწუხარე
670,traurig::A,bedrøvet,სევდიანი
671,lebendig::A,levende,ცოცხალი
672,gut::A,god,კარგი
673,schlecht::A,dårlig,უხეირო
674,richtig::A,rigtig,ნამდვილი
675,schlimm::A,slem,ცუდი
676,wahr::A,sand,სწორი
677,wahr::A,sand,ჭეშმარიტი
678,alt::A,gammel,ძველი
679,neu::A,ny,ახალი
680,ehemalig::A,forhenværende,ყოფილი
681,alt[Lebewesen]::A,gammel,ბებერი
682,jung::A,ung,ნორჩი
683,jung::A,ung,ახალგაზრდა
684,arm::A,fattig,ღარიბი
685,reich::A,rig,მდიდარი
686,bekannt::A,kendt,ცნობილი
687,berühmt::A,berømt,გამოჩენილი
688,fremd::A,fremmed,უცხო
689,fremd::A,fremmed,გარეშე
690,verschieden::A,forskellig,სხვაგვარი
691,nah::A,nær,ახლო
692,fern::A,fjern,შორი
693,fern::A,fjern,შორეული
694,linker::A,venstre,მარცხენა
695,rechter::A,højre,მარჯვენა
696,anderer::A,anden,სხვა
697,erster::A,første,პირველი
698,zweiter::A,anden,მეორე
699,dritter::A,tredje,მესამე
700,letzter::A,sidste,ბოლო
701,letzter::A,sidste,უკანასკნელი
702,allein::ADV,alene,მარტო
703,auf einmal::ADV,på én gang,ერთდროულად
704,zusammen::ADV,sammen,ერთად
705,lange::ADV,længe,დიდხანს
706,plötzlich::ADV,pludselig,მოულოდნელად
707,sofort::ADV,straks,ახლავე
708,später::ADV,senere,მოგვიანებით
709,jetzt::ADV,nu,ახლა
710,heute::ADV,i dag,დღეს
711,morgen::ADV,i morgen,ხვალ
712,bald::ADV,snart,მალე
713,dann::ADV,så,მერე
714,gestern::ADV,i går,გუშინ
715,einst::ADV,engang,ოდესღაც
716,damals::ADV,dengang,მაშინ
717,danach::ADV,derefter,მერმე
718,danach::ADV,derefter,შემდეგ
719,vorher::ADV,før,ადრე
720,vorher::ADV,før,წინათ
721,vorher::ADV,forud,ადრე
722,vorher::ADV,forud,წინათ
723,zuerst::ADV,først,ჯერ
724,einmal::ADV,en gang,ერთხელ
725,manchmal::ADV,sommetider,ხან
726,manchmal::ADV,sommetider,ზოგჯერ
727,oft::ADV,ofte,ხშირად
728,immer::ADV,altid,მუდამ
729,immer::ADV,altid,ყოველთვის
730,niemals::ADV,aldrig,არასდროს
731,hier::ADV,her,აქ
732,hierhin::ADV,hid,აქეთ
733,hierhin::ADV,herhen,აქეთ
734,von hier::ADV,herfra,აქედან
735,dort::ADV,der,იქ
736,dorthin::ADV,derhen,იქით
737,geradeaus::ADV,lige ud,პირდაპირ
738,vorwärts::ADV,fremad,წინ
739,rückwärts::ADV,baglæns,უკან
740,zurück::ADV,tilbage,უკანვე
741,unten::ADV,nede,დაბლა
742,unten::ADV,nede,ქვევით
743,unten::ADV,forneden,დაბლა
744,unten::ADV,forneden,ქვევით
745,hinab::ADV,ned,ძირს
746,hinab::ADV,nedad,ძირს
747,oben::ADV,oppe,ზემოთ
748,oben::ADV,ovenpå,ზემოთ
749,hinauf::ADV,op,ზევით
750,hinauf::ADV,opad,ზევით
751,überall::ADV,overalt,ყველგან
752,nicht::ADV,ikke,არ
753,ein wenig::ADV,lidt,ცოტა
