,Concept_ID,lv,he
595,Gast::N,ciemiņš,אורח
596,Geschenk::N,козин,מתנה
597,Geschenk::N,dāvana,מתנה
598,Spiel::N,ворсан,משחק
599,Spiel::N,rotaļa,משחק
600,Gesellschaft::N,котыр,חברה
601,Gesellschaft::N,biedrība,חברה
602,Gesellschaft::N,kompānija,חברה
603,Hilfe::N,отсӧг,עזרה
604,Hilfe::N,palīdzība,עזרה
605,Freund::N,ёрт,חבר
606,Freund::N,ёрт,ידיד
607,Freund::N,draugs,חבר
608,Freund::N,draugs,ידיד
609,Kamerad::N,ёрт,רע
610,Kamerad::N,biedrs,רע
611,Angelegenheit::N,мог,ענין
612,Angelegenheit::N,делӧ,ענין
613,Angelegenheit::N,darīšana,ענין
614,Anzahl::N,лыд,מספר
615,Anzahl::N,тшӧт,מספר
616,Anzahl::N,skaits,מספר
617,Anzahl::N,daudzums,מספר
618,Art::N,сикас,סוג
619,Art::N,suga,סוג
620,Art::N,šķira,סוג
621,Stück::N,тор,חתיכה
622,Stück::N,gabals,חתיכה
623,Teil::N,юкӧн,פרק
624,Teil::N,daļa,פרק
625,Hälfte::N,пӧв,חצי
626,Hälfte::N,джын,חצי
627,Hälfte::N,puse,חצי
628,Kreis::N,кытш,מעגל
629,Kreis::N,aplis,מעגל
630,Kreis::N,riņķis,מעגל
631,Kreuz::N,перна,צלב
632,Kreuz::N,крест,צלב
633,Kreuz::N,krusts,צלב
634,Linie::N,визь,קו
635,Linie::N,līnija,קו
636,Strich::N,визь,קו קצר
637,Strich::N,svītra,קו קצר
638,Abstand::N,кост,מרחק
639,Abstand::N,коласт,מרחק
640,Abstand::N,atstarpe,מרחק
641,Entfernung::N,ылна,מרחק
642,Entfernung::N,attālums,מרחק
643,Entfernung::N,atstatums,מרחק
644,Gegend::N,му-ва,נוף
645,Gegend::N,apvidus,נוף
646,Gegend::N,apgabals,נוף
647,Platz::N,ылдӧс,שטח
648,Platz::N,йир,שטח
649,Platz::N,гӧгӧртас,שטח
650,Platz::N,vieta,שטח
651,Ort::N,ин,אתר
652,Ort::N,ин,מקום
653,Ort::N,места,אתר
654,Ort::N,места,מקום
655,Ort::N,vieta,אתר
656,Ort::N,vieta,מקום
657,Seite::N,бок,צד
658,Seite::N,ӧтарладор,צד
659,Seite::N,sāns,צד
660,Mitte::N,шӧр,אמצע
661,Mitte::N,vidus,אמצע
662,Gegenstand::N,кӧлуй,אוביקט
663,Gegenstand::N,priekšmets,אוביקט
664,Sache::N,добра,דבר
665,Sache::N,lieta,דבר
666,Rand::N,дор,פרור
667,Rand::N,mala,פרור
668,Rand::N,apmale,פרור
669,Kante::N,дор,קצה
670,Kante::N,šķautne,קצה
671,Ecke::N,пельӧс,פנה
672,Ecke::N,kakts,פנה
673,Ecke::N,stūris,פנה
674,Spitze::N,йыв,קצה
675,Spitze::N,smaile,קצה
676,Spitze::N,galotne,קצה
677,Ende::N,пом,סוף
678,Ende::N,gals,סוף
679,Ende::N,uzgalis,סוף
680,Loch::N,розь,חר
681,Loch::N,caurums,חר
682,Winkel::N,пельӧс,פנה
683,Winkel::N,leņķis,פנה
684,Muster::N,сер,תבנית
685,Muster::N,piemērs,תבנית
686,Größe::N,ыджда,גדל
687,Größe::N,lielums,גדל
688,Länge::N,кузьта,ארך
689,Länge::N,garums,ארך
690,Höhe::N,джуджда,קומה
691,Höhe::N,джуджда,גבה
692,Höhe::N,augstums,קומה
693,Höhe::N,augstums,גבה
694,Gewicht::N,сьӧкта,משקל
695,Gewicht::N,сьӧкталун,משקל
696,Gewicht::N,svars,משקל
697,Gewicht::N,smagums,משקל
698,Menge::N,лун,כמות
699,Menge::N,числӧ,כמות
700,Menge::N,masa,כמות
701,Menge::N,daudzums,כמות
702,Haufen::N,чукӧр,ערמה
703,Haufen::N,čupa,ערמה
704,Haufen::N,grēda,ערמה
705,Haufen::N,kaudze,ערמה
706,Reihe::N,рад,רצף
707,Reihe::N,rinda,רצף
708,Reihe::N,virkne,רצף
709,Boot::N,пыж,סירה
710,Boot::N,laiva,סירה
711,Ruder::N,пелыс,משוט
712,Ruder::N,ӧпаснӧй,משוט
713,Ruder::N,airis,משוט
714,Ruder::N,irklis,משוט
715,Schlitten::N,дадь,מזחלת
716,Schlitten::N,ragavas,מזחלת
717,Ski::N,лызь,מגלשים
718,Ski::N,slēpe,מגלשים
719,Lagerfeuer::N,бипур,מדורה
720,Lagerfeuer::N,ugunskurs,מדורה
721,Last::N,сьӧкыдтор,משא
722,Last::N,krava,משא
723,Gang::N,мунӧм,הליכה
724,Gang::N,ветлӧм,הליכה
725,Gang::N,eja,הליכה
726,Gang::N,gājums,הליכה
727,Schritt::N,воськов,צעד
728,Schritt::N,воськовтӧм,צעד
729,Schritt::N,solis,צעד
730,Norden::N,войвыв,צפון
731,Norden::N,ziemeļi,צפון
732,Süden::N,лунвыв,דרום
733,Süden::N,dienvidi,דרום
734,Westen::N,рытыв,מערב
735,Westen::N,rietumi,מערב
736,Osten::N,асыв,מזרח
737,Osten::N,austrumi,מזרח
738,Holz::N,пу,עץ
739,Holz::N,koks,עץ
740,Holz::N,koksne,עץ
741,Brett::N,пӧв,קרש
742,Brett::N,dēlis,קרש
743,Platte::N,плита,לוח
744,Platte::N,plate,לוח
745,Platte::N,plāksne,לוח
746,Stütze::N,пыкӧд,משען
747,Stütze::N,мыджӧд,משען
748,Stütze::N,balsts,משען
749,Stütze::N,atspaids,משען
750,Stange::N,потш,מוט
751,Stange::N,maikste,מוט
752,Stock::N,бедь,מקל
753,Stock::N,boze,מקל
754,Stock::N,spieķis,מקל
755,Stab::N,зир,מוט
756,Stab::N,zizlis,מוט
757,Rohr::N,труба,צנור
758,Rohr::N,caurule,צנור
759,Haus::N,керка,בית
760,Haus::N,māja,בית
761,Heim::N,горт,בית
762,Heim::N,mājas,בית
763,Ofen::N,пач,תנור
764,Ofen::N,krāsns,תנור
765,Fußboden::N,джодж,רצפה
766,Fußboden::N,grīda,רצפה
767,Tisch::N,пызан,שלחן
768,Tisch::N,galds,שלחן
769,Stuhl::N,улӧс,כסא
770,Stuhl::N,krēsls,כסא
771,Wiege::N,зыбка,ערש
772,Wiege::N,šūpulis,ערש
773,Bett::N,вольпась,מטה
774,Bett::N,gulta,מטה
775,Regal::N,джадж,מדף
776,Regal::N,plaukts,מדף
777,Kiste::N,куд,תבה
778,Kiste::N,куд,ארגז
779,Kiste::N,ящик,תבה
780,Kiste::N,ящик,ארגז
781,Kiste::N,kaste,תבה
782,Kiste::N,kaste,ארגז
783,Kiste::N,šķirsts,תבה
784,Kiste::N,šķirsts,ארגז
785,Fenster::N,ӧшинь,חלון
786,Fenster::N,logs,חלון
787,Tür::N,ӧдзӧс,דלת
788,Tür::N,durvis,דלת
789,Tor::N,дзиръя,שער
790,Tor::N,vārti,שער
791,Zaun::N,потшӧс,גדר
792,Zaun::N,žogs,גדר
