,Concept_ID,ka,nl
105,Schmutz::N,ჭუჭყი,vuil
106,Schmutz::N,ტალახი,vuil
107,See::N,ტბა,meer
108,Sumpf::N,ჭაობი,moeras
109,Moor::N,ტორფნარი,veen
110,Wiese::N,ველი,wei
111,Wiese::N,ველი,weide
112,Wiese::N,მდელო,wei
113,Wiese::N,მდელო,weide
114,Wald::N,ტყე,bos
115,Hügel::N,ბორცვი,heuvel
116,Anhöhe::N,მაღლობი,hoogte
117,Berg::N,მთა,berg
118,Gipfel::N,მწვერვალი,top
119,Höhle::N,მღვიმე,hol
120,Höhle::N,გამოქვებული,hol
121,Abhang::N,ფერდობი,helling
122,Quelle::N,წყარო,bron
123,Quelle::N,სათავე,bron
124,Bach::N,რუ,beek
125,Bach::N,ნაკადული,beek
126,Fluss::N,მდინარე,stroom
127,Ufer::N,კიდე,wal
128,Ufer::N,კიდე,oever
129,Ufer::N,ნაპირი,wal
130,Ufer::N,ნაპირი,oever
131,Küste::N,ნაპირი,kust
132,Festland::N,ხმელეთი,vasteland
133,Meer::N,ზღვა,zee
134,Bucht::N,ყურე,baai
135,Bucht::N,ყურე,inham
136,Insel::N,კუნძული,eiland
137,Blume::N,ყვავილი,bloem
138,Gras::N,ბალახი,gras
139,Wurzel::N,ძირი,wortel
140,Wurzel::N,ფესვი,wortel
141,Baum::N,ხე,boom
142,Stamm::N,ტანი,stam
143,Rinde::N,ქერქი,schors
144,Ast::N,ტოტი,tak
145,Zweig::N,შტო,twijg
146,Blatt::N,ფოთოლი,blad
147,Birke::N,არყი,berk
148,Kiefer[Baum]::N,ფიჭვი,den
149,Weide[Baum]::N,ტირიფი,wilg
150,Tanne::N,ნაძვი,spar
151,Horn::N,რქა,hoorn
152,Feder::N,ფრთა,veer
153,Feder::N,ფრთა,pluim
154,Fell::N,ტყავი,vel
155,Flügel::N,ფრთა,vleugel
156,Klaue::N,კლანჭი,klauw
157,Kralle::N,ტორი,klauw
158,Schwanz::N,კუდი,staart
159,Ei::N,კვერცხი,ei
160,Nest::N,ბუდე,nest
161,Bau::N,სორო,hol
162,Tier::N,ნადირი,dier
163,Tier::N,ცხოველი,dier
164,Herde::N,ფარა,kudde
165,Kuh::N,ფური,koe
166,Kuh::N,ძროხა,koe
167,Bulle::N,ხარი,stier
168,Pferd::N,რაში,paard
169,Pferd::N,ცხენი,paard
170,Schaf::N,ცხვარი,schaap
171,Schwein::N,ღორი,varken
172,Hund::N,ძაღლი,hond
173,Katze::N,კატა,kat
174,Bär::N,დათვი,beer
175,Eichhörnchen::N,ციყვი,eekhoorntje
176,Elch::N,ცხენ-ირემი,eland
177,Fuchs::N,მელა,vos
178,Hase::N,კურდღელი,haas
179,Maus::N,თაგვი,muis
180,Wolf::N,მგელი,wolf
181,Vogel::N,ჩიტი,vogel
182,Vogel::N,ფრინველი,vogel
183,Schwarm::N,გუნდი,zwerm
184,Huhn::N,დედალი,kip
185,Huhn::N,დედალი,hoen
186,Hahn::N,მამალი,haan
187,Gans::N,ბატი,gans
188,Adler::N,არწივი,arend
189,Ente::N,იხვი,eend
190,Eule::N,ბუ,uil
191,Kranich::N,წერო,kraanvogel
192,Krähe::N,ყვავი,kraai
193,Kuckuck::N,გუგული,koekoek
194,Schwan::N,გედი,zwaan
195,Fisch::N,თევზი,vis
196,Barsch::N,ქორჭილა,baars
197,Hecht::N,ქარიყლაპია,snoek
198,Schlange[Tier]::N,გველი,slang
199,Wurm::N,ჭია,worm
200,Spinne::N,ობობა,spin
201,Ameise::N,ჭიანჭველა,mier
202,Laus::N,ტილი,luis
203,Laus::N,მკბენარი,luis
204,Mücke::N,კოღო,mug
205,Fliege::N,ბუზი,vlieg
206,Schmetterling::N,პეპელა,vlinder
207,Beere::N,კენკრა,bes
208,Apfel::N,ვაშლი,appel
209,Pilz::N,სოკო,paddestoel
210,Zwiebel::N,ხახვი,ui
211,Saat::N,თესლი,zaad
212,Korn::N,მარცვალი,graan
213,Korn::N,მარცვალი,korrel
214,Heu::N,თივა,hooi
215,Schale::N,ჩენჩო,schil
216,Grube::N,ორმო,kuil
217,Falle::N,ხაფანგი,val
218,Schlinge::N,მახე,strop
219,Spur::N,კვალი,spoor
220,Asche::N,ფერფლი,as
221,Dreck::N,ტალახი,drek
222,Dreck::N,სიბინძურე,drek
223,Eisen::N,რკინა,ijzer
224,Gold::N,ოქრო,goud
225,Silber::N,ვერცხლი,zilver
226,Kohle::N,ნახშირი,kool
227,Glas::N,მინა,glas
228,Lehm::N,თიხა,klei
229,Sand::N,ქვიშა,zand
230,Mensch::N,ადამიანი,mens
231,Mann::N,კაცი,man
232,Frau::N,ქალი,vrouw
233,Kind::N,ბავშვი,kind
234,Junge::N,ვაჟი,jongen
235,Mädchen::N,გოგო,meisje
236,Familie::N,ოჯახი,gezin
237,Familie::N,ოჯახი,familie
238,Großvater::N,პაპა,grootvader
239,Großvater::N,ბაბუა,grootvader
240,Großmutter::N,ბებია,grootmoeder
241,Großmutter::N,დიდედა,grootmoeder
242,Eltern::N,მშობლები,ouders
243,Vater::N,მამა,vader
244,Mutter::N,დედა,moeder
245,Sohn::N,ვაჟიშვილი,zoon
246,Tochter::N,ქალიშვილი,dochter
247,Bruder::N,ძმა,broer
248,Bruder::N,ძმა,broeder
249,Schwester::N,და,zus
250,Schwester::N,და,zuster
251,Onkel::N,ბიძა,oom
252,Tante::N,დეიდა,tante
253,Tante::N,მამიდა,tante
254,Ehemann::N,ქმარი,echtgenoot
255,Ehefrau::N,ცოლი,echtgenote
256,Freude::N,სიხარული,vreugde
257,Gelächter::N,სიცილი,gelach
258,Glück::N,ბედნიერება,geluk
259,Kummer::N,მწუხარება,verdriet
260,Wunsch::N,წადილი,wens
261,Wunsch::N,წადილი,verlangen
262,Wunsch::N,სურვილი,wens
263,Wunsch::N,სურვილი,verlangen
264,Lust::N,წადილი,zin
265,Lust::N,წადილი,lust
266,Geist::N,სული,geest
267,Gedanke::N,ფიქრი,gedachte
268,Gedächtnis::N,მეხსიერება,geheugen
269,Verstand::N,ჭკუა,verstand
270,Verstand::N,გონება,verstand
271,Sinn::N,მნიშვნელობა,betekenis
272,Grund::N,მიზეზი,reden
273,Wahrheit::N,სიმართლე,waarheid
274,Wahrheit::N,ჭეშმარიტება,waarheid
275,Gespräch::N,ბაასი,gesprek
276,Gespräch::N,საუბარი,gesprek
277,Märchen::N,არაკი,sprookje
278,Märchen::N,ზღაპარი,sprookje
279,Erzählung::N,თქმულება,verhaal
280,Nachricht::N,ცნობა,tijding
281,Nachricht::N,ამბავი,tijding
282,Neuigkeit::N,სიახლე,nieuws
283,Neuigkeit::N,სიახლე,nieuwtje
284,Name::N,სახელი,naam
285,Rätsel::N,გამოცანა,raadsel
286,Rede::N,სიტყვა,rede
287,Sprache::N,ენა,taal
288,Stimme::N,ხმა,stem
289,Wort::N,სიტყვა,woord
290,Zeichen::N,ნიშანი,teken
291,Ruf::N,ძახილი,roep
292,Lärm::N,ხმაური,lawaai
293,Laut::N,ხმა,klank
294,Laut::N,ხმა,geluid
295,Laut::N,ბგერა,klank
296,Laut::N,ბგერა,geluid
297,Ton::N,ტონი,toon
298,Ton::N,ტონი,klank
299,Lied::N,სიმღერა,lied
300,Ruhe::N,სიწყნარე,rust
301,Ruhe::N,სიწყნარე,stilte
302,Leute::N,ადამიანები,lui
303,Leute::N,ადამიანები,mensen
304,Volk::N,ერი,volk
305,Volk::N,ხალხი,volk
306,Arbeit::N,მუშაობა,werk
307,Arbeit::N,მუშაობა,arbeid
308,Gast::N,სტუმარი,gast
309,Geschenk::N,საჩუქარი,cadeau
310,Geschenk::N,საჩუქარი,geschenk
311,Spiel::N,თამაში,spel
312,Gesellschaft::N,საზოგადოება,gezelschap
313,Hilfe::N,შველა,hulp
314,Hilfe::N,დახმარება,hulp
315,Freund::N,მეგობარი,vriend
316,Kamerad::N,ამხანაგი,maat
317,Kamerad::N,ამხანაგი,metgezel
318,Angelegenheit::N,საქმე,zaak
319,Angelegenheit::N,საქმე,aangelegenheid
320,Anzahl::N,ოდენობა,tal
321,Anzahl::N,ოდენობა,aantal
322,Art::N,სახეობა,slag
323,Art::N,სახეობა,soort
324,Stück::N,ნატეხი,stuk
325,Teil::N,წილი,deel
326,Hälfte::N,ნახევარი,helft
327,Kreis::N,წრე,kring
328,Kreis::N,წრე,cirkel
329,Kreuz::N,ჯვარი,kruis
330,Linie::N,ხაზი,lijn
331,Strich::N,შტრიხი,haal
332,Strich::N,შტრიხი,streep
333,Abstand::N,მანძილი,afstand
334,Entfernung::N,სიშორე,afstand
335,Gegend::N,არე,streek
336,Gegend::N,მხარე,streek
337,Platz::N,ფართობი,ruimte
338,Ort::N,ადგილი,oord
339,Ort::N,ადგილი,plaats
340,Seite::N,მხარე,zij
341,Seite::N,მხარე,kant
342,Seite::N,მხარე,zijde
343,Mitte::N,შუა,midden
344,Gegenstand::N,საგანი,voorwerp
345,Sache::N,ნივთი,zaak
346,Rand::N,კიდე,rand
347,Rand::N,კიდე,boord
348,Kante::N,ნაწიბული,kant
349,Ecke::N,კუთხე,hoek
350,Spitze::N,წვეტი,punt
351,Spitze::N,წვეტი,spits
352,Ende::N,ბოლო,einde
353,Ende::N,ბოლო,uiteinde
354,Loch::N,ხვრელი,gat
355,Winkel::N,კუთხე,hoek
356,Muster::N,მოხატულობა,dessin
357,Muster::N,მოხატულობა,patroon
358,Größe::N,ზომა,grootte
359,Größe::N,სიდიდე,grootte
360,Länge::N,სიგრძე,lengte
361,Höhe::N,სიმაღლე,hoogte
362,Gewicht::N,წონა,gewicht
363,Menge::N,რაოდენობა,hoeveelheid
364,Haufen::N,გროვა,hoop
365,Reihe::N,რიგი,rij
366,Reihe::N,რიგი,reeks
367,Reihe::N,წყება,rij
368,Reihe::N,წყება,reeks
369,Boot::N,გემი,boot
370,Ruder::N,ხოფი,roeiriem
371,Ruder::N,ნიჩაბი,roeiriem
372,Schlitten::N,მარხილი,slee
373,Schlitten::N,მარხილი,slede
374,Ski::N,თხილამური,ski
375,Lagerfeuer::N,კოცონი,kampvuur
376,Last::N,ტვირთი,last
377,Last::N,ტვირთი,vracht
378,Gang::N,სვლა,wandeling
379,Schritt::N,ბიჯი,stap
380,Schritt::N,ბიჯი,schrede
381,Norden::N,ჩრდილოეთი,noorden
382,Süden::N,სამხრეთი,zuiden
383,Westen::N,დასავლეთი,westen
384,Osten::N,აღმოსავლეთი,oosten
385,Holz::N,ხე,hout
386,Brett::N,დაფა,plank
387,Brett::N,ფიცარი,plank
388,Platte::N,თლილი ქვა,plaat
389,Stütze::N,საყრდენი,stut
390,Stütze::N,საყრდენი,steun
391,Stange::N,ჭოკი,stang
392,Stock::N,კეტი,stok
393,Stab::N,ლატანი,staf
394,Rohr::N,მილაკი,pijp
395,Haus::N,სახლი,huis
396,Heim::N,ოჯახის კერა,tehuis
397,Ofen::N,ღუმელი,kachel
398,Fußboden::N,იატაკი,vloer
399,Tisch::N,სუფრა,tafel
400,Tisch::N,მაგიდა,tafel
401,Stuhl::N,სკამი,stoel
402,Wiege::N,აკვანი,wieg
403,Bett::N,საწოლი,bed
404,Bett::N,სარეცელი,bed
405,Regal::N,თაროები,rek
406,Kiste::N,ყუთი,kist
407,Kiste::N,სკივრი,kist
408,Fenster::N,ფანჯარა,raam
409,Fenster::N,ფანჯარა,venster
410,Fenster::N,სარკმელი,raam
411,Fenster::N,სარკმელი,venster
412,Tür::N,ბჭე,deur
413,Tür::N,კარი,deur
414,Tor::N,ჭიშკარი,poort
415,Zaun::N,ღობე,omheining
416,Zaun::N,გალავანი,omheining
417,Dach::N,სახურავი,dak
418,Leiter::N,კიბე,ladder
419,Besen::N,ცოცხი,bezem
420,Spaten::N,ნიჩაბი,schop
421,Schaufel::N,ბარი,schep
422,Gabel::N,ჩანგალი,vork
423,Löffel::N,კოვზი,lepel
424,Messer::N,დანა,mes
425,Nagel::N,ლურსმანი,spijker
426,Netz::N,ბადე,net
427,Haken::N,კავი,haak
428,Haken::N,კაუჭი,haak
429,Griff::N,ტარი,handvat
430,Schloss::N,კლიტე,slot
431,Schloss::N,საკეტი,slot
432,Bild::N,სურათი,beeld
433,Figur::N,ფიგურა,figuur
434,Puppe::N,თოჯინა,pop
435,Beutel::N,პარკი,zak
436,Beutel::N,პარკი,buidel
437,Bündel::N,გალა,pak
438,Bündel::N,გალა,bundel
439,Bündel::N,ასხმა,pak
440,Bündel::N,ასხმა,bundel
441,Tasche::N,ჩანთა,tas
442,Eimer::N,ჩამჩა,emmer
443,Deckel::N,ხუფი,deksel
444,Deckel::N,სარქველი,deksel
445,Geschirr::N,ჭურჭელი,vaatwerk
446,Sack::N,ტომარა,zak
447,Tasse::N,ფინჯანი,kop
448,Topf::N,ქოთანი,pan
449,Kessel::N,ქვაბი,ketel
450,Essen::N,ჭამა,eten
451,Nahrung::N,საზრდო,voedsel
452,Nahrung::N,საკვები,voedsel
453,Speise::N,საჭმელი,spijs
454,Fleisch::N,ხორცი,vlees
455,Getreide::N,მარცვლოვანი,graan
456,Brei::N,ფაფა,pap
457,Brei::N,ფაფა,brij
458,Brot::N,პური,brood
459,Scheibe::N,ნაჭერი,plak
460,Scheibe::N,ნაჭერი,snede
461,Fett::N,ქონი,vet
462,Fett::N,ცხიმი,vet
463,Butter::N,კარაქი,boter
464,Öl::N,ზეთი,olie
465,Salz::N,მარილი,zout
466,Suppe::N,სუფი,soep
467,Honig::N,თაფლი,honing
468,Milch::N,რძე,melk
469,Tee::N,ჩაი,thee
470,Leder::N,ტყავი,leer
471,Leder::N,ტყავი,leder
472,Wolle::N,მატყლი,wol
473,Stoff::N,ქსოვილი,stof
474,Nadel::N,ნემსი,naald
475,Faden::N,ძაფი,draad
476,Faden::N,მკედი,draad
477,Knopf::N,ღილი,knoop
478,Knoten::N,ნასკვი,knoop
479,Farbe::N,საღებავი,verf
480,Kleidung::N,ტანსაცმელი,kledij
481,Kleidung::N,ტანსაცმელი,kleding
482,Hemd::N,ხალათი,hemd
483,Hemd::N,პერანგი,hemd
484,Kragen::N,საყელო,kraag
485,Ärmel::N,სახელო,mouw
486,Hose::N,შარვალი,broek
487,Hose::N,შარვალი,pantalon
488,Gürtel::N,ქამარი,riem
489,Gürtel::N,ქამარი,gordel
490,Mütze::N,ქუდი,muts
491,Schuh::N,ფეხსაცმელი,schoen
492,Stiefel::N,ჩექმა,laars
493,Ring::N,ბეჭედი,ring
494,Band::N,ბაფთი,lint
495,Kamm::N,სავარცხელი,kam
496,Spiegel::N,სარკე,spiegel
497,Riemen::N,ღვედი,riem
498,Schnur::N,ლარი,koord
499,Leine::N,ჯაჭვი,lijn
500,Decke::N,საბანი,deken
501,Kissen::N,ბალიში,kussen
502,Tuch::N,მაუდი,doek
503,Tuch::N,თავშალი,doek
504,Handtuch::N,ხელსახოცი,handdoek
505,Kraft::N,ძალა,kracht
506,Stärke::N,ღონე,sterkte
507,Gesundheit::N,ჯანმრთელობა,gezondheid
508,Krankheit::N,სენი,ziekte
509,Krankheit::N,ავადმყოფობა,ziekte
510,Schmerz::N,ტკივილი,pijn
511,Wunde::N,იარი,wond
512,Wunde::N,ჭრილობა,wond
513,Fieber::N,ციება,koorts
514,Arznei::N,წამალი,medicament
515,Arznei::N,წამალი,geneesmiddel
516,Brücke::N,ხიდი,brug
517,Brunnen::N,ჭა,put
518,Brunnen::N,ჭა,bron
519,Weide::N,საძოვარი,wei
520,Weide::N,საძოვარი,weide
521,Pfad::N,ბილიკი,pad
522,Weg::N,გზა,weg
523,Straße::N,შარაგზა,baan
524,Straße::N,შარაგზა,straat
525,Dorf::N,დაბა,dorp
526,Dorf::N,სოფელი,dorp
527,Stadt::N,ქალაქი,stad
528,Brief::N,წერილი,brief
529,Buch::N,წიგნი,boek
530,Buchstabe::N,ასო,letter
531,Zeitung::N,გაზეთი,krant
532,Zeitung::N,გაზეთი,dagblad
533,Leben::N,სიცოცხლე,leven
534,Tod::N,სიკვდილი,dood
535,Grab::N,სამარე,graf
536,Grab::N,საფლავი,graf
537,Kirche::N,ეკლესია,kerk
538,Sünde::N,ცოდვა,zonde
539,Gott::N,ღმერთი,god
540,Arbeiter::N,მუშა,arbeider
541,Chef::N,გამგე,chef
542,Meister::N,ოსტატი,meester
543,Arzt::N,ექიმი,arts
544,Arzt::N,ექიმი,dokter
545,Arzt::N,მკურნალი,arts
546,Arzt::N,მკურნალი,dokter
547,Lehrer::N,მასწავლებელი,leraar
548,Lehrer::N,მასწავლებელი,onderwijzer
549,Geld::N,ფული,geld
550,Geschäft::N,საქმე,zaak
551,Geschäft::N,ბიზნესი,zaak
552,Laden::N,დუქანი,winkel
553,Laden::N,მაღაზია,winkel
554,Preis::N,ფასი,prijs
555,Ware::N,საქონელი,waar
556,Nutzen::N,ხეირი,nut
557,Nutzen::N,ხეირი,voordeel
558,Reichtum::N,სიმდიდრე,rijkdom
559,Welt::N,მსოფლიო,wereld
560,Land::N,მხარე,land
561,Land::N,ქვეყანა,land
562,Staat::N,სახელმწიფო,staat
563,König::N,მეფე,koning
564,Macht::N,ძლიერება,macht
565,Grenze::N,ზღვარი,grens
566,Krieg::N,ომი,oorlog
567,Feind::N,მტერი,vijand
568,Gewalt::N,სისასტიკე,geweld
569,Kampf::N,ბრძოლა,strijd
570,Kampf::N,ბრძოლა,gevecht
571,Bogen[Waffe]::N,მშვილდი,boog
572,Pfeil::N,ისარი,pijl
573,Pfeil::N,მახვილი,pijl
574,Gewehr::N,თოფი,geweer
575,Gewehr::N,შაშხანა,geweer
576,Fehler::N,შეცდომა,fout
577,Lüge::N,სიცრუე,leugen
578,Schaden::N,ვნება,schade
579,Unglück::N,ხიფათი,tegenspoed
580,Unglück::N,უბედურება,tegenspoed
581,Schuld::N,ბრალი,schuld
582,Alter::N,ასაკი,leeftijd
583,Schluss::N,ბოლო,slot
584,Schluss::N,დასასრული,slot
585,Zeit::N,დრო,tijd
586,Tag::N,დღე,dag
587,Morgen::N,დილა,morgen
588,Morgen::N,დილა,ochtend
589,Mittag::N,შუადღე,middag
590,Abend::N,საღამო,avond
591,Nacht::N,ღამე,nacht
592,Woche::N,კვირა,week
593,Monat::N,თვე,maand
594,Jahr::N,წელი,jaar
595,Frühling::N,გაზაფხული,lente
596,Frühling::N,გაზაფხული,voorjaar
597,Sommer::N,ზაფხული,zomer
598,Herbst::N,შემოდგომა,herfst
599,Winter::N,ზამთარი,winter
600,Januar::N,იანვარი,januari
601,Februar::N,თებერვალი,februari
602,März::N,მარტი,maart
603,April::N,აპრილი,april
604,Mai::N,მაისი,mei
605,Juni::N,ივნისი,juni
606,Juli::N,ივლისი,juli
607,August::N,აგვისტო,augustus
608,September::N,სექტემბერი,september
609,Oktober::N,ოქტომბერი,oktober
610,November::N,ნოემბერი,november
611,Dezember::N,დეკემბერი,december
612,Montag::N,ორშაბათი,maandag
613,Dienstag::N,სამშაბათი,dinsdag
614,Mittwoch::N,ოთხშაბათი,woensdag
615,Donnerstag::N,ხუთშაბათი,donderdag
616,Freitag::N,პარასკევი,vrijdag
617,Samstag::N,შაბათი,zaterdag
618,Sonntag::N,კვირა,zondag
619,groß::A,დიდი,groot
620,klein::A,მცირე,klein
621,klein::A,პატარა,klein
622,lang::A,გრძელი,lang
623,kurz::A,მოკლე,kort
624,breit::A,ფართო,breed
625,breit::A,განიერი,breed
626,schmal::A,ვიწრო,smal
627,schmal::A,წვრილი,smal
628,dicht::A,მჭიდრო,dicht
629,dick[Gegenstand]::A,სქელი,dik
630,dünn::A,წვრილი,dun
631,fein::A,თხელი,fijn
632,fest::A,მყარი,vast
633,flach::A,ბრტყელი,plat
634,glatt::A,გლუ,glad
635,hart::A,მაგარი,hard
636,weich::A,რბილი,week
637,rund::A,მრგვალი,rond
638,spitz::A,წვეტიანი,spits
639,spitz::A,წვეტიანი,puntig
640,scharf::A,მჭრელი,scherp
641,stumpf::A,ბლაგვი,stomp
642,schwer::A,მძიმე,zwaar
643,schön::A,ლამაზი,mooi
644,schön::A,ლამაზი,fraai
645,heiß::A,ცხელი,heet
646,warm::A,თბილი,warm
647,kalt::A,ცივი,koud
648,kühl::A,გრილი,koel
649,frisch::A,სუფთა,fris
650,feucht::A,ნოტიო,vochtig
651,nass::A,სველი,nat
652,trocken::A,მშრალი,droog
653,voll::A,სავსე,vol
654,leer::A,ცარიელი,leeg
655,offen::A,ღია,open
656,offen::A,გაშლილი,open
657,geschlossen::A,დახურული,gesloten
658,sauber::A,სუფთა,net
659,sauber::A,სუფთა,schoon
660,sauber::A,წმინდა,net
661,sauber::A,წმინდა,schoon
662,schmutzig::A,ტალახიანი,vuil
663,roh::A,უმი,rauw
664,reif::A,მწიფე,rijp
665,lecker::A,გემრიელი,lekker
666,süß::A,ტკბილი,zoet
667,bitter::A,მწარე,bitter
668,sauer::A,მჟავე,zuur
669,hell::A,ნათელი,licht
670,hell::A,ნათელი,helder
671,dunkel::A,ბნელი,donker
672,schwarz::A,შავი,zwart
673,weiß::A,თეთრი,wit
674,rot::A,წითელი,rood
675,gelb::A,ყვითელი,geel
676,blau::A,ლურჯი,blauw
677,blau::A,ცისფერი,blauw
678,grün::A,მწვანე,groen
679,grau::A,რუხი,grijs
680,grau::A,ნაცრისფერი,grijs
681,bunt::A,ჭრელი,bont
682,bunt::A,ფერადი,bont
683,billig::A,იაფი,goedkoop
684,teuer::A,ძვირი,duur
685,wertvoll::A,ღირსიანი,kostbaar
686,wertvoll::A,ღირსიანი,waardevol
687,blind::A,ბრმა,blind
688,taub::A,ყრუ,doof
689,kräftig::A,ძალავანი,krachtig
690,stark::A,ძლიერი,sterk
691,stark::A,ღონიერი,sterk
692,schwach::A,სუსტი,zwak
693,fett::A,სქელი,vet
694,schlank::A,გამხდარი,slank
695,hübsch::A,ეშხიანი,leuk
696,hübsch::A,მშვენიერი,leuk
697,böse::A,ავი,kwaad
698,böse::A,ბოროტი,kwaad
699,dumm::A,ბოთე,dom
700,dumm::A,სულელი,dom
701,faul::A,ზანტი,lui
702,faul::A,ზარმაცი,lui
703,fleißig::A,ბეჯითი,vlijtig
704,fleißig::A,მუყაითი,vlijtig
705,geizig::A,ძუნწი,gierig
706,klug::A,ჭკვიანი,slim
707,klug::A,ჭკვიანი,schrander
708,klug::A,ჭკვიანი,verstandig
709,geschickt::A,მარჯვე,handig
710,geschickt::A,მარჯვე,vaardig
711,geschickt::A,გაწაფული,handig
712,geschickt::A,გაწაფული,vaardig
713,lieb::A,სატრფიალო,lief
714,lustig::A,მხიარული,vrolijk
715,sanft::A,ალერსიანი,zacht
716,sanft::A,გრძნობიერი,zacht
717,hungrig::A,მშიერი,hongerig
718,krank::A,სნეული,ziek
719,krank::A,ავადმყოფი,ziek
720,nackt::A,ტიტველი,naakt
721,traurig::A,მწუხარე,treurig
722,traurig::A,მწუხარე,bedroefd
723,traurig::A,სევდიანი,treurig
724,traurig::A,სევდიანი,bedroefd
725,lebendig::A,ცოცხალი,levend
726,gut::A,კარგი,goed
727,schlecht::A,უხეირო,slecht
728,richtig::A,ნამდვილი,juist
729,schlimm::A,ცუდი,erg
730,schlimm::A,ცუდი,kwaad
731,wahr::A,სწორი,waar
732,wahr::A,ჭეშმარიტი,waar
733,alt::A,ძველი,oud
734,neu::A,ახალი,nieuw
735,ehemalig::A,ყოფილი,voormalig
736,alt[Lebewesen]::A,ბებერი,oud
737,jung::A,ნორჩი,jong
738,jung::A,ახალგაზრდა,jong
739,arm::A,ღარიბი,arm
740,reich::A,მდიდარი,rijk
741,bekannt::A,ცნობილი,bekend
742,berühmt::A,გამოჩენილი,beroemd
743,fremd::A,უცხო,vreemd
744,fremd::A,გარეშე,vreemd
745,verschieden::A,სხვაგვარი,verscheiden
746,verschieden::A,სხვაგვარი,verschillend
747,nah::A,ახლო,nabij
748,nah::A,ახლო,nabijgelegen
749,fern::A,შორი,ver
750,fern::A,შორეული,ver
751,linker::A,მარცხენა,linker
