,Concept_ID,pt,lv
187,Wetter::N,tempo,поводдя
188,Wetter::N,tempo,laiks
189,Nebel::N,nevoeiro,ру
190,Nebel::N,nevoeiro,онь
191,Nebel::N,nevoeiro,migla
192,Wolke::N,nuvem,кымӧр
193,Wolke::N,nuvem,mākonis
194,Regen::N,chuva,зэр
195,Regen::N,chuva,lietus
196,Schnee::N,neve,лым
197,Schnee::N,neve,sniegs
198,Eis::N,gelo,йи
199,Eis::N,gelo,ledus
200,Frost::N,gelo,кӧдзыд
201,Frost::N,gelo,sals
202,Frost::N,geada,кӧдзыд
203,Frost::N,geada,sals
204,Kälte::N,frio,кӧдзыд
205,Kälte::N,frio,saltums
206,Kälte::N,frio,aukstums
207,Hitze::N,ardor,пӧсь
208,Hitze::N,ardor,гожӧд
209,Hitze::N,ardor,karstums
210,Raureif::N,geada,пуж
211,Raureif::N,geada,гыӧр
212,Raureif::N,geada,sarma
213,Regenbogen::N,arco-iris,ӧшкамӧшка
214,Regenbogen::N,arco-iris,varavīksne
215,Donner::N,trovão,гым
216,Donner::N,trovão,pērkons
217,Strömung::N,corrente,ва ныр
218,Strömung::N,corrente,визувтӧм
219,Strömung::N,corrente,straume
220,Strömung::N,corrente,strāvojums
221,Tropfen::N,gota,войт
222,Tropfen::N,gota,lāse
223,Schaum::N,espuma,быг
224,Schaum::N,espuma,быгзьӧм
225,Schaum::N,espuma,putas
226,Schmutz::N,sujidade,няйт
227,Schmutz::N,sujidade,dubļi
228,Schmutz::N,imundície,няйт
229,Schmutz::N,imundície,dubļi
230,See::N,lago,ты
231,See::N,lago,ezers
232,Sumpf::N,charco,гыбад
233,Sumpf::N,charco,кад
234,Sumpf::N,charco,dumbrājs
235,Sumpf::N,charco,staignājs
236,Sumpf::N,pântano,гыбад
237,Sumpf::N,pântano,кад
238,Sumpf::N,pântano,dumbrājs
239,Sumpf::N,pântano,staignājs
240,Moor::N,pântano,нюр
241,Moor::N,pântano,purvs
242,Moor::N,pântano,muklājs
243,Wiese::N,prado,видз
244,Wiese::N,prado,pļava
245,Wald::N,bosque,вӧр
246,Wald::N,bosque,mežs
247,Wald::N,floresta,вӧр
248,Wald::N,floresta,mežs
249,Hügel::N,colina,дзиб
250,Hügel::N,colina,мыльк
251,Hügel::N,colina,нӧрыс
252,Hügel::N,colina,paugurs
253,Anhöhe::N,alto,мыльк
254,Anhöhe::N,alto,нӧрыс
255,Anhöhe::N,alto,paugurs
256,Anhöhe::N,outeiro,мыльк
257,Anhöhe::N,outeiro,нӧрыс
258,Anhöhe::N,outeiro,paugurs
259,Berg::N,monte,чой
260,Berg::N,monte,керӧс
261,Berg::N,monte,kalns
262,Berg::N,montanha,чой
263,Berg::N,montanha,керӧс
264,Berg::N,montanha,kalns
265,Gipfel::N,pico,чук
266,Gipfel::N,pico,virsotne
267,Höhle::N,caverna,рудӧг
268,Höhle::N,caverna,ala
269,Abhang::N,encosta,ньывк
270,Abhang::N,encosta,бокша
271,Abhang::N,encosta,nogāze
272,Quelle::N,fonte,ӧшмӧс
273,Quelle::N,fonte,avots
274,Bach::N,regato,шор
275,Bach::N,regato,urga
276,Bach::N,regato,strauts
277,Bach::N,ribeiro,шор
278,Bach::N,ribeiro,urga
279,Bach::N,ribeiro,strauts
280,Fluss::N,rio,ю
281,Fluss::N,rio,upe
282,Ufer::N,beira,вадор
283,Ufer::N,beira,krasts
284,Küste::N,costa,вадор
285,Küste::N,costa,piekraste
286,Festland::N,terra firme,му
287,Festland::N,terra firme,sauszeme
288,Meer::N,mar,саридз
289,Meer::N,mar,jūra
290,Bucht::N,baía,куръя
291,Bucht::N,baía,līcis
292,Insel::N,ilha,ді
293,Insel::N,ilha,sala
294,Blume::N,flor,дзоридз
295,Blume::N,flor,puķe
296,Blume::N,flor,zieds
297,Gras::N,erva,турун
298,Gras::N,erva,zāle
299,Wurzel::N,raiz,вуж
300,Wurzel::N,raiz,sakne
301,Baum::N,árvore,пу
302,Baum::N,árvore,koks
303,Stamm::N,tronco,пучер
304,Stamm::N,tronco,stumbrs
305,Rinde::N,casca,кырсь
306,Rinde::N,casca,miza
307,Ast::N,ramo,ув
308,Ast::N,ramo,zars
309,Zweig::N,galho,вож
310,Zweig::N,galho,nozare
311,Blatt::N,folha,кор
312,Blatt::N,folha,lapa
313,Birke::N,bétula,кыдз
314,Birke::N,bétula,bērzs
315,Kiefer[Baum]::N,pinheiro,пожӧм
316,Kiefer[Baum]::N,pinheiro,priede
317,Weide[Baum]::N,salgueiro,бадь
318,Weide[Baum]::N,salgueiro,kārkls
319,Tanne::N,abeto,коз
320,Tanne::N,abeto,egle
321,Horn::N,corno,сюр
322,Horn::N,corno,rags
323,Horn::N,chifre,сюр
324,Horn::N,chifre,rags
325,Feder::N,pena,гӧн
326,Feder::N,pena,тывборд
327,Feder::N,pena,spalva
328,Fell::N,pele,ку
329,Fell::N,pele,āda
330,Flügel::N,asa,борд
331,Flügel::N,asa,spārns
332,Klaue::N,pata,гыж
333,Klaue::N,pata,nags
334,Kralle::N,unha,гыж
335,Kralle::N,unha,nags
336,Kralle::N,garra,гыж
337,Kralle::N,garra,nags
338,Schwanz::N,rabo,бӧж
339,Schwanz::N,rabo,ļipa
340,Schwanz::N,cauda,бӧж
341,Schwanz::N,cauda,ļipa
342,Ei::N,ovo,кольк
343,Ei::N,ovo,ola
344,Nest::N,ninho,поз
345,Nest::N,ninho,ligzda
346,Bau::N,toca,горс
347,Bau::N,toca,пырмӧс
348,Bau::N,toca,гу
349,Bau::N,toca,ala
350,Bau::N,covil,горс
351,Bau::N,covil,пырмӧс
352,Bau::N,covil,гу
353,Bau::N,covil,ala
354,Tier::N,animal,пемӧс
355,Tier::N,animal,dzīvnieks
356,Herde::N,rebanho,стада
357,Herde::N,rebanho,кельӧб
358,Herde::N,rebanho,ganāmpulks
359,Kuh::N,vaca,мӧс
360,Kuh::N,vaca,govs
361,Bulle::N,touro,ӧш
362,Bulle::N,touro,bullis
363,Pferd::N,cavalo,вӧв
364,Pferd::N,cavalo,zirgs
365,Schaf::N,ovelha,ыж
366,Schaf::N,ovelha,aita
367,Schwein::N,porco,порсь
368,Schwein::N,porco,cūka
369,Hund::N,cão,пон
370,Hund::N,cão,suns
371,Katze::N,gata,кань
372,Katze::N,gata,kaķis
373,Bär::N,urso,ош
374,Bär::N,urso,lācis
375,Eichhörnchen::N,esquilo,ур
376,Eichhörnchen::N,esquilo,vāvere
377,Elch::N,alce,йӧра
378,Elch::N,alce,alnis
379,Fuchs::N,raposa,руч
380,Fuchs::N,raposa,lapsa
381,Hase::N,lebre,кӧч
382,Hase::N,lebre,zaķis
383,Maus::N,rato,шыр
384,Maus::N,rato,pele
385,Wolf::N,lobo,кӧин
386,Wolf::N,lobo,vilks
387,Vogel::N,ave,кай
388,Vogel::N,ave,лэбач
389,Vogel::N,ave,putns
390,Vogel::N,pássaro,кай
391,Vogel::N,pássaro,лэбач
392,Vogel::N,pássaro,putns
393,Schwarm::N,bando,чукӧр
394,Schwarm::N,bando,spiets
395,Schwarm::N,enxame,чукӧр
396,Schwarm::N,enxame,spiets
397,Huhn::N,galinha,курӧг
398,Huhn::N,galinha,vista
399,Hahn::N,galo,петук
400,Hahn::N,galo,gailis
401,Gans::N,ganso,дзодзӧг
402,Gans::N,ganso,zoss
403,Adler::N,águia,кутш
404,Adler::N,águia,ērglis
405,Ente::N,pata,утка
406,Ente::N,pata,pīle
407,Eule::N,mocho,сюзь
408,Eule::N,mocho,pūce
409,Eule::N,coruja,сюзь
410,Eule::N,coruja,pūce
411,Kranich::N,grou,тури
412,Kranich::N,grou,dzērve
413,Krähe::N,gralha,рака
414,Krähe::N,gralha,vārna
415,Kuckuck::N,cuco,кӧк
416,Kuckuck::N,cuco,dzeguze
417,Schwan::N,cisne,юсь
418,Schwan::N,cisne,gulbis
419,Fisch::N,peixe,чери
420,Fisch::N,peixe,zivs
421,Barsch::N,perca,ёкыш
422,Barsch::N,perca,asaris
423,Hecht::N,lúcio,сир
424,Hecht::N,lúcio,līdaka
425,Schlange[Tier]::N,serpente,кый
426,Schlange[Tier]::N,serpente,čūska
427,Wurm::N,verme,номыр
428,Wurm::N,verme,tārps
429,Spinne::N,aranha,черань
430,Spinne::N,aranha,zirneklis
431,Ameise::N,formiga,кодзувкот
432,Ameise::N,formiga,skudra
433,Laus::N,piolho,той
434,Laus::N,piolho,uts
435,Mücke::N,mosquito,ном
436,Mücke::N,mosquito,ods
437,Fliege::N,mosca,гут
438,Fliege::N,mosca,muša
439,Schmetterling::N,borboleta,бобув
440,Schmetterling::N,borboleta,tauriņš
441,Beere::N,bago,тусь
442,Beere::N,bago,вотӧс
443,Beere::N,bago,oga
444,Apfel::N,maçã,яблӧг
445,Apfel::N,maçã,ābols
446,Pilz::N,fungo,тшак
447,Pilz::N,fungo,sēne
448,Pilz::N,cogumelo,тшак
449,Pilz::N,cogumelo,sēne
450,Zwiebel::N,cebola,луккок
451,Zwiebel::N,cebola,йӧнгыль
452,Zwiebel::N,cebola,sīpols
453,Saat::N,sementeira,тусь
454,Saat::N,sementeira,кӧйдыс
455,Saat::N,sementeira,sēkla
456,Korn::N,grão,тусь
457,Korn::N,grão,grauds
458,Heu::N,feno,турун
459,Heu::N,feno,siens
460,Schale::N,casca,кор
461,Schale::N,casca,čaula
462,Schale::N,casca,čaumala
463,Grube::N,cova,гу
464,Grube::N,cova,bedre
465,Grube::N,fossa,гу
466,Grube::N,fossa,bedre
467,Falle::N,armadilha,лэч
468,Falle::N,armadilha,slazds
469,Falle::N,armadilha,lamatas
470,Schlinge::N,laço,лэч
471,Schlinge::N,laço,cilpa
472,Spur::N,pista,туй
473,Spur::N,pista,pēda
474,Spur::N,vestígio,туй
475,Spur::N,vestígio,pēda
476,Asche::N,cinza,пӧм
477,Asche::N,cinza,pelni
478,Dreck::N,sujidade,няйт
479,Dreck::N,sujidade,dubļi
480,Eisen::N,ferro,кӧрт
481,Eisen::N,ferro,dzelzs
482,Gold::N,ouro,зарни
483,Gold::N,ouro,zelts
484,Silber::N,prata,эзысь
485,Silber::N,prata,sudrabs
486,Kohle::N,carvão,шом
487,Kohle::N,carvão,ogle
488,Glas::N,vidro,стеклӧ
489,Glas::N,vidro,stikls
490,Lehm::N,barro,сёй
491,Lehm::N,barro,māls
492,Lehm::N,argila,сёй
493,Lehm::N,argila,māls
494,Sand::N,areia,лыа
495,Sand::N,areia,smiltis
496,Mensch::N,homem,морт
497,Mensch::N,homem,cilvēks
498,Mensch::N,pessoa,морт
499,Mensch::N,pessoa,cilvēks
500,Mann::N,homem,аймӧрт
501,Mann::N,homem,мужичӧй
502,Mann::N,homem,vīrietis
503,Frau::N,mulher,ань
504,Frau::N,mulher,нывбаба
505,Frau::N,mulher,sieviete
506,Kind::N,filho,кага
507,Kind::N,filho,bērns
508,Kind::N,criança,кага
509,Kind::N,criança,bērns
510,Junge::N,rapaz,пи
511,Junge::N,rapaz,zēns
512,Junge::N,rapaz,puika
513,Junge::N,rapaz,puisis
514,Junge::N,menino,пи
515,Junge::N,menino,zēns
516,Junge::N,menino,puika
517,Junge::N,menino,puisis
518,Mädchen::N,menina,ныв
519,Mädchen::N,menina,meiča
520,Mädchen::N,menina,skuķis
521,Mädchen::N,menina,meitene
522,Mädchen::N,rapariga,ныв
523,Mädchen::N,rapariga,meiča
524,Mädchen::N,rapariga,skuķis
525,Mädchen::N,rapariga,meitene
526,Familie::N,família,семья
527,Familie::N,família,ģimene
528,Großvater::N,avô,пӧль
529,Großvater::N,avô,vecaistēvs
530,Großmutter::N,avó,баб
531,Großmutter::N,avó,vecāmāte
532,Eltern::N,pais,ай-мам
533,Eltern::N,pais,бать-мам
534,Eltern::N,pais,vecāki
535,Vater::N,pai,бать
536,Vater::N,pai,ай
537,Vater::N,pai,tēvs
538,Mutter::N,mãe,мам
539,Mutter::N,mãe,māte
540,Sohn::N,filho,пи
541,Sohn::N,filho,dēls
542,Tochter::N,filha,ныв
543,Tochter::N,filha,meita
544,Bruder::N,irmão,вок
545,Bruder::N,irmão,brālis
546,Schwester::N,irmã,чой
547,Schwester::N,irmã,māsa
548,Onkel::N,tio,дядь
549,Onkel::N,tio,tēvocis
550,Tante::N,tia,тьӧт
551,Tante::N,tia,tante
552,Ehemann::N,esposo,верӧс
553,Ehemann::N,esposo,vīrs
554,Ehefrau::N,esposa,гӧтыр
555,Ehefrau::N,esposa,sieva
556,Freude::N,prazer,радлун
557,Freude::N,prazer,prieks
558,Freude::N,alegria,радлун
559,Freude::N,alegria,prieks
560,Gelächter::N,risada,серам
561,Gelächter::N,risada,smiekli
562,Gelächter::N,gargalhada,серам
563,Gelächter::N,gargalhada,smiekli
564,Glück::N,felicidade,шуд
565,Glück::N,felicidade,laime
566,Kummer::N,aflição,шог
567,Kummer::N,aflição,bēdas
568,Kummer::N,aflição,raizes
569,Kummer::N,desgosto,шог
570,Kummer::N,desgosto,bēdas
571,Kummer::N,desgosto,raizes
572,Wunsch::N,desejo,кӧсйӧм
573,Wunsch::N,desejo,vēlme
574,Wunsch::N,desejo,vēlējums
575,Lust::N,vontade,кыскӧм
576,Lust::N,vontade,радейтӧм
577,Lust::N,vontade,kāre
578,Geist::N,mente,лов
579,Geist::N,mente,gars
580,Geist::N,espírito,лов
581,Geist::N,espírito,gars
582,Gedanke::N,ideia,мӧвп
583,Gedanke::N,ideia,doma
584,Gedanke::N,pensamento,мӧвп
585,Gedanke::N,pensamento,doma
586,Gedächtnis::N,memória,паметь
587,Gedächtnis::N,memória,atmiņa
588,Verstand::N,razão,вежӧр
589,Verstand::N,razão,prāts
590,Verstand::N,inteligência,вежӧр
591,Verstand::N,inteligência,prāts
592,Sinn::N,sentido,мог
593,Sinn::N,sentido,вежӧртас
594,Sinn::N,sentido,nozīme
595,Sinn::N,significado,мог
596,Sinn::N,significado,вежӧртас
597,Sinn::N,significado,nozīme
598,Grund::N,causa,помка
599,Grund::N,causa,pamats
600,Grund::N,causa,iemesls
601,Grund::N,motivo,помка
602,Grund::N,motivo,pamats
603,Grund::N,motivo,iemesls
604,Wahrheit::N,verdade,збыль
605,Wahrheit::N,verdade,збыльтор
606,Wahrheit::N,verdade,taisnība
607,Wahrheit::N,verdade,patiesība
608,Gespräch::N,conversa,сёрни
609,Gespräch::N,conversa,saruna
610,Gespräch::N,conversação,сёрни
611,Gespräch::N,conversação,saruna
612,Märchen::N,conto,мойд
613,Märchen::N,conto,pasaka
614,Erzählung::N,conto,висьт
615,Erzählung::N,conto,stāsts
616,Erzählung::N,conto,nostāsts
617,Erzählung::N,narrativa,висьт
618,Erzählung::N,narrativa,stāsts
619,Erzählung::N,narrativa,nostāsts
620,Nachricht::N,mensagem,юӧртӧм
621,Nachricht::N,mensagem,ziņa
622,Neuigkeit::N,notícia,выльтор
623,Neuigkeit::N,notícia,jaunums
624,Neuigkeit::N,novidade,выльтор
625,Neuigkeit::N,novidade,jaunums
626,Name::N,nome,ним
627,Name::N,nome,vārds
628,Rätsel::N,adivinha,нӧдкыв
629,Rätsel::N,adivinha,mīkla
630,Rede::N,oração,сёрни
631,Rede::N,oração,runa
632,Rede::N,discurso,сёрни
633,Rede::N,discurso,runa
634,Sprache::N,língua,кыв
635,Sprache::N,língua,valoda
636,Stimme::N,voz,гӧлӧс
637,Stimme::N,voz,вом шы
638,Stimme::N,voz,balss
639,Wort::N,palavra,кыв
640,Wort::N,palavra,vārds
641,Zeichen::N,marca,пас
642,Zeichen::N,marca,zīme
643,Ruf::N,grito,чукӧстчӧм
644,Ruf::N,grito,корӧм
645,Ruf::N,grito,sauciens
646,Ruf::N,chamada,чукӧстчӧм
647,Ruf::N,chamada,корӧм
648,Ruf::N,chamada,sauciens
649,Lärm::N,ruído,шы
650,Lärm::N,ruído,зык
651,Lärm::N,ruído,зычитӧм
652,Lärm::N,ruído,troksnis
653,Lärm::N,barulho,шы
654,Lärm::N,barulho,зык
655,Lärm::N,barulho,зычитӧм
656,Lärm::N,barulho,troksnis
657,Laut::N,som,шы
658,Laut::N,som,skaņa
659,Ton::N,tom,шы
660,Ton::N,tom,tonis
661,Lied::N,canção,сьылан
662,Lied::N,canção,сьыланкыв
663,Lied::N,canção,dziesma
664,Ruhe::N,calma,чӧв
665,Ruhe::N,calma,miers
666,Ruhe::N,silêncio,чӧв
667,Ruhe::N,silêncio,miers
668,Leute::N,gente,йӧз
669,Leute::N,gente,войтыр
670,Leute::N,gente,ļaudis
671,Leute::N,gente,cilvēki
672,Leute::N,pessoas,йӧз
673,Leute::N,pessoas,войтыр
674,Leute::N,pessoas,ļaudis
675,Leute::N,pessoas,cilvēki
676,Volk::N,povo,йӧз
677,Volk::N,povo,войтыр
678,Volk::N,povo,tauta
679,Volk::N,nação,йӧз
680,Volk::N,nação,войтыр
681,Volk::N,nação,tauta
682,Arbeit::N,trabalho,удж
683,Arbeit::N,trabalho,darbs
684,Gast::N,hóspede,гӧсть
685,Gast::N,hóspede,viešņa
686,Gast::N,hóspede,ciemiņš
687,Gast::N,convidado,гӧсть
688,Gast::N,convidado,viešņa
689,Gast::N,convidado,ciemiņš
690,Geschenk::N,prenda,козин
691,Geschenk::N,prenda,dāvana
692,Geschenk::N,presente,козин
693,Geschenk::N,presente,dāvana
694,Spiel::N,jogo,ворсан
695,Spiel::N,jogo,rotaļa
696,Gesellschaft::N,companhia,котыр
697,Gesellschaft::N,companhia,biedrība
698,Gesellschaft::N,companhia,kompānija
699,Hilfe::N,ajuda,отсӧг
700,Hilfe::N,ajuda,palīdzība
701,Hilfe::N,socorro,отсӧг
702,Hilfe::N,socorro,palīdzība
703,Freund::N,amigo,ёрт
704,Freund::N,amigo,draugs
705,Kamerad::N,camarada,ёрт
706,Kamerad::N,camarada,biedrs
707,Angelegenheit::N,assunto,мог
708,Angelegenheit::N,assunto,делӧ
709,Angelegenheit::N,assunto,darīšana
710,Anzahl::N,número,лыд
711,Anzahl::N,número,тшӧт
712,Anzahl::N,número,skaits
713,Anzahl::N,número,daudzums
714,Anzahl::N,quantidade,лыд
715,Anzahl::N,quantidade,тшӧт
716,Anzahl::N,quantidade,skaits
717,Anzahl::N,quantidade,daudzums
718,Art::N,tipo,сикас
719,Art::N,tipo,suga
720,Art::N,tipo,šķira
721,Art::N,espécie,сикас
722,Art::N,espécie,suga
723,Art::N,espécie,šķira
724,Stück::N,pedaço,тор
725,Stück::N,pedaço,gabals
726,Teil::N,peça,юкӧн
727,Teil::N,peça,daļa
728,Teil::N,parte,юкӧн
729,Teil::N,parte,daļa
730,Hälfte::N,metade,пӧв
731,Hälfte::N,metade,джын
732,Hälfte::N,metade,puse
733,Kreis::N,círculo,кытш
734,Kreis::N,círculo,aplis
735,Kreis::N,círculo,riņķis
736,Kreuz::N,cruz,перна
737,Kreuz::N,cruz,крест
738,Kreuz::N,cruz,krusts
739,Linie::N,linha,визь
740,Linie::N,linha,līnija
741,Strich::N,traço,визь
742,Strich::N,traço,svītra
743,Abstand::N,distância,кост
744,Abstand::N,distância,коласт
745,Abstand::N,distância,atstarpe
746,Entfernung::N,distância,ылна
747,Entfernung::N,distância,attālums
748,Entfernung::N,distância,atstatums
749,Gegend::N,área,му-ва
750,Gegend::N,área,apvidus
751,Gegend::N,área,apgabals
752,Gegend::N,região,му-ва
753,Gegend::N,região,apvidus
754,Gegend::N,região,apgabals
755,Platz::N,lugar,ылдӧс
756,Platz::N,lugar,йир
757,Platz::N,lugar,гӧгӧртас
758,Platz::N,lugar,vieta
759,Ort::N,sítio,ин
760,Ort::N,sítio,места
761,Ort::N,sítio,vieta
762,Seite::N,lado,бок
763,Seite::N,lado,ӧтарладор
764,Seite::N,lado,sāns
765,Mitte::N,meio,шӧр
766,Mitte::N,meio,vidus
767,Gegenstand::N,objecto,кӧлуй
768,Gegenstand::N,objecto,priekšmets
769,Sache::N,coisa,добра
770,Sache::N,coisa,lieta
771,Rand::N,bordo,дор
772,Rand::N,bordo,mala
773,Rand::N,bordo,apmale
774,Rand::N,margem,дор
775,Rand::N,margem,mala
776,Rand::N,margem,apmale
777,Kante::N,borda,дор
778,Kante::N,borda,šķautne
779,Kante::N,aresta,дор
780,Kante::N,aresta,šķautne
781,Ecke::N,esquina,пельӧс
782,Ecke::N,esquina,kakts
783,Ecke::N,esquina,stūris
784,Spitze::N,ponta,йыв
785,Spitze::N,ponta,smaile
786,Spitze::N,ponta,galotne
787,Ende::N,cabo,пом
788,Ende::N,cabo,gals
789,Ende::N,cabo,uzgalis
790,Ende::N,extremo,пом
791,Ende::N,extremo,gals
792,Ende::N,extremo,uzgalis
793,Loch::N,furo,розь
794,Loch::N,furo,caurums
795,Loch::N,buraco,розь
796,Loch::N,buraco,caurums
797,Winkel::N,canto,пельӧс
798,Winkel::N,canto,leņķis
799,Winkel::N,ângulo,пельӧс
800,Winkel::N,ângulo,leņķis
801,Muster::N,padrão,сер
802,Muster::N,padrão,piemērs
803,Muster::N,desenho,сер
804,Muster::N,desenho,piemērs
805,Größe::N,tamanho,ыджда
806,Größe::N,tamanho,lielums
807,Länge::N,comprimento,кузьта
808,Länge::N,comprimento,garums
809,Höhe::N,altura,джуджда
810,Höhe::N,altura,augstums
811,Höhe::N,altitude,джуджда
812,Höhe::N,altitude,augstums
813,Gewicht::N,peso,сьӧкта
