,Concept_ID,nl,ka
86,Nebel::N,mist,ნისლი
87,Nebel::N,nevel,ნისლი
88,Wolke::N,wolk,ღრუბელი
89,Regen::N,regen,წვიმა
90,Schnee::N,sneeuw,თოვლი
91,Eis::N,ijs,თოში
92,Eis::N,ijs,ყინული
93,Frost::N,vorst,ყინვა
94,Kälte::N,kou,სიცივე
95,Kälte::N,koude,სიცივე
96,Hitze::N,hitte,სიცხე
97,Raureif::N,rijp,ჭირხლი
98,Raureif::N,rijp,თრთვილი
99,Regenbogen::N,regenboog,ცისარტყელა
100,Donner::N,donder,ქუხილი
101,Strömung::N,stroming,დინება
102,Tropfen::N,druppel,წვეთი
103,Schaum::N,schuim,ქაფი
104,Schaum::N,schuim,დორბლი
105,Schmutz::N,vuil,ჭუჭყი
106,Schmutz::N,vuil,ტალახი
107,See::N,meer,ტბა
108,Sumpf::N,moeras,ჭაობი
109,Moor::N,veen,ტორფნარი
110,Wiese::N,wei,ველი
111,Wiese::N,wei,მდელო
112,Wiese::N,weide,ველი
113,Wiese::N,weide,მდელო
114,Wald::N,bos,ტყე
115,Hügel::N,heuvel,ბორცვი
116,Anhöhe::N,hoogte,მაღლობი
117,Berg::N,berg,მთა
118,Gipfel::N,top,მწვერვალი
119,Höhle::N,hol,მღვიმე
120,Höhle::N,hol,გამოქვებული
121,Abhang::N,helling,ფერდობი
122,Quelle::N,bron,წყარო
123,Quelle::N,bron,სათავე
124,Bach::N,beek,რუ
125,Bach::N,beek,ნაკადული
126,Fluss::N,stroom,მდინარე
127,Ufer::N,wal,კიდე
128,Ufer::N,wal,ნაპირი
129,Ufer::N,oever,კიდე
130,Ufer::N,oever,ნაპირი
131,Küste::N,kust,ნაპირი
132,Festland::N,vasteland,ხმელეთი
133,Meer::N,zee,ზღვა
134,Bucht::N,baai,ყურე
135,Bucht::N,inham,ყურე
136,Insel::N,eiland,კუნძული
137,Blume::N,bloem,ყვავილი
138,Gras::N,gras,ბალახი
139,Wurzel::N,wortel,ძირი
140,Wurzel::N,wortel,ფესვი
141,Baum::N,boom,ხე
142,Stamm::N,stam,ტანი
143,Rinde::N,schors,ქერქი
144,Ast::N,tak,ტოტი
145,Zweig::N,twijg,შტო
146,Blatt::N,blad,ფოთოლი
147,Birke::N,berk,არყი
148,Kiefer[Baum]::N,den,ფიჭვი
149,Weide[Baum]::N,wilg,ტირიფი
150,Tanne::N,spar,ნაძვი
151,Horn::N,hoorn,რქა
152,Feder::N,veer,ფრთა
153,Feder::N,pluim,ფრთა
154,Fell::N,vel,ტყავი
155,Flügel::N,vleugel,ფრთა
156,Klaue::N,klauw,კლანჭი
157,Kralle::N,klauw,ტორი
158,Schwanz::N,staart,კუდი
159,Ei::N,ei,კვერცხი
160,Nest::N,nest,ბუდე
161,Bau::N,hol,სორო
162,Tier::N,dier,ნადირი
163,Tier::N,dier,ცხოველი
164,Herde::N,kudde,ფარა
165,Kuh::N,koe,ფური
166,Kuh::N,koe,ძროხა
167,Bulle::N,stier,ხარი
168,Pferd::N,paard,რაში
169,Pferd::N,paard,ცხენი
170,Schaf::N,schaap,ცხვარი
171,Schwein::N,varken,ღორი
172,Hund::N,hond,ძაღლი
173,Katze::N,kat,კატა
174,Bär::N,beer,დათვი
175,Eichhörnchen::N,eekhoorntje,ციყვი
176,Elch::N,eland,ცხენ-ირემი
177,Fuchs::N,vos,მელა
178,Hase::N,haas,კურდღელი
179,Maus::N,muis,თაგვი
180,Wolf::N,wolf,მგელი
181,Vogel::N,vogel,ჩიტი
182,Vogel::N,vogel,ფრინველი
183,Schwarm::N,zwerm,გუნდი
184,Huhn::N,kip,დედალი
185,Huhn::N,hoen,დედალი
186,Hahn::N,haan,მამალი
187,Gans::N,gans,ბატი
188,Adler::N,arend,არწივი
189,Ente::N,eend,იხვი
190,Eule::N,uil,ბუ
191,Kranich::N,kraanvogel,წერო
192,Krähe::N,kraai,ყვავი
193,Kuckuck::N,koekoek,გუგული
194,Schwan::N,zwaan,გედი
195,Fisch::N,vis,თევზი
196,Barsch::N,baars,ქორჭილა
197,Hecht::N,snoek,ქარიყლაპია
198,Schlange[Tier]::N,slang,გველი
199,Wurm::N,worm,ჭია
200,Spinne::N,spin,ობობა
201,Ameise::N,mier,ჭიანჭველა
202,Laus::N,luis,ტილი
203,Laus::N,luis,მკბენარი
204,Mücke::N,mug,კოღო
205,Fliege::N,vlieg,ბუზი
206,Schmetterling::N,vlinder,პეპელა
207,Beere::N,bes,კენკრა
208,Apfel::N,appel,ვაშლი
209,Pilz::N,paddestoel,სოკო
210,Zwiebel::N,ui,ხახვი
211,Saat::N,zaad,თესლი
212,Korn::N,graan,მარცვალი
213,Korn::N,korrel,მარცვალი
214,Heu::N,hooi,თივა
215,Schale::N,schil,ჩენჩო
216,Grube::N,kuil,ორმო
217,Falle::N,val,ხაფანგი
218,Schlinge::N,strop,მახე
219,Spur::N,spoor,კვალი
220,Asche::N,as,ფერფლი
221,Dreck::N,drek,ტალახი
222,Dreck::N,drek,სიბინძურე
223,Eisen::N,ijzer,რკინა
224,Gold::N,goud,ოქრო
225,Silber::N,zilver,ვერცხლი
226,Kohle::N,kool,ნახშირი
227,Glas::N,glas,მინა
228,Lehm::N,klei,თიხა
229,Sand::N,zand,ქვიშა
230,Mensch::N,mens,ადამიანი
231,Mann::N,man,კაცი
232,Frau::N,vrouw,ქალი
233,Kind::N,kind,ბავშვი
234,Junge::N,jongen,ვაჟი
235,Mädchen::N,meisje,გოგო
236,Familie::N,gezin,ოჯახი
237,Familie::N,familie,ოჯახი
238,Großvater::N,grootvader,პაპა
239,Großvater::N,grootvader,ბაბუა
240,Großmutter::N,grootmoeder,ბებია
241,Großmutter::N,grootmoeder,დიდედა
242,Eltern::N,ouders,მშობლები
243,Vater::N,vader,მამა
244,Mutter::N,moeder,დედა
245,Sohn::N,zoon,ვაჟიშვილი
246,Tochter::N,dochter,ქალიშვილი
247,Bruder::N,broer,ძმა
248,Bruder::N,broeder,ძმა
249,Schwester::N,zus,და
250,Schwester::N,zuster,და
251,Onkel::N,oom,ბიძა
252,Tante::N,tante,დეიდა
253,Tante::N,tante,მამიდა
254,Ehemann::N,echtgenoot,ქმარი
255,Ehefrau::N,echtgenote,ცოლი
256,Freude::N,vreugde,სიხარული
257,Gelächter::N,gelach,სიცილი
258,Glück::N,geluk,ბედნიერება
259,Kummer::N,verdriet,მწუხარება
260,Wunsch::N,wens,წადილი
261,Wunsch::N,wens,სურვილი
262,Wunsch::N,verlangen,წადილი
263,Wunsch::N,verlangen,სურვილი
264,Lust::N,zin,წადილი
265,Lust::N,lust,წადილი
266,Geist::N,geest,სული
267,Gedanke::N,gedachte,ფიქრი
268,Gedächtnis::N,geheugen,მეხსიერება
269,Verstand::N,verstand,ჭკუა
270,Verstand::N,verstand,გონება
271,Sinn::N,betekenis,მნიშვნელობა
272,Grund::N,reden,მიზეზი
273,Wahrheit::N,waarheid,სიმართლე
274,Wahrheit::N,waarheid,ჭეშმარიტება
275,Gespräch::N,gesprek,ბაასი
276,Gespräch::N,gesprek,საუბარი
277,Märchen::N,sprookje,არაკი
278,Märchen::N,sprookje,ზღაპარი
279,Erzählung::N,verhaal,თქმულება
280,Nachricht::N,tijding,ცნობა
281,Nachricht::N,tijding,ამბავი
282,Neuigkeit::N,nieuws,სიახლე
283,Neuigkeit::N,nieuwtje,სიახლე
284,Name::N,naam,სახელი
285,Rätsel::N,raadsel,გამოცანა
286,Rede::N,rede,სიტყვა
287,Sprache::N,taal,ენა
288,Stimme::N,stem,ხმა
289,Wort::N,woord,სიტყვა
290,Zeichen::N,teken,ნიშანი
291,Ruf::N,roep,ძახილი
292,Lärm::N,lawaai,ხმაური
293,Laut::N,klank,ხმა
294,Laut::N,klank,ბგერა
295,Laut::N,geluid,ხმა
296,Laut::N,geluid,ბგერა
297,Ton::N,toon,ტონი
298,Ton::N,klank,ტონი
299,Lied::N,lied,სიმღერა
300,Ruhe::N,rust,სიწყნარე
301,Ruhe::N,stilte,სიწყნარე
302,Leute::N,lui,ადამიანები
303,Leute::N,mensen,ადამიანები
304,Volk::N,volk,ერი
305,Volk::N,volk,ხალხი
306,Arbeit::N,werk,მუშაობა
307,Arbeit::N,arbeid,მუშაობა
308,Gast::N,gast,სტუმარი
309,Geschenk::N,cadeau,საჩუქარი
310,Geschenk::N,geschenk,საჩუქარი
311,Spiel::N,spel,თამაში
312,Gesellschaft::N,gezelschap,საზოგადოება
313,Hilfe::N,hulp,შველა
314,Hilfe::N,hulp,დახმარება
315,Freund::N,vriend,მეგობარი
316,Kamerad::N,maat,ამხანაგი
317,Kamerad::N,metgezel,ამხანაგი
318,Angelegenheit::N,zaak,საქმე
319,Angelegenheit::N,aangelegenheid,საქმე
320,Anzahl::N,tal,ოდენობა
321,Anzahl::N,aantal,ოდენობა
322,Art::N,slag,სახეობა
323,Art::N,soort,სახეობა
324,Stück::N,stuk,ნატეხი
325,Teil::N,deel,წილი
326,Hälfte::N,helft,ნახევარი
327,Kreis::N,kring,წრე
328,Kreis::N,cirkel,წრე
329,Kreuz::N,kruis,ჯვარი
330,Linie::N,lijn,ხაზი
331,Strich::N,haal,შტრიხი
332,Strich::N,streep,შტრიხი
333,Abstand::N,afstand,მანძილი
334,Entfernung::N,afstand,სიშორე
335,Gegend::N,streek,არე
336,Gegend::N,streek,მხარე
337,Platz::N,ruimte,ფართობი
338,Ort::N,oord,ადგილი
339,Ort::N,plaats,ადგილი
340,Seite::N,zij,მხარე
341,Seite::N,kant,მხარე
342,Seite::N,zijde,მხარე
343,Mitte::N,midden,შუა
344,Gegenstand::N,voorwerp,საგანი
345,Sache::N,zaak,ნივთი
346,Rand::N,rand,კიდე
347,Rand::N,boord,კიდე
348,Kante::N,kant,ნაწიბული
349,Ecke::N,hoek,კუთხე
350,Spitze::N,punt,წვეტი
351,Spitze::N,spits,წვეტი
352,Ende::N,einde,ბოლო
353,Ende::N,uiteinde,ბოლო
354,Loch::N,gat,ხვრელი
355,Winkel::N,hoek,კუთხე
356,Muster::N,dessin,მოხატულობა
357,Muster::N,patroon,მოხატულობა
358,Größe::N,grootte,ზომა
359,Größe::N,grootte,სიდიდე
360,Länge::N,lengte,სიგრძე
361,Höhe::N,hoogte,სიმაღლე
362,Gewicht::N,gewicht,წონა
363,Menge::N,hoeveelheid,რაოდენობა
364,Haufen::N,hoop,გროვა
365,Reihe::N,rij,რიგი
366,Reihe::N,rij,წყება
367,Reihe::N,reeks,რიგი
368,Reihe::N,reeks,წყება
369,Boot::N,boot,გემი
370,Ruder::N,roeiriem,ხოფი
371,Ruder::N,roeiriem,ნიჩაბი
372,Schlitten::N,slee,მარხილი
373,Schlitten::N,slede,მარხილი
374,Ski::N,ski,თხილამური
375,Lagerfeuer::N,kampvuur,კოცონი
376,Last::N,last,ტვირთი
377,Last::N,vracht,ტვირთი
378,Gang::N,wandeling,სვლა
379,Schritt::N,stap,ბიჯი
380,Schritt::N,schrede,ბიჯი
381,Norden::N,noorden,ჩრდილოეთი
382,Süden::N,zuiden,სამხრეთი
383,Westen::N,westen,დასავლეთი
384,Osten::N,oosten,აღმოსავლეთი
385,Holz::N,hout,ხე
386,Brett::N,plank,დაფა
387,Brett::N,plank,ფიცარი
388,Platte::N,plaat,თლილი ქვა
389,Stütze::N,stut,საყრდენი
390,Stütze::N,steun,საყრდენი
391,Stange::N,stang,ჭოკი
392,Stock::N,stok,კეტი
393,Stab::N,staf,ლატანი
394,Rohr::N,pijp,მილაკი
395,Haus::N,huis,სახლი
396,Heim::N,tehuis,ოჯახის კერა
397,Ofen::N,kachel,ღუმელი
398,Fußboden::N,vloer,იატაკი
399,Tisch::N,tafel,სუფრა
400,Tisch::N,tafel,მაგიდა
401,Stuhl::N,stoel,სკამი
402,Wiege::N,wieg,აკვანი
403,Bett::N,bed,საწოლი
404,Bett::N,bed,სარეცელი
405,Regal::N,rek,თაროები
406,Kiste::N,kist,ყუთი
407,Kiste::N,kist,სკივრი
408,Fenster::N,raam,ფანჯარა
409,Fenster::N,raam,სარკმელი
410,Fenster::N,venster,ფანჯარა
411,Fenster::N,venster,სარკმელი
412,Tür::N,deur,ბჭე
413,Tür::N,deur,კარი
414,Tor::N,poort,ჭიშკარი
415,Zaun::N,omheining,ღობე
416,Zaun::N,omheining,გალავანი
417,Dach::N,dak,სახურავი
418,Leiter::N,ladder,კიბე
419,Besen::N,bezem,ცოცხი
420,Spaten::N,schop,ნიჩაბი
421,Schaufel::N,schep,ბარი
422,Gabel::N,vork,ჩანგალი
423,Löffel::N,lepel,კოვზი
424,Messer::N,mes,დანა
425,Nagel::N,spijker,ლურსმანი
426,Netz::N,net,ბადე
427,Haken::N,haak,კავი
428,Haken::N,haak,კაუჭი
429,Griff::N,handvat,ტარი
430,Schloss::N,slot,კლიტე
431,Schloss::N,slot,საკეტი
432,Bild::N,beeld,სურათი
433,Figur::N,figuur,ფიგურა
434,Puppe::N,pop,თოჯინა
435,Beutel::N,zak,პარკი
436,Beutel::N,buidel,პარკი
437,Bündel::N,pak,გალა
438,Bündel::N,pak,ასხმა
439,Bündel::N,bundel,გალა
440,Bündel::N,bundel,ასხმა
441,Tasche::N,tas,ჩანთა
442,Eimer::N,emmer,ჩამჩა
443,Deckel::N,deksel,ხუფი
444,Deckel::N,deksel,სარქველი
445,Geschirr::N,vaatwerk,ჭურჭელი
446,Sack::N,zak,ტომარა
447,Tasse::N,kop,ფინჯანი
448,Topf::N,pan,ქოთანი
449,Kessel::N,ketel,ქვაბი
450,Essen::N,eten,ჭამა
451,Nahrung::N,voedsel,საზრდო
452,Nahrung::N,voedsel,საკვები
453,Speise::N,spijs,საჭმელი
454,Fleisch::N,vlees,ხორცი
455,Getreide::N,graan,მარცვლოვანი
456,Brei::N,pap,ფაფა
457,Brei::N,brij,ფაფა
458,Brot::N,brood,პური
459,Scheibe::N,plak,ნაჭერი
460,Scheibe::N,snede,ნაჭერი
461,Fett::N,vet,ქონი
462,Fett::N,vet,ცხიმი
463,Butter::N,boter,კარაქი
464,Öl::N,olie,ზეთი
465,Salz::N,zout,მარილი
466,Suppe::N,soep,სუფი
467,Honig::N,honing,თაფლი
468,Milch::N,melk,რძე
469,Tee::N,thee,ჩაი
470,Leder::N,leer,ტყავი
471,Leder::N,leder,ტყავი
472,Wolle::N,wol,მატყლი
473,Stoff::N,stof,ქსოვილი
474,Nadel::N,naald,ნემსი
475,Faden::N,draad,ძაფი
476,Faden::N,draad,მკედი
477,Knopf::N,knoop,ღილი
478,Knoten::N,knoop,ნასკვი
479,Farbe::N,verf,საღებავი
480,Kleidung::N,kledij,ტანსაცმელი
481,Kleidung::N,kleding,ტანსაცმელი
482,Hemd::N,hemd,ხალათი
483,Hemd::N,hemd,პერანგი
484,Kragen::N,kraag,საყელო
485,Ärmel::N,mouw,სახელო
486,Hose::N,broek,შარვალი
487,Hose::N,pantalon,შარვალი
488,Gürtel::N,riem,ქამარი
489,Gürtel::N,gordel,ქამარი
490,Mütze::N,muts,ქუდი
491,Schuh::N,schoen,ფეხსაცმელი
492,Stiefel::N,laars,ჩექმა
493,Ring::N,ring,ბეჭედი
494,Band::N,lint,ბაფთი
495,Kamm::N,kam,სავარცხელი
496,Spiegel::N,spiegel,სარკე
497,Riemen::N,riem,ღვედი
498,Schnur::N,koord,ლარი
499,Leine::N,lijn,ჯაჭვი
500,Decke::N,deken,საბანი
501,Kissen::N,kussen,ბალიში
502,Tuch::N,doek,მაუდი
503,Tuch::N,doek,თავშალი
504,Handtuch::N,handdoek,ხელსახოცი
505,Kraft::N,kracht,ძალა
506,Stärke::N,sterkte,ღონე
507,Gesundheit::N,gezondheid,ჯანმრთელობა
508,Krankheit::N,ziekte,სენი
509,Krankheit::N,ziekte,ავადმყოფობა
510,Schmerz::N,pijn,ტკივილი
511,Wunde::N,wond,იარი
512,Wunde::N,wond,ჭრილობა
513,Fieber::N,koorts,ციება
514,Arznei::N,medicament,წამალი
515,Arznei::N,geneesmiddel,წამალი
516,Brücke::N,brug,ხიდი
517,Brunnen::N,put,ჭა
518,Brunnen::N,bron,ჭა
519,Weide::N,wei,საძოვარი
520,Weide::N,weide,საძოვარი
521,Pfad::N,pad,ბილიკი
522,Weg::N,weg,გზა
523,Straße::N,baan,შარაგზა
524,Straße::N,straat,შარაგზა
525,Dorf::N,dorp,დაბა
526,Dorf::N,dorp,სოფელი
527,Stadt::N,stad,ქალაქი
528,Brief::N,brief,წერილი
529,Buch::N,boek,წიგნი
530,Buchstabe::N,letter,ასო
531,Zeitung::N,krant,გაზეთი
532,Zeitung::N,dagblad,გაზეთი
533,Leben::N,leven,სიცოცხლე
534,Tod::N,dood,სიკვდილი
535,Grab::N,graf,სამარე
536,Grab::N,graf,საფლავი
537,Kirche::N,kerk,ეკლესია
538,Sünde::N,zonde,ცოდვა
539,Gott::N,god,ღმერთი
540,Arbeiter::N,arbeider,მუშა
541,Chef::N,chef,გამგე
542,Meister::N,meester,ოსტატი
543,Arzt::N,arts,ექიმი
544,Arzt::N,arts,მკურნალი
545,Arzt::N,dokter,ექიმი
546,Arzt::N,dokter,მკურნალი
547,Lehrer::N,leraar,მასწავლებელი
548,Lehrer::N,onderwijzer,მასწავლებელი
549,Geld::N,geld,ფული
550,Geschäft::N,zaak,საქმე
551,Geschäft::N,zaak,ბიზნესი
552,Laden::N,winkel,დუქანი
553,Laden::N,winkel,მაღაზია
554,Preis::N,prijs,ფასი
555,Ware::N,waar,საქონელი
556,Nutzen::N,nut,ხეირი
557,Nutzen::N,voordeel,ხეირი
558,Reichtum::N,rijkdom,სიმდიდრე
559,Welt::N,wereld,მსოფლიო
560,Land::N,land,მხარე
561,Land::N,land,ქვეყანა
562,Staat::N,staat,სახელმწიფო
563,König::N,koning,მეფე
564,Macht::N,macht,ძლიერება
565,Grenze::N,grens,ზღვარი
566,Krieg::N,oorlog,ომი
567,Feind::N,vijand,მტერი
568,Gewalt::N,geweld,სისასტიკე
569,Kampf::N,strijd,ბრძოლა
570,Kampf::N,gevecht,ბრძოლა
571,Bogen[Waffe]::N,boog,მშვილდი
572,Pfeil::N,pijl,ისარი
573,Pfeil::N,pijl,მახვილი
574,Gewehr::N,geweer,თოფი
575,Gewehr::N,geweer,შაშხანა
576,Fehler::N,fout,შეცდომა
577,Lüge::N,leugen,სიცრუე
578,Schaden::N,schade,ვნება
579,Unglück::N,tegenspoed,ხიფათი
580,Unglück::N,tegenspoed,უბედურება
581,Schuld::N,schuld,ბრალი
582,Alter::N,leeftijd,ასაკი
583,Schluss::N,slot,ბოლო
584,Schluss::N,slot,დასასრული
585,Zeit::N,tijd,დრო
586,Tag::N,dag,დღე
587,Morgen::N,morgen,დილა
588,Morgen::N,ochtend,დილა
589,Mittag::N,middag,შუადღე
590,Abend::N,avond,საღამო
591,Nacht::N,nacht,ღამე
592,Woche::N,week,კვირა
593,Monat::N,maand,თვე
594,Jahr::N,jaar,წელი
595,Frühling::N,lente,გაზაფხული
596,Frühling::N,voorjaar,გაზაფხული
597,Sommer::N,zomer,ზაფხული
598,Herbst::N,herfst,შემოდგომა
599,Winter::N,winter,ზამთარი
600,Januar::N,januari,იანვარი
601,Februar::N,februari,თებერვალი
602,März::N,maart,მარტი
603,April::N,april,აპრილი
604,Mai::N,mei,მაისი
605,Juni::N,juni,ივნისი
606,Juli::N,juli,ივლისი
607,August::N,augustus,აგვისტო
608,September::N,september,სექტემბერი
609,Oktober::N,oktober,ოქტომბერი
610,November::N,november,ნოემბერი
611,Dezember::N,december,დეკემბერი
612,Montag::N,maandag,ორშაბათი
613,Dienstag::N,dinsdag,სამშაბათი
614,Mittwoch::N,woensdag,ოთხშაბათი
615,Donnerstag::N,donderdag,ხუთშაბათი
616,Freitag::N,vrijdag,პარასკევი
617,Samstag::N,zaterdag,შაბათი
618,Sonntag::N,zondag,კვირა
619,groß::A,groot,დიდი
620,klein::A,klein,მცირე
621,klein::A,klein,პატარა
622,lang::A,lang,გრძელი
623,kurz::A,kort,მოკლე
624,breit::A,breed,ფართო
625,breit::A,breed,განიერი
626,schmal::A,smal,ვიწრო
627,schmal::A,smal,წვრილი
628,dicht::A,dicht,მჭიდრო
629,dick[Gegenstand]::A,dik,სქელი
630,dünn::A,dun,წვრილი
631,fein::A,fijn,თხელი
632,fest::A,vast,მყარი
633,flach::A,plat,ბრტყელი
634,glatt::A,glad,გლუ
635,hart::A,hard,მაგარი
636,weich::A,week,რბილი
637,rund::A,rond,მრგვალი
638,spitz::A,spits,წვეტიანი
639,spitz::A,puntig,წვეტიანი
640,scharf::A,scherp,მჭრელი
641,stumpf::A,stomp,ბლაგვი
642,schwer::A,zwaar,მძიმე
643,schön::A,mooi,ლამაზი
644,schön::A,fraai,ლამაზი
645,heiß::A,heet,ცხელი
646,warm::A,warm,თბილი
647,kalt::A,koud,ცივი
648,kühl::A,koel,გრილი
649,frisch::A,fris,სუფთა
650,feucht::A,vochtig,ნოტიო
651,nass::A,nat,სველი
652,trocken::A,droog,მშრალი
653,voll::A,vol,სავსე
654,leer::A,leeg,ცარიელი
655,offen::A,open,ღია
656,offen::A,open,გაშლილი
657,geschlossen::A,gesloten,დახურული
658,sauber::A,net,სუფთა
659,sauber::A,net,წმინდა
660,sauber::A,schoon,სუფთა
661,sauber::A,schoon,წმინდა
662,schmutzig::A,vuil,ტალახიანი
663,roh::A,rauw,უმი
664,reif::A,rijp,მწიფე
665,lecker::A,lekker,გემრიელი
666,süß::A,zoet,ტკბილი
667,bitter::A,bitter,მწარე
668,sauer::A,zuur,მჟავე
669,hell::A,licht,ნათელი
670,hell::A,helder,ნათელი
671,dunkel::A,donker,ბნელი
672,schwarz::A,zwart,შავი
673,weiß::A,wit,თეთრი
674,rot::A,rood,წითელი
675,gelb::A,geel,ყვითელი
676,blau::A,blauw,ლურჯი
677,blau::A,blauw,ცისფერი
678,grün::A,groen,მწვანე
679,grau::A,grijs,რუხი
680,grau::A,grijs,ნაცრისფერი
681,bunt::A,bont,ჭრელი
682,bunt::A,bont,ფერადი
683,billig::A,goedkoop,იაფი
684,teuer::A,duur,ძვირი
685,wertvoll::A,kostbaar,ღირსიანი
686,wertvoll::A,waardevol,ღირსიანი
687,blind::A,blind,ბრმა
688,taub::A,doof,ყრუ
689,kräftig::A,krachtig,ძალავანი
690,stark::A,sterk,ძლიერი
691,stark::A,sterk,ღონიერი
692,schwach::A,zwak,სუსტი
693,fett::A,vet,სქელი
694,schlank::A,slank,გამხდარი
695,hübsch::A,leuk,ეშხიანი
696,hübsch::A,leuk,მშვენიერი
697,böse::A,kwaad,ავი
698,böse::A,kwaad,ბოროტი
699,dumm::A,dom,ბოთე
700,dumm::A,dom,სულელი
701,faul::A,lui,ზანტი
702,faul::A,lui,ზარმაცი
703,fleißig::A,vlijtig,ბეჯითი
704,fleißig::A,vlijtig,მუყაითი
705,geizig::A,gierig,ძუნწი
706,klug::A,slim,ჭკვიანი
707,klug::A,schrander,ჭკვიანი
708,klug::A,verstandig,ჭკვიანი
709,geschickt::A,handig,მარჯვე
710,geschickt::A,handig,გაწაფული
711,geschickt::A,vaardig,მარჯვე
712,geschickt::A,vaardig,გაწაფული
713,lieb::A,lief,სატრფიალო
714,lustig::A,vrolijk,მხიარული
715,sanft::A,zacht,ალერსიანი
716,sanft::A,zacht,გრძნობიერი
717,hungrig::A,hongerig,მშიერი
718,krank::A,ziek,სნეული
719,krank::A,ziek,ავადმყოფი
720,nackt::A,naakt,ტიტველი
721,traurig::A,treurig,მწუხარე
722,traurig::A,treurig,სევდიანი
723,traurig::A,bedroefd,მწუხარე
724,traurig::A,bedroefd,სევდიანი
725,lebendig::A,levend,ცოცხალი
726,gut::A,goed,კარგი
727,schlecht::A,slecht,უხეირო
728,richtig::A,juist,ნამდვილი
729,schlimm::A,erg,ცუდი
730,schlimm::A,kwaad,ცუდი
731,wahr::A,waar,სწორი
732,wahr::A,waar,ჭეშმარიტი
733,alt::A,oud,ძველი
734,neu::A,nieuw,ახალი
735,ehemalig::A,voormalig,ყოფილი
736,alt[Lebewesen]::A,oud,ბებერი
737,jung::A,jong,ნორჩი
738,jung::A,jong,ახალგაზრდა
739,arm::A,arm,ღარიბი
740,reich::A,rijk,მდიდარი
741,bekannt::A,bekend,ცნობილი
742,berühmt::A,beroemd,გამოჩენილი
743,fremd::A,vreemd,უცხო
744,fremd::A,vreemd,გარეშე
745,verschieden::A,verscheiden,სხვაგვარი
746,verschieden::A,verschillend,სხვაგვარი
747,nah::A,nabij,ახლო
748,nah::A,nabijgelegen,ახლო
749,fern::A,ver,შორი
750,fern::A,ver,შორეული
751,linker::A,linker,მარცხენა
