,Concept_ID,uk,en
88,Regenbogen::N,райдуга,rainbow
89,Donner::N,грім,thunder
90,Strömung::N,струмина,current
91,Tropfen::N,крапля,drop
92,Schaum::N,піна,foam
93,Schmutz::N,бруд,dirt
94,See::N,озеро,lake
95,Sumpf::N,драговина,swamp
96,Moor::N,болото,moor
97,Wiese::N,луг,meadow
98,Wiese::N,лука,meadow
99,Wald::N,ліс,forest
100,Hügel::N,горб,hill
101,Anhöhe::N,височина,elevation
102,Berg::N,гора,mountain
103,Gipfel::N,вершина,summit
104,Höhle::N,печера,cave
105,Abhang::N,схил,slope
106,Quelle::N,джерело,source
107,Bach::N,струмок,brook
108,Fluss::N,річка,river
109,Ufer::N,берег,shore
110,Küste::N,узбережжя,coast
111,Festland::N,суша,land
112,Meer::N,море,sea
113,Bucht::N,бухта,cove
114,Bucht::N,затока,cove
115,Insel::N,острів,island
116,Blume::N,квітка,flower
117,Gras::N,трава,grass
118,Wurzel::N,корінь,root
119,Baum::N,дерево,tree
120,Stamm::N,стовбур,trunk
121,Rinde::N,кора,bark
122,Ast::N,гілка,limb
123,Zweig::N,галузь,branch
124,Blatt::N,лист,leaf
125,Birke::N,береза,birch
126,Kiefer[Baum]::N,сосна,pine
127,Weide[Baum]::N,верба,willow
128,Tanne::N,ялиця,fir
129,Horn::N,ріг,horn
130,Feder::N,перо,feather
131,Fell::N,хутро,fur
132,Flügel::N,крило,wing
133,Klaue::N,кіготь,claw
134,Kralle::N,лапа,claw
135,Schwanz::N,хвіст,tail
136,Ei::N,яйце,egg
137,Nest::N,гніздо,nest
138,Bau::N,лігво,lair
139,Tier::N,тварина,animal
140,Herde::N,стадо,flock
141,Kuh::N,корова,cow
142,Bulle::N,бик,bull
143,Bulle::N,бугай,bull
144,Pferd::N,кінь,horse
145,Schaf::N,вівця,sheep
146,Schwein::N,свиня,pig
147,Hund::N,собака,dog
148,Katze::N,кішка,cat
149,Bär::N,ведмідь,bear
150,Eichhörnchen::N,білка,squirrel
151,Elch::N,лось,elk
152,Fuchs::N,лисиця,fox
153,Hase::N,заєць,hare
154,Maus::N,миша,mouse
155,Wolf::N,вовк,wolf
156,Vogel::N,птах,bird
157,Schwarm::N,зграя,swarm
158,Huhn::N,курка,chicken
159,Hahn::N,півень,cock
160,Gans::N,гуска,goose
161,Adler::N,орел,eagle
162,Ente::N,качка,duck
163,Eule::N,сова,owl
164,Kranich::N,журавель,crane
165,Krähe::N,ворона,crow
166,Kuckuck::N,зозуля,cuckoo
167,Schwan::N,лебідь,swan
168,Fisch::N,риба,fish
169,Barsch::N,окунь,perch
170,Hecht::N,щука,pike
171,Schlange[Tier]::N,змія,snake
172,Wurm::N,черв’як,worm
173,Spinne::N,павук,spider
174,Ameise::N,мурашка,ant
175,Laus::N,воша,louse
176,Mücke::N,комар,midge
177,Fliege::N,муха,fly
178,Schmetterling::N,метелик,butterfly
179,Beere::N,ягода,berry
180,Apfel::N,яблуко,apple
181,Pilz::N,гриб,mushroom
182,Zwiebel::N,цибуля,onion
183,Saat::N,сім’я,seed
184,Korn::N,зерно,grain
185,Heu::N,сіно,hay
186,Schale::N,шкірка,husk
187,Grube::N,яма,pit
188,Falle::N,пастка,trap
189,Schlinge::N,петля,noose
190,Spur::N,слід,track
191,Asche::N,зола,ashes
192,Asche::N,попіл,ashes
193,Dreck::N,бруд,filth
194,Eisen::N,залізо,iron
195,Gold::N,золото,gold
196,Silber::N,срібло,silver
197,Kohle::N,вугілля,coal
198,Glas::N,скло,glass
199,Lehm::N,глина,clay
200,Sand::N,пісок,sand
201,Mensch::N,людина,human
202,Mann::N,чоловік,man
203,Frau::N,жінка,woman
204,Kind::N,дитина,child
205,Junge::N,хлопець,boy
206,Mädchen::N,дівчина,girl
207,Familie::N,сім’я,family
208,Familie::N,родина,family
209,Großvater::N,дідусь,grandfather
210,Großmutter::N,бабуся,grandmother
211,Eltern::N,батьки,parents
212,Vater::N,батько,father
213,Mutter::N,мати,mother
214,Sohn::N,син,son
215,Tochter::N,дочка,daughter
216,Bruder::N,брат,brother
217,Schwester::N,сестра,sister
218,Onkel::N,дядько,uncle
219,Tante::N,тітка,aunt
220,Ehemann::N,чоловік,husband
221,Ehefrau::N,жінка,wife
222,Ehefrau::N,дружина,wife
223,Freude::N,радощі,joy
224,Gelächter::N,сміх,laughter
225,Glück::N,щастя,happiness
226,Kummer::N,горе,grief
227,Wunsch::N,бажання,wish
228,Lust::N,бажання,desire
229,Geist::N,дух,spirit
230,Gedanke::N,думка,thought
231,Gedächtnis::N,пам’ять,memory
232,Verstand::N,розум,mind
233,Sinn::N,зміст,meaning
234,Sinn::N,значення,meaning
235,Grund::N,причина,reason
236,Wahrheit::N,правда,truth
237,Gespräch::N,розмова,talk
238,Märchen::N,байка,fairy tale
239,Erzählung::N,повість,story
240,Erzählung::N,оповідання,story
241,Nachricht::N,повідомлення,message
242,Neuigkeit::N,новина,news
243,Name::N,ім’я,name
244,Rätsel::N,загадка,puzzle
245,Rede::N,промова,speech
246,Sprache::N,мова,language
247,Stimme::N,голос,voice
248,Wort::N,слово,word
249,Zeichen::N,знак,sign
250,Ruf::N,оклик,call
251,Lärm::N,шум,noise
252,Laut::N,звук,sound
253,Ton::N,тон,tone
254,Lied::N,пісня,song
255,Ruhe::N,спокій,calm
256,Leute::N,люди,people
257,Volk::N,народ,nation
258,Arbeit::N,робота,work
259,Gast::N,гість,guest
260,Geschenk::N,подарунок,gift
261,Spiel::N,гра,game
262,Gesellschaft::N,товариство,company
263,Hilfe::N,допомога,help
264,Freund::N,друг,friend
265,Freund::N,приятель,friend
266,Kamerad::N,товариш,companion
267,Angelegenheit::N,справа,matter
268,Anzahl::N,число,count
269,Art::N,рід,sort
270,Stück::N,кусок,piece
271,Teil::N,частина,part
272,Hälfte::N,половина,half
273,Kreis::N,круг,circle
274,Kreis::N,коло,circle
275,Kreuz::N,хрест,cross
276,Linie::N,лінія,line
277,Strich::N,штрих,stroke
278,Abstand::N,проміжок,gap
279,Entfernung::N,відстань,distance
280,Gegend::N,місцевість,area
281,Platz::N,площа,space
282,Ort::N,місце,place
283,Seite::N,сторона,side
284,Mitte::N,середина,middle
285,Gegenstand::N,предмет,item
286,Sache::N,річ,thing
287,Rand::N,край,fringe
288,Kante::N,ребро,edge
289,Ecke::N,ріг,corner
290,Spitze::N,кінчик,tip
291,Ende::N,кінець,end
292,Loch::N,діра,hole
293,Winkel::N,куток,angle
294,Muster::N,узор,pattern
295,Größe::N,розмір,size
296,Länge::N,довжина,length
297,Höhe::N,висота,height
298,Gewicht::N,вага,weight
299,Menge::N,кількість,amount
300,Haufen::N,купа,heap
301,Reihe::N,ряд,row
302,Boot::N,човен,boat
303,Ruder::N,весло,oar
304,Schlitten::N,сани,sleigh
305,Ski::N,лижа,ski
306,Lagerfeuer::N,вогнище,campfire
307,Last::N,тягар,load
308,Last::N,вантаж,load
309,Gang::N,хід,walk
310,Schritt::N,крок,step
311,Norden::N,північ,north
312,Süden::N,південь,south
313,Westen::N,захід,west
314,Osten::N,схід,east
315,Holz::N,дрова,wood
316,Brett::N,дошка,board
317,Platte::N,плита,slab
318,Stütze::N,підпірка,bracket
319,Stange::N,жердина,pole
320,Stock::N,палиця,stick
321,Stab::N,палиця,staff
322,Rohr::N,труба,pipe
323,Haus::N,дім,house
324,Haus::N,хата,house
325,Heim::N,житло,home
326,Ofen::N,піч,stove
327,Fußboden::N,підлога,floor
328,Tisch::N,стіл,table
329,Stuhl::N,стілець,chair
330,Wiege::N,колиска,cradle
331,Bett::N,ліжко,bed
332,Bett::N,постіль,bed
333,Regal::N,полиця,shelf
334,Kiste::N,ящик,box
335,Fenster::N,вікно,window
336,Tür::N,двері,door
337,Tor::N,ворота,gate
338,Zaun::N,паркан,fence
339,Zaun::N,огорожа,fence
340,Dach::N,дах,roof
341,Leiter::N,драбина,ladder
342,Besen::N,мітла,broom
343,Spaten::N,заступ,spade
344,Schaufel::N,совок,shovel
345,Schaufel::N,лопата,shovel
346,Gabel::N,виделка,fork
347,Löffel::N,ложка,spoon
348,Messer::N,ніж,knife
349,Nagel::N,цвях,nail
350,Netz::N,сіть,net
351,Haken::N,крюк,hook
352,Griff::N,ручка,handle
353,Griff::N,держак,handle
354,Schloss::N,замок,lock
355,Bild::N,картина,picture
356,Figur::N,фігура,figure
357,Puppe::N,лялька,doll
358,Beutel::N,мішечок,pouch
359,Beutel::N,торбинка,pouch
360,Bündel::N,в’язка,bundle
361,Tasche::N,сумка,bag
362,Eimer::N,відро,bucket
363,Deckel::N,кришка,cover
364,Geschirr::N,посуд,dishes
365,Sack::N,мішок,sack
366,Tasse::N,чашка,cup
367,Topf::N,горщик,pot
368,Kessel::N,котел,kettle
369,Essen::N,їжа,meal
370,Nahrung::N,харч,food
371,Speise::N,страва,dish
372,Fleisch::N,м’ясо,meat
373,Getreide::N,хліб,corn
374,Getreide::N,збіжжя,corn
375,Brei::N,каша,mush
376,Brot::N,хліб,bread
377,Scheibe::N,скибочка,slice
378,Fett::N,жир,fat
379,Butter::N,масло,butter
380,Öl::N,олія,oil
381,Salz::N,сіль,salt
382,Suppe::N,суп,soup
383,Honig::N,мед,honey
384,Milch::N,молоко,milk
385,Tee::N,чай,tea
386,Leder::N,шкіра,leather
387,Wolle::N,шерсть,wool
388,Stoff::N,тканина,cloth
389,Nadel::N,голка,needle
390,Faden::N,нитка,thread
391,Knopf::N,ґудзик,button
392,Knoten::N,вузол,knot
393,Farbe::N,фарба,paint
394,Kleidung::N,одяг,clothes
395,Kleidung::N,убрання,clothes
396,Hemd::N,сорочка,shirt
397,Kragen::N,комір,collar
398,Ärmel::N,рукав,sleeve
399,Hose::N,брюки,trousers
400,Gürtel::N,пояс,belt
401,Mütze::N,шапка,cap
402,Schuh::N,ботинок,shoe
403,Stiefel::N,чобіт,boot
404,Ring::N,кільце,ring
405,Band::N,стрічка,ribbon
406,Kamm::N,гребінець,comb
407,Spiegel::N,дзеркало,mirror
408,Riemen::N,ремінь,strap
409,Schnur::N,вірьовка,string
410,Leine::N,шворка,leash
411,Decke::N,ковдра,blanket
412,Kissen::N,подушка,pillow
413,Tuch::N,хустка,scarf
414,Handtuch::N,рушник,towel
415,Kraft::N,сила,force
416,Stärke::N,сила,strength
417,Gesundheit::N,здоров’я,health
418,Krankheit::N,хвороба,illness
419,Schmerz::N,біль,pain
420,Wunde::N,рана,wound
421,Fieber::N,гарячка,fever
422,Arznei::N,ліки,medicine
423,Brücke::N,міст,bridge
424,Brunnen::N,колодязь,well
425,Weide::N,пасовище,pasture
426,Pfad::N,стежка,path
427,Weg::N,шлях,way
428,Weg::N,дорога,way
429,Straße::N,вулиця,road
430,Dorf::N,село,village
431,Stadt::N,місто,town
432,Brief::N,лист,letter
433,Buch::N,книга,book
434,Buch::N,книжка,book
435,Buchstabe::N,буква,character
436,Buchstabe::N,літера,character
437,Zeitung::N,газета,newspaper
438,Leben::N,життя,life
439,Tod::N,смерть,death
440,Grab::N,могила,grave
441,Kirche::N,церква,church
442,Sünde::N,гріх,sin
443,Gott::N,бог,god
444,Arbeiter::N,робітник,worker
445,Chef::N,хазяїн,boss
446,Meister::N,умілець,master
447,Arzt::N,лікар,doctor
448,Lehrer::N,вчитель,teacher
449,Geld::N,гроші,money
450,Geschäft::N,заняття,business
451,Laden::N,магазин,shop
452,Laden::N,крамниця,shop
453,Preis::N,ціна,price
454,Ware::N,товар,ware
455,Nutzen::N,вигода,profit
456,Nutzen::N,користь,profit
457,Reichtum::N,багатство,wealth
458,Welt::N,світ,world
459,Land::N,країна,country
460,Staat::N,держава,state
461,König::N,король,king
462,Macht::N,влада,power
463,Grenze::N,кордон,border
464,Krieg::N,війна,war
465,Feind::N,ворог,enemy
466,Gewalt::N,насильство,violence
467,Kampf::N,бій,fight
468,Kampf::N,боротьба,fight
469,Bogen[Waffe]::N,лук,bow
470,Pfeil::N,стріла,arrow
471,Gewehr::N,рушниця,gun
472,Gewehr::N,гвинтівка,gun
473,Fehler::N,помилка,mistake
474,Lüge::N,брехня,lie
475,Schaden::N,шкода,damage
476,Schaden::N,збиток,damage
477,Unglück::N,нещастя,misfortune
478,Schuld::N,провина,fault
479,Alter::N,вік,age
480,Alter::N,літа,age
481,Schluss::N,кінець,conclusion
482,Zeit::N,час,time
483,Tag::N,день,day
484,Morgen::N,ранок,morning
485,Mittag::N,південь,noon
486,Abend::N,вечір,evening
487,Nacht::N,ніч,night
488,Woche::N,тиждень,week
489,Monat::N,місяць,month
490,Jahr::N,рік,year
491,Frühling::N,весна,spring
492,Sommer::N,літо,summer
493,Herbst::N,осінь,autumn
494,Winter::N,зима,winter
495,Januar::N,січень,January
496,Februar::N,лютий,February
497,März::N,березень,March
498,April::N,квітень,April
499,Mai::N,травень,May
500,Juni::N,червень,June
501,Juli::N,липень,July
502,August::N,серпень,August
503,September::N,вересень,September
504,Oktober::N,жовтень,October
505,November::N,листопад,November
506,Dezember::N,грудень,December
507,Montag::N,понеділок,Monday
508,Dienstag::N,вівторок,Tuesday
509,Mittwoch::N,середа,Wednesday
510,Donnerstag::N,четвер,Thursday
511,Freitag::N,п’ятниця,Friday
512,Samstag::N,субота,Saturday
513,Sonntag::N,неділя,Sunday
514,groß::A,великий,big
515,klein::A,малий,little
516,klein::A,маленький,little
517,lang::A,довгий,long
518,kurz::A,короткий,short
519,breit::A,широкий,wide
520,schmal::A,вузький,narrow
521,dicht::A,густий,dense
522,dick[Gegenstand]::A,товстий,thick
523,dünn::A,тонкий,thin
524,fein::A,дрібний,delicate
525,fest::A,міцний,firm
526,flach::A,плоский,flat
527,glatt::A,рівний,smooth
528,glatt::A,гладенький,smooth
529,hart::A,твердий,hard
530,weich::A,м’який,soft
531,rund::A,круглий,round
532,spitz::A,гострокінцевий,pointed
533,scharf::A,гострий,sharp
534,stumpf::A,тупий,blunt
535,schwer::A,важкий,heavy
536,schön::A,вродливий,beautiful
537,heiß::A,жаркий,hot
538,heiß::A,гарячий,hot
539,warm::A,теплий,warm
540,kalt::A,холодний,cold
541,kühl::A,прохолодний,cool
542,frisch::A,свіжий,fresh
543,feucht::A,вогкий,damp
544,nass::A,мокрий,wet
545,trocken::A,сухий,dry
546,voll::A,повний,full
547,leer::A,пустий,empty
548,offen::A,відкритий,open
549,geschlossen::A,закритий,closed
550,geschlossen::A,зачинений,closed
551,sauber::A,чистий,clean
552,sauber::A,охайний,clean
553,schmutzig::A,брудний,dirty
554,roh::A,сирий,raw
555,reif::A,зрілий,ripe
556,lecker::A,смачний,delicious
557,süß::A,солодкий,sweet
558,bitter::A,гіркий,bitter
559,sauer::A,кислий,sour
560,hell::A,світлий,bright
561,dunkel::A,темний,dark
562,schwarz::A,чорний,black
563,weiß::A,сивий,white
564,rot::A,червоний,red
565,gelb::A,жовтий,yellow
566,blau::A,синій,blue
567,grün::A,зелений,green
568,grau::A,сірий,grey
569,bunt::A,барвистий,colourful
570,bunt::A,барвистий,colorful
571,billig::A,дешевий,cheap
572,teuer::A,дорогий,dear
573,wertvoll::A,цінний,precious
574,blind::A,сліпий,blind
575,taub::A,глухий,deaf
576,kräftig::A,могутній,powerful
577,stark::A,сильний,strong
578,schwach::A,слабкий,weak
579,fett::A,жирний,fat
580,fett::A,товстий,fat
581,schlank::A,тонкий,slim
582,schlank::A,стрункий,slim
583,hübsch::A,чарівний,pretty
584,böse::A,злий,evil
585,böse::A,лихий,evil
586,dumm::A,дурний,stupid
587,faul::A,ледачий,lazy
588,fleißig::A,старанний,diligent
589,geizig::A,скупий,stingy
590,klug::A,мудрий,clever
591,klug::A,розумний,clever
592,geschickt::A,умілий,skilful
593,geschickt::A,умілий,skillful
594,lieb::A,милий,dear
595,lustig::A,веселий,merry
596,sanft::A,лагідний,gentle
597,hungrig::A,голодний,hungry
598,krank::A,слабий,sick
599,nackt::A,голий,naked
600,traurig::A,сумний,sad
601,lebendig::A,живий,living
602,gut::A,добрий,good
603,schlecht::A,поганий,bad
604,schlecht::A,кепський,bad
605,richtig::A,правильний,correct
606,schlimm::A,бридкий,nasty
607,wahr::A,справжній,true
608,alt::A,старий,old
609,neu::A,новий,new
610,ehemalig::A,колишній,former
611,alt[Lebewesen]::A,старий,aged
612,jung::A,молодий,young
613,arm::A,бідний,poor
614,reich::A,багатий,rich
615,bekannt::A,знайомий,familiar
616,berühmt::A,славетний,famous
617,fremd::A,чужий,foreign
618,verschieden::A,різний,different
619,nah::A,близький,near
620,fern::A,далекий,far
621,linker::A,лівий,left
622,rechter::A,правий,right
623,anderer::A,інакший,other
624,erster::A,перший,first
625,zweiter::A,другий,second
626,dritter::A,третій,third
627,letzter::A,останній,last
628,allein::ADV,сам,alone
629,allein::ADV,один,alone
630,auf einmal::ADV,відразу,at once
631,zusammen::ADV,разом,together
632,zusammen::ADV,спільно,together
633,lange::ADV,довго,long
634,plötzlich::ADV,раптом,suddenly
635,sofort::ADV,зараз,instantly
636,später::ADV,пізніше,later
637,jetzt::ADV,тепер,now
638,heute::ADV,сьогодні,today
639,morgen::ADV,завтра,tomorrow
640,bald::ADV,незабаром,soon
641,dann::ADV,потім,then
642,gestern::ADV,вчора,yesterday
643,einst::ADV,колись,once
644,damals::ADV,тоді,at that time
645,danach::ADV,згодом,afterwards
646,vorher::ADV,раніше,before
647,zuerst::ADV,спершу,at first
648,zuerst::ADV,спочатку,at first
649,einmal::ADV,один раз,once
650,manchmal::ADV,іноді,sometimes
651,manchmal::ADV,інколи,sometimes
652,oft::ADV,часто,often
653,immer::ADV,завжди,always
654,niemals::ADV,ніколи,never
655,hier::ADV,тут,here
656,hierhin::ADV,сюди,hither
657,hierhin::ADV,сюди,to here
658,hierhin::ADV,сюди,here
659,von hier::ADV,звідси,hence
660,dort::ADV,там,there
661,dorthin::ADV,туди,thither
662,dorthin::ADV,туди,there
663,dorthin::ADV,туди,to there
664,geradeaus::ADV,прямо,ahead
665,vorwärts::ADV,вперед,forward
666,rückwärts::ADV,назад,backward
667,zurück::ADV,назад,back
668,unten::ADV,внизу,below
669,hinab::ADV,вниз,down
670,oben::ADV,вгорі,above
671,hinauf::ADV,вгору,up
672,überall::ADV,скрізь,everywhere
673,nicht::ADV,не,not
674,ein wenig::ADV,трохи,a little
675,ein wenig::ADV,небагато,a little
676,kaum::ADV,ледве,hardly
677,sehr::ADV,дуже,very
678,so::ADV,так,so
679,noch::ADV,ще,still
680,nur::ADV,лише,only
681,nur::ADV,тільки,only
682,schon::ADV,вже,already
683,wieder::ADV,знову,again
684,vergebens::ADV,дарма,in vain
685,vor::PRP,перед,in front of
686,hinter::PRP,ззаду,behind
687,hinter::PRP,позаду,behind
688,unter::PRP,під,under
689,durch::PRP,крізь,through
690,neben::PRP,біля,next to
691,zwischen::PRP,між,between
692,wegen::PRP,з-за,because of
693,wegen::PRP,через,because of
694,dies::PRN,це,this
695,das::PRN,то,that
696,alles::PRN,все,everything
697,ich::PRN,я,I
698,du::PRN,ти,you
699,du::PRN,ти,thou
700,er::PRN,він,he
701,wir::PRN,ми,we
702,ihr::PRN,ви,you
703,sie::PRN,вони,they
704,was::FPRN,що,what
705,wer::FPRN,хто,who
706,wo::FADV,де,where
707,wohin::FADV,куди,where ... to
708,wohin::FADV,куди,where to
709,wohin::FADV,куди,where
710,wie::FADV,як,how
711,warum::FADV,чому,why
712,wieviel::FNUM,скільки,how much
713,eins::NUM,один,one
714,zwei::NUM,два,two
715,drei::NUM,три,three
716,vier::NUM,чотири,four
717,fünf::NUM,п’ять,five
718,sechs::NUM,шість,six
719,sieben::NUM,сім,seven
720,acht::NUM,вісім,eight
721,neun::NUM,дев’ять,nine
722,zehn::NUM,десять,ten
723,elf::NUM,одинадцять,eleven
724,zwölf::NUM,дванадцять,twelve
725,zwanzig::NUM,двадцять,twenty
726,dreißig::NUM,тридцять,thirty
727,vierzig::NUM,сорок,forty
728,fünfzig::NUM,п’ятдесят,fifty
729,sechzig::NUM,шістдесят,sixty
730,siebzig::NUM,сімдесят,seventy
731,achtzig::NUM,вісімдесят,eighty
732,neunzig::NUM,дев’яносто,ninety
733,hundert::NUM,сто,a hundred
734,tausend::NUM,тисяча,a thousand
735,und::CNJ,і,and
736,oder::CNJ,або,or
737,stehen::V,стояти,stand
738,sitzen::V,сидіти,sit
739,liegen::V,лежати,lie
740,hängen::V,висіти,hang
741,werden::V,стати,become
742,werden::V,робитися,become
743,passieren::V,трапитися,happen
744,beginnen::V,початися,begin
745,enden::V,кінчитися,end
746,wechseln::V,мінятися,change
747,aufgehen[Sonne]::V,зійти,rise
748,untergehen[Sonne]::V,зайти,set
749,scheinen[Sonne]::V,світити,shine
750,donnern::V,гриміти,thunder
751,wehen::V,віяти,blow
752,strömen::V,литися,stream
753,fließen::V,текти,flow
754,sich drehen::V,обертатися,revolve
755,schwanken::V,коливатися,sway
756,schwingen::V,хитатися,swing
757,schwingen::V,гойдатися,swing
758,fallen::V,падати,fall
759,brennen::V,горіти,burn
760,rauchen::V,диміти,smoke
761,regnen::V,дощити,rain
762,gefrieren::V,змерзнути,freeze
763,tauen::V,танути,thaw
764,schmelzen::V,плавитися,melt
765,trocknen::V,сохнути,dry
766,sieden::V,кипіти,boil
767,faulen::V,гнити,rot
768,verfaulen::V,згнити,decay
769,reißen::V,рватися,snap
770,versinken::V,тонути,sink
771,vergehen::V,проходити,pass
772,erscheinen::V,з’явитися,appear
773,verschwinden::V,щезнути,disappear
774,verschwinden::V,зникнути,disappear
775,sinken::V,спадати,drop
776,abnehmen::V,поменшитися,decrease
777,zunehmen::V,збільшуватися,increase
778,steigen::V,підніматися,rise
779,wachsen::V,рости,grow
780,glänzen::V,блищати,shine
781,funkeln::V,блискати,sparkle
782,lärmen::V,шуміти,be noisy
783,läuten::V,дзвонити,chime
784,klingeln::V,дзвонити,ring
785,klirren::V,дзвякати,tinkle
786,brausen::V,бушувати,roar
787,rauschen::V,шелестіти,rustle
788,klingen::V,лунати,sound
789,klingen::V,звучати,sound
790,bellen::V,гавкати,bark
791,heulen::V,вити,howl
792,blasen::V,дунути,blow
793,pfeifen::V,свистіти,whistle
794,schreien::V,кричати,shout
795,stöhnen::V,стогнати,groan
796,zittern::V,тремтіти,tremble
797,leben::V,жити,be alive
798,geboren werden::V,народитися,be born
799,atmen::V,дихати,breathe
800,trinken::V,пити,drink
801,essen::V,їсти,eat
802,schlucken::V,ковтати,swallow
803,müde werden::V,втомитися,get tired
804,einschlafen::V,заснути,fall asleep
805,schlafen::V,спати,sleep
806,aufwachen::V,прокинутися,wake up
807,aufstehen::V,встати,get up
808,sich erholen::V,відпочивати,relax
809,krank werden::V,захворіти,fall ill
810,krank sein::V,хворіти,be ill
811,schmerzen::V,боліти,ache
812,husten::V,кашляти,cough
813,genesen::V,одужати,recover
814,genesen::V,видужати,recover
815,sterben::V,померти,die
816,umkommen::V,згинути,perish
817,sich bewegen::V,рухатися,move
818,sich rühren::V,ворушитися,budge
819,sich erheben::V,встати,stand up
820,sich setzen::V,сісти,sit down
821,hinfallen::V,упасти,tumble
822,laufen::V,ходити,walk
823,schreiten::V,крокувати,pace
824,spazierengehen::V,гуляти,go for a walk
825,eilen::V,спішити,rush
826,sich beeilen::V,поспішати,hurry
827,sausen::V,мчатися,dash
828,rennen::V,бігати,run
829,springen::V,скакати,jump
830,springen::V,стрибати,jump
831,klettern::V,лазити,climb
832,schaukeln::V,гойдатися,seesaw
833,kriechen::V,повзати,creep
834,schwimmen::V,пливти,swim
835,schwimmen::V,плавати,swim
836,tauchen::V,пірнати,dive
837,rudern::V,гребти,row
838,rudern::V,веслувати,row
839,fahren::V,їхати,drive
840,fliegen::V,літати,fly
841,gehen::V,іти,go
842,weggehen::V,піти,go away
843,abfahren::V,від’їхати,depart
844,abfahren::V,відправитися,depart
845,anhalten::V,зупинитися,stop
846,hineingehen::V,входити,go in
847,eintreten::V,увійти,enter
848,kommen::V,прийти,come
849,ankommen::V,прибути,arrive
850,zurückkommen::V,повернутися,come back
851,bleiben::V,залишитися,stay
852,warten::V,чекати,wait
853,erwarten::V,чекати,wait for
854,suchen::V,шукати,seek
855,suchen::V,шукати,look for
856,finden::V,знайти,find
857,versuchen::V,випробовувати,try
858,vorbereiten::V,підготувати,prepare
859,lieben::V,любити,love
860,mögen::V,любити,like
861,mögen::V,подобатися,like
862,lachen::V,сміятися,laugh
863,rühren::V,розчулити,move
864,weinen::V,плакати,weep
865,schimpfen::V,лаятися,grumble
866,sich ärgern::V,сердитися,be annoyed
867,sich fürchten::V,боятися,be afraid
868,fürchten::V,боятися,be afraid of
869,fliehen::V,тікати,flee
870,flüchten::V,утекти,escape
871,sehen::V,бачити,see
872,anschauen::V,поглянути,look at
873,ansehen::V,дивитися на,watch
874,hören::V,чути,hear
875,zuhören::V,слухати,listen
876,probieren::V,покуштувати,taste
877,riechen::V,нюхати,smell
878,fühlen::V,відчувати,feel
879,scheinen::V,здаватися,seem
880,zu sehen sein::V,виднітися,show
881,vernehmen::V,почути,hear
