,Concept_ID,se,el
280,Körper::N,лышшьк,κορμί
281,Körper::N,роаӈӈьк,σώμα
282,Körper::N,роаӈӈьк,κορμί
283,Haut::N,njaltja,πετσί
284,Haut::N,lijkke,πετσί
285,Haut::N,tjuobma,πετσί
286,Haut::N,liiki,πετσί
287,Haut::N,liške,πετσί
288,Haut::N,le´šǩǩ,πετσί
289,Haut::N,лышшьк,πετσί
290,Blut::N,vïrre,αίμα
291,Blut::N,maelie,αίμα
292,Blut::N,varra,αίμα
293,Blut::N,varra,αίμα
294,Blut::N,vorrâ,αίμα
295,Blut::N,võrr,αίμα
296,Blut::N,вэ̄рр,αίμα
297,Ader::N,åerie,φλέβα
298,Ader::N,aajroe,φλέβα
299,Ader::N,suodna,φλέβα
300,Ader::N,varrasuotna,φλέβα
301,Ader::N,suoṇâ,φλέβα
302,Ader::N,suõnn,φλέβα
303,Ader::N,сӯнн,φλέβα
304,Sehne::N,soene,νεύρο
305,Sehne::N,soene,τένοντας
306,Sehne::N,gåårtenje,νεύρο
307,Sehne::N,gåårtenje,τένοντας
308,Sehne::N,suodna,νεύρο
309,Sehne::N,suodna,τένοντας
310,Sehne::N,suotna,νεύρο
311,Sehne::N,suotna,τένοντας
312,Sehne::N,suoṇâ,νεύρο
313,Sehne::N,suoṇâ,τένοντας
314,Sehne::N,suõnn,νεύρο
315,Sehne::N,suõnn,τένοντας
316,Sehne::N,сӯнн,νεύρο
317,Sehne::N,сӯнн,τένοντας
318,Knochen::N,måara,οστό
319,Knochen::N,måara,κόκκαλο
320,Knochen::N,måaroe,οστό
321,Knochen::N,måaroe,κόκκαλο
322,Knochen::N,dákte,οστό
323,Knochen::N,dákte,κόκκαλο
324,Knochen::N,dákti,οστό
325,Knochen::N,dákti,κόκκαλο
326,Knochen::N,tähti,οστό
327,Knochen::N,tähti,κόκκαλο
328,Knochen::N,tä´htt,οστό
329,Knochen::N,tä´htt,κόκκαλο
330,Knochen::N,та̄ххт,οστό
331,Knochen::N,та̄ххт,κόκκαλο
332,Knochen::N,та̄ффьт,οστό
333,Knochen::N,та̄ффьт,κόκκαλο
334,Gehirn::N,aajla,μυαλό
335,Gehirn::N,aajla,εγκέφαλος
336,Gehirn::N,vuojŋam,μυαλό
337,Gehirn::N,vuojŋam,εγκέφαλος
338,Gehirn::N,vuoigŋašat,μυαλό
339,Gehirn::N,vuoigŋašat,εγκέφαλος
340,Gehirn::N,vuoi'ŋâšeh,μυαλό
341,Gehirn::N,vuoi'ŋâšeh,εγκέφαλος
342,Gehirn::N,vuo'ivâšneh,μυαλό
343,Gehirn::N,vuo'ivâšneh,εγκέφαλος
344,Gehirn::N,vuõivâšn,μυαλό
345,Gehirn::N,vuõivâšn,εγκέφαλος
346,Gehirn::N,вуэййвэшна,μυαλό
347,Gehirn::N,вуэййвэшна,εγκέφαλος
348,Herz::N,vaajmoe,καρδιά
349,Herz::N,tsåhke,καρδιά
350,Herz::N,váibmu,καρδιά
351,Herz::N,váimu,καρδιά
352,Herz::N,čââ´đ,καρδιά
353,Herz::N,кӯттҌк,καρδιά
354,Magen::N,tjåejjie,στομάχι
355,Magen::N,tjoajvve,στομάχι
356,Magen::N,čoavji,στομάχι
357,Magen::N,čuáv'ji,στομάχι
358,Magen::N,čåu´jj,στομάχι
359,Magen::N,чо̄ввьй,στομάχι
360,Leber::N,mueksie,ήπαρ
361,Leber::N,mueksie,συκωτί
362,Leber::N,librre,ήπαρ
363,Leber::N,librre,συκωτί
364,Leber::N,vuoivvas,ήπαρ
365,Leber::N,vuoivvas,συκωτί
366,Leber::N,vuoivâs,ήπαρ
367,Leber::N,vuoivâs,συκωτί
368,Leber::N,vuõivâs,ήπαρ
369,Leber::N,vuõivâs,συκωτί
370,Leber::N,вуйвас,ήπαρ
371,Leber::N,вуйвас,συκωτί
372,Atem::N,voejngehtasse,αναπνοή
373,Atem::N,båssånis,αναπνοή
374,Atem::N,vuojŋadahka,αναπνοή
375,Atem::N,vuoiŋŋahat,αναπνοή
376,Atem::N,vuo'iŋâstim,αναπνοή
377,Atem::N,jiõg'g,αναπνοή
378,Atem::N,вӯйнас,αναπνοή
379,Atem::N,вӯййнмушш,αναπνοή
380,Hunger::N,nielkie,πείνα
381,Hunger::N,nielgge,πείνα
382,Hunger::N,nealgi,πείνα
383,Hunger::N,nelgi,πείνα
384,Hunger::N,neä´lǧǧ,πείνα
385,Hunger::N,не̄лльк,πείνα
386,Träne::N,gïknjele,δάκρυ
387,Träne::N,ganjál,δάκρυ
388,Träne::N,ganjal,δάκρυ
389,Träne::N,koonjâl,δάκρυ
390,Träne::N,kõõnjâl,δάκρυ
391,Träne::N,кэ̄нял,δάκρυ
392,Geschmack::N,aelmie,γεύση
393,Geschmack::N,muosse,γεύση
394,Geschmack::N,smáhkka,γεύση
395,Geschmack::N,máhku,γεύση
396,Geschmack::N,smáhkka,γεύση
397,Geschmack::N,mááhu,γεύση
398,Geschmack::N,smakkâ,γεύση
399,Geschmack::N,njõõd,γεύση
400,Geschmack::N,smääkk,γεύση
401,Geschmack::N,ня̄лльк,γεύση
402,Geruch::N,haaje,οσμή
403,Geruch::N,haaje,μυρωδία
404,Geruch::N,habjja,οσμή
405,Geruch::N,habjja,μυρωδία
406,Geruch::N,hádja,οσμή
407,Geruch::N,hádja,μυρωδία
408,Geruch::N,opsâ,οσμή
409,Geruch::N,opsâ,μυρωδία
410,Geruch::N,haajâ,οσμή
411,Geruch::N,haajâ,μυρωδία
412,Geruch::N,õpss,οσμή
413,Geruch::N,õpss,μυρωδία
414,Geruch::N,haajj,οσμή
415,Geruch::N,haajj,μυρωδία
416,Geruch::N,апс,οσμή
417,Geruch::N,апс,μυρωδία
418,Geruch::N,лэ̄гк,οσμή
419,Geruch::N,лэ̄гк,μυρωδία
420,Schlaf::N,nahkerh,ύπνος
421,Schlaf::N,nager,ύπνος
422,Schlaf::N,oados,ύπνος
423,Schlaf::N,nagir,ύπνος
424,Schlaf::N,naṿer,ύπνος
425,Schlaf::N,nââ´er,ύπνος
426,Schlaf::N,нагерь,ύπνος
427,Traum::N,nahkere,όνειρο
428,Traum::N,niehko,όνειρο
429,Traum::N,niehku,όνειρο
430,Traum::N,naṿer,όνειρο
431,Traum::N,nââ´er,όνειρο
432,Traum::N,нагерь,όνειρο
433,Himmel::N,elmie,ουρανός
434,Himmel::N,almme,ουρανός
435,Himmel::N,albmi,ουρανός
436,Himmel::N,alme,ουρανός
437,Himmel::N,â´lmm,ουρανός
438,Himmel::N,алльм,ουρανός
439,Sonne::N,biejjie,ήλιος
440,Sonne::N,bæjvásj,ήλιος
441,Sonne::N,beaivváš,ήλιος
442,Sonne::N,peivi,ήλιος
443,Sonne::N,piäiváš,ήλιος
444,Sonne::N,pei´vv,ήλιος
445,Sonne::N,пе̄ййв,ήλιος
446,Mond::N,aske,σελήνη
447,Mond::N,aske,φεγγάρι
448,Mond::N,mánno,σελήνη
449,Mond::N,mánno,φεγγάρι
450,Mond::N,mánnu,σελήνη
451,Mond::N,mánnu,φεγγάρι
452,Mond::N,máánu,σελήνη
453,Mond::N,máánu,φεγγάρι
454,Mond::N,mään,σελήνη
455,Mond::N,mään,φεγγάρι
456,Mond::N,ма̄нн,σελήνη
457,Mond::N,ма̄нн,φεγγάρι
458,Stern::N,daasta,άστρο
459,Stern::N,daasta,αστέρι
460,Stern::N,naestie,άστρο
461,Stern::N,naestie,αστέρι
462,Stern::N,násste,άστρο
463,Stern::N,násste,αστέρι
464,Stern::N,násti,άστρο
465,Stern::N,násti,αστέρι
466,Stern::N,täsni,άστρο
467,Stern::N,täsni,αστέρι
468,Stern::N,tä´snn,άστρο
469,Stern::N,tä´snn,αστέρι
470,Stern::N,та̄ссьт,άστρο
471,Stern::N,та̄ссьт,αστέρι
472,Luft::N,elmie,αέρας
473,Luft::N,ájmmo,αέρας
474,Luft::N,áibmu,αέρας
475,Luft::N,áimu,αέρας
476,Luft::N,šõŋŋ,αέρας
477,Luft::N,вӯйнас,αέρας
478,Wind::N,bïegke,αέρας
479,Wind::N,bïegke,άνεμος
480,Wind::N,biegga,αέρας
481,Wind::N,biegga,άνεμος
482,Wind::N,biegga,αέρας
483,Wind::N,biegga,άνεμος
484,Wind::N,pieg'gâ,αέρας
485,Wind::N,pieg'gâ,άνεμος
486,Wind::N,piõg'g,αέρας
487,Wind::N,piõg'g,άνεμος
488,Wind::N,пӣӈӈк,αέρας
489,Wind::N,пӣӈӈк,άνεμος
490,Welle::N,baaroe,κύμα
491,Welle::N,bárro,κύμα
492,Welle::N,bárru,κύμα
493,Welle::N,pááṛu,κύμα
494,Welle::N,päärr,κύμα
495,Welle::N,нэ̄ммп,κύμα
496,Wasser::N,tjaetsie,νερό
497,Wasser::N,tjáhtje,νερό
498,Wasser::N,čáhci,νερό
499,Wasser::N,čääci,νερό
500,Wasser::N,čää´cc,νερό
501,Wasser::N,ча̄дзь,νερό
502,Stein::N,gierkie,πέτρα
503,Stein::N,giergge,πέτρα
504,Stein::N,geađgi,πέτρα
505,Stein::N,keđgi,πέτρα
506,Stein::N,ǩeä´dǧǧ,πέτρα
507,Stein::N,ке̄ддҌк,πέτρα
508,Boden::N,betnie,χώμα
509,Boden::N,ednam,χώμα
510,Boden::N,bodni,χώμα
511,Boden::N,vuođđu,χώμα
512,Boden::N,ponne,χώμα
513,Boden::N,vuáđ̣u,χώμα
514,Boden::N,vuâđđ,χώμα
515,Boden::N,лаввьн,χώμα
516,Boden::N,е̄ммьне,χώμα
517,Erde::N,jåarta,γη
518,Erde::N,mueltie,γη
519,Erde::N,ednam,γη
520,Erde::N,mållde,γη
521,Erde::N,eana,γη
522,Erde::N,eennâm,γη
523,Erde::N,mädd,γη
524,Erde::N,jânnam,γη
525,Erde::N,е̄ммьне,γη
526,Staub::N,heblie,σκόνη
527,Staub::N,tsumhtsie,σκόνη
528,Staub::N,dubme,σκόνη
529,Staub::N,dopmu,σκόνη
530,Staub::N,kovjâ,σκόνη
531,Staub::N,põõ´l,σκόνη
532,Staub::N,кэ̄ббьй,σκόνη
533,Rauch::N,soeve,καπνός
534,Rauch::N,suovva,καπνός
535,Rauch::N,suovva,καπνός
536,Rauch::N,suoṿâ,καπνός
537,Rauch::N,suõvv,καπνός
538,Rauch::N,сӯвв,καπνός
539,Funke::N,naestie,σπίθα
540,Funke::N,naestie,σπινθήρας
541,Funke::N,tjuonam,σπίθα
542,Funke::N,tjuonam,σπινθήρας
543,Funke::N,čuotnan,σπίθα
544,Funke::N,čuotnan,σπινθήρας
545,Funke::N,čuođâlm,σπίθα
546,Funke::N,čuođâlm,σπινθήρας
547,Funke::N,iiskâr,σπίθα
548,Funke::N,iiskâr,σπινθήρας
549,Funke::N,čuõzzâm,σπίθα
550,Funke::N,čuõzzâm,σπινθήρας
551,Funke::N,чӯссэм,σπίθα
552,Funke::N,чӯссэм,σπινθήρας
553,Feuer::N,dålle,φωτιά
554,Feuer::N,dållå,φωτιά
555,Feuer::N,dolla,φωτιά
556,Feuer::N,tullâ,φωτιά
557,Feuer::N,toll,φωτιά
558,Feuer::N,то̄лл,φωτιά
559,Licht::N,tjoevke,φως
560,Licht::N,tjuovgga,φως
561,Licht::N,čuovga,φως
562,Licht::N,čuovggas,φως
563,Licht::N,čuoṿâ,φως
564,Licht::N,toll,φως
565,Licht::N,čuõvv,φως
566,Licht::N,то̄лл,φως
567,Schatten::N,skugkie,σκιά
568,Schatten::N,skugkie,ίσκιος
569,Schatten::N,soejvene,σκιά
570,Schatten::N,soejvene,ίσκιος
571,Schatten::N,irkes,σκιά
572,Schatten::N,irkes,ίσκιος
573,Schatten::N,sieges,σκιά
574,Schatten::N,sieges,ίσκιος
575,Schatten::N,itku,σκιά
576,Schatten::N,itku,ίσκιος
577,Schatten::N,suoivâ,σκιά
578,Schatten::N,suoivâ,ίσκιος
579,Schatten::N,õõtt,σκιά
580,Schatten::N,õõtt,ίσκιος
581,Schatten::N,ǩeeu´niǩ,σκιά
582,Schatten::N,ǩeeu´niǩ,ίσκιος
583,Schatten::N,кывьнэхь,σκιά
584,Schatten::N,кывьнэхь,ίσκιος
585,Wetter::N,vïerhtse,καιρός
586,Wetter::N,dálkke,καιρός
587,Wetter::N,dálki,καιρός
588,Wetter::N,šoŋŋâ,καιρός
589,Wetter::N,šõŋŋ,καιρός
590,Wetter::N,шэ̄ӈӈ,καιρός
591,Nebel::N,såavla,ομίχλη
592,Nebel::N,mearhka,ομίχλη
593,Nebel::N,murkko,ομίχλη
594,Nebel::N,mierkká,ομίχλη
595,Nebel::N,mierká,ομίχλη
596,Nebel::N,miär'kká,ομίχλη
597,Nebel::N,oṃo,ομίχλη
598,Nebel::N,sue´lnn,ομίχλη
599,Nebel::N,цӣгк,ομίχλη
600,Nebel::N,сулльн,ομίχλη
601,Wolke::N,balve,σύννεφο
602,Wolke::N,balvva,σύννεφο
603,Wolke::N,balva,σύννεφο
604,Wolke::N,polvâ,σύννεφο
605,Wolke::N,põlvv,σύννεφο
606,Wolke::N,пэллв,σύννεφο
607,Regen::N,ebrie,βροχή
608,Regen::N,harvve,βροχή
609,Regen::N,arvi,βροχή
610,Regen::N,arve,βροχή
611,Regen::N,â´brr,βροχή
612,Regen::N,аббьр,βροχή
613,Schnee::N,lopme,χιόνι
614,Schnee::N,moehtege,χιόνι
615,Schnee::N,muohta,χιόνι
616,Schnee::N,muohta,χιόνι
617,Schnee::N,muotâ,χιόνι
618,Schnee::N,muõtt,χιόνι
619,Schnee::N,вэ̄дз,χιόνι
620,Schnee::N,куэллт,χιόνι
621,Eis::N,jïenge,πάγος
622,Eis::N,jiegŋa,πάγος
623,Eis::N,jiekŋa,πάγος
624,Eis::N,jieŋ̣â,πάγος
625,Eis::N,jiõŋŋ,πάγος
626,Eis::N,ӣӈӈ,πάγος
627,Frost::N,baajkoe,παγωνία
628,Frost::N,tjoasskem,παγωνία
629,Frost::N,buolaš,παγωνία
630,Frost::N,puolâš,παγωνία
631,Frost::N,puõlâš,παγωνία
632,Frost::N,мӯнь,παγωνία
633,Kälte::N,jueskie,κρύο
634,Kälte::N,jueskie,ψύχος
635,Kälte::N,tjåetskeme,κρύο
636,Kälte::N,tjåetskeme,ψύχος
637,Kälte::N,tjoasskem,κρύο
638,Kälte::N,tjoasskem,ψύχος
639,Kälte::N,čoaskin,κρύο
640,Kälte::N,čoaskin,ψύχος
641,Kälte::N,ko'lmâsvuotâ,κρύο
642,Kälte::N,ko'lmâsvuotâ,ψύχος
643,Kälte::N,ijss,κρύο
644,Kälte::N,ijss,ψύχος
645,Kälte::N,čuä´cǩǩem,κρύο
646,Kälte::N,čuä´cǩǩem,ψύχος
647,Kälte::N,tuârggnjõs,κρύο
648,Kälte::N,tuârggnjõs,ψύχος
649,Kälte::N,кэ̄лмас,κρύο
650,Kälte::N,кэ̄лмас,ψύχος
651,Hitze::N,baahke,ζέστη
652,Hitze::N,báhkka,ζέστη
653,Hitze::N,báhkka,ζέστη
654,Hitze::N,pakkâ,ζέστη
655,Hitze::N,kuṃe,ζέστη
656,Hitze::N,paašt,ζέστη
657,Hitze::N,жоарр,ζέστη
658,Raureif::N,jyjse,πάχνη
659,Raureif::N,ridne,πάχνη
660,Raureif::N,goarre,πάχνη
661,Raureif::N,ritni,πάχνη
662,Raureif::N,suhči,πάχνη
663,Raureif::N,riṇe,πάχνη
664,Raureif::N,ай,πάχνη
665,Regenbogen::N,aatjan goengere,ουράνιο τόξο
666,Regenbogen::N,aatjan joekse,ουράνιο τόξο
667,Regenbogen::N,ádjájuoksa,ουράνιο τόξο
668,Regenbogen::N,arvedávgi,ουράνιο τόξο
669,Regenbogen::N,bajándávgi,ουράνιο τόξο
