,Concept_ID,nl,fr
86,Nebel::N,nevel,brouillard
87,Wolke::N,wolk,nuage
88,Regen::N,regen,pluie
89,Schnee::N,sneeuw,neige
90,Eis::N,ijs,glace
91,Frost::N,vorst,gel
92,Frost::N,vorst,gelée
93,Kälte::N,kou,froid
94,Kälte::N,koude,froid
95,Hitze::N,hitte,chaleur
96,Raureif::N,rijp,givre
97,Regenbogen::N,regenboog,arc-en-ciel
98,Donner::N,donder,tonnerre
99,Strömung::N,stroming,courant
100,Tropfen::N,druppel,goutte
101,Schaum::N,schuim,écume
102,Schaum::N,schuim,mousse
103,Schmutz::N,vuil,boue
104,Schmutz::N,vuil,saleté
105,See::N,meer,lac
106,Sumpf::N,moeras,marais
107,Sumpf::N,moeras,marécage
108,Moor::N,veen,tourbière
109,Wiese::N,wei,pré
110,Wiese::N,weide,pré
111,Wald::N,bos,bois
112,Wald::N,bos,forêt
113,Hügel::N,heuvel,coteau
114,Hügel::N,heuvel,colline
115,Anhöhe::N,hoogte,éminence
116,Anhöhe::N,hoogte,élévation
117,Berg::N,berg,mont
118,Berg::N,berg,montagne
119,Gipfel::N,top,cime
120,Gipfel::N,top,sommet
121,Höhle::N,hol,caverne
122,Abhang::N,helling,pente
123,Abhang::N,helling,versant
124,Quelle::N,bron,source
125,Quelle::N,bron,fontaine
126,Bach::N,beek,ruisseau
127,Fluss::N,stroom,fleuve
128,Fluss::N,stroom,rivière
129,Ufer::N,wal,bord
130,Ufer::N,wal,rivage
131,Ufer::N,oever,bord
132,Ufer::N,oever,rivage
133,Küste::N,kust,côte
134,Festland::N,vasteland,terre ferme
135,Meer::N,zee,mer
136,Bucht::N,baai,baie
137,Bucht::N,inham,baie
138,Insel::N,eiland,île
139,Blume::N,bloem,fleur
140,Gras::N,gras,herbe
141,Wurzel::N,wortel,racine
142,Baum::N,boom,arbre
143,Stamm::N,stam,tronc
144,Rinde::N,schors,écorce
145,Ast::N,tak,branche
146,Zweig::N,twijg,rameau
147,Blatt::N,blad,feuille
148,Birke::N,berk,bouleau
149,Kiefer[Baum]::N,den,pin
150,Weide[Baum]::N,wilg,saule
151,Tanne::N,spar,sapin
152,Horn::N,hoorn,corne
153,Feder::N,veer,plume
154,Feder::N,pluim,plume
155,Fell::N,vel,peau
156,Flügel::N,vleugel,aile
157,Klaue::N,klauw,serre
158,Kralle::N,klauw,ongle
159,Kralle::N,klauw,griffe
160,Schwanz::N,staart,queue
161,Ei::N,ei,œuf
162,Nest::N,nest,nid
163,Bau::N,hol,terrier
164,Tier::N,dier,animal
165,Herde::N,kudde,troupeau
166,Kuh::N,koe,vache
167,Bulle::N,stier,taureau
168,Pferd::N,paard,cheval
169,Schaf::N,schaap,mouton
170,Schwein::N,varken,porc
171,Schwein::N,varken,cochon
172,Hund::N,hond,chien
173,Katze::N,kat,chat
174,Bär::N,beer,ours
175,Eichhörnchen::N,eekhoorntje,écureuil
176,Elch::N,eland,élan
177,Fuchs::N,vos,renard
178,Hase::N,haas,lièvre
179,Maus::N,muis,souris
180,Wolf::N,wolf,loup
181,Vogel::N,vogel,oiseau
182,Schwarm::N,zwerm,nuée
183,Schwarm::N,zwerm,volée
184,Huhn::N,kip,poule
185,Huhn::N,hoen,poule
186,Hahn::N,haan,coq
187,Gans::N,gans,oie
188,Adler::N,arend,aigle
189,Ente::N,eend,canard
190,Eule::N,uil,hibou
191,Kranich::N,kraanvogel,grue
192,Krähe::N,kraai,corneille
193,Kuckuck::N,koekoek,coucou
194,Schwan::N,zwaan,cygne
195,Fisch::N,vis,poisson
196,Barsch::N,baars,perche
197,Hecht::N,snoek,brochet
198,Schlange[Tier]::N,slang,serpent
199,Wurm::N,worm,ver
200,Spinne::N,spin,araignée
201,Ameise::N,mier,fourmi
202,Laus::N,luis,pou
203,Mücke::N,mug,moucheron
204,Fliege::N,vlieg,mouche
205,Schmetterling::N,vlinder,papillon
206,Beere::N,bes,baie
207,Apfel::N,appel,pomme
208,Pilz::N,paddestoel,champignon
209,Zwiebel::N,ui,oignon
210,Saat::N,zaad,semence
211,Korn::N,graan,grain
212,Korn::N,korrel,grain
213,Heu::N,hooi,foin
214,Schale::N,schil,pelure
215,Grube::N,kuil,fosse
216,Falle::N,val,piège
217,Schlinge::N,strop,lacs
218,Spur::N,spoor,trace
219,Asche::N,as,cendre
220,Dreck::N,drek,crotte
221,Eisen::N,ijzer,fer
222,Gold::N,goud,or
223,Silber::N,zilver,argent
224,Kohle::N,kool,charbon
225,Glas::N,glas,verre
226,Lehm::N,klei,glaise
227,Sand::N,zand,sable
228,Mensch::N,mens,homme
229,Mann::N,man,homme
230,Frau::N,vrouw,femme
231,Kind::N,kind,enfant
232,Junge::N,jongen,garçon
233,Mädchen::N,meisje,fille
234,Mädchen::N,meisje,jeune fille
235,Familie::N,gezin,famille
236,Familie::N,familie,famille
237,Großvater::N,grootvader,grand-père
238,Großmutter::N,grootmoeder,grand-mère
239,Eltern::N,ouders,parents
240,Vater::N,vader,père
241,Mutter::N,moeder,mère
242,Sohn::N,zoon,fils
243,Tochter::N,dochter,fille
244,Bruder::N,broer,frère
245,Bruder::N,broeder,frère
246,Schwester::N,zus,sœur
247,Schwester::N,zuster,sœur
248,Onkel::N,oom,oncle
249,Tante::N,tante,tante
250,Ehemann::N,echtgenoot,mari
251,Ehemann::N,echtgenoot,époux
252,Ehefrau::N,echtgenote,femme
253,Ehefrau::N,echtgenote,épouse
254,Freude::N,vreugde,joie
255,Freude::N,vreugde,plaisir
256,Gelächter::N,gelach,rires
257,Glück::N,geluk,bonheur
258,Kummer::N,verdriet,peine
259,Kummer::N,verdriet,chagrin
260,Wunsch::N,wens,désir
261,Wunsch::N,verlangen,désir
262,Lust::N,zin,envie
263,Lust::N,lust,envie
264,Geist::N,geest,esprit
265,Gedanke::N,gedachte,idée
266,Gedanke::N,gedachte,pensée
267,Gedächtnis::N,geheugen,mémoire
268,Verstand::N,verstand,raison
269,Sinn::N,betekenis,sens
270,Grund::N,reden,cause
271,Grund::N,reden,raison
272,Wahrheit::N,waarheid,vérité
273,Gespräch::N,gesprek,conversation
274,Märchen::N,sprookje,conte
275,Märchen::N,sprookje,conte de fées
276,Erzählung::N,verhaal,conte
277,Erzählung::N,verhaal,narration
278,Nachricht::N,tijding,message
279,Neuigkeit::N,nieuws,nouvelle
280,Neuigkeit::N,nieuwtje,nouvelle
281,Name::N,naam,nom
282,Rätsel::N,raadsel,énigme
283,Rätsel::N,raadsel,devinette
284,Rede::N,rede,parole
285,Rede::N,rede,discours
286,Sprache::N,taal,langue
287,Sprache::N,taal,langage
288,Stimme::N,stem,voix
289,Wort::N,woord,mot
290,Zeichen::N,teken,signe
291,Ruf::N,roep,cri
292,Ruf::N,roep,appel
293,Lärm::N,lawaai,bruit
294,Laut::N,klank,son
295,Laut::N,geluid,son
296,Ton::N,toon,ton
297,Ton::N,klank,ton
298,Lied::N,lied,chant
299,Lied::N,lied,chanson
300,Ruhe::N,rust,calme
301,Ruhe::N,rust,tranquillité
302,Ruhe::N,stilte,calme
303,Ruhe::N,stilte,tranquillité
304,Leute::N,lui,gens
305,Leute::N,mensen,gens
306,Volk::N,volk,peuple
307,Arbeit::N,werk,travail
308,Arbeit::N,arbeid,travail
309,Gast::N,gast,hôte
310,Gast::N,gast,invité
311,Geschenk::N,cadeau,cadeau
312,Geschenk::N,cadeau,présent
313,Geschenk::N,geschenk,cadeau
314,Geschenk::N,geschenk,présent
315,Spiel::N,spel,jeu
316,Gesellschaft::N,gezelschap,compagnie
317,Hilfe::N,hulp,aide
318,Hilfe::N,hulp,secours
319,Freund::N,vriend,ami
320,Kamerad::N,maat,copain
321,Kamerad::N,maat,camarade
322,Kamerad::N,metgezel,copain
323,Kamerad::N,metgezel,camarade
324,Angelegenheit::N,zaak,affaire
325,Angelegenheit::N,aangelegenheid,affaire
326,Anzahl::N,tal,nombre
327,Anzahl::N,aantal,nombre
328,Art::N,slag,sorte
329,Art::N,slag,espèce
330,Art::N,soort,sorte
331,Art::N,soort,espèce
332,Stück::N,stuk,morceau
333,Teil::N,deel,part
334,Teil::N,deel,partie
335,Hälfte::N,helft,moitié
336,Kreis::N,kring,cercle
337,Kreis::N,cirkel,cercle
338,Kreuz::N,kruis,croix
339,Linie::N,lijn,ligne
340,Strich::N,haal,trait
341,Strich::N,streep,trait
342,Abstand::N,afstand,écart
343,Entfernung::N,afstand,distance
344,Gegend::N,streek,région
345,Gegend::N,streek,contrée
346,Platz::N,ruimte,place
347,Ort::N,oord,lieu
348,Ort::N,oord,endroit
349,Ort::N,plaats,lieu
350,Ort::N,plaats,endroit
351,Seite::N,zij,côté
352,Seite::N,kant,côté
353,Seite::N,zijde,côté
354,Mitte::N,midden,milieu
355,Gegenstand::N,voorwerp,objet
356,Sache::N,zaak,chose
357,Rand::N,rand,bord
358,Rand::N,boord,bord
359,Kante::N,kant,arête
360,Ecke::N,hoek,coin
361,Ecke::N,hoek,tournant
362,Spitze::N,punt,cime
363,Spitze::N,punt,pointe
364,Spitze::N,spits,cime
365,Spitze::N,spits,pointe
366,Ende::N,einde,bout
367,Ende::N,uiteinde,bout
368,Loch::N,gat,trou
369,Winkel::N,hoek,coin
370,Winkel::N,hoek,réduit
371,Muster::N,dessin,dessin
372,Muster::N,patroon,dessin
373,Größe::N,grootte,grandeur
374,Länge::N,lengte,longueur
375,Höhe::N,hoogte,hauteur
376,Höhe::N,hoogte,altitude
377,Gewicht::N,gewicht,poids
378,Menge::N,hoeveelheid,quantité
379,Haufen::N,hoop,tas
380,Reihe::N,rij,file
381,Reihe::N,rij,rangée
382,Reihe::N,reeks,file
383,Reihe::N,reeks,rangée
384,Boot::N,boot,canot
385,Boot::N,boot,bateau
386,Ruder::N,roeiriem,rame
387,Ruder::N,roeiriem,aviron
388,Schlitten::N,slee,traîneau
389,Schlitten::N,slede,traîneau
390,Ski::N,ski,ski
391,Lagerfeuer::N,kampvuur,feu de camp
392,Last::N,last,charge
393,Last::N,last,fardeau
394,Last::N,vracht,charge
395,Last::N,vracht,fardeau
396,Gang::N,wandeling,tour
397,Gang::N,wandeling,marche
398,Schritt::N,stap,pas
399,Schritt::N,schrede,pas
400,Norden::N,noorden,nord
401,Süden::N,zuiden,sud
402,Westen::N,westen,ouest
403,Westen::N,westen,occident
404,Osten::N,oosten,est
405,Osten::N,oosten,orient
406,Holz::N,hout,bois
407,Brett::N,plank,planche
408,Platte::N,plaat,plaque
409,Stütze::N,stut,appui
410,Stütze::N,stut,soutien
411,Stütze::N,steun,appui
412,Stütze::N,steun,soutien
413,Stange::N,stang,barre
414,Stange::N,stang,perche
415,Stock::N,stok,canne
416,Stab::N,staf,bâton
417,Rohr::N,pijp,tube
418,Rohr::N,pijp,tuyau
419,Haus::N,huis,maison
420,Heim::N,tehuis,maison
421,Ofen::N,kachel,poêle
422,Fußboden::N,vloer,plancher
423,Tisch::N,tafel,table
424,Stuhl::N,stoel,chaise
425,Wiege::N,wieg,berceau
426,Bett::N,bed,lit
427,Regal::N,rek,étagère
428,Kiste::N,kist,caisse
429,Fenster::N,raam,fenêtre
430,Fenster::N,venster,fenêtre
431,Tür::N,deur,porte
432,Tor::N,poort,porte
433,Tor::N,poort,portail
434,Zaun::N,omheining,clôture
435,Dach::N,dak,toit
436,Leiter::N,ladder,échelle
437,Besen::N,bezem,balai
438,Spaten::N,schop,bêche
439,Schaufel::N,schep,pelle
440,Gabel::N,vork,fourchette
441,Löffel::N,lepel,cuiller
442,Messer::N,mes,couteau
443,Nagel::N,spijker,clou
444,Netz::N,net,filet
445,Haken::N,haak,croc
446,Haken::N,haak,crochet
447,Griff::N,handvat,prise
448,Griff::N,handvat,manche
449,Schloss::N,slot,serrure
450,Bild::N,beeld,image
451,Bild::N,beeld,tableau
452,Figur::N,figuur,figure
453,Puppe::N,pop,poupée
454,Beutel::N,zak,sac
455,Beutel::N,zak,petit sac
456,Beutel::N,buidel,sac
457,Beutel::N,buidel,petit sac
458,Bündel::N,pak,paquet
459,Bündel::N,pak,faisceau
460,Bündel::N,bundel,paquet
461,Bündel::N,bundel,faisceau
462,Tasche::N,tas,sac
463,Eimer::N,emmer,seau
464,Deckel::N,deksel,couvercle
465,Geschirr::N,vaatwerk,vaisselle
466,Sack::N,zak,sac
467,Tasse::N,kop,tasse
468,Topf::N,pan,pot
469,Topf::N,pan,marmite
470,Kessel::N,ketel,chaudron
471,Essen::N,eten,repas
472,Essen::N,eten,manger
473,Nahrung::N,voedsel,nourriture
474,Speise::N,spijs,plat
475,Fleisch::N,vlees,viande
476,Getreide::N,graan,blé
477,Getreide::N,graan,céréales
478,Brei::N,pap,purée
479,Brei::N,pap,bouillie
480,Brei::N,brij,purée
481,Brei::N,brij,bouillie
482,Brot::N,brood,pain
483,Scheibe::N,plak,tranche
484,Scheibe::N,snede,tranche
485,Fett::N,vet,graisse
486,Butter::N,boter,beurre
487,Öl::N,olie,huile
488,Salz::N,zout,sel
489,Suppe::N,soep,soupe
490,Suppe::N,soep,potage
491,Honig::N,honing,miel
492,Milch::N,melk,lait
493,Tee::N,thee,thé
494,Leder::N,leer,cuir
495,Leder::N,leder,cuir
496,Wolle::N,wol,laine
497,Stoff::N,stof,tissu
498,Stoff::N,stof,étoffe
499,Nadel::N,naald,aiguille
500,Faden::N,draad,fil
501,Knopf::N,knoop,bouton
502,Knoten::N,knoop,nœud
503,Farbe::N,verf,peinture
504,Kleidung::N,kledij,vêtements
505,Kleidung::N,kledij,habillement
506,Kleidung::N,kleding,vêtements
507,Kleidung::N,kleding,habillement
508,Hemd::N,hemd,chemise
509,Kragen::N,kraag,col
510,Ärmel::N,mouw,manche
511,Hose::N,broek,pantalon
512,Hose::N,pantalon,pantalon
513,Gürtel::N,riem,ceinture
514,Gürtel::N,gordel,ceinture
515,Mütze::N,muts,bonnet
516,Mütze::N,muts,casquette
517,Schuh::N,schoen,soulier
518,Schuh::N,schoen,chaussure
519,Stiefel::N,laars,botte
520,Ring::N,ring,bague
521,Band::N,lint,ruban
522,Kamm::N,kam,peigne
523,Spiegel::N,spiegel,glace
524,Spiegel::N,spiegel,miroir
525,Riemen::N,riem,lanière
526,Riemen::N,riem,courroie
527,Schnur::N,koord,corde
528,Schnur::N,koord,ficelle
529,Leine::N,lijn,laisse
530,Decke::N,deken,couverture
531,Kissen::N,kussen,oreiller
532,Tuch::N,doek,drap
533,Tuch::N,doek,fichu
534,Handtuch::N,handdoek,serviette
535,Handtuch::N,handdoek,essuie-mains
536,Kraft::N,kracht,force
537,Stärke::N,sterkte,vigueur
538,Gesundheit::N,gezondheid,santé
539,Krankheit::N,ziekte,maladie
540,Schmerz::N,pijn,douleur
541,Wunde::N,wond,plaie
542,Wunde::N,wond,blessure
543,Fieber::N,koorts,fièvre
544,Arznei::N,medicament,remède
545,Arznei::N,medicament,médecine
546,Arznei::N,geneesmiddel,remède
547,Arznei::N,geneesmiddel,médecine
548,Brücke::N,brug,pont
549,Brunnen::N,put,puits
550,Brunnen::N,bron,puits
551,Weide::N,wei,pâturage
552,Weide::N,weide,pâturage
553,Pfad::N,pad,sentier
554,Weg::N,weg,voie
555,Weg::N,weg,chemin
556,Straße::N,baan,route
557,Straße::N,straat,route
558,Dorf::N,dorp,village
559,Stadt::N,stad,cité
560,Stadt::N,stad,ville
561,Brief::N,brief,lettre
562,Buch::N,boek,livre
563,Buchstabe::N,letter,lettre
564,Buchstabe::N,letter,caractère
565,Zeitung::N,krant,journal
566,Zeitung::N,dagblad,journal
567,Leben::N,leven,vie
568,Tod::N,dood,mort
569,Grab::N,graf,tombe
570,Kirche::N,kerk,église
571,Sünde::N,zonde,péché
572,Gott::N,god,dieu
573,Arbeiter::N,arbeider,ouvrier
574,Arbeiter::N,arbeider,travailleur
575,Chef::N,chef,chef
576,Chef::N,chef,patron
577,Meister::N,meester,maître
578,Arzt::N,arts,médecin
579,Arzt::N,dokter,médecin
580,Lehrer::N,leraar,professeur
581,Lehrer::N,leraar,instituteur
582,Lehrer::N,onderwijzer,professeur
583,Lehrer::N,onderwijzer,instituteur
584,Geld::N,geld,argent
585,Geschäft::N,zaak,affaire
586,Geschäft::N,zaak,commerce
587,Laden::N,winkel,magasin
588,Laden::N,winkel,boutique
589,Preis::N,prijs,prix
590,Ware::N,waar,marchandise
591,Nutzen::N,nut,profit
592,Nutzen::N,voordeel,profit
593,Reichtum::N,rijkdom,richesse
594,Welt::N,wereld,monde
595,Land::N,land,pays
596,Staat::N,staat,État
597,König::N,koning,roi
598,Macht::N,macht,pouvoir
599,Macht::N,macht,puissance
600,Grenze::N,grens,frontière
601,Krieg::N,oorlog,guerre
602,Feind::N,vijand,ennemi
603,Gewalt::N,geweld,violence
604,Kampf::N,strijd,lutte
605,Kampf::N,strijd,combat
606,Kampf::N,gevecht,lutte
607,Kampf::N,gevecht,combat
608,Bogen[Waffe]::N,boog,arc
609,Pfeil::N,pijl,flèche
610,Gewehr::N,geweer,fusil
611,Fehler::N,fout,faute
612,Fehler::N,fout,erreur
613,Lüge::N,leugen,mensonge
614,Schaden::N,schade,dégât
615,Schaden::N,schade,dommage
616,Unglück::N,tegenspoed,malheur
617,Schuld::N,schuld,faute
618,Schuld::N,schuld,culpabilité
619,Alter::N,leeftijd,âge
620,Schluss::N,slot,fin
621,Zeit::N,tijd,temps
622,Tag::N,dag,jour
623,Tag::N,dag,journée
624,Morgen::N,morgen,matin
625,Morgen::N,morgen,matinée
626,Morgen::N,ochtend,matin
627,Morgen::N,ochtend,matinée
628,Mittag::N,middag,midi
629,Abend::N,avond,soir
630,Abend::N,avond,soirée
631,Nacht::N,nacht,nuit
632,Woche::N,week,semaine
633,Monat::N,maand,mois
634,Jahr::N,jaar,an
635,Jahr::N,jaar,année
636,Frühling::N,lente,printemps
637,Frühling::N,voorjaar,printemps
638,Sommer::N,zomer,été
639,Herbst::N,herfst,automne
640,Winter::N,winter,hiver
641,Januar::N,januari,janvier
642,Februar::N,februari,février
643,März::N,maart,mars
644,April::N,april,avril
645,Mai::N,mei,mai
646,Juni::N,juni,juin
647,Juli::N,juli,juillet
648,August::N,augustus,août
649,September::N,september,septembre
650,Oktober::N,oktober,octobre
651,November::N,november,novembre
652,Dezember::N,december,décembre
653,Montag::N,maandag,lundi
654,Dienstag::N,dinsdag,mardi
655,Mittwoch::N,woensdag,mercredi
656,Donnerstag::N,donderdag,jeudi
657,Freitag::N,vrijdag,vendredi
658,Samstag::N,zaterdag,samedi
659,Sonntag::N,zondag,dimanche
660,groß::A,groot,grand
661,klein::A,klein,petit
662,lang::A,lang,long
663,kurz::A,kort,court
664,breit::A,breed,large
665,schmal::A,smal,étroit
666,dicht::A,dicht,dense
667,dick[Gegenstand]::A,dik,épais
668,dünn::A,dun,mince
669,fein::A,fijn,fin
670,fein::A,fijn,menu
671,fest::A,vast,ferme
672,fest::A,vast,solide
673,flach::A,plat,plat
674,glatt::A,glad,poli
675,glatt::A,glad,lisse
676,hart::A,hard,dur
677,weich::A,week,mou
678,rund::A,rond,rond
679,spitz::A,spits,aigu
680,spitz::A,spits,pointu
681,spitz::A,puntig,aigu
682,spitz::A,puntig,pointu
683,scharf::A,scherp,tranchant
684,stumpf::A,stomp,mousse
685,stumpf::A,stomp,émoussé
686,schwer::A,zwaar,lourd
687,schwer::A,zwaar,pesant
688,schön::A,mooi,beau
689,schön::A,fraai,beau
690,heiß::A,heet,chaud
691,heiß::A,heet,très chaud
692,warm::A,warm,chaud
693,kalt::A,koud,froid
694,kühl::A,koel,frais
695,frisch::A,fris,frais
696,feucht::A,vochtig,humide
697,nass::A,nat,mouillé
698,trocken::A,droog,sec
699,voll::A,vol,plein
700,voll::A,vol,rempli
701,leer::A,leeg,vide
702,offen::A,open,ouvert
703,geschlossen::A,gesloten,clos
704,geschlossen::A,gesloten,fermé
705,sauber::A,net,net
706,sauber::A,net,propre
707,sauber::A,schoon,net
708,sauber::A,schoon,propre
709,schmutzig::A,vuil,sale
710,schmutzig::A,vuil,crasseux
711,roh::A,rauw,cru
712,roh::A,rauw,brut
713,reif::A,rijp,mûr
714,lecker::A,lekker,délicieux
715,lecker::A,lekker,appétissant
716,süß::A,zoet,doux
717,bitter::A,bitter,amer
718,sauer::A,zuur,aigre
719,hell::A,licht,clair
720,hell::A,helder,clair
721,dunkel::A,donker,sombre
722,schwarz::A,zwart,noir
723,weiß::A,wit,blanc
724,rot::A,rood,rouge
725,gelb::A,geel,jaune
726,blau::A,blauw,bleu
727,grün::A,groen,vert
728,grau::A,grijs,gris
729,bunt::A,bont,multicolore
730,billig::A,goedkoop,bon marché
731,teuer::A,duur,cher
732,wertvoll::A,kostbaar,précieux
733,wertvoll::A,waardevol,précieux
734,blind::A,blind,aveugle
735,taub::A,doof,sourd
736,kräftig::A,krachtig,fort
737,kräftig::A,krachtig,vigoureux
738,stark::A,sterk,fort
739,stark::A,sterk,puissant
740,schwach::A,zwak,faible
741,fett::A,vet,gras
742,schlank::A,slank,svelte
743,hübsch::A,leuk,joli
744,böse::A,kwaad,mauvais
745,dumm::A,dom,sot
746,dumm::A,dom,bête
747,faul::A,lui,fainéant
748,faul::A,lui,paresseux
749,fleißig::A,vlijtig,appliqué
750,geizig::A,gierig,avare
751,klug::A,slim,intelligent
752,klug::A,schrander,intelligent
753,klug::A,verstandig,intelligent
754,geschickt::A,handig,habile
755,geschickt::A,vaardig,habile
756,lieb::A,lief,cher
757,lieb::A,lief,gentil
758,lustig::A,vrolijk,gai
759,lustig::A,vrolijk,joyeux
760,sanft::A,zacht,doux
761,hungrig::A,hongerig,affamé
762,krank::A,ziek,malade
763,nackt::A,naakt,nu
764,traurig::A,treurig,triste
765,traurig::A,bedroefd,triste
766,lebendig::A,levend,vivant
767,gut::A,goed,bon
768,schlecht::A,slecht,mauvais
769,richtig::A,juist,juste
770,richtig::A,juist,correct
771,schlimm::A,erg,grave
772,schlimm::A,erg,mauvais
773,schlimm::A,kwaad,grave
774,schlimm::A,kwaad,mauvais
775,wahr::A,waar,vrai
776,wahr::A,waar,véritable
777,alt::A,oud,vieux
778,neu::A,nieuw,neuf
779,neu::A,nieuw,nouveau
780,ehemalig::A,voormalig,ancien
781,alt[Lebewesen]::A,oud,âgé
782,alt[Lebewesen]::A,oud,vieux
783,jung::A,jong,jeune
784,arm::A,arm,pauvre
785,reich::A,rijk,riche
786,bekannt::A,bekend,connu
787,berühmt::A,beroemd,fameux
788,berühmt::A,beroemd,célèbre
789,fremd::A,vreemd,étranger
790,verschieden::A,verscheiden,différent
791,verschieden::A,verschillend,différent
792,nah::A,nabij,lié
793,nah::A,nabij,proche
794,nah::A,nabijgelegen,lié
795,nah::A,nabijgelegen,proche
796,fern::A,ver,éloigné
797,fern::A,ver,lointain
798,linker::A,linker,gauche
799,rechter::A,rechter,droit
800,anderer::A,andere,autre
801,erster::A,eerste,premier
802,zweiter::A,tweede,second
803,zweiter::A,tweede,deuxième
804,dritter::A,derde,troisième
805,letzter::A,laatste,dernier
806,allein::ADV,alleen,seul
807,auf einmal::ADV,ineens,à la fois
808,auf einmal::ADV,tegelijk,à la fois
809,zusammen::ADV,samen,ensemble
810,zusammen::ADV,bijeen,ensemble
811,lange::ADV,lang,longtemps
812,plötzlich::ADV,eensklaps,tout à coup
813,plötzlich::ADV,plotsklaps,tout à coup
814,sofort::ADV,terstond,immédiatement
815,sofort::ADV,aanstonds,immédiatement
816,sofort::ADV,onmiddelijk,immédiatement
817,später::ADV,later,plus tard
818,jetzt::ADV,nu,maintenant
819,jetzt::ADV,nou,maintenant
820,jetzt::ADV,thans,maintenant
821,heute::ADV,heden,aujourd'hui
822,heute::ADV,vandaag,aujourd'hui
823,morgen::ADV,morgen,demain
824,bald::ADV,gauw,bientôt
825,bald::ADV,weldra,bientôt
826,dann::ADV,dan,puis
827,dann::ADV,dan,ensuite
828,dann::ADV,toen,puis
829,dann::ADV,toen,ensuite
830,gestern::ADV,gisteren,hier
831,einst::ADV,eens,jadis
832,einst::ADV,eens,autrefois
833,damals::ADV,toen,alors
834,damals::ADV,toen,à l'époque
835,damals::ADV,destijds,alors
836,damals::ADV,destijds,à l'époque
837,danach::ADV,daarna,après
838,danach::ADV,daarna,ensuite
839,vorher::ADV,vooraf,auparavant
840,vorher::ADV,van tevoren,auparavant
841,zuerst::ADV,eerst,d'abord
842,zuerst::ADV,eerst,premièrement
843,zuerst::ADV,het eerst,d'abord
844,zuerst::ADV,het eerst,premièrement
845,einmal::ADV,eens,une fois
846,einmal::ADV,eenmaal,une fois
847,manchmal::ADV,soms,parfois
848,manchmal::ADV,soms,quelquefois
849,oft::ADV,vaak,souvent
850,oft::ADV,dikwijls,souvent
851,immer::ADV,altijd,toujours
852,niemals::ADV,nooit,ne ... jamais
853,hier::ADV,hier,ici
854,hierhin::ADV,hierheen,par ici
855,von hier::ADV,van hier,d'ici
856,von hier::ADV,hiervandaan,d'ici
857,dort::ADV,daar,là
858,dort::ADV,daar,là-bas
859,dort::ADV,ginds,là
860,dort::ADV,ginds,là-bas
