,Concept_ID,ru,nl
360,Ofen::N,печь,kachel
361,Fußboden::N,пол,vloer
362,Tisch::N,стол,tafel
363,Stuhl::N,стул,stoel
364,Wiege::N,колыбель,wieg
365,Bett::N,постель,bed
366,Regal::N,полка,rek
367,Kiste::N,ящик,kist
368,Fenster::N,окно,raam
369,Fenster::N,окно,venster
370,Tür::N,дверь,deur
371,Tor::N,ворота,poort
372,Zaun::N,забор,omheining
373,Dach::N,крыша,dak
374,Leiter::N,лестница,ladder
375,Besen::N,метла,bezem
376,Spaten::N,лопата,schop
377,Schaufel::N,совок,schep
378,Gabel::N,вилка,vork
379,Löffel::N,ложка,lepel
380,Messer::N,нож,mes
381,Nagel::N,гвоздь,spijker
382,Netz::N,сеть,net
383,Haken::N,крюк,haak
384,Griff::N,ручка,handvat
385,Schloss::N,замок,slot
386,Bild::N,картина,beeld
387,Figur::N,фигура,figuur
388,Puppe::N,кукла,pop
389,Beutel::N,мешок,zak
390,Beutel::N,мешок,buidel
391,Bündel::N,связка,pak
392,Bündel::N,связка,bundel
393,Tasche::N,сумка,tas
394,Eimer::N,ведро,emmer
395,Deckel::N,крышка,deksel
396,Geschirr::N,посуда,vaatwerk
397,Sack::N,мешок,zak
398,Tasse::N,чашка,kop
399,Topf::N,кастрюля,pan
400,Kessel::N,котел,ketel
401,Essen::N,еда,eten
402,Nahrung::N,пища,voedsel
403,Speise::N,блюдо,spijs
404,Speise::N,кушанье,spijs
405,Fleisch::N,мясо,vlees
406,Getreide::N,хлеб,graan
407,Brei::N,каша,pap
408,Brei::N,каша,brij
409,Brot::N,хлеб,brood
410,Scheibe::N,ломоть,plak
411,Scheibe::N,ломоть,snede
412,Fett::N,жир,vet
413,Butter::N,масло,boter
414,Öl::N,масло,olie
415,Salz::N,соль,zout
416,Suppe::N,суп,soep
417,Honig::N,мед,honing
418,Milch::N,молоко,melk
419,Tee::N,чай,thee
420,Leder::N,кожа,leer
421,Leder::N,кожа,leder
422,Wolle::N,шерсть,wol
423,Stoff::N,ткань,stof
424,Nadel::N,игла,naald
425,Faden::N,нитка,draad
426,Knopf::N,пуговица,knoop
427,Knoten::N,узел,knoop
428,Farbe::N,краска,verf
429,Kleidung::N,одежда,kledij
430,Kleidung::N,одежда,kleding
431,Hemd::N,рубашка,hemd
432,Kragen::N,воротник,kraag
433,Ärmel::N,рукав,mouw
434,Hose::N,брюки,broek
435,Hose::N,брюки,pantalon
436,Gürtel::N,пояс,riem
437,Gürtel::N,пояс,gordel
438,Mütze::N,шапка,muts
439,Schuh::N,ботинок,schoen
440,Stiefel::N,сапог,laars
441,Ring::N,кольцо,ring
442,Band::N,лента,lint
443,Kamm::N,расческа,kam
444,Spiegel::N,зеркало,spiegel
445,Riemen::N,ремень,riem
446,Schnur::N,веревка,koord
447,Leine::N,поводок,lijn
448,Decke::N,одеяло,deken
449,Kissen::N,подушка,kussen
450,Tuch::N,платок,doek
451,Handtuch::N,полотенце,handdoek
452,Kraft::N,сила,kracht
453,Stärke::N,крепость,sterkte
454,Gesundheit::N,здоровье,gezondheid
455,Krankheit::N,болезнь,ziekte
456,Schmerz::N,боль,pijn
457,Wunde::N,рана,wond
458,Fieber::N,лихорадка,koorts
459,Fieber::N,температура,koorts
460,Arznei::N,лекарство,medicament
461,Arznei::N,лекарство,geneesmiddel
462,Brücke::N,мост,brug
463,Brunnen::N,колодец,put
464,Brunnen::N,колодец,bron
465,Weide::N,пастбище,wei
466,Weide::N,пастбище,weide
467,Pfad::N,тропа,pad
468,Weg::N,путь,weg
469,Weg::N,дорога,weg
470,Straße::N,улица,baan
471,Straße::N,улица,straat
472,Straße::N,дорога,baan
473,Straße::N,дорога,straat
474,Dorf::N,деревня,dorp
475,Stadt::N,город,stad
476,Brief::N,письмо,brief
477,Buch::N,книга,boek
478,Buchstabe::N,буква,letter
479,Zeitung::N,газета,krant
480,Zeitung::N,газета,dagblad
481,Leben::N,жизнь,leven
482,Tod::N,смерть,dood
483,Grab::N,могила,graf
484,Kirche::N,церковь,kerk
485,Sünde::N,грех,zonde
486,Gott::N,бог,god
487,Arbeiter::N,рабочий,arbeider
488,Chef::N,начальник,chef
489,Meister::N,мастер,meester
490,Arzt::N,врач,arts
491,Arzt::N,врач,dokter
492,Lehrer::N,учитель,leraar
493,Lehrer::N,учитель,onderwijzer
494,Geld::N,деньги,geld
495,Geschäft::N,занятие,zaak
496,Laden::N,магазин,winkel
497,Preis::N,цена,prijs
498,Ware::N,товар,waar
499,Nutzen::N,выгода,nut
500,Nutzen::N,выгода,voordeel
501,Reichtum::N,богатство,rijkdom
502,Welt::N,мир,wereld
503,Land::N,страна,land
504,Staat::N,государство,staat
505,König::N,король,koning
506,Macht::N,власть,macht
507,Grenze::N,граница,grens
508,Krieg::N,война,oorlog
509,Feind::N,враг,vijand
510,Gewalt::N,насилие,geweld
511,Kampf::N,борьба,strijd
512,Kampf::N,борьба,gevecht
513,Bogen[Waffe]::N,лук,boog
514,Pfeil::N,стрела,pijl
515,Gewehr::N,ружье,geweer
516,Fehler::N,ошибка,fout
517,Lüge::N,ложь,leugen
518,Schaden::N,вред,schade
519,Unglück::N,беда,tegenspoed
520,Schuld::N,вина,schuld
521,Alter::N,возраст,leeftijd
522,Schluss::N,окончание,slot
523,Zeit::N,время,tijd
524,Tag::N,день,dag
525,Morgen::N,утро,morgen
526,Morgen::N,утро,ochtend
527,Mittag::N,полдень,middag
528,Abend::N,вечер,avond
529,Nacht::N,ночь,nacht
530,Woche::N,неделя,week
531,Monat::N,месяц,maand
532,Jahr::N,год,jaar
533,Frühling::N,весна,lente
534,Frühling::N,весна,voorjaar
535,Sommer::N,лето,zomer
536,Herbst::N,осень,herfst
537,Winter::N,зима,winter
538,Januar::N,январь,januari
539,Februar::N,февраль,februari
540,März::N,март,maart
541,April::N,апрель,april
542,Mai::N,май,mei
543,Juni::N,июнь,juni
544,Juli::N,июль,juli
545,August::N,август,augustus
546,September::N,сентябрь,september
547,Oktober::N,октябрь,oktober
548,November::N,ноябрь,november
549,Dezember::N,декабрь,december
550,Montag::N,понедельник,maandag
551,Dienstag::N,вторник,dinsdag
552,Mittwoch::N,среда,woensdag
553,Donnerstag::N,четверг,donderdag
554,Freitag::N,пятница,vrijdag
555,Samstag::N,суббота,zaterdag
556,Sonntag::N,воскресенье,zondag
557,groß::A,большой,groot
558,klein::A,маленький,klein
559,lang::A,длинный,lang
560,kurz::A,короткий,kort
561,breit::A,широкий,breed
562,schmal::A,узкий,smal
563,dicht::A,густой,dicht
564,dick[Gegenstand]::A,толстый,dik
565,dünn::A,тонкий,dun
566,fein::A,тонкий,fijn
567,fest::A,крепкий,vast
568,flach::A,плоский,plat
569,glatt::A,гладкий,glad
570,hart::A,твердый,hard
571,weich::A,мягкий,week
572,rund::A,круглый,rond
573,spitz::A,остроконечный,spits
574,spitz::A,остроконечный,puntig
575,scharf::A,острый,scherp
576,stumpf::A,тупой,stomp
577,schwer::A,тяжелый,zwaar
578,schön::A,красивый,mooi
579,schön::A,красивый,fraai
580,heiß::A,жаркий,heet
581,warm::A,теплый,warm
582,kalt::A,холодный,koud
583,kühl::A,прохладный,koel
584,frisch::A,свежий,fris
585,feucht::A,влажный,vochtig
586,nass::A,мокрый,nat
587,trocken::A,сухой,droog
588,voll::A,полный,vol
589,voll::A,наполненный,vol
590,leer::A,пустой,leeg
591,offen::A,открытый,open
592,geschlossen::A,закрытый,gesloten
593,sauber::A,чистый,net
594,sauber::A,чистый,schoon
595,schmutzig::A,грязный,vuil
596,roh::A,сырой,rauw
597,reif::A,зрелый,rijp
598,lecker::A,вкусный,lekker
599,süß::A,сладкий,zoet
600,bitter::A,горький,bitter
601,sauer::A,кислый,zuur
602,hell::A,светлый,licht
603,hell::A,светлый,helder
604,dunkel::A,темный,donker
605,schwarz::A,черный,zwart
606,weiß::A,белый,wit
607,rot::A,красный,rood
608,gelb::A,желтый,geel
609,blau::A,синий,blauw
610,grün::A,зеленый,groen
611,grau::A,серый,grijs
612,bunt::A,пестрый,bont
613,billig::A,дешевый,goedkoop
614,teuer::A,дорогой,duur
615,wertvoll::A,ценный,kostbaar
616,wertvoll::A,ценный,waardevol
617,blind::A,слепой,blind
618,taub::A,глухой,doof
619,kräftig::A,могучий,krachtig
620,stark::A,сильный,sterk
621,schwach::A,слабый,zwak
622,fett::A,жирный,vet
623,schlank::A,стройный,slank
624,hübsch::A,прелестный,leuk
625,böse::A,злой,kwaad
626,dumm::A,глупый,dom
627,faul::A,ленивый,lui
628,fleißig::A,прилежный,vlijtig
629,geizig::A,жадный,gierig
630,klug::A,умный,slim
631,klug::A,умный,schrander
632,klug::A,умный,verstandig
633,geschickt::A,искусный,handig
634,geschickt::A,искусный,vaardig
635,lieb::A,милый,lief
636,lustig::A,веселый,vrolijk
637,sanft::A,нежный,zacht
638,hungrig::A,голодный,hongerig
639,krank::A,больной,ziek
640,nackt::A,голый,naakt
641,traurig::A,грустный,treurig
642,traurig::A,грустный,bedroefd
643,lebendig::A,живой,levend
644,gut::A,хороший,goed
645,schlecht::A,плохой,slecht
646,richtig::A,правильный,juist
647,schlimm::A,отвратительный,erg
648,schlimm::A,отвратительный,kwaad
649,schlimm::A,мерзкий,erg
650,schlimm::A,мерзкий,kwaad
651,wahr::A,настоящий,waar
652,alt::A,старый,oud
653,neu::A,новый,nieuw
654,ehemalig::A,бывший,voormalig
655,alt[Lebewesen]::A,пожилой,oud
656,jung::A,молодой,jong
657,arm::A,бедный,arm
658,reich::A,богатый,rijk
659,bekannt::A,знакомый,bekend
660,berühmt::A,знаменитый,beroemd
661,fremd::A,чужой,vreemd
662,verschieden::A,разный,verscheiden
663,verschieden::A,разный,verschillend
664,nah::A,близкий,nabij
665,nah::A,близкий,nabijgelegen
666,fern::A,далекий,ver
667,linker::A,левый,linker
668,rechter::A,правый,rechter
669,anderer::A,другой,andere
670,erster::A,первый,eerste
671,zweiter::A,второй,tweede
672,dritter::A,третий,derde
673,letzter::A,последний,laatste
674,allein::ADV,один,alleen
675,auf einmal::ADV,сразу,ineens
676,auf einmal::ADV,сразу,tegelijk
677,zusammen::ADV,вместе,samen
678,zusammen::ADV,вместе,bijeen
679,lange::ADV,долго,lang
680,plötzlich::ADV,вдруг,eensklaps
681,plötzlich::ADV,вдруг,plotsklaps
682,sofort::ADV,тотчас,terstond
683,sofort::ADV,тотчас,aanstonds
684,sofort::ADV,тотчас,onmiddelijk
685,später::ADV,позже,later
686,jetzt::ADV,сейчас,nu
687,jetzt::ADV,сейчас,nou
688,jetzt::ADV,сейчас,thans
689,heute::ADV,сегодня,heden
690,heute::ADV,сегодня,vandaag
691,morgen::ADV,завтра,morgen
692,bald::ADV,скоро,gauw
693,bald::ADV,скоро,weldra
694,dann::ADV,потом,dan
695,dann::ADV,потом,toen
696,gestern::ADV,вчера,gisteren
697,einst::ADV,однажды,eens
698,damals::ADV,тогда,toen
699,damals::ADV,тогда,destijds
700,danach::ADV,затем,daarna
701,vorher::ADV,раньше,vooraf
702,vorher::ADV,раньше,van tevoren
703,zuerst::ADV,сперва,eerst
704,zuerst::ADV,сперва,het eerst
705,einmal::ADV,раз,eens
706,einmal::ADV,раз,eenmaal
707,manchmal::ADV,иногда,soms
708,oft::ADV,часто,vaak
709,oft::ADV,часто,dikwijls
710,immer::ADV,всегда,altijd
711,niemals::ADV,никогда,nooit
712,hier::ADV,здесь,hier
713,hierhin::ADV,сюда,hierheen
714,von hier::ADV,отсюда,van hier
715,von hier::ADV,отсюда,hiervandaan
716,dort::ADV,там,daar
717,dort::ADV,там,ginds
718,dorthin::ADV,туда,daarheen
719,geradeaus::ADV,прямо,rechtuit
720,geradeaus::ADV,прямо,rechtdoor
721,vorwärts::ADV,вперед,vooruit
722,vorwärts::ADV,вперед,voorwaarts
723,rückwärts::ADV,назад,achteruit
724,rückwärts::ADV,назад,achterwaarts
725,zurück::ADV,обратно,terug
726,unten::ADV,внизу,beneden
727,unten::ADV,внизу,onderaan
728,hinab::ADV,вниз,omlaag
729,hinab::ADV,вниз,naar beneden
730,oben::ADV,наверху,boven
731,hinauf::ADV,вверх,omhoog
732,hinauf::ADV,вверх,naar boven
733,überall::ADV,везде,alom
734,überall::ADV,везде,overal
735,nicht::ADV,не,niet
736,ein wenig::ADV,немного,wat
737,kaum::ADV,едва,amper
738,kaum::ADV,едва,nauwelijks
739,sehr::ADV,очень,erg
740,sehr::ADV,очень,zeer
741,so::ADV,так,zo
742,noch::ADV,еще,nog
743,nur::ADV,только,maar
744,nur::ADV,только,alleen
745,schon::ADV,уже,al
746,schon::ADV,уже,reeds
747,wieder::ADV,опять,weer
748,wieder::ADV,опять,terug
749,vergebens::ADV,напрасно,vergeefs
750,vergebens::ADV,напрасно,tevergeefs
751,vor::PRP,перед,voor
752,hinter::PRP,за,achter
753,hinter::PRP,позади,achter
754,unter::PRP,под,onder
755,unter::PRP,под,beneden
756,durch::PRP,сквозь,door
757,neben::PRP,возле,naast
758,zwischen::PRP,между,tussen
759,wegen::PRP,из-за,wegens
760,wegen::PRP,из-за,vanwege
761,dies::PRN,это,dit
762,das::PRN,то,dat
763,alles::PRN,все,alles
764,ich::PRN,я,ik
765,du::PRN,ты,je
766,du::PRN,ты,jij
767,er::PRN,он,hij
768,wir::PRN,мы,we
769,wir::PRN,мы,wij
770,ihr::PRN,вы,jullie
771,sie::PRN,они,ze
772,sie::PRN,они,zij
773,was::FPRN,что,wat
774,wer::FPRN,кто,wie
775,wo::FADV,где,waar
776,wohin::FADV,куда,waarheen
777,wie::FADV,как,hoe
778,warum::FADV,почему,waarom
779,wieviel::FNUM,сколько,hoeveel
780,eins::NUM,один,één
781,zwei::NUM,два,twee
782,drei::NUM,три,drie
783,vier::NUM,четыре,vier
784,fünf::NUM,пять,vijf
785,sechs::NUM,шесть,zes
786,sieben::NUM,семь,zeven
787,acht::NUM,восемь,acht
788,neun::NUM,девять,negen
789,zehn::NUM,десять,tien
790,elf::NUM,одиннадцать,elf
791,zwölf::NUM,двенадцать,twaalf
792,zwanzig::NUM,двадцать,twintig
793,dreißig::NUM,тридцать,dertig
794,vierzig::NUM,сорок,veertig
795,fünfzig::NUM,пятьдесят,vijftig
796,sechzig::NUM,шестьдесят,zestig
797,siebzig::NUM,семьдесят,zeventig
798,achtzig::NUM,восемьдесят,tachtig
799,neunzig::NUM,девяносто,negentig
800,hundert::NUM,сто,honderd
801,tausend::NUM,тысяча,duizend
802,und::CNJ,и,en
803,oder::CNJ,или,of
804,oder::CNJ,либо,of
805,stehen::V,стоять,staan
806,sitzen::V,сидеть,zitten
807,liegen::V,лежать,liggen
808,hängen::V,висеть,hangen
809,werden::V,стать,worden
810,passieren::V,случиться,gebeuren
811,beginnen::V,начаться,beginnen
812,enden::V,кончиться,eindigen
813,wechseln::V,меняться,wijzigen
814,wechseln::V,меняться,veranderen
815,aufgehen[Sonne]::V,взойти,opgaan
816,untergehen[Sonne]::V,зайти,ondergaan
817,scheinen[Sonne]::V,светить,schijnen
818,donnern::V,греметь,donderen
819,wehen::V,дуть,waaien
820,strömen::V,литься,stromen
821,fließen::V,течь,vloeien
822,sich drehen::V,вращаться,draaien
823,sich drehen::V,вращаться,zich draaien
824,schwanken::V,колебаться,wankelen
825,schwingen::V,качаться,zwieren
826,fallen::V,падать,vallen
827,brennen::V,гореть,branden
828,rauchen::V,дымить,roken
829,regnen::V,дождить,regenen
830,gefrieren::V,замерзнуть,bevriezen
831,tauen::V,таять,dooien
832,schmelzen::V,плавиться,smelten
833,trocknen::V,сохнуть,drogen
834,sieden::V,кипеть,koken
835,sieden::V,кипеть,zieden
836,faulen::V,гнить,rotten
837,verfaulen::V,сгнить,verrotten
838,reißen::V,рваться,scheuren
839,versinken::V,тонуть,verzinken
840,vergehen::V,проходить,vergaan
841,erscheinen::V,появиться,opdagen
842,erscheinen::V,появиться,verschijnen
843,verschwinden::V,исчезнуть,verdwijnen
844,sinken::V,спадать,zinken
845,abnehmen::V,уменьшиться,afnemen
846,abnehmen::V,уменьшиться,verminderen
847,zunehmen::V,увеличиваться,toenemen
848,steigen::V,подниматься,stijgen
849,steigen::V,подниматься,omhooggaan
850,wachsen::V,расти,groeien
851,glänzen::V,блестеть,glanzen
852,glänzen::V,блестеть,schitteren
