,Concept_ID,mdf,sv
212,Apfel::N,марь,äpple
213,Pilz::N,панга,svamp
214,Zwiebel::N,шурьхкя́,lök
215,Saat::N,видьмот,sådd
216,Korn::N,сёра,korn
217,Heu::N,тише,hö
218,Schale::N,кедь,skal
219,Grube::N,лотка,grop
220,Falle::N,туфкс,fälla
221,Falle::N,кунда́ма,fälla
222,Schlinge::N,килькш,snara
223,Spur::N,пильгоки́,spår
224,Asche::N,кулу,aska
225,Dreck::N,ърда́з,lort
226,Eisen::N,кшни,järn
227,Gold::N,ока,guld
228,Gold::N,золота,guld
229,Silber::N,сия́,silver
230,Kohle::N,седь,kol
231,Kohle::N,седьвальмя,kol
232,Glas::N,кля́нцек,glas
233,Lehm::N,сёвонь,lera
234,Sand::N,шува́р,sand
235,Mensch::N,ломань,människa
236,Mann::N,аля,man
237,Mann::N,цёраломань,man
238,Frau::N,ава,kvinna
239,Kind::N,идь,barn
240,Kind::N,шаба,barn
241,Junge::N,цёраня,pojke
242,Mädchen::N,стирня́,flicka
243,Familie::N,тнал,familj
244,Familie::N,семья,familj
245,Großvater::N,атя,morfar
246,Großvater::N,щя́тя,morfar
247,Großmutter::N,баба,farmor
248,Eltern::N,тя́дят-а́лят,föräldrar
249,Vater::N,аля,far
250,Mutter::N,ава,mor
251,Mutter::N,тядя,mor
252,Sohn::N,цёра,son
253,Tochter::N,стирь,dotter
254,Bruder::N,дуган,bror
255,Bruder::N,пяльне,bror
256,Schwester::N,ака,syster
257,Schwester::N,сазор,syster
258,Onkel::N,оця,morbror
259,Onkel::N,патя,morbror
260,Onkel::N,щеня́,morbror
261,Tante::N,ака,tant
262,Tante::N,щака,tant
263,Ehemann::N,мирде,äkta man
264,Ehefrau::N,ърьвя́,hustru
265,Freude::N,ке́нярдема,fröjd
266,Freude::N,ке́нярдема,glädje
267,Gelächter::N,рахсема,åtlöje
268,Glück::N,паваз,lycka
269,Kummer::N,ризф,sorg
270,Kummer::N,пичефкс,sorg
271,Wunsch::N,мяль,önskan
272,Wunsch::N,таколдома,önskan
273,Lust::N,таколдома,lust
274,Geist::N,вайме,ande
275,Gedanke::N,мяль,tanke
276,Gedächtnis::N,прявий,minne
277,Verstand::N,прявий,förstånd
278,Sinn::N,ён,mening
279,Sinn::N,ён,betydelse
280,Grund::N,туфта́л,skäl
281,Grund::N,туфта́л,grund
282,Wahrheit::N,ви́де,sanning
283,Wahrheit::N,видеши́,sanning
284,Gespräch::N,корхтама,samtal
285,Märchen::N,ёфкс,saga
286,Erzählung::N,азкс,berättelse
287,Nachricht::N,куля́,meddelande
288,Neuigkeit::N,куля́,nyhet
289,Name::N,лем,namn
290,Rätsel::N,со́дама ёфкс,gåta
291,Rede::N,вал,tal
292,Rede::N,корхтама,tal
293,Sprache::N,кяль,språk
294,Stimme::N,вайгяль,stämma
295,Wort::N,вал,ord
296,Zeichen::N,тя́ште,tecken
297,Zeichen::N,тя́штькс,tecken
298,Ruf::N,тердема,rop
299,Lärm::N,гайф,bråk
300,Lärm::N,гайф,oväsen
301,Lärm::N,жалакодома,bråk
302,Lärm::N,жалакодома,oväsen
303,Laut::N,вайгяль,ljud
304,Ton::N,вайгяль,ton
305,Lied::N,мора,sång
306,Ruhe::N,сетьме,ro
307,Ruhe::N,сетьме,lugn
308,Leute::N,ломатть,folk
309,Volk::N,наро́д,folk
310,Arbeit::N,тев,arbete
311,Gast::N,и́нжи,gäst
312,Gast::N,ко́нак,gäst
313,Geschenk::N,казне,gåva
314,Geschenk::N,казне,present
315,Spiel::N,налхкома,lek
316,Spiel::N,налхкома,spel
317,Spiel::N,налхксема,lek
318,Spiel::N,налхксема,spel
319,Gesellschaft::N,кружок,sällskap
320,Hilfe::N,лездома,hjälp
321,Freund::N,я́лга,vän
322,Kamerad::N,я́лга,kamrat
323,Angelegenheit::N,тев,ärende
324,Angelegenheit::N,тев,angelägenhet
325,Anzahl::N,лувкс,antal
326,Art::N,вид,art
327,Art::N,вид,slag
328,Stück::N,пакш,stycke
329,Teil::N,часть,del
330,Teil::N,пялькс,del
331,Hälfte::N,пяле,halva
332,Kreis::N,шаркс,krets
333,Kreis::N,шаркс,cirkel
334,Kreuz::N,крёз,kors
335,Kreuz::N,крёз,kryss
336,Linie::N,межа,linje
337,Linie::N,китькс,linje
338,Strich::N,межа,streck
339,Abstand::N,ётка,avstånd
340,Entfernung::N,ётка,avstånd
341,Gegend::N,ва́ста,trakt
342,Gegend::N,перьфпя́ль,trakt
343,Platz::N,ва́ста,plats
344,Ort::N,ва́ста,plats
345,Ort::N,ва́ста,ställe
346,Seite::N,пяле,sida
347,Mitte::N,кучка́,mitt
348,Gegenstand::N,веща,föremål
349,Sache::N,тев,sak
350,Sache::N,веща,sak
351,Rand::N,пе,rand
352,Kante::N,и́рдез,kant
353,Ecke::N,ужа,vrå
354,Ecke::N,ужа,hörn
355,Spitze::N,пря,spets
356,Ende::N,пе,ända
357,Loch::N,варя,hål
358,Winkel::N,ужа,vinkel
359,Muster::N,сёрма,mönster
360,Größe::N,серь,storlek
361,Länge::N,кува́лма,längd
362,Höhe::N,серь,höjd
363,Gewicht::N,сталма,tyngd
364,Menge::N,лувкс,mängd
365,Haufen::N,мар,hög
366,Reihe::N,ряд,rad
367,Boot::N,венеж,båt
368,Ruder::N,миле,åra
369,Schlitten::N,ну́рда,släde
370,Ski::N,сокс,skida
371,Lagerfeuer::N,то́лмар,lägereld
372,Last::N,канкс,last
373,Last::N,канкс,börda
374,Last::N,сталма,last
375,Last::N,сталма,börda
376,Gang::N,молема,gång
377,Schritt::N,аськолкс,steg
378,Norden::N,якшама шире,norr
379,Süden::N,ля́мбе ши́ре,söder
380,Westen::N,ши валгома шире,väster
381,Osten::N,шинь стяма шире,öster
382,Holz::N,вирь,trä
383,Holz::N,шуфта,trä
384,Brett::N,лавця,bräda
385,Platte::N,плита́,platta
386,Stütze::N,неже,stöd
387,Stütze::N,неже,stötta
388,Stange::N,олга,stång
389,Stock::N,байдек,käpp
390,Stock::N,байдек,pinne
391,Stab::N,олгоня,stav
392,Rohr::N,турама,rör
393,Haus::N,куд,hus
394,Heim::N,куд,hem
395,Ofen::N,пянакуд,ugn
396,Fußboden::N,кия́кс,golv
397,Tisch::N,шра,bord
398,Tisch::N,моркш,bord
399,Stuhl::N,стул,stol
400,Wiege::N,нюря́м,vagga
401,Bett::N,ацам,säng
402,Regal::N,лавцяланга,hylla
403,Kiste::N,парга,låda
404,Fenster::N,валмья,fönster
405,Tür::N,кенкш,dörr
406,Tor::N,ортат,port
407,Zaun::N,перяфкс,staket
408,Zaun::N,перяфкс,stängsel
409,Dach::N,кудпря,tak
410,Leiter::N,куцема,stege
411,Besen::N,тяльме,kvast
412,Spaten::N,ка́йме,spade
413,Schaufel::N,ко́поня,skovel
414,Schaufel::N,ко́поня,skyffel
415,Schaufel::N,ця́рдом,skovel
416,Schaufel::N,ця́рдом,skyffel
417,Gabel::N,ця́нгоня,gaffel
418,Löffel::N,куцю,sked
419,Messer::N,пеель,kniv
420,Nagel::N,эска,spik
421,Haken::N,кя́чказ,krok
422,Griff::N,недь,tag
423,Griff::N,недь,handtag
424,Griff::N,кунда́мка,tag
425,Griff::N,кунда́мка,handtag
426,Schloss::N,замо́к,las
427,Bild::N,карти́на,bild
428,Figur::N,ронга-понда,figur
429,Puppe::N,ня́ка,docka
430,Beutel::N,кяскав,påse
431,Bündel::N,кярьме,bunt
432,Bündel::N,кярьме,knippa
433,Tasche::N,кошяльня,väska
434,Eimer::N,ве́дарка,hink
435,Eimer::N,ве́дарка,ämbar
436,Deckel::N,тавадкс,lock
437,Deckel::N,вельхкс,lock
438,Geschirr::N,кядьге,servis
439,Geschirr::N,кядьге,porslin
440,Sack::N,кяскав,säck
441,Tasse::N,ша́ваня,kopp
442,Topf::N,кавозь,gryta
443,Topf::N,кавозь,kastrull
444,Kessel::N,сргавозь,kittel
445,Essen::N,ярхцама,mål
446,Nahrung::N,ярхцампяль,näring
447,Speise::N,ярхцама,maträtt
448,Fleisch::N,пал,kött
449,Fleisch::N,сиволь,kött
450,Getreide::N,сёра,säd
451,Getreide::N,сёра,spannmål
452,Brei::N,ям,gröt
453,Brot::N,кши,bröd
454,Scheibe::N,кочам,skiva
455,Fett::N,куя́,fett
456,Butter::N,вай,smör
457,Öl::N,вай,olja
458,Salz::N,сал,salt
459,Suppe::N,шонгарям,soppa
460,Suppe::N,коршампяль,soppa
461,Honig::N,медь,honung
462,Milch::N,лофца,mjölk
463,Tee::N,чай,te
464,Leder::N,кедь,läder
465,Wolle::N,пона,ull
466,Wolle::N,пона,ylle
467,Stoff::N,котф,tyg
468,Stoff::N,котф,stoff
469,Nadel::N,салмокс,nål
470,Faden::N,сюре,tråd
471,Knopf::N,пуня,knapp
472,Knoten::N,сюлма,knut
473,Farbe::N,архтомбяль,färg
474,Kleidung::N,щам,klädsel
475,Hemd::N,па́нар,skjorta
476,Kragen::N,сиве,krage
477,Ärmel::N,ожа,ärm
478,Hose::N,понкст,byxor
479,Gürtel::N,каркс,bälte
480,Mütze::N,вазь,mössa
481,Schuh::N,башма́к,sko
482,Stiefel::N,кя́ме,stövel
483,Ring::N,суркс,ring
484,Band::N,керькс,band
485,Band::N,лента,band
486,Kamm::N,сюрьхцем,kam
487,Spiegel::N,ванома,spegel
488,Riemen::N,шнань каркс,rem
489,Schnur::N,пикс,snöre
490,Schnur::N,карькскя,snöre
491,Leine::N,вядьме,lina
492,Decke::N,вельхкс,täcke
493,Kissen::N,тоду,dyna
494,Kissen::N,тоду,kudde
495,Tuch::N,руця́,sjal
496,Handtuch::N,на́рдама,handduk
497,Kraft::N,вий,kraft
498,Stärke::N,вииши,styrka
499,Gesundheit::N,шумбраши́,hälsa
500,Krankheit::N,урма́,sjukdom
501,Krankheit::N,сярядема,sjukdom
502,Schmerz::N,маряма,smärta
503,Wunde::N,керф,sår
504,Fieber::N,маштыкс,feber
505,Arznei::N,надо́бья,medicin
506,Arznei::N,надо́бья,läkemedel
507,Arznei::N,пъчка́фтома,medicin
508,Arznei::N,пъчка́фтома,läkemedel
509,Brücke::N,седь,bro
510,Brunnen::N,эши,brunn
511,Weide::N,ванома васта,bete
512,Pfad::N,ян,stig
513,Pfad::N,киня́,stig
514,Weg::N,ки,väg
515,Straße::N,ки,gata
516,Dorf::N,веле,by
517,Stadt::N,ош,stad
518,Brief::N,сёрма,brev
519,Buch::N,книга,bok
520,Buchstabe::N,бу́ква,bokstav
521,Zeitung::N,газе́та,tidning
522,Leben::N,эряф,liv
523,Leben::N,эряма,liv
524,Tod::N,кулома́,död
525,Grab::N,калма,grav
526,Kirche::N,це́рькав,kyrka
527,Sünde::N,пежеть,synd
528,Sünde::N,муворкс,synd
529,Gott::N,шкай,gud
530,Arbeiter::N,трудендай,arbetare
531,Arbeiter::N,работник,arbetare
532,Chef::N,азор,chef
533,Chef::N,оцюня,chef
534,Meister::N,мастяр,mästare
535,Arzt::N,врач,läkare
536,Arzt::N,доктор,läkare
537,Lehrer::N,учи́тель,lärare
538,Geld::N,ярмакт,pengar
539,Geschäft::N,ладяфкс,rörelse
540,Geschäft::N,ладяф тев,rörelse
541,Laden::N,ла́вка,affär
542,Preis::N,питне,pris
543,Ware::N,миф,vara
544,Ware::N,ра́маф,vara
545,Nutzen::N,пара,gagn
546,Nutzen::N,пара,nytta
547,Nutzen::N,лезкс,gagn
548,Nutzen::N,лезкс,nytta
549,Reichtum::N,ко́зяши,rikedom
550,Welt::N,свет,värld
551,Land::N,мастор,land
552,Staat::N,государства,stat
553,König::N,король,kung
554,König::N,король,konung
555,Macht::N,азорондама,makt
556,Macht::N,азорксши,makt
557,Grenze::N,ёткаян,gräns
558,Krieg::N,война́,krig
559,Feind::N,душман,fiende
560,Feind::N,каршек тюри,fiende
561,Gewalt::N,наругама,våld
562,Kampf::N,тюрема́,kamp
563,Kampf::N,тюрема́,strid
564,Bogen[Waffe]::N,нал,båge
565,Pfeil::N,нал,pil
566,Gewehr::N,винто́вка,gevär
567,Fehler::N,эльбядькс,fel
568,Lüge::N,васькафнема,lögn
569,Schaden::N,зия́н,skada
570,Unglück::N,зия́н,otur
571,Unglück::N,зия́н,olycka
572,Schuld::N,муворши,skuld
573,Alter::N,эряф кизот,ålder
574,Alter::N,эряфонь пинге,ålder
575,Schluss::N,пе,slut
576,Zeit::N,пинге,tid
577,Tag::N,ши,dag
578,Morgen::N,шобдава,morgon
579,Mittag::N,шикучка,middag
580,Abend::N,иля́дь,kväll
581,Nacht::N,ве,natt
582,Woche::N,недя́ля,vecka
583,Monat::N,ков,månad
584,Jahr::N,киза,år
585,Frühling::N,тунда́,vår
586,Sommer::N,киза,sommar
587,Herbst::N,сёксе,höst
588,Winter::N,тяла,vinter
589,Januar::N,кельмеков,januari
590,Februar::N,уфайков,februari
591,März::N,марайков,mars
592,April::N,шудиков,april
593,Mai::N,панжиков,maj
594,Juni::N,лямбеков,juni
595,Juli::N,псиков,juli
596,August::N,сёроньков,augusti
597,September::N,тюжягов,september
598,Oktober::N,кельмазаков,oktober
599,November::N,эйндамков,november
600,Dezember::N,кучкаков,december
601,Montag::N,одговши,måndag
602,Dienstag::N,ша́вши,tisdag
603,Mittwoch::N,вержи,onsdag
604,Donnerstag::N,шува́ланя,torsdag
605,Freitag::N,пя́денця,fredag
606,Samstag::N,ёткши,lördag
607,Sonntag::N,таргоши,söndag
608,groß::A,оцю,stor
609,klein::A,ёмла,liten
610,lang::A,кува́ка,lång
611,kurz::A,нюрьхкя́ня,kort
612,breit::A,кели,bred
613,schmal::A,тяйня,smal
614,dicht::A,сиде,tät
615,dicht::A,туста,tät
616,dick[Gegenstand]::A,эчке,tjock
617,dünn::A,шува́ня,tunn
618,fein::A,шува́ня,fin
619,fest::A,кеме,fast
620,flach::A,лапш,platt
621,glatt::A,вадяв,glatt
622,glatt::A,такор,glatt
623,hart::A,калгода,hård
624,weich::A,ляпе,mjuk
625,rund::A,кру́глай,rund
626,spitz::A,ботаз,toppig
627,spitz::A,ботаз,spetsig
628,spitz::A,оржа,toppig
629,spitz::A,оржа,spetsig
630,scharf::A,оржа,vass
631,scharf::A,оржа,skarp
632,stumpf::A,ношка,slö
633,schwer::A,стака,tung
634,schön::A,мазы,skön
635,schön::A,мазы,vacker
636,heiß::A,пси,het
637,warm::A,лямбе,varm
638,kalt::A,кельме,kall
639,kühl::A,эше,sval
640,kühl::A,эше,kylig
641,frisch::A,свежай,färsk
642,feucht::A,летьке,fuktig
643,nass::A,начка,våt
644,trocken::A,коське,torr
645,voll::A,пяшксе,full
646,leer::A,шава,tom
647,offen::A,панжада,öppen
648,offen::A,виде,öppen
649,geschlossen::A,пякстаф,stängd
650,geschlossen::A,сёлгф,stängd
651,sauber::A,ару,ren
652,schmutzig::A,рда́зу,snuskig
653,schmutzig::A,пя́ндра,snuskig
654,roh::A,верок,rå
655,reif::A,ке́нерьф,mogen
656,lecker::A,танцти,läcker
657,süß::A,ламбама,söt
658,bitter::A,сяпи,besk
659,bitter::A,сяпи,bitter
660,sauer::A,шапама,sur
661,hell::A,валда,ljus
662,dunkel::A,шобда,mörk
663,schwarz::A,равжа,svart
664,weiß::A,акша,vit
665,rot::A,якстерь,röd
666,gelb::A,тюжя́,gul
667,blau::A,сенем,blå
668,grün::A,пиже,grön
669,grün::A,сянгяря,grön
670,grau::A,уле,grå
671,bunt::A,сёрмав,brokig
672,billig::A,у́цез,billig
673,billig::A,аф пи́тни,billig
674,teuer::A,пи́тни,dyr
675,wertvoll::A,питни,värdefull
676,blind::A,сокор,blind
677,taub::A,пярав,döv
678,kräftig::A,пяк вии,kraftig
679,stark::A,вии,stark
680,schwach::A,лафча,svag
681,fett::A,куя́,fet
682,schlank::A,виде ронга,slank
683,hübsch::A,мазы,snygg
684,hübsch::A,мазы,vacker
685,böse::A,кяжи,ond
686,böse::A,кяжи,elak
687,dumm::A,аф ёню,dum
688,dumm::A,шава пря,dum
689,faul::A,нола,lat
690,fleißig::A,ку́лхцонды,flitig
691,geizig::A,кирьжя,snål
692,geizig::A,кирьжя,girig
693,geizig::A,жаднай,snål
694,geizig::A,жаднай,girig
695,klug::A,ёню,klok
696,klug::A,пря́ви,klok
697,geschickt::A,маштозь тиф,händig
698,geschickt::A,маштозь тиф,skicklig
699,lieb::A,цебярь,kär
700,lieb::A,цебярь,snäll
701,lustig::A,ра́хси,rolig
702,lustig::A,ра́хси,lustig
703,sanft::A,сетьме,mild
704,hungrig::A,вача,hungrig
705,hungrig::A,вачеда,hungrig
706,krank::A,сяряди,sjuk
707,nackt::A,штада,naken
708,nackt::A,кърхтапа,naken
709,traurig::A,ла́жнай,ledsen
710,traurig::A,ла́жнай,sorgsen
711,lebendig::A,эряй,levande
712,gut::A,пара,bra
713,gut::A,цебярь,bra
714,schlecht::A,кальдяв,dålig
715,richtig::A,виде,riktig
716,schlimm::A,кальдяв,illa
717,wahr::A,афкуксонь,sann
718,alt::A,ташта,gammal
719,neu::A,од,ny
720,ehemalig::A,и́нгольдень,forn
721,ehemalig::A,и́нгольдень,tidigare
722,alt[Lebewesen]::A,сире,gammal
723,jung::A,од,ung
724,arm::A,а́шу,fattig
725,reich::A,козя,rik
726,bekannt::A,содаф,känd
727,berühmt::A,содавикс,berömd
728,fremd::A,лия,främmande
729,fremd::A,аф содаф,främmande
730,verschieden::A,аф фкя ла́цонь,åtskillig
731,nah::A,мала,nära
732,nah::A,аф ичкоздень,nära
733,fern::A,и́чкоздень,fjärran
734,fern::A,куна́рдонь,fjärran
735,linker::A,кержи,vänster
736,rechter::A,види,höger
737,anderer::A,лия,annan
738,erster::A,васенце,första
739,zweiter::A,омбоце,andra
740,dritter::A,колмоце,tredje
741,letzter::A,ме́кольце,sist
742,allein::ADV,ськамонза,allena
743,auf einmal::ADV,вихцок,på en gång
744,zusammen::ADV,марс,tillsammans
745,zusammen::ADV,ма́рса,tillsammans
746,lange::ADV,кува́тьс,länge
747,plötzlich::ADV,а́пак учт,plötsligt
748,sofort::ADV,тяникиге,strax
749,sofort::ADV,тяникиге,genast
750,später::ADV,ме́ле,senare
751,jetzt::ADV,тяни,nu
752,heute::ADV,тячи,i dag
753,morgen::ADV,ва́нды,i morgon
754,bald::ADV,курок,snart
755,dann::ADV,меле,då
756,dann::ADV,сяда меле,då
757,gestern::ADV,ися́к,i går
758,einst::ADV,весть,en gång
759,einst::ADV,мзя́рда-бди,en gång
760,damals::ADV,эста,då
761,damals::ADV,эста,den gången
762,danach::ADV,меле,därefter
763,vorher::ADV,инголи,före
764,vorher::ADV,инголи,förut
765,zuerst::ADV,ва́сенда,först
766,einmal::ADV,весть,en gång
767,manchmal::ADV,лия́ста,ibland
768,manchmal::ADV,ко́ста-ко́ста,ibland
769,oft::ADV,си́деста,ofta
770,immer::ADV,фалу,alltid
771,immer::ADV,най,alltid
772,niemals::ADV,аф мзя́рдонга,aldrig
773,hier::ADV,тяса,här
774,hierhin::ADV,сей,hit
775,hierhin::ADV,тяза,hit
776,von hier::ADV,тя́ста,härifrån
777,dort::ADV,тоса,där
778,dorthin::ADV,тов,dit
779,dorthin::ADV,тоза,dit
780,geradeaus::ADV,ви́деста,rätt fram
781,vorwärts::ADV,и́нголи,fram
782,vorwärts::ADV,и́нголи,framåt
783,rückwärts::ADV,ме́ки,baklänges
784,zurück::ADV,ме́ки,tillbaka
785,unten::ADV,ала,nere
786,unten::ADV,ала,nedanför
787,hinab::ADV,алу,ned
788,hinab::ADV,алу,nedåt
789,oben::ADV,вяре,ovan
790,oben::ADV,вяре,ovanpå
791,hinauf::ADV,вяри,upp
792,hinauf::ADV,вяри,uppåt
793,überall::ADV,се́мбе ва́стова,överallt
794,nicht::ADV,аф,ej
795,nicht::ADV,аф,inte
796,ein wenig::ADV,аф лама,litet
797,kaum::ADV,а́ньцек,knappt
798,kaum::ADV,а́ньцек,knappast
799,sehr::ADV,пяк,mycket
800,so::ADV,ста́не,så
801,noch::ADV,нинге,än
802,noch::ADV,нинге,ännu
803,nur::ADV,аньцек,bara
804,nur::ADV,аньцек,endast
805,schon::ADV,ни,redan
806,wieder::ADV,та́га,åter
807,vergebens::ADV,стак,förgäves
808,vor::PRP,инголе,utanför
809,hinter::PRP,фтала,bakom
810,hinter::PRP,мельге,bakom
811,unter::PRP,ала,under
812,durch::PRP,пачк,genom
813,durch::PRP,пачк,igenom
814,neben::PRP,ваксса,bredvid
815,neben::PRP,ваксса,vid sidan av
816,zwischen::PRP,ёткса,mellan
817,wegen::PRP,сюнеда,på grund av
818,dies::PRN,тя,detta
819,das::PRN,ся,det
820,das::PRN,тона,det
821,alles::PRN,сембе,allt
