,Concept_ID,da,de
159,Kranich::N,trane,Kranich
160,Krähe::N,krage,Krähe
161,Kuckuck::N,gøg,Kuckuck
162,Schwan::N,svane,Schwan
163,Fisch::N,fisk,Fisch
164,Barsch::N,aborre,Barsch
165,Hecht::N,gedde,Hecht
166,Schlange[Tier]::N,slange,Schlange
167,Wurm::N,orm,Wurm
168,Spinne::N,edderkop,Spinne
169,Ameise::N,myre,Ameise
170,Laus::N,lus,Laus
171,Mücke::N,myg,Mücke
172,Fliege::N,flue,Fliege
173,Schmetterling::N,sommerfugl,Schmetterling
174,Beere::N,bær,Beere
175,Apfel::N,æble,Apfel
176,Pilz::N,svamp,Pilz
177,Zwiebel::N,løg,Zwiebel
178,Saat::N,sæd,Saat
179,Korn::N,korn,Korn
180,Heu::N,hø,Heu
181,Schale::N,skræl,Schale
182,Grube::N,grav,Grube
183,Falle::N,fælde,Falle
184,Schlinge::N,snare,Schlinge
185,Spur::N,spor,Spur
186,Asche::N,aske,Asche
187,Dreck::N,snavs,Dreck
188,Eisen::N,jern,Eisen
189,Gold::N,guld,Gold
190,Silber::N,sølv,Silber
191,Kohle::N,kul,Kohle
192,Glas::N,glas,Glas
193,Lehm::N,ler,Lehm
194,Sand::N,sand,Sand
195,Mensch::N,mennesge,Mensch
196,Mann::N,mand,Mann
197,Frau::N,kvinde,Frau
198,Kind::N,barn,Kind
199,Junge::N,dreng,Junge
200,Mädchen::N,pige,Mädchen
201,Familie::N,familie,Familie
202,Großvater::N,bedstefar,Großvater
203,Großmutter::N,bedstemor,Großmutter
204,Eltern::N,forældre,Eltern
205,Vater::N,far,Vater
206,Mutter::N,mor,Mutter
207,Sohn::N,søn,Sohn
208,Tochter::N,datter,Tochter
209,Bruder::N,bror,Bruder
210,Schwester::N,søster,Schwester
211,Onkel::N,onkel,Onkel
212,Tante::N,tante,Tante
213,Ehemann::N,ægtemand,Ehemann
214,Ehefrau::N,hustru,Ehefrau
215,Freude::N,glæde,Freude
216,Gelächter::N,latter,Gelächter
217,Glück::N,lykke,Glück
218,Kummer::N,sorg,Kummer
219,Wunsch::N,ønske,Wunsch
220,Lust::N,lyst,Lust
221,Geist::N,ånd,Geist
222,Gedanke::N,tanke,Gedanke
223,Gedächtnis::N,hukommelse,Gedächtnis
224,Verstand::N,forstand,Verstand
225,Sinn::N,mening,Sinn
226,Sinn::N,betydning,Sinn
227,Grund::N,grund,Grund
228,Wahrheit::N,sandhed,Wahrheit
229,Gespräch::N,samtale,Gespräch
230,Märchen::N,eventyr,Märchen
231,Erzählung::N,fortælling,Erzählung
232,Nachricht::N,efterretning,Nachricht
233,Neuigkeit::N,nyhed,Neuigkeit
234,Name::N,navn,Name
235,Rätsel::N,gåde,Rätsel
236,Rede::N,tale,Rede
237,Sprache::N,sprog,Sprache
238,Stimme::N,stemme,Stimme
239,Wort::N,ord,Wort
240,Zeichen::N,tegn,Zeichen
241,Ruf::N,råb,Ruf
242,Lärm::N,larm,Lärm
243,Laut::N,lyd,Laut
244,Ton::N,tone,Ton
245,Lied::N,sang,Lied
246,Ruhe::N,ro,Ruhe
247,Ruhe::N,hvile,Ruhe
248,Leute::N,folk,Leute
249,Leute::N,mennesker,Leute
250,Volk::N,folk,Volk
251,Arbeit::N,arbejde,Arbeit
252,Gast::N,gæst,Gast
253,Geschenk::N,gave,Geschenk
254,Spiel::N,leg,Spiel
255,Gesellschaft::N,selskab,Gesellschaft
256,Hilfe::N,hjælp,Hilfe
257,Freund::N,ven,Freund
258,Kamerad::N,kammerat,Kamerad
259,Angelegenheit::N,sag,Angelegenheit
260,Angelegenheit::N,anliggende,Angelegenheit
261,Anzahl::N,antal,Anzahl
262,Art::N,art,Art
263,Stück::N,stykke,Stück
264,Teil::N,del,Teil
265,Hälfte::N,halvdel,Hälfte
266,Kreis::N,cirkel,Kreis
267,Kreuz::N,kors,Kreuz
268,Kreuz::N,kryds,Kreuz
269,Linie::N,linie,Linie
270,Strich::N,streg,Strich
271,Abstand::N,afstand,Abstand
272,Entfernung::N,afstand,Entfernung
273,Gegend::N,egn,Gegend
274,Platz::N,plads,Platz
275,Ort::N,sted,Ort
276,Seite::N,side,Seite
277,Mitte::N,midte,Mitte
278,Gegenstand::N,genstand,Gegenstand
279,Sache::N,sag,Sache
280,Rand::N,rand,Rand
281,Kante::N,kant,Kante
282,Ecke::N,hjørne,Ecke
283,Spitze::N,spids,Spitze
284,Ende::N,ende,Ende
285,Loch::N,hul,Loch
286,Winkel::N,vinkel,Winkel
287,Muster::N,mønster,Muster
288,Größe::N,størrelse,Größe
289,Länge::N,længde,Länge
290,Höhe::N,højde,Höhe
291,Gewicht::N,vægt,Gewicht
292,Menge::N,mængde,Menge
293,Haufen::N,bunke,Haufen
294,Reihe::N,række,Reihe
295,Boot::N,båd,Boot
296,Ruder::N,åre,Ruder
297,Schlitten::N,kælk,Schlitten
298,Schlitten::N,slæde,Schlitten
299,Ski::N,ski,Ski
300,Lagerfeuer::N,lejrbål,Lagerfeuer
301,Last::N,last,Last
302,Last::N,byrde,Last
303,Gang::N,gang,Gang
304,Schritt::N,skridt,Schritt
305,Norden::N,nord,Norden
306,Süden::N,syd,Süden
307,Westen::N,vest,Westen
308,Osten::N,øst,Osten
309,Holz::N,træ,Holz
310,Brett::N,bræt,Brett
311,Platte::N,plade,Platte
312,Stütze::N,støtte,Stütze
313,Stange::N,stang,Stange
314,Stock::N,stok,Stock
315,Stab::N,stav,Stab
316,Rohr::N,rør,Rohr
317,Haus::N,hus,Haus
318,Heim::N,hjem,Heim
319,Ofen::N,ovn,Ofen
320,Fußboden::N,gulv,Fußboden
321,Tisch::N,bord,Tisch
322,Stuhl::N,stol,Stuhl
323,Wiege::N,vugge,Wiege
324,Bett::N,seng,Bett
325,Regal::N,reol,Regal
326,Kiste::N,kasse,Kiste
327,Fenster::N,vindue,Fenster
328,Tür::N,dør,Tür
329,Tor::N,port,Tor
330,Zaun::N,stakit,Zaun
331,Dach::N,tag,Dach
332,Leiter::N,stige,Leiter
333,Besen::N,kost,Besen
334,Spaten::N,spade,Spaten
335,Schaufel::N,skovl,Schaufel
336,Gabel::N,gaffel,Gabel
337,Löffel::N,ske,Löffel
338,Messer::N,kniv,Messer
339,Nagel::N,søm,Nagel
340,Netz::N,net,Netz
341,Haken::N,krog,Haken
342,Griff::N,tag,Griff
343,Griff::N,håndtag,Griff
344,Schloss::N,lås,Schloss
345,Bild::N,billede,Bild
346,Figur::N,figur,Figur
347,Puppe::N,dukke,Puppe
348,Beutel::N,pose,Beutel
349,Bündel::N,bylt,Bündel
350,Bündel::N,bundt,Bündel
351,Tasche::N,taske,Tasche
352,Eimer::N,spand,Eimer
353,Deckel::N,låg,Deckel
354,Geschirr::N,husgeråd,Geschirr
355,Sack::N,sæk,Sack
356,Tasse::N,kop,Tasse
357,Topf::N,gryde,Topf
358,Kessel::N,kedel,Kessel
359,Essen::N,måltid,Essen
360,Nahrung::N,mad,Nahrung
361,Nahrung::N,næring,Nahrung
362,Speise::N,ret,Speise
363,Fleisch::N,kød,Fleisch
364,Getreide::N,korn,Getreide
365,Brei::N,grød,Brei
366,Brot::N,brød,Brot
367,Scheibe::N,skive,Scheibe
368,Fett::N,fedt,Fett
369,Butter::N,smør,Butter
370,Öl::N,olie,Öl
371,Salz::N,salt,Salz
372,Suppe::N,suppe,Suppe
373,Honig::N,honning,Honig
374,Milch::N,mælk,Milch
375,Tee::N,te,Tee
376,Leder::N,skind,Leder
377,Wolle::N,uld,Wolle
378,Stoff::N,stof,Stoff
379,Nadel::N,nål,Nadel
380,Faden::N,tråd,Faden
381,Knopf::N,knap,Knopf
382,Knoten::N,knude,Knoten
383,Farbe::N,farve,Farbe
384,Kleidung::N,påklædning,Kleidung
385,Hemd::N,skjorte,Hemd
386,Kragen::N,krave,Kragen
387,Ärmel::N,ærme,Ärmel
388,Hose::N,bukser,Hose
389,Gürtel::N,bælte,Gürtel
390,Mütze::N,hue,Mütze
391,Schuh::N,sko,Schuh
392,Stiefel::N,støvle,Stiefel
393,Ring::N,ring,Ring
394,Band::N,bånd,Band
395,Kamm::N,kam,Kamm
396,Spiegel::N,spejl,Spiegel
397,Riemen::N,rem,Riemen
398,Schnur::N,snor,Schnur
399,Leine::N,snor,Leine
400,Decke::N,tæppe,Decke
401,Kissen::N,pude,Kissen
402,Tuch::N,sjaltørklæde,Tuch
403,Handtuch::N,håndklæde,Handtuch
404,Kraft::N,kraft,Kraft
405,Stärke::N,styrke,Stärke
406,Gesundheit::N,sundhed,Gesundheit
407,Krankheit::N,sygdom,Krankheit
408,Schmerz::N,smerte,Schmerz
409,Wunde::N,sår,Wunde
410,Fieber::N,feber,Fieber
411,Arznei::N,medicin,Arznei
412,Arznei::N,lægemiddel,Arznei
413,Brücke::N,bro,Brücke
414,Brunnen::N,brønd,Brunnen
415,Weide::N,græsgang,Weide
416,Pfad::N,sti,Pfad
417,Weg::N,vej,Weg
418,Straße::N,gade,Straße
419,Dorf::N,landsby,Dorf
420,Stadt::N,by,Stadt
421,Brief::N,brev,Brief
422,Buch::N,bog,Buch
423,Buchstabe::N,bogstav,Buchstabe
424,Zeitung::N,avis,Zeitung
425,Leben::N,liv,Leben
426,Tod::N,død,Tod
427,Grab::N,grav,Grab
428,Kirche::N,kirke,Kirche
429,Sünde::N,synd,Sünde
430,Gott::N,gud,Gott
431,Arbeiter::N,arbejder,Arbeiter
432,Chef::N,chef,Chef
433,Meister::N,mester,Meister
434,Arzt::N,læge,Arzt
435,Lehrer::N,lærer,Lehrer
436,Geld::N,penge,Geld
437,Geschäft::N,forretning,Geschäft
438,Laden::N,butik,Laden
439,Laden::N,forretning,Laden
440,Preis::N,pris,Preis
441,Ware::N,vare,Ware
442,Nutzen::N,nytte,Nutzen
443,Reichtum::N,rigdom,Reichtum
444,Welt::N,verden,Welt
445,Land::N,land,Land
446,Staat::N,stat,Staat
447,König::N,konge,König
448,Macht::N,magt,Macht
449,Grenze::N,grænse,Grenze
450,Krieg::N,krig,Krieg
451,Feind::N,fjende,Feind
452,Gewalt::N,vold,Gewalt
453,Kampf::N,kamp,Kampf
454,Bogen[Waffe]::N,bue,Bogen
455,Pfeil::N,pil,Pfeil
456,Gewehr::N,gevær,Gewehr
457,Fehler::N,fejl,Fehler
458,Lüge::N,løgn,Lüge
459,Schaden::N,skade,Schaden
460,Unglück::N,uheld,Unglück
461,Unglück::N,ulykke,Unglück
462,Schuld::N,skyld,Schuld
463,Alter::N,alder,Alter
464,Schluss::N,slut,Schluss
465,Schluss::N,slutning,Schluss
466,Zeit::N,tid,Zeit
467,Tag::N,dag,Tag
468,Morgen::N,morgen,Morgen
469,Mittag::N,middag,Mittag
470,Abend::N,aften,Abend
471,Nacht::N,nat,Nacht
472,Woche::N,uge,Woche
473,Monat::N,måned,Monat
474,Jahr::N,år,Jahr
475,Frühling::N,forår,Frühling
476,Sommer::N,sommer,Sommer
477,Herbst::N,efterår,Herbst
478,Winter::N,vinter,Winter
479,Januar::N,januar,Januar
480,Februar::N,februar,Februar
481,März::N,marts,März
482,April::N,april,April
483,Mai::N,maj,Mai
484,Juni::N,juni,Juni
485,Juli::N,juli,Juli
486,August::N,august,August
487,September::N,september,September
488,Oktober::N,oktober,Oktober
489,November::N,november,November
490,Dezember::N,december,Dezember
491,Montag::N,mandag,Montag
492,Dienstag::N,tirsdag,Dienstag
493,Mittwoch::N,onsdag,Mittwoch
494,Donnerstag::N,torsdag,Donnerstag
495,Freitag::N,fredag,Freitag
496,Samstag::N,lørdag,Samstag
497,Sonntag::N,søndag,Sonntag
498,groß::A,stor,groß
499,klein::A,lille,klein
500,lang::A,lang,lang
501,kurz::A,kort,kurz
502,breit::A,bred,breit
503,schmal::A,smal,schmal
504,dicht::A,tæt,dicht
505,dick[Gegenstand]::A,tyk,dick
506,dünn::A,tynd,dünn
507,fein::A,fin,fein
508,fest::A,fast,fest
509,flach::A,flad,flach
510,glatt::A,glat,glatt
511,hart::A,hård,hart
512,weich::A,blød,weich
513,rund::A,rund,rund
514,spitz::A,spids,spitz
515,scharf::A,skarp,scharf
516,stumpf::A,sløv,stumpf
517,stumpf::A,stump,stumpf
518,schwer::A,tung,schwer
519,schön::A,skøn,schön
520,heiß::A,hed,heiß
521,warm::A,varm,warm
522,kalt::A,kold,kalt
523,kühl::A,kølig,kühl
524,frisch::A,frisk,frisch
525,feucht::A,fugtig,feucht
526,nass::A,våd,nass
527,trocken::A,tør,trocken
528,voll::A,fuld,voll
529,leer::A,tom,leer
530,offen::A,åben,offen
531,geschlossen::A,lukket,geschlossen
532,sauber::A,ren,sauber
533,schmutzig::A,snavset,schmutzig
534,roh::A,rå,roh
535,reif::A,moden,reif
536,lecker::A,lækker,lecker
537,süß::A,sød,süß
538,bitter::A,bitter,bitter
539,sauer::A,sur,sauer
540,hell::A,lys,hell
541,dunkel::A,mørk,dunkel
542,schwarz::A,sort,schwarz
543,weiß::A,hvid,weiß
544,rot::A,rød,rot
545,gelb::A,gul,gelb
546,blau::A,blå,blau
547,grün::A,grøn,grün
548,grau::A,grå,grau
549,bunt::A,broget,bunt
550,billig::A,billig,billig
551,teuer::A,dyr,teuer
552,wertvoll::A,værdifuld,wertvoll
553,blind::A,blind,blind
554,taub::A,døv,taub
555,kräftig::A,kraftig,kräftig
556,stark::A,stærk,stark
557,schwach::A,svag,schwach
558,fett::A,fed,fett
559,schlank::A,slank,schlank
560,hübsch::A,køn,hübsch
561,böse::A,ond,böse
562,böse::A,slem,böse
563,dumm::A,dum,dumm
564,faul::A,doven,faul
565,fleißig::A,flittig,fleißig
566,geizig::A,gerrig,geizig
567,klug::A,klog,klug
568,geschickt::A,dygtig,geschickt
569,geschickt::A,behændig,geschickt
570,lieb::A,rar,lieb
571,lustig::A,lystig,lustig
572,sanft::A,blid,sanft
573,hungrig::A,sulten,hungrig
574,krank::A,syg,krank
575,nackt::A,nøgen,nackt
576,traurig::A,bedrøvet,traurig
577,lebendig::A,levende,lebendig
578,gut::A,god,gut
579,schlecht::A,dårlig,schlecht
580,richtig::A,rigtig,richtig
581,schlimm::A,slem,schlimm
582,wahr::A,sand,wahr
583,alt::A,gammel,alt
584,neu::A,ny,neu
585,ehemalig::A,forhenværende,ehemalig
586,alt[Lebewesen]::A,gammel,alt
587,jung::A,ung,jung
588,arm::A,fattig,arm
589,reich::A,rig,reich
590,bekannt::A,kendt,bekannt
591,berühmt::A,berømt,berühmt
592,fremd::A,fremmed,fremd
593,verschieden::A,forskellig,verschieden
594,nah::A,nær,nah
595,fern::A,fjern,fern
596,linker::A,venstre,linker
597,rechter::A,højre,rechter
598,anderer::A,anden,anderer
599,erster::A,første,erster
600,zweiter::A,anden,zweiter
601,dritter::A,tredje,dritter
602,letzter::A,sidste,letzter
603,allein::ADV,alene,allein
604,auf einmal::ADV,på én gang,auf einmal
605,zusammen::ADV,sammen,zusammen
606,lange::ADV,længe,lange
607,plötzlich::ADV,pludselig,plötzlich
608,sofort::ADV,straks,sofort
609,später::ADV,senere,später
610,jetzt::ADV,nu,jetzt
611,heute::ADV,i dag,heute
612,morgen::ADV,i morgen,morgen
613,bald::ADV,snart,bald
614,dann::ADV,så,dann
615,gestern::ADV,i går,gestern
616,einst::ADV,engang,einst
617,damals::ADV,dengang,damals
618,danach::ADV,derefter,danach
619,vorher::ADV,før,vorher
620,vorher::ADV,forud,vorher
621,zuerst::ADV,først,zuerst
622,einmal::ADV,en gang,einmal
623,manchmal::ADV,sommetider,manchmal
624,oft::ADV,ofte,oft
625,immer::ADV,altid,immer
626,niemals::ADV,aldrig,niemals
627,hier::ADV,her,hier
628,hierhin::ADV,hid,hierhin
629,hierhin::ADV,herhen,hierhin
630,von hier::ADV,herfra,von hier
631,dort::ADV,der,dort
632,dorthin::ADV,derhen,dorthin
633,geradeaus::ADV,lige ud,geradeaus
634,vorwärts::ADV,fremad,vorwärts
635,rückwärts::ADV,baglæns,rückwärts
636,zurück::ADV,tilbage,zurück
637,unten::ADV,nede,unten
638,unten::ADV,forneden,unten
639,hinab::ADV,ned,hinab
640,hinab::ADV,nedad,hinab
641,oben::ADV,oppe,oben
642,oben::ADV,ovenpå,oben
643,hinauf::ADV,op,hinauf
644,hinauf::ADV,opad,hinauf
645,überall::ADV,overalt,überall
646,nicht::ADV,ikke,nicht
647,ein wenig::ADV,lidt,ein wenig
648,kaum::ADV,knap,kaum
649,kaum::ADV,næppe,kaum
650,sehr::ADV,meget,sehr
651,so::ADV,så,so
652,noch::ADV,endnu,noch
653,nur::ADV,kun,nur
654,nur::ADV,bare,nur
655,schon::ADV,alt,schon
656,schon::ADV,allerede,schon
657,wieder::ADV,igen,wieder
658,vergebens::ADV,forgæves,vergebens
659,vor::PRP,foran,vor
660,vor::PRP,uden for,vor
661,hinter::PRP,bag,hinter
662,hinter::PRP,bagved,hinter
663,unter::PRP,under,unter
664,durch::PRP,gennem,durch
665,durch::PRP,igennem,durch
666,neben::PRP,ved siden af,neben
667,zwischen::PRP,mellem,zwischen
668,wegen::PRP,på grund af,wegen
669,dies::PRN,dette,dies
670,das::PRN,det,das
671,alles::PRN,alt,alles
672,ich::PRN,jeg,ich
673,du::PRN,du,du
674,er::PRN,han,er
675,wir::PRN,vi,wir
676,ihr::PRN,I,ihr
677,sie::PRN,de,sie
678,was::FPRN,hvad,was
679,wer::FPRN,hvem,wer
680,wo::FADV,hvor,wo
681,wohin::FADV,hvorhen,wohin
682,wie::FADV,hvordan,wie
683,warum::FADV,hvorfor,warum
684,wieviel::FNUM,hvor meget,wieviel
685,eins::NUM,én,eins
686,zwei::NUM,to,zwei
687,drei::NUM,tre,drei
688,vier::NUM,fire,vier
689,fünf::NUM,fem,fünf
690,sechs::NUM,seks,sechs
691,sieben::NUM,syv,sieben
692,acht::NUM,otte,acht
693,neun::NUM,ni,neun
694,zehn::NUM,ti,zehn
695,elf::NUM,elleve,elf
696,zwölf::NUM,tolv,zwölf
697,zwanzig::NUM,tyve,zwanzig
698,dreißig::NUM,tredive,dreißig
699,vierzig::NUM,fyrre,vierzig
700,vierzig::NUM,fyrretyve,vierzig
701,fünfzig::NUM,halvtreds,fünfzig
702,sechzig::NUM,tres,sechzig
703,siebzig::NUM,halvfjerds,siebzig
704,achtzig::NUM,firs,achtzig
705,neunzig::NUM,halvfems,neunzig
706,hundert::NUM,hundrede,hundert
707,tausend::NUM,tusind,tausend
708,und::CNJ,og,und
709,oder::CNJ,eller,oder
710,stehen::V,stå,stehen
711,sitzen::V,sidde,sitzen
712,liegen::V,ligge,liegen
713,hängen::V,hænge,hängen
714,werden::V,blive,werden
715,passieren::V,ske,passieren
716,passieren::V,hænde,passieren
717,beginnen::V,begynde,beginnen
718,enden::V,ende,enden
719,wechseln::V,veksle,wechseln
720,aufgehen[Sonne]::V,gå op,aufgehen
721,aufgehen[Sonne]::V,stå op,aufgehen
722,untergehen[Sonne]::V,gå ned,untergehen
723,scheinen[Sonne]::V,skinne,scheinen
724,donnern::V,tordne,donnern
725,wehen::V,blæse,wehen
726,strömen::V,strømme,strömen
727,fließen::V,flyde,fließen
728,sich drehen::V,dreje sig,sich drehen
729,schwanken::V,vakle,schwanken
730,schwingen::V,svinge,schwingen
731,fallen::V,falde,fallen
732,brennen::V,brænde,brennen
733,rauchen::V,ryge,rauchen
734,regnen::V,regne,regnen
735,gefrieren::V,fryse,gefrieren
736,tauen::V,tø,tauen
737,schmelzen::V,smelte,schmelzen
738,trocknen::V,tørre,trocknen
739,sieden::V,koge,sieden
740,faulen::V,rådne,faulen
741,verfaulen::V,rådne,verfaulen
742,reißen::V,briste,reißen
743,versinken::V,synke,versinken
744,versinken::V,synke ned,versinken
745,vergehen::V,forløbe,vergehen
746,erscheinen::V,vise sig,erscheinen
747,verschwinden::V,forsvinde,verschwinden
748,sinken::V,synke,sinken
749,abnehmen::V,aftage,abnehmen
750,zunehmen::V,tiltage,zunehmen
751,steigen::V,stige,steigen
752,wachsen::V,gro,wachsen
753,wachsen::V,vokse,wachsen
754,glänzen::V,glinse,glänzen
755,funkeln::V,tindre,funkeln
756,lärmen::V,larme,lärmen
757,läuten::V,ringe,läuten
758,klingeln::V,ringe,klingeln
759,klirren::V,klirre,klirren
760,brausen::V,bruse,brausen
761,rauschen::V,suse,rauschen
762,klingen::V,lyde,klingen
763,klingen::V,klinge,klingen
764,bellen::V,gø,bellen
765,heulen::V,hyle,heulen
766,blasen::V,blæse,blasen
767,pfeifen::V,fløjte,pfeifen
768,schreien::V,skrige,schreien
769,stöhnen::V,stønne,stöhnen
770,zittern::V,dirre,zittern
771,zittern::V,skælve,zittern
772,leben::V,leve,leben
773,geboren werden::V,fødes,geboren werden
774,atmen::V,ånde,atmen
775,trinken::V,drikke,trinken
776,essen::V,spise,essen
777,schlucken::V,synke,schlucken
778,müde werden::V,blive træt,müde werden
779,einschlafen::V,falde i søvn,einschlafen
780,schlafen::V,sove,schlafen
781,aufwachen::V,vågne,aufwachen
782,aufstehen::V,stå op,aufstehen
783,sich erholen::V,komme sig,sich erholen
784,krank werden::V,blive syg,krank werden
785,krank sein::V,være syg,krank sein
786,schmerzen::V,smerte,schmerzen
787,husten::V,hoste,husten
788,genesen::V,komme sig,genesen
789,sterben::V,dø,sterben
790,umkommen::V,omkomme,umkommen
791,sich bewegen::V,bevæge sig,sich bewegen
792,sich rühren::V,røre på sig,sich rühren
793,sich erheben::V,rejse sig,sich erheben
794,sich setzen::V,sætte sig,sich setzen
795,laufen::V,løbe,laufen
796,schreiten::V,skride,schreiten
797,spazierengehen::V,gå en tur,spazierengehen
798,eilen::V,ile,eilen
799,sich beeilen::V,skynde sig,sich beeilen
800,sausen::V,suse,sausen
801,rennen::V,løbe,rennen
802,rennen::V,rende,rennen
803,springen::V,hoppe,springen
804,springen::V,springe,springen
805,klettern::V,klatre,klettern
806,schaukeln::V,gynge,schaukeln
807,kriechen::V,krybe,kriechen
808,schwimmen::V,svømme,schwimmen
809,tauchen::V,dykke,tauchen
810,rudern::V,ro,rudern
811,fahren::V,køre,fahren
812,fliegen::V,flyve,fliegen
813,gehen::V,gå,gehen
814,weggehen::V,gå bort,weggehen
815,abfahren::V,køre bort,abfahren
816,anhalten::V,standse,anhalten
817,hineingehen::V,gå ind,hineingehen
818,eintreten::V,træde ind,eintreten
819,kommen::V,komme,kommen
