,Concept_ID,zh,lv
73,Nagel[Anatomie]::N,指甲,гыж
74,Nagel[Anatomie]::N,指甲,nags
75,Zeh::N,脚趾,кок чунь
76,Zeh::N,脚趾,pirksts
77,Fuß::N,脚,кок
78,Fuß::N,脚,kāja
79,Ferse::N,后跟,кокбӧр
80,Ferse::N,后跟,papēdis
81,Knie::N,膝,пидзӧс
82,Knie::N,膝,celis
83,Oberschenkel::N,大腿,лядьвей
84,Oberschenkel::N,大腿,бек
85,Oberschenkel::N,大腿,ciska
86,Oberschenkel::N,大腿,augšstilbs
87,Bein::N,腿,кок
88,Bein::N,腿,kāja
89,Körper::N,身体,туша
90,Körper::N,身体,вывтыр
91,Körper::N,身体,miesa
92,Körper::N,身体,ķermenis
93,Haut::N,皮肤,ку
94,Haut::N,皮肤,āda
95,Blut::N,血,вир
96,Blut::N,血,asins
97,Ader::N,血管,сӧн
98,Ader::N,血管,asinsvads
99,Sehne::N,腱,вез
100,Sehne::N,腱,dzīsla
101,Knochen::N,骨,лы
102,Knochen::N,骨,kauls
103,Gehirn::N,脑,вем
104,Gehirn::N,脑,smadzenes
105,Herz::N,心,сьӧлӧм
106,Herz::N,心,sirds
107,Magen::N,胃,кынӧм
108,Magen::N,胃,kuņģis
109,Leber::N,肝,мус
110,Leber::N,肝,aknas
111,Atem::N,呼吸,лов
112,Atem::N,呼吸,elpa
113,Hunger::N,饿,тшыг
114,Hunger::N,饿,bads
115,Hunger::N,饿,izsalkums
116,Träne::N,眼泪,синва
117,Träne::N,眼泪,asara
118,Geschmack::N,味道,кӧр
119,Geschmack::N,味道,чӧсмӧс
120,Geschmack::N,味道,garša
121,Geruch::N,气味,зын
122,Geruch::N,气味,дук
123,Geruch::N,气味,smaka
124,Schlaf::N,睡眠,узьӧм
125,Schlaf::N,睡眠,miegs
126,Traum::N,梦,вӧт
127,Traum::N,梦,вӧтасьӧм
128,Traum::N,梦,sapnis
129,Himmel::N,天空,енэж
130,Himmel::N,天空,debess
131,Sonne::N,太阳,шонді
132,Sonne::N,太阳,saule
133,Mond::N,月亮,тӧлысь
134,Mond::N,月亮,mēness
135,Stern::N,星,кодзув
136,Stern::N,星,zvaigzne
137,Luft::N,空气,сынӧд
138,Luft::N,空气,gaiss
139,Wind::N,风,тӧв
140,Wind::N,风,vējš
141,Welle::N,波,гы
142,Welle::N,波,vilnis
143,Wasser::N,水,ва
144,Wasser::N,水,ūdens
145,Stein::N,石头,из
146,Stein::N,石头,akmens
147,Boden::N,地面,му
148,Boden::N,地面,augsne
149,Erde::N,地,му
150,Erde::N,地,му-ва
151,Erde::N,地,zeme
152,Staub::N,灰尘,бус
153,Staub::N,灰尘,putekļi
154,Rauch::N,烟,тшын
155,Rauch::N,烟,dūmi
156,Funke::N,火花,кинь
157,Funke::N,火花,би кинь
158,Funke::N,火花,dzirkstele
159,Feuer::N,火,би
160,Feuer::N,火,uguns
161,Licht::N,光,югӧр
162,Licht::N,光,gaisma
163,Schatten::N,影子,вуджӧр
164,Schatten::N,影子,ēna
165,Wetter::N,天气,поводдя
166,Wetter::N,天气,laiks
167,Nebel::N,雾,ру
168,Nebel::N,雾,онь
169,Nebel::N,雾,migla
170,Wolke::N,云,кымӧр
171,Wolke::N,云,mākonis
172,Regen::N,雨,зэр
173,Regen::N,雨,lietus
174,Schnee::N,雪,лым
175,Schnee::N,雪,sniegs
176,Eis::N,冰,йи
177,Eis::N,冰,ledus
178,Frost::N,霜冻,кӧдзыд
179,Frost::N,霜冻,sals
180,Kälte::N,寒冷,кӧдзыд
181,Kälte::N,寒冷,saltums
182,Kälte::N,寒冷,aukstums
183,Hitze::N,炎热,пӧсь
184,Hitze::N,炎热,гожӧд
185,Hitze::N,炎热,karstums
186,Raureif::N,霜,пуж
187,Raureif::N,霜,гыӧр
188,Raureif::N,霜,sarma
189,Regenbogen::N,虹,ӧшкамӧшка
190,Regenbogen::N,虹,varavīksne
191,Donner::N,雷,гым
192,Donner::N,雷,pērkons
193,Strömung::N,水流,ва ныр
194,Strömung::N,水流,визувтӧм
195,Strömung::N,水流,straume
196,Strömung::N,水流,strāvojums
197,Tropfen::N,滴,войт
198,Tropfen::N,滴,lāse
199,Schaum::N,泡沫,быг
200,Schaum::N,泡沫,быгзьӧм
201,Schaum::N,泡沫,putas
202,Schmutz::N,赃物,няйт
203,Schmutz::N,赃物,dubļi
204,See::N,湖,ты
205,See::N,湖,ezers
206,Sumpf::N,沼泽,гыбад
207,Sumpf::N,沼泽,кад
208,Sumpf::N,沼泽,dumbrājs
209,Sumpf::N,沼泽,staignājs
210,Moor::N,沼泽,нюр
211,Moor::N,沼泽,purvs
212,Moor::N,沼泽,muklājs
213,Wiese::N,草地,видз
214,Wiese::N,草地,pļava
215,Wald::N,森林,вӧр
216,Wald::N,森林,mežs
217,Hügel::N,丘陵,дзиб
218,Hügel::N,丘陵,мыльк
219,Hügel::N,丘陵,нӧрыс
220,Hügel::N,丘陵,paugurs
221,Anhöhe::N,山丘,мыльк
222,Anhöhe::N,山丘,нӧрыс
223,Anhöhe::N,山丘,paugurs
224,Berg::N,山,чой
225,Berg::N,山,керӧс
226,Berg::N,山,kalns
227,Gipfel::N,峰,чук
228,Gipfel::N,峰,virsotne
229,Höhle::N,洞穴,рудӧг
230,Höhle::N,洞穴,ala
231,Abhang::N,斜坡,ньывк
232,Abhang::N,斜坡,бокша
233,Abhang::N,斜坡,nogāze
234,Quelle::N,泉,ӧшмӧс
235,Quelle::N,泉,avots
236,Bach::N,溪,шор
237,Bach::N,溪,urga
238,Bach::N,溪,strauts
239,Fluss::N,河流,ю
240,Fluss::N,河流,upe
241,Ufer::N,岸,вадор
242,Ufer::N,岸,krasts
243,Küste::N,海岸,вадор
244,Küste::N,海岸,piekraste
245,Festland::N,大陆,му
246,Festland::N,大陆,sauszeme
247,Meer::N,海,саридз
248,Meer::N,海,jūra
249,Bucht::N,海湾,куръя
250,Bucht::N,海湾,līcis
251,Insel::N,岛,ді
252,Insel::N,岛,sala
253,Blume::N,花,дзоридз
254,Blume::N,花,puķe
255,Blume::N,花,zieds
256,Gras::N,草,турун
257,Gras::N,草,zāle
258,Wurzel::N,根,вуж
259,Wurzel::N,根,sakne
260,Baum::N,树,пу
261,Baum::N,树,koks
262,Stamm::N,树干,пучер
263,Stamm::N,树干,stumbrs
264,Rinde::N,树皮,кырсь
265,Rinde::N,树皮,miza
266,Ast::N,树枝,ув
267,Ast::N,树枝,zars
268,Zweig::N,树枝,вож
269,Zweig::N,树枝,nozare
270,Blatt::N,叶子,кор
271,Blatt::N,叶子,lapa
272,Birke::N,桦木,кыдз
273,Birke::N,桦木,bērzs
274,Kiefer[Baum]::N,松树,пожӧм
275,Kiefer[Baum]::N,松树,priede
276,Weide[Baum]::N,柳树,бадь
277,Weide[Baum]::N,柳树,kārkls
278,Tanne::N,冷杉,коз
279,Tanne::N,冷杉,egle
280,Horn::N,角,сюр
281,Horn::N,角,rags
282,Feder::N,羽毛,гӧн
283,Feder::N,羽毛,тывборд
284,Feder::N,羽毛,spalva
285,Fell::N,皮毛,ку
286,Fell::N,皮毛,āda
287,Flügel::N,翅膀,борд
288,Flügel::N,翅膀,spārns
289,Klaue::N,爪子,гыж
290,Klaue::N,爪子,nags
291,Kralle::N,爪子,гыж
292,Kralle::N,爪子,nags
293,Schwanz::N,尾巴,бӧж
294,Schwanz::N,尾巴,ļipa
295,Ei::N,蛋,кольк
296,Ei::N,蛋,ola
297,Nest::N,巢,поз
298,Nest::N,巢,ligzda
299,Bau::N,穴,горс
300,Bau::N,穴,пырмӧс
301,Bau::N,穴,гу
302,Bau::N,穴,ala
303,Tier::N,动物,пемӧс
304,Tier::N,动物,dzīvnieks
305,Herde::N,群,стада
306,Herde::N,群,кельӧб
307,Herde::N,群,ganāmpulks
308,Kuh::N,母牛,мӧс
309,Kuh::N,母牛,govs
310,Bulle::N,公牛,ӧш
311,Bulle::N,公牛,bullis
312,Pferd::N,马,вӧв
313,Pferd::N,马,zirgs
314,Schaf::N,羊,ыж
315,Schaf::N,羊,aita
316,Schwein::N,猪,порсь
317,Schwein::N,猪,cūka
318,Hund::N,狗,пон
319,Hund::N,狗,suns
320,Katze::N,猫,кань
321,Katze::N,猫,kaķis
322,Bär::N,熊,ош
323,Bär::N,熊,lācis
324,Eichhörnchen::N,松鼠,ур
325,Eichhörnchen::N,松鼠,vāvere
326,Elch::N,麋鹿,йӧра
327,Elch::N,麋鹿,alnis
328,Fuchs::N,狐狸,руч
329,Fuchs::N,狐狸,lapsa
330,Hase::N,兔子,кӧч
331,Hase::N,兔子,zaķis
332,Maus::N,老鼠,шыр
333,Maus::N,老鼠,pele
334,Wolf::N,狼,кӧин
335,Wolf::N,狼,vilks
336,Vogel::N,鸟,кай
337,Vogel::N,鸟,лэбач
338,Vogel::N,鸟,putns
339,Schwarm::N,群,чукӧр
340,Schwarm::N,群,spiets
341,Huhn::N,鸡,курӧг
342,Huhn::N,鸡,vista
343,Hahn::N,公鸡,петук
344,Hahn::N,公鸡,gailis
345,Gans::N,鹅,дзодзӧг
346,Gans::N,鹅,zoss
347,Adler::N,鹰,кутш
348,Adler::N,鹰,ērglis
349,Ente::N,鸭,утка
350,Ente::N,鸭,pīle
351,Eule::N,猫头鹰,сюзь
352,Eule::N,猫头鹰,pūce
353,Kranich::N,鹤,тури
354,Kranich::N,鹤,dzērve
355,Krähe::N,乌鸦,рака
356,Krähe::N,乌鸦,vārna
357,Kuckuck::N,布谷鸟,кӧк
358,Kuckuck::N,布谷鸟,dzeguze
359,Schwan::N,天鹅,юсь
360,Schwan::N,天鹅,gulbis
361,Fisch::N,鱼,чери
362,Fisch::N,鱼,zivs
363,Barsch::N,鲈鱼,ёкыш
364,Barsch::N,鲈鱼,asaris
365,Hecht::N,狗鱼,сир
366,Hecht::N,狗鱼,līdaka
367,Schlange[Tier]::N,蛇,кый
368,Schlange[Tier]::N,蛇,čūska
369,Wurm::N,蠕虫,номыр
370,Wurm::N,蠕虫,tārps
371,Spinne::N,蜘蛛,черань
372,Spinne::N,蜘蛛,zirneklis
373,Ameise::N,蚂蚁,кодзувкот
374,Ameise::N,蚂蚁,skudra
375,Laus::N,虱子,той
376,Laus::N,虱子,uts
377,Mücke::N,蚊子,ном
378,Mücke::N,蚊子,ods
379,Fliege::N,苍蝇,гут
380,Fliege::N,苍蝇,muša
381,Schmetterling::N,蝴蝶,бобув
382,Schmetterling::N,蝴蝶,tauriņš
383,Beere::N,将果,тусь
384,Beere::N,将果,вотӧс
385,Beere::N,将果,oga
386,Apfel::N,苹果,яблӧг
387,Apfel::N,苹果,ābols
388,Pilz::N,蘑菇,тшак
389,Pilz::N,蘑菇,sēne
390,Zwiebel::N,洋葱,луккок
391,Zwiebel::N,洋葱,йӧнгыль
392,Zwiebel::N,洋葱,sīpols
393,Saat::N,种子,тусь
394,Saat::N,种子,кӧйдыс
395,Saat::N,种子,sēkla
396,Korn::N,谷粒,тусь
397,Korn::N,谷粒,grauds
398,Heu::N,干草,турун
399,Heu::N,干草,siens
400,Schale::N,壳,кор
401,Schale::N,壳,čaula
402,Schale::N,壳,čaumala
403,Grube::N,坑,гу
404,Grube::N,坑,bedre
405,Falle::N,圈套,лэч
406,Falle::N,圈套,slazds
407,Falle::N,圈套,lamatas
408,Schlinge::N,活扣,лэч
409,Schlinge::N,活扣,cilpa
410,Spur::N,踪迹,туй
411,Spur::N,踪迹,pēda
412,Asche::N,灰烬,пӧм
413,Asche::N,灰烬,pelni
414,Dreck::N,污垢,няйт
415,Dreck::N,污垢,dubļi
416,Eisen::N,铁,кӧрт
417,Eisen::N,铁,dzelzs
418,Gold::N,金子,зарни
419,Gold::N,金子,zelts
420,Silber::N,银,эзысь
421,Silber::N,银,sudrabs
422,Kohle::N,煤,шом
423,Kohle::N,煤,ogle
424,Glas::N,玻璃,стеклӧ
425,Glas::N,玻璃,stikls
426,Lehm::N,粘土,сёй
427,Lehm::N,粘土,māls
428,Sand::N,沙,лыа
429,Sand::N,沙,smiltis
430,Mensch::N,人,морт
431,Mensch::N,人,cilvēks
432,Mann::N,男子,аймӧрт
433,Mann::N,男子,мужичӧй
434,Mann::N,男子,vīrietis
435,Frau::N,妇女,ань
436,Frau::N,妇女,нывбаба
437,Frau::N,妇女,sieviete
438,Kind::N,小孩,кага
439,Kind::N,小孩,bērns
440,Junge::N,男孩,пи
441,Junge::N,男孩,zēns
442,Junge::N,男孩,puika
443,Junge::N,男孩,puisis
444,Mädchen::N,女孩,ныв
445,Mädchen::N,女孩,meiča
446,Mädchen::N,女孩,skuķis
447,Mädchen::N,女孩,meitene
448,Familie::N,家庭,семья
449,Familie::N,家庭,ģimene
450,Großvater::N,祖父,пӧль
451,Großvater::N,祖父,vecaistēvs
452,Großmutter::N,祖母,баб
453,Großmutter::N,祖母,vecāmāte
454,Eltern::N,父母,ай-мам
455,Eltern::N,父母,бать-мам
456,Eltern::N,父母,vecāki
457,Vater::N,父亲,бать
458,Vater::N,父亲,ай
459,Vater::N,父亲,tēvs
460,Mutter::N,母亲,мам
461,Mutter::N,母亲,māte
462,Sohn::N,儿子,пи
463,Sohn::N,儿子,dēls
464,Tochter::N,女儿,ныв
465,Tochter::N,女儿,meita
466,Bruder::N,兄弟,вок
467,Bruder::N,兄弟,brālis
468,Schwester::N,姐妹,чой
469,Schwester::N,姐妹,māsa
470,Onkel::N,伯父,дядь
471,Onkel::N,伯父,tēvocis
472,Tante::N,阿姨,тьӧт
473,Tante::N,阿姨,tante
474,Ehemann::N,丈夫,верӧс
475,Ehemann::N,丈夫,vīrs
476,Ehefrau::N,妻子,гӧтыр
477,Ehefrau::N,妻子,sieva
478,Freude::N,愉快,радлун
479,Freude::N,愉快,prieks
480,Gelächter::N,大笑,серам
481,Gelächter::N,大笑,smiekli
482,Glück::N,运气,шуд
483,Glück::N,运气,laime
484,Kummer::N,苦恼,шог
485,Kummer::N,苦恼,bēdas
486,Kummer::N,苦恼,raizes
487,Wunsch::N,愿望,кӧсйӧм
488,Wunsch::N,愿望,vēlme
489,Wunsch::N,愿望,vēlējums
490,Lust::N,乐趣,кыскӧм
491,Lust::N,乐趣,радейтӧм
492,Lust::N,乐趣,kāre
493,Geist::N,精神,лов
494,Geist::N,精神,gars
495,Gedanke::N,思想,мӧвп
496,Gedanke::N,思想,doma
497,Gedächtnis::N,记性,паметь
498,Gedächtnis::N,记性,atmiņa
499,Verstand::N,理智,вежӧр
500,Verstand::N,理智,prāts
501,Sinn::N,感觉,мог
502,Sinn::N,感觉,вежӧртас
503,Sinn::N,感觉,nozīme
504,Grund::N,理由,помка
505,Grund::N,理由,pamats
506,Grund::N,理由,iemesls
507,Wahrheit::N,真理,збыль
508,Wahrheit::N,真理,збыльтор
509,Wahrheit::N,真理,taisnība
510,Wahrheit::N,真理,patiesība
511,Gespräch::N,谈话,сёрни
512,Gespräch::N,谈话,saruna
513,Märchen::N,童话,мойд
514,Märchen::N,童话,pasaka
515,Erzählung::N,故事,висьт
516,Erzählung::N,故事,stāsts
517,Erzählung::N,故事,nostāsts
518,Nachricht::N,消息,юӧртӧм
519,Nachricht::N,消息,ziņa
520,Neuigkeit::N,新闻,выльтор
521,Neuigkeit::N,新闻,jaunums
522,Name::N,名字,ним
523,Name::N,名字,vārds
524,Rätsel::N,谜语,нӧдкыв
525,Rätsel::N,谜语,mīkla
526,Rede::N,讲话,сёрни
527,Rede::N,讲话,runa
528,Sprache::N,语言,кыв
529,Sprache::N,语言,valoda
530,Stimme::N,声音,гӧлӧс
531,Stimme::N,声音,вом шы
532,Stimme::N,声音,balss
533,Wort::N,词,кыв
534,Wort::N,词,vārds
535,Zeichen::N,标记,пас
536,Zeichen::N,标记,zīme
537,Ruf::N,呼喊,чукӧстчӧм
538,Ruf::N,呼喊,корӧм
539,Ruf::N,呼喊,sauciens
540,Lärm::N,噪音,шы
541,Lärm::N,噪音,зык
542,Lärm::N,噪音,зычитӧм
543,Lärm::N,噪音,troksnis
544,Laut::N,响声,шы
545,Laut::N,响声,skaņa
546,Ton::N,声音,шы
547,Ton::N,声音,tonis
548,Lied::N,歌曲,сьылан
549,Lied::N,歌曲,сьыланкыв
550,Lied::N,歌曲,dziesma
551,Ruhe::N,安静,чӧв
552,Ruhe::N,安静,miers
553,Leute::N,人们,йӧз
554,Leute::N,人们,войтыр
555,Leute::N,人们,ļaudis
556,Leute::N,人们,cilvēki
557,Volk::N,人民,йӧз
558,Volk::N,人民,войтыр
559,Volk::N,人民,tauta
560,Arbeit::N,劳动,удж
561,Arbeit::N,劳动,darbs
562,Gast::N,客人,гӧсть
563,Gast::N,客人,viešņa
564,Gast::N,客人,ciemiņš
565,Geschenk::N,礼物,козин
566,Geschenk::N,礼物,dāvana
567,Spiel::N,游戏,ворсан
568,Spiel::N,游戏,rotaļa
569,Gesellschaft::N,陪同,котыр
570,Gesellschaft::N,陪同,biedrība
571,Gesellschaft::N,陪同,kompānija
572,Hilfe::N,帮助,отсӧг
573,Hilfe::N,帮助,palīdzība
574,Freund::N,朋友,ёрт
575,Freund::N,朋友,draugs
576,Kamerad::N,同志,ёрт
577,Kamerad::N,同志,biedrs
578,Angelegenheit::N,事情,мог
579,Angelegenheit::N,事情,делӧ
580,Angelegenheit::N,事情,darīšana
581,Anzahl::N,数目,лыд
582,Anzahl::N,数目,тшӧт
583,Anzahl::N,数目,skaits
584,Anzahl::N,数目,daudzums
585,Art::N,种类,сикас
586,Art::N,种类,suga
587,Art::N,种类,šķira
588,Stück::N,块,тор
589,Stück::N,块,gabals
590,Teil::N,部分,юкӧн
591,Teil::N,部分,daļa
592,Hälfte::N,一半,пӧв
593,Hälfte::N,一半,джын
594,Hälfte::N,一半,puse
595,Kreis::N,圆,кытш
596,Kreis::N,圆,aplis
597,Kreis::N,圆,riņķis
598,Kreuz::N,十字架,перна
599,Kreuz::N,十字架,крест
600,Kreuz::N,十字架,krusts
601,Linie::N,线条,визь
602,Linie::N,线条,līnija
603,Strich::N,划,визь
604,Strich::N,划,svītra
605,Abstand::N,距离,кост
606,Abstand::N,距离,коласт
607,Abstand::N,距离,atstarpe
608,Entfernung::N,距离,ылна
609,Entfernung::N,距离,attālums
610,Entfernung::N,距离,atstatums
611,Gegend::N,地区,му-ва
612,Gegend::N,地区,apvidus
613,Gegend::N,地区,apgabals
614,Platz::N,场所,ылдӧс
615,Platz::N,场所,йир
616,Platz::N,场所,гӧгӧртас
617,Platz::N,场所,vieta
618,Ort::N,地点,ин
619,Ort::N,地点,места
620,Ort::N,地点,vieta
621,Seite::N,面,бок
622,Seite::N,面,ӧтарладор
623,Seite::N,面,sāns
624,Mitte::N,中间,шӧр
625,Mitte::N,中间,vidus
626,Gegenstand::N,物品,кӧлуй
627,Gegenstand::N,物品,priekšmets
628,Sache::N,物,добра
629,Sache::N,物,lieta
630,Rand::N,边,дор
631,Rand::N,边,mala
632,Rand::N,边,apmale
633,Kante::N,棱,дор
634,Kante::N,棱,šķautne
635,Ecke::N,角,пельӧс
636,Ecke::N,角,kakts
637,Ecke::N,角,stūris
638,Spitze::N,尖,йыв
639,Spitze::N,尖,smaile
640,Spitze::N,尖,galotne
641,Ende::N,结尾,пом
642,Ende::N,结尾,gals
643,Ende::N,结尾,uzgalis
644,Loch::N,洞,розь
645,Loch::N,洞,caurums
646,Winkel::N,角度,пельӧс
647,Winkel::N,角度,leņķis
648,Muster::N,模型,сер
649,Muster::N,模型,piemērs
650,Größe::N,大小,ыджда
651,Größe::N,大小,lielums
652,Länge::N,长度,кузьта
653,Länge::N,长度,garums
654,Höhe::N,高度,джуджда
655,Höhe::N,高度,augstums
656,Gewicht::N,重量,сьӧкта
657,Gewicht::N,重量,сьӧкталун
658,Gewicht::N,重量,svars
659,Gewicht::N,重量,smagums
660,Menge::N,数量,лун
661,Menge::N,数量,числӧ
662,Menge::N,数量,masa
663,Menge::N,数量,daudzums
664,Haufen::N,堆,чукӧр
665,Haufen::N,堆,čupa
666,Haufen::N,堆,grēda
667,Haufen::N,堆,kaudze
668,Reihe::N,行,рад
669,Reihe::N,行,rinda
670,Reihe::N,行,virkne
671,Boot::N,小船,пыж
672,Boot::N,小船,laiva
673,Ruder::N,奖,пелыс
674,Ruder::N,奖,ӧпаснӧй
675,Ruder::N,奖,airis
676,Ruder::N,奖,irklis
677,Schlitten::N,雪橇,дадь
678,Schlitten::N,雪橇,ragavas
679,Ski::N,雪板,лызь
680,Ski::N,雪板,slēpe
681,Lagerfeuer::N,营火,бипур
682,Lagerfeuer::N,营火,ugunskurs
683,Last::N,负担,сьӧкыдтор
684,Last::N,负担,krava
685,Gang::N,行走,мунӧм
686,Gang::N,行走,ветлӧм
687,Gang::N,行走,eja
688,Gang::N,行走,gājums
689,Schritt::N,步伐,воськов
690,Schritt::N,步伐,воськовтӧм
691,Schritt::N,步伐,solis
692,Norden::N,北,войвыв
693,Norden::N,北,ziemeļi
694,Süden::N,南,лунвыв
695,Süden::N,南,dienvidi
696,Westen::N,西,рытыв
697,Westen::N,西,rietumi
698,Osten::N,东,асыв
699,Osten::N,东,austrumi
700,Holz::N,木材,пу
701,Holz::N,木材,koks
702,Holz::N,木材,koksne
703,Brett::N,木板,пӧв
704,Brett::N,木板,dēlis
705,Platte::N,平板,плита
706,Platte::N,平板,plate
707,Platte::N,平板,plāksne
708,Stütze::N,支架,пыкӧд
709,Stütze::N,支架,мыджӧд
710,Stütze::N,支架,balsts
711,Stütze::N,支架,atspaids
712,Stange::N,杆,потш
713,Stange::N,杆,maikste
714,Stock::N,棒,бедь
715,Stock::N,棒,boze
716,Stock::N,棒,spieķis
717,Stab::N,棍,зир
718,Stab::N,棍,zizlis
719,Rohr::N,管子,труба
720,Rohr::N,管子,caurule
721,Haus::N,房屋,керка
722,Haus::N,房屋,māja
723,Heim::N,家,горт
724,Heim::N,家,mājas
725,Ofen::N,炉子,пач
726,Ofen::N,炉子,krāsns
727,Fußboden::N,地板,джодж
728,Fußboden::N,地板,grīda
729,Tisch::N,桌子,пызан
730,Tisch::N,桌子,galds
731,Stuhl::N,椅子,улӧс
732,Stuhl::N,椅子,krēsls
733,Wiege::N,摇蓝,зыбка
734,Wiege::N,摇蓝,šūpulis
735,Bett::N,床,вольпась
736,Bett::N,床,gulta
737,Regal::N,架子,джадж
738,Regal::N,架子,plaukts
739,Kiste::N,箱子,куд
740,Kiste::N,箱子,ящик
741,Kiste::N,箱子,kaste
742,Kiste::N,箱子,šķirsts
743,Fenster::N,窗户,ӧшинь
744,Fenster::N,窗户,logs
745,Tür::N,门,ӧдзӧс
746,Tür::N,门,durvis
747,Tor::N,大门,дзиръя
748,Tor::N,大门,vārti
749,Zaun::N,篱笆,потшӧс
750,Zaun::N,篱笆,žogs
751,Dach::N,屋顶,вевт
752,Dach::N,屋顶,jumts
753,Leiter::N,梯子,пос
754,Leiter::N,梯子,kāpnes
755,Leiter::N,梯子,redeles
756,Besen::N,扫帚,рос
757,Besen::N,扫帚,slota
758,Spaten::N,铁锹,зыр
759,Spaten::N,铁锹,lāpsta
760,Schaufel::N,铁锹,тэльӧб
761,Schaufel::N,铁锹,liekšķere
762,Gabel::N,叉,вилки
763,Gabel::N,叉,dakšiņa
764,Löffel::N,食匙,пань
765,Löffel::N,食匙,karote
766,Messer::N,刀,пурт
767,Messer::N,刀,nazis
768,Nagel::N,钉子,тув
769,Nagel::N,钉子,кӧрт тув
770,Nagel::N,钉子,nagla
771,Netz::N,网,тыв
772,Netz::N,网,tīkls
773,Haken::N,钩子,крук
774,Haken::N,钩子,āķis
775,Haken::N,钩子,kāsis
776,Haken::N,钩子,krampis
777,Griff::N,把柄,нуд
778,Griff::N,把柄,kāts
779,Griff::N,把柄,rokturis
780,Schloss::N,锁,томан
781,Schloss::N,锁,aizslēgs
782,Bild::N,图画,серпас
783,Bild::N,图画,glezna
784,Figur::N,人像,пертас
785,Figur::N,人像,вежньӧг
786,Figur::N,人像,figūra
787,Puppe::N,娃娃,акань
788,Puppe::N,娃娃,lelle
789,Beutel::N,袋子,мешӧк
790,Beutel::N,袋子,kule
791,Beutel::N,袋子,maisiņš
792,Bündel::N,捆,кӧртӧд
793,Bündel::N,捆,sainis
794,Tasche::N,手提包,сумка
795,Tasche::N,手提包,soma
796,Eimer::N,桶,ведра
797,Eimer::N,桶,spainis
798,Deckel::N,盖子,пӧдан
799,Deckel::N,盖子,тупкӧд
800,Deckel::N,盖子,vāks
801,Geschirr::N,餐具,дозмук
802,Geschirr::N,餐具,тасьті-пань
803,Geschirr::N,餐具,trauki
804,Sack::N,袋子,мешӧк
805,Sack::N,袋子,maiss
806,Tasse::N,杯子,бекар
807,Tasse::N,杯子,тасьті
808,Tasse::N,杯子,tase
809,Topf::N,锅,гырнич
810,Topf::N,锅,pods
811,Kessel::N,水壶,пӧрт
812,Kessel::N,水壶,katls
813,Essen::N,进餐,сёйӧм
814,Essen::N,进餐,ēdiens
815,Nahrung::N,食物,сёян
816,Nahrung::N,食物,barība
817,Speise::N,菜肴,сёян
818,Speise::N,菜肴,сёянтор
819,Speise::N,菜肴,ēdiens
820,Fleisch::N,肉,яй
821,Fleisch::N,肉,gaļa
822,Getreide::N,谷物,нянь
823,Getreide::N,谷物,labība
