,Concept_ID,fa,mhr
57,Gehirn::N,مخ,вуйве́м
58,Gehirn::N,مغز,вем
59,Gehirn::N,مغز,вуйве́м
60,Herz::N,دل,шӱм
61,Herz::N,قلب,шӱм
62,Magen::N,معده,пага́р
63,Leber::N,کبد,мокш
64,Atem::N,نفس,шӱ́лыш
65,Hunger::N,گرسنگی,шужыма́ш
66,Träne::N,اشک,шинчавӱ́д
67,Geschmack::N,مزه,там
68,Geruch::N,بو,пуш
69,Schlaf::N,خواب,о́мо
70,Traum::N,رؤیا,йӱдо́мо
71,Himmel::N,فلک,кава́
72,Himmel::N,آسمان,кава́
73,Sonne::N,آفتاب,ке́че
74,Sonne::N,خورشید,ке́че
75,Mond::N,ماه,ты́лзе
76,Stern::N,ستاره,шӱ́дыр
77,Luft::N,هوا,юж
78,Wind::N,باد,марде́ж
79,Welle::N,موج,то́лкын
80,Wasser::N,آب,вӱд
81,Stein::N,سنگ,кӱ
82,Boden::N,زمین,рок
83,Erde::N,خاک,мла́нде
84,Erde::N,زمین,мла́нде
85,Staub::N,گرد,пура́к
86,Staub::N,غبار,пура́к
87,Rauch::N,دود,шикш
88,Funke::N,جرقه,сеске́м
89,Funke::N,جرقه,тулйы́п
90,Feuer::N,آتش,тул
91,Licht::N,نور,со́то
92,Licht::N,روشنی,со́то
93,Schatten::N,سایه,ӱ́мыл
94,Wetter::N,هوا,иге́че
95,Nebel::N,مه,тӱтыра́
96,Wolke::N,ابر,пыл
97,Regen::N,باران,йӱр
98,Schnee::N,برف,лум
99,Eis::N,یخ,ий
100,Frost::N,یخبندان,чатлама́
101,Kälte::N,سرما,йӱ́штӧ
102,Hitze::N,گرما,шо́кшо
103,Hitze::N,حرارت,шо́кшо
104,Raureif::N,برف ریزه,пӧрш
105,Raureif::N,برف ریزه,по́кшым
106,Regenbogen::N,رنگین‌کمان,шонанпы́л
107,Donner::N,رعد,кӱ́дырчӧ
108,Strömung::N,جریان,йо́гын
109,Tropfen::N,قطره,чӱча́лтыш
110,Schaum::N,کف,шоҥ
111,Schmutz::N,گل,лавыра́
112,Schmutz::N,کثافت,лавыра́
113,See::N,دریاچه,ер
114,Sumpf::N,مرداب,лӱ́кӧ
115,Sumpf::N,باتلاق,лӱ́кӧ
116,Moor::N,باتلاق,куп
117,Wiese::N,چمن,о́лык
118,Wald::N,جنگل,чодыра́
119,Hügel::N,تل,арка́
120,Hügel::N,تپه,арка́
121,Anhöhe::N,بلندی,тӧва́
122,Anhöhe::N,بلندی,кӱкшака́
123,Berg::N,کوه,ку́рык
124,Gipfel::N,قله,чаҥга́
125,Gipfel::N,قله,курыкву́й
126,Höhle::N,غار,пеще́р
127,Höhle::N,غار,курыкпо́мыш
128,Abhang::N,سرازیری,та́йыл
129,Quelle::N,چشمه,важ
130,Quelle::N,چشمه,вӱдшинча́
131,Bach::N,نهر,изэҥе́р
132,Fluss::N,رود,эҥе́р
133,Ufer::N,ساحل,сер
134,Ufer::N,کرانه,сер
135,Küste::N,ساحل,вӱдтӱ́р
136,Festland::N,خشکی,мла́нде
137,Meer::N,دریا,те́ҥыз
138,Bucht::N,خلیج,икса́
139,Insel::N,جزیره,отро́
140,Blume::N,گل,пеле́дыш
141,Gras::N,علف,шу́до
142,Wurzel::N,ریشه,вож
143,Baum::N,درخت,пуше́ҥге
144,Stamm::N,تنه,йы́тыр
145,Rinde::N,توژ,шӱм
146,Rinde::N,پوست,шӱм
147,Ast::N,شاخه,укш
148,Zweig::N,شاخه,торма́к
149,Blatt::N,برگ,лышта́ш
150,Birke::N,غان,куэ́
151,Kiefer[Baum]::N,کاج,пӱ́нчӧ
152,Weide[Baum]::N,بید,уа́
153,Tanne::N,صنوبر,кож
154,Horn::N,شاخ,шур
155,Feder::N,پر,пы́стыл
156,Fell::N,خز,кова́ште
157,Flügel::N,پر,шу́лдыр
158,Flügel::N,بال,шу́лдыр
159,Klaue::N,چنگ,кӱч
160,Klaue::N,پنجه,кӱч
161,Kralle::N,پنجه,ла́па
162,Kralle::N,پنجه,копа́
163,Schwanz::N,دم,поч
164,Ei::N,تخم,му́но
165,Nest::N,لانه,пыжа́ш
166,Bau::N,بنا,пыжа́ш
167,Bau::N,ساختمان,пыжа́ш
168,Tier::N,هیوان,я́нлык
169,Tier::N,هیوان,живо́тный
170,Herde::N,رمه,кӱ́тӱ
171,Herde::N,رمه,тӱшка́
172,Kuh::N,گاو,ушка́л
173,Bulle::N,گاو نر,ӱ́шкыж
174,Pferd::N,اسب,и́мне
175,Schaf::N,گوسفند,шо́рык
176,Schwein::N,خوک,сӧсна́
177,Hund::N,سگ,пий
178,Katze::N,گربه,пы́рыс
179,Bär::N,خرس,маска́
180,Eichhörnchen::N,سنجاب,ур
181,Elch::N,گوزن شمالی,шо́рдо
182,Fuchs::N,روباه,ры́выж
183,Hase::N,خرگوش,мера́ҥ
184,Maus::N,موش,коля́
185,Wolf::N,گرگ,пи́ре
186,Vogel::N,پرنده,ка́йык
187,Schwarm::N,دسته,каша́к
188,Huhn::N,مرغ,чы́ве
189,Hahn::N,خروس,агыта́н
190,Gans::N,غاز,ко́мбо
191,Adler::N,عقاب,карагу́ш
192,Ente::N,اردک,лу́до
193,Ente::N,مرغابی,лу́до
194,Eule::N,جغد,тумна́
195,Kranich::N,درنا,турня́
196,Krähe::N,زاغ,кора́к
197,Krähe::N,کلاغ,кора́к
198,Kuckuck::N,فاخته,куку́
199,Schwan::N,قو,йӱ́ксӧ
200,Fisch::N,ماهی,кол
201,Barsch::N,ماهی خاردار,ола́ҥге
202,Hecht::N,اردک ماهی,нуж
203,Hecht::N,اردک ماهی,чорта́н
204,Schlange[Tier]::N,مار,ки́шке
205,Wurm::N,کرم,шукш
206,Spinne::N,عنکبوت,эҥыре́мыш
207,Ameise::N,مورچه,ку́тко
208,Laus::N,شپش,тий
209,Mücke::N,پشه,шыҥа́
210,Fliege::N,مگس,ка́рме
211,Schmetterling::N,پروانه,лы́ве
212,Beere::N,گیله,мӧр
213,Apfel::N,سیب,олма́
214,Pilz::N,قارچ,по́ҥго
215,Zwiebel::N,پیاز,шога́н
216,Saat::N,بذر,нӧ́шмӧ
217,Saat::N,بذر,туш
218,Korn::N,تخم,шу́рно
219,Korn::N,دانه,шу́рно
220,Heu::N,علف خشک,шу́до
221,Schale::N,پوست,шӱм
222,Grube::N,گودال,выне́м
223,Falle::N,دام,лӧ́дӧ
224,Schlinge::N,حلقه,о́птыш
225,Schlinge::N,حلقه,шӧрга́лтыш
226,Spur::N,رد,кыша́
227,Asche::N,خاکستر,ло́мыж
228,Dreck::N,کثافت,лавыра́
229,Eisen::N,آهن,кӱ́ртньӧ
230,Gold::N,زر,шӧ́ртньӧ
231,Gold::N,طلا,шӧ́ртньӧ
232,Silber::N,نقره,ший
233,Kohle::N,زغال,мландышӱ́й
234,Glas::N,شیشه,янда́
235,Lehm::N,گل,шун
236,Sand::N,شن,ошма́
237,Sand::N,ماسه,ошма́
238,Mensch::N,آدم,еҥ
239,Mensch::N,آدم,айде́ме
240,Mensch::N,انسان,еҥ
241,Mensch::N,انسان,айде́ме
242,Mann::N,مرد,пӧръе́ҥ
243,Frau::N,زن,ӱдырама́ш
244,Kind::N,بچه,аза́
245,Kind::N,کودک,аза́
246,Junge::N,پسر,рве́зе
247,Mädchen::N,دختر,ӱдыра́ш
248,Familie::N,فامیل,еш
249,Familie::N,خانواده,еш
250,Großvater::N,پدربزرگ,коча́
251,Großmutter::N,مادر‌بزرگ,кова́
252,Eltern::N,والدین,ача́-ава́
253,Eltern::N,پدر‌و‌مادر,ача́-ава́
254,Vater::N,پدر,ача́
255,Mutter::N,مادر,ава́
256,Sohn::N,پسر,э́рге
257,Tochter::N,دختر,ӱ́дыр
258,Bruder::N,برادر,иза́
259,Bruder::N,برادر,шо́льо
260,Schwester::N,خواهر,ака́
261,Onkel::N,عمو,иза́
262,Onkel::N,دایی,иза́
263,Tante::N,عمه,кока́
264,Tante::N,خاله,кока́
265,Ehemann::N,همسر,мари́й
266,Ehefrau::N,همسر,ва́те
267,Freude::N,شادی,куа́н
268,Freude::N,شادی,куаныма́ш
269,Gelächter::N,خنده,во́штылтыш
270,Gelächter::N,قاه‌قاه,во́штылтыш
271,Glück::N,اقبال,пиа́л
272,Kummer::N,غم,о́йго
273,Kummer::N,غصه,о́йго
274,Wunsch::N,آرزو,ку́мыл
275,Lust::N,هوس,ку́мыл
276,Geist::N,روح,ӧрт
277,Geist::N,روح,чон
278,Gedanke::N,فکر,ой
279,Gedanke::N,فکر,шоныма́ш
280,Gedächtnis::N,حافظه,шарныма́ш
281,Verstand::N,هوش,уш
282,Sinn::N,معنا,смысл
283,Sinn::N,مفهوم,смысл
284,Grund::N,سبب,ама́л
285,Grund::N,دلیل,ама́л
286,Wahrheit::N,حقیقت,чын
287,Gespräch::N,صحبت,мутланыма́ш
288,Gespräch::N,گفتگو,мутланыма́ш
289,Märchen::N,قصه,йома́к
290,Märchen::N,افسانه,йома́к
291,Erzählung::N,داستان,ойлыма́ш
292,Nachricht::N,خبر,увертарыма́ш
293,Neuigkeit::N,خبر تازه,уве́р
294,Name::N,اسم,лӱм
295,Rätsel::N,معما,ту́што
296,Rede::N,سخن,ойлыма́ш
297,Sprache::N,زبان,йы́лме
298,Stimme::N,صدا,йӱк
299,Wort::N,کلمه,ой
300,Wort::N,کلمه,мут
301,Zeichen::N,نشان,ти́ште
302,Zeichen::N,نشان,знак
303,Zeichen::N,علامت,ти́ште
304,Zeichen::N,علامت,знак
305,Ruf::N,صدا,ӱжма́ш
306,Lärm::N,هیاهو,лӱшкыма́ш
307,Lärm::N,هیاهو,йӱк-йӱа́н
308,Laut::N,صدا,йӱк
309,Ton::N,آهنگ,йӱксе́м
310,Lied::N,آواز,му́ро
311,Lied::N,ترانه,му́ро
312,Ruhe::N,آرامش,ты́мык
313,Leute::N,مردم,еҥ-влак
314,Volk::N,خلق,ка́лык
315,Arbeit::N,کار,паша́
316,Gast::N,مهمان,уна́
317,Geschenk::N,هدیه,пӧле́к
318,Spiel::N,بازی,мо́дыш
319,Spiel::N,بازی,модма́ш
320,Gesellschaft::N,جمعیت,тӱшка́
321,Hilfe::N,کمک,по́лыш
322,Freund::N,دوست,таҥ
323,Freund::N,دوست,йолта́ш
324,Kamerad::N,رفیق,таҥ
325,Angelegenheit::N,امر,паша́
326,Angelegenheit::N,قضیه,паша́
327,Anzahl::N,عده,чот
328,Anzahl::N,شمار,чот
329,Art::N,نوع,вид
330,Stück::N,تکه,ка́тыш
331,Stück::N,تکه,ла́стык
332,Stück::N,قطعه,ка́тыш
333,Stück::N,قطعه,ла́стык
334,Teil::N,بخش,ужа́ш
335,Teil::N,قسمت,ужа́ш
336,Hälfte::N,نیم,пел
337,Hälfte::N,نیم,пе́ле
338,Kreis::N,حلقه,ты́ртыш
339,Kreis::N,دایره,ты́ртыш
340,Kreuz::N,صلیب,ыре́с
341,Linie::N,خط,ли́ний
342,Linie::N,سطر,ли́ний
343,Strich::N,خط,коре́ш
344,Abstand::N,فاصله,кокла́
345,Entfernung::N,مسافت,тора́
346,Entfernung::N,مسافت,ку́жыт
347,Gegend::N,منطقه,кунде́м
348,Platz::N,گنجایش,ку́мдык
349,Ort::N,جا,вер
350,Ort::N,جا,о́лмо
351,Ort::N,محل,вер
352,Ort::N,محل,о́лмо
353,Ort::N,مکان,вер
354,Ort::N,مکان,о́лмо
355,Seite::N,طرف,ӧ́рдыж
356,Mitte::N,وسط,покше́л
357,Mitte::N,میان,покше́л
358,Gegenstand::N,چیز,наста́
359,Sache::N,چیز,наста́
360,Rand::N,کنار,тӱр
361,Rand::N,حاشیه,тӱр
362,Kante::N,لبه,тӱр
363,Ecke::N,گوشه,лук
364,Spitze::N,سر,вуй
365,Spitze::N,نوک,вуй
366,Ende::N,ته,муча́ш
367,Ende::N,آخر,муча́ш
368,Loch::N,سوراخ,рож
369,Winkel::N,کنج,лук
370,Muster::N,نقش,пеза́к
371,Muster::N,نقش,узо́р
372,Muster::N,نقش,ӱ́лгӧ
373,Größe::N,قد,кӱ́кшыт
374,Größe::N,بزرگی,кӱ́кшыт
375,Länge::N,طول,ку́тыш
376,Höhe::N,بلندی,кӱ́кшыт
377,Gewicht::N,وزن,не́лыт
378,Menge::N,مقدار,чот
379,Menge::N,اندازه,чот
380,Haufen::N,توده,кы́шыл
381,Reihe::N,ردیف,рада́м
382,Boot::N,قایق,пуш
383,Ruder::N,پارو,эшка́к
384,Schlitten::N,سورتمه,тер
385,Schlitten::N,سورتمه,изде́р
386,Ski::N,اسکی,е́че
387,Lagerfeuer::N,آتش,туло́то
388,Last::N,بار,нӧ́лтыш
389,Last::N,سنگینی,нӧ́лтыш
390,Gang::N,راه رفتن,ошкылма́ш
391,Schritt::N,قدم,о́шкыл
392,Norden::N,شمال,йӱдйыма́л
393,Süden::N,جنوب,кечывалве́л
394,Westen::N,غرب,касве́л
395,Osten::N,شرق,эрве́л
396,Holz::N,چوب,пу
397,Brett::N,تخته,оҥа́
398,Platte::N,صفحه,аста́р
399,Stütze::N,تکیه,чара́к
400,Stange::N,میله,лома́ш
401,Stock::N,چوب,тоя́
402,Stab::N,عصا,вара́
403,Stab::N,عصا,кашта́
404,Rohr::N,لوله,пуч
405,Haus::N,منزل,пӧрт
406,Heim::N,خانه,мӧ́ҥгӧ
407,Heim::N,کاشانه,мӧ́ҥгӧ
408,Ofen::N,بخاری,комака́
409,Fußboden::N,کف اتاق,кӱва́р
410,Tisch::N,میز,ӱсте́л
411,Stuhl::N,صندلی,пӱке́н
412,Wiege::N,گهواره,шепка́
413,Bett::N,تختخواب,ва́кшыш
414,Regal::N,قفسه,шӧ́рлык
415,Kiste::N,صندوق,шо́ндык
416,Kiste::N,صندوق,я́шлык
417,Fenster::N,پنجره,окна́
418,Tür::N,در,омса́
419,Tür::N,درب,омса́
420,Tor::N,دروازه,капка́
421,Zaun::N,حصار,сава́р
422,Dach::N,بام,леве́дыш
423,Leiter::N,نردبان,тошка́лтыш
424,Besen::N,جارو,ӱштерво́штыр
425,Spaten::N,بیل,ко́льмо
426,Schaufel::N,بیل,сово́к
427,Schaufel::N,بیل,су́ско
428,Schaufel::N,پارو,сово́к
429,Schaufel::N,پارو,су́ско
430,Gabel::N,چنگال,ви́лке
431,Löffel::N,قاشق,па́не
432,Löffel::N,قاشق,совла́
433,Messer::N,کارد,кӱ́зӧ
434,Nagel::N,میخ,пуда́
435,Netz::N,تور,вапш
436,Netz::N,شبکه,вапш
437,Haken::N,قلاب,са́гыле
438,Griff::N,دسته,кыл
439,Schloss::N,قفل,кӧгӧ́н
440,Bild::N,عکس,сӱре́т
441,Bild::N,تصویر,сӱре́т
442,Figur::N,تندیس,фигу́р
443,Puppe::N,عروسک,курча́к
444,Beutel::N,کیسه,меша́к
445,Bündel::N,بسته,арша́ш
446,Tasche::N,کیف,сумка́
447,Eimer::N,سطل,ведра́
448,Deckel::N,در,ко́мдыш
449,Geschirr::N,ظرف,а́те
450,Sack::N,گونی,куль
451,Sack::N,گونی,меша́к
452,Tasse::N,فنجان,чу́кыр
453,Tasse::N,فنجان,чашка́
454,Topf::N,دیگ,ми́ске
455,Topf::N,قابلمه,ми́ске
456,Kessel::N,دیگ,под
457,Essen::N,خوراک,ко́чкыш
458,Nahrung::N,غذا,ку́рго
459,Speise::N,خوراک,ко́чкыш
460,Fleisch::N,گوشت,шыл
461,Getreide::N,غله,шу́рно
462,Brei::N,فرنی,пу́чымыш
463,Brei::N,حریره,пу́чымыш
464,Brot::N,نان,ки́нде
465,Scheibe::N,قاچ,ка́тыш
466,Scheibe::N,لزگه,ка́тыш
467,Fett::N,چربی,коя́
468,Butter::N,کره,ӱй
469,Öl::N,روغن,ӱй
470,Salz::N,نمک,шинча́л
471,Suppe::N,آش,шӱр
472,Suppe::N,سوپ,шӱр
473,Honig::N,عسل,мӱй
474,Milch::N,شیر,шӧр
475,Tee::N,چای,чай
476,Leder::N,چرم,сура́н
477,Leder::N,چرم,шӱ́штӧ
478,Wolle::N,پشم,пун
479,Stoff::N,پارچه,куэ́м
480,Stoff::N,پارچه,посто́
481,Nadel::N,سوزن,и́ме
482,Faden::N,نخ,шӱ́ртӧ
483,Knopf::N,دکمه,по́лдыш
484,Knoten::N,گره,пышке́м
485,Farbe::N,رنگ,чия́
486,Kleidung::N,لباس,чие́м
487,Kleidung::N,لباس,вурге́м
488,Kleidung::N,پوشاک,чие́м
489,Kleidung::N,پوشاک,вурге́м
490,Hemd::N,پیراهن,ту́выр
491,Kragen::N,یقه,сога́
492,Ärmel::N,آستین,шокш
493,Hose::N,شلوار,йола́ш
494,Gürtel::N,کمر‌بند,ӱ́штӧ
495,Mütze::N,کلاه,упш
496,Schuh::N,کفش,боти́нке
497,Stiefel::N,چکمه,кем
498,Ring::N,حلقه,шерга́ш
499,Ring::N,انگشتر,шерга́ш
500,Band::N,نوار,тасма́
501,Band::N,نوار,ле́нте
502,Band::N,روبان,тасма́
503,Band::N,روبان,ле́нте
504,Kamm::N,شانه,шерге́
505,Spiegel::N,آینه,вошто́нчыш
506,Riemen::N,تسمه,кӱзанӱ́штӧ
507,Schnur::N,ریسمان,кере́м
508,Schnur::N,ریسمان,кандыра́
509,Leine::N,قلاده,вӱра́ҥ
510,Decke::N,پتو,леве́дыш
511,Decke::N,پتو,одея́л
512,Kissen::N,بالش,кӱ́пчык
513,Tuch::N,شال,шо́выч
514,Handtuch::N,حوله,со́лык
515,Kraft::N,نیرو,вий
516,Kraft::N,نیرو,куа́т
517,Stärke::N,زور,куа́т
518,Stärke::N,زور,карма́н
519,Gesundheit::N,سلامتی,таза́лык
520,Gesundheit::N,تندرستی,таза́лык
521,Krankheit::N,بیماری,чер
522,Schmerz::N,درد,ко́рштыш
523,Wunde::N,زخم,су́сыр
524,Fieber::N,تب,йӱштыму́ж
525,Fieber::N,تب,лихора́дке
526,Arznei::N,دارو,эм
527,Brücke::N,پل,кӱва́р
528,Brunnen::N,چاه,вӱдвыне́м
529,Weide::N,چراگاه,нурше́р
530,Pfad::N,راه,йолго́рно
531,Pfad::N,راه,сокма́к
532,Weg::N,راه,ко́рно
533,Weg::N,طریق,ко́рно
534,Straße::N,راه,ко́рно
535,Straße::N,جاده,ко́рно
536,Dorf::N,ده,ял
537,Dorf::N,روستا,ял
538,Stadt::N,شهر,ола́
539,Brief::N,نامه,се́рыш
540,Buch::N,کتاب,книга́
541,Buchstabe::N,حرف,буква́
542,Zeitung::N,روزنامه,газе́т
543,Leben::N,عمر,и́лыш
544,Leben::N,زندگی,и́лыш
545,Tod::N,مرگ,колыма́ш
546,Grab::N,گور,шӱга́р
547,Grab::N,مزار,шӱга́р
548,Kirche::N,کلیسا,че́рке
549,Sünde::N,بزه,су́лык
550,Sünde::N,گناه,су́лык
551,Gott::N,خدا,ю́мо
552,Arbeiter::N,کارگر,паша́зе
553,Chef::N,رئیس,тӧра́
554,Meister::N,استاد,маста́р
555,Arzt::N,پزشک,врач
556,Lehrer::N,معلم,ту́ныктышо
557,Lehrer::N,آموزگار,ту́ныктышо
558,Geld::N,پول,окса́
559,Geschäft::N,کار,сатулыма́ш
560,Geschäft::N,بیزنس,сатулыма́ш
561,Laden::N,دکان,ке́выт
562,Laden::N,مغازه,ке́выт
563,Preis::N,بها,ак
564,Preis::N,قیمت,ак
565,Ware::N,جنس,сату́
566,Ware::N,کالا,сату́
567,Nutzen::N,مزیت,пайда́
568,Nutzen::N,امتیاز,пайда́
569,Reichtum::N,مال,поя́нлык
570,Reichtum::N,ثروت,поя́нлык
571,Welt::N,دنیا,тӱня́
572,Land::N,کشور,эл
573,Land::N,مملکت,эл
574,Staat::N,دولت,кугыжа́ныш
575,König::N,شاه,кугыжа́
576,König::N,پادشاه,кугыжа́
577,Macht::N,قدرت,власть
578,Macht::N,اختیار,власть
579,Grenze::N,مرز,грани́ца
580,Krieg::N,جنگ,сар
581,Feind::N,دشمن,тушма́н
582,Gewalt::N,زور,виешлыма́ш
583,Gewalt::N,خشونت,виешлыма́ш
584,Kampf::N,نبرد,кредалма́ш
585,Kampf::N,مبارزه,кредалма́ш
586,Bogen[Waffe]::N,کمان,юҥе́ж
587,Pfeil::N,تیر,пикш
588,Gewehr::N,تفنگ,пыча́л
589,Fehler::N,غلط,йо́ҥылыш
590,Fehler::N,اشتباه,йо́ҥылыш
591,Lüge::N,دروغ,шоя́к
592,Schaden::N,آسیب,зия́н
593,Schaden::N,خسارت,зия́н
594,Unglück::N,بلا,эҥге́к
595,Schuld::N,گناه,тита́к
596,Schuld::N,گناه,йола́
597,Schuld::N,تقصیر,тита́к
598,Schuld::N,تقصیر,йола́
599,Alter::N,سن,ийго́т
600,Alter::N,عمر,ийго́т
601,Schluss::N,انتها,муча́ш
602,Zeit::N,وقت,жап
603,Zeit::N,وقت,па́гыт
604,Zeit::N,زمان,жап
605,Zeit::N,زمان,па́гыт
606,Tag::N,روز,ке́че
607,Morgen::N,صبح,эр
608,Mittag::N,ظهر,кечыва́л
609,Abend::N,شب,кас
610,Abend::N,عصر,кас
611,Nacht::N,شب,йӱд
612,Woche::N,هفته,арня́
613,Monat::N,ماه,ты́лзе
614,Jahr::N,سال,ий
615,Frühling::N,بهار,шо́шо
616,Sommer::N,تابستان,кеҥе́ж
617,Herbst::N,پاییز,шы́же
618,Winter::N,زمستان,те́ле
619,Januar::N,ژانویه,шоркыйол
620,Januar::N,ژانویه,идалыкву́й
621,Januar::N,ژانویه,янва́рь
622,Februar::N,فوریه,пургыж
623,Februar::N,فوریه,февра́ль
624,März::N,مارس,ӱярня
625,März::N,مارس,март
626,April::N,آوریل,апре́ль
627,Mai::N,مه,ага
628,Mai::N,مه,май
629,Juni::N,ژوئن,пеледыш
630,Juni::N,ژوئن,ию́нь
631,Juli::N,ژویه,сӱрем
632,Juli::N,ژویه,ию́ль
633,August::N,اوت,сорла
634,August::N,اوت,агарма́н
635,August::N,اوت,а́вгуст
636,September::N,سپتامبر,идым
637,September::N,سپتامبر,сентя́брь
638,Oktober::N,اکتبر,шыжа
639,Oktober::N,اکتبر,октя́брь
640,November::N,نوامبر,кылме тылзе
641,November::N,نوامبر,ноя́брь
642,Dezember::N,دسامبر,дека́брь
643,Montag::N,دو‌شنبه,шо́чмо
644,Dienstag::N,سه‌شنبه,ку́шкыжмо
645,Mittwoch::N,چهار‌شنبه,вӱрге́че
646,Donnerstag::N,پنج شنبه,изарня́
647,Freitag::N,جمعه,кугарня́
648,Samstag::N,شنبه,шуматке́че
649,Sonntag::N,یکشنبه,рушарня́
650,groß::A,بزرگ,кугу́
651,klein::A,کوچک,изи́
652,lang::A,بلند,кужу́
653,kurz::A,کوتاه,кӱ́чык
654,breit::A,پهن,кумда́
655,schmal::A,تنگ,а́ҥысыр
656,schmal::A,نازک,а́ҥысыр
657,dicht::A,چگال,ну́гыдо
658,dicht::A,انبوه,ну́гыдо
659,dick[Gegenstand]::A,ضخیم,кӱ́жгӧ
660,dünn::A,نازک,ви́чкыж
661,fein::A,ریز,ты́гыде
662,fein::A,باریک,ты́гыде
663,fest::A,محکم,чо́ткыдо
664,flach::A,صاف,лапка́
665,flach::A,مسطح,лапка́
666,glatt::A,لیز,яклака́
667,hart::A,سفت,пе́ҥгыде
668,weich::A,نرم,пу́шкыдо
669,weich::A,ملایم,пу́шкыдо
670,rund::A,گرد,йырге́шке
671,spitz::A,تیز,коша́р
672,spitz::A,نوک‌تیز,коша́р
673,scharf::A,تیز,пӱ́сӧ
674,scharf::A,برنده,пӱ́сӧ
675,stumpf::A,کند,токма́к
676,schwer::A,سنگین,не́ле
677,schön::A,زیبا,сы́лне
678,heiß::A,داغ,шо́кшо
679,warm::A,گرم,ле́ве
680,kalt::A,سرد,йӱ́штӧ
681,kühl::A,خنک,юа́лге
682,kühl::A,خنک,южгата́
683,frisch::A,تازه,свежа́
684,feucht::A,مرطوب,вӱ́дыжгӧ
685,nass::A,تر,нӧ́рӧ
686,nass::A,خیش,нӧ́рӧ
687,trocken::A,خشک,ку́кшо
688,voll::A,پر,тич
689,leer::A,خالی,яра́
690,offen::A,باز,виш
691,geschlossen::A,بسته,пе́тырыме
692,geschlossen::A,بسته,тӱ́чмӧ
693,sauber::A,پاک,ару́
694,sauber::A,پاک,янда́р
695,sauber::A,تمیز,ару́
696,sauber::A,تمیز,янда́р
697,schmutzig::A,کثیف,лавыра́н
698,schmutzig::A,کثیف,ла́выргыше
699,schmutzig::A,آلوده,лавыра́н
700,schmutzig::A,آلوده,ла́выргыше
701,roh::A,خام,кӱ́чымӧ
702,reif::A,رسیده,лӧза́
703,lecker::A,لذیذ,ту́тло
704,lecker::A,خوشمزه,ту́тло
705,süß::A,شیرین,ше́ре
706,bitter::A,تلخ,ко́чо
707,sauer::A,ترش,шо́по
708,hell::A,روشن,во́лгыдо
709,dunkel::A,تاریک,пычке́мыш
710,schwarz::A,سیاه,шола́
711,weiß::A,سفید,ош
712,rot::A,سرخ,йошка́р
713,rot::A,قرمز,йошка́р
714,gelb::A,زرد,сар
715,blau::A,آبی,ка́нде
716,grün::A,سبز,ужа́р
717,grau::A,طوسی,сур
718,grau::A,خاکستری,сур
719,bunt::A,رنگارنگ,олача́
720,billig::A,ارزان,шу́лдо
721,teuer::A,گران,ше́рге
722,wertvoll::A,قیمتی,шергака́н
723,wertvoll::A,گرانبها,шергака́н
724,blind::A,کور,со́кыр
725,blind::A,نابینا,со́кыр
726,taub::A,کر,соҥгыра́
727,taub::A,ناشنوا,соҥгыра́
