,Concept_ID,hi,kv
64,Körper::N,देह,вывтыр
65,Körper::N,शरीर,вывтыр
66,Haut::N,चर्म,кучик
67,Haut::N,त्वचा,кучик
68,Blut::N,लहू,вир
69,Blut::N,ख़ून,вир
70,Ader::N,रग,сӧн
71,Ader::N,शिरा,сӧн
72,Sehne::N,कंडरा,жила
73,Sehne::N,स्नायु,жила
74,Knochen::N,अस्थि,коска
75,Gehirn::N,दिमाग़,вем
76,Gehirn::N,मस्तिष्क,вем
77,Herz::N,दिल,сьӧлӧм
78,Herz::N,हृदय,сьӧлӧм
79,Magen::N,मेदा,жӧвдӧк
80,Magen::N,अमाशय,жӧвдӧк
81,Leber::N,जिगर,мус
82,Leber::N,यकृत्,мус
83,Atem::N,दम,лолалӧм
84,Atem::N,साँस,лолалӧм
85,Atem::N,श्वास,лолалӧм
86,Hunger::N,भूख,тшыг
87,Hunger::N,क्षुधा,тшыг
88,Träne::N,आँसू,синва
89,Träne::N,अश्रु,синва
90,Geschmack::N,स्वाद,кӧр
91,Geschmack::N,ज़ायक़ा,кӧр
92,Geruch::N,बू,дук
93,Geruch::N,गंध,дук
94,Schlaf::N,नींद,он
95,Schlaf::N,निद्रा,он
96,Traum::N,सपना,вӧт
97,Traum::N,स्वप्न,вӧт
98,Himmel::N,आकाश,небо
99,Himmel::N,आसमान,небо
100,Sonne::N,रवि,шондi
101,Sonne::N,सूरज,шондi
102,Sonne::N,सूर्य,шондi
103,Mond::N,चाँद,тӧлiсь
104,Mond::N,चंद्र,тӧлiсь
105,Stern::N,तारा,кӧдзыв
106,Stern::N,सितारा,кӧдзыв
107,Luft::N,हवा,ру
108,Luft::N,वायु,ру
109,Wind::N,पाद,тӧв
110,Welle::N,लहर,гы
111,Welle::N,तरंग,гы
112,Wasser::N,जल,ва
113,Wasser::N,पानी,ва
114,Stein::N,पत्थर,из
115,Boden::N,मिट्टी,му
116,Erde::N,भूमि,му
117,Erde::N,ज़मीन,му
118,Staub::N,धूल,бус
119,Rauch::N,धूआँ,тшын
120,Rauch::N,धुम्र,тшын
121,Funke::N,चिनगारी,бичир
122,Funke::N,स्फुलिंग,бичир
123,Feuer::N,आग,би
124,Feuer::N,आतिश,би
125,Feuer::N,अग्नि,би
126,Licht::N,रोशनी,би
127,Licht::N,प्रकाश,би
128,Schatten::N,छाया,вуджӧр
129,Schatten::N,परछाई,вуджӧр
130,Wetter::N,ऋतु,погоддя
131,Wetter::N,मौसम,погоддя
132,Nebel::N,धुँध,туман
133,Nebel::N,कुहरा,туман
134,Wolke::N,मेघ,кымӧр
135,Wolke::N,अभ्र,кымӧр
136,Regen::N,मेंह,зэр
137,Regen::N,बारिश,зэр
138,Schnee::N,हिम,лым
139,Schnee::N,बर्फ़,лым
140,Eis::N,हिम,йы
141,Eis::N,बर्फ़,йы
142,Frost::N,ठंड,мороз
143,Kälte::N,सर्दी,кӧдзыт
144,Kälte::N,शीतलता,кӧдзыт
145,Hitze::N,ताप,ӧд
146,Hitze::N,गरमी,ӧд
147,Raureif::N,पाला,кижа
148,Regenbogen::N,इंद्र-धनुष,енӧшка
149,Donner::N,गरज,гым
150,Donner::N,मेघ-गर्जन,гым
151,Strömung::N,बहाव,визывтӧм
152,Strömung::N,प्रवाह,визывтӧм
153,Tropfen::N,बूँद,тёп
154,Schaum::N,झाग,быг
155,Schmutz::N,गंद,нять
156,Schmutz::N,कीचड़,нять
157,See::N,झील,ты
158,See::N,सरोवर,ты
159,Sumpf::N,दलदल,арай
160,Sumpf::N,धँसान,арай
161,Moor::N,झाबर,нюр
162,Moor::N,धँसान,нюр
163,Wiese::N,घास-स्थल,видз
164,Wald::N,जंगल,вӧр
165,Hügel::N,टीला,мыльк
166,Hügel::N,पहाड़,мыльк
167,Anhöhe::N,टीला,вывтас
168,Anhöhe::N,टीला,вылынін
169,Anhöhe::N,पहाड़ी,вывтас
170,Anhöhe::N,पहाड़ी,вылынін
171,Berg::N,पहाड़,керӧс
172,Gipfel::N,शिखर,йыв
173,Höhle::N,गुहा,нора
174,Höhle::N,गुफ़ा,нора
175,Abhang::N,ढाल,покат
176,Abhang::N,ढलान,покат
177,Quelle::N,चश्मा,больган
178,Bach::N,सोता,шор
179,Bach::N,नदिका,шор
180,Fluss::N,नदी,ю
181,Fluss::N,सरिता,ю
182,Ufer::N,तट,берег
183,Ufer::N,किनारा,берег
184,Küste::N,समुद्र-तट,берег
185,Festland::N,महाद्वीप,му
186,Meer::N,सागर,море
187,Meer::N,समुद्र,море
188,Bucht::N,खाड़ी,курья
189,Insel::N,टापू,
190,Insel::N,द्वीप,
191,Blume::N,फूल,цветок
192,Blume::N,पुष्प,цветок
193,Gras::N,घास,турун
194,Wurzel::N,मूल,вуж
195,Baum::N,पेड़,пу
196,Baum::N,वृक्ष,пу
197,Stamm::N,धड़,мыр
198,Stamm::N,धड़,кер
199,Rinde::N,छाल,кач
200,Rinde::N,वल्कल,кач
201,Ast::N,डाल,ув
202,Ast::N,शाखा,ув
203,Zweig::N,टहनी,ув
204,Blatt::N,पत्र,лист
205,Blatt::N,पत्ता,лист
206,Birke::N,भूर्ज,кыдз
207,Kiefer[Baum]::N,पाइन-वृक्ष,пожум
208,Weide[Baum]::N,बेंत,бадь
209,Tanne::N,फ़र,кӧз
210,Horn::N,सींग,сюр
211,Horn::N,विषाण,сюр
212,Feder::N,पर,гӧн
213,Feder::N,पंख,гӧн
214,Fell::N,खाल,кучик
215,Fell::N,पशु-चर्म,кучик
216,Flügel::N,पंख,борд
217,Flügel::N,डैना,борд
218,Klaue::N,पंजा,гыж
219,Kralle::N,पंजा,кабыр
220,Kralle::N,नाख़ून,кабыр
221,Schwanz::N,पूँछ,бӧж
222,Ei::N,अंडा,кольть
223,Nest::N,नीड़,поз
224,Nest::N,घोंसला,поз
225,Bau::N,बिल,осьта
226,Bau::N,बिल,нора
227,Bau::N,माँद,осьта
228,Bau::N,माँद,нора
229,Tier::N,पशु,зверь
230,Tier::N,जानवर,зверь
231,Herde::N,गल्ला,гурт
232,Kuh::N,गौ,мӧс
233,Kuh::N,गाय,мӧс
234,Bulle::N,साँड़,ӧшка
235,Pferd::N,अश्व,вӧв
236,Pferd::N,घोड़ा,вӧв
237,Schaf::N,भेड़,баля
238,Schwein::N,शूकर,порсь
239,Hund::N,श्वान,пон
240,Hund::N,कुत्ता,пон
241,Katze::N,बिल्ली,кань
242,Bär::N,रीछ,ош
243,Bär::N,भालू,ош
244,Eichhörnchen::N,गिलहरी,ур
245,Elch::N,एल्क,вӧр мӧс
246,Fuchs::N,लोमड़ी,руч
247,Hase::N,खरहा,кӧч
248,Hase::N,ख़रगोश,кӧч
249,Maus::N,मूष,шыр
250,Maus::N,चूहा,шыр
251,Wolf::N,वृक,кӧин
252,Wolf::N,भेड़िया,кӧин
253,Vogel::N,पक्षी,кай
254,Vogel::N,चिड़िया,кай
255,Schwarm::N,झुंड,стая
256,Schwarm::N,झुंड,чукӧр
257,Huhn::N,मुर्ग़ी,курӧг
258,Hahn::N,मुर्ग़ा,петух
259,Hahn::N,मुर्ग़ा,ай курӧг
260,Gans::N,हंस,дзодзог
261,Gans::N,हंसिनी,дзодзог
262,Adler::N,उक़ाब,куч
263,Adler::N,उक़ाब,кутш
264,Ente::N,बतख़,утка
265,Ente::N,बत्तक,утка
266,Eule::N,उल्लू,тупка
267,Kranich::N,सारस,тури
268,Kranich::N,क्रौंंच,тури
269,Krähe::N,काक,рака
270,Kuckuck::N,कोयल,кӧк
271,Kuckuck::N,कोकिल,кӧк
272,Schwan::N,हंस,юсь
273,Schwan::N,मराल,юсь
274,Fisch::N,मछली,чери
275,Fisch::N,मत्स्य,чери
276,Barsch::N,पर्च,ёкыш
277,Hecht::N,पाइक,сирпинь
278,Schlange[Tier]::N,सर्प,змей
279,Wurm::N,कृमि,номыр
280,Wurm::N,कीड़ा,номыр
281,Spinne::N,लूता,черань
282,Spinne::N,मकड़ी,черань
283,Ameise::N,चींटी,кӧдзывкар
284,Laus::N,जूँ,ляпа той
285,Mücke::N,डाँस,ном
286,Fliege::N,मक्खी,гут
287,Fliege::N,मक्षिका,гут
288,Schmetterling::N,तितली,бабыв
289,Beere::N,बेरी,ягӧд
290,Apfel::N,सेब,яблоко
291,Pilz::N,खुंबी,тшак
292,Zwiebel::N,प्याज़,грез
293,Saat::N,बीज,кӧдзыс
294,Korn::N,दाना,сю
295,Heu::N,मूखी घास,турун
296,Schale::N,बकला,кыш
297,Schale::N,बकला,киль
298,Schale::N,छिलका,кыш
299,Schale::N,छिलका,киль
300,Grube::N,गड्ढा,яма
301,Falle::N,जाल,нальк
302,Falle::N,जाल,кляпча
303,Falle::N,फँदा,нальк
304,Falle::N,फँदा,кляпча
305,Schlinge::N,फँदा,лӧч
306,Spur::N,सुराग़,туй
307,Spur::N,पद-चिह्न,туй
308,Asche::N,राख,пӧим
309,Dreck::N,मैल,нять
310,Dreck::N,गंदगी,нять
311,Eisen::N,लोहा,кӧрт
312,Gold::N,सोना,зарни
313,Gold::N,स्वर्ण,зарни
314,Silber::N,रजत,язісь
315,Silber::N,चाँदी,язісь
316,Kohle::N,कोयला,шом
317,Kohle::N,कोयला,уголь
318,Glas::N,काँच,стекло
319,Lehm::N,चिकनी मिट्टी,сёй
320,Sand::N,रेत,лыа
321,Sand::N,बालू,лыа
322,Mensch::N,मानव,морт
323,Mensch::N,इनसान,морт
324,Mensch::N,मनुष्य,морт
325,Mann::N,आदमी,мужик
326,Mann::N,पुरुष,мужик
327,Frau::N,औरत,инька
328,Frau::N,महिला,инька
329,Frau::N,स्त्री,инька
330,Kind::N,बाल,кага
331,Kind::N,बच्चा,кага
332,Junge::N,लड़का,зонка
333,Mädchen::N,लड़की,нывкаок
334,Mädchen::N,कुमारी,нывкаок
335,Familie::N,परिवार,семья
336,Großvater::N,दादा,дед
337,Großmutter::N,नानी,баб
338,Eltern::N,माँ-बाप,ай-мам
339,Eltern::N,माता-पिता,ай-мам
340,Vater::N,बाप,ай
341,Vater::N,पिता,ай
342,Mutter::N,माँ,мам
343,Mutter::N,माता,мам
344,Sohn::N,बेटा,зон
345,Sohn::N,पुत्र,зон
346,Tochter::N,बेटी,ныв
347,Tochter::N,पुत्री,ныв
348,Bruder::N,भाई,вон
349,Bruder::N,भ्राता,вон
350,Schwester::N,बहन,сой
351,Schwester::N,भगिनी,сой
352,Onkel::N,ताऊ,дядь
353,Onkel::N,काका,дядь
354,Tante::N,बूआ,айӧлӧн сой
355,Tante::N,बूआ,ичинь
356,Tante::N,फूफी,айӧлӧн сой
357,Tante::N,फूफी,ичинь
358,Tante::N,ख़ाला,айӧлӧн сой
359,Tante::N,ख़ाला,ичинь
360,Ehemann::N,पति,жӧник
361,Ehemann::N,शौहर,жӧник
362,Ehefrau::N,बीवी,инь
363,Freude::N,आनंद,гаж
364,Freude::N,आनंद,радъялӧм
365,Freude::N,प्रसन्नता,гаж
366,Freude::N,प्रसन्नता,радъялӧм
367,Gelächter::N,हँसी,сералӧм
368,Gelächter::N,क़हक़हा,сералӧм
369,Glück::N,आनंद,мичлун
370,Glück::N,ख़ुशी,мичлун
371,Kummer::N,शोक,шог
372,Kummer::N,दुःख,шог
373,Wunsch::N,इच्छा,мӧдӧм
374,Wunsch::N,इच्छा,охотитӧм
375,Wunsch::N,अभिलाषा,мӧдӧм
376,Wunsch::N,अभिलाषा,охотитӧм
377,Lust::N,चाह,охота
378,Lust::N,कामना,охота
379,Geist::N,जान,лов
380,Geist::N,प्राण,лов
381,Gedanke::N,विचार,дума
382,Gedächtnis::N,याददाश्त,тӧдвыв
383,Gedächtnis::N,स्मरण-शक्ति,тӧдвыв
384,Verstand::N,समझ,вежӧр
385,Verstand::N,अक़्ल,вежӧр
386,Verstand::N,बुद्धि,вежӧр
387,Sinn::N,अर्थ,ылӧс
388,Grund::N,वजह,мог
389,Grund::N,कारण,мог
390,Wahrheit::N,सत्य,правда
391,Wahrheit::N,सच्चाई,правда
392,Gespräch::N,चर्चा,сёрни
393,Gespräch::N,वार्ता,сёрни
394,Gespräch::N,बात-चीत,сёрни
395,Märchen::N,क़िस्सा,сказка
396,Erzählung::N,कथा,висьт
397,Erzählung::N,कहानी,висьт
398,Nachricht::N,सूचना,юӧр
399,Nachricht::N,सूचना,висьталӧм
400,Nachricht::N,समाचार,юӧр
401,Nachricht::N,समाचार,висьталӧм
402,Neuigkeit::N,ख़बर,новость
403,Neuigkeit::N,समाचार,новость
404,Name::N,नाम,ним
405,Rätsel::N,पहेली,загадка
406,Rede::N,वचन,сёрни
407,Rede::N,भाषण,сёрни
408,Sprache::N,भाषा,кыв
409,Sprache::N,ज़बान,кыв
410,Stimme::N,स्वर,голос
411,Stimme::N,आवाज़,голос
412,Wort::N,शब्द,кыв
413,Wort::N,लफ़्ज़,кыв
414,Zeichen::N,निशान,пас
415,Ruf::N,पुकार,чуксӧм
416,Ruf::N,पुकार,чукӧстӧм
417,Ruf::N,आह्वान,чуксӧм
418,Ruf::N,आह्वान,чукӧстӧм
419,Lärm::N,शोर,шум
420,Lärm::N,हुल्लड़,шум
421,Laut::N,स्वर,шы
422,Laut::N,ध्वनि,шы
423,Ton::N,सुर,гор
424,Ton::N,स्वर,гор
425,Lied::N,गीत,сьыланкыв
426,Ruhe::N,आराम,спокой
427,Ruhe::N,ख़ामोशी,спокой
428,Leute::N,लोग,йӧз
429,Volk::N,क़ौम,йӧз
430,Volk::N,क़ौम,народ
431,Volk::N,प्रजा,йӧз
432,Volk::N,प्रजा,народ
433,Arbeit::N,काम,удж
434,Gast::N,अतिथि,гӧсь
435,Gast::N,मेहमान,гӧсь
436,Geschenk::N,उपहार,гӧснеч
437,Geschenk::N,उपहार,подарок
438,Geschenk::N,तोहफ़ा,гӧснеч
439,Geschenk::N,तोहफ़ा,подарок
440,Spiel::N,खेल,орсӧм
441,Spiel::N,क्रीड़ा,орсӧм
442,Gesellschaft::N,साथ,компания
443,Hilfe::N,मदद,отсӧт
444,Hilfe::N,सहायता,отсӧт
445,Freund::N,मित्र,модз
446,Freund::N,मित्र,дружок
447,Kamerad::N,साथी,тӧдса
448,Kamerad::N,कामरेड,тӧдса
449,Angelegenheit::N,बात,дело
450,Angelegenheit::N,मामला,дело
451,Anzahl::N,तादाद,лыд
452,Anzahl::N,संख्या,лыд
453,Art::N,तरह,пӧлӧс
454,Art::N,क़िस्म,пӧлӧс
455,Stück::N,फाँक,тор
456,Stück::N,टुकड़ा,тор
457,Teil::N,भाग,юкӧм
458,Teil::N,हिस्सा,юкӧм
459,Hälfte::N,अर्धभाग,джын
460,Kreis::N,चक्कर,круг
461,Kreuz::N,सलीब,перна
462,Kreuz::N,क्रूस,перна
463,Linie::N,लाइन,визь
464,Strich::N,लकीर,кырӧв
465,Abstand::N,अंतर,колас
466,Abstand::N,फ़ासला,колас
467,Entfernung::N,दूरी,ылына
468,Entfernung::N,फ़ासला,ылына
469,Gegend::N,इलाक़ा,места
470,Platz::N,जगह,места
471,Platz::N,स्थान,места
472,Ort::N,स्थल,места
473,Ort::N,स्थान,места
474,Seite::N,ओर,ладор
475,Seite::N,तरफ़,ладор
476,Mitte::N,बीच,шӧр
477,Mitte::N,मध्य,шӧр
478,Gegenstand::N,चीज़,тор
479,Gegenstand::N,पदार्थ,тор
480,Sache::N,चीज़,тор
481,Sache::N,वस्तु,тор
482,Rand::N,छोर,дор
483,Rand::N,उपांत,дор
484,Kante::N,कोर,ордлы
485,Kante::N,किनारा,ордлы
486,Ecke::N,कोना,пельӧс
487,Ecke::N,नुक्कड़,пельӧс
488,Spitze::N,नोक,йыв
489,Ende::N,छोर,йыв
490,Ende::N,सिरा,йыв
491,Loch::N,छेद,осьта
492,Loch::N,सूराख़,осьта
493,Winkel::N,कोण,пельӧс
494,Winkel::N,कोना,пельӧс
495,Muster::N,नमूना,сер
496,Muster::N,डिज़ाइन,сер
497,Größe::N,परिमाण,ыжда
498,Größe::N,विस्तार,ыжда
499,Länge::N,लंबाई,кузя
500,Höhe::N,ऊँचाई,сувда
501,Höhe::N,ऊँचाई,вылына
502,Höhe::N,उच्चता,сувда
503,Höhe::N,उच्चता,вылына
504,Gewicht::N,भार,сьӧкта
505,Gewicht::N,वज़न,сьӧкта
506,Menge::N,मात्रा,
507,Haufen::N,ढेर,куча
508,Haufen::N,अंबार,куча
509,Reihe::N,क़तार,лёдз
510,Reihe::N,पंक्ति,лёдз
511,Boot::N,नाव,пыж
512,Boot::N,नौका,пыж
513,Ruder::N,चप्पू,пелыс
514,Schlitten::N,बर्फ़-गाड़ी,додь
515,Ski::N,स्की,лямпа
516,Lagerfeuer::N,अलाव,бипур
517,Lagerfeuer::N,कैंप-फ़ायर,бипур
518,Last::N,भार,тягота
519,Gang::N,चाल,мунӧм
520,Schritt::N,डग,вожмӧв
521,Schritt::N,क़दम,вожмӧв
522,Norden::N,उत्तर,ой
523,Süden::N,दक्खिन,лун
524,Westen::N,पश्चिम,рытвыв
525,Osten::N,पूरब,асыв
526,Holz::N,काठ,пу
527,Holz::N,काष्ठ,пу
528,Brett::N,पटरा,пӧв
529,Brett::N,तख़्ता,пӧв
530,Platte::N,फलक,плита
531,Platte::N,तख़्ता,плита
532,Stütze::N,टेक,пика
533,Stütze::N,थूनी,пика
534,Stange::N,छड़,зор
535,Stange::N,छड़,потш
536,Stange::N,बाँस,зор
537,Stange::N,बाँस,потш
538,Stock::N,लाठी,бедь
539,Stab::N,लग्गा,шест
540,Rohr::N,नल,труба
541,Haus::N,घर,керку
542,Haus::N,मकान,керку
543,Heim::N,घर,керку
544,Heim::N,गृह,керку
545,Ofen::N,चूल्हा,пӧжавны
546,Fußboden::N,फ़र्श,джодж
547,Tisch::N,मेज़,пызан
548,Stuhl::N,कुरसी,стул
549,Wiege::N,पालना,зыбка
550,Wiege::N,हिंडोला,зыбка
551,Bett::N,खाट,кровать
552,Bett::N,पलंग,кровать
553,Regal::N,शेल्फ़,джадж
554,Kiste::N,पेटी,ящик
555,Kiste::N,डिब्बा,ящик
556,Fenster::N,खिड़की,ӧшын
557,Tür::N,द्वार,ыбӧс
558,Tür::N,दरवाज़ा,ыбӧс
559,Tor::N,फाटक,ворота
560,Zaun::N,बाड़ा,забор
561,Dach::N,छत,крыша
562,Dach::N,छप्पर,крыша
563,Leiter::N,सीढ़ी,лиснич
564,Besen::N,झाड़ू,рос
565,Besen::N,बुहारी,рос
566,Spaten::N,कुदाल,зыр
567,Schaufel::N,बेलचा,зыр
568,Schaufel::N,फावड़ा,зыр
569,Gabel::N,काँटा,вила
570,Löffel::N,चम्मच,пань
571,Messer::N,छुरा,пурт
572,Messer::N,चाक़ू,пурт
573,Nagel::N,कील,кӧрттув
574,Nagel::N,मेख़,кӧрттув
575,Netz::N,जाल,кыйӧт
576,Haken::N,अंकुश,ем
577,Griff::N,मूठ,пу
578,Griff::N,हत्था,пу
579,Schloss::N,ताला,замок
580,Bild::N,चित्र,картина
581,Figur::N,मूर्ति,мыгӧр
582,Puppe::N,पुतली,акань
583,Puppe::N,गुड़िया,акань
584,Beutel::N,झोला,мешӧк
585,Bündel::N,पुलिंदा,нин
586,Tasche::N,बेग,сумка
587,Tasche::N,बस्ता,сумка
588,Eimer::N,बाल्टी,ведра
589,Deckel::N,ढक्कन,вевт
590,Geschirr::N,बरतन-भाँड़े,доз
591,Geschirr::N,बरतन-भाँड़े,бекӧрпань
592,Sack::N,बोरा,мешӧк
593,Tasse::N,प्याला,бекӧр
594,Topf::N,देग़चा,кастрюля
595,Kessel::N,देग़,пӧрт
596,Kessel::N,बटलोई,пӧрт
597,Essen::N,खाना,сёйӧм
598,Nahrung::N,भोजन,вердан
599,Speise::N,खाना,сёян
600,Speise::N,व्यंजन,сёян
601,Fleisch::N,मांस,яй
602,Fleisch::N,गोश्त,яй
603,Getreide::N,अनाज,сю
604,Brei::N,भरता,каша
605,Brei::N,दलिया,каша
606,Brot::N,रोटी,нянь
607,Scheibe::N,कतला,шӧрӧм
608,Fett::N,वसा,гос
609,Fett::N,चरबी,гос
610,Butter::N,मक्खन,ви
611,Öl::N,तेल,ви
612,Salz::N,नमक,сов
613,Suppe::N,सूप,шыд
614,Suppe::N,शोरबा,шыд
615,Honig::N,शहद,ма
616,Milch::N,दूध,йӧв
617,Tee::N,चाय,чай
618,Leder::N,चमड़ा,кучик
619,Wolle::N,ऊन,гӧн
620,Stoff::N,कपड़ा,дӧра
621,Nadel::N,सूई,ем
622,Faden::N,डोरा,сунис
623,Knopf::N,बटन,кизь
624,Knopf::N,घुंडी,кизь
625,Knoten::N,गाँठ,узӧв
626,Knoten::N,गाँठ,гӧрӧд
627,Knoten::N,गुत्थी,узӧв
628,Knoten::N,गुत्थी,гӧрӧд
629,Farbe::N,रंग,краска
630,Farbe::N,वर्ण,краска
631,Kleidung::N,पहनावा,паськӧм
632,Hemd::N,कुरता,йӧрнӧс
633,Hemd::N,क़मीज़,йӧрнӧс
634,Kragen::N,गरदनी,воротник
635,Kragen::N,गरेबान,воротник
636,Ärmel::N,आस्तीन,сос
637,Hose::N,पैंट,вешьян
638,Hose::N,पतलून,вешьян
639,Gürtel::N,पेटी,йи
640,Gürtel::N,मेखला,йи
641,Mütze::N,टोपी,шапка
642,Schuh::N,जूता,ботинки
643,Stiefel::N,बूट,сапог
644,Ring::N,अँगूठी,чунькытш
645,Band::N,पट्टी,ленточка
646,Kamm::N,कंघी,сынан
647,Spiegel::N,आईना,зеркало
648,Spiegel::N,दर्पण,зеркало
649,Riemen::N,तसमा,ремень
650,Riemen::N,पट्टा,ремень
651,Schnur::N,डोरी,гез
652,Schnur::N,सुतली,гез
653,Leine::N,रस्सी,повод
654,Decke::N,रज़ाई,одеяло
655,Kissen::N,तकिया,подушка
656,Kissen::N,गाद्दा,подушка
657,Tuch::N,रूमाल,чышьян
658,Tuch::N,वस्त्र,чышьян
659,Handtuch::N,अँगोछा,чышкӧт
660,Kraft::N,ज़ोर,прак
661,Kraft::N,शक्ति,прак
662,Stärke::N,बल,вын
663,Stärke::N,ताक़त,вын
664,Gesundheit::N,स्वास्थ्य,здоровье
665,Gesundheit::N,तंदुरुस्ती,здоровье
666,Krankheit::N,रोग,шог
667,Krankheit::N,बीमारी,шог
668,Schmerz::N,दर्द,зубыт
669,Schmerz::N,पीड़ा,зубыт
670,Wunde::N,घाव,рана
671,Wunde::N,ज़ख़्म,рана
672,Fieber::N,ज्वर,лёк тресся
673,Fieber::N,ज्वर,кынтан шогӧт
674,Fieber::N,बुख़ार,лёк тресся
675,Fieber::N,बुख़ार,кынтан шогӧт
676,Arznei::N,दवा,лекарство
677,Arznei::N,औषाधि,лекарство
678,Brücke::N,पुल,пос
679,Brücke::N,सेतु,пос
680,Brunnen::N,कुआँ,колодец 
681,Weide::N,चरागाह,пода йирсян
682,Pfad::N,पथ,туй
683,Pfad::N,पगडंडी,туй
684,Weg::N,मार्ग,туй
685,Straße::N,राह,туй
686,Straße::N,रास्ता,туй
687,Dorf::N,गाँव,деревня
688,Dorf::N,ग्राम,деревня
689,Stadt::N,शहर,город
690,Brief::N,ख़त,гижӧт
691,Brief::N,पत्र,гижӧт
692,Brief::N,चिट्ठी,гижӧт
693,Buch::N,किताब,книга
694,Buch::N,पुस्तक,книга
695,Buchstabe::N,अक्षर,буква
696,Zeitung::N,अख़बार,газета
697,Zeitung::N,समाचार-पत्र,газета
698,Leben::N,जीवन,олан
699,Leben::N,ज़िंदगी,олан
700,Tod::N,मौत,кулӧм
701,Tod::N,मृत्यु,кулӧм
702,Grab::N,क़ब्र,гу
703,Kirche::N,चर्च,вичку
704,Kirche::N,गिरजा,вичку
705,Sünde::N,पाप,грек
706,Sünde::N,गुनाह,грек
707,Gott::N,देव,ен
708,Gott::N,ईश्वर,ен
709,Arbeiter::N,मज़दूर,уджалiсь
710,Chef::N,अध्यक्ष,начальник
711,Meister::N,शिल्पज्ञ,мастер
712,Arzt::N,वैद्य,врач
713,Arzt::N,डॉक्टर,врач
714,Arzt::N,चिकित्सक,врач
715,Lehrer::N,शिक्षक,велӧтісь
716,Lehrer::N,अध्यापक,велӧтісь
717,Geld::N,धन,деньга
718,Geld::N,पैसा,деньга
719,Geschäft::N,सौदा,удж
720,Geschäft::N,व्यापार,удж
721,Laden::N,दुकान,магазин
722,Preis::N,दाम,дон
723,Preis::N,मूल्य,дон
724,Ware::N,माल,товар
725,Ware::N,पण्य,товар
726,Nutzen::N,लाभ,путь
727,Nutzen::N,फ़ायदा,путь
728,Reichtum::N,धन,богатство
729,Reichtum::N,दौलत,богатство
730,Welt::N,विश्व,му
731,Welt::N,दुनिया,му
732,Land::N,देश,страна
733,Land::N,मुल्क,страна
734,Staat::N,राज्य,государство
735,Staat::N,राष्ट्र,государство
736,König::N,राजा,кан
737,König::N,बादशाह,кан
738,Macht::N,शासन,власть
739,Macht::N,सत्ता,власть
740,Grenze::N,सरहद,граница
741,Krieg::N,जंग,война
742,Krieg::N,युद्ध,война
743,Feind::N,शत्रु,враг
744,Feind::N,दुश्मन,враг
745,Gewalt::N,हिंसा,
746,Kampf::N,लड़ाई,нярасьӧм
747,Kampf::N,लड़ाई,вермасьӧм
748,Kampf::N,संघर्ष,нярасьӧм
749,Kampf::N,संघर्ष,вермасьӧм
750,Bogen[Waffe]::N,कमान,лук
751,Pfeil::N,बान,ньӧв
752,Gewehr::N,बंदूक़,ружьё
