,Concept_ID,sv,hu
262,Schwester::N,syster,nővér
263,Schwester::N,syster,lánytestvér
264,Onkel::N,morbror,nagybácsi
265,Tante::N,tant,nagynéni
266,Ehemann::N,äkta man,férj
267,Ehefrau::N,hustru,feleség
268,Freude::N,fröjd,öröm
269,Freude::N,glädje,öröm
270,Gelächter::N,åtlöje,nevetés
271,Gelächter::N,åtlöje,hahotázás
272,Glück::N,lycka,boldogság
273,Kummer::N,sorg,bánat
274,Wunsch::N,önskan,óhaj
275,Lust::N,lust,kedv
276,Geist::N,ande,elme
277,Geist::N,ande,szellem
278,Gedanke::N,tanke,gondolat
279,Gedächtnis::N,minne,emlékezet
280,Verstand::N,förstånd,ész
281,Verstand::N,förstånd,értelem
282,Sinn::N,mening,értelem
283,Sinn::N,betydelse,értelem
284,Grund::N,skäl,ok
285,Grund::N,skäl,alap
286,Grund::N,grund,ok
287,Grund::N,grund,alap
288,Wahrheit::N,sanning,igaz
289,Wahrheit::N,sanning,igazság
290,Gespräch::N,samtal,beszélgetés
291,Märchen::N,saga,mese
292,Erzählung::N,berättelse,elbeszélés
293,Nachricht::N,meddelande,hír
294,Nachricht::N,meddelande,híradás
295,Neuigkeit::N,nyhet,újság
296,Name::N,namn,név
297,Rätsel::N,gåta,rejtvény
298,Rede::N,tal,beszéd
299,Rede::N,tal,szónoklat
300,Sprache::N,språk,nyelv
301,Stimme::N,stämma,hang
302,Wort::N,ord,szó
303,Zeichen::N,tecken,jel
304,Ruf::N,rop,kiáltás
305,Lärm::N,bråk,zaj
306,Lärm::N,oväsen,zaj
307,Laut::N,ljud,hang
308,Ton::N,ton,hang
309,Lied::N,sång,dal
310,Lied::N,sång,ének
311,Ruhe::N,ro,csend
312,Ruhe::N,ro,nyugalom
313,Ruhe::N,lugn,csend
314,Ruhe::N,lugn,nyugalom
315,Leute::N,folk,emberek
316,Volk::N,folk,nép
317,Arbeit::N,arbete,dolog
318,Gast::N,gäst,vendég
319,Geschenk::N,gåva,ajándék
320,Geschenk::N,present,ajándék
321,Spiel::N,lek,játék
322,Spiel::N,spel,játék
323,Gesellschaft::N,sällskap,társaság
324,Hilfe::N,hjälp,segítség
325,Freund::N,vän,barát
326,Kamerad::N,kamrat,társ
327,Angelegenheit::N,ärende,ügy
328,Angelegenheit::N,angelägenhet,ügy
329,Anzahl::N,antal,szám
330,Art::N,art,faj
331,Art::N,art,fajta
332,Art::N,slag,faj
333,Art::N,slag,fajta
334,Stück::N,stycke,darab
335,Teil::N,del,rész
336,Hälfte::N,halva,fél
337,Kreis::N,krets,kör
338,Kreis::N,cirkel,kör
339,Kreuz::N,kors,kereszt
340,Kreuz::N,kryss,kereszt
341,Linie::N,linje,vonal
342,Strich::N,streck,vonás
343,Abstand::N,avstånd,köz
344,Entfernung::N,avstånd,távolság
345,Gegend::N,trakt,táj
346,Gegend::N,trakt,vidék
347,Platz::N,plats,hely
348,Ort::N,plats,hely
349,Ort::N,ställe,hely
350,Seite::N,sida,fél
351,Seite::N,sida,oldal
352,Mitte::N,mitt,közép
353,Gegenstand::N,föremål,tárgy
354,Sache::N,sak,dolog
355,Rand::N,rand,szél
356,Rand::N,rand,perem
357,Rand::N,rand,szegély
358,Kante::N,kant,él
359,Ecke::N,vrå,sarok
360,Ecke::N,vrå,szöglet
361,Ecke::N,hörn,sarok
362,Ecke::N,hörn,szöglet
363,Spitze::N,spets,csúcs
364,Ende::N,ända,vég
365,Loch::N,hål,lyuk
366,Winkel::N,vinkel,szög
367,Muster::N,mönster,minta
368,Größe::N,storlek,nagyság
369,Länge::N,längd,hossz
370,Länge::N,längd,hosszúság
371,Höhe::N,höjd,magasság
372,Gewicht::N,tyngd,súly
373,Menge::N,mängd,sokaság
374,Menge::N,mängd,mennyiség
375,Haufen::N,hög,halom
376,Reihe::N,rad,sor
377,Boot::N,båt,csónak
378,Ruder::N,åra,evező
379,Schlitten::N,släde,szánkó
380,Ski::N,skida,sí
381,Lagerfeuer::N,lägereld,tábortűz
382,Last::N,last,teher
383,Last::N,börda,teher
384,Gang::N,gång,járás
385,Schritt::N,steg,lépés
386,Norden::N,norr,észak
387,Süden::N,söder,dél
388,Westen::N,väster,nyugat
389,Osten::N,öster,kelet
390,Holz::N,trä,fa
391,Brett::N,bräda,deszka
392,Platte::N,platta,lap
393,Platte::N,platta,lemez
394,Stütze::N,stöd,támasz
395,Stütze::N,stöd,támaszték
396,Stütze::N,stötta,támasz
397,Stütze::N,stötta,támaszték
398,Stange::N,stång,rúd
399,Stange::N,stång,pózna
400,Stock::N,käpp,pálca
401,Stock::N,pinne,pálca
402,Stab::N,stav,bot
403,Rohr::N,rör,cső
404,Haus::N,hus,ház
405,Heim::N,hem,otthon
406,Ofen::N,ugn,kályha
407,Fußboden::N,golv,padló
408,Tisch::N,bord,asztal
409,Stuhl::N,stol,szék
410,Wiege::N,vagga,bölcső
411,Bett::N,säng,ágy
412,Regal::N,hylla,polc
413,Regal::N,hylla,állvány
414,Kiste::N,låda,láda
415,Fenster::N,fönster,ablak
416,Tür::N,dörr,ajtó
417,Tor::N,port,kapu
418,Zaun::N,staket,kerítés
419,Zaun::N,stängsel,kerítés
420,Dach::N,tak,tető
421,Leiter::N,stege,létra
422,Besen::N,kvast,seprű
423,Spaten::N,spade,ásó
424,Schaufel::N,skovel,lapát
425,Schaufel::N,skyffel,lapát
426,Gabel::N,gaffel,villa
427,Löffel::N,sked,kanál
428,Messer::N,kniv,kés
429,Nagel::N,spik,szeg
430,Netz::N,nät,háló
431,Haken::N,krok,kampó
432,Griff::N,tag,nyél
433,Griff::N,tag,fogantyú
434,Griff::N,handtag,nyél
435,Griff::N,handtag,fogantyú
436,Schloss::N,las,zár
437,Bild::N,bild,kép
438,Figur::N,figur,alak
439,Puppe::N,docka,bábu
440,Beutel::N,påse,zacskó
441,Bündel::N,bunt,köteg
442,Bündel::N,knippa,köteg
443,Tasche::N,väska,táska
444,Eimer::N,hink,vödör
445,Eimer::N,ämbar,vödör
446,Deckel::N,lock,fedő
447,Deckel::N,lock,fedél
448,Geschirr::N,servis,edény
449,Geschirr::N,porslin,edény
450,Sack::N,säck,zsák
451,Tasse::N,kopp,csésze
452,Topf::N,gryta,fazék
453,Topf::N,kastrull,fazék
454,Kessel::N,kittel,üst
455,Kessel::N,kittel,bogrács
456,Essen::N,mål,evés
457,Essen::N,mål,étkezés
458,Nahrung::N,näring,ennivaló
459,Speise::N,maträtt,étel
460,Fleisch::N,kött,hús
461,Getreide::N,säd,gabona
462,Getreide::N,spannmål,gabona
463,Brei::N,gröt,pép
464,Brei::N,gröt,kása
465,Brot::N,bröd,kenyér
466,Scheibe::N,skiva,szelet
467,Fett::N,fett,háj
468,Fett::N,fett,zsír
469,Butter::N,smör,vaj
470,Öl::N,olja,olaj
471,Salz::N,salt,só
472,Suppe::N,soppa,leves
473,Honig::N,honung,méz
474,Milch::N,mjölk,tej
475,Tee::N,te,tea
476,Leder::N,läder,bőr
477,Wolle::N,ull,gyapjú
478,Wolle::N,ylle,gyapjú
479,Stoff::N,tyg,szövet
480,Stoff::N,stoff,szövet
481,Nadel::N,nål,tű
482,Faden::N,tråd,fonál
483,Knopf::N,knapp,gomb
484,Knoten::N,knut,csomó
485,Farbe::N,färg,szín
486,Farbe::N,färg,festék
487,Kleidung::N,klädsel,ruha
488,Kleidung::N,klädsel,ruházat
489,Hemd::N,skjorta,ing
490,Kragen::N,krage,gallér
491,Ärmel::N,ärm,ujj
492,Hose::N,byxor,gatya
493,Hose::N,byxor,nadrág
494,Gürtel::N,bälte,öv
495,Mütze::N,mössa,sapka
496,Schuh::N,sko,cipő
497,Stiefel::N,stövel,csizma
498,Ring::N,ring,gyűrű
499,Band::N,band,szalag
500,Kamm::N,kam,fésű
501,Spiegel::N,spegel,tükör
502,Riemen::N,rem,szíj
503,Schnur::N,snöre,zsinór
504,Leine::N,lina,póráz
505,Decke::N,täcke,takaró
506,Kissen::N,dyna,párna
507,Kissen::N,kudde,párna
508,Tuch::N,sjal,kendő
509,Handtuch::N,handduk,törülköző
510,Kraft::N,kraft,erő
511,Stärke::N,styrka,erő
512,Stärke::N,styrka,erősség
513,Gesundheit::N,hälsa,egészség
514,Krankheit::N,sjukdom,kór
515,Krankheit::N,sjukdom,betegség
516,Schmerz::N,smärta,fájdalom
517,Wunde::N,sår,seb
518,Fieber::N,feber,láz
519,Arznei::N,medicin,orvosság
520,Arznei::N,medicin,gyógyszer
521,Arznei::N,läkemedel,orvosság
522,Arznei::N,läkemedel,gyógyszer
523,Brücke::N,bro,híd
524,Brunnen::N,brunn,kút
525,Weide::N,bete,legelő
526,Pfad::N,stig,ösvény
527,Weg::N,väg,út
528,Straße::N,gata,út
529,Dorf::N,by,falu
530,Stadt::N,stad,város
531,Brief::N,brev,levél
532,Buch::N,bok,könyv
533,Buchstabe::N,bokstav,betű
534,Zeitung::N,tidning,újság
535,Zeitung::N,tidning,hírlap
536,Leben::N,liv,élet
537,Tod::N,död,halál
538,Grab::N,grav,sír
539,Kirche::N,kyrka,templom
540,Sünde::N,synd,bűn
541,Sünde::N,synd,vétek
542,Gott::N,gud,isten
543,Arbeiter::N,arbetare,munkás
544,Chef::N,chef,főnök
545,Meister::N,mästare,mester
546,Arzt::N,läkare,orvos
547,Lehrer::N,lärare,tanár
548,Lehrer::N,lärare,tanító
549,Geld::N,pengar,pénz
550,Geschäft::N,rörelse,üzlet
551,Laden::N,affär,bolt
552,Preis::N,pris,ár
553,Ware::N,vara,áru
554,Nutzen::N,gagn,haszon
555,Nutzen::N,nytta,haszon
556,Reichtum::N,rikedom,gazdagság
557,Welt::N,värld,világ
558,Land::N,land,ország
559,Staat::N,stat,állam
560,König::N,kung,király
561,König::N,konung,király
562,Macht::N,makt,hatalom
563,Grenze::N,gräns,határ
564,Krieg::N,krig,háború
565,Feind::N,fiende,ellenség
566,Gewalt::N,våld,erőszak
567,Kampf::N,kamp,harc
568,Kampf::N,strid,harc
569,Bogen[Waffe]::N,båge,íj
570,Pfeil::N,pil,nyíl
571,Gewehr::N,gevär,puska
572,Gewehr::N,gevär,fegyver
573,Fehler::N,fel,hiba
574,Lüge::N,lögn,hazugság
575,Schaden::N,skada,kár
576,Unglück::N,otur,csapás
577,Unglück::N,otur,balszerencse
578,Unglück::N,olycka,csapás
579,Unglück::N,olycka,balszerencse
580,Schuld::N,skuld,bűn
581,Alter::N,ålder,kor
582,Schluss::N,slut,vég
583,Schluss::N,slut,befejezés
584,Zeit::N,tid,idő
585,Tag::N,dag,nap
586,Morgen::N,morgon,reggel
587,Mittag::N,middag,dél
588,Abend::N,kväll,este
589,Nacht::N,natt,éj
590,Nacht::N,natt,éjszaka
591,Woche::N,vecka,hét
592,Monat::N,månad,hó
593,Monat::N,månad,hónap
594,Jahr::N,år,év
595,Frühling::N,vår,tavasz
596,Sommer::N,sommar,nyár
597,Herbst::N,höst,ősz
598,Winter::N,vinter,tél
599,Januar::N,januari,január
600,Februar::N,februari,február
601,März::N,mars,március
602,April::N,april,április
603,Mai::N,maj,május
604,Juni::N,juni,június
605,Juli::N,juli,július
606,August::N,augusti,augusztus
607,September::N,september,szeptember
608,Oktober::N,oktober,október
609,November::N,november,november
610,Dezember::N,december,december
611,Montag::N,måndag,hétfő
612,Dienstag::N,tisdag,kedd
613,Mittwoch::N,onsdag,szerda
614,Donnerstag::N,torsdag,csütörtök
615,Freitag::N,fredag,péntek
616,Samstag::N,lördag,szombat
617,Sonntag::N,söndag,vasárnap
618,groß::A,stor,nagy
619,klein::A,liten,pici
620,klein::A,liten,kicsi
621,lang::A,lång,hosszú
622,kurz::A,kort,rövid
623,breit::A,bred,széles
624,schmal::A,smal,keskeny
625,dicht::A,tät,sűrű
626,dick[Gegenstand]::A,tjock,vastag
627,dünn::A,tunn,vékony
628,fein::A,fin,vékony
629,fest::A,fast,szilárd
630,flach::A,platt,sík
631,flach::A,platt,lapos
632,glatt::A,glatt,sima
633,hart::A,hård,kemény
634,weich::A,mjuk,puha
635,rund::A,rund,kerek
636,spitz::A,toppig,hegyes
637,spitz::A,spetsig,hegyes
638,scharf::A,vass,éles
639,scharf::A,skarp,éles
640,stumpf::A,slö,tompa
641,stumpf::A,slö,életlen
642,schwer::A,tung,nehéz
643,schwer::A,tung,súlyos
644,schön::A,skön,szép
645,schön::A,vacker,szép
646,heiß::A,het,forró
647,warm::A,varm,meleg
648,kalt::A,kall,hideg
649,kühl::A,sval,hűs
650,kühl::A,sval,hűvös
651,kühl::A,kylig,hűs
652,kühl::A,kylig,hűvös
653,frisch::A,färsk,üde
654,frisch::A,färsk,friss
655,feucht::A,fuktig,nedves
656,nass::A,våt,vizes
657,trocken::A,torr,száraz
658,voll::A,full,telt
659,leer::A,tom,üres
660,offen::A,öppen,nyílt
661,offen::A,öppen,nyitott
662,geschlossen::A,stängd,zárt
663,geschlossen::A,stängd,csukott
664,sauber::A,ren,tiszta
665,schmutzig::A,snuskig,piszkos
666,schmutzig::A,snuskig,szennyes
667,roh::A,rå,nyers
668,reif::A,mogen,érett
669,lecker::A,läcker,finom
670,süß::A,söt,édes
671,bitter::A,besk,keserű
672,bitter::A,bitter,keserű
673,sauer::A,sur,savanyú
674,hell::A,ljus,világos
675,dunkel::A,mörk,sötét
676,schwarz::A,svart,fekete
677,weiß::A,vit,fehér
678,rot::A,röd,vörös
679,gelb::A,gul,sárga
680,blau::A,blå,kék
681,grün::A,grön,zöld
682,grau::A,grå,ősz
683,grau::A,grå,szürke
684,bunt::A,brokig,tarka
685,bunt::A,brokig,színes
686,billig::A,billig,olcsó
687,teuer::A,dyr,drága
688,wertvoll::A,värdefull,értékes
689,blind::A,blind,vak
690,taub::A,döv,süket
691,kräftig::A,kraftig,erős
692,stark::A,stark,erős
693,schwach::A,svag,gyenge
694,schwach::A,svag,erőtlen
695,fett::A,fet,hájas
696,schlank::A,slank,karcsú
697,hübsch::A,snygg,csinos
698,hübsch::A,vacker,csinos
699,böse::A,ond,rossz
700,böse::A,ond,gonosz
701,böse::A,elak,rossz
702,böse::A,elak,gonosz
703,dumm::A,dum,buta
704,dumm::A,dum,ostoba
705,faul::A,lat,lusta
706,fleißig::A,flitig,szorgalmas
707,geizig::A,snål,fukar
708,geizig::A,snål,fösvény
709,geizig::A,girig,fukar
710,geizig::A,girig,fösvény
711,klug::A,klok,okos
712,klug::A,klok,eszes
713,geschickt::A,händig,ügyes
714,geschickt::A,skicklig,ügyes
715,lieb::A,kär,drága
716,lieb::A,kär,kedves
717,lieb::A,snäll,drága
718,lieb::A,snäll,kedves
719,lustig::A,rolig,víg
720,lustig::A,rolig,vidám
721,lustig::A,lustig,víg
722,lustig::A,lustig,vidám
723,sanft::A,mild,enyhe
724,hungrig::A,hungrig,éhes
725,krank::A,sjuk,beteg
726,nackt::A,naken,csupasz
727,nackt::A,naken,meztelen
728,traurig::A,ledsen,bús
729,traurig::A,ledsen,szomorú
730,traurig::A,sorgsen,bús
731,traurig::A,sorgsen,szomorú
732,lebendig::A,levande,élő
733,gut::A,bra,jó
734,schlecht::A,dålig,rossz
735,richtig::A,riktig,helyes
736,schlimm::A,illa,rossz
737,wahr::A,sann,igaz
738,alt::A,gammal,ó
739,alt::A,gammal,régi
740,neu::A,ny,új
741,ehemalig::A,forn,volt
742,ehemalig::A,forn,egykori
743,ehemalig::A,tidigare,volt
744,ehemalig::A,tidigare,egykori
745,alt[Lebewesen]::A,gammal,öreg
746,jung::A,ung,fiatal
747,arm::A,fattig,szegény
748,reich::A,rik,gazdag
749,bekannt::A,känd,ismert
750,bekannt::A,känd,ismeretes
751,berühmt::A,berömd,híres
752,fremd::A,främmande,idegen
753,verschieden::A,åtskillig,különböző
754,nah::A,nära,közeli
755,fern::A,fjärran,távoli
756,linker::A,vänster,bal
757,rechter::A,höger,jobb
758,anderer::A,annan,más
759,anderer::A,annan,másik
760,erster::A,första,első
761,zweiter::A,andra,második
762,dritter::A,tredje,harmadik
763,letzter::A,sist,utolsó
764,allein::ADV,allena,egyedül
765,auf einmal::ADV,på en gång,egyszerre
766,zusammen::ADV,tillsammans,együtt
767,zusammen::ADV,tillsammans,összesen
768,lange::ADV,länge,sokáig
769,lange::ADV,länge,hosszan
770,plötzlich::ADV,plötsligt,hirtelen
771,plötzlich::ADV,plötsligt,egyszerre
772,sofort::ADV,strax,rögtön
773,sofort::ADV,strax,tüstént
774,sofort::ADV,genast,rögtön
775,sofort::ADV,genast,tüstént
776,später::ADV,senare,későn
777,jetzt::ADV,nu,most
778,heute::ADV,i dag,ma
779,morgen::ADV,i morgon,holnap
780,bald::ADV,snart,majd
781,bald::ADV,snart,nemsokára
782,dann::ADV,då,akkor
783,gestern::ADV,i går,tegnap
784,einst::ADV,en gång,hajdan
785,damals::ADV,då,akkor
786,damals::ADV,då,akkoriban
787,damals::ADV,den gången,akkor
788,damals::ADV,den gången,akkoriban
789,danach::ADV,därefter,azután
790,vorher::ADV,före,előbb
791,vorher::ADV,förut,előbb
792,zuerst::ADV,först,először
793,einmal::ADV,en gång,egyszer
794,manchmal::ADV,ibland,néha
795,manchmal::ADV,ibland,olykor
796,oft::ADV,ofta,sokszor
797,immer::ADV,alltid,mindig
798,niemals::ADV,aldrig,sohasem
799,hier::ADV,här,itt
800,hierhin::ADV,hit,erre
801,von hier::ADV,härifrån,innen
802,dort::ADV,där,ott
803,dorthin::ADV,dit,oda
804,geradeaus::ADV,rätt fram,egyenesen
805,vorwärts::ADV,fram,előre
806,vorwärts::ADV,framåt,előre
807,rückwärts::ADV,baklänges,hátrafelé
808,zurück::ADV,tillbaka,hátra
809,zurück::ADV,tillbaka,vissza
810,unten::ADV,nere,alul
811,unten::ADV,nedanför,alul
812,hinab::ADV,ned,le
813,hinab::ADV,ned,lefelé
814,hinab::ADV,nedåt,le
815,hinab::ADV,nedåt,lefelé
816,oben::ADV,ovan,fenn
817,oben::ADV,ovan,felül
818,oben::ADV,ovanpå,fenn
819,oben::ADV,ovanpå,felül
820,hinauf::ADV,upp,fel
821,hinauf::ADV,upp,felfelé
822,hinauf::ADV,uppåt,fel
823,hinauf::ADV,uppåt,felfelé
824,überall::ADV,överallt,mindenütt
825,nicht::ADV,ej,nem
826,nicht::ADV,inte,nem
827,ein wenig::ADV,litet,egy kicsit
828,kaum::ADV,knappt,alig
829,kaum::ADV,knappast,alig
830,sehr::ADV,mycket,nagyon
831,so::ADV,så,úgy
832,noch::ADV,än,még
833,noch::ADV,ännu,még
834,nur::ADV,bara,csak
835,nur::ADV,bara,csupán
836,nur::ADV,endast,csak
837,nur::ADV,endast,csupán
838,schon::ADV,redan,már
839,wieder::ADV,åter,ismét
840,wieder::ADV,åter,megint
841,vergebens::ADV,förgäves,hiába
842,vor::PRP,utanför,előtt
843,hinter::PRP,bakom,mögött
844,unter::PRP,under,alatt
845,durch::PRP,genom,át
846,durch::PRP,genom,keresztül
847,durch::PRP,igenom,át
848,durch::PRP,igenom,keresztül
849,neben::PRP,bredvid,mellett
850,neben::PRP,vid sidan av,mellett
851,zwischen::PRP,mellan,között
852,wegen::PRP,på grund av,miatt
853,wegen::PRP,på grund av,végett
854,dies::PRN,detta,ez
855,das::PRN,det,az
856,alles::PRN,allt,minden
857,ich::PRN,jag,én
858,du::PRN,du,te
859,er::PRN,han,ő
860,wir::PRN,vi,mi
861,ihr::PRN,ni,ti
