,Concept_ID,en,uk
81,Regen::N,rain,дощ
82,Schnee::N,snow,сніг
83,Eis::N,ice,лід
84,Frost::N,frost,мороз
85,Kälte::N,chill,холод
86,Hitze::N,heat,жар
87,Raureif::N,hoarfrost,іній
88,Regenbogen::N,rainbow,райдуга
89,Donner::N,thunder,грім
90,Strömung::N,current,струмина
91,Tropfen::N,drop,крапля
92,Schaum::N,foam,піна
93,Schmutz::N,dirt,бруд
94,See::N,lake,озеро
95,Sumpf::N,swamp,драговина
96,Moor::N,moor,болото
97,Wiese::N,meadow,луг
98,Wiese::N,meadow,лука
99,Wald::N,forest,ліс
100,Hügel::N,hill,горб
101,Anhöhe::N,elevation,височина
102,Berg::N,mountain,гора
103,Gipfel::N,summit,вершина
104,Höhle::N,cave,печера
105,Abhang::N,slope,схил
106,Quelle::N,source,джерело
107,Bach::N,brook,струмок
108,Fluss::N,river,річка
109,Ufer::N,shore,берег
110,Küste::N,coast,узбережжя
111,Festland::N,land,суша
112,Meer::N,sea,море
113,Bucht::N,cove,бухта
114,Bucht::N,cove,затока
115,Insel::N,island,острів
116,Blume::N,flower,квітка
117,Gras::N,grass,трава
118,Wurzel::N,root,корінь
119,Baum::N,tree,дерево
120,Stamm::N,trunk,стовбур
121,Rinde::N,bark,кора
122,Ast::N,limb,гілка
123,Zweig::N,branch,галузь
124,Blatt::N,leaf,лист
125,Birke::N,birch,береза
126,Kiefer[Baum]::N,pine,сосна
127,Weide[Baum]::N,willow,верба
128,Tanne::N,fir,ялиця
129,Horn::N,horn,ріг
130,Feder::N,feather,перо
131,Fell::N,fur,хутро
132,Flügel::N,wing,крило
133,Klaue::N,claw,кіготь
134,Kralle::N,claw,лапа
135,Schwanz::N,tail,хвіст
136,Ei::N,egg,яйце
137,Nest::N,nest,гніздо
138,Bau::N,lair,лігво
139,Tier::N,animal,тварина
140,Herde::N,flock,стадо
141,Kuh::N,cow,корова
142,Bulle::N,bull,бик
143,Bulle::N,bull,бугай
144,Pferd::N,horse,кінь
145,Schaf::N,sheep,вівця
146,Schwein::N,pig,свиня
147,Hund::N,dog,собака
148,Katze::N,cat,кішка
149,Bär::N,bear,ведмідь
150,Eichhörnchen::N,squirrel,білка
151,Elch::N,elk,лось
152,Fuchs::N,fox,лисиця
153,Hase::N,hare,заєць
154,Maus::N,mouse,миша
155,Wolf::N,wolf,вовк
156,Vogel::N,bird,птах
157,Schwarm::N,swarm,зграя
158,Huhn::N,chicken,курка
159,Hahn::N,cock,півень
160,Gans::N,goose,гуска
161,Adler::N,eagle,орел
162,Ente::N,duck,качка
163,Eule::N,owl,сова
164,Kranich::N,crane,журавель
165,Krähe::N,crow,ворона
166,Kuckuck::N,cuckoo,зозуля
167,Schwan::N,swan,лебідь
168,Fisch::N,fish,риба
169,Barsch::N,perch,окунь
170,Hecht::N,pike,щука
171,Schlange[Tier]::N,snake,змія
172,Wurm::N,worm,черв’як
173,Spinne::N,spider,павук
174,Ameise::N,ant,мурашка
175,Laus::N,louse,воша
176,Mücke::N,midge,комар
177,Fliege::N,fly,муха
178,Schmetterling::N,butterfly,метелик
179,Beere::N,berry,ягода
180,Apfel::N,apple,яблуко
181,Pilz::N,mushroom,гриб
182,Zwiebel::N,onion,цибуля
183,Saat::N,seed,сім’я
184,Korn::N,grain,зерно
185,Heu::N,hay,сіно
186,Schale::N,husk,шкірка
187,Grube::N,pit,яма
188,Falle::N,trap,пастка
189,Schlinge::N,noose,петля
190,Spur::N,track,слід
191,Asche::N,ashes,зола
192,Asche::N,ashes,попіл
193,Dreck::N,filth,бруд
194,Eisen::N,iron,залізо
195,Gold::N,gold,золото
196,Silber::N,silver,срібло
197,Kohle::N,coal,вугілля
198,Glas::N,glass,скло
199,Lehm::N,clay,глина
200,Sand::N,sand,пісок
201,Mensch::N,human,людина
202,Mann::N,man,чоловік
203,Frau::N,woman,жінка
204,Kind::N,child,дитина
205,Junge::N,boy,хлопець
206,Mädchen::N,girl,дівчина
207,Familie::N,family,сім’я
208,Familie::N,family,родина
209,Großvater::N,grandfather,дідусь
210,Großmutter::N,grandmother,бабуся
211,Eltern::N,parents,батьки
212,Vater::N,father,батько
213,Mutter::N,mother,мати
214,Sohn::N,son,син
215,Tochter::N,daughter,дочка
216,Bruder::N,brother,брат
217,Schwester::N,sister,сестра
218,Onkel::N,uncle,дядько
219,Tante::N,aunt,тітка
220,Ehemann::N,husband,чоловік
221,Ehefrau::N,wife,жінка
222,Ehefrau::N,wife,дружина
223,Freude::N,joy,радощі
224,Gelächter::N,laughter,сміх
225,Glück::N,happiness,щастя
226,Kummer::N,grief,горе
227,Wunsch::N,wish,бажання
228,Lust::N,desire,бажання
229,Geist::N,spirit,дух
230,Gedanke::N,thought,думка
231,Gedächtnis::N,memory,пам’ять
232,Verstand::N,mind,розум
233,Sinn::N,meaning,зміст
234,Sinn::N,meaning,значення
235,Grund::N,reason,причина
236,Wahrheit::N,truth,правда
237,Gespräch::N,talk,розмова
238,Märchen::N,fairy tale,байка
239,Erzählung::N,story,повість
240,Erzählung::N,story,оповідання
241,Nachricht::N,message,повідомлення
242,Neuigkeit::N,news,новина
243,Name::N,name,ім’я
244,Rätsel::N,puzzle,загадка
245,Rede::N,speech,промова
246,Sprache::N,language,мова
247,Stimme::N,voice,голос
248,Wort::N,word,слово
249,Zeichen::N,sign,знак
250,Ruf::N,call,оклик
251,Lärm::N,noise,шум
252,Laut::N,sound,звук
253,Ton::N,tone,тон
254,Lied::N,song,пісня
255,Ruhe::N,calm,спокій
256,Leute::N,people,люди
257,Volk::N,nation,народ
258,Arbeit::N,work,робота
259,Gast::N,guest,гість
260,Geschenk::N,gift,подарунок
261,Spiel::N,game,гра
262,Gesellschaft::N,company,товариство
263,Hilfe::N,help,допомога
264,Freund::N,friend,друг
265,Freund::N,friend,приятель
266,Kamerad::N,companion,товариш
267,Angelegenheit::N,matter,справа
268,Anzahl::N,count,число
269,Art::N,sort,рід
270,Stück::N,piece,кусок
271,Teil::N,part,частина
272,Hälfte::N,half,половина
273,Kreis::N,circle,круг
274,Kreis::N,circle,коло
275,Kreuz::N,cross,хрест
276,Linie::N,line,лінія
277,Strich::N,stroke,штрих
278,Abstand::N,gap,проміжок
279,Entfernung::N,distance,відстань
280,Gegend::N,area,місцевість
281,Platz::N,space,площа
282,Ort::N,place,місце
283,Seite::N,side,сторона
284,Mitte::N,middle,середина
285,Gegenstand::N,item,предмет
286,Sache::N,thing,річ
287,Rand::N,fringe,край
288,Kante::N,edge,ребро
289,Ecke::N,corner,ріг
290,Spitze::N,tip,кінчик
291,Ende::N,end,кінець
292,Loch::N,hole,діра
293,Winkel::N,angle,куток
294,Muster::N,pattern,узор
295,Größe::N,size,розмір
296,Länge::N,length,довжина
297,Höhe::N,height,висота
298,Gewicht::N,weight,вага
299,Menge::N,amount,кількість
300,Haufen::N,heap,купа
301,Reihe::N,row,ряд
302,Boot::N,boat,човен
303,Ruder::N,oar,весло
304,Schlitten::N,sleigh,сани
305,Ski::N,ski,лижа
306,Lagerfeuer::N,campfire,вогнище
307,Last::N,load,тягар
308,Last::N,load,вантаж
309,Gang::N,walk,хід
310,Schritt::N,step,крок
311,Norden::N,north,північ
312,Süden::N,south,південь
313,Westen::N,west,захід
314,Osten::N,east,схід
315,Holz::N,wood,дрова
316,Brett::N,board,дошка
317,Platte::N,slab,плита
318,Stütze::N,bracket,підпірка
319,Stange::N,pole,жердина
320,Stock::N,stick,палиця
321,Stab::N,staff,палиця
322,Rohr::N,pipe,труба
323,Haus::N,house,дім
324,Haus::N,house,хата
325,Heim::N,home,житло
326,Ofen::N,stove,піч
327,Fußboden::N,floor,підлога
328,Tisch::N,table,стіл
329,Stuhl::N,chair,стілець
330,Wiege::N,cradle,колиска
331,Bett::N,bed,ліжко
332,Bett::N,bed,постіль
333,Regal::N,shelf,полиця
334,Kiste::N,box,ящик
335,Fenster::N,window,вікно
336,Tür::N,door,двері
337,Tor::N,gate,ворота
338,Zaun::N,fence,паркан
339,Zaun::N,fence,огорожа
340,Dach::N,roof,дах
341,Leiter::N,ladder,драбина
342,Besen::N,broom,мітла
343,Spaten::N,spade,заступ
344,Schaufel::N,shovel,совок
345,Schaufel::N,shovel,лопата
346,Gabel::N,fork,виделка
347,Löffel::N,spoon,ложка
348,Messer::N,knife,ніж
349,Nagel::N,nail,цвях
350,Netz::N,net,сіть
351,Haken::N,hook,крюк
352,Griff::N,handle,ручка
353,Griff::N,handle,держак
354,Schloss::N,lock,замок
355,Bild::N,picture,картина
356,Figur::N,figure,фігура
357,Puppe::N,doll,лялька
358,Beutel::N,pouch,мішечок
359,Beutel::N,pouch,торбинка
360,Bündel::N,bundle,в’язка
361,Tasche::N,bag,сумка
362,Eimer::N,bucket,відро
363,Deckel::N,cover,кришка
364,Geschirr::N,dishes,посуд
365,Sack::N,sack,мішок
366,Tasse::N,cup,чашка
367,Topf::N,pot,горщик
368,Kessel::N,kettle,котел
369,Essen::N,meal,їжа
370,Nahrung::N,food,харч
371,Speise::N,dish,страва
372,Fleisch::N,meat,м’ясо
373,Getreide::N,corn,хліб
374,Getreide::N,corn,збіжжя
375,Brei::N,mush,каша
376,Brot::N,bread,хліб
377,Scheibe::N,slice,скибочка
378,Fett::N,fat,жир
379,Butter::N,butter,масло
380,Öl::N,oil,олія
381,Salz::N,salt,сіль
382,Suppe::N,soup,суп
383,Honig::N,honey,мед
384,Milch::N,milk,молоко
385,Tee::N,tea,чай
386,Leder::N,leather,шкіра
387,Wolle::N,wool,шерсть
388,Stoff::N,cloth,тканина
389,Nadel::N,needle,голка
390,Faden::N,thread,нитка
391,Knopf::N,button,ґудзик
392,Knoten::N,knot,вузол
393,Farbe::N,paint,фарба
394,Kleidung::N,clothes,одяг
395,Kleidung::N,clothes,убрання
396,Hemd::N,shirt,сорочка
397,Kragen::N,collar,комір
398,Ärmel::N,sleeve,рукав
399,Hose::N,trousers,брюки
400,Gürtel::N,belt,пояс
401,Mütze::N,cap,шапка
402,Schuh::N,shoe,ботинок
403,Stiefel::N,boot,чобіт
404,Ring::N,ring,кільце
405,Band::N,ribbon,стрічка
406,Kamm::N,comb,гребінець
407,Spiegel::N,mirror,дзеркало
408,Riemen::N,strap,ремінь
409,Schnur::N,string,вірьовка
410,Leine::N,leash,шворка
411,Decke::N,blanket,ковдра
412,Kissen::N,pillow,подушка
413,Tuch::N,scarf,хустка
414,Handtuch::N,towel,рушник
415,Kraft::N,force,сила
416,Stärke::N,strength,сила
417,Gesundheit::N,health,здоров’я
418,Krankheit::N,illness,хвороба
419,Schmerz::N,pain,біль
420,Wunde::N,wound,рана
421,Fieber::N,fever,гарячка
422,Arznei::N,medicine,ліки
423,Brücke::N,bridge,міст
424,Brunnen::N,well,колодязь
425,Weide::N,pasture,пасовище
426,Pfad::N,path,стежка
427,Weg::N,way,шлях
428,Weg::N,way,дорога
429,Straße::N,road,вулиця
430,Dorf::N,village,село
431,Stadt::N,town,місто
432,Brief::N,letter,лист
433,Buch::N,book,книга
434,Buch::N,book,книжка
435,Buchstabe::N,character,буква
436,Buchstabe::N,character,літера
437,Zeitung::N,newspaper,газета
438,Leben::N,life,життя
439,Tod::N,death,смерть
440,Grab::N,grave,могила
441,Kirche::N,church,церква
442,Sünde::N,sin,гріх
443,Gott::N,god,бог
444,Arbeiter::N,worker,робітник
445,Chef::N,boss,хазяїн
446,Meister::N,master,умілець
447,Arzt::N,doctor,лікар
448,Lehrer::N,teacher,вчитель
449,Geld::N,money,гроші
450,Geschäft::N,business,заняття
451,Laden::N,shop,магазин
452,Laden::N,shop,крамниця
453,Preis::N,price,ціна
454,Ware::N,ware,товар
455,Nutzen::N,profit,вигода
456,Nutzen::N,profit,користь
457,Reichtum::N,wealth,багатство
458,Welt::N,world,світ
459,Land::N,country,країна
460,Staat::N,state,держава
461,König::N,king,король
462,Macht::N,power,влада
463,Grenze::N,border,кордон
464,Krieg::N,war,війна
465,Feind::N,enemy,ворог
466,Gewalt::N,violence,насильство
467,Kampf::N,fight,бій
468,Kampf::N,fight,боротьба
469,Bogen[Waffe]::N,bow,лук
470,Pfeil::N,arrow,стріла
471,Gewehr::N,gun,рушниця
472,Gewehr::N,gun,гвинтівка
473,Fehler::N,mistake,помилка
474,Lüge::N,lie,брехня
475,Schaden::N,damage,шкода
476,Schaden::N,damage,збиток
477,Unglück::N,misfortune,нещастя
478,Schuld::N,fault,провина
479,Alter::N,age,вік
480,Alter::N,age,літа
481,Schluss::N,conclusion,кінець
482,Zeit::N,time,час
483,Tag::N,day,день
484,Morgen::N,morning,ранок
485,Mittag::N,noon,південь
486,Abend::N,evening,вечір
487,Nacht::N,night,ніч
488,Woche::N,week,тиждень
489,Monat::N,month,місяць
490,Jahr::N,year,рік
491,Frühling::N,spring,весна
492,Sommer::N,summer,літо
493,Herbst::N,autumn,осінь
494,Winter::N,winter,зима
495,Januar::N,January,січень
496,Februar::N,February,лютий
497,März::N,March,березень
498,April::N,April,квітень
499,Mai::N,May,травень
500,Juni::N,June,червень
501,Juli::N,July,липень
502,August::N,August,серпень
503,September::N,September,вересень
504,Oktober::N,October,жовтень
505,November::N,November,листопад
506,Dezember::N,December,грудень
507,Montag::N,Monday,понеділок
508,Dienstag::N,Tuesday,вівторок
509,Mittwoch::N,Wednesday,середа
510,Donnerstag::N,Thursday,четвер
511,Freitag::N,Friday,п’ятниця
512,Samstag::N,Saturday,субота
513,Sonntag::N,Sunday,неділя
514,groß::A,big,великий
515,klein::A,little,малий
516,klein::A,little,маленький
517,lang::A,long,довгий
518,kurz::A,short,короткий
519,breit::A,wide,широкий
520,schmal::A,narrow,вузький
521,dicht::A,dense,густий
522,dick[Gegenstand]::A,thick,товстий
523,dünn::A,thin,тонкий
524,fein::A,delicate,дрібний
525,fest::A,firm,міцний
526,flach::A,flat,плоский
527,glatt::A,smooth,рівний
528,glatt::A,smooth,гладенький
529,hart::A,hard,твердий
530,weich::A,soft,м’який
531,rund::A,round,круглий
532,spitz::A,pointed,гострокінцевий
533,scharf::A,sharp,гострий
534,stumpf::A,blunt,тупий
535,schwer::A,heavy,важкий
536,schön::A,beautiful,вродливий
537,heiß::A,hot,жаркий
538,heiß::A,hot,гарячий
539,warm::A,warm,теплий
540,kalt::A,cold,холодний
541,kühl::A,cool,прохолодний
542,frisch::A,fresh,свіжий
543,feucht::A,damp,вогкий
544,nass::A,wet,мокрий
545,trocken::A,dry,сухий
546,voll::A,full,повний
547,leer::A,empty,пустий
548,offen::A,open,відкритий
549,geschlossen::A,closed,закритий
550,geschlossen::A,closed,зачинений
551,sauber::A,clean,чистий
552,sauber::A,clean,охайний
553,schmutzig::A,dirty,брудний
554,roh::A,raw,сирий
555,reif::A,ripe,зрілий
556,lecker::A,delicious,смачний
557,süß::A,sweet,солодкий
558,bitter::A,bitter,гіркий
559,sauer::A,sour,кислий
560,hell::A,bright,світлий
561,dunkel::A,dark,темний
562,schwarz::A,black,чорний
563,weiß::A,white,сивий
564,rot::A,red,червоний
565,gelb::A,yellow,жовтий
566,blau::A,blue,синій
567,grün::A,green,зелений
568,grau::A,grey,сірий
569,bunt::A,colourful,барвистий
570,bunt::A,colorful,барвистий
571,billig::A,cheap,дешевий
572,teuer::A,dear,дорогий
573,wertvoll::A,precious,цінний
574,blind::A,blind,сліпий
575,taub::A,deaf,глухий
576,kräftig::A,powerful,могутній
577,stark::A,strong,сильний
578,schwach::A,weak,слабкий
579,fett::A,fat,жирний
580,fett::A,fat,товстий
581,schlank::A,slim,тонкий
582,schlank::A,slim,стрункий
583,hübsch::A,pretty,чарівний
584,böse::A,evil,злий
585,böse::A,evil,лихий
586,dumm::A,stupid,дурний
587,faul::A,lazy,ледачий
588,fleißig::A,diligent,старанний
589,geizig::A,stingy,скупий
590,klug::A,clever,мудрий
591,klug::A,clever,розумний
592,geschickt::A,skilful,умілий
593,geschickt::A,skillful,умілий
594,lieb::A,dear,милий
595,lustig::A,merry,веселий
596,sanft::A,gentle,лагідний
597,hungrig::A,hungry,голодний
598,krank::A,sick,слабий
599,nackt::A,naked,голий
600,traurig::A,sad,сумний
601,lebendig::A,living,живий
602,gut::A,good,добрий
603,schlecht::A,bad,поганий
604,schlecht::A,bad,кепський
605,richtig::A,correct,правильний
606,schlimm::A,nasty,бридкий
607,wahr::A,true,справжній
608,alt::A,old,старий
609,neu::A,new,новий
610,ehemalig::A,former,колишній
611,alt[Lebewesen]::A,aged,старий
612,jung::A,young,молодий
613,arm::A,poor,бідний
614,reich::A,rich,багатий
615,bekannt::A,familiar,знайомий
616,berühmt::A,famous,славетний
617,fremd::A,foreign,чужий
618,verschieden::A,different,різний
619,nah::A,near,близький
620,fern::A,far,далекий
621,linker::A,left,лівий
622,rechter::A,right,правий
623,anderer::A,other,інакший
624,erster::A,first,перший
625,zweiter::A,second,другий
626,dritter::A,third,третій
627,letzter::A,last,останній
628,allein::ADV,alone,сам
629,allein::ADV,alone,один
630,auf einmal::ADV,at once,відразу
631,zusammen::ADV,together,разом
632,zusammen::ADV,together,спільно
633,lange::ADV,long,довго
634,plötzlich::ADV,suddenly,раптом
635,sofort::ADV,instantly,зараз
636,später::ADV,later,пізніше
637,jetzt::ADV,now,тепер
638,heute::ADV,today,сьогодні
639,morgen::ADV,tomorrow,завтра
640,bald::ADV,soon,незабаром
641,dann::ADV,then,потім
642,gestern::ADV,yesterday,вчора
643,einst::ADV,once,колись
644,damals::ADV,at that time,тоді
645,danach::ADV,afterwards,згодом
646,vorher::ADV,before,раніше
647,zuerst::ADV,at first,спершу
648,zuerst::ADV,at first,спочатку
649,einmal::ADV,once,один раз
650,manchmal::ADV,sometimes,іноді
651,manchmal::ADV,sometimes,інколи
652,oft::ADV,often,часто
653,immer::ADV,always,завжди
654,niemals::ADV,never,ніколи
655,hier::ADV,here,тут
656,hierhin::ADV,hither,сюди
657,hierhin::ADV,to here,сюди
658,hierhin::ADV,here,сюди
659,von hier::ADV,hence,звідси
660,dort::ADV,there,там
661,dorthin::ADV,thither,туди
662,dorthin::ADV,there,туди
663,dorthin::ADV,to there,туди
664,geradeaus::ADV,ahead,прямо
665,vorwärts::ADV,forward,вперед
666,rückwärts::ADV,backward,назад
667,zurück::ADV,back,назад
668,unten::ADV,below,внизу
669,hinab::ADV,down,вниз
670,oben::ADV,above,вгорі
671,hinauf::ADV,up,вгору
672,überall::ADV,everywhere,скрізь
673,nicht::ADV,not,не
674,ein wenig::ADV,a little,трохи
675,ein wenig::ADV,a little,небагато
676,kaum::ADV,hardly,ледве
677,sehr::ADV,very,дуже
678,so::ADV,so,так
679,noch::ADV,still,ще
680,nur::ADV,only,лише
681,nur::ADV,only,тільки
682,schon::ADV,already,вже
683,wieder::ADV,again,знову
684,vergebens::ADV,in vain,дарма
685,vor::PRP,in front of,перед
686,hinter::PRP,behind,ззаду
687,hinter::PRP,behind,позаду
688,unter::PRP,under,під
689,durch::PRP,through,крізь
690,neben::PRP,next to,біля
691,zwischen::PRP,between,між
692,wegen::PRP,because of,з-за
693,wegen::PRP,because of,через
694,dies::PRN,this,це
695,das::PRN,that,то
696,alles::PRN,everything,все
697,ich::PRN,I,я
698,du::PRN,you,ти
699,du::PRN,thou,ти
700,er::PRN,he,він
701,wir::PRN,we,ми
702,ihr::PRN,you,ви
703,sie::PRN,they,вони
704,was::FPRN,what,що
705,wer::FPRN,who,хто
706,wo::FADV,where,де
707,wohin::FADV,where ... to,куди
708,wohin::FADV,where to,куди
709,wohin::FADV,where,куди
710,wie::FADV,how,як
711,warum::FADV,why,чому
712,wieviel::FNUM,how much,скільки
713,eins::NUM,one,один
714,zwei::NUM,two,два
715,drei::NUM,three,три
716,vier::NUM,four,чотири
717,fünf::NUM,five,п’ять
718,sechs::NUM,six,шість
719,sieben::NUM,seven,сім
720,acht::NUM,eight,вісім
721,neun::NUM,nine,дев’ять
722,zehn::NUM,ten,десять
723,elf::NUM,eleven,одинадцять
724,zwölf::NUM,twelve,дванадцять
725,zwanzig::NUM,twenty,двадцять
726,dreißig::NUM,thirty,тридцять
727,vierzig::NUM,forty,сорок
728,fünfzig::NUM,fifty,п’ятдесят
729,sechzig::NUM,sixty,шістдесят
730,siebzig::NUM,seventy,сімдесят
731,achtzig::NUM,eighty,вісімдесят
732,neunzig::NUM,ninety,дев’яносто
733,hundert::NUM,a hundred,сто
734,tausend::NUM,a thousand,тисяча
735,und::CNJ,and,і
736,oder::CNJ,or,або
737,stehen::V,stand,стояти
738,sitzen::V,sit,сидіти
739,liegen::V,lie,лежати
740,hängen::V,hang,висіти
741,werden::V,become,стати
742,werden::V,become,робитися
743,passieren::V,happen,трапитися
744,beginnen::V,begin,початися
745,enden::V,end,кінчитися
746,wechseln::V,change,мінятися
747,aufgehen[Sonne]::V,rise,зійти
748,untergehen[Sonne]::V,set,зайти
749,scheinen[Sonne]::V,shine,світити
750,donnern::V,thunder,гриміти
751,wehen::V,blow,віяти
752,strömen::V,stream,литися
753,fließen::V,flow,текти
754,sich drehen::V,revolve,обертатися
755,schwanken::V,sway,коливатися
756,schwingen::V,swing,хитатися
757,schwingen::V,swing,гойдатися
758,fallen::V,fall,падати
759,brennen::V,burn,горіти
760,rauchen::V,smoke,диміти
761,regnen::V,rain,дощити
762,gefrieren::V,freeze,змерзнути
763,tauen::V,thaw,танути
764,schmelzen::V,melt,плавитися
765,trocknen::V,dry,сохнути
766,sieden::V,boil,кипіти
767,faulen::V,rot,гнити
768,verfaulen::V,decay,згнити
769,reißen::V,snap,рватися
770,versinken::V,sink,тонути
771,vergehen::V,pass,проходити
772,erscheinen::V,appear,з’явитися
773,verschwinden::V,disappear,щезнути
774,verschwinden::V,disappear,зникнути
775,sinken::V,drop,спадати
776,abnehmen::V,decrease,поменшитися
777,zunehmen::V,increase,збільшуватися
778,steigen::V,rise,підніматися
779,wachsen::V,grow,рости
780,glänzen::V,shine,блищати
781,funkeln::V,sparkle,блискати
782,lärmen::V,be noisy,шуміти
783,läuten::V,chime,дзвонити
784,klingeln::V,ring,дзвонити
785,klirren::V,tinkle,дзвякати
786,brausen::V,roar,бушувати
787,rauschen::V,rustle,шелестіти
788,klingen::V,sound,лунати
789,klingen::V,sound,звучати
790,bellen::V,bark,гавкати
791,heulen::V,howl,вити
792,blasen::V,blow,дунути
793,pfeifen::V,whistle,свистіти
794,schreien::V,shout,кричати
795,stöhnen::V,groan,стогнати
796,zittern::V,tremble,тремтіти
797,leben::V,be alive,жити
798,geboren werden::V,be born,народитися
799,atmen::V,breathe,дихати
800,trinken::V,drink,пити
801,essen::V,eat,їсти
802,schlucken::V,swallow,ковтати
803,müde werden::V,get tired,втомитися
804,einschlafen::V,fall asleep,заснути
805,schlafen::V,sleep,спати
806,aufwachen::V,wake up,прокинутися
807,aufstehen::V,get up,встати
808,sich erholen::V,relax,відпочивати
809,krank werden::V,fall ill,захворіти
810,krank sein::V,be ill,хворіти
811,schmerzen::V,ache,боліти
812,husten::V,cough,кашляти
813,genesen::V,recover,одужати
814,genesen::V,recover,видужати
815,sterben::V,die,померти
816,umkommen::V,perish,згинути
817,sich bewegen::V,move,рухатися
818,sich rühren::V,budge,ворушитися
819,sich erheben::V,stand up,встати
820,sich setzen::V,sit down,сісти
821,hinfallen::V,tumble,упасти
822,laufen::V,walk,ходити
823,schreiten::V,pace,крокувати
824,spazierengehen::V,go for a walk,гуляти
825,eilen::V,rush,спішити
826,sich beeilen::V,hurry,поспішати
827,sausen::V,dash,мчатися
828,rennen::V,run,бігати
829,springen::V,jump,скакати
830,springen::V,jump,стрибати
831,klettern::V,climb,лазити
832,schaukeln::V,seesaw,гойдатися
833,kriechen::V,creep,повзати
834,schwimmen::V,swim,пливти
835,schwimmen::V,swim,плавати
836,tauchen::V,dive,пірнати
837,rudern::V,row,гребти
838,rudern::V,row,веслувати
839,fahren::V,drive,їхати
840,fliegen::V,fly,літати
841,gehen::V,go,іти
842,weggehen::V,go away,піти
843,abfahren::V,depart,від’їхати
844,abfahren::V,depart,відправитися
845,anhalten::V,stop,зупинитися
846,hineingehen::V,go in,входити
847,eintreten::V,enter,увійти
848,kommen::V,come,прийти
849,ankommen::V,arrive,прибути
850,zurückkommen::V,come back,повернутися
851,bleiben::V,stay,залишитися
852,warten::V,wait,чекати
853,erwarten::V,wait for,чекати
854,suchen::V,seek,шукати
855,suchen::V,look for,шукати
856,finden::V,find,знайти
857,versuchen::V,try,випробовувати
858,vorbereiten::V,prepare,підготувати
859,lieben::V,love,любити
860,mögen::V,like,любити
861,mögen::V,like,подобатися
862,lachen::V,laugh,сміятися
863,rühren::V,move,розчулити
864,weinen::V,weep,плакати
865,schimpfen::V,grumble,лаятися
866,sich ärgern::V,be annoyed,сердитися
867,sich fürchten::V,be afraid,боятися
868,fürchten::V,be afraid of,боятися
869,fliehen::V,flee,тікати
870,flüchten::V,escape,утекти
871,sehen::V,see,бачити
872,anschauen::V,look at,поглянути
873,ansehen::V,watch,дивитися на
874,hören::V,hear,чути
875,zuhören::V,listen,слухати
876,probieren::V,taste,покуштувати
877,riechen::V,smell,нюхати
878,fühlen::V,feel,відчувати
879,scheinen::V,seem,здаватися
880,zu sehen sein::V,show,виднітися
881,vernehmen::V,hear,почути
