,Concept_ID,ka,tr
325,Sprache::N,ენა,dil
326,Sprache::N,ენა,lisan
327,Stimme::N,ხმა,ses
328,Wort::N,სიტყვა,kelime
329,Zeichen::N,ნიშანი,işaret
330,Ruf::N,ძახილი,çağırma
331,Lärm::N,ხმაური,şamata
332,Lärm::N,ხმაური,gürültü
333,Laut::N,ხმა,ses
334,Laut::N,ბგერა,ses
335,Ton::N,ტონი,ses
336,Lied::N,სიმღერა,türkü
337,Ruhe::N,სიწყნარე,sakinlik
338,Leute::N,ადამიანები,halk
339,Leute::N,ადამიანები,insanlar
340,Volk::N,ერი,ulus
341,Volk::N,ერი,millet
342,Volk::N,ხალხი,ulus
343,Volk::N,ხალხი,millet
344,Arbeit::N,მუშაობა,iş
345,Arbeit::N,მუშაობა,çalışma
346,Gast::N,სტუმარი,konuk
347,Gast::N,სტუმარი,misafir
348,Geschenk::N,საჩუქარი,hediye
349,Geschenk::N,საჩუქარი,armağan
350,Spiel::N,თამაში,oyun
351,Gesellschaft::N,საზოგადოება,çevre
352,Gesellschaft::N,საზოგადოება,arkadaşlık
353,Hilfe::N,შველა,yardım
354,Hilfe::N,დახმარება,yardım
355,Freund::N,მეგობარი,dost
356,Freund::N,მეგობარი,arkadaş
357,Kamerad::N,ამხანაგი,arkadaş
358,Angelegenheit::N,საქმე,iş
359,Angelegenheit::N,საქმე,husus
360,Anzahl::N,ოდენობა,sayı
361,Art::N,სახეობა,çeşit
362,Stück::N,ნატეხი,tane
363,Stück::N,ნატეხი,parça
364,Teil::N,წილი,kısım
365,Hälfte::N,ნახევარი,yarı
366,Kreis::N,წრე,daire
367,Kreuz::N,ჯვარი,haç
368,Linie::N,ხაზი,hat
369,Linie::N,ხაზი,çizgi
370,Strich::N,შტრიხი,çizgi
371,Abstand::N,მანძილი,aralık
372,Entfernung::N,სიშორე,mesafe
373,Entfernung::N,სიშორე,uzaklık
374,Gegend::N,არე,yöre
375,Gegend::N,მხარე,yöre
376,Platz::N,ფართობი,yer
377,Ort::N,ადგილი,yer
378,Seite::N,მხარე,yan
379,Seite::N,მხარე,taraf
380,Mitte::N,შუა,orta
381,Mitte::N,შუა,merkez
382,Gegenstand::N,საგანი,şey
383,Sache::N,ნივთი,iş
384,Sache::N,ნივთი,şey
385,Rand::N,კიდე,kenar
386,Kante::N,ნაწიბული,kenar
387,Ecke::N,კუთხე,köşe
388,Spitze::N,წვეტი,uç
389,Spitze::N,წვეტი,baş
390,Ende::N,ბოლო,uç
391,Loch::N,ხვრელი,oyuk
392,Loch::N,ხვრელი,delik
393,Winkel::N,კუთხე,köşe
394,Muster::N,მოხატულობა,örnek
395,Größe::N,ზომა,büyüklük
396,Größe::N,სიდიდე,büyüklük
397,Länge::N,სიგრძე,uzunluk
398,Höhe::N,სიმაღლე,yükseklik
399,Gewicht::N,წონა,ağırlık
400,Menge::N,რაოდენობა,miktar
401,Haufen::N,გროვა,küme
402,Haufen::N,გროვა,yığın
403,Reihe::N,რიგი,sıra
404,Reihe::N,წყება,sıra
405,Boot::N,გემი,kayık
406,Boot::N,გემი,sandal
407,Ruder::N,ხოფი,kürek
408,Ruder::N,ნიჩაბი,kürek
409,Schlitten::N,მარხილი,kızak
410,Ski::N,თხილამური,kayak
411,Lagerfeuer::N,კოცონი,kamp ateşi
412,Last::N,ტვირთი,yük
413,Gang::N,სვლა,gidiş
414,Gang::N,სვლა,yürüyüş
415,Schritt::N,ბიჯი,adım
416,Norden::N,ჩრდილოეთი,kuzey
417,Süden::N,სამხრეთი,güney
418,Westen::N,დასავლეთი,batı
419,Osten::N,აღმოსავლეთი,doğu
420,Holz::N,ხე,ağaç
421,Holz::N,ხე,tahta
422,Brett::N,დაფა,tahta
423,Brett::N,ფიცარი,tahta
424,Platte::N,თლილი ქვა,levha
425,Stütze::N,საყრდენი,dayak
426,Stütze::N,საყრდენი,destek
427,Stange::N,ჭოკი,çubuk
428,Stock::N,კეტი,sopa
429,Stock::N,კეტი,değnek
430,Stab::N,ლატანი,sırık
431,Stab::N,ლატანი,baston
432,Rohr::N,მილაკი,boru
433,Haus::N,სახლი,ev
434,Heim::N,ოჯახის კერა,ev
435,Heim::N,ოჯახის კერა,yurt
436,Ofen::N,ღუმელი,soba
437,Fußboden::N,იატაკი,taban
438,Fußboden::N,იატაკი,döşeme
439,Tisch::N,სუფრა,masa
440,Tisch::N,მაგიდა,masa
441,Stuhl::N,სკამი,iskemle
442,Stuhl::N,სკამი,sandalye
443,Wiege::N,აკვანი,beşik
444,Bett::N,საწოლი,yatak
445,Bett::N,სარეცელი,yatak
446,Regal::N,თაროები,raf
447,Kiste::N,ყუთი,sandık
448,Kiste::N,სკივრი,sandık
449,Fenster::N,ფანჯარა,pencere
450,Fenster::N,სარკმელი,pencere
451,Tür::N,ბჭე,kapı
452,Tür::N,კარი,kapı
453,Tor::N,ჭიშკარი,kapı
454,Zaun::N,ღობე,çit
455,Zaun::N,გალავანი,çit
456,Dach::N,სახურავი,dam
457,Dach::N,სახურავი,çatı
458,Leiter::N,კიბე,merdiven
459,Besen::N,ცოცხი,süpürge
460,Spaten::N,ნიჩაბი,bel
461,Schaufel::N,ბარი,kürek
462,Gabel::N,ჩანგალი,çatal
463,Löffel::N,კოვზი,kaşık
464,Messer::N,დანა,bıçak
465,Nagel::N,ლურსმანი,çivi
466,Netz::N,ბადე,ağ
467,Haken::N,კავი,çengel
468,Haken::N,კაუჭი,çengel
469,Griff::N,ტარი,kulp
470,Griff::N,ტარი,tutamak
471,Schloss::N,კლიტე,kilit
472,Schloss::N,საკეტი,kilit
473,Bild::N,სურათი,imaj
474,Bild::N,სურათი,resim
475,Figur::N,ფიგურა,şekil
476,Figur::N,ფიგურა,heykel
477,Puppe::N,თოჯინა,kukla
478,Beutel::N,პარკი,kese
479,Beutel::N,პარკი,torba
480,Bündel::N,გალა,deste
481,Bündel::N,ასხმა,deste
482,Tasche::N,ჩანთა,çanta
483,Eimer::N,ჩამჩა,kova
484,Deckel::N,ხუფი,kapak
485,Deckel::N,სარქველი,kapak
486,Geschirr::N,ჭურჭელი,kap kacak
487,Sack::N,ტომარა,torba
488,Tasse::N,ფინჯანი,fincan
489,Topf::N,ქოთანი,tencere
490,Kessel::N,ქვაბი,kazan
491,Essen::N,ჭამა,yemek
492,Nahrung::N,საზრდო,gıda
493,Nahrung::N,საზრდო,besin
494,Nahrung::N,საკვები,gıda
495,Nahrung::N,საკვები,besin
496,Speise::N,საჭმელი,yemek
497,Fleisch::N,ხორცი,et
498,Getreide::N,მარცვლოვანი,tahıl
499,Getreide::N,მარცვლოვანი,hububat
500,Brei::N,ფაფა,ezme
501,Brot::N,პური,ekmek
502,Scheibe::N,ნაჭერი,dilim
503,Fett::N,ქონი,yağ
504,Fett::N,ცხიმი,yağ
505,Butter::N,კარაქი,tereyağı
506,Öl::N,ზეთი,yağ
507,Öl::N,ზეთი,akar yağ
508,Salz::N,მარილი,tuz
509,Suppe::N,სუფი,çorba
510,Honig::N,თაფლი,bal
511,Milch::N,რძე,süt
512,Tee::N,ჩაი,çay
513,Leder::N,ტყავი,deri
514,Leder::N,ტყავი,meşin
515,Wolle::N,მატყლი,yün
516,Stoff::N,ქსოვილი,kumaş
517,Nadel::N,ნემსი,iğne
518,Faden::N,ძაფი,tire
519,Faden::N,ძაფი,iplik
520,Faden::N,მკედი,tire
521,Faden::N,მკედი,iplik
522,Knopf::N,ღილი,düğme
523,Knoten::N,ნასკვი,düğüm
524,Farbe::N,საღებავი,boya
525,Kleidung::N,ტანსაცმელი,giyim
526,Hemd::N,ხალათი,gömlek
527,Hemd::N,პერანგი,gömlek
528,Kragen::N,საყელო,yaka
529,Ärmel::N,სახელო,yen
530,Ärmel::N,სახელო,elbise kolu
531,Hose::N,შარვალი,pantolon
532,Gürtel::N,ქამარი,kuşak
533,Mütze::N,ქუდი,bere
534,Mütze::N,ქუდი,kasket
535,Schuh::N,ფეხსაცმელი,kundura
536,Schuh::N,ფეხსაცმელი,ayakkabı
537,Stiefel::N,ჩექმა,çizme
538,Ring::N,ბეჭედი,yüzük
539,Band::N,ბაფთი,bağ
540,Band::N,ბაფთი,şerit
541,Kamm::N,სავარცხელი,tarak
542,Spiegel::N,სარკე,ayna
543,Riemen::N,ღვედი,kayış
544,Schnur::N,ლარი,ip
545,Schnur::N,ლარი,sicim
546,Leine::N,ჯაჭვი,kayış
547,Decke::N,საბანი,örtü
548,Decke::N,საბანი,yorgan
549,Kissen::N,ბალიში,yastık
550,Tuch::N,მაუდი,bez
551,Tuch::N,თავშალი,bez
552,Handtuch::N,ხელსახოცი,havlu
553,Kraft::N,ძალა,güç
554,Kraft::N,ძალა,kuvvet
555,Stärke::N,ღონე,kuvvet
556,Gesundheit::N,ჯანმრთელობა,sağlık
557,Krankheit::N,სენი,hastalık
558,Krankheit::N,ავადმყოფობა,hastalık
559,Schmerz::N,ტკივილი,ağrı
560,Schmerz::N,ტკივილი,sancı
561,Wunde::N,იარი,yara
562,Wunde::N,ჭრილობა,yara
563,Fieber::N,ციება,ateş
564,Arznei::N,წამალი,ilâç
565,Brücke::N,ხიდი,köprü
566,Brunnen::N,ჭა,kuyu
567,Brunnen::N,ჭა,çeşme
568,Weide::N,საძოვარი,otlak
569,Pfad::N,ბილიკი,patika
570,Pfad::N,ბილიკი,keçiyolu
571,Weg::N,გზა,yol
572,Straße::N,შარაგზა,yol
573,Straße::N,შარაგზა,cadde
574,Dorf::N,დაბა,köy
575,Dorf::N,სოფელი,köy
576,Stadt::N,ქალაქი,kent
577,Stadt::N,ქალაქი,şehir
578,Brief::N,წერილი,mektup
579,Buch::N,წიგნი,kitap
580,Buchstabe::N,ასო,harf
581,Zeitung::N,გაზეთი,gazete
582,Leben::N,სიცოცხლე,hayat
583,Tod::N,სიკვდილი,ölüm
584,Grab::N,სამარე,kabir
585,Grab::N,საფლავი,kabir
586,Kirche::N,ეკლესია,kilise
587,Sünde::N,ცოდვა,günah
588,Gott::N,ღმერთი,tanrı
589,Arbeiter::N,მუშა,işçi
590,Chef::N,გამგე,şef
591,Chef::N,გამგე,müdür
592,Meister::N,ოსტატი,usta
593,Arzt::N,ექიმი,hekim
594,Arzt::N,ექიმი,doktor
595,Arzt::N,მკურნალი,hekim
596,Arzt::N,მკურნალი,doktor
597,Lehrer::N,მასწავლებელი,hoca
598,Lehrer::N,მასწავლებელი,öğretmen
599,Geld::N,ფული,para
600,Geschäft::N,საქმე,ticaret
601,Geschäft::N,ბიზნესი,ticaret
602,Laden::N,დუქანი,dükkân
603,Laden::N,მაღაზია,dükkân
604,Preis::N,ფასი,fiyat
605,Ware::N,საქონელი,mal
606,Nutzen::N,ხეირი,fayda
607,Reichtum::N,სიმდიდრე,servet
608,Reichtum::N,სიმდიდრე,zenginlik
609,Welt::N,მსოფლიო,dünya
610,Land::N,მხარე,ülke
611,Land::N,ქვეყანა,ülke
612,Staat::N,სახელმწიფო,devlet
613,König::N,მეფე,kral
614,Macht::N,ძლიერება,kudret
615,Macht::N,ძლიერება,iktidar
616,Grenze::N,ზღვარი,had
617,Grenze::N,ზღვარი,sınır
618,Krieg::N,ომი,savaş
619,Feind::N,მტერი,düşman
620,Gewalt::N,სისასტიკე,zor
621,Gewalt::N,სისასტიკე,cebir
622,Kampf::N,ბრძოლა,savaş
623,Bogen[Waffe]::N,მშვილდი,yay
624,Pfeil::N,ისარი,ok
625,Pfeil::N,მახვილი,ok
626,Gewehr::N,თოფი,tüfek
627,Gewehr::N,შაშხანა,tüfek
628,Fehler::N,შეცდომა,hata
629,Fehler::N,შეცდომა,yanlış
630,Lüge::N,სიცრუე,yalan
631,Schaden::N,ვნება,zarar
632,Unglück::N,ხიფათი,felâket
633,Unglück::N,ხიფათი,talihsizlik
634,Unglück::N,უბედურება,felâket
635,Unglück::N,უბედურება,talihsizlik
636,Schuld::N,ბრალი,suç
637,Schuld::N,ბრალი,kabahat
638,Alter::N,ასაკი,yaş
639,Schluss::N,ბოლო,son
640,Schluss::N,დასასრული,son
641,Zeit::N,დრო,zaman
642,Tag::N,დღე,gün
643,Morgen::N,დილა,sabah
644,Mittag::N,შუადღე,öğle
645,Abend::N,საღამო,akşam
646,Nacht::N,ღამე,gece
647,Woche::N,კვირა,hafta
648,Monat::N,თვე,ay
649,Jahr::N,წელი,yıl
650,Jahr::N,წელი,sene
651,Frühling::N,გაზაფხული,ilkbahar
652,Sommer::N,ზაფხული,yaz
653,Herbst::N,შემოდგომა,güz
654,Herbst::N,შემოდგომა,sonbahar
655,Winter::N,ზამთარი,kış
656,Januar::N,იანვარი,ocak
657,Februar::N,თებერვალი,şubat
658,März::N,მარტი,mart
659,April::N,აპრილი,nisan
660,Mai::N,მაისი,mayıs
661,Juni::N,ივნისი,haziran
662,Juli::N,ივლისი,temmuz
663,August::N,აგვისტო,ağustos
664,September::N,სექტემბერი,eylül
665,Oktober::N,ოქტომბერი,ekim
666,November::N,ნოემბერი,kasım
667,Dezember::N,დეკემბერი,aralık
668,Montag::N,ორშაბათი,pazartesi
669,Dienstag::N,სამშაბათი,salı
670,Mittwoch::N,ოთხშაბათი,çarşamba
671,Donnerstag::N,ხუთშაბათი,perşembe
672,Freitag::N,პარასკევი,cuma
673,Samstag::N,შაბათი,cumartesi
674,Sonntag::N,კვირა,pazar
675,groß::A,დიდი,büyük
676,klein::A,მცირე,ufak
677,klein::A,მცირე,küçük
678,klein::A,პატარა,ufak
679,klein::A,პატარა,küçük
680,lang::A,გრძელი,uzun
681,kurz::A,მოკლე,kısa
682,breit::A,ფართო,enli
683,breit::A,ფართო,geniş
684,breit::A,განიერი,enli
685,breit::A,განიერი,geniş
686,schmal::A,ვიწრო,dar
687,schmal::A,წვრილი,dar
688,dicht::A,მჭიდრო,sık
689,dicht::A,მჭიდრო,yoğun
690,dick[Gegenstand]::A,სქელი,kalın
691,dick[Gegenstand]::A,სქელი,iri
692,dünn::A,წვრილი,ince
693,fein::A,თხელი,ince
694,fein::A,თხელი,narin
695,fest::A,მყარი,sabit
696,fest::A,მყარი,sağlam
697,flach::A,ბრტყელი,düz
698,flach::A,ბრტყელი,yassı
699,glatt::A,გლუ,düz
700,hart::A,მაგარი,katı
701,weich::A,რბილი,yumuşak
702,rund::A,მრგვალი,yuvarlak
703,spitz::A,წვეტიანი,sivri
704,scharf::A,მჭრელი,keskin
705,stumpf::A,ბლაგვი,kör
706,schwer::A,მძიმე,ağır
707,schön::A,ლამაზი,güzel
708,heiß::A,ცხელი,kızgın
709,warm::A,თბილი,sıcak
710,kalt::A,ცივი,soğuk
711,kühl::A,გრილი,serin
712,frisch::A,სუფთა,taze
713,feucht::A,ნოტიო,nemli
714,feucht::A,ნოტიო,rutubetli
715,nass::A,სველი,yaş
716,nass::A,სველი,ıslak
717,trocken::A,მშრალი,kuru
718,voll::A,სავსე,dolu
719,voll::A,სავსე,dolmuş
720,leer::A,ცარიელი,boş
721,offen::A,ღია,açık
722,offen::A,გაშლილი,açık
723,geschlossen::A,დახურული,kapalı
724,sauber::A,სუფთა,pak
725,sauber::A,სუფთა,temiz
726,sauber::A,წმინდა,pak
727,sauber::A,წმინდა,temiz
728,schmutzig::A,ტალახიანი,pis
729,schmutzig::A,ტალახიანი,kirli
730,roh::A,უმი,çiğ
731,reif::A,მწიფე,olgun
732,lecker::A,გემრიელი,lezzetli
733,süß::A,ტკბილი,tatlı
734,süß::A,ტკბილი,şekerli
735,bitter::A,მწარე,acı
736,sauer::A,მჟავე,ekşi
