,Concept_ID,vep,fi
66,Träne::N,kündal',kyynel
67,Geschmack::N,magu,maku
68,Geruch::N,haju,haju
69,Schlaf::N,uni,uni
70,Traum::N,unikuva,uni
71,Himmel::N,taivaz,taivas
72,Sonne::N,päiväine,aurinko
73,Mond::N,kudmaine,kuu
74,Stern::N,tähtaz,tähti
75,Luft::N,il'm,ilma
76,Wind::N,döl,tuuli
77,Wind::N,tullei,tuuli
78,Welle::N,ald,aalto
79,Welle::N,laineh,aalto
80,Wasser::N,vezi,vesi
81,Stein::N,kivi,kivi
82,Boden::N,ma,maa
83,Boden::N,ma,maaperä
84,Boden::N,pohj,maa
85,Boden::N,pohj,maaperä
86,Erde::N,ma,maa
87,Staub::N,pölü,pöly
88,Rauch::N,savu,savu
89,Funke::N,kibin,kipinä
90,Feuer::N,lämoi,tuli
91,Licht::N,vauktuz,valo
92,Schatten::N,pil'vez,varjo
93,Schatten::N,kuvahaine,varjo
94,Wetter::N,sä,sää
95,Nebel::N,sumeg,sumu
96,Wolke::N,pil'v,pilvi
97,Regen::N,vihm,sade
98,Schnee::N,lumi,lumi
99,Eis::N,jä,jää
100,Frost::N,hala,halla
101,Frost::N,hala,pakkanen
102,Frost::N,pakaine,halla
103,Frost::N,pakaine,pakkanen
104,Kälte::N,vilu,vilu
105,Kälte::N,vilu,kylmyys
106,Hitze::N,räk,helle
107,Hitze::N,räk,kuumuus
108,Raureif::N,hüde,huurre
109,Regenbogen::N,jumalanbembel',sateenkaari
110,Donner::N,juru,jyrinä
111,Donner::N,jumalanjuru,jyrinä
112,Strömung::N,joksmuz,virtaus
113,Tropfen::N,tilkuine,tippa
114,Tropfen::N,tilkuine,pisara
115,Schaum::N,vaht,vaahto
116,Schmutz::N,redu,loka
117,Schmutz::N,pačak,loka
118,See::N,järv,järvi
119,Sumpf::N,so,suo
120,Moor::N,so,räme
121,Wiese::N,nit,niitty
122,Wald::N,mec,metsä
123,Hügel::N,kukaz,mäki
124,Hügel::N,kukaz,kumpu
125,Hügel::N,kukaz,kukkula
126,Anhöhe::N,kukaz,mäki
127,Anhöhe::N,kukaz,kumpare
128,Berg::N,mägi,mäki
129,Berg::N,mägi,vuori
130,Gipfel::N,ladv,laki
131,Gipfel::N,ladv,huippu
132,Höhle::N,mägionduz,luola
133,Abhang::N,paute,rinne
134,Quelle::N,lähte,lähde
135,Bach::N,oja,puro
136,Fluss::N,jogi,joki
137,Ufer::N,rand,ranta
138,Küste::N,randišt,rannikko
139,Festland::N,kuivma,manner
140,Meer::N,meri,meri
141,Bucht::N,laht,lahti
142,Insel::N,sar',saari
143,Blume::N,änik,kukka
144,Gras::N,hein,ruoho
145,Wurzel::N,jur',juuri
146,Baum::N,pu,puu
147,Stamm::N,tüvi,runko
148,Rinde::N,kor',kuori
149,Rinde::N,kor',parkki
150,Ast::N,oks,oksa
151,Zweig::N,oks,haara
152,Zweig::N,barb,haara
153,Blatt::N,lehtez,lehti
154,Birke::N,koiv,koivu
155,Kiefer[Baum]::N,pedai,mänty
156,Kiefer[Baum]::N,pedai,petäjä
157,Weide[Baum]::N,raid,paju
158,Tanne::N,kuz',kuusi
159,Horn::N,sar'v,sarvi
160,Feder::N,höuneh,sulka
161,Feder::N,höuneh,höyhen
162,Fell::N,nahk,talja
163,Flügel::N,suug,siipi
164,Klaue::N,künz',kynsi
165,Kralle::N,künz',kynsi
166,Schwanz::N,händ,häntä
167,Schwanz::N,händ,pyrstö
168,Ei::N,muna,muna
169,Nest::N,peza,pesä
170,Bau::N,uru,pesä
171,Tier::N,živat,eläin
172,Herde::N,kogo,lauma
173,Kuh::N,lehm,lehmä
174,Bulle::N,härg,sonni
175,Pferd::N,hebo,hevonen
176,Schaf::N,lambaz,lammas
177,Schwein::N,siga,sika
178,Hund::N,koir,koira
179,Katze::N,kaži,kissa
180,Bär::N,kondi,karhu
181,Eichhörnchen::N,orav,orava
182,Elch::N,hirb',hirvi
183,Fuchs::N,reboi,kettu
184,Hase::N,jäniš,jänis
185,Maus::N,hir',hiiri
186,Wolf::N,händikaz,susi
187,Vogel::N,lind,lintu
188,Schwarm::N,parveh,parvi
189,Huhn::N,kana,kana
190,Hahn::N,kukoi,kukko
191,Gans::N,hanh',hanhi
192,Adler::N,orl,kotka
193,Ente::N,sorz,ankka
194,Eule::N,hir'pulo,pöllö
195,Kranich::N,kurg,kurki
196,Krähe::N,variš,varis
197,Kuckuck::N,kägi,käki
198,Schwan::N,joucen,joutsen
199,Fisch::N,kala,kala
200,Barsch::N,ahven,ahven
201,Hecht::N,haug',hauki
202,Schlange[Tier]::N,kü,käärme
203,Schlange[Tier]::N,mado,käärme
204,Wurm::N,mado,mato
205,Spinne::N,hämähouk,hämähäkki
206,Ameise::N,murahaine,muurahainen
207,Laus::N,täi,täi
208,Mücke::N,säs'k,sääski
209,Mücke::N,säs'k,hyttynen
210,Fliege::N,kärbhaine,kärpänen
211,Schmetterling::N,lipkaine,perhonen
212,Beere::N,marj,marja
213,Apfel::N,jablok,omena
214,Pilz::N,sen',sieni
215,Pilz::N,babuk,sieni
216,Zwiebel::N,lauk,sipuli
217,Saat::N,semned,siemenet
218,Korn::N,jüvä,jyvä
219,Korn::N,jüvä,vilja
220,Korn::N,vill',jyvä
221,Korn::N,vill',vilja
222,Heu::N,hein,heinä
223,Schale::N,kor',kuori
224,Grube::N,kop,kuoppa
225,Falle::N,rida,loukku
226,Schlinge::N,rihm,ansa
227,Spur::N,jäl'g,jälki
228,Asche::N,tuhk,tuhka
229,Dreck::N,redu,lika
230,Dreck::N,pačak,lika
231,Eisen::N,raud,rauta
232,Gold::N,kuld,kulta
233,Silber::N,hobed,hopea
234,Kohle::N,hil',hiili
235,Glas::N,stökol,lasi
236,Lehm::N,savi,savi
237,Sand::N,lete,hiekka
238,Mensch::N,mez',ihminen
239,Mensch::N,ristit,ihminen
240,Mann::N,mez',mies
241,Frau::N,naine,nainen
242,Kind::N,laps',lapsi
243,Junge::N,poig,poika
244,Junge::N,prihaine,poika
245,Mädchen::N,neičukaine,tyttö
246,Familie::N,kanz,perhe
247,Familie::N,pereh,perhe
248,Großvater::N,ded,isoisä
249,Großmutter::N,bab,isoäiti
250,Eltern::N,vanhembad,vanhemmat
251,Eltern::N,kazvatajad,vanhemmat
252,Vater::N,tat,isä
253,Mutter::N,mam,äiti
254,Sohn::N,poig,poika
255,Tochter::N,tütär,tytär
256,Bruder::N,veik,veli
257,Bruder::N,vell',veli
258,Schwester::N,čiža,sisko
259,Schwester::N,sizar,sisko
260,Onkel::N,däd',eno
261,Onkel::N,däd',setä
262,Tante::N,tädi,täti
263,Ehemann::N,mužik,mies
264,Ehemann::N,mužik,aviomies
265,Ehefrau::N,ak,vaimo
266,Ehefrau::N,ak,aviovaimo
267,Freude::N,ilo,ilo
268,Freude::N,ilo,riemu
269,Freude::N,ihastuz,ilo
270,Freude::N,ihastuz,riemu
271,Gelächter::N,nagr,nauru
272,Glück::N,oza,onni
273,Kummer::N,gor'a,suru
274,Kummer::N,gor'a,murhe
275,Wunsch::N,taht,toive
276,Wunsch::N,taht,toivomus
277,Lust::N,himo,himo
278,Geist::N,heng,henki
279,Gedanke::N,meletuz,aate
280,Gedanke::N,meletuz,ajatus
281,Gedächtnis::N,mušt,muisti
282,Verstand::N,mel',äly
283,Verstand::N,mel',järki
284,Verstand::N,mel',ymmärrys
285,Sinn::N,jüvä,merkitys
286,Grund::N,sü,syy
287,Grund::N,sü,peruste
288,Wahrheit::N,tozi,tosi
289,Wahrheit::N,tozi,totuus
290,Gespräch::N,lodu,puhelu
291,Gespräch::N,lodu,keskustelu
292,Gespräch::N,pagin,puhelu
293,Gespräch::N,pagin,keskustelu
294,Märchen::N,sarn,satu
295,Erzählung::N,sanutez,tarina
296,Erzählung::N,sanutez,kertomus
297,Nachricht::N,tedotuz,tieto
298,Nachricht::N,tedotuz,ilmoitus
299,Neuigkeit::N,uzištuz,uutinen
300,Name::N,nimi,nimi
301,Rätsel::N,ozoitez,arvoitus
302,Rede::N,pagin,puhe
303,Rede::N,sanad,puhe
304,Sprache::N,kel',kieli
305,Stimme::N,än',ääni
306,Wort::N,sana,sana
307,Zeichen::N,znam,merkki
308,Ruf::N,kida,kutsu
309,Ruf::N,kucund,kutsu
310,Lärm::N,judu,melu
311,Lärm::N,judu,hälinä
312,Laut::N,kulund,ääni
313,Ton::N,kulund,sävel
314,Lied::N,pajo,laulu
315,Ruhe::N,lebu,lepo
316,Ruhe::N,lebu,rauha
317,Leute::N,rahvaz,väki
318,Leute::N,rahvaz,ihmiset
319,Volk::N,rahvaz,kansa
320,Arbeit::N,tö,työ
321,Arbeit::N,rad,työ
322,Gast::N,adiv,vieras
323,Geschenk::N,lahj,lahja
324,Spiel::N,vänd,peli
325,Spiel::N,vänd,leikki
326,Gesellschaft::N,sebr,seura
327,Hilfe::N,abu,apu
328,Freund::N,sebranik,ystävä
329,Kamerad::N,sebranik,toveri
330,Angelegenheit::N,azj,asia
331,Anzahl::N,lugu,lukumäärä
332,Art::N,rod,laji
333,Art::N,rodsugu,laji
334,Stück::N,pala,pala
335,Stück::N,pala,kappale
336,Stück::N,supal,pala
337,Stück::N,supal,kappale
338,Teil::N,pala,osa
339,Hälfte::N,pol',puoli
340,Kreis::N,ümbruz,ympyrä
341,Kreis::N,kehkruz,ympyrä
342,Kreuz::N,rist,risti
343,Linie::N,pird,viiva
344,Strich::N,pird,piirto
345,Abstand::N,keskust,väli
346,Abstand::N,keskust,väljyys
347,Entfernung::N,matk,etäisyys
348,Gegend::N,taho,seutu
349,Platz::N,avaruz',tila
350,Ort::N,koht,kohta
351,Ort::N,koht,paikka
352,Seite::N,pol',sivu
353,Seite::N,pol',kylki
354,Seite::N,kül'g,sivu
355,Seite::N,kül'g,kylki
356,Mitte::N,kesk,keskus
357,Mitte::N,kesk,puoliväli
358,Gegenstand::N,kalu,kalu
359,Gegenstand::N,kalu,esine
360,Sache::N,azj,asia
361,Rand::N,röun,ääri
362,Rand::N,röun,syrjä
363,Kante::N,röun,särmä
364,Ecke::N,saum,nurkka
365,Spitze::N,agjaine,terä
366,Spitze::N,agjaine,kärki
367,Ende::N,agj,pää
368,Ende::N,agj,perä
369,Loch::N,reig,kolo
370,Loch::N,reig,reikä
371,Winkel::N,čoga,kulma
372,Winkel::N,saum,kulma
373,Muster::N,kirjam,kuvio
374,Größe::N,suruz',koko
375,Größe::N,suruz',suuruus
376,Länge::N,piduz,pituus
377,Höhe::N,korktuz',korkeus
378,Gewicht::N,jügu,paino
379,Gewicht::N,vedäduz,paino
380,Menge::N,äjüz',määrä
381,Haufen::N,kogo,kasa
382,Reihe::N,rivi,rivi
383,Boot::N,veneh,vene
384,Ruder::N,air,airo
385,Schlitten::N,regi,reki
386,Schlitten::N,regi,kelkka
387,Schlitten::N,regut,reki
388,Schlitten::N,regut,kelkka
389,Ski::N,suks',suksi
390,Lagerfeuer::N,nodj,nuotio
391,Lagerfeuer::N,pažag,nuotio
392,Last::N,jüguz,kuorma
393,Gang::N,astund,kulku
394,Gang::N,astund,käynti
395,Schritt::N,hašk,askel
396,Norden::N,pohjoine,pohjoinen
397,Süden::N,suvi,etelä
398,Westen::N,päivlaskm,länsi
399,Osten::N,päivnouzm,itä
400,Holz::N,pu,puu
401,Brett::N,laud,lauta
402,Platte::N,keitim,levy
403,Stütze::N,tugi,noja
404,Stange::N,arz',tanko
405,Stock::N,kalu,keppi
406,Stab::N,seibaz,sauva
407,Stab::N,seibaz,seiväs
408,Rohr::N,torv,putki
409,Haus::N,pert',talo
410,Heim::N,kodi,koti
411,Ofen::N,päč,uuni
412,Fußboden::N,lava,lattia
413,Tisch::N,laud,pöytä
414,Tisch::N,stal'c,pöytä
415,Stuhl::N,ištim,tuoli
416,Wiege::N,kätte,kehto
417,Bett::N,sija,sänky
418,Bett::N,magaduzsija,sänky
419,Regal::N,palič,hylly
420,Kiste::N,mülütim,arkku
421,Kiste::N,mülütim,kirstu
422,Kiste::N,mülütim,laatikko
423,Fenster::N,ikun,ikkuna
424,Tür::N,uks',ovi
425,Tor::N,verai,portti
426,Zaun::N,aid,aita
427,Dach::N,katuz,katto
428,Leiter::N,pordhad,tikkaat
429,Leiter::N,pordhad,tikapuut
430,Besen::N,lud,luuta
431,Besen::N,vast,luuta
432,Spaten::N,labid,lapio
433,Schaufel::N,labid,lapio
434,Gabel::N,hangoine,haarukka
435,Löffel::N,luzik,lusikka
436,Messer::N,veič,veitsi
437,Nagel::N,nagl,naula
438,Netz::N,verk,verkko
439,Haken::N,kouk,haka
440,Haken::N,kouk,koukku
441,Griff::N,kägä,ripa
442,Griff::N,kägä,kahva
443,Griff::N,varz',ripa
444,Griff::N,varz',kahva
445,Schloss::N,lukkol,lukko
446,Bild::N,kuva,kuva
447,Figur::N,figur,kuvio
448,Puppe::N,tätüine,nukke
449,Beutel::N,havad,pussi
450,Bündel::N,toppaz,nippu
451,Bündel::N,toppaz,kimppu
452,Bündel::N,käč,nippu
453,Bündel::N,käč,kimppu
454,Tasche::N,sumk,laukku
455,Eimer::N,vädr,sanko
456,Eimer::N,vädr,ämpäri
457,Deckel::N,katuz,kansi
458,Geschirr::N,astii,astia
459,Sack::N,havad,säkki
460,Tasse::N,čašk,kuppi
461,Topf::N,pada,pata
462,Kessel::N,katil,kattila
463,Essen::N,sönd,syönti
464,Nahrung::N,söm,ruoka
465,Nahrung::N,söm,ravinto
466,Speise::N,sömine,ruoka
467,Fleisch::N,liha,liha
468,Getreide::N,vill',vilja
469,Brei::N,pudr,puuro
470,Brot::N,leib,leipä
471,Scheibe::N,bibaleh,viipale
472,Scheibe::N,šlik,viipale
473,Fett::N,razv,rasva
474,Butter::N,voi,voi
475,Öl::N,voi,öljy
476,Salz::N,sol,suola
477,Suppe::N,lem',keitto
478,Suppe::N,keitoz,keitto
479,Honig::N,mezi,hunaja
480,Milch::N,maid,maito
481,Tee::N,čai,tee
482,Leder::N,nahk,nahka
483,Wolle::N,vill,villa
484,Stoff::N,kangaz,kangas
485,Nadel::N,negl,neula
486,Faden::N,nit',lanka
487,Knopf::N,nübl',nappi
488,Knoten::N,sol'm,solmu
489,Farbe::N,muju,maali
490,Kleidung::N,sobad,vaatteet
491,Hemd::N,paid,paita
492,Kragen::N,kagluz,kaulus
493,Ärmel::N,hijam,hiha
494,Hose::N,štanad,housut
495,Gürtel::N,vö,vyö
496,Mütze::N,šapuk,lakki
497,Schuh::N,keng',kenkä
498,Stiefel::N,sapug,saapas
499,Ring::N,rengaz,sormus
500,Band::N,lentaine,nauha
501,Kamm::N,suga,kampa
502,Spiegel::N,zerkol,peili
503,Riemen::N,vö,hihna
504,Schnur::N,nor,naru
505,Schnur::N,nor,nuora
506,Leine::N,talutimnor,talutushihna
507,Decke::N,sijakatuz,peite
508,Kissen::N,pöluz,tyyny
509,Kissen::N,pöluz,pielus
510,Tuch::N,paik,huivi
511,Handtuch::N,käzipaik,pyyheliina
512,Kraft::N,vägi,väki
513,Kraft::N,vägi,voima
514,Stärke::N,vahvuz',vahvuus
515,Gesundheit::N,tervhuz,terveys
516,Krankheit::N,läžund,tauti
517,Krankheit::N,läžund,sairaus
518,Schmerz::N,kibu,kipu
519,Schmerz::N,kibu,särky
520,Wunde::N,čapatez,haava
521,Fieber::N,säru,kuume
522,Arznei::N,zel'l',lääke
523,Brücke::N,sild,silta
524,Brunnen::N,kaiv,kaivo
525,Weide::N,omaluine,laidun
526,Pfad::N,tehut,polku
527,Weg::N,te,tie
528,Straße::N,te,katu
529,Dorf::N,külä,kylä
530,Stadt::N,lidn,kaupunki
531,Brief::N,kirjeine,kirje
532,Buch::N,kirj,kirja
533,Buchstabe::N,kirjam,kirjain
534,Zeitung::N,lehtez,lehti
535,Zeitung::N,lehtez,sanomalehti
536,Leben::N,elo,elo
537,Leben::N,elo,elämä
538,Tod::N,surm,kuolema
539,Grab::N,kaum,hauta
540,Kirche::N,jumalanpert',kirkko
541,Sünde::N,grähk,synti
542,Gott::N,jumal,jumala
543,Arbeiter::N,radnik,työläinen
544,Chef::N,pämez',päällikkö
545,Meister::N,mastar,mestari
546,Arzt::N,lekar',lääkäri
547,Lehrer::N,opendai,opettaja
548,Geld::N,rahad,raha
549,Geschäft::N,biznes,liike
550,Laden::N,lauk,puoti
551,Laden::N,lauk,kauppa
552,Preis::N,arv,hinta
553,Ware::N,tavar,tavara
554,Nutzen::N,liža,hyöty
555,Reichtum::N,kodielo,rikkaus
556,Reichtum::N,kal'huz',rikkaus
557,Welt::N,mail'm,maailma
558,Land::N,ma,maa
559,Staat::N,valdkund,valtio
560,König::N,kunigaz,kuningas
561,Macht::N,vald,mahti
562,Grenze::N,röun,raja
563,Krieg::N,soda,sota
564,Feind::N,vihanik,vihollinen
565,Feind::N,vastustai,vihollinen
566,Gewalt::N,vägivald,väkivalta
567,Kampf::N,tora,taistelu
568,Bogen[Waffe]::N,taug,jousi
569,Pfeil::N,nol,nuoli
570,Gewehr::N,oružj,kivääri
571,Fehler::N,viga,vika
572,Fehler::N,viga,virhe
573,Lüge::N,kelastuz,valhe
574,Schaden::N,pahuz',vaurio
575,Schaden::N,pahuz',vahinko
576,Unglück::N,bed,vahinko
577,Unglück::N,bed,onnettomuus
578,Unglück::N,gor'a,vahinko
579,Unglück::N,gor'a,onnettomuus
580,Schuld::N,värhuz',syy
581,Alter::N,igä,ikä
582,Schluss::N,lop,loppu
583,Zeit::N,aig,aika
584,Tag::N,päiv,päivä
585,Morgen::N,homendez,aamu
586,Morgen::N,homendez,huomen
587,Mittag::N,keskpäiv,keskipäivä
588,Abend::N,eht,ilta
589,Nacht::N,ö,yö
590,Woche::N,nedal',viikko
591,Monat::N,ku,kuukausi
592,Jahr::N,voz',vuosi
593,Frühling::N,keväz',kevät
594,Sommer::N,keza,kesä
595,Herbst::N,sügüz',syksy
596,Winter::N,tal'v,talvi
597,Januar::N,viluku,tammikuu
598,Februar::N,uhoku,helmikuu
599,März::N,keväz'ku,maaliskuu
600,April::N,sulaku,huhtikuu
601,Mai::N,semendku,toukokuu
602,Juni::N,kezaku,kesäkuu
603,Juli::N,heinku,heinäkuu
604,August::N,eloku,elokuu
605,September::N,sügüz'ku,syyskuu
606,Oktober::N,reduku,lokakuu
607,November::N,kül'mku,marraskuu
608,Dezember::N,tal'vku,joulukuu
609,Montag::N,ezmärg,maanantai
610,Dienstag::N,tožnarg,tiistai
611,Mittwoch::N,koumanz'päiv,keskiviikko
612,Donnerstag::N,nellänz'päiv,torstai
613,Freitag::N,pätnič,perjantai
614,Freitag::N,videnz'päiv,perjantai
615,Samstag::N,sobat,lauantai
616,Sonntag::N,pühäpäiv,sunnuntai
617,groß::A,sur',iso
618,groß::A,sur',suuri
619,groß::A,järed,iso
620,groß::A,järed,suuri
621,klein::A,pen',pieni
622,klein::A,pičuine,pieni
623,lang::A,pit'k,pitkä
624,kurz::A,lühüd,lyhyt
625,breit::A,leved,leveä
626,schmal::A,kaid,kapea
627,dicht::A,tihed,taaja
628,dick[Gegenstand]::A,paks,paksu
629,dünn::A,hoik,ohut
630,fein::A,hen,hieno
631,fest::A,luja,luja
632,fest::A,ninev,luja
633,flach::A,lapak,litteä
634,flach::A,lapak,tasainen
635,glatt::A,siled,sileä
636,glatt::A,siled,siloinen
637,hart::A,kova,kova
638,weich::A,pehmed,pehmeä
639,rund::A,kehker,pyöreä
640,spitz::A,nügu,terävä
641,spitz::A,terav,terävä
642,scharf::A,terav,terävä
643,stumpf::A,tül'c,tylsä
644,schwer::A,jüged,raskas
645,schwer::A,jüged,painava
646,schön::A,čoma,kaunis
647,heiß::A,räk,kuuma
648,warm::A,läm',lämmin
649,kalt::A,vilu,kylmä
650,kalt::A,vilu,viluinen
651,kühl::A,raibak,viileä
652,kühl::A,viluhk,viileä
653,frisch::A,lahed,tuore
654,feucht::A,neps,kostea
655,feucht::A,toreh,kostea
656,nass::A,märg,märkä
657,trocken::A,kuiv,kuiva
658,voll::A,täuz',täysi
659,leer::A,joudai,tyhjä
660,offen::A,avoin,avonainen
661,offen::A,avol'jaine,avonainen
662,geschlossen::A,saubaline,suljettu
663,sauber::A,puhtaz,puhdas
664,schmutzig::A,redukaz,likainen
665,roh::A,rohk,raaka
666,roh::A,toreh,raaka
667,reif::A,küps,kypsä
668,lecker::A,magukaz,herkullinen
669,süß::A,maged,makea
670,bitter::A,karged,karvas
671,bitter::A,karged,kitkerä
672,sauer::A,muiged,hapan
673,hell::A,kirkas,kirkas
674,hell::A,kirkas,valoisa
675,hell::A,valgei,kirkas
676,hell::A,valgei,valoisa
677,dunkel::A,pimed,pimeä
678,schwarz::A,must,musta
679,weiß::A,vauged,valkea
680,rot::A,rusked,punainen
681,gelb::A,pakuine,keltainen
682,blau::A,sinine,sininen
683,grün::A,vihand,vihreä
684,grau::A,hahk,harmaa
685,bunt::A,kirjav,kirjava
686,billig::A,odav,halpa
687,billig::A,odav,huokea
688,teuer::A,kalliž,kallis
689,wertvoll::A,arvokas,arvokas
690,blind::A,soged,sokea
691,taub::A,kurdiž,kuuro
692,kräftig::A,vägev,väkevä
693,kräftig::A,vägev,voimakas
694,stark::A,vahv,vahva
695,stark::A,vägekaz,vahva
696,schwach::A,väll',heikko
697,fett::A,razvakaz,lihava
698,schlank::A,kapos,hoikka
699,schlank::A,kapos,solakka
700,hübsch::A,čoma,soma
701,hübsch::A,čoma,sievä
702,böse::A,äred,paha
703,böse::A,äred,häijy
704,böse::A,käred,paha
705,böse::A,käred,häijy
706,dumm::A,el'getoi,tyhmä
707,dumm::A,el'getoi,typerä
708,faul::A,lašk,laiska
709,fleißig::A,radonnavedii,ahkera
710,geizig::A,ažlak,saita
711,klug::A,melev,älykäs
712,klug::A,melekaz,älykäs
713,geschickt::A,mahtokaz,taitava
714,lieb::A,izo,rakas
715,lieb::A,sula,rakas
716,lustig::A,ilokaz,hauska
717,lustig::A,ilokaz,iloinen
718,sanft::A,laskav,lauha
719,sanft::A,laskav,lempeä
720,hungrig::A,näl'ghine,nälkäinen
721,krank::A,läžui,sairas
722,nackt::A,alastoi,alaston
723,traurig::A,opalahine,surullinen
724,traurig::A,opalahine,murheellinen
725,lebendig::A,eläb,elävä
726,gut::A,hüvä,hyvä
727,schlecht::A,huba,paha
728,schlecht::A,huba,huono
729,richtig::A,oiged,oikea
730,schlimm::A,paha,paha
731,wahr::A,todesine,tosi
732,alt::A,vanh,vanha
733,neu::A,uz',uusi
734,ehemalig::A,edeline,entinen
735,ehemalig::A,edeline,muinainen
736,alt[Lebewesen]::A,ravaz,vanha
737,jung::A,nor',nuori
738,arm::A,gol'l',köyhä
739,reich::A,elokaz,rikas
740,bekannt::A,tutab,tuttu
741,bekannt::A,tutab,tunnettu
742,berühmt::A,tetab,kuuluisa
743,fremd::A,veraz,vieras
744,verschieden::A,erazvuitte,eri
745,verschieden::A,erazvuitte,erilainen
746,nah::A,läheline,läheinen
747,fern::A,edahaine,etäinen
748,linker::A,hura,vasen
749,rechter::A,oiged,oikea
750,anderer::A,toine,muu
751,anderer::A,toine,toinen
752,erster::A,ezmäine,ensimmäinen
753,zweiter::A,toine,toinen
754,dritter::A,koumanz',kolmas
755,letzter::A,jäl'gmäine,viimeinen
756,allein::ADV,üksnäze,yksin
757,auf einmal::ADV,ühten aigan,yhdellä kertaa
758,zusammen::ADV,ühtes,yhdessä
759,lange::ADV,hätken,kauan
760,lange::ADV,hätken,pitkään
761,plötzlich::ADV,äkkid,äkkiä
762,sofort::ADV,kerdalaz,heti
763,später::ADV,möhemba,myöhemmin
764,jetzt::ADV,nügüd',nyt
765,heute::ADV,tämbei,tänään
766,morgen::ADV,homen,huomenna
767,bald::ADV,pigai,pian
768,dann::ADV,sid',sitten
769,gestern::ADV,eglai,eilen
770,einst::ADV,ende,aikanaan
771,einst::ADV,kerdan,aikanaan
772,damals::ADV,siloi,silloin
773,damals::ADV,siloi,siihen aikaan
774,danach::ADV,sid',sen jälkeen
775,vorher::ADV,ende,ennen
776,zuerst::ADV,ezmäi,ensin
777,zuerst::ADV,ezmäi,ensiksi
778,einmal::ADV,kerdan,kerran
779,manchmal::ADV,erašti,joskus
780,oft::ADV,paksus,usein
781,immer::ADV,kaiken,aina
782,niemals::ADV,ei nikonz,ei koskaan
783,hier::ADV,täs,tässä
784,hier::ADV,täs,täällä
785,hier::ADV,tägä,tässä
786,hier::ADV,tägä,täällä
787,hierhin::ADV,tänna,tähän
788,von hier::ADV,täspäi,tästä
789,von hier::ADV,täspäi,täältä
790,von hier::ADV,sid'päi,tästä
791,von hier::ADV,sid'päi,täältä
792,dort::ADV,sigä,siinä
793,dort::ADV,sigä,siellä
794,dorthin::ADV,sinna,sinne
795,dorthin::ADV,sinna,tuonne
796,dorthin::ADV,nakkale,sinne
797,dorthin::ADV,nakkale,tuonne
798,geradeaus::ADV,kohtha,suoraan
799,vorwärts::ADV,edehe,eteenpäin
800,rückwärts::ADV,sel'gin,taaksepäin
801,zurück::ADV,tagaze,takaisin
802,unten::ADV,alahan,alhaalla
803,hinab::ADV,alaz,alas
804,hinab::ADV,alahaks,alas
805,oben::ADV,ülähän,ylhäällä
806,hinauf::ADV,ülez,ylös
807,hinauf::ADV,ülähäks,ylös
808,überall::ADV,kaikjal,kaikkialla
809,nicht::ADV,ei,ei
810,ein wenig::ADV,vähän,vähän
811,kaum::ADV,habi,tuskin
812,sehr::ADV,lujas,kovin
813,sehr::ADV,lujas,oikein
814,so::ADV,muga,näin
815,so::ADV,ninga,näin
816,noch::ADV,völ,vielä
