,Concept_ID,pt,nl
62,Träne::N,lágrima,traan
63,Geschmack::N,gosto,smaak
64,Geruch::N,odor,geur
65,Geruch::N,cheiro,geur
66,Schlaf::N,sono,slaap
67,Traum::N,sonho,droom
68,Himmel::N,céu,hemel
69,Sonne::N,sol,zon
70,Mond::N,lua,maan
71,Stern::N,estrela,ster
72,Luft::N,ar,lucht
73,Wind::N,vento,wind
74,Welle::N,onda,golf
75,Wasser::N,água,water
76,Stein::N,pedra,steen
77,Boden::N,solo,grond
78,Erde::N,terra,aarde
79,Staub::N,pó,stof
80,Rauch::N,fumo,rook
81,Funke::N,faísca,vonk
82,Funke::N,centelha,vonk
83,Feuer::N,fogo,vuur
84,Licht::N,luz,licht
85,Schatten::N,sombra,schaduw
86,Wetter::N,tempo,weer
87,Nebel::N,nevoeiro,mist
88,Nebel::N,nevoeiro,nevel
89,Wolke::N,nuvem,wolk
90,Regen::N,chuva,regen
91,Schnee::N,neve,sneeuw
92,Eis::N,gelo,ijs
93,Frost::N,gelo,vorst
94,Frost::N,geada,vorst
95,Kälte::N,frio,kou
96,Kälte::N,frio,koude
97,Hitze::N,ardor,hitte
98,Raureif::N,geada,rijp
99,Regenbogen::N,arco-iris,regenboog
100,Donner::N,trovão,donder
101,Strömung::N,corrente,stroming
102,Tropfen::N,gota,druppel
103,Schaum::N,espuma,schuim
104,Schmutz::N,sujidade,vuil
105,Schmutz::N,imundície,vuil
106,See::N,lago,meer
107,Sumpf::N,charco,moeras
108,Sumpf::N,pântano,moeras
109,Moor::N,pântano,veen
110,Wiese::N,prado,wei
111,Wiese::N,prado,weide
112,Wald::N,bosque,bos
113,Wald::N,floresta,bos
114,Hügel::N,colina,heuvel
115,Anhöhe::N,alto,hoogte
116,Anhöhe::N,outeiro,hoogte
117,Berg::N,monte,berg
118,Berg::N,montanha,berg
119,Gipfel::N,pico,top
120,Höhle::N,caverna,hol
121,Abhang::N,encosta,helling
122,Quelle::N,fonte,bron
123,Bach::N,regato,beek
124,Bach::N,ribeiro,beek
125,Fluss::N,rio,stroom
126,Ufer::N,beira,wal
127,Ufer::N,beira,oever
128,Küste::N,costa,kust
129,Festland::N,terra firme,vasteland
130,Meer::N,mar,zee
131,Bucht::N,baía,baai
132,Bucht::N,baía,inham
133,Insel::N,ilha,eiland
134,Blume::N,flor,bloem
135,Gras::N,erva,gras
136,Wurzel::N,raiz,wortel
137,Baum::N,árvore,boom
138,Stamm::N,tronco,stam
139,Rinde::N,casca,schors
140,Ast::N,ramo,tak
141,Zweig::N,galho,twijg
142,Blatt::N,folha,blad
143,Birke::N,bétula,berk
144,Kiefer[Baum]::N,pinheiro,den
145,Weide[Baum]::N,salgueiro,wilg
146,Tanne::N,abeto,spar
147,Horn::N,corno,hoorn
148,Horn::N,chifre,hoorn
149,Feder::N,pena,veer
150,Feder::N,pena,pluim
151,Fell::N,pele,vel
152,Flügel::N,asa,vleugel
153,Klaue::N,pata,klauw
154,Kralle::N,unha,klauw
155,Kralle::N,garra,klauw
156,Schwanz::N,rabo,staart
157,Schwanz::N,cauda,staart
158,Ei::N,ovo,ei
159,Nest::N,ninho,nest
160,Bau::N,toca,hol
161,Bau::N,covil,hol
162,Tier::N,animal,dier
163,Herde::N,rebanho,kudde
164,Kuh::N,vaca,koe
165,Bulle::N,touro,stier
166,Pferd::N,cavalo,paard
167,Schaf::N,ovelha,schaap
168,Schwein::N,porco,varken
169,Hund::N,cão,hond
170,Katze::N,gata,kat
171,Bär::N,urso,beer
172,Eichhörnchen::N,esquilo,eekhoorntje
173,Elch::N,alce,eland
174,Fuchs::N,raposa,vos
175,Hase::N,lebre,haas
176,Maus::N,rato,muis
177,Wolf::N,lobo,wolf
178,Vogel::N,ave,vogel
179,Vogel::N,pássaro,vogel
180,Schwarm::N,bando,zwerm
181,Schwarm::N,enxame,zwerm
182,Huhn::N,galinha,kip
183,Huhn::N,galinha,hoen
184,Hahn::N,galo,haan
185,Gans::N,ganso,gans
186,Adler::N,águia,arend
187,Ente::N,pata,eend
188,Eule::N,mocho,uil
189,Eule::N,coruja,uil
190,Kranich::N,grou,kraanvogel
191,Krähe::N,gralha,kraai
192,Kuckuck::N,cuco,koekoek
193,Schwan::N,cisne,zwaan
194,Fisch::N,peixe,vis
195,Barsch::N,perca,baars
196,Hecht::N,lúcio,snoek
197,Schlange[Tier]::N,serpente,slang
198,Wurm::N,verme,worm
199,Spinne::N,aranha,spin
200,Ameise::N,formiga,mier
201,Laus::N,piolho,luis
202,Mücke::N,mosquito,mug
203,Fliege::N,mosca,vlieg
204,Schmetterling::N,borboleta,vlinder
205,Beere::N,bago,bes
206,Apfel::N,maçã,appel
207,Pilz::N,fungo,paddestoel
208,Pilz::N,cogumelo,paddestoel
209,Zwiebel::N,cebola,ui
210,Saat::N,sementeira,zaad
211,Korn::N,grão,graan
212,Korn::N,grão,korrel
213,Heu::N,feno,hooi
214,Schale::N,casca,schil
215,Grube::N,cova,kuil
216,Grube::N,fossa,kuil
217,Falle::N,armadilha,val
218,Schlinge::N,laço,strop
219,Spur::N,pista,spoor
220,Spur::N,vestígio,spoor
221,Asche::N,cinza,as
222,Dreck::N,sujidade,drek
223,Eisen::N,ferro,ijzer
224,Gold::N,ouro,goud
225,Silber::N,prata,zilver
226,Kohle::N,carvão,kool
227,Glas::N,vidro,glas
228,Lehm::N,barro,klei
229,Lehm::N,argila,klei
230,Sand::N,areia,zand
231,Mensch::N,homem,mens
232,Mensch::N,pessoa,mens
233,Mann::N,homem,man
234,Frau::N,mulher,vrouw
235,Kind::N,filho,kind
236,Kind::N,criança,kind
237,Junge::N,rapaz,jongen
238,Junge::N,menino,jongen
239,Mädchen::N,menina,meisje
240,Mädchen::N,rapariga,meisje
241,Familie::N,família,gezin
242,Familie::N,família,familie
243,Großvater::N,avô,grootvader
244,Großmutter::N,avó,grootmoeder
245,Eltern::N,pais,ouders
246,Vater::N,pai,vader
247,Mutter::N,mãe,moeder
248,Sohn::N,filho,zoon
249,Tochter::N,filha,dochter
250,Bruder::N,irmão,broer
251,Bruder::N,irmão,broeder
252,Schwester::N,irmã,zus
253,Schwester::N,irmã,zuster
254,Onkel::N,tio,oom
255,Tante::N,tia,tante
256,Ehemann::N,esposo,echtgenoot
257,Ehefrau::N,esposa,echtgenote
258,Freude::N,prazer,vreugde
259,Freude::N,alegria,vreugde
260,Gelächter::N,risada,gelach
261,Gelächter::N,gargalhada,gelach
262,Glück::N,felicidade,geluk
263,Kummer::N,aflição,verdriet
264,Kummer::N,desgosto,verdriet
265,Wunsch::N,desejo,wens
266,Wunsch::N,desejo,verlangen
267,Lust::N,vontade,zin
268,Lust::N,vontade,lust
269,Geist::N,mente,geest
270,Geist::N,espírito,geest
271,Gedanke::N,ideia,gedachte
272,Gedanke::N,pensamento,gedachte
273,Gedächtnis::N,memória,geheugen
274,Verstand::N,razão,verstand
275,Verstand::N,inteligência,verstand
276,Sinn::N,sentido,betekenis
277,Sinn::N,significado,betekenis
278,Grund::N,causa,reden
279,Grund::N,motivo,reden
280,Wahrheit::N,verdade,waarheid
281,Gespräch::N,conversa,gesprek
282,Gespräch::N,conversação,gesprek
283,Märchen::N,conto,sprookje
284,Erzählung::N,conto,verhaal
285,Erzählung::N,narrativa,verhaal
286,Nachricht::N,mensagem,tijding
287,Neuigkeit::N,notícia,nieuws
288,Neuigkeit::N,notícia,nieuwtje
289,Neuigkeit::N,novidade,nieuws
290,Neuigkeit::N,novidade,nieuwtje
291,Name::N,nome,naam
292,Rätsel::N,adivinha,raadsel
293,Rede::N,oração,rede
294,Rede::N,discurso,rede
295,Sprache::N,língua,taal
296,Stimme::N,voz,stem
297,Wort::N,palavra,woord
298,Zeichen::N,marca,teken
299,Ruf::N,grito,roep
300,Ruf::N,chamada,roep
301,Lärm::N,ruído,lawaai
302,Lärm::N,barulho,lawaai
303,Laut::N,som,klank
304,Laut::N,som,geluid
305,Ton::N,tom,toon
306,Ton::N,tom,klank
307,Lied::N,canção,lied
308,Ruhe::N,calma,rust
309,Ruhe::N,calma,stilte
310,Ruhe::N,silêncio,rust
311,Ruhe::N,silêncio,stilte
312,Leute::N,gente,lui
313,Leute::N,gente,mensen
314,Leute::N,pessoas,lui
315,Leute::N,pessoas,mensen
316,Volk::N,povo,volk
317,Volk::N,nação,volk
318,Arbeit::N,trabalho,werk
319,Arbeit::N,trabalho,arbeid
320,Gast::N,hóspede,gast
321,Gast::N,convidado,gast
322,Geschenk::N,prenda,cadeau
323,Geschenk::N,prenda,geschenk
324,Geschenk::N,presente,cadeau
325,Geschenk::N,presente,geschenk
326,Spiel::N,jogo,spel
327,Gesellschaft::N,companhia,gezelschap
328,Hilfe::N,ajuda,hulp
329,Hilfe::N,socorro,hulp
330,Freund::N,amigo,vriend
331,Kamerad::N,camarada,maat
332,Kamerad::N,camarada,metgezel
333,Angelegenheit::N,assunto,zaak
334,Angelegenheit::N,assunto,aangelegenheid
335,Anzahl::N,número,tal
336,Anzahl::N,número,aantal
337,Anzahl::N,quantidade,tal
338,Anzahl::N,quantidade,aantal
339,Art::N,tipo,slag
340,Art::N,tipo,soort
341,Art::N,espécie,slag
342,Art::N,espécie,soort
343,Stück::N,pedaço,stuk
344,Teil::N,peça,deel
345,Teil::N,parte,deel
346,Hälfte::N,metade,helft
347,Kreis::N,círculo,kring
348,Kreis::N,círculo,cirkel
349,Kreuz::N,cruz,kruis
350,Linie::N,linha,lijn
351,Strich::N,traço,haal
352,Strich::N,traço,streep
353,Abstand::N,distância,afstand
354,Entfernung::N,distância,afstand
355,Gegend::N,área,streek
356,Gegend::N,região,streek
357,Platz::N,lugar,ruimte
358,Ort::N,sítio,oord
359,Ort::N,sítio,plaats
360,Seite::N,lado,zij
361,Seite::N,lado,kant
362,Seite::N,lado,zijde
363,Mitte::N,meio,midden
364,Gegenstand::N,objecto,voorwerp
365,Sache::N,coisa,zaak
366,Rand::N,bordo,rand
367,Rand::N,bordo,boord
368,Rand::N,margem,rand
369,Rand::N,margem,boord
370,Kante::N,borda,kant
371,Kante::N,aresta,kant
372,Ecke::N,esquina,hoek
373,Spitze::N,ponta,punt
374,Spitze::N,ponta,spits
375,Ende::N,cabo,einde
376,Ende::N,cabo,uiteinde
377,Ende::N,extremo,einde
378,Ende::N,extremo,uiteinde
379,Loch::N,furo,gat
380,Loch::N,buraco,gat
381,Winkel::N,canto,hoek
382,Winkel::N,ângulo,hoek
383,Muster::N,padrão,dessin
384,Muster::N,padrão,patroon
385,Muster::N,desenho,dessin
386,Muster::N,desenho,patroon
387,Größe::N,tamanho,grootte
388,Länge::N,comprimento,lengte
389,Höhe::N,altura,hoogte
390,Höhe::N,altitude,hoogte
391,Gewicht::N,peso,gewicht
392,Menge::N,quantidade,hoeveelheid
393,Haufen::N,pilha,hoop
394,Reihe::N,fila,rij
395,Reihe::N,fila,reeks
396,Boot::N,barco,boot
397,Ruder::N,remo,roeiriem
398,Schlitten::N,trenó,slee
399,Schlitten::N,trenó,slede
400,Ski::N,esqui,ski
401,Lagerfeuer::N,fogueira,kampvuur
402,Last::N,carga,last
403,Last::N,carga,vracht
404,Gang::N,curso,wandeling
405,Gang::N,caminhada,wandeling
406,Schritt::N,passo,stap
407,Schritt::N,passo,schrede
408,Norden::N,norte,noorden
409,Süden::N,sul,zuiden
410,Westen::N,oeste,westen
411,Westen::N,ocidente,westen
412,Osten::N,este,oosten
413,Osten::N,leste,oosten
414,Osten::N,oriente,oosten
415,Holz::N,madeira,hout
416,Brett::N,tábua,plank
417,Brett::N,prancha,plank
418,Platte::N,laje,plaat
419,Platte::N,chapa,plaat
420,Stütze::N,apoio,stut
421,Stütze::N,apoio,steun
422,Stütze::N,suporte,stut
423,Stütze::N,suporte,steun
424,Stange::N,vara,stang
425,Stange::N,barra,stang
426,Stock::N,pau,stok
427,Stock::N,bengala,stok
428,Stab::N,bastão,staf
429,Rohr::N,cano,pijp
430,Haus::N,casa,huis
431,Heim::N,lar,tehuis
432,Heim::N,casa,tehuis
433,Ofen::N,estufa,kachel
434,Ofen::N,aquecedor,kachel
435,Fußboden::N,piso,vloer
436,Tisch::N,mesa,tafel
437,Stuhl::N,cadeira,stoel
438,Wiege::N,berço,wieg
439,Bett::N,cama,bed
440,Regal::N,estante,rek
441,Regal::N,prateleira,rek
442,Kiste::N,caixa,kist
443,Fenster::N,janela,raam
444,Fenster::N,janela,venster
445,Tür::N,porta,deur
446,Tor::N,portão,poort
447,Zaun::N,cerca,omheining
448,Zaun::N,vedação,omheining
449,Dach::N,telhado,dak
450,Leiter::N,escada,ladder
451,Leiter::N,escada móvel,ladder
452,Besen::N,vassoura,bezem
453,Spaten::N,pá,schop
454,Schaufel::N,pá,schep
455,Gabel::N,garfo,vork
456,Löffel::N,colher,lepel
457,Messer::N,faca,mes
458,Nagel::N,cravo,spijker
459,Netz::N,rede,net
460,Haken::N,gancho,haak
461,Griff::N,asa,handvat
462,Griff::N,cabo,handvat
463,Schloss::N,fechadura,slot
464,Bild::N,imagem,beeld
465,Figur::N,figura,figuur
466,Puppe::N,boneca,pop
467,Beutel::N,saco,zak
468,Beutel::N,saco,buidel
469,Beutel::N,bolsa,zak
470,Beutel::N,bolsa,buidel
471,Bündel::N,fardo,pak
472,Bündel::N,fardo,bundel
473,Tasche::N,saco,tas
474,Tasche::N,bolso,tas
475,Eimer::N,balde,emmer
476,Deckel::N,tampa,deksel
477,Geschirr::N,louça,vaatwerk
478,Sack::N,saca,zak
479,Tasse::N,chávena,kop
480,Topf::N,tacho,pan
481,Topf::N,panela,pan
482,Kessel::N,caldeira,ketel
483,Essen::N,refeição,eten
484,Nahrung::N,comida,voedsel
485,Nahrung::N,alimento,voedsel
486,Speise::N,prato,spijs
487,Fleisch::N,carne,vlees
488,Getreide::N,cereais,graan
489,Brei::N,puré,pap
490,Brei::N,puré,brij
491,Brot::N,pão,brood
492,Scheibe::N,fatia,plak
493,Scheibe::N,fatia,snede
494,Fett::N,banha,vet
495,Fett::N,gordura,vet
496,Butter::N,manteiga,boter
497,Öl::N,azeite,olie
498,Salz::N,sal,zout
499,Suppe::N,sopa,soep
500,Suppe::N,caldo,soep
501,Honig::N,mel,honing
502,Milch::N,leite,melk
503,Tee::N,chá,thee
504,Leder::N,couro,leer
505,Leder::N,couro,leder
506,Wolle::N,lã,wol
507,Stoff::N,pano,stof
508,Stoff::N,tecido,stof
509,Nadel::N,agulha,naald
510,Faden::N,fio,draad
511,Knopf::N,botão,knoop
512,Knoten::N,nó,knoop
513,Farbe::N,corante,verf
514,Kleidung::N,roupa,kledij
515,Kleidung::N,roupa,kleding
516,Kleidung::N,vestuário,kledij
517,Kleidung::N,vestuário,kleding
518,Hemd::N,camisa,hemd
519,Kragen::N,gola,kraag
520,Ärmel::N,manga,mouw
521,Hose::N,calça,broek
522,Hose::N,calça,pantalon
523,Gürtel::N,cinto,riem
524,Gürtel::N,cinto,gordel
525,Mütze::N,boné,muts
526,Mütze::N,barrete,muts
527,Schuh::N,sapato,schoen
528,Stiefel::N,bota,laars
529,Ring::N,anel,ring
530,Band::N,fita,lint
531,Band::N,faixa,lint
532,Kamm::N,pente,kam
533,Spiegel::N,espelho,spiegel
534,Riemen::N,correia,riem
535,Schnur::N,corda,koord
536,Schnur::N,cordel,koord
537,Leine::N,trela,lijn
538,Decke::N,cobertor,deken
539,Kissen::N,almofada,kussen
540,Tuch::N,pano,doek
541,Handtuch::N,toalha,handdoek
542,Kraft::N,força,kracht
543,Stärke::N,força,sterkte
544,Gesundheit::N,saúde,gezondheid
545,Krankheit::N,doença,ziekte
546,Krankheit::N,enfermidade,ziekte
547,Schmerz::N,dor,pijn
548,Wunde::N,chaga,wond
549,Wunde::N,ferida,wond
550,Fieber::N,febre,koorts
551,Arznei::N,remédio,medicament
552,Arznei::N,remédio,geneesmiddel
553,Brücke::N,ponte,brug
554,Brunnen::N,poço,put
555,Brunnen::N,poço,bron
556,Weide::N,pastagem,wei
557,Weide::N,pastagem,weide
558,Pfad::N,senda,pad
559,Pfad::N,trilho,pad
560,Weg::N,caminho,weg
561,Straße::N,via,baan
562,Straße::N,via,straat
563,Straße::N,estrada,baan
564,Straße::N,estrada,straat
565,Dorf::N,aldeia,dorp
566,Stadt::N,cidade,stad
567,Brief::N,carta,brief
568,Buch::N,livro,boek
569,Buchstabe::N,letra,letter
570,Zeitung::N,jornal,krant
571,Zeitung::N,jornal,dagblad
572,Leben::N,vida,leven
573,Tod::N,morte,dood
574,Grab::N,túmulo,graf
575,Grab::N,sepultura,graf
576,Kirche::N,igreja,kerk
577,Sünde::N,pecado,zonde
578,Gott::N,deus,god
579,Arbeiter::N,operário,arbeider
580,Arbeiter::N,trabalhador,arbeider
581,Chef::N,chefe,chef
582,Chef::N,patrão,chef
583,Meister::N,mestre,meester
584,Arzt::N,médico,arts
585,Arzt::N,médico,dokter
586,Lehrer::N,professor,leraar
587,Lehrer::N,professor,onderwijzer
588,Geld::N,dinheiro,geld
589,Geschäft::N,negócio,zaak
590,Laden::N,loja,winkel
591,Preis::N,preço,prijs
592,Ware::N,mercadoria,waar
593,Nutzen::N,proveito,nut
594,Nutzen::N,proveito,voordeel
595,Reichtum::N,riqueza,rijkdom
596,Welt::N,mundo,wereld
597,Land::N,país,land
598,Staat::N,Estado,staat
599,König::N,rei,koning
600,Macht::N,poder,macht
601,Macht::N,potência,macht
602,Grenze::N,fronteira,grens
603,Krieg::N,guerra,oorlog
604,Feind::N,inimigo,vijand
605,Gewalt::N,violência,geweld
606,Kampf::N,luta,strijd
607,Kampf::N,luta,gevecht
608,Kampf::N,combate,strijd
609,Kampf::N,combate,gevecht
610,Bogen[Waffe]::N,arco,boog
611,Pfeil::N,seta,pijl
612,Pfeil::N,flecha,pijl
613,Gewehr::N,espingarda,geweer
614,Fehler::N,erro,fout
615,Fehler::N,falha,fout
616,Lüge::N,mentira,leugen
617,Schaden::N,dano,schade
618,Schaden::N,estrago,schade
619,Unglück::N,desgraça,tegenspoed
620,Schuld::N,culpa,schuld
621,Alter::N,idade,leeftijd
622,Schluss::N,fim,slot
623,Zeit::N,tempo,tijd
624,Tag::N,dia,dag
625,Morgen::N,manhã,morgen
626,Morgen::N,manhã,ochtend
627,Mittag::N,meio-dia,middag
628,Abend::N,noite,avond
629,Abend::N,tardinha,avond
630,Nacht::N,noite,nacht
631,Woche::N,semana,week
632,Monat::N,mês,maand
633,Jahr::N,ano,jaar
634,Frühling::N,primavera,lente
635,Frühling::N,primavera,voorjaar
636,Sommer::N,verão,zomer
637,Herbst::N,outono,herfst
638,Winter::N,inverno,winter
639,Januar::N,Janeiro,januari
640,Februar::N,Fevereiro,februari
641,März::N,Março,maart
642,April::N,Abril,april
643,Mai::N,Maio,mei
644,Juni::N,Junho,juni
645,Juli::N,Julho,juli
646,August::N,Agosto,augustus
647,September::N,Setembro,september
648,Oktober::N,Outubro,oktober
649,November::N,Novembro,november
650,Dezember::N,Dezembro,december
651,Montag::N,segunda-feira,maandag
652,Dienstag::N,terça-feira,dinsdag
653,Mittwoch::N,quarta-feira,woensdag
654,Donnerstag::N,quinta-feira,donderdag
655,Freitag::N,sexta-feira,vrijdag
656,Samstag::N,sábado,zaterdag
657,Sonntag::N,domingo,zondag
658,groß::A,grande,groot
659,klein::A,pequeno,klein
660,lang::A,comprido,lang
661,kurz::A,curto,kort
662,breit::A,largo,breed
663,schmal::A,estreito,smal
664,dicht::A,denso,dicht
665,dick[Gegenstand]::A,grosso,dik
666,dünn::A,delgado,dun
667,fein::A,fino,fijn
668,fein::A,subtil,fijn
669,fest::A,firme,vast
670,fest::A,sólido,vast
671,flach::A,plano,plat
672,glatt::A,liso,glad
673,hart::A,duro,hard
674,weich::A,mole,week
675,rund::A,redondo,rond
676,spitz::A,agudo,spits
677,spitz::A,agudo,puntig
678,scharf::A,afiado,scherp
679,stumpf::A,rombo,stomp
680,schwer::A,pesado,zwaar
681,schön::A,belo,mooi
682,schön::A,belo,fraai
683,schön::A,bonito,mooi
684,schön::A,bonito,fraai
685,heiß::A,quente,heet
686,warm::A,quente,warm
687,kalt::A,frio,koud
688,kühl::A,fresco,koel
689,frisch::A,fresco,fris
690,feucht::A,húmido,vochtig
691,nass::A,molhado,nat
692,trocken::A,seco,droog
693,voll::A,cheio,vol
694,leer::A,vazio,leeg
695,offen::A,aberto,open
696,geschlossen::A,fechado,gesloten
697,sauber::A,limpo,net
698,sauber::A,limpo,schoon
699,schmutzig::A,sujo,vuil
700,roh::A,cru,rauw
701,reif::A,maduro,rijp
702,lecker::A,delicioso,lekker
703,süß::A,doce,zoet
704,bitter::A,amargo,bitter
705,sauer::A,azedo,zuur
706,hell::A,claro,licht
707,hell::A,claro,helder
708,dunkel::A,escuro,donker
709,dunkel::A,sombrio,donker
710,schwarz::A,preto,zwart
711,weiß::A,branco,wit
712,rot::A,vermelho,rood
713,gelb::A,amarelo,geel
714,blau::A,azul,blauw
715,grün::A,verde,groen
716,grau::A,cinzento,grijs
717,bunt::A,colorido,bont
718,billig::A,barato,goedkoop
719,teuer::A,caro,duur
720,wertvoll::A,valioso,kostbaar
721,wertvoll::A,valioso,waardevol
722,wertvoll::A,precioso,kostbaar
723,wertvoll::A,precioso,waardevol
724,blind::A,cego,blind
725,taub::A,surdo,doof
726,kräftig::A,forte,krachtig
727,kräftig::A,poderoso,krachtig
728,stark::A,forte,sterk
729,stark::A,robusto,sterk
730,schwach::A,débil,zwak
731,fett::A,gordo,vet
732,schlank::A,esbelto,slank
733,hübsch::A,giro,leuk
734,hübsch::A,bonito,leuk
735,böse::A,mau,kwaad
736,dumm::A,parvo,dom
737,dumm::A,estúpido,dom
738,faul::A,preguiçoso,lui
739,fleißig::A,aplicado,vlijtig
740,fleißig::A,diligente,vlijtig
741,geizig::A,avarento,gierig
742,klug::A,prudente,slim
743,klug::A,prudente,schrander
744,klug::A,prudente,verstandig
745,klug::A,inteligente,slim
746,klug::A,inteligente,schrander
747,klug::A,inteligente,verstandig
748,geschickt::A,hábil,handig
749,geschickt::A,hábil,vaardig
750,lieb::A,caro,lief
751,lieb::A,querido,lief
752,lustig::A,alegre,vrolijk
753,sanft::A,suave,zacht
754,sanft::A,brando,zacht
755,hungrig::A,faminto,hongerig
756,krank::A,doente,ziek
757,krank::A,enfermo,ziek
758,nackt::A,nu,naakt
759,nackt::A,despido,naakt
760,traurig::A,triste,treurig
761,traurig::A,triste,bedroefd
762,lebendig::A,vivo,levend
763,gut::A,bom,goed
764,schlecht::A,mau,slecht
765,schlecht::A,ruim,slecht
766,richtig::A,justo,juist
767,richtig::A,correcto,juist
768,schlimm::A,mau,erg
769,schlimm::A,mau,kwaad
770,schlimm::A,grave,erg
771,schlimm::A,grave,kwaad
772,wahr::A,verdadeiro,waar
773,alt::A,velho,oud
774,alt::A,antigo,oud
775,neu::A,novo,nieuw
776,ehemalig::A,antigo,voormalig
777,alt[Lebewesen]::A,velho,oud
778,jung::A,jovem,jong
779,arm::A,pobre,arm
780,reich::A,rico,rijk
781,bekannt::A,conhecido,bekend
782,berühmt::A,famoso,beroemd
783,berühmt::A,célebre,beroemd
784,fremd::A,alheio,vreemd
785,fremd::A,estranho,vreemd
786,verschieden::A,diverso,verscheiden
787,verschieden::A,diverso,verschillend
788,verschieden::A,diferente,verscheiden
789,verschieden::A,diferente,verschillend
790,nah::A,próximo,nabij
791,nah::A,próximo,nabijgelegen
792,fern::A,remoto,ver
793,fern::A,distante,ver
794,linker::A,esquerdo,linker
795,rechter::A,direito,rechter
796,anderer::A,outro,andere
797,erster::A,primeiro,eerste
798,zweiter::A,segundo,tweede
799,dritter::A,terceiro,derde
800,letzter::A,final,laatste
801,letzter::A,último,laatste
802,allein::ADV,só,alleen
803,auf einmal::ADV,de vez,ineens
804,auf einmal::ADV,de vez,tegelijk
805,zusammen::ADV,juntos,samen
806,zusammen::ADV,juntos,bijeen
807,lange::ADV,muito tempo,lang
808,plötzlich::ADV,de repente,eensklaps
809,plötzlich::ADV,de repente,plotsklaps
810,sofort::ADV,imediatamente,terstond
811,sofort::ADV,imediatamente,aanstonds
812,sofort::ADV,imediatamente,onmiddelijk
813,später::ADV,mais tarde,later
814,jetzt::ADV,agora,nu
815,jetzt::ADV,agora,nou
816,jetzt::ADV,agora,thans
817,heute::ADV,hoje,heden
818,heute::ADV,hoje,vandaag
819,morgen::ADV,amanhã,morgen
820,bald::ADV,logo,gauw
821,bald::ADV,logo,weldra
822,bald::ADV,breve,gauw
823,bald::ADV,breve,weldra
824,dann::ADV,então,dan
825,dann::ADV,então,toen
826,dann::ADV,depois,dan
827,dann::ADV,depois,toen
828,gestern::ADV,ontem,gisteren
829,einst::ADV,antigamente,eens
830,damals::ADV,então,toen
831,damals::ADV,então,destijds
832,danach::ADV,logo,daarna
833,danach::ADV,depois,daarna
834,vorher::ADV,antes,vooraf
835,vorher::ADV,antes,van tevoren
836,zuerst::ADV,primeiro,eerst
837,zuerst::ADV,primeiro,het eerst
838,einmal::ADV,uma vez,eens
839,einmal::ADV,uma vez,eenmaal
840,manchmal::ADV,às vezes,soms
841,oft::ADV,muitas vezes,vaak
842,oft::ADV,muitas vezes,dikwijls
843,immer::ADV,sempre,altijd
844,niemals::ADV,nunca,nooit
845,hier::ADV,cá,hier
846,hier::ADV,aqui,hier
847,hierhin::ADV,para cá,hierheen
848,von hier::ADV,daqui,van hier
849,von hier::ADV,daqui,hiervandaan
850,dort::ADV,lá,daar
851,dort::ADV,lá,ginds
852,dort::ADV,ali,daar
853,dort::ADV,ali,ginds
854,dorthin::ADV,lá,daarheen
855,dorthin::ADV,para lá,daarheen
856,geradeaus::ADV,em frente,rechtuit
857,geradeaus::ADV,em frente,rechtdoor
