,Concept_ID,it,lv
178,Funke::N,scintilla,би кинь
179,Funke::N,scintilla,dzirkstele
180,Feuer::N,fuoco,би
181,Feuer::N,fuoco,uguns
182,Licht::N,luce,югӧр
183,Licht::N,luce,gaisma
184,Schatten::N,ombra,вуджӧр
185,Schatten::N,ombra,ēna
186,Wetter::N,tempo,поводдя
187,Wetter::N,tempo,laiks
188,Nebel::N,nebbia,ру
189,Nebel::N,nebbia,онь
190,Nebel::N,nebbia,migla
191,Wolke::N,nube,кымӧр
192,Wolke::N,nube,mākonis
193,Wolke::N,nùvola,кымӧр
194,Wolke::N,nùvola,mākonis
195,Regen::N,pioggia,зэр
196,Regen::N,pioggia,lietus
197,Schnee::N,neve,лым
198,Schnee::N,neve,sniegs
199,Eis::N,ghiaccio,йи
200,Eis::N,ghiaccio,ledus
201,Frost::N,gelo,кӧдзыд
202,Frost::N,gelo,sals
203,Kälte::N,freddo,кӧдзыд
204,Kälte::N,freddo,saltums
205,Kälte::N,freddo,aukstums
206,Hitze::N,caldo,пӧсь
207,Hitze::N,caldo,гожӧд
208,Hitze::N,caldo,karstums
209,Hitze::N,calura,пӧсь
210,Hitze::N,calura,гожӧд
211,Hitze::N,calura,karstums
212,Raureif::N,brina,пуж
213,Raureif::N,brina,гыӧр
214,Raureif::N,brina,sarma
215,Regenbogen::N,arcobaleno,ӧшкамӧшка
216,Regenbogen::N,arcobaleno,varavīksne
217,Donner::N,tuono,гым
218,Donner::N,tuono,pērkons
219,Strömung::N,corrente,ва ныр
220,Strömung::N,corrente,визувтӧм
221,Strömung::N,corrente,straume
222,Strömung::N,corrente,strāvojums
223,Tropfen::N,goccia,войт
224,Tropfen::N,goccia,lāse
225,Schaum::N,spuma,быг
226,Schaum::N,spuma,быгзьӧм
227,Schaum::N,spuma,putas
228,Schaum::N,schiuma,быг
229,Schaum::N,schiuma,быгзьӧм
230,Schaum::N,schiuma,putas
231,Schmutz::N,sudiciume,няйт
232,Schmutz::N,sudiciume,dubļi
233,See::N,lago,ты
234,See::N,lago,ezers
235,Sumpf::N,palude,гыбад
236,Sumpf::N,palude,кад
237,Sumpf::N,palude,dumbrājs
238,Sumpf::N,palude,staignājs
239,Moor::N,torbiera,нюр
240,Moor::N,torbiera,purvs
241,Moor::N,torbiera,muklājs
242,Wiese::N,prato,видз
243,Wiese::N,prato,pļava
244,Wald::N,bosco,вӧр
245,Wald::N,bosco,mežs
246,Wald::N,foresta,вӧр
247,Wald::N,foresta,mežs
248,Hügel::N,colle,дзиб
249,Hügel::N,colle,мыльк
250,Hügel::N,colle,нӧрыс
251,Hügel::N,colle,paugurs
252,Hügel::N,collina,дзиб
253,Hügel::N,collina,мыльк
254,Hügel::N,collina,нӧрыс
255,Hügel::N,collina,paugurs
256,Anhöhe::N,altura,мыльк
257,Anhöhe::N,altura,нӧрыс
258,Anhöhe::N,altura,paugurs
259,Berg::N,monte,чой
260,Berg::N,monte,керӧс
261,Berg::N,monte,kalns
262,Berg::N,montagna,чой
263,Berg::N,montagna,керӧс
264,Berg::N,montagna,kalns
265,Gipfel::N,cima,чук
266,Gipfel::N,cima,virsotne
267,Höhle::N,grotta,рудӧг
268,Höhle::N,grotta,ala
269,Höhle::N,caverna,рудӧг
270,Höhle::N,caverna,ala
271,Abhang::N,pendìo,ньывк
272,Abhang::N,pendìo,бокша
273,Abhang::N,pendìo,nogāze
274,Quelle::N,sorgente,ӧшмӧс
275,Quelle::N,sorgente,avots
276,Bach::N,ruscello,шор
277,Bach::N,ruscello,urga
278,Bach::N,ruscello,strauts
279,Fluss::N,fiume,ю
280,Fluss::N,fiume,upe
281,Ufer::N,riva,вадор
282,Ufer::N,riva,krasts
283,Küste::N,costa,вадор
284,Küste::N,costa,piekraste
285,Festland::N,terraferma,му
286,Festland::N,terraferma,sauszeme
287,Meer::N,mare,саридз
288,Meer::N,mare,jūra
289,Bucht::N,cala,куръя
290,Bucht::N,cala,līcis
291,Insel::N,ìsola,ді
292,Insel::N,ìsola,sala
293,Blume::N,fiore,дзоридз
294,Blume::N,fiore,puķe
295,Blume::N,fiore,zieds
296,Gras::N,erba,турун
297,Gras::N,erba,zāle
298,Wurzel::N,radice,вуж
299,Wurzel::N,radice,sakne
300,Baum::N,àlbero,пу
301,Baum::N,àlbero,koks
302,Stamm::N,tronco,пучер
303,Stamm::N,tronco,stumbrs
304,Rinde::N,corteccia,кырсь
305,Rinde::N,corteccia,miza
306,Ast::N,ramo,ув
307,Ast::N,ramo,zars
308,Zweig::N,ramo,вож
309,Zweig::N,ramo,nozare
310,Blatt::N,foglia,кор
311,Blatt::N,foglia,lapa
312,Birke::N,betulla,кыдз
313,Birke::N,betulla,bērzs
314,Kiefer[Baum]::N,pino,пожӧм
315,Kiefer[Baum]::N,pino,priede
316,Weide[Baum]::N,sàlice,бадь
317,Weide[Baum]::N,sàlice,kārkls
318,Tanne::N,abete,коз
319,Tanne::N,abete,egle
320,Horn::N,corno,сюр
321,Horn::N,corno,rags
322,Feder::N,penna,гӧн
323,Feder::N,penna,тывборд
324,Feder::N,penna,spalva
325,Fell::N,manto,ку
326,Fell::N,manto,āda
327,Fell::N,pelame,ку
328,Fell::N,pelame,āda
329,Flügel::N,ala,борд
330,Flügel::N,ala,spārns
331,Klaue::N,grinfia,гыж
332,Klaue::N,grinfia,nags
333,Kralle::N,unghia,гыж
334,Kralle::N,unghia,nags
335,Kralle::N,artiglio,гыж
336,Kralle::N,artiglio,nags
337,Schwanz::N,coda,бӧж
338,Schwanz::N,coda,ļipa
339,Ei::N,uovo,кольк
340,Ei::N,uovo,ola
341,Nest::N,nido,поз
342,Nest::N,nido,ligzda
343,Bau::N,covo,горс
344,Bau::N,covo,пырмӧс
345,Bau::N,covo,гу
346,Bau::N,covo,ala
347,Tier::N,bestia,пемӧс
348,Tier::N,bestia,dzīvnieks
349,Tier::N,animale,пемӧс
350,Tier::N,animale,dzīvnieks
351,Herde::N,gregge,стада
352,Herde::N,gregge,кельӧб
353,Herde::N,gregge,ganāmpulks
354,Kuh::N,vacca,мӧс
355,Kuh::N,vacca,govs
356,Bulle::N,toro,ӧш
357,Bulle::N,toro,bullis
358,Pferd::N,cavallo,вӧв
359,Pferd::N,cavallo,zirgs
360,Schaf::N,pècora,ыж
361,Schaf::N,pècora,aita
362,Schwein::N,porco,порсь
363,Schwein::N,porco,cūka
364,Schwein::N,maiale,порсь
365,Schwein::N,maiale,cūka
366,Hund::N,cane,пон
367,Hund::N,cane,suns
368,Katze::N,gatta,кань
369,Katze::N,gatta,kaķis
370,Bär::N,orso,ош
371,Bär::N,orso,lācis
372,Eichhörnchen::N,scoiàttolo,ур
373,Eichhörnchen::N,scoiàttolo,vāvere
374,Elch::N,alce,йӧра
375,Elch::N,alce,alnis
376,Fuchs::N,volpe,руч
377,Fuchs::N,volpe,lapsa
378,Hase::N,lepre,кӧч
379,Hase::N,lepre,zaķis
380,Maus::N,topo,шыр
381,Maus::N,topo,pele
382,Maus::N,sorcio,шыр
383,Maus::N,sorcio,pele
384,Wolf::N,lupo,кӧин
385,Wolf::N,lupo,vilks
386,Vogel::N,uccello,кай
387,Vogel::N,uccello,лэбач
388,Vogel::N,uccello,putns
389,Schwarm::N,stormo,чукӧр
390,Schwarm::N,stormo,spiets
391,Huhn::N,gallina,курӧг
392,Huhn::N,gallina,vista
393,Hahn::N,gallo,петук
394,Hahn::N,gallo,gailis
395,Gans::N,oca,дзодзӧг
396,Gans::N,oca,zoss
397,Adler::N,àquila,кутш
398,Adler::N,àquila,ērglis
399,Ente::N,ànatra,утка
400,Ente::N,ànatra,pīle
401,Eule::N,gufo,сюзь
402,Eule::N,gufo,pūce
403,Eule::N,civetta,сюзь
404,Eule::N,civetta,pūce
405,Kranich::N,gru,тури
406,Kranich::N,gru,dzērve
407,Krähe::N,cornacchia,рака
408,Krähe::N,cornacchia,vārna
409,Kuckuck::N,cuccù,кӧк
410,Kuckuck::N,cuccù,dzeguze
411,Kuckuck::N,cùculo,кӧк
412,Kuckuck::N,cùculo,dzeguze
413,Schwan::N,cigno,юсь
414,Schwan::N,cigno,gulbis
415,Fisch::N,pesce,чери
416,Fisch::N,pesce,zivs
417,Barsch::N,pèrsico,ёкыш
418,Barsch::N,pèrsico,asaris
419,Hecht::N,luccio,сир
420,Hecht::N,luccio,līdaka
421,Schlange[Tier]::N,serpente,кый
422,Schlange[Tier]::N,serpente,čūska
423,Wurm::N,baco,номыр
424,Wurm::N,baco,tārps
425,Wurm::N,verme,номыр
426,Wurm::N,verme,tārps
427,Spinne::N,ragno,черань
428,Spinne::N,ragno,zirneklis
429,Ameise::N,formica,кодзувкот
430,Ameise::N,formica,skudra
431,Laus::N,pidocchio,той
432,Laus::N,pidocchio,uts
433,Mücke::N,zanzara,ном
434,Mücke::N,zanzara,ods
435,Fliege::N,mosca,гут
436,Fliege::N,mosca,muša
437,Schmetterling::N,farfalla,бобув
438,Schmetterling::N,farfalla,tauriņš
439,Beere::N,bacca,тусь
440,Beere::N,bacca,вотӧс
441,Beere::N,bacca,oga
442,Apfel::N,mela,яблӧг
443,Apfel::N,mela,ābols
444,Pilz::N,fungo,тшак
445,Pilz::N,fungo,sēne
446,Zwiebel::N,cipolla,луккок
447,Zwiebel::N,cipolla,йӧнгыль
448,Zwiebel::N,cipolla,sīpols
449,Saat::N,semente,тусь
450,Saat::N,semente,кӧйдыс
451,Saat::N,semente,sēkla
452,Korn::N,grano,тусь
453,Korn::N,grano,grauds
454,Heu::N,fieno,турун
455,Heu::N,fieno,siens
456,Schale::N,buccia,кор
457,Schale::N,buccia,čaula
458,Schale::N,buccia,čaumala
459,Grube::N,cava,гу
460,Grube::N,cava,bedre
461,Grube::N,fossa,гу
462,Grube::N,fossa,bedre
463,Falle::N,tràppola,лэч
464,Falle::N,tràppola,slazds
465,Falle::N,tràppola,lamatas
466,Schlinge::N,laccio,лэч
467,Schlinge::N,laccio,cilpa
468,Spur::N,traccia,туй
469,Spur::N,traccia,pēda
470,Asche::N,cenere,пӧм
471,Asche::N,cenere,pelni
472,Dreck::N,fango,няйт
473,Dreck::N,fango,dubļi
474,Eisen::N,ferro,кӧрт
475,Eisen::N,ferro,dzelzs
476,Gold::N,oro,зарни
477,Gold::N,oro,zelts
478,Silber::N,argento,эзысь
479,Silber::N,argento,sudrabs
480,Kohle::N,carbone,шом
481,Kohle::N,carbone,ogle
482,Glas::N,vetro,стеклӧ
483,Glas::N,vetro,stikls
484,Lehm::N,argilla,сёй
485,Lehm::N,argilla,māls
486,Sand::N,arena,лыа
487,Sand::N,arena,smiltis
488,Sand::N,sabbia,лыа
489,Sand::N,sabbia,smiltis
490,Mensch::N,uomo,морт
491,Mensch::N,uomo,cilvēks
492,Mensch::N,èssere umano,морт
493,Mensch::N,èssere umano,cilvēks
494,Mann::N,uomo,аймӧрт
495,Mann::N,uomo,мужичӧй
496,Mann::N,uomo,vīrietis
497,Frau::N,donna,ань
498,Frau::N,donna,нывбаба
499,Frau::N,donna,sieviete
500,Kind::N,bambino,кага
501,Kind::N,bambino,bērns
502,Junge::N,ragazzo,пи
503,Junge::N,ragazzo,zēns
504,Junge::N,ragazzo,puika
505,Junge::N,ragazzo,puisis
506,Mädchen::N,ragazza,ныв
507,Mädchen::N,ragazza,meiča
508,Mädchen::N,ragazza,skuķis
509,Mädchen::N,ragazza,meitene
510,Familie::N,famiglia,семья
511,Familie::N,famiglia,ģimene
512,Großvater::N,nonno,пӧль
513,Großvater::N,nonno,vecaistēvs
514,Großmutter::N,nonna,баб
515,Großmutter::N,nonna,vecāmāte
516,Eltern::N,genitori,ай-мам
517,Eltern::N,genitori,бать-мам
518,Eltern::N,genitori,vecāki
519,Vater::N,padre,бать
520,Vater::N,padre,ай
521,Vater::N,padre,tēvs
522,Mutter::N,madre,мам
523,Mutter::N,madre,māte
524,Sohn::N,figlio,пи
525,Sohn::N,figlio,dēls
526,Tochter::N,figlia,ныв
527,Tochter::N,figlia,meita
528,Bruder::N,fratello,вок
529,Bruder::N,fratello,brālis
530,Schwester::N,sorella,чой
531,Schwester::N,sorella,māsa
532,Onkel::N,zio,дядь
533,Onkel::N,zio,tēvocis
534,Tante::N,zia,тьӧт
535,Tante::N,zia,tante
536,Ehemann::N,marito,верӧс
537,Ehemann::N,marito,vīrs
538,Ehefrau::N,moglie,гӧтыр
539,Ehefrau::N,moglie,sieva
540,Freude::N,gioia,радлун
541,Freude::N,gioia,prieks
542,Freude::N,piacere,радлун
543,Freude::N,piacere,prieks
544,Gelächter::N,risata,серам
545,Gelächter::N,risata,smiekli
546,Glück::N,felicità,шуд
547,Glück::N,felicità,laime
548,Kummer::N,afflizione,шог
549,Kummer::N,afflizione,bēdas
550,Kummer::N,afflizione,raizes
551,Wunsch::N,desiderio,кӧсйӧм
552,Wunsch::N,desiderio,vēlme
553,Wunsch::N,desiderio,vēlējums
554,Lust::N,voglia,кыскӧм
555,Lust::N,voglia,радейтӧм
556,Lust::N,voglia,kāre
557,Geist::N,mente,лов
558,Geist::N,mente,gars
559,Geist::N,spìrito,лов
560,Geist::N,spìrito,gars
561,Gedanke::N,idea,мӧвп
562,Gedanke::N,idea,doma
563,Gedanke::N,pensiero,мӧвп
564,Gedanke::N,pensiero,doma
565,Gedächtnis::N,memoria,паметь
566,Gedächtnis::N,memoria,atmiņa
567,Verstand::N,intelletto,вежӧр
568,Verstand::N,intelletto,prāts
569,Sinn::N,senso,мог
570,Sinn::N,senso,вежӧртас
571,Sinn::N,senso,nozīme
572,Sinn::N,significato,мог
573,Sinn::N,significato,вежӧртас
574,Sinn::N,significato,nozīme
575,Grund::N,causa,помка
576,Grund::N,causa,pamats
577,Grund::N,causa,iemesls
578,Grund::N,motivo,помка
579,Grund::N,motivo,pamats
580,Grund::N,motivo,iemesls
581,Grund::N,ragione,помка
582,Grund::N,ragione,pamats
583,Grund::N,ragione,iemesls
584,Wahrheit::N,verità,збыль
585,Wahrheit::N,verità,збыльтор
586,Wahrheit::N,verità,taisnība
587,Wahrheit::N,verità,patiesība
588,Gespräch::N,discorso,сёрни
589,Gespräch::N,discorso,saruna
590,Gespräch::N,conversazione,сёрни
591,Gespräch::N,conversazione,saruna
592,Märchen::N,fiaba,мойд
593,Märchen::N,fiaba,pasaka
594,Märchen::N,fàvola,мойд
595,Märchen::N,fàvola,pasaka
596,Erzählung::N,racconto,висьт
597,Erzählung::N,racconto,stāsts
598,Erzählung::N,racconto,nostāsts
599,Erzählung::N,narrazione,висьт
600,Erzählung::N,narrazione,stāsts
601,Erzählung::N,narrazione,nostāsts
602,Nachricht::N,messaggio,юӧртӧм
603,Nachricht::N,messaggio,ziņa
604,Neuigkeit::N,notizia,выльтор
605,Neuigkeit::N,notizia,jaunums
606,Name::N,nome,ним
607,Name::N,nome,vārds
608,Rätsel::N,indovinello,нӧдкыв
609,Rätsel::N,indovinello,mīkla
610,Rede::N,discorso,сёрни
611,Rede::N,discorso,runa
612,Sprache::N,lingua,кыв
613,Sprache::N,lingua,valoda
614,Sprache::N,linguaggio,кыв
615,Sprache::N,linguaggio,valoda
616,Stimme::N,voce,гӧлӧс
617,Stimme::N,voce,вом шы
618,Stimme::N,voce,balss
619,Wort::N,parola,кыв
620,Wort::N,parola,vārds
621,Zeichen::N,segno,пас
622,Zeichen::N,segno,zīme
623,Zeichen::N,segnale,пас
624,Zeichen::N,segnale,zīme
625,Ruf::N,chiamata,чукӧстчӧм
626,Ruf::N,chiamata,корӧм
627,Ruf::N,chiamata,sauciens
628,Lärm::N,chiasso,шы
629,Lärm::N,chiasso,зык
630,Lärm::N,chiasso,зычитӧм
631,Lärm::N,chiasso,troksnis
632,Lärm::N,strèpito,шы
633,Lärm::N,strèpito,зык
634,Lärm::N,strèpito,зычитӧм
635,Lärm::N,strèpito,troksnis
636,Laut::N,suono,шы
637,Laut::N,suono,skaņa
638,Ton::N,tono,шы
639,Ton::N,tono,tonis
640,Lied::N,canto,сьылан
641,Lied::N,canto,сьыланкыв
642,Lied::N,canto,dziesma
643,Lied::N,canzone,сьылан
644,Lied::N,canzone,сьыланкыв
645,Lied::N,canzone,dziesma
646,Ruhe::N,calma,чӧв
647,Ruhe::N,calma,miers
648,Ruhe::N,tranquillità,чӧв
649,Ruhe::N,tranquillità,miers
650,Leute::N,gente,йӧз
651,Leute::N,gente,войтыр
652,Leute::N,gente,ļaudis
653,Leute::N,gente,cilvēki
654,Volk::N,pòpolo,йӧз
655,Volk::N,pòpolo,войтыр
656,Volk::N,pòpolo,tauta
657,Arbeit::N,lavoro,удж
658,Arbeit::N,lavoro,darbs
659,Gast::N,òspite,гӧсть
660,Gast::N,òspite,viešņa
661,Gast::N,òspite,ciemiņš
662,Gast::N,invitato,гӧсть
663,Gast::N,invitato,viešņa
664,Gast::N,invitato,ciemiņš
665,Geschenk::N,regalo,козин
666,Geschenk::N,regalo,dāvana
667,Spiel::N,gioco,ворсан
668,Spiel::N,gioco,rotaļa
669,Gesellschaft::N,compagnìa,котыр
670,Gesellschaft::N,compagnìa,biedrība
671,Gesellschaft::N,compagnìa,kompānija
672,Hilfe::N,aiuto,отсӧг
673,Hilfe::N,aiuto,palīdzība
674,Hilfe::N,soccorso,отсӧг
675,Hilfe::N,soccorso,palīdzība
676,Freund::N,amico,ёрт
677,Freund::N,amico,draugs
678,Kamerad::N,camerata,ёрт
679,Kamerad::N,camerata,biedrs
680,Angelegenheit::N,affare,мог
681,Angelegenheit::N,affare,делӧ
682,Angelegenheit::N,affare,darīšana
683,Angelegenheit::N,faccenda,мог
684,Angelegenheit::N,faccenda,делӧ
685,Angelegenheit::N,faccenda,darīšana
686,Anzahl::N,nùmero,лыд
687,Anzahl::N,nùmero,тшӧт
688,Anzahl::N,nùmero,skaits
689,Anzahl::N,nùmero,daudzums
690,Anzahl::N,quantità,лыд
691,Anzahl::N,quantità,тшӧт
692,Anzahl::N,quantità,skaits
693,Anzahl::N,quantità,daudzums
694,Art::N,tipo,сикас
695,Art::N,tipo,suga
696,Art::N,tipo,šķira
697,Art::N,specie,сикас
698,Art::N,specie,suga
699,Art::N,specie,šķira
700,Stück::N,pezzo,тор
701,Stück::N,pezzo,gabals
702,Teil::N,parte,юкӧн
703,Teil::N,parte,daļa
704,Hälfte::N,metà,пӧв
705,Hälfte::N,metà,джын
706,Hälfte::N,metà,puse
707,Kreis::N,cìrcolo,кытш
708,Kreis::N,cìrcolo,aplis
709,Kreis::N,cìrcolo,riņķis
710,Kreuz::N,croce,перна
711,Kreuz::N,croce,крест
712,Kreuz::N,croce,krusts
713,Linie::N,lìnea,визь
714,Linie::N,lìnea,līnija
715,Strich::N,tratto,визь
716,Strich::N,tratto,svītra
717,Abstand::N,distanza,кост
718,Abstand::N,distanza,коласт
719,Abstand::N,distanza,atstarpe
720,Entfernung::N,distanza,ылна
721,Entfernung::N,distanza,attālums
722,Entfernung::N,distanza,atstatums
723,Entfernung::N,lontananza,ылна
724,Entfernung::N,lontananza,attālums
725,Entfernung::N,lontananza,atstatums
726,Gegend::N,regione,му-ва
727,Gegend::N,regione,apvidus
728,Gegend::N,regione,apgabals
729,Platz::N,posto,ылдӧс
730,Platz::N,posto,йир
731,Platz::N,posto,гӧгӧртас
732,Platz::N,posto,vieta
733,Platz::N,spazio,ылдӧс
734,Platz::N,spazio,йир
735,Platz::N,spazio,гӧгӧртас
736,Platz::N,spazio,vieta
737,Ort::N,luogo,ин
738,Ort::N,luogo,места
739,Ort::N,luogo,vieta
740,Ort::N,località,ин
741,Ort::N,località,места
742,Ort::N,località,vieta
743,Seite::N,lato,бок
744,Seite::N,lato,ӧтарладор
745,Seite::N,lato,sāns
746,Seite::N,parte,бок
747,Seite::N,parte,ӧтарладор
748,Seite::N,parte,sāns
749,Mitte::N,mezzo,шӧр
750,Mitte::N,mezzo,vidus
751,Mitte::N,centro,шӧр
752,Mitte::N,centro,vidus
753,Gegenstand::N,oggetto,кӧлуй
754,Gegenstand::N,oggetto,priekšmets
755,Sache::N,cosa,добра
756,Sache::N,cosa,lieta
757,Rand::N,orlo,дор
758,Rand::N,orlo,mala
759,Rand::N,orlo,apmale
760,Rand::N,bordo,дор
761,Rand::N,bordo,mala
762,Rand::N,bordo,apmale
763,Kante::N,spìgolo,дор
764,Kante::N,spìgolo,šķautne
765,Ecke::N,canto,пельӧс
766,Ecke::N,canto,kakts
767,Ecke::N,canto,stūris
768,Spitze::N,punta,йыв
769,Spitze::N,punta,smaile
770,Spitze::N,punta,galotne
771,Ende::N,capo,пом
772,Ende::N,capo,gals
773,Ende::N,capo,uzgalis
774,Ende::N,estremità,пом
775,Ende::N,estremità,gals
776,Ende::N,estremità,uzgalis
777,Loch::N,buco,розь
778,Loch::N,buco,caurums
779,Winkel::N,àngolo,пельӧс
780,Winkel::N,àngolo,leņķis
781,Muster::N,disegno,сер
782,Muster::N,disegno,piemērs
783,Größe::N,taglia,ыджда
784,Größe::N,taglia,lielums
785,Größe::N,grandezza,ыджда
786,Größe::N,grandezza,lielums
787,Länge::N,lunghezza,кузьта
788,Länge::N,lunghezza,garums
789,Höhe::N,altezza,джуджда
790,Höhe::N,altezza,augstums
791,Gewicht::N,peso,сьӧкта
792,Gewicht::N,peso,сьӧкталун
793,Gewicht::N,peso,svars
794,Gewicht::N,peso,smagums
795,Menge::N,quantità,лун
796,Menge::N,quantità,числӧ
797,Menge::N,quantità,masa
798,Menge::N,quantità,daudzums
799,Haufen::N,cùmulo,чукӧр
800,Haufen::N,cùmulo,čupa
801,Haufen::N,cùmulo,grēda
802,Haufen::N,cùmulo,kaudze
803,Haufen::N,mucchio,чукӧр
804,Haufen::N,mucchio,čupa
