,Concept_ID,be,nl
218,Frau::N,жанчына,vrouw
219,Kind::N,дзіця,kind
220,Junge::N,хлопчык,jongen
221,Mädchen::N,дзяўчынка,meisje
222,Familie::N,сямʼя,gezin
223,Familie::N,сямʼя,familie
224,Großvater::N,дзядуля,grootvader
225,Großmutter::N,бабуля,grootmoeder
226,Eltern::N,бацькі,ouders
227,Vater::N,бацька,vader
228,Mutter::N,маці,moeder
229,Sohn::N,сын,zoon
230,Tochter::N,дачка,dochter
231,Bruder::N,брат,broer
232,Bruder::N,брат,broeder
233,Schwester::N,сястра,zus
234,Schwester::N,сястра,zuster
235,Onkel::N,дзядзька,oom
236,Tante::N,цётка,tante
237,Ehemann::N,муж,echtgenoot
238,Ehefrau::N,жонка,echtgenote
239,Freude::N,радасць,vreugde
240,Gelächter::N,смех,gelach
241,Glück::N,шчасце,geluk
242,Kummer::N,гора,verdriet
243,Wunsch::N,жаданне,wens
244,Wunsch::N,жаданне,verlangen
245,Lust::N,цяга,zin
246,Lust::N,цяга,lust
247,Geist::N,дух,geest
248,Gedanke::N,думка,gedachte
249,Gedächtnis::N,памяць,geheugen
250,Verstand::N,розум,verstand
251,Sinn::N,сэнс,betekenis
252,Grund::N,зачэпка,reden
253,Wahrheit::N,праўда,waarheid
254,Gespräch::N,размова,gesprek
255,Märchen::N,казка,sprookje
256,Erzählung::N,расказ,verhaal
257,Erzählung::N,апавяданне,verhaal
258,Nachricht::N,вестка,tijding
259,Nachricht::N,паведамленне,tijding
260,Neuigkeit::N,навіна,nieuws
261,Neuigkeit::N,навіна,nieuwtje
262,Name::N,імя,naam
263,Rätsel::N,загадка,raadsel
264,Rede::N,прамова,rede
265,Sprache::N,мова,taal
266,Stimme::N,голас,stem
267,Wort::N,слова,woord
268,Zeichen::N,знак,teken
269,Ruf::N,кліч,roep
270,Lärm::N,шум,lawaai
271,Laut::N,гук,klank
272,Laut::N,гук,geluid
273,Ton::N,гучанне,toon
274,Ton::N,гучанне,klank
275,Lied::N,песня,lied
276,Ruhe::N,спакой,rust
277,Ruhe::N,спакой,stilte
278,Leute::N,людзі,lui
279,Leute::N,людзі,mensen
280,Volk::N,народ,volk
281,Arbeit::N,праца,werk
282,Arbeit::N,праца,arbeid
283,Arbeit::N,работа,werk
284,Arbeit::N,работа,arbeid
285,Gast::N,госць,gast
286,Geschenk::N,падарунак,cadeau
287,Geschenk::N,падарунак,geschenk
288,Spiel::N,гульня,spel
289,Gesellschaft::N,таварыства,gezelschap
290,Hilfe::N,дапамога,hulp
291,Freund::N,друг,vriend
292,Freund::N,сябар,vriend
293,Kamerad::N,прыяцель,maat
294,Kamerad::N,прыяцель,metgezel
295,Angelegenheit::N,справа,zaak
296,Angelegenheit::N,справа,aangelegenheid
297,Anzahl::N,колькасць,tal
298,Anzahl::N,колькасць,aantal
299,Art::N,від,slag
300,Art::N,від,soort
301,Stück::N,кусок,stuk
302,Stück::N,кавалак,stuk
303,Teil::N,частка,deel
304,Hälfte::N,палова,helft
305,Hälfte::N,палавіна,helft
306,Kreis::N,круг,kring
307,Kreis::N,круг,cirkel
308,Kreuz::N,крыж,kruis
309,Linie::N,лінія,lijn
310,Strich::N,рыса,haal
311,Strich::N,рыса,streep
312,Abstand::N,прамежак,afstand
313,Entfernung::N,адлегласць,afstand
314,Gegend::N,мясцовасць,streek
315,Platz::N,месца,ruimte
316,Ort::N,месца,oord
317,Ort::N,месца,plaats
318,Seite::N,бок,zij
319,Seite::N,бок,kant
320,Seite::N,бок,zijde
321,Mitte::N,сярэдзіна,midden
322,Gegenstand::N,прадмет,voorwerp
323,Sache::N,рэч,zaak
324,Rand::N,край,rand
325,Rand::N,край,boord
326,Kante::N,руб,kant
327,Kante::N,кант,kant
328,Ecke::N,вугал,hoek
329,Spitze::N,кончык,punt
330,Spitze::N,кончык,spits
331,Ende::N,канец,einde
332,Ende::N,канец,uiteinde
333,Loch::N,дзірка,gat
334,Winkel::N,вугал,hoek
335,Muster::N,узор,dessin
336,Muster::N,узор,patroon
337,Größe::N,памер,grootte
338,Länge::N,даўжыня,lengte
339,Höhe::N,вышыня,hoogte
340,Gewicht::N,вага,gewicht
341,Menge::N,колькасць,hoeveelheid
342,Haufen::N,куча,hoop
343,Reihe::N,рад,rij
344,Reihe::N,рад,reeks
345,Boot::N,лодка,boot
346,Ruder::N,вясло,roeiriem
347,Schlitten::N,сані,slee
348,Schlitten::N,сані,slede
349,Ski::N,лыжа,ski
350,Lagerfeuer::N,вогнішча,kampvuur
351,Last::N,цяжар,last
352,Last::N,цяжар,vracht
353,Gang::N,ход,wandeling
354,Schritt::N,шаг,stap
355,Schritt::N,шаг,schrede
356,Schritt::N,крок,stap
357,Schritt::N,крок,schrede
358,Norden::N,поўнач,noorden
359,Süden::N,поўдзень,zuiden
360,Westen::N,захад,westen
361,Osten::N,усход,oosten
362,Holz::N,дрэва,hout
363,Holz::N,драўніна,hout
364,Brett::N,дошка,plank
365,Platte::N,пліта,plaat
366,Stütze::N,падпорка,stut
367,Stütze::N,падпорка,steun
368,Stange::N,жэрдка,stang
369,Stock::N,палка,stok
370,Stab::N,шост,staf
371,Rohr::N,труба,pijp
372,Haus::N,дом,huis
373,Heim::N,дом,tehuis
374,Heim::N,хата,tehuis
375,Ofen::N,печ,kachel
376,Fußboden::N,падлога,vloer
377,Tisch::N,стол,tafel
378,Stuhl::N,стул,stoel
379,Stuhl::N,крэсла,stoel
380,Wiege::N,калыска,wieg
381,Bett::N,ложак,bed
382,Bett::N,пасцель,bed
383,Regal::N,паліца,rek
384,Kiste::N,скрынка,kist
385,Fenster::N,акно,raam
386,Fenster::N,акно,venster
387,Tür::N,дзверы,deur
388,Tor::N,вароты,poort
389,Zaun::N,агароджа,omheining
390,Dach::N,дах,dak
391,Leiter::N,лесвіца,ladder
392,Besen::N,мятла,bezem
393,Spaten::N,лапата,schop
394,Spaten::N,жалязняк,schop
395,Schaufel::N,шуфлік,schep
396,Schaufel::N,лапатка,schep
397,Gabel::N,відэлец,vork
398,Löffel::N,лыжка,lepel
399,Messer::N,нож,mes
400,Nagel::N,цвік,spijker
401,Netz::N,сетка,net
402,Haken::N,крук,haak
403,Griff::N,ручка,handvat
404,Schloss::N,замок,slot
405,Bild::N,карціна,beeld
406,Figur::N,фігура,figuur
407,Puppe::N,лялька,pop
408,Beutel::N,мяшок,zak
409,Beutel::N,мяшок,buidel
410,Bündel::N,вязка,pak
411,Bündel::N,вязка,bundel
412,Tasche::N,торба,tas
413,Eimer::N,вядро,emmer
414,Deckel::N,накрыўка,deksel
415,Geschirr::N,пасуда,vaatwerk
416,Sack::N,мех,zak
417,Tasse::N,кубак,kop
418,Topf::N,каструля,pan
419,Kessel::N,кацёл,ketel
420,Essen::N,ежа,eten
421,Nahrung::N,харч,voedsel
422,Speise::N,страва,spijs
423,Fleisch::N,мяса,vlees
424,Getreide::N,збожжа,graan
425,Brei::N,каша,pap
426,Brei::N,каша,brij
427,Brot::N,хлеб,brood
428,Scheibe::N,луста,plak
429,Scheibe::N,луста,snede
430,Scheibe::N,скібка,plak
431,Scheibe::N,скібка,snede
432,Fett::N,тлушч,vet
433,Butter::N,масла,boter
434,Öl::N,алей,olie
435,Salz::N,соль,zout
436,Suppe::N,суп,soep
437,Honig::N,мёд,honing
438,Milch::N,малако,melk
439,Tee::N,чай,thee
440,Tee::N,гарбата,thee
441,Leder::N,скура,leer
442,Leder::N,скура,leder
443,Wolle::N,воўна,wol
444,Stoff::N,тканіна,stof
445,Nadel::N,іголка,naald
446,Faden::N,нітка,draad
447,Knopf::N,гузік,knoop
448,Knoten::N,вузел,knoop
449,Farbe::N,фарба,verf
450,Kleidung::N,адзенне,kledij
451,Kleidung::N,адзенне,kleding
452,Hemd::N,кашуля,hemd
453,Kragen::N,каўнер,kraag
454,Ärmel::N,рукаў,mouw
455,Hose::N,штаны,broek
456,Hose::N,штаны,pantalon
457,Gürtel::N,пояс,riem
458,Gürtel::N,пояс,gordel
459,Mütze::N,шапка,muts
460,Schuh::N,чаравік,schoen
461,Stiefel::N,бот,laars
462,Ring::N,кольца,ring
463,Band::N,стужка,lint
464,Kamm::N,расчоска,kam
465,Spiegel::N,люстра,spiegel
466,Riemen::N,рэмень,riem
467,Schnur::N,вяроўка,koord
468,Leine::N,павадок,lijn
469,Decke::N,коўдра,deken
470,Kissen::N,падушка,kussen
471,Tuch::N,хустка,doek
472,Handtuch::N,ручнік,handdoek
473,Kraft::N,сіла,kracht
474,Stärke::N,моц,sterkte
475,Gesundheit::N,здароўе,gezondheid
476,Krankheit::N,хвароба,ziekte
477,Schmerz::N,боль,pijn
478,Wunde::N,рана,wond
479,Fieber::N,гарачка,koorts
480,Fieber::N,ліхаманка,koorts
481,Arznei::N,лекі,medicament
482,Arznei::N,лекі,geneesmiddel
483,Brücke::N,мост,brug
484,Brunnen::N,калодзеж,put
485,Brunnen::N,калодзеж,bron
486,Weide::N,паша,wei
487,Weide::N,паша,weide
488,Pfad::N,сцежка,pad
489,Weg::N,шлях,weg
490,Weg::N,дарога,weg
491,Straße::N,вуліца,baan
492,Straße::N,вуліца,straat
493,Dorf::N,вёска,dorp
494,Stadt::N,горад,stad
495,Brief::N,ліст,brief
496,Brief::N,пісьмо,brief
497,Buch::N,кніга,boek
498,Buchstabe::N,літара,letter
499,Zeitung::N,газета,krant
500,Zeitung::N,газета,dagblad
501,Leben::N,жыццё,leven
502,Tod::N,смерць,dood
503,Grab::N,магіла,graf
504,Kirche::N,касцёл,kerk
505,Kirche::N,царква,kerk
506,Sünde::N,грэх,zonde
507,Gott::N,бог,god
508,Arbeiter::N,рабочы,arbeider
509,Chef::N,начальнік,chef
510,Meister::N,майстар,meester
511,Arzt::N,урач,arts
512,Arzt::N,урач,dokter
513,Lehrer::N,настаўнік,leraar
514,Lehrer::N,настаўнік,onderwijzer
515,Geld::N,грошы,geld
516,Geschäft::N,заняцце,zaak
517,Laden::N,крама,winkel
518,Laden::N,магазін,winkel
519,Preis::N,цана,prijs
520,Ware::N,тавар,waar
521,Nutzen::N,выгада,nut
522,Nutzen::N,выгада,voordeel
523,Reichtum::N,багацце,rijkdom
524,Welt::N,свет,wereld
525,Land::N,краіна,land
526,Staat::N,дзяржава,staat
527,König::N,кароль,koning
528,Macht::N,улада,macht
529,Grenze::N,граніца,grens
530,Krieg::N,вайна,oorlog
531,Feind::N,вораг,vijand
532,Gewalt::N,насілле,geweld
533,Kampf::N,барацьба,strijd
534,Kampf::N,барацьба,gevecht
535,Bogen[Waffe]::N,лук,boog
536,Pfeil::N,страла,pijl
537,Gewehr::N,ружжо,geweer
538,Fehler::N,памылка,fout
539,Lüge::N,хлусня,leugen
540,Schaden::N,шкода,schade
541,Unglück::N,ліха,tegenspoed
542,Unglück::N,бядота,tegenspoed
543,Schuld::N,віна,schuld
544,Alter::N,узрост,leeftijd
545,Schluss::N,канец,slot
546,Zeit::N,час,tijd
547,Tag::N,дзень,dag
548,Morgen::N,ранак,morgen
549,Morgen::N,ранак,ochtend
550,Morgen::N,раніца,morgen
551,Morgen::N,раніца,ochtend
552,Mittag::N,паўдня,middag
553,Mittag::N,поўдзень,middag
554,Abend::N,вечар,avond
555,Nacht::N,ноч,nacht
556,Woche::N,тыдзень,week
557,Monat::N,месяц,maand
558,Jahr::N,год,jaar
559,Frühling::N,вясна,lente
560,Frühling::N,вясна,voorjaar
561,Sommer::N,лета,zomer
562,Herbst::N,восень,herfst
563,Winter::N,зіма,winter
564,Januar::N,студзень,januari
565,Februar::N,люты,februari
566,März::N,сакавік,maart
567,April::N,красавік,april
568,Mai::N,май,mei
569,Mai::N,травень,mei
570,Juni::N,чэрвень,juni
571,Juli::N,ліпень,juli
572,August::N,жнівень,augustus
573,September::N,верасень,september
574,Oktober::N,кастрычнік,oktober
575,November::N,лістапад,november
576,Dezember::N,снежань,december
577,Montag::N,панядзелак,maandag
578,Dienstag::N,аўторак,dinsdag
579,Mittwoch::N,серада,woensdag
580,Donnerstag::N,чацвер,donderdag
581,Freitag::N,пятніца,vrijdag
582,Samstag::N,субота,zaterdag
583,Sonntag::N,нядзеля,zondag
584,groß::A,вялікі,groot
585,klein::A,маленькі,klein
586,lang::A,доўгі,lang
587,kurz::A,кароткі,kort
588,breit::A,шырокі,breed
589,schmal::A,вузкі,smal
590,dicht::A,густы,dicht
591,dick[Gegenstand]::A,тоўсты,dik
592,dünn::A,тонкі,dun
593,fein::A,тонкі,fijn
594,fest::A,моцны,vast
595,flach::A,плоскі,plat
596,glatt::A,гладкі,glad
597,hart::A,цвёрды,hard
598,weich::A,мяккі,week
599,rund::A,круглы,rond
600,spitz::A,спічасты,spits
601,spitz::A,спічасты,puntig
602,spitz::A,востраканцовы,spits
603,spitz::A,востраканцовы,puntig
604,scharf::A,востры,scherp
605,stumpf::A,тупы,stomp
606,schwer::A,цяжкі,zwaar
607,schön::A,прыгожы,mooi
608,schön::A,прыгожы,fraai
609,heiß::A,гарачы,heet
610,warm::A,цёплы,warm
611,kalt::A,холадны,koud
612,kühl::A,халаднаваты,koel
613,frisch::A,свежы,fris
614,feucht::A,вільготны,vochtig
615,nass::A,мокры,nat
616,trocken::A,сухі,droog
617,voll::A,поўны,vol
618,leer::A,пусты,leeg
619,offen::A,адкрыты,open
620,offen::A,адчынены,open
621,geschlossen::A,закрыты,gesloten
622,geschlossen::A,зачынены,gesloten
623,sauber::A,чысты,net
624,sauber::A,чысты,schoon
625,schmutzig::A,брудны,vuil
626,roh::A,сыры,rauw
627,reif::A,спелы,rijp
628,lecker::A,смачны,lekker
629,süß::A,салодкі,zoet
630,bitter::A,горкі,bitter
631,sauer::A,кіслы,zuur
632,hell::A,светлы,licht
633,hell::A,светлы,helder
634,dunkel::A,цёмны,donker
635,schwarz::A,чорны,zwart
636,weiß::A,белы,wit
637,rot::A,чырвоны,rood
638,gelb::A,жоўты,geel
639,blau::A,сіні,blauw
640,grün::A,зялёны,groen
641,grau::A,шэры,grijs
642,bunt::A,пяресты,bont
643,billig::A,танны,goedkoop
644,teuer::A,дарагі,duur
645,wertvoll::A,цэнны,kostbaar
646,wertvoll::A,цэнны,waardevol
647,wertvoll::A,каштоўны,kostbaar
648,wertvoll::A,каштоўны,waardevol
649,blind::A,сляпы,blind
650,taub::A,глухі,doof
651,kräftig::A,магутны,krachtig
652,stark::A,сільны,sterk
653,schwach::A,слабы,zwak
654,fett::A,тлусты,vet
655,schlank::A,стройны,slank
656,hübsch::A,чароўны,leuk
657,böse::A,злы,kwaad
658,dumm::A,дурны,dom
659,faul::A,лянівы,lui
660,fleißig::A,руплівы,vlijtig
661,geizig::A,прагны,gierig
662,klug::A,разумны,slim
663,klug::A,разумны,schrander
664,klug::A,разумны,verstandig
665,geschickt::A,умелы,handig
666,geschickt::A,умелы,vaardig
667,lieb::A,мілы,lief
668,lustig::A,вясёлы,vrolijk
669,sanft::A,ласкавы,zacht
670,hungrig::A,галодны,hongerig
671,krank::A,хворы,ziek
672,nackt::A,голы,naakt
673,traurig::A,сумны,treurig
674,traurig::A,сумны,bedroefd
675,lebendig::A,жывы,levend
676,gut::A,добры,goed
677,schlecht::A,кепскі,slecht
678,richtig::A,правільны,juist
679,schlimm::A,агідны,erg
680,schlimm::A,агідны,kwaad
681,wahr::A,сапраўдны,waar
682,alt::A,стары,oud
683,neu::A,новы,nieuw
684,ehemalig::A,былы,voormalig
685,alt[Lebewesen]::A,стары,oud
686,jung::A,малады,jong
687,arm::A,бедны,arm
688,reich::A,багаты,rijk
689,bekannt::A,знаёмы,bekend
690,berühmt::A,славуты,beroemd
691,fremd::A,чужы,vreemd
692,verschieden::A,розны,verscheiden
693,verschieden::A,розны,verschillend
694,nah::A,блізкі,nabij
695,nah::A,блізкі,nabijgelegen
696,fern::A,далёкі,ver
697,linker::A,левы,linker
698,rechter::A,правы,rechter
699,anderer::A,іншы,andere
700,anderer::A,другі,andere
701,erster::A,першы,eerste
702,zweiter::A,другі,tweede
703,dritter::A,трэці,derde
704,letzter::A,апошні,laatste
705,allein::ADV,сам,alleen
706,allein::ADV,адзін,alleen
707,auf einmal::ADV,адразу,ineens
708,auf einmal::ADV,адразу,tegelijk
709,zusammen::ADV,разам,samen
710,zusammen::ADV,разам,bijeen
711,lange::ADV,доўга,lang
712,plötzlich::ADV,раптам,eensklaps
713,plötzlich::ADV,раптам,plotsklaps
714,sofort::ADV,зараз,terstond
715,sofort::ADV,зараз,aanstonds
716,sofort::ADV,зараз,onmiddelijk
717,später::ADV,пазней,later
718,jetzt::ADV,цяпер,nu
719,jetzt::ADV,цяпер,nou
720,jetzt::ADV,цяпер,thans
721,heute::ADV,сёння,heden
722,heute::ADV,сёння,vandaag
723,morgen::ADV,заўтра,morgen
724,bald::ADV,хутка,gauw
725,bald::ADV,хутка,weldra
726,bald::ADV,неўзабаве,gauw
727,bald::ADV,неўзабаве,weldra
728,dann::ADV,потым,dan
729,dann::ADV,потым,toen
730,gestern::ADV,учора,gisteren
731,einst::ADV,аднойчы,eens
732,damals::ADV,тады,toen
733,damals::ADV,тады,destijds
734,danach::ADV,затым,daarna
735,vorher::ADV,раней,vooraf
736,vorher::ADV,раней,van tevoren
737,zuerst::ADV,спярша,eerst
738,zuerst::ADV,спярша,het eerst
739,zuerst::ADV,спачатку,eerst
740,zuerst::ADV,спачатку,het eerst
741,einmal::ADV,адзін раз,eens
742,einmal::ADV,адзін раз,eenmaal
743,manchmal::ADV,часам,soms
744,oft::ADV,часта,vaak
745,oft::ADV,часта,dikwijls
746,immer::ADV,заўсёды,altijd
747,niemals::ADV,ніколі,nooit
748,hier::ADV,тут,hier
749,hierhin::ADV,сюды,hierheen
750,von hier::ADV,адсюль,van hier
751,von hier::ADV,адсюль,hiervandaan
752,von hier::ADV,адгэтуль,van hier
753,von hier::ADV,адгэтуль,hiervandaan
754,dort::ADV,там,daar
755,dort::ADV,там,ginds
756,dorthin::ADV,туды,daarheen
757,geradeaus::ADV,прама,rechtuit
758,geradeaus::ADV,прама,rechtdoor
759,vorwärts::ADV,наперад,vooruit
760,vorwärts::ADV,наперад,voorwaarts
761,rückwärts::ADV,назад,achteruit
762,rückwärts::ADV,назад,achterwaarts
763,zurück::ADV,назад,terug
764,unten::ADV,унізе,beneden
765,unten::ADV,унізе,onderaan
766,hinab::ADV,уніз,omlaag
767,hinab::ADV,уніз,naar beneden
768,oben::ADV,угары,boven
769,oben::ADV,наверсе,boven
770,hinauf::ADV,угару,omhoog
771,hinauf::ADV,угару,naar boven
772,überall::ADV,усюды,alom
773,überall::ADV,усюды,overal
774,nicht::ADV,не,niet
775,ein wenig::ADV,трошкі,wat
776,kaum::ADV,ледзьве,amper
777,kaum::ADV,ледзьве,nauwelijks
778,sehr::ADV,вельмі,erg
779,sehr::ADV,вельмі,zeer
780,so::ADV,так,zo
781,noch::ADV,яшчэ,nog
782,nur::ADV,толькі,maar
783,nur::ADV,толькі,alleen
784,schon::ADV,ужо,al
785,schon::ADV,ужо,reeds
786,wieder::ADV,зноў,weer
787,wieder::ADV,зноў,terug
788,vergebens::ADV,дарма,vergeefs
789,vergebens::ADV,дарма,tevergeefs
790,vergebens::ADV,дарэмна,vergeefs
791,vergebens::ADV,дарэмна,tevergeefs
792,vor::PRP,перад,voor
793,hinter::PRP,за,achter
794,hinter::PRP,ззаду,achter
795,unter::PRP,пад,onder
796,unter::PRP,пад,beneden
797,durch::PRP,праз,door
798,neben::PRP,каля,naast
799,zwischen::PRP,між,tussen
800,zwischen::PRP,паміж,tussen
801,wegen::PRP,з-за,wegens
802,wegen::PRP,з-за,vanwege
803,dies::PRN,гэта,dit
804,das::PRN,тое,dat
805,alles::PRN,усё,alles
806,ich::PRN,я,ik
807,du::PRN,ты,je
808,du::PRN,ты,jij
809,er::PRN,ён,hij
810,wir::PRN,мы,we
811,wir::PRN,мы,wij
812,ihr::PRN,вы,jullie
813,sie::PRN,яны,ze
814,sie::PRN,яны,zij
815,was::FPRN,што,wat
816,wer::FPRN,хто,wie
817,wo::FADV,дзе,waar
818,wohin::FADV,куды,waarheen
819,wie::FADV,як,hoe
820,warum::FADV,чаму,waarom
821,wieviel::FNUM,колькі,hoeveel
822,eins::NUM,адзін,één
823,zwei::NUM,два,twee
824,drei::NUM,тры,drie
825,vier::NUM,чатыры,vier
826,fünf::NUM,пяць,vijf
827,sechs::NUM,шесць,zes
828,sieben::NUM,сем,zeven
829,acht::NUM,восем,acht
830,neun::NUM,дзевяць,negen
831,zehn::NUM,дзесяць,tien
832,elf::NUM,адзінаццаць,elf
833,zwölf::NUM,дванаццаць,twaalf
834,zwanzig::NUM,дваццаць,twintig
835,dreißig::NUM,трыццаць,dertig
836,vierzig::NUM,сорак,veertig
