,Concept_ID,nl,uk
280,Arbeit::N,arbeid,робота
281,Gast::N,gast,гість
282,Geschenk::N,cadeau,подарунок
283,Geschenk::N,geschenk,подарунок
284,Spiel::N,spel,гра
285,Gesellschaft::N,gezelschap,товариство
286,Hilfe::N,hulp,допомога
287,Freund::N,vriend,друг
288,Freund::N,vriend,приятель
289,Kamerad::N,maat,товариш
290,Kamerad::N,metgezel,товариш
291,Angelegenheit::N,zaak,справа
292,Angelegenheit::N,aangelegenheid,справа
293,Anzahl::N,tal,число
294,Anzahl::N,aantal,число
295,Art::N,slag,рід
296,Art::N,soort,рід
297,Stück::N,stuk,кусок
298,Teil::N,deel,частина
299,Hälfte::N,helft,половина
300,Kreis::N,kring,круг
301,Kreis::N,kring,коло
302,Kreis::N,cirkel,круг
303,Kreis::N,cirkel,коло
304,Kreuz::N,kruis,хрест
305,Linie::N,lijn,лінія
306,Strich::N,haal,штрих
307,Strich::N,streep,штрих
308,Abstand::N,afstand,проміжок
309,Entfernung::N,afstand,відстань
310,Gegend::N,streek,місцевість
311,Platz::N,ruimte,площа
312,Ort::N,oord,місце
313,Ort::N,plaats,місце
314,Seite::N,zij,сторона
315,Seite::N,kant,сторона
316,Seite::N,zijde,сторона
317,Mitte::N,midden,середина
318,Gegenstand::N,voorwerp,предмет
319,Sache::N,zaak,річ
320,Rand::N,rand,край
321,Rand::N,boord,край
322,Kante::N,kant,ребро
323,Ecke::N,hoek,ріг
324,Spitze::N,punt,кінчик
325,Spitze::N,spits,кінчик
326,Ende::N,einde,кінець
327,Ende::N,uiteinde,кінець
328,Loch::N,gat,діра
329,Winkel::N,hoek,куток
330,Muster::N,dessin,узор
331,Muster::N,patroon,узор
332,Größe::N,grootte,розмір
333,Länge::N,lengte,довжина
334,Höhe::N,hoogte,висота
335,Gewicht::N,gewicht,вага
336,Menge::N,hoeveelheid,кількість
337,Haufen::N,hoop,купа
338,Reihe::N,rij,ряд
339,Reihe::N,reeks,ряд
340,Boot::N,boot,човен
341,Ruder::N,roeiriem,весло
342,Schlitten::N,slee,сани
343,Schlitten::N,slede,сани
344,Ski::N,ski,лижа
345,Lagerfeuer::N,kampvuur,вогнище
346,Last::N,last,тягар
347,Last::N,last,вантаж
348,Last::N,vracht,тягар
349,Last::N,vracht,вантаж
350,Gang::N,wandeling,хід
351,Schritt::N,stap,крок
352,Schritt::N,schrede,крок
353,Norden::N,noorden,північ
354,Süden::N,zuiden,південь
355,Westen::N,westen,захід
356,Osten::N,oosten,схід
357,Holz::N,hout,дрова
358,Brett::N,plank,дошка
359,Platte::N,plaat,плита
360,Stütze::N,stut,підпірка
361,Stütze::N,steun,підпірка
362,Stange::N,stang,жердина
363,Stock::N,stok,палиця
364,Stab::N,staf,палиця
365,Rohr::N,pijp,труба
366,Haus::N,huis,дім
367,Haus::N,huis,хата
368,Heim::N,tehuis,житло
369,Ofen::N,kachel,піч
370,Fußboden::N,vloer,підлога
371,Tisch::N,tafel,стіл
372,Stuhl::N,stoel,стілець
373,Wiege::N,wieg,колиска
374,Bett::N,bed,ліжко
375,Bett::N,bed,постіль
376,Regal::N,rek,полиця
377,Kiste::N,kist,ящик
378,Fenster::N,raam,вікно
379,Fenster::N,venster,вікно
380,Tür::N,deur,двері
381,Tor::N,poort,ворота
382,Zaun::N,omheining,паркан
383,Zaun::N,omheining,огорожа
384,Dach::N,dak,дах
385,Leiter::N,ladder,драбина
386,Besen::N,bezem,мітла
387,Spaten::N,schop,заступ
388,Schaufel::N,schep,совок
389,Schaufel::N,schep,лопата
390,Gabel::N,vork,виделка
391,Löffel::N,lepel,ложка
392,Messer::N,mes,ніж
393,Nagel::N,spijker,цвях
394,Netz::N,net,сіть
395,Haken::N,haak,крюк
396,Griff::N,handvat,ручка
397,Griff::N,handvat,держак
398,Schloss::N,slot,замок
399,Bild::N,beeld,картина
400,Figur::N,figuur,фігура
401,Puppe::N,pop,лялька
402,Beutel::N,zak,мішечок
403,Beutel::N,zak,торбинка
404,Beutel::N,buidel,мішечок
405,Beutel::N,buidel,торбинка
406,Bündel::N,pak,в’язка
407,Bündel::N,bundel,в’язка
408,Tasche::N,tas,сумка
409,Eimer::N,emmer,відро
410,Deckel::N,deksel,кришка
411,Geschirr::N,vaatwerk,посуд
412,Sack::N,zak,мішок
413,Tasse::N,kop,чашка
414,Topf::N,pan,горщик
415,Kessel::N,ketel,котел
416,Essen::N,eten,їжа
417,Nahrung::N,voedsel,харч
418,Speise::N,spijs,страва
419,Fleisch::N,vlees,м’ясо
420,Getreide::N,graan,хліб
421,Getreide::N,graan,збіжжя
422,Brei::N,pap,каша
423,Brei::N,brij,каша
424,Brot::N,brood,хліб
425,Scheibe::N,plak,скибочка
426,Scheibe::N,snede,скибочка
427,Fett::N,vet,жир
428,Butter::N,boter,масло
429,Öl::N,olie,олія
430,Salz::N,zout,сіль
431,Suppe::N,soep,суп
432,Honig::N,honing,мед
433,Milch::N,melk,молоко
434,Tee::N,thee,чай
435,Leder::N,leer,шкіра
436,Leder::N,leder,шкіра
437,Wolle::N,wol,шерсть
438,Stoff::N,stof,тканина
439,Nadel::N,naald,голка
440,Faden::N,draad,нитка
441,Knopf::N,knoop,ґудзик
442,Knoten::N,knoop,вузол
443,Farbe::N,verf,фарба
444,Kleidung::N,kledij,одяг
445,Kleidung::N,kledij,убрання
446,Kleidung::N,kleding,одяг
447,Kleidung::N,kleding,убрання
448,Hemd::N,hemd,сорочка
449,Kragen::N,kraag,комір
450,Ärmel::N,mouw,рукав
451,Hose::N,broek,брюки
452,Hose::N,pantalon,брюки
453,Gürtel::N,riem,пояс
454,Gürtel::N,gordel,пояс
455,Mütze::N,muts,шапка
456,Schuh::N,schoen,ботинок
457,Stiefel::N,laars,чобіт
458,Ring::N,ring,кільце
459,Band::N,lint,стрічка
460,Kamm::N,kam,гребінець
461,Spiegel::N,spiegel,дзеркало
462,Riemen::N,riem,ремінь
463,Schnur::N,koord,вірьовка
464,Leine::N,lijn,шворка
465,Decke::N,deken,ковдра
466,Kissen::N,kussen,подушка
467,Tuch::N,doek,хустка
468,Handtuch::N,handdoek,рушник
469,Kraft::N,kracht,сила
470,Stärke::N,sterkte,сила
471,Gesundheit::N,gezondheid,здоров’я
472,Krankheit::N,ziekte,хвороба
473,Schmerz::N,pijn,біль
474,Wunde::N,wond,рана
475,Fieber::N,koorts,гарячка
476,Arznei::N,medicament,ліки
477,Arznei::N,geneesmiddel,ліки
478,Brücke::N,brug,міст
479,Brunnen::N,put,колодязь
480,Brunnen::N,bron,колодязь
481,Weide::N,wei,пасовище
482,Weide::N,weide,пасовище
483,Pfad::N,pad,стежка
484,Weg::N,weg,шлях
485,Weg::N,weg,дорога
486,Straße::N,baan,вулиця
487,Straße::N,straat,вулиця
488,Dorf::N,dorp,село
489,Stadt::N,stad,місто
490,Brief::N,brief,лист
491,Buch::N,boek,книга
492,Buch::N,boek,книжка
493,Buchstabe::N,letter,буква
494,Buchstabe::N,letter,літера
495,Zeitung::N,krant,газета
496,Zeitung::N,dagblad,газета
497,Leben::N,leven,життя
498,Tod::N,dood,смерть
499,Grab::N,graf,могила
500,Kirche::N,kerk,церква
501,Sünde::N,zonde,гріх
502,Gott::N,god,бог
503,Arbeiter::N,arbeider,робітник
504,Chef::N,chef,хазяїн
505,Meister::N,meester,умілець
506,Arzt::N,arts,лікар
507,Arzt::N,dokter,лікар
508,Lehrer::N,leraar,вчитель
509,Lehrer::N,onderwijzer,вчитель
510,Geld::N,geld,гроші
511,Geschäft::N,zaak,заняття
512,Laden::N,winkel,магазин
513,Laden::N,winkel,крамниця
514,Preis::N,prijs,ціна
515,Ware::N,waar,товар
516,Nutzen::N,nut,вигода
517,Nutzen::N,nut,користь
518,Nutzen::N,voordeel,вигода
519,Nutzen::N,voordeel,користь
520,Reichtum::N,rijkdom,багатство
521,Welt::N,wereld,світ
522,Land::N,land,країна
523,Staat::N,staat,держава
524,König::N,koning,король
525,Macht::N,macht,влада
526,Grenze::N,grens,кордон
527,Krieg::N,oorlog,війна
528,Feind::N,vijand,ворог
529,Gewalt::N,geweld,насильство
530,Kampf::N,strijd,бій
531,Kampf::N,strijd,боротьба
532,Kampf::N,gevecht,бій
533,Kampf::N,gevecht,боротьба
534,Bogen[Waffe]::N,boog,лук
535,Pfeil::N,pijl,стріла
536,Gewehr::N,geweer,рушниця
537,Gewehr::N,geweer,гвинтівка
538,Fehler::N,fout,помилка
539,Lüge::N,leugen,брехня
540,Schaden::N,schade,шкода
541,Schaden::N,schade,збиток
542,Unglück::N,tegenspoed,нещастя
543,Schuld::N,schuld,провина
544,Alter::N,leeftijd,вік
545,Alter::N,leeftijd,літа
546,Schluss::N,slot,кінець
547,Zeit::N,tijd,час
548,Tag::N,dag,день
549,Morgen::N,morgen,ранок
550,Morgen::N,ochtend,ранок
551,Mittag::N,middag,південь
552,Abend::N,avond,вечір
553,Nacht::N,nacht,ніч
554,Woche::N,week,тиждень
555,Monat::N,maand,місяць
556,Jahr::N,jaar,рік
557,Frühling::N,lente,весна
558,Frühling::N,voorjaar,весна
559,Sommer::N,zomer,літо
560,Herbst::N,herfst,осінь
561,Winter::N,winter,зима
562,Januar::N,januari,січень
563,Februar::N,februari,лютий
564,März::N,maart,березень
565,April::N,april,квітень
566,Mai::N,mei,травень
567,Juni::N,juni,червень
568,Juli::N,juli,липень
569,August::N,augustus,серпень
570,September::N,september,вересень
571,Oktober::N,oktober,жовтень
572,November::N,november,листопад
573,Dezember::N,december,грудень
574,Montag::N,maandag,понеділок
575,Dienstag::N,dinsdag,вівторок
576,Mittwoch::N,woensdag,середа
577,Donnerstag::N,donderdag,четвер
578,Freitag::N,vrijdag,п’ятниця
579,Samstag::N,zaterdag,субота
580,Sonntag::N,zondag,неділя
581,groß::A,groot,великий
582,klein::A,klein,малий
583,klein::A,klein,маленький
584,lang::A,lang,довгий
585,kurz::A,kort,короткий
586,breit::A,breed,широкий
587,schmal::A,smal,вузький
588,dicht::A,dicht,густий
589,dick[Gegenstand]::A,dik,товстий
590,dünn::A,dun,тонкий
591,fein::A,fijn,дрібний
592,fest::A,vast,міцний
593,flach::A,plat,плоский
594,glatt::A,glad,рівний
595,glatt::A,glad,гладенький
596,hart::A,hard,твердий
597,weich::A,week,м’який
598,rund::A,rond,круглий
599,spitz::A,spits,гострокінцевий
600,spitz::A,puntig,гострокінцевий
601,scharf::A,scherp,гострий
602,stumpf::A,stomp,тупий
603,schwer::A,zwaar,важкий
604,schön::A,mooi,вродливий
605,schön::A,fraai,вродливий
606,heiß::A,heet,жаркий
607,heiß::A,heet,гарячий
608,warm::A,warm,теплий
609,kalt::A,koud,холодний
610,kühl::A,koel,прохолодний
611,frisch::A,fris,свіжий
612,feucht::A,vochtig,вогкий
613,nass::A,nat,мокрий
614,trocken::A,droog,сухий
615,voll::A,vol,повний
616,leer::A,leeg,пустий
617,offen::A,open,відкритий
618,geschlossen::A,gesloten,закритий
619,geschlossen::A,gesloten,зачинений
620,sauber::A,net,чистий
621,sauber::A,net,охайний
622,sauber::A,schoon,чистий
623,sauber::A,schoon,охайний
624,schmutzig::A,vuil,брудний
625,roh::A,rauw,сирий
626,reif::A,rijp,зрілий
627,lecker::A,lekker,смачний
628,süß::A,zoet,солодкий
629,bitter::A,bitter,гіркий
630,sauer::A,zuur,кислий
631,hell::A,licht,світлий
632,hell::A,helder,світлий
633,dunkel::A,donker,темний
634,schwarz::A,zwart,чорний
635,weiß::A,wit,сивий
636,rot::A,rood,червоний
637,gelb::A,geel,жовтий
638,blau::A,blauw,синій
639,grün::A,groen,зелений
640,grau::A,grijs,сірий
641,bunt::A,bont,барвистий
642,billig::A,goedkoop,дешевий
643,teuer::A,duur,дорогий
644,wertvoll::A,kostbaar,цінний
645,wertvoll::A,waardevol,цінний
646,blind::A,blind,сліпий
647,taub::A,doof,глухий
648,kräftig::A,krachtig,могутній
649,stark::A,sterk,сильний
650,schwach::A,zwak,слабкий
651,fett::A,vet,жирний
652,fett::A,vet,товстий
653,schlank::A,slank,тонкий
654,schlank::A,slank,стрункий
655,hübsch::A,leuk,чарівний
656,böse::A,kwaad,злий
657,böse::A,kwaad,лихий
658,dumm::A,dom,дурний
659,faul::A,lui,ледачий
660,fleißig::A,vlijtig,старанний
661,geizig::A,gierig,скупий
662,klug::A,slim,мудрий
663,klug::A,slim,розумний
664,klug::A,schrander,мудрий
665,klug::A,schrander,розумний
666,klug::A,verstandig,мудрий
667,klug::A,verstandig,розумний
668,geschickt::A,handig,умілий
669,geschickt::A,vaardig,умілий
670,lieb::A,lief,милий
671,lustig::A,vrolijk,веселий
672,sanft::A,zacht,лагідний
673,hungrig::A,hongerig,голодний
674,krank::A,ziek,слабий
675,nackt::A,naakt,голий
676,traurig::A,treurig,сумний
677,traurig::A,bedroefd,сумний
678,lebendig::A,levend,живий
679,gut::A,goed,добрий
680,schlecht::A,slecht,поганий
681,schlecht::A,slecht,кепський
682,richtig::A,juist,правильний
683,schlimm::A,erg,бридкий
684,schlimm::A,kwaad,бридкий
685,wahr::A,waar,справжній
686,alt::A,oud,старий
687,neu::A,nieuw,новий
688,ehemalig::A,voormalig,колишній
689,alt[Lebewesen]::A,oud,старий
690,jung::A,jong,молодий
691,arm::A,arm,бідний
692,reich::A,rijk,багатий
693,bekannt::A,bekend,знайомий
694,berühmt::A,beroemd,славетний
695,fremd::A,vreemd,чужий
696,verschieden::A,verscheiden,різний
697,verschieden::A,verschillend,різний
698,nah::A,nabij,близький
699,nah::A,nabijgelegen,близький
700,fern::A,ver,далекий
701,linker::A,linker,лівий
702,rechter::A,rechter,правий
703,anderer::A,andere,інакший
704,erster::A,eerste,перший
705,zweiter::A,tweede,другий
706,dritter::A,derde,третій
707,letzter::A,laatste,останній
708,allein::ADV,alleen,сам
709,allein::ADV,alleen,один
710,auf einmal::ADV,ineens,відразу
711,auf einmal::ADV,tegelijk,відразу
712,zusammen::ADV,samen,разом
713,zusammen::ADV,samen,спільно
714,zusammen::ADV,bijeen,разом
715,zusammen::ADV,bijeen,спільно
716,lange::ADV,lang,довго
717,plötzlich::ADV,eensklaps,раптом
718,plötzlich::ADV,plotsklaps,раптом
719,sofort::ADV,terstond,зараз
720,sofort::ADV,aanstonds,зараз
721,sofort::ADV,onmiddelijk,зараз
722,später::ADV,later,пізніше
723,jetzt::ADV,nu,тепер
724,jetzt::ADV,nou,тепер
725,jetzt::ADV,thans,тепер
726,heute::ADV,heden,сьогодні
727,heute::ADV,vandaag,сьогодні
728,morgen::ADV,morgen,завтра
729,bald::ADV,gauw,незабаром
730,bald::ADV,weldra,незабаром
731,dann::ADV,dan,потім
732,dann::ADV,toen,потім
733,gestern::ADV,gisteren,вчора
734,einst::ADV,eens,колись
735,damals::ADV,toen,тоді
736,damals::ADV,destijds,тоді
737,danach::ADV,daarna,згодом
738,vorher::ADV,vooraf,раніше
739,vorher::ADV,van tevoren,раніше
740,zuerst::ADV,eerst,спершу
741,zuerst::ADV,eerst,спочатку
742,zuerst::ADV,het eerst,спершу
743,zuerst::ADV,het eerst,спочатку
744,einmal::ADV,eens,один раз
745,einmal::ADV,eenmaal,один раз
746,manchmal::ADV,soms,іноді
747,manchmal::ADV,soms,інколи
748,oft::ADV,vaak,часто
749,oft::ADV,dikwijls,часто
750,immer::ADV,altijd,завжди
751,niemals::ADV,nooit,ніколи
752,hier::ADV,hier,тут
753,hierhin::ADV,hierheen,сюди
754,von hier::ADV,van hier,звідси
755,von hier::ADV,hiervandaan,звідси
756,dort::ADV,daar,там
757,dort::ADV,ginds,там
758,dorthin::ADV,daarheen,туди
759,geradeaus::ADV,rechtuit,прямо
760,geradeaus::ADV,rechtdoor,прямо
761,vorwärts::ADV,vooruit,вперед
762,vorwärts::ADV,voorwaarts,вперед
763,rückwärts::ADV,achteruit,назад
764,rückwärts::ADV,achterwaarts,назад
765,zurück::ADV,terug,назад
766,unten::ADV,beneden,внизу
767,unten::ADV,onderaan,внизу
768,hinab::ADV,omlaag,вниз
769,hinab::ADV,naar beneden,вниз
770,oben::ADV,boven,вгорі
771,hinauf::ADV,omhoog,вгору
772,hinauf::ADV,naar boven,вгору
773,überall::ADV,alom,скрізь
774,überall::ADV,overal,скрізь
775,nicht::ADV,niet,не
776,ein wenig::ADV,wat,трохи
777,ein wenig::ADV,wat,небагато
778,kaum::ADV,amper,ледве
779,kaum::ADV,nauwelijks,ледве
780,sehr::ADV,erg,дуже
781,sehr::ADV,zeer,дуже
782,so::ADV,zo,так
783,noch::ADV,nog,ще
784,nur::ADV,maar,лише
785,nur::ADV,maar,тільки
786,nur::ADV,alleen,лише
787,nur::ADV,alleen,тільки
788,schon::ADV,al,вже
789,schon::ADV,reeds,вже
790,wieder::ADV,weer,знову
791,wieder::ADV,terug,знову
792,vergebens::ADV,vergeefs,дарма
793,vergebens::ADV,tevergeefs,дарма
794,vor::PRP,voor,перед
795,hinter::PRP,achter,ззаду
796,hinter::PRP,achter,позаду
797,unter::PRP,onder,під
798,unter::PRP,beneden,під
799,durch::PRP,door,крізь
800,neben::PRP,naast,біля
801,zwischen::PRP,tussen,між
802,wegen::PRP,wegens,з-за
803,wegen::PRP,wegens,через
804,wegen::PRP,vanwege,з-за
805,wegen::PRP,vanwege,через
806,dies::PRN,dit,це
807,das::PRN,dat,то
808,alles::PRN,alles,все
809,ich::PRN,ik,я
810,du::PRN,je,ти
811,du::PRN,jij,ти
812,er::PRN,hij,він
813,wir::PRN,we,ми
814,wir::PRN,wij,ми
815,ihr::PRN,jullie,ви
816,sie::PRN,ze,вони
817,sie::PRN,zij,вони
818,was::FPRN,wat,що
819,wer::FPRN,wie,хто
820,wo::FADV,waar,де
821,wohin::FADV,waarheen,куди
822,wie::FADV,hoe,як
823,warum::FADV,waarom,чому
824,wieviel::FNUM,hoeveel,скільки
825,eins::NUM,één,один
826,zwei::NUM,twee,два
827,drei::NUM,drie,три
828,vier::NUM,vier,чотири
829,fünf::NUM,vijf,п’ять
830,sechs::NUM,zes,шість
831,sieben::NUM,zeven,сім
832,acht::NUM,acht,вісім
833,neun::NUM,negen,дев’ять
834,zehn::NUM,tien,десять
835,elf::NUM,elf,одинадцять
836,zwölf::NUM,twaalf,дванадцять
837,zwanzig::NUM,twintig,двадцять
838,dreißig::NUM,dertig,тридцять
839,vierzig::NUM,veertig,сорок
840,fünfzig::NUM,vijftig,п’ятдесят
841,sechzig::NUM,zestig,шістдесят
842,siebzig::NUM,zeventig,сімдесят
843,achtzig::NUM,tachtig,вісімдесят
844,neunzig::NUM,negentig,дев’яносто
845,hundert::NUM,honderd,сто
846,tausend::NUM,duizend,тисяча
847,und::CNJ,en,і
848,oder::CNJ,of,або
849,stehen::V,staan,стояти
