,Concept_ID,lbe,da
264,Leute::N,инсантал,mennesker
265,Volk::N,ил,folk
266,Volk::N,халкь,folk
267,Arbeit::N,заву,arbejde
268,Gast::N,хъамаличу,gæst
269,Geschenk::N,бухчакарши,gave
270,Geschenk::N,лажинккакку,gave
271,Spiel::N,тӏуркӏу,leg
272,Gesellschaft::N,жямат,selskab
273,Gesellschaft::N,ккуран,selskab
274,Hilfe::N,кумаг,hjælp
275,Freund::N,дус,ven
276,Kamerad::N,хӏаласу,kammerat
277,Angelegenheit::N,иш,sag
278,Angelegenheit::N,иш,anliggende
279,Anzahl::N,аьдад,antal
280,Art::N,жинс,art
281,Stück::N,касак,stykke
282,Teil::N,бутӏа,del
283,Hälfte::N,дачӏи,halvdel
284,Kreis::N,кюрщан,cirkel
285,Kreuz::N,ххач,kors
286,Kreuz::N,ххач,kryds
287,Linie::N,щва,linie
288,Strich::N,щва,streg
289,Abstand::N,манзил,afstand
290,Entfernung::N,манзил,afstand
291,Gegend::N,кӏану,egn
292,Ort::N,кӏану,sted
293,Seite::N,чул,side
294,Seite::N,чулухалу,side
295,Mitte::N,дя,midte
296,Gegenstand::N,зат,genstand
297,Sache::N,зат,sag
298,Rand::N,зума,rand
299,Ecke::N,мурцӏу,hjørne
300,Spitze::N,мицӏ,spids
301,Ende::N,зума,ende
302,Loch::N,ккутӏ,hul
303,Winkel::N,мурцӏу,vinkel
304,Muster::N,накьич,mønster
305,Länge::N,лахъишиву,længde
306,Höhe::N,лахъшиву,højde
307,Gewicht::N,дуццин,vægt
308,Gewicht::N,кӏушиву,vægt
309,Haufen::N,бакӏу,bunke
310,Reihe::N,кьюкьа,række
311,Boot::N,луткка,båd
312,Ruder::N,весло,åre
313,Ruder::N,чӏатӏа,åre
314,Schlitten::N,чана,kælk
315,Schlitten::N,чана,slæde
316,Schlitten::N,санкка,kælk
317,Schlitten::N,санкка,slæde
318,Ski::N,лижарду,ski
319,Lagerfeuer::N,къавтӏн,lejrbål
320,Last::N,гьиву,last
321,Last::N,гьиву,byrde
322,Gang::N,нанаву,gang
323,Schritt::N,ша,skridt
324,Norden::N,ухссав,nord
325,Norden::N,ухссавнил чулухалу,nord
326,Süden::N,кьилва,syd
327,Westen::N,баргълагавал,vest
328,Westen::N,баргълагавал чул,vest
329,Osten::N,баргъбуккай чулухалу,øst
330,Holz::N,тӏама,træ
331,Brett::N,тахта,bræt
332,Platte::N,гъуни,plade
333,Stütze::N,гьалакӏу,støtte
334,Stange::N,къазихъ,stang
335,Stock::N,ттархь,stok
336,Stab::N,ччантӏакъу,stav
337,Rohr::N,бургъу,rør
338,Haus::N,къатта,hus
339,Heim::N,къатта,hjem
340,Ofen::N,пач,ovn
341,Fußboden::N,чӏанкъатта,gulv
342,Tisch::N,усттул,bord
343,Stuhl::N,кӏану,stol
344,Wiege::N,оьрчӏал кӏану,vugge
345,Bett::N,тах,seng
346,Regal::N,чӏаму,reol
347,Kiste::N,яшикӏ,kasse
348,Kiste::N,къурши,kasse
349,Fenster::N,чӏавахьулу,vindue
350,Tür::N,нуз,dør
351,Tür::N,нузкьун,dør
352,Tor::N,къапу,port
353,Tor::N,дарваза,port
354,Zaun::N,дайгьузанну,stakit
355,Dach::N,магъи,tag
356,Dach::N,цӏиялу,tag
357,Leiter::N,чуртту,stige
358,Besen::N,чӏатлу,kost
359,Spaten::N,бил,spade
360,Schaufel::N,чӏатӏа,skovl
361,Gabel::N,гьиссилу,gaffel
362,Löffel::N,къуса,ske
363,Messer::N,чӏила,kniv
364,Nagel::N,мяр,søm
365,Netz::N,къери,net
366,Haken::N,къича,krog
367,Griff::N,куяму,tag
368,Griff::N,куяму,håndtag
369,Schloss::N,кьункьула,lås
370,Bild::N,сурат,billede
371,Puppe::N,ссихьу,dukke
372,Beutel::N,чантай,pose
373,Bündel::N,гьи,bylt
374,Bündel::N,гьи,bundt
375,Bündel::N,къар,bylt
376,Bündel::N,къар,bundt
377,Eimer::N,бадра,spand
378,Deckel::N,къапаза,låg
379,Geschirr::N,пюрунчӏул,husgeråd
380,Geschirr::N,тӏахӏникӏичӏу,husgeråd
381,Sack::N,къап,sæk
382,Sack::N,дарваг,sæk
383,Tasse::N,пижан,kop
384,Tasse::N,пинжан,kop
385,Tasse::N,инкираччатӏи,kop
386,Tasse::N,цинцилттал бушкъап,kop
387,Topf::N,кӏункӏур,gryde
388,Kessel::N,чаг,kedel
389,Kessel::N,кӏункӏур,kedel
390,Essen::N,дукия,måltid
391,Essen::N,дукин,måltid
392,Nahrung::N,дукра,mad
393,Nahrung::N,дукра,næring
394,Speise::N,дукра,ret
395,Fleisch::N,дикӏ,kød
396,Getreide::N,къама,korn
397,Brei::N,ккурч,grød
398,Brot::N,ччатӏ,brød
399,Scheibe::N,парча,skive
400,Fett::N,аьгъушиву,fedt
401,Butter::N,нагь,smør
402,Butter::N,лагаву,smør
403,Salz::N,цӏву,salt
404,Suppe::N,накь,suppe
405,Honig::N,ницӏ,honning
406,Milch::N,накӏ,mælk
407,Tee::N,чяй,te
408,Leder::N,бурчу,skind
409,Wolle::N,ппал,uld
410,Stoff::N,янна,stof
411,Nadel::N,ххалаххи,nål
412,Faden::N,ххал,tråd
413,Knopf::N,банд,knap
414,Knoten::N,къурхъ,knude
415,Farbe::N,сир,farve
416,Kleidung::N,янна,påklædning
417,Kleidung::N,лаххия,påklædning
418,Hemd::N,гьухъа,skjorte
419,Kragen::N,дарвач,krave
420,Ärmel::N,кахха,ærme
421,Hose::N,хӏажак,bukser
422,Gürtel::N,мухӏлу,bælte
423,Mütze::N,кьяпа,hue
424,Stiefel::N,чакма,støvle
425,Ring::N,кӏисса,ring
426,Band::N,линт,bånd
427,Kamm::N,ттарал,kam
428,Spiegel::N,дагьани,spejl
429,Riemen::N,эн,rem
430,Schnur::N,хьхьа,snor
431,Decke::N,виргъан,tæppe
432,Kissen::N,кӏаралу,pude
433,Tuch::N,карщи,sjaltørklæde
434,Handtuch::N,калихьу,håndklæde
435,Handtuch::N,лажинлихьу,håndklæde
436,Kraft::N,эллаж,kraft
437,Stärke::N,гуж,styrke
438,Gesundheit::N,цӏуллу-сагъшиву,sundhed
439,Krankheit::N,къашайшиву,sygdom
440,Schmerz::N,къюву,smerte
441,Wunde::N,щаву,sår
442,Fieber::N,кӏиришиву,feber
443,Arznei::N,дару,medicin
444,Arznei::N,дару,lægemiddel
445,Brücke::N,ламу,bro
446,Brunnen::N,къуй,brønd
447,Weide::N,бизантту,græsgang
448,Pfad::N,жегъир ххуллу,sti
449,Weg::N,ххуллу,vej
450,Straße::N,ххуллу,gade
451,Dorf::N,щар,landsby
452,Dorf::N,шяравалу,landsby
453,Stadt::N,шагьру,by
454,Brief::N,чагъар,brev
455,Buch::N,лу,bog
456,Buchstabe::N,хӏарп,bogstav
457,Zeitung::N,кказит,avis
458,Leben::N,оьрму,liv
459,Tod::N,ажал,død
460,Tod::N,бивкӏу,død
461,Tod::N,ивчӏаву,død
462,Grab::N,гьав,grav
463,Kirche::N,килиса,kirke
464,Sünde::N,бунагъ,synd
465,Gott::N,зал,gud
466,Arbeiter::N,зузала,arbejder
467,Chef::N,ялувма,chef
468,Meister::N,усттар,mester
469,Arzt::N,хӏакин,læge
470,Lehrer::N,учитель,lærer
471,Geld::N,арцу,penge
472,Geschäft::N,даву,forretning
473,Laden::N,ттучан,butik
474,Laden::N,ттучан,forretning
475,Preis::N,багъа,pris
476,Ware::N,хъус,vare
477,Nutzen::N,хайр,nytte
478,Nutzen::N,мюнпат,nytte
479,Reichtum::N,давлат,rigdom
480,Reichtum::N,аваданшиву,rigdom
481,Welt::N,дуниял,verden
482,Land::N,билаят,land
483,Staat::N,паччахӏлугъ,stat
484,Macht::N,власть,magt
485,Grenze::N,дазу,grænse
486,Krieg::N,дяъви,krig
487,Feind::N,душман,fjende
488,Gewalt::N,къия,vold
489,Kampf::N,лачӏуи уккаву,kamp
490,Bogen[Waffe]::N,ккуртта,bue
491,Pfeil::N,чӏатӏаракӏ,pil
492,Gewehr::N,ттупанг,gevær
493,Fehler::N,гъалатӏ,fejl
494,Lüge::N,щялмахъ,løgn
495,Schaden::N,зарал,skade
496,Unglück::N,бала,uheld
497,Unglück::N,бала,ulykke
498,Schuld::N,тахсир,skyld
499,Alter::N,оьрму,alder
500,Schluss::N,ахир,slut
501,Schluss::N,ахир,slutning
502,Zeit::N,чӏун,tid
503,Tag::N,кьини,dag
504,Morgen::N,кӏюрх,morgen
505,Mittag::N,ахттайн,middag
506,Mittag::N,дяахттайн,middag
507,Mittag::N,ахттайн чӏун,middag
508,Abend::N,маркӏачӏан,aften
509,Nacht::N,хьхьу,nat
510,Woche::N,нюжмар,uge
511,Monat::N,барз,måned
512,Jahr::N,шин,år
513,Frühling::N,инт,forår
514,Sommer::N,гъи,sommer
515,Herbst::N,ссут,efterår
516,Winter::N,кӏи,vinter
517,Januar::N,цалчинмур барз,januar
518,Februar::N,кӏилчинмур барз,februar
519,März::N,шамилчинмур барз,marts
520,April::N,апрель,april
521,April::N,мукьилчинмур барз,april
522,Mai::N,май,maj
523,Mai::N,ххюлчинмур барз,maj
524,Juni::N,июнь,juni
525,Juni::N,ряххилчинмур барз,juni
526,Juli::N,июль,juli
527,Juli::N,Арулчинмур барз,juli
528,August::N,мяйлчинмур барз,august
529,September::N,урчӏилчинмур барз,september
530,Oktober::N,ацӏилчинмур барз,oktober
531,November::N,ацӏния цалчинмур барз,november
532,Dezember::N,ацӏния кӏилчинмур барз,december
533,Montag::N,итин,mandag
534,Montag::N,итин кьини,mandag
535,Dienstag::N,тталат,tirsdag
536,Dienstag::N,тталат кьини,tirsdag
537,Mittwoch::N,арвахӏ,onsdag
538,Donnerstag::N,хамис,torsdag
539,Freitag::N,нюжмар,fredag
540,Freitag::N,нюжмар кьини,fredag
541,Samstag::N,ххуллун,lørdag
542,Samstag::N,ххуллун кьини,lørdag
543,Sonntag::N,алхӏат,søndag
544,Sonntag::N,алхӏат кьини,søndag
545,groß::A,бугъарасса,stor
546,klein::A,чӏивисса,lille
547,lang::A,лахъисса,lang
548,kurz::A,кутӏасса,kort
549,breit::A,уттасса,bred
550,schmal::A,уттакӏюласса,smal
551,dicht::A,ццунсса,tæt
552,dick[Gegenstand]::A,ганзсса,tyk
553,dünn::A,кӏюласса,tynd
554,fest::A,цӏакьсса,fast
555,fest::A,кьянкьасса,fast
556,flach::A,баягъисса,flad
557,flach::A,цӏубакъасса,flad
558,flach::A,куртӏ дакъасса,flad
559,glatt::A,дюрчӏусса,glat
560,hart::A,кьянкьасса,hård
561,weich::A,кӏукӏлусса,blød
562,rund::A,ккурккисса,rund
563,spitz::A,ярксса,spids
564,spitz::A,дайлсса,spids
565,spitz::A,мицӏ бусса,spids
566,scharf::A,ярксса,skarp
567,scharf::A,дайлсса,skarp
568,scharf::A,мицӏ бусса,skarp
569,stumpf::A,къуркъасса,sløv
570,stumpf::A,къуркъасса,stump
571,schwer::A,кӏусса,tung
572,schön::A,аьнтӏикӏасса,skøn
573,heiß::A,кӏирисса,hed
574,warm::A,гъелисса,varm
575,kalt::A,дяркъусса,kold
576,kühl::A,дюхлулсса,kølig
577,frisch::A,цӏусса,frisk
578,feucht::A,атилсса,fugtig
579,feucht::A,хъавтусса,fugtig
580,nass::A,атилсса,våd
581,nass::A,хъавтусса,våd
582,trocken::A,кьавкьсса,tør
583,trocken::A,кьакьан бувсса,tør
584,voll::A,бувцӏусса,fuld
585,leer::A,бачӏвасса,tom
586,offen::A,тӏивтӏусса,åben
587,geschlossen::A,лавкьусса,lukket
588,sauber::A,марцӏсса,ren
589,schmutzig::A,чапалсса,snavset
590,roh::A,шакъавхьсса,rå
591,reif::A,дирсса,moden
592,lecker::A,нахӏусса,lækker
593,lecker::A,тӏааьнсса,lækker
594,süß::A,нацӏусса,sød
595,bitter::A,кьурчӏисса,bitter
596,sauer::A,туршсса,sur
597,hell::A,чаннасса,lys
598,dunkel::A,цӏансса,mørk
599,schwarz::A,лухӏисса,sort
600,weiß::A,кӏяласса,hvid
601,rot::A,ятӏулсса,rød
602,gelb::A,хъахъисса,gul
603,blau::A,някӏсса,blå
604,grün::A,щюлисса,grøn
605,grau::A,оьрусса,grå
606,bunt::A,оьрчӏикӏурисса,broget
607,billig::A,кьювкьусса,billig
608,teuer::A,ххирасса,dyr
609,wertvoll::A,багьасса,værdifuld
610,blind::A,мурчӏисса,blind
611,taub::A,къюкӏсса,døv
612,kräftig::A,гужсса,kraftig
613,stark::A,кьянкьасса,stærk
614,schwach::A,заэвсса,svag
615,fett::A,бучсса,fed
616,schlank::A,бювхъусса,slank
617,hübsch::A,янусса,køn
618,böse::A,оьсса,ond
619,böse::A,оьсса,slem
620,dumm::A,ахӏмакьсса,dum
621,faul::A,танмалсса,doven
622,faul::A,курчӏилсса,doven
623,fleißig::A,хӏарачат бусса,flittig
624,geizig::A,янттарцӏансса,gerrig
625,klug::A,аькьлу бусса,klog
626,geschickt::A,паргалсса,dygtig
627,geschickt::A,паргалсса,behændig
628,lieb::A,аьзизсса,rar
629,lustig::A,тяхъасса,lystig
630,sanft::A,иминсса,blid
631,hungrig::A,ккашилсса,sulten
632,krank::A,къашавайсса,syg
633,nackt::A,кӏачӏасса,nøgen
634,traurig::A,пашмансса,bedrøvet
635,lebendig::A,уттавасса,levende
636,gut::A,ххуйсса,god
637,schlecht::A,оьккисса,dårlig
638,richtig::A,саргъунсса,rigtig
639,schlimm::A,оьккисса,slem
640,wahr::A,хӏакьсса,sand
641,alt::A,кугьнасса,gammel
642,neu::A,цӏусса,ny
643,ehemalig::A,хъхъичӏвасса,forhenværende
644,alt[Lebewesen]::A,агьилсса,gammel
645,jung::A,чӏавасса,ung
646,jung::A,жагьилсса,ung
647,arm::A,мискинсса,fattig
648,reich::A,авадансса,rig
649,bekannt::A,дусъсса,kendt
650,berühmt::A,машгьурсса,berømt
651,fremd::A,чил,fremmed
652,verschieden::A,личӏи-личӏисса,forskellig
653,nah::A,гъансса,nær
654,fern::A,архсса,fjern
655,linker::A,кияхсса,venstre
656,linker::A,кюччахсса,venstre
657,rechter::A,урчӏахсса,højre
658,anderer::A,цамур,anden
659,erster::A,цалчинмур,første
660,erster::A,цалчиннсса,første
661,zweiter::A,кӏилчиимур,anden
662,dritter::A,шамулчинмур,tredje
663,letzter::A,махъва-махъмур,sidste
664,allein::ADV,ялгъузну,alene
665,zusammen::ADV,цачӏу,sammen
666,zusammen::ADV,архӏал,sammen
667,lange::ADV,батӏи къабуклай,længe
668,lange::ADV,хъунмасса хӏаллай,længe
669,plötzlich::ADV,цакуну,pludselig
670,sofort::ADV,мугьлат бакъа,straks
671,später::ADV,махъ,senere
672,jetzt::ADV,утти,nu
673,jetzt::ADV,цӏана,nu
674,heute::ADV,хӏакьину,i dag
675,morgen::ADV,гьуит,i morgen
676,morgen::ADV,гьунттий,i morgen
677,dann::ADV,яла,så
678,gestern::ADV,лахьхьу,i går
679,damals::ADV,та чӏумал,dengang
680,danach::ADV,яла,derefter
681,vorher::ADV,хьхьнчӏ,før
682,vorher::ADV,хьхьнчӏ,forud
683,vorher::ADV,хьхьичӏва,før
684,vorher::ADV,хьхьичӏва,forud
685,zuerst::ADV,бакӏрай,først
686,zuerst::ADV,цӏу бутӏуй,først
687,einmal::ADV,цал,en gang
688,manchmal::ADV,ваксса-таксса,sommetider
689,oft::ADV,чӏявуну,ofte
690,immer::ADV,мудан,altid
691,immer::ADV,даиман,altid
692,niemals::ADV,тачӏав,aldrig
693,hier::ADV,шикку,her
694,hierhin::ADV,шиккун,hid
695,hierhin::ADV,шиккун,herhen
696,von hier::ADV,шичча,herfra
697,dort::ADV,гикку,der
698,dorthin::ADV,тиккун,derhen
699,geradeaus::ADV,тӏайланм,lige ud
700,vorwärts::ADV,хьхьичӏунмай,fremad
701,rückwärts::ADV,махъа-хьхьичӏунмай,baglæns
702,zurück::ADV,махъунмай,tilbage
703,unten::ADV,лув,nede
704,unten::ADV,лув,forneden
705,hinab::ADV,бакӏ-ялавай,ned
706,hinab::ADV,бакӏ-ялавай,nedad
707,hinab::ADV,бакӏъялавай,ned
708,hinab::ADV,бакӏъялавай,nedad
709,oben::ADV,ялув,oppe
710,oben::ADV,ялув,ovenpå
711,hinauf::ADV,лавай,op
712,hinauf::ADV,лавай,opad
713,überall::ADV,гьариий,overalt
714,überall::ADV,хьу-хьуний,overalt
715,überall::ADV,гьарца кӏанай,overalt
716,nicht::ADV,къа-,ikke
717,ein wenig::ADV,чанни,lidt
718,ein wenig::ADV,ца чансса,lidt
719,kaum::ADV,дахьа,knap
720,kaum::ADV,дахьа,næppe
721,sehr::ADV,оьну,meget
722,sehr::ADV,гужну,meget
723,sehr::ADV,хъинну,meget
724,so::ADV,укукн,så
725,noch::ADV,гьала,endnu
726,noch::ADV,уттигу,endnu
727,noch::ADV,цакьинва,endnu
728,noch::ADV,ттигу-шилагу,endnu
729,nur::ADV,анжагь,kun
730,nur::ADV,анжагь,bare
731,wieder::ADV,цӏуницӏа,igen
732,vergebens::ADV,аьдада,forgæves
733,vergebens::ADV,нахӏакь,forgæves
734,vor::PRP,хьхьичӏ,foran
735,vor::PRP,хьхьичӏ,uden for
736,hinter::PRP,махъ,bag
737,hinter::PRP,махъ,bagved
738,unter::PRP,лув,under
739,durch::PRP,-х,gennem
740,durch::PRP,-х,igennem
741,neben::PRP,чӏарав,ved siden af
742,zwischen::PRP,дянив,mellem
743,wegen::PRP,цӏаний,på grund af
744,dies::PRN,ва,dette
745,das::PRN,та,det
746,das::PRN,кӏа,det
747,das::PRN,га,det
748,alles::PRN,щала,alt
749,ich::PRN,на,jeg
750,du::PRN,ина,du
751,er::PRN,му,han
752,wir::PRN,жу,vi
753,ihr::PRN,зу,I
754,was::FPRN,ци,hvad
755,wer::FPRN,цу,hvem
756,wo::FADV,чув,hvor
757,wohin::FADV,чун,hvorhen
758,wie::FADV,цукун,hvordan
759,warum::FADV,цан,hvorfor
760,wieviel::FNUM,циксса,hvor meget
761,eins::NUM,ца,én
762,zwei::NUM,кӏива,to
763,drei::NUM,шамма,tre
764,vier::NUM,мукьа,fire
765,vier::NUM,мукьва,fire
