,Concept_ID,ka,en
112,Anhöhe::N,მაღლობი,elevation
113,Berg::N,მთა,mountain
114,Gipfel::N,მწვერვალი,summit
115,Höhle::N,მღვიმე,cave
116,Höhle::N,გამოქვებული,cave
117,Abhang::N,ფერდობი,slope
118,Quelle::N,წყარო,source
119,Quelle::N,სათავე,source
120,Bach::N,რუ,brook
121,Bach::N,ნაკადული,brook
122,Fluss::N,მდინარე,river
123,Ufer::N,კიდე,shore
124,Ufer::N,ნაპირი,shore
125,Küste::N,ნაპირი,coast
126,Festland::N,ხმელეთი,land
127,Meer::N,ზღვა,sea
128,Bucht::N,ყურე,cove
129,Insel::N,კუნძული,island
130,Blume::N,ყვავილი,flower
131,Gras::N,ბალახი,grass
132,Wurzel::N,ძირი,root
133,Wurzel::N,ფესვი,root
134,Baum::N,ხე,tree
135,Stamm::N,ტანი,trunk
136,Rinde::N,ქერქი,bark
137,Ast::N,ტოტი,limb
138,Zweig::N,შტო,branch
139,Blatt::N,ფოთოლი,leaf
140,Birke::N,არყი,birch
141,Kiefer[Baum]::N,ფიჭვი,pine
142,Weide[Baum]::N,ტირიფი,willow
143,Tanne::N,ნაძვი,fir
144,Horn::N,რქა,horn
145,Feder::N,ფრთა,feather
146,Fell::N,ტყავი,fur
147,Flügel::N,ფრთა,wing
148,Klaue::N,კლანჭი,claw
149,Kralle::N,ტორი,claw
150,Schwanz::N,კუდი,tail
151,Ei::N,კვერცხი,egg
152,Nest::N,ბუდე,nest
153,Bau::N,სორო,lair
154,Tier::N,ნადირი,animal
155,Tier::N,ცხოველი,animal
156,Herde::N,ფარა,flock
157,Kuh::N,ფური,cow
158,Kuh::N,ძროხა,cow
159,Bulle::N,ხარი,bull
160,Pferd::N,რაში,horse
161,Pferd::N,ცხენი,horse
162,Schaf::N,ცხვარი,sheep
163,Schwein::N,ღორი,pig
164,Hund::N,ძაღლი,dog
165,Katze::N,კატა,cat
166,Bär::N,დათვი,bear
167,Eichhörnchen::N,ციყვი,squirrel
168,Elch::N,ცხენ-ირემი,elk
169,Fuchs::N,მელა,fox
170,Hase::N,კურდღელი,hare
171,Maus::N,თაგვი,mouse
172,Wolf::N,მგელი,wolf
173,Vogel::N,ჩიტი,bird
174,Vogel::N,ფრინველი,bird
175,Schwarm::N,გუნდი,swarm
176,Huhn::N,დედალი,chicken
177,Hahn::N,მამალი,cock
178,Gans::N,ბატი,goose
179,Adler::N,არწივი,eagle
180,Ente::N,იხვი,duck
181,Eule::N,ბუ,owl
182,Kranich::N,წერო,crane
183,Krähe::N,ყვავი,crow
184,Kuckuck::N,გუგული,cuckoo
185,Schwan::N,გედი,swan
186,Fisch::N,თევზი,fish
187,Barsch::N,ქორჭილა,perch
188,Hecht::N,ქარიყლაპია,pike
189,Schlange[Tier]::N,გველი,snake
190,Wurm::N,ჭია,worm
191,Spinne::N,ობობა,spider
192,Ameise::N,ჭიანჭველა,ant
193,Laus::N,ტილი,louse
194,Laus::N,მკბენარი,louse
195,Mücke::N,კოღო,midge
196,Fliege::N,ბუზი,fly
197,Schmetterling::N,პეპელა,butterfly
198,Beere::N,კენკრა,berry
199,Apfel::N,ვაშლი,apple
200,Pilz::N,სოკო,mushroom
201,Zwiebel::N,ხახვი,onion
202,Saat::N,თესლი,seed
203,Korn::N,მარცვალი,grain
204,Heu::N,თივა,hay
205,Schale::N,ჩენჩო,husk
206,Grube::N,ორმო,pit
207,Falle::N,ხაფანგი,trap
208,Schlinge::N,მახე,noose
209,Spur::N,კვალი,track
210,Asche::N,ფერფლი,ashes
211,Dreck::N,ტალახი,filth
212,Dreck::N,სიბინძურე,filth
213,Eisen::N,რკინა,iron
214,Gold::N,ოქრო,gold
215,Silber::N,ვერცხლი,silver
216,Kohle::N,ნახშირი,coal
217,Glas::N,მინა,glass
218,Lehm::N,თიხა,clay
219,Sand::N,ქვიშა,sand
220,Mensch::N,ადამიანი,human
221,Mann::N,კაცი,man
222,Frau::N,ქალი,woman
223,Kind::N,ბავშვი,child
224,Junge::N,ვაჟი,boy
225,Mädchen::N,გოგო,girl
226,Familie::N,ოჯახი,family
227,Großvater::N,პაპა,grandfather
228,Großvater::N,ბაბუა,grandfather
229,Großmutter::N,ბებია,grandmother
230,Großmutter::N,დიდედა,grandmother
231,Eltern::N,მშობლები,parents
232,Vater::N,მამა,father
233,Mutter::N,დედა,mother
234,Sohn::N,ვაჟიშვილი,son
235,Tochter::N,ქალიშვილი,daughter
236,Bruder::N,ძმა,brother
237,Schwester::N,და,sister
238,Onkel::N,ბიძა,uncle
239,Tante::N,დეიდა,aunt
240,Tante::N,მამიდა,aunt
241,Ehemann::N,ქმარი,husband
242,Ehefrau::N,ცოლი,wife
243,Freude::N,სიხარული,joy
244,Gelächter::N,სიცილი,laughter
245,Glück::N,ბედნიერება,happiness
246,Kummer::N,მწუხარება,grief
247,Wunsch::N,წადილი,wish
248,Wunsch::N,სურვილი,wish
249,Lust::N,წადილი,desire
250,Geist::N,სული,spirit
251,Gedanke::N,ფიქრი,thought
252,Gedächtnis::N,მეხსიერება,memory
253,Verstand::N,ჭკუა,mind
254,Verstand::N,გონება,mind
255,Sinn::N,მნიშვნელობა,meaning
256,Grund::N,მიზეზი,reason
257,Wahrheit::N,სიმართლე,truth
258,Wahrheit::N,ჭეშმარიტება,truth
259,Gespräch::N,ბაასი,talk
260,Gespräch::N,საუბარი,talk
261,Märchen::N,არაკი,fairy tale
262,Märchen::N,ზღაპარი,fairy tale
263,Erzählung::N,თქმულება,story
264,Nachricht::N,ცნობა,message
265,Nachricht::N,ამბავი,message
266,Neuigkeit::N,სიახლე,news
267,Name::N,სახელი,name
268,Rätsel::N,გამოცანა,puzzle
269,Rede::N,სიტყვა,speech
270,Sprache::N,ენა,language
271,Stimme::N,ხმა,voice
272,Wort::N,სიტყვა,word
273,Zeichen::N,ნიშანი,sign
274,Ruf::N,ძახილი,call
275,Lärm::N,ხმაური,noise
276,Laut::N,ხმა,sound
277,Laut::N,ბგერა,sound
278,Ton::N,ტონი,tone
279,Lied::N,სიმღერა,song
280,Ruhe::N,სიწყნარე,calm
281,Leute::N,ადამიანები,people
282,Volk::N,ერი,nation
283,Volk::N,ხალხი,nation
284,Arbeit::N,მუშაობა,work
285,Gast::N,სტუმარი,guest
286,Geschenk::N,საჩუქარი,gift
287,Spiel::N,თამაში,game
288,Gesellschaft::N,საზოგადოება,company
289,Hilfe::N,შველა,help
290,Hilfe::N,დახმარება,help
291,Freund::N,მეგობარი,friend
292,Kamerad::N,ამხანაგი,companion
293,Angelegenheit::N,საქმე,matter
294,Anzahl::N,ოდენობა,count
295,Art::N,სახეობა,sort
296,Stück::N,ნატეხი,piece
297,Teil::N,წილი,part
298,Hälfte::N,ნახევარი,half
299,Kreis::N,წრე,circle
300,Kreuz::N,ჯვარი,cross
301,Linie::N,ხაზი,line
302,Strich::N,შტრიხი,stroke
303,Abstand::N,მანძილი,gap
304,Entfernung::N,სიშორე,distance
305,Gegend::N,არე,area
306,Gegend::N,მხარე,area
307,Platz::N,ფართობი,space
308,Ort::N,ადგილი,place
309,Seite::N,მხარე,side
310,Mitte::N,შუა,middle
311,Gegenstand::N,საგანი,item
312,Sache::N,ნივთი,thing
313,Rand::N,კიდე,fringe
314,Kante::N,ნაწიბული,edge
315,Ecke::N,კუთხე,corner
316,Spitze::N,წვეტი,tip
317,Ende::N,ბოლო,end
318,Loch::N,ხვრელი,hole
319,Winkel::N,კუთხე,angle
320,Muster::N,მოხატულობა,pattern
321,Größe::N,ზომა,size
322,Größe::N,სიდიდე,size
323,Länge::N,სიგრძე,length
324,Höhe::N,სიმაღლე,height
325,Gewicht::N,წონა,weight
326,Menge::N,რაოდენობა,amount
327,Haufen::N,გროვა,heap
328,Reihe::N,რიგი,row
329,Reihe::N,წყება,row
330,Boot::N,გემი,boat
331,Ruder::N,ხოფი,oar
332,Ruder::N,ნიჩაბი,oar
333,Schlitten::N,მარხილი,sleigh
334,Ski::N,თხილამური,ski
335,Lagerfeuer::N,კოცონი,campfire
336,Last::N,ტვირთი,load
337,Gang::N,სვლა,walk
338,Schritt::N,ბიჯი,step
339,Norden::N,ჩრდილოეთი,north
340,Süden::N,სამხრეთი,south
341,Westen::N,დასავლეთი,west
342,Osten::N,აღმოსავლეთი,east
343,Holz::N,ხე,wood
344,Brett::N,დაფა,board
345,Brett::N,ფიცარი,board
346,Platte::N,თლილი ქვა,slab
347,Stütze::N,საყრდენი,bracket
348,Stange::N,ჭოკი,pole
349,Stock::N,კეტი,stick
350,Stab::N,ლატანი,staff
351,Rohr::N,მილაკი,pipe
352,Haus::N,სახლი,house
353,Heim::N,ოჯახის კერა,home
354,Ofen::N,ღუმელი,stove
355,Fußboden::N,იატაკი,floor
356,Tisch::N,სუფრა,table
357,Tisch::N,მაგიდა,table
358,Stuhl::N,სკამი,chair
359,Wiege::N,აკვანი,cradle
360,Bett::N,საწოლი,bed
361,Bett::N,სარეცელი,bed
362,Regal::N,თაროები,shelf
363,Kiste::N,ყუთი,box
364,Kiste::N,სკივრი,box
365,Fenster::N,ფანჯარა,window
366,Fenster::N,სარკმელი,window
367,Tür::N,ბჭე,door
368,Tür::N,კარი,door
369,Tor::N,ჭიშკარი,gate
370,Zaun::N,ღობე,fence
371,Zaun::N,გალავანი,fence
372,Dach::N,სახურავი,roof
373,Leiter::N,კიბე,ladder
374,Besen::N,ცოცხი,broom
375,Spaten::N,ნიჩაბი,spade
376,Schaufel::N,ბარი,shovel
377,Gabel::N,ჩანგალი,fork
378,Löffel::N,კოვზი,spoon
379,Messer::N,დანა,knife
380,Nagel::N,ლურსმანი,nail
381,Netz::N,ბადე,net
382,Haken::N,კავი,hook
383,Haken::N,კაუჭი,hook
384,Griff::N,ტარი,handle
385,Schloss::N,კლიტე,lock
386,Schloss::N,საკეტი,lock
387,Bild::N,სურათი,picture
388,Figur::N,ფიგურა,figure
389,Puppe::N,თოჯინა,doll
390,Beutel::N,პარკი,pouch
391,Bündel::N,გალა,bundle
392,Bündel::N,ასხმა,bundle
393,Tasche::N,ჩანთა,bag
394,Eimer::N,ჩამჩა,bucket
395,Deckel::N,ხუფი,cover
396,Deckel::N,სარქველი,cover
397,Geschirr::N,ჭურჭელი,dishes
398,Sack::N,ტომარა,sack
399,Tasse::N,ფინჯანი,cup
400,Topf::N,ქოთანი,pot
401,Kessel::N,ქვაბი,kettle
402,Essen::N,ჭამა,meal
403,Nahrung::N,საზრდო,food
404,Nahrung::N,საკვები,food
405,Speise::N,საჭმელი,dish
406,Fleisch::N,ხორცი,meat
407,Getreide::N,მარცვლოვანი,corn
408,Brei::N,ფაფა,mush
409,Brot::N,პური,bread
410,Scheibe::N,ნაჭერი,slice
411,Fett::N,ქონი,fat
412,Fett::N,ცხიმი,fat
413,Butter::N,კარაქი,butter
414,Öl::N,ზეთი,oil
415,Salz::N,მარილი,salt
416,Suppe::N,სუფი,soup
417,Honig::N,თაფლი,honey
418,Milch::N,რძე,milk
419,Tee::N,ჩაი,tea
420,Leder::N,ტყავი,leather
421,Wolle::N,მატყლი,wool
422,Stoff::N,ქსოვილი,cloth
423,Nadel::N,ნემსი,needle
424,Faden::N,ძაფი,thread
425,Faden::N,მკედი,thread
426,Knopf::N,ღილი,button
427,Knoten::N,ნასკვი,knot
428,Farbe::N,საღებავი,paint
429,Kleidung::N,ტანსაცმელი,clothes
430,Hemd::N,ხალათი,shirt
431,Hemd::N,პერანგი,shirt
432,Kragen::N,საყელო,collar
433,Ärmel::N,სახელო,sleeve
434,Hose::N,შარვალი,trousers
435,Gürtel::N,ქამარი,belt
436,Mütze::N,ქუდი,cap
437,Schuh::N,ფეხსაცმელი,shoe
438,Stiefel::N,ჩექმა,boot
439,Ring::N,ბეჭედი,ring
440,Band::N,ბაფთი,ribbon
441,Kamm::N,სავარცხელი,comb
442,Spiegel::N,სარკე,mirror
443,Riemen::N,ღვედი,strap
444,Schnur::N,ლარი,string
445,Leine::N,ჯაჭვი,leash
446,Decke::N,საბანი,blanket
447,Kissen::N,ბალიში,pillow
448,Tuch::N,მაუდი,scarf
449,Tuch::N,თავშალი,scarf
450,Handtuch::N,ხელსახოცი,towel
451,Kraft::N,ძალა,force
452,Stärke::N,ღონე,strength
453,Gesundheit::N,ჯანმრთელობა,health
454,Krankheit::N,სენი,illness
455,Krankheit::N,ავადმყოფობა,illness
456,Schmerz::N,ტკივილი,pain
457,Wunde::N,იარი,wound
458,Wunde::N,ჭრილობა,wound
459,Fieber::N,ციება,fever
460,Arznei::N,წამალი,medicine
461,Brücke::N,ხიდი,bridge
462,Brunnen::N,ჭა,well
463,Weide::N,საძოვარი,pasture
464,Pfad::N,ბილიკი,path
465,Weg::N,გზა,way
466,Straße::N,შარაგზა,road
467,Dorf::N,დაბა,village
468,Dorf::N,სოფელი,village
469,Stadt::N,ქალაქი,town
470,Brief::N,წერილი,letter
471,Buch::N,წიგნი,book
472,Buchstabe::N,ასო,character
473,Zeitung::N,გაზეთი,newspaper
474,Leben::N,სიცოცხლე,life
475,Tod::N,სიკვდილი,death
476,Grab::N,სამარე,grave
477,Grab::N,საფლავი,grave
478,Kirche::N,ეკლესია,church
479,Sünde::N,ცოდვა,sin
480,Gott::N,ღმერთი,god
481,Arbeiter::N,მუშა,worker
482,Chef::N,გამგე,boss
483,Meister::N,ოსტატი,master
484,Arzt::N,ექიმი,doctor
485,Arzt::N,მკურნალი,doctor
486,Lehrer::N,მასწავლებელი,teacher
487,Geld::N,ფული,money
488,Geschäft::N,საქმე,business
489,Geschäft::N,ბიზნესი,business
490,Laden::N,დუქანი,shop
491,Laden::N,მაღაზია,shop
492,Preis::N,ფასი,price
493,Ware::N,საქონელი,ware
494,Nutzen::N,ხეირი,profit
495,Reichtum::N,სიმდიდრე,wealth
496,Welt::N,მსოფლიო,world
497,Land::N,მხარე,country
498,Land::N,ქვეყანა,country
499,Staat::N,სახელმწიფო,state
500,König::N,მეფე,king
501,Macht::N,ძლიერება,power
502,Grenze::N,ზღვარი,border
503,Krieg::N,ომი,war
504,Feind::N,მტერი,enemy
505,Gewalt::N,სისასტიკე,violence
506,Kampf::N,ბრძოლა,fight
507,Bogen[Waffe]::N,მშვილდი,bow
508,Pfeil::N,ისარი,arrow
509,Pfeil::N,მახვილი,arrow
510,Gewehr::N,თოფი,gun
511,Gewehr::N,შაშხანა,gun
512,Fehler::N,შეცდომა,mistake
513,Lüge::N,სიცრუე,lie
514,Schaden::N,ვნება,damage
515,Unglück::N,ხიფათი,misfortune
516,Unglück::N,უბედურება,misfortune
517,Schuld::N,ბრალი,fault
518,Alter::N,ასაკი,age
519,Schluss::N,ბოლო,conclusion
520,Schluss::N,დასასრული,conclusion
521,Zeit::N,დრო,time
522,Tag::N,დღე,day
523,Morgen::N,დილა,morning
524,Mittag::N,შუადღე,noon
525,Abend::N,საღამო,evening
526,Nacht::N,ღამე,night
527,Woche::N,კვირა,week
528,Monat::N,თვე,month
529,Jahr::N,წელი,year
530,Frühling::N,გაზაფხული,spring
531,Sommer::N,ზაფხული,summer
532,Herbst::N,შემოდგომა,autumn
533,Winter::N,ზამთარი,winter
534,Januar::N,იანვარი,January
535,Februar::N,თებერვალი,February
536,März::N,მარტი,March
537,April::N,აპრილი,April
538,Mai::N,მაისი,May
539,Juni::N,ივნისი,June
540,Juli::N,ივლისი,July
541,August::N,აგვისტო,August
542,September::N,სექტემბერი,September
543,Oktober::N,ოქტომბერი,October
544,November::N,ნოემბერი,November
545,Dezember::N,დეკემბერი,December
546,Montag::N,ორშაბათი,Monday
547,Dienstag::N,სამშაბათი,Tuesday
548,Mittwoch::N,ოთხშაბათი,Wednesday
549,Donnerstag::N,ხუთშაბათი,Thursday
550,Freitag::N,პარასკევი,Friday
551,Samstag::N,შაბათი,Saturday
552,Sonntag::N,კვირა,Sunday
553,groß::A,დიდი,big
554,klein::A,მცირე,little
555,klein::A,პატარა,little
556,lang::A,გრძელი,long
557,kurz::A,მოკლე,short
558,breit::A,ფართო,wide
559,breit::A,განიერი,wide
560,schmal::A,ვიწრო,narrow
561,schmal::A,წვრილი,narrow
562,dicht::A,მჭიდრო,dense
563,dick[Gegenstand]::A,სქელი,thick
564,dünn::A,წვრილი,thin
565,fein::A,თხელი,delicate
566,fest::A,მყარი,firm
567,flach::A,ბრტყელი,flat
568,glatt::A,გლუ,smooth
569,hart::A,მაგარი,hard
570,weich::A,რბილი,soft
571,rund::A,მრგვალი,round
572,spitz::A,წვეტიანი,pointed
573,scharf::A,მჭრელი,sharp
574,stumpf::A,ბლაგვი,blunt
575,schwer::A,მძიმე,heavy
576,schön::A,ლამაზი,beautiful
577,heiß::A,ცხელი,hot
578,warm::A,თბილი,warm
579,kalt::A,ცივი,cold
580,kühl::A,გრილი,cool
581,frisch::A,სუფთა,fresh
582,feucht::A,ნოტიო,damp
583,nass::A,სველი,wet
584,trocken::A,მშრალი,dry
585,voll::A,სავსე,full
586,leer::A,ცარიელი,empty
587,offen::A,ღია,open
588,offen::A,გაშლილი,open
589,geschlossen::A,დახურული,closed
590,sauber::A,სუფთა,clean
591,sauber::A,წმინდა,clean
592,schmutzig::A,ტალახიანი,dirty
593,roh::A,უმი,raw
594,reif::A,მწიფე,ripe
595,lecker::A,გემრიელი,delicious
596,süß::A,ტკბილი,sweet
597,bitter::A,მწარე,bitter
598,sauer::A,მჟავე,sour
599,hell::A,ნათელი,bright
600,dunkel::A,ბნელი,dark
601,schwarz::A,შავი,black
602,weiß::A,თეთრი,white
603,rot::A,წითელი,red
604,gelb::A,ყვითელი,yellow
605,blau::A,ლურჯი,blue
606,blau::A,ცისფერი,blue
607,grün::A,მწვანე,green
608,grau::A,რუხი,grey
609,grau::A,ნაცრისფერი,grey
610,bunt::A,ჭრელი,colourful
611,bunt::A,ჭრელი,colorful
612,bunt::A,ფერადი,colourful
613,bunt::A,ფერადი,colorful
614,billig::A,იაფი,cheap
615,teuer::A,ძვირი,dear
616,wertvoll::A,ღირსიანი,precious
617,blind::A,ბრმა,blind
618,taub::A,ყრუ,deaf
619,kräftig::A,ძალავანი,powerful
620,stark::A,ძლიერი,strong
621,stark::A,ღონიერი,strong
622,schwach::A,სუსტი,weak
623,fett::A,სქელი,fat
624,schlank::A,გამხდარი,slim
625,hübsch::A,ეშხიანი,pretty
626,hübsch::A,მშვენიერი,pretty
627,böse::A,ავი,evil
628,böse::A,ბოროტი,evil
629,dumm::A,ბოთე,stupid
630,dumm::A,სულელი,stupid
631,faul::A,ზანტი,lazy
632,faul::A,ზარმაცი,lazy
633,fleißig::A,ბეჯითი,diligent
634,fleißig::A,მუყაითი,diligent
635,geizig::A,ძუნწი,stingy
636,klug::A,ჭკვიანი,clever
637,geschickt::A,მარჯვე,skilful
638,geschickt::A,მარჯვე,skillful
639,geschickt::A,გაწაფული,skilful
640,geschickt::A,გაწაფული,skillful
641,lieb::A,სატრფიალო,dear
642,lustig::A,მხიარული,merry
643,sanft::A,ალერსიანი,gentle
644,sanft::A,გრძნობიერი,gentle
645,hungrig::A,მშიერი,hungry
646,krank::A,სნეული,sick
647,krank::A,ავადმყოფი,sick
648,nackt::A,ტიტველი,naked
649,traurig::A,მწუხარე,sad
650,traurig::A,სევდიანი,sad
651,lebendig::A,ცოცხალი,living
652,gut::A,კარგი,good
653,schlecht::A,უხეირო,bad
654,richtig::A,ნამდვილი,correct
655,schlimm::A,ცუდი,nasty
656,wahr::A,სწორი,true
657,wahr::A,ჭეშმარიტი,true
658,alt::A,ძველი,old
659,neu::A,ახალი,new
660,ehemalig::A,ყოფილი,former
661,alt[Lebewesen]::A,ბებერი,aged
662,jung::A,ნორჩი,young
663,jung::A,ახალგაზრდა,young
664,arm::A,ღარიბი,poor
665,reich::A,მდიდარი,rich
666,bekannt::A,ცნობილი,familiar
667,berühmt::A,გამოჩენილი,famous
668,fremd::A,უცხო,foreign
669,fremd::A,გარეშე,foreign
670,verschieden::A,სხვაგვარი,different
671,nah::A,ახლო,near
672,fern::A,შორი,far
673,fern::A,შორეული,far
674,linker::A,მარცხენა,left
675,rechter::A,მარჯვენა,right
676,anderer::A,სხვა,other
677,erster::A,პირველი,first
678,zweiter::A,მეორე,second
679,dritter::A,მესამე,third
680,letzter::A,ბოლო,last
681,letzter::A,უკანასკნელი,last
682,allein::ADV,მარტო,alone
683,auf einmal::ADV,ერთდროულად,at once
684,zusammen::ADV,ერთად,together
685,lange::ADV,დიდხანს,long
686,plötzlich::ADV,მოულოდნელად,suddenly
687,sofort::ADV,ახლავე,instantly
688,später::ADV,მოგვიანებით,later
689,jetzt::ADV,ახლა,now
690,heute::ADV,დღეს,today
691,morgen::ADV,ხვალ,tomorrow
692,bald::ADV,მალე,soon
693,dann::ADV,მერე,then
694,gestern::ADV,გუშინ,yesterday
695,einst::ADV,ოდესღაც,once
696,damals::ADV,მაშინ,at that time
697,danach::ADV,მერმე,afterwards
698,danach::ADV,შემდეგ,afterwards
699,vorher::ADV,ადრე,before
700,vorher::ADV,წინათ,before
701,zuerst::ADV,ჯერ,at first
702,einmal::ADV,ერთხელ,once
703,manchmal::ADV,ხან,sometimes
704,manchmal::ADV,ზოგჯერ,sometimes
705,oft::ADV,ხშირად,often
706,immer::ADV,მუდამ,always
707,immer::ADV,ყოველთვის,always
708,niemals::ADV,არასდროს,never
709,hier::ADV,აქ,here
710,hierhin::ADV,აქეთ,hither
711,hierhin::ADV,აქეთ,to here
712,hierhin::ADV,აქეთ,here
713,von hier::ADV,აქედან,hence
714,dort::ADV,იქ,there
715,dorthin::ADV,იქით,thither
716,dorthin::ADV,იქით,there
717,dorthin::ADV,იქით,to there
718,geradeaus::ADV,პირდაპირ,ahead
719,vorwärts::ADV,წინ,forward
720,rückwärts::ADV,უკან,backward
721,zurück::ADV,უკანვე,back
722,unten::ADV,დაბლა,below
723,unten::ADV,ქვევით,below
724,hinab::ADV,ძირს,down
725,oben::ADV,ზემოთ,above
726,hinauf::ADV,ზევით,up
727,überall::ADV,ყველგან,everywhere
728,nicht::ADV,არ,not
729,ein wenig::ADV,ცოტა,a little
730,kaum::ADV,ძლივს,hardly
731,sehr::ADV,მეტად,very
732,sehr::ADV,ძალიან,very
733,so::ADV,ისე,so
734,noch::ADV,ჯერ,still
735,nur::ADV,მხოლოდ,only
736,schon::ADV,უკვე,already
737,wieder::ADV,ისევ,again
738,wieder::ADV,კიდევ,again
739,vergebens::ADV,ამაოდ,in vain
740,vergebens::ADV,ტყუილად,in vain
741,vor::PRP,წინ,in front of
742,hinter::PRP,უკან,behind
743,hinter::PRP,მიღმა,behind
744,unter::PRP,ქვეშ,under
745,unter::PRP,ქვევით,under
746,durch::PRP,გავლით,through
747,neben::PRP,გვერდით,next to
748,zwischen::PRP,შუა,between
749,zwischen::PRP,შორის,between
750,wegen::PRP,გამო,because of
751,wegen::PRP,შედეგად,because of
752,dies::PRN,ეს,this
753,das::PRN,ეგ,that
754,alles::PRN,ყველაფერი,everything
755,ich::PRN,მე,I
756,du::PRN,შენ,you
757,du::PRN,შენ,thou
758,er::PRN,ის,he
759,er::PRN,იგი,he
760,wir::PRN,ჩვენ,we
761,ihr::PRN,თქვენ,you
762,sie::PRN,ისინი,they
763,was::FPRN,რა,what
764,wer::FPRN,ვინ,who
765,wo::FADV,სად,where
766,wohin::FADV,საით,where ... to
767,wohin::FADV,საით,where to
768,wohin::FADV,საით,where
769,wie::FADV,როგორ,how
770,warum::FADV,რაზე,why
771,warum::FADV,რატომ,why
772,wieviel::FNUM,რამდენი,how much
773,eins::NUM,ერთი,one
774,zwei::NUM,ორი,two
775,drei::NUM,სამი,three
776,vier::NUM,ოთხი,four
777,fünf::NUM,ხუთი,five
778,sechs::NUM,ექვსი,six
779,sieben::NUM,შვიდი,seven
