,Concept_ID,nl,ru
265,Lärm::N,lawaai,шум
266,Laut::N,klank,звук
267,Laut::N,geluid,звук
268,Ton::N,toon,звучание
269,Ton::N,klank,звучание
270,Lied::N,lied,песня
271,Ruhe::N,rust,покой
272,Ruhe::N,stilte,покой
273,Leute::N,lui,люди
274,Leute::N,mensen,люди
275,Volk::N,volk,народ
276,Arbeit::N,werk,работа
277,Arbeit::N,arbeid,работа
278,Gast::N,gast,гость
279,Geschenk::N,cadeau,подарок
280,Geschenk::N,geschenk,подарок
281,Spiel::N,spel,игра
282,Gesellschaft::N,gezelschap,общество
283,Hilfe::N,hulp,помощь
284,Freund::N,vriend,друг
285,Kamerad::N,maat,приятель
286,Kamerad::N,metgezel,приятель
287,Angelegenheit::N,zaak,дело
288,Angelegenheit::N,aangelegenheid,дело
289,Anzahl::N,tal,количество
290,Anzahl::N,aantal,количество
291,Art::N,slag,вид
292,Art::N,soort,вид
293,Stück::N,stuk,кусок
294,Teil::N,deel,часть
295,Hälfte::N,helft,половина
296,Kreis::N,kring,круг
297,Kreis::N,cirkel,круг
298,Kreuz::N,kruis,крест
299,Linie::N,lijn,линия
300,Strich::N,haal,черта
301,Strich::N,streep,черта
302,Abstand::N,afstand,промежуток
303,Entfernung::N,afstand,расстояние
304,Gegend::N,streek,местность
305,Platz::N,ruimte,пространство
306,Ort::N,oord,место
307,Ort::N,plaats,место
308,Seite::N,zij,сторона
309,Seite::N,kant,сторона
310,Seite::N,zijde,сторона
311,Mitte::N,midden,середина
312,Gegenstand::N,voorwerp,предмет
313,Sache::N,zaak,вещь
314,Rand::N,rand,край
315,Rand::N,boord,край
316,Kante::N,kant,ребро
317,Ecke::N,hoek,угол
318,Spitze::N,punt,кончик
319,Spitze::N,spits,кончик
320,Ende::N,einde,конец
321,Ende::N,uiteinde,конец
322,Loch::N,gat,дыра
323,Winkel::N,hoek,угол
324,Muster::N,dessin,узор
325,Muster::N,patroon,узор
326,Größe::N,grootte,размер
327,Länge::N,lengte,длина
328,Höhe::N,hoogte,высота
329,Gewicht::N,gewicht,вес
330,Menge::N,hoeveelheid,количество
331,Haufen::N,hoop,куча
332,Reihe::N,rij,ряд
333,Reihe::N,reeks,ряд
334,Boot::N,boot,лодка
335,Ruder::N,roeiriem,весло
336,Schlitten::N,slee,сани
337,Schlitten::N,slede,сани
338,Ski::N,ski,лыжа
339,Lagerfeuer::N,kampvuur,костер
340,Last::N,last,тяжесть
341,Last::N,vracht,тяжесть
342,Gang::N,wandeling,ход
343,Schritt::N,stap,шаг
344,Schritt::N,schrede,шаг
345,Norden::N,noorden,север
346,Süden::N,zuiden,юг
347,Westen::N,westen,запад
348,Osten::N,oosten,восток
349,Holz::N,hout,древесина
350,Brett::N,plank,доска
351,Platte::N,plaat,плита
352,Stütze::N,stut,подпорка
353,Stütze::N,steun,подпорка
354,Stange::N,stang,жердь
355,Stock::N,stok,палка
356,Stab::N,staf,шест
357,Rohr::N,pijp,труба
358,Haus::N,huis,дом
359,Heim::N,tehuis,дом
360,Ofen::N,kachel,печь
361,Fußboden::N,vloer,пол
362,Tisch::N,tafel,стол
363,Stuhl::N,stoel,стул
364,Wiege::N,wieg,колыбель
365,Bett::N,bed,постель
366,Regal::N,rek,полка
367,Kiste::N,kist,ящик
368,Fenster::N,raam,окно
369,Fenster::N,venster,окно
370,Tür::N,deur,дверь
371,Tor::N,poort,ворота
372,Zaun::N,omheining,забор
373,Dach::N,dak,крыша
374,Leiter::N,ladder,лестница
375,Besen::N,bezem,метла
376,Spaten::N,schop,лопата
377,Schaufel::N,schep,совок
378,Gabel::N,vork,вилка
379,Löffel::N,lepel,ложка
380,Messer::N,mes,нож
381,Nagel::N,spijker,гвоздь
382,Netz::N,net,сеть
383,Haken::N,haak,крюк
384,Griff::N,handvat,ручка
385,Schloss::N,slot,замок
386,Bild::N,beeld,картина
387,Figur::N,figuur,фигура
388,Puppe::N,pop,кукла
389,Beutel::N,zak,мешок
390,Beutel::N,buidel,мешок
391,Bündel::N,pak,связка
392,Bündel::N,bundel,связка
393,Tasche::N,tas,сумка
394,Eimer::N,emmer,ведро
395,Deckel::N,deksel,крышка
396,Geschirr::N,vaatwerk,посуда
397,Sack::N,zak,мешок
398,Tasse::N,kop,чашка
399,Topf::N,pan,кастрюля
400,Kessel::N,ketel,котел
401,Essen::N,eten,еда
402,Nahrung::N,voedsel,пища
403,Speise::N,spijs,блюдо
404,Speise::N,spijs,кушанье
405,Fleisch::N,vlees,мясо
406,Getreide::N,graan,хлеб
407,Brei::N,pap,каша
408,Brei::N,brij,каша
409,Brot::N,brood,хлеб
410,Scheibe::N,plak,ломоть
411,Scheibe::N,snede,ломоть
412,Fett::N,vet,жир
413,Butter::N,boter,масло
414,Öl::N,olie,масло
415,Salz::N,zout,соль
416,Suppe::N,soep,суп
417,Honig::N,honing,мед
418,Milch::N,melk,молоко
419,Tee::N,thee,чай
420,Leder::N,leer,кожа
421,Leder::N,leder,кожа
422,Wolle::N,wol,шерсть
423,Stoff::N,stof,ткань
424,Nadel::N,naald,игла
425,Faden::N,draad,нитка
426,Knopf::N,knoop,пуговица
427,Knoten::N,knoop,узел
428,Farbe::N,verf,краска
429,Kleidung::N,kledij,одежда
430,Kleidung::N,kleding,одежда
431,Hemd::N,hemd,рубашка
432,Kragen::N,kraag,воротник
433,Ärmel::N,mouw,рукав
434,Hose::N,broek,брюки
435,Hose::N,pantalon,брюки
436,Gürtel::N,riem,пояс
437,Gürtel::N,gordel,пояс
438,Mütze::N,muts,шапка
439,Schuh::N,schoen,ботинок
440,Stiefel::N,laars,сапог
441,Ring::N,ring,кольцо
442,Band::N,lint,лента
443,Kamm::N,kam,расческа
444,Spiegel::N,spiegel,зеркало
445,Riemen::N,riem,ремень
446,Schnur::N,koord,веревка
447,Leine::N,lijn,поводок
448,Decke::N,deken,одеяло
449,Kissen::N,kussen,подушка
450,Tuch::N,doek,платок
451,Handtuch::N,handdoek,полотенце
452,Kraft::N,kracht,сила
453,Stärke::N,sterkte,крепость
454,Gesundheit::N,gezondheid,здоровье
455,Krankheit::N,ziekte,болезнь
456,Schmerz::N,pijn,боль
457,Wunde::N,wond,рана
458,Fieber::N,koorts,лихорадка
459,Fieber::N,koorts,температура
460,Arznei::N,medicament,лекарство
461,Arznei::N,geneesmiddel,лекарство
462,Brücke::N,brug,мост
463,Brunnen::N,put,колодец
464,Brunnen::N,bron,колодец
465,Weide::N,wei,пастбище
466,Weide::N,weide,пастбище
467,Pfad::N,pad,тропа
468,Weg::N,weg,путь
469,Weg::N,weg,дорога
470,Straße::N,baan,улица
471,Straße::N,baan,дорога
472,Straße::N,straat,улица
473,Straße::N,straat,дорога
474,Dorf::N,dorp,деревня
475,Stadt::N,stad,город
476,Brief::N,brief,письмо
477,Buch::N,boek,книга
478,Buchstabe::N,letter,буква
479,Zeitung::N,krant,газета
480,Zeitung::N,dagblad,газета
481,Leben::N,leven,жизнь
482,Tod::N,dood,смерть
483,Grab::N,graf,могила
484,Kirche::N,kerk,церковь
485,Sünde::N,zonde,грех
486,Gott::N,god,бог
487,Arbeiter::N,arbeider,рабочий
488,Chef::N,chef,начальник
489,Meister::N,meester,мастер
490,Arzt::N,arts,врач
491,Arzt::N,dokter,врач
492,Lehrer::N,leraar,учитель
493,Lehrer::N,onderwijzer,учитель
494,Geld::N,geld,деньги
495,Geschäft::N,zaak,занятие
496,Laden::N,winkel,магазин
497,Preis::N,prijs,цена
498,Ware::N,waar,товар
499,Nutzen::N,nut,выгода
500,Nutzen::N,voordeel,выгода
501,Reichtum::N,rijkdom,богатство
502,Welt::N,wereld,мир
503,Land::N,land,страна
504,Staat::N,staat,государство
505,König::N,koning,король
506,Macht::N,macht,власть
507,Grenze::N,grens,граница
508,Krieg::N,oorlog,война
509,Feind::N,vijand,враг
510,Gewalt::N,geweld,насилие
511,Kampf::N,strijd,борьба
512,Kampf::N,gevecht,борьба
513,Bogen[Waffe]::N,boog,лук
514,Pfeil::N,pijl,стрела
515,Gewehr::N,geweer,ружье
516,Fehler::N,fout,ошибка
517,Lüge::N,leugen,ложь
518,Schaden::N,schade,вред
519,Unglück::N,tegenspoed,беда
520,Schuld::N,schuld,вина
521,Alter::N,leeftijd,возраст
522,Schluss::N,slot,окончание
523,Zeit::N,tijd,время
524,Tag::N,dag,день
525,Morgen::N,morgen,утро
526,Morgen::N,ochtend,утро
527,Mittag::N,middag,полдень
528,Abend::N,avond,вечер
529,Nacht::N,nacht,ночь
530,Woche::N,week,неделя
531,Monat::N,maand,месяц
532,Jahr::N,jaar,год
533,Frühling::N,lente,весна
534,Frühling::N,voorjaar,весна
535,Sommer::N,zomer,лето
536,Herbst::N,herfst,осень
537,Winter::N,winter,зима
538,Januar::N,januari,январь
539,Februar::N,februari,февраль
540,März::N,maart,март
541,April::N,april,апрель
542,Mai::N,mei,май
543,Juni::N,juni,июнь
544,Juli::N,juli,июль
545,August::N,augustus,август
546,September::N,september,сентябрь
547,Oktober::N,oktober,октябрь
548,November::N,november,ноябрь
549,Dezember::N,december,декабрь
550,Montag::N,maandag,понедельник
551,Dienstag::N,dinsdag,вторник
552,Mittwoch::N,woensdag,среда
553,Donnerstag::N,donderdag,четверг
554,Freitag::N,vrijdag,пятница
555,Samstag::N,zaterdag,суббота
556,Sonntag::N,zondag,воскресенье
557,groß::A,groot,большой
558,klein::A,klein,маленький
559,lang::A,lang,длинный
560,kurz::A,kort,короткий
561,breit::A,breed,широкий
562,schmal::A,smal,узкий
563,dicht::A,dicht,густой
564,dick[Gegenstand]::A,dik,толстый
565,dünn::A,dun,тонкий
566,fein::A,fijn,тонкий
567,fest::A,vast,крепкий
568,flach::A,plat,плоский
569,glatt::A,glad,гладкий
570,hart::A,hard,твердый
571,weich::A,week,мягкий
572,rund::A,rond,круглый
573,spitz::A,spits,остроконечный
574,spitz::A,puntig,остроконечный
575,scharf::A,scherp,острый
576,stumpf::A,stomp,тупой
577,schwer::A,zwaar,тяжелый
578,schön::A,mooi,красивый
579,schön::A,fraai,красивый
580,heiß::A,heet,жаркий
581,warm::A,warm,теплый
582,kalt::A,koud,холодный
583,kühl::A,koel,прохладный
584,frisch::A,fris,свежий
585,feucht::A,vochtig,влажный
586,nass::A,nat,мокрый
587,trocken::A,droog,сухой
588,voll::A,vol,полный
589,voll::A,vol,наполненный
590,leer::A,leeg,пустой
591,offen::A,open,открытый
592,geschlossen::A,gesloten,закрытый
593,sauber::A,net,чистый
594,sauber::A,schoon,чистый
595,schmutzig::A,vuil,грязный
596,roh::A,rauw,сырой
597,reif::A,rijp,зрелый
598,lecker::A,lekker,вкусный
599,süß::A,zoet,сладкий
600,bitter::A,bitter,горький
601,sauer::A,zuur,кислый
602,hell::A,licht,светлый
603,hell::A,helder,светлый
604,dunkel::A,donker,темный
605,schwarz::A,zwart,черный
606,weiß::A,wit,белый
607,rot::A,rood,красный
608,gelb::A,geel,желтый
609,blau::A,blauw,синий
610,grün::A,groen,зеленый
611,grau::A,grijs,серый
612,bunt::A,bont,пестрый
613,billig::A,goedkoop,дешевый
614,teuer::A,duur,дорогой
615,wertvoll::A,kostbaar,ценный
616,wertvoll::A,waardevol,ценный
617,blind::A,blind,слепой
618,taub::A,doof,глухой
619,kräftig::A,krachtig,могучий
620,stark::A,sterk,сильный
621,schwach::A,zwak,слабый
622,fett::A,vet,жирный
623,schlank::A,slank,стройный
624,hübsch::A,leuk,прелестный
625,böse::A,kwaad,злой
626,dumm::A,dom,глупый
627,faul::A,lui,ленивый
628,fleißig::A,vlijtig,прилежный
629,geizig::A,gierig,жадный
630,klug::A,slim,умный
631,klug::A,schrander,умный
632,klug::A,verstandig,умный
633,geschickt::A,handig,искусный
634,geschickt::A,vaardig,искусный
635,lieb::A,lief,милый
636,lustig::A,vrolijk,веселый
637,sanft::A,zacht,нежный
638,hungrig::A,hongerig,голодный
639,krank::A,ziek,больной
640,nackt::A,naakt,голый
641,traurig::A,treurig,грустный
642,traurig::A,bedroefd,грустный
643,lebendig::A,levend,живой
644,gut::A,goed,хороший
645,schlecht::A,slecht,плохой
646,richtig::A,juist,правильный
647,schlimm::A,erg,отвратительный
648,schlimm::A,erg,мерзкий
649,schlimm::A,kwaad,отвратительный
650,schlimm::A,kwaad,мерзкий
651,wahr::A,waar,настоящий
652,alt::A,oud,старый
653,neu::A,nieuw,новый
654,ehemalig::A,voormalig,бывший
655,alt[Lebewesen]::A,oud,пожилой
656,jung::A,jong,молодой
657,arm::A,arm,бедный
658,reich::A,rijk,богатый
659,bekannt::A,bekend,знакомый
660,berühmt::A,beroemd,знаменитый
661,fremd::A,vreemd,чужой
662,verschieden::A,verscheiden,разный
663,verschieden::A,verschillend,разный
664,nah::A,nabij,близкий
665,nah::A,nabijgelegen,близкий
666,fern::A,ver,далекий
667,linker::A,linker,левый
668,rechter::A,rechter,правый
669,anderer::A,andere,другой
670,erster::A,eerste,первый
671,zweiter::A,tweede,второй
672,dritter::A,derde,третий
673,letzter::A,laatste,последний
674,allein::ADV,alleen,один
675,auf einmal::ADV,ineens,сразу
676,auf einmal::ADV,tegelijk,сразу
677,zusammen::ADV,samen,вместе
678,zusammen::ADV,bijeen,вместе
679,lange::ADV,lang,долго
680,plötzlich::ADV,eensklaps,вдруг
681,plötzlich::ADV,plotsklaps,вдруг
682,sofort::ADV,terstond,тотчас
683,sofort::ADV,aanstonds,тотчас
684,sofort::ADV,onmiddelijk,тотчас
685,später::ADV,later,позже
686,jetzt::ADV,nu,сейчас
687,jetzt::ADV,nou,сейчас
688,jetzt::ADV,thans,сейчас
689,heute::ADV,heden,сегодня
690,heute::ADV,vandaag,сегодня
691,morgen::ADV,morgen,завтра
692,bald::ADV,gauw,скоро
693,bald::ADV,weldra,скоро
694,dann::ADV,dan,потом
695,dann::ADV,toen,потом
696,gestern::ADV,gisteren,вчера
697,einst::ADV,eens,однажды
698,damals::ADV,toen,тогда
699,damals::ADV,destijds,тогда
700,danach::ADV,daarna,затем
701,vorher::ADV,vooraf,раньше
702,vorher::ADV,van tevoren,раньше
703,zuerst::ADV,eerst,сперва
704,zuerst::ADV,het eerst,сперва
705,einmal::ADV,eens,раз
706,einmal::ADV,eenmaal,раз
707,manchmal::ADV,soms,иногда
708,oft::ADV,vaak,часто
709,oft::ADV,dikwijls,часто
710,immer::ADV,altijd,всегда
711,niemals::ADV,nooit,никогда
712,hier::ADV,hier,здесь
713,hierhin::ADV,hierheen,сюда
714,von hier::ADV,van hier,отсюда
715,von hier::ADV,hiervandaan,отсюда
716,dort::ADV,daar,там
717,dort::ADV,ginds,там
718,dorthin::ADV,daarheen,туда
719,geradeaus::ADV,rechtuit,прямо
720,geradeaus::ADV,rechtdoor,прямо
721,vorwärts::ADV,vooruit,вперед
722,vorwärts::ADV,voorwaarts,вперед
723,rückwärts::ADV,achteruit,назад
724,rückwärts::ADV,achterwaarts,назад
725,zurück::ADV,terug,обратно
726,unten::ADV,beneden,внизу
727,unten::ADV,onderaan,внизу
728,hinab::ADV,omlaag,вниз
729,hinab::ADV,naar beneden,вниз
730,oben::ADV,boven,наверху
731,hinauf::ADV,omhoog,вверх
732,hinauf::ADV,naar boven,вверх
733,überall::ADV,alom,везде
734,überall::ADV,overal,везде
735,nicht::ADV,niet,не
736,ein wenig::ADV,wat,немного
737,kaum::ADV,amper,едва
738,kaum::ADV,nauwelijks,едва
739,sehr::ADV,erg,очень
740,sehr::ADV,zeer,очень
741,so::ADV,zo,так
742,noch::ADV,nog,еще
743,nur::ADV,maar,только
744,nur::ADV,alleen,только
745,schon::ADV,al,уже
746,schon::ADV,reeds,уже
747,wieder::ADV,weer,опять
748,wieder::ADV,terug,опять
749,vergebens::ADV,vergeefs,напрасно
750,vergebens::ADV,tevergeefs,напрасно
751,vor::PRP,voor,перед
752,hinter::PRP,achter,за
753,hinter::PRP,achter,позади
754,unter::PRP,onder,под
755,unter::PRP,beneden,под
756,durch::PRP,door,сквозь
757,neben::PRP,naast,возле
758,zwischen::PRP,tussen,между
759,wegen::PRP,wegens,из-за
760,wegen::PRP,vanwege,из-за
761,dies::PRN,dit,это
762,das::PRN,dat,то
763,alles::PRN,alles,все
764,ich::PRN,ik,я
765,du::PRN,je,ты
766,du::PRN,jij,ты
767,er::PRN,hij,он
768,wir::PRN,we,мы
769,wir::PRN,wij,мы
770,ihr::PRN,jullie,вы
771,sie::PRN,ze,они
772,sie::PRN,zij,они
773,was::FPRN,wat,что
774,wer::FPRN,wie,кто
775,wo::FADV,waar,где
776,wohin::FADV,waarheen,куда
777,wie::FADV,hoe,как
778,warum::FADV,waarom,почему
779,wieviel::FNUM,hoeveel,сколько
780,eins::NUM,één,один
781,zwei::NUM,twee,два
782,drei::NUM,drie,три
783,vier::NUM,vier,четыре
784,fünf::NUM,vijf,пять
785,sechs::NUM,zes,шесть
786,sieben::NUM,zeven,семь
787,acht::NUM,acht,восемь
788,neun::NUM,negen,девять
789,zehn::NUM,tien,десять
790,elf::NUM,elf,одиннадцать
791,zwölf::NUM,twaalf,двенадцать
792,zwanzig::NUM,twintig,двадцать
793,dreißig::NUM,dertig,тридцать
794,vierzig::NUM,veertig,сорок
795,fünfzig::NUM,vijftig,пятьдесят
796,sechzig::NUM,zestig,шестьдесят
797,siebzig::NUM,zeventig,семьдесят
798,achtzig::NUM,tachtig,восемьдесят
799,neunzig::NUM,negentig,девяносто
800,hundert::NUM,honderd,сто
801,tausend::NUM,duizend,тысяча
802,und::CNJ,en,и
803,oder::CNJ,of,или
804,oder::CNJ,of,либо
805,stehen::V,staan,стоять
806,sitzen::V,zitten,сидеть
807,liegen::V,liggen,лежать
808,hängen::V,hangen,висеть
809,werden::V,worden,стать
810,passieren::V,gebeuren,случиться
811,beginnen::V,beginnen,начаться
812,enden::V,eindigen,кончиться
813,wechseln::V,wijzigen,меняться
814,wechseln::V,veranderen,меняться
815,aufgehen[Sonne]::V,opgaan,взойти
816,untergehen[Sonne]::V,ondergaan,зайти
817,scheinen[Sonne]::V,schijnen,светить
818,donnern::V,donderen,греметь
819,wehen::V,waaien,дуть
820,strömen::V,stromen,литься
821,fließen::V,vloeien,течь
822,sich drehen::V,draaien,вращаться
823,sich drehen::V,zich draaien,вращаться
824,schwanken::V,wankelen,колебаться
825,schwingen::V,zwieren,качаться
826,fallen::V,vallen,падать
827,brennen::V,branden,гореть
828,rauchen::V,roken,дымить
829,regnen::V,regenen,дождить
830,gefrieren::V,bevriezen,замерзнуть
831,tauen::V,dooien,таять
832,schmelzen::V,smelten,плавиться
833,trocknen::V,drogen,сохнуть
834,sieden::V,koken,кипеть
835,sieden::V,zieden,кипеть
836,faulen::V,rotten,гнить
837,verfaulen::V,verrotten,сгнить
838,reißen::V,scheuren,рваться
839,versinken::V,verzinken,тонуть
840,vergehen::V,vergaan,проходить
841,erscheinen::V,opdagen,появиться
842,erscheinen::V,verschijnen,появиться
843,verschwinden::V,verdwijnen,исчезнуть
844,sinken::V,zinken,спадать
845,abnehmen::V,afnemen,уменьшиться
846,abnehmen::V,verminderen,уменьшиться
847,zunehmen::V,toenemen,увеличиваться
848,steigen::V,stijgen,подниматься
849,steigen::V,omhooggaan,подниматься
850,wachsen::V,groeien,расти
851,glänzen::V,glanzen,блестеть
852,glänzen::V,schitteren,блестеть
