,Concept_ID,sv,uk
100,Sumpf::N,träsk,драговина
101,Moor::N,myr,болото
102,Moor::N,mosse,болото
103,Wiese::N,äng,луг
104,Wiese::N,äng,лука
105,Wald::N,skog,ліс
106,Hügel::N,höjd,горб
107,Hügel::N,kulle,горб
108,Anhöhe::N,höjd,височина
109,Anhöhe::N,backe,височина
110,Berg::N,berg,гора
111,Berg::N,fjäll,гора
112,Gipfel::N,topp,вершина
113,Höhle::N,håla,печера
114,Höhle::N,grotta,печера
115,Abhang::N,slänt,схил
116,Abhang::N,sluttning,схил
117,Quelle::N,källa,джерело
118,Bach::N,bäck,струмок
119,Fluss::N,älv,річка
120,Fluss::N,flod,річка
121,Ufer::N,strand,берег
122,Küste::N,kust,узбережжя
123,Festland::N,fastland,суша
124,Meer::N,hav,море
125,Bucht::N,vik,бухта
126,Bucht::N,vik,затока
127,Bucht::N,bukt,бухта
128,Bucht::N,bukt,затока
129,Insel::N,ö,острів
130,Blume::N,blomma,квітка
131,Blume::N,blomster,квітка
132,Gras::N,gräs,трава
133,Wurzel::N,rot,корінь
134,Baum::N,träd,дерево
135,Stamm::N,stam,стовбур
136,Rinde::N,bark,кора
137,Ast::N,gren,гілка
138,Zweig::N,kvist,галузь
139,Blatt::N,löv,лист
140,Blatt::N,blad,лист
141,Birke::N,björk,береза
142,Kiefer[Baum]::N,tall,сосна
143,Weide[Baum]::N,pil,верба
144,Weide[Baum]::N,vide,верба
145,Tanne::N,gran,ялиця
146,Horn::N,horn,ріг
147,Feder::N,fjäder,перо
148,Fell::N,fäll,хутро
149,Fell::N,skinn,хутро
150,Flügel::N,vinge,крило
151,Klaue::N,klöv,кіготь
152,Kralle::N,klo,лапа
153,Schwanz::N,svans,хвіст
154,Schwanz::N,stjärt,хвіст
155,Ei::N,ägg,яйце
156,Nest::N,rede,гніздо
157,Nest::N,näste,гніздо
158,Bau::N,bo,лігво
159,Tier::N,djur,тварина
160,Herde::N,flock,стадо
161,Kuh::N,ko,корова
162,Bulle::N,tjur,бик
163,Bulle::N,tjur,бугай
164,Pferd::N,häst,кінь
165,Schaf::N,får,вівця
166,Schwein::N,svin,свиня
167,Hund::N,hund,собака
168,Katze::N,katt,кішка
169,Bär::N,björn,ведмідь
170,Eichhörnchen::N,ekorre,білка
171,Elch::N,älg,лось
172,Fuchs::N,räv,лисиця
173,Hase::N,hare,заєць
174,Maus::N,mus,миша
175,Wolf::N,varg,вовк
176,Vogel::N,fågel,птах
177,Schwarm::N,svärm,зграя
178,Huhn::N,höns,курка
179,Hahn::N,tupp,півень
180,Gans::N,gås,гуска
181,Adler::N,örn,орел
182,Ente::N,anka,качка
183,Eule::N,uggla,сова
184,Kranich::N,trana,журавель
185,Krähe::N,kråka,ворона
186,Kuckuck::N,gök,зозуля
187,Schwan::N,svan,лебідь
188,Fisch::N,fisk,риба
189,Barsch::N,abborre,окунь
190,Hecht::N,gädda,щука
191,Schlange[Tier]::N,orm,змія
192,Wurm::N,mask,черв’як
193,Spinne::N,spindel,павук
194,Ameise::N,myra,мурашка
195,Laus::N,lus,воша
196,Mücke::N,mygga,комар
197,Fliege::N,fluga,муха
198,Schmetterling::N,fjäril,метелик
199,Beere::N,bär,ягода
200,Apfel::N,äpple,яблуко
201,Pilz::N,svamp,гриб
202,Zwiebel::N,lök,цибуля
203,Saat::N,sådd,сім’я
204,Korn::N,korn,зерно
205,Heu::N,hö,сіно
206,Schale::N,skal,шкірка
207,Grube::N,grop,яма
208,Falle::N,fälla,пастка
209,Schlinge::N,snara,петля
210,Spur::N,spår,слід
211,Asche::N,aska,зола
212,Asche::N,aska,попіл
213,Dreck::N,lort,бруд
214,Eisen::N,järn,залізо
215,Gold::N,guld,золото
216,Silber::N,silver,срібло
217,Kohle::N,kol,вугілля
218,Glas::N,glas,скло
219,Lehm::N,lera,глина
220,Sand::N,sand,пісок
221,Mensch::N,människa,людина
222,Mann::N,man,чоловік
223,Frau::N,kvinna,жінка
224,Kind::N,barn,дитина
225,Junge::N,pojke,хлопець
226,Mädchen::N,flicka,дівчина
227,Familie::N,familj,сім’я
228,Familie::N,familj,родина
229,Großvater::N,morfar,дідусь
230,Großmutter::N,farmor,бабуся
231,Eltern::N,föräldrar,батьки
232,Vater::N,far,батько
233,Mutter::N,mor,мати
234,Sohn::N,son,син
235,Tochter::N,dotter,дочка
236,Bruder::N,bror,брат
237,Schwester::N,syster,сестра
238,Onkel::N,morbror,дядько
239,Tante::N,tant,тітка
240,Ehemann::N,äkta man,чоловік
241,Ehefrau::N,hustru,жінка
242,Ehefrau::N,hustru,дружина
243,Freude::N,fröjd,радощі
244,Freude::N,glädje,радощі
245,Gelächter::N,åtlöje,сміх
246,Glück::N,lycka,щастя
247,Kummer::N,sorg,горе
248,Wunsch::N,önskan,бажання
249,Lust::N,lust,бажання
250,Geist::N,ande,дух
251,Gedanke::N,tanke,думка
252,Gedächtnis::N,minne,пам’ять
253,Verstand::N,förstånd,розум
254,Sinn::N,mening,зміст
255,Sinn::N,mening,значення
256,Sinn::N,betydelse,зміст
257,Sinn::N,betydelse,значення
258,Grund::N,skäl,причина
259,Grund::N,grund,причина
260,Wahrheit::N,sanning,правда
261,Gespräch::N,samtal,розмова
262,Märchen::N,saga,байка
263,Erzählung::N,berättelse,повість
264,Erzählung::N,berättelse,оповідання
265,Nachricht::N,meddelande,повідомлення
266,Neuigkeit::N,nyhet,новина
267,Name::N,namn,ім’я
268,Rätsel::N,gåta,загадка
269,Rede::N,tal,промова
270,Sprache::N,språk,мова
271,Stimme::N,stämma,голос
272,Wort::N,ord,слово
273,Zeichen::N,tecken,знак
274,Ruf::N,rop,оклик
275,Lärm::N,bråk,шум
276,Lärm::N,oväsen,шум
277,Laut::N,ljud,звук
278,Ton::N,ton,тон
279,Lied::N,sång,пісня
280,Ruhe::N,ro,спокій
281,Ruhe::N,lugn,спокій
282,Leute::N,folk,люди
283,Volk::N,folk,народ
284,Arbeit::N,arbete,робота
285,Gast::N,gäst,гість
286,Geschenk::N,gåva,подарунок
287,Geschenk::N,present,подарунок
288,Spiel::N,lek,гра
289,Spiel::N,spel,гра
290,Gesellschaft::N,sällskap,товариство
291,Hilfe::N,hjälp,допомога
292,Freund::N,vän,друг
293,Freund::N,vän,приятель
294,Kamerad::N,kamrat,товариш
295,Angelegenheit::N,ärende,справа
296,Angelegenheit::N,angelägenhet,справа
297,Anzahl::N,antal,число
298,Art::N,art,рід
299,Art::N,slag,рід
300,Stück::N,stycke,кусок
301,Teil::N,del,частина
302,Hälfte::N,halva,половина
303,Kreis::N,krets,круг
304,Kreis::N,krets,коло
305,Kreis::N,cirkel,круг
306,Kreis::N,cirkel,коло
307,Kreuz::N,kors,хрест
308,Kreuz::N,kryss,хрест
309,Linie::N,linje,лінія
310,Strich::N,streck,штрих
311,Abstand::N,avstånd,проміжок
312,Entfernung::N,avstånd,відстань
313,Gegend::N,trakt,місцевість
314,Platz::N,plats,площа
315,Ort::N,plats,місце
316,Ort::N,ställe,місце
317,Seite::N,sida,сторона
318,Mitte::N,mitt,середина
319,Gegenstand::N,föremål,предмет
320,Sache::N,sak,річ
321,Rand::N,rand,край
322,Kante::N,kant,ребро
323,Ecke::N,vrå,ріг
324,Ecke::N,hörn,ріг
325,Spitze::N,spets,кінчик
326,Ende::N,ända,кінець
327,Loch::N,hål,діра
328,Winkel::N,vinkel,куток
329,Muster::N,mönster,узор
330,Größe::N,storlek,розмір
331,Länge::N,längd,довжина
332,Höhe::N,höjd,висота
333,Gewicht::N,tyngd,вага
334,Menge::N,mängd,кількість
335,Haufen::N,hög,купа
336,Reihe::N,rad,ряд
337,Boot::N,båt,човен
338,Ruder::N,åra,весло
339,Schlitten::N,släde,сани
340,Ski::N,skida,лижа
341,Lagerfeuer::N,lägereld,вогнище
342,Last::N,last,тягар
343,Last::N,last,вантаж
344,Last::N,börda,тягар
345,Last::N,börda,вантаж
346,Gang::N,gång,хід
347,Schritt::N,steg,крок
348,Norden::N,norr,північ
349,Süden::N,söder,південь
350,Westen::N,väster,захід
351,Osten::N,öster,схід
352,Holz::N,trä,дрова
353,Brett::N,bräda,дошка
354,Platte::N,platta,плита
355,Stütze::N,stöd,підпірка
356,Stütze::N,stötta,підпірка
357,Stange::N,stång,жердина
358,Stock::N,käpp,палиця
359,Stock::N,pinne,палиця
360,Stab::N,stav,палиця
361,Rohr::N,rör,труба
362,Haus::N,hus,дім
363,Haus::N,hus,хата
364,Heim::N,hem,житло
365,Ofen::N,ugn,піч
366,Fußboden::N,golv,підлога
367,Tisch::N,bord,стіл
368,Stuhl::N,stol,стілець
369,Wiege::N,vagga,колиска
370,Bett::N,säng,ліжко
371,Bett::N,säng,постіль
372,Regal::N,hylla,полиця
373,Kiste::N,låda,ящик
374,Fenster::N,fönster,вікно
375,Tür::N,dörr,двері
376,Tor::N,port,ворота
377,Zaun::N,staket,паркан
378,Zaun::N,staket,огорожа
379,Zaun::N,stängsel,паркан
380,Zaun::N,stängsel,огорожа
381,Dach::N,tak,дах
382,Leiter::N,stege,драбина
383,Besen::N,kvast,мітла
384,Spaten::N,spade,заступ
385,Schaufel::N,skovel,совок
386,Schaufel::N,skovel,лопата
387,Schaufel::N,skyffel,совок
388,Schaufel::N,skyffel,лопата
389,Gabel::N,gaffel,виделка
390,Löffel::N,sked,ложка
391,Messer::N,kniv,ніж
392,Nagel::N,spik,цвях
393,Netz::N,nät,сіть
394,Haken::N,krok,крюк
395,Griff::N,tag,ручка
396,Griff::N,tag,держак
397,Griff::N,handtag,ручка
398,Griff::N,handtag,держак
399,Schloss::N,las,замок
400,Bild::N,bild,картина
401,Figur::N,figur,фігура
402,Puppe::N,docka,лялька
403,Beutel::N,påse,мішечок
404,Beutel::N,påse,торбинка
405,Bündel::N,bunt,в’язка
406,Bündel::N,knippa,в’язка
407,Tasche::N,väska,сумка
408,Eimer::N,hink,відро
409,Eimer::N,ämbar,відро
410,Deckel::N,lock,кришка
411,Geschirr::N,servis,посуд
412,Geschirr::N,porslin,посуд
413,Sack::N,säck,мішок
414,Tasse::N,kopp,чашка
415,Topf::N,gryta,горщик
416,Topf::N,kastrull,горщик
417,Kessel::N,kittel,котел
418,Essen::N,mål,їжа
419,Nahrung::N,näring,харч
420,Speise::N,maträtt,страва
421,Fleisch::N,kött,м’ясо
422,Getreide::N,säd,хліб
423,Getreide::N,säd,збіжжя
424,Getreide::N,spannmål,хліб
425,Getreide::N,spannmål,збіжжя
426,Brei::N,gröt,каша
427,Brot::N,bröd,хліб
428,Scheibe::N,skiva,скибочка
429,Fett::N,fett,жир
430,Butter::N,smör,масло
431,Öl::N,olja,олія
432,Salz::N,salt,сіль
433,Suppe::N,soppa,суп
434,Honig::N,honung,мед
435,Milch::N,mjölk,молоко
436,Tee::N,te,чай
437,Leder::N,läder,шкіра
438,Wolle::N,ull,шерсть
439,Wolle::N,ylle,шерсть
440,Stoff::N,tyg,тканина
441,Stoff::N,stoff,тканина
442,Nadel::N,nål,голка
443,Faden::N,tråd,нитка
444,Knopf::N,knapp,ґудзик
445,Knoten::N,knut,вузол
446,Farbe::N,färg,фарба
447,Kleidung::N,klädsel,одяг
448,Kleidung::N,klädsel,убрання
449,Hemd::N,skjorta,сорочка
450,Kragen::N,krage,комір
451,Ärmel::N,ärm,рукав
452,Hose::N,byxor,брюки
453,Gürtel::N,bälte,пояс
454,Mütze::N,mössa,шапка
455,Schuh::N,sko,ботинок
456,Stiefel::N,stövel,чобіт
457,Ring::N,ring,кільце
458,Band::N,band,стрічка
459,Kamm::N,kam,гребінець
460,Spiegel::N,spegel,дзеркало
461,Riemen::N,rem,ремінь
462,Schnur::N,snöre,вірьовка
463,Leine::N,lina,шворка
464,Decke::N,täcke,ковдра
465,Kissen::N,dyna,подушка
466,Kissen::N,kudde,подушка
467,Tuch::N,sjal,хустка
468,Handtuch::N,handduk,рушник
469,Kraft::N,kraft,сила
470,Stärke::N,styrka,сила
471,Gesundheit::N,hälsa,здоров’я
472,Krankheit::N,sjukdom,хвороба
473,Schmerz::N,smärta,біль
474,Wunde::N,sår,рана
475,Fieber::N,feber,гарячка
476,Arznei::N,medicin,ліки
477,Arznei::N,läkemedel,ліки
478,Brücke::N,bro,міст
479,Brunnen::N,brunn,колодязь
480,Weide::N,bete,пасовище
481,Pfad::N,stig,стежка
482,Weg::N,väg,шлях
483,Weg::N,väg,дорога
484,Straße::N,gata,вулиця
485,Dorf::N,by,село
486,Stadt::N,stad,місто
487,Brief::N,brev,лист
488,Buch::N,bok,книга
489,Buch::N,bok,книжка
490,Buchstabe::N,bokstav,буква
491,Buchstabe::N,bokstav,літера
492,Zeitung::N,tidning,газета
493,Leben::N,liv,життя
494,Tod::N,död,смерть
495,Grab::N,grav,могила
496,Kirche::N,kyrka,церква
497,Sünde::N,synd,гріх
498,Gott::N,gud,бог
499,Arbeiter::N,arbetare,робітник
500,Chef::N,chef,хазяїн
501,Meister::N,mästare,умілець
502,Arzt::N,läkare,лікар
503,Lehrer::N,lärare,вчитель
504,Geld::N,pengar,гроші
505,Geschäft::N,rörelse,заняття
506,Laden::N,affär,магазин
507,Laden::N,affär,крамниця
508,Preis::N,pris,ціна
509,Ware::N,vara,товар
510,Nutzen::N,gagn,вигода
511,Nutzen::N,gagn,користь
512,Nutzen::N,nytta,вигода
513,Nutzen::N,nytta,користь
514,Reichtum::N,rikedom,багатство
515,Welt::N,värld,світ
516,Land::N,land,країна
517,Staat::N,stat,держава
518,König::N,kung,король
519,König::N,konung,король
520,Macht::N,makt,влада
521,Grenze::N,gräns,кордон
522,Krieg::N,krig,війна
523,Feind::N,fiende,ворог
524,Gewalt::N,våld,насильство
525,Kampf::N,kamp,бій
526,Kampf::N,kamp,боротьба
527,Kampf::N,strid,бій
528,Kampf::N,strid,боротьба
529,Bogen[Waffe]::N,båge,лук
530,Pfeil::N,pil,стріла
531,Gewehr::N,gevär,рушниця
532,Gewehr::N,gevär,гвинтівка
533,Fehler::N,fel,помилка
534,Lüge::N,lögn,брехня
535,Schaden::N,skada,шкода
536,Schaden::N,skada,збиток
537,Unglück::N,otur,нещастя
538,Unglück::N,olycka,нещастя
539,Schuld::N,skuld,провина
540,Alter::N,ålder,вік
541,Alter::N,ålder,літа
542,Schluss::N,slut,кінець
543,Zeit::N,tid,час
544,Tag::N,dag,день
545,Morgen::N,morgon,ранок
546,Mittag::N,middag,південь
547,Abend::N,kväll,вечір
548,Nacht::N,natt,ніч
549,Woche::N,vecka,тиждень
550,Monat::N,månad,місяць
551,Jahr::N,år,рік
552,Frühling::N,vår,весна
553,Sommer::N,sommar,літо
554,Herbst::N,höst,осінь
555,Winter::N,vinter,зима
556,Januar::N,januari,січень
557,Februar::N,februari,лютий
558,März::N,mars,березень
559,April::N,april,квітень
560,Mai::N,maj,травень
561,Juni::N,juni,червень
562,Juli::N,juli,липень
563,August::N,augusti,серпень
564,September::N,september,вересень
565,Oktober::N,oktober,жовтень
566,November::N,november,листопад
567,Dezember::N,december,грудень
568,Montag::N,måndag,понеділок
569,Dienstag::N,tisdag,вівторок
570,Mittwoch::N,onsdag,середа
571,Donnerstag::N,torsdag,четвер
572,Freitag::N,fredag,п’ятниця
573,Samstag::N,lördag,субота
574,Sonntag::N,söndag,неділя
575,groß::A,stor,великий
576,klein::A,liten,малий
577,klein::A,liten,маленький
578,lang::A,lång,довгий
579,kurz::A,kort,короткий
580,breit::A,bred,широкий
581,schmal::A,smal,вузький
582,dicht::A,tät,густий
583,dick[Gegenstand]::A,tjock,товстий
584,dünn::A,tunn,тонкий
585,fein::A,fin,дрібний
586,fest::A,fast,міцний
587,flach::A,platt,плоский
588,glatt::A,glatt,рівний
589,glatt::A,glatt,гладенький
590,hart::A,hård,твердий
591,weich::A,mjuk,м’який
592,rund::A,rund,круглий
593,spitz::A,toppig,гострокінцевий
594,spitz::A,spetsig,гострокінцевий
595,scharf::A,vass,гострий
596,scharf::A,skarp,гострий
597,stumpf::A,slö,тупий
598,schwer::A,tung,важкий
599,schön::A,skön,вродливий
600,schön::A,vacker,вродливий
601,heiß::A,het,жаркий
602,heiß::A,het,гарячий
603,warm::A,varm,теплий
604,kalt::A,kall,холодний
605,kühl::A,sval,прохолодний
606,kühl::A,kylig,прохолодний
607,frisch::A,färsk,свіжий
608,feucht::A,fuktig,вогкий
609,nass::A,våt,мокрий
610,trocken::A,torr,сухий
611,voll::A,full,повний
612,leer::A,tom,пустий
613,offen::A,öppen,відкритий
614,geschlossen::A,stängd,закритий
615,geschlossen::A,stängd,зачинений
616,sauber::A,ren,чистий
617,sauber::A,ren,охайний
618,schmutzig::A,snuskig,брудний
619,roh::A,rå,сирий
620,reif::A,mogen,зрілий
621,lecker::A,läcker,смачний
622,süß::A,söt,солодкий
623,bitter::A,besk,гіркий
624,bitter::A,bitter,гіркий
625,sauer::A,sur,кислий
626,hell::A,ljus,світлий
627,dunkel::A,mörk,темний
628,schwarz::A,svart,чорний
629,weiß::A,vit,сивий
630,rot::A,röd,червоний
631,gelb::A,gul,жовтий
632,blau::A,blå,синій
633,grün::A,grön,зелений
634,grau::A,grå,сірий
635,bunt::A,brokig,барвистий
636,billig::A,billig,дешевий
637,teuer::A,dyr,дорогий
638,wertvoll::A,värdefull,цінний
639,blind::A,blind,сліпий
640,taub::A,döv,глухий
641,kräftig::A,kraftig,могутній
642,stark::A,stark,сильний
643,schwach::A,svag,слабкий
644,fett::A,fet,жирний
645,fett::A,fet,товстий
646,schlank::A,slank,тонкий
647,schlank::A,slank,стрункий
648,hübsch::A,snygg,чарівний
649,hübsch::A,vacker,чарівний
650,böse::A,ond,злий
651,böse::A,ond,лихий
652,böse::A,elak,злий
653,böse::A,elak,лихий
654,dumm::A,dum,дурний
655,faul::A,lat,ледачий
656,fleißig::A,flitig,старанний
657,geizig::A,snål,скупий
658,geizig::A,girig,скупий
659,klug::A,klok,мудрий
660,klug::A,klok,розумний
661,geschickt::A,händig,умілий
662,geschickt::A,skicklig,умілий
663,lieb::A,kär,милий
664,lieb::A,snäll,милий
665,lustig::A,rolig,веселий
666,lustig::A,lustig,веселий
667,sanft::A,mild,лагідний
668,hungrig::A,hungrig,голодний
669,krank::A,sjuk,слабий
670,nackt::A,naken,голий
671,traurig::A,ledsen,сумний
672,traurig::A,sorgsen,сумний
673,lebendig::A,levande,живий
674,gut::A,bra,добрий
675,schlecht::A,dålig,поганий
676,schlecht::A,dålig,кепський
677,richtig::A,riktig,правильний
678,schlimm::A,illa,бридкий
679,wahr::A,sann,справжній
680,alt::A,gammal,старий
681,neu::A,ny,новий
682,ehemalig::A,forn,колишній
683,ehemalig::A,tidigare,колишній
684,alt[Lebewesen]::A,gammal,старий
685,jung::A,ung,молодий
686,arm::A,fattig,бідний
687,reich::A,rik,багатий
688,bekannt::A,känd,знайомий
689,berühmt::A,berömd,славетний
690,fremd::A,främmande,чужий
691,verschieden::A,åtskillig,різний
692,nah::A,nära,близький
693,fern::A,fjärran,далекий
694,linker::A,vänster,лівий
695,rechter::A,höger,правий
696,anderer::A,annan,інакший
697,erster::A,första,перший
698,zweiter::A,andra,другий
699,dritter::A,tredje,третій
700,letzter::A,sist,останній
701,allein::ADV,allena,сам
702,allein::ADV,allena,один
703,auf einmal::ADV,på en gång,відразу
704,zusammen::ADV,tillsammans,разом
705,zusammen::ADV,tillsammans,спільно
706,lange::ADV,länge,довго
707,plötzlich::ADV,plötsligt,раптом
708,sofort::ADV,strax,зараз
709,sofort::ADV,genast,зараз
710,später::ADV,senare,пізніше
711,jetzt::ADV,nu,тепер
712,heute::ADV,i dag,сьогодні
713,morgen::ADV,i morgon,завтра
714,bald::ADV,snart,незабаром
715,dann::ADV,då,потім
716,gestern::ADV,i går,вчора
717,einst::ADV,en gång,колись
718,damals::ADV,då,тоді
719,damals::ADV,den gången,тоді
720,danach::ADV,därefter,згодом
721,vorher::ADV,före,раніше
722,vorher::ADV,förut,раніше
723,zuerst::ADV,först,спершу
724,zuerst::ADV,först,спочатку
725,einmal::ADV,en gång,один раз
726,manchmal::ADV,ibland,іноді
727,manchmal::ADV,ibland,інколи
728,oft::ADV,ofta,часто
729,immer::ADV,alltid,завжди
730,niemals::ADV,aldrig,ніколи
731,hier::ADV,här,тут
732,hierhin::ADV,hit,сюди
733,von hier::ADV,härifrån,звідси
734,dort::ADV,där,там
735,dorthin::ADV,dit,туди
736,geradeaus::ADV,rätt fram,прямо
737,vorwärts::ADV,fram,вперед
738,vorwärts::ADV,framåt,вперед
739,rückwärts::ADV,baklänges,назад
740,zurück::ADV,tillbaka,назад
741,unten::ADV,nere,внизу
742,unten::ADV,nedanför,внизу
743,hinab::ADV,ned,вниз
744,hinab::ADV,nedåt,вниз
745,oben::ADV,ovan,вгорі
746,oben::ADV,ovanpå,вгорі
747,hinauf::ADV,upp,вгору
748,hinauf::ADV,uppåt,вгору
749,überall::ADV,överallt,скрізь
750,nicht::ADV,ej,не
751,nicht::ADV,inte,не
752,ein wenig::ADV,litet,трохи
753,ein wenig::ADV,litet,небагато
754,kaum::ADV,knappt,ледве
755,kaum::ADV,knappast,ледве
756,sehr::ADV,mycket,дуже
757,so::ADV,så,так
758,noch::ADV,än,ще
759,noch::ADV,ännu,ще
760,nur::ADV,bara,лише
761,nur::ADV,bara,тільки
762,nur::ADV,endast,лише
763,nur::ADV,endast,тільки
764,schon::ADV,redan,вже
765,wieder::ADV,åter,знову
766,vergebens::ADV,förgäves,дарма
767,vor::PRP,utanför,перед
768,hinter::PRP,bakom,ззаду
769,hinter::PRP,bakom,позаду
770,unter::PRP,under,під
771,durch::PRP,genom,крізь
772,durch::PRP,igenom,крізь
773,neben::PRP,bredvid,біля
774,neben::PRP,vid sidan av,біля
775,zwischen::PRP,mellan,між
776,wegen::PRP,på grund av,з-за
777,wegen::PRP,på grund av,через
778,dies::PRN,detta,це
779,das::PRN,det,то
780,alles::PRN,allt,все
781,ich::PRN,jag,я
782,du::PRN,du,ти
783,er::PRN,han,він
784,wir::PRN,vi,ми
785,ihr::PRN,ni,ви
786,sie::PRN,de,вони
787,was::FPRN,vad,що
788,wer::FPRN,vem,хто
789,wo::FADV,var,де
790,wohin::FADV,vart,куди
791,wie::FADV,hur,як
792,warum::FADV,varför,чому
793,wieviel::FNUM,hur mycket,скільки
794,eins::NUM,en,один
795,eins::NUM,ett,один
796,zwei::NUM,två,два
797,drei::NUM,tre,три
798,vier::NUM,fyra,чотири
799,fünf::NUM,fem,п’ять
800,sechs::NUM,sex,шість
801,sieben::NUM,sju,сім
802,acht::NUM,åtta,вісім
803,neun::NUM,nio,дев’ять
804,zehn::NUM,tio,десять
805,elf::NUM,elva,одинадцять
806,zwölf::NUM,tolv,дванадцять
807,zwanzig::NUM,tjugo,двадцять
808,dreißig::NUM,trettio,тридцять
809,vierzig::NUM,fyrtio,сорок
810,fünfzig::NUM,femtio,п’ятдесят
811,sechzig::NUM,sextio,шістдесят
812,siebzig::NUM,sjuttio,сімдесят
813,achtzig::NUM,åttio,вісімдесят
814,neunzig::NUM,nittio,дев’яносто
815,hundert::NUM,hundra,сто
816,tausend::NUM,tusen,тисяча
817,und::CNJ,och,і
818,oder::CNJ,eller,або
819,stehen::V,stå,стояти
820,sitzen::V,sitta,сидіти
821,liegen::V,ligga,лежати
822,hängen::V,hänga,висіти
823,werden::V,bli,стати
824,werden::V,bli,робитися
825,passieren::V,ske,трапитися
826,passieren::V,hända,трапитися
827,beginnen::V,börja,початися
828,enden::V,ända,кінчитися
829,wechseln::V,växla,мінятися
830,aufgehen[Sonne]::V,gå upp,зійти
831,untergehen[Sonne]::V,gå ned,зайти
832,scheinen[Sonne]::V,skina,світити
833,donnern::V,dundra,гриміти
834,wehen::V,blåsa,віяти
835,strömen::V,forsa,литися
836,strömen::V,strömma,литися
837,fließen::V,flyta,текти
838,sich drehen::V,snurra,обертатися
839,schwanken::V,vackla,коливатися
840,schwingen::V,svinga,хитатися
841,schwingen::V,svinga,гойдатися
842,fallen::V,falla,падати
843,brennen::V,brinna,горіти
844,rauchen::V,ryka,диміти
845,regnen::V,regna,дощити
846,gefrieren::V,frysa,змерзнути
847,tauen::V,töa,танути
848,schmelzen::V,smälta,плавитися
849,trocknen::V,torka,сохнути
850,sieden::V,koka,кипіти
851,sieden::V,sjuda,кипіти
852,faulen::V,ruttna,гнити
853,verfaulen::V,ruttna,згнити
854,reißen::V,brista,рватися
855,versinken::V,sjunka,тонути
856,vergehen::V,förgå,проходити
857,erscheinen::V,synas,з’явитися
