,Concept_ID,sv,mdf
344,Ort::N,plats,ва́ста
345,Ort::N,ställe,ва́ста
346,Seite::N,sida,пяле
347,Mitte::N,mitt,кучка́
348,Gegenstand::N,föremål,веща
349,Sache::N,sak,тев
350,Sache::N,sak,веща
351,Rand::N,rand,пе
352,Kante::N,kant,и́рдез
353,Ecke::N,vrå,ужа
354,Ecke::N,hörn,ужа
355,Spitze::N,spets,пря
356,Ende::N,ända,пе
357,Loch::N,hål,варя
358,Winkel::N,vinkel,ужа
359,Muster::N,mönster,сёрма
360,Größe::N,storlek,серь
361,Länge::N,längd,кува́лма
362,Höhe::N,höjd,серь
363,Gewicht::N,tyngd,сталма
364,Menge::N,mängd,лувкс
365,Haufen::N,hög,мар
366,Reihe::N,rad,ряд
367,Boot::N,båt,венеж
368,Ruder::N,åra,миле
369,Schlitten::N,släde,ну́рда
370,Ski::N,skida,сокс
371,Lagerfeuer::N,lägereld,то́лмар
372,Last::N,last,канкс
373,Last::N,last,сталма
374,Last::N,börda,канкс
375,Last::N,börda,сталма
376,Gang::N,gång,молема
377,Schritt::N,steg,аськолкс
378,Norden::N,norr,якшама шире
379,Süden::N,söder,ля́мбе ши́ре
380,Westen::N,väster,ши валгома шире
381,Osten::N,öster,шинь стяма шире
382,Holz::N,trä,вирь
383,Holz::N,trä,шуфта
384,Brett::N,bräda,лавця
385,Platte::N,platta,плита́
386,Stütze::N,stöd,неже
387,Stütze::N,stötta,неже
388,Stange::N,stång,олга
389,Stock::N,käpp,байдек
390,Stock::N,pinne,байдек
391,Stab::N,stav,олгоня
392,Rohr::N,rör,турама
393,Haus::N,hus,куд
394,Heim::N,hem,куд
395,Ofen::N,ugn,пянакуд
396,Fußboden::N,golv,кия́кс
397,Tisch::N,bord,шра
398,Tisch::N,bord,моркш
399,Stuhl::N,stol,стул
400,Wiege::N,vagga,нюря́м
401,Bett::N,säng,ацам
402,Regal::N,hylla,лавцяланга
403,Kiste::N,låda,парга
404,Fenster::N,fönster,валмья
405,Tür::N,dörr,кенкш
406,Tor::N,port,ортат
407,Zaun::N,staket,перяфкс
408,Zaun::N,stängsel,перяфкс
409,Dach::N,tak,кудпря
410,Leiter::N,stege,куцема
411,Besen::N,kvast,тяльме
412,Spaten::N,spade,ка́йме
413,Schaufel::N,skovel,ко́поня
414,Schaufel::N,skovel,ця́рдом
415,Schaufel::N,skyffel,ко́поня
416,Schaufel::N,skyffel,ця́рдом
417,Gabel::N,gaffel,ця́нгоня
418,Löffel::N,sked,куцю
419,Messer::N,kniv,пеель
420,Nagel::N,spik,эска
421,Netz::N,nät,
422,Haken::N,krok,кя́чказ
423,Griff::N,tag,недь
424,Griff::N,tag,кунда́мка
425,Griff::N,handtag,недь
426,Griff::N,handtag,кунда́мка
427,Schloss::N,las,замо́к
428,Bild::N,bild,карти́на
429,Figur::N,figur,ронга-понда
430,Puppe::N,docka,ня́ка
431,Beutel::N,påse,кяскав
432,Bündel::N,bunt,кярьме
433,Bündel::N,knippa,кярьме
434,Tasche::N,väska,кошяльня
435,Eimer::N,hink,ве́дарка
436,Eimer::N,ämbar,ве́дарка
437,Deckel::N,lock,тавадкс
438,Deckel::N,lock,вельхкс
439,Geschirr::N,servis,кядьге
440,Geschirr::N,porslin,кядьге
441,Sack::N,säck,кяскав
442,Tasse::N,kopp,ша́ваня
443,Topf::N,gryta,кавозь
444,Topf::N,kastrull,кавозь
445,Kessel::N,kittel,сргавозь
446,Essen::N,mål,ярхцама
447,Nahrung::N,näring,ярхцампяль
448,Speise::N,maträtt,ярхцама
449,Fleisch::N,kött,пал
450,Fleisch::N,kött,сиволь
451,Getreide::N,säd,сёра
452,Getreide::N,spannmål,сёра
453,Brei::N,gröt,ям
454,Brot::N,bröd,кши
455,Scheibe::N,skiva,кочам
456,Fett::N,fett,куя́
457,Butter::N,smör,вай
458,Öl::N,olja,вай
459,Salz::N,salt,сал
460,Suppe::N,soppa,шонгарям
461,Suppe::N,soppa,коршампяль
462,Honig::N,honung,медь
463,Milch::N,mjölk,лофца
464,Tee::N,te,чай
465,Leder::N,läder,кедь
466,Wolle::N,ull,пона
467,Wolle::N,ylle,пона
468,Stoff::N,tyg,котф
469,Stoff::N,stoff,котф
470,Nadel::N,nål,салмокс
471,Faden::N,tråd,сюре
472,Knopf::N,knapp,пуня
473,Knoten::N,knut,сюлма
474,Farbe::N,färg,архтомбяль
475,Kleidung::N,klädsel,щам
476,Hemd::N,skjorta,па́нар
477,Kragen::N,krage,сиве
478,Ärmel::N,ärm,ожа
479,Hose::N,byxor,понкст
480,Gürtel::N,bälte,каркс
481,Mütze::N,mössa,вазь
482,Schuh::N,sko,башма́к
483,Stiefel::N,stövel,кя́ме
484,Ring::N,ring,суркс
485,Band::N,band,керькс
486,Band::N,band,лента
487,Kamm::N,kam,сюрьхцем
488,Spiegel::N,spegel,ванома
489,Riemen::N,rem,шнань каркс
490,Schnur::N,snöre,пикс
491,Schnur::N,snöre,карькскя
492,Leine::N,lina,вядьме
493,Decke::N,täcke,вельхкс
494,Kissen::N,dyna,тоду
495,Kissen::N,kudde,тоду
496,Tuch::N,sjal,руця́
497,Handtuch::N,handduk,на́рдама
498,Kraft::N,kraft,вий
499,Stärke::N,styrka,вииши
500,Gesundheit::N,hälsa,шумбраши́
501,Krankheit::N,sjukdom,урма́
502,Krankheit::N,sjukdom,сярядема
503,Schmerz::N,smärta,маряма
504,Wunde::N,sår,керф
505,Fieber::N,feber,маштыкс
506,Arznei::N,medicin,надо́бья
507,Arznei::N,medicin,пъчка́фтома
508,Arznei::N,läkemedel,надо́бья
509,Arznei::N,läkemedel,пъчка́фтома
510,Brücke::N,bro,седь
511,Brunnen::N,brunn,эши
512,Weide::N,bete,ванома васта
513,Pfad::N,stig,ян
514,Pfad::N,stig,киня́
515,Weg::N,väg,ки
516,Straße::N,gata,ки
517,Dorf::N,by,веле
518,Stadt::N,stad,ош
519,Brief::N,brev,сёрма
520,Buch::N,bok,книга
521,Buchstabe::N,bokstav,бу́ква
522,Zeitung::N,tidning,газе́та
523,Leben::N,liv,эряф
524,Leben::N,liv,эряма
525,Tod::N,död,кулома́
526,Grab::N,grav,калма
527,Kirche::N,kyrka,це́рькав
528,Sünde::N,synd,пежеть
529,Sünde::N,synd,муворкс
530,Gott::N,gud,шкай
531,Arbeiter::N,arbetare,трудендай
532,Arbeiter::N,arbetare,работник
533,Chef::N,chef,азор
534,Chef::N,chef,оцюня
535,Meister::N,mästare,мастяр
536,Arzt::N,läkare,врач
537,Arzt::N,läkare,доктор
538,Lehrer::N,lärare,учи́тель
539,Geld::N,pengar,ярмакт
540,Geschäft::N,rörelse,ладяфкс
541,Geschäft::N,rörelse,ладяф тев
542,Laden::N,affär,ла́вка
543,Preis::N,pris,питне
544,Ware::N,vara,миф
545,Ware::N,vara,ра́маф
546,Nutzen::N,gagn,пара
547,Nutzen::N,gagn,лезкс
548,Nutzen::N,nytta,пара
549,Nutzen::N,nytta,лезкс
550,Reichtum::N,rikedom,ко́зяши
551,Welt::N,värld,свет
552,Land::N,land,мастор
553,Staat::N,stat,государства
554,König::N,kung,король
555,König::N,konung,король
556,Macht::N,makt,азорондама
557,Macht::N,makt,азорксши
558,Grenze::N,gräns,ёткаян
559,Krieg::N,krig,война́
560,Feind::N,fiende,душман
561,Feind::N,fiende,каршек тюри
562,Gewalt::N,våld,наругама
563,Kampf::N,kamp,тюрема́
564,Kampf::N,strid,тюрема́
565,Bogen[Waffe]::N,båge,нал
566,Pfeil::N,pil,нал
567,Gewehr::N,gevär,винто́вка
568,Fehler::N,fel,эльбядькс
569,Lüge::N,lögn,васькафнема
570,Schaden::N,skada,зия́н
571,Unglück::N,otur,зия́н
572,Unglück::N,olycka,зия́н
573,Schuld::N,skuld,муворши
574,Alter::N,ålder,эряф кизот
575,Alter::N,ålder,эряфонь пинге
576,Schluss::N,slut,пе
577,Zeit::N,tid,пинге
578,Tag::N,dag,ши
579,Morgen::N,morgon,шобдава
580,Mittag::N,middag,шикучка
581,Abend::N,kväll,иля́дь
582,Nacht::N,natt,ве
583,Woche::N,vecka,недя́ля
584,Monat::N,månad,ков
585,Jahr::N,år,киза
586,Frühling::N,vår,тунда́
587,Sommer::N,sommar,киза
588,Herbst::N,höst,сёксе
589,Winter::N,vinter,тяла
590,Januar::N,januari,кельмеков
591,Februar::N,februari,уфайков
592,März::N,mars,марайков
593,April::N,april,шудиков
594,Mai::N,maj,панжиков
595,Juni::N,juni,лямбеков
596,Juli::N,juli,псиков
597,August::N,augusti,сёроньков
598,September::N,september,тюжягов
599,Oktober::N,oktober,кельмазаков
600,November::N,november,эйндамков
601,Dezember::N,december,кучкаков
602,Montag::N,måndag,одговши
603,Dienstag::N,tisdag,ша́вши
604,Mittwoch::N,onsdag,вержи
605,Donnerstag::N,torsdag,шува́ланя
606,Freitag::N,fredag,пя́денця
607,Samstag::N,lördag,ёткши
608,Sonntag::N,söndag,таргоши
609,groß::A,stor,оцю
610,klein::A,liten,ёмла
611,lang::A,lång,кува́ка
612,kurz::A,kort,нюрьхкя́ня
613,breit::A,bred,кели
614,schmal::A,smal,тяйня
615,dicht::A,tät,сиде
616,dicht::A,tät,туста
617,dick[Gegenstand]::A,tjock,эчке
618,dünn::A,tunn,шува́ня
619,fein::A,fin,шува́ня
620,fest::A,fast,кеме
621,flach::A,platt,лапш
622,glatt::A,glatt,вадяв
623,glatt::A,glatt,такор
624,hart::A,hård,калгода
625,weich::A,mjuk,ляпе
626,rund::A,rund,кру́глай
627,spitz::A,toppig,ботаз
628,spitz::A,toppig,оржа
629,spitz::A,spetsig,ботаз
630,spitz::A,spetsig,оржа
631,scharf::A,vass,оржа
632,scharf::A,skarp,оржа
633,stumpf::A,slö,ношка
634,schwer::A,tung,стака
635,schön::A,skön,мазы
636,schön::A,vacker,мазы
637,heiß::A,het,пси
638,warm::A,varm,лямбе
639,kalt::A,kall,кельме
640,kühl::A,sval,эше
641,kühl::A,kylig,эше
642,frisch::A,färsk,свежай
643,feucht::A,fuktig,летьке
644,nass::A,våt,начка
645,trocken::A,torr,коське
646,voll::A,full,пяшксе
647,leer::A,tom,шава
648,offen::A,öppen,панжада
649,offen::A,öppen,виде
650,geschlossen::A,stängd,пякстаф
651,geschlossen::A,stängd,сёлгф
652,sauber::A,ren,ару
653,schmutzig::A,snuskig,рда́зу
654,schmutzig::A,snuskig,пя́ндра
655,roh::A,rå,верок
656,reif::A,mogen,ке́нерьф
657,lecker::A,läcker,танцти
658,süß::A,söt,ламбама
659,bitter::A,besk,сяпи
660,bitter::A,bitter,сяпи
661,sauer::A,sur,шапама
662,hell::A,ljus,валда
663,dunkel::A,mörk,шобда
664,schwarz::A,svart,равжа
665,weiß::A,vit,акша
666,rot::A,röd,якстерь
667,gelb::A,gul,тюжя́
668,blau::A,blå,сенем
669,grün::A,grön,пиже
670,grün::A,grön,сянгяря
671,grau::A,grå,уле
672,bunt::A,brokig,сёрмав
673,billig::A,billig,у́цез
674,billig::A,billig,аф пи́тни
675,teuer::A,dyr,пи́тни
676,wertvoll::A,värdefull,питни
677,blind::A,blind,сокор
678,taub::A,döv,пярав
679,kräftig::A,kraftig,пяк вии
680,stark::A,stark,вии
681,schwach::A,svag,лафча
682,fett::A,fet,куя́
683,schlank::A,slank,виде ронга
684,hübsch::A,snygg,мазы
685,hübsch::A,vacker,мазы
686,böse::A,ond,кяжи
687,böse::A,elak,кяжи
688,dumm::A,dum,аф ёню
689,dumm::A,dum,шава пря
690,faul::A,lat,нола
691,fleißig::A,flitig,ку́лхцонды
692,geizig::A,snål,кирьжя
693,geizig::A,snål,жаднай
694,geizig::A,girig,кирьжя
695,geizig::A,girig,жаднай
696,klug::A,klok,ёню
697,klug::A,klok,пря́ви
698,geschickt::A,händig,маштозь тиф
699,geschickt::A,skicklig,маштозь тиф
700,lieb::A,kär,цебярь
701,lieb::A,snäll,цебярь
702,lustig::A,rolig,ра́хси
703,lustig::A,lustig,ра́хси
704,sanft::A,mild,сетьме
705,hungrig::A,hungrig,вача
706,hungrig::A,hungrig,вачеда
707,krank::A,sjuk,сяряди
708,nackt::A,naken,штада
709,nackt::A,naken,кърхтапа
710,traurig::A,ledsen,ла́жнай
711,traurig::A,sorgsen,ла́жнай
712,lebendig::A,levande,эряй
713,gut::A,bra,пара
714,gut::A,bra,цебярь
715,schlecht::A,dålig,кальдяв
716,richtig::A,riktig,виде
717,schlimm::A,illa,кальдяв
718,wahr::A,sann,афкуксонь
719,alt::A,gammal,ташта
720,neu::A,ny,од
721,ehemalig::A,forn,и́нгольдень
722,ehemalig::A,tidigare,и́нгольдень
723,alt[Lebewesen]::A,gammal,сире
724,jung::A,ung,од
725,arm::A,fattig,а́шу
726,reich::A,rik,козя
727,bekannt::A,känd,содаф
728,berühmt::A,berömd,содавикс
729,fremd::A,främmande,лия
730,fremd::A,främmande,аф содаф
731,verschieden::A,åtskillig,аф фкя ла́цонь
732,nah::A,nära,мала
733,nah::A,nära,аф ичкоздень
734,fern::A,fjärran,и́чкоздень
735,fern::A,fjärran,куна́рдонь
736,linker::A,vänster,кержи
737,rechter::A,höger,види
738,anderer::A,annan,лия
739,erster::A,första,васенце
740,zweiter::A,andra,омбоце
741,dritter::A,tredje,колмоце
742,letzter::A,sist,ме́кольце
743,allein::ADV,allena,ськамонза
744,auf einmal::ADV,på en gång,вихцок
745,zusammen::ADV,tillsammans,марс
746,zusammen::ADV,tillsammans,ма́рса
747,lange::ADV,länge,кува́тьс
748,plötzlich::ADV,plötsligt,а́пак учт
749,sofort::ADV,strax,тяникиге
750,sofort::ADV,genast,тяникиге
751,später::ADV,senare,ме́ле
752,jetzt::ADV,nu,тяни
753,heute::ADV,i dag,тячи
754,morgen::ADV,i morgon,ва́нды
755,bald::ADV,snart,курок
756,dann::ADV,då,меле
757,dann::ADV,då,сяда меле
758,gestern::ADV,i går,ися́к
759,einst::ADV,en gång,весть
760,einst::ADV,en gång,мзя́рда-бди
761,damals::ADV,då,эста
762,damals::ADV,den gången,эста
763,danach::ADV,därefter,меле
764,vorher::ADV,före,инголи
765,vorher::ADV,förut,инголи
766,zuerst::ADV,först,ва́сенда
767,einmal::ADV,en gång,весть
768,manchmal::ADV,ibland,лия́ста
769,manchmal::ADV,ibland,ко́ста-ко́ста
770,oft::ADV,ofta,си́деста
771,immer::ADV,alltid,фалу
772,immer::ADV,alltid,най
773,niemals::ADV,aldrig,аф мзя́рдонга
774,hier::ADV,här,тяса
775,hierhin::ADV,hit,сей
776,hierhin::ADV,hit,тяза
777,von hier::ADV,härifrån,тя́ста
778,dort::ADV,där,тоса
779,dorthin::ADV,dit,тов
780,dorthin::ADV,dit,тоза
781,geradeaus::ADV,rätt fram,ви́деста
782,vorwärts::ADV,fram,и́нголи
783,vorwärts::ADV,framåt,и́нголи
784,rückwärts::ADV,baklänges,ме́ки
785,zurück::ADV,tillbaka,ме́ки
786,unten::ADV,nere,ала
787,unten::ADV,nedanför,ала
788,hinab::ADV,ned,алу
789,hinab::ADV,nedåt,алу
790,oben::ADV,ovan,вяре
791,oben::ADV,ovanpå,вяре
792,hinauf::ADV,upp,вяри
793,hinauf::ADV,uppåt,вяри
794,überall::ADV,överallt,се́мбе ва́стова
795,nicht::ADV,ej,аф
796,nicht::ADV,inte,аф
797,ein wenig::ADV,litet,аф лама
798,kaum::ADV,knappt,а́ньцек
799,kaum::ADV,knappast,а́ньцек
800,sehr::ADV,mycket,пяк
801,so::ADV,så,ста́не
802,noch::ADV,än,нинге
803,noch::ADV,ännu,нинге
804,nur::ADV,bara,аньцек
805,nur::ADV,endast,аньцек
806,schon::ADV,redan,ни
807,wieder::ADV,åter,та́га
808,vergebens::ADV,förgäves,стак
809,vor::PRP,utanför,инголе
810,hinter::PRP,bakom,фтала
811,hinter::PRP,bakom,мельге
812,unter::PRP,under,ала
813,durch::PRP,genom,пачк
814,durch::PRP,igenom,пачк
815,neben::PRP,bredvid,ваксса
816,neben::PRP,vid sidan av,ваксса
817,zwischen::PRP,mellan,ёткса
818,wegen::PRP,på grund av,сюнеда
819,dies::PRN,detta,тя
820,das::PRN,det,ся
821,das::PRN,det,тона
