,Concept_ID,xal,fr
244,Onkel::N,наһцх,oncle
245,Tante::N,наһц эгч,tante
246,Ehemann::N,залу,mari
247,Ehemann::N,залу,époux
248,Ehefrau::N,гергн,femme
249,Ehefrau::N,гергн,épouse
250,Freude::N,байр,joie
251,Freude::N,байр,plaisir
252,Gelächter::N,инәдн,rires
253,Glück::N,җирһл,bonheur
254,Glück::N,сәәхн җирһл,bonheur
255,Kummer::N,зовлң,peine
256,Kummer::N,зовлң,chagrin
257,Wunsch::N,дурн,désir
258,Lust::N,җилвтлһн,envie
259,Geist::N,зөрг,esprit
260,Gedanke::N,ухан,idée
261,Gedanke::N,ухан,pensée
262,Gedächtnis::N,чееҗин тодлвр,mémoire
263,Verstand::N,ухан,raison
264,Sinn::N,учр-утх,sens
265,Grund::N,учр,cause
266,Grund::N,учр,raison
267,Grund::N,шалтан,cause
268,Grund::N,шалтан,raison
269,Wahrheit::N,үнн,vérité
270,Gespräch::N,күүндвүр,conversation
271,Märchen::N,тууль,conte
272,Märchen::N,тууль,conte de fées
273,Erzählung::N,келвр,conte
274,Erzählung::N,келвр,narration
275,Nachricht::N,медүллһн,message
276,Neuigkeit::N,зәңг,nouvelle
277,Name::N,нерн,nom
278,Rätsel::N,тәәлвртә тууль,énigme
279,Rätsel::N,тәәлвртә тууль,devinette
280,Rede::N,келлһн,parole
281,Rede::N,келлһн,discours
282,Sprache::N,келн,langue
283,Sprache::N,келн,langage
284,Stimme::N,дун,voix
285,Wort::N,үг,mot
286,Zeichen::N,темдг,signe
287,Ruf::N,дуудлһн,cri
288,Ruf::N,дуудлһн,appel
289,Lärm::N,шууган,bruit
290,Laut::N,ә,son
291,Ton::N,дун,ton
292,Lied::N,дун,chant
293,Lied::N,дун,chanson
294,Ruhe::N,амулң,calme
295,Ruhe::N,амулң,tranquillité
296,Leute::N,әмтн,gens
297,Volk::N,улс,peuple
298,Arbeit::N,көдлмш,travail
299,Gast::N,гиич,hôte
300,Gast::N,гиич,invité
301,Geschenk::N,белг,cadeau
302,Geschenk::N,белг,présent
303,Spiel::N,наадн,jeu
304,Gesellschaft::N,олн,compagnie
305,Hilfe::N,нөкд,aide
306,Hilfe::N,нөкд,secours
307,Freund::N,иньг,ami
308,Kamerad::N,үр,copain
309,Kamerad::N,үр,camarade
310,Angelegenheit::N,керг,affaire
311,Anzahl::N,то,nombre
312,Art::N,зүүл,sorte
313,Art::N,зүүл,espèce
314,Stück::N,хусг,morceau
315,Teil::N,хүв,part
316,Teil::N,хүв,partie
317,Hälfte::N,өрәл,moitié
318,Kreis::N,төгрг,cercle
319,Kreuz::N,кирс,croix
320,Linie::N,зурасн,ligne
321,Strich::N,татасн,trait
322,Abstand::N,зә,écart
323,Entfernung::N,һазр,distance
324,Gegend::N,һазр,région
325,Gegend::N,һазр,contrée
326,Platz::N,зә,place
327,Ort::N,бәәрн,lieu
328,Ort::N,бәәрн,endroit
329,Seite::N,тал,côté
330,Seite::N,хаҗу,côté
331,Seite::N,хәврһ,côté
332,Mitte::N,дунд,milieu
333,Gegenstand::N,юмн,objet
334,Sache::N,юмн,chose
335,Rand::N,зах,bord
336,Kante::N,ирмәг,arête
337,Ecke::N,өнцг,coin
338,Ecke::N,өнцг,tournant
339,Spitze::N,үзүр,cime
340,Spitze::N,үзүр,pointe
341,Ende::N,үзүр,bout
342,Loch::N,хаһрха,trou
343,Winkel::N,булң,coin
344,Winkel::N,булң,réduit
345,Muster::N,намч,dessin
346,Größe::N,кемҗән,grandeur
347,Länge::N,ут,longueur
348,Höhe::N,өндр,hauteur
349,Höhe::N,өндр,altitude
350,Gewicht::N,күнд,poids
351,Gewicht::N,чиңнүр,poids
352,Menge::N,ик,quantité
353,Haufen::N,ова,tas
354,Reihe::N,зерг,file
355,Reihe::N,зерг,rangée
356,Reihe::N,зерглән,file
357,Reihe::N,зерглән,rangée
358,Boot::N,оңһц,canot
359,Boot::N,оңһц,bateau
360,Ruder::N,хәәв,rame
361,Ruder::N,хәәв,aviron
362,Schlitten::N,цан,traîneau
363,Ski::N,лыҗ,ski
364,Lagerfeuer::N,костёр,feu de camp
365,Last::N,күнд,charge
366,Last::N,күнд,fardeau
367,Gang::N,йовлһн,tour
368,Gang::N,йовлһн,marche
369,Schritt::N,ишкм,pas
370,Norden::N,ар үзг,nord
371,Süden::N,өмн,sud
372,Süden::N,өмн үзг,sud
373,Westen::N,барун,ouest
374,Westen::N,барун,occident
375,Westen::N,барун үзг,ouest
376,Westen::N,барун үзг,occident
377,Osten::N,зүн,est
378,Osten::N,зүн,orient
379,Osten::N,зүн үзг,est
380,Osten::N,зүн үзг,orient
381,Holz::N,модн,bois
382,Brett::N,харһа,planche
383,Platte::N,хавтха чолун,plaque
384,Stütze::N,тулг,appui
385,Stütze::N,тулг,soutien
386,Stange::N,уньн,barre
387,Stange::N,уньн,perche
388,Stock::N,модн,canne
389,Stab::N,шуург,bâton
390,Rohr::N,турва,tube
391,Rohr::N,турва,tuyau
392,Haus::N,гер,maison
393,Heim::N,гер-бул,maison
394,Ofen::N,беш,poêle
395,Fußboden::N,девскр,plancher
396,Tisch::N,ширә,table
397,Stuhl::N,стул,chaise
398,Wiege::N,өлгә,berceau
399,Wiege::N,дүүҗң,berceau
400,Bett::N,орн,lit
401,Bett::N,орндг,lit
402,Regal::N,таг,étagère
403,Regal::N,тәвц,étagère
404,Kiste::N,яршг,caisse
405,Fenster::N,терз,fenêtre
406,Tür::N,үүдн,porte
407,Tor::N,үүдн,porte
408,Tor::N,үүдн,portail
409,Tor::N,өргн үүдн,porte
410,Tor::N,өргн үүдн,portail
411,Tor::N,хашан үүдн,porte
412,Tor::N,хашан үүдн,portail
413,Zaun::N,хаша,clôture
414,Dach::N,деевр,toit
415,Leiter::N,шат,échelle
416,Leiter::N,давшур,échelle
417,Besen::N,сәвүр,balai
418,Spaten::N,күрз,bêche
419,Schaufel::N,совг,pelle
420,Gabel::N,серә,fourchette
421,Löffel::N,ухр,cuiller
422,Messer::N,утх,couteau
423,Nagel::N,хадасн,clou
424,Netz::N,гөлм,filet
425,Haken::N,дегә,croc
426,Haken::N,дегә,crochet
427,Griff::N,иш,prise
428,Griff::N,иш,manche
429,Griff::N,бәрүл,prise
430,Griff::N,бәрүл,manche
431,Schloss::N,оньс,serrure
432,Bild::N,зург,image
433,Bild::N,зург,tableau
434,Figur::N,фигур,figure
435,Puppe::N,наадһа,poupée
436,Beutel::N,мишг,sac
437,Beutel::N,мишг,petit sac
438,Bündel::N,багла,paquet
439,Bündel::N,багла,faisceau
440,Bündel::N,боодһа,paquet
441,Bündel::N,боодһа,faisceau
442,Tasche::N,сумк,sac
443,Eimer::N,суулһ,seau
444,Deckel::N,бүркәсн,couvercle
445,Geschirr::N,сав,vaisselle
446,Geschirr::N,сав-сарх,vaisselle
447,Sack::N,мишг,sac
448,Tasse::N,ааһ,tasse
449,Topf::N,кастрюль,pot
450,Topf::N,кастрюль,marmite
451,Kessel::N,хәәсн,chaudron
452,Essen::N,зоогллһн,repas
453,Essen::N,зоогллһн,manger
454,Nahrung::N,теҗәл,nourriture
455,Speise::N,хот,plat
456,Fleisch::N,махн,viande
457,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,blé
458,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,céréales
459,Brei::N,хаш,purée
460,Brei::N,хаш,bouillie
461,Brot::N,өдмг,pain
462,Scheibe::N,зүсм,tranche
463,Fett::N,өөкн,graisse
464,Butter::N,тосн,beurre
465,Öl::N,тосн,huile
466,Salz::N,давсн,sel
467,Suppe::N,шөлн,soupe
468,Suppe::N,шөлн,potage
469,Honig::N,бал,miel
470,Milch::N,үсн,lait
471,Tee::N,цә,thé
472,Leder::N,арсн,cuir
473,Wolle::N,утцн,laine
474,Wolle::N,эд,laine
475,Stoff::N,эд,tissu
476,Stoff::N,эд,étoffe
477,Nadel::N,зүн,aiguille
478,Faden::N,утцн,fil
479,Knopf::N,товч,bouton
480,Knoten::N,зәңгдә,nœud
481,Farbe::N,будг,peinture
482,Kleidung::N,хувцн,vêtements
483,Kleidung::N,хувцн,habillement
484,Kleidung::N,хувц-хунр,vêtements
485,Kleidung::N,хувц-хунр,habillement
486,Hemd::N,киилг,chemise
487,Kragen::N,зах,col
488,Ärmel::N,ханцн,manche
489,Hose::N,шалвур,pantalon
490,Gürtel::N,бүс,ceinture
491,Mütze::N,махла,bonnet
492,Mütze::N,махла,casquette
493,Schuh::N,башмгуд,soulier
494,Schuh::N,башмгуд,chaussure
495,Stiefel::N,һосн,botte
496,Ring::N,билцг,bague
497,Band::N,лент,ruban
498,Kamm::N,сам,peigne
499,Spiegel::N,толь,glace
500,Spiegel::N,толь,miroir
501,Riemen::N,бүс,lanière
502,Riemen::N,бүс,courroie
503,Schnur::N,деесн,corde
504,Schnur::N,деесн,ficelle
505,Leine::N,бурнтг,laisse
506,Leine::N,нохан көтлвр,laisse
507,Decke::N,көнҗл,couverture
508,Kissen::N,дер,oreiller
509,Tuch::N,альчур,drap
510,Tuch::N,альчур,fichu
511,Handtuch::N,полотенц,serviette
512,Handtuch::N,полотенц,essuie-mains
513,Handtuch::N,һар-нүүрин альчур,serviette
514,Handtuch::N,һар-нүүрин альчур,essuie-mains
515,Kraft::N,күчн,force
516,Stärke::N,чидл,vigueur
517,Gesundheit::N,эрүл-менд,santé
518,Krankheit::N,өвчн,maladie
519,Schmerz::N,өвдлһн,douleur
520,Wunde::N,шав,plaie
521,Wunde::N,шав,blessure
522,Fieber::N,безг,fièvre
523,Arznei::N,эм,remède
524,Arznei::N,эм,médecine
525,Brücke::N,тагт,pont
526,Brunnen::N,худг,puits
527,Weide::N,малын идг,pâturage
528,Pfad::N,цувг,sentier
529,Weg::N,хаалһ,voie
530,Weg::N,хаалһ,chemin
531,Straße::N,зам,route
532,Dorf::N,хотн,village
533,Stadt::N,балһсн,cité
534,Stadt::N,балһсн,ville
535,Brief::N,бичг,lettre
536,Buch::N,дегтр,livre
537,Buchstabe::N,үзг,lettre
538,Buchstabe::N,үзг,caractère
539,Zeitung::N,газет,journal
540,Leben::N,җирһл,vie
541,Tod::N,үкл,mort
542,Tod::N,өңгрлһн,mort
543,Grab::N,оршалһна нүкн,tombe
544,Kirche::N,чонҗ,église
545,Sünde::N,нүл,péché
546,Sünde::N,килнц,péché
547,Gott::N,бурхн,dieu
548,Arbeiter::N,көдлмшч,ouvrier
549,Arbeiter::N,көдлмшч,travailleur
550,Chef::N,толһач,chef
551,Chef::N,толһач,patron
552,Meister::N,урн,maître
553,Arzt::N,эмч,médecin
554,Lehrer::N,багш,professeur
555,Lehrer::N,багш,instituteur
556,Geld::N,мөңгн,argent
557,Geschäft::N,көдлмш,affaire
558,Geschäft::N,көдлмш,commerce
559,Laden::N,лавк,magasin
560,Laden::N,лавк,boutique
561,Preis::N,үн,prix
562,Ware::N,эд-тавр,marchandise
563,Nutzen::N,олз,profit
564,Reichtum::N,зөөр,richesse
565,Welt::N,орчлң,monde
566,Welt::N,делкә,monde
567,Land::N,орн-нутг,pays
568,Staat::N,государств,État
569,König::N,хан,roi
570,Macht::N,йосн,pouvoir
571,Macht::N,йосн,puissance
572,Grenze::N,меҗә,frontière
573,Krieg::N,дән,guerre
574,Feind::N,дәәсн,ennemi
575,Gewalt::N,күч һарһлһн,violence
576,Kampf::N,ноолдан,lutte
577,Kampf::N,ноолдан,combat
578,Kampf::N,бәрлдлһн,lutte
579,Kampf::N,бәрлдлһн,combat
580,Bogen[Waffe]::N,саадг,arc
581,Pfeil::N,сумн,flèche
582,Gewehr::N,бу,fusil
583,Fehler::N,алдг,faute
584,Fehler::N,алдг,erreur
585,Lüge::N,худл,mensonge
586,Schaden::N,хорлт,dégât
587,Schaden::N,хорлт,dommage
588,Unglück::N,гүрм,malheur
589,Schuld::N,гем,faute
590,Schuld::N,гем,culpabilité
591,Schuld::N,буру,faute
592,Schuld::N,буру,culpabilité
593,Alter::N,насн,âge
594,Schluss::N,чилгч,fin
595,Zeit::N,цаг,temps
596,Tag::N,өдр,jour
597,Tag::N,өдр,journée
598,Morgen::N,өрүн,matin
599,Morgen::N,өрүн,matinée
600,Mittag::N,үд,midi
601,Abend::N,асхн,soir
602,Abend::N,асхн,soirée
603,Nacht::N,сө,nuit
604,Woche::N,долан хонг,semaine
605,Monat::N,сар,mois
606,Jahr::N,җил,an
607,Jahr::N,җил,année
608,Frühling::N,хавр,printemps
609,Sommer::N,зун,été
610,Herbst::N,намр,automne
611,Winter::N,үвл,hiver
612,Januar::N,январь,janvier
613,Februar::N,февраль,février
614,März::N,март,mars
615,März::N,моһа сар,mars
616,April::N,апрель,avril
617,Mai::N,май,mai
618,Juni::N,июнь,juin
619,Juni::N,мөчн сар,juin
620,Juli::N,июль,juillet
621,August::N,август,août
622,September::N,һаха сар,septembre
623,Oktober::N,октябрь,octobre
624,November::N,ноябрь,novembre
625,November::N,үкр сар,novembre
626,Dezember::N,бар сар,décembre
627,Montag::N,понедельник,lundi
628,Dienstag::N,вторник,mardi
629,Mittwoch::N,среда,mercredi
630,Mittwoch::N,үлмҗ өдр,mercredi
631,Donnerstag::N,четверг,jeudi
632,Donnerstag::N,пүрвә өдр,jeudi
633,Freitag::N,пятниц,vendredi
634,Samstag::N,суббот,samedi
635,Sonntag::N,нарн өдр,dimanche
636,Sonntag::N,воскресень,dimanche
637,groß::A,ик,grand
638,klein::A,бичкн,petit
639,lang::A,ут,long
640,kurz::A,оһтр,court
641,breit::A,өргн,large
642,schmal::A,уутьхн,étroit
643,dicht::A,нигт,dense
644,dick[Gegenstand]::A,зузан,épais
645,dünn::A,нимгн,mince
646,fein::A,нәрхн,fin
647,fein::A,нәрхн,menu
648,fest::A,бат,ferme
649,fest::A,бат,solide
650,flach::A,хавтха,plat
651,glatt::A,тегш,poli
652,glatt::A,тегш,lisse
653,glatt::A,тиньгр,poli
654,glatt::A,тиньгр,lisse
655,hart::A,хату,dur
656,weich::A,җөөлн,mou
657,weich::A,җөөлкн,mou
658,rund::A,төгрг,rond
659,spitz::A,шовһр,aigu
660,spitz::A,шовһр,pointu
661,scharf::A,хурц,tranchant
662,stumpf::A,мука,mousse
663,stumpf::A,мука,émoussé
664,schwer::A,күнд,lourd
665,schwer::A,күнд,pesant
666,schön::A,сәәхн,beau
667,heiß::A,халун,chaud
668,heiß::A,халун,très chaud
669,warm::A,дулан,chaud
670,kalt::A,киитн,froid
671,kühl::A,серүн,frais
672,frisch::A,серүн,frais
673,feucht::A,чиигтә,humide
674,nass::A,чиигтә,mouillé
675,trocken::A,хагсу,sec
676,voll::A,дүүрң,plein
677,voll::A,дүүрң,rempli
678,leer::A,сул,vide
679,leer::A,хоосн,vide
680,offen::A,секәтә,ouvert
681,geschlossen::A,хаалһата,clos
682,geschlossen::A,хаалһата,fermé
683,sauber::A,цевр,net
684,sauber::A,цевр,propre
685,schmutzig::A,киртә,sale
686,schmutzig::A,киртә,crasseux
687,roh::A,түүкә,cru
688,roh::A,түүкә,brut
689,reif::A,болсн,mûr
690,lecker::A,әмтәхн,délicieux
691,lecker::A,әмтәхн,appétissant
692,süß::A,әмтәхн,doux
693,bitter::A,һашун,amer
694,bitter::A,һашута,amer
695,sauer::A,ишклң,aigre
696,hell::A,герлтә,clair
697,dunkel::A,харңһу,sombre
698,schwarz::A,хар,noir
699,weiß::A,цаһан,blanc
700,rot::A,улан,rouge
701,gelb::A,шар,jaune
702,blau::A,көк,bleu
703,grün::A,көк,vert
704,grau::A,бор,gris
705,bunt::A,алг,multicolore
706,bunt::A,эрәтә,multicolore
707,billig::A,кимд,bon marché
708,teuer::A,үнтә,cher
709,wertvoll::A,үнтә,précieux
710,wertvoll::A,эрднь,précieux
711,blind::A,сохр,aveugle
712,taub::A,дүлә,sourd
713,kräftig::A,күчтә,fort
714,kräftig::A,күчтә,vigoureux
715,stark::A,чаңһ,fort
716,stark::A,чаңһ,puissant
717,schwach::A,күчн тату,faible
718,fett::A,тарһн,gras
719,schlank::A,эццн,svelte
720,hübsch::A,көркхн,joli
721,böse::A,уурта,mauvais
722,dumm::A,тенг,sot
723,dumm::A,тенг,bête
724,faul::A,залху,fainéant
725,faul::A,залху,paresseux
726,fleißig::A,кинән,appliqué
727,fleißig::A,кинмһә,appliqué
728,geizig::A,ховдг,avare
729,klug::A,ухата,intelligent
730,geschickt::A,чадмг,habile
731,lieb::A,эңкр,cher
732,lieb::A,эңкр,gentil
733,lustig::A,сергмҗтә,gai
734,lustig::A,сергмҗтә,joyeux
735,lustig::A,җирһлтә,gai
736,lustig::A,җирһлтә,joyeux
737,sanft::A,номһн,doux
738,hungrig::A,өлн,affamé
739,hungrig::A,харһнсн,affamé
740,krank::A,өвчтә,malade
741,krank::A,шалтгта,malade
742,nackt::A,нүцкн,nu
743,traurig::A,һундлта,triste
744,lebendig::A,әмд,vivant
745,gut::A,сән,bon
746,schlecht::A,му,mauvais
747,richtig::A,зөвтә,juste
748,richtig::A,зөвтә,correct
749,schlimm::A,җигшүртә,grave
750,schlimm::A,җигшүртә,mauvais
751,wahr::A,үнн,vrai
752,wahr::A,үнн,véritable
753,wahr::A,мөн,vrai
754,wahr::A,мөн,véritable
755,alt::A,хуучн,vieux
756,neu::A,шин,neuf
757,neu::A,шин,nouveau
758,ehemalig::A,хуучн,ancien
759,alt[Lebewesen]::A,көгшн,âgé
760,alt[Lebewesen]::A,көгшн,vieux
761,jung::A,баһ,jeune
762,arm::A,угатя,pauvre
763,reich::A,байн,riche
764,bekannt::A,таньл,connu
765,bekannt::A,таньдг,connu
766,berühmt::A,туурсн,fameux
767,berühmt::A,туурсн,célèbre
768,fremd::A,күүнә,étranger
769,verschieden::A,әдл биш,différent
770,verschieden::A,йилһәтә,différent
771,nah::A,өөрхн,lié
772,nah::A,өөрхн,proche
773,fern::A,хол,éloigné
774,fern::A,хол,lointain
775,linker::A,зүн,gauche
776,rechter::A,барун,droit
777,anderer::A,талдан,autre
778,erster::A,негдгч,premier
779,zweiter::A,хойрдгч,second
780,zweiter::A,хойрдгч,deuxième
781,dritter::A,һурвдгч,troisième
782,letzter::A,отхн,dernier
783,allein::ADV,һанцарн,seul
784,auf einmal::ADV,нег дәкҗ,à la fois
785,zusammen::ADV,хамдан,ensemble
786,lange::ADV,удан,longtemps
787,plötzlich::ADV,генткн,tout à coup
788,sofort::ADV,дарунь,immédiatement
789,später::ADV,сүүлд,plus tard
790,jetzt::ADV,ода,maintenant
791,heute::ADV,эндр,aujourd'hui
792,morgen::ADV,маңһдур,demain
793,bald::ADV,дарунь,bientôt
794,dann::ADV,дәкәд,puis
795,dann::ADV,дәкәд,ensuite
796,gestern::ADV,өцклдүр,hier
797,einst::ADV,нег саамд,jadis
798,einst::ADV,нег саамд,autrefois
799,damals::ADV,тиигхд,alors
800,damals::ADV,тиигхд,à l'époque
801,danach::ADV,тегәд,après
802,danach::ADV,тегәд,ensuite
803,vorher::ADV,урд,auparavant
804,zuerst::ADV,түрүләд,d'abord
805,zuerst::ADV,түрүләд,premièrement
806,einmal::ADV,нег дәкҗ,une fois
807,manchmal::ADV,зәрмдән,parfois
808,manchmal::ADV,зәрмдән,quelquefois
809,oft::ADV,хара биш,souvent
810,oft::ADV,хатяр биш,souvent
811,oft::ADV,дару-дарунь,souvent
812,immer::ADV,оньдинд,toujours
813,niemals::ADV,кезә чмгн биш,ne ... jamais
