,Concept_ID,ka,is
204,Hecht::N,ქარიყლაპია,gedda
205,Schlange[Tier]::N,გველი,naðra
206,Wurm::N,ჭია,ormur
207,Spinne::N,ობობა,kónguló
208,Ameise::N,ჭიანჭველა,maur
209,Laus::N,ტილი,lús
210,Laus::N,მკბენარი,lús
211,Mücke::N,კოღო,mý
212,Mücke::N,კოღო,mýfluga
213,Fliege::N,ბუზი,fluga
214,Schmetterling::N,პეპელა,fiðrildi
215,Beere::N,კენკრა,ber
216,Apfel::N,ვაშლი,epli
217,Pilz::N,სოკო,sveppur
218,Zwiebel::N,ხახვი,laukur
219,Saat::N,თესლი,fræ
220,Saat::N,თესლი,útsæði
221,Korn::N,მარცვალი,korn
222,Heu::N,თივა,hey
223,Schale::N,ჩენჩო,hýði
224,Grube::N,ორმო,gryfja
225,Falle::N,ხაფანგი,gildra
226,Schlinge::N,მახე,snara
227,Spur::N,კვალი,spor
228,Asche::N,ფერფლი,aska
229,Dreck::N,ტალახი,óþverri
230,Dreck::N,სიბინძურე,óþverri
231,Eisen::N,რკინა,járn
232,Gold::N,ოქრო,gull
233,Silber::N,ვერცხლი,silfur
234,Kohle::N,ნახშირი,kol
235,Glas::N,მინა,gler
236,Lehm::N,თიხა,leir
237,Sand::N,ქვიშა,sandur
238,Mensch::N,ადამიანი,maður
239,Mensch::N,ადამიანი,manneskja
240,Mann::N,კაცი,maður
241,Mann::N,კაცი,karlmaður
242,Frau::N,ქალი,kona
243,Kind::N,ბავშვი,barn
244,Kind::N,ბავშვი,krakki
245,Junge::N,ვაჟი,drengur
246,Mädchen::N,გოგო,stelpa
247,Familie::N,ოჯახი,fjölskylda
248,Großvater::N,პაპა,afi
249,Großvater::N,ბაბუა,afi
250,Großmutter::N,ბებია,amma
251,Großmutter::N,დიდედა,amma
252,Eltern::N,მშობლები,foreldrar
253,Vater::N,მამა,faðir
254,Mutter::N,დედა,móðir
255,Sohn::N,ვაჟიშვილი,sonur
256,Tochter::N,ქალიშვილი,dóttir
257,Bruder::N,ძმა,bróðir
258,Schwester::N,და,systir
259,Onkel::N,ბიძა,föðurbróðir
260,Tante::N,დეიდა,frænka
261,Tante::N,დეიდა,móðursystir
262,Tante::N,მამიდა,frænka
263,Tante::N,მამიდა,móðursystir
264,Ehemann::N,ქმარი,eiginmaður
265,Ehefrau::N,ცოლი,eiginkona
266,Freude::N,სიხარული,gleði
267,Gelächter::N,სიცილი,hlátur
268,Glück::N,ბედნიერება,gæfa
269,Kummer::N,მწუხარება,sorg
270,Wunsch::N,წადილი,ósk
271,Wunsch::N,სურვილი,ósk
272,Lust::N,წადილი,fýsn
273,Lust::N,წადილი,löngun
274,Geist::N,სული,andi
275,Gedanke::N,ფიქრი,hugsun
276,Gedächtnis::N,მეხსიერება,minni
277,Verstand::N,ჭკუა,vit
278,Verstand::N,გონება,vit
279,Sinn::N,მნიშვნელობა,merking
280,Grund::N,მიზეზი,ástæða
281,Wahrheit::N,სიმართლე,sannleikur
282,Wahrheit::N,ჭეშმარიტება,sannleikur
283,Gespräch::N,ბაასი,samtal
284,Gespräch::N,საუბარი,samtal
285,Märchen::N,არაკი,ævintýri
286,Märchen::N,ზღაპარი,ævintýri
287,Erzählung::N,თქმულება,saga
288,Nachricht::N,ცნობა,frétt
289,Nachricht::N,ამბავი,frétt
290,Neuigkeit::N,სიახლე,frétt
291,Name::N,სახელი,nafn
292,Rätsel::N,გამოცანა,gáta
293,Rede::N,სიტყვა,ræða
294,Sprache::N,ენა,mál
295,Sprache::N,ენა,tungumál
296,Stimme::N,ხმა,rödd
297,Wort::N,სიტყვა,orð
298,Zeichen::N,ნიშანი,tákn
299,Zeichen::N,ნიშანი,merki
300,Ruf::N,ძახილი,kall
301,Lärm::N,ხმაური,hávaði
302,Laut::N,ხმა,hljóð
303,Laut::N,ბგერა,hljóð
304,Ton::N,ტონი,tónn
305,Lied::N,სიმღერა,ljóð
306,Lied::N,სიმღერა,söngur
307,Ruhe::N,სიწყნარე,ró
308,Ruhe::N,სიწყნარე,kyrrð
309,Leute::N,ადამიანები,fólk
310,Volk::N,ერი,þjóð
311,Volk::N,ხალხი,þjóð
312,Arbeit::N,მუშაობა,vinna
313,Gast::N,სტუმარი,gestur
314,Geschenk::N,საჩუქარი,gjöf
315,Spiel::N,თამაში,leikur
316,Gesellschaft::N,საზოგადოება,selskapur
317,Hilfe::N,შველა,hjálp
318,Hilfe::N,დახმარება,hjálp
319,Freund::N,მეგობარი,vinur
320,Kamerad::N,ამხანაგი,félagi
321,Angelegenheit::N,საქმე,mál
322,Angelegenheit::N,საქმე,málefni
323,Anzahl::N,ოდენობა,tala
324,Anzahl::N,ოდენობა,fjöldi
325,Art::N,სახეობა,tegund
326,Stück::N,ნატეხი,biti
327,Stück::N,ნატეხი,stykki
328,Teil::N,წილი,hluti
329,Teil::N,წილი,partur
330,Hälfte::N,ნახევარი,helmingur
331,Kreis::N,წრე,hringur
332,Kreuz::N,ჯვარი,kross
333,Kreuz::N,ჯვარი,krossmark
334,Linie::N,ხაზი,lína
335,Strich::N,შტრიხი,strik
336,Abstand::N,მანძილი,millibil
337,Entfernung::N,სიშორე,fjarlægð
338,Gegend::N,არე,hérað
339,Gegend::N,მხარე,hérað
340,Platz::N,ფართობი,pláss
341,Ort::N,ადგილი,staður
342,Seite::N,მხარე,hlið
343,Mitte::N,შუა,miðja
344,Gegenstand::N,საგანი,hlutur
345,Sache::N,ნივთი,mál
346,Rand::N,კიდე,brún
347,Kante::N,ნაწიბული,rönd
348,Ecke::N,კუთხე,horn
349,Spitze::N,წვეტი,oddur
350,Ende::N,ბოლო,endi
351,Loch::N,ხვრელი,gat
352,Loch::N,ხვრელი,hola
353,Winkel::N,კუთხე,skot
354,Winkel::N,კუთხე,krókur
355,Muster::N,მოხატულობა,munstur
356,Größe::N,ზომა,stærð
357,Größe::N,სიდიდე,stærð
358,Länge::N,სიგრძე,lengd
359,Höhe::N,სიმაღლე,hæð
360,Gewicht::N,წონა,vigt
361,Gewicht::N,წონა,þyngd
362,Menge::N,რაოდენობა,magn
363,Haufen::N,გროვა,hrúga
364,Haufen::N,გროვა,haugur
365,Reihe::N,რიგი,röð
366,Reihe::N,წყება,röð
367,Boot::N,გემი,bátur
368,Ruder::N,ხოფი,ár
369,Ruder::N,ნიჩაბი,ár
370,Schlitten::N,მარხილი,sleði
371,Ski::N,თხილამური,skíði
372,Lagerfeuer::N,კოცონი,varðeldur
373,Last::N,ტვირთი,byrði
374,Last::N,ტვირთი,farmur
375,Gang::N,სვლა,ganga
376,Schritt::N,ბიჯი,skref
377,Norden::N,ჩრდილოეთი,norður
378,Süden::N,სამხრეთი,suður
379,Westen::N,დასავლეთი,vestur
380,Osten::N,აღმოსავლეთი,austur
381,Holz::N,ხე,viður
382,Brett::N,დაფა,fjöl
383,Brett::N,ფიცარი,fjöl
384,Platte::N,თლილი ქვა,flötur
385,Stütze::N,საყრდენი,stoð
386,Stange::N,ჭოკი,stöng
387,Stock::N,კეტი,prik
388,Stock::N,კეტი,stafur
389,Stab::N,ლატანი,prik
390,Stab::N,ლატანი,stafur
391,Rohr::N,მილაკი,rör
392,Rohr::N,მილაკი,pípa
393,Haus::N,სახლი,hús
394,Heim::N,ოჯახის კერა,heimili
395,Ofen::N,ღუმელი,ofn
396,Fußboden::N,იატაკი,gólf
397,Tisch::N,სუფრა,borð
398,Tisch::N,მაგიდა,borð
399,Stuhl::N,სკამი,stóll
400,Wiege::N,აკვანი,vagga
401,Bett::N,საწოლი,rúm
402,Bett::N,საწოლი,hvíla
403,Bett::N,სარეცელი,rúm
404,Bett::N,სარეცელი,hvíla
405,Regal::N,თაროები,hilla
406,Kiste::N,ყუთი,kassi
407,Kiste::N,სკივრი,kassi
408,Fenster::N,ფანჯარა,gluggi
409,Fenster::N,სარკმელი,gluggi
410,Tür::N,ბჭე,dyr
411,Tür::N,ბჭე,hurð
412,Tür::N,კარი,dyr
413,Tür::N,კარი,hurð
414,Tor::N,ჭიშკარი,hlið
415,Zaun::N,ღობე,girðing
416,Zaun::N,ღობე,limgarður
417,Zaun::N,გალავანი,girðing
418,Zaun::N,გალავანი,limgarður
419,Dach::N,სახურავი,þak
420,Leiter::N,კიბე,stigi
421,Besen::N,ცოცხი,sópur
422,Spaten::N,ნიჩაბი,spaði
423,Schaufel::N,ბარი,skófla
424,Gabel::N,ჩანგალი,gaffall
425,Löffel::N,კოვზი,skeið
426,Messer::N,დანა,hnífur
427,Nagel::N,ლურსმანი,nögl
428,Netz::N,ბადე,net
429,Haken::N,კავი,krókur
430,Haken::N,კაუჭი,krókur
431,Griff::N,ტარი,tak
432,Schloss::N,კლიტე,lás
433,Schloss::N,საკეტი,lás
434,Bild::N,სურათი,mynd
435,Figur::N,ფიგურა,stytta
436,Puppe::N,თოჯინა,brúða
437,Beutel::N,პარკი,poki
438,Beutel::N,პარკი,baggi
439,Bündel::N,გალა,böggull
440,Bündel::N,ასხმა,böggull
441,Tasche::N,ჩანთა,veski
442,Eimer::N,ჩამჩა,fata
443,Deckel::N,ხუფი,lok
444,Deckel::N,სარქველი,lok
445,Geschirr::N,ჭურჭელი,leirtau
446,Sack::N,ტომარა,sekkur
447,Tasse::N,ფინჯანი,bolli
448,Topf::N,ქოთანი,pottur
449,Kessel::N,ქვაბი,ketill
450,Essen::N,ჭამა,matur
451,Nahrung::N,საზრდო,fæða
452,Nahrung::N,საკვები,fæða
453,Speise::N,საჭმელი,réttur
454,Speise::N,საჭმელი,matarréttur
455,Fleisch::N,ხორცი,kjöt
456,Getreide::N,მარცვლოვანი,korn
457,Brei::N,ფაფა,grautur
458,Brot::N,პური,brauð
459,Scheibe::N,ნაჭერი,sneið
460,Fett::N,ქონი,fita
461,Fett::N,ცხიმი,fita
462,Butter::N,კარაქი,smjör
463,Öl::N,ზეთი,olía
464,Salz::N,მარილი,salt
465,Suppe::N,სუფი,súpa
466,Honig::N,თაფლი,hunang
467,Milch::N,რძე,mjólk
468,Tee::N,ჩაი,te
469,Leder::N,ტყავი,skinn
470,Wolle::N,მატყლი,ull
471,Stoff::N,ქსოვილი,dúkur
472,Nadel::N,ნემსი,nál
473,Faden::N,ძაფი,þráður
474,Faden::N,მკედი,þráður
475,Knopf::N,ღილი,tala
476,Knopf::N,ღილი,hnappur
477,Knoten::N,ნასკვი,hnútur
478,Farbe::N,საღებავი,málning
479,Kleidung::N,ტანსაცმელი,búningur
480,Kleidung::N,ტანსაცმელი,klæðnaður
481,Hemd::N,ხალათი,skyrta
482,Hemd::N,პერანგი,skyrta
483,Kragen::N,საყელო,kragi
484,Kragen::N,საყელო,flibbi
485,Ärmel::N,სახელო,ermi
486,Hose::N,შარვალი,buxur
487,Gürtel::N,ქამარი,belti
488,Mütze::N,ქუდი,húfa
489,Schuh::N,ფეხსაცმელი,skór
490,Stiefel::N,ჩექმა,stígvél
491,Ring::N,ბეჭედი,hringur
492,Band::N,ბაფთი,band
493,Kamm::N,სავარცხელი,greiða
494,Spiegel::N,სარკე,spegill
495,Riemen::N,ღვედი,ól
496,Riemen::N,ღვედი,reim
497,Schnur::N,ლარი,snúra
498,Leine::N,ჯაჭვი,band
499,Decke::N,საბანი,teppi
500,Kissen::N,ბალიში,koddi
501,Tuch::N,მაუდი,klútur
502,Tuch::N,თავშალი,klútur
503,Handtuch::N,ხელსახოცი,þurrka
504,Handtuch::N,ხელსახოცი,handklæði
505,Kraft::N,ძალა,afl
506,Kraft::N,ძალა,kraftur
507,Stärke::N,ღონე,styrkur
508,Gesundheit::N,ჯანმრთელობა,heilsa
509,Gesundheit::N,ჯანმრთელობა,heilbrigði
510,Krankheit::N,სენი,sjúkdómur
511,Krankheit::N,ავადმყოფობა,sjúkdómur
512,Schmerz::N,ტკივილი,sársauki
513,Wunde::N,იარი,sár
514,Wunde::N,ჭრილობა,sár
515,Fieber::N,ციება,hitasótt
516,Arznei::N,წამალი,lyf
517,Brücke::N,ხიდი,brú
518,Brunnen::N,ჭა,brunnur
519,Weide::N,საძოვარი,hagi
520,Pfad::N,ბილიკი,stígur
521,Weg::N,გზა,vegur
522,Straße::N,შარაგზა,gata
523,Straße::N,შარაგზა,stræti
524,Dorf::N,დაბა,þorp
525,Dorf::N,სოფელი,þorp
526,Stadt::N,ქალაქი,borg
527,Brief::N,წერილი,bréf
528,Buch::N,წიგნი,bók
529,Buchstabe::N,ასო,bókstafur
530,Zeitung::N,გაზეთი,dagblað
531,Leben::N,სიცოცხლე,líf
532,Tod::N,სიკვდილი,dauði
533,Grab::N,სამარე,gröf
534,Grab::N,საფლავი,gröf
535,Kirche::N,ეკლესია,kirkja
536,Sünde::N,ცოდვა,synd
537,Gott::N,ღმერთი,guð
538,Arbeiter::N,მუშა,verkamaður
539,Chef::N,გამგე,yfirmaður
540,Meister::N,ოსტატი,meistari
541,Arzt::N,ექიმი,læknir
542,Arzt::N,მკურნალი,læknir
543,Lehrer::N,მასწავლებელი,kennari
544,Geld::N,ფული,peningar
545,Geschäft::N,საქმე,viðskipti
546,Geschäft::N,ბიზნესი,viðskipti
547,Laden::N,დუქანი,búð
548,Laden::N,დუქანი,verslun
549,Laden::N,მაღაზია,búð
550,Laden::N,მაღაზია,verslun
551,Preis::N,ფასი,verð
552,Ware::N,საქონელი,vara
553,Nutzen::N,ხეირი,gagn
554,Reichtum::N,სიმდიდრე,auður
555,Welt::N,მსოფლიო,veröld
556,Land::N,მხარე,land
557,Land::N,ქვეყანა,land
558,Staat::N,სახელმწიფო,ríki
559,König::N,მეფე,konungur
560,Macht::N,ძლიერება,vald
561,Grenze::N,ზღვარი,landamæri
562,Krieg::N,ომი,stríð
563,Feind::N,მტერი,fjandmaður
564,Gewalt::N,სისასტიკე,ofbeldi
565,Kampf::N,ბრძოლა,bardagi
566,Bogen[Waffe]::N,მშვილდი,bogi
567,Pfeil::N,ისარი,ör
568,Pfeil::N,მახვილი,ör
569,Gewehr::N,თოფი,byssa
570,Gewehr::N,შაშხანა,byssa
571,Fehler::N,შეცდომა,villa
572,Lüge::N,სიცრუე,lygi
573,Schaden::N,ვნება,skemmd
574,Unglück::N,ხიფათი,óhamingja
575,Unglück::N,უბედურება,óhamingja
576,Schuld::N,ბრალი,sök
577,Alter::N,ასაკი,aldur
578,Schluss::N,ბოლო,lok
579,Schluss::N,ბოლო,endir
580,Schluss::N,დასასრული,lok
581,Schluss::N,დასასრული,endir
582,Zeit::N,დრო,tími
583,Tag::N,დღე,dagur
584,Morgen::N,დილა,morgunn
585,Mittag::N,შუადღე,hádegi
586,Abend::N,საღამო,kvöld
587,Nacht::N,ღამე,nótt
588,Woche::N,კვირა,vika
589,Monat::N,თვე,mánuður
590,Jahr::N,წელი,ár
591,Frühling::N,გაზაფხული,vor
592,Sommer::N,ზაფხული,sumar
593,Herbst::N,შემოდგომა,haust
594,Winter::N,ზამთარი,vetur
595,Januar::N,იანვარი,janúar
596,Februar::N,თებერვალი,február
597,März::N,მარტი,mars
598,April::N,აპრილი,apríl
599,Mai::N,მაისი,maí
600,Juni::N,ივნისი,júní
601,Juli::N,ივლისი,júlí
602,August::N,აგვისტო,ágúst
603,September::N,სექტემბერი,september
604,Oktober::N,ოქტომბერი,október
605,November::N,ნოემბერი,nóvember
606,Dezember::N,დეკემბერი,desember
607,Montag::N,ორშაბათი,mánudagur
608,Dienstag::N,სამშაბათი,þriðjudagur
609,Mittwoch::N,ოთხშაბათი,miðvikudagur
610,Donnerstag::N,ხუთშაბათი,fimmtudagur
611,Freitag::N,პარასკევი,föstudagur
612,Samstag::N,შაბათი,laugardagur
613,Sonntag::N,კვირა,sunnudagur
614,groß::A,დიდი,stór
615,klein::A,მცირე,lítill
616,klein::A,პატარა,lítill
617,lang::A,გრძელი,langur
618,kurz::A,მოკლე,stuttur
619,breit::A,ფართო,breiður
620,breit::A,განიერი,breiður
621,schmal::A,ვიწრო,mjór
622,schmal::A,წვრილი,mjór
623,dicht::A,მჭიდრო,þéttur
624,dick[Gegenstand]::A,სქელი,þykkur
625,dünn::A,წვრილი,þunnur
626,fein::A,თხელი,fíngerður
627,fest::A,მყარი,fastur
628,flach::A,ბრტყელი,flatur
629,glatt::A,გლუ,háll
630,glatt::A,გლუ,sléttur
631,hart::A,მაგარი,harður
632,weich::A,რბილი,mjúkur
633,rund::A,მრგვალი,kringlóttur
634,spitz::A,წვეტიანი,oddhvass
635,scharf::A,მჭრელი,beittur
636,stumpf::A,ბლაგვი,bitlaus
637,schwer::A,მძიმე,þungur
638,schön::A,ლამაზი,fagur
639,schön::A,ლამაზი,fallegur
640,heiß::A,ცხელი,heitur
641,warm::A,თბილი,hlýr
642,warm::A,თბილი,heitur
643,kalt::A,ცივი,kaldur
644,kühl::A,გრილი,svalur
645,frisch::A,სუფთა,frískur
646,feucht::A,ნოტიო,rakur
647,feucht::A,ნოტიო,þvalur
648,nass::A,სველი,votur
649,nass::A,სველი,blautur
650,trocken::A,მშრალი,þurr
651,voll::A,სავსე,fullur
652,leer::A,ცარიელი,tómur
653,offen::A,ღია,opinn
654,offen::A,გაშლილი,opinn
655,geschlossen::A,დახურული,lokaður
656,sauber::A,სუფთა,þrifinn
657,sauber::A,წმინდა,þrifinn
658,schmutzig::A,ტალახიანი,óhreinn
659,schmutzig::A,ტალახიანი,sóðalegur
660,roh::A,უმი,hrár
661,reif::A,მწიფე,þroskaður
662,lecker::A,გემრიელი,ljúffengur
663,süß::A,ტკბილი,sætur
664,bitter::A,მწარე,beiskur
665,sauer::A,მჟავე,súr
666,hell::A,ნათელი,bjartur
667,dunkel::A,ბნელი,dimmur
668,schwarz::A,შავი,svartur
669,weiß::A,თეთრი,hvítur
670,rot::A,წითელი,rauður
671,gelb::A,ყვითელი,gulur
672,blau::A,ლურჯი,blár
673,blau::A,ცისფერი,blár
674,grün::A,მწვანე,grænn
675,grau::A,რუხი,grár
676,grau::A,ნაცრისფერი,grár
677,bunt::A,ჭრელი,marglitur
678,bunt::A,ფერადი,marglitur
679,billig::A,იაფი,ódýr
680,teuer::A,ძვირი,dýr
681,wertvoll::A,ღირსიანი,verðmætur
682,blind::A,ბრმა,blindur
683,taub::A,ყრუ,heyrnarlaus
684,kräftig::A,ძალავანი,öflugur
685,stark::A,ძლიერი,sterkur
686,stark::A,ღონიერი,sterkur
687,schwach::A,სუსტი,veill
688,fett::A,სქელი,feitur
689,schlank::A,გამხდარი,grannur
690,schlank::A,გამხდარი,spengilegur
691,hübsch::A,ეშხიანი,snotur
692,hübsch::A,ეშხიანი,laglegur
693,hübsch::A,მშვენიერი,snotur
694,hübsch::A,მშვენიერი,laglegur
695,böse::A,ავი,illur
696,böse::A,ავი,vondur
697,böse::A,ბოროტი,illur
698,böse::A,ბოროტი,vondur
699,dumm::A,ბოთე,heimskur
700,dumm::A,სულელი,heimskur
701,faul::A,ზანტი,latur
702,faul::A,ზარმაცი,latur
703,fleißig::A,ბეჯითი,iðinn
704,fleißig::A,მუყაითი,iðinn
705,geizig::A,ძუნწი,nískur
706,klug::A,ჭკვიანი,hygginn
707,geschickt::A,მარჯვე,fimur
708,geschickt::A,მარჯვე,laginn
709,geschickt::A,გაწაფული,fimur
710,geschickt::A,გაწაფული,laginn
711,lieb::A,სატრფიალო,kær
712,lieb::A,სატრფიალო,ljúfur
713,lustig::A,მხიარული,kátur
714,sanft::A,ალერსიანი,blíður
715,sanft::A,გრძნობიერი,blíður
716,hungrig::A,მშიერი,soltinn
717,hungrig::A,მშიერი,hungraður
718,krank::A,სნეული,sjúkur
719,krank::A,ავადმყოფი,sjúkur
720,nackt::A,ტიტველი,nakinn
721,traurig::A,მწუხარე,dapur
722,traurig::A,მწუხარე,hryggur
723,traurig::A,სევდიანი,dapur
724,traurig::A,სევდიანი,hryggur
725,lebendig::A,ცოცხალი,lifandi
726,gut::A,კარგი,góður
727,schlecht::A,უხეირო,slæmur
728,schlecht::A,უხეირო,lélegur
729,richtig::A,ნამდვილი,réttur
730,schlimm::A,ცუდი,slæmur
731,wahr::A,სწორი,sannur
732,wahr::A,ჭეშმარიტი,sannur
733,alt::A,ძველი,gamall
734,neu::A,ახალი,nýr
