,Concept_ID,fr,eu
295,Gelächter::N,rires,karkara
296,Glück::N,bonheur,zori
297,Kummer::N,peine,xangrin
298,Kummer::N,peine,atsekabe
299,Kummer::N,chagrin,xangrin
300,Kummer::N,chagrin,atsekabe
301,Wunsch::N,désir,nahi
302,Wunsch::N,désir,nahikunde
303,Lust::N,envie,gogo
304,Geist::N,esprit,gogo
305,Gedanke::N,idée,gogoeta
306,Gedanke::N,pensée,gogoeta
307,Gedächtnis::N,mémoire,oroimen
308,Gedächtnis::N,mémoire,gogoramen
309,Verstand::N,raison,adimen
310,Verstand::N,raison,ulermen
311,Sinn::N,sens,zentzu
312,Grund::N,cause,zergati
313,Grund::N,raison,zergati
314,Wahrheit::N,vérité,egia
315,Gespräch::N,conversation,hizketa
316,Gespräch::N,conversation,elkarrizketa
317,Märchen::N,conte,ipuin
318,Märchen::N,conte de fées,ipuin
319,Erzählung::N,conte,edesti
320,Erzählung::N,conte,kontakizun
321,Erzählung::N,narration,edesti
322,Erzählung::N,narration,kontakizun
323,Nachricht::N,message,albiste
324,Neuigkeit::N,nouvelle,berri
325,Name::N,nom,izen
326,Rätsel::N,énigme,asmakizun
327,Rätsel::N,devinette,asmakizun
328,Rede::N,parole,hitzaldi
329,Rede::N,parole,mintzaldi
330,Rede::N,discours,hitzaldi
331,Rede::N,discours,mintzaldi
332,Sprache::N,langue,hizkuntza
333,Sprache::N,langage,hizkuntza
334,Stimme::N,voix,ahots
335,Wort::N,mot,hitz
336,Zeichen::N,signe,agerbide
337,Zeichen::N,signe,agergarri
338,Ruf::N,cri,dei
339,Ruf::N,appel,dei
340,Lärm::N,bruit,zarata
341,Lärm::N,bruit,harrabots
342,Laut::N,son,hots
343,Ton::N,ton,tonu
344,Ton::N,ton,soinu
345,Lied::N,chant,abesti
346,Lied::N,chanson,abesti
347,Ruhe::N,calme,nasaitasun
348,Ruhe::N,tranquillité,nasaitasun
349,Leute::N,gens,jende
350,Volk::N,peuple,herri
351,Volk::N,peuple,populu
352,Arbeit::N,travail,lan
353,Gast::N,hôte,arrotz
354,Gast::N,hôte,apopilo
355,Gast::N,invité,arrotz
356,Gast::N,invité,apopilo
357,Geschenk::N,cadeau,opari
358,Geschenk::N,présent,opari
359,Spiel::N,jeu,jolas
360,Gesellschaft::N,compagnie,gizarte
361,Hilfe::N,aide,helpide
362,Hilfe::N,aide,laguntza
363,Hilfe::N,secours,helpide
364,Hilfe::N,secours,laguntza
365,Freund::N,ami,lagun
366,Kamerad::N,copain,adiskide
367,Kamerad::N,copain,lagunkide
368,Kamerad::N,camarade,adiskide
369,Kamerad::N,camarade,lagunkide
370,Angelegenheit::N,affaire,afera
371,Anzahl::N,nombre,kopuru
372,Art::N,sorte,mota
373,Art::N,espèce,mota
374,Stück::N,morceau,puska
375,Teil::N,part,atal
376,Teil::N,partie,atal
377,Hälfte::N,moitié,erdi
378,Kreis::N,cercle,biribilki
379,Kreuz::N,croix,gurutze
380,Linie::N,ligne,linea
381,Strich::N,trait,marra
382,Abstand::N,écart,tarte
383,Entfernung::N,distance,urrunera
384,Gegend::N,région,alderdi
385,Gegend::N,région,eskualde
386,Gegend::N,contrée,alderdi
387,Gegend::N,contrée,eskualde
388,Platz::N,place,leku
389,Ort::N,lieu,toki
390,Ort::N,endroit,toki
391,Seite::N,côté,albo
392,Mitte::N,milieu,erdi
393,Gegenstand::N,objet,gauzaki
394,Sache::N,chose,gauza
395,Rand::N,bord,ertz
396,Kante::N,arête,ertz
397,Ecke::N,coin,kantoi
398,Ecke::N,tournant,kantoi
399,Spitze::N,cime,punta
400,Spitze::N,pointe,punta
401,Ende::N,bout,buru
402,Ende::N,bout,mutur
403,Loch::N,trou,zulo
404,Winkel::N,coin,zoko
405,Winkel::N,coin,bazter
406,Winkel::N,réduit,zoko
407,Winkel::N,réduit,bazter
408,Muster::N,dessin,eredu
409,Muster::N,dessin,marrazki
410,Größe::N,grandeur,kaizu
411,Größe::N,grandeur,tamaina
412,Länge::N,longueur,luzera
413,Höhe::N,hauteur,goiera
414,Höhe::N,hauteur,garaiera
415,Höhe::N,altitude,goiera
416,Höhe::N,altitude,garaiera
417,Gewicht::N,poids,hazta
418,Menge::N,quantité,kopuru
419,Haufen::N,tas,pila
420,Haufen::N,tas,mendoi
421,Reihe::N,file,ilara
422,Reihe::N,file,errenkada
423,Reihe::N,rangée,ilara
424,Reihe::N,rangée,errenkada
425,Boot::N,canot,potin
426,Boot::N,canot,txalupa
427,Boot::N,bateau,potin
428,Boot::N,bateau,txalupa
429,Ruder::N,rame,arraun
430,Ruder::N,aviron,arraun
431,Schlitten::N,traîneau,lera
432,Schlitten::N,traîneau,narra
433,Ski::N,ski,eski
434,Lagerfeuer::N,feu de camp,su
435,Last::N,charge,zama
436,Last::N,charge,karga
437,Last::N,fardeau,zama
438,Last::N,fardeau,karga
439,Gang::N,tour,ibilera
440,Gang::N,marche,ibilera
441,Schritt::N,pas,pauso
442,Schritt::N,pas,urrats
443,Norden::N,nord,ipar
444,Norden::N,nord,iparralde
445,Süden::N,sud,hego
446,Süden::N,sud,hegoalde
447,Westen::N,ouest,sartalde
448,Westen::N,ouest,mendebalde
449,Westen::N,occident,sartalde
450,Westen::N,occident,mendebalde
451,Osten::N,est,ekialde
452,Osten::N,est,sortalde
453,Osten::N,orient,ekialde
454,Osten::N,orient,sortalde
455,Holz::N,bois,zur
456,Brett::N,planche,ohol
457,Platte::N,plaque,lauza
458,Stütze::N,appui,irozgarri
459,Stütze::N,appui,bermagailu
460,Stütze::N,soutien,irozgarri
461,Stütze::N,soutien,bermagailu
462,Stange::N,barre,haga
463,Stange::N,perche,haga
464,Stock::N,canne,makila
465,Stab::N,bâton,makila
466,Rohr::N,tube,hodi
467,Rohr::N,tuyau,hodi
468,Haus::N,maison,etxe
469,Heim::N,maison,etxe
470,Heim::N,maison,etxaleku
471,Ofen::N,poêle,berogailu
472,Fußboden::N,plancher,zoru
473,Tisch::N,table,mahai
474,Stuhl::N,chaise,aulki
475,Wiege::N,berceau,kuma
476,Wiege::N,berceau,sehaska
477,Bett::N,lit,ohe
478,Bett::N,lit,ohatze
479,Regal::N,étagère,apalategi
480,Kiste::N,caisse,kutxa
481,Fenster::N,fenêtre,leiho
482,Tür::N,porte,ate
483,Tor::N,porte,atari
484,Tor::N,portail,atari
485,Zaun::N,clôture,hesi
486,Dach::N,toit,teilatu
487,Leiter::N,échelle,zurubi
488,Besen::N,balai,erratz
489,Spaten::N,bêche,burdinpala
490,Schaufel::N,pelle,pala
491,Gabel::N,fourchette,sardexka
492,Löffel::N,cuiller,koilara
493,Messer::N,couteau,aizto
494,Nagel::N,clou,iltze
495,Netz::N,filet,sare
496,Haken::N,croc,mako
497,Haken::N,crochet,mako
498,Griff::N,prise,eskutoki
499,Griff::N,manche,eskutoki
500,Schloss::N,serrure,sarraila
501,Bild::N,image,irudi
502,Bild::N,tableau,irudi
503,Figur::N,figure,figura
504,Puppe::N,poupée,panpina
505,Puppe::N,poupée,andrakila
506,Beutel::N,sac,zorro
507,Beutel::N,petit sac,zorro
508,Bündel::N,paquet,azao
509,Bündel::N,paquet,espal
510,Bündel::N,faisceau,azao
511,Bündel::N,faisceau,espal
512,Tasche::N,sac,poltsa
513,Eimer::N,seau,treska
514,Deckel::N,couvercle,tapa
515,Deckel::N,couvercle,estalki
516,Geschirr::N,vaisselle,baxera
517,Geschirr::N,vaisselle,ontziteria
518,Sack::N,sac,zaku
519,Tasse::N,tasse,kikara
520,Topf::N,pot,ontzi
521,Topf::N,pot,lapiko
522,Topf::N,marmite,ontzi
523,Topf::N,marmite,lapiko
524,Kessel::N,chaudron,pazia
525,Essen::N,repas,janaldi
526,Essen::N,manger,janaldi
527,Nahrung::N,nourriture,jan
528,Speise::N,plat,jaki
529,Fleisch::N,viande,okela
530,Fleisch::N,viande,haragi
531,Getreide::N,blé,labore
532,Getreide::N,céréales,labore
533,Brei::N,purée,ahi
534,Brei::N,purée,pure
535,Brei::N,bouillie,ahi
536,Brei::N,bouillie,pure
537,Brot::N,pain,ogi
538,Scheibe::N,tranche,xerra
539,Scheibe::N,tranche,pirripita
540,Fett::N,graisse,urin
541,Fett::N,graisse,koipe
542,Butter::N,beurre,gurin
543,Öl::N,huile,olio
544,Salz::N,sel,gatz
545,Suppe::N,soupe,zopa
546,Suppe::N,soupe,salda
547,Suppe::N,potage,zopa
548,Suppe::N,potage,salda
549,Honig::N,miel,ezti
550,Milch::N,lait,esne
551,Tee::N,thé,te
552,Leder::N,cuir,larru
553,Wolle::N,laine,artile
554,Stoff::N,tissu,ehun
555,Stoff::N,étoffe,ehun
556,Nadel::N,aiguille,orratz
557,Nadel::N,aiguille,jostorratz
558,Faden::N,fil,hari
559,Knopf::N,bouton,botoi
560,Knoten::N,nœud,korapilo
561,Farbe::N,peinture,pintura
562,Kleidung::N,vêtements,arropa
563,Kleidung::N,vêtements,jantziak
564,Kleidung::N,habillement,arropa
565,Kleidung::N,habillement,jantziak
566,Hemd::N,chemise,atorra
567,Hemd::N,chemise,alkandora
568,Kragen::N,col,idun
569,Ärmel::N,manche,mahuka
570,Hose::N,pantalon,prakak
571,Hose::N,pantalon,galtzak
572,Gürtel::N,ceinture,gerriko
573,Mütze::N,bonnet,txano
574,Mütze::N,bonnet,txapel
575,Mütze::N,casquette,txano
576,Mütze::N,casquette,txapel
577,Schuh::N,soulier,oski
578,Schuh::N,soulier,oinetako
579,Schuh::N,chaussure,oski
580,Schuh::N,chaussure,oinetako
581,Stiefel::N,botte,bota
582,Ring::N,bague,uztai
583,Band::N,ruban,zinta
584,Band::N,ruban,xingola
585,Kamm::N,peigne,orrazi
586,Spiegel::N,glace,mirail
587,Spiegel::N,miroir,mirail
588,Riemen::N,lanière,uhal
589,Riemen::N,courroie,uhal
590,Schnur::N,corde,lokailu
591,Schnur::N,ficelle,lokailu
592,Leine::N,laisse,lotura
593,Decke::N,couverture,burusi
594,Kissen::N,oreiller,kuxin
595,Tuch::N,drap,zapi
596,Tuch::N,drap,oihal
597,Tuch::N,fichu,zapi
598,Tuch::N,fichu,oihal
599,Handtuch::N,serviette,eskuzapi
600,Handtuch::N,serviette,eskuoihal
601,Handtuch::N,essuie-mains,eskuzapi
602,Handtuch::N,essuie-mains,eskuoihal
603,Kraft::N,force,indar
604,Stärke::N,vigueur,indar
605,Gesundheit::N,santé,osasun
606,Krankheit::N,maladie,eritasun
607,Krankheit::N,maladie,gaixotasun
608,Schmerz::N,douleur,min
609,Wunde::N,plaie,zauri
610,Wunde::N,blessure,zauri
611,Fieber::N,fièvre,sukar
612,Arznei::N,remède,osagai
613,Arznei::N,remède,sendagai
614,Arznei::N,médecine,osagai
615,Arznei::N,médecine,sendagai
616,Brücke::N,pont,zubi
617,Brunnen::N,puits,putzu
618,Weide::N,pâturage,alha
619,Weide::N,pâturage,bazkaleku
620,Pfad::N,sentier,zidor
621,Pfad::N,sentier,bidexka
622,Weg::N,voie,bide
623,Weg::N,chemin,bide
624,Straße::N,route,errepide
625,Dorf::N,village,herri
626,Stadt::N,cité,hiri
627,Stadt::N,ville,hiri
628,Brief::N,lettre,gutun
629,Brief::N,lettre,eskutitz
630,Buch::N,livre,liburu
631,Buchstabe::N,lettre,hizki
632,Buchstabe::N,caractère,hizki
633,Zeitung::N,journal,egunkari
634,Leben::N,vie,bizi
635,Leben::N,vie,bizitza
636,Tod::N,mort,herio
637,Tod::N,mort,heriotza
638,Grab::N,tombe,hobi
639,Grab::N,tombe,hilobi
640,Kirche::N,église,eliza
641,Sünde::N,péché,hoben
642,Sünde::N,péché,bekatu
643,Gott::N,dieu,jainko
644,Arbeiter::N,ouvrier,langile
645,Arbeiter::N,ouvrier,behargin
646,Arbeiter::N,travailleur,langile
647,Arbeiter::N,travailleur,behargin
648,Chef::N,chef,nagusi
649,Chef::N,patron,nagusi
650,Meister::N,maître,maisu
651,Arzt::N,médecin,osagile
652,Arzt::N,médecin,sendagile
653,Lehrer::N,professeur,irakasle
654,Lehrer::N,instituteur,irakasle
655,Geld::N,argent,diru
656,Geschäft::N,affaire,negozio
657,Geschäft::N,commerce,negozio
658,Laden::N,magasin,denda
659,Laden::N,magasin,saltegi
660,Laden::N,boutique,denda
661,Laden::N,boutique,saltegi
662,Preis::N,prix,prezio
663,Preis::N,prix,salneurri
664,Ware::N,marchandise,salgai
665,Nutzen::N,profit,onura
666,Nutzen::N,profit,probetxu
667,Reichtum::N,richesse,aberastasun
668,Welt::N,monde,ludi
669,Welt::N,monde,mundu
670,Land::N,pays,herrialde
671,Staat::N,État,estatu
672,König::N,roi,errege
673,Macht::N,pouvoir,botere
674,Macht::N,puissance,botere
675,Grenze::N,frontière,muga
676,Krieg::N,guerre,guda
677,Feind::N,ennemi,etsai
678,Feind::N,ennemi,arerio
679,Gewalt::N,violence,bortxa
680,Gewalt::N,violence,bortizkeria
681,Kampf::N,lutte,gudu
682,Kampf::N,lutte,auska
683,Kampf::N,combat,gudu
684,Kampf::N,combat,auska
685,Bogen[Waffe]::N,arc,arku
686,Pfeil::N,flèche,gezi
687,Gewehr::N,fusil,fusil
688,Fehler::N,faute,huts
689,Fehler::N,faute,hutsegin
690,Fehler::N,erreur,huts
691,Fehler::N,erreur,hutsegin
692,Lüge::N,mensonge,gezur
693,Schaden::N,dégât,kalte
694,Schaden::N,dommage,kalte
695,Unglück::N,malheur,zoritxar
696,Unglück::N,malheur,zorigaitz
697,Schuld::N,faute,erru
698,Schuld::N,culpabilité,erru
699,Alter::N,âge,adin
700,Schluss::N,fin,bukaera
701,Zeit::N,temps,aldi
702,Zeit::N,temps,denbora
703,Tag::N,jour,egun
704,Tag::N,journée,egun
705,Morgen::N,matin,goiz
706,Morgen::N,matinée,goiz
707,Mittag::N,midi,eguerdi
708,Abend::N,soir,arrats
709,Abend::N,soirée,arrats
710,Nacht::N,nuit,gau
711,Woche::N,semaine,aste
712,Monat::N,mois,hil
713,Jahr::N,an,urte
714,Jahr::N,année,urte
715,Frühling::N,printemps,udalehen
716,Sommer::N,été,uda
717,Herbst::N,automne,udazken
718,Herbst::N,automne,neguantz
719,Winter::N,hiver,negu
720,Januar::N,janvier,urtarril
721,Februar::N,février,otsail
722,März::N,mars,martxo
723,April::N,avril,apiril
724,Mai::N,mai,maiatz
725,Juni::N,juin,ekain
726,Juli::N,juillet,uztail
727,August::N,août,abuztu
728,September::N,septembre,irail
729,Oktober::N,octobre,urri
730,November::N,novembre,azaro
731,Dezember::N,décembre,abendu
732,Montag::N,lundi,astelehen
733,Dienstag::N,mardi,astearte
734,Mittwoch::N,mercredi,asteazken
735,Donnerstag::N,jeudi,ostegun
736,Freitag::N,vendredi,ostiral
737,Samstag::N,samedi,larunbat
738,Sonntag::N,dimanche,igande
739,groß::A,grand,handi
740,klein::A,petit,txiki
741,lang::A,long,luze
742,kurz::A,court,labur
743,breit::A,large,zabal
744,schmal::A,étroit,mehar
745,dicht::A,dense,sarri
746,dicht::A,dense,trinko
747,dick[Gegenstand]::A,épais,lodi
748,dünn::A,mince,mehe
749,fein::A,fin,fin
750,fein::A,menu,fin
751,fest::A,ferme,tinko
752,fest::A,solide,tinko
753,flach::A,plat,lau
754,flach::A,plat,ordoki
755,glatt::A,poli,leun
756,glatt::A,lisse,leun
757,hart::A,dur,gogor
758,weich::A,mou,bigun
759,weich::A,mou,beratz
760,rund::A,rond,biribil
761,spitz::A,aigu,puntadun
762,spitz::A,pointu,puntadun
763,scharf::A,tranchant,zorrotz
764,stumpf::A,mousse,kamuts
765,stumpf::A,émoussé,kamuts
766,schwer::A,lourd,astun
767,schwer::A,lourd,pisutsu
768,schwer::A,pesant,astun
769,schwer::A,pesant,pisutsu
770,schön::A,beau,eder
771,heiß::A,chaud,bero
772,heiß::A,chaud,oso bero
773,heiß::A,très chaud,bero
774,heiß::A,très chaud,oso bero
775,warm::A,chaud,bero
776,kalt::A,froid,hotz
777,kühl::A,frais,hotzil
778,frisch::A,frais,fresko
779,frisch::A,frais,hozkirri
780,feucht::A,humide,heze
781,nass::A,mouillé,busti
782,trocken::A,sec,siku
783,trocken::A,sec,lehor
784,voll::A,plein,bete
785,voll::A,rempli,bete
786,leer::A,vide,huts
787,offen::A,ouvert,ireki
788,geschlossen::A,clos,itxita
789,geschlossen::A,fermé,itxita
790,sauber::A,net,xahu
791,sauber::A,net,garbi
792,sauber::A,propre,xahu
793,sauber::A,propre,garbi
794,schmutzig::A,sale,lohi
795,schmutzig::A,sale,zikin
796,schmutzig::A,crasseux,lohi
797,schmutzig::A,crasseux,zikin
798,roh::A,cru,gordin
799,roh::A,brut,gordin
800,reif::A,mûr,umo
801,reif::A,mûr,heldu
802,lecker::A,délicieux,goxo
803,lecker::A,appétissant,goxo
804,süß::A,doux,goxo
805,bitter::A,amer,karmin
806,bitter::A,amer,garratz
807,sauer::A,aigre,mingots
808,hell::A,clair,argi
809,dunkel::A,sombre,ilun
810,schwarz::A,noir,beltz
811,weiß::A,blanc,zuri
812,rot::A,rouge,gorri
813,gelb::A,jaune,hori
814,blau::A,bleu,urdin
815,grün::A,vert,berde
816,grün::A,vert,musker
817,grau::A,gris,urdin
818,grau::A,gris,urdinabar
819,bunt::A,multicolore,koloretsu
820,billig::A,bon marché,merke
821,teuer::A,cher,garesti
822,wertvoll::A,précieux,baliotsu
823,blind::A,aveugle,itsu
824,taub::A,sourd,gor
825,kräftig::A,fort,kementsu
826,kräftig::A,vigoureux,kementsu
827,stark::A,fort,bizkor
828,stark::A,fort,indartsu
829,stark::A,puissant,bizkor
830,stark::A,puissant,indartsu
831,schwach::A,faible,ahul
832,schwach::A,faible,indargabe
833,fett::A,gras,gizen
834,schlank::A,svelte,lerden
835,hübsch::A,joli,polit
836,böse::A,mauvais,tzar
837,böse::A,mauvais,gaizto
838,dumm::A,sot,lelo
839,dumm::A,sot,pello
840,dumm::A,bête,lelo
841,dumm::A,bête,pello
842,faul::A,fainéant,nagi
843,faul::A,fainéant,alfer
844,faul::A,paresseux,nagi
