,Concept_ID,lv,ro
66,Brust::N,krūts,piept
67,Schulter::N,пельпом,umăr
68,Schulter::N,пельпом,spate
69,Schulter::N,plecs,umăr
70,Schulter::N,plecs,spate
71,Arm::N,ки,braț
72,Arm::N,roka,braț
73,Arm::N,delms,braț
74,Ellenbogen::N,гырддза,cot
75,Ellenbogen::N,elkonis,cot
76,Hand::N,ки,mână
77,Hand::N,roka,mână
78,Hand::N,plauksta,mână
79,Handfläche::N,ки пыдӧс,palmă
80,Handfläche::N,delna,palmă
81,Handfläche::N,plauksta,palmă
82,Finger::N,чунь,deget
83,Finger::N,pirksts,deget
84,Fingernagel::N,гыж,unghie
85,Fingernagel::N,nags,unghie
86,Nagel[Anatomie]::N,гыж,unghie
87,Nagel[Anatomie]::N,nags,unghie
88,Zeh::N,кок чунь,deget de la picior
89,Zeh::N,pirksts,deget de la picior
90,Fuß::N,кок,picior
91,Fuß::N,kāja,picior
92,Ferse::N,кокбӧр,călcâi
93,Ferse::N,papēdis,călcâi
94,Knie::N,пидзӧс,genunchi
95,Knie::N,celis,genunchi
96,Oberschenkel::N,лядьвей,coapsă
97,Oberschenkel::N,бек,coapsă
98,Oberschenkel::N,ciska,coapsă
99,Oberschenkel::N,augšstilbs,coapsă
100,Bein::N,кок,picior
101,Bein::N,kāja,picior
102,Körper::N,туша,corp
103,Körper::N,вывтыр,corp
104,Körper::N,miesa,corp
105,Körper::N,ķermenis,corp
106,Haut::N,ку,piele
107,Haut::N,āda,piele
108,Blut::N,вир,sânge
109,Blut::N,asins,sânge
110,Ader::N,сӧн,vână
111,Ader::N,сӧн,arteră
112,Ader::N,asinsvads,vână
113,Ader::N,asinsvads,arteră
114,Sehne::N,вез,tendon
115,Sehne::N,dzīsla,tendon
116,Knochen::N,лы,os
117,Knochen::N,kauls,os
118,Gehirn::N,вем,creier
119,Gehirn::N,smadzenes,creier
120,Herz::N,сьӧлӧм,inimă
121,Herz::N,sirds,inimă
122,Magen::N,кынӧм,stomac
123,Magen::N,kuņģis,stomac
124,Leber::N,мус,ficat
125,Leber::N,aknas,ficat
126,Atem::N,лов,răsuflare
127,Atem::N,лов,respirație
128,Atem::N,elpa,răsuflare
129,Atem::N,elpa,respirație
130,Hunger::N,тшыг,foame
131,Hunger::N,bads,foame
132,Hunger::N,izsalkums,foame
133,Träne::N,синва,lacrimă
134,Träne::N,asara,lacrimă
135,Geschmack::N,кӧр,gust
136,Geschmack::N,чӧсмӧс,gust
137,Geschmack::N,garša,gust
138,Geruch::N,зын,miros
139,Geruch::N,дук,miros
140,Geruch::N,smaka,miros
141,Schlaf::N,узьӧм,somn
142,Schlaf::N,miegs,somn
143,Traum::N,вӧт,vis
144,Traum::N,вӧтасьӧм,vis
145,Traum::N,sapnis,vis
146,Himmel::N,енэж,cer
147,Himmel::N,debess,cer
148,Sonne::N,шонді,soare
149,Sonne::N,saule,soare
150,Mond::N,тӧлысь,lună
151,Mond::N,mēness,lună
152,Stern::N,кодзув,stea
153,Stern::N,zvaigzne,stea
154,Luft::N,сынӧд,aer
155,Luft::N,gaiss,aer
156,Wind::N,тӧв,vânt
157,Wind::N,vējš,vânt
158,Welle::N,гы,val
159,Welle::N,гы,undă
160,Welle::N,vilnis,val
161,Welle::N,vilnis,undă
162,Wasser::N,ва,apă
163,Wasser::N,ūdens,apă
164,Stein::N,из,piatră
165,Stein::N,akmens,piatră
166,Boden::N,му,sol
167,Boden::N,му,pământ
168,Boden::N,augsne,sol
169,Boden::N,augsne,pământ
170,Erde::N,му,pământ
171,Erde::N,му-ва,pământ
172,Erde::N,zeme,pământ
173,Staub::N,бус,praf
174,Staub::N,putekļi,praf
175,Rauch::N,тшын,fum
176,Rauch::N,dūmi,fum
177,Funke::N,кинь,scânteie
178,Funke::N,би кинь,scânteie
179,Funke::N,dzirkstele,scânteie
180,Feuer::N,би,foc
181,Feuer::N,uguns,foc
182,Licht::N,югӧр,lumină
183,Licht::N,gaisma,lumină
184,Schatten::N,вуджӧр,umbră
185,Schatten::N,ēna,umbră
186,Wetter::N,поводдя,timp
187,Wetter::N,поводдя,vreme
188,Wetter::N,laiks,timp
189,Wetter::N,laiks,vreme
190,Nebel::N,ру,ceață
191,Nebel::N,ру,negură
192,Nebel::N,онь,ceață
193,Nebel::N,онь,negură
194,Nebel::N,migla,ceață
195,Nebel::N,migla,negură
196,Wolke::N,кымӧр,nor
197,Wolke::N,mākonis,nor
198,Regen::N,зэр,ploaie
199,Regen::N,lietus,ploaie
200,Schnee::N,лым,zăpadă
201,Schnee::N,sniegs,zăpadă
202,Eis::N,йи,gheață
203,Eis::N,ledus,gheață
204,Frost::N,кӧдзыд,ger
205,Frost::N,sals,ger
206,Kälte::N,кӧдзыд,frig
207,Kälte::N,saltums,frig
208,Kälte::N,aukstums,frig
209,Hitze::N,пӧсь,arșiță
210,Hitze::N,пӧсь,căldură
211,Hitze::N,гожӧд,arșiță
212,Hitze::N,гожӧд,căldură
213,Hitze::N,karstums,arșiță
214,Hitze::N,karstums,căldură
215,Raureif::N,пуж,chiciură
216,Raureif::N,гыӧр,chiciură
217,Raureif::N,sarma,chiciură
218,Regenbogen::N,ӧшкамӧшка,curcubeu
219,Regenbogen::N,varavīksne,curcubeu
220,Donner::N,гым,tunet
221,Donner::N,pērkons,tunet
222,Strömung::N,ва ныр,curent
223,Strömung::N,визувтӧм,curent
224,Strömung::N,straume,curent
225,Strömung::N,strāvojums,curent
226,Tropfen::N,войт,picătură
227,Tropfen::N,lāse,picătură
228,Schaum::N,быг,spumă
229,Schaum::N,быгзьӧм,spumă
230,Schaum::N,putas,spumă
231,Schmutz::N,няйт,murdărie
232,Schmutz::N,dubļi,murdărie
233,See::N,ты,lac
234,See::N,ezers,lac
235,Sumpf::N,гыбад,mlaștină
236,Sumpf::N,кад,mlaștină
237,Sumpf::N,dumbrājs,mlaștină
238,Sumpf::N,staignājs,mlaștină
239,Moor::N,нюр,bărăgan
240,Moor::N,purvs,bărăgan
241,Moor::N,muklājs,bărăgan
242,Wiese::N,видз,fânaț
243,Wiese::N,видз,livadă
244,Wiese::N,pļava,fânaț
245,Wiese::N,pļava,livadă
246,Wald::N,вӧр,codru
247,Wald::N,вӧр,pădure
248,Wald::N,mežs,codru
249,Wald::N,mežs,pădure
250,Hügel::N,дзиб,deal
251,Hügel::N,дзиб,movilă
252,Hügel::N,мыльк,deal
253,Hügel::N,мыльк,movilă
254,Hügel::N,нӧрыс,deal
255,Hügel::N,нӧрыс,movilă
256,Hügel::N,paugurs,deal
257,Hügel::N,paugurs,movilă
258,Anhöhe::N,мыльк,deal
259,Anhöhe::N,мыльк,ridicătură
260,Anhöhe::N,нӧрыс,deal
261,Anhöhe::N,нӧрыс,ridicătură
262,Anhöhe::N,paugurs,deal
263,Anhöhe::N,paugurs,ridicătură
264,Berg::N,чой,munte
265,Berg::N,керӧс,munte
266,Berg::N,kalns,munte
267,Gipfel::N,чук,pisc
268,Gipfel::N,virsotne,pisc
269,Höhle::N,рудӧг,peșteră
270,Höhle::N,ala,peșteră
271,Abhang::N,ньывк,pantă
272,Abhang::N,ньывк,versant
273,Abhang::N,бокша,pantă
274,Abhang::N,бокша,versant
275,Abhang::N,nogāze,pantă
276,Abhang::N,nogāze,versant
277,Quelle::N,ӧшмӧс,izvor
278,Quelle::N,avots,izvor
279,Bach::N,шор,gârlă
280,Bach::N,urga,gârlă
281,Bach::N,strauts,gârlă
282,Fluss::N,ю,râu
283,Fluss::N,ю,fluviu
284,Fluss::N,upe,râu
285,Fluss::N,upe,fluviu
286,Ufer::N,вадор,mal
287,Ufer::N,вадор,țărm
288,Ufer::N,krasts,mal
289,Ufer::N,krasts,țărm
290,Küste::N,вадор,coastă
291,Küste::N,piekraste,coastă
292,Festland::N,му,uscat
293,Festland::N,sauszeme,uscat
294,Meer::N,саридз,mare
295,Meer::N,jūra,mare
296,Bucht::N,куръя,golf
297,Bucht::N,līcis,golf
298,Insel::N,ді,insulă
299,Insel::N,sala,insulă
300,Blume::N,дзоридз,floare
301,Blume::N,puķe,floare
302,Blume::N,zieds,floare
303,Gras::N,турун,iarbă
304,Gras::N,zāle,iarbă
305,Wurzel::N,вуж,rădăcină
306,Wurzel::N,sakne,rădăcină
307,Baum::N,пу,copac
308,Baum::N,пу,arbore
309,Baum::N,koks,copac
310,Baum::N,koks,arbore
311,Stamm::N,пучер,tulpină
312,Stamm::N,stumbrs,tulpină
313,Rinde::N,кырсь,scoarță
314,Rinde::N,miza,scoarță
315,Ast::N,ув,cracă
316,Ast::N,ув,creangă
317,Ast::N,zars,cracă
318,Ast::N,zars,creangă
319,Zweig::N,вож,ramură
320,Zweig::N,вож,creangă
321,Zweig::N,nozare,ramură
322,Zweig::N,nozare,creangă
323,Blatt::N,кор,frunză
324,Blatt::N,lapa,frunză
325,Birke::N,кыдз,mesteacăn
326,Birke::N,bērzs,mesteacăn
327,Kiefer[Baum]::N,пожӧм,pin
328,Kiefer[Baum]::N,priede,pin
329,Weide[Baum]::N,бадь,salcie
330,Weide[Baum]::N,бадь,răchită
331,Weide[Baum]::N,kārkls,salcie
332,Weide[Baum]::N,kārkls,răchită
333,Tanne::N,коз,brad
334,Tanne::N,egle,brad
335,Horn::N,сюр,corn
336,Horn::N,rags,corn
337,Feder::N,гӧн,pană
338,Feder::N,тывборд,pană
339,Feder::N,spalva,pană
340,Fell::N,ку,piele
341,Fell::N,āda,piele
342,Flügel::N,борд,aripă
343,Flügel::N,spārns,aripă
344,Klaue::N,гыж,gheară
345,Klaue::N,nags,gheară
346,Kralle::N,гыж,labă
347,Kralle::N,гыж,gheară
348,Kralle::N,nags,labă
349,Kralle::N,nags,gheară
350,Schwanz::N,бӧж,coadă
351,Schwanz::N,ļipa,coadă
352,Ei::N,кольк,ou
353,Ei::N,ola,ou
354,Nest::N,поз,cuib
355,Nest::N,ligzda,cuib
356,Bau::N,горс,bârlog
357,Bau::N,горс,vizuină
358,Bau::N,пырмӧс,bârlog
359,Bau::N,пырмӧс,vizuină
360,Bau::N,гу,bârlog
361,Bau::N,гу,vizuină
362,Bau::N,ala,bârlog
363,Bau::N,ala,vizuină
364,Tier::N,пемӧс,animal
365,Tier::N,dzīvnieks,animal
366,Herde::N,стада,turmă
367,Herde::N,стада,cireadă
368,Herde::N,кельӧб,turmă
369,Herde::N,кельӧб,cireadă
370,Herde::N,ganāmpulks,turmă
371,Herde::N,ganāmpulks,cireadă
372,Kuh::N,мӧс,vacă
373,Kuh::N,govs,vacă
374,Bulle::N,ӧш,taur
375,Bulle::N,bullis,taur
376,Pferd::N,вӧв,cal
377,Pferd::N,zirgs,cal
378,Schaf::N,ыж,oaie
379,Schaf::N,aita,oaie
380,Schwein::N,порсь,porc
381,Schwein::N,cūka,porc
382,Hund::N,пон,câine
383,Hund::N,suns,câine
384,Katze::N,кань,pisică
385,Katze::N,kaķis,pisică
386,Bär::N,ош,urs
387,Bär::N,lācis,urs
388,Eichhörnchen::N,ур,veveriță
389,Eichhörnchen::N,vāvere,veveriță
390,Elch::N,йӧра,elan
391,Elch::N,alnis,elan
392,Fuchs::N,руч,vulpe
393,Fuchs::N,lapsa,vulpe
394,Hase::N,кӧч,iepure
395,Hase::N,zaķis,iepure
396,Maus::N,шыр,șoarece
397,Maus::N,pele,șoarece
398,Wolf::N,кӧин,lup
399,Wolf::N,vilks,lup
400,Vogel::N,кай,pasăre
401,Vogel::N,лэбач,pasăre
402,Vogel::N,putns,pasăre
403,Schwarm::N,чукӧр,cârd
404,Schwarm::N,spiets,cârd
405,Huhn::N,курӧг,găină
406,Huhn::N,vista,găină
407,Hahn::N,петук,cocoș
408,Hahn::N,gailis,cocoș
409,Gans::N,дзодзӧг,gâscă
410,Gans::N,zoss,gâscă
411,Adler::N,кутш,vultur
412,Adler::N,ērglis,vultur
413,Ente::N,утка,rață
414,Ente::N,pīle,rață
415,Eule::N,сюзь,bufniță
416,Eule::N,pūce,bufniță
417,Kranich::N,тури,cocor
418,Kranich::N,dzērve,cocor
419,Krähe::N,рака,cioară
420,Krähe::N,vārna,cioară
421,Kuckuck::N,кӧк,cuc
422,Kuckuck::N,dzeguze,cuc
423,Schwan::N,юсь,lebădă
424,Schwan::N,gulbis,lebădă
425,Fisch::N,чери,pește
426,Fisch::N,zivs,pește
427,Barsch::N,ёкыш,biban
428,Barsch::N,asaris,biban
429,Hecht::N,сир,știucă
430,Hecht::N,līdaka,știucă
431,Schlange[Tier]::N,кый,șarpe
432,Schlange[Tier]::N,čūska,șarpe
433,Wurm::N,номыр,vierme
434,Wurm::N,tārps,vierme
435,Spinne::N,черань,păianjen
436,Spinne::N,zirneklis,păianjen
437,Ameise::N,кодзувкот,furnică
438,Ameise::N,skudra,furnică
439,Laus::N,той,păduche
440,Laus::N,uts,păduche
441,Mücke::N,ном,țânțar
442,Mücke::N,ods,țânțar
443,Fliege::N,гут,muscă
444,Fliege::N,muša,muscă
445,Schmetterling::N,бобув,fluture
446,Schmetterling::N,tauriņš,fluture
447,Beere::N,тусь,boabă
448,Beere::N,вотӧс,boabă
449,Beere::N,oga,boabă
450,Apfel::N,яблӧг,măr
451,Apfel::N,ābols,măr
452,Pilz::N,тшак,burete
453,Pilz::N,тшак,ciupercă
454,Pilz::N,sēne,burete
455,Pilz::N,sēne,ciupercă
456,Zwiebel::N,луккок,ceapă
457,Zwiebel::N,йӧнгыль,ceapă
458,Zwiebel::N,sīpols,ceapă
459,Saat::N,тусь,semănătură
460,Saat::N,кӧйдыс,semănătură
461,Saat::N,sēkla,semănătură
462,Korn::N,тусь,grâu
463,Korn::N,grauds,grâu
464,Heu::N,турун,fân
465,Heu::N,siens,fân
466,Schale::N,кор,coajă
467,Schale::N,čaula,coajă
468,Schale::N,čaumala,coajă
469,Grube::N,гу,groapă
470,Grube::N,bedre,groapă
471,Falle::N,лэч,cursă
472,Falle::N,лэч,capcană
473,Falle::N,slazds,cursă
474,Falle::N,slazds,capcană
475,Falle::N,lamatas,cursă
476,Falle::N,lamatas,capcană
477,Schlinge::N,лэч,laț
478,Schlinge::N,cilpa,laț
479,Spur::N,туй,dâră
480,Spur::N,pēda,dâră
481,Asche::N,пӧм,cenușă
482,Asche::N,pelni,cenușă
483,Dreck::N,няйт,noroi
484,Dreck::N,няйт,murdărie
485,Dreck::N,dubļi,noroi
486,Dreck::N,dubļi,murdărie
487,Eisen::N,кӧрт,fier
488,Eisen::N,dzelzs,fier
489,Gold::N,зарни,aur
490,Gold::N,zelts,aur
491,Silber::N,эзысь,argint
492,Silber::N,sudrabs,argint
493,Kohle::N,шом,cărbune
494,Kohle::N,ogle,cărbune
495,Glas::N,стеклӧ,sticlă
496,Glas::N,stikls,sticlă
497,Lehm::N,сёй,lut
498,Lehm::N,сёй,humă
499,Lehm::N,māls,lut
500,Lehm::N,māls,humă
501,Sand::N,лыа,nisip
502,Sand::N,smiltis,nisip
503,Mensch::N,морт,om
504,Mensch::N,морт,persoană
505,Mensch::N,cilvēks,om
506,Mensch::N,cilvēks,persoană
507,Mann::N,аймӧрт,om
508,Mann::N,аймӧрт,bărbat
509,Mann::N,мужичӧй,om
510,Mann::N,мужичӧй,bărbat
511,Mann::N,vīrietis,om
512,Mann::N,vīrietis,bărbat
513,Frau::N,ань,femeie
514,Frau::N,нывбаба,femeie
515,Frau::N,sieviete,femeie
516,Kind::N,кага,copil
517,Kind::N,bērns,copil
518,Junge::N,пи,băiat
519,Junge::N,пи,flăcău
520,Junge::N,zēns,băiat
521,Junge::N,zēns,flăcău
522,Junge::N,puika,băiat
523,Junge::N,puika,flăcău
524,Junge::N,puisis,băiat
525,Junge::N,puisis,flăcău
526,Mädchen::N,ныв,fată
527,Mädchen::N,meiča,fată
528,Mädchen::N,skuķis,fată
529,Mädchen::N,meitene,fată
530,Familie::N,семья,familie
531,Familie::N,ģimene,familie
532,Großvater::N,пӧль,bunic
533,Großvater::N,пӧль,tată mare
534,Großvater::N,vecaistēvs,bunic
535,Großvater::N,vecaistēvs,tată mare
536,Großmutter::N,баб,bunică
537,Großmutter::N,баб,mamă mare
538,Großmutter::N,vecāmāte,bunică
539,Großmutter::N,vecāmāte,mamă mare
540,Eltern::N,ай-мам,părinți
541,Eltern::N,бать-мам,părinți
542,Eltern::N,vecāki,părinți
543,Vater::N,бать,tată
544,Vater::N,бать,părinte
545,Vater::N,ай,tată
546,Vater::N,ай,părinte
547,Vater::N,tēvs,tată
548,Vater::N,tēvs,părinte
549,Mutter::N,мам,mamă
550,Mutter::N,māte,mamă
551,Sohn::N,пи,fiu
552,Sohn::N,пи,fecior
553,Sohn::N,dēls,fiu
554,Sohn::N,dēls,fecior
555,Tochter::N,ныв,fiică
556,Tochter::N,meita,fiică
557,Bruder::N,вок,frate
558,Bruder::N,brālis,frate
559,Schwester::N,чой,soră
560,Schwester::N,māsa,soră
561,Onkel::N,дядь,unchi
562,Onkel::N,tēvocis,unchi
563,Tante::N,тьӧт,mătușă
564,Tante::N,tante,mătușă
565,Ehemann::N,верӧс,soț
566,Ehemann::N,верӧс,bărbat
567,Ehemann::N,vīrs,soț
568,Ehemann::N,vīrs,bărbat
569,Ehefrau::N,гӧтыр,soție
570,Ehefrau::N,sieva,soție
571,Freude::N,радлун,bucurie
572,Freude::N,prieks,bucurie
573,Gelächter::N,серам,râset
574,Gelächter::N,smiekli,râset
575,Glück::N,шуд,fericire
576,Glück::N,laime,fericire
577,Kummer::N,шог,mâhnire
578,Kummer::N,bēdas,mâhnire
579,Kummer::N,raizes,mâhnire
580,Wunsch::N,кӧсйӧм,dorință
581,Wunsch::N,кӧсйӧм,deziderat
582,Wunsch::N,vēlme,dorință
583,Wunsch::N,vēlme,deziderat
584,Wunsch::N,vēlējums,dorință
585,Wunsch::N,vēlējums,deziderat
586,Lust::N,кыскӧм,poftă
587,Lust::N,кыскӧм,înclinare
588,Lust::N,радейтӧм,poftă
589,Lust::N,радейтӧм,înclinare
590,Lust::N,kāre,poftă
591,Lust::N,kāre,înclinare
592,Geist::N,лов,duh
593,Geist::N,лов,minte
594,Geist::N,лов,suflet
595,Geist::N,gars,duh
596,Geist::N,gars,minte
597,Geist::N,gars,suflet
598,Gedanke::N,мӧвп,gând
599,Gedanke::N,мӧвп,cuget
600,Gedanke::N,doma,gând
601,Gedanke::N,doma,cuget
602,Gedächtnis::N,паметь,memorie
603,Gedächtnis::N,atmiņa,memorie
604,Verstand::N,вежӧр,minte
605,Verstand::N,вежӧр,intelect
606,Verstand::N,prāts,minte
607,Verstand::N,prāts,intelect
608,Sinn::N,мог,sens
609,Sinn::N,мог,înțeles
610,Sinn::N,вежӧртас,sens
611,Sinn::N,вежӧртас,înțeles
612,Sinn::N,nozīme,sens
613,Sinn::N,nozīme,înțeles
614,Grund::N,помка,cauză
615,Grund::N,помка,pricină
616,Grund::N,pamats,cauză
617,Grund::N,pamats,pricină
618,Grund::N,iemesls,cauză
619,Grund::N,iemesls,pricină
620,Wahrheit::N,збыль,adevăr
621,Wahrheit::N,збыльтор,adevăr
622,Wahrheit::N,taisnība,adevăr
623,Wahrheit::N,patiesība,adevăr
624,Gespräch::N,сёрни,convorbire
625,Gespräch::N,сёрни,conversație
626,Gespräch::N,saruna,convorbire
627,Gespräch::N,saruna,conversație
628,Märchen::N,мойд,basm
629,Märchen::N,мойд,poveste
630,Märchen::N,pasaka,basm
631,Märchen::N,pasaka,poveste
632,Erzählung::N,висьт,poveste
633,Erzählung::N,stāsts,poveste
634,Erzählung::N,nostāsts,poveste
635,Nachricht::N,юӧртӧм,veste
636,Nachricht::N,ziņa,veste
637,Neuigkeit::N,выльтор,noutate
638,Neuigkeit::N,выльтор,actualitate
639,Neuigkeit::N,jaunums,noutate
640,Neuigkeit::N,jaunums,actualitate
641,Name::N,ним,nume
642,Name::N,vārds,nume
643,Rätsel::N,нӧдкыв,ghicitoare
644,Rätsel::N,mīkla,ghicitoare
645,Rede::N,сёрни,discurs
646,Rede::N,runa,discurs
647,Sprache::N,кыв,limbă
648,Sprache::N,кыв,limbaj
649,Sprache::N,valoda,limbă
650,Sprache::N,valoda,limbaj
651,Stimme::N,гӧлӧс,glas
652,Stimme::N,вом шы,glas
653,Stimme::N,balss,glas
654,Wort::N,кыв,cuvânt
655,Wort::N,vārds,cuvânt
656,Zeichen::N,пас,semn
657,Zeichen::N,пас,semnal
658,Zeichen::N,zīme,semn
659,Zeichen::N,zīme,semnal
660,Ruf::N,чукӧстчӧм,chemare
661,Ruf::N,корӧм,chemare
662,Ruf::N,sauciens,chemare
663,Lärm::N,шы,zgomot
664,Lärm::N,шы,tărăboi
665,Lärm::N,зык,zgomot
666,Lärm::N,зык,tărăboi
667,Lärm::N,зычитӧм,zgomot
668,Lärm::N,зычитӧм,tărăboi
669,Lärm::N,troksnis,zgomot
670,Lärm::N,troksnis,tărăboi
671,Laut::N,шы,sunet
672,Laut::N,skaņa,sunet
673,Ton::N,шы,ton
674,Ton::N,tonis,ton
675,Lied::N,сьылан,cântec
676,Lied::N,сьыланкыв,cântec
677,Lied::N,dziesma,cântec
678,Ruhe::N,чӧв,odihnă
679,Ruhe::N,чӧв,liniște
680,Ruhe::N,miers,odihnă
681,Ruhe::N,miers,liniște
682,Leute::N,йӧз,lume
683,Leute::N,йӧз,oameni
684,Leute::N,войтыр,lume
685,Leute::N,войтыр,oameni
686,Leute::N,ļaudis,lume
687,Leute::N,ļaudis,oameni
688,Leute::N,cilvēki,lume
689,Leute::N,cilvēki,oameni
690,Volk::N,йӧз,popor
691,Volk::N,йӧз,națiune
692,Volk::N,войтыр,popor
693,Volk::N,войтыр,națiune
694,Volk::N,tauta,popor
695,Volk::N,tauta,națiune
696,Arbeit::N,удж,lucru
697,Arbeit::N,darbs,lucru
698,Gast::N,гӧсть,musafir
699,Gast::N,viešņa,musafir
700,Gast::N,ciemiņš,musafir
701,Geschenk::N,козин,dar
702,Geschenk::N,козин,cadou
703,Geschenk::N,dāvana,dar
704,Geschenk::N,dāvana,cadou
705,Spiel::N,ворсан,joc
706,Spiel::N,rotaļa,joc
707,Gesellschaft::N,котыр,societate
708,Gesellschaft::N,biedrība,societate
709,Gesellschaft::N,kompānija,societate
710,Hilfe::N,отсӧг,ajutor
711,Hilfe::N,palīdzība,ajutor
712,Freund::N,ёрт,amic
713,Freund::N,ёрт,prieten
714,Freund::N,draugs,amic
715,Freund::N,draugs,prieten
716,Kamerad::N,ёрт,tovarăș
717,Kamerad::N,biedrs,tovarăș
718,Angelegenheit::N,мог,afacere
719,Angelegenheit::N,делӧ,afacere
720,Angelegenheit::N,darīšana,afacere
721,Anzahl::N,лыд,număr
722,Anzahl::N,лыд,cantitate
723,Anzahl::N,тшӧт,număr
724,Anzahl::N,тшӧт,cantitate
725,Anzahl::N,skaits,număr
726,Anzahl::N,skaits,cantitate
727,Anzahl::N,daudzums,număr
728,Anzahl::N,daudzums,cantitate
729,Art::N,сикас,fel
730,Art::N,сикас,specie
731,Art::N,suga,fel
732,Art::N,suga,specie
733,Art::N,šķira,fel
734,Art::N,šķira,specie
735,Stück::N,тор,bucată
736,Stück::N,gabals,bucată
737,Teil::N,юкӧн,parte
738,Teil::N,юкӧн,porție
739,Teil::N,daļa,parte
740,Teil::N,daļa,porție
741,Hälfte::N,пӧв,jumătate
742,Hälfte::N,джын,jumătate
743,Hälfte::N,puse,jumătate
744,Kreis::N,кытш,cerc
745,Kreis::N,aplis,cerc
746,Kreis::N,riņķis,cerc
747,Kreuz::N,перна,cruce
748,Kreuz::N,крест,cruce
749,Kreuz::N,krusts,cruce
750,Linie::N,визь,linie
751,Linie::N,līnija,linie
752,Strich::N,визь,linie
753,Strich::N,визь,trăsătură
754,Strich::N,svītra,linie
755,Strich::N,svītra,trăsătură
756,Abstand::N,кост,distanță
757,Abstand::N,кост,depărtare
758,Abstand::N,коласт,distanță
759,Abstand::N,коласт,depărtare
760,Abstand::N,atstarpe,distanță
761,Abstand::N,atstarpe,depărtare
762,Entfernung::N,ылна,distanță
763,Entfernung::N,ылна,depărtare
764,Entfernung::N,attālums,distanță
765,Entfernung::N,attālums,depărtare
766,Entfernung::N,atstatums,distanță
767,Entfernung::N,atstatums,depărtare
768,Gegend::N,му-ва,regiune
769,Gegend::N,apvidus,regiune
770,Gegend::N,apgabals,regiune
771,Platz::N,ылдӧс,loc
772,Platz::N,йир,loc
773,Platz::N,гӧгӧртас,loc
774,Platz::N,vieta,loc
775,Ort::N,ин,loc
776,Ort::N,места,loc
777,Ort::N,vieta,loc
778,Seite::N,бок,latură
779,Seite::N,ӧтарладор,latură
780,Seite::N,sāns,latură
781,Mitte::N,шӧр,centru
782,Mitte::N,vidus,centru
783,Gegenstand::N,кӧлуй,obiect
784,Gegenstand::N,priekšmets,obiect
785,Sache::N,добра,lucru
786,Sache::N,добра,chestie
787,Sache::N,lieta,lucru
788,Sache::N,lieta,chestie
789,Rand::N,дор,bordură
790,Rand::N,mala,bordură
791,Rand::N,apmale,bordură
792,Kante::N,дор,muchie
793,Kante::N,дор,bordură
794,Kante::N,šķautne,muchie
795,Kante::N,šķautne,bordură
796,Ecke::N,пельӧс,colț
797,Ecke::N,kakts,colț
798,Ecke::N,stūris,colț
799,Spitze::N,йыв,vârf
800,Spitze::N,йыв,creștet
801,Spitze::N,smaile,vârf
802,Spitze::N,smaile,creștet
803,Spitze::N,galotne,vârf
804,Spitze::N,galotne,creștet
805,Ende::N,пом,capăt
806,Ende::N,gals,capăt
807,Ende::N,uzgalis,capăt
808,Loch::N,розь,gaură
