,Concept_ID,cs,es
134,Wurzel::N,kořen,raíz
135,Baum::N,strom,árbol
136,Stamm::N,kmen,tronco
137,Rinde::N,kůra,corteza
138,Ast::N,větev,rama
139,Zweig::N,větev,ramo
140,Blatt::N,lupen,hoja
141,Birke::N,bříza,abedul
142,Kiefer[Baum]::N,sosna,pino
143,Kiefer[Baum]::N,borovice,pino
144,Weide[Baum]::N,vrba,sauce
145,Tanne::N,jedle,abeto
146,Horn::N,roh,asta
147,Horn::N,roh,cuerno
148,Feder::N,pero,pluma
149,Fell::N,srst,piel
150,Flügel::N,křídlo,ala
151,Klaue::N,dráp,garra
152,Klaue::N,pazneht,garra
153,Kralle::N,dráp,uña
154,Kralle::N,dráp,garra
155,Schwanz::N,ocas,cola
156,Ei::N,vejce,huevo
157,Nest::N,hnízdo,nido
158,Bau::N,nora,madriguera
159,Tier::N,zvíře,animal
160,Herde::N,stádo,rebaño
161,Kuh::N,kráva,vaca
162,Bulle::N,býk,toro
163,Pferd::N,kůň,caballo
164,Schaf::N,ovce,oveja
165,Schwein::N,vepř,cerdo
166,Schwein::N,prase,cerdo
167,Hund::N,pes,perro
168,Katze::N,kočka,gato
169,Bär::N,medvěd,oso
170,Eichhörnchen::N,veverka,ardilla
171,Elch::N,los,alce
172,Fuchs::N,liška,zorro
173,Hase::N,zajíc,liebre
174,Maus::N,myš,ratón
175,Wolf::N,vlk,lobo
176,Vogel::N,pták,ave
177,Vogel::N,pták,pájaro
178,Schwarm::N,roj,bandada
179,Schwarm::N,hejno,bandada
180,Huhn::N,kuře,gallina
181,Huhn::N,slepice,gallina
182,Hahn::N,kohout,gallo
183,Gans::N,husa,oca
184,Gans::N,husa,ganso
185,Adler::N,orel,águila
186,Ente::N,kachna,pato
187,Eule::N,sova,lechuza
188,Kranich::N,jeřáb,grulla
189,Krähe::N,vrána,corneja
190,Kuckuck::N,kukačka,cuco
191,Schwan::N,labuť,cisne
192,Fisch::N,ryba,pez
193,Barsch::N,okoun,perca
194,Hecht::N,štika,lucio
195,Schlange[Tier]::N,had,serpiente
196,Wurm::N,červ,gusano
197,Spinne::N,pavouk,araña
198,Ameise::N,mravenec,hormiga
199,Laus::N,veš,piojo
200,Mücke::N,komár,mosquito
201,Fliege::N,moucha,mosca
202,Schmetterling::N,motýl,mariposa
203,Beere::N,bobule,baya
204,Apfel::N,jablko,manzana
205,Pilz::N,houba,seta
206,Pilz::N,houba,hongo
207,Zwiebel::N,cibule,cebolla
208,Saat::N,osivo,siembra
209,Korn::N,zrno,grano
210,Heu::N,seno,heno
211,Schale::N,slupka,cáscara
212,Schale::N,skořápka,cáscara
213,Grube::N,jáma,foso
214,Falle::N,past,trampa
215,Falle::N,léčka,trampa
216,Schlinge::N,smyčka,lazo
217,Spur::N,stopa,huella
218,Asche::N,popel,ceniza
219,Dreck::N,špína,suciedad
220,Eisen::N,železo,hierro
221,Gold::N,zlato,oro
222,Silber::N,stříbro,plata
223,Kohle::N,uhlí,carbón
224,Glas::N,sklo,vidrio
225,Glas::N,sklo,cristal
226,Lehm::N,jíl,barro
227,Lehm::N,hlína,barro
228,Sand::N,písek,arena
229,Mensch::N,člověk,hombre
230,Mensch::N,člověk,ser humano
231,Mann::N,muž,hombre
232,Frau::N,žena,mujer
233,Kind::N,dítě,niño
234,Junge::N,hoch,chico
235,Junge::N,hoch,muchacho
236,Junge::N,chlapec,chico
237,Junge::N,chlapec,muchacho
238,Mädchen::N,děvče,chica
239,Mädchen::N,děvče,muchacha
240,Familie::N,rodina,familia
241,Großvater::N,děd,abuelo
242,Großvater::N,dědeček,abuelo
243,Großmutter::N,babička,abuela
244,Eltern::N,rodiče,padres
245,Vater::N,otec,padre
246,Mutter::N,matka,madre
247,Sohn::N,syn,hijo
248,Tochter::N,dcera,hija
249,Bruder::N,bratr,hermano
250,Schwester::N,sestra,hermana
251,Onkel::N,strýc,tío
252,Tante::N,teta,tía
253,Ehemann::N,choť,esposo
254,Ehemann::N,manžel,esposo
255,Ehefrau::N,choť,esposa
256,Ehefrau::N,manželka,esposa
257,Freude::N,radost,placer
258,Freude::N,radost,alegría
259,Gelächter::N,smích,risa
260,Gelächter::N,smích,carcajada
261,Glück::N,štěstí,felicidad
262,Kummer::N,žal,pena
263,Kummer::N,trápení,pena
264,Wunsch::N,přání,deseo
265,Lust::N,chuť,ganas
266,Geist::N,duch,mente
267,Geist::N,duch,espíritu
268,Gedanke::N,myšlenka,idea
269,Gedanke::N,myšlenka,pensamiento
270,Gedächtnis::N,paměť,memoria
271,Verstand::N,rozum,razón
272,Verstand::N,rozum,entendimiento
273,Sinn::N,smysl,sentido
274,Sinn::N,smysl,significado
275,Grund::N,důvod,causa
276,Wahrheit::N,pravda,verdad
277,Gespräch::N,rozhovor,conversación
278,Märchen::N,pohádka,cuento
279,Erzählung::N,povídka,cuento
280,Erzählung::N,povídka,narración
281,Nachricht::N,zpráva,mensaje
282,Neuigkeit::N,novina,noticia
283,Neuigkeit::N,novinka,noticia
284,Name::N,jméno,nombre
285,Rätsel::N,hádanka,acertijo
286,Rätsel::N,hádanka,adivinanza
287,Rede::N,řeč,discurso
288,Rede::N,proslov,discurso
289,Sprache::N,řeč,lengua
290,Sprache::N,jazyk,lengua
291,Stimme::N,hlas,voz
292,Wort::N,slovo,palabra
293,Zeichen::N,znamení,señal
294,Ruf::N,zavolání,llamada
295,Lärm::N,hluk,ruido
296,Lärm::N,hluk,barullo
297,Laut::N,zvuk,sonido
298,Ton::N,tón,tono
299,Lied::N,píseň,canción
300,Ruhe::N,klid,calma
301,Ruhe::N,klid,silencio
302,Ruhe::N,pokoj,calma
303,Ruhe::N,pokoj,silencio
304,Leute::N,lidé,gente
305,Volk::N,národ,pueblo
306,Arbeit::N,práce,trabajo
307,Gast::N,host,huésped
308,Gast::N,host,invitado
309,Geschenk::N,dar,regalo
310,Spiel::N,hra,juego
311,Gesellschaft::N,společnost,compañía
312,Hilfe::N,pomoc,ayuda
313,Hilfe::N,pomoc,socorro
314,Freund::N,přítel,amigo
315,Kamerad::N,kamarád,camarada
316,Kamerad::N,kamarád,compañero
317,Angelegenheit::N,záležitost,asunto
318,Anzahl::N,počet,cantidad
319,Art::N,druh,tipo
320,Art::N,druh,clase
321,Stück::N,kus,pieza
322,Stück::N,kousek,pieza
323,Teil::N,díl,parte
324,Teil::N,část,parte
325,Hälfte::N,půl,mitad
326,Kreis::N,kruh,círculo
327,Kreuz::N,kříž,cruz
328,Linie::N,linka,línea
329,Strich::N,čára,raya
330,Strich::N,čára,trazo
331,Strich::N,čárka,raya
332,Strich::N,čárka,trazo
333,Abstand::N,vzdálenost,distancia
334,Entfernung::N,vzdálenost,distancia
335,Gegend::N,krajina,región
336,Gegend::N,krajina,comarca
337,Platz::N,prostor,espacio
338,Ort::N,místo,sitio
339,Seite::N,strana,lado
340,Seite::N,strana,costado
341,Mitte::N,střed,medio
342,Mitte::N,střed,centro
343,Mitte::N,prostředek,medio
344,Mitte::N,prostředek,centro
345,Gegenstand::N,předmět,objeto
346,Sache::N,věc,cosa
347,Rand::N,kraj,borde
348,Rand::N,okraj,borde
349,Kante::N,hrana,borde
350,Ecke::N,roh,esquina
351,Spitze::N,hrot,punta
352,Spitze::N,špička,punta
353,Ende::N,konec,cabo
354,Ende::N,konec,extremo
355,Loch::N,díra,agujero
356,Loch::N,díra,abertura
357,Winkel::N,kout,ángulo
358,Muster::N,vzor,dibujo
359,Größe::N,velikost,tamaño
360,Länge::N,délka,longitud
361,Höhe::N,výška,altura
362,Höhe::N,výška,altitud
363,Gewicht::N,váha,peso
364,Menge::N,množství,cantidad
365,Haufen::N,kupa,montón
366,Haufen::N,hromada,montón
367,Reihe::N,řada,fila
368,Reihe::N,řádek,fila
369,Boot::N,člun,bote
370,Boot::N,člun,barca
371,Ruder::N,veslo,remo
372,Schlitten::N,sáně,trineo
373,Ski::N,lyže,esquí
374,Lagerfeuer::N,táborák,hoguera
375,Last::N,náklad,carga
376,Last::N,břemeno,carga
377,Gang::N,chůze,marcha
378,Gang::N,chodba,marcha
379,Schritt::N,krok,paso
380,Norden::N,sever,norte
381,Süden::N,jih,sur
382,Westen::N,západ,oeste
383,Osten::N,východ,este
384,Holz::N,dřevo,madera
385,Brett::N,prkno,tabla
386,Platte::N,deska,placa
387,Platte::N,deska,plancha
388,Stütze::N,opěra,sostén
389,Stütze::N,opěra,soporte
390,Stange::N,tyč,vara
391,Stange::N,tyč,percha
392,Stange::N,tyčka,vara
393,Stange::N,tyčka,percha
394,Stock::N,hůlka,palo
395,Stock::N,hůlka,bastón
396,Stab::N,hůl,vara
397,Stab::N,hůl,bastón
398,Rohr::N,trubka,tubo
399,Haus::N,dům,casa
400,Heim::N,domov,hogar
401,Ofen::N,kamna,estufa
402,Fußboden::N,podlaha,suelo
403,Tisch::N,stůl,mesa
404,Stuhl::N,židle,silla
405,Wiege::N,kolébka,cuna
406,Bett::N,postel,cama
407,Regal::N,regál,estantería
408,Regal::N,police,estantería
409,Kiste::N,bedna,caja
410,Fenster::N,okno,ventana
411,Tür::N,dveře,puerta
412,Tor::N,vrata,puerta
413,Zaun::N,plot,valla
414,Zaun::N,plot,cercado
415,Dach::N,střecha,techo
416,Dach::N,střecha,tejado
417,Leiter::N,žebřík,escalera
418,Besen::N,koště,escoba
419,Besen::N,smeták,escoba
420,Spaten::N,rýč,pala
421,Schaufel::N,lopata,pala
422,Schaufel::N,lopata,paleta
423,Gabel::N,vidlička,tenedor
424,Löffel::N,lžíce,cuchara
425,Messer::N,nůž,cuchillo
426,Nagel::N,hřebík,clavo
427,Netz::N,síť,red
428,Haken::N,hák,gancho
429,Haken::N,hák,corchete
430,Griff::N,držadlo,asa
431,Griff::N,držadlo,mango
432,Schloss::N,zámek,cerradura
433,Bild::N,obraz,imagen
434,Figur::N,figura,figura
435,Puppe::N,panenka,muñeca
436,Beutel::N,pytlík,bolsa
437,Bündel::N,svazek,haz
438,Tasche::N,taška,bolso
439,Tasche::N,brašna,bolso
440,Eimer::N,kýbl,cubo
441,Eimer::N,vědro,cubo
442,Deckel::N,víko,tapa
443,Deckel::N,víko,tapadera
444,Deckel::N,příklop,tapa
445,Deckel::N,příklop,tapadera
446,Geschirr::N,nádobí,vajilla
447,Sack::N,pytel,saco
448,Tasse::N,šálek,taza
449,Topf::N,hrnec,olla
450,Topf::N,hrnec,marmita
451,Kessel::N,kotel,caldera
452,Essen::N,jídlo,comida
453,Nahrung::N,strava,alimento
454,Nahrung::N,potrava,alimento
455,Speise::N,jídlo,plato
456,Fleisch::N,maso,carne
457,Getreide::N,obilí,cereales
458,Brei::N,kaše,puré
459,Brei::N,kaše,papilla
460,Brot::N,chléb,pan
461,Scheibe::N,krajíc,lonja
462,Scheibe::N,krajíc,rebanada
463,Fett::N,tuk,grasa
464,Fett::N,omastek,grasa
465,Butter::N,máslo,mantequilla
466,Öl::N,olej,aceite
467,Salz::N,sůl,sal
468,Suppe::N,polévka,sopa
469,Honig::N,med,miel
470,Milch::N,mléko,leche
471,Tee::N,čaj,té
472,Leder::N,kůže,cuero
473,Wolle::N,vlna,lana
474,Stoff::N,látka,tela
475,Stoff::N,látka,tejido
476,Nadel::N,jehla,aguja
477,Faden::N,nit,hilo
478,Knopf::N,knoflík,botón
479,Knoten::N,uzel,nudo
480,Farbe::N,barva,pintura
481,Kleidung::N,šaty,ropa
482,Kleidung::N,šaty,vestidos
483,Kleidung::N,šatstvo,ropa
484,Kleidung::N,šatstvo,vestidos
485,Hemd::N,košile,camisa
486,Kragen::N,límec,cuello
487,Ärmel::N,rukáv,manga
488,Hose::N,kalhoty,pantalón
489,Gürtel::N,pás,cinturón
490,Gürtel::N,opasek,cinturón
491,Mütze::N,čepice,gorro
492,Schuh::N,bota,zapato
493,Stiefel::N,holínka,bota
494,Ring::N,prsten,anillo
495,Band::N,pásek,cinta
496,Kamm::N,hřeben,peine
497,Spiegel::N,zrcadlo,espejo
498,Riemen::N,řemen,correa
499,Schnur::N,šňůra,cuerda
500,Leine::N,vodítko,correa
501,Decke::N,pokrývka,manta
502,Decke::N,přikrývka,manta
503,Kissen::N,polštář,almohada
504,Tuch::N,šátek,pañuelo
505,Handtuch::N,ručník,toalla
506,Kraft::N,síla,fuerza
507,Stärke::N,síla,fuerza
508,Gesundheit::N,zdraví,salud
509,Krankheit::N,nemoc,enfermedad
510,Krankheit::N,choroba,enfermedad
511,Schmerz::N,bolest,dolor
512,Wunde::N,rána,llaga
513,Wunde::N,rána,herida
514,Fieber::N,horečka,fiebre
515,Arznei::N,lék,medicina
516,Arznei::N,lék,medicamento
517,Brücke::N,most,puente
518,Brunnen::N,studna,pozo
519,Weide::N,pastva,pasto
520,Weide::N,pastvina,pasto
521,Pfad::N,pěšina,sendero
522,Weg::N,cesta,camino
523,Straße::N,silnice,vía
524,Straße::N,silnice,carretera
525,Dorf::N,vesnice,aldea
526,Dorf::N,vesnice,pueblo
527,Stadt::N,město,ciudad
528,Brief::N,dopis,carta
529,Buch::N,kniha,libro
530,Buchstabe::N,písmeno,letra
531,Buchstabe::N,písmeno,carácter
532,Zeitung::N,noviny,diario
533,Zeitung::N,noviny,periódico
534,Leben::N,život,vida
535,Tod::N,smrt,muerte
536,Grab::N,hrob,tumba
537,Grab::N,hrob,sepulcro
538,Kirche::N,kostel,iglesia
539,Sünde::N,hřích,pecado
540,Gott::N,bůh,dios
541,Arbeiter::N,dělník,obrero
542,Arbeiter::N,dělník,trabajador
543,Arbeiter::N,pracovník,obrero
544,Arbeiter::N,pracovník,trabajador
545,Chef::N,šéf,jefe
546,Chef::N,vedoucí,jefe
547,Meister::N,mistr,maestro
548,Arzt::N,lékař,médico
549,Lehrer::N,učitel,profesor
550,Geld::N,peníze,dinero
551,Geschäft::N,obchod,negocio
552,Laden::N,krám,tienda
553,Preis::N,cena,precio
554,Ware::N,zboží,mercancía
555,Nutzen::N,užitek,provecho
556,Reichtum::N,bohatství,riqueza
557,Welt::N,svět,mundo
558,Land::N,země,país
559,Staat::N,stát,Estado
560,König::N,král,rey
561,Macht::N,moc,poder
562,Macht::N,moc,potencia
563,Macht::N,mocnost,poder
564,Macht::N,mocnost,potencia
565,Grenze::N,hranice,frontera
566,Krieg::N,válka,guerra
567,Feind::N,nepřítel,enemigo
568,Gewalt::N,násilí,violencia
569,Kampf::N,boj,lucha
570,Kampf::N,boj,combate
571,Bogen[Waffe]::N,luk,arco
572,Pfeil::N,šíp,flecha
573,Gewehr::N,puška,fusil
574,Gewehr::N,puška,escopeta
575,Gewehr::N,ručnice,fusil
576,Gewehr::N,ručnice,escopeta
577,Fehler::N,chyba,error
578,Lüge::N,lež,mentira
579,Schaden::N,škoda,daño
580,Unglück::N,neštěstí,desgracia
581,Schuld::N,vina,culpa
582,Alter::N,věk,edad
583,Schluss::N,konec,fin
584,Schluss::N,konec,final
585,Zeit::N,čas,tiempo
586,Tag::N,den,día
587,Morgen::N,ráno,mañana
588,Morgen::N,jitro,mañana
589,Mittag::N,poledne,mediodía
590,Abend::N,večer,noche
591,Nacht::N,noc,noche
592,Woche::N,týden,semana
593,Monat::N,měsíc,mes
594,Jahr::N,rok,año
595,Frühling::N,jaro,primavera
596,Sommer::N,léto,verano
597,Herbst::N,podzim,otoño
598,Winter::N,zima,invierno
599,Januar::N,leden,enero
600,Februar::N,únor,febrero
601,März::N,březen,marzo
602,April::N,duben,abril
603,Mai::N,květen,mayo
604,Juni::N,červen,junio
605,Juli::N,červenec,julio
606,August::N,srpen,agosto
607,September::N,září,septiembre
608,Oktober::N,říjen,octubre
609,November::N,listopad,noviembre
610,Dezember::N,prosinec,diciembre
611,Montag::N,pondělí,lunes
612,Montag::N,pondělek,lunes
613,Dienstag::N,úterý,martes
614,Mittwoch::N,středa,miércoles
615,Donnerstag::N,čtvrtek,jueves
616,Freitag::N,pátek,viernes
617,Samstag::N,sobota,sábado
618,Sonntag::N,neděle,domingo
619,groß::A,velký,grande
620,klein::A,malý,pequeño
621,lang::A,dlouhý,largo
622,kurz::A,krátký,corto
623,breit::A,široký,ancho
624,schmal::A,úzký,estrecho
625,dicht::A,hustý,denso
626,dick[Gegenstand]::A,tlustý,grueso
627,dünn::A,tenký,fino
628,dünn::A,tenký,delgado
629,fein::A,jemný,fino
630,fein::A,jemný,delicado
631,fest::A,pevný,firme
632,fest::A,pevný,sólido
633,flach::A,plochý,plano
634,flach::A,placatý,plano
635,glatt::A,hladký,liso
636,hart::A,tvrdý,duro
637,weich::A,měkký,muelle
638,rund::A,kulatý,redondo
639,rund::A,okrouhlý,redondo
640,spitz::A,špičatý,agudo
641,spitz::A,špičatý,apuntado
642,scharf::A,ostrý,agudo
643,scharf::A,ostrý,afilado
644,stumpf::A,tupý,sin filo
645,schwer::A,těžký,pesado
646,schön::A,pěkný,bello
647,schön::A,pěkný,hermoso
648,schön::A,krásný,bello
649,schön::A,krásný,hermoso
650,heiß::A,horký,caluroso
651,warm::A,teplý,cálido
652,warm::A,teplý,caliente
653,kalt::A,studený,frío
654,kühl::A,chladný,fresco
655,frisch::A,svěží,fresco
656,feucht::A,vlhký,húmedo
657,nass::A,mokrý,mojado
658,trocken::A,suchý,seco
659,voll::A,plný,lleno
660,leer::A,prázdný,vacío
661,offen::A,otevřený,abierto
662,geschlossen::A,zavřený,cerrado
663,sauber::A,čistý,limpio
664,schmutzig::A,špinavý,sucio
665,roh::A,syrový,crudo
666,reif::A,zralý,maduro
667,lecker::A,chutný,rico
668,lecker::A,chutný,sabroso
669,süß::A,sladký,dulce
670,bitter::A,hořký,amargo
671,sauer::A,kyselý,agrio
672,hell::A,světlý,claro
673,dunkel::A,temný,oscuro
674,schwarz::A,černý,negro
675,weiß::A,bílý,blanco
676,rot::A,rudý,rojo
677,rot::A,červený,rojo
678,gelb::A,žlutý,amarillo
679,blau::A,modrý,azul
680,grün::A,zelený,verde
681,grau::A,šedý,gris
682,grau::A,šedivý,gris
683,bunt::A,pestrý,multicolor
684,billig::A,levný,barato
685,billig::A,laciný,barato
686,teuer::A,drahý,caro
687,wertvoll::A,cenný,valioso
688,wertvoll::A,cenný,precioso
689,blind::A,slepý,ciego
690,taub::A,hluchý,sordo
691,kräftig::A,silný,fuerte
692,stark::A,silný,fuerte
693,stark::A,silný,vigoroso
694,schwach::A,slabý,débil
695,fett::A,tučný,obeso
696,fett::A,tlustý,obeso
697,schlank::A,štíhlý,esbelto
698,hübsch::A,hezký,mono
699,hübsch::A,hezký,guapo
700,böse::A,zlý,malo
701,dumm::A,hloupý,tonto
702,dumm::A,hloupý,estúpido
703,faul::A,líný,vago
704,faul::A,líný,perezoso
705,fleißig::A,pilný,aplicado
706,fleißig::A,pilný,diligente
707,geizig::A,lakomý,avaro
708,klug::A,chytrý,sensato
709,klug::A,chytrý,inteligente
710,geschickt::A,šikovný,hábil
711,lieb::A,milý,querido
712,lustig::A,veselý,alegre
713,sanft::A,mírný,suave
714,hungrig::A,hladový,hambriento
715,krank::A,nemocný,enfermo
716,nackt::A,nahý,desnudo
717,traurig::A,smutný,triste
718,traurig::A,truchlivý,triste
719,lebendig::A,živý,vivo
720,lebendig::A,živý,viviente
721,gut::A,dobrý,bueno
722,schlecht::A,špatný,malo
723,richtig::A,pravý,justo
724,richtig::A,pravý,correcto
725,richtig::A,správný,justo
726,richtig::A,správný,correcto
727,schlimm::A,zlý,malo
728,schlimm::A,zlý,grave
729,wahr::A,pravdivý,verídico
730,wahr::A,pravdivý,verdadero
731,alt::A,starý,viejo
732,neu::A,nový,nuevo
733,ehemalig::A,bývalý,antiguo
734,alt[Lebewesen]::A,starý,viejo
735,jung::A,mladý,joven
736,arm::A,chudý,pobre
737,reich::A,bohatý,rico
738,bekannt::A,známý,conocido
739,berühmt::A,slavný,famoso
740,berühmt::A,slavný,célebre
741,fremd::A,cizí,extraño
742,verschieden::A,různý,diverso
743,verschieden::A,různý,distinto
744,verschieden::A,různý,diferente
745,verschieden::A,rozličný,diverso
746,verschieden::A,rozličný,distinto
747,verschieden::A,rozličný,diferente
748,nah::A,blízký,cercano
749,fern::A,daleký,lejano
750,linker::A,levý,izquierdo
751,rechter::A,pravý,derecho
752,anderer::A,jiný,otro
753,erster::A,první,primero
754,zweiter::A,druhý,segundo
755,dritter::A,třetí,tercero
756,letzter::A,poslední,último
757,allein::ADV,sám,a solo
758,auf einmal::ADV,najednou,de una vez
759,zusammen::ADV,spolu,juntos
760,zusammen::ADV,dohromady,juntos
761,lange::ADV,dlouho,mucho tiempo
762,plötzlich::ADV,vtom,de repente
763,plötzlich::ADV,náhle,de repente
764,sofort::ADV,hned,en seguida
765,sofort::ADV,ihned,en seguida
766,später::ADV,později,más tarde
767,jetzt::ADV,teď,ahora
768,jetzt::ADV,nyní,ahora
769,heute::ADV,dnes,hoy
770,heute::ADV,dneska,hoy
771,morgen::ADV,zítra,mañana
772,bald::ADV,brzo,pronto
773,bald::ADV,brzo,en breve
774,dann::ADV,pak,luego
775,dann::ADV,pak,entonces
776,dann::ADV,potom,luego
777,dann::ADV,potom,entonces
778,gestern::ADV,včera,ayer
779,einst::ADV,kdysi,antaño
780,damals::ADV,tehdy,entonces
781,damals::ADV,tenkrát,entonces
782,danach::ADV,podle toho,después
783,vorher::ADV,dříve,antes
784,vorher::ADV,napřed,antes
785,zuerst::ADV,nejprve,primero
786,zuerst::ADV,nejdříve,primero
787,einmal::ADV,jednou,una vez
788,manchmal::ADV,někdy,a veces
789,oft::ADV,často,a menudo
790,oft::ADV,často,con frecuencia
791,immer::ADV,vždy,siempre
792,immer::ADV,stále,siempre
793,niemals::ADV,nikdy,jamás
794,hier::ADV,zde,aquí
795,hier::ADV,tady,aquí
796,hierhin::ADV,sem,acá
797,von hier::ADV,odtud,desde aquí
798,dort::ADV,tam,ahí
799,dort::ADV,tam,allí
800,dorthin::ADV,tam,allí
801,dorthin::ADV,tam,hacia allí
802,geradeaus::ADV,rovně,todo derecho
803,vorwärts::ADV,kupředu,adelante
804,rückwärts::ADV,zpět,hacia atrás
805,zurück::ADV,zpět,atrás
806,zurück::ADV,nazpět,atrás
807,unten::ADV,dole,abajo
808,hinab::ADV,dolů,hacia abajo
809,oben::ADV,nahoře,arriba
810,oben::ADV,navrchu,arriba
811,hinauf::ADV,nahoru,hacia arriba
812,überall::ADV,všude,por todas partes
813,nicht::ADV,ne,no
814,ein wenig::ADV,trochu,un poco
815,kaum::ADV,sotva,apenas
816,sehr::ADV,velmi,muy
817,sehr::ADV,velmi,mucho
818,sehr::ADV,velice,muy
819,sehr::ADV,velice,mucho
820,so::ADV,tak,tan
821,so::ADV,takto,tan
822,noch::ADV,ještě,aún
823,noch::ADV,ještě,todavía
824,nur::ADV,jen,solamente
825,nur::ADV,jenom,solamente
826,schon::ADV,už,ya
827,schon::ADV,již,ya
828,wieder::ADV,zase,de nuevo
829,vergebens::ADV,marně,en vano
830,vor::PRP,před,antes de
831,vor::PRP,před,delante de
832,hinter::PRP,za,tras
833,hinter::PRP,za,detrás de
834,unter::PRP,pod,bajo
835,unter::PRP,pod,debajo de
836,durch::PRP,skrz,por
837,durch::PRP,skrz,a través de
838,neben::PRP,vedle,al lado de
839,zwischen::PRP,mezi,entre
840,wegen::PRP,pro,por
841,wegen::PRP,pro,a causa de
842,dies::PRN,toto,esto
843,dies::PRN,tohle,esto
844,das::PRN,to,eso
