,Concept_ID,en,sv
176,Vogel::N,bird,fågel
177,Schwarm::N,swarm,svärm
178,Huhn::N,chicken,höns
179,Hahn::N,cock,tupp
180,Gans::N,goose,gås
181,Adler::N,eagle,örn
182,Ente::N,duck,anka
183,Eule::N,owl,uggla
184,Kranich::N,crane,trana
185,Krähe::N,crow,kråka
186,Kuckuck::N,cuckoo,gök
187,Schwan::N,swan,svan
188,Fisch::N,fish,fisk
189,Barsch::N,perch,abborre
190,Hecht::N,pike,gädda
191,Schlange[Tier]::N,snake,orm
192,Wurm::N,worm,mask
193,Spinne::N,spider,spindel
194,Ameise::N,ant,myra
195,Laus::N,louse,lus
196,Mücke::N,midge,mygga
197,Fliege::N,fly,fluga
198,Schmetterling::N,butterfly,fjäril
199,Beere::N,berry,bär
200,Apfel::N,apple,äpple
201,Pilz::N,mushroom,svamp
202,Zwiebel::N,onion,lök
203,Saat::N,seed,sådd
204,Korn::N,grain,korn
205,Heu::N,hay,hö
206,Schale::N,husk,skal
207,Grube::N,pit,grop
208,Falle::N,trap,fälla
209,Schlinge::N,noose,snara
210,Spur::N,track,spår
211,Asche::N,ashes,aska
212,Dreck::N,filth,lort
213,Eisen::N,iron,järn
214,Gold::N,gold,guld
215,Silber::N,silver,silver
216,Kohle::N,coal,kol
217,Glas::N,glass,glas
218,Lehm::N,clay,lera
219,Sand::N,sand,sand
220,Mensch::N,human,människa
221,Mann::N,man,man
222,Frau::N,woman,kvinna
223,Kind::N,child,barn
224,Junge::N,boy,pojke
225,Mädchen::N,girl,flicka
226,Familie::N,family,familj
227,Großvater::N,grandfather,morfar
228,Großmutter::N,grandmother,farmor
229,Eltern::N,parents,föräldrar
230,Vater::N,father,far
231,Mutter::N,mother,mor
232,Sohn::N,son,son
233,Tochter::N,daughter,dotter
234,Bruder::N,brother,bror
235,Schwester::N,sister,syster
236,Onkel::N,uncle,morbror
237,Tante::N,aunt,tant
238,Ehemann::N,husband,äkta man
239,Ehefrau::N,wife,hustru
240,Freude::N,joy,fröjd
241,Freude::N,joy,glädje
242,Gelächter::N,laughter,åtlöje
243,Glück::N,happiness,lycka
244,Kummer::N,grief,sorg
245,Wunsch::N,wish,önskan
246,Lust::N,desire,lust
247,Geist::N,spirit,ande
248,Gedanke::N,thought,tanke
249,Gedächtnis::N,memory,minne
250,Verstand::N,mind,förstånd
251,Sinn::N,meaning,mening
252,Sinn::N,meaning,betydelse
253,Grund::N,reason,skäl
254,Grund::N,reason,grund
255,Wahrheit::N,truth,sanning
256,Gespräch::N,talk,samtal
257,Märchen::N,fairy tale,saga
258,Erzählung::N,story,berättelse
259,Nachricht::N,message,meddelande
260,Neuigkeit::N,news,nyhet
261,Name::N,name,namn
262,Rätsel::N,puzzle,gåta
263,Rede::N,speech,tal
264,Sprache::N,language,språk
265,Stimme::N,voice,stämma
266,Wort::N,word,ord
267,Zeichen::N,sign,tecken
268,Ruf::N,call,rop
269,Lärm::N,noise,bråk
270,Lärm::N,noise,oväsen
271,Laut::N,sound,ljud
272,Ton::N,tone,ton
273,Lied::N,song,sång
274,Ruhe::N,calm,ro
275,Ruhe::N,calm,lugn
276,Leute::N,people,folk
277,Volk::N,nation,folk
278,Arbeit::N,work,arbete
279,Gast::N,guest,gäst
280,Geschenk::N,gift,gåva
281,Geschenk::N,gift,present
282,Spiel::N,game,lek
283,Spiel::N,game,spel
284,Gesellschaft::N,company,sällskap
285,Hilfe::N,help,hjälp
286,Freund::N,friend,vän
287,Kamerad::N,companion,kamrat
288,Angelegenheit::N,matter,ärende
289,Angelegenheit::N,matter,angelägenhet
290,Anzahl::N,count,antal
291,Art::N,sort,art
292,Art::N,sort,slag
293,Stück::N,piece,stycke
294,Teil::N,part,del
295,Hälfte::N,half,halva
296,Kreis::N,circle,krets
297,Kreis::N,circle,cirkel
298,Kreuz::N,cross,kors
299,Kreuz::N,cross,kryss
300,Linie::N,line,linje
301,Strich::N,stroke,streck
302,Abstand::N,gap,avstånd
303,Entfernung::N,distance,avstånd
304,Gegend::N,area,trakt
305,Platz::N,space,plats
306,Ort::N,place,plats
307,Ort::N,place,ställe
308,Seite::N,side,sida
309,Mitte::N,middle,mitt
310,Gegenstand::N,item,föremål
311,Sache::N,thing,sak
312,Rand::N,fringe,rand
313,Kante::N,edge,kant
314,Ecke::N,corner,vrå
315,Ecke::N,corner,hörn
316,Spitze::N,tip,spets
317,Ende::N,end,ända
318,Loch::N,hole,hål
319,Winkel::N,angle,vinkel
320,Muster::N,pattern,mönster
321,Größe::N,size,storlek
322,Länge::N,length,längd
323,Höhe::N,height,höjd
324,Gewicht::N,weight,tyngd
325,Menge::N,amount,mängd
326,Haufen::N,heap,hög
327,Reihe::N,row,rad
328,Boot::N,boat,båt
329,Ruder::N,oar,åra
330,Schlitten::N,sleigh,släde
331,Ski::N,ski,skida
332,Lagerfeuer::N,campfire,lägereld
333,Last::N,load,last
334,Last::N,load,börda
335,Gang::N,walk,gång
336,Schritt::N,step,steg
337,Norden::N,north,norr
338,Süden::N,south,söder
339,Westen::N,west,väster
340,Osten::N,east,öster
341,Holz::N,wood,trä
342,Brett::N,board,bräda
343,Platte::N,slab,platta
344,Stütze::N,bracket,stöd
345,Stütze::N,bracket,stötta
346,Stange::N,pole,stång
347,Stock::N,stick,käpp
348,Stock::N,stick,pinne
349,Stab::N,staff,stav
350,Rohr::N,pipe,rör
351,Haus::N,house,hus
352,Heim::N,home,hem
353,Ofen::N,stove,ugn
354,Fußboden::N,floor,golv
355,Tisch::N,table,bord
356,Stuhl::N,chair,stol
357,Wiege::N,cradle,vagga
358,Bett::N,bed,säng
359,Regal::N,shelf,hylla
360,Kiste::N,box,låda
361,Fenster::N,window,fönster
362,Tür::N,door,dörr
363,Tor::N,gate,port
364,Zaun::N,fence,staket
365,Zaun::N,fence,stängsel
366,Dach::N,roof,tak
367,Leiter::N,ladder,stege
368,Besen::N,broom,kvast
369,Spaten::N,spade,spade
370,Schaufel::N,shovel,skovel
371,Schaufel::N,shovel,skyffel
372,Gabel::N,fork,gaffel
373,Löffel::N,spoon,sked
374,Messer::N,knife,kniv
375,Nagel::N,nail,spik
376,Netz::N,net,nät
377,Haken::N,hook,krok
378,Griff::N,handle,tag
379,Griff::N,handle,handtag
380,Schloss::N,lock,las
381,Bild::N,picture,bild
382,Figur::N,figure,figur
383,Puppe::N,doll,docka
384,Beutel::N,pouch,påse
385,Bündel::N,bundle,bunt
386,Bündel::N,bundle,knippa
387,Tasche::N,bag,väska
388,Eimer::N,bucket,hink
389,Eimer::N,bucket,ämbar
390,Deckel::N,cover,lock
391,Geschirr::N,dishes,servis
392,Geschirr::N,dishes,porslin
393,Sack::N,sack,säck
394,Tasse::N,cup,kopp
395,Topf::N,pot,gryta
396,Topf::N,pot,kastrull
397,Kessel::N,kettle,kittel
398,Essen::N,meal,mål
399,Nahrung::N,food,näring
400,Speise::N,dish,maträtt
401,Fleisch::N,meat,kött
402,Getreide::N,corn,säd
403,Getreide::N,corn,spannmål
404,Brei::N,mush,gröt
405,Brot::N,bread,bröd
406,Scheibe::N,slice,skiva
407,Fett::N,fat,fett
408,Butter::N,butter,smör
409,Öl::N,oil,olja
410,Salz::N,salt,salt
411,Suppe::N,soup,soppa
412,Honig::N,honey,honung
413,Milch::N,milk,mjölk
414,Tee::N,tea,te
415,Leder::N,leather,läder
416,Wolle::N,wool,ull
417,Wolle::N,wool,ylle
418,Stoff::N,cloth,tyg
419,Stoff::N,cloth,stoff
420,Nadel::N,needle,nål
421,Faden::N,thread,tråd
422,Knopf::N,button,knapp
423,Knoten::N,knot,knut
424,Farbe::N,paint,färg
425,Kleidung::N,clothes,klädsel
426,Hemd::N,shirt,skjorta
427,Kragen::N,collar,krage
428,Ärmel::N,sleeve,ärm
429,Hose::N,trousers,byxor
430,Gürtel::N,belt,bälte
431,Mütze::N,cap,mössa
432,Schuh::N,shoe,sko
433,Stiefel::N,boot,stövel
434,Ring::N,ring,ring
435,Band::N,ribbon,band
436,Kamm::N,comb,kam
437,Spiegel::N,mirror,spegel
438,Riemen::N,strap,rem
439,Schnur::N,string,snöre
440,Leine::N,leash,lina
441,Decke::N,blanket,täcke
442,Kissen::N,pillow,dyna
443,Kissen::N,pillow,kudde
444,Tuch::N,scarf,sjal
445,Handtuch::N,towel,handduk
446,Kraft::N,force,kraft
447,Stärke::N,strength,styrka
448,Gesundheit::N,health,hälsa
449,Krankheit::N,illness,sjukdom
450,Schmerz::N,pain,smärta
451,Wunde::N,wound,sår
452,Fieber::N,fever,feber
453,Arznei::N,medicine,medicin
454,Arznei::N,medicine,läkemedel
455,Brücke::N,bridge,bro
456,Brunnen::N,well,brunn
457,Weide::N,pasture,bete
458,Pfad::N,path,stig
459,Weg::N,way,väg
460,Straße::N,road,gata
461,Dorf::N,village,by
462,Stadt::N,town,stad
463,Brief::N,letter,brev
464,Buch::N,book,bok
465,Buchstabe::N,character,bokstav
466,Zeitung::N,newspaper,tidning
467,Leben::N,life,liv
468,Tod::N,death,död
469,Grab::N,grave,grav
470,Kirche::N,church,kyrka
471,Sünde::N,sin,synd
472,Gott::N,god,gud
473,Arbeiter::N,worker,arbetare
474,Chef::N,boss,chef
475,Meister::N,master,mästare
476,Arzt::N,doctor,läkare
477,Lehrer::N,teacher,lärare
478,Geld::N,money,pengar
479,Geschäft::N,business,rörelse
480,Laden::N,shop,affär
481,Preis::N,price,pris
482,Ware::N,ware,vara
483,Nutzen::N,profit,gagn
484,Nutzen::N,profit,nytta
485,Reichtum::N,wealth,rikedom
486,Welt::N,world,värld
487,Land::N,country,land
488,Staat::N,state,stat
489,König::N,king,kung
490,König::N,king,konung
491,Macht::N,power,makt
492,Grenze::N,border,gräns
493,Krieg::N,war,krig
494,Feind::N,enemy,fiende
495,Gewalt::N,violence,våld
496,Kampf::N,fight,kamp
497,Kampf::N,fight,strid
498,Bogen[Waffe]::N,bow,båge
499,Pfeil::N,arrow,pil
500,Gewehr::N,gun,gevär
501,Fehler::N,mistake,fel
502,Lüge::N,lie,lögn
503,Schaden::N,damage,skada
504,Unglück::N,misfortune,otur
505,Unglück::N,misfortune,olycka
506,Schuld::N,fault,skuld
507,Alter::N,age,ålder
508,Schluss::N,conclusion,slut
509,Zeit::N,time,tid
510,Tag::N,day,dag
511,Morgen::N,morning,morgon
512,Mittag::N,noon,middag
513,Abend::N,evening,kväll
514,Nacht::N,night,natt
515,Woche::N,week,vecka
516,Monat::N,month,månad
517,Jahr::N,year,år
518,Frühling::N,spring,vår
519,Sommer::N,summer,sommar
520,Herbst::N,autumn,höst
521,Winter::N,winter,vinter
522,Januar::N,January,januari
523,Februar::N,February,februari
524,März::N,March,mars
525,April::N,April,april
526,Mai::N,May,maj
527,Juni::N,June,juni
528,Juli::N,July,juli
529,August::N,August,augusti
530,September::N,September,september
531,Oktober::N,October,oktober
532,November::N,November,november
533,Dezember::N,December,december
534,Montag::N,Monday,måndag
535,Dienstag::N,Tuesday,tisdag
536,Mittwoch::N,Wednesday,onsdag
537,Donnerstag::N,Thursday,torsdag
538,Freitag::N,Friday,fredag
539,Samstag::N,Saturday,lördag
540,Sonntag::N,Sunday,söndag
541,groß::A,big,stor
542,klein::A,little,liten
543,lang::A,long,lång
544,kurz::A,short,kort
545,breit::A,wide,bred
546,schmal::A,narrow,smal
547,dicht::A,dense,tät
548,dick[Gegenstand]::A,thick,tjock
549,dünn::A,thin,tunn
550,fein::A,delicate,fin
551,fest::A,firm,fast
552,flach::A,flat,platt
553,glatt::A,smooth,glatt
554,hart::A,hard,hård
555,weich::A,soft,mjuk
556,rund::A,round,rund
557,spitz::A,pointed,toppig
558,spitz::A,pointed,spetsig
559,scharf::A,sharp,vass
560,scharf::A,sharp,skarp
561,stumpf::A,blunt,slö
562,schwer::A,heavy,tung
563,schön::A,beautiful,skön
564,schön::A,beautiful,vacker
565,heiß::A,hot,het
566,warm::A,warm,varm
567,kalt::A,cold,kall
568,kühl::A,cool,sval
569,kühl::A,cool,kylig
570,frisch::A,fresh,färsk
571,feucht::A,damp,fuktig
572,nass::A,wet,våt
573,trocken::A,dry,torr
574,voll::A,full,full
575,leer::A,empty,tom
576,offen::A,open,öppen
577,geschlossen::A,closed,stängd
578,sauber::A,clean,ren
579,schmutzig::A,dirty,snuskig
580,roh::A,raw,rå
581,reif::A,ripe,mogen
582,lecker::A,delicious,läcker
583,süß::A,sweet,söt
584,bitter::A,bitter,besk
585,bitter::A,bitter,bitter
586,sauer::A,sour,sur
587,hell::A,bright,ljus
588,dunkel::A,dark,mörk
589,schwarz::A,black,svart
590,weiß::A,white,vit
591,rot::A,red,röd
592,gelb::A,yellow,gul
593,blau::A,blue,blå
594,grün::A,green,grön
595,grau::A,grey,grå
596,bunt::A,colourful,brokig
597,bunt::A,colorful,brokig
598,billig::A,cheap,billig
599,teuer::A,dear,dyr
600,wertvoll::A,precious,värdefull
601,blind::A,blind,blind
602,taub::A,deaf,döv
603,kräftig::A,powerful,kraftig
604,stark::A,strong,stark
605,schwach::A,weak,svag
606,fett::A,fat,fet
607,schlank::A,slim,slank
608,hübsch::A,pretty,snygg
609,hübsch::A,pretty,vacker
610,böse::A,evil,ond
611,böse::A,evil,elak
612,dumm::A,stupid,dum
613,faul::A,lazy,lat
614,fleißig::A,diligent,flitig
615,geizig::A,stingy,snål
616,geizig::A,stingy,girig
617,klug::A,clever,klok
618,geschickt::A,skilful,händig
619,geschickt::A,skilful,skicklig
620,geschickt::A,skillful,händig
621,geschickt::A,skillful,skicklig
622,lieb::A,dear,kär
623,lieb::A,dear,snäll
624,lustig::A,merry,rolig
625,lustig::A,merry,lustig
626,sanft::A,gentle,mild
627,hungrig::A,hungry,hungrig
628,krank::A,sick,sjuk
629,nackt::A,naked,naken
630,traurig::A,sad,ledsen
631,traurig::A,sad,sorgsen
632,lebendig::A,living,levande
633,gut::A,good,bra
634,schlecht::A,bad,dålig
635,richtig::A,correct,riktig
636,schlimm::A,nasty,illa
637,wahr::A,true,sann
638,alt::A,old,gammal
639,neu::A,new,ny
640,ehemalig::A,former,forn
641,ehemalig::A,former,tidigare
642,alt[Lebewesen]::A,aged,gammal
643,jung::A,young,ung
644,arm::A,poor,fattig
645,reich::A,rich,rik
646,bekannt::A,familiar,känd
647,berühmt::A,famous,berömd
648,fremd::A,foreign,främmande
649,verschieden::A,different,åtskillig
650,nah::A,near,nära
651,fern::A,far,fjärran
652,linker::A,left,vänster
653,rechter::A,right,höger
654,anderer::A,other,annan
655,erster::A,first,första
656,zweiter::A,second,andra
657,dritter::A,third,tredje
658,letzter::A,last,sist
659,allein::ADV,alone,allena
660,auf einmal::ADV,at once,på en gång
661,zusammen::ADV,together,tillsammans
662,lange::ADV,long,länge
663,plötzlich::ADV,suddenly,plötsligt
664,sofort::ADV,instantly,strax
665,sofort::ADV,instantly,genast
666,später::ADV,later,senare
667,jetzt::ADV,now,nu
668,heute::ADV,today,i dag
669,morgen::ADV,tomorrow,i morgon
670,bald::ADV,soon,snart
671,dann::ADV,then,då
672,gestern::ADV,yesterday,i går
673,einst::ADV,once,en gång
674,damals::ADV,at that time,då
675,damals::ADV,at that time,den gången
676,danach::ADV,afterwards,därefter
677,vorher::ADV,before,före
678,vorher::ADV,before,förut
679,zuerst::ADV,at first,först
680,einmal::ADV,once,en gång
681,manchmal::ADV,sometimes,ibland
682,oft::ADV,often,ofta
683,immer::ADV,always,alltid
684,niemals::ADV,never,aldrig
685,hier::ADV,here,här
686,hierhin::ADV,hither,hit
687,hierhin::ADV,to here,hit
688,hierhin::ADV,here,hit
689,von hier::ADV,hence,härifrån
690,dort::ADV,there,där
691,dorthin::ADV,thither,dit
692,dorthin::ADV,there,dit
693,dorthin::ADV,to there,dit
694,geradeaus::ADV,ahead,rätt fram
695,vorwärts::ADV,forward,fram
696,vorwärts::ADV,forward,framåt
697,rückwärts::ADV,backward,baklänges
698,zurück::ADV,back,tillbaka
699,unten::ADV,below,nere
700,unten::ADV,below,nedanför
701,hinab::ADV,down,ned
702,hinab::ADV,down,nedåt
703,oben::ADV,above,ovan
704,oben::ADV,above,ovanpå
705,hinauf::ADV,up,upp
706,hinauf::ADV,up,uppåt
707,überall::ADV,everywhere,överallt
708,nicht::ADV,not,ej
709,nicht::ADV,not,inte
710,ein wenig::ADV,a little,litet
711,kaum::ADV,hardly,knappt
712,kaum::ADV,hardly,knappast
713,sehr::ADV,very,mycket
714,so::ADV,so,så
715,noch::ADV,still,än
716,noch::ADV,still,ännu
717,nur::ADV,only,bara
718,nur::ADV,only,endast
719,schon::ADV,already,redan
720,wieder::ADV,again,åter
721,vergebens::ADV,in vain,förgäves
722,vor::PRP,in front of,utanför
723,hinter::PRP,behind,bakom
724,unter::PRP,under,under
725,durch::PRP,through,genom
726,durch::PRP,through,igenom
727,neben::PRP,next to,bredvid
728,neben::PRP,next to,vid sidan av
729,zwischen::PRP,between,mellan
730,wegen::PRP,because of,på grund av
731,dies::PRN,this,detta
732,das::PRN,that,det
733,alles::PRN,everything,allt
734,ich::PRN,I,jag
735,du::PRN,you,du
736,du::PRN,thou,du
737,er::PRN,he,han
738,wir::PRN,we,vi
739,ihr::PRN,you,ni
740,sie::PRN,they,de
741,was::FPRN,what,vad
742,wer::FPRN,who,vem
743,wo::FADV,where,var
744,wohin::FADV,where ... to,vart
745,wohin::FADV,where to,vart
746,wohin::FADV,where,vart
747,wie::FADV,how,hur
748,warum::FADV,why,varför
749,wieviel::FNUM,how much,hur mycket
750,eins::NUM,one,en
751,eins::NUM,one,ett
752,zwei::NUM,two,två
753,drei::NUM,three,tre
754,vier::NUM,four,fyra
755,fünf::NUM,five,fem
756,sechs::NUM,six,sex
757,sieben::NUM,seven,sju
758,acht::NUM,eight,åtta
759,neun::NUM,nine,nio
760,zehn::NUM,ten,tio
761,elf::NUM,eleven,elva
762,zwölf::NUM,twelve,tolv
763,zwanzig::NUM,twenty,tjugo
764,dreißig::NUM,thirty,trettio
765,vierzig::NUM,forty,fyrtio
766,fünfzig::NUM,fifty,femtio
767,sechzig::NUM,sixty,sextio
768,siebzig::NUM,seventy,sjuttio
769,achtzig::NUM,eighty,åttio
770,neunzig::NUM,ninety,nittio
771,hundert::NUM,a hundred,hundra
772,tausend::NUM,a thousand,tusen
773,und::CNJ,and,och
774,oder::CNJ,or,eller
775,stehen::V,stand,stå
776,sitzen::V,sit,sitta
777,liegen::V,lie,ligga
778,hängen::V,hang,hänga
779,werden::V,become,bli
780,passieren::V,happen,ske
781,passieren::V,happen,hända
782,beginnen::V,begin,börja
783,enden::V,end,ända
784,wechseln::V,change,växla
785,aufgehen[Sonne]::V,rise,gå upp
786,untergehen[Sonne]::V,set,gå ned
787,scheinen[Sonne]::V,shine,skina
788,donnern::V,thunder,dundra
789,wehen::V,blow,blåsa
790,strömen::V,stream,forsa
791,strömen::V,stream,strömma
792,fließen::V,flow,flyta
793,sich drehen::V,revolve,snurra
794,schwanken::V,sway,vackla
795,schwingen::V,swing,svinga
796,fallen::V,fall,falla
797,brennen::V,burn,brinna
798,rauchen::V,smoke,ryka
799,regnen::V,rain,regna
800,gefrieren::V,freeze,frysa
801,tauen::V,thaw,töa
802,schmelzen::V,melt,smälta
803,trocknen::V,dry,torka
804,sieden::V,boil,koka
805,sieden::V,boil,sjuda
806,faulen::V,rot,ruttna
807,verfaulen::V,decay,ruttna
808,reißen::V,snap,brista
809,versinken::V,sink,sjunka
810,vergehen::V,pass,förgå
811,erscheinen::V,appear,synas
812,erscheinen::V,appear,visa sig
813,verschwinden::V,disappear,försvinna
814,sinken::V,drop,sjunka
815,abnehmen::V,decrease,avta
816,abnehmen::V,decrease,minskas
817,zunehmen::V,increase,tilltaga
818,steigen::V,rise,stiga
819,wachsen::V,grow,växa
820,glänzen::V,shine,glimma
821,funkeln::V,sparkle,tindra
822,funkeln::V,sparkle,gnistra
823,lärmen::V,be noisy,bråka
824,lärmen::V,be noisy,väsnas
825,läuten::V,chime,ringa
826,klingeln::V,ring,ringa
827,klirren::V,tinkle,klirra
828,brausen::V,roar,brusa
829,rauschen::V,rustle,susa
830,klingen::V,sound,låta
831,klingen::V,sound,klinga
832,bellen::V,bark,skälla
833,heulen::V,howl,yla
834,heulen::V,howl,tjuta
835,blasen::V,blow,blåsa
836,pfeifen::V,whistle,vissla
837,schreien::V,shout,skrika
838,stöhnen::V,groan,stöna
839,zittern::V,tremble,darra
840,zittern::V,tremble,skälva
841,leben::V,be alive,leva
842,geboren werden::V,be born,födas
843,atmen::V,breathe,andas
844,trinken::V,drink,dricka
845,essen::V,eat,äta
846,schlucken::V,swallow,svälja
847,müde werden::V,get tired,tröttna
848,einschlafen::V,fall asleep,somna
849,schlafen::V,sleep,sova
850,aufwachen::V,wake up,vakna
851,aufstehen::V,get up,stiga upp
852,sich erholen::V,relax,repa sig
853,sich erholen::V,relax,hämta sig
854,krank werden::V,fall ill,insjukna
855,krank sein::V,be ill,vara sjuk
856,schmerzen::V,ache,smärta
857,schmerzen::V,ache,göra ont
858,husten::V,cough,hosta
859,genesen::V,recover,tillfriskna
860,sterben::V,die,dö
861,umkommen::V,perish,omkomma
862,sich bewegen::V,move,röra sig
863,sich rühren::V,budge,röra på sig
864,sich erheben::V,stand up,resa sig
865,sich setzen::V,sit down,sätta sig
866,hinfallen::V,tumble,falla omkull
867,laufen::V,walk,löpa
868,schreiten::V,pace,skrida
869,spazierengehen::V,go for a walk,promenera
870,eilen::V,rush,ila
871,sich beeilen::V,hurry,skynda sig
872,sausen::V,dash,susa
873,rennen::V,run,löpa
874,rennen::V,run,springa
875,springen::V,jump,hoppa
876,klettern::V,climb,klättra
877,schaukeln::V,seesaw,gunga
878,kriechen::V,creep,kräla
879,schwimmen::V,swim,simma
880,tauchen::V,dive,dyka
881,rudern::V,row,ro
882,fahren::V,drive,köra
883,fliegen::V,fly,flyga
884,gehen::V,go,gå
885,weggehen::V,go away,gå bort
886,abfahren::V,depart,resa
887,abfahren::V,depart,avresa
888,anhalten::V,stop,stanna
889,hineingehen::V,go in,gå in
890,eintreten::V,enter,träda in
891,kommen::V,come,komma
892,ankommen::V,arrive,ankomma
893,zurückkommen::V,come back,återkomma
894,bleiben::V,stay,bli
895,bleiben::V,stay,förbli
896,warten::V,wait,vänta
897,erwarten::V,wait for,vänta
898,suchen::V,seek,leta
