,Concept_ID,hu,mdf
437,Griff::N,nyél,недь
438,Griff::N,nyél,кунда́мка
439,Griff::N,fogantyú,недь
440,Griff::N,fogantyú,кунда́мка
441,Schloss::N,zár,замо́к
442,Bild::N,kép,карти́на
443,Figur::N,alak,ронга-понда
444,Puppe::N,bábu,ня́ка
445,Beutel::N,zacskó,кяскав
446,Bündel::N,köteg,кярьме
447,Tasche::N,táska,кошяльня
448,Eimer::N,vödör,ве́дарка
449,Deckel::N,fedő,тавадкс
450,Deckel::N,fedő,вельхкс
451,Deckel::N,fedél,тавадкс
452,Deckel::N,fedél,вельхкс
453,Geschirr::N,edény,кядьге
454,Sack::N,zsák,кяскав
455,Tasse::N,csésze,ша́ваня
456,Topf::N,fazék,кавозь
457,Kessel::N,üst,сргавозь
458,Kessel::N,bogrács,сргавозь
459,Essen::N,evés,ярхцама
460,Essen::N,étkezés,ярхцама
461,Nahrung::N,ennivaló,ярхцампяль
462,Speise::N,étel,ярхцама
463,Fleisch::N,hús,пал
464,Fleisch::N,hús,сиволь
465,Getreide::N,gabona,сёра
466,Brei::N,pép,ям
467,Brei::N,kása,ям
468,Brot::N,kenyér,кши
469,Scheibe::N,szelet,кочам
470,Fett::N,háj,куя́
471,Fett::N,zsír,куя́
472,Butter::N,vaj,вай
473,Öl::N,olaj,вай
474,Salz::N,só,сал
475,Suppe::N,leves,шонгарям
476,Suppe::N,leves,коршампяль
477,Honig::N,méz,медь
478,Milch::N,tej,лофца
479,Tee::N,tea,чай
480,Leder::N,bőr,кедь
481,Wolle::N,gyapjú,пона
482,Stoff::N,szövet,котф
483,Nadel::N,tű,салмокс
484,Faden::N,fonál,сюре
485,Knopf::N,gomb,пуня
486,Knoten::N,csomó,сюлма
487,Farbe::N,szín,архтомбяль
488,Farbe::N,festék,архтомбяль
489,Kleidung::N,ruha,щам
490,Kleidung::N,ruházat,щам
491,Hemd::N,ing,па́нар
492,Kragen::N,gallér,сиве
493,Ärmel::N,ujj,ожа
494,Hose::N,gatya,понкст
495,Hose::N,nadrág,понкст
496,Gürtel::N,öv,каркс
497,Mütze::N,sapka,вазь
498,Schuh::N,cipő,башма́к
499,Stiefel::N,csizma,кя́ме
500,Ring::N,gyűrű,суркс
501,Band::N,szalag,керькс
502,Band::N,szalag,лента
503,Kamm::N,fésű,сюрьхцем
504,Spiegel::N,tükör,ванома
505,Riemen::N,szíj,шнань каркс
506,Schnur::N,zsinór,пикс
507,Schnur::N,zsinór,карькскя
508,Leine::N,póráz,вядьме
509,Decke::N,takaró,вельхкс
510,Kissen::N,párna,тоду
511,Tuch::N,kendő,руця́
512,Handtuch::N,törülköző,на́рдама
513,Kraft::N,erő,вий
514,Stärke::N,erő,вииши
515,Stärke::N,erősség,вииши
516,Gesundheit::N,egészség,шумбраши́
517,Krankheit::N,kór,урма́
518,Krankheit::N,kór,сярядема
519,Krankheit::N,betegség,урма́
520,Krankheit::N,betegség,сярядема
521,Schmerz::N,fájdalom,маряма
522,Wunde::N,seb,керф
523,Fieber::N,láz,маштыкс
524,Arznei::N,orvosság,надо́бья
525,Arznei::N,orvosság,пъчка́фтома
526,Arznei::N,gyógyszer,надо́бья
527,Arznei::N,gyógyszer,пъчка́фтома
528,Brücke::N,híd,седь
529,Brunnen::N,kút,эши
530,Weide::N,legelő,ванома васта
531,Pfad::N,ösvény,ян
532,Pfad::N,ösvény,киня́
533,Weg::N,út,ки
534,Straße::N,út,ки
535,Dorf::N,falu,веле
536,Stadt::N,város,ош
537,Brief::N,levél,сёрма
538,Buch::N,könyv,книга
539,Buchstabe::N,betű,бу́ква
540,Zeitung::N,újság,газе́та
541,Zeitung::N,hírlap,газе́та
542,Leben::N,élet,эряф
543,Leben::N,élet,эряма
544,Tod::N,halál,кулома́
545,Grab::N,sír,калма
546,Kirche::N,templom,це́рькав
547,Sünde::N,bűn,пежеть
548,Sünde::N,bűn,муворкс
549,Sünde::N,vétek,пежеть
550,Sünde::N,vétek,муворкс
551,Gott::N,isten,шкай
552,Arbeiter::N,munkás,трудендай
553,Arbeiter::N,munkás,работник
554,Chef::N,főnök,азор
555,Chef::N,főnök,оцюня
556,Meister::N,mester,мастяр
557,Arzt::N,orvos,врач
558,Arzt::N,orvos,доктор
559,Lehrer::N,tanár,учи́тель
560,Lehrer::N,tanító,учи́тель
561,Geld::N,pénz,ярмакт
562,Geschäft::N,üzlet,ладяфкс
563,Geschäft::N,üzlet,ладяф тев
564,Laden::N,bolt,ла́вка
565,Preis::N,ár,питне
566,Ware::N,áru,миф
567,Ware::N,áru,ра́маф
568,Nutzen::N,haszon,пара
569,Nutzen::N,haszon,лезкс
570,Reichtum::N,gazdagság,ко́зяши
571,Welt::N,világ,свет
572,Land::N,ország,мастор
573,Staat::N,állam,государства
574,König::N,király,король
575,Macht::N,hatalom,азорондама
576,Macht::N,hatalom,азорксши
577,Grenze::N,határ,ёткаян
578,Krieg::N,háború,война́
579,Feind::N,ellenség,душман
580,Feind::N,ellenség,каршек тюри
581,Gewalt::N,erőszak,наругама
582,Kampf::N,harc,тюрема́
583,Bogen[Waffe]::N,íj,нал
584,Pfeil::N,nyíl,нал
585,Gewehr::N,puska,винто́вка
586,Gewehr::N,fegyver,винто́вка
587,Fehler::N,hiba,эльбядькс
588,Lüge::N,hazugság,васькафнема
589,Schaden::N,kár,зия́н
590,Unglück::N,csapás,зия́н
591,Unglück::N,balszerencse,зия́н
592,Schuld::N,bűn,муворши
593,Alter::N,kor,эряф кизот
594,Alter::N,kor,эряфонь пинге
595,Schluss::N,vég,пе
596,Schluss::N,befejezés,пе
597,Zeit::N,idő,пинге
598,Tag::N,nap,ши
599,Morgen::N,reggel,шобдава
600,Mittag::N,dél,шикучка
601,Abend::N,este,иля́дь
602,Nacht::N,éj,ве
603,Nacht::N,éjszaka,ве
604,Woche::N,hét,недя́ля
605,Monat::N,hó,ков
606,Monat::N,hónap,ков
607,Jahr::N,év,киза
608,Frühling::N,tavasz,тунда́
609,Sommer::N,nyár,киза
610,Herbst::N,ősz,сёксе
611,Winter::N,tél,тяла
612,Januar::N,január,кельмеков
613,Februar::N,február,уфайков
614,März::N,március,марайков
615,April::N,április,шудиков
616,Mai::N,május,панжиков
617,Juni::N,június,лямбеков
618,Juli::N,július,псиков
619,August::N,augusztus,сёроньков
620,September::N,szeptember,тюжягов
621,Oktober::N,október,кельмазаков
622,November::N,november,эйндамков
623,Dezember::N,december,кучкаков
624,Montag::N,hétfő,одговши
625,Dienstag::N,kedd,ша́вши
626,Mittwoch::N,szerda,вержи
627,Donnerstag::N,csütörtök,шува́ланя
628,Freitag::N,péntek,пя́денця
629,Samstag::N,szombat,ёткши
630,Sonntag::N,vasárnap,таргоши
631,groß::A,nagy,оцю
632,klein::A,pici,ёмла
633,klein::A,kicsi,ёмла
634,lang::A,hosszú,кува́ка
635,kurz::A,rövid,нюрьхкя́ня
636,breit::A,széles,кели
637,schmal::A,keskeny,тяйня
638,dicht::A,sűrű,сиде
639,dicht::A,sűrű,туста
640,dick[Gegenstand]::A,vastag,эчке
641,dünn::A,vékony,шува́ня
642,fein::A,vékony,шува́ня
643,fest::A,szilárd,кеме
644,flach::A,sík,лапш
645,flach::A,lapos,лапш
646,glatt::A,sima,вадяв
647,glatt::A,sima,такор
648,hart::A,kemény,калгода
649,weich::A,puha,ляпе
650,rund::A,kerek,кру́глай
651,spitz::A,hegyes,ботаз
652,spitz::A,hegyes,оржа
653,scharf::A,éles,оржа
654,stumpf::A,tompa,ношка
655,stumpf::A,életlen,ношка
656,schwer::A,nehéz,стака
657,schwer::A,súlyos,стака
658,schön::A,szép,мазы
659,heiß::A,forró,пси
660,warm::A,meleg,лямбе
661,kalt::A,hideg,кельме
662,kühl::A,hűs,эше
663,kühl::A,hűvös,эше
664,frisch::A,üde,свежай
665,frisch::A,friss,свежай
666,feucht::A,nedves,летьке
667,nass::A,vizes,начка
668,trocken::A,száraz,коське
669,voll::A,telt,пяшксе
670,leer::A,üres,шава
671,offen::A,nyílt,панжада
672,offen::A,nyílt,виде
673,offen::A,nyitott,панжада
674,offen::A,nyitott,виде
675,geschlossen::A,zárt,пякстаф
676,geschlossen::A,zárt,сёлгф
677,geschlossen::A,csukott,пякстаф
678,geschlossen::A,csukott,сёлгф
679,sauber::A,tiszta,ару
680,schmutzig::A,piszkos,рда́зу
681,schmutzig::A,piszkos,пя́ндра
682,schmutzig::A,szennyes,рда́зу
683,schmutzig::A,szennyes,пя́ндра
684,roh::A,nyers,верок
685,reif::A,érett,ке́нерьф
686,lecker::A,finom,танцти
687,süß::A,édes,ламбама
688,bitter::A,keserű,сяпи
689,sauer::A,savanyú,шапама
690,hell::A,világos,валда
691,dunkel::A,sötét,шобда
692,schwarz::A,fekete,равжа
693,weiß::A,fehér,акша
694,rot::A,vörös,якстерь
695,gelb::A,sárga,тюжя́
696,blau::A,kék,сенем
697,grün::A,zöld,пиже
698,grün::A,zöld,сянгяря
699,grau::A,ősz,уле
700,grau::A,szürke,уле
701,bunt::A,tarka,сёрмав
702,bunt::A,színes,сёрмав
703,billig::A,olcsó,у́цез
704,billig::A,olcsó,аф пи́тни
705,teuer::A,drága,пи́тни
706,wertvoll::A,értékes,питни
707,blind::A,vak,сокор
708,taub::A,süket,пярав
709,kräftig::A,erős,пяк вии
710,stark::A,erős,вии
711,schwach::A,gyenge,лафча
712,schwach::A,erőtlen,лафча
713,fett::A,hájas,куя́
714,schlank::A,karcsú,виде ронга
715,hübsch::A,csinos,мазы
716,böse::A,rossz,кяжи
717,böse::A,gonosz,кяжи
718,dumm::A,buta,аф ёню
719,dumm::A,buta,шава пря
720,dumm::A,ostoba,аф ёню
721,dumm::A,ostoba,шава пря
722,faul::A,lusta,нола
723,fleißig::A,szorgalmas,ку́лхцонды
724,geizig::A,fukar,кирьжя
725,geizig::A,fukar,жаднай
726,geizig::A,fösvény,кирьжя
727,geizig::A,fösvény,жаднай
728,klug::A,okos,ёню
729,klug::A,okos,пря́ви
730,klug::A,eszes,ёню
731,klug::A,eszes,пря́ви
732,geschickt::A,ügyes,маштозь тиф
733,lieb::A,drága,цебярь
734,lieb::A,kedves,цебярь
735,lustig::A,víg,ра́хси
736,lustig::A,vidám,ра́хси
737,sanft::A,enyhe,сетьме
738,hungrig::A,éhes,вача
739,hungrig::A,éhes,вачеда
740,krank::A,beteg,сяряди
741,nackt::A,csupasz,штада
742,nackt::A,csupasz,кърхтапа
743,nackt::A,meztelen,штада
744,nackt::A,meztelen,кърхтапа
745,traurig::A,bús,ла́жнай
746,traurig::A,szomorú,ла́жнай
747,lebendig::A,élő,эряй
748,gut::A,jó,пара
749,gut::A,jó,цебярь
750,schlecht::A,rossz,кальдяв
751,richtig::A,helyes,виде
752,schlimm::A,rossz,кальдяв
753,wahr::A,igaz,афкуксонь
754,alt::A,ó,ташта
755,alt::A,régi,ташта
756,neu::A,új,од
757,ehemalig::A,volt,и́нгольдень
758,ehemalig::A,egykori,и́нгольдень
759,alt[Lebewesen]::A,öreg,сире
760,jung::A,fiatal,од
761,arm::A,szegény,а́шу
762,reich::A,gazdag,козя
763,bekannt::A,ismert,содаф
764,bekannt::A,ismeretes,содаф
765,berühmt::A,híres,содавикс
766,fremd::A,idegen,лия
767,fremd::A,idegen,аф содаф
768,verschieden::A,különböző,аф фкя ла́цонь
769,nah::A,közeli,мала
770,nah::A,közeli,аф ичкоздень
771,fern::A,távoli,и́чкоздень
772,fern::A,távoli,куна́рдонь
773,linker::A,bal,кержи
774,rechter::A,jobb,види
775,anderer::A,más,лия
776,anderer::A,másik,лия
777,erster::A,első,васенце
778,zweiter::A,második,омбоце
779,dritter::A,harmadik,колмоце
780,letzter::A,utolsó,ме́кольце
781,allein::ADV,egyedül,ськамонза
782,auf einmal::ADV,egyszerre,вихцок
783,zusammen::ADV,együtt,марс
784,zusammen::ADV,együtt,ма́рса
785,zusammen::ADV,összesen,марс
786,zusammen::ADV,összesen,ма́рса
787,lange::ADV,sokáig,кува́тьс
788,lange::ADV,hosszan,кува́тьс
789,plötzlich::ADV,hirtelen,а́пак учт
790,plötzlich::ADV,egyszerre,а́пак учт
791,sofort::ADV,rögtön,тяникиге
792,sofort::ADV,tüstént,тяникиге
793,später::ADV,későn,ме́ле
794,jetzt::ADV,most,тяни
795,heute::ADV,ma,тячи
796,morgen::ADV,holnap,ва́нды
797,bald::ADV,majd,курок
798,bald::ADV,nemsokára,курок
799,dann::ADV,akkor,меле
800,dann::ADV,akkor,сяда меле
801,gestern::ADV,tegnap,ися́к
802,einst::ADV,hajdan,весть
803,einst::ADV,hajdan,мзя́рда-бди
804,damals::ADV,akkor,эста
805,damals::ADV,akkoriban,эста
806,danach::ADV,azután,меле
807,vorher::ADV,előbb,инголи
808,zuerst::ADV,először,ва́сенда
809,einmal::ADV,egyszer,весть
810,manchmal::ADV,néha,лия́ста
