,Concept_ID,be,de
84,Schnee::N,снег,Schnee
85,Eis::N,лёд,Eis
86,Frost::N,мароз,Frost
87,Kälte::N,холад,Kälte
88,Hitze::N,спёка,Hitze
89,Raureif::N,іней,Raureif
90,Regenbogen::N,вясёлка,Regenbogen
91,Donner::N,гром,Donner
92,Strömung::N,цячэнне,Strömung
93,Tropfen::N,кропля,Tropfen
94,Schaum::N,пена,Schaum
95,Schmutz::N,гразь,Schmutz
96,See::N,возера,See
97,Sumpf::N,багна,Sumpf
98,Moor::N,балота,Moor
99,Wiese::N,луг,Wiese
100,Wald::N,лес,Wald
101,Hügel::N,узгорак,Hügel
102,Anhöhe::N,узвышша,Anhöhe
103,Berg::N,гара,Berg
104,Gipfel::N,вяршыня,Gipfel
105,Höhle::N,пячора,Höhle
106,Abhang::N,схіл,Abhang
107,Quelle::N,крыніца,Quelle
108,Bach::N,ручай,Bach
109,Fluss::N,рака,Fluss
110,Ufer::N,бераг,Ufer
111,Küste::N,узбярэжжа,Küste
112,Festland::N,суша,Festland
113,Meer::N,мора,Meer
114,Bucht::N,бухта,Bucht
115,Insel::N,востраў,Insel
116,Blume::N,кветка,Blume
117,Gras::N,трава,Gras
118,Wurzel::N,корань,Wurzel
119,Baum::N,дрэва,Baum
120,Stamm::N,ствол,Stamm
121,Rinde::N,кара,Rinde
122,Ast::N,сук,Ast
123,Zweig::N,галіна,Zweig
124,Blatt::N,ліст,Blatt
125,Birke::N,бяроза,Birke
126,Kiefer[Baum]::N,хвоя,Kiefer
127,Kiefer[Baum]::N,сасна,Kiefer
128,Weide[Baum]::N,вярба,Weide
129,Tanne::N,яліна,Tanne
130,Horn::N,рог,Horn
131,Feder::N,пяро,Feder
132,Fell::N,шкура,Fell
133,Flügel::N,крыло,Flügel
134,Klaue::N,кіпцюр,Klaue
135,Kralle::N,лапа,Kralle
136,Schwanz::N,хвост,Schwanz
137,Ei::N,яйка,Ei
138,Nest::N,гняздо,Nest
139,Bau::N,нара,Bau
140,Tier::N,жывёла,Tier
141,Herde::N,статак,Herde
142,Kuh::N,карова,Kuh
143,Bulle::N,бык,Bulle
144,Pferd::N,конь,Pferd
145,Schaf::N,авечка,Schaf
146,Schwein::N,свіння,Schwein
147,Hund::N,сабака,Hund
148,Katze::N,кошка,Katze
149,Bär::N,мядзведзь,Bär
150,Eichhörnchen::N,вавёрка,Eichhörnchen
151,Elch::N,лось,Elch
152,Fuchs::N,ліса,Fuchs
153,Hase::N,заяц,Hase
154,Maus::N,мыш,Maus
155,Wolf::N,воўк,Wolf
156,Vogel::N,птах,Vogel
157,Vogel::N,птушка,Vogel
158,Schwarm::N,чарада,Schwarm
159,Huhn::N,курыца,Huhn
160,Hahn::N,певень,Hahn
161,Gans::N,гусь,Gans
162,Adler::N,арол,Adler
163,Ente::N,качка,Ente
164,Eule::N,сава,Eule
165,Kranich::N,жораў,Kranich
166,Kranich::N,журавель,Kranich
167,Krähe::N,варона,Krähe
168,Kuckuck::N,зязюля,Kuckuck
169,Schwan::N,лебедзь,Schwan
170,Fisch::N,рыба,Fisch
171,Barsch::N,акунь,Barsch
172,Hecht::N,шчупак,Hecht
173,Schlange[Tier]::N,змяя,Schlange
174,Wurm::N,чарвяк,Wurm
175,Spinne::N,павук,Spinne
176,Ameise::N,мурашка,Ameise
177,Laus::N,вош,Laus
178,Mücke::N,камар,Mücke
179,Fliege::N,муха,Fliege
180,Schmetterling::N,матыль,Schmetterling
181,Beere::N,ягада,Beere
182,Apfel::N,яблык,Apfel
183,Pilz::N,грыб,Pilz
184,Zwiebel::N,цыбуля,Zwiebel
185,Saat::N,семя,Saat
186,Korn::N,зерне,Korn
187,Heu::N,сена,Heu
188,Schale::N,шалупінне,Schale
189,Grube::N,яма,Grube
190,Falle::N,пастка,Falle
191,Schlinge::N,сіло,Schlinge
192,Spur::N,след,Spur
193,Asche::N,попел,Asche
194,Dreck::N,бруд,Dreck
195,Eisen::N,жалеза,Eisen
196,Gold::N,золата,Gold
197,Silber::N,сребра,Silber
198,Kohle::N,вугаль,Kohle
199,Glas::N,шкло,Glas
200,Lehm::N,гліна,Lehm
201,Sand::N,пясок,Sand
202,Mensch::N,чалавек,Mensch
203,Mann::N,мужчына,Mann
204,Frau::N,жанчына,Frau
205,Kind::N,дзіця,Kind
206,Junge::N,хлопчык,Junge
207,Mädchen::N,дзяўчынка,Mädchen
208,Familie::N,сямʼя,Familie
209,Großvater::N,дзядуля,Großvater
210,Großmutter::N,бабуля,Großmutter
211,Eltern::N,бацькі,Eltern
212,Vater::N,бацька,Vater
213,Mutter::N,маці,Mutter
214,Sohn::N,сын,Sohn
215,Tochter::N,дачка,Tochter
216,Bruder::N,брат,Bruder
217,Schwester::N,сястра,Schwester
218,Onkel::N,дзядзька,Onkel
219,Tante::N,цётка,Tante
220,Ehemann::N,муж,Ehemann
221,Ehefrau::N,жонка,Ehefrau
222,Freude::N,радасць,Freude
223,Gelächter::N,смех,Gelächter
224,Glück::N,шчасце,Glück
225,Kummer::N,гора,Kummer
226,Wunsch::N,жаданне,Wunsch
227,Lust::N,цяга,Lust
228,Geist::N,дух,Geist
229,Gedanke::N,думка,Gedanke
230,Gedächtnis::N,памяць,Gedächtnis
231,Verstand::N,розум,Verstand
232,Sinn::N,сэнс,Sinn
233,Grund::N,зачэпка,Grund
234,Wahrheit::N,праўда,Wahrheit
235,Gespräch::N,размова,Gespräch
236,Märchen::N,казка,Märchen
237,Erzählung::N,расказ,Erzählung
238,Erzählung::N,апавяданне,Erzählung
239,Nachricht::N,вестка,Nachricht
240,Nachricht::N,паведамленне,Nachricht
241,Neuigkeit::N,навіна,Neuigkeit
242,Name::N,імя,Name
243,Rätsel::N,загадка,Rätsel
244,Rede::N,прамова,Rede
245,Sprache::N,мова,Sprache
246,Stimme::N,голас,Stimme
247,Wort::N,слова,Wort
248,Zeichen::N,знак,Zeichen
249,Ruf::N,кліч,Ruf
250,Lärm::N,шум,Lärm
251,Laut::N,гук,Laut
252,Ton::N,гучанне,Ton
253,Lied::N,песня,Lied
254,Ruhe::N,спакой,Ruhe
255,Leute::N,людзі,Leute
256,Volk::N,народ,Volk
257,Arbeit::N,праца,Arbeit
258,Arbeit::N,работа,Arbeit
259,Gast::N,госць,Gast
260,Geschenk::N,падарунак,Geschenk
261,Spiel::N,гульня,Spiel
262,Gesellschaft::N,таварыства,Gesellschaft
263,Hilfe::N,дапамога,Hilfe
264,Freund::N,друг,Freund
265,Freund::N,сябар,Freund
266,Kamerad::N,прыяцель,Kamerad
267,Angelegenheit::N,справа,Angelegenheit
268,Anzahl::N,колькасць,Anzahl
269,Art::N,від,Art
270,Stück::N,кусок,Stück
271,Stück::N,кавалак,Stück
272,Teil::N,частка,Teil
273,Hälfte::N,палова,Hälfte
274,Hälfte::N,палавіна,Hälfte
275,Kreis::N,круг,Kreis
276,Kreuz::N,крыж,Kreuz
277,Linie::N,лінія,Linie
278,Strich::N,рыса,Strich
279,Abstand::N,прамежак,Abstand
280,Entfernung::N,адлегласць,Entfernung
281,Gegend::N,мясцовасць,Gegend
282,Platz::N,месца,Platz
283,Ort::N,месца,Ort
284,Seite::N,бок,Seite
285,Mitte::N,сярэдзіна,Mitte
286,Gegenstand::N,прадмет,Gegenstand
287,Sache::N,рэч,Sache
288,Rand::N,край,Rand
289,Kante::N,руб,Kante
290,Kante::N,кант,Kante
291,Ecke::N,вугал,Ecke
292,Spitze::N,кончык,Spitze
293,Ende::N,канец,Ende
294,Loch::N,дзірка,Loch
295,Winkel::N,вугал,Winkel
296,Muster::N,узор,Muster
297,Größe::N,памер,Größe
298,Länge::N,даўжыня,Länge
299,Höhe::N,вышыня,Höhe
300,Gewicht::N,вага,Gewicht
301,Menge::N,колькасць,Menge
302,Haufen::N,куча,Haufen
303,Reihe::N,рад,Reihe
304,Boot::N,лодка,Boot
305,Ruder::N,вясло,Ruder
306,Schlitten::N,сані,Schlitten
307,Ski::N,лыжа,Ski
308,Lagerfeuer::N,вогнішча,Lagerfeuer
309,Last::N,цяжар,Last
310,Gang::N,ход,Gang
311,Schritt::N,шаг,Schritt
312,Schritt::N,крок,Schritt
313,Norden::N,поўнач,Norden
314,Süden::N,поўдзень,Süden
315,Westen::N,захад,Westen
316,Osten::N,усход,Osten
317,Holz::N,дрэва,Holz
318,Holz::N,драўніна,Holz
319,Brett::N,дошка,Brett
320,Platte::N,пліта,Platte
321,Stütze::N,падпорка,Stütze
322,Stange::N,жэрдка,Stange
323,Stock::N,палка,Stock
324,Stab::N,шост,Stab
325,Rohr::N,труба,Rohr
326,Haus::N,дом,Haus
327,Heim::N,дом,Heim
328,Heim::N,хата,Heim
329,Ofen::N,печ,Ofen
330,Fußboden::N,падлога,Fußboden
331,Tisch::N,стол,Tisch
332,Stuhl::N,стул,Stuhl
333,Stuhl::N,крэсла,Stuhl
334,Wiege::N,калыска,Wiege
335,Bett::N,ложак,Bett
336,Bett::N,пасцель,Bett
337,Regal::N,паліца,Regal
338,Kiste::N,скрынка,Kiste
339,Fenster::N,акно,Fenster
340,Tür::N,дзверы,Tür
341,Tor::N,вароты,Tor
342,Zaun::N,агароджа,Zaun
343,Dach::N,дах,Dach
344,Leiter::N,лесвіца,Leiter
345,Besen::N,мятла,Besen
346,Spaten::N,лапата,Spaten
347,Spaten::N,жалязняк,Spaten
348,Schaufel::N,шуфлік,Schaufel
349,Schaufel::N,лапатка,Schaufel
350,Gabel::N,відэлец,Gabel
351,Löffel::N,лыжка,Löffel
352,Messer::N,нож,Messer
353,Nagel::N,цвік,Nagel
354,Netz::N,сетка,Netz
355,Haken::N,крук,Haken
356,Griff::N,ручка,Griff
357,Schloss::N,замок,Schloss
358,Bild::N,карціна,Bild
359,Figur::N,фігура,Figur
360,Puppe::N,лялька,Puppe
361,Beutel::N,мяшок,Beutel
362,Bündel::N,вязка,Bündel
363,Tasche::N,торба,Tasche
364,Eimer::N,вядро,Eimer
365,Deckel::N,накрыўка,Deckel
366,Geschirr::N,пасуда,Geschirr
367,Sack::N,мех,Sack
368,Tasse::N,кубак,Tasse
369,Topf::N,каструля,Topf
370,Kessel::N,кацёл,Kessel
371,Essen::N,ежа,Essen
372,Nahrung::N,харч,Nahrung
373,Speise::N,страва,Speise
374,Fleisch::N,мяса,Fleisch
375,Getreide::N,збожжа,Getreide
376,Brei::N,каша,Brei
377,Brot::N,хлеб,Brot
378,Scheibe::N,луста,Scheibe
379,Scheibe::N,скібка,Scheibe
380,Fett::N,тлушч,Fett
381,Butter::N,масла,Butter
382,Öl::N,алей,Öl
383,Salz::N,соль,Salz
384,Suppe::N,суп,Suppe
385,Honig::N,мёд,Honig
386,Milch::N,малако,Milch
387,Tee::N,чай,Tee
388,Tee::N,гарбата,Tee
389,Leder::N,скура,Leder
390,Wolle::N,воўна,Wolle
391,Stoff::N,тканіна,Stoff
392,Nadel::N,іголка,Nadel
393,Faden::N,нітка,Faden
394,Knopf::N,гузік,Knopf
395,Knoten::N,вузел,Knoten
396,Farbe::N,фарба,Farbe
397,Kleidung::N,адзенне,Kleidung
398,Hemd::N,кашуля,Hemd
399,Kragen::N,каўнер,Kragen
400,Ärmel::N,рукаў,Ärmel
401,Hose::N,штаны,Hose
402,Gürtel::N,пояс,Gürtel
403,Mütze::N,шапка,Mütze
404,Schuh::N,чаравік,Schuh
405,Stiefel::N,бот,Stiefel
406,Ring::N,кольца,Ring
407,Band::N,стужка,Band
408,Kamm::N,расчоска,Kamm
409,Spiegel::N,люстра,Spiegel
410,Riemen::N,рэмень,Riemen
411,Schnur::N,вяроўка,Schnur
412,Leine::N,павадок,Leine
413,Decke::N,коўдра,Decke
414,Kissen::N,падушка,Kissen
415,Tuch::N,хустка,Tuch
416,Handtuch::N,ручнік,Handtuch
417,Kraft::N,сіла,Kraft
418,Stärke::N,моц,Stärke
419,Gesundheit::N,здароўе,Gesundheit
420,Krankheit::N,хвароба,Krankheit
421,Schmerz::N,боль,Schmerz
422,Wunde::N,рана,Wunde
423,Fieber::N,гарачка,Fieber
424,Fieber::N,ліхаманка,Fieber
425,Arznei::N,лекі,Arznei
426,Brücke::N,мост,Brücke
427,Brunnen::N,калодзеж,Brunnen
428,Weide::N,паша,Weide
429,Pfad::N,сцежка,Pfad
430,Weg::N,шлях,Weg
431,Weg::N,дарога,Weg
432,Straße::N,вуліца,Straße
433,Dorf::N,вёска,Dorf
434,Stadt::N,горад,Stadt
435,Brief::N,ліст,Brief
436,Brief::N,пісьмо,Brief
437,Buch::N,кніга,Buch
438,Buchstabe::N,літара,Buchstabe
439,Zeitung::N,газета,Zeitung
440,Leben::N,жыццё,Leben
441,Tod::N,смерць,Tod
442,Grab::N,магіла,Grab
443,Kirche::N,касцёл,Kirche
444,Kirche::N,царква,Kirche
445,Sünde::N,грэх,Sünde
446,Gott::N,бог,Gott
447,Arbeiter::N,рабочы,Arbeiter
448,Chef::N,начальнік,Chef
449,Meister::N,майстар,Meister
450,Arzt::N,урач,Arzt
451,Lehrer::N,настаўнік,Lehrer
452,Geld::N,грошы,Geld
453,Geschäft::N,заняцце,Geschäft
454,Laden::N,крама,Laden
455,Laden::N,магазін,Laden
456,Preis::N,цана,Preis
457,Ware::N,тавар,Ware
458,Nutzen::N,выгада,Nutzen
459,Reichtum::N,багацце,Reichtum
460,Welt::N,свет,Welt
461,Land::N,краіна,Land
462,Staat::N,дзяржава,Staat
463,König::N,кароль,König
464,Macht::N,улада,Macht
465,Grenze::N,граніца,Grenze
466,Krieg::N,вайна,Krieg
467,Feind::N,вораг,Feind
468,Gewalt::N,насілле,Gewalt
469,Kampf::N,барацьба,Kampf
470,Bogen[Waffe]::N,лук,Bogen
471,Pfeil::N,страла,Pfeil
472,Gewehr::N,ружжо,Gewehr
473,Fehler::N,памылка,Fehler
474,Lüge::N,хлусня,Lüge
475,Schaden::N,шкода,Schaden
476,Unglück::N,ліха,Unglück
477,Unglück::N,бядота,Unglück
478,Schuld::N,віна,Schuld
479,Alter::N,узрост,Alter
480,Schluss::N,канец,Schluss
481,Zeit::N,час,Zeit
482,Tag::N,дзень,Tag
483,Morgen::N,ранак,Morgen
484,Morgen::N,раніца,Morgen
485,Mittag::N,паўдня,Mittag
486,Mittag::N,поўдзень,Mittag
487,Abend::N,вечар,Abend
488,Nacht::N,ноч,Nacht
489,Woche::N,тыдзень,Woche
490,Monat::N,месяц,Monat
491,Jahr::N,год,Jahr
492,Frühling::N,вясна,Frühling
493,Sommer::N,лета,Sommer
494,Herbst::N,восень,Herbst
495,Winter::N,зіма,Winter
496,Januar::N,студзень,Januar
497,Februar::N,люты,Februar
498,März::N,сакавік,März
499,April::N,красавік,April
500,Mai::N,май,Mai
501,Mai::N,травень,Mai
502,Juni::N,чэрвень,Juni
503,Juli::N,ліпень,Juli
504,August::N,жнівень,August
505,September::N,верасень,September
506,Oktober::N,кастрычнік,Oktober
507,November::N,лістапад,November
508,Dezember::N,снежань,Dezember
509,Montag::N,панядзелак,Montag
510,Dienstag::N,аўторак,Dienstag
511,Mittwoch::N,серада,Mittwoch
512,Donnerstag::N,чацвер,Donnerstag
513,Freitag::N,пятніца,Freitag
514,Samstag::N,субота,Samstag
515,Sonntag::N,нядзеля,Sonntag
516,groß::A,вялікі,groß
517,klein::A,маленькі,klein
518,lang::A,доўгі,lang
519,kurz::A,кароткі,kurz
520,breit::A,шырокі,breit
521,schmal::A,вузкі,schmal
522,dicht::A,густы,dicht
523,dick[Gegenstand]::A,тоўсты,dick
524,dünn::A,тонкі,dünn
525,fein::A,тонкі,fein
526,fest::A,моцны,fest
527,flach::A,плоскі,flach
528,glatt::A,гладкі,glatt
529,hart::A,цвёрды,hart
530,weich::A,мяккі,weich
531,rund::A,круглы,rund
532,spitz::A,спічасты,spitz
533,spitz::A,востраканцовы,spitz
534,scharf::A,востры,scharf
535,stumpf::A,тупы,stumpf
536,schwer::A,цяжкі,schwer
537,schön::A,прыгожы,schön
538,heiß::A,гарачы,heiß
539,warm::A,цёплы,warm
540,kalt::A,холадны,kalt
541,kühl::A,халаднаваты,kühl
542,frisch::A,свежы,frisch
543,feucht::A,вільготны,feucht
544,nass::A,мокры,nass
545,trocken::A,сухі,trocken
546,voll::A,поўны,voll
547,leer::A,пусты,leer
548,offen::A,адкрыты,offen
549,offen::A,адчынены,offen
550,geschlossen::A,закрыты,geschlossen
551,geschlossen::A,зачынены,geschlossen
552,sauber::A,чысты,sauber
553,schmutzig::A,брудны,schmutzig
554,roh::A,сыры,roh
555,reif::A,спелы,reif
556,lecker::A,смачны,lecker
557,süß::A,салодкі,süß
558,bitter::A,горкі,bitter
559,sauer::A,кіслы,sauer
560,hell::A,светлы,hell
561,dunkel::A,цёмны,dunkel
562,schwarz::A,чорны,schwarz
563,weiß::A,белы,weiß
564,rot::A,чырвоны,rot
565,gelb::A,жоўты,gelb
566,blau::A,сіні,blau
567,grün::A,зялёны,grün
568,grau::A,шэры,grau
569,bunt::A,пяресты,bunt
570,billig::A,танны,billig
571,teuer::A,дарагі,teuer
572,wertvoll::A,цэнны,wertvoll
573,wertvoll::A,каштоўны,wertvoll
574,blind::A,сляпы,blind
575,taub::A,глухі,taub
576,kräftig::A,магутны,kräftig
577,stark::A,сільны,stark
578,schwach::A,слабы,schwach
579,fett::A,тлусты,fett
580,schlank::A,стройны,schlank
581,hübsch::A,чароўны,hübsch
582,böse::A,злы,böse
583,dumm::A,дурны,dumm
584,faul::A,лянівы,faul
585,fleißig::A,руплівы,fleißig
586,geizig::A,прагны,geizig
587,klug::A,разумны,klug
588,geschickt::A,умелы,geschickt
589,lieb::A,мілы,lieb
590,lustig::A,вясёлы,lustig
591,sanft::A,ласкавы,sanft
592,hungrig::A,галодны,hungrig
593,krank::A,хворы,krank
594,nackt::A,голы,nackt
595,traurig::A,сумны,traurig
596,lebendig::A,жывы,lebendig
597,gut::A,добры,gut
598,schlecht::A,кепскі,schlecht
599,richtig::A,правільны,richtig
600,schlimm::A,агідны,schlimm
601,wahr::A,сапраўдны,wahr
602,alt::A,стары,alt
603,neu::A,новы,neu
604,ehemalig::A,былы,ehemalig
605,alt[Lebewesen]::A,стары,alt
606,jung::A,малады,jung
607,arm::A,бедны,arm
608,reich::A,багаты,reich
609,bekannt::A,знаёмы,bekannt
610,berühmt::A,славуты,berühmt
611,fremd::A,чужы,fremd
612,verschieden::A,розны,verschieden
613,nah::A,блізкі,nah
614,fern::A,далёкі,fern
615,linker::A,левы,linker
616,rechter::A,правы,rechter
617,anderer::A,іншы,anderer
618,anderer::A,другі,anderer
619,erster::A,першы,erster
620,zweiter::A,другі,zweiter
621,dritter::A,трэці,dritter
622,letzter::A,апошні,letzter
623,allein::ADV,сам,allein
624,allein::ADV,адзін,allein
625,auf einmal::ADV,адразу,auf einmal
626,zusammen::ADV,разам,zusammen
627,lange::ADV,доўга,lange
628,plötzlich::ADV,раптам,plötzlich
629,sofort::ADV,зараз,sofort
630,später::ADV,пазней,später
631,jetzt::ADV,цяпер,jetzt
632,heute::ADV,сёння,heute
633,morgen::ADV,заўтра,morgen
634,bald::ADV,хутка,bald
635,bald::ADV,неўзабаве,bald
636,dann::ADV,потым,dann
637,gestern::ADV,учора,gestern
638,einst::ADV,аднойчы,einst
639,damals::ADV,тады,damals
640,danach::ADV,затым,danach
641,vorher::ADV,раней,vorher
642,zuerst::ADV,спярша,zuerst
643,zuerst::ADV,спачатку,zuerst
644,einmal::ADV,адзін раз,einmal
645,manchmal::ADV,часам,manchmal
646,oft::ADV,часта,oft
647,immer::ADV,заўсёды,immer
648,niemals::ADV,ніколі,niemals
649,hier::ADV,тут,hier
650,hierhin::ADV,сюды,hierhin
651,von hier::ADV,адсюль,von hier
652,von hier::ADV,адгэтуль,von hier
653,dort::ADV,там,dort
654,dorthin::ADV,туды,dorthin
655,geradeaus::ADV,прама,geradeaus
656,vorwärts::ADV,наперад,vorwärts
657,rückwärts::ADV,назад,rückwärts
658,zurück::ADV,назад,zurück
659,unten::ADV,унізе,unten
660,hinab::ADV,уніз,hinab
661,oben::ADV,угары,oben
662,oben::ADV,наверсе,oben
663,hinauf::ADV,угару,hinauf
664,überall::ADV,усюды,überall
665,nicht::ADV,не,nicht
666,ein wenig::ADV,трошкі,ein wenig
667,kaum::ADV,ледзьве,kaum
668,sehr::ADV,вельмі,sehr
669,so::ADV,так,so
670,noch::ADV,яшчэ,noch
671,nur::ADV,толькі,nur
672,schon::ADV,ужо,schon
673,wieder::ADV,зноў,wieder
674,vergebens::ADV,дарма,vergebens
675,vergebens::ADV,дарэмна,vergebens
676,vor::PRP,перад,vor
677,hinter::PRP,за,hinter
678,hinter::PRP,ззаду,hinter
679,unter::PRP,пад,unter
680,durch::PRP,праз,durch
681,neben::PRP,каля,neben
682,zwischen::PRP,між,zwischen
683,zwischen::PRP,паміж,zwischen
684,wegen::PRP,з-за,wegen
685,dies::PRN,гэта,dies
686,das::PRN,тое,das
687,alles::PRN,усё,alles
688,ich::PRN,я,ich
689,du::PRN,ты,du
690,er::PRN,ён,er
691,wir::PRN,мы,wir
692,ihr::PRN,вы,ihr
693,sie::PRN,яны,sie
694,was::FPRN,што,was
695,wer::FPRN,хто,wer
696,wo::FADV,дзе,wo
697,wohin::FADV,куды,wohin
698,wie::FADV,як,wie
699,warum::FADV,чаму,warum
700,wieviel::FNUM,колькі,wieviel
701,eins::NUM,адзін,eins
702,zwei::NUM,два,zwei
703,drei::NUM,тры,drei
704,vier::NUM,чатыры,vier
705,fünf::NUM,пяць,fünf
706,sechs::NUM,шесць,sechs
707,sieben::NUM,сем,sieben
708,acht::NUM,восем,acht
709,neun::NUM,дзевяць,neun
710,zehn::NUM,дзесяць,zehn
711,elf::NUM,адзінаццаць,elf
712,zwölf::NUM,дванаццаць,zwölf
713,zwanzig::NUM,дваццаць,zwanzig
714,dreißig::NUM,трыццаць,dreißig
715,vierzig::NUM,сорак,vierzig
716,fünfzig::NUM,пядзесят,fünfzig
717,sechzig::NUM,шесдзесят,sechzig
718,siebzig::NUM,семдзесят,siebzig
719,achtzig::NUM,восемдзесят,achtzig
720,neunzig::NUM,дзевяноста,neunzig
721,hundert::NUM,сто,hundert
722,tausend::NUM,тысяча,tausend
723,und::CNJ,і,und
724,und::CNJ,ды,und
725,oder::CNJ,або,oder
726,stehen::V,стаяць,stehen
727,sitzen::V,сядзець,sitzen
728,liegen::V,ляжаць,liegen
729,hängen::V,вісець,hängen
730,werden::V,стаць,werden
731,werden::V,зрабіцца,werden
732,passieren::V,трапіцца,passieren
733,beginnen::V,пачацца,beginnen
734,enden::V,кончыцца,enden
735,wechseln::V,мяняцца,wechseln
736,aufgehen[Sonne]::V,узысці,aufgehen
737,untergehen[Sonne]::V,зайсці,untergehen
738,scheinen[Sonne]::V,свяціць,scheinen
739,donnern::V,грымець,donnern
740,wehen::V,дзьмуць,wehen
741,strömen::V,ліцца,strömen
742,fließen::V,цячы,fließen
743,sich drehen::V,круціцца,sich drehen
744,sich drehen::V,варочацца,sich drehen
745,schwanken::V,хістацца,schwanken
746,schwingen::V,гайдацца,schwingen
747,schwingen::V,калыхацца,schwingen
748,fallen::V,падаць,fallen
749,brennen::V,гарэць,brennen
750,rauchen::V,дымець,rauchen
751,regnen::V,дажджыць,regnen
752,gefrieren::V,замерзнуць,gefrieren
753,tauen::V,раставаць,tauen
754,schmelzen::V,плавіцца,schmelzen
755,trocknen::V,сохнуць,trocknen
756,sieden::V,кіпець,sieden
757,faulen::V,гнісці,faulen
758,verfaulen::V,згнісці,verfaulen
759,reißen::V,ірвацца,reißen
760,versinken::V,тануць,versinken
761,vergehen::V,праходзіць,vergehen
762,erscheinen::V,зʼявіцца,erscheinen
763,verschwinden::V,знікнуць,verschwinden
764,sinken::V,спадаць,sinken
765,abnehmen::V,паменшыцца,abnehmen
766,zunehmen::V,павялічвацца,zunehmen
767,steigen::V,паднімацца,steigen
768,wachsen::V,расці,wachsen
769,glänzen::V,блішчаць,glänzen
770,funkeln::V,бліскаць,funkeln
771,lärmen::V,шумець,lärmen
772,läuten::V,званіць,läuten
773,klingeln::V,званіць,klingeln
774,klirren::V,бразгаць,klirren
775,brausen::V,бушаваць,brausen
776,rauschen::V,шастаць,rauschen
777,klingen::V,гучаць,klingen
778,bellen::V,брахаць,bellen
779,heulen::V,выць,heulen
780,blasen::V,дзьмухнуць,blasen
781,pfeifen::V,свістаць,pfeifen
782,schreien::V,крычаць,schreien
783,stöhnen::V,стагнаць,stöhnen
784,zittern::V,дрыжаць,zittern
785,leben::V,жыць,leben
786,geboren werden::V,нарадзіцца,geboren werden
787,atmen::V,дыхаць,atmen
788,trinken::V,піць,trinken
789,essen::V,есці,essen
790,schlucken::V,глытаць,schlucken
791,müde werden::V,стаміцца,müde werden
792,einschlafen::V,заснуць,einschlafen
793,schlafen::V,спаць,schlafen
